"en_ar_DEEP"	"VerConf"
"وأعرب المدعي العام عن قلقه بشأن القضايا التي لم يتم حلها فيما يتعلق بالأفراد المحتجزين في ليبيا والنزوح الجماعي لسكان تاورغاء."	1
"\"ويؤكد مجلس الأمن الحاجة الملحة إلى تعزيز المؤسسات العسكرية ومؤسسات الشرطة في ليبيا."	1
"وإذ تؤكد من جديد ضرورة مكافحة التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية، بجميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي،"	1
"ويطالب المجلس بالوقف الفوري لجميع الهجمات التي يشنها جيش الرب للمقاومة، ويحث جيش الرب للمقاومة على إطلاق سراح جميع المختطفين ونزع سلاحهم وتسريحهم."	1
"وأخيرا، فإن التنوع المؤسسي والثقافي والعرقي والروحي الواسع للعديد من المجتمعات التي تشهد حاليا مثل هذا التغيير التاريخي والعميق قد يؤدي إلى توترات ومخاوف أمنية محددة."	1
"18. المبعوث الإريتري في مقديشو هو إلياس هايت تاليز."	0
"88 - أفادت إحدى الدول أن استراتيجيتها الوطنية لمكافحة الإرهاب تتطلب أن تكون إجراءات السلطات متسقة وشفافة وتكفل احترام سيادة القانون والديمقراطية والحقوق الأساسية والحكم الرشيد."	1
"ويشير التقرير أيضاً إلى المشكلة المتنامية في أفغانستان ومنطقة الحدود بين أفغانستان وباكستان، والتهديد المستمر في شمال أفريقيا، مع عدم انخفاض النشاط في أماكن أخرى."	1
"محمد حسن رحماني (TI.R.96.01)"	0
"ويتم التعرف على آخرين لاحتمال تورطهم في التخطيط و/أو الأمر بارتكاب جرائم دولية، أو المساعدة والتحريض على ارتكاب مثل هذه الجرائم."	0
"كما ورد ذكر تشاد وغينيا في سياق الإنذار المبكر، حيث قد يكون لتدهور الأوضاع الإنسانية آثار محتملة على الاستقرار الإقليمي."	1
"وقد لاحظنا مع القلق تقييم الأمين العام بأن العديد من العوامل التي غذت أزمة عام 2006 لا تزال موجودة في المجتمع، مما يجعله عرضة لعدم الاستقرار."	1
"13 - خلال الفترة المشمولة بالتقرير، تلقت اللجنة 14 طلبا للإعفاء من حظر توريد الأسلحة فيما يتعلق بالمعدات العسكرية غير الفتاكة عملا بالفقرة 3 من القرار 1356 (2001)، وطلب واحد للإعفاء من حظر الأسلحة عملا بالفقرة 11 (ب) ) بالقرار 1772 (2007) وإخطار عملا بالفقرة 6 من القرار 1744 (2007)."	0
"وقد حدثت زيادة في عدد الغارات التي استهدفت قوات الأمن الوطنية والدولية وموظفي المؤسسات العامة والعاملين في المجال الإنساني. ووقع المزيد من الهجمات على مواقع الاقتراع والمزيد من التهديدات لفرق تسجيل الناخبين."	1
"118 - يشكل الإرهاب عاملا دافعا لعدد متزايد من حالات الصراع، لا سيما في منطقة الساحل والمغرب العربي."	1
"اتفاقية الحماية المادية للمواد النووية؛"	0
"1. اتفاقية الحماية المادية للمواد النووية، 1979؛"	0
"ج. افتتاح فرع أروشا"	0
"ثالثا، في العديد من الحالات، اعترف مجلس الأمن بالانتهاكات الخطيرة لحقوق الإنسان والقانون الإنساني الدولي باعتبارها تهديدات محتملة للسلام والأمن."	1
"كما تعرضوا للحرمان الشديد من حريتهم وحرية التنقل داخل جمهورية كوريا الشعبية الديمقراطية، وحُرموا من حقهم في الاعتراف بهم كشخص أمام القانون، ومن حقهم في عدم التعرض للتعذيب وغيره من ضروب المعاملة القاسية أو اللاإنسانية أو غير الإنسانية. المعاملة المهينة."	0
"وينبغي لمجلس الأمن أن يعترف بمكافحة التطرف العنيف باعتباره عنصرا أساسيا في استجابة المجتمع الدولي لهذا التهديد."	1
"فمعظم الدول، على سبيل المثال، لم تقم بعد بتجريم تمويل الإرهاب وجعله جريمة أصلية لجريمة غسل الأموال."	1
"107- وفيما يلي النسب المئوية لمجموع الاعتمادات السنوية التي تم إنفاقها خلال فترة الستة أشهر يوليو 2005 - يناير 2006:"	0
"ويدين الاتحاد الأوروبي هذا العنف الذي يمارسه الماويون، والذي تسبب في معاناة وصعوبات كبيرة للشعب النيبالي."	1
"\"ويلاحظ مجلس الأمن مع القلق أن الإرهاب لا يزال يشكل تهديدا خطيرا للسلام والأمن الدوليين، وللتمتع بحقوق الإنسان والتنمية الاجتماعية والاقتصادية للدول، ويقوض الاستقرار والرخاء العالميين، وأن هذا التهديد أصبح أكثر انتشارا، مع تزايد الأعمال الإرهابية في مناطق مختلفة من العالم، بما في ذلك تلك التي تكون بدافع التعصب والتطرف، ويؤكد من جديد تصميمه على مكافحة جميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، بما في ذلك حقوق الإنسان الدولية المعمول بها، اللاجئين والقانون الإنساني، والتهديدات التي يتعرض لها السلام والأمن الدوليان بسبب الأعمال الإرهابية."	1
"ومع ذلك، ما زلنا نشعر بالقلق إزاء المبالغة في التركيز على الزيارات إلى البلدان النامية."	1
"الزي الرسمي واللوازم الأخرى للموظفين في الجبهة (553 715 19 ريالاً سعوديًا)؛"	0
"ومن الواضح أن اللجنة قد لا تكون في وضع يسمح لها بالوفاء بهذه المهام إذا لم تتأكد مسبقاً من (أ) ما إذا كانت الانتهاكات تشكل جرائم دولية، وإذا كان الأمر كذلك، (ب) ما هي فئات الجرائم التي تندرج تحتها (جرائم الحرب، والجرائم ضد الإنسانية، والإبادة الجماعية، أو غيرها من الجرائم)."	1
"\"ويعرب مجلس الأمن عن بالغ قلقه إزاء تزايد تمركز العناصر الإرهابية في منطقة الساحل، بما في ذلك تنظيم القاعدة في بلاد المغرب الإسلامي والجماعات المرتبطة به وغيرها من الجماعات المتطرفة، وعواقب ذلك على بلدان المنطقة وخارجها."	1
":: التسليم السريع عن طريق الجو لديه فرصة أقل للكشف، لأن وقت العبور قصير."	0
"54. هناك عدة محطات على الطريق قيد الإنشاء."	0
":: 14 آذار/مارس 2005، مظاهرة مضادة بقيادة مسيحية/سنية تطالب بانسحاب القوات السورية واعتقال رئيس جهاز الأمن والمخابرات."	1
"تعيين نائبي الرئيس:"	0
"وتسعى اللجنة جاهدة لضمان أن تكون القائمة ديناميكية ومستجيبة للتهديد المتطور الذي يشكله تنظيم القاعدة."	1
"لقد كان سفيرًا مفوضًا للرئيس جيود براينت منذ عام 2003، بعد أن شغل سابقًا نفس المنصب في عهد تشارلز تايلور."	0
"أدان الشركاء الدوليون والمدافعون عن حقوق الإنسان بالإجماع قرار الحكومة بطرد مدير مكتب الأمم المتحدة المشترك لحقوق الإنسان عقب نشر تقرير حقوق الإنسان عن الانتهاكات المزعومة التي ارتكبتها الشرطة خلال عملية ليكوفي."	1
"55. المسألة الهندية الباكستانية (6 يناير 1948؛ 5 نوفمبر 1965)."	0
"حرر في كمبالا في 22 تشرين الثاني/نوفمبر 2002."	0
"ولم تتمكن الشبكة السورية لحقوق الإنسان من جمع معلومات عن القتلى في المناطق التي يقطعها النظام."	1
"وقدمت الوزارة نسخاً من الشهادات إلى الفريق يومي 20 و21 مايو 2008."	0
"ونتيجة لذلك، فإن التوقعات الرسمية العامة للموسم الزراعي الحالي مواتية."	0
"30. أعادت القوات المسلحة السودانية نشر جميع قواتها من جنوب السودان، في حين ظلت نسبة إعادة انتشار الجيش الشعبي لتحرير السودان الخاضعة للمراقبة والتحقق منها عند 34.8 في المائة من القوام المعلن البالغ 59.168 فردًا."	0
"يدين بشدة جميع انتهاكات القانون الدولي المنطبق المرتكبة ضد النساء والفتيات في حالات الصراعات المسلحة وحالات ما بعد الصراع، ويطالب جميع أطراف الصراعات بوقف هذه الأفعال بأثر فوري، ويؤكد مسؤولية جميع الدول عن وضع حد للإفلات من العقاب ومحاكمة المسؤولين عن جميع أشكال العنف المرتكبة ضد النساء والفتيات في النزاعات المسلحة، بما في ذلك الاغتصاب وغيره من أشكال العنف الجنسي."	1
"ولم تتلق الأمانة العامة أي رد حتى الآن."	0
"تم توجيه بعض التهديدات ضد موظفي البرنامج."	1
"ويقر مجلس الأمن بأن حقوق الإنسان للنساء والفتيات معرضة للخطر بشكل خاص أثناء النزاعات المسلحة وحالات ما بعد النزاع، ويلاحظ أن أعضاء المجتمع المدني العاملين في مجال قضايا حقوق الإنسان للمرأة قد يتم استهدافهم في عدد من هذه الحالات."	1
"وأقول مرة أخرى اليوم ما قلته في 31 كانون الثاني/يناير (انظر S/PV.6710). ومن غير المقبول أن يُمنع المجلس من الاضطلاع بمسؤولياته."	1
"وفي بعض مناطق الجنوب، يعاني طفل من كل ثلاثة أطفال من سوء التغذية الحاد."	0
"المركبات الفضائية (مفردة أو متعددة)، بما في ذلك الأقمار الصناعية؛"	0
"... مع الإشارة إلى أهمية إجراء مراجعات مستمرة للتكتيكات والإجراءات والمراجعات والتحقيقات اللاحقة بالتعاون مع ... الحكومة في الحالات التي وقعت فيها خسائر في صفوف المدنيين وعندما ... تجد الحكومة أن هذه التحقيقات المشتركة مناسبة، كما وكذلك مواصلة التعاون مع [قوات الأمن الوطني] من أجل زيادة إضفاء الطابع المؤسسي على حماية المدنيين، وخاصة النساء والفتيات،"	0
"المقرر عقدها يوم الخميس 10 تشرين الأول/أكتوبر 2013، الساعة 10.15 صباحاً"	0
"ودار تبادل كلامي ساخن بين العقيد ريس والسيد مالك."	1
"ومع ذلك، أثارت الآليات الدولية لحقوق الإنسان عدداً من المخاوف بشأن الانتهاكات التي يُزعم أن هيئات إنفاذ القانون والاستخبارات ارتكبتها أثناء التحقيقات والاستجواب."	1
"وقد وضعت بعض الدول استراتيجيات وطنية لمكافحة الإرهاب، ولكن مستوى التنفيذ يحتاج إلى تحسين وينبغي إيلاء مزيد من التركيز للجوانب الوقائية، بما في ذلك على وجه الخصوص معالجة التحريض على الإرهاب والتهديد بالتطرف الذي يؤدي إلى التطرف العنيف."	0
"قرار مجلس الأمن/2113 (2013)، مرجع سابق. 16"	0
"ويجب على إسرائيل أيضًا أن تمتنع عن اتخاذ إجراءات أحادية في القدس من شأنها تغيير الوضع الراهن أو تقويض الثقة."	1
"وفي وقت لاحق من عام 2006، اعتمدت الجمعية العامة بالإجماع استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب، وكان لها أهمية كبيرة في إعادة تأكيد الالتزام الجماعي للمجتمع الدولي بمكافحة التهديد المشترك المتمثل في الإرهاب."	0
"\"ويكرر مجلس الأمن تأكيد استعداده لفرض جزاءات على الأفراد والكيانات الذين يقومون بإيواء أفراد أو جماعات أو تمويلهم أو تسهيلهم أو دعمهم أو تنظيمهم أو تدريبهم أو تحريضهم على ارتكاب أعمال عنف أو أعمال إرهابية ضد دول أخرى أو مواطنيها في الصومال أو الصومال. المنطقة وفقا لقراراتها ذات الصلة، والشبكات الإقليمية الأخرى وكذلك الأفراد والجماعات والمؤسسات والكيانات الذين لا يقطعون جميع علاقاتهم مع تنظيم القاعدة والجماعات المرتبطة به، بما في ذلك تنظيم القاعدة في بلاد المغرب الإسلامي، و\"الحركة من أجل التحرر\". وحركة الوحدة والجهاد في غرب أفريقيا وأنصار الدين، وفقا للقرار 2083 (2012)."	1
"ولكن كان هناك قلق أيضاً لأنه في كل مرة تظهر فيها بادرة أمل في الشرق الأوسط، يقابلها تزايد العنف والدمار."	1
"اتفاقية الجرائم وبعض الأفعال الأخرى المرتكبة على متن الطائرات (1963)"	0
"وشددنا على العواقب المأساوية التي خلفتها مثل هذه الرسائل في الآونة الأخيرة في أماكن أخرى من القارة."	1
"وأشاروا إلى أن الصومال سيظل في حاجة إلى قدر كبير من المساعدة في مجال بناء القدرات لضمان عدم تمكن عصابات القراصنة من العودة إلى مستويات الذروة."	0
"قرار مجلس الأمن 1828 (2008)، الصفحات 12"	0
"(ب) تجريم قيام رعاياها بتوفير الأموال أو جمعها عمدا، بأي وسيلة، بشكل مباشر أو غير مباشر، أو في أراضيها بقصد استخدام الأموال، أو مع العلم بأنها ستستخدم، من أجل للقيام بأعمال إرهابية؛"	1
"ومن أجل مواصلة هذه المعركة، من الضروري أن يقدم المجتمع الدولي مساهمة أكثر جدية، وأن يولي اهتماما أكبر لهذا الجانب الهام من مكافحة الإرهاب."	1
"إن صناعة الصيد التجاري مدفوعة أساسًا بالمصالح الأجنبية."	0
"ولا يسعنا إلا أن نعرب عن القلق إزاء تدهور الحالة الأمنية في المناطق التي كانت هادئة نسبيا في السابق."	1
"11 - وخلال تلك المشاورات غير الرسمية أيضا، قدم ممثلان لبعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية إحاطة للجنة عبر التداول بالفيديو بشأن ولاية البعثة في مجال رصد الجزاءات، ولا سيما تعقب الأسلحة ووسمها، بناء على طلب. من قبل اللجنة."	0
"وفي هذا الصدد، نود أن نذهب إلى أبعد من ذلك ونقول إننا نعتقد أن السبيل الوحيد لتحسين الأمن والاستقرار في الصومال هو تمكين قوات الأمن الصومالية من إخضاع أشد المتمردين شراسة وتمكين الحكومة من توسيع مناطق سلطتها إلى أبعد الحدود. قدر الإمكان إذا فشلت مفاوضات السلام."	1
"وتوفر هذه الاجتماعات للجنة معلومات قيمة بشأن تنفيذ نظام العقوبات، فضلاً عن التهديد الذي يشكله تنظيم القاعدة والتنظيمات التابعة له، كما توفر منتدى لمسؤولي الاستخبارات والأمن من مختلف البلدان للتواصل مع بعضهم البعض ومع الفريق وتبادل المعلومات."	1
"18 - وحتى 28 آب/أغسطس 2011، كانت إيران قد قامت بتركيب 136 طاردة مركزية من طراز IR-2m في السلسلة التعاقبية 5."	0
"واللافت أيضاً أن نواباً لبنانيين كباراً آخرين، مثل رئيس الوزراء السابق نجيب ميقاتي، أكدوا أنه «يجب ألا يكون هناك أي سلاح سواء داخل المخيمات أو خارجها»."	1
"ومع ذلك، فإن ما لا تفعله ولا تستطيع فعله هو فصل الماس الذي تتاجر به يونيتا عن الماس المهرب من مجموعات أخرى داخل أنغولا."	0
"وكما يوضح تقرير الأمين العام (S/2004/634)، فإن معالجة هذه المشكلة تشكل تحدياً هائلاً."	1
"وإذا كان لنا أن نتجنب موجة جديدة من أعمال العنف، فيتعين على الطرفين والمجتمع الدولي أن يتحركا على وجه السرعة."	1
"طبيعة الدعوى والغرض منها"	0
"وعلى وجه الخصوص، أود أن أؤكد، كما لوحظ في التقرير، أن حركة طالبان لا تزال تشكل تهديدا حقيقيا لإعادة إعمار واستقرار البلد، وأن احتواء هذه المنظمة أمر بالغ الأهمية."	1
"ويجب أيضاً إلغاء الحصانات المستحقة حالياً لمسؤولين عموميين آخرين، مثل أفراد الشرطة، عن انتهاكات حقوق الإنسان."	0
"لا يمكننا أن نرسل رسالة مفادها أن الإرهابيين سيكونون محصنين وأن نكتفي بالإدانات الروتينية."	1
"2 - وخلال الفترة المشمولة بالتقرير، استمر الجمود بين الطرفين بشأن كيفية التوصل إلى حل مقبول للطرفين من شأنه أن يمكن شعب الصحراء الغربية من ممارسة حقه في تقرير المصير."	1
"خامساً - الوضع الإنساني 18 - استقر عدد الأشخاص المتضررين من النزاع. وفي 1 سبتمبر/أيلول، كان نحو 3.3 مليون من سكان دارفور في حاجة إلى المساعدة الإنسانية، ويشكل السكان المقيمون 45 في المائة من جميع المتضررين في دارفور. ويبلغ عدد النازحين داخليا بينهم حاليا 1.8 مليون."	0
"ومع ذلك، لا يزال النظام يعاني من انتكاسات في المحاكم، وإن كان ذلك قبل أن تتمكن اللجنة من إثبات فعالية عملية أمين المظالم."	1
"إذا أضافت المحكمة إلى مسؤولياتها مجالًا جديدًا تمامًا من القانون يتعلق بالتعويض، فلن يتعين على المحكمة تطوير فقه قضائي جديد فحسب؛ وسيتعين عليها أيضًا توسيع عدد موظفيها بشكل كبير ووضع قواعد وإجراءات جديدة لتقييم المطالبات."	0
"وقد أعرب الأفارقة بوضوح تام عن مخاوفهم بشأن الوضع في زيمبابوي."	1
"وزير الأراضي والإدارة المحلية"	0
"بعض هؤلاء المجندين في رابطة الشباب الشيوعي من الجيش والميليشيا الماوية تقل أعمارهم عن 18 عامًا."	0
"ويقدم تحسين البنية التحتية والصرف الصحي والدعم الطبي للنزلاء والموظفين وبرامج التعليم والتدريب المهني في مجالات مثل البناء والخياطة والنجارة وصناعة الطوب."	0
"2 - يطلب إلى المدير التنفيذي للمديرية التنفيذية للجنة مكافحة الإرهاب، في غضون 60 يوما من اتخاذ هذا القرار وبالتشاور مع أعضاء المجلس، أن يوصي بإدخال التغييرات التي يراها مناسبة على الخطة التنظيمية المشار إليها في الفقرة 4 من القرار. القرار 1535 (2004) وتقديمه إلى لجنة مكافحة الإرهاب للنظر فيه وإقراره قبل انتهاء المدة المشار إليها في الفقرة (1) من هذا القرار؛"	0
"وعقد آخر حلقة دراسية دولية في عام 2009 بشأن تعزيز التعاون والحوار في مجال مكافحة الإرهاب بين الوكالات الحكومية ووسائط الإعلام والمجتمع المدني."	0
"وتشير التقارير المزعجة إلى أن عدداً محدوداً من الأطفال الذين تم إطلاق سراحهم بشكل غير رسمي من معسكرات التدريب أعيد تجنيدهم قسراً من قبل الجيش الماوي أو منظمات الحزب الشيوعي النيبالي الماوي. وخلال الفترة التي يغطيها التقرير، تم توثيق 12 حالة."	0
"ولكن في مجالات أخرى، لم يكن التقدم المحرز على مستوى التوقعات، ولا تزال هناك تحديات كثيرة."	1
"وإذ يقر بالمساهمة الهامة لعمليات حظر الأسلحة التي يفرضها المجلس في مكافحة النقل غير المشروع للأسلحة الصغيرة والأسلحة الخفيفة، والتخفيف من حدة الصراعات وتهيئة الظروف المؤاتية للتسوية السلمية للحالات التي تهدد أو تنتهك السلام والأمن الدوليين، وإذ يسلم أيضا مساهمة عمليات حظر الأسلحة التي فرضها المجلس في دعم منع نشوب الصراعات، وبناء السلام بعد انتهاء الصراع، ونزع السلاح والتسريح وإعادة الإدماج، وإصلاح قطاع الأمن،"	0
"شركة خطوط أنابيب النفط - 5.000.000 دولار"	0
"ولم يتم استخدام نسبة كبيرة من هذا المبلغ بسبب الإجراءات المعيبة والمعقدة للجنة 661."	0
"وينبغي للدول أن تعزز أطرها القانونية لتجريم تصنيع الأسلحة الصغيرة والمتفجرات وحيازتها والاتجار بها بشكل غير مشروع."	0
"169 - تثبت الأدلة المعروضة على اللجنة أن رئيس الوزراء الكاتيري كان على علم بمزاعم نقل الأسلحة إلى المدنيين بحلول 21 أيار/مايو على الأقل."	1
"وأحث الحكومة على ضمان وصول موظفي الأمم المتحدة إلى جميع أماكن الاحتجاز في دارفور."	0
"المقرر عقدها يوم الخميس، 24 تشرين الأول/أكتوبر 2002، الساعة 00/15"	0
"\"يدين مجلس الأمن بشكل قاطع الهجوم الإرهابي الذي وقع في مأرب، الجمهورية اليمنية، في 2 تموز/يوليه 2007، ويعرب عن عميق تعاطفه وتعازيه لضحايا هذه الهجمات وأسرهم، ولشعوب وحكومات الجمهورية. اليمن ومملكة اسبانيا."	1
"وفي بعض الحالات، مُنع النازحون من الوصول إلى ماشيتهم ومحاصيلهم القريبة بسبب التهديد بشن هجمات خارج المخيمات على يد الجنجويد."	1
"وفي الوقت نفسه، لا تزال مسألة ضمان امتثال تدابير مكافحة الإرهاب لالتزامات حقوق الإنسان موضوعا رئيسيا للنقاش في المنطقة دون الإقليمية."	1
"كما تركز على حظر وحجب مواقع الإنترنت التي تحتوي على مواد متطرفة وعلى تنظيم المشاكل في هذا المجال."	0
"16 - وفي 17 آذار/مارس، أصدرت مجموعة السبعة مذكرة صاغت فيها التظلمات المقدمة ضد رئيس الجمهورية وأدرجت العقبات والصعوبات التي ينبغي معالجتها من أجل دفع عملية السلام إلى الأمام."	1
"وفي الوقت نفسه، وعلى الرغم من الوعود التي تحملها عملية التحول الديمقراطي، لا ينبغي للمرء أن ينسى أنها مرحلة مسؤولة للغاية في تاريخ الشرق الأوسط وتتطلب أعلى درجات اليقظة والعمل الشاق من أجل استبعاد الحسابات الخاطئة. وعدم القدرة على التنبؤ بمستقبل المنطقة."	1
"وفيما يتعلق بالمعدات الطبية، كشفت مشاهدات الوحدة عن نقص مستمر في حاضنات الأطفال، وأجهزة غسيل الكلى، وأجهزة الموجات فوق الصوتية والأشعة السينية، وأجهزة تخطيط القلب، والمعدات المخبرية العامة، وأجهزة مراقبة المرضى."	0
"(ج) تلك المنصوص عليها في الوثيقة S/2006/815، باستثناء توريد أو بيع أو نقل الأصناف المشمولة بالفقرة 19.A.3 من الفئة الثانية؛"	0
"التصديق على معاهدة الحظر الشامل للتجارب النووية"	0
"ووصف الفجوة بين التقدم المحرز في بناء الدولة الفلسطينية والجمود المستمر والعميق على المسار السياسي بأنها فجوة هائلة."	1
"وبطبيعة الحال، نشعر بقلق عميق إزاء الوضع في ولايتي جنوب كردفان والنيل الأزرق، نظرا لقربهما الجغرافي من بلادنا."	1
"ومع ذلك، أثناء التفتيش الموقعي، أكد صاحب المطالبة أن المبلغ يمثل تكلفة بناء غرفة الطوارئ التابعة للناتج المحلي الإجمالي."	0
"1. لويادا في طريقها إلى الصومال"	0
"ثم تم نقلهم جواً إلى موسكو على متن رحلات طيران خاصة لشركة إيروفلوت."	0
"48- المرحلة التمهيدية: عند بداية الولاية الثانية، في يونيو/حزيران 1999، كان هناك عدد كبير من الطلبات التمهيدية المعلقة."	0
"- قانون حماية السكان من الأمراض المعدية التي تشكل تهديدا للبلد بأكمله، الجريدة الرسمية لجمهورية يوغوسلافيا الاتحادية، الأعداد 46/96، و12/2002، و18/2002، و31/2002؛"	0
"(v) وزارة خدمات الدولة (DSS)"	0
"(ب) دعوة أطراف النزاع المسلح إلى الامتثال للالتزامات المنطبقة عليها بموجب القانون الإنساني الدولي فيما يتصل باحترام وحماية العاملين في المجال الإنساني والشحنات المستخدمة في عمليات الإغاثة الإنسانية،"	0
"(قرار القمة رقم 494 الدورة العادية الحادية والعشرون – 30 مارس 2009)"	0
"تختلف التهديدات الإرهابية لهذه المنطقة إلى حد ما في الأصل والطبيعة، لكن آثارها متشابهة."	1
"ولذلك، أصبح السجل أداة ذات صلة مباشرة بالعمل الذي يقوم به مجلس الأمن والجمعية العامة بشأن الأسلحة الصغيرة والأسلحة الخفيفة."	0
"8 - يوصى بأن تتخذ الأمم المتحدة الخطوات العاجلة والمحددة التالية لتيسير الوجود المستمر والمعزز لبعثة الاتحاد الأفريقي في الصومال:"	1
"ويكرر مجلس الأمن مطالبته القوات المسلحة بالخضوع التام للسيطرة المدنية."	1
"لقد ناشدنا المجلس في عدة مناسبات أن يتحرك لإجبار إسرائيل على وقف هجماتها العسكرية، وضمان حماية السكان المدنيين، ووقف التدابير العقابية غير القانونية التي تتسبب بها عمدا في حدوث كارثة إنسانية في قطاع غزة."	1
"تتمتع وكالات إنفاذ القانون ببنية جيدة، وقد أنشأت وكالات ولجان ووحدات خاصة لمكافحة الإرهاب."	0
"1 - يدين بشكل قاطع جميع أعمال الإرهاب وأساليبه وممارساته باعتبارها إجرامية وغير مبررة، بغض النظر عن دوافعها، وبجميع أشكالها ومظاهرها، أينما ارتكبت وأيا كان مرتكبها، ولا سيما تلك التي يمكن أن تهدد السلام والأمن الدوليين؛"	1
"وفي الوقت نفسه، من الضروري أن يفي جميع أصحاب المصلحة الصوماليين، وخاصة المؤسسات الاتحادية الانتقالية، بوعودهم لحل التحديات السياسية والاقتصادية والأمنية الهائلة التي تواجههم."	1
"ويساورنا القلق إزاء تزايد التمرد في أجزاء معينة من أفغانستان."	1
"وهذا على الرغم من الإدانة المتكررة لتلك الأعمال اللاإنسانية في قرارات المجلس 1820 (2008)، و1888 (2009)، و1960 (2010)، والتي أصبحت منارات الأمل لملايين النساء والفتيات الضحايا في جميع أنحاء العالم."	1
"وأدان أعضاء المجلس الهجمات ضد أفراد عملية الأمم المتحدة في كوت ديفوار، وذكروا أنه ينبغي محاسبة المسؤولين عن هذه الهجمات."	1
"ويأخذ الفريق في الاعتبار أيضًا القلق الدولي المتزايد المتعلق باستخدام الإرهابيين للإنترنت، ويقدم آراء حول هذه القضية، وكذلك عبر نطاق أنشطة المراقبة التي يقوم بها."	1
"وتواجه بعض هذه البلدان تحديات هائلة، وستكون هناك انتكاسات فضلا عن التقدم في السنوات المقبلة."	0
"(أ) تقييم تطور المخاطر والتهديدات؛"	1
"151- ويعتقد آخرون، مثل الفريق العامل، رغم اعترافهم بمزايا هذه التدابير بالنسبة لإنفاذ القانون، أن إدخال التنظيم الإلزامي يمكن أن ينتهك حقوق الإنسان الأساسية."	1
"ونعتقد أن الصومال يواجه تحديا مماثلا لتحدي عداء الماراثون، حيث أن صياغة الدستور يجب أن تنتهي بحلول 20 نيسان/أبريل وأن يتم اعتماده في 22 أيار/مايو."	1
"المقرر عقدها يوم الأربعاء 27 حزيران/يونيه 2012، الساعة 30/10 صباحا"	0
"ويجب تكثيف رصد وتحديد انتهاكات حظر الأسلحة، وتطبيق جزاءات محددة الهدف عند الضرورة، من أجل الحد من الآثار المدمرة المحتملة لتلك الديناميكية في السياق الصومالي."	1
"وسيتعين على اللجنة بدورها أن تواصل تعزيز شعور أوسع بملكية نظام الجزاءات وكفالة أن يقدم دعما حقيقيا للجهود الوطنية التي تبذلها الدول التي تسعى إلى التصدي للتهديد الذي يشكله تنظيم القاعدة وحركة الطالبان."	1
"وفي تصريحاتهم العلنية، واصل العقيد القذافي وأفراد عائلته تهديد المواطنين بحرب أهلية وإمكانية القتل الجماعي إذا استمرت الاحتجاجات."	1
"قرر مجلس الأمن، في الفقرتين 1 و 2 من قراره 2118 (2013)، أن استخدام الأسلحة الكيميائية في أي مكان يشكل تهديدا للسلام والأمن الدوليين، وأدان بأشد العبارات أي استخدام للأسلحة الكيميائية في الجمهورية العربية السورية."	1
"وفي تلك المناسبة، قدم أيضا معلومات مستكملة عن التهديد الذي يشكله المقاتلون الإرهابيون الأجانب المرتبطون بتنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة، عملا بالفقرة 26 من القرار 2178 (2014)."	1
"69 - وقال السيد سورو للبعثة إنهم فوجئوا بأن المجتمع الدولي لم يتوقع الصراع الذي كان يلوح في الأفق في كوت ديفوار، والذي كان واضحا منذ وفاة الرئيس فيليكس هوفويت بوانيي."	1
"ويمكننا أن نستمر بذكر الفقر المنتشر، والمشاكل في إدارة الموارد الطبيعية، وآلاف اللاجئين والمشردين داخليا، وآلاف أخرى من المقاتلين السابقين الذين ينتظرون إعادة الإدماج، وقطاعات الأمن الضعيفة وغير القابلة للإصلاح، والانتهاكات الجسيمة لحقوق الإنسان والعديد من التهديدات الأخرى التي تهدد وربما يشعل صراعا جديدا."	1
"وفي البرازيل، توجد بالفعل ثقافة مؤسسية موحدة للعمليات المشتركة."	0
"إن تحويل اللوم، وإيجاد كبش فداء للفشل في أفغانستان، ومطالبة أولئك الذين يبذلون المزيد من الجهد بالفعل ببذل المزيد من الجهد، أمر غير عادل وغير مقبول، وسوف يؤدي إلى هزيمة الذات في نهاية المطاف."	1
"وفي حين لا يبدو أن أياً من الطرفين مستعد للعودة إلى الحرب، إلا أن هناك نمطاً مقلقاً من التصعيد وزعزعة الاستقرار الذي يمكن أن يؤدي إلى مواجهة واسعة النطاق ويعرض حياة المزيد من المدنيين للخطر."	1
"ولا نزال نشعر بالقلق لأنه، على الرغم من كل المحاولات الرامية إلى استعادة السلام والأمن، فإن الجهود الرامية إلى تحقيق الاستقرار في المنطقة الشرقية من جمهورية الكونغو الديمقراطية شهدت انتكاسات كبيرة في الآونة الأخيرة."	1
"19 - خلال الفترة قيد الاستعراض، بذل مكتب الأمم المتحدة لغرب أفريقيا مساعيه الحميدة من أجل توطيد العمليات والمؤسسات الديمقراطية في جميع أنحاء المنطقة، ولا سيما في غينيا وتوغو."	0
