"en"	"MatConf"
"Although the threat from illegal militias in the west will remain low, relative to most of Afghanistan, these forces continue to pose the second greatest risk to the regional security, behind drug-related and criminal threats."	1
"2. Act No. 4979-1 of 14 May 1993 \"On veterinary science\"."	0
"60. However, abuses of children's rights, including sexual violence, remain of serious concern throughout the country."	1
"It stated that the camps for the internally displaced persons were now used as places from which to launch attacks against the Government."	1
"6) Convention for the Suppression of Unlawful Seizure of Aircraft, signed at the Hague on 16 December 1970; ratified on 6 April 1972; came into force in the Czechoslovak Socialist Republic on 6 May 1972."	1
"Gender discrimination also takes the form of women being targeted to pay bribes or fines."	1
"6. In paragraph 19 of my report of 30 August 2004 (A/2004/703), I noted that \"the disarming of members of the Popular Defense Forces has started. The second joint verification mission observed a demobilization ceremony of about 300 soldiers in Western Darfur.\""	1
"The implications for the Darfur peace process of Khalil Ibrahim's death will become clear only over time."	1
":: Office for the Coordination of Humanitarian Affairs, \"To stay and deliver: good practice for humanitarians in complex security environments\" (2011). This report sets out the increasingly difficult operating environment for humanitarian workers, recommendations on policy responses and references to relevant legal documents."	0
"More details are provided in the case study in annex 6.5."	0
"Government armed forces later confiscated the villagers' weapons."	1
"Beyond the zone of responsibility of MINURCAT, in eastern Chad, other developments are also ground for concern."	0
"2. Letter dated 22 November 2006 from the Secretary-General addressed to the President of the Security Council (S/2006/920)"	0
"The members of the Council expressed again their deep outrage over all Iraqis, as well as nationals of other States, who have been killed, kidnapped, raped or tortured by ISIL, as well as its recruitment and use of children."	1
"To be held in private on Wednesday, 12 December 2012, at 10 a.m."	0
"(Summit resolution 503, 22nd ordinary session - 28 March 2010)"	0
"On the day of the explosion 10 people were questioned and over the course of the next two months approximately 40 people were interviewed."	0
"Seventeen States have said that they do not consider themselves at threat, and three believe that there is no regional threat."	0
"Expressing its concern about the continued reports of human rights abuses and violations of international humanitarian law, including against women and children, including reports of increased incidents of sexual violence in particular those attributed to armed men, stressing the importance to investigate such alleged violations and abuses committed by all parties, irrespective of their status or political affiliation, including those that occurred throughout the [relevant] crisis, including ... reaffirming that those responsible for such violations must be held accountable and noting [relevant entity] commitments in this regard,"	1
"The specific act of recruitment of persons for the purpose of committing terrorist acts is dealt with in Law no. 535/2004 on the prevention and fighting against terrorism."	1
"MINURCAT endeavoured to visit the sites of the attacks but was denied access by local leaders."	1
"Members of different parties were members of the Government."	0
"110. Training is an essential precursor to any successful attack, and it is important to remember that the arms embargo specifically includes training (resolution 1617 (2005), para. 1 (c))."	1
"This invitation as well as the cooperation the Special Rapporteur received during his visit reflects the commitment of the Government of Burkina Faso to ensuring that its efforts to counter terrorism are in line with international human rights laws and standards."	0
"In conclusion, the challenges facing Afghanistan are enormous, but we are making progress."	0
"The unsuccessful attempts of Aiman Muhammad Rabi al-Zawahiri to mediate internal conflicts between Al-Qaida and Jabhat al-Nusra (an affiliate of Al-Qaida in Iraq) as well as the persistent infighting within Al-Shabaab point to the limits of Al-Zawahiri's authority."	1
"There are also some smaller groups with no perceivable links or affiliations with other groups."	0
"The threat from Al-Qaida and the Taliban"	0
"72. What happened on 25 and 26 March was the indiscriminate killing of innocent civilians and the committing of massive human rights violations."	1
"44. The level of ratification of the international instruments has remained unchanged since 2009 and varies widely."	0
"However, the sanctions regime does not explicitly target this crucial aspect of military capability, even though it is widely covered by the existing arms export and control regulations adopted by Member States and multilateral institutions."	1
"Furthermore, minors are not always separated from adults and some prisoners are still subjected to extended periods of pre-trial detention, sometimes lasting as long as 10 years."	1
"Those individuals may be responsible, under the doctrine of joint criminal enterprise, for war crimes committed during the attacks, namely, the murder of civilians, the destruction of civilian objects and looting."	1
"Being aware of the importance and urgency that a comprehensive issue such as the fight against terrorism represents, and in order to provide CTC with additional relevant information, the Government of the Czech Republic has provided as a separate annex to its fifth report, Act No. 61/1996 Coll., on some measures against the legalization of the proceeds of crime and on the amendment and supplementation of connected acts."	0
"Proper medical treatment or diet had not been made available to some of those who were suffering from serious health problems."	1
"Furthermore, during the Team's visit to the Sudan, official information was provided about groups associated with Al-Qaida smuggling arms through Eritrea to Al-Qaida elements in Saudi Arabia."	0
"The States of the subregion are alert to their vulnerabilities to arms trafficking and have developed legislative frameworks to criminalize illicit trafficking and to control the production, sale and transfer of arms and explosives."	0
"13. Decides to remain seized of the matter."	0
"2. The terms of reference of the mission are annexed to document S/2004/891."	0
"Furthermore, the Taliban have maintained their ability to import arms, materiel and manpower, and the key to military success lies in neutralizing their supply lines and in denying them safe areas where their fighters can recuperate between operations and train new recruits."	1
"In assessing that progress, it is important to recognize just how far Timor-Leste has come in the few short years since its independence, but it is equally important to acknowledge the significant challenges that remain to be faced."	0
"Several other women from villages surrounding Tawila were also brought to this camp by the Janjaweed after their abduction following attacks on their villages."	1
"(a) the 1963 Convention on Offences and Certain Other Acts Committed on Board Aircraft;"	0
"Janjaweed have featured in some of the incidents contributing to the destruction, particularly by inflicting harm on civilian populations and through wide-scale looting in the course of, or following, the battle."	1
"Lootable resources, in particular, which can be accessed directly by militant cadres (rather than through their chain of command), can prolong conflict by creating discipline problems that make it difficult for leaders to impose a settlement on followers."	1
"During the reporting period, several members of opposition parties in the Niger were arrested and subsequently released on bail."	1
"83. Colonel Reis led the PNTL officers on foot from their headquarters towards the Ministry of Justice intersection. He was carrying the United Nations flag."	1
"One State noted that it had broadened the basis upon which terrorist organizations could be listed in its Criminal Code to include organizations that advocate the commission of a terrorist act."	1
"Many now understand that what Al-Qaida claims to be religious duty, or \"jihad\", is nothing more than criminal violence, often directed against fellow Muslims. They have come to regard the assumption by Al-Qaida fighters of the right to declare other Muslims apostate (takfirism) not only as arrogant but also as deeply offensive."	1
"Mutual Assistance in Criminal Matters Act 2002"	0
"In addition, Chiyoda provided a copy of the performance bond dated 15 December 1988, which was issued by the Rafidain Bank, and an invoice dated 20 July 1990 for bond charges in the amount of JPY 1,557,849."	0
"Its Al-Hayat Media Centre is a sophisticated operation. Its videos are professionally produced, and its materials are translated into a number of different languages."	0
"However, since the crime was not the work of individuals but rather of a sophisticated group, it very much seems that fraud, corruption and money-laundering could also have been motives for individuals to participate in the operation."	1
"Drought and desertification had their impact in the 1970s and 1980s, and the fight for scarce resources became more intense."	1
"Kosovo Serb representatives did not participate in either meeting of the Transfer Council."	0
"Chairman: His Excellency Sir Jeremy Greenstock (United Kingdom of Great Britain and Northern Ireland)"	0
"7. In North Africa and the Sahel-Sahara region, the impact of armed groups, including the Al-Qaida in the Islamic Maghreb, with extremist ideologies has increased."	1
"At the request of the Central Bank of Somalia, UNODC developed a draft regulation to combat money-laundering and the financing of terrorism, which was provided to the Bank in August 2014."	1
"The Commission has determined, further, that attackers from all three categories have been identified by victims and other witnesses as Janjaweed."	1
"I believe that, with the combination of him in that role and Ambassador Jurica as Chairman of the Council's Counter-Terrorism Committee, there is a new vitality in our work on counter-terrorism."	0
"Non-proliferation/Islamic Republic of Iran"	0
"By signalling that there would be no consequence for the killing of Yemenis, the immunity deal has contributed to prolonging the bloodshed."	1
"(a) full and correct name of person;"	0
"1.11 Subparagraph 2 (c) of the resolution"	0
"76. Efforts continued to recruit members of the minority communities into KPC."	0
"10. On 7 September, the Joint Government of Chad/United Nations High-level Working Group held its third meeting to assess the situation on the ground with respect to the protection of civilians and the implementation of measures adopted by the Government towards implementing the tasks set out in paragraph 2 of resolution 1923 (2010)."	0
"As stated above, different sources have confirmed that the children are in uniform and carry weapons."	1
"(b) Prevent the entry into or transit through their territories of these individuals, provided that nothing in this paragraph shall oblige any State to deny entry or require the departure from its territories of its own nationals and this paragraph shall not apply where entry or transit is necessary for the fulfilment of a judicial process or the Committee determines on a case-by-case basis only that entry or transit is justified;"	1
"344. One of the female witnesses described the terror of confinement in the area designated by captors for women and children in Kailek as follows:"	1
"He later stated that General Assef Shawkat had forced Mr. Abu Adass to record the tape in Damascus approximately 15 days before the assassination."	1
"The Committee will therefore forward the recommendations to the Counter-Terrorism Committee established pursuant to resolution 1373 (2001)."	0
"37. As part of the Division's effort to recruit well-qualified experts to serve on sanctions monitoring groups, teams and panels, and as is done annually, a note verbale was sent to all Member States in December to request the nomination of qualified candidates for membership of the Division's roster of experts."	0
"All States have now criminalized in domestic law the provision of safe haven to terrorists and their supporters and the use of their territories to commit or prepare terrorist acts against other States or their citizens."	1
"For instance, Uzbekistan set out rules for internal control and established penalties for entities failing to report, and Turkmenistan and Uzbekistan introduced strict customer identification and record-keeping procedures."	1
"To date, however, there is no permanent solution."	0
"o On 7 November 2014, regime forces bombed near Tayba al-Qadim Mosque in Rif Dimashq, injuring 14 civilians who were exiting the mosque after Friday prayers."	1
"452. By section 31 of the National Security Act, under an order issued by the Director-General a security agent can carry out an arrest, a search, or detain and investigate an individual. He has three days within which to furnish the detainee with reasons for his arrest and detention."	1
"114. The violence that occurred at Rai Kotu on the afternoon of 28 April resulted in the death of one civilian, as described in paragraphs 50 and 51 above."	1
"Report of the Secretary-General on the United Nations Mission in the Central African Republic and Chad (S/2010/409)."	0
"79. Four States have effective legal systems to ensure mutual legal assistance and extradition, but no State has adequate mechanisms to promptly and effectively exchange information with international counterparts."	0
"Contrary to persistent rumour, there is no evidence that PNTL officers, including those armed and given uniforms by F-FDTL, were involved in the shooting."	1
"The prisoners were transferred based on credible reports that an attempt might be made to free them from detention in Bukavu."	1
"There are reports that FDLR elements have dispersed in South Kivu and that their ability to move freely in population centres and to attack civilians has been restricted. The capacity of FDLR to carry out attacks should not be underestimated, however, particularly given the limited resources, poor military training and lack of discipline of the FARDC units in the area, and the occasional collaboration with FDLR commanders."	1
"Father's name: Odai Mother's name: Ihsan"	0
"(b) Social unrest linked to long-standing issues of exclusion has contributed to a steady pattern of protests and the emergence of political and armed groups in the southern Terai plains that have created new risks for children, including displacement, killings and recruitment;"	1
"It further asserted that one of the Organisations partially reimbursed Germot the sum of FRF 275,620."	0
"Given its current political status, Kosovo remains a long way from direct foreign investment and lacks eligibility for benefiting from International Monetary Fund and World Bank programmes and assistance, which would have a direct impact on the development of a stable and efficient economy."	0
"Sites range from those set up to promote particular individuals, such as Shamil Basayev in Chechnya, or groups, such as Lashkar-E-Tayyiba in Pakistan, to those that aim to justify Al-Qaida-related terrorism in general, such as Voice of Jihad, or offer terrorist training, such as Al-Battar."	1
"The indictment was filed in mid-December."	0
"The Commission finds that the crimes of sexual violence committed in Darfur may amount to rape as a crime against humanity, or sexual slavery as a crime against humanity."	1
"Since the report was issued, there has been significantly increased focus on Liberia's border with Côte d'Ivoire."	0
"144. States are responsible under international human rights law to guarantee the protection and preservation of human rights and fundamental freedoms at all times, in war and peace alike."	0
"Though the fighting had stopped, tensions remained high and the occurrence of further clashes could not be ruled out."	1
"Thematic session of the Council in December"	0
"During the period under review, MINURSO discovered and marked 260 mines and pieces of unexploded ordnance, and monitored the destruction of 3,693 mines and pieces of unexploded ordnance."	1
"Of the five invoices, four were dated 1985 or earlier. Only one was dated 1989."	0
"To be held on Tuesday, 24 January 2006, at 10 a.m."	0
"Many of the alleged crimes documented in Darfur have been widespread and systematic. They meet all the thresholds set in the Statute."	1
"The destruction was targeted at the areas of habitation of African tribes, in particular the Fur, Zaghawa and Masalit."	1
"188. Eyewitness accounts of many incidents published in these reports mention that the assailant forces are in uniform, but make a distinction between the uniforms worn by the regular military and the Janjaweed."	1
"(b) Enumeration and registration of vessels and monitoring of their movements between sectors;"	0
"Different factions of the Jantantrik Terai Mukti Morcha, Madhesi Mukti Tigers and other armed groups engaged in kidnapping, killing, extortion and intimidation."	1
"Special police units conducted special protection measures in minority community areas, as well as providing security for major events, essential protection for the Zvecan lead smelter, UNMIK facilities and the internationally staffed courthouse in Mitrovica."	0
"Some Government officials, as well as members of militia forces, have also been named as possibly responsible for joint criminal enterprise to commit international crimes."	1
"Gaceta Oficial No. 21942 of 30 December 1991"	0
"46. The Counter-Terrorism Committee and its Executive Directorate should: (a) Engage more actively with the relevant regional organizations (African Union, East African Community, Eastern Africa Police Chiefs Cooperation Organization, Eastern and Southern African Anti-money-laundering Group and IGAD Capacity Building Program Against Terrorism and focus on activities geared towards overcoming deficiencies and improving implementation of the resolution;"	0
"The Law also establishes the National System for Prevention and Fighting against Terrorism (SNPCT)."	0
"The situation in Côte d'Ivoire (20 December 2002; 18 July 2012)"	0
"F-FDTL is also in possession of one Minimi, one .38 Special, one Browning 9 mm, two G3 semi-automatic rifles, one M16 A1 rifle and one M2 .50-calibre firearm, the provenance of which is unexplained."	1
"Using military components for critical functions can increase the reliability of entire systems, for example, the use of military explosives and detonators in improvised explosive devices."	1
"During the discussion, the parties agreed on the need to reconfirm, in the light of the change of leadership on both sides over the last two years, their commitment to the non-resumption of hostilities and for the safe and dignified return of internally displaced persons and refugees, in the first instance to the Gali district in its old borders, as affirmed in the Yalta Declaration of the Georgian and Abkhaz sides (see S/2001/242, annex, and S/2001/401, para. 6)."	0
"There is overwhelming evidence which suggests that these killings were mostly unprovoked and unnecessary to deal with the demonstrators."	1
"The Council further notes with concern that LRA attacks in the CAR have reportedly taken place in areas outside of the AU-RTF's principal area of operations."	1
"These are described in more detail below."	0
"119. However, we can only be truly successful if the Haitians are successful."	0
"In many cases militias attacking \"African\" villages tend to use derogatory epithets, such as \"slaves\", \"blacks\", nuba, or zurga, which might imply a perception of the victims as members of a distinct group."	1
":: Nada Waleed al-Tayasnahi, 12 years old"	0
"In his briefing to the Council in December 2005 and June 2006, Under-Secretary-General Gambari described the grave human rights and humanitarian conditions in Burma, including the detention of over 1,100 political prisoners, as well as the outflow from Burma of refugees, drugs, HIV/AIDS, and other diseases."	1
"People who surrendered or returned to Kailek were confined to a small open area against their will for a long period of time (possibly over 50 days)."	1
"In many cases the attacks lasted for several hours."	1
"Done in Addis Ababa, this 27th day of September 2012"	0
"A twice-weekly passenger service has commenced from Cyprus to Beirut."	0
"Place and date of birth: Susah, 1990"	0
"However, it was doubtful that FARDC contingents deployed in the province would be able to establish effective, sustained control over the whole of Katanga and significantly limit the Mayi-Mayi's ability to harass the local population and illegally exploit natural resources."	1
"However, the government authorities and other sources are reporting destruction by MPCI combatants of civil registers in the prefectures. 2. Looting and desecration"	1
"The situation in Angola (see S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 and 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43 and 48; S/1995/40/Add.5, 9, 14, 18, 31, 40 and 50; S/1996/15/Add.5, 16, 18, 27, 40 and 49; S/1997/40/Add.4, 8, 11, 12, 15, 26, 29, 34, 39 and 43; S/1998/44/Add.4, 11, 17, 20, 23, 25, 26, 32, 37, 41, 48, 51 and 52; and S/1999/25/Add.1; see also S/19420/Add.51; S/22110/Add.21; and S/23370/Add.12, 27, 37, 40, 43, 48 and 51)"	0
"I call upon the donor community to contribute generously to the mine-clearance activities of Landmine Action, which are essential to providing a safe environment for the local population as well as for United Nations military and civilian personnel in Western Sahara."	0
"Gliding back and forth across these borders is a migrant population of young fighters -- regional warriors -- who view war mainly as an economic opportunity."	1
"Chemical, biological, radiological and nuclear terrorism"	0
"Eventually, and once conditions are deemed to be appropriate, such foundations and enterprises should join forces with the Governments concerned to coordinate efforts to adopt a coherent plan for the development of the country, creation of livelihoods for the population and the advancement of the situation of human rights."	0
"18. During the reporting period, attacks by extremist groups in northern Mali and the escalation of violence in north-eastern Nigeria had an adverse impact on security and stability in the region. Of particular concern has been the impact of Boko Haram-related violence in the southern part of the Niger and in the extreme north of Cameroon."	1
"254. The Commission also found that rebel forces have been responsible for attacks, in most cases against military targets, police or security forces."	1
"A September 2005 study of foreign-born terrorists who had operated in the United States concluded that about two thirds had engaged in fraud to enter or remain in the country, with more than one third subsequently charged with passport or visa fraud or of making false statements to an immigration official."	1
"Elected members were given the opportunity to take leadership roles and to guide the way forward, especially during periods of indecision and impasse."	0
"The officer in charge of the crime scene, General Naji Mulaeb of ISF, arrived at the scene at 1305 hours on 14 February 2005. He has issued a report dated 3 March 2005 on the crime scene examination conducted by the Lebanese authorities [General Directorate of Internal Security Forces, Beirut Police Unit, Ref. No. 95] stating the following:"	0
"We condemn terrorism in all its forms and manifestations, as they violate the most fundamental right of human beings: the right to life."	0
"It cannot mean giving up commitments to those who wish to return to their homes and who need support to fulfil their aspirations. It cannot be a substitute for current policies, but should be a supplement to them."	0
"As at 13 October 2014, 37 seafarers continued to be held hostage by Somali pirates."	1
"My Special Representative participated in both discussions. On 16 August, the Secretary of State for Youth and Sport inaugurated the Youth Parliament (see S/2010/85, para. 105) consisting of 130 young people (including 66 girls) between 12 and 17 years of age who will undergo two years of training on leadership and representational skills, as well as be provided with opportunities to engage in dialogue on policy issues affecting young people."	0
"Status of the Transitional Federal Government and the opposition: military build-up"	1
"Four soldiers then had vaginal intercourse with her, one after the other."	1
"In Jelisić, the Appeals Chamber noted that \"as to proof of specific intent, it may, in the absence of direct explicit evidence, be inferred from a number of facts and circumstances, such as the general context, the perpetration of other culpable acts systematically directed against the same group, the scale of atrocities committed, the systematic targeting of victims on account of their membership of a particular group, or the repetition of destructive and discriminatory acts\"."	1
"From the viewpoint of international criminal law these violations of international humanitarian law no doubt constitute large-scale war crimes."	1
"Nevertheless, detainees were subjected to gross acts of violence to life and person."	1
"It calls for adherence to international law and for implementation by the parties of their obligations and of the road map in order to achieve the vision of two States living side by side in peace and security."	0
"25. Abduction of children for military purposes that characterized the period of conflict has decreased significantly during the reporting period."	1
"77. The situation in Myanmar (15 September 2006; 13 July 2009)."	0
"22. Ministry of Transport aircraft de-registration certificates."	0
"Several of its members became involved in small-scale lobster fishing with capital provided by the organization."	0
"Terrorist activities by Boko Haram have driven an estimated 45,000 Nigerian refugees and returning migrants into Cameroon, Chad, and the Niger, among whom are suspected insurgents."	1
"In a statement to the press by the President, members of the Council expressed serious concern at the grave humanitarian situation, as the recent fighting had provoked increased human rights violations and new displacement of population."	1
"At the 5903rd meeting of the Security Council, held on 2 June 2008, in connection with the Council's consideration of the item entitled \"Threats to international peace and security caused by terrorist acts\", the President of the Security Council made the following statement on behalf of the Council:"	0
"Incidents of confinement of the civilian population, accompanied by arbitrary executions, have also been reported, as well as civilian deaths as a result of indiscriminate air attacks by Government forces."	1
"II. DEVELOPMENTS DURING THE REPORTING PERIOD"	0
"To be held on Wednesday, 16 October 2013, at 10 a.m."	0
"At Abidjan Airport in August 2005 the Group saw three new Mitsubishi L-200 4x4 vehicles registered to FACI being driven about the military base carrying personnel and equipment."	1
"2. Implementation of Resolution 1624 (2005)"	0
"The measures taken so far by the Government to address the crisis have been both grossly inadequate and ineffective, which has contributed to the climate of almost total impunity for human rights violations in Darfur."	1
"While the sanctions regime may force some Taliban individuals to remain in remote areas, and the Team notes that this may be one reason that senior Taliban wish to have their names removed, nonetheless the preventive objective of the measures is largely unachieved."	1
"Legal provisions regarding money-laundering issues are contained in articles 12 to 15 of Decree-Law No. 59 of 2003, as follows:"	0
"36. During the reporting period, MINURCAT continued its efforts to mainstream awareness of HIV/AIDS."	0
"The nature and purpose of the proceedings"	0
"The registration details were provided to them and they indicated they would investigate and respond to the Panel."	0
"To deepen United Nations engagement in this field, the Council should request its principal counter-terrorism bodies -- the Counter-Terrorism Committee Executive Directorate and the Analytical Support and Sanctions Monitoring Team -- to focus on the foreign terrorist fighter threat, including by assessing national efforts to apply existing international legal obligations against this threat."	1
"He replied that war removed the key requirements for the rule of law and one of the particular problems encountered was the absence of magistrates in the face of advancing armies."	1
"In the context of possible imposition of sanctions for rape and other acts of sexual violence, the Council has called for relevant United Nations missions and United Nations bodies to share all pertinent information with the relevant Security Council sanctions committees."	1
"He reported that the RCD leadership had re-established control, and were in the process of rounding up their opponents."	1
"35. The Forces nationales de libération (Palipehutu-FNL), which pose a threat to the security of Burundi and of the region as a whole, must join the peace camp without delay."	0
"It remains to be seen whether it can link up with extremists in Nigeria in an effective alliance."	1
"Resolution 1890 (2009) of 8 October 2009"	0
"Firstly, there were more than 1 million internally displaced persons inside Darfur (1.65 million according to the United Nations) and more than 200,000 refugees from Darfur in neighbouring Chad to the east of the Sudan."	1
"In addition, attacks by Al-Shabaab and affiliated groups in Uganda and Kenya have demonstrated its reach and recruitment capacity in Somali communities in those countries."	1
"(a) Substantial numbers of children were recruited by the Maoist army just before the signing of the Comprehensive Peace Agreement."	1
"In the view of this State, such activity, in its most extreme form, often leads to violent extremism and loss of life."	1
"The opening of these branches will enable the Government to pay civil servants their salaries in the counties."	0
"36. In Gambia, opposition groups protested against State authorities over the lack of accountability for alleged human rights abuses. On 4 November, the former Chief of Defence Staff, General Lang Tamba, and six co-accused individuals filed an appeal in the Supreme Court against their death sentence for conspiracy and treason, which had been handed down by the High Court in July 2010 and upheld by the Appeal Court in October 2012."	1
"In addition, one is suspected of having participated in the illegal detention of civilians and two are suspected in the murder of civilians, which are crimes against humanity."	1
"The Directorate will facilitate the delivery of the requested training to customs officials, border police and financial intelligence units in the first quarter of 2014."	0
"Starvation and other inhumane conditions of detention are deliberately imposed on suspects to increase the pressure on them to confess and to incriminate other persons."	1
"The overall situation is very serious."	0
"\"The Security Council condemns in the strongest terms the terrorist suicide attack that occurred in Issers, Algeria, on 19 August 2008, causing numerous deaths and injuries at a gendarmerie training academy. It expresses its deep sympathy and condolences to the victims of this heinous act of terrorism and to their families, and to the people and Government of Algeria."	1
"Moreover, the mode and pattern of aerial flights preceding attacks can in no way be construed as warning signals, as these were clearly part of the attack."	1
"This arrangement was predicated on the observance of the two Agreements in their entirety."	0
"25. Assal Turki Kusayman Al-Ajami"	0
"396. However, through its own investigations the Commission was able to gather more substantial information on enforced disappearances."	0
"In San Pedro, the mayor is reported to have begun destroying other shantytowns."	1
"These armed groups are involved in criminal activities, including the illicit exploitation of natural resources, trafficking of weapons and ammunition, smuggling and illegal taxation."	1
"Although terrorism is not specifically mentioned as a consistent occurrence, it certainly is an area of concern, as many of the above-mentioned factors have the potential to fuel terrorist acts in the region."	1
"Considerable funds are available to Al-Qaida in Iraq, and other groups have managed to raise money through crime or donations."	1
"In most cases of ground attacks, men were directly targeted to be killed and in some cases there is evidence of efforts by the perpetrators to spare the lives of women."	1
"There were continued attacks against civilians, including acts of sexual violence, by foreign and Congolese armed groups and some FARDC elements."	1
"As with the question of the links between drug trafficking and terrorism, the issue of piracy came on to the Council's agenda through conflict situations already there, with African situations -- notably Somalia and the Gulf of Guinea -- figuring prominently."	1
"It will be structured around a preparatory process that would culminate in two summits."	0
"Under paragraphs 4, 5 and 6: 100 per cent of the value of the goods which were involved in the relevant international transfer;"	0
"The situation in the Central African Republic (6 August 1997; 14 December 2010)"	0
"According to another report, two women were reportedly raped in the displaced persons camp in Kassab, Northern Darfur, in June 2004."	1
"Many villages are said to have been attacked more than once, until they were completely destroyed."	1
"18. By winning 41 of the 83 seats in the National Assembly of the Republika Srpska, Mr. Dodik came close to obtaining an absolute majority and more than doubled the previous 19 seats of SNSD."	0
"In the opinion of the Secretary-General, these credentials are in order."	0
"To be held on Friday, 30 June 2006, at 3.25 p.m."	0
"In addition, the international obligation was to be considered as having been fulfilled any time, following the conclusion of a peace treaty, the responsible State had agreed to pay to the other State or States war reparations or compensation for damages caused to the nationals of the adversary, regardless of whether actual payment was ever made."	0
"Countering violent extremism and incitement to commit terrorist acts"	1
"To be held in private on Tuesday, 30 April 2013, at 9.30 a.m."	0
"Altogether, the three offices currently employ a total of 131 local members of staff."	0
"8. Church of St. Nicholas, Donje Nerodimlje"	0
"Meanwhile, resources are being mobilized with the support of UNOCI, UNICEF and the World Food Programme to rehabilitate and reintegrate 511 child soldiers, including 204 girls, who have been released and handed over to UNICEF by the leadership of the Forces nouvelles."	0
"(a) Order the person to leave Guyana and proceed immediately by the same means of transportation by which he/she arrived, or by other means;"	0
"Those individuals were identified by eyewitnesses as having participated in an attack on a village, which often involved burning, looting, killing and sometimes rape."	1
"6. On 2 and 21 June, and 25 September 2005, respectively, several prominent Lebanese figures were targeted by car bombs in Beirut, which killed Samir Qassir and George Hawi and left May Chidiac severely injured. A further assassination attempt was carried out against Lebanon's Minister of Defence, Elias Murr, on 12 July 2005, which left one person dead and several, including the Minister, injured."	1
"I remain concerned that the combination of mistrust among the parties and the continuing presence of militias could lead to tensions and possible insecurity and instability in Lebanon and beyond."	1
"In order to further inform the Security Council and potential bilateral partners of the threat to security in the Vakaga region, I have deployed a team to undertake a review of the prevailing security environment and a threat assessment, and will share its main findings with the Security Council."	0
"In its resolution 2122 (2013), the Council committed to increase its attention to women, peace and security issues in all relevant thematic areas of work on its agenda, including in particular the protection of civilians in armed conflict, post-conflict peacebuilding, the promotion and strengthening of the rule of law in the maintenance of international peace and security, peace and security in Africa, threats to international peace and security caused by terrorist acts and the maintenance of international peace and security."	0
"408. With regard to international humanitarian law, article 3 common to the Geneva Conventions prohibits acts of violence to life and person, including cruel treatment and torture, taking of hostages and outrages upon personal dignity, in particular humiliating and degrading treatment."	1
"While the Commission is satisfied, on the basis of evidence of independent witnesses, that F-FDTL initiated the exchange of fire, at the time each side believed that they had been attacked by the other."	1
"One participant nevertheless questioned whether most diplomats on the Council regularly put global interests ahead of national ones."	0
"Among the closed roads were the vital Abu Surug-Geneina commercial road and the road to Um Kher."	0
"For instance, the sensitive identification of the population is a long-term process that will continue beyond the elections, as will the reintegration of the excombatants, security sector reform, addressing land tenure issues, promoting sound economic governance, protecting human rights, healing the wounds from the conflict and addressing the root causes of the crisis."	0
"Total loss (Kuwait): Office equipment and cars"	0
"He added that OSCE had yet to observe the withdrawal of heavy weaponry from the line of control."	1
"The meeting was called to order at 6.10 p.m."	0
"\"The Security Council recalls its resolutions 1265 (1999) of 17 September 1999 and 1296 (2000) of 19 April 2000 on the protection of civilians in armed conflict, as well as the statements by its President of 12 February 1999 (S/PRST/1999/6), of 15 March 2002 (S/PRST/2002/6) and of 20 December 2002 (S/PRST/2002/41), and reaffirms the need to keep the protection of civilians in armed conflict as an important item on the Council's agenda."	0
"The politically highly significant outcome of the high-level meeting of the Security Council on combating terrorism held on 20 January 2003 in New York has increased the recognition that the central role in combating this global danger belongs to the United Nations."	0
"450. A number of serious flaws prevent the justice system in the Sudan from acting swiftly and appropriately to address abuses."	1
"The rally ended with the opposition launching a civil disobedience campaign to prevent the adoption of the draft bill. On 30 October, demonstrators broke through police lines and ransacked the National Assembly building."	1
"These States do not necessarily separate action against those on the List from action taken in general against all those they regard as terrorists."	1
"This same prepaid card received a telephone call one minute after the blast, at 1257 hours, from a telephone booth located in Tripoli near a building housing the Syrian intelligence services. On 30 January a call was made to the landline at the home of Mr. Abu Adass from that same Tripoli phone booth."	1
"Thousands were killed, women were raped, villages were burned, homes were destroyed and belongings were looted."	1
"The improper, continued application of Security Council sanctions measures restricts fundamental rights to property and movement without any legal basis or justification."	1
"42. The position paper openly presents some of the difficulties of the situation facing the Government. It states that the Ivorian army, being in a situation of self-defence, only reacted to the attacks of the assailants for the purpose of freeing the Ivorian territory and ensuring the safety of peoples and properties."	1
"160. As described in paragraphs 89 to 94 above, the Minister of the Interior armed civilians, some of whom were later allegedly involved in the commission of criminal acts."	1
"The situation in Côte d'Ivoire (20 December 2002; 25 March 2011)"	0
"Membership of the Investigation Team is as follows:"	0
"Further abductions of women were reported in the area surrounding El Geneina, Western Darfur."	1
"Around 3,000 Janjaweed riding horses and camels attacked the village. Some of them were in vehicles."	1
":: Some Security Council members called on Member States that have not yet done so to become party to conventions and protocols negotiated under the auspices of the United Nations related to counter-terrorism."	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"Many of the reports pertain to the abduction of women."	1
"In most cases this can be provided through a subsidy to be used to take advantage of existing commercial means of transport."	0
"The evidence establishes that six F-FDTL soldiers are reasonably suspected of murder."	0
