"en_ar_DEEPL"	"VerCoop"
"ومع ذلك، كان هناك موقف أكثر إيجابية تجاه بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو بشكل متزايد."	1
"مرفق طيه برنامج العمل السابع عشر للجنة المنشأة عملا بالفقرة 6 من قرار مجلس الأمن 1373 (2001) (لجنة مكافحة الإرهاب)، الذي يغطي الأشهر من تشرين الأول/أكتوبر إلى كانون الأول/ديسمبر 2005 (انظر المرفق الأول)."	0
"78. القوات المسلحة السودانية هي قوات مسلحة تقليدية مكلفة بحماية وحفظ الأمن الداخلي."	1
"المقرر عقدها يوم الجمعة، 24 أيار/مايو 2002، الساعة 45/1 بعد الظهر"	0
"وقد جرّمت أربع دول تجنيد الإرهابيين بشكل كافٍ، في حين أن الدول المتبقية إما فعلت ذلك جزئياً أو لم تفعل ذلك على الإطلاق."	1
"66. في محاولة لمواجهة الزيادة في الجرائم المرتكبة في البحر، تقوم المنظمة البحرية لغرب ووسط أفريقيا، بمساعدة المنظمة البحرية الدولية، بتعزيز التعاون بين وكالات إنفاذ القانون من خلال إنشاء شبكة من وحدات خفر السواحل."	0
"وإذ يؤكد من جديد بيان رئيسه الذي اعتمد في اجتماع المجلس على مستوى رؤساء الدول والحكومات في ٣١ كانون الثاني/يناير ١٩٩٢ (S/23500)، بما في ذلك ضرورة وفاء جميع الدول اﻷعضاء بالتزاماتها فيما يتعلق بالحد من اﻷسلحة ونزع السﻻح ومنع انتشار جميع أسلحة الدمار الشامل بجميع جوانبه،"	1
"وتحدث الشاهدان اللذان شاركا في التحقيق، وهما السيد دونغيوك والسيدة لي، عن تجاربهما الشخصية في جمهورية كوريا الشعبية الديمقراطية قبل أن يهربا كلاجئين."	1
"25. وإدراكا من الفريق للحاجة الخاصة إلى تنسيق عمله مع المديرية التنفيذية للجنة مكافحة الإرهاب والهيئات الأخرى ذات الصلة في المجالات التي قد تشعر فيها الدول بأنها مثقلة بطلبات الحصول على معلومات من مجلس الأمن، وضع الفريق استراتيجية مشتركة مع المديرية التنفيذية والخبراء الذين يدعمون اللجنة المنشأة عملا بالقرار 1540 (2004) لمعالجة المشاكل التي تواجهها الدول التي لم تقدم بعد التقارير المطلوبة من اللجان الثلاث."	1
"(أ) الأفراد والكيانات المدرجة أسماؤهم في المرفق الأول (الفقرة 11);"	0
"وفي أعقاب الانتخابات المتوقعة، سيكون من الضروري إجراء مشاورات مع الحكومة المنتخبة حديثاً من أجل تحديد طبيعة ومستوى الدعم الذي ستطلبه السلطات الإيفوارية من عملية الأمم المتحدة في كوت ديفوار للانتخابات التشريعية والمحلية قبل بدء العملية في الانسحاب."	1
"يؤكد من جديد إدانته لجميع أعمال التحريض على العنف ضد المدنيين في حالات النزاع المسلح، ويؤكد من جديد كذلك ضرورة تقديم الأفراد الذين يحرضون على العنف أو يتسببون فيه إلى العدالة، ويشير إلى استعداده للقيام، عند الإذن بالبعثات، بالنظر، عند الاقتضاء، في اتخاذ خطوات للرد على ما تبثه وسائط الإعلام من تحريض على الإبادة الجماعية والجرائم ضد الإنسانية والانتهاكات الجسيمة للقانون الإنساني الدولي."	1
"تدعو جميع أطراف النزاع المسلح إلى احترام الطابع المدني والإنساني لمخيمات ومستوطنات اللاجئين، ومراعاة الاحتياجات الخاصة للنساء والفتيات، بما في ذلك في تصميمها."	1
"229. توصي اللجنة بإنشاء آليات قوية ومستقلة للرقابة الشرطية والعسكرية."	1
"كان التقدم المحرز فيما يتعلق بتشكيل الحكومة، وبالتالي في أجندة الإصلاح، محدودًا."	0
"كانوا يتطلعون إلى الترحيب بتيمور الشرقية في الأمم المتحدة."	1
"89. وذكر رئيس الوزراء السابق أنه انتهز الفرصة خلال الاجتماع ليناقش مع وزير الداخلية الحاجة إلى مجموعة من المدنيين لدعم الشرطة الوطنية لتيمور - ليشتي المتحدة، ولكن لم تجر أي مناقشة بشأن توفير الأسلحة أو الزي الرسمي لهذه المجموعة."	1
"(1) نسخ من البيان الجمركي في غضون ثلاثة أيام من شحن كل شحنة من البضائع;"	0
"28. وتظل أوغندا ملتزمة باتفاق لوساكا للسلام والاتفاقات اللاحقة لأن البعدين اللذين ينطوي عليهما النزاع قد تمت الاستجابة لهما على نحو كاف في إطار اتفاق لوساكا، أي المسألة الداخلية والشواغل الأمنية للجيران."	1
"30. الحالة في كوت ديفوار (20 كانون الأول/ديسمبر 2002؛ 17 كانون الثاني/يناير 2013)."	0
"27. وقد سلط أعضاء اللجنة الضوء في مناسبات عديدة على المهام المتكاملة للجنة واللجنة المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004) في مجال مكافحة الإرهاب الدولي، وعلى ضرورة تنسيق الأنشطة وتبادل المعلومات فيما بينها."	1
"حتى الآن، تم تسجيل 22,656 فردًا (3,075 عائلة) في مخيم العيون."	0
"20. ظلت الحالة في وادي كودوري دون تغيير. وفي 22 أيلول/سبتمبر، أجرت بعثة مراقبي الأمم المتحدة في جورجيا وقوة حفظ السلام التابعة لرابطة الدول المستقلة دورية مشتركة في وادي كودوري الأسفل الخاضع لسيطرة الأبخاز، وأبلغت عن هدوء الحالة هناك."	0
"(أ) وضع نُهُج أكثر تكاملا وآليات أكثر فعالية لضمان التعاون القوي وتبادل المعلومات الاستخباراتية بين وكالات مكافحة الإرهاب ذات الصلة، على الصعيدين الوطني والدولي;"	1
"في 10 تشرين الثاني/نوفمبر، استمع المجلس في مشاورات مغلقة إلى إحاطة قدمها نائب الممثل الدائم للكسمبرغ لدى الأمم المتحدة، أوليفييه مايس، نيابة عن رئيس لجنة مجلس الأمن المنشأة عملا بالقرار 1718 (2006)، بشأن جمهورية كوريا الشعبية الديمقراطية، عن أعمال اللجنة للفترة من 5 آب/أغسطس إلى 9 تشرين الثاني/نوفمبر. وقُدمت الإحاطة وفقا للفقرة 12 (ز) من القرار 1718 (2006)."	1
":: :: تطوير دور اللجنة التنظيمية، بما في ذلك من خلال التفاعلات الدورية مع التشكيلات القطرية المحددة، بهدف: (1) تحديد التحديات المشتركة وتيسير التعلم المتبادل بين مختلف التشكيلات؛ و (2) إشراك الأعضاء في مناقشة السياسات التي يمكن أن تولد على أفضل وجه اهتماما والتزاما أعمق بين الأعضاء على نطاق أوسع."	0
"خسارة الأرباح في مشروع معين"	0
"ستكون مدة تفويض الوحدة البلجيكية ستة أشهر."	0
"118. توصي اللجنة بإجراء مزيد من التحقيقات لتحديد أي من رجال الرائد رينادو التالية أسماؤهم كانوا موجودين في فاتو آهي: مويسيس راموس، وبلاسيدو ريبيرو غونسالفيس، وديوليندو باروس، وأنطونيو سافيو، وفيلومينو سواريس مينيزيس، وفرانسيسكو دي أوغوستو، وجيلسون خوسيه أنطونيو دا سيلفا، وجواننيو ماريا غوتيريس، وجواكيم باريتو، وخوسيه غوميز، وناتالينو بورخيس بيريرا، وأندريه دا كوستا بينتو مارتينيو ألميدا، وألبيسيو دا كوستا دي خيسوس، وفرانسيسكو خيمينيس ألفيس، وفيلسبيرتو غارسيا، وداريو دا سيلفا ليونغ، ونيلسون غالوتشو، ونيكسون غالوتشو."	1
"وإذ يؤكد من جديد ضرورة أن تحترم جميع الأطراف في النزاعات المسلحة المبادئ الإنسانية المتمثلة في الإنسانية والحياد والنزاهة والاستقلالية من أجل ضمان تقديم المساعدة الإنسانية وسلامة المدنيين الذين يتلقون المساعدة وأمن العاملين في المجال الإنساني وموظفي الأمم المتحدة والأفراد المرتبطين بها,"	1
"تعتمد SAT بشكل كبير على الخطة كدليل على عزمها على تنفيذ برنامج الاستثمار."	0
"وإذ يرحب بإنشاء اللجنة الانتخابية الوطنية المستقلة الدائمة، وإذ يشير إلى ضرورة أن يكون ترشيح أعضائها من خلال عملية مستقلة وشاملة، وإذ يشير إلى أهمية أن يتم الإعداد للانتخابات المقرر إجراؤها في عام 2010 بروح المصالحة والحوار المنصوص عليها في الدستور البوروندي الذي أدى إلى نجاح المرحلة الانتقالية,"	0
"وفقًا للشهادات، قد يكون الآلاف من أفراد قوات الأمن قد شاركوا في تلك الأيام في أبيدجان."	0
"غير أن مسؤولية اتخاذ المزيد من الإجراءات تقع أيضاً على عاتق الدول الأعضاء، من خلال طرح الأسماء أو الإشارة إلى المشاكل أو مناقشة إدخال المزيد من التحسينات على الإجراءات."	1
"وقد تم إنشاؤها استجابةً لادعاءات بانتهاكات القانون الدولي لحقوق الإنسان والقانون الإنساني الدولي في سياقات النزاع وكذلك في حالات ارتفاع مستويات العنف، والتي غالباً ما تكون مرتبطة بالعمليات الانتخابية أو السياسية ولكن ليس حصرياً بها، والتي تنطوي على انتهاكات خطيرة لقانون حقوق الإنسان."	0
"قانون التجارة الخارجية، الجريدة الرسمية لجمهورية يوغوسلافيا الاتحادية، الأعداد 46/92 و49/92 و16/93;"	0
"يشرفني أن أشير إلى قرار مجلس الأمن 1606 (2005) المؤرخ 20 حزيران/يونيه 2005، الذي طلب فيه المجلس إليَّ أن أبدأ مفاوضات مع حكومة بوروندي ومشاورات مع جميع الأطراف البوروندية المعنية بشأن كيفية تنفيذ التوصيات الواردة في تقرير بعثة التقييم (انظر S/2005/158) بشأن إنشاء لجنة مختلطة لتقصي الحقائق ودائرة خاصة داخل نظام المحاكم في بوروندي. وطُلب مني كذلك تقديم تقرير إلى المجلس بحلول 30 أيلول/سبتمبر عن تفاصيل التنفيذ، بما في ذلك التكاليف والهياكل والإطار الزمني."	1
"18. ويُنظر إلى قلب الدين حكمتيار (QI.H.88.03) في المقام الأول على أنه تهديد للسلام والأمن في أفغانستان."	0
"وهو يربط بين رسالة جديدة ولقطات يظهر فيها مصطفى أبو اليزيد الملقب بـ الشيخ سعيد، زعيم تنظيم القاعدة في أفغانستان، مع قادة حركة طالبان؛ ومقتطفات من رسائل بن لادن؛ وأخبار تلفزيونية؛ ومقاطع لرؤساء دول وحكومات بارزة، بما في ذلك العديد من الدول العربية؛ ومسؤولين من وكالة الاستخبارات المركزية الأمريكية (CIA)؛ ومسؤولين من حلف شمال الأطلسي (الناتو)؛ وخبراء في مكافحة الإرهاب؛ ورجال دين مسلمين؛ وعلماء؛ وصحفيين؛ ومحامين؛ ومناصرين غربيين لتنظيم القاعدة."	0
"65. وفي أواخر عام 2007، بدأت الإدارة الإقليمية في جوهر (شبيلي الوسطى) عملية تسريح على نطاق ضيق."	0
"وبالإضافة إلى ذلك، يقوم فريق متنقل بزيارة المجتمعات النائية، وخاصة مجتمعات الأقليات، التي قد لا يسهل عليها الوصول إلى مراكز الموارد."	1
"ثانياً: التطورات السياسية والعسكرية والاجتماعية. التطورات السياسية والعسكرية والاجتماعية"	0
"كما دعمت تطوير قدرات إنفاذ القانون البحري وأطلقت صندوقاً استئمانياً جديداً للأمن البحري في غرب ووسط أفريقيا لهذا الغرض."	0
"22. يطلب إلى حكومة جمهورية الكونغو الديمقراطية أن تقوم، بدعم من المجتمع الدولي وبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية، بوضع وتنفيذ استراتيجية وطنية شاملة لإصلاح قطاع الأمن على وجه الاستعجال، بما في ذلك استنادا إلى نتائج اجتماع المائدة المستديرة بشأن قطاع الأمن الذي عقد في شباط/فبراير 2008، من أجل إنشاء منظمات أمنية محترفة في مجالات الدفاع والشرطة وإقامة العدل تحمي المدنيين وتدار بشكل جيد وتتصرف وفقا للدستور وفي ظل احترام سيادة القانون, وحقوق الإنسان والقانون الإنساني الدولي، ويحث الحكومة الكونغولية على ضمان استدامة الدعم الذي يقدمه شركاؤها في هذا المجال، ولا سيما بإعطاء الأولوية لإصلاح الهياكل الإدارية والقيادية للقوات المسلحة لجمهورية الكونغو الديمقراطية وجميع قواتها الأمنية الأخرى، ويكرر دعوته للسلطات الكونغولية إلى إنشاء آلية للتدقيق تأخذ في الاعتبار، عند اختيار المرشحين للمناصب الرسمية، بما في ذلك المناصب الرئيسية في القوات المسلحة والشرطة الوطنية وغيرها من الأجهزة الأمنية، الأعمال السابقة للمرشحين من حيث احترام القانون الإنساني الدولي وحقوق الإنسان;"	1
"60. طلب مجلس الأمن في قراره 1783 (2007) إلى الأمين العام أن يواصل اتخاذ التدابير اللازمة لكفالة الامتثال التام في البعثة لسياسة الأمم المتحدة بعدم التسامح مطلقا إزاء الاستغلال والانتهاك الجنسيين."	1
"عنوان البريد الإلكتروني لمجموعة الخبراء"	0
"2. الوضع في الشرق الأوسط."	0
"24. ويمكن أن تظهر مشاكل انضباط مماثلة في مرحلة ما بعد الصراع."	0
"58. وقد شعرت بقلق بالغ عندما أغلقت الجمهورية العربية السورية حدودها مع لبنان أمام سائقي الشاحنات اللبنانية بعد فترة وجيزة من انسحاب القوات السورية والعتاد العسكري وجهاز المخابرات."	0
"وإذ يؤكد من جديد التزام الدول الأعضاء بالقيام دون تأخير بتجميد الأموال وغيرها من الأصول المالية أو الموارد الاقتصادية للأشخاص الذين يرتكبون أعمالا إرهابية أو يحاولون ارتكابها أو يشاركون في ارتكابها أو يسهلون ارتكابها؛ وللكيانات التي يملكها أو يتحكم فيها هؤلاء الأشخاص أو الكيانات التي يملكها أو يتحكم فيها هؤلاء الأشخاص أو الكيانات بشكل مباشر أو غير مباشر؛ وللأشخاص والكيانات التي تعمل باسم هؤلاء الأشخاص والكيانات أو بتوجيه منهم، بما في ذلك الأموال المستمدة من الممتلكات التي يملكها أو يتحكم فيها هؤلاء الأشخاص والأشخاص والكيانات المرتبطة بهم أو المتأتية من هذه الممتلكات بشكل مباشر أو غير مباشر,"	1
"- تتعهد بتعزيز التنسيق مع لجنة بناء السلام وتتطلع إلى استعراض لجنة بناء السلام لعام 2010 والتوصيات المتعلقة بكيفية مواصلة تعزيز دورها;"	1
"\"ولا يزال مجلس الأمن يساوره بالغ القلق إزاء العواقب الإنسانية والسياسية والاقتصادية المدمرة للنزاعات المسلحة؛ ويشدد على الضرورات السياسية والأخلاقية الملحة لمنع نشوب النزاعات المسلحة والأزمات الإنسانية وتصاعدها، وما يترتب عليها من فوائد للسلام والتنمية والعلاقات الودية بين جميع الدول."	0
"2. يوجه لجان الجزاءات التي أنشأها مجلس الأمن، بما فيها اللجان المنشأة عملا بالقرارات 1718 (2006) و 1636 (2005) و 1591 (2005) و 1572 (2004) و 1533 (2004) و 1521 (2005) و 1518 (2003) و 1267 (1999) و 1132 (1997) و 918 (1994) و 751 (1992) إلى تنقيح مبادئها التوجيهية وفقا لذلك;"	1
"وفي حين أعرب عن اعتقاده بأن فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب كان لها دور هام في هذا المجال، إلا أنه ينبغي الاعتراف بأن لجان المجلس المعنية بمكافحة الإرهاب قد عمقت العمل في هذه المسألة وجعلته أكثر فعالية من خلال نظم الإبلاغ وبعثات التقييم وتيسير المساعدة التقنية."	1
"11. يؤكد من جديد قراره 1373 (2001)، ولا سيما ما قرره من أن على جميع الدول منع وقمع تمويل الأعمال الإرهابية والامتناع عن تقديم أي شكل من أشكال الدعم، الصريح أو الضمني، إلى الكيانات أو الأشخاص الضالعين في الأعمال الإرهابية، بما في ذلك قمع تجنيد أعضاء الجماعات الإرهابية ومنع تزويد الإرهابيين بالسلاح؛"	1
"وبحلول نهاية هذا العام، نتوقع أن تكون الأدوات اللازمة لإنفاذ القانون بفعالية أكبر في مجال مكافحة المخدرات قد أصبحت متوفرة."	0
"ورحب المجلس باتفاق وقف إطلاق النار المبرم في 8 نيسان/أبريل، وأعرب عن دعمه الكامل والفعال لجهود الاتحاد الأفريقي الرامية إلى إنشاء لجنة وقف إطلاق النار ووحدات الحماية، ودعا الأطراف السودانية إلى تسهيل النشر الفوري للمراقبين في دارفور."	1
"\"ويدعو مجلس الأمن المجتمع الدولي إلى تقديم الدعم المالي والتقني، عند الاقتضاء، وكذلك التدريب الملائم لتنفيذ القرار 1325 (2000) على الصعيد الوطني، ويدعو منظومة الأمم المتحدة والمجتمع المدني والجهات الفاعلة الأخرى ذات الصلة إلى التعاون وتقديم المساعدة بما يتماشى مع الأولويات الوطنية إلى الدول الأعضاء، ولا سيما تلك المتضررة من النزاعات المسلحة، في وضع خطط عمل وطنية على وجه السرعة، والعمل بشكل وثيق مع الآليات الوطنية المسؤولة عن تنفيذ القرار، بما في ذلك، عند الاقتضاء، من خلال أفرقة الأمم المتحدة القطرية."	1
"وتتعلق المطالبة بالخسائر المزعومة في الممتلكات مثل كابلات الطاقة والزيوت وقطع الغيار التي استخدمتها شركة هيتاشي في أعمال التركيب في مشاريع مختلفة في الكويت. وكانت وزارة الكهرباء والماء هي صاحب العمل في جميع هذه المشاريع."	0
"تطبيق المعايير المحاسبية الدولية للقطاع العام"	0
"('5` مواصلة الحوار وتبادل المعلومات مع جهات الاتصال أو المنسقين المعينين بشأن المسائل المتصلة بمساهمتهم في تنفيذ القرار 1540 (2004);"	1
":: لتسليط الضوء على أهمية جدول أعمال المرأة والسلام والأمن في التصدي للتمييز وانتهاكات حقوق الإنسان والعقبات التي تحول دون توفير الحماية والعدالة التي تواجهها النساء والفتيات اللاجئات والنازحات داخلياً وعديمات الجنسية في جميع مراحل دورة النزوح"	1
"\"ويشدد مجلس الأمن على المسؤولية الرئيسية لحكومة جمهورية الكونغو الديمقراطية عن تعزيز سلطة الدولة والحكم في شرق جمهورية الكونغو الديمقراطية، بما في ذلك من خلال الإصلاح الفعال لقطاع الأمن للسماح بإصلاح الجيش والشرطة، ووضع حد للإفلات من العقاب على انتهاكات حقوق الإنسان وانتهاكات القانون الإنساني الدولي، ويحث حكومة جمهورية الكونغو الديمقراطية على معالجة قضايا الاستغلال غير المشروع للموارد الطبيعية وتهريبها."	1
"هناك حاجة لاستخدام وسائل تكنولوجية إضافية للسماح بتبادل المعلومات التشغيلية في الوقت الفعلي."	0
"صحيفة فاكت التركية - 4 كانون الثاني/يناير 2012"	0
"49. وخلال فترة المجاعة، استُخدم التلقين العقائدي الإيديولوجي من أجل الحفاظ على النظام، على حساب تفاقم الجوع والمجاعة بشكل خطير."	0
"48. ووفقا للروايات الواردة من منظمي مجموعة السبعة، طُلب من المتظاهرين الذين أرادوا القيام بمسيرة أن يتجمعوا في مناطق عامة واسعة داخل بلدياتهم في طريقهم نحو هضبة أبيدجان، \"المنطقة الحمراء\"."	0
"وأخيراً، أود صياغة بعض التوصيات لأي آلية لتقصي الحقائق يتم إنشاؤها:"	1
"\"ويكرر مجلس الأمن إدانته لجميع الاغتيالات التي تستهدف القادة اللبنانيين، ولا سيما منذ تشرين الأول/أكتوبر 2004، ويطالب بالكف فوراً عن استخدام الترهيب والعنف ضد ممثلي الشعب اللبناني ومؤسساته."	0
"وإذ يحيط علما بالاقتراح المغربي المقدم إلى الأمين العام في 11 نيسان/أبريل 2007، وإذ يرحب بالجهود المغربية الجادة وذات المصداقية للمضي قدما بالعملية نحو الحل، وإذ يحيط علما أيضا باقتراح جبهة البوليساريو المقدم إلى الأمين العام في 10 نيسان/أبريل 2007،"	1
"الاجتماع المواضيعي لمجلس الأمن بشأن مكافحة الإرهاب"	1
"أراد السيد مالك إرسال ضباط شرطة الأمم المتحدة مع العقيد ريس للاجتماع مع العميد رواق. ورفض العقيد ريس ذلك، معتقداً أن وجود المزيد من ضباط الشرطة الذين يرتدون قمصاناً زرقاء سيؤدي إلى تفاقم الوضع."	0
"فبينما يمكن الإطاحة بزعيم ما في غضون أشهر قليلة، فإن إقامة مجتمع ديمقراطي كهذا يتطلب وقتاً أطول وتضحيات أكبر."	0
"إن أوغندا تعتز بالسلام وتعتقد أن عدم الاستقرار الحالي في منطقة البحيرات العظمى هو عامل مثبط للتنمية."	1
"600. وفي ضوء هذه اللائحة القانونية الدولية يجب أن ينظر إلى التزام السودان بدفع تعويضات عن جميع الجرائم التي ارتكبها عملاؤه ومسؤولوه أو أجهزته الفعلية في دارفور."	0
"أ) إذا تسبب عمداً في الوفاة عن طريق الفعل الموصوف في الفقرة 1 أعلاه، أو"	0
"خلصت حلقة العمل التي عقدت لمناقشة الإنترنت في مؤتمر القمة الدولي حول الديمقراطية والإرهاب والأمن، الذي عقد في مدريد في الفترة من 8 إلى 11 مارس 2005، إلى أن الإنترنت يجب أن تظل حرة من أي تنظيم أو تدخل آخر، مما يسمح بالنقاش المفتوح لدحر أفكار التطرف."	1
"ونتيجة لذلك يصبح المحتجز محتجزاً بمعزل عن العالم الخارجي، ويتجاوز احتجازه أحياناً فترة 12 شهراً، دون توجيه تهم إليه، ودون السماح له بالاتصال بمحامٍ، ودون المثول أمام المحكمة، ولا يسمح له بالزيارة."	0
"وضع الحكومة الاتحادية الانتقالية والمعارضة: التعزيزات العسكرية"	0
"49. لا تزال هناك تحديات كثيرة تواجه مكافحة الإفلات من العقاب، لا سيما في ضوء محدودية قدرة السلطات القضائية المدنية والعسكرية على إجراء تحقيقات مستقلة وشاملة وتوفير الحماية للضحايا والشهود."	0
"وإذ يكرر التأكيد على التزام الدول الأعضاء بمنع تنقل الإرهابيين أو الجماعات الإرهابية، وفقا للقانون الدولي الساري، بوسائل منها فرض ضوابط فعالة على الحدود،"	0
"كما تم تقديم توصيات تتعلق بإشراك الجهات الفاعلة الوطنية لضمان المعرفة الكافية بالخلفية الاجتماعية والسياسية والثقافية ذات الصلة بالقضايا ولتعزيز تطوير قطاع العدالة الوطنية."	1
"ويضم مجلس جزر المحيط الهادئ جميع أعضاء المنتدى بالإضافة إلى حكومات ساموا الأمريكية وكومنولث ماريانا الشمالية وبولينيزيا الفرنسية وغوام وكاليدونيا الجديدة وجزيرة نورفولك وواليس وفوتونا."	0
"\"ويرحب مجلس الأمن بإنشاء الفريق التقني لبرنامج الحدود التابع للاتحاد الأفريقي لتحديد خط الوسط للمنطقة الحدودية الآمنة المنزوعة السلاح بشكل قاطع على الأرض، ويؤكد مجددا أن خط الوسط للمنطقة الحدودية الآمنة المنزوعة السلاح لا يمس بأي حال من الأحوال بالوضع القانوني الحالي أو المستقبلي للحدود والمفاوضات الجارية بشأن المناطق المتنازع عليها والمطالب بها وترسيم الحدود."	1
"وأشجع حكومة العراق على التعجيل باتخاذ المزيد من الخطوات العملية نحو الوفاء بالتزاماتها بموجب الفقرة 14 من قرار مجلس الأمن 1284 (1999)."	1
"المقرر عقدها يوم الأربعاء 7 آذار/مارس 2012، الساعة 3:15 بعد الظهر."	0
"وفي ذلك الاجتماع، اتفق الطرفان على مزيد من التعاون بشأن قضايا مسح السكك الحديدية وعودة اللاجئين والنازحين داخلياً."	1
"أحيل إليكم طيه ثلاث وثائق:"	0
"ويجري وضع معايير وإجراءات موحدة في ستة مجالات رئيسية هي: مدونة قواعد السلوك؛ ومواد واستراتيجيات التدريب؛ وتوحيد إجراءات إحالة الشكاوى داخل الوكالة؛ والتوعية المجتمعية؛ وتوحيد إجراءات الشركاء المنفذين لوكالات الأمم المتحدة والبعثة امتثالا لنشرة الأمين العام (ST/SGB/2003/13) بشأن التدابير الخاصة للحماية من الاستغلال الجنسي والاعتداء الجنسي؛ ونقل الشكاوى التي تتلقاها إحدى الوكالات بشأن حادث يتعلق بموظف في وكالة أخرى."	0
"185. ومن الاستنتاجات المشتركة أن الحكومة ارتكبت، في تصديها للتمرد، أفعالاً ضد السكان المدنيين، مباشرة أو من خلال جماعات مسلحة بديلة ترقى إلى انتهاكات جسيمة لحقوق الإنسان والقانون الإنساني."	0
"وبالإضافة إلى ذلك، قدمت السيدة بيلامي ثلاثة مندوبين من الأطفال إلى منتدى الأطفال - ويلموت من ليبيريا، وإليزا من البوسنة والهرسك، وخوسيه من تيمور الشرقية - الذين قدموا روايات شخصية تصف تجارب الأطفال العالقين في النزاعات المسلحة وتناشد بإنهاء الحرب."	1
"واعتمد المجلس أيضا بيانا رئاسيا (S/PRST/2011/17)، شدد فيه على ضرورة تحسين الاتصالات بينه وبين البلدان المساهمة بقوات عسكرية والبلدان المساهمة بقوات عسكرية ووحدات شرطة والأمانة العامة للأمم المتحدة وغيرها من الجهات المعنية من أجل تعزيز روح الشراكة والتعاون والثقة والثقة المتبادلة وكفالة استفادة المجلس من آراء العاملين في الميدان عند اتخاذ قراراته بشأن ولايات حفظ السلام."	0
"الحالة في كوت ديفوار (20 كانون الأول/ديسمبر 2002؛ 18 تموز/يوليه 2012)"	0
"كما واصل الفريق الاضطلاع بدور نشط في وضع تدابير لمكافحة تمويل الإرهاب من خلال مشاركته في الاجتماعات العامة لفرقة العمل المعنية بالإجراءات المالية واجتماعات الهيئات الإقليمية على غرار فرقة العمل المعنية بالإجراءات المالية."	0
"(ب) المشاركة بنشاط في فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب التي أنشئت لمساعدة الدول الأعضاء في تنفيذها للاستراتيجية العالمية."	0
"لا يمكن لأي دولة أن تتصدى للإرهاب بمفردها، لأن طبيعة التهديد الإرهابي العابرة للحدود الوطنية تتطلب التعاون والتنسيق مع الدول الأخرى."	1
"(س) نكوسازانا دلاميني - زوما، رئيسة مفوضية الاتحاد الأفريقي."	0
"(د) مواصلة الحوار وتبادل المعلومات مع جهات الاتصال أو المنسقين المعينين بشأن المسائل المتعلقة بمساهماتهم في تنفيذ القرار 1540 (2004);"	1
"ويؤكد من جديد كذلك تصميمه على مكافحة الأخطار التي تهدد السلم والأمن الدوليين الناجمة عن الأعمال الإرهابية بجميع الوسائل الممكنة وفقا لميثاق الأمم المتحدة."	1
"وبالتالي، في حالة عدم اعتراض أي دولة أو تقديمها لطلب الشطب أو عندما تكون المعلومات المقدمة غير كافية أو متضاربة، يمكن إحالة المسألة إلى المكتب."	1
"لم يتم توجيه الاتهام إليهم رسمياً."	0
"62. يوفر نظام المعاهدات المتعددة الأطراف الأساس المعياري لجميع جهود عدم الانتشار."	0
"ويحث المجلس [الدولة المتضررة] على الاستمرار في توفير اللجوء لجميع اللاجئين بغض النظر عن أصلهم."	1
"وفي هذا الصدد، سيزور فريق متعدد التخصصات تابع للأمم المتحدة قريبا جمهورية أفريقيا الوسطى وجمهورية الكونغو الديمقراطية والسودان وأوغندا لتقييم التهديد الذي يشكله جيش الرب للمقاومة وتقديم توصيات لتعزيز جهود الأمم المتحدة وتنسيقها بشكل أفضل للمساعدة في التصدي لمشكلة جيش الرب للمقاومة في المنطقة دون الإقليمية."	1
"الدروس المستفادة: انعكاسات دفعة عام 2012"	0
"وإدراكا منه لقيمة الإحاطات السنوية التي يقدمها رؤساء العناصر العسكرية، قال المجلس إنه يرحب أيضا بإحاطات مماثلة يقدمها رؤساء عناصر الشرطة من أجل تحسين فهمه للتحديات التشغيلية."	1
"يتم ربط المعابر البرية في جنوب أفريقيا بقاعدة بيانات مركزية، كما أن جميع نقاط الدخول متصلة بنظام آلي مركزي يسجل جميع بيانات المسافرين ويحتوي على قوائم تحذيرية يتم تحديثها بانتظام بالمعلومات الواردة من وكالات إنفاذ القانون."	0
"سيعتمد دعم الحركة الاستراتيجية، قدر الإمكان، على قدرات الأمم المتحدة وخطوط الإمداد الإقليمية الحالية للأمم المتحدة;"	0
"وأثار بعض محاورينا العراقيين تساؤلات حول ما ينطوي عليه هذا المصطلح - \"المصالحة الوطنية\" - ويتطلبه بالفعل."	0
"ويبقى أن ننتظر لنرى ما إذا كان هذا الحدث يبشر بانحسار نفوذ وسطاء النفوذ الإقليمي أو مجرد تغيير في القيادة."	0
"165. هناك إحدى عشرة دولة طرفا في اتفاقية تمويل الإرهاب، وقد جرمت ست من هذه الدول تمويل الإرهاب على نحو كاف."	1
"وشدد العديد من أعضاء المجلس على أن التنفيذ الكامل للقرار 2118 (2013) لم يتحقق بعد وأن المجلس بحاجة إلى مواصلة الرصد اليقظ للجهود الرامية إلى تحقيق القضاء على برنامج الأسلحة الكيميائية للجمهورية العربية السورية إلى أن يتم ذلك، وكذلك القضاء على استخدام الأسلحة الكيميائية الذي يشكل انتهاكا لأحكام القرار 2118 (2013)."	0
