"es"	"VerCoop"
"También se hizo referencia a las funciones legislativas asumidas por el Consejo."	0
"16. ¿Ha incluido los nombres de las personas designadas en su \"lista de detención\" o lista de controles fronterizos de su país? Sírvase bosquejar brevemente las medidas adoptadas y los problemas con que se ha tropezado."	0
"Desde que se estableció el Fondo Fiduciario contra el Terrorismo, la Dirección Ejecutiva ha sido más eficiente en la gestión de las contribuciones voluntarias para apoyar sus actividades."	1
"Hecho en Kampala el 22 de noviembre de 2002."	0
"El Grupo investigó esa afirmación y descubrió que se trataba de Samuel Wlue, ex Ministro de Comercio e Industria del Gobierno Nacional de Transición de Liberia."	0
"No obstante, la prevención solo será eficaz si las operaciones de mantenimiento de la paz disponen de los recursos necesarios para llevar a cabo su mandato."	0
"Por otra parte, fueron acreditados 25.984 observadores internacionales y nacionales."	0
"Algunos de nuestros interlocutores iraquíes preguntaron qué era lo que significaba exactamente la expresión reconciliación nacional y qué era lo que requería."	0
"Tengo el honor de informarle de que he recibido una solicitud del Gobierno del Pakistán de que establezca una comisión internacional en relación con el asesinato, el 27 de diciembre de 2007, de la ex Primera Ministra del Pakistán, Mohtarma Benazir Bhutto."	1
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"Por esta razón, es importante establecer mecanismos efectivos, duraderos e integrales para la colaboración regional en las áreas del cumplimiento de la ley, la seguridad de la fronteras, y la asistencia judicial mutua y la extradición."	1
"OTAN y República de Moldova"	0
"En el Código Penal y la Ley de Procedimiento Penal del Sudán no se prevén disposiciones de fondo ni de procedimiento que puedan aplicarse a la situación especial de los crímenes cometidos durante un conflicto armado."	0
"De hecho, el Fondo Fiduciario fue establecido por el Estatuto de Roma como una expresión de la adhesión de los Estados partes a la función de justicia restaurativa del sistema, prestando apoyo a las actividades que abordan el perjuicio resultante de los delitos inscritos en la jurisdicción de la Corte."	1
"Los referidos procedimientos se aplican en todos los casos, afecten, o no, a una asociación sin fines lucrativos."	0
"En consecuencia, esta parte de la reclamación no es indemnizable."	0
"El Consejo de Seguridad se reunió a nivel ministerial el 22 de septiembre para examinar los aspectos civiles de la gestión de los conflictos y la consolidación de la paz."	1
"Tomamos nota de las inquietudes en materia de seguridad que, según Israel, lo obligan a proseguir esos vuelos, sobre todo de las supuestas violaciones del embargo sobre las armas establecido en virtud de la resolución 1701 (2006)."	0
"La resolución 1373 (2001) del Consejo de Seguridad sigue siendo muy pertinente, además de ser un documento clave de las Naciones Unidas en la esfera de la lucha contra el terrorismo."	1
"Además, el Equipo propone que el Comité examine las ventajas de una supresión condicional o provisional, en virtud de la cual el Comité podría o bien adoptar un período prolongado de exención para algunos talibanes incluidos en la Lista o incluso suspender las sanciones por completo, con sujeción a determinadas condiciones, mientras recibiese periódicamente, durante un lapso de tiempo definido, garantías de que su inclusión ya no es necesaria."	1
"La intensificación de la aplicación de las normas será fundamental para fomentar la confianza de los serbios de Kosovo y de otras minorías durante un período de mayor tensión política, y será esencial para lograr la confianza de la región y de la comunidad internacional."	1
"Así pues, el Grupo valora en 381.495 dólares de los EE.UU. este elemento de pérdida."	0
"La Comisión recibió información fidedigna de que esas personas habían sido torturadas y sometidas a tratos crueles, inhumanos y degradantes."	0
"13. Alienta al Gobierno de Burundi a que siga esforzándose por ampliar el respeto y la protección de los derechos humanos, incluso mediante el establecimiento de una comisión nacional independiente de derechos humanos, teniendo presentes los Principios de París enunciados en la resolución 48/134 de la Asamblea General, y lo alienta también a que ponga fin a la impunidad y tome las medidas necesarias para asegurar que sus ciudadanos disfruten plenamente, sin temor ni intimidación, de sus derechos civiles, políticos, sociales, económicos y culturales, consagrados en la Constitución de Burundi y enunciados en los instrumentos internacionales de derechos humanos, incluidos los que Burundi ha ratificado;"	1
"Que se celebrará el martes 15 de febrero de 2005, a las 13.05 horas"	0
"En mi reunión con las más altas autoridades congoleñas, entre ellas el Presidente Joseph Kabila, les planteé las cuestiones del debido proceso en los juicios y el uso de la pena de muerte."	1
"El Consejo de Seguridad señala también la importancia de que exista una estrecha colaboración dentro de todos los organismos gubernamentales, entre ellos y con las organizaciones internacionales para combatir el terrorismo y la incitación a cometer actos terroristas."	1
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"Aunque seguiré insistiendo con los Estados que aún no han respondido a mi solicitud de contribuciones para una fuerza multinacional y le pediría que siguiera ayudándome a encontrar un país dispuesto a ponerse al frente de la fuerza, desearía presentar al Consejo las propuestas adjuntas de opciones alternativas (véase el anexo)."	1
"El UNICEF, la OMS y el UNFPA están apoyando al Ministerio de Salud en la conclusión de la estrategia nacional sobre la salud reproductiva y la salud madre-hijo."	0
"La cantidad y la magnitud de los ataques terroristas que se atribuyen a Al-Qaida demuestran que la red sigue desarrollándose y teniendo acceso a recursos financieros suficientes para apoyar sus actividades."	1
"Aproximadamente la mitad de los Estados realizan controles aduaneros para luchar contra el tráfico ilegal de armas pequeñas y armas ligeras, municiones y explosivos, pero sigue siendo necesario reforzar los controles aduaneros y capacitar a los oficiales de aduanas."	1
"La economía de Côte d'Ivoire sigue sufriendo las consecuencias adversas de la crisis."	0
"También ha llegado el momento de que Belgrado abandone su posición negativa respecto de la participación de los serbios de Kosovo."	1
"Es importante que también se preste atención especial a actividades de formación especializada para investigadores, fiscales y jueces en esferas como la lucha contra la utilización de Internet con fines de terrorismo; el apoyo y la asistencia a las víctimas de actos de terrorismo; la lucha contra el terrorismo con armas químicas, biológicas, radiológicas y nucleares; la lucha contra los delitos de terrorismo relacionados con el transporte y la lucha contra la financiación del terrorismo."	0
"En la 5798ª sesión del Consejo de Seguridad, celebrada el 11 de diciembre de 2007, en conexión con la consideración por el Consejo del tema titulado \"Amenazas a la paz y la seguridad internacionales causadas por actos terroristas\", la Presidencia del Consejo de Seguridad hizo la siguiente declaración en nombre del Consejo:"	1
"Participan en la Misión 24 Estados miembros de la Unión Europea (con 420 agentes de policía) y nueve Estados contribuyentes que no son miembros de la Unión Europea (con 52 agentes de policía)."	0
"El mundo entero, y en especial el pueblo de Sierra Leona, observará su actuación atentamente."	0
"El Consejo de Seguridad reafirma asimismo la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas. El Consejo recuerda a los Estados que deben asegurarse de que todas las medidas que adopten en la lucha contra el terrorismo se ajusten a la totalidad de las obligaciones que les incumben en virtud del derecho internacional, en particular a las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario."	1
"Además, se ha creado un equipo móvil que visita las comunidades más alejadas, en especial las minoritarias, para las que sería difícil el acceso a los centros de información."	1
":: El Consejo de Seguridad puede ser más eficaz alentando a los Estados a hacer más para investigar y enjuiciar las violaciones graves del derecho internacional humanitario. ¿Cómo puede evaluarse esto? ¿Cómo puede \"incentivar\" el Consejo a los Estados a que actúen contra la impunidad?"	1
"El comunicado sobre la sesión se emitió el 18 de noviembre de 2003 (S/PV.4860)."	0
"Utilización de un sistema de evaluación participativa para garantizar que las mujeres y las niñas repatriadas y las desplazadas internas puedan influir en la implantación de estrategias y programas de reintegración y en su contenido, perfeccionamiento de los parámetros de evaluación de la reintegración que tienen en cuenta el género en relación con cuestiones tales como la reforma constitucional y los procesos electorales; indicadores desglosados por sexo."	1
"\"El Consejo de Seguridad subraya la importancia que reviste el compromiso de Etiopía y Eritrea de sentar las bases para una paz sostenible en la región y, consciente de las responsabilidades que incumben a las Naciones Unidas en virtud de los Acuerdos de Argel, sigue decidido a alentar y ayudar a ambos países a alcanzar ese objetivo."	0
"Tráfico de drogas y delincuencia organizada transnacional"	0
"- La Ley de ejercicio de la medicina veterinaria, de 2 de diciembre de 1994;"	0
"El Consejo de Seguridad reafirma además su determinación en combatir por todos los medios posibles las amenazas a la paz y la seguridad internacionales causadas por actos de terrorismo, de conformidad con la Carta de las Naciones Unidas."	1
"En el párrafo 7 del anexo de mi carta de 8 de agosto de 2005 indicaba que la fianza en efectivo de las 249 cartas de crédito que habían expirado el 31 de diciembre de 2004 seguiría manteniéndose en la cuenta de las Naciones Unidas para el Iraq hasta el 30 de noviembre de 2005 a fin de poder hacer pagos a los vendedores si se recibían los documentos de autenticación que confirmaban que se habían entregado los bienes en el período de validez de las cartas de crédito. Sin embargo, en el curso de recientes consultas con las autoridades competentes, el Gobierno del Iraq pidió una prórroga de este plazo para la recepción de los documentos de autenticación hasta el 31 de diciembre de 2005 a fin de dar más tiempo para la tramitación."	1
"En este sentido, el Consejo de Seguridad alienta a todos los Estados de la región a que firmen y apliquen el Código de Conducta cuanto antes, y los exhorta a que sigan adoptando en el ámbito nacional medidas eficaces para luchar contra la piratería y el robo a mano armada en el mar en el golfo de Guinea."	1
"Consideramos que el nombramiento de un enviado especial, independientemente del título que se le dé y de las razones que se aleguen, sólo puede equivaler a establecer un \"nuevo mecanismo\"."	1
"1. Reafirmar todas sus resoluciones anteriores sobre la cuestión de la ocupación por el Irán de las tres islas árabes del Golfo Árabe pertenecientes a los Emiratos Árabes Unidos;"	0
"La aprobación de una declaración de la presidencia en que se pida, entre otras cosas, la reafirmación de la solidaridad internacional en la lucha contra el terrorismo y se inste a los Estados Miembros a que pongan mayor empeño en la lucha contra el terrorismo."	1
"Proyecto de reglamento de la Organización de Energía Atómica del Irán sobre la protección física de las instalaciones y materiales, que se basa en el documento INFCIRC/225 del OIEA"	0
"Los debates y las negociaciones sobre el modo de garantizar la rendición de cuentas por los crímenes con arreglo al derecho internacional han continuado desde hace años en Burundi, inclusive con las Naciones Unidas."	1
"a) La distinción entre combatientes y civiles y la protección de los civiles, concretamente contra atentados a la vida y a la integridad corporal, especialmente el homicidio (esta norma fue reafirmada en algunos acuerdos concertados entre el Gobierno del Sudán y los rebeldes);"	1
"Que se celebrará el jueves 4 de diciembre de 2014, a las 15.00 horas"	0
"En ocasiones, estas medidas se inscriben en el contexto de la acción preventiva, cuando los actos terroristas están supuestamente en su fase preparatoria."	0
"- Convenio de Ginebra para aliviar la suerte que corren los heridos y los enfermos de las fuerzas armadas en campaña, 12 de agosto de 1949"	0
"Los miembros del Consejo dijeron que las Naciones Unidas debían liderar la respuesta internacional a las necesidades de Libia posteriores al conflicto."	0
"La ventaja que aporta el Equipo es la posibilidad de colaborar con los gobiernos de todo el mundo y de contactar con especialistas externos, para hacer una evaluación integrada de la amenaza que plantean Al-Qaida y sus grupos afines, y promover un régimen de sanciones selectivas eficaz y justo."	0
"Exhorta a la comunidad internacional a proporcionar financiación oportuna y adecuada para atender necesidades humanitarias creadas por distintas crisis, a fin de suministrar asistencia humanitaria suficiente para aliviar el sufrimiento de la población civil, en particular, la que se encuentre en zonas afectadas por un conflicto armado o que sale de una situación de conflicto."	1
"Prestación de apoyo a las organizaciones de mujeres en las comunidades en que esté desplegado personal de mantenimiento de la paz para aumentar la conciencia sobre el VIH/SIDA y fortalecer las estrategias de prevención de la comunidad."	1
"Esas acciones pueden considerarse como una participación indirecta en el engaño a la opinión pública y el desprecio de la posición del Gobierno de Siria con respecto a los acontecimientos ocurridos en su propio territorio. Se trata de una incitación irresponsable a toda suerte de actos violentos, proporcionando cobertura internacional a los actos terroristas internacionales emprendidos por grupos terroristas contra Siria, sus intereses y su pueblo."	0
"El Programa de Acción contiene sugerencias concretas para mejorar la legislación y los controles nacionales, y la asistencia y la cooperación internacionales, y pide a los Estados que atiendan las necesidades especiales de los niños afectados por el conflicto armado."	0
"Uno de los agentes de la PNTL fue muerto por un soldado unos 30 minutos más tarde."	0
":: Jan Eliasson, Vicesecretario General de las Naciones Unidas"	0
"El Consejo de Seguridad reconoce y continúa alentando los esfuerzos de la Liga de los Estados Árabes de contribuir al afán colectivo por resolver los conflictos del Oriente Medio de forma pacífica y promover reacciones internacionales a las transformaciones que experimenta la región, reafirmando al mismo tiempo su firme compromiso con la soberanía, la independencia, la unidad y la integridad territorial de los países de la región y con los propósitos y principios de la Carta."	1
"Con la ayuda de los donantes, en lo que va de año se han reconstruido unas 20.000 casas de familias vulnerables cuyos hogares resultaron destruidos o sufrieron graves daños durante el conflicto."	0
"Deplorando el hecho de que los talibanes sigan proporcionando un refugio seguro a Usama bin Laden y permitiendo que él y sus asociados dirijan una red de campamentos de adiestramiento de terroristas en territorio controlado por los talibanes y utilicen el Afganistán como base para patrocinar operaciones terroristas internacionales,"	0
":: La aplicación de una estrategia de comunicación más proactiva con el fin de que se comprenda mejor la función que desempeñan el Comité y la Dirección Ejecutiva en el ámbito de la lucha contra el terrorismo."	1
"Este método doble (utilizar las restricciones aplicables en todo el espacio de Schengen para excluir a las personas incluidas en la lista procedentes de fuera de la zona, al tiempo que se mantienen las restricciones nacionales para limitar la circulación de los extranjeros incluidos en la lista dentro de la zona) puede servir de modelo para otros Estados de regiones establecidas o en desarrollo en que se hayan eliminado las fronteras o en que no haga falta visado."	1
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"Reitera la importancia de que se cumplan las disposiciones pertinentes del derecho internacional humanitario y del derecho internacional relativo a los derechos humanos y los refugiados y de que se dé la debida formación en ese derecho, especialmente por lo que respecta a las disposiciones sobre los niños y el género, así como sobre técnicas de negociación y comunicaciones, sensibilización cultural, coordinación entre civiles y militares y sensibilización para prevenir el VIH/SIDA y otras enfermedades transmisibles, al personal que participa en actividades de establecimiento, mantenimiento y consolidación de la paz, pide al Secretario General que difunda directrices sobre el particular y vele por que el personal de las Naciones Unidas reciba la capacitación correspondiente, e insta a los Estados Miembros pertinentes a que, cuando sea necesario y viable, impartan las instrucciones adecuadas y velen por que se incluyan los debidos cursos de formación en los programas para el personal que haya de participar en actividades similares."	1
"La comunidad internacional debe asumir la responsabilidad de proteger a la población civil de Darfur y poner fin a la impunidad endémica allí imperante."	1
"Que se celebrará el miércoles 22 de noviembre de 2006, a las 10.00 horas"	0
"Apoyo a la creación de asociaciones y redes de periodistas y defensa de la seguridad de las profesionales de los medios de comunicación y de los medios de comunicación independientes dirigidos por asociaciones de mujeres; fomento de la capacidad en las facultades de periodismo."	1
"Reconociendo la importancia de la justicia de transición para promover la reconciliación duradera entre todo el pueblo de Burundi y acogiendo con beneplácito el avance de los preparativos de las consultas nacionales sobre el establecimiento de mecanismos de justicia de transición, incluida la creación de un comité técnico de seguimiento y un foro de representantes de la sociedad civil,"	1
"El consorcio creará y mantendrá un archivo en línea para recopilar y poner a disposición de investigadores, analistas y encargados de la formulación de políticas las versiones no editadas de las exposiciones de los participantes del Grupo de Contacto que reflejen sus opiniones acerca de las iniciativas internacionales emprendidas desde 2008 para combatir la piratería frente a las costas de Somalia."	0
"\"El Consejo de Seguridad reafirma su compromiso con la independencia, soberanía, unidad e integridad territorial del Iraq y pone de relieve la importancia de la estabilidad y la seguridad del Iraq para su pueblo, la región y la comunidad internacional."	1
"Los funcionarios presentaron la opinión del Gobierno y explicaron sus políticas sobre el conflicto en Darfur."	1
"También se recomienda que el Gobierno de Nepal asuma un compromiso claro respecto de la reintegración de los niños vinculados con las fuerzas armadas y los grupos armados, y que mejore los mecanismos jurídicos de protección de los niños, tipificando como delito su reclutamiento y procesando a quienes infrinjan los derechos de los niños."	1
"Sin embargo, el Partido Socialdemócrata del Viceprimer Ministro ha manifestado públicamente que no se retirará de la coalición de la AMP para no poner en peligro la estabilidad del Gobierno."	1
"Ningún Estado puede luchar solo contra el terrorismo, porque la naturaleza transnacional de la amenaza terrorista requiere la cooperación y la coordinación con otros Estados."	1
"Hicieron notar que la negativa de Etiopía a permitir que se completara la demarcación, así como las continuas y crecientes restricciones a la labor de la MINUEE, planteaban serias dudas sobre la viabilidad a largo plazo de la Misión."	0
"A medio plazo, se procuraría sobre todo controlar las zonas mineras, eliminar la amenaza que plantean los grupos armados de Ituri y restringir la presencia de las FDLR en determinadas zonas con miras a facilitar el proceso de desarme, desmovilización, repatriación, reintegración y rehabilitación."	0
"La información presentada en informes anteriores examinados por la Comisión se basa sobre todo en declaraciones de testigos obtenidas en entrevistas a personas desplazadas dentro del país y refugiados."	1
"El Consejo condena toda acción unilateral que tenga por objeto crear situaciones sobre el terreno que perjudiquen los resultados de las negociaciones."	0
"Les alienta a que redoblen sus esfuerzos para proporcionar seguridad a las poblaciones civiles en su territorio, incluidos los extranjeros a los que acojan como refugiados."	1
"Exhortando a los Estados a trabajar de consuno, con un sentido de urgencia, para prevenir y reprimir los actos de terrorismo, en particular acrecentando su cooperación y cumpliendo plenamente las convenciones internacionales pertinentes contra el terrorismo,"	1
"Al 1° de octubre se habían empadronado como votantes 5.849 nacionales de Côte d'Ivoire."	0
"En atención a estos objetivos, la MINUSTAH documentó casos generalizados de arresto ilegal, malos tratos y detención preventiva prolongada."	0
"c) Se prohíbe a la persona transferir, entregar en garantía o enajenar los haberes y otros bienes de propiedad embargados, excepto en la forma que se especifique en la orden."	0
"La orden prohíbe asimismo la venta o suministro por personas de los Estados Unidos o procedentes de los Estados Unidos, o que utilicen buques o aviones registrados en los Estados Unidos de: i) cualquier clase de equipo utilizado en minería; ii) vehículos o buques motorizados, o sus partes; iii) servicios de extracción de minerales o servicios de transporte subterráneos o por vía acuática, cualquiera que sea el origen, destinados al territorio de Angola, a menos que sea mediante un punto de entrada especificado."	0
"d) El establecimiento de una Comisión de la Verdad y la Reconciliación en Côte d'Ivoire, con el apoyo de las Naciones Unidas y teniendo presentes la experiencia adquirida y las prácticas óptimas que han surgido en ese ámbito en los últimos años;"	1
"El Equipo celebró también su segunda reunión para jefes y jefes adjuntos de servicios de inteligencia y seguridad de seis Estados árabes en Ginebra (Suiza), en mayo del 2005, y continuó sus deliberaciones sobre la amenaza planteada por AlQaida y otras posibles medidas que se podrían someter a la consideración del Consejo de Seguridad."	1
"En el informe que aprobó el Comité Especial el 10 de marzo de 2000 (A/54/839) figura una serie de recomendaciones relativas a aspectos del Informe del Secretario General sobre la protección de los civiles en los conflictos armados (S/1999/957) y que tal vez pueda servir de referencia en los aspectos que se señalan más abajo."	1
"Sin embargo, queda mucho camino por recorrer para lograr un cambio efectivo y sostenido en lo que respecta a los productos y resultados sobre el terreno."	1
"El Consejo de Seguridad insta a los Estados, a las organizaciones internacionales y al sector privado a que compartan pruebas, información e inteligencia, según proceda, a efectos de las actividades policiales de lucha contra la piratería, incluidos el enjuiciamiento efectivo de los presuntos piratas y el encarcelamiento de los convictos, y alienta las iniciativas existentes y futuras a este respecto."	1
"D.3. Otras actividades relacionadas con el enriquecimiento"	0
"13. Decide seguir ocupándose de la cuestión."	0
"La Comisión halló pruebas de que algunas tribus árabes habían empezado a asentarse en zonas en las que anteriormente habitaban los desplazados, impidiendo de esta forma el ulterior regreso de éstos."	0
"a) Se hagan partes, como cuestión de urgencia, en todos los convenios y protocolos internacionales relativos al terrorismo, en particular el Convenio internacional de 1999 para la represión de la financiación del terrorismo, apoyen todas las iniciativas internacionales que se adopten a ese efecto y aprovechen plenamente las fuentes de asistencia y orientación que están apareciendo;"	1
"Un Boeing-707 de Ghana, con matrícula 9G-LAD, sobrevoló varios espacios aéreos tras partir de Sharjah y aterrizó en Monrovia con el número de vuelo ACP 801."	0
"La estrategia abordaría, asimismo, la investigación de los actos terroristas y la persecución de sus autores materiales, para llevar a los terroristas y a sus partidarios ante la justicia."	1
"B. Pérdidas financieras 409 - 411 86"	0
"Reiterando su pleno apoyo a los esfuerzos por alcanzar una solución general e inclusiva al conflicto de Darfur y teniendo presente el Acuerdo de Paz de Darfur y la necesidad de culminar el proceso político y poner fin a la violencia y los abusos en Darfur,"	1
"Si los bancos adoptan una actitud muy restrictiva para decidir qué es lo que se debe examinar como posibles casos de financiación del terrorismo, tienen tantas probabilidades de pasar por alto el uso de métodos nuevos como de descubrir el uso de métodos viejos."	0
"Seguimos preocupados por el hecho de que, pese a todos los intentos por restablecer la paz y la seguridad, los esfuerzos destinados a estabilizar la región oriental de la República Democrática del Congo se han visto afectados recientemente por importantes reveses."	0
"Insta a todas las partes interesadas a que cumplan las obligaciones internacionales que les son aplicables en relación con la protección de los niños afectados por un conflicto armado, así como las promesas concretas que han hecho al Representante Especial del Secretario General para la Cuestión de los Niños y los Conflictos Armados, al UNICEF y a otros organismos de las Naciones Unidas, y cooperen plenamente con las misiones de las Naciones Unidas para el mantenimiento de la paz y los equipos de las Naciones Unidas en los países ... en el seguimiento y la materialización de esas promesas."	1
"Relaciones entre Sierra Leona y los países vecinos"	0
"Adicionalmente existe un mecanismo de verificación a través del empadronamiento o censo de acuerdo con lo establecido en el Artículo 4 numeral VI de la Ley de Migración."	0
"El Consejo de Seguridad acoge con beneplácito las medidas adoptadas para aplicar un enfoque mejorado, amplio y más regional de la situación humanitaria, que incluya la prestación de asistencia a las víctimas de violencia sexual y de ataques de otro tipo, e insta a que se siga avanzando en ese ámbito."	1
"Aunque se espera que las medidas descritas en el presente informe mejoren la capacidad de la Misión de supervisar la observancia del acuerdo, las partes siguen siendo responsables de garantizar que sus fuerzas militares o de seguridad no cometan violaciones."	1
"A. Naturaleza y propósito de los procedimientos"	0
"La Comisión utiliza las mismas técnicas para el análisis de las comunicaciones en el caso Hariri que en los otros 18 casos."	0
"El Consejo de Seguridad resalta la pertinencia de las recomendaciones del Grupo de Acción Financiera en apoyo de la aplicación de las resoluciones 2170 (2014) y 2178 (2014), incluida su recomendación a los Estados de que apliquen sistemas de declaración o revelación de efectivo para el transporte entrante y saliente de moneda, y otras medidas para hacer frente a la amenaza de que algunos combatientes terroristas extranjeros y facilitadores estén actuando como transportistas de dinero para organizaciones terroristas."	1
"Cuando así lo exigen las circunstancias, los Comités Ejecutivos tratan cuestiones relacionadas con la situación de la mujer en zonas asoladas por los conflictos, incluidas las cuestiones de la violencia por motivos de género y la explotación y el abuso sexuales."	0
"Observando la labor del Foro Mundial contra el Terrorismo, en particular la publicación de varios documentos marco y buenas prácticas, en ámbitos que incluyen la lucha contra el extremismo violento, la justicia penal, los secuestros para cobrar rescate, el apoyo a las víctimas del terrorismo y las actividades policiales orientadas a la comunidad, para complementar la labor de las entidades de las Naciones Unidas de lucha contra el terrorismo en estos ámbitos, y alentando a la Dirección Ejecutiva del Comité contra el Terrorismo a que mantenga su interacción con el Foro Mundial en su labor con los Estados Miembros para promover la plena aplicación de las resoluciones 1373 (2001) y 1624 (2005),"	1
"Reconociendo que la consideración de la cuestión de la protección de los periodistas en los conflictos armados por el Consejo de Seguridad se basa en la urgencia y la importancia de esa cuestión, y reconociendo la valiosa función que puede desempeñar el Secretario General para suministrar más información a ese respecto,"	1
"h) Durante la fase de diálogo, el Ombudsman tendrá debidamente en cuenta las opiniones de los Estados proponentes, así como las de otros Estados Miembros que hayan presentado información pertinente, en particular, los Estados Miembros más afectados por los actos o las asociaciones que dieron lugar a la designación original."	1
"i) pérdidas, daños y reclamaciones de subcontratistas y proveedores;"	0
"Según Nevsun, en 2012 la producción de oro fue de 313.000 onzas."	0
"Las directrices, por lo tanto, se remitieron a la OIT para su examen y posible adopción de medidas."	1
"A la vista de las deficiencias probatorias de esta reclamación, no se pidió al Grupo que examinase ninguna de las cuestiones adicionales a las ya descritas en los párrafos 134 a 140 del primer informe E/F."	0
"c) Exhorta además a todas las partes enumeradas en los anexos del informe del Secretario General sobre los niños y los conflictos armados a que hagan frente a todas las demás violaciones y abusos cometidos contra los niños y adopten medidas y compromisos concretos al respecto;"	1
"Grupo II: El grupo II, compuesto por cinco inspectores, salió del Hotel Canal de Bagdad a las 8.25 horas y se presentó en la Empresa Pública Ar-Raya, una empresa del Organismo de Industrias Militares situada en la zona de Tayi, a 20 kilómetros del norte de Bagdad."	0
"De los 57 civiles muertos, 5 eran niños (2 murieron torturados) y 51 eran combatientes rebeldes."	0
"El Consejo de Seguridad alienta a las Naciones Unidas, la Unión Africana, la CIRGL y la Comunidad de África Meridional para el Desarrollo (SADC) y otras organizaciones internacionales y regionales pertinentes a que continúen actuando de consuno, con la participación sostenida y el apoyo de la comunidad internacional, con miras a la aplicación del Marco PSC."	1
"La Representante Especial declaró que las hostilidades no permitían albergar esperanzas en el sentido de que las partes enfrentadas fueran a concertar un acuerdo durante las conversaciones de paz dirigidas por la IGAD que se celebrarían el 6 de noviembre."	1
"La Operación también colaborará con el Facilitador alentando a las partes a llegar a un acuerdo eficaz para el control de las armas almacenadas, con arreglo a la función de supervisión asignada a la ONUCI y la fuerza Licorne en el Acuerdo de Uagadugú."	1
"c) Alentar la implantación de procedimientos para verificar que los solicitantes de asilo y los refugiados no hayan cometido actos terroristas."	1
"Las investigaciones de la MINUSTAH y la Policía Nacional de Haití en torno al secuestro y posterior asesinato indicaron que el crimen había tenido motivaciones políticas, pero no permitieron establecer de forma concluyente la responsabilidad de los hechos."	0
"En las consultas oficiosas celebradas el 2 de mayo, los miembros del Consejo escucharon un nuevo informe provisional del Asesor Especial del Secretario General en Chipre, Álvaro de Soto, relativo a las conversaciones directas entre los líderes grecochipriotas y turcochipriotas, que habían venido celebrándose desde enero de conformidad con el acuerdo concertado el 4 de diciembre de 2001."	1
"A fin de dar respuesta a esa petición del Consejo de Seguridad, el Comité espera que, antes de finales de noviembre de 2009, la Dirección Ejecutiva le presente para su examen una primera actualización del estudio sobre la aplicación de la resolución 1373 (2001) a nivel mundial."	0
"v) Colaborar con las organizaciones internacionales y regionales competentes con el fin de promover el conocimiento y el cumplimiento de las medidas;"	1
"14. Solicita al Grupo de Expertos que siga investigando la financiación y el papel de los grupos armados, militares y políticos en los ataques contra el personal de la UNAMID en Darfur, y observa que las personas y entidades que planifican o patrocinan esos ataques, o participan en ellos, constituyen una amenaza para la estabilidad de Darfur y, por tanto, pueden cumplir los criterios de inclusión en la lista que figuran en el párrafo 3 c) de la resolución 1591 (2005);"	0
"Fue violada sucesivamente por cuatro soldados."	0
"El Consejo de Seguridad apoya las conversaciones de las seis partes y exhorta a que se reanuden sin tardanza con miras a que se logre de manera pacífica la desnuclearización verificable de la península de Corea y se mantengan la paz y la estabilidad en la península de Corea y en el Asia nororiental."	1
"El Gobierno de Nepal debería velar por que se adopten las medidas adecuadas para proteger a las víctimas o testigos menores de edad y a los niños acusados de delitos cometidos en el contexto del conflicto, así como para promover la participación de los niños en cualquier actividad de justicia de transición, de modo que se den a conocer sus experiencias sobre el conflicto."	1
"La introducción de cambios en la estructura de policía de Bosnia y Herzegovina requerirá el apoyo de expertos internacionales de policía."	1
"Medidas selectivas y graduales en respuesta al tráfico ilícito de armas pequeñas y armas ligeras"	0
"El sitio web del Comité es un instrumento indispensable de transparencia para reforzar la conciencia pública en relación con las cuestiones pertinentes para la resolución 1540 (2004)."	1
"La academia será una importante institución para la puesta en práctica del nuevo plan de estudios y para el apoyo a la aplicación de la hoja de ruta para la reconstrucción de la fuerza de policía civil."	1
"La mejor forma de hacer frente al problema es dando a conocer las oportunidades que los métodos de pago nuevos crean para transferir fondos en forma encubierta y fuera del control de los gobiernos."	1
":: Varios miembros destacaron la necesidad de que la comunidad internacional se dedicara colectivamente a promover la armonía y el diálogo en el plano cultural y religioso, señalando que el terrorismo no tenía credo, cultura ni religión."	1
"Que se celebrará el viernes 17 de diciembre de 1999, a las 10.45 horas"	0
"Sesión Temática del Consejo de Seguridad sobre la lucha"	1
"Se denunció públicamente la actuación de la PNTL, calificándola de excesiva y de irrespetuosa hacia un destacado ex combatiente de la resistencia."	0
"Un helicóptero, a bordo del cual viajaban 10 inspectores, despegó del aeropuerto de la Base de Al-Rashid y llegó a la Refinería Basora, dependiente del Ministerio de Petróleos."	0
"Según el acta literal provisional de la 4688ª sesión del Consejo de Seguridad, celebrada el 20 de enero de 2003 (S/PV.4688), los miembros del Consejo formularon observaciones, sugerencias y propuestas sobre los temas siguientes: instrumentos internacionales; cooperación internacional; función de las organizaciones internacionales, regionales y subregionales; asistencia; y Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) (en adelante denominado Comité contra el Terrorismo)."	1
