"","en_ar_DEEP","MatCoop"
"1822","وسوف يعطي صوتاً للشباب من خلال العمل كمنتدى يضمن تماسك السياسات ويعزز اهتمام الشباب بالسياسات الحكومية.",1
"1823",":: يبلغ عدد سكان موديرا 1400 أسرة ويبلغ إجمالي عدد سكانها 6020 نسمة",0
"1824","2. المسألة الهندية الباكستانية (S/628).",0
"1825","وأجريت أيضا مشاورات مع أعضاء السلك الدبلوماسي والمجتمع المدني والمنظمات غير الحكومية الوطنية والدولية.",0
"1826","(أ) اعتماد وتنفيذ أطر قانونية وطنية لمكافحة الإرهاب تكون شاملة ومتماسكة وتشمل جميع الجرائم الإرهابية المنصوص عليها في الصكوك الدولية لمكافحة الإرهاب، وتكون متوافقة في نفس الوقت مع المعايير الدولية لحقوق الإنسان؛",1
"1827","وأعرب عن قلقه إزاء تزايد عمليات هدم المباني في فلسطين، وخطر النقل القسري لتجمع بدو أم الخير، واستمرار النشاط الاستيطاني الإسرائيلي، والذي قال إنه يشكل انتهاكا للقانون الدولي.",0
"1828","بناء على تعليمات قاضي التحقيق الأول لدى المحكمة العسكرية، وبموافقة المدير العام لقوى الأمن الداخلي، تم نقل سيارات موكب الحريري إلى ثكنة الحلو، بعد تصويرها في مكانها وبالفيديو وتم التسجيل بحضور قائد أمانة بيروت الإقليمية الثانية وآمر فرقة مرور بيروت الثانية وآمر مفرزة البرج وفرقة من المباحث الجنائية، وباستخدام الأضواء التي وفرها الدفاع المدني وذلك بموجب البلاغ رقم ​​144/302 المؤرخ في 14 شباط/فبراير 2005.",1
"1829","لقد أصبح مدى التلوث بالذخائر العنقودية واضحا بشكل متزايد مع تقدم عمل منظمة مكافحة الألغام الأرضية.",1
"1830","وإذ يعرب عن تصميمه على تسهيل تنفيذ التزامات مكافحة الإرهاب وفقا لقرارات مجلس الأمن ذات الصلة،",0
"1831","لقد جرمت جميع الدول الآن في قوانينها المحلية توفير الملاذ الآمن للإرهابيين ومؤيديهم واستخدام أراضيها لارتكاب أعمال إرهابية أو الإعداد لها ضد دول أخرى أو مواطنيها.",0
"1832","المرسوم رقم 45/6124 (21 ديسمبر 1945)",0
"1833","أولاً، في حين أن سيراليون هي العضو الأكثر تقدماً في مبادرة ساحل غرب أفريقيا، فإن بطء وتيرة التقدم في أماكن أخرى يعيق تبادل المعلومات الاستخباراتية والإنذار المبكر.",0
"1834","21 - ودعم الفريق العامل 3، برئاسة جمهورية كوريا، الجهود التي تبذلها الدول والصناعة البحرية والمجموعات العمالية لحماية السفن من القرصنة قبالة سواحل الصومال.",1
"1835","4. يقرر أن تكون ولاية بعثة الأمم المتحدة في السودان على النحو التالي:",0
"1836","إن عمل منظمات مثل اليونسكو وبرنامج الأمم المتحدة الإنمائي وتحالف الأمم المتحدة للحضارات، التي تركز على منع نشوب الصراعات، وبناء ثقافة السلام، والقضاء على الفقر، وتعزيز التنمية المستدامة والإدماج الاجتماعي من خلال التعليم والثقافة والاتصال في أفريقيا، أصبح بالغ الأهمية.",1
"1837","2 - تحركت المجموعة الثانية المكونة من خمسة مفتشين من فندق القناة ببغداد في الساعة 25/8 صباحا متجهة إلى شركة الراية العامة التابعة لهيئة التصنيع العسكري في التاجي الواقعة على مسافة 20 كم شمال بغداد.",0
"1838","كما تم تقييد حرية التنقل.",0
"1839","19 - وفيما يتعلق بحظر السفر، عملا بالفقرة 10 من القرار 1807 (2008)، نص المجلس على استثناءات للسفر على أساس الحاجة الإنسانية، بما في ذلك الالتزامات الدينية، لتعزيز السلام والمصالحة الوطنية والاستقرار في المنطقة. لعبور الأفراد العائدين إلى أراضي الدولة التي يحملون جنسيتها أو المشاركين في الجهود الرامية إلى تقديم مرتكبي الانتهاكات الجسيمة لحقوق الإنسان أو القانون الإنساني الدولي إلى العدالة.",1
"1840","3 - طوال الفترة المشمولة بالتقرير، ركز المنسق الرفيع المستوى، السفير غينادي تاراسوف، أنشطته على مهمة بناء الثقة والتعاون بين الكويت والعراق بهدف تعزيز مشاركتهما العملية في البحث عن الأشخاص المفقودين والممتلكات وتشجيع ولتحقيق تقدم ملموس وهام نحو تنفيذ أهداف الفقرة 14 من قرار مجلس الأمن 1284 (1999).",1
"1841","134. نجحت العينات التي تم جمعها من مسرح الجريمة وإجراء المزيد من فحوصات الطب الشرعي في التعرف على شاحنة ميتسوبيشي كانتر.",1
"1842","ولتنفيذ خطتهم، يعتزمون توحيد الميليشيات المختلفة الخاضعة لسيطرتهم وتجهيزهم وتدريبهم في فير فر (إثيوبيا) وواجد (منطقة باكول).",1
"1843","ونلاحظ أن الأمين العام يعرب في تقريره (S/2008/728) عن قلقه إزاء الحالة الأمنية في شرق جمهورية الكونغو الديمقراطية.",0
"1844","زيادة المساءلة عن انتهاكات حقوق الإنسان، بما في ذلك العنف القائم على النوع الاجتماعي؛ تم تطوير أدوات قانونية تراعي الفوارق بين الجنسين. G.5. تطوير وتوفير برامج دعم للضحايا تراعي الفوارق بين الجنسين، بما في ذلك برامج المساعدة القانونية وحماية الشهود.",1
"1845","التعاون مع القوات المالية وعملية برخان",1
"1846","وكما ذكر ممثل الجزائر في وقت سابق، فإن مشروع القرار، الذي لم يتم اعتماده بعد، يتضمن إدانة واضحة للغاية لجميع الهجمات الإرهابية ضد أي مدنيين، فضلا عن جميع أعمال العنف والتدمير.",0
"1847","ويلاحظ مجلس الأمن أن أفرقة التقييم المتعددة التخصصات التابعة للأمم المتحدة، بموافقة الدول المضيفة، يمكنها أن تساعد الدول وتدعمها في الفصل بين المقاتلين والمدنيين.",1
"1848","وعلى المستوى دون الإقليمي، سيزيد المكتب تعاونه، لا سيما مع الجماعة الاقتصادية والنقدية لوسط أفريقيا، والجماعة الاقتصادية لدول وسط أفريقيا، والقوة المتعددة الجنسيات التابعة للجماعة الاقتصادية والنقدية لوسط أفريقيا، في المجالات الأمن والإنذار المبكر والوقاية.",1
"1849","الوضع في الشرق الأوسط (18 يوليو 1960؛ 12 مارس 2012)",0
"1850","وإذ يقر أيضاً بالتوصية المتزامنة التي قدمتها اللجنة بأن هناك حاجة إلى استمرار المساعدة الدولية لمساعدة السلطات اللبنانية على كشف حقيقة هذا العمل الإرهابي، وأن الجهود المتواصلة من جانب المجتمع الدولي لإنشاء منصة للمساعدة والتعاون مع السلطات اللبنانية في مجال الأمن والعدالة أمر ضروري،",1
"1851","وفي المشاورات غير الرسمية التي أعقبت الاجتماع، أصر وكيل الأمين العام، برفقة موظفي البعثة المتكاملة، على أن التهديد مهم وحقيقي ومتطور، وبالتالي يجب بذل كل ما في وسعه لحماية أفراد البعثة المتكاملة في ظل التهديدات غير المتكافئة المتزايدة. وتعزيز القدرة التشغيلية للبعثة بما يتماشى مع ولايتها.",1
"1852","الحالة في قبرص (انظر S/11185/Add.28، 29، 32، 34 و 49؛ S/11593/Add.7-10، 23، 24 و 49؛ S/11935/Add.23، 24 و 50)؛ S/12269/Add.24، 35-37 و50؛ S/12520/Add.23، 45، 47 و49؛ 14326/Add.22 و50؛S/14840/Add.24 و50؛S/15560/Add.24، 46 و50؛ 23 و37 و49؛S/17725/Add.23 و49؛ Add.10 و23 و28 و49 و50؛S/22110/Add.23 و40 و49 و51؛S/23370/Add.14 و23 و28 و34 و47 و50؛ 19 و21 و23 و50؛S/1994/20/Add.9 و23 و29 و50؛ 1997/40/Add.25 و51؛ S/1998/44/Add.26 و51؛ 15/Add.24 و50؛S/2002/30/Add.23، 39 و47؛ 17 و23 و42؛ وS/2005/15/Add.23؛ وانظر أيضًا S/2001/15/Add.49؛ و 46؛ S/2004/20/Add.23 و 40؛ و S/2005/15/Add.22)",0
"1853","وقد تمت محاكمة السيد ولوي بتهمة الفساد وسوء إدارة الأموال الحكومية خلال فترة عمله كوزير، وتم إطلاق سراحه بكفالة في ذلك الوقت.",0
"1854","واليوم، تم إنشاء مجموعة شاملة من المؤسسات الجديدة. وهذا يمثل إنجازا هائلا.",0
"1855","وفي معرض الإشارة إلى أنه من غير الواضح عدد الأرواح التي فقدت خلال الأيام العديدة من القتال، ذكرت أن مراقبي وقف إطلاق النار التابعين للهيئة الحكومية الدولية المعنية بالتنمية (إيغاد) ألقوا باللوم على المعارضة في بدء النزاع.",0
"1856","وتؤكد التقارير الأخيرة عن المقاتلين السابقين الذين لقوا حتفهم بسبب المرض والجوع في مخيم كوتاكولي ضرورة قيام الحكومة بتوفير الموارد اللازمة لمعالجة الأوضاع السيئة في مواقع ما قبل نزع السلاح والتسريح وإعادة الإدماج، بما في ذلك عن طريق إتاحة مبلغ 10 ملايين دولار الذي تعهدت به المساهمة في الخطة الجديدة.",1
"1857","أصبحت فالينتيل الجناح المسلح للمجلس الوطني لمقاومة موبيري المنشأ حديثا. وضم هذا المجلس الجبهة الثورية لتيمور الشرقية المستقلة، والاتحاد الديمقراطي المسيحي وأحزاب قومية أخرى. ونتيجة لذلك فقدت الجبهة الثورية لتيمور الشرقية السيطرة المطلقة على سياسات المقاومة.",1
"1858","إن أي سلوك يتعارض مع هذه الحدود يعتبر غير قانوني"".",0
"1859","إحاطة حول عمليات حفظ السلام: بناء السلام بعد انتهاء الصراع",0
"1860","""ولا يزال مجلس الأمن يشعر بقلق بالغ إزاء انعدام الأمن والأزمة الإنسانية الكبيرة المستمرة في منطقة الساحل، والتي يزيد من تعقيدها وجود الجماعات المسلحة، بما في ذلك الحركات الانفصالية والشبكات الإرهابية والإجرامية، وأنشطتها المتزايدة، فضلا عن استمرار انتشار الأسلحة من داخل المنطقة وخارجها مما يهدد السلام والأمن والاستقرار لدول هذه المنطقة، ويؤكد في هذا الصدد أهمية تنفيذ جميع قرارات مجلس الأمن ذات الصلة بما في ذلك تلك المتعلقة بحظر الأسلحة.",0
"1861","6 - إن تطبيق تدابير الحماية الذاتية، بما في ذلك نشر أفراد أمن مسلحين يتم التعاقد معهم من القطاع الخاص على متن السفن ومفارز حماية السفن، إلى جانب زيادة الوعي بالحالة والتدريب ومناورات المراوغة واستخدام السفن التجارية للقنوات البحرية الآمنة، قد يكون له أثر أيضا تثبيط القراصنة من مهاجمة السفن.",1
"1862","140. في 14 ديسمبر 2004، بدأت المحادثات بين حكومة السودان ووفد الحركة الوطنية للإصلاح والتنمية في نجامينا، بوساطة تشادية. وفي 17 ديسمبر/كانون الأول، وقع الطرفان على بروتوكولين، أحدهما بشأن وصول المساعدات الإنسانية والآخر بشأن القضايا الأمنية في منطقة الحرب.",1
"1863","19 - قامت دولتان بتجريم تمويل الإرهاب، في حين أدخلت خمس دول أخرى بعض الأحكام القانونية لمعالجة هذه المسألة.",1
"1864","إن مفهوم التعدد العرقي في كوسوفو وميتوهيا الذي طرحه التقرير قد تم التخلي عنه تقريباً، وهو ما يتجلى بشكل خاص في إنشاء النظام القضائي في كوسوفو وميتوهيا (الفقرة 57).",0
"1865","ويتمثل المكون البرنامجي الأول في إنشاء وحدات لمكافحة الجريمة العابرة للحدود الوطنية في كوت ديفوار وغينيا وغينيا بيساو وليبيريا وسيراليون.",1
"1866","وعلى الرغم من القرار الذي اتخذه الحوار الوطني في عام 2006، والذي تم تأكيده في اجتماعات الحوار الوطني اللاحقة، لم يتم تحقيق أي تقدم فيما يتعلق بتفكيك القواعد العسكرية للجبهة الشعبية لتحرير فلسطين – القيادة العامة وفتح الانتفاضة في البلاد والتي مقرها في دمشق.",0
"1867","وفي الآونة الأخيرة، في يوليو/تموز 2014، شنت بوكو حرام غارة عبر الحدود على الكاميرون، مما أدى إلى اختطاف زوجة نائب رئيس الوزراء، أمادو علي، ومقتل ثلاثة آخرين.",0
"1868","28 - وواصلت المنظمة الدولية للهجرة دعم تطوير دائرة الهجرة التابعة للشرطة الوطنية من خلال برنامج واسع النطاق لبناء القدرات، وذلك من خلال تقديم الدعم القانوني التقني لتنقيحات قانون الهجرة واللجوء والمساعدة في إقامة حدود على الحدود. نظام إدارة المعلومات.",1
"1869","23 - حصلت ليبريا على 961 277 دولارا من رسوم تصدير الماس خلال الأشهر التسعة الأولى من عام 2008.",0
"1870","ولم يكن الإجماع يسود دائما، بطبيعة الحال، ولكن كان هناك دائما جهد جاد لاستيعاب آراء جميع الأعضاء الخمسة عشر وإيجاد أرضية مشتركة.",0
"1871","وبموجب هذه النصوص تختلف الأحكام المعنية من حالة إلى أخرى، وذلك على النحو التالي:",0
"1872","(ب) تيسير إنشاء الآليات الإقليمية اللازمة للتعاون الدولي في الإجراءات الجنائية؛",1
"1873","وفي عام 2005، تم أيضًا تشكيل مجموعة فرعية لقضايا الطب الشرعي.",0
"1874","وعلى الدول أيضا أن تمنع من يمولون الأعمال الإرهابية أو يخططون لها أو يسهلونها أو يرتكبونها من استخدام أراضيها لتلك الأغراض ضد دول أخرى أو ضد مواطنيها (الفقرة 2 (د)).",1
"1875","وفي تشرين الثاني/نوفمبر، بدأت وحدة دمج معلومات جميع المصادر أعمال البناء لإنشاء وحدة داخل مخيم تمبكتو الجديد.",1
"1876","وسيعتمد الدعم الاستراتيجي للحركة، قدر الإمكان، على القدرات الإقليمية للأمم المتحدة وخطوط الإمداد الإقليمية الحالية؛",0
"1877","(ب) القادة السياسيون والعسكريون للجماعات المسلحة الأجنبية العاملة في جمهورية الكونغو الديمقراطية الذين يعرقلون نزع سلاح المقاتلين المنتمين إلى تلك الجماعات وعودتهم الطوعية إلى أوطانهم أو إعادة توطينهم؛",0
"1878","وتنظر اللجنة أيضا في إمكانية تقديم تقارير إقليمية جماعية وطلبت من فريق الرصد مواصلة دراسة هذا الخيار.",0
"1879","27 - وذكر الممثل الخاص للأمين العام ورئيس بعثة الأمم المتحدة في جنوب السودان أنه قبل اندلاع النزاع في كانون الأول/ديسمبر 2013، تم إحراز تقدم كبير بشأن قضايا حماية الطفل، وحققت خطة عمل جنوب السودان نجاحا كبيرا.",1
"1880","(ب) تحقيق التحول السريع إلى التعمير والتأهيل.",0
"1881","المعايير المحددة لملاحقة ومعاقبة الجرائم المبنية على النوع الاجتماعي؛ محاكمة الأشخاص المتهمين بارتكاب جرائم الإبادة الجماعية؛ تطوير الفقه. تعزيز القدرة الوطنية على محاكمة مرتكبي جرائم الإبادة الجماعية.",1
"1882","وفي الممارسة العملية، توصلت كلتا اللجنتين إلى نتائج فيما يتصل بحقوق الملكية العقارية لغرض إعادة الممتلكات وليس منح التعويضات، بما يتماشى مع الإرادة السياسية التي تعطي الأولوية لعودة الأشخاص الذين نزحوا نتيجة للتمييز العرقي والأعمال العدائية إلى أماكنهم الأصلية على أي حلول دائمة أخرى.",1
"1883","ويتألف التحدي العرقي من عدد من العناصر - توفير الأمن، وضمان حقوق الملكية، وتشجيع العودة، وحماية هوية مجتمعات الأقليات.",0
"1884","الفقرة 21، يستعاض عن النص الحالي",0
"1885","وكنت آمل أن يكون المنسق الخاص الجديد معنا اليوم، ولكن الأمين العام أوفده على وجه السرعة إلى المنطقة.",0
"1886","(د) السبائك المتخصصة (مثل الكروم والنيكل)؛",0
"1887","حلقات نقاش، وإحاطات إعلامية، ومنشورات، وتقديم تقارير إلى مجلس الأمن، وتعزيز قدرات الموظفين، وخمس مشاورات إقليمية بشأن تعميم مراعاة المنظور الجنساني في برنامج العمل المتعلق بالأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة.",1
"1888","وقد قدمت الحكومة الأسترالية، التي ترأس حاليا اتفاق فاسينار، مبادرة للحد من التهديد بشأن استخدام هذه الأنظمة إلى المنتدى الإقليمي لرابطة دول جنوب شرق آسيا (آسيان).",0
"1889","""ويشير مجلس الأمن إلى ولاية بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية وبعثة الأمم المتحدة في جنوب السودان المتمثلة في المساعدة في حماية المدنيين في المناطق المتضررة من جيش الرب للمقاومة ودعم نزع سلاح مقاتلي جيش الرب للمقاومة وتسريحهم وإعادة إدماجهم في بلديهما.",1
"1890","144. الدول مسؤولة بموجب القانون الدولي لحقوق الإنسان عن ضمان حماية حقوق الإنسان والحريات الأساسية والحفاظ عليها في جميع الأوقات، في الحرب والسلم على حد سواء.",1
"1891","الجريدة الرسمية العدد 21942 المؤرخة 30 كانون الأول/ديسمبر 1991",0
"1892","يمكن توضيح الإجراءات أو الإجراءات الخاصة بتسجيل وثيقة الهوية الوحيدة على النحو التالي:",0
"1893","""ويؤكد مجلس الأمن من جديد دعمه الكامل للجهود التي تبذلها الأمم المتحدة، ولا سيما أنشطة بعثة الأمم المتحدة الخاصة إلى أفغانستان وأنشطة المبعوث الخاص للأمين العام إلى أفغانستان، في تيسير العملية السياسية ويؤكد من جديد موقفه المتمثل في ضرورة أن تواصل الأمم المتحدة الاضطلاع بدورها المركزي والمحايد في الجهود الدولية الرامية إلى تحقيق أهداف المصالحة الوطنية والتسوية السياسية الدائمة بمشاركة جميع أطراف الصراع وجميع شرائح المجتمع الأفغاني. حل الصراع الأفغاني.",1
"1894","إنهم لا يعترفون بالمحاولة الأحادية غير القانونية لوقف أعمال العنف التي قام بها مواطنون من أصل ألباني في كوسوفو.",0
"1895","وفي حين أن أصحاب المصلحة أنفسهم سيحددون في نهاية المطاف طبيعة المشاورات، فمن المتوقع أن تشمل مؤتمرات على مستوى المحليات والولايات في جميع أنحاء دارفور تنتهي بمؤتمر رئيسي على مستوى دارفور.",1
"1896","39 - ومن بين الصكوك الإقليمية، صدقت كوت ديفوار على الميثاق الأفريقي لحقوق الإنسان والشعوب (1992) ووقعت على النظام الأساسي المنشئ للمحكمة الأفريقية لحقوق الإنسان والشعوب.",0
"1897","وعلاوة على ذلك، أوصى فريق الخبراء المعني بجمهورية الكونغو الديمقراطية بأن تقوم لجنة مجلس الأمن المنشأة عملاً بالقرار 1533 (2004) بإبلاغ الفريق وبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية على الفور بالإخطارات التي تتلقاها من الدول التي تزود جمهورية الكونغو الديمقراطية بالأسلحة بموجب استثناءات حظر الأسلحة (S/2008/43)، وأن تقوم حكومة جمهورية الكونغو الديمقراطية بإبلاغ بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية بمثل هذه الشحنات الواردة من الأسلحة.",1
"1898","... مشددًا على أهمية التحقيق في [انتهاكات حقوق الإنسان المزعومة وانتهاكات القانون الإنساني الدولي]، بما في ذلك تلك التي حدثت طوال الأزمة، والتي ارتكبتها جميع الأطراف، بغض النظر عن وضعهم أو انتماءاتهم السياسية، والتأكيد من جديد على أن المسؤولين عن تلك الانتهاكات ويجب محاسبة مثل هذه الانتهاكات وتقديمها إلى العدالة بغض النظر عن انتماءاتهم السياسية، مع احترام حقوق المحتجزين...، وحث الحكومة على زيادة وتسريع جهودها لمكافحة الإفلات من العقاب،",0
"1899","ثالثا. أنشطة مبعوثي الخاص",0
"1900","برنامج عمل لجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004) للفترة من 1 حزيران/يونيه 2013 إلى 31 أيار/مايو 2014",0
"1901","ومن بين هؤلاء، سيتم استيعاب حوالي 7000 طفل في البرامج التي تديرها اليونيسف.",0
"1902","ومن شأن هذه الآلية أن تضمن عدم سيطرة الطرف المدرج على أصول الشركة وعدم قدرته على تحويل الدخل لدعم الإرهاب.",1
"1903","ولدى غالبية الدول تشريعات معمول بها لمكافحة غسل الأموال، وتدرج أربع من تلك الدول تمويل الإرهاب كجريمة أصلية.",1
"1904","ومن شأن نقطة الاستفسار هذه أن تكمل مكاتب المساعدة الوطنية التي أوصى الفريق في السابق بأن تنشئها الدول الأعضاء (S/2007/132، الفقرات 61 إلى 64، و S/2007/677، الفقرة 138).",1
"1905","(ب) توصيات بشأن الإجراءات التي يمكن اتخاذها لتعزيز الرد على التهديد الذي يشكله هؤلاء المقاتلون الإرهابيون الأجانب؛",0
"1906","وقرر المجلس كذلك إجراء مراجعة خلال ثلاثة وستة أشهر لمعرفة ما إذا كانت الظروف على الأرض يمكن أن تسمح بخفض عدد قوات حفظ السلام العسكرية إلى 6000 جندي.",1
"1907","(هـ) القيام بدوريات مشتركة مع وحدات مكافحة الشغب التابعة للشرطة الوطنية لتحسين الوضع الأمني ​​في حالة حدوث اضطرابات مدنية.",1
"1908","ويتم الاحتفاظ بكل صندوق باعتباره كيانًا ماليًا ومحاسبيًا متميزًا له مجموعة حسابات منفصلة مزدوجة القيد ذاتية التوازن.",0
"1909","3 - وظل التقدم المحرز نحو تحييد الجماعات المسلحة الأجنبية والكونغولية في مقاطعتي كيفو محدودا.",1
"1910","يتحمل رئيس الوزراء مسؤولية خاصة لقيادة وتوجيه السياسة العامة للحكومة وتنسيق أنشطة جميع الوزراء، حيث يتحمل الوزراء مسؤولية تنفيذ السياسات في المجالات التي تغطيها حقائبهم.",0
"1911","5- لقد حقق المجتمع الدولي نجاحاً كبيراً في جهوده الرامية إلى مكافحة القرصنة الصومالية نتيجة للتعاون الوثيق بين الدول والمناطق والمنظمات والصناعة البحرية والقطاع الخاص ومراكز الفكر والمجتمع المدني.",1
"1912","ليس من الواضح تمامًا ما هي المعدات التي تمت الإشارة إليها.",0
"1913","وقد أبرمت جنوب أفريقيا ثلاثة عشر اتفاقاً لتسليم المجرمين مع دول أخرى.",0
"1914","علاوة على ذلك، قررت هيئة تنسيق العمل بشأن الأسلحة الصغيرة الشروع في وضع معايير دولية لتحديد الأسلحة الصغيرة، لا تختلف عن المعايير التي تم وضعها بشأن الإجراءات المتعلقة بالألغام ونزع السلاح والتسريح وإعادة الإدماج.",1
"1915","وهذه الحدود نفسها هي التي شكلت حدود إريتريا منذ ذلك الحين.",0
"1916","بصفتي ممثل الرئيس الحالي للاتحاد الأفريقي، يشرفني أن أحيل طيه البيان بشأن كوت ديفوار الصادر عن الاجتماع الأربعين لمجلس السلام والأمن التابع للاتحاد الأفريقي على مستوى رؤساء الدول والحكومة المنعقدة في أديس أبابا في 6 تشرين الأول/أكتوبر 2005",1
"1917","275 - وما زال تسليم الإرهابيين يواجه العديد من العقبات ولا يتم بالسلاسة ولا بالبساطة.",1
"1918","وبناء على ذلك، لا توجد أسماء لتقديمها.",0
"1919","5 - يقرر أن تقوم الدول الأعضاء، بما يتفق مع القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي، بمنع وقمع تجنيد أو تنظيم أو نقل أو تجهيز الأفراد الذين يسافرون إلى دولة غير الدول التي يقيمون فيها أو يحملون جنسيتها. لغرض ارتكاب أعمال إرهابية أو التخطيط لها أو الإعداد لها أو المشاركة فيها أو تقديم أو تلقي تدريب إرهابي، وتمويل سفرهم وأنشطتهم؛",0
"1920","وبمجرد تنفيذها، ستسهم هذه التدابير بشكل كبير في تعزيز قدرة الصومال على القيام بعمليات مكافحة القرصنة قبالة الساحل.",0
"1921","وفي حين أن نظام الجزاءات قد يجبر بعض أفراد طالبان على البقاء في المناطق النائية، ويلاحظ الفريق أن هذا قد يكون أحد الأسباب التي تجعل كبار قادة طالبان يرغبون في إزالة أسمائهم، فإن الهدف الوقائي للتدابير لم يتحقق إلى حد كبير.",0
"1922","بناء قدرات الدول على منع الانتشار والرد على هجمات أسلحة الدمار الشامل",1
"1923","وتمكنت اللجنة من تقديم رواية مفصلة ودقيقة لأحداث نيسان/أبريل وأيار/مايو التي أسفرت عن خسائر كبيرة في الأرواح والإصابات وأضرار واسعة النطاق في الممتلكات.",1
"1924","ويتم الآن تزويد الأطفال في تلك المناطق بالخدمات الصحية والتعليمية التي يتمتع بها الأطفال في أجزاء أخرى من البلاد.",0
"1925","وشملت اهتمامات هذه المجموعة التحدي الذي يشكله نداء تنظيم القاعدة، والاستخدام الإرهابي للإنترنت، وتمجيد الإرهاب من خلال وسائل الإعلام، والطبيعة غير المحددة للجزاءات، والحاجة إلى دعم برامج إعادة التأهيل وتبادل المعلومات الاستخبارية التقنية والعملياتية. .",1
"1926","61 - وتتمثل حماية المدنيين في شرق تشاد في ما هو أكثر من مجرد ضمان الأمن الجسدي للاجئين والمشردين والعاملين في المجال الإنساني، وتوفير الدعم اللوجستي والهياكل الصلبة للمفرزة الأمنية المتكاملة.",1
"1927","قرار مجلس الأمن 1906 (2009)، مرجع سابق. 41",0
"1928","المقرر عقدها يوم الجمعة الموافق 24 أيار/مايو 2002، الساعة 1.45 بعد الظهر.",0
"1929","57 - وبالإضافة إلى ذلك، قامت منظمة الطيران المدني الدولي والمنظمة البحرية الدولية، فضلا عن رابطات الصناعة غير الحكومية مثل الاتحاد الدولي للنقل الجوي، بوضع معايير لسلوك أعضائها ونقل الركاب وتحديثها بانتظام. البضائع الخطرة، بما في ذلك شحنات الذخيرة والمتفجرات.",1
"1930","وينبغي السماح لأجهزة الشرطة والأمن باستخدام أساليب تحقيق خاصة - مع المراعاة الواجبة لحقوق الإنسان - أثناء التحقيقات المتعلقة بالإرهاب وفي جمع الأدلة لقضايا مكافحة الإرهاب.",1
"1931","2. الوضع في كوت ديفوار.",0
"1932","وفي هذا السياق، طلب رئيس مجلس الوزراء السنيورة استمرار مساعدة ودعم الأمم المتحدة لإجراء مثل هذا الحوار الداخلي لحل قضية الميليشيات اللبنانية وغير اللبنانية في لبنان بما يتفق تماما مع اتفاق الطائف.",0
"1933","وبالإضافة إلى ذلك، تبادل الفريق المعلومات مع خبراء لجنة القرار 1540، وخبراء الصومال وليبيريا، وكذلك مع المنظمات غير الحكومية والأكاديمية ذات الصلة.",1
"1934","119 - وتشير الأدلة المعروضة أمام اللجنة إلى أن ما يصل إلى تسعة أشخاص قتلوا وأصيب ثلاثة آخرون بجروح خطيرة بأسلحة نارية خلال المواجهة المسلحة في تاسي تولو/تيبار، على النحو الموصوف في الفقرتين 67 و68 أعلاه.",0
"1935","وبدأ التخفيض التدريجي والتدريجي لشرطة البعثة في نيسان/أبريل، حيث تم تخفيض ما مجموعه 22 فردا من ضباط الشرطة بحلول أيار/مايو.",1
"1936","(أ) المشاركة بشكل أكثر نشاطًا مع المنظمات الدولية والإقليمية العاملة في المنطقة (بما في ذلك منظمة معاهدة الأمن الجماعي، ومنظمة الأمن والتعاون في أوروبا، والهيكل الإقليمي لمكافحة الإرهاب التابع لمنظمة شنغهاي للتعاون، ومنظمة الأمن والتعاون في أوروبا). (كلية موظفي إدارة الحدود في دوشانبي، طاجيكستان) من أجل التركيز على الأنشطة الموجهة نحو التغلب على أوجه القصور وتحسين تنفيذ القرار 1373 (2001)؛",1
"1937","ولا يحمل السيد مازيو هذا الدين على القائد جيروم بل على الحكومة الانتقالية في كينشاسا.",0
"1938","(قرار القمة رقم 484 الدورة العادية الحادية والعشرون – 30 مارس 2009)",0
"1939","ويوجد لدى بعثة الأمم المتحدة في ليبيريا أيضًا 11 مستشارًا لشؤون الهجرة.",0
"1940","وكما ذكر أعلاه، فإن هذا النهج يسترشد بفهمه المتزايد للتحديات المستمرة في مجال مكافحة الإرهاب، وهو الفهم المكتسب من حواره النشط مع الدول، بما في ذلك في إطار زياراته التقييمية القطرية. وتواصل المديرية التنفيذية تقديم إحالات محددة للمساعدة التقنية تتعلق بالاحتياجات المحددة في الدول التي تمت زيارتها. وهي تفعل ذلك على أساس مستهدف للمانحين الذين يُنظر إليهم على أنهم متقبلون، سواء كان ذلك بسبب مشاركتهم في البرامج القائمة في دولة معينة أو بسبب اهتمامهم وقدراتهم القوية في مجال تقني ذي صلة.",1
"1941","56 - وفي الوقت الراهن، تقول السلطات الحكومية إنها لم تحدد هوية أعضاء الفرقتين وتنسب هذه الأفعال إلى احتمال تصفية الحسابات.",0
"1942","الحالة في سيراليون (انظر S/1995/40/Add.47؛ وS/1996/15/Add.6، 11 و48؛ وS/1997/40/Add.21، 27، 31، 40 و45؛ وS/1998/44/Add.8، 11، 15، 20، 22، 28 و50؛ وS/1999/25 وAdd.1، 9، 18، 22، 32، 41 و48؛ وS/2000/40/Add.5، 10، 17، 18، 19، 24، 26، 28، 30، 32، 35، 37 و43)",0
