"","es_en_GOOGLE","VerCoop"
"2226","An estimated 1,000 people remain in the old city of Homs.",0
"2227","6. Also requests the Committee established pursuant to resolution 1267 (1999) to submit periodic reports to the Security Council on the implementation of the present resolution;",1
"2228",":: Strengthening, where appropriate, cooperation with other subsidiary bodies of the Council, especially the Security Council Committees established pursuant to resolutions 1267 (1999) and 1540 (2004) and their experts, in particular on information exchange, visits and technical assistance.",1
"2229","The implementation of self-protection measures, including the deployment of private armed protection personnel on board ships and ship protection detachments, together with increased situational awareness, training and evasive maneuvers and the use of sea routes Secured by commercial ships may also have discouraged pirate attacks on ships.",0
"2230","The presence of force is crucial to maintain a climate of security that prevents witnesses from being bribed and allows them to access the Court facilities without fear.",0
"2231","The Special Representative stated that the hostilities gave rise to no hope that the warring parties would reach an agreement during the IGAD-led peace talks on 6 November.",1
"2232","Decides to establish an international court with the exclusive purpose of prosecuting those allegedly responsible for serious violations of international humanitarian law committed in the territory of [the affected State] between [dates] ...",1
"2233","More details are provided in the case study in Annex 6.5.",0
"2234","The States of the subregion are fully aware of the threat posed by terrorist financing and remain alert to the risks derived from it.",0
"2235","The speaker asked key questions to guide the debate on the role of the Security Council in ensuring accountability, including: What lessons could be learned and what good practices could be identified from the actions taken by the Council? Advice to ensure criminal liability? Are the challenges faced by various fact-finding mechanisms? How can reparations be given greater prominence in achieving accountability? What new steps could the Council take to ensure accountability for violations during armed conflict?",1
"2236","52. The State has also used deliberate starvation as a means of control and punishment in detention centers.",0
"2237","Following this exchange of views, the Team has discussed this issue with the Committee and has contacted other States with similar programs to expand its investigation.",1
"2238","Substantial progress was made in the current work program to raise awareness among parliamentarians, through events organized in Geneva with the Inter-Parliamentary Union and in St. Petersburg, Russian Federation, with parliamentarians from the CIS countries.",1
"2239","The substitute oil was transported to the port of Ceyhan, and from there delivered to Kirikkale by pipeline.",0
"2240","While the reform of the security forces is a sovereign prerogative, I encourage the Government to try to resolve the underlying issue of the cohesion of the national army, in particular by forming a professional and sufficiently equipped and supplied FARDC.",1
"2241","A draft law on the district electoral system is expected to be presented to Parliament in the coming weeks.",0
"2242","4. Two anti-aircraft batteries at Kindu.",0
"2243","Reduction in business activity (Bahrain): loss of profits",0
"2244","A closer or better organized association between affiliated entities could aggravate the threat they pose.",1
"2245","I wish to express my gratitude to Ambassador Michael Bell and the Government of Canada for their effective chairmanship of the Mechanism over the past two years.",0
"2246","In this regard, the situation varies enormously from one region to another and from one municipality to another.",0
"2247","2. Analysis and evaluation 86 - 87 33",0
"2248","The Chairperson took note of the invitation extended to the Working Group by the Country Task Force on Monitoring and Reporting (CTFMR) to visit South Sudan and proposed that the Working Group issue a press release on the meeting held. , in accordance with the mandate of the Group.",1
"2249","The Council reiterates that a comprehensive peacebuilding program with special emphasis on disarmament, demobilization, rehabilitation and reintegration will be important for post-conflict Somalia as envisaged in its President&#39;s statement of 28 March of 2002 (S/PRST/2002/8).",1
"2250","The Government of the Sudan and rebel groups were also urged to work together under the auspices of the African Union and President Olusegun Obasanjo of Nigeria; The Secretary-General was requested to rapidly establish an international commission of inquiry to immediately investigate all allegations of violations of international humanitarian law and human rights law by all parties in Darfur, including whether or not any violations had occurred. not acts of genocide; and stated that the Council, in the event that the Government of the Sudan does not fully comply with resolutions 1556 (2004) and 1564 (2004) or, as determined after consultation with the African Union, does not fully cooperate in the expansion and enlargement of the African Union Observer Mission in Darfur, would consider further measures as provided for in Article 41 of the Charter of the United Nations.",1
"2251",":: Request missions, in collaboration with relevant entities of the United Nations country team, to establish and implement a national monitoring and reporting mechanism on serious violations against children, as provided in resolution 1612 (2005).",1
"2252","The Security Council expresses concern about the threat posed by unsecured weapons and ammunition in Libya and their proliferation, which poses a risk to stability, including their transfer to terrorist and extremist groups, and calls upon the Government of Libya to take concrete measures to control stocks of arms and ammunition in Libya by ensuring the proper management, safe storage and, where appropriate, effective disposal of weapons and related material, and by strengthening border security, and in this regard , urges neighboring countries to cooperate with the Libyan authorities in their efforts to secure their borders.",1
"2253","The liquidation of ONUB has been carried out smoothly, and as of April 30, most of its assets have been transferred to the United Nations Integrated Office in Burundi (BINUB).",0
"2254","The advantage of the Team is the possibility of collaborating with governments around the world and contacting external specialists, to make an integrated assessment of the threat posed by Al-Qaida and its affiliated groups, and to promote a targeted sanctions regime. efficient and fair.",0
"2255","The link between cross-border crime and terrorism came to light following the Al-Qaida attacks on the embassies of the United States of America in the United Republic of Tanzania and Kenya in 1998.",0
"2256","The trial is expected to last 18 months and conclude at the end of 2008, with a verdict to be handed down in mid-2009.",0
"2257","The Commission recognizes that the Chief of the Defense Forces faced massive personnel attrition and the need to maintain force discipline, but notes significant discrepancies between the measures he adopted and the procedures required by law. The Chief of the Defense Forces publicly announced on March 16 that, as of March 1, the petitioners were considered civilians. The Defense Forces had sought legal advice from the internationally appointed legal advisor to the Council of Ministers, as there was none in the F-FDTL or the Ministry.",0
"2258","There is no doubt that the Committee must take into account all relevant international recommended practices, codes and standards in the implementation of resolution 1373 (2001), while monitoring its implementation by States.",1
"2259","Now he has returned to his family;",0
"2260","The Council, through an appropriate mechanism, would continue to consider any open, pending or new issues related to the review of mandates.",0
"2261","The letter indicated that the Committee was reviewing the recommendations contained in the report in order to improve measures relating to sanctions imposed and their implementation.",1
"2262","One State noted that, in 2006, it had approved a comprehensive anti-radicalism plan, which aims to combat radicalization while protecting democratic values.",1
"2263","The Committee will endeavor to ensure a full exchange of national reports, visit reports and other relevant information between the respective committees and expert groups, including with respect to visits to States and other official travel.",1
"2264","1. Calls upon States to reiterate their commitment to prevent and combat genocide and other serious crimes in accordance with international law, reaffirms paragraphs 138 and 139 of the 2005 World Summit Outcome Document (A/60/L.1), relating to the responsibility to protect populations from genocide, war crimes, ethnic cleansing and crimes against humanity, and emphasizes the importance of taking into account the lessons learned from the 1994 genocide against the Tutsis in Rwanda, in the that Hutus and other people who opposed him were also killed;",1
"2265","Furthermore, according to the International Covenant on Civil and Political Rights, exceptions to the prohibition of the use of torture cannot be allowed even in situations of public emergency.",0
"2266","152 dinars per capita x 837 workers x 7 months/17 months = 52,387 Kuwaiti dinars.",0
"2267","The Security Council welcomes the decision of the African Union to send a reconnaissance mission to prepare for the deployment of military observers to Somalia, and calls on the Somali leadership to cooperate with this initiative.",1
"2268","17. The situation in the Great Lakes region (November 1, 1996; July 25, 2013).",0
"2269","Acting under Chapter VII of the Charter of the United Nations,",0
"2270","7. Urges all States to act strictly in accordance with the provisions of this resolution, regardless of the existence of rights conferred or obligations imposed under any international agreement or signed contract, or any license or permit granted before the date of entry into force of the measures provided for in paragraph 4 above;",1
"2271","d) Shuwaikh Distilleries: US$41,837,834",0
"2272","S/AC.47/2007/PE/OC.33",0
"2273","Ambassador Susan Rice (United States of America), Head of Mission",0
"2274","Reiterating that Member States have the obligation to prevent the movement of terrorists or terrorist groups, in accordance with applicable international law, through, inter alia, effective border controls,",0
"2275","56. Encourages Member States, when unfreezing the assets of a deceased person or of an entity that has been reported or confirmed to have ceased to exist as a result of its delisting, to remember the obligations imposed in resolution 1373 (2001) and, in particular, prevent unfrozen assets from being used for terrorist purposes;",1
"2276","Mr. Saddik had been informed that TNT and some special explosives had been used to direct suspicion towards extremist Islamic groups, as such explosives had only been used in operations carried out in Iraq.",0
"2277","The President announced that, following consultations, she had been authorized to make a statement on behalf of the Council, and proceeded to read the text of the statement (the text is contained in document S/PRST/2006/29 and will be published in Official Documents of the Security Council, Resolutions and Decisions of the Security Council, August 1, 2005 to July 31, 2006).",0
"2278","Kinshasa and other areas in the west of the country experienced a relatively low level of danger, but crime rates remain a cause for concern.",0
"2279","e) Submit to the Committee a complete work program for review and approval, as necessary, in which the Monitoring Team describes in detail the activities planned to carry out its functions, including proposed travel, based on close coordination with the Executive Directorate of the Counter-Terrorism Committee and the 1540 Committee expert group in order to avoid duplication of efforts and strengthen synergies;",1
"2280","As regards regional instruments, CÃ´te d&#39;Ivoire has ratified the African Charter on Human and People&#39;s Rights (1992) and has signed the Statute establishing the African Court on Human and People&#39;s Rights.",1
"2281","V. Claim No. 5000347 (Iran) 130",0
"2282","According to the shipper, the entire consignment was only usable in Fokker 27 aircraft.",0
"2283","V. UNMOVIC multidisciplinary team in Mosul",0
"2284","Abductions of women were also reported in the El Geneina area of Western Darfur.",0
"2285","He called the acting Beirut Police Chief, General Naji Mulaeb, informed him of Mr. Nammar&#39;s call and asked him to make sure that Judge Mezher was aware of this decision.",1
"2286","&quot;The Security Council reaffirms its primary responsibility for maintaining international peace and security in accordance with the Charter of the United Nations, and recognizes the primary responsibility of States in the eradication of piracy and armed robbery at sea .",1
"2287","1) This Law shall apply, within the territory of the Republic of Hungary, to:",0
"2288","a Approximate schematic plan of the cascade process pavilion located at the uranium enrichment centrifuge facility (Building 4) in Yongbyon, as of November 12, 2010.",0
"2289","Increased costs: cost of refloating and towing the vessel",0
"2290","4. Calls upon all States that are not parties to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it as non-nuclear-weapon States in order to achieve universality at an early date, since, pending of their accession, comply with the provisions of it;",1
"2291","Their terrorist practices cover a wide range of activities: bombings, including suicide attacks; hostage taking resulting in deaths; manufacturing of explosives; terrorist intelligence operations; terrorist training; Documents forgery; and providing various types of financial or material support, including the financing and administration of a website used to publish statements and images related to Al-Qaida.",0
"2292","The challenge is to ensure that our indignation is translated into decisive and resolute action that bears rapid and measurable results.",0
"2293","On September 15, the National Assembly and the Senate opened a regular session of Parliament.",0
"2294","30. The situation in Côte d&#39;Ivoire (December 20, 2002; January 17, 2013).",0
"2295",":: Convention on the Physical Protection of Nuclear Materials;",0
"2296","It could include improving skills in areas such as police, justice, education, culture, media and the economy. It could allow the establishment of horizontal links between Kosovo&#39;s majority Serb municipalities.",1
"2297","The Government of Nepal should ensure that appropriate measures are taken to protect child victims or witnesses and children accused of crimes committed in the context of the conflict, as well as to promote the participation of children in any justice activities. of transition, so that their experiences of the conflict are made known.",1
"2298","In order to preserve the sovereignty and independence of States and maintain international peace, security and stability, the Syrian Arab Republic calls on the United Nations and its bodies in charge of combating terrorism and terrorist financing , in particular the Security Council and its specialized subsidiary committee and the Human Rights Council, to deny terrorists and their supporters any excuse that serves as an alibi for their destructive practices.",1
"2299","a) Build the capacity of their law regimes relating to money laundering and combating the financing of terrorism, with a particular focus on financial intelligence units, the freezing of funds and assets of terrorists and the regulation of charitable organisations. ;",0
"2300","For example, residents of the Naktuka area of the Nitibe sub-district reported that on 29 May, a group of about 20 Indonesian soldiers had partially dismantled two structures built by the Government of Timor-Leste in this disputed area.",0
"2301","Minister Michael Freiherr von Ungern-Sternberg (Germany)",0
"2302","However, the United States ignored all these proposals.",0
"2303","The High Commissioner expressed concern about the continuation of widespread abuses and the atmosphere of impunity prevailing throughout the country, especially in the zone of confidence, and the erosion of the rule of law in areas controlled by the Government and the Forces Nouvelles .",0
"2304","The Commission came into operation four months after the crime was committed, which means that the culprits and their accomplices had all the time necessary to destroy the evidence and/or to reach an agreement, the possibility of bringing the perpetrators to justice had diminished. possible witnesses, and the previous omissions and the deliberate or accidental loss and destruction of evidence could not be remedied.",0
"2305","The Security Council also welcomes the recent improvements made to the procedures of the Committee established pursuant to resolutions 1267 (1999) and 1989 (2011), in particular with respect to the effective and valuable work of the Office of the Ombudsman, established pursuant to resolution 1904 (2009).",1
"2306","This represents a success for the sanctions regime, as it indicates that a significant number of Taliban have apparently changed their behavior.",0
"2307","Recognizing that international cooperation and measures adopted by Member States to prevent and combat terrorism must be fully in accordance with the Charter of the United Nations,",1
"2308","Finally, we need to incorporate victim participation and compensation into the work of these courts in the future.",1
"2309","Causes in the investigation phase (annex 2)",0
"2310","The Commission first notes that it has identified 10 senior central government officials, 17 local government officials in Darfur, 14 members of the Janjaweed militias, and 7 members of various rebel groups and 3 officers of a foreign army (who participated as individuals in the conflict) who are suspected of having individual criminal responsibility for crimes committed in Darfur.",0
"2311","Hungary is also a signatory to the Hague Code of Conduct on ballistic missiles.",0
"2312","October 14, 2009; other appearances on March 5, 2010 and October 7, 2010",0
"2313","b) Conventional weapons Based on its overall analysis, the Team also believes that the Council may wish to call on all States, in particular arms-exporting countries, to act with maximum responsibility in dealings in small arms and light weapons. to prevent the illegal diversion and re-export of weapons and related materials in violation of the measures contained in the resolutions related to Al-Qaida and the Taliban. 2. Territory of embargo",1
"2314","Recognizing the valuable contribution to the protection of children in armed conflict of the Special Representative of the Secretary-General for Children and Armed Conflict and the Security Council Working Group on Children and Armed Conflict, including conclusions and recommendations made in line with resolution 1612 (2005), and recalling resolution 1882 (2009), the purpose of which is to strengthen the protection of children in situations of armed conflict,",1
"2315","The exchange of operational information is hampered by a lack of operational and institutional capacity, as well as linguistic problems.",0
"2316","The establishment of another nine is being considered.",0
"2317","Notes that the human rights due diligence policy has been developed, encourages the [Mission] to fully implement it, and requests the Secretary-General to include in his reports the progress made in the implementation of this policy;",1
"2318","However, with thousands of poor, malnourished and unemployed youth roaming the streets across the country, many of them semi-literate or illiterate, Sierra Leone is not yet an example worthy of emulation for Liberia.",0
"2319","In the resolution, the Council affirmed that the authorizations were only applicable to the situation in Somalia and would not affect the rights, obligations or responsibilities of Member States under international law in respect of any other situation, including rights or obligations in under the United Nations Convention on the Law of the Sea, including the general principle of the exclusive jurisdiction of the flag State over its vessels on the high seas, stressed in particular that the resolution would not be considered a precedent for customary international law and noted that These authorizations had only been granted following receipt of the letter dated 8 October 2014 containing the request from the President of the Federal Republic of Somalia.",1
"2320","[S]highlighting the importance of...permanently disarming, demobilizing, resettling or repatriating, as appropriate, and reintegrating [domestic] and foreign armed groups to achieve long-term stabilization [of the affected country], as well as the contribution that international partners have done in this area.",1
"2321","2. The Group began its review of the 18th series in January 2003.",0
"2322","The Algiers Agreement obliges both parties, according to Article 1, paragraph 1, to &quot;refrain from the use or threat of force.&quot;",1
"2323","Acting under Chapter VII of the Charter of the United Nations,",0
"2324","The procedures that are specifically applied are the following:",0
"2325","Political pressures on UNMIK have increased significantly, and attempts have been made to question the role conferred upon it by resolution 1244 (1999) and the Constitutional Framework.",0
"2326","Underlining the importance of the Arusha Peace Agreement in achieving a peaceful resolution of the Rwanda conflict and the need for all parties to reaffirm their commitment to its full implementation,",1
"2327","The Council encourages the establishment or strengthening, as appropriate, of subregional or regional mechanisms for cooperation, coordination and information exchange, in particular cross-border customs cooperation and information exchange networks, with a view to preventing, combating and eradicating trade illicit use of small arms and light weapons across borders.",1
"2328","S/RES/1834 (2008), para. 12 of the preamble",0
"2329","The Council underlines the need to strengthen transnational cooperation of law enforcement agencies, in particular by including maritime security in security sector reforms and adopting bilateral and regional agreements to facilitate measures, in accordance with the law international law, against drug trafficking by sea and to prosecute those suspected of carrying out this trafficking, following interceptions on the high seas. Calls for continued support from the United Nations Office on Drugs and Crime (UNODC) and other relevant international and regional organizations.",0
"2330","Despite the decision taken in 2006 by the National Dialogue, and confirmed in its subsequent sessions, there has been no progress regarding the dismantling of the PFLP-CG, based in Damascus, or the military bases of Fatah al- Intifada in Lebanon.",1
"2331","The F-FDTL was the subject of widespread public criticism, particularly by ex-combatants&#39; organizations that were created in 2001.",0
"2332","Calls for effective international action to curb illicit flows of small arms to conflict zones.",1
"2333","Not so long ago, in May of this year, during a Council debate (see S/PV.6314) on the report of the Secretary-General (S/2010/169) on the United Nations Interim Administration Mission in Kosovo (UNMIK ), we brought to the attention of the international community that the situation in the province was by no means stable and was particularly worrying.",0
"2334","The Security Council urges States, international organizations and the private sector to share evidence, information and intelligence, as appropriate, for the purposes of anti-piracy law enforcement activities, including the effective prosecution of suspected pirates and the imprisonment of convicted persons, and encourages existing and future initiatives in this regard.",1
"2335","Council members welcomed the efforts made by the Government to combat the Lord&#39;s Resistance Army, as well as the regional cooperation initiative of the African Union to eliminate the Lord&#39;s Resistance Army and appoint a special envoy of the African Union to coordinate the initiative.",1
"2336","The situation of the populations residing in these areas depends largely on whether there is a good rainy season in the short period that occurs in November 2000.",0
"2337","Which will be held on Saturday, November 11, 2006, at 12:20 p.m.",0
"2338","The Group also visited the Niangoloko police checkpoint and inspected the &quot;movement record&quot; but did not observe any irregularities; There had been some confiscations of handmade pistols and shotguns.",1
"2339","The result of this dialogue would reinforce the climate of stability.",1
"2340","The Committee is also considering the possibility of regional collective reporting and has requested the Monitoring Team to further explore this possibility.",1
"2341","The Security Council expresses its sincere solidarity with all victims of terrorism and their families, stresses the importance of providing assistance to victims of terrorism and providing them and their families with support to cope with their loss and grief, recognizes the important role played in the fight against terrorism by networks of victims and survivors, who, among other things, have the courage to make their experiences known and make statements against violent and extremist ideologies, and, in this In this regard, welcomes and encourages relevant efforts and activities of Member States and the United Nations system, including the Counter-Terrorism Implementation Task Force.",1
"2342","In his report, the Secretary-General notes that some progress has been made in most of these areas, except for the essential issue of local government reform and, in particular, decentralization, where the progress, by comparison, is not enough.",0
"2343","38. Reaffirms that the Monitoring Team will transmit to the Committee every six months a list of individuals on the Al-Qaida Sanctions List known to have died, together with an assessment of relevant information, such as death certificate and, to the extent possible, the status and location of the frozen assets and the names of the persons or entities who could receive the unfrozen assets, directs the Committee to review those entries to decide whether they remain appropriate, and Urges the Committee to delete entries for deceased persons where reliable information on the death is available;",1
"2344","The Security Council encourages Member States to continue to cooperate among themselves in the fight against piracy and armed robbery at sea off the coast of Somalia, underlines the primary responsibility of the Somali authorities in combating piracy and armed robbery at sea off the coast of Somalia, and requests the Somali authorities, with the assistance of the Secretary-General and relevant United Nations entities, to adopt without delay a comprehensive set of laws against piracy and declare an exclusive economic zone in accordance with the United Nations Convention on the Law of the Sea.",1
"2345","The Security Council supports progress, including by relevant United Nations entities, in the implementation of the series of indicators contained in the report of the Secretary-General (S/2010/498), to be used as a framework to monitor the implementation of its resolution 1325 (2000) in armed conflict and post-conflict situations and in other situations relevant to the implementation of resolution 1325 (2000), as appropriate, taking into account the specific circumstances of each country.",1
"2346","The Council further emphasized the urgent need for all parties to respect the ceasefire and take immediate steps to end the violence, and called on the Government of the Sudan to maintain its commitments to ensure the neutralization and disarming to the Janjaweed militias.",1
"2347","To expedite the approval process, States could be encouraged to provide the Committee with all available supporting information or documentation, such as arrest warrants, Interpol announcements, indictments and rulings or court records.",0
"2348","The Security Council reiterates its strong condemnation of all violations of applicable international law committed against women and girls in situations of armed conflict and post-conflict, including rape, other forms of sexual and gender-based violence, and murder and mutilations that contravene international law.",1
"2349","24. The joint vision strategy mid-term review was completed in September 2011, following consultations with the Government. The review highlighted the contribution of United Nations agencies to the implementation of the Government&#39;s Agenda for Change and provided guidance for a programmatic approach that allows for greater synergies and flexibility in United Nations interventions.",1
"2350","All these events have had a negative impact on the progress and results achieved in the area of peace, security, reconciliation and stability in general.",0
"2351","The Czech Republic is a party to most of the conventions and agreements indicated in the annex to this Convention, except for instruments 7 and 8.",0
"2352","In return, the authorities in Belgrade should end the obstruction tactic that prevents Kosovo Serbs from participating in Kosovo&#39;s public institutions. The &quot;empty chair policy&quot; carries a great risk, the risk that the history of Kosovo will be written without the Kosovo Serbs.",0
"2353","Other control bodies within the national control system",0
"2354","For this reason, it is important to establish effective, durable and comprehensive mechanisms for regional collaboration in the areas of law enforcement, border security, and mutual legal assistance and extradition.",1
"2355","They also called on the Forces Nouvelles to begin as soon as possible, before 15 October, and without preconditions, the demobilization, disarmament and reintegration process they agreed to in Accra, and stressed that all paramilitary and militia groups too They had to be disarmed.",1
"2356","The Monitoring Team has the mandate to study the evolution of the threat and to report on it, for example, through dialogue with specialists and competent academic bodies.",1
"2357","Some members of the Council mentioned with concern the fact that investigations into crimes committed by the rebels had not yet progressed.",1
"2358","The report also sets out three specific approaches that would improve the application of sanctions: first, discouraging the payment of ransoms to Al-Qaida and its affiliated entities to encourage the freezing of assets. Second, use biometric techniques and introduce changes to national criteria for defining ineligible travelers to strengthen the travel ban imposed against listed individuals. Third, improve analysis and take action to limit the availability of components used in the development of improvised explosive devices used by Al-Qaida and its affiliated entities. II. Overview A. Al-Qaida",0
"2359","18. On December 31, 2002, a special investigation team from MONUC went to the Beni area to investigate allegations of serious human rights violations (arbitrary executions, rape, torture and forced disappearances) that occurred in the city of Mambasa and in the villages located on the Mambasa/Mangina and Mambasa/Erengeti axes.",0
"2360","International crimes such as crimes against humanity and war crimes that have been perpetrated in Darfur may be no less serious or less atrocious than genocide.",1
"2361",":: The establishment of the priority investment program for 2015-2017, in the amount of 7,208 million francs of the African Financial Community (CFA) (about 15 billion dollars).",0
"2362","For the Popular and Socialist Libyan Arab Jamahiriya",0
"2363","Several international human rights instruments prohibit the use of torture.",0
"2364","The Council encourages neighboring States to cooperate with the Regional Task Force to end the LRA threat.",1
"2365","Security Council resolution 1373 (2001) remains highly relevant and a key United Nations document in the area of counter-terrorism.",1
"2366","The Export Control Act of 2007 regulates the export of equipment, technology and services primarily on the basis of the Wassenaar Arrangement Munitions List.",0
"2367","Many people were subjected to horrific ill-treatment and many others were summarily executed.",0
"2368","[S]tresses the need to implement the United Nations Program of Action to Prevent, Combat and Eliminate the Illicit Trafficking in Small Arms and Light Weapons in all its Aspects and the International Instrument to Enable States to Identify and Trace, illicit small arms and light weapons in a timely manner, in order to make real progress in efforts to prevent, combat and eliminate illicit trafficking in small arms and light weapons.",1
"2369","The Group of Experts recommended, among other things, the establishment of an independent international mechanism with parallel functions to monitor the national accountability process and carry out independent investigations.",1
"2370","Which will be held on Tuesday, August 26, 2003, at 6:00 p.m.",0
"2371","Abdel-Al has notable connections to a major arms depot discovered in southern Beirut in July 2005. This depot was occupied by the Internal Security Forces on July 26, 2005, and five people with close connections to the former Mourabitoun militia were arrested.",0
"2372","The Security Council reiterates the need for all stakeholders, including Governments and the donor community, to focus more intensely on the long-term effects of armed conflict on children and the obstacles to their protection. full rehabilitation and reintegration into their respective families and communities, including by addressing the need to provide them with adequate medical care, improving the exchange of information on their programs and best practices, and ensuring the availability of adequate resources, funds and technical assistance to support national strategies or action plans relating to the protection and well-being of children as well as community programmes, taking into account the &#39;Paris Commitments to Protect Children from Illegal Recruitment or Use by Armed Forces or Groups&#39; , with a view to ensuring the sustainability and long-term success of its programs&#39; response to the issue of the release, rehabilitation and reintegration of all children associated with armed forces and armed groups.",1
"2373","633. Project expenditure has been adjusted to take into account the changes set out in Annex III, as well as further adjustments, including:",0
"2374","60. The India-Pakistan question (January 6, 1948; November 5, 1965).",0
"2375","Despite this, it produced a solid and credible report and, for the first time, an international body recognized the extent of human rights abuses committed in the final days of the brutal conflict in Sri Lanka, in which at least 10,000 civilians were killed. dead.",0
"2376","15. Recognizes the importance of the good offices of the Secretary-General in Africa, and encourages the Secretary-General to continue to use mediation wherever possible to contribute to the peaceful settlement of disputes, coordinating his work and working closely with the Union African and other subregional organizations in this regard, as appropriate;",1
"2377","Abdul Kabir, son of Mohammad Jan (TI.A.3.01)",0
"2378","In its resolution 733 (1992), the Security Council imposed a general and comprehensive arms embargo against Somalia, and in its resolution 751 (1992) established a Committee to monitor the implementation of the embargo.",0
"2379",":: Continue to develop initiatives to prohibit and prevent incitement, identify best practices and exchange information, taking into account the need to ensure that all relevant measures comply with your international legal obligations, including human rights obligations.",0
"2380","The Committee will organize a special session, open to all members and other relevant stakeholders, to celebrate the tenth anniversary of the adoption of resolution 1373 (2001) and the establishment of the Committee, in accordance with resolution 1963 (2010) .",1
"2381","Mr. Beyani also called on the Council not to lose sight of the important role that displaced women could play in negotiating peace, ensuring their human rights and achieving development in post-conflict situations.",1
"2382","However, the Deputy Prime Minister&#39;s Social Democratic Party has publicly stated that it will not withdraw from the AMP coalition so as not to endanger the stability of the Government.",1
"2383","As indicated above, the Executive Directorate has also established particularly close relations with certain regional and subregional organizations, among others, the Caribbean Community and the Inter-American Committee against Terrorism of the Organization of American States, in the Americas; the African Center for the Study and Research of Terrorism, the African Union, the Eastern and Southern Africa Anti-Money Laundering Group, the Economic Community of West African States (ECOWAS), the Intergovernmental Authority Program Development Agency for Counter-Terrorism Capacity-Building, the Intergovernmental Action Group against Money Laundering in West Africa and the Southern African Development Community in Africa; the Committee of Experts on the Assessment of Measures against Money Laundering and the Financing of Terrorism, the Council of Europe, the European Union, Eurojust, the Organization for Security and Cooperation in Europe, the Shanghai Cooperation Organization and the Commonwealth of Independent States, in Europe; the Pacific Islands Forum, in the Pacific; and the Asian Development Bank, the Association of Southeast Asian Nations and the South Asian Association for Regional Cooperation, in Asia.",1
"2384","In the same way, he added, one of the main functions of the presidents was to create consensus and promote an environment of collaboration in their committees, thus facilitating the progress of their work.",1
"2385","The KPC alleges that 1,300 metric tons of crude oil and 222,600 metric tons of refined products belonging to KPC and stored in KNPC facilities were lost during the occupation.",0
"2386","C. Verification and analysis 91 - 95 30",0
"2387","The members of the commission highlighted this reality and indicated that States that committed these atrocious crimes against their own people were a source of constant instability and insecurity for neighboring countries.",0
"2388","It was reported that more than 2,000 murders had been committed in Nyakunde and that the population had fled to the forests.",0
"2389","First, security concerns remain paramount.",0
"2390","States should ensure that the application of anti-terrorism legislation fully respects human rights.",1
"2391","I will start by referring to these three aspects.",0
"2392","The Council welcomed the ceasefire agreement of 8 April, expressed its full and active support for the efforts made by the African Union to establish the ceasefire commission and the protection unit, and called on the Sudanese parties to facilitate the immediate deployment of inspectors to Darfur.",1
"2393","In particular, I welcome the creation by the Member States of the Commission and Benin of a regional counter-terrorism strategy, and urge that joint efforts to address the threat posed by Boko Haram be carried out in a manner consistent with international human rights standards.",1
"2394","During the reporting period, the Committee received 14 requests for exemption from the arms embargo for non-lethal military equipment, in accordance with paragraph 3 of resolution 1356 (2001), one request for exemption from the arms embargo in accordance with paragraph 11 (b) of resolution 1772 (2007), and a notification pursuant to paragraph 6 of resolution 1744 (2007).",1
"2395","The Security Council encourages relevant United Nations bodies, in particular the Counter-Terrorism Committee Executive Directorate, to focus further attention on towards resolution 1624 (2005) in its dialogue with Member States to develop, in accordance with their obligations under international law, strategies that include measures against incitement to commit acts of terrorism motivated by extremism and intolerance, and in providing technical assistance for their implementation.",1
"2396","The economic and social capacity of war-torn countries is very diverse.",0
"2397","The Security Council emphasizes the importance of the role of, and cooperation with, regional and subregional organizations and agreements, in accordance with Chapter VIII of the Charter of the United Nations, with regard to prevention and conflict resolution, peacekeeping and peacebuilding, including the maintenance of constitutional order, the promotion of human rights, democracy, the rule of law and the fight against impunity.",1
"2398","The activities carried out in these areas, complemented by the work of the working groups established to implement the agreements concluded between the Presidents of the Russian Federation and Georgia in Sochi, in March 2003 (see S/2003/412, para. 5), were intended to resolve pressing problems for the parties and, in this way, promote confidence between them, with the ultimate goal of holding negotiations aimed at a comprehensive political solution to the conflict, on the basis of the document entitled &quot;Principles of the distribution of powers between Tbilisi and Sukhumi&quot; and its transmittal letter (see S/2002/88, para. 3).",0
"2399","With respect to tasks related to matrices, the Committee&#39;s agreement on a new format constituted an important step forward.",1
"2400","Which will be held on Monday, November 29, 2010, at 10:00 a.m.",0
"2401","The execrable terrorist plan was completed on the morning of March 18 with another bomb attack carried out in Aleppo. Takfiri terrorists, and those who back them, support them and openly supply them with money and weapons, continue to carry out terrorist operations as part of the conspiracy directed against the Syrian Arab Republic, its people and its institutions.",0
"2402","a) Lost profits 144 - 153 37",0
"2403","That was the reason that, as soon as it confirmed the undesirable presence of the Ugandan rebels of the Lord&#39;s Resistance Army, the Government of my country did not hesitate for a single moment to issue an ultimatum to them, ordering them to immediately leave the national territory.",0
"2404","I am pleased that you remind us that this is the fourth anniversary of resolution 1244 (1999).",0
"2405","Despite these shortcomings, state schools were able to start the 2004/2005 school year on time in October for the first time in three years, thanks to the provision of teaching materials financed by the Emergency Economic Management Fund.",0
"2406","Mr. Apakan added that the OSCE had yet to observe the withdrawal of heavy weapons from the line of control.",0
