"ar_en_DEEPL"	"MatConf"
"3. By its resolution 1267 (1999), the Security Council imposed a limited air and financial embargo to compel the Taliban to cease providing sanctuary and training to terrorists, including Osama bin Laden."	1
"These figures do not take into account the likely involvement of listed groups or individuals in attacks for which non-listed groups have claimed responsibility, such as the Taliban in Pakistan or Al-Shabaab in Somalia."	1
"Although the government has made progress in accordance with the action plan, namely the deployment of police forces, it has not implemented its commitment not to enter areas controlled by armed movements."	1
"14. Notes the evolving nexus between terrorism and information and communications technologies, in particular the Internet, and the use of such technologies to commit and facilitate the commission of terrorist acts through their use to incite, recruit, finance or plan terrorist acts, and directs CTED to continue to address this issue in consultation with Member States, international, regional and subregional organizations, the private sector and civil society and to advise the Committee on other possible approaches."	0
"59. Storage areas should be secured with a locking system and protected by guards. If this is done, irregularities and thefts can be prevented."	0
"Problems that persisted during the reporting period included illegal bypass roads on the Administrative Boundary Line (ABL) and smuggling activities."	1
"36. The Chair also plays an important role during Committee meetings by encouraging members to clarify their positions on items when those positions are contrary to those of other States, and by taking the initiative to propose the de-listing of persons believed to be deceased, or items on the List for which there are no identifiers."	0
"The Mission continued its outreach activities under the âUN Caresâ strategy."	0
"Article 33 clearly states that a member of the security services can, under the law, torture and even kill a suspect if he or she is acting in the course of performing his or her duties."	1
"A United Nations police officer asked if he was injured and was told that Mr. Amaral's friend had just been killed by the national police force."	1
"4. Urges CTED to continue to strengthen its role in facilitating technical assistance in the implementation of resolution 1373 (2001) with a view to increasing the capabilities of Member States to combat terrorism by addressing their needs in this area."	0
"Some detainees were held for 11 months without charge, access to a lawyer, or contact with their families."	1
":: Subparagraphs Subparagraph 3 (a), (b) and (c):"	0
"Urges Member States to ensure increased representation of women at all levels of decision-making in national, regional and international institutions and mechanisms for conflict prevention, management and resolution."	0
"12. Decides to remain seized of the matter."	0
"228. Before proceeding to present the findings of the Commission's fact-finding, as well as the legal assessment of these two facts, it is worth presenting some facts about both displacement and destruction, in order to give a clear picture of the scale and scope of the situation."	1
"The continued flow of non-Syrian fighters to the front is a matter of concern, and a common concern for a range of national authorities that have been tracking the issue."	1
"During these three days, four of the girls were allegedly raped and the fifth was sexually assaulted."	1
"Background The United Nations plays a key role in the fight against global terrorism."	0
"He called me and said, \"You always say you are with Syria."	0
"37. Central African region (November 24, 2003; March 19, 2010)."	0
"Another bomber failed to detonate her bomb and was arrested a few days later."	1
"Head of the Communication Office of the Revolutionary Committees."	0
