"en_ar_GOOGLE"	"VerConf"
"ولا تزال ليبيريا تفتقر إلى مرافق عامة للكهرباء أو المياه، حتى في العاصمة مونروفيا."	0
"وشهدت كينشاسا وغيرها من المناطق في الغرب مستويات تهديد منخفضة نسبيا، على الرغم من أن معدلات الجريمة لا تزال تشكل مصدرا للقلق."	1
"6 - يطلب أيضا من اللجنة المنشأة عملا بالقرار 1267 (1999) أن تقدم تقريرا إلى مجلس الأمن عن تنفيذ هذا القرار على فترات منتظمة؛"	0
"&quot;ولا يزال مجلس الأمن يشعر بقلق بالغ إزاء الأنشطة التي تقوم بها المنظمات الإرهابية في منطقة الساحل، بما في ذلك تنظيم القاعدة في بلاد المغرب الإسلامي وحركة التوحيد والجهاد في غرب أفريقيا، ويكرر إدانته القوية للهجمات الإرهابية الأخيرة التي ارتكبت في المنطقة."	1
"وفي الشهر الماضي، واصلت الزيادة في عدد الأشخاص المتأثرين بالنزاع في أزمة دارفور هذا الاتجاه التصاعدي، حيث تم تسجيل 62.000 نازح إضافي داخلياً."	1
"ونحن نعتبر أي انحراف عن هذا المبدأ غير مقبول خشية أن يتحول الوضع الهش في المحافظة إلى حالة من عدم الاستقرار على نطاق واسع."	1
"يدين بشدة جميع انتهاكات القانون الدولي المنطبق المرتكبة ضد النساء والفتيات في حالات الصراعات المسلحة وحالات ما بعد الصراع، ويطالب جميع أطراف الصراعات بوقف هذه الأفعال بأثر فوري، ويؤكد مسؤولية جميع الدول عن وضع حد للإفلات من العقاب ومحاكمة المسؤولين عن جميع أشكال العنف المرتكبة ضد النساء والفتيات في النزاعات المسلحة، بما في ذلك الاغتصاب وغيره من أشكال العنف الجنسي."	1
"وأود أيضا أن أؤكد من جديد أن أعضاء قوات الدفاع الأربعة المدانين بالقتل غير العمد في مقتل ثمانية من ضباط الشرطة الوطنية بالرصاص في عام 2006، والذين تم العفو عن أحدهم وخففت الأحكام الصادرة على ثلاثة منهم، لم يدفعوا بعد التعويض الذي أمرت به المحكمة لهؤلاء الأفراد. أرامل الضحايا."	1
"يكرر مطالبته جميع أطراف النزاع المسلح بالوقف الكامل والفوري لجميع أعمال العنف الجنسي، ويدعو هذه الأطراف إلى تقديم وتنفيذ التزامات محددة محددة زمنيا لمكافحة العنف الجنسي، والتي ينبغي أن تشمل، في جملة أمور، إصدار إصدار أوامر واضحة من خلال التسلسل القيادي تحظر العنف الجنسي والمساءلة عن انتهاك هذه الأوامر، وحظر العنف الجنسي في مدونات قواعد السلوك، والأدلة الميدانية للجيش والشرطة أو ما يعادلها، وتقديم وتنفيذ التزامات محددة بشأن التحقيق في الانتهاكات المزعومة في الوقت المناسب؛ ويهيب كذلك بجميع الأطراف المعنية في النزاع المسلح أن تتعاون في إطار هذه الالتزامات مع موظفي بعثات الأمم المتحدة المناسبين الذين يرصدون تنفيذها، ويهيب بالأطراف أن تعين، حسب الاقتضاء، ممثلا رفيع المستوى مسؤولا عن ضمان التنفيذ من هذه الالتزامات؛"	1
"ولا تدعم أوغندا أي ميليشيا كونغولية كما ادعى الممثل الدائم لجمهورية الكونغو الديمقراطية."	1
"وفي حالة اتخاذ قرار بمحاكمة جميع الأفراد الذين حصلوا على أسلحة لحيازتها بشكل غير قانوني، فإن اللجنة تحتفظ بسجلات تحدد هوية هؤلاء الأشخاص."	1
"وتفتقر الغالبية العظمى من مراكز الحدود التابعة للشرطة البرية إلى الأدوات والمعدات اللازمة لأداء مهامها، ولا تتعاون الوكالات الوطنية لمراقبة الحدود بشكل كاف فيما بينها أو مع نظيراتها في الدول المجاورة."	1
"إحاطة يقدمها السيد كارل بيلت، المبعوث الخاص للأمين العام إلى منطقة البلقان (انظر S/2000/40/Add.8)"	0
"ويعرب المجلس عن قلقه إزاء الدعم الخارجي الذي تتلقاه الجماعات المسلحة التشادية، حسبما أفاد به الأمين العام."	1
"وبالأسعار الجارية، يقدر إجمالي إيرادات المرحلة الخامسة بنحو 3.9 مليار دولار، بما في ذلك رسوم خط الأنابيب البالغة قيمتها 180 مليون دولار."	0
"2. الوضع في تيمور الشرقية"	0
"44. جعفر محمد الحسن يخدم في القوات المسلحة السودانية ومقره الخرطوم."	0
"إن إصدار مجلس العلماء مؤخرا لمرسوم ديني يدين المخدرات والأنشطة الأخرى ذات الصلة يمكن أن يكون فعالا في تثبيط زراعة خشخاش الأفيون."	1
"يومي 3 و7 أكتوبر. وأصدر المجلس بيانات صحفية يدين فيها الهجمات الأخيرة على البعثة المتكاملة (SC/11587 وSC/11591)."	1
"38 - ونظراً لخطورة الحالة الراهنة، يجب أن تكون جهود المجتمع الدولي فورية ومنسقة وحازمة."	1
"وفي الوقت نفسه، من الضروري أن يفي جميع أصحاب المصلحة الصوماليين، وخاصة المؤسسات الاتحادية الانتقالية، بوعودهم لحل التحديات السياسية والاقتصادية والأمنية الهائلة التي تواجههم."	1
"وتسعى اللجنة جاهدة لضمان أن تكون القائمة ديناميكية ومستجيبة للتهديد المتطور الذي يشكله تنظيم القاعدة."	1
"17 - الحالة في منطقة البحيرات الكبرى (1 تشرين الثاني/نوفمبر 1996؛ 9 تشرين الثاني/نوفمبر 2009)."	0
"ونحن ندين الإرهاب بجميع أشكاله ومظاهره، لأنه ينتهك أبسط حقوق الإنسان: الحق في الحياة."	1
"وأعربت الكنيسة الكاثوليكية ومنظمات المجتمع المدني عن قلقها من أن يسهم تخفيف الأحكام في تعزيز تصورات الإفلات من العقاب، على الرغم من أن الرئيس أوضح أن تخفيف الأحكام قد تم بالتشاور مع جهات من بينها الحكومة وأعضاء البرلمان وأسر الضحايا والجناة. ووفقاً للدستور والقوانين المعمول بها."	1
"28 - وتدرك اللجنة أنها لم تتخذ سوى الخطوات الأولى نحو تحقيق هذا الهدف، ويرجع ذلك في معظمه إلى التأخر في تعيين موظفي المديرية التنفيذية."	0
"40 - يرحب بالإحاطات الدورية التي تقدمها حكومة أفغانستان بشأن محتوى القائمة، وكذلك بشأن أثر الجزاءات المحددة الهدف في ردع التهديدات التي يتعرض لها السلام والاستقرار والأمن في أفغانستان، ودعم المصالحة التي يقودها الأفغان؛"	0
"وفي الاجتماع المعقود في 21 أيار/مايو، كانت هناك إشارة محددة إلى مسألة الأسلحة على النحو المبين في الفقرة 93."	0
"(ج) المسؤول عن العقبات التي تعترض حرية حركة عملية الأمم المتحدة في كوت ديفوار والقوات الفرنسية التي تدعمها؛"	1
"واجتمعت فرق العمل، التي كانت تتألف حتى الآن حصرا من أطراف اتفاق السلام الشامل، يومي 9 و 10 آب/أغسطس وواصلت اجتماعاتها بشكل متقطع منذ ذلك الوقت."	0
"&quot;ويشعر مجلس الأمن بقلق خاص إزاء الهجمات التي يتعرض لها العاملون في المجال الإنساني، في انتهاك لقواعد القانون الدولي."	1
"وبالإضافة إلى ذلك، اعتبر زعماء ألبان كوسوفو فوز الرئيس كوستونيتشا بمثابة تهديد لتطلعاتهم إلى استقلال الإقليم."	1
"80 - أعرب موظفو عملية الأمم المتحدة في كوت ديفوار بانتظام عن إحباطهم لعدم توفر معلومات استخباراتية جيدة للمتابعة، ولنقص المهارات التقنية اللازمة لإنجاز ولايتهم."	1
"يحث الدول وجميع الأطراف الأخرى في النزاع المسلح على بذل قصارى جهدها لمنع انتهاكات القانون الإنساني الدولي ضد المدنيين، بما في ذلك الصحفيين والإعلاميين والأفراد المرتبطين بهم."	1
"ويشمل ذلك الحاجة إلى إتاحة المزيد من القدرات القضائية لتجنب زيادة حجم العمل المتراكم داخل نظام العدالة."	0
"29 - ويجري تعديل انتشار شرطة البعثة لتحقيق أقصى قدر من الموارد الموجهة نحو العملية الانتخابية."	0
"ومع ذلك، فمن دون قدر كبير من الشفافية ـ وهو ما من شأنه أن يقوض إحدى مزاياها الرئيسية ـ فمن غير المرجح أن تلبي مثل هذه الآلية الدعوات المطالبة بإجراء مراجعة قضائية فعالة ومستقلة."	1
"بالنسبة للصناديق الاستئمانية المتعددة المانحين، تقوم هيئة الأمم المتحدة عادة بإنشاء وكيل إداري من خلال مذكرة تفاهم. ويعمل الوكيل الإداري كجهة اتصال إدارية مباشرة مع الجهات المانحة، ويتلقى أموال الجهات المانحة ويديرها ويحولها إلى هيئة الأمم المتحدة المشاركة، التي تتولى بعد ذلك المساءلة المالية والبرنامجية."	0
"وعلى الرغم من كل ما ذكر أعلاه، ما زلنا نعتقد أنه لا يوجد حل عسكري، بل على العكس من ذلك، نحن واثقون من أنه سيأتي بنتائج عكسية."	1
"تزييف النقود وتبديلها، وتداول النقود المزيفة أو المعدلة،"	0
"ويتألف التحدي العرقي من عدد من العناصر - توفير الأمن، وضمان حقوق الملكية، وتشجيع العودة، وحماية هوية مجتمعات الأقليات."	0
"شاغلنا الرئيسي في هذا الصدد هو أنه، وفقا للتقرير، لم يتم بعد تنفيذ أي من المعايير الأساسية الثمانية بشكل كامل."	1
"مسؤولية هيئات البنك وإعداد التقارير"	0
"وأعضاء الآلية هم السفير خوان لارين (شيلي)، رئيساً؛ السيدة كريستين غوردون (المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية)؛ السيد ويلسون كالومبا (زامبيا)؛ والسيد إسماعيل سيك (السنغال)."	0
"على الرغم من التقدم الملحوظ، لا تزال البيئة السياسية والأمنية والاقتصادية المعقدة تشكل تحديات هائلة للقادة المنتخبين المكلفين بتطبيع بلدنا."	1
"إنهم يقومون بكل هذه التصرفات، ومن ثم يطلبون الحماية والضمانات ويستخدمونها كستار من الدخان لمواصلة ابتزازهم والحصول على المزيد من التنازلات منا."	1
"2. المسألة الهندية الباكستانية (S/628)."	0
"7- يقرر إبقاء المسألة قيد نظره."	0
"ونطلب من جميع الجماعات المسلحة الموقعة على اتفاق واغادوغو أن تنأى بنفسها عن الجماعات الإرهابية."	1
"573 من 637 طن متري (90%)"	0
"وينبغي أن تكون الاختلالات الإقليمية في إجمالي معدلات تسجيل الناخبين بمثابة تحذير خطير في هذا الصدد."	1
"علاوة على ذلك، هناك أدلة على أن إعادة الغطاء النباتي الطبيعي قد بدأت في هذه المناطق."	0
"وقد أثار هذا توترات خطيرة مع المجتمعات المحلية فضلا عن التهديدات الموجهة ضد البعثة من جانب بعض القادة العسكريين السابقين في المؤتمر الوطني للدفاع عن الشعب المندمجين الآن في القوات المسلحة لجمهورية الكونغو الديمقراطية."	1
"ولم يتم بعد إنشاء هيئة الرقابة، وهي المجلس الأعلى للنيابة العامة."	1
"ومن دواعي القلق الكبير تصاعد اللهجة لدى كلا الجانبين، جمهورية السودان وجمهورية جنوب السودان."	1
"34 - الحالة في كوت ديفوار (20 كانون الأول/ديسمبر 2002؛ 8 كانون الأول/ديسمبر 2009)."	0
"وشدد أعضاء اللجنة على أن التاريخ أظهر أن الدول التي ارتكبت مثل هذه الجرائم الشنيعة ضد شعوبها كانت مصدرا دائما لعدم الاستقرار وانعدام الأمن لجيرانها."	1
"الاتجار بالمخدرات والجريمة المنظمة العابرة للحدود الوطنية"	0
"وضع الحكومة الاتحادية الانتقالية والمعارضة: الحشد العسكري"	0
"يطالب كذلك بأن توقف أطراف النزاع فوراً جميع الانتهاكات والتجاوزات المرتكبة ضد الأطفال، ويطلب إلى الأمين العام أن يكفل (أ) استمرار رصد الحالة والإبلاغ عنها، بما في ذلك كجزء من التقارير المشار إليها في [الفقرة ذات الصلة] أعلاه، الأطفال بما في ذلك من خلال تعزيز التعاون مع الجهات الفاعلة في مجال حماية الطفل و (ب) مواصلة الحوار مع أطراف النزاع من أجل وضع وتنفيذ خطط عمل محددة زمنياً لإنهاء تجنيد الأطفال واستخدامهم وغير ذلك من انتهاكات القانون الإنساني الدولي وحقوق الإنسان. القانون المرتكب ضد الأطفال؛"	1
"وذلك يوم الأربعاء 25 يونيو 2014 الساعة 3 بعد الظهر"	0
"ويقول الصوماليون المطلعون وغيرهم ممن لديهم معرفة وثيقة بالتطورات على الجانبين، فيما يتعلق باحتمالات حدوث مواجهة عسكرية، إن المسألة ليست ما إذا كانت ستحدث، بل متى."	1
"وتلقت اللجنة 44 إخطارا تستشهد بالفقرة 21 من القرار 1970 (2011)."	0
"ولم تتخذ الحكومة أي تدابير خلال الفترة المشمولة بالتقرير ضد ضباط الشرطة الوطنية غير المعتمدين."	1
"الحالة في سيراليون (انظر S/2001/15/Add.7؛ انظر أيضا S/2000/40/Add.50؛ S/2001/15/Add.4, 10, 13, 20, 26, 38, 45 و 51؛ S/2002/30/Add.2، 8، 12، 18، 20، 27، 38، 48 و49؛ و 51 و S/2004/20/Add.10 و 13 و 22 و 24 و 37 و 51)."	0
"17. الحصار المسجل للقرى: غادنيي وأوراهوفاتش وغورنيا سربيكا وكوريتين والقرى المحيطة بغنيلاني."	0
"وباعتبارنا بعثة الأمم المتحدة لتقديم المساعدة إلى أفغانستان، فإننا سنكون غير مسؤولين إذا لم نناشد المجتمع الدولي وحكومة باكستان وحكومة أفغانستان وقواتها الوطنية أن يضعوا حدا لتلك الحالة، وخاصة على الحدود الجنوبية."	1
"وينبغي للمجلس أن يدمج بعمق الممارسات الجيدة الناشئة فيما يتعلق بمكافحة التطرف العنيف في استجابته لتهديد المقاتلين الإرهابيين الأجانب وتشجيع تخصيص الموارد لهذه الجهود."	0
"27 - وبالإضافة إلى ذلك، قررت اللجنة أن قائمة الأصناف والمواد والمعدات والسلع والتكنولوجيا المتعلقة ببرامج القذائف التسيارية الواردة في مرفق التقرير السابق للجنة (S/2014/253) تحل محل القائمة السابقة (انظر S/2012/947) ويخضع للتدابير التي فرضها مجلس الأمن في الفقرات 8 (أ) و (ب) و (ج) من القرار 1718 (2006)."	1
"الذي تم الاستيلاء عليه من قبل مجلس الأمن وعلى المسرح"	0
"نسخة من القانون متاحة على www.stgc.gov.sg."	0
"82 - ومع اقتراب الموعد النهائي الذي حدده اتفاق السلام الشامل لإجراء الاستفتاءين، تتزايد التوقعات العامة والقلق بوتيرة متسارعة."	0
"البيان الثالث. بيان التدفقات النقدية لفترة السنتين المنتهية في 31 كانون الأول/ديسمبر 2007"	0
"ويشير مجلس الأمن إلى مطالبته جميع الأطراف في النزاع المسلح بالامتثال الكامل للالتزامات المنطبقة عليها بموجب القانون الدولي فيما يتعلق بحماية المدنيين في النزاع المسلح، بما في ذلك الصحفيون والإعلاميون والأفراد المرتبطون بهم."	1
"ومع ذلك، يوصي الفريق بأن ينبه مجلس الأمن الدول الأعضاء إلى أنها ملزمة بموجب نظام الجزاءات بمنع استخدام الإنترنت في التوريد أو البيع أو النقل بشكل مباشر أو غير مباشر للمشورة التقنية أو المساعدة أو التدريب فيما يتعلق بالأغراض العسكرية. الأنشطة للأفراد والكيانات المدرجة في القائمة من أراضيها أو من قبل مواطنيها خارج أراضيها."	1
"2. الاستيراد مقصور على السلطة التنفيذية الوطنية"	0
"وفي تصريحاتهم العلنية، واصل العقيد القذافي وأفراد عائلته تهديد المواطنين بحرب أهلية وإمكانية القتل الجماعي إذا استمرت الاحتجاجات."	1
"وأعرب أيضا عن أن فشل البرلمان اللبناني في انتخاب رئيس جديد قد قوض استقرار لبنان وقدرته على الصمود منذ بداية النزاع في الجمهورية العربية السورية."	1
"30 - المعيار الدولي الأدنى الذي تلتزم به جميع الدول الأعضاء المدرجة في القائمة هو اتفاقية حقوق الطفل."	0
"وإذ يؤكد من جديد ضرورة مكافحة التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية، بجميع الوسائل، وفقا لميثاق الأمم المتحدة،"	1
"وقد أثارت آليات حقوق الإنسان التابعة للأمم المتحدة مخاوف بشأن الأحكام الخاصة بمكافحة الإرهاب التي تقيد بعض الحقوق في بعض الدول، الأمر الذي قد يجعل بدوره من الصعب تنفيذ الاتفاقات الدولية المتعلقة بالمساعدة القانونية المتبادلة وتسليم المجرمين."	1
"تراجع في العمل أو مسار التعامل"	0
"وبطبيعة الحال، نشعر بقلق عميق إزاء الوضع في ولايتي جنوب كردفان والنيل الأزرق، نظرا لقربهما الجغرافي من بلادنا."	1
"وإنني أشجع السلطات الكونغولية على محاسبة جميع المسؤولين عن عمليات الاغتصاب الجماعي والنهب التي وقعت في واليكالي في تموز/يوليه وآب/أغسطس 2010."	1
"إذ يشير إلى بيان رئيسه المؤرخ 8 تموز/يوليه 1999 (S/PRST/1999/21)، ويؤكد دعوته إلى إدراجها، حسب الاقتضاء، في اتفاقات سلام محددة، وعلى أساس كل حالة على حدة، ضمن عمليات الأمم المتحدة لحفظ السلام ولايات ذات شروط واضحة لنزع سلاح المقاتلين السابقين وتسريحهم وإعادة إدماجهم، بما في ذلك التخلص الآمن وفي الوقت المناسب من الأسلحة والذخيرة،"	0
"&#39;5` العمل مع المنظمات الدولية والإقليمية ذات الصلة من أجل تعزيز الوعي بالتدابير والامتثال لها؛"	0
"ورغم أن الحكومة أحرزت بعض التقدم وفق خطة العمل، ألا وهي نشر قوات الشرطة، إلا أنها لم تنفذ التزامها بالبقاء خارج المناطق الخاضعة لسيطرة الحركات المسلحة."	0
"109 - وتخلص الآلية إلى أن أحد آثار الجزاءات على تجارة الماس هو إنتاج وثائق مزورة أو مزورة أكثر تطورا لإخفاء مصدر الماس."	0
"ويرى الأمين العام أن وثائق التفويض هذه سليمة."	0
"الرئيس: معالي السير جيريمي غرينستوك (المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية)"	0
"إن المحاولات التي تبذلها الدول للتوصل إلى حل سلمي للصراعات هي عملية مستمرة."	0
"وفي تقريره الأخير عن حماية المدنيين في النزاعات المسلحة (S/2012/376)، أشار الأمين العام إلى أن &quot;الحالة المزرية لحماية المدنيين لم تتغير إلا قليلاً&quot; وأن هناك حاجة واضحة لترجمة الالتزامات المعيارية إلى تحسينات ملموسة في حماية المدنيين على الأرض."	1
"وإذ يقرر أن الحالة في المنطقة لا تزال تشكل تهديدا للسلم والأمن الدوليين،"	1
"36 - حتى حزيران/يونيه 2008، حافظت جيبوتي وإريتريا على علاقات ثنائية جيدة إلى حد ما."	0
"تم تسليم المركبات إلى Rai Los مع 31 زيًا رسميًا لشرطة URP PNTL في 23 مايو. وفي 24 أيار/مايو، شارك راي لوس ورجاله، الذين كانوا يرتدون زي وحدة الشرطة الاحتياطية، في الهجوم على جنود قوات الدفاع التيمورية الذين كانوا يقومون بدورية."	0
"وحتى 17 كانون الثاني/يناير، قامت الوزارة بتحليل 128 ميزانية بلدية من أصل 140 والتحقق من صحتها."	0
"علاوة على ذلك، عندما يصبح استخدام العنف المسلح وسيلة متأصلة لحل المظالم والصراعات الفردية والجماعية، تتآكل الآليات القانونية والسلمية لتسوية المنازعات ولا يمكن الحفاظ على سيادة القانون."	0
"ونهبت المجموعة المباني واختطفت حوالي 44 قروياً، وأطلقت النار على اثنين منهم فقتلتهم."	0
"14 - الحالة في سيراليون (27 تشرين الثاني/نوفمبر 1995؛ 9 تشرين الأول/أكتوبر 2012)."	0
"قرر مجلس الأمن، في الفقرتين 1 و 2 من قراره 2118 (2013)، أن استخدام الأسلحة الكيميائية في أي مكان يشكل تهديدا للسلام والأمن الدوليين، وأدان بأشد العبارات أي استخدام للأسلحة الكيميائية في الجمهورية العربية السورية."	1
"وفي بعض الحالات، مُنع النازحون من الوصول إلى مواشيهم ومحاصيلهم القريبة بسبب التهديد بشن هجمات خارج المخيمات على يد الجنجويد."	1
"وتمشيا مع التوجيهات السياساتية للجنة بشأن حقوق الإنسان ومكافحة الإرهاب، تدمج المديرية التنفيذية حقوق الإنسان في استراتيجية اتصالاتها، مشددة على أنه يجب على الدول أن تكفل امتثال تدابيرها لمكافحة الإرهاب لالتزاماتها بموجب القانون الدولي."	0
"&quot;ويكرر مجلس الأمن إدانته بنفس القدر من القوة لجميع انتهاكات القانون الدولي المنطبق التي تنطوي على تجنيد الأطفال واستخدامهم من قبل أطراف النزاع المسلح، فضلا عن إعادة تجنيدهم، وقتلهم وتشويههم، واغتصابهم وغيره من أشكال العنف الجنسي، واختطافهم، والهجمات ضدهم. المدارس أو المستشفيات، وحرمان أطراف النزاع المسلح من وصول المساعدات الإنسانية."	1
"ثالثا. أنشطة مبعوثي الشخصي"	0
"ويثير الوضع على الأرض القلق أيضاً من الناحية الإنسانية. ويؤكد الأمين العام أن العراق يعيش أزمة كبيرة، مبينا أن الوضع مستمر في التدهور."	1
"هناك حاجة إلى تنفيذ أكثر فعالية للقرار 1624 (2005)، الذي يشجع الحوار والتفاهم بين الأديان والثقافات من أجل مكافحة التحريض على الأعمال الإرهابية بدافع التطرف والتعصب."	0
"أصبحت جمهورية مقدونيا طرفا في الاتفاقية الأوروبية لتسليم المجرمين في 26 تشرين الأول/أكتوبر 1999."	0
"ومع ذلك، نشعر بالقلق إزاء التقارير التي تفيد بأن التوتر بين الأحزاب الحاكمة والمعارضة قد اشتد."	1
"وإذ يكرر إدانته القوية للهجمات ضد العملية المختلطة ودعوته حكومة السودان إلى التحقيق بسرعة في هذه الهجمات وتقديم مرتكبيها إلى العدالة، ويكرر كذلك دعوته جميع الأطراف في دارفور إلى التعاون الكامل مع البعثة، ويؤكد من جديد تعازيه العميقة إلى حكومات وأسر القتلى،"	1
"ضمان استمرار الحوار مع البلدان المساهمة بقوات وأفراد شرطة بشأن زيادة مساهمة المرأة في الوحدات الوطنية، بما في ذلك من خلال الاجتماعات المنظمة لاستعراض أفضل الممارسات لتعزيز التوازن بين الجنسين وتعميم المنظور الجنساني في عمل الأفراد النظاميين في عمليات حفظ السلام."	0
"جيم - طرق الدفع الجديدة 55 - أصبحت طرق الدفع الجديدة منتشرة على نطاق واسع بشكل متزايد ويمكن أن تشكل تحديا فيما يتعلق بتمويل الإرهاب."	0
"يتم سرد بعض أبرزها في الفقرات التالية."	0
"وفي مارس/آذار 2009، عندما صدرت مذكرة الاعتقال بحق الرئيس عمر البشير، توقع البعض أن هذا الأمر القضائي ضد رئيس دولة السودان الذي يشغل منصبه من شأنه أن يدمر احتمالات تنفيذ اتفاق السلام الشامل لعام 2005."	1
"كما أثبتت اللجنة أن القوات المسلحة الحكومية وأجهزة أمن الدولة والمخابرات العسكرية مسؤولة عن الحبس والاحتجاز غير القانوني للمدنيين."	1
"كما زارت مخيم نونا المؤقت للاجئين الإيفواريين في غينيا."	0
"وباختصار، فإن المهام التي حددها فريق المراقبين الاقتصاديين (ECOMOG) لنفسه تشمل ما يلي:"	0
"ولا يحتوي القانون الجنائي السوداني وقانون الإجراءات الجنائية على أحكام موضوعية وإجرائية يمكن تطبيقها على الوضع الخاص للجرائم المرتكبة أثناء النزاع المسلح."	1
"وقد أعرب بلدي مرارا وتكرارا عن قلقه إزاء السكان المدنيين في تلك المنطقة وعن رأيه بأنه من المهم أن يتم نشر بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية هناك من أجل حمايتهم."	1
"إن مثل هذه الاتهامات الباطلة تتعارض مع العقل والمعايير الأساسية للسلوك المهني. وأنا على يقين من أن المجلس سوف يقيلهم."	1
"وصدرت آخر قائمة كاملة بالبنود (S/2009/10/Add.39) في 5 تشرين الأول/أكتوبر 2009."	0
"المقرر عقدها يوم الخميس، 20 أيلول/سبتمبر 2001، الساعة 20/16"	0
"64- وسألت البعثة الأفراد العسكريين الحكوميين عن التقارير التي تفيد بمقتل حوالي 70 شخصاً، معظمهم من المسلمين، على يد الجنود الحكوميين بعد استعادتهم للمدينة."	0
"169 - تثبت الأدلة المعروضة على اللجنة أن رئيس الوزراء الكاتيري كان على علم بمزاعم نقل الأسلحة إلى المدنيين بحلول 21 أيار/مايو على الأقل."	1
"11- يقرر إبقاء المسألة قيد نظره."	0
"2 - ومن المؤسف أنه منذ تقريري السابق إلى المجلس، لم يتحقق سوى تقدم محدود نحو تنفيذ أحكام اتفاق بريتوريا بشأن عملية السلام في كوت ديفوار (S/2005/270، المرفق الأول) المؤرخ 6 نيسان/أبريل 2005. واتسعت الفجوة الكبيرة بين مواقف الطرفين."	1
"القضايا في مرحلة صياغة الحكم (الملحق باء)"	0
"افتتحت الجلسة الساعة 4.10 مساءً"	0
"وأدان أعضاء المجلس الهجمات التي استهدفت أفراد عملية الأمم المتحدة في كوت ديفوار، وذكروا أنه ينبغي محاسبة المسؤولين عن هذه الهجمات."	1
"ومن الواضح أن الهدف منها هو عرض صورة للتهديد المزعوم الذي تشكله صربيا على كوسوفو وميتوهيا."	1
"وفي مصر، نواصل الحث على النقل السلمي والمبكر للسلطة إلى حكومة مدنية."	1
"التقرير المتعلق بنتائج استعراض الأسماء المدرجة في القائمة الموحدة المبينة في الفقرة 25 من القرار 1822 (2008)، قيد النظر حاليا من قبل لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وتنظيم القاعدة. حركة طالبان والأفراد والكيانات المرتبطة بها."	0
"وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،"	0
"ونحث حكومة هايتي على اتخاذ تدابير قوية لمنع هذا العنف وضمان تقديم مرتكبي تلك الأفعال إلى العدالة."	1
"تم تسليم جميع الأدلة الملموسة التي تم العثور عليها في الموقع لاحقًا إلى قوى الأمن الداخلي (اللواء هشام أعور) وعلى حد علم العميد عازار كانت هناك بعض الشظايا المعدنية ومسدس."	0
"ومع ذلك، يمكن تحسين نظام العدالة الجنائية في خمس دول على الأقل من أجل تقديم الإرهابيين إلى العدالة بشكل أكثر فعالية."	1
"10 - يكرر تأكيد أهمية قيام جميع الدول بتحديد الإجراءات المناسبة، أو استحداثها إذا لزم الأمر، للتنفيذ الكامل لجميع جوانب التدابير الموصوفة في الفقرة 1 أعلاه، ويحث بقوة جميع الدول الأعضاء على تنفيذ المعايير الدولية الشاملة الواردة في خطة فرقة العمل المعنية بالإجراءات المالية ( قامت مجموعة العمل المالي (FATF) بمراجعة التوصيات الأربعين بشأن مكافحة غسل الأموال وتمويل الإرهاب وانتشار الأسلحة، ولا سيما التوصية رقم 6 بشأن العقوبات المالية المستهدفة المتعلقة بالإرهاب وتمويل الإرهاب؛"	1
"وفي الوقت نفسه، لا تزال مسألة ضمان امتثال تدابير مكافحة الإرهاب لالتزامات حقوق الإنسان موضوعا رئيسيا للنقاش في المنطقة دون الإقليمية."	1
"ويواصل الأفراد والخلايا المرتبطة بتنظيم القاعدة والمنتسبين إليه الابتكار فيما يتعلق بالأهداف والتكتيكات والتكنولوجيا."	1
"أولا وقبل كل شيء، لا تزال المخاوف على الجبهة الأمنية ذات أهمية قصوى."	1
"ووفقا للتقارير، لا يزال يتم انتهاك حظر الأسلحة الذي تفرضه الأمم المتحدة، كما زاد تدفق الأسلحة إلى البلاد."	0
"(ب) تعزيز قدرتها على تجميد أموال وأصول الإرهابيين دون تأخير، من خلال تطوير آليات &quot;التجميد&quot; الوطنية لتكملة الأطر الإقليمية؛"	0
"وتظل نصيحتي هي أن التحديات الأمنية المعقدة في الصومال لا يمكن معالجتها في حدود قدرات قوة حفظ السلام النموذجية التابعة للأمم المتحدة، وأن القوة المتعددة الجنسيات هي الأداة الصحيحة لتحقيق الاستقرار في مقديشو."	1
"ويجب بذل المزيد من الجهود من جانب حكومة هايتي والمنظمات الإنسانية الدولية في الأنشطة الوقائية، مثل توفير المرافق الصحية والمياه النظيفة."	1
"وفي المحافظات الشمالية الثلاث، أدى الانتهاء من مشروع المياه في دهوك إلى توفير المياه الصالحة للشرب لنحو 250 ألف شخص."	0
"[S] يشدد على أهمية نزع السلاح أو التسريح أو إعادة التوطين أو الإعادة إلى الوطن بشكل دائم، حسب الاقتضاء، وإعادة إدماج الجماعات المسلحة [الوطنية] والأجنبية من أجل تحقيق الاستقرار على المدى الطويل في [البلد المتضرر]، وأهمية المساهمة التي يقدمها الشركاء الدوليون في هذا الحقل."	0
"وتشمل هذه، على سبيل المثال لا الحصر، الجيش وجهاز الأمن الوطني والمخابرات والمخابرات العسكرية واللجان الأمنية في ولايات دارفور الثلاث."	0
