"","es_en_DEEP","VerCoop"
"1294","It is unlikely that their continued status on the List will influence the level of attention paid to them by state authorities, but because they have shown no change in the support they give to Al-Qaida or the Taliban verbally and by written, which is not a criterion for inclusion on the List, States have recommended that such persons remain on it and the Committee has accepted this.",1
"1295","The young women were detained for three days; They were raped and then released.",0
"1296","Acting under Article 41 of Chapter VII of the Charter of the United Nations,",0
"1297","Border Intelligence Service guards are directly under the command of the Military Intelligence Service officers of the division to which they are assigned and are also subject to the ordinary chain of command of the armed forces.",0
"1298","A fourth terrorist failed to detonate her bomb and was arrested a few days later.",0
"1299","The Chairperson took note of the invitation extended to the Working Group by the Country Task Force on Monitoring and Reporting (CTFMR) to visit South Sudan and proposed that the Working Group issue a press release on the meeting held. , in accordance with the mandate of the Group.",1
"1300","Furthermore, attacks by Al-Shabaab and its affiliated groups in Uganda and Kenya have demonstrated their reach and recruiting capacity in Somali communities in those countries.",0
"1301","Thus, Thailand had no choice but to exercise its inherent right to self-defense, provided for in Article 51 of the United Nations Charter.",0
"1302","On this basis, I wish to accede to the Pakistani request and intend to establish a three-member Commission of Inquiry.",1
"1303","The Council reaffirms that, for a post-conflict or post-conflict society to recover from past abuses against civilians and prevent them in the future, it is essential to end impunity.",1
"1304","The provision contained in section e) of paragraph 1 of article 95 of the Penal Code could also apply.",0
"1305","b) What is meant by surroundings? What areas does it include?",0
"1306","On 21 February 2005, UNOCI authorized FACI to conduct two one-hour ground tests of engines and systems on the last Wednesday of each month for its Mi-24P (TU-VHO), provided that it was not armed and the test was carried out outside the hangar at the Abidjan air base and in the presence of UNOCI observers.",1
"1307","Cooperation in regional border management continues to improve, inter alia, through the establishment of joint patrols, information exchange and regional border control and customs cooperation mechanisms.",0
"1308","Reaffirming its call to all States to become parties as soon as possible to the international conventions and protocols to combat terrorism, whether or not they are parties to the regional conventions on the matter, as well as to fully fulfill their obligations under those to which they are parties,",1
"1309","The creation of the task force on resolution 1624 (2005) and the human rights aspects of counter-terrorism will, first of all, allow the Executive Directorate to contribute to the Committee's review of how it can assist States Members to address issues such as incitement to terrorism and intercultural dialogue, raised in resolution 1624 (2005).",1
"1310","1. Responsibility of the organs of banking entities and obligation to report",0
"1311","5. Devic Monastery, near Srbica",0
"1312","The Commission cannot accept the Government's position that the statistics of the work of the committees indicate a much lower incidence of the crime of rape than that reported by sources such as the United Nations, the African Union and other national and international organizations.",0
"1313","In many cases, Government forces were reported to have surrounded villages, standing guard while the Janjaweed burned and looted villages and committed other atrocities against the population.",0
"1314","b) Prevent the entry into its territory or the transit through it of those persons, with the understanding that nothing in this paragraph shall oblige a State to deny entry into its territory or require the departure of its own nationals. and that this paragraph shall not apply when entry or transit is necessary for a judicial proceeding or when the Committee established pursuant to resolution 1267 (1999) (the ""Committee"") determines, on a case-by-case basis, that the entry or transit is justified;",1
"1315","The operations were approved at the level of the Supreme Leader. Most of the victims of enforced disappearances were forced to work and perform other activities for the state.",0
"1316","Acknowledging that the Council's work had changed considerably over the past 15 years, one speaker noted that the trend had always been towards greater clarity.",1
"1317","54. The situation in Chad, the Central African Republic and the subregion (August 27, 2007; May 8, 2009).",0
"1318","a) The full and correct name of the person;",0
"1319","The Council reminds States that they must ensure that the measures they take to combat terrorism comply with all their obligations under international law, in particular international human rights law, international refugees and international humanitarian law.",0
"1320","Just last month, in a statement on 27 May 2011, Secretary-General Ban Ki-moon expressed his view that assistance and goods destined for Gaza should be sent via legitimate routes and through established channels and made clear that flotillas carry the potential to escalate and spark violent conflict.",1
"1321","Given the vulnerability of the subregion, more measures are needed to criminalize recruitment.",1
"1322","The arguments of the representative of Armenia are especially surprising because he has presented them before the Security Council, which, in 1993, approved four resolutions in which it condemned the use of force against Azerbaijan and the occupation of its territories and demanded its immediate withdrawal, full and unconditional withdrawal of the Armenian occupation forces from all occupied territories of Azerbaijan (resolutions 822 (1993), 853 (1993), 874 (1993) and 884 (1993)).",0
"1323","n) Land Forces (artillery): US$117,587,631.",0
"1324","The Committee hopes that this highly professional support will continue.",1
"1325","They also called on the Forces Nouvelles to begin as soon as possible, before 15 October, and without preconditions, the demobilization, disarmament and reintegration process they agreed to in Accra, and stressed that all paramilitary and militia groups also They had to be disarmed.",1
"1326","Aware of the importance and urgency of such a wide-ranging issue as the fight against terrorism and in order to provide additional relevant information to the Committee, the Government of the Czech Republic has attached a separate annex to its ""Fifth Report"" the ""Law No. . 61 (Coll. 1996) relating to some measures against the laundering of the proceeds of crime and by which the legislation referring to related activities is modified and completed.",1
"1327","Information sharing allows for better assessment of the proliferation risks present in business opportunities and is therefore crucial for all private sector participants and benefits companies with fewer resources, such as small and medium-sized enterprises.",1
"1328","Other initiatives have been undertaken recently: an interim National Reconciliation Commission was established in August 2011, and the Government of Guinea and the United Nations Peacebuilding Commission reached agreement in September on a joint strategy to promote national reconciliation and security sector reform, among other things.",0
"1329","In one of the incidents, which occurred in Korcha-Turgu, early in the morning on a day in August 2003, hundreds of Janjaweed Arabs dressed in green military uniforms and riding horses and camels surrounded and attacked the village and They began shooting at the men and boys.",0
"1330","They have a son and two daughters.",0
"1331","Many counterterrorism experts and international organizations and agencies also believe that it is important to monitor commercially available dual-use systems and components that could be used in terrorist attacks.",1
"1332","One State noted that, in 2006, it had approved a comprehensive anti-radicalism plan, which aims to combat radicalization while protecting democratic values.",1
"1333","From 1 to 10 October 2014, 20 ceasefire violations were recorded along the line of control and 22 along the provisional demarcation line, as a result of which 12 civilians were killed and 52 civilians and 9 soldiers were injured on the Pakistani side.",0
"1334","d) Sports and gymnastics equipment",0
"1335","Use of cross-functional teams at the national level in interaction with refugee communities to identify issues related to protection from gender-based violence and programs in this area; promoting awareness-raising initiatives with which refugees can identify; support for pilot projects to eradicate gender-based violence, including projects targeting men and boys; dissemination and implementation of guidelines on sexual and gender-based violence against refugees, returnees and internally displaced persons.",0
"1336","The cell has also sought to improve the targeting capabilities and cartographic knowledge of civilian personnel and military observers and continues to promote the use of GIS-based technology as a decision-making tool.",1
"1337","43. Reiterates the need to strengthen cooperation between the Committee, the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004), as well as their respective expert groups, including, where appropriate, through increased exchange of information, the coordination of country visits as part of their respective mandates, the facilitation and monitoring of technical assistance, relations with international and regional organizations and organizations, and other issues of importance to the three committees, expresses its intention to provide guidance to the committees on matters of common interest in order to better coordinate their activities and facilitate this cooperation, and requests the Secretary-General to make arrangements for the groups to share facilities as soon as possible;",0
"1338","S&P: A-1+; Moody's: P-1",0
"1339","The transfer of powers in these sensitive areas cannot function without a firm policy of supervision, intervention and sanction.",0
"1340","38. Reaffirms that the Monitoring Team will transmit to the Committee every six months a list of individuals on the Al-Qaida Sanctions List who have been reported dead, together with an assessment of relevant information, including the death certificate and, to the extent possible, the status and location of frozen assets and the names of individuals or entities that could receive unfrozen assets, directs the Committee to review such entries to determine whether they remain appropriate, and calls upon the Committee to remove entries for deceased individuals when credible information regarding the death becomes available;",1
"1341","In this climate of generalized insecurity, the freedom of opinion of political parties is threatened and conditioned.",0
"1342","I have the honor to transmit to you the attached communication, dated September 26, 2002, which I received from the Secretary General of the North Atlantic Treaty Organization.",0
"1343","States should ensure that the application of anti-terrorism legislation fully respects human rights.",1
"1344","EEI provided a list of these assets, including their serial and model numbers, as well as an estimate of their value. EEI did not indicate the age of the assets, nor did it make any adjustments to account for depreciation.",0
"1345","b) Work with States and the UNODC Terrorism Prevention Branch to promote best practices and facilitate capacity-building and training of members of the judiciary, law enforcement agencies and other officials competent public bodies with respect to the procedures for requesting and providing assistance in criminal investigations and in judicial assistance and extradition;",1
"1346","In its presidential statement of 4 September (S/PRST/2008/33), the Security Council requested the Secretary-General to seek States that could provide the financial resources, personnel, equipment and services necessary for a multinational for Somalia and get in touch with them.",1
"1347","The Group noted with satisfaction that some countries have suspended or blocked the export of military goods and services to CÃ´te d'Ivoire.",0
"1348","Timor-Leste On 10 May, the Special Representative of the Secretary-General for Timor-Leste, Mr. Kamalesh Sharma, briefed the Council in a public meeting.",1
"1349","To make an analysis of the perpetrators intelligible, two legal instruments are needed: the categories of crimes for which they may be responsible and the enumeration of the various forms of participation in international crimes for which suspicion may arise.",1
"1350","President of the Group of Arab States",0
"1351","The Contact Group will hold its 17th plenary meeting in Dubai, United Arab Emirates, in parallel with the fourth United Arab Emirates conference on combating piracy in the last week of October 2014.",1
"1352","Expressing concern at continued allegations, including by the Secretary-General in [the relevant report], of human rights abuses and violations of international humanitarian law, including against women and children, and at reports of increasing incidents of sexual violence, in particular those attributed to armed men, stressing the importance of investigating such alleged abuses and violations â¦ committed by all parties, regardless of their status or political affiliation, reaffirming that those responsible for such violations must be held accountable and brought to justice regardless of their political affiliation, while respecting the rights of those detained â¦ and urging the Government to intensify and expedite its efforts to combat impunity,",0
"1353","Exemptions are granted for supplies of weapons and related deadly materiel to the Ivorian security forces intended solely to support the Ivorian security sector reform process or for use in the framework of that process, prior notification to the Committee.",0
"1354","Affirming its determination to adopt appropriate and effective measures to combat any threat to international peace and security caused by the proliferation of nuclear, chemical and biological weapons and their delivery systems, in accordance with its primary functions set forth in the Charter of the Nations United,",1
"1355",":: Establishment of media monitoring mechanisms to ensure effective monitoring, documentation and reporting of all incidents, sources and contents of media messages intended to incite hate.",1
"1356","The Security Council recognizes the need to prevent and suppress the financing of terrorism and terrorist organizations, including from the proceeds of organized criminal activities, such as the illicit production and trafficking of drugs and their chemical precursors, and the importance of maintaining international cooperation to this end.",1
"1357","The 2008-2009 wheat and barley harvest is expected to be up to 51% lower than the previous season.",0
"1358","The Committee made recommendations in the areas of security, humanitarian aid, improvement of the social structure, services and development, the installation of police posts with adequate logistical means to provide rapid response to crises and confiscation of weapons that they were in the power of those who should not have them.",1
"1359","The Commission, on the basis of a thorough analysis of information gathered in the course of its investigations, determined that the Government of the Sudan and the Janjaweed were responsible for serious violations of international human rights law and international humanitarian law that amounted to crimes under international law.",0
"1360","All interested parties should be encouraged to make use of this option to raise awareness of the resolution and promote its effective and universal implementation in the context of planned or special events, with the aim of strengthening the implementation of the resolution.",1
"1361","The Security Council looks forward to the mission's conclusions and recommendations.",1
"1362","The Czech Parliament is currently examining this project.",0
"1363","That, when monitoring the use of compensation in activities to solve environmental problems, the Commission should take into account the final results of the monitoring and evaluation study of the oil-polluted coastline of Saudi Arabia, in particular the Commission's compensation for the claim No. 5000451.",1
"1364","2. Satisfy more fully the legitimate aspirations of the populations of Azawad in the political and institutional, military and security, and economic, social and cultural fields;",0
"1365","On 14 April 2012, the Security Council adopted resolution 2042 (2012), in which it noted that the Government of Syria had committed to implement the six-point proposal of the United Nations Special Envoy, Mr. Kofi Annan; He requested that all the elements of the proposal be fulfilled urgently, generally and immediately; He called on all Syrian parties, including the opposition, to immediately end all armed violence in all its forms; and expressed its intention to immediately establish, following consultations between the Secretary-General and the Government of Syria, a United Nations monitoring mission in Syria to monitor the cessation of armed violence in all its forms and by all parties .",0
"1366","Gulbuddin Hekmatyar (QI.H.88.03) is primarily considered a threat to peace and security in Afghanistan.",0
"1367","There is currently no information available on his whereabouts.",0
"1368","In its resolution 1977 (2011), the Security Council expressly encourages the Committee established pursuant to resolution 1540 (2004) to draw on, among other sources, relevant experts from the private sector.",1
"1369","Banning illegal cross-border movement is vital in the fight against terrorism, drug trafficking and commercial smuggling.",0
"1370","They can train fighters, plan their operations in innovative ways, and carry out attacks. Lashkar-e-Tayyiba (QE.L.118.05) continues to provide specialized training to terrorists, including in the manufacture of improvised explosive devices. Al-Qaida in the Arabian Peninsula (AQAP) (QE.A.129.10) remains an important source of technological innovation.",0
"1371","Vice-Presidency: United Kingdom of Great Britain and Northern Ireland",0
"1372","Reiterating its request that the Office of the United Nations High Commissioner for Refugees continue to consider the possibility of registering refugees in the Tindouf camps,",1
"1373","In accordance with paragraph 13 of Security Council resolution 1822 (2008) and in coordination with the designating States, the Team has begun drafting narrative summaries of reasons for listing all listed entries.",1
"1374","IV. Committee on Missing Persons in Cyprus",0
"1375","i) The first series of questions",0
"1376","5. An overview of the procedural steps for category ""E3"" claims is provided in paragraphs 10 to 18 of the summary.",0
"1377","To be held on Wednesday, January 31, 2001, at 1:30 p.m.",0
"1378","The addition of these names demonstrates the Committee's continued concern about the threat that the Taliban creates for international peace and security.",0
"1379","It was therefore not a long-term employment.",0
"1380","The part of the engine that was found and collected at the crime scene has led to the conclusion that this engine came from a Mitsubishi vehicle stolen on October 12, 2004 in the city of Sagamihara (Japan).",0
"1381","The Security Council further reaffirms the need to combat, by all means and in accordance with the Charter of the United Nations, threats to international peace and security caused by terrorist acts.",1
"1382","Firstly, the effective application of the sanctions regime is directly related to the quality of the information available about those to whom it is applied.",0
"1383","Ambassador Zalmay Khalilzad (United States of America)",0
"1384","Taking note of the proposal submitted to the Secretary-General by Morocco on 11 April 2007 and welcoming Morocco's serious and credible efforts to advance the process towards a solution; taking note also of the proposal presented to the Secretary General by the Polisario Front on April 10, 2007,",1
"1385","The meetings will include regular reporting by working groups responsible for monitoring progress on national monitoring and implementation, assistance, cooperation with international organizations, including Security Council Committees established pursuant to resolutions 1267 (1999). and 1373 (2001), and transparency and disclosure in the media.",1
"1386","They have undertaken all these actions, and then they ask for protection and guarantees and use these arguments to continue extorting us and obtain more concessions from us.",0
"1387","The academy will be an important institution for the implementation of the new curriculum and for supporting the implementation of the roadmap for the reconstruction of the civil police force.",1
"1388","33. He decides to continue pursuing the issue.",0
"1389","Member States should continue to consider listing key individuals who are essential to providing training or facilitating the recruitment of personnel for Al-Qaida affiliated entities.",1
"1390","It was expected that resolution 1521 (2003) and resolution 1532 (2004), which called for the freezing of assets, would be made available to the national process to compensate victims, as compensation was not included in the mandate of the Court.",1
"1391","Other F-FDTL soldiers were sent to the former Peacekeeping Force building with orders to be ready.",0
"1392","Many of these bodies include representatives of government offices responsible for areas other than criminal law enforcement, such as the ministries of labor and social affairs.",0
"1393","The Israeli people, who had hoped that Israel's withdrawal from Lebanon -- which was certified by this Council six years ago -- would result in security along their northern border, find themselves subjected to constant rocket attacks by Hezbollah, that penetrate more into Israeli territory every day.",0
"1394","Any conduct that does not conform to that border line is illegal.",0
"1395","Reiterates the need to convene as soon as possible an international conference to implement the Geneva communiquÃ© with a view to facilitating a Syrian-led political process leading to a transition that accelerates the end of the Syrian conflict.",1
"1396","Council members agreed that efforts must be made to resolve the root causes of the conflict and that a coordinated response involving all relevant United Nations bodies was required.",1
"1397","The Security Council welcomes General Assembly resolution 64/289, which established the United Nations Entity for Gender Equality and the Empowerment of Women (UNWomen), which will become fully operational in January from 2011.",1
"1398","In accordance with paragraph 11 of resolution 1963 (2010), the Committee, with the assistance of its Executive Directorate, held a special session on 28 September 2011 to commemorate the tenth anniversary of the adoption of resolution 1373 (2001) and his own establishment.",1
"1399","Since then, the Government has repeatedly stated that it prefers to receive direct bilateral assistance to strengthen the capacity of its security forces.",1
"1400","They also failed to punish people who were under their control and committed serious crimes.",0
"1401","6. Requires all States and parties to armed conflicts to comply fully with all relevant decisions of the Security Council and, in this regard, to cooperate fully with United Nations peacekeeping missions and United Nations teams United in the countries in the follow-up and implementation of these resolutions;",1
"1402","S/RES/1208 (1998), paras. 4, 12",0
"1403","11. Directs the Committee to cooperate with the other sanctions committees of the Security Council, in particular the one established pursuant to resolution 1988 (2011); Inclusion on the List",1
"1404","Intravenous fluids were provided to treat 3,333 people in Ar-Raqqa city.",0
"1405","Reaffirms that it condemns all activities that incite violence against civilians in situations of armed conflict, also reaffirms that it is necessary to bring to justice those who incite such violence or provoke it by other means and declares that it is willing, by authorizing missions, to consider, where appropriate, taking measures in response to media broadcasts that incite the commission of acts of genocide, crimes against humanity and serious violations of international humanitarian law.",1
"1406","The progress made - and there is no doubt that there has been progress - must be examined in the context of the challenges that Kosovo has faced.",0
"1407","The National Commission for Youth was commissioned by President Koroma on November 25, 2011. It is expected to lead the promotion and harmonization of youth development under the Ministry of Youth Employment and Sports.",1
"1408","International crimes such as crimes against humanity and war crimes that have been perpetrated in Darfur may be no less serious or less atrocious than genocide.",1
"1409","2. Ethiopian intrusion into Badme",0
"1410","Given the scale and magnitude of the incidents related to the Darfur conflict, establishing the facts and gathering reliable evidence for the identification of suspects are difficult tasks, which cannot be taken lightly.",1
"1411","Total cash resources (sight and installment deposits and joint account) were $955.90 million as of December 31, 2009, compared to $1.04 billion as of December 31, 2007, which represents a decrease of 8%.",0
"1412","Notes, in this regard, that it may entrust multidimensional peacekeeping missions, among others, with the following functions: d) Provide rapid response in mine action, as well as advisory and training services adapted to the needs of national authorities, upon request, with a view to enabling risk reduction, victim assistance, demining and stockpile management and disposal;",1
"1413","It is hoped that a common understanding of food distribution mechanisms will prevail and that no further disruptions will occur in the future.",0
"1414","Strongly urges Member States to provide all relevant information to the Ombudsman, including any relevant confidential information, where applicable, encourages Member States to provide relevant information in a timely manner, welcomes agreements concluded at the national level by some States with the Office of the Ombudsman to facilitate the exchange of confidential information, encourages Member States to continue cooperating in this regard, including through the conclusion of agreements with the Office of the Ombudsman to facilitate the exchange of such information, and confirms that the Ombudsman must comply with all restrictions relating to confidentiality imposed on such information by the Member States that provide it;",1
"1415","2. Customs Code of the Republic of Kazakhstan, 2003, article 19, para. 12",0
"1416","Background 2014 marks 15 years since the Security Council expressed its commitment to the protection of civilians in armed conflicts.",1
"1417","The Council underlines the need for all parties to respect and maintain the security and civil character of refugee and internally displaced persons camps.",1
"1418","""The Security Council reaffirms its commitment to the full and effective implementation of its resolutions on the protection of civilians in armed conflict and recalls the previous statements on the issue made by its Presidency.",1
"1419","Report of the Secretary-General on the United Nations Observer Mission in Prevlaka (S/2000/1251).",0
"1420","Resolved to facilitate an effective response to global non-proliferation threats from now on,",1
"1421","3. Invite Member States to consider the possibility of reopening their embassies in the Somali capital;",0
"1422","In the Team's view, one of the Committee's strongest advantages is that it operates by consensus, and adoption of Security Council voting procedures in the Committee would undermine an important working practice.",1
"1423","2. Analysis and assessment 376 - 379 80",0
"1424","Acting under Chapter VII of the Charter of the United Nations,",0
"1425","Members of the Committee have on numerous occasions highlighted the complementary roles of the Committee, the Committee established pursuant to resolution 1373 (2001) on combating terrorism and the Committee established pursuant to resolution 1540 (2004) in the fight against international terrorism, as well as the need for the three bodies to coordinate their activity and exchange information between them.",1
"1426","In addition, UNIFIL maintains more than 60 positions and a number of temporary checkpoints and observation posts, including in villages and populated areas.",0
"1427","6. Recalls the obligations referred to in paragraph 2 e) of resolution 1373 (2001) and recalls them in particular with respect to terrorist attacks against personnel, members of peacekeeping operations and facilities of the United Nations;",1
"1428","In this regard, we request that every effort be made to ensure that these meetings are held every two months, as agreed, and that, to the extent possible, the heads of the intelligence and security services participate personally in these meetings. meetings. We urge all stakeholders, including in particular the African Center for Study and Research on Terrorism, the Sahel Fusion and Liaison Unit and the African Intelligence and Security Services Committee, in close cooperation with the African Union Commission , to continue and intensify their efforts to exchange views and provide mutual assistance, and to implement the outstanding aspects of the operational conclusions of the meeting of the heads of intelligence and security services.",1
"1429","- Call upon parties to an armed conflict to take appropriate measures to refrain from all forms of sexual violence and to prevent it and protect all persons against it, by means including:",1
"1430","In summary, the activities that ECOMOG has proposed include the following:",0
"1431","Some of its recommendations to the Sudanese authorities can and should be implemented immediately, for example to provide the International Committee of the Red Cross and United Nations human rights monitors with full and unhindered access to all detainees in regarding the situation in Darfur.",0
"1432","Mogadishu airport is large and has plenty of capacity to handle larger operations.",0
"1433","The Security Council underlines the need to bring to justice those who perpetrated, organized, financed and sponsored this reprehensible act of terrorism, and calls upon all States, in accordance with their obligations under the law and resolution 1373 (2001) and in accordance with resolution 1624 (2005), actively cooperate with the Algerian authorities in this regard.",1
"1434","In line with these recommendations, it is suggested that the Committee: a) encourage States, before proposing a name for the list and without prejudice to their right to continue the submission, consider the possibility of contacting the State residence or citizenship of the person whose inclusion is proposed; b) clarify the procedure to be followed in cases where innocent people may have their assets frozen by a State by mistake, because their name is similar to that of someone included on the list, c) require that States refer delisting requests to the Committee, even if they have objections to certain requests, so that the Committee is the final decision-maker; d) expand the number of States that can submit name deletion requests; e) endeavor to reach a decision on deletion requests within a set deadline, where possible, and notify the requesting State of the result; f) clarify that there is the possibility of deleting names from the list, under certain conditions, in cases where a party has been included in error and in cases of persons who renounce terrorism and demonstrate to the satisfaction of the Committee that they have They are not associated with Al-Qaida or the Taliban; and g) allow, in appropriate circumstances, the delisting of the names of deceased persons (S/2005/572, paras. 28, 31 and 55 to 57 and note 26).",1
"1435","The Council urges MONUSCO, BINUCA, UNMISS and other United Nations actors present in the LRA-affected region to continue to engage with regional forces and non-governmental organizations to promote defections and support disarmament efforts, demobilization, reintegration, repatriation and resettlement in the area affected by the Army.",1
"1436","5. Urges all States, by enacting laws or administrative provisions, as appropriate, to continue to take urgent measures to enforce and strengthen measures provided for in their laws or domestic regulations against their nationals and other persons or entities operating in their territory, in order to prevent and punish non-compliance with the measures referred to in paragraph 1 of the present resolution, and to inform the Committee of the adoption of such measures, and invites States to communicate to the Committee the results of all related investigations or enforcement actions, unless doing so would prejudice the investigations or enforcement actions;",1
"1437","In line with the Committee's policy guidance on human rights and counter-terrorism, the Executive Directorate's communications strategy takes into account human rights, highlighting that States must ensure that their counter-terrorism measures respect the obligations incumbent on them under international law.",1
"1438","k) Provide military training, including in human rights, international humanitarian law, child protection and prevention of gender-based violence to various members and units of the FARDC integrated brigades deployed in the eastern part of the Republic Democratic Republic of the Congo, as part of broader international initiatives to support security sector reform;",0
"1439","The Security Council recalls its support for the efforts of the Secretary-General to establish in a timely manner the special court for Lebanon, as a means to end impunity in the country and deter further murders in Lebanon.",1
"1440","56.4% of voters participated in the election.",0
"1441","It is also important to recognize that more than half of refugees and internally displaced people do not live in camps. The discussion will therefore also address women's leadership roles outside camps, where reaching and providing services to refugees and displaced people poses additional challenges.",1
"1442","On 14 September, following the adoption of Security Council resolution 1546 (2004), Mr. Ashraf Jehangir Qazi, Special Representative of the Secretary-General, as well as Ambassador John Danforth, Permanent Representative of the United States of America, reported to the Security Council of the activities carried out by UNAMI and the multinational force in Iraq, respectively.",0
"1443","My Special Representative participated in both forums. On 16 August, the Secretary of State for Youth and Sports inaugurated the Youth Parliament (see S/2010/85, para. 105), a forum made up of 130 young people (including 66 girls) aged 12 to 17. years of age who will receive two years of training in leadership and representation skills and who will have the opportunity to participate in a dialogue on policy issues affecting young people.",1
"1444","c) The person is prohibited from transferring, delivering as collateral or alienating the seized assets and other property assets, except in the manner specified in the order.",0
"1445","The OAE states that one of the engineers was reassigned to the project on February 1, 1992, and the other on May 16, 1992.",0
"1446","The Council also invites the Working Group to fully implement its modalities of work (S/2006/724), including by visiting a specific country within one year to examine one of the situations mentioned in the annexes to the report of the Secretary-General in order to better fulfill its mandate and strengthen its capacity to protect children affected by armed conflict.",1
"1447","III. Aircraft flights from Yemen to Bossaso (Somalia)",0
"1448",":: Weaknesses in policy, planning and preparedness regarding the protection of civilians; threats and problems related to the implementation of mandates on the ground; how the experiences and challenges that troop- and police-contributing countries have had in protecting civilians can be better incorporated into future strategies and directions; what to do to ensure that all peacekeepers receive the same level of training in protection of civilians;",1
"1449","At the 6492nd meeting of the Security Council, held on 28 February 2011, in connection with its consideration of the item entitled ""Threats to international peace and security caused by terrorist acts"", the Presidency made the following statement on behalf of the Council :",1
"1450","The Security Council also reiterates its support for the Special Representative of the Secretary-General, Mr. Ahmedou OuldAbdallah, for his efforts to advance the political process in Somalia.",1
"1451","It is currently unclear when a pact on police restructuring can be finalized to allow for negotiations on the Stabilization and Association Agreement, but the European Union remains ready to participate in further negotiations as soon as an agreement is reached. that satisfies the conditions imposed by the European Commission.",1
"1452","Letter dated 22 December 2009 addressed to the President of the Security Council established pursuant to resolution 1518 (2003)",0
"1453","However, these roads were maintained only as long as exploitation activities in the area lasted.",0
"1454","The Security Council welcomes the Secretary-General's intention to visit the Sahel region later this year, with the President of the World Bank Group, and looks forward to a briefing to the Security Council following that visit .",1
"1455","15. Recognizes the importance of the good offices of the Secretary-General in Africa, and encourages the Secretary-General to continue to use mediation wherever possible to contribute to the peaceful settlement of disputes, coordinating his work and working closely with the Union African and other subregional organizations in this regard, as appropriate;",1
"1456","For the community, measures to assist those whose relatives died, the recognition by government authorities of their responsibility and the explanation of the measures that will be adopted to prevent repetition of violations are of fundamental importance.",1
"1457","The stability of the entire Great Lakes Region will benefit Uganda.",0
"1458","Reports continued to be received from various human rights organizations regarding serious violations of human rights and violations of international humanitarian law, including arbitrary detentions, murders, child trafficking and rape throughout the country both in areas controlled by the Forces Nouvelles as in areas controlled by the Government.",0
"1459","East European Shipping Corporation, 112102 Awala House, Nassau, Bahamas",0
"1460","The objective of the proposed amendment is not to allow a trial in absentia, but rather to provide sufficient guarantees of a fair trial to the accused, including the appointment of counsel by the Trial Chamber, during such proceedings.",0
"1461","Despite reports of armed groups along the border between Western Bahr El Ghazal State and Southern Darfur, UNMIS was unable to conduct a reconnaissance of these regions as the SPLA did not provide security guarantees.",0
"1462",":: Recommend concrete options to strengthen the Council's use of different instruments to reduce the negative effects of terrorist involvement in cross-border crime on its work to resolve conflicts and support States in their efforts to strengthen controls border crossings and fight cross-border crime.",1
"1463","B. Binding rules for rebels The Sudan Liberation Movement and Army and the Justice and Equality Movement, like all insurgents who have acquired a certain degree of organization, stability and effective control of the territory, have international legal personality and, Therefore, the relevant rules of customary international law on internal armed conflicts referred to in the preceding paragraphs are binding on them. This is likely to be true of the National Reform and Development Movement as well.",1
"1464","As rightly stated by the Appeals Chamber of the Tribunal for the former Yugoslavia in KristiÄ (Appeal), ""genocide is one of the worst crimes known to humanity and its seriousness is demonstrated by the strict requirements of concrete intent.",1
"1465","Which will be held on Thursday, December 14, 2006, at 3:20 p.m.",0
"1466","The dates on most of the sheets had been omitted during reproduction.",0
"1467","""a) Determine the facts and circumstances related to the incidents that occurred on April 28 and 29 and May 23, 24 and 25, as well as other related events or problems that led to the crisis, including issues related to the operation of the sector of security;",0
"1468","As the Commission's work progressed, more witnesses came forward to testify.",0
"1469","On behalf of the Security Council Committee established pursuant to resolution 1540 (2004), I have the honour to inform you that the Committee has agreed to hold an open-ended meeting, as provided for in its report on the modalities for conducting a comprehensive review of the status of implementation of resolution 1540 (2004) pursuant to paragraph 8 of resolution 1810 (2008) (S/2009/170).",1
"1470","Expressing full support for MONUC, condemning all attacks against United Nations peacekeepers and humanitarian personnel, regardless of who they are responsible for, and insisting that those responsible for such attacks must be brought to justice ,",1
"1471","The Security Council expresses its intention to consider, when establishing or renewing the mandate of relevant sanctions committees, the inclusion of provisions relating to parties violating international law applicable to the rights and protection of children in armed conflict .",1
"1472","The Mission continued to carry out awareness-raising activities within the framework of the ""UN Cares"" strategy.",0
"1473","It also signed 51 agreements with the financial intelligence units of other States to exchange information on transactions linked to the financing of terrorism.",0
"1474","To calculate refining margin losses in 1994, KPC uses projected market prices adjusted to take into account relevant price differences.",0
"1475","The full and complete implementation of the travel ban could have real benefits in the fight against Al-Qaida and Taliban terrorism, but available data suggest that its effects are currently limited.",1
"1476","I believe that the task of clarifying the fate of missing Kuwaiti and third-country nationals is urgent and should not be subject to the influence of political factors and considerations.",1
"1477","Greater knowledge among refugee women of their rights and legal options and greater support available to them.",1
"1478","12. Underlines that the Treaty on the Non-Proliferation of Nuclear Weapons recognizes in Article IV the inalienable right of all parties to the Treaty to develop the research, production and use of nuclear energy for peaceful purposes without discrimination and to in accordance with its articles I and II, and recalls in this context article III of the Treaty on the Non-Proliferation of Nuclear Weapons and article II of the Statute of the International Atomic Energy Agency;",1
"1479","The Commission received reliable information that several people had been arrested by security or military intelligence agents.",1
"1480","In the joint statement, the Government committed to taking measures to end impunity, investigate allegations of violations and ensure that all individuals and groups accused of human rights violations are promptly prosecuted.",1
