"","en_ar_DEEP","VerCoop"
"1351","ومع ذلك، فمن دون قدر كبير من الشفافية ـ وهو ما من شأنه أن يقوض إحدى مزاياها الرئيسية ـ فمن غير المرجح أن تلبي مثل هذه الآلية الدعوات المطالبة بإجراء مراجعة قضائية فعالة ومستقلة.",0
"1352","(أ) فتشت جميع مرافق الموقع وأخذت عينات من المياه من الموقع؛",0
"1353","يشجع [البعثة] على تعزيز تفاعلها مع السكان المدنيين لزيادة الوعي والفهم بشأن ولايتها وأنشطتها وجمع معلومات موثوقة عن انتهاكات القانون الإنساني الدولي وانتهاكات حقوق الإنسان المرتكبة ضد المدنيين.",1
"1354","ويظل المجتمع الدولي ملتزما بمكافحة الإرهاب بجميع أشكاله ومظاهره، ولكن ينبغي له أن يعزز جهوده لتحقيق التنفيذ الكامل للقرارات ذات الصلة والصكوك الدولية لمكافحة الإرهاب.",1
"1355","وكان الفريق يتوقع أن يتكرر التجانس فيما يتعلق بهذه الخسارة في دفعات مقبلة.",0
"1356","اتفاقية الحماية المادية للمواد النووية، 24 فبراير 2003؛",0
"1357","وتتطلع البعثات الثلاث أيضًا إلى زيادة توسيع التعاون في استئجار طائرات ركاب ذات سعة عالية لتناوب القوات؛ وإنشاء مكتب مشتريات إقليمي مشترك الموظفين؛ وتعزيز مرفق بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية في عنتيبي، أوغندا، الذي يخدم بالفعل بعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية وعملية الأمم المتحدة في بوروندي وبعثة الأمم المتحدة في السودان، لتوفير أماكن إقامة مؤقتة للقوات ونقطة دخول رئيسية للشحنات لجميع البعثات الثلاث، من بين مهام أخرى.",1
"1358","وفي حين بلغ نمو الناتج المحلي الإجمالي الحقيقي 5.5 في المائة في عام 2008، فمن المرجح أن يؤدي تأثير الأزمة الاقتصادية العالمية على البوسنة والهرسك إلى انخفاض حاد في عام 2009.",0
"1359","1. رفع الموتى من القائمة",0
"1360","في 20 تشرين الثاني/نوفمبر، ترأست وزيرة خارجية أستراليا، جولي بيشوب، جلسة إحاطة حول موضوع ""عمليات حفظ السلام: دور الشرطة في حفظ السلام وبناء السلام بعد انتهاء النزاع"". وكان هذا أول اجتماع مخصص للمجلس على الإطلاق لقضايا الشرطة.",1
"1361","وإذ نؤكد أن تعزيز الحوار وتوسيع نطاق التفاهم بين الحضارات، سعيا إلى منع الاستهداف العشوائي للأديان والثقافات المختلفة، ومعالجة الصراعات الإقليمية التي لم تحل بعد ومجموعة كاملة من القضايا العالمية، بما في ذلك قضايا التنمية، سوف يسهم في التعاون الدولي، الذي من خلاله في حد ذاته ضروري لمواصلة الحرب على أوسع نطاق ممكن ضد الإرهاب،",1
"1362","(ع) التعاون مع لجان الجزاءات الأخرى ذات الصلة التابعة لمجلس الأمن، ولا سيما اللجنة المنشأة عملا بالقرار 1267 (1999).",1
"1363","ومع ذلك، لا تزال الدول بحاجة إلى تعزيز برامجها وتعاونها وتنفيذ أحدث الممارسات الدولية ومعايير الحد من الأسلحة.",1
"1364","وفي العراق وأفغانستان، سيواصل تنظيم القاعدة وحركة الطالبان والجماعات المرتبطة بهما استخدام المواد العسكرية لصنع الأجهزة المتفجرة المرتجلة طالما توافرت الإمدادات وطالما كان الحصول عليها ممكنا.",0
"1365","واتفق أعضاء المجلس على ضرورة معالجة الأسباب الجذرية للصراع وعلى ضرورة الاستجابة المنسقة التي تشارك فيها جميع هيئات الأمم المتحدة ذات الصلة.",1
"1366","والدليل مصمم ليكون بمثابة مصدر للمعلومات عن أفضل الممارسات والقوانين النموذجية وبرامج المساعدة المتاحة في مجال مكافحة الإرهاب.",1
"1367","وقد تم نقل السجناء بناء على تقارير موثوقة تفيد باحتمال بذل محاولة لتحريرهم من الاحتجاز في بوكافو.",0
"1368","44 - وفيما يتعلق بإعادة توحيد القوتين، أبلغ رئيسا أركان قوات الدفاع والأمن والقوى الجديدة بعثة التقييم بأنهما وضعا مقترحا لجيش انتقالي موحد يتكون من وحدات مختلطة مسؤولة عن إعادة توحيد القوتين. لتوفير الأمن للعملية الانتخابية.",0
"1369","84 - ووقعت أربع دول على خطاب النوايا لتنفيذ إطار معايير SAFE لضمان أمن البضائع من الاستغلال لأغراض إرهابية، وحققت ثلاث دول مرحلة متقدمة من التنفيذ.",0
"1370","ويكرر ضرورة عقد مؤتمر دولي في أقرب وقت ممكن لتنفيذ بيان جنيف من أجل تسهيل عملية سياسية بقيادة سورية تؤدي إلى عملية انتقالية من شأنها التعجيل بإنهاء الصراع في سوريا.",1
"1371","ج. تكاليف إعداد المطالبات 31 - 32 10",0
"1372","يتم ختم SAD والوثائق الأخرى المذكورة أعلاه بختم المفتش.",0
"1373","وفقا للمادة 55 من النظام الداخلي المؤقت لمجلس الأمن، صدر البلاغ التالي عن طريق الأمين العام بدلا من المحضر الحرفي:",0
"1374","4 - يدعو جماعات المعارضة السورية المسلحة والعناصر ذات الصلة إلى احترام الأحكام ذات الصلة من التفاهم الأولي؛",1
"1375","396. ومع ذلك، تمكنت اللجنة، من خلال تحقيقاتها الخاصة، من جمع المزيد من المعلومات الجوهرية حول حالات الاختفاء القسري.",0
"1376","وينبغي تشجيع جميع أصحاب المصلحة المعنيين على اغتنام هذه المناسبة لرفع مستوى الوعي بالقرار وتعزيز تنفيذه الفعال والعالمي في سياق الأحداث المخطط لها أو الخاصة، بهدف تعزيز التنفيذ.",1
"1377","علاوة على ذلك، هناك مخاوف من أن يؤدي الاتجار النشط بالأسلحة مقابل المخدرات المنطلق من أفغانستان إلى تمويل الإرهاب في دول آسيا الوسطى المجاورة، من خلال أنشطة حاملي الأموال النقدية.",0
"1378","يتم إصدار بطاقات الهوية الوطنية من قبل وحدة بطاقة الهوية الوطنية التابعة لدائرة الأحوال المدنية (مكتب رئيس الوزراء).",0
"1379","ولهذه الأغراض، تنطبق فترات التعويض المنصوص عليها في الفقرة.",0
"1380","وإذ يلاحظ مع القلق التهديد المستمر الذي يشكله تنظيم القاعدة وغيره من الأفراد والجماعات والمؤسسات والكيانات المرتبطة به على السلام والأمن الدوليين، وإذ يؤكد من جديد عزمه على التصدي لجميع جوانب هذا التهديد، وينظر في مداولات اللجنة المنشأة عملا بالقرار 1267 بشأن التوصية المتعلقة بـ: فريق الرصد المنشأة بموجب القرار 1267 في تقريره الحادي عشر المقدم إلى اللجنة المنشأة عملاً بالقرار 1267 أن الدول الأعضاء تعامل عناصر طالبان المدرجة في القائمة والأفراد والكيانات المدرجة في القائمة التابعة لتنظيم القاعدة والجماعات المنتسبة إليه بشكل مختلف،",1
"1381","وكان من المقرر استخدام مضخات المياه، التي تم شراؤها بين ديسمبر/كانون الأول 1990 وفبراير/شباط 1991، لتشغيل الآبار في حالة تعطل محطات تحلية المياه.",0
"1382","57 - وبالإضافة إلى ذلك، قامت منظمة الطيران المدني الدولي والمنظمة البحرية الدولية، فضلا عن رابطات الصناعة غير الحكومية مثل الاتحاد الدولي للنقل الجوي، بوضع معايير لسلوك أعضائها ونقل الركاب وتحديثها بانتظام. البضائع الخطرة، بما في ذلك شحنات الذخيرة والمتفجرات.",0
"1383","(أ) التمييز بين المقاتلين والمدنيين، وحماية المدنيين، ولا سيما ضد العنف الذي يهدد حياتهم وسلامتهم، ولا سيما القتل (تم التأكيد على هذه القاعدة في بعض الاتفاقات التي أبرمتها حكومة السودان مع المتمردين)؛",1
"1384","25 - يطلب إلى جميع الدول الأعضاء، ولا سيما حكومة أفغانستان، إبلاغ اللجنة إذا علمت بأي معلومات تشير إلى ضرورة النظر في إدراج أي فرد أو مجموعة أو مؤسسة أو كيان تم رفع اسمه من القائمة بموجب الفقرة 1 من هذا القرار. ، ويطلب كذلك أن تقدم حكومة أفغانستان إلى اللجنة تقريراً سنوياً عن حالة الأفراد الذين تفيد التقارير بأنهم تصالحوا والذين رفعت اللجنة أسمائهم من القائمة في العام السابق؛",1
"1385","وكما قالت دائرة الاستئناف في المحكمة الدولية ليوغوسلافيا السابقة بحق في قضية كرستيتش (الاستئناف)، فإن ""الإبادة الجماعية هي واحدة من أسوأ الجرائم التي عرفتها البشرية، وتنعكس خطورتها في المتطلبات الصارمة للقصد المحدد.",1
"1386","""ويعرب مجلس الأمن عن استعداده للنظر في التوصيات المحددة الصادرة عن فريقه العامل المعني بالأطفال والصراعات المسلحة بشأن الانتهاكات والتجاوزات المرتكبة ضد الأطفال من جانب الأطراف المدرجة في ملاحق تقارير الأمين العام، أينما حدثت، بهدف النظر في اتخاذ إجراءات بشأنها، دون إصدار حكم مسبق أو ضمناً على قرار من جانب مجلس الأمن بشأن إدراج حالة معينة في جدول أعماله أم لا.",1
"1387","96 - قام فريق الرصد بدراسة تنفيذ حظر الأسلحة بالإشارة إلى الأساليب التي يستخدمها تنظيم القاعدة وحركة الطالبان عند شن هجماتهما.",0
"1388",":: هناك حاجة إلى مزيد من الاتساق في إنشاء آليات تقصي الحقائق وولاياتها.",1
"1389","وتعتقد اللجنة أن مثل هذه الإجراءات ستقلل من خطر قيام أطراف ثالثة، بما في ذلك المؤسسات المالية غير المصرفية والشركات والمهنيين غير الماليين، بالتصرف عن غير قصد بما يتعارض مع متطلبات تجميد الأصول.",1
"1390","19 - إن إنشاء الفريق المعني بالقرار 1624 (2005) وجوانب حقوق الإنسان في مكافحة الإرهاب سيمكن المديرية التنفيذية، أولا، من المساهمة في نظر اللجنة في الكيفية التي يمكن بها أن تساعد الدول الأعضاء على معالجة قضايا مثل التحريض على الإرهاب. الإرهاب والحوار بين الثقافات الذي أثاره القرار 1624 (2005).",1
"1391","ONDCP هو عضو في مجموعة Egmont.",0
"1392","""ويلاحظ مجلس الأمن أن هذا العام يصادف الذكرى السنوية الخامسة عشرة لبدء مجلس الأمن النظر تدريجياً في حماية المدنيين في النزاعات المسلحة باعتبارها قضية مواضيعية، ويقر بالحاجة المستمرة إلى أن يعمل مجلس الأمن والدول الأعضاء على تعزيز حماية المدنيين في النزاعات المسلحة.",1
"1393","S/AC.29/2004/(03)/6",0
"1394","الحالة فيما يتعلق بجمهورية الكونغو الديمقراطية",0
"1395","5 - يشدد على أن الأزمة في كوت ديفوار لا يمكن حلها إلا من خلال الحوار والتشاور، بدعم من المجتمع الدولي. ويحث المجلس الطرفين على التحلي بأقصى درجات ضبط النفس والامتناع عن أي استخدام للقوة أو اتخاذ إجراءات انفرادية، الأمر الذي لا يؤدي إلا إلى زيادة تعقيد عملية البحث عن حل؛",1
"1396","وأجاب مستشار عسكري لإدارة عمليات حفظ السلام على الأسئلة التي طرحها أعضاء المجلس.",1
"1397","ويجوز لأمين المظالم الدخول في حوار مع هذه الدول لتحديد:",1
"1398","وإذ يكرر دعمه الكامل للجهود الرامية إلى التوصل إلى حل شامل وشامل للصراع في دارفور، ومع مراعاة اتفاق سلام دارفور، وضرورة استكمال العملية السياسية، ووضع حد لأعمال العنف والانتهاكات في دارفور،",1
"1399","وأود أن أذكّر المتكلمين بألا تزيد مدة بياناتهم عن أربع دقائق لتمكين المجلس من مواصلة أعماله على وجه السرعة.",0
"1400","وهذا هو نتيجة ثانوية للمساومة السياسية في مؤتمر المصالحة الوطنية الصومالية التي تعتمد إلى حد كبير على سلطة قادة الميليشيات ورابطاتهم العشائرية.",1
"1401","يجب أن يتم أي حرمان من الحرية وفقاً لأحكام المادة 9: ويجب ألا يكون تعسفياً؛ ويجب أن يستند إلى أسس وإجراءات يحددها القانون؛ ويجب تقديم معلومات عن أسباب الاحتجاز؛ ويجب أن تكون مراقبة المحكمة للاحتجاز متاحة، فضلاً عن التعويض في حالة الانتهاك.",1
"1402","والمسألة الوحيدة التي اتفق عليها المشاركون هي أنه لم يكن هناك أي نقاش حول السلاح.",1
"1403","خلال المناقشة، اتفق الطرفان على ضرورة إعادة التأكيد، في ضوء تغير القيادة على الجانبين خلال العامين الماضيين، على التزامهما بعدم استئناف الأعمال العدائية وعودة المشردين داخليا بشكل آمن وكريم. واللاجئين، في المقام الأول إلى مقاطعة غالي في حدودها القديمة، على النحو الذي أكده إعلان يالطا الصادر عن الجانبين الجورجي والأبخازي (انظر S/2001/242، المرفق، و S/2001/401، الفقرة 6).",1
"1404","4 الخسائر المدعومة بتقرير استلام الطلب - 84,946,259 دولارًا أمريكيًا",0
"1405","(د) كل من يتدخل في العلاقات الدولية.",0
"1406","خامساً - الدور المستقبلي لبعثة مراقبي الأمم المتحدة في سيراليون",0
"1407","المربع 4: أعلام حمراء بشأن إساءة استخدام المنظمات الخيرية",0
"1408","38. وفي قراره 1559 (2004)، دعا مجلس الأمن إلى حل جميع الميليشيات اللبنانية وغير اللبنانية ونزع سلاحها.",0
"1409","""ويكرر مجلس الأمن دعمه لإنشاء فريق أساسي لمواصلة تعبئة المجتمع الدولي، وزيادة التشاور بين أصحاب المصلحة الرئيسيين لتعزيز تنسيق وفعالية المساعدة المقدمة إلى هايتي، والمساهمة في تحديد خطة عمل استراتيجية إنمائية طويلة الأجل تهدف إلى تعزيز السلام والاستقرار الدائمين في ذلك البلد.",1
"1410","والمطلوب من المديرية التنفيذية، على وجه الخصوص، تشجيع الدول على وضع استراتيجيات لمكافحة التحريض على الأعمال الإرهابية بدافع التطرف والتعصب.",1
"1411","استئجار السفن (7,058,710 ريال سعودي)؛",0
"1412","56 - اتخذت جميع الدول، باستثناء دولة واحدة، بعض الخطوات لإنشاء إطار قانوني شامل لمكافحة الإرهاب يتضمن الجرائم المتصلة بالإرهاب.",0
"1413","ومن بين الاجتماعات التي حضرتها مؤتمران أدىا إلى تقديم طلب محدد إلى مكتب الأمم المتحدة المعني بالمخدرات والجريمة لتنظيم حلقات عمل بشأن إعداد التقارير لدول من أفريقيا ومنطقة البحر الكاريبي/أمريكا اللاتينية التي تدين بتقديم تقارير إلى واحدة أو أكثر من لجان مجلس الأمن الثلاث المعنية بمكافحة الإرهاب .",1
"1414","""ويكرر مجلس الأمن إدانته القوية لجميع انتهاكات القانون الدولي المنطبق المرتكبة ضد النساء والفتيات في حالات النزاع المسلح وحالات ما بعد النزاع، بما في ذلك الاغتصاب وغيره من أشكال العنف الجنسي والجنساني والقتل والتشويه التي تتعارض مع أحكام القانون الدولي. قانون.",1
"1415","(أ) ضمان نشر المعلومات المتعلقة بالقانون الإنساني الدولي والقانون الدولي لحقوق الإنسان وقانون اللاجئين على أوسع نطاق ممكن؛",1
"1416","يمكن أن يكون السفر البري والجوي خطيرًا.",0
"1417","75 - وطلب الرئيس أيضا توجيهات من أعضاء المجلس بشأن إنفاذ شكل الجلسة الختامية المقرر عقدها في 31 مايو/أيار على النحو المبين في الرسالة المؤرخة 23 مايو/أيار الموجهة من الرئيس إلى أعضاء الأمم المتحدة.",0
"1418","11. يعرب عن استعداده للنظر في كيفية تمكن ولايات حفظ السلام من معالجة التأثير السلبي للصراع المسلح على المدنيين بشكل أفضل؛",1
"1419","وقالت سبع عشرة دولة إنها لا تعتبر نفسها في خطر، وثلاث دول تعتقد أنه لا يوجد تهديد إقليمي.",1
"1420","7 - يهيب بجميع الدول الامتناع عن إجراء تفجير تجريبي نووي والتوقيع والتصديق على معاهدة الحظر الشامل للتجارب النووية، وبالتالي إدخال المعاهدة حيز النفاذ في وقت مبكر؛",1
"1421","23 - يطلب إلى اللجنة أن تعمم على المجلس قائمة بالدول التي لم تقدم تقاريرها بحلول 31 آذار/مارس 2004 عملا بالفقرة 6 من القرار 1455 (2003)، بما في ذلك ملخص تحليلي للأسباب التي قدمتها الدول لعدم تقديم التقارير. ;",1
"1422","وقد وضعت جميع الدول تشريعات وتدابير لتنظيم ومراقبة إنتاج وبيع ونقل الأسلحة والمتفجرات. ومع ذلك، فإن المعلومات المقدمة ليست كافية للسماح بتقييم مدى فعالية تنفيذها.",1
"1423","وتوصي اللجنة بشدة بأن تقوم الدول الأعضاء بإنشاء مثل هذه الهيئات الوطنية لتنسيق ومناقشة قضايا مكافحة الإرهاب. ثالثا. عدم الإبلاغ",1
"1424","ومع ذلك، تجدر الإشارة إلى جودة الدعم الذي تقدمه القوات الفرنسية إلى البعثة المتكاملة في عدة مجالات:",0
"1425","4. ستشدد البعثة على أهمية تحقيق السلام والأمن والاستقرار المستدامين لجميع دول المنطقة.",1
"1426","وستشمل المهمة المشتركة بين الوكالات مختلف إدارات الأمم المتحدة ووكالاتها وبرامجها.",0
"1427",":: دعا بعض أعضاء مجلس الأمن الدول الأعضاء التي لم تصبح بعد أطرافا في الاتفاقيات والبروتوكولات التي تم التفاوض بشأنها تحت رعاية الأمم المتحدة فيما يتعلق بمكافحة الإرهاب إلى أن تفعل ذلك.",1
"1428","وتنظر اللجنة أيضا في إمكانية تقديم تقارير إقليمية جماعية وطلبت من فريق الرصد مواصلة دراسة هذا الخيار.",1
"1429","""ويقر مجلس الأمن بالعزم الذي أعرب عنه ممثلو المنظمتين على التعاون عبر جدول أعمال واسع النطاق محل الاهتمام المشترك، وصياغة استجابات مشتركة كافية، حيثما يكون ذلك مناسبا، للأزمات الإنسانية، وتعزيز حقوق الإنسان، وحرية التعبير، والأمن الغذائي، وحماية البيئة، ومكافحة الإرهاب والاتجار غير المشروع بالمخدرات والأسلحة، مع التأكيد مجددا على ضرورة ضمان أن تحترم جميع جهود الأمم المتحدة لاستعادة السلام والأمن وتعزز سيادة القانون.",1
"1430","(ب) عضو مجلس الأمة عن منطقة الواحة؛",0
"1431","قرار مجلس الأمن/2093 (2013)، مرجع سابق. 29",0
"1432",":: تقارير الأمين العام: عن سلامة وأمن العاملين في مجال تقديم المساعدة الإنسانية وحماية موظفي الأمم المتحدة (A/68/489)، وعن حماية المدنيين في النزاعات المسلحة (على سبيل المثال، S/2013/689)، وما يتصل بذلك من تقارير تقارير عن ولايات مجلس الأمن (مثل تقرير الأمين العام عن الصومال (S/2014/140)).",1
"1433","ومن أجل الحفاظ على سيادة الدول واستقلالها، والحفاظ على الأمن والسلم والاستقرار الدوليين، فإن سورية تدعو الأمم المتحدة وأجهزتها المعنية بمكافحة الإرهاب وتمويله، بما في ذلك مجلس الأمن ولجنته الفرعية المتخصصة، وكذلك مجلس حقوق الإنسان، إلى حرمان الإرهابيين ومن يدعمهم من أي غطاء لممارساتهم التدميرية.",1
"1434","بين عامي 1901 و1965، كانت جزر كوك إقليمًا غير متمتع بالحكم الذاتي تابعًا لنيوزيلندا.",0
"1435","توفير الأمن الخارجي والداخلي (إجراءات الفحص لفصل العناصر المسلحة عن المدنيين؛ وتدابير التسريح ونزع السلاح؛ والمساعدة التقنية والتدريب من جانب الشرطة المدنية الدولية و/أو المراقبين العسكريين؛ وإقامة المعسكرات على مسافة كبيرة من الحدود الدولية ومناطق الخطر؛ والتنسيق الإقليمي والترتيبات دون الإقليمية).",0
"1436","وحتى الآن، تم تسليم ثمانية من المرافق أو المعسكرات التي أخلتها البعثة إلى الحكومة.",0
"1437","22 - يطلب إلى حكومة جمهورية الكونغو الديمقراطية أن تقوم، بدعم من المجتمع الدولي والبعثة، بوضع وتنفيذ استراتيجية وطنية شاملة لإصلاح قطاع الأمن، على سبيل الاستعجال، بما في ذلك استنادا إلى نتائج المائدة المستديرة بشأن إصلاح القطاع الأمني. عقد قطاع الأمن في شباط/فبراير 2008، من أجل إنشاء منظمات أمنية مهنية في مجالات الدفاع والشرطة وإقامة العدل تحمي المدنيين، وتدار بشكل جيد، وتتصرف وفقا للدستور واحترام سيادة القانون، حقوق الإنسان والقانون الإنساني الدولي، ويحث الحكومة الكونغولية على ضمان استدامة الدعم الذي يقدمه شركاؤها في هذا المجال، ولا سيما بإعطاء الأولوية لإصلاح هياكل الإدارة والقيادة للقوات المسلحة لجمهورية الكونغو الديمقراطية وجميع قواتها الأمنية الأخرى، ويكرر تأكيده على ذلك. ندعو السلطات الكونغولية إلى إنشاء آلية فحص لتأخذ في الاعتبار، عند اختيار المرشحين للمناصب الرسمية، بما في ذلك المناصب الرئيسية في القوات المسلحة والشرطة الوطنية وغيرها من الأجهزة الأمنية، تصرفات المرشحين السابقة فيما يتعلق باحترام القانون الإنساني الدولي وحقوق الإنسان؛",1
"1438","الضرر أو الخسارة الكاملة:معدات مكتبية (قيمة)",0
"1439","(ج) قررت أن تستمر المديرية التنفيذية في العمل كبعثة سياسية خاصة في ظل توجيهات السياسة العامة للجنة للفترة المنتهية في 31 كانون الأول/ديسمبر 2010، وقررت كذلك إجراء استعراض مؤقت بحلول 30 حزيران/يونيه 2009، وإجراء دراسة شاملة للمسألة عمل المديرية التنفيذية قبل انتهاء ولايتها؛",0
"1440","""ويرحب مجلس الأمن بقرار الجمعية العامة A/RES/64/289 المنشئ لهيئة الأمم المتحدة للمساواة بين الجنسين وتمكين المرأة (هيئة الأمم المتحدة للمرأة) التي ستدخل مرحلة التشغيل الكامل في كانون الثاني/يناير 2011.",1
"1441","ودعوا إلى اتخاذ الأمم المتحدة إجراءات أكثر حسما بشكل عام بشأن العوامل التي تؤدي إلى الإرهاب، مثل الإسلاموفوبيا.",1
"1442","ومن المعروف أن السيد حاوي كان يغادر منزله في نفس الوقت تقريباً كل يوم.",0
"1443","ومن أجل تسريع العملية وضمان توافر العدد الكافي من الموظفين المؤهلين، تدعم اللجنة استكشاف وسائل لتوسيع قاعدة المرشحين المحتملين.",1
"1444","وإذ يؤكد على أهمية عمليات المساعدة الإنسانية ويدين جميع أعمال العنف أو التهديدات بالعنف ضد موظفي الأمم المتحدة والجهات الفاعلة الإنسانية وأي تسييس للمساعدات الإنسانية من جانب طالبان والجماعات أو الأفراد المرتبطين بها،",1
"1445","وقد قيل إنه، بالنظر إلى العقبات المذكورة أعلاه التي تعترض التنفيذ المباشر من قبل المحاكم الوطنية لحق الفرد في التعويض الذي من شأنه أن يكرسه القانون الإنساني الدولي، فإن هذه الآليات المخصصة قد تمثل الطريقة الأكثر ملاءمة لتحقيق العدالة للضحايا.",0
"1446","وفي ذلك القرار، طلب المجلس إلى الأمين العام أن ينشئ، داخل الأمانة العامة (فرع الأجهزة الفرعية لمجلس الأمن)، مركز تنسيق إداري لتلقي الالتماسات المقدمة من الأفراد والكيانات المدرجة أسماؤهم في القائمة.",1
"1447","ورغم أن فترة الحملة الرسمية لم تبدأ بعد، فقد أعربت أحزاب المعارضة والمجتمع المدني عن قلقها إزاء تعطيل أنشطتها السياسية من قبل السلطات الوطنية، ولا سيما الشرطة.",0
"1448","إن الانتخابات التي تجرى في أعقاب صراع طويل الأمد تهدف إلى خلق الشرعية السياسية لنظام ما بعد الحرب.",0
"1449","35 - وفي 5 أيلول/سبتمبر 2011، عقدت مفوضية تسجيل الأحزاب السياسية ورشة عمل حول الإصلاح القانوني، استعرض خلالها المشاركون ولاية اللجنة وأوصوا، في جملة أمور، بتنقيحات قانون الأحزاب السياسية لعام 2002 من أجل منح اللجنة السلطة القانونية لإنفاذ القانون. مدونة قواعد السلوك للأحزاب السياسية.",1
"1450","مرفق المبادئ التوجيهية للجنة",0
"1451","3 - وكان الوضع في إيتوري خطيرا بشكل خاص.",0
"1452","المقرر عقدها يوم الجمعة، 20 حزيران/يونيه 2003، الساعة 30/10 صباحا",0
"1453","وشدد أعضاء المجلس على أن بعثة الأمم المتحدة في إثيوبيا وإريتريا أنشئت بناء على دعوة من الطرفين، وأنها على استعداد لمساعدتهما في تنفيذ اتفاقات الجزائر.",1
"1454","وفي هذا الصدد، يشجع مجلس الأمن على مواصلة تعميم مراعاة حماية الطفل في أنشطة الدعوة والسياسات والبرامج وتخطيط البعثات لهذه المنظمات والترتيبات، فضلا عن تدريب الموظفين وإدراج موظفي حماية الطفل في عملياتها ومنشآتها في مجال حفظ السلام والعمليات الميدانية، داخل أماناتها، آليات حماية الطفل، بما في ذلك من خلال تعيين جهات تنسيق لحماية الطفل.",1
"1455","وأشاروا أيضًا إلى أن زيادة توافر المعلومات حول الآثار الضارة للقرصنة قد أدى إلى تغييرات إيجابية في النقاط الساخنة السابقة للقرصنة.",1
"1456","ونتيجة لذلك، أشار المراقبون إلى الحاجة إلى تدريب المحامين والموظفين القضائيين وموظفي إنفاذ القانون، فضلا عن أهمية وضع ضمانات موثوقة للاستقلال عن الضغوط والترهيب التي يمكن أن يمارسها أفراد العشائر والطوائف العرقية.",0
"1457","(ج) منع التوريد أو البيع أو النقل المباشر أو غير المباشر لهؤلاء الأفراد والجماعات والمؤسسات والكيانات من أراضيها أو من قبل رعاياها خارج أراضيها، أو باستخدام السفن أو الطائرات التي ترفع علمها، للأسلحة والأعتدة ذات الصلة بجميع أنواعها. الأنواع بما في ذلك الأسلحة والذخائر، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار لما سبق ذكره، والمشورة الفنية أو المساعدة أو التدريب المتعلقة بالأنشطة العسكرية؛",0
"1458","ولم يرموا حجراً واحداً.",0
"1459","ويتم تصدير حوالي مليوني حيوان سنويًا، مما يولد حوالي 40 في المائة من الناتج المحلي الإجمالي.",0
"1460","123 - وعندما تهاجم الميليشيات بالاشتراك مع القوات المسلحة، يمكن اعتبار أنها تتصرف تحت السيطرة الفعلية للحكومة، وذلك تمشيا مع مفهوم السيطرة المنصوص عليه في عام 1999 في قضية تاديتش (الاستئناف)، في الفقرات من 98 إلى 145.",0
"1461","ولاحظت أيضاً أن أعمال الإرهاب تُعرّف على أنها جرائم عامة ويتم التعامل معها بموجب إجراءات جنائية موحدة، وليس بموجب قواعد خاصة أو أمام محاكم خاصة.",0
"1462","التعاون مع لجنة مكافحة الإرهاب واللجنة المنشأة عملا بالقرار 1540 (2004)",1
"1463","في هذه المرحلة، يكفي أن نقول إنه بموجب اتفاقية عام 1948 وقواعد القانون العرفي المقابلة لها، تشمل الإبادة الجماعية أفعالاً مختلفة ضد أفراد جماعة قومية أو إثنية أو عنصرية أو دينية (قتل أعضاء جماعة؛ التسبب في أضرار جسدية أو خطيرة) الإيذاء العقلي لأفراد مجموعة؛ تعمد فرض ظروف معيشية على مجموعة ما بغرض تدميرها جسديًا كليًا أو جزئيًا؛ وفرض تدابير تهدف إلى منع الولادات داخل المجموعة، ونقل أطفال مجموعة ما قسرًا إلى مجموعة أخرى؛ ترتكب بقصد تدمير الجماعة كلياً أو جزئياً.",0
"1464","""ويؤكد أنه لا ينبغي لأي محاولة لزعزعة استقرار لبنان أن تمنع إجراء انتخابات رئاسية حرة ونزيهة، دون تأخير، وفقا للقواعد الدستورية اللبنانية، دون أي تدخل أو نفوذ أجنبي، ومع الاحترام الكامل للمؤسسات الديمقراطية.",1
"1465","14- يقرر إبقاء المسألة قيد نظره.",0
"1466","وقد زعم البعض أن هذه الشركات ينبغي لها في كل الأحوال أن تتخذ خطوات لإغلاق المواقع التي تعلم تقنيات الإرهاب، مثل إنتاج المتفجرات، أو استخدام الأسلحة التي من المرجح أن تسبب خسائر بشرية كبيرة.",1
"1467","3. تنظيم وهيكل الجنجويد",0
"1468","جيم. اعتماد القرار 1546 (2004)",0
"1469","باء- الخسائر المالية 409-411 77",0
"1470","9. يطلب إلى الأمين العام اتخاذ الترتيبات اللازمة لدعم عمل آلية الرصد، كنفقة للمنظمة ومن خلال صندوق استئماني للأمم المتحدة يتم إنشاؤه لهذا الغرض، ويؤكد أن الأمين العام سينشئ هذا الصندوق الاستئماني. - بشكل عام، يشجع الدول على المساهمة في الصندوق والمساهمة، من خلال الأمين العام، بالأفراد والمعدات والخدمات في آلية الرصد؛ ويطلب كذلك إلى الأمين العام أن يبقي اللجنة المنشأة عملا بالقرار 1267 (1999) على علم بشكل منتظم بالترتيبات المالية الداعمة لهذه الآلية؛",1
"1471","(ص) التصديق دون تأخير على الاتفاقية الدولية لحماية جميع الأشخاص من الاختفاء القسري، واتفاقية حقوق الأشخاص ذوي الإعاقة، ونظام روما الأساسي للمحكمة الجنائية الدولية، والاتفاقيات الأساسية لمنظمة العمل الدولية؛",0
