"en_es_DEEP"	"MatCoop"
"59. El Grupo de Expertos viajó mucho por Côte d'Ivoire, la subregión y otros lugares en sus esfuerzos por evaluar el cumplimiento del embargo y determinar qué medidas adicionales podrían adoptarse para mejorar su eficacia."	1
"Mi primer comentario se refiere a la situación sobre el terreno, que es claramente preocupante."	0
"La política sanitaria provisional de la UNMIK se modificó para tener en cuenta las recomendaciones de un grupo de trabajo compuesto por profesionales de la salud locales e internacionales."	1
"43. Rajeh Zeyab Bedah Nahar Al-Mutayri"	0
"20.B. EQUIPOS DE PRUEBA Y PRODUCCIÓN"	0
"Según su declaración, se encontraba en su oficina cuando fue alertado de la explosión."	0
"Acogiendo con beneplácito la adopción por la Asamblea General de la Estrategia global de las Naciones Unidas contra el terrorismo (A/60/288) de 8 de septiembre de 2006 y la creación del Grupo de Trabajo sobre la Ejecución de la Lucha contra el Terrorismo (CTITF) para asegurar la coordinación y coherencia generales en la lucha contra el terrorismo. -esfuerzos terroristas del sistema de las Naciones Unidas,"	1
"Como la República de Hungría es miembro de la UE, se hace referencia al Informe Común de la UE que se transmitirá al Comité Especial 1540 del CSNU por separado."	0
"17. Exige que todas las partes en los procesos de Goma y Nairobi respeten el alto el fuego y cumplan sus compromisos de manera eficaz y de buena fe, pide a todos los grupos armados que depongan inmediatamente las armas y se presenten sin más demoras ni condiciones previas ante las autoridades congoleñas y la MONUC para su desarme, repatriación, reasentamiento y/o reintegración, según corresponda;"	1
"La Convención sobre los Derechos del Niño exige además que los Estados partes se comprometan a proteger al niño de todas las formas de explotación y abuso sexual."	1
"La aprobación por consenso de la resolución 57/145 de la Asamblea General (\"Respuesta a las amenazas y desafíos mundiales\") de 16 de diciembre de 2002, iniciada por la Federación de Rusia, reafirma el reconocimiento por parte de la comunidad internacional de la necesidad de adoptar un enfoque integral de la cuestión."	1
"Las rondas de vacunación se realizaron en octubre y noviembre."	0
"Si esta persona es declarada culpable, tiene el deber de castigarla y proporcionar un recurso y reparación efectivos a las víctimas."	1
"Un Estado citó el ejemplo de personas a las que se había negado la entrada durante el último decenio debido a sospechas de su participación en actividades terroristas internacionales."	0
"Las informaciones indican que recientemente exportaron más de 400 kilogramos de hachís a países vecinos."	0
"b) Facilitar el establecimiento de los mecanismos regionales necesarios para la cooperación internacional en los procesos penales;"	1
"Cuentas en el extranjero en poder del Banco Central"	0
"Teniendo en cuenta que muchas unidades de inteligencia financiera del sur de Asia se crearon recientemente, el desarrollo de capacidades es una preocupación prioritaria."	1
"El Secretario General advierte de forma inequívoca que hasta ahora ninguna de las ocho normas se ha cumplido íntegramente."	0
"CZ Kufcë y Epërm/Gornje Kusce."	0
"La secretaría estaba integrada por investigadores criminales, observadores de derechos humanos, asesores jurídicos, un asesor político, un experto en reforma del sector militar, un experto en reforma del sector policial, un oficial de gestión de datos, oficiales de seguridad y otro personal de apoyo administrativo."	1
"Que se celebrará el viernes 22 de julio de 2005, a las 13.35 horas"	0
"Que se celebrará el miércoles 21 de diciembre de 2011, a las 10.11 horas"	0
"Que se celebrará el martes 17 de enero de 2006, a las 15.00 horas"	0
"Pero dependiendo del éxito de los esfuerzos antiterroristas y antinarcóticos en Afganistán, con el tiempo deberían dejar de tener mucha influencia."	0
"19. Dos Estados han tipificado como delito la financiación del terrorismo, mientras que otros cinco han introducido algunas disposiciones jurídicas para abordar la cuestión."	1
"Consideró que la rendición de cuentas era clave para la reconciliación y que también debían realizarse esfuerzos para responsabilizar a los miembros de grupos armados que habían perpetrado graves violaciones de derechos humanos."	0
"94. Todos los Estados, excepto uno, sobre el cual se carece de información, han elaborado estrategias y estructuras institucionales para combatir el terrorismo, y existe una coordinación total o parcial entre los organismos encargados de hacer cumplir la ley que se ocupan de cuestiones de lucha contra el terrorismo."	1
"Al menos tres de los 142 talibanes incluidos en la lista han sido arrestados, aunque los cargos específicos contra ellos siguen sin estar claros."	1
"Que se celebrará el jueves 15 de julio de 2010, a las 10.00 horas"	0
"La implementación efectiva de las tareas de protección involucra a una amplia gama de actores. Requiere consultas estrechas, incluso entre el Consejo de Seguridad, la Secretaría y los países que aportan contingentes y policías, antes del establecimiento y durante todo el ciclo de vida de las misiones de mantenimiento de la paz."	1
"La mayoría de los Estados no cuentan con legislación nacional sobre refugiados y sólo tres Estados han ratificado la Convención sobre Refugiados de 1951."	1
"26. La Alianza de Civilizaciones de las Naciones Unidas desarrolló programas en África para prevenir la radicalización. Uno de estos programas se centra en las comunidades nigerianas y está dirigido a hombres, mujeres y líderes comunitarios jóvenes para facilitar el diálogo y la participación entre miembros de diferentes grupos."	1
"Destacando la importancia de la paz y la estabilidad en la región y la necesidad de soluciones pacíficas,"	0
"Una mayor evolución de la situación en esa dirección amenazaría los esfuerzos por restaurar y reconstruir el país y, a largo plazo, amenazaría la paz y la estabilidad en toda la región."	0
"Hemos considerado que el proceso debe llevarse a cabo de manera que permita a todos los afganos participar por igual en las elecciones, teniendo en cuenta al mismo tiempo las dificultades que encontramos en materia de seguridad."	0
"w) Trabajar con las organizaciones internacionales y regionales pertinentes para promover el conocimiento de las medidas y su cumplimiento;"	1
"18. La asignación de los ingresos totales del petróleo recibidos hasta la fecha y los gastos correspondientes son los siguientes:"	0
"195. Reconociendo la importancia de la subregión como zona de \"tránsito\", la mayoría de los Estados han promulgado leyes sobre asilo, movimiento de viajeros y prevención y represión del movimiento transfronterizo de terroristas."	1
"Expresó la esperanza de que el debate del Consejo aumentara la conciencia acerca de las necesidades futuras, ayudara a generar niveles suficientes de apoyo político, financiero, humano y logístico y promoviera así el objetivo compartido de utilizar el instrumento de mantenimiento de la paz para promover la paz y la seguridad internacionales."	0
"El Consejo expresa su profunda preocupación porque los civiles siguen representando la mayoría de las víctimas de actos de violencia cometidos por partes en conflictos armados, incluso como resultado de ataques deliberados, uso indiscriminado y excesivo de la fuerza, uso de civiles como escudos humanos y de violencia sexual y de género, así como todos los demás actos que violen el derecho internacional aplicable."	0
"27. En varias ocasiones he manifestado mi firme convicción de que la mejor manera de lograr el desarme de Hizbullah y otras milicias es mediante un proceso político dirigido por el Líbano, que logre el objetivo final de que no haya en el Líbano más armas ni fuerzas armadas que los del Estado libanés."	1
"Se les proporcionaron los detalles del registro e indicaron que investigarían y responderían al Panel."	0
"10. Pide además al grupo de trabajo establecido en virtud del párrafo 9 que considere la posibilidad de establecer un fondo internacional para compensar a las víctimas de actos terroristas y a sus familias, que podría financiarse mediante contribuciones voluntarias, que podrían consistir en parte en activos incautados a organizaciones terroristas. , sus miembros y patrocinadores, y presentar sus recomendaciones al Consejo;"	1
"Dicha cooperación condujo al desarrollo e implementación de soluciones prácticas en materia de coordinación naval y operativa y cuestiones legales y judiciales, medidas de autoprotección para la industria naviera, diplomacia pública y desmantelamiento de empresas piratas ilícitas en tierra."	1
"31. Iglesia dedicada a la entrada de Santa María al templo, Veliko Krusevo"	0
"Al concluir se adoptó una declaración presidencial (S/PRST/2004/16), en la que el Consejo instó a los Estados miembros a que brindaran el apoyo político y financiero, así como el personal civil y militar, para permitir que las múltiples operaciones comenzaran de manera óptima y cumplir sus respectivos mandatos de manera efectiva."	1
"86. Los Estados de la subregión deberían: a) Revisar sus leyes penales a fin de garantizar que el reclutamiento para actos terroristas y grupos terroristas esté suficientemente tipificado como delito;"	1
"1. La primera reunión consultiva para poner fin a la transición en Somalia se celebró en Mogadiscio del 4 al 6 de septiembre de 2011."	0
"Todos los Estados excepto uno cuentan con legislación para regular las organizaciones sin fines de lucro, pero solo uno ha introducido y aplica efectivamente disposiciones legales para prevenir la financiación del terrorismo a través de organizaciones sin fines de lucro."	1
"Este sector requiere una protección especial contra la financiación del terrorismo, ya que el abuso de organizaciones sin fines de lucro puede crear daños duraderos a las propias organizaciones y puede desalentar las donaciones caritativas en general."	1
"21. El Presidente, junto con los Presidentes del Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo y el Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), ofrecieron dos exposiciones informativas conjuntas al Consejo en 2013."	0
"Lo más frecuente es que los civiles se vean atrapados en circunstancias de extrema necesidad en las que no se ha establecido una operación de mantenimiento de la paz. Estas situaciones pueden requerir la atención urgente del Consejo."	0
"El Representante Especial acogió con satisfacción los esfuerzos del Gobierno de la República Democrática del Congo para proteger a los niños, en particular la firma, el 4 de octubre de 2012, del plan de acción para poner fin y prevenir el reclutamiento y la utilización de niños, la violencia sexual y otras violaciones graves contra niños por parte de las fuerzas armadas y de seguridad nacionales, la participación del Gobierno en la campaña \"Niños, no soldados\" y el nombramiento, el 14 de julio de 2014, de un Asesor Presidencial sobre Violencia Sexual y Reclutamiento de Niños."	0
"En la 5738ª sesión del Consejo de Seguridad, celebrada el 7 de septiembre de 2007, en relación con el examen por el Consejo del tema titulado \"Amenazas a la paz y la seguridad internacionales causadas por actos terroristas\", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:"	0
"Las recomendaciones, sobre las cuales se ha consultado a las partes y a los países que aportan tropas, tienen como objetivo fortalecer, dentro de los recursos existentes, la capacidad del componente militar para monitorear el alto el fuego y los acuerdos militares."	1
"El primer pago no debía realizarse según un plazo determinado, sino más bien según un determinado grado de avance (50 por ciento para el primer pago)."	0
"Todos los Estados de la subregión son miembros de INTERPOL y han establecido oficinas centrales nacionales."	1
"Además, más de 1.000 casas fueron quemadas y se registraron varios casos de destrucción, saqueo y tratos inhumanos."	0
"Acogiendo con beneplácito además la designación por el Secretario General de la Sra. Mary Robinson, ex Presidenta de Irlanda, como su Enviada Especial para la región de los Grandes Lagos,"	0
"Algunas de sus recomendaciones a las autoridades sudanesas pueden y deben implementarse de inmediato, incluido otorgar al Comité Internacional de la Cruz Roja y a los observadores de derechos humanos de las Naciones Unidas acceso pleno y sin obstáculos a todos los detenidos en relación con la situación en Darfur."	1
"Al mismo tiempo, la Secretaría continúa explorando todas las opciones para reforzar y reforzar las capacidades operativas actuales de la Misión en el difícil entorno del norte de Malí."	1
"9. Pide al Secretario General que encargue al Grupo de Vigilancia establecido en virtud del apartado a) del párrafo 4 de la resolución 1363 (2001), cuyo mandato expira el 19 de enero de 2002, que supervise, durante un período de 12 meses, la aplicación de las medidas a que se hace referencia en el párrafo 2 de la presente resolución;"	1
"Otro ha creado un grupo de trabajo interdepartamental sobre migración para implementar medidas que fomenten la integración, incluso en las áreas de habilidades lingüísticas y capacitación laboral, para promover el diálogo con los inmigrantes y monitorear la xenofobia, el racismo y el extremismo."	1
"Los avances logrados -y no hay duda de que los ha habido- deben considerarse en el contexto de los desafíos que ha enfrentado Kosovo."	0
"(1.16) ¿Cuenta Mauricio con tecnología para detectar documentos de viaje falsificados?"	0
"La modificación de la Ley nº 61/1996 (Ley nº 284/2004, de 8 de abril de 2004, en vigor a partir del 1 de septiembre de 2004 - nueva Ley contra el blanqueo de capitales) prevé que la UAF podrá intercambiar información con autoridades extranjeras que tengan la misma competencia, ya sea en el ámbito determinado por un tratado internacional o sobre la base de la reciprocidad."	0
"Misión de las Naciones Unidas en Sierra Leona (9 de enero)"	0
"Todos los Estados han promulgado leyes para prevenir y reprimir el movimiento de terroristas a través de las fronteras, y cuatro Estados adoptan medidas activas para perseguir a los infractores."	1
"Nubul y Zahra están sitiadas desde abril de 2013."	0
"El Gobierno y el equipo de las Naciones Unidas en el país, con aportaciones del Banco Mundial, prepararon un folleto sobre los Objetivos, en el que se esboza la situación actual de Timor-Leste y se exponen las implicaciones políticas para el logro de metas e indicadores."	1
"La misión de investigación consideró que, puesto que se había puesto en duda la credibilidad de las autoridades libanesas que llevaban a cabo la investigación, debería iniciarse una investigación internacional independiente para determinar la verdad."	1
"11. También durante esas consultas oficiosas, dos representantes de la Misión de Estabilización de las Naciones Unidas en la República Democrática del Congo informaron al Comité por videoconferencia sobre el mandato de vigilancia de las sanciones de la Misión y, en particular, el rastreo y marcado de armas, de conformidad con una solicitud por el Comité."	1
"Hasta la fecha, se han preinscrito 22.656 personas (3.075 familias) en el Campamento El Aiun."	0
":: 2 de junio de 2005, el periodista Samir Kassir muere al explotar su automóvil en el este de Beirut."	0
"(ii) Los gastos incurridos por bienes no fungibles se cargan al presupuesto del período en que se adquieren y no se capitalizan."	0
"\"El Consejo de Seguridad recuerda el compromiso del Gobierno del Chad, esbozado en la carta enviada al Presidente del Consejo de Seguridad de fecha 7 de septiembre de 2010 (S/2010/470), de asumir la plena responsabilidad por la seguridad y la protección de la población civil población del este del Chad, incluidos los refugiados, los desplazados internos, los repatriados y las comunidades de acogida, con especial atención a las mujeres y los niños, el personal y los activos humanitarios y de las Naciones Unidas, de conformidad con sus obligaciones en virtud del derecho internacional humanitario, los derechos humanos y el derecho de los refugiados."	1
"La única centrífuga IR-5 instalada todavía no ha sido alimentada con UF6."	0
"Además, Abdel-Al recibió una llamada el 11 de febrero de 2005 a las 22.17 horas desde la misma cabina telefónica utilizada para llamar a Al-Jazeera poco después de la explosión del 14 de febrero."	0
"La transferencia de competencias en ámbitos tan sensibles no puede funcionar sin una política firme de supervisión, intervención y sanción."	1
"V. Situación socioeconómica y financiera"	0
"El Mecanismo ha alertado al ACNUR de que ambas personas están en la lista de altos funcionarios de UNITA."	0
"Moussa Dadis Camara finalmente se convertirá en Presidente de la República el 23 de diciembre."	0
"De hecho, el uso de mensajeros de efectivo se reconoce como uno de los principales métodos utilizados para mover fondos ilícitos, lavar dinero y financiar el terrorismo."	0
"Los gastos de viaje y alojamiento de los participantes fueron sufragados por los gobiernos u organizaciones patrocinadores."	0
"De los 238 ataques del régimen en Alepo, sólo 14 han tenido como objetivo a ISIS."	0
"9. Falsificación de moneda u otros medios de pago, bonos gubernamentales, papeles de valor o documentos o instrumentos oficiales;"	0
"El Presidente Abbas y el Primer Ministro Seniora discutieron además el establecimiento de un diálogo libanés-palestino sobre el bienestar social y económico, la seguridad y la representación de los refugiados palestinos en el Líbano."	0
"Dispositivos explosivos improvisados ​​y explosivos caseros, p. nitrato de amonio y nitrato de urea. Coches bomba."	0
"Han promulgado legislación antiterrorista y han hecho esfuerzos para fortalecer aún más la coordinación y la cooperación regionales, especialmente en el contexto marítimo."	1
"Esa asistencia debe estar encaminada a establecer una autoridad trinacional que asuma la responsabilidad de monitorear y hacer cumplir cualquier norma y reglamento que se acuerde y establezca para el bienestar de la población de más de un millón de personas que converge en el Golfo y para el desarrollo económico de los tres Estados ribereños, fomentando así el comercio marítimo internacional."	1
"Se están estudiando disposiciones para que el PNUD y el ACNUR establezcan y administren un fondo fiduciario sucesor del DIS, si ese fuera el deseo del Gobierno y de los posibles donantes, hasta que se garanticen las estructuras y la capacidad nacionales necesarias."	1
"El Consejo de Seguridad toma nota de la publicación del \"Memorando de Rabat sobre buenas prácticas para una lucha eficaz contra el terrorismo en el sector de la justicia penal\"; \"Memorando de Roma sobre buenas prácticas para la rehabilitación y reintegración de delincuentes extremistas violentos\"; y \"Memorando de Argel sobre buenas prácticas para prevenir y negar los beneficios del secuestro para pedir rescate por terroristas\"."	1
"(Viena, 4 de noviembre de 1986 al 19 de enero de 1989)"	0
"Que se celebrará el miércoles 20 de febrero de 2008, a las 15.00 horas"	0
"Al acoger con beneplácito los progresos realizados por los Gobiernos del Iraq y de Kuwait hacia la solución de las cuestiones pendientes entre ambos países y alentar su mayor cooperación, el Consejo de Seguridad insta al Iraq a cumplir rápidamente sus obligaciones pendientes en virtud de las resoluciones pertinentes del Capítulo VII del Consejo de Seguridad relativas a la situación entre Irak y Kuwait."	1
"Número de capacitaciones realizadas; POE creados e implementados; actividades de promoción centradas en estrategias a nivel nacional para abordar la violencia de género. H.1. Seguir desarrollando y aplicando plenamente códigos de conducta y procedimientos disciplinarios para todas las categorías de personal de las Naciones Unidas, personal relacionado y asociados para prevenir y responder a la explotación sexual y mejorar los mecanismos de seguimiento e investigar y abordar eficazmente los casos de presunta mala conducta."	1
"A. Establecimiento del centro de mando integrado"	1
"El resultado de tales reducciones sería una mayor pérdida de credibilidad del sistema judicial y de confianza en él entre la población en general y las comunidades minoritarias en particular."	0
"55. Para mejorar su apoyo logístico a los contingentes y la policía desplegados en los entornos más difíciles de Malí, la Misión ha asignado personal de apoyo civil para facilitar la planificación logística y la presentación de informes de algunas unidades militares desplegadas en Kidal y Tessalit."	1
"En vista de los altos niveles de transferencias de remesas de trabajadores en la subregión y de los patrones regionales de dependencia de mecanismos informales de transferencias no bancarias, es de importancia prioritaria tomar medidas para regular los sistemas alternativos de remesas y prevenir el abuso de las organizaciones sin fines de lucro."	1
"En relación con las F-FDTL, un decreto-ley establece la estructura del ejército, pero las leyes que rigen la disciplina y la carrera militar son las leyes de la UNTAET."	1
"Era necesario trabajar más para concienciar a todos los Estados Miembros de que las sanciones de las Naciones Unidas son de apoyo, no punitivas; brindar asistencia a los Estados Miembros que implementan las sanciones de las Naciones Unidas; y tener más en cuenta los derechos de las personas, entidades y Estados miembros designados para medidas específicas."	1
"Queda por ver si puede unirse con los extremistas de Nigeria en una alianza eficaz."	0
"28. La Organización Internacional para las Migraciones siguió apoyando el desarrollo del servicio de migración de la policía nacional mediante un amplio programa de creación de capacidad, proporcionando apoyo técnico jurídico para las revisiones de las leyes de inmigración y asilo y ayudando en la instalación de un servicio fronterizo. sistema de Información de Gestión."	1
"Se ha iniciado un servicio de pasajeros dos veces por semana desde Chipre a Beirut."	0
"En ningún momento el Gobierno de la República de Uganda o sus fuerzas armadas han hecho ningún intento abierto o encubierto de entrar en el territorio de la República Democrática del Congo para atacar a los terroristas del LRA."	1
"216. Aunque los Estados de la subregión han adoptado medidas para reducir su vulnerabilidad a la movilidad y el suministro de armas de los terroristas, sigue existiendo el riesgo de que agentes terroristas y sus partidarios puedan entrar ilegalmente en los territorios de esos Estados y obtener los materiales necesarios para un ataque terrorista por medio de una red delictiva."	0
"Por ejemplo, en 2009, Túnez enmendó la Ley Nº 2003-75, que penaliza la incitación a cometer actos terroristas para separar la \"incitación al odio\" y la \"radicalización religiosa\" de los delitos terroristas."	1
":: 26 de abril de 2005, las últimas tropas sirias abandonan el Líbano, poniendo fin a una presencia militar de 29 años."	1
"Los certificados debían ser emitidos por los funcionarios responsables del control de las finanzas públicas de los Estados miembros pertinentes."	0
"El componente de policía de la ONUCI se centra en brindar apoyo, orientación y asesoramiento a la policía nacional de Côte d'Ivoire y a las unidades de policía mixta desplegadas en la antigua zona de confianza, y a los 600 auxiliares de seguridad de las Forces nouvelles que fueron capacitados por la ONUCI en 2006 y desplegados en la parte norte del país."	1
"86. Siete Estados han elaborado estrategias de lucha contra el terrorismo y las instituciones necesarias para aplicarlas."	1
"23. Solicita al Equipo de Apoyo Analítico y Vigilancia de las Sanciones que, en estrecha cooperación con otros órganos de las Naciones Unidas contra el terrorismo, informe al Comité establecido en virtud de las resoluciones 1267 (1999) y 1989 (2011) en un plazo de 180 días y presente un informe oral preliminar actualizar al Comité en un plazo de 60 días sobre la amenaza que representan los combatientes terroristas extranjeros reclutados por el EIIL, el FAN y todos los grupos, empresas y entidades asociados con Al-Qaida o que se unen a ellos, incluidos:"	1
"48. La situación en el Chad, la República Centroafricana y la subregión (27 de agosto de 2007; 20 de diciembre de 2010)."	0
"30. La iniciativa de vigilancia comunitaria de la UNMIK ha fortalecido los vínculos con la comunidad local."	1
"Que se celebrará el miércoles 29 de junio de 2005, a las 10.00 horas"	0
"Los miembros del Consejo subrayaron además que el pueblo y el Gobierno de Haití tienen la responsabilidad última de la reconciliación nacional, el mantenimiento de un entorno seguro y estable, la administración de justicia y la reconstrucción de su país."	0
"Control de permisos de transporte y uso de estaciones de radio;"	0
"Añadió que se sentía alentado por la renovada determinación de los países de la subregión de trabajar juntos para enfrentar esas amenazas."	0
"Las condiciones de pago no son legibles en la copia suministrada."	0
"28. El Comité reconoce que sólo ha dado los primeros pasos para alcanzar este objetivo, debido principalmente al retraso en la dotación de personal de la Dirección Ejecutiva."	1
"\"El Consejo de Seguridad expresa preocupación por el uso cada vez mayor por los terroristas y sus partidarios de la tecnología de las comunicaciones con el fin de radicalizarse hacia el terrorismo, reclutar e incitar a otros a cometer actos terroristas, incluso a través de Internet, y financiar y facilitar los viajes y las actividades posteriores de combatientes terroristas extranjeros."	0
"La situación relativa a la República Democrática del Congo"	0
"57. Con el apoyo de los donantes, en lo que va del año se han reconstruido unas 20.000 casas para familias vulnerables cuyas viviendas sufrieron graves daños o fueron destruidas durante el conflicto."	1
"Por estos motivos, en Taldou, los residentes impidieron temporalmente a tres patrulleros salir de la ciudad."	0
"En los últimos años se han establecido mecanismos regionales de cooperación en materia de cumplimiento de la ley, incluida la cooperación en materia de alerta temprana e inteligencia, que han mejorado sustancialmente el nivel de cooperación regional."	1
"Sin embargo, las tiendas han demostrado ser inadecuadas para las duras condiciones del este de Chad, particularmente durante la temporada de lluvias de junio a septiembre."	0
"Saben quién es honesto o no está calificado y quién no."	0
"La situación en Mali (4 de abril de 2012; 20 de mayo de 2014)"	0
"Los supervisores de armas de la Misión de las Naciones Unidas en Nepal (UNMIN) registraron y supervisaron el almacenamiento de armas del ejército maoísta para realizar un seguimiento las 24 horas del día."	1
"Alienta [a la misión] y al equipo de las Naciones Unidas en el país a que sigan ayudando al Gobierno a impedir el reclutamiento de refugiados y niños por grupos armados y a mantener el carácter civil de los campamentos de refugiados y los lugares de desplazados internos, en coordinación con [las fuerzas de seguridad nacionales ] y la comunidad humanitaria."	1
"44. A las 11.30 horas del 5 de octubre de 1998, una formación estadounidense rompió la barrera del sonido en la zona de Mosul."	0
"En África occidental, la UNOWA ha desempeñado un papel destacado en el apoyo a los esfuerzos por aplicar el Plan de Acción Regional de la Comunidad Económica de los Estados de África Occidental para abordar el creciente problema del tráfico ilícito de drogas, la delincuencia organizada y el uso indebido de drogas en África Occidental."	0
"Debe tenerse en cuenta que, si bien permiten una mejor protección de los civiles, capacidades como una mejor inteligencia, capacidades de reacción rápida y facilitadores críticos a menudo tienen implicaciones importantes para los recursos y el apoyo sobre el terreno o pueden requerir un grupo más amplio de países que aporten contingentes y policías. ."	1
":: Ley federal suiza sobre material de guerra, de 13 de diciembre de 1996 (Ley sobre material de guerra; SR 514.51)"	0
"Si los bancos son demasiado proscriptivos a la hora de decidir qué examinar como posible caso de financiación del terrorismo, es tan probable que pasen por alto el uso de nuevos métodos como que descubran el uso de los antiguos."	1
"Para lograr un retorno sostenible y comunidades minoritarias viables, será necesario un proceso de descentralización más amplio."	1
"1. Ley de protección del medio ambiente de 1986"	0
"Al 31 de agosto, más de 29.000 refugiados habían regresado a sus países de origen, incluidos 11.724 con la ayuda del Alto Comisionado de las Naciones Unidas para los Refugiados y aproximadamente 18.000 habían regresado espontáneamente a Liberia."	1
"17. La Oficina de Información y Administración seguirá ampliando y actualizando el sitio web del Comité y aumentando el número de hipervínculos a los sitios web de las Naciones Unidas y otras entidades con mandatos de lucha contra el terrorismo."	1
"13. Al concluir la reunión, las partes aceptaron el comunicado de mi Enviado Personal, que figura en el anexo I del presente informe, y reiteraron su compromiso de continuar las negociaciones en Manhasset en una fecha que se determinará de común acuerdo."	0
"78. Los días 12 y 13 de febrero, la UNSOM, junto con la UNSOA, el PNUD y la UNOAU, celebraron un retiro con la Unión Africana y la AMISOM cerca de Addis Abeba."	0
"o El 3 de noviembre de 2014, aviones de combate del régimen atacaron la mezquita del Orfanato Islámico en Al Waer, Homs, causando grandes daños a la mezquita."	0
"El Equipo considera que esto es una medida que también dificultaría que las partes incluidas en la lista se beneficien de las cuentas nominales."	0
"\"El Consejo de Seguridad toma nota de la apertura del centro internacional de excelencia para la lucha contra el extremismo violento, en Abu Dhabi el 14 de diciembre de 2012."	1
"El acceso compartido a herramientas especializadas, como bases de datos centralizadas relacionadas con la lucha contra el terrorismo y capacidades forenses, es esencial para la prevención del terrorismo."	0
"Cincuenta y cuatro Estados informaron que tenían salvaguardias para garantizar que las armas y municiones producidas dentro de su jurisdicción no pudieran desviarse para el uso de aquellos sujetos a sanciones."	1
"2. Ley sobre armas de destrucción masiva de 2005 (artículos 14 y 15)."	0
"Recordando su resolución 2133 (2014) y la publicación por el Foro Mundial contra el Terrorismo (GCTF) del \"Memorando de Argel sobre buenas prácticas para prevenir y negar los beneficios del secuestro para pedir rescate por terroristas\", condenando enérgicamente los incidentes de secuestro y toma de rehenes cometidos por grupos terroristas para cualquier propósito, incluso con el objetivo de recaudar fondos u obtener concesiones políticas, expresando su determinación de prevenir los secuestros y la toma de rehenes cometidos por grupos terroristas y garantizar la liberación segura de los rehenes sin pagos de rescate ni concesiones políticas, de conformidad con el derecho internacional aplicable, instando a todos los Estados miembros a impedir que los terroristas se beneficien directa o indirectamente del pago de rescates o de concesiones políticas y a garantizar la liberación segura de los rehenes, y reafirmando la necesidad de que todos los Estados miembros cooperen estrechamente durante los incidentes de secuestro y toma de rehenes cometida por grupos terroristas,"	0
"Observando que no todos los Estados son partes en el Estatuto de Roma,"	0
"En el caso de la crisis alimentaria, así como en otras situaciones, el ACNUDH podría proporcionar capas vitales de información que podrían mejorar la eficacia sobre el terreno y ayudar a dar mayor coherencia a las respuestas políticas."	1
"Además, la región militar 3 de Mijek también ha cumplido en gran medida sus obligaciones a este respecto, cometiéndose sólo cuatro violaciones de la libertad de circulación."	1
"Si bien algunos tardan en responder al Comité, un número cada vez mayor está dispuesto a participar en su trabajo, ya sea presentando nombres o promoviendo ideas para nuevas áreas donde las sanciones u otras acciones del Consejo de Seguridad podrían ayudar a frenar el flujo de reclutas y reducir la probabilidad. de nuevos ataques por parte de Al-Qaida y terroristas relacionados con los talibanes."	1
"114. La violencia que tuvo lugar en Rai Kotu la tarde del 28 de abril tuvo como resultado la muerte de un civil, como se describe en los párrafos 50 y 51 supra."	0
"Tratado de Prohibición Completa de los Ensayos Nucleares (TPCE)"	0
"Esas precauciones, establecidas en el derecho internacional consuetudinario, son las siguientes: un beligerante debe (a) hacer todo lo posible para verificar que los objetivos que se van a atacar no sean de carácter civil; b) tomar todas las precauciones posibles al elegir los medios y métodos de combate con miras a evitar o al menos minimizar los daños incidentales a civiles o bienes de carácter civil; c) abstenerse de lanzar ataques que puedan causar pérdidas incidentales de vidas civiles o lesiones a personas civiles o a bienes de carácter civil y que sean excesivos en relación con la ventaja militar concreta y directa prevista; (d) dar aviso previo efectivo de ataques que puedan afectar a la población civil, excepto en casos de asalto (según lo previsto en el artículo 26 del Reglamento de La Haya de 1907) o, según lo previsto en el artículo 57(2)(C), a menos que las circunstancias no lo permitan, es decir, cuando un beligerante considere indispensable un ataque sorpresa."	1
"Muchos Estados han introducido medidas para combatir la inmigración ilegal y el tráfico de armas y explosivos, pero en la mayoría de las regiones se requiere una implementación más amplia y consistente."	1
"Siete Estados cuentan con algunas medidas para la vigilancia, regulación y control de la producción, venta y transferencia de armas y explosivos."	1
"Apoyar a los grupos temáticos de género en entornos posteriores a conflictos, en colaboración con asesores de género de misiones de mantenimiento de la paz, equipos de las Naciones Unidas en los países y otras agencias, fondos y programas."	1
"Los miembros orientales de la UPF habían sido desarmados por el comandante da Cruz para que estas armas estuvieran disponibles."	1
"Sin duda, las bandas criminales son organizaciones prohibidas y, por tanto, están cubiertas por el texto."	0
"Un ex funcionario de alto rango del FPDJ con conocimiento directo del comercio y la financiación en Eritrea dijo al Grupo de Supervisión que:"	0
"Debo decir que el tema elegido para nuestro debate de hoy, si bien cautivador, plantea un gran desafío."	0
"463. De conformidad con la resolución 38 de la Asamblea Nacional, de diciembre de 2003, se creó un comité parlamentario para mejorar la paz, la seguridad y el desarrollo en los estados de Darfur, integrado por unas 59 personas."	1
"Hacer un llamado a los Estados y a las organizaciones regionales y subregionales para que proporcionen asistencia técnica a la policía local, el poder judicial y las penitenciarías (por ejemplo, tutoría, redacción de leyes)."	0
