"","en_ar_TRANSFORMERS","MatConf"
"1437","ويدعو الاتحاد الديمقراطي والشعبي لكوت ديفوار إلى الوضوح والعدالة فيما يتعلق بهذه الانتهاكات.",0
"1438","9 - اتفاقية تقديم المساعدة في حالة وقوع حادث نووي أو طارئ نووي؛",0
"1439","وتشير الإحصاءات المحدودة المتاحة إلى ما يصفه البنك بأنه ""ملامح هزية للمؤشرات الاجتماعية"".",0
"1440","إن المحاولات الفاشلة التي قام بها أيمن محمد ربيع الظواهري للتوسط في النزاعات الداخلية بين تنظيم القاعدة وجبهة النصرة (المنتسب إلى تنظيم القاعدة في العراق) فضلا عن استمرار الاقتتال الداخلي داخل حركة الشباب تشير إلى حدود سلطة الظواهري.",1
"1441","واو - تكاليف الإجلاء 43-60 13",0
"1442","”ويؤكد مجلس الأمن من جديد أن على الدول الأعضاء أن تمتنع في علاقاتها الدولية عن التهديد باستعمال القوة أو استعمالها ضد السلامة الإقليمية أو الاستقلال السياسي لأي دولة، وأن تقدم أيضا إلى الأمم المتحدة كل مساعدة في أي عمل تتخذه وفقا لميثاق الأمم المتحدة، وأن تمتنع عن تقديم المساعدة إلى أي دولة تتخذ الأمم المتحدة إجراءات وقائية أو إنفاذية ضدها.",0
"1443","2 - الوفاء على نحو أكمل بالتطلعات المشروعة لسكان الأزواد، من حيث السياسة والمؤسسات، والحالة العسكرية والأمنية، والشؤون الاقتصادية والاجتماعية والثقافية؛",0
"1444","وتفيد التقارير بأن أعمال التدمير المتعمدة، التي تتجاوز إلى حد بعيد أي ضرورة عسكرية حتمية، قد ارتكبت، معظمها من جانب القوات الحكومية.",1
"1445","(و) اتخاذ تدابير فورية لمنع عملاء جمهورية كوريا الشعبية الديمقراطية من القيام بمزيد من عمليات الاختطاف من الأراضي الصينية؛ ومقاضاة مرتكبي عمليات الاختطاف الذين يُلقى القبض عليهم ومعاقبتهم على النحو المناسب، والمطالبة بتسليم من يصدرون أوامر من هذا القبيل حتى يتسنى محاكمتهم وفقا للقانون.",1
"1446","9 - وأعقب ذلك محادثات موانزا التي جرت في 14 أيار/مايو 2000 بين رئيسي رواندا وأوغندا، اللذين اتفقا أيضا على نزع السلاح.",0
"1447","وعليه، فإن هذا الجزء من المطالبة غير قابل للتعويض.",0
"1448","1 - منسوجات أو قضبان يبلغ حجمها 100 مم أو أكثر في كل بعد؛",0
"1449","ولذلك يعترف الإطار بأهمية إشراك الحركات غير الموقعة في عملية السلام بغية التوصل بسرعة إلى تسوية شاملة تماما للنزاع عن طريق التفاوض.",0
"1450","أولا، وفقا لتقديرات الأمم المتحدة، يوجد 1.65 مليون من المشردين داخليا في دارفور، وأكثر من 000 200 لاجئ من دارفور في تشاد المجاورة.",1
"1451","وتشير آخر المعلومات المتاحة إلى أن 35 من المشردين داخليا قتلوا وجرح 10 في أعمال العنف، وأن أكثر من 000 4 من المشردين داخليا والقرويين أجبروا على الفرار.",1
"1452","قرار مجلس الأمن 1861 (2009)، الفقرة 1 من المنطوق",0
"1453","28 - وفي 28 تشرين الأول/أكتوبر، اجتمعت اللجنة مع مارتن شاينين، المقرر الخاص المعني بتعزيز وحماية حقوق الإنسان والحريات الأساسية في سياق مكافحة الإرهاب، وأطلع السيد شاين اللجنة على مقترحاته الرامية إلى تحسين نظام الجزاءات، وأعقب ذلك تبادل بنّاء للآراء بشأن المسائل المتصلة بنزاهة ووضوح إجراءات اللجنة، ولا سيما فيما يتعلق بإدراج الأسماء في القائمة ورفعها منها.",0
"1454","(ب) إذا كان الرهينة شخصا دون سن الثامنة عشرة،",1
"1455","وقد طلبت السلطات المعنية أن يُنقل الموعد النهائي، وهو 31 تشرين الأول/أكتوبر 2005، لتقديم حكومة العراق طلبا رسميا بإدخال تعديلات، إلى 31 كانون الأول/ديسمبر 2005 من أجل المراعاة التامة لمشاكل الاتصال بين السلطات المختصة والموردين من أجل تمديد تاريخ الشحن وصلاحية خطابات الاعتماد.",0
"1456","قناة التلفزيون والإذاعة الروسية Zefirzada، الصحفي Fedor Fanich - بتاريخ 23 كانون الثاني/يناير 2012",0
"1457","1 - جمهورية الكونغو الديمقراطية",0
"1458","وعلى الرغم من إنفاذ هذا الحظر من خلال فرض ضوابط صارمة على الحدود، لا يزال المواطنون يخاطرون بالهروب إلى الصين أساساً.",1
"1459","ومن بين القتلى البالغ عددهم 57 مدنيا، كان 5 أطفال (قتل اثنان منهم تحت التعذيب) و 51 من المقاتلين المتمردين.",1
"1460","وقالوا إنه بعد القتال كان هناك العديد من الجثث من جنود الحكومة والحركة الوطنية لكوت ديفوار الذين دفنوا في قبر مشترك.",1
"1461","وكما ذُكر أعلاه، سُمح لهذه الجماعات بالزحف في كانون الأول/ديسمبر 2003 خلال حظر سابق على المظاهرات.",1
"1462","وبالإضافة إلى ذلك، فإن المرفق 10 (سجل قطاعات محددة) من القواعد العامة للتجارة الخارجية لعام 2005، التي نشرت في الجريدة الرسمية في 8 آب/أغسطس 2005، يورد البنود التعريفية المحددة المذكورة أعلاه.",0
"1463","كما لم يحدد الفريق أي رحلات لطائرة "" كاتكس "" فيما بين الرحلات الجوية إلى غينيا، ولا سيما إلى كوناكري.",0
"1464","وتنطبق أحكام الهجرة السويسرية على دخول ليختنشتاين وعبورها.",0
"1465","الحالة في ليبريا (انظر S/22110/Add.3 و Corr.1؛ و S/1994/20/Add.18 و 46؛ و S/25070/Add.12 و 23 و 32 و 38؛ و S/1994/20/Add.15 و 20 و 27 و 36 و 41؛ و S/1995/40/Add.1 و 14 و 25 و 36 و 44؛ و S/1996/15/Add.3 و 4 و 14 و 18 و 21 و 34 و 47؛ و S/1997/40/Add.12 و 25 و 30؛ و S/2001/15/Add.10 و 45؛ و S/2002/30/Add.8 و 18 و 49؛ و S/2003/40/Add.4 و 18 و 30 و 34 و 37 و 51؛ و S/2004/20/Add.10 و 22 و 24 و 37 و 51؛ و S/2005/15/Add.24؛ انظر أيضا S/2001/15/Add.7 و 10؛ و S/2003/40/Add.4 و 11 و 37؛ و S/2004/20/Add.37؛ و S/2005/15/Add.36)",0
"1466","ونقلت الطائرات الأربع التابعة للبعثة والمتمركزة في غوما إلى كيغالي وغيسيني.",0
"1467","وأعدم الجنرال غوييي، الرئيس السابق للمجلس العسكري، وسبعة من أتباعه.",1
"1468","وتشير الدلائل الأولية إلى أن الانفجار وقع في موكب رئيس الوزراء الحريري، ولكن النتيجة لم تُعرف بعد.",1
"1469","غير أن مجلس الأمن واللجنة قد أدخلا تغييرات كثيرة على إجراءاتهما على مر السنين، مما أدى إلى تحسين الشفافية والاعتراف بمعايير الإنصاف الأساسية التي يمكن تطبيقها إذا كانت قراراتهما قضائية.",0
"1470","خطابات الاعتماد التي تنتهي في عام 2005",0
"1471","وفي بيان رئاسي (S/PRST/2004/15) اعتُمد في 14 أيار/مايو، أعرب المجلس عن قلقه البالغ إزاء التقارير التي تفيد بتوغل عناصر من الجيش الرواندي في جمهورية الكونغو الديمقراطية، والتقارير التي تفيد بتزايد النشاط العسكري للقوات الديمقراطية لتحرير رواندا في الجزء الشرقي من جمهورية الكونغو الديمقراطية وتوغلها في أراضي رواندا.",1
"1472","وإذ يلاحظ مع بالغ القلق تزايد العنف وتزايد القتال بين القبائل، واستمرار العنف الجنسي والجنساني والإفلات من العقاب، وإذ يكرر الإعراب عن بالغ قلقه إزاء الهجمات على العاملين في مجال تقديم المساعدة الإنسانية وحفظة السلام وأمن المدنيين، وإذ يهيب بجميع الأطراف في دارفور وقف الأعمال الهجومية فورا والامتناع عن شن مزيد من الهجمات العنيفة التي تتسبب في سوء حالة المعونة الإنسانية وتقييد وصول المساعدة الإنسانية إلى السكان المحتاجين،",1
"1473","(و) ردع أي محاولة لاستخدام القوة لتهديد عمليتي غوما ونيروبي من أي جماعة مسلحة، أجنبية أو كونغولية، ولا سيما في الجزء الشرقي من جمهورية الكونغو الديمقراطية، بوسائل منها استخدام أساليب التطويق والتفتيش والقيام بجميع العمليات اللازمة لمنع الهجمات على المدنيين وتعطيل القدرة العسكرية للجماعات المسلحة غير المشروعة التي تواصل استخدام العنف في تلك المنطقة؛",1
"1474","562 - وهناك سبب آخر وأكثر تحديدا يمنع القيادة السياسية والعسكرية لجيش تحرير السودان وحركة العدل والمساواة من رفض قبول المساءلة عن أي جريمة ترتكبها قواتهما في الميدان إذا امتنعت هذه القيادة عن منع تلك الجرائم أو قمعها.",0
"1475","الاتفاقية الخاصـة بهـا (1963)",0
"1476","وفي هذا الصدد، فإن التوصيات التي قدمها فريق التقييم لمنع انتشار الصراعات، وزعزعة استقرار الدول، وتفاقم المشاكل الإنسانية تستحق اهتماما كبيرا.",0
"1477","ونعرب عن قلقنا البالغ إزاء محنة الفلسطينيين في قطاع غزة.",0
"1478","فعلى سبيل المثال، خلصت اللجنة إلى أن الضحايا وأعضاء السلطات استخدموا في مناسبات عديدة مصطلح الجنجويد لوصف رجال معينين سمّوهم قادة للهجمات على القرى التي قتل فيها مدنيون وارتكبت فيها عمليات اغتصاب.",1
"1479","وبمقتضى السوابق القضائية الدولية، يعني التخطيط ضمنا أن يفكر شخص أو عدة أشخاص في تصميم ارتكاب جريمة في كل من المرحلتين التحضيرية والتنفيذية.",0
"1480","ويعرب المجلس عن بالغ قلقه إزاء الحالات التي تواصل فيها القوات والجماعات المسلحة ارتكاب الانتهاكات والتجاوزات ضد الأطفال المعرضين أو المتأثرين بالصراعات المسلحة وحالات ما بعد انتهاء الصراع في تجاهل سافر للقانون الدولي المنطبق وقرارات المجلس بشأن هذه المسألة.",1
"1481","ويشمل ذلك الحاجة إلى إتاحة المزيد من القدرات القضائية لتفادي تراكم القضايا بشكل متزايد داخل نظام العدالة.",0
"1482","وفي رسالة الفيديو المؤرخة 19 أيلول/سبتمبر 2007، أشار الظواهري* مرة أخرى إلى الملا عمر (TI.O.4.01) بوصفه القائد الأعلى، وفي حين أن حركة طالبان تستطيع دائما تجنيد المزيد من الجنود المشاة، فإنها تفتقر إلى قادة ذوي خبرة ليحلوا محل الكثيرين الذين قتلوا وتطلعوا إلى تنظيم القاعدة ليس فقط من أجل التدريب، بل أيضا لسد الثغرات.",1
"1483","وقُتل مدني واحد نتيجة لهذه المواجهة.",1
"1484","وفي المقر الرئيسي، كان من شأن تدخل وزير الداخلية المتهور، بما في ذلك نقل سلاح من مستودع الأسلحة، أن يسهم في إشاعة جو من الذعر.",0
"1485","إن قدرة السلطة الفلسطينية على بناء مؤسسات ذات مصداقية وهياكل أساسية أمنية مستعدة وقادرة على مكافحة الإرهاب وغيره من التهديدات عنصر أساسي لبناء الدولة الفلسطينية وتوقع مشروع من الجانب الإسرائيلي.",0
"1486","واستحدثت أربع دول تدابير قانونية كافية لتجريم توفير الملاذ الآمن؛ وقامت أربع دول بذلك جزئيا؛ ولم تقدم دولتان المعلومات ذات الصلة.",0
"1487","ومن المهم بنفس القدر ألا تؤدي مشاركة البعثة مع الأمم المتحدة وغيرها من الجهات الفاعلة في المجال الإنساني إلى تقويض استقلالية هذه الجهات الفاعلة وحيادها وتصورها.",0
"1488","ويقدر عدد المتضررين من النزاع في شمال دارفور، الذي يسجل أقل عدد من ولايات دارفور الثلاث، بـ 200 685 شخص، منهم 000 403 من المشردين داخليا.",1
"1489","دال - المسائل المتعلقة بالدال-8/دال-9 (خسائر الأعمال التجارية الفردية)",0
"1490","ومع ذلك، وعلى الرغم من هذا الوجود المتزايد، أدى موسم حصاد البندق إلى تصاعد الأنشطة الإجرامية، بما في ذلك 3 حوادث لإطلاق النار، وحادثة قتل واحدة، و 4 عمليات اختطاف، و 40 عملية سطو مسلح.",1
"1491","ومن شأن قيام المحكمة الجنائية الدولية بمقاضاة أشخاص يُزعم أنهم مسؤولون عن أخطر الجرائم في دارفور أن يسهم في استعادة السلام في المنطقة.",1
"1492","وتوجد هذه الأدلة في كيسانغاني وبونيا وموبا.",0
"1493","وخلال عام 2007، أُحيلت القائمة ثلاث مرات في شباط/فبراير وحزيران/يونيه وتشرين الأول/أكتوبر (SCA/2/07 (2) و SCA/2/07(8) و SCA/2/07(22)).",0
"1494","وخلال الهجوم وما أعقبه من احتجاز قسري للسكان، تعرض عدة أشخاص للتعذيب الشديد بغية انتزاع معلومات عن المتمردين، كعقاب أو إرهاب للسكان.",1
"1495","2 نخيلتان من النفط (ليبينك ومنتجات ليبريا الحرجية)",0
"1496","هاء - التعمير والإنعاش بعد انتهاء الصراع؛",0
"1497","وفي اليوم التالي، أُحرقت مرة أخرى أكشاك السوق في تايبسسي، وهجم أحد أفراد الشرطة الوطنية في المنطقة خارج الخدمة.",1
"1498","2- الممتلكات الملموسة الأخرى 407-417 84",0
"1499","وستخضع هاتان المسألتان المتبقيتان للأحكام الجديدة المتعلقة بالمسائل المعلقة التي أدرجتها اللجنة في مبادئها التوجيهية عملا بالفقرة 41 من القرار 1904 (2009).",0
"1500","وقد قام عدد قليل جدا من الدول بتحديث إطارها القانوني بشكل شامل ليشمل قوانين محددة لمكافحة الإرهاب.",0
"1501","وحتى ٣١ آب/أغسطس، كان أكثر من ٠٠٠ ٢٩ لاجئ قد عادوا إلى بلدانهم الأصلية، بمن فيهم ٧٢٤ ١١ لاجئا يساعدهم مفوض الأمم المتحدة السامي لشؤون اللاجئين، ويقدر أن ٠٠٠ ١٨ لاجئ عادوا تلقائيا إلى ليبريا.",0
"1502","وفي كثير من الحالات استغرقت الهجمات عدة ساعات.",1
"1503","118 - ومن الظروف الأخرى التي ينبغي مراعاتها فيما يتعلق بمرحلة التخطيط للجريمة تدابير المراقبة التي تستهدف السيد الحريري والتي اتخذتها قوات الأمن الداخلي، والتنصت على هواتف السيد الحريري بواسطة دائرة الاستخبارات العسكرية (انظر الفرع المعنون ""التنصت على المكالمات الهاتفية بالهاري"").",1
"1504","66 - وأُنشئت عدة آليات للتعاون الإقليمي لتعزيز قدرة الدول على أن تمنع بشكل جماعي التحريض على اللجوء إلى بلدان أمريكا اللاتينية ومنطقة البحر الكاريبي وحرمانها من الملاذ الآمن في تلك المنطقة.",0
"1505","وتم التصديق على خلوهم من فيروس إيبولا ونقلهم إلى المرافق الطبية المناسبة عند انتهاء فترة الحجر الصحي في 6 كانون الأول/ديسمبر.",0
"1506","334 - وقد تم الإبلاغ عن الأنماط التالية: أولا، الاعتداءات المتعمدة على النساء والفتيات، بما في ذلك الاغتصاب الجماعي، التي وقعت أثناء الهجمات على القرى، وثانيا، اختطاف النساء والفتيات، واحتجازهن عدة أيام واغتصابهن بصورة متكررة خلال تلك الفترة، وثالثا، استمرار الاغتصاب وغيره من أشكال العنف الجنسي أثناء الفرار والتشريد، بما في ذلك عندما تغادر النساء البلدات، وقيام مواقع المشردين بجمع الأخشاب أو المياه.",1
"1507","انظر أيضا، على سبيل المثال، القرار 1325 (2000)، الفقرة 6؛ والقرار 1296 (2000)، الفقرة 19.",0
"1508","وتعرض العاملون في مجال المعونة الإنسانية للمضايقة والاعتداء المتكرر أثناء حوادث اللصوصية.",1
"1509","المبادئ التوجيهية بشأن مكافحة غسل الأموال وتمويل الإرهاب",1
"1510","وهذا سبب أكبر لتكثيف الجهود الرامية إلى فرض حظر على سفر الأفراد المدرجين في القائمة، لا سيما أولئك المرتبطين ارتباطا وثيقا بهذا الربط والتيسير، يكون موجها توجيها جيدا ومنفذا على نحو سليم.",1
"1511","أولا، يرتبط التنفيذ الفعال لنظام الجزاءات ارتباطا مباشرا بنوعية المعلومات المتاحة عن أهدافه.",0
"1512","السيد بول أنطوان بوهون بوابر، ولد في 9 شباط/فبراير 1957 في إيسيا.",0
"1513","وفي 15 تشرين الثاني/نوفمبر 2014، أسقطت طائرات الهليكوبتر التابعة للنظام برميلاً من القنابل على مسجد عمر بن الخطيب في حلب، مما ألحق أضراراً جسيمة بالمسجد.",1
"1514","10 - يدعو جميع الدول إلى أن تتخذ، وفقا لسلطاتها القانونية وتشريعاتها الوطنية وبما يتسق مع القانون الدولي، إجراءات تعاونية لمنع الاتجار غير المشروع بالأسلحة النووية أو الكيميائية أو البيولوجية ووسائل إيصالها وما يتصل بها من مواد، وذلك لمواجهة ذلك الخطر؛",0
"1515","ويحظر قانون مكافحة غسل الأموال قيام مجرم أو فرد بإدانة من قبل وزارة شؤون المرأة ومكافحة العنف العائلي بالشراء.",0
"1516","وخلال الفترة من 20 تشرين الأول/أكتوبر إلى 10 كانون الأول/ديسمبر 2014، أسقطت طائرات الهليكوبتر التابعة للنظام ما مجموعه 125 1 برميلا من القنابل، مما أسفر عن مقتل 603 مدنيين، من بينهم 129 طفلا و 112 امرأة.",1
"1517","وعقب الانتخابات المتوقعة، سيكون من الضروري إجراء مشاورات مع الحكومة المنتخبة حديثا من أجل تحديد طبيعة ومستوى الدعم الذي ستحتاج إليه السلطات الإيفوارية من عملية الأمم المتحدة في كوت ديفوار لإجراء الانتخابات التشريعية والمحلية قبل أن تبدأ العملية في التخفيض.",0
"1518","وترى اللجنة أيضاً أن قيام جهاز أمن الدولة والمخابرات العسكرية بإلقاء القبض على الأشخاص واحتجازهم، بما في ذلك أثناء الهجمات وعمليات الاستخبارات ضد القرى، إلى جانب ما يشكله ذلك من انتهاكات خطيرة للقانون الدولي لحقوق الإنسان، قد يرقى أيضاً إلى جريمة الاختفاء القسري، وهي جريمة ضد الإنسانية، لأن هذه الأفعال كانت منهجية وواسعة الانتشار على حد سواء.",1
"1519","- بتاريخ 7 تشرين الثاني/نوفمبر 2014، قصفت قوات النظام قرب بلدة طبعة القديم في ريف دمشق، مما أدى إلى إصابة 14 مدنياً كانوا يغادرون المسجد بعد صلاة الجمعة.",1
"1520","وكرروا دعوتهم جميع الأطراف الأفغانية إلى العمل معا من أجل السلام وإقامة حكومة عريضة القاعدة ومتعددة الأعراق وممثلة تمثيلا كاملا.",0
"1521","وعلاوة على ذلك، تحد العقبات الإجرائية من إمكانية لجوء الضحايا إلى القضاء.",1
"1522","47 - واستنادا إلى روايات وردت من شهود عيان، وكما هو مبين في البيانات العامة التي أدلى بها المدير العام للشرطة، تم بالفعل وضع قوات الأمن في الصباح الباكر من 25 آذار/مارس في عدة مناطق رئيسية في أبيدجان، وهي أبوبو، وأدجامي، ويوبوغون، وأنياما، وكوماسي.",1
"1523","غير أن الحالة لا تزال غير مستقرة بالنسبة للكثيرين الآخرين، مع تصاعد خطورة الهجمات ذات الدوافع العرقية - إن لم يكن تواترها.",1
"1524","ثم قيل لي لاحقا ان ابي وأخي الاصغر قتلا ، كما قتل اربعة اشخاص آخرين.",1
"1525","66- وسألت البعثة القادة العسكريين الحكوميين عما إذا كان أي شخص قد قُدم إلى العدالة بسبب التجاوزات.",0
"1526","المقرر عقدها يوم الاثنين، 7 حزيران/يونيه 2004، الساعة 45/19",0
"1527",")و( الإمارات العربية المتحدة ٣٤ - ٤٤ ٥١",0
"1528","وأشار أيضا إلى الهجوم الذي وقع على قاعدة بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي في كيدال في 7 تشرين الأول/أكتوبر.",1
"1529","(المطالبة رقم 5000226 لدى لجنة الأمم المتحدة للتعويضات",0
"1530","واختار مجلس المدينة المنتخب في تشرين الأول/أكتوبر كرواتا معتدلا ليكون أول عمدة لموستار موحدة.",0
"1531","149- ومن بين الشركات العشرين، هناك ثلاث شركات تقترب الآن من الإنتاج:",0
"1532","واستنادا إلى النتائج التي توصلت إليها اللجنة وإلى التحقيقات اللبنانية حتى الآن، واستنادا إلى الأدلة المادية والوثائقية التي تم جمعها، وإلى الأدلة التي تم التوصل إليها حتى الآن، هناك أدلة متقاربة تشير إلى تورط لبناني وسوري معا في هذا العمل الإرهابي.",1
"1533","19 - الحالة في جمهورية أفريقيا الوسطى (6 آب/أغسطس 1997؛ 28 حزيران/يونيه 2010).",0
"1534","وأكدت صاحبة المطالبة الكويتية أنها لم تستأجر رخصتها التجارية لصاحب المطالبة غير الكويتي.",0
"1535",":: 22 كانون الأول/ديسمبر 2001، وصل جوس كووينهوفن من أبيدجان إلى مونروفيا.",0
"1536","وإذ يساورها بالغ القلق إزاء تواتر أعمال العنف في أنحاء كثيرة من العالم ضد الصحفيين والعاملين في وسائط الإعلام والأفراد المرتبطين بها في الصراعات المسلحة، ولا سيما الهجمات المتعمدة التي تنتهك القانون الإنساني الدولي،",1
"1537","3 - وسيتناول فريق الاتحاد الأفريقي المعني بالتنفيذ مسألة الخريطة مع الرئيسين.",0
"1538","وشهدت البعثة تصاعدا تصاعديا في أعمال العنف، واستهدف المتطرفون حفظة السلام بشكل مباشر.",1
"1539","وقد قامت أربع دول بتجريم تمويل الإرهاب تجريما كافيا، بينما لم تقم ثلاث دول بذلك على الإطلاق.",0
"1540","ومن الواضح أن إحراز تقدم نهائي في هذه المجالات سيتطلب مزيدا من الجهود المتضافرة من جانب المجتمع الدولي وبلغراد والكوسوفو.",0
"1541","وأيدت الجمعية الوطنية لجمهورية صربسكا على النحو الواجب حق النقض للرئيس.",0
"1542","وكما ذكر أعلاه، أكدت مصادر مختلفة أن الأطفال يرتدون الزي الرسمي ويحملون أسلحة.",1
"1543",":: حظر العنف ضد الحياة والشخص، ولا سيما القتل والتشويه والمعاملة القاسية والتعذيب؛ والاختفاء القسري؛ والاعتداء على الكرامة الشخصية؛ والاغتصاب، والاستعباد الجنسي، والبغاء القسري، والحمل القسري، والتعقيم القسري، وأي شكل آخر من أشكال العنف الجنسي.",0
"1544","13 - وقرر المفوضون أنه من أجل التوصية بـ ”تدابير لضمان المساءلة عن الجرائم والانتهاكات الخطيرة لحقوق الإنسان التي يدعى ارتكابها خلال الفترة المذكورة أعلاه، مع مراعاة أن حكومة تيمور - ليشتي ترى أن نظام العدالة المحلي، الذي يشارك فيه قضاة ومدعون عامون ومحامون دوليون، ينبغي أن يكون هو السبيل الرئيسي للمساءلة عن هذه الجرائم والانتهاكات المزعومة“، سيتعين عليهم إجراء تقييم أولي لنظام العدالة المحلية الحالي في تيمور - ليشتي.",0
"1545","ورُئي أن روجريو لوباتو قد نُظر فيه ولكنه رُفض منحه منصب وزير الدولة لشؤون الدفاع بعد أن هدد الجنرال تاور ماتان رواك بمغادرة قوة الدفاع، وعُين روك رودريغيس.",0
"1546","وأود أن أذكّر المتكلمين بأن يقصروا بياناتهم على ما لا يزيد على أربع دقائق لتمكين المجلس من مواصلة أعماله بسرعة.",0
"1547","وكما ذُكر سابقاً، يُتوقع أن يكتمل تدمير جميع مرفقات الأسلحة الكيميائية البالغ عددها 12 مرفقاً بحلول نهاية حزيران/يونيه 2015، مع احتمال حدوث تأخير طفيف.",1
"1548","ولا تأخذ هذه الأرقام في الاعتبار احتمال ضلوع الجماعات أو الأفراد المدرجة أسماؤهم في القائمة في هجمات أعلنت الجماعات غير المدرجة في القائمة مسؤوليتها عنها، مثل حركة طالبان في باكستان أو حركة الشباب في الصومال.",1
"1549","ويجب أن يحترم استخدام القوة الفتاكة في مثل هذه الحالات مبدأي التمييز والتناسب، وينبغي أن تخضع الانتهاكات للمساءلة.",1
"1550","17 - سُجل أكثر من 000 8 حالة وفاة في أفغانستان في حوادث شارك فيها المتمردون طوال عام 2007 (A/62/722-S/2008/159، الفقرة 17)، مقارنة بـ 000 6 حالة قتل في جميع أنواع العنف في عام 2006.",1
"1551","ويعرب مجلس الأمن عن تعازيه لأسر حفظة السلام الذين لقوا مصرعهم في القتال مع حماية سكان شرق جمهورية الكونغو الديمقراطية.",1
"1552","وقد استحدثت جميع الدول تقريبا نظما وترتيبات للإنذار المبكر لتبادل المعلومات، ولدى جميع الدول تقريبا أيضا ترتيبات لتبادل المساعدة القانونية في المسائل الجنائية وتسليم المجرمين.",0
"1553","وبينما يعتقد الفريق والعديد من الدول أن مصطلح ”الأسلحة وما يتصل بها من مواد من جميع الأنواع“ (القرار 1735 (2006)، الفقرة 1 (ج)) ينطبق بالتساوي على المتفجرات العسكرية والمدنية والمرتجلة، فقد علق البعض بأنه سيكون من المستحيل حظر توفير المتفجرات المدنية أو مواد القنابل المحلية الصنع.",1
"1554","وإذ يلاحظ أن الحالة في جمهورية الكونغو الديمقراطية لا تزال تشكل تهديدا للسلام والأمن الدوليين في المنطقة،",1
"1555","وتواصل الميليشيات الهجوم، مدعية أنها ليست جزءا من أي اتفاق، ولم توقفها الحكومة.",1
"1556","وبالمثل، قد تنشأ خسائر تمويلية عن استخدام الأموال المجمعة لتمويل أنواع من الخسائر غير الخسائر في الممتلكات، مثل خسائر الإيرادات الحكومية.",0
"1557","50 - الحالة في ليبيا (22 شباط/فبراير 2011؛ 16 كانون الأول/ديسمبر 2013).",0
"1558","وفيما يتعلق بالأبعاد العسكرية لإصلاح قطاع الأمن، أوضحت الحكومة أنها ترغب في الاعتماد إلى حد كبير على المعونة الثنائية لبناء قدرات الجيش.",0
"1559","ومع ذلك، ولئن كان صحيحاً أن قانون حقوق الإنسان يتيح بعض المرونة في التصدي للتحديات الأمنية، فإن على الدول أن تحترم مبادئ أساسية معينة في جميع الظروف، بما في ذلك مبادئ الضرورة والتناسب والشرعية وعدم التمييز.",0
"1560","ولم ينفذ بعد هذا الحكم الرئيسي المتبقي من القرار، وهو يؤكد من جديد على قرار التزم به جميع اللبنانيين في اتفاق الطائف في عام 1989 في أعقاب الحرب الأهلية.",0
"1561","4 - حدد الرئيس دوس سانتوس أولويات رئاسة أنغولا لمدة سنتين للمؤتمر الدولي المعني بمنطقة البحيرات الكبرى.",0
"1562","وبالنسبة للمؤسسات المصرفية، ينص على هذا الالتزام أيضا لائحة المصرف الوطني التشيكي رقم 1 المؤرخة 8 أيلول/سبتمبر 2003.",0
"1563","(و) المشاركة بنشاط في جميع الأنشطة ذات الصلة المضطلع بها في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب ودعمها، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب المنشأة لكفالة التنسيق والاتساق عموما في الجهود التي تبذلها منظومة الأمم المتحدة لمكافحة الإرهاب؛",0
"1564","وتتضح هذه التغييرات حالياً بشكل واضح للغاية في صفوف المرتبطين بتنظيم القاعدة في شمال أفريقيا ومنطقة الساحل والشام.",0
"1565","213 - ولعبد العال أيضا صلات ملحوظة بمتجر كبير للأسلحة اكتشف في جنوب بيروت في تموز/يوليه 2005 وأغارت قوى الأمن الداخلي على مخزن الأسلحة هذا في 26 تموز/يوليه 2005 واعتقل خمسة أشخاص تربطهم صلات وثيقة بميليشيا مورابيتون السابقة.",1
"1566","إن الشعوب في جميع أنحاء العالم تطالب بحقوق الإنسان العالمية.",0
"1567","٧٧ - وتشير جميع الأدلة المتاحة إلى أن إطلاق النار الأولي في صباح يوم ٢٥ آذار/مارس الذي أدى إلى شرارة الانفجار كان نتيجة لعمل منسق قامت به قوات الأمن وأسفر عن مقتل أكثر من ١٠٠ مدني.",1
"1568","22 - وفي حين تتواصل في كيفو الشمالية العمليات المشتركة ضد تحالف الوطنيين من أجل كونغو حر ذي سيادة ودفاع ندوما عن الكونغو/شيكا، تواصل البعثة القيام بدور في المناطق المتضررة من جيش الرب للمقاومة في المقاطعة الشرقية.",1
"1569","ودعت عدة وفود حكومة مالي إلى التحقيق في انتهاكات حقوق الإنسان، معربة عن قلقها إزاء الإفراج عن مرتكبي الجرائم الخطيرة ضد حقوق الإنسان.",0
"1570","ومع ذلك، هناك آخرون غير مطلوبين لدى أي وكالة لإنفاذ القانون، قد لا تكون لديهم إمكانية الاطلاع على وثائق مزورة ذات نوعية جيدة بما يكفي لإجراء فحص دقيق، ويمكنهم على أي حال أن يحسبوا أن القدر المحدود من التفاصيل الشخصية المسجلة عنهم في القائمة يجعل من المعقول التأكد من أنهم سيتمكنون من المرور عبر المراكز الحدودية باستخدام وثائقهم الأصلية دون أن يلاحظوا ذلك.",1
