"","en_es_DEEPL","VerCoop"
"1574","(c) Alentar a los Estados a que adopten medidas para impedir el uso indebido de las redes informales de envío de remesas de los trabajadores con fines de financiación del terrorismo.",1
"1575","""El Consejo de Seguridad reitera su exigencia a todas las partes en los conflictos armados de que pongan fin de inmediato y por completo a todas las formas de violencia contra las mujeres y las niñas, incluidos los actos de violencia sexual.",0
"1576","Subrayando que los refugios seguros proporcionados a los terroristas siguen siendo una preocupación importante y que todos los Estados miembros deben cooperar plenamente en la lucha contra el terrorismo para encontrar, denegar refugio y llevar ante la justicia, sobre la base del principio de extraditar o juzgar, a toda persona que apoye, facilite, participe o intente participar en la financiación, planificación, preparación o comisión de actos terroristas o proporcione refugio seguro,",1
"1577","El terrorismo debe entenderse en primer lugar como un crimen, injustificable en cualquier circunstancia. Pero también es una manifestación de agravios, articulada de forma inhumana, aborrecible e inaceptable.",1
"1578","Reitera su exigencia de que todas las partes en un conflicto armado pongan fin por completo y con efecto inmediato a todos los actos de violencia sexual y su llamamiento a esas partes para que asuman y apliquen compromisos específicos con plazos concretos para combatir la violencia sexual, que deberían incluir, entre otras cosas, la emisión de órdenes claras a través de las cadenas de mando en las que se prohíba la violencia sexual y la rendición de cuentas por el incumplimiento de esas órdenes, la prohibición de la violencia sexual en los códigos de conducta y los manuales de campo militares y policiales o equivalentes, y para que asuman y apliquen compromisos específicos sobre la investigación oportuna de los presuntos abusos; y exhorta además a todas las partes pertinentes en los conflictos armados a que cooperen en el marco de dichos compromisos, con el personal apropiado de las misiones de las Naciones Unidas que supervise su aplicación, y exhorta a las partes a que designen, según proceda, a un representante de alto nivel responsable de garantizar la aplicación de dichos compromisos;",0
"1579","El presente Acuerdo se hace en dos ejemplares originales, en lenguas serbia y croata, ambos igualmente auténticos.",0
"1580","Reitera la importancia de que se respeten las disposiciones pertinentes del derecho internacional humanitario, de los derechos humanos y de los refugiados, y de que se imparta al personal que participa en el establecimiento de la paz una formación adecuada sobre dicho derecho, incluidas las disposiciones relativas a la infancia y al género, así como sobre técnicas de negociación y comunicación, sensibilización cultural, coordinación civil-militar y sensibilidad en la prevención del VIH/SIDA y otras enfermedades transmisibles, el mantenimiento de la paz y las actividades de consolidación de la paz, pide al Secretario General que difunda las orientaciones apropiadas y vele por que dicho personal de las Naciones Unidas reciba la formación adecuada, e insta a los Estados Miembros pertinentes a que, según sea necesario y factible, difundan las instrucciones apropiadas y velen por que se incluya la formación adecuada en sus programas para el personal que participe en actividades similares.",1
"1581","49. El Gobierno también prosiguió sus esfuerzos para proporcionar asistencia alimentaria a las poblaciones vulnerables y en situación de inseguridad alimentaria con el apoyo del Programa Mundial de Alimentos (PMA), en particular a través del programa de nutrición maternoinfantil del Ministerio de Salud (47.000 beneficiarios en 2010 al 30 de junio), el programa de alimentación escolar del Ministerio de Educación (241.000 beneficiarios) y el programa de alimentos por trabajo/activos (600 beneficiarios), dirigido a las comunidades en situación de inseguridad alimentaria. El 27 de mayo se inauguró una planta de producción de alimentos nutritivos mezclados para su distribución a través del Programa de Nutrición Maternoinfantil, con el apoyo técnico y de gestión del PMA.",0
"1582","El Gobierno de Sudán presentó a la Comisión un documento en el que se enumeraban los ataques contra convoyes humanitarios.",0
"1583","Utilizar un enfoque de evaluación participativa para garantizar que las mujeres y niñas retornadas y desplazadas internas influyan en el establecimiento y el contenido de las estrategias y los programas de reintegración; perfeccionar los puntos de referencia de reintegración sensibles al género en cuestiones como la reforma constitucional y los procesos electorales; desglosar los indicadores por sexo.",1
"1584","Además, durante la visita del Equipo a Sudán, se facilitó información oficial sobre grupos asociados con Al Qaeda que pasaban armas de contrabando a través de Eritrea a elementos de Al Qaeda en Arabia Saudí.",1
"1585","157. El Equipo compareció ante el Grupo de Trabajo establecido en virtud de la resolución 1566 (2004) para debatir el terrorismo y las sanciones.",1
"1586","Ello contribuirá a facilitar la prisión preventiva, el juicio y los trámites posteriores a la condena de los delincuentes de alto riesgo, de conformidad con las normas internacionales de derechos humanos.",1
"1587","3. Se adjuntan las aclaraciones solicitadas por el Comité de la RCSNU 1540 en el formato Matrix.",0
"1588","Expresando su determinación de facilitar el cumplimiento de las obligaciones antiterroristas de conformidad con las resoluciones pertinentes del Consejo de Seguridad,",1
"1589","En diciembre de 2008 se cerraron medios de comunicación en Kismayo.",0
"1590","El Presidente Gusmão ordenó a los peticionarios que regresaran al centro de formación de las F-FDTL en Metinaro y participaran en una comisión de investigación que examinaría las alegaciones planteadas en la petición.",0
"1591","Refrendando la labor ya realizada por el Comité establecido en virtud de la resolución 1540 (2004), en lo sucesivo el Comité 1540, de conformidad con su quinto Programa de Trabajo,",1
"1592","Para hacer frente a ese reto es esencial un enfoque global, bajo la completa titularidad afgana.",0
"1593","Funcionarios yemeníes declararon al Equipo que alrededor del 30% de los secuestros en Yemen fueron cometidos por AQAP.",0
"1594","Subraya la necesidad de un compromiso sin reservas con el proceso de integración de las fuerzas armadas, en el espíritu del Acuerdo Global e Integrador.",1
"1595","Además, el equipo de Darfur Occidental visitó campos de refugiados en Chad y el equipo de Darfur Meridional visitó el Centro de Detención de Seguridad Nacional de Nyala.",1
"1596","13. El comunicado conjunto comprometía al gobierno a adoptar medidas para poner fin a la impunidad, investigar los casos denunciados de violaciones y garantizar que todas las personas y grupos acusados de abusos contra los derechos humanos fueran llevados ante la justicia sin demora.",1
"1597","En la 5798ª sesión del Consejo de Seguridad, celebrada el 11 de diciembre de 2007, en relación con el examen por el Consejo del tema titulado ""Amenazas a la paz y la seguridad internacionales causadas por actos terroristas"", el Presidente del Consejo de Seguridad hizo la siguiente declaración en nombre del Consejo:",1
"1598","23. El Comité desea expresar su agradecimiento al Equipo de Vigilancia por la alta calidad del informe y las recomendaciones que contiene, así como por el apoyo y la asistencia sumamente profesionales que le ha prestado, y espera con interés recibir el séptimo informe, que el Equipo presentará de conformidad con el anexo II de la resolución 1735 (2006), el 30 de septiembre de 2007.",1
"1599","Entre las reuniones a las que asistió se encontraban dos conferencias que dieron lugar a una petición específica a la ONUDD para que organizara talleres de presentación de informes para los Estados de África y el Caribe/América Latina que deben informes a uno o más de los tres Comités del Consejo de Seguridad que se ocupan de la lucha contra el terrorismo.",1
"1600","La decisión de la UE de abrir negociaciones para un acuerdo de estabilización y asociación representa un hito en este sentido.",1
"1601","- La Federación Rusa sigue manteniendo ilegalmente su base militar en Gudauta, que opera sin el consentimiento de Georgia y en contra de los compromisos internacionales adquiridos por Rusia;",0
"1602","45. Reconoce la necesidad de mantener contactos con los comités pertinentes del Consejo de Seguridad de las Naciones Unidas, las organizaciones internacionales y los grupos de expertos, incluidos el Comité establecido en virtud de la resolución 1267 (1999), el Comité contra el Terrorismo (CCT), la Oficina de las Naciones Unidas contra la Droga y el Delito la Dirección Ejecutiva del Comité contra el Terrorismo (CTED), el Comité establecido en virtud de la resolución 1540 (2004) y el Grupo de Acción Financiera Internacional (GAFI), en particular dada la continua presencia e influencia negativa en el conflicto afgano de Al-Qaida y cualquier célula, afiliado, grupo escindido o derivado de ella;",1
"1603","En la resolución 2122 (2013), el Consejo expresa su preocupación por la vulnerabilidad exacerbada de las mujeres en situaciones de conflicto armado y postconflicto, en particular en relación con el desplazamiento forzado, como consecuencia de la desigualdad de derechos de ciudadanía, la aplicación sesgada por género de las leyes de asilo y los obstáculos para registrar y acceder a documentos de identidad que se producen en muchas situaciones.",0
"1604","Los antiguos Mayi-Mayi, con base en Uvira bajo el mando del coronel Nakabaka, formaron una alianza circunstancial con antiguos aliados, las FDLR y las FNL.",0
"1605","Los miembros del Consejo reiteraron su apoyo a los esfuerzos del Enviado Especial para comprometer a las dos partes con el objetivo de superar el actual estancamiento del proceso de paz. Hicieron un llamamiento a ambas partes para que estudien la forma de hacer avanzar el proceso de demarcación.",1
"1606","Insto especialmente a la parte abjasia a que cumpla sus compromisos anteriores y permita la apertura de una suboficina de derechos humanos en Gali, permita la enseñanza a los jóvenes locales en su lengua materna, el georgiano, y acepte el despliegue de agentes de policía de la UNOMIG en el distrito de Gali.",1
"1607","""El Consejo de Seguridad observa que este año se cumple el decimoquinto aniversario del examen progresivo por el Consejo de Seguridad de la protección de los civiles en los conflictos armados como cuestión temática y reconoce la necesidad permanente de que el Consejo de Seguridad y los Estados Miembros sigan reforzando la protección de los civiles en los conflictos armados.",1
"1608","Otros testimonios hicieron hincapié en las ejecuciones sumarias de personas que supuestamente habían cometido robos en zonas controladas por el MPCI.",0
"1609","A través de un enfoque amplio, ""de toda la sociedad"", los esfuerzos dirigidos a contrarrestar el extremismo violento son fundamentales para frenar el reclutamiento y abordar las necesidades de los combatientes terroristas extranjeros que regresan (para garantizar que no se radicalizan hacia la violencia en su país de origen o en terceros países).",0
"1610","Informe del Secretario General sobre la situación en Malí (S/2014/403).",0
"1611","9 de enero de 2006 Los soldados de las Forças Armadas de Libertação National de Timor-Leste/FALINTIL-Força de Defesa de Timor-Leste (F-FDTL) presentan una petición por escrito al general de brigada Taur Matan Ruak y al presidente Gusmão.",1
"1612","(b) Depósitos de valores, cifrados a su valor de cotización en el mercado al cierre del día anterior al depósito;",0
"1613","Durante mi reunión con las autoridades congoleñas al más alto nivel, incluido el Presidente Kabila, les planteé cuestiones relacionadas con las garantías procesales en los juicios y el uso de la pena de muerte.",1
"1614","Estas dos cuestiones pendientes estarán sujetas a las nuevas disposiciones sobre cuestiones pendientes que el Comité incluyó en sus directrices de conformidad con el párrafo 41 de la resolución 1904 (2009).",0
"1615","El Grupo Especial ajustó el coste de reposición estimado por PIC aplicando una tasa de depreciación acorde con las tasas estándar del sector para los activos en cuestión.",0
"1616","Dinamarca, como miembro actual del Consejo de Seguridad, ha propuesto que el Comité establezca un mecanismo de revisión independiente, en forma de ombudsman, que podría aceptar peticiones directamente de las partes incluidas en la Lista que aleguen haber sido incluidas injustamente en ella y no hayan podido ser suprimidas.",1
"1617","Se pide a la Dirección Ejecutiva, en particular, que aliente a los Estados a desarrollar estrategias para luchar contra la incitación a la comisión de actos terroristas motivados por el extremismo y la intolerancia.",1
"1618","El Consejo considera la posibilidad de recurrir a la Comisión Internacional de Encuesta creada de conformidad con el artículo 90 del Primer Protocolo Adicional a los Convenios de Ginebra.",1
"1619","95. En vista del cuadro persistente de violaciones de los derechos humanos en Côte d'Ivoire en los últimos años, la comunidad internacional tal vez desee también considerar la necesidad de establecer un mecanismo independiente de derechos humanos de la Comisión de Derechos Humanos de las Naciones Unidas (un relator especial o experto independiente basado en el país), que podría encargarse de informar, también a la Asamblea General, sobre los progresos realizados en la aplicación efectiva de las normas internacionales de derechos humanos, su traducción a la práctica en el plano nacional, así como en poner fin a la impunidad y garantizar el estado de derecho en Côte d'Ivoire.",1
"1620","16. En 1998, la Asamblea Nacional aprobó el proyecto de ley sobre la propiedad de la tierra rural.",0
"1621","649. Sin embargo, el Consejo de Seguridad no sólo debe actuar contra los autores, sino también en favor de las víctimas.",1
"1622","Recuerda que la protección de los civiles requiere una respuesta coordinada de todos los componentes pertinentes de la misión y alienta [a la misión] a mejorar la interacción, bajo la autoridad del Representante Especial del Secretario General, entre sus componentes civiles y militares a todos los niveles y los agentes humanitarios, a fin de consolidar los conocimientos especializados sobre la protección de los civiles.",1
"1623","Para el Banco Mundial y los donantes",0
"1624","III. Misión de la Unión Africana en Somalia (AMISOM)",0
"1625","Mobiliario y enseres 102.614 USD",0
"1626","Pide el pleno respeto de los derechos humanos y las libertades fundamentales y del Derecho internacional humanitario en todo [el país afectado], observa con preocupación las restricciones a la libertad de los medios de comunicación y los ataques contra periodistas.",1
"1627","1. El 26 de julio de 2005, el Consejo de Seguridad adoptó la resolución 1612 (2005), sobre los niños y los conflictos armados.",1
"1628","91. Los actos de tortura están prohibidos por numerosos convenios, como el artículo 7 del Pacto Internacional de Derechos Civiles y Políticos, el artículo 2 de la Convención contra la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes y el artículo 5 de la Carta Africana de Derechos Humanos y de los Pueblos.",0
"1629","""El Consejo de Seguridad recuerda que la justicia y el Estado de Derecho en el plano internacional revisten una importancia fundamental para promover y mantener la paz, la estabilidad y el desarrollo en el mundo.",1
"1630","Los gastos durante el periodo de 12 meses finalizado el 31 de diciembre de 2006 fueron (en miles de dólares estadounidenses).",0
"1631","Recuerda las conclusiones aprobadas por el Grupo de Trabajo del Consejo de Seguridad sobre los niños y los conflictos armados en [el país afectado] ..., pide a todas las partes que pongan fin a las graves violaciones y abusos cometidos contra los niños en [el país afectado], insta al ... al Gobierno a que elabore y aplique un plan de acción concreto y sujeto a plazos para poner fin al reclutamiento y la utilización de niños, pide al Secretario General que continúe su diálogo con el ... Gobierno a este respecto, y reitera su petición al Secretario General de que refuerce el componente de protección de la infancia de [la Misión] y de que garantice un seguimiento y una presentación de informes continuos sobre la situación de los niños en [el país afectado];",1
"1632","Sobre la base del examen inicial llevado a cabo por la MINURSO, se desplegó un equipo de examen del personal, y posteriormente un equipo de evaluación de la gestión del Departamento de Operaciones de Mantenimiento de la Paz, para ultimar las recomendaciones encaminadas a reconfigurar la estructura civil a fin de apoyar mejor las actuales actividades encomendadas, garantizar una mayor integración entre los componentes militar y civil y mejorar la gestión de la MINURSO.",1
"1633","Según el informe de una comisión ad hoc creada para evaluar las pérdidas sufridas y los daños causados durante la revuelta popular, unas 29 personas murieron y 625 resultaron heridas en las protestas.",0
"1634","Adopción de una declaración presidencial en la que se pide, entre otras cosas, la reafirmación de la solidaridad internacional en la lucha contra el terrorismo y se insta a los Estados miembros a redoblar sus esfuerzos antiterroristas.",1
"1635","Animo a la UNOWA, la UNOCA, la CEDEAO, la CEEAC y la Comisión de la Cuenca del Lago Chad a que sigan reforzando la cooperación para hacer frente a las amenazas transfronterizas a la seguridad.",1
"1636","Observando con preocupación que el terrorismo sigue constituyendo una grave amenaza para la paz y la seguridad internacionales, el disfrute de los derechos humanos y el desarrollo social y económico de todos los Estados miembros, y que socava la estabilidad y la prosperidad mundiales, que esta amenaza se ha hecho más difusa, con un aumento, en diversas regiones del mundo, de los actos terroristas, incluidos los motivados por la intolerancia o el extremismo, expresando su determinación de combatir esta amenaza y destacando la necesidad de garantizar que la lucha contra el terrorismo siga siendo una prioridad en la agenda internacional,",1
"1637","Acogiendo con satisfacción la mejora de la cooperación y el intercambio de información entre la UNAMID y el Grupo de Expertos, facilitados por las directrices del Departamento de Operaciones de Mantenimiento de la Paz, y la decisión de la UNAMID de establecer un centro de coordinación para facilitar el intercambio de información con el Grupo de Expertos en relación con el embargo de armas,",1
"1638","A este respecto, la Dirección Ejecutiva aplicará las orientaciones políticas del Comité a través de su octavo programa de trabajo (véase el apéndice).",0
"1639","5. Durante la guerra fría, los Secretarios Generales de las Naciones Unidas llamaron la atención sobre cuestiones específicas de delincuencia transfronteriza que complicaban situaciones de conflicto que ya figuraban en el orden del día del Consejo de Seguridad.",0
"1640","Su Centro de Medios Al-Hayat es una operación sofisticada. Sus vídeos son de producción profesional y sus materiales se traducen a varios idiomas.",0
"1641","(d) Mantener un diálogo e intercambiar información con los puntos de contacto o coordinadores designados sobre cuestiones relacionadas con sus contribuciones a la aplicación de la resolución 1540 (2004);",1
"1642","Dijeron que tras los combates había muchos cadáveres, de soldados del Gobierno y del MPCI, que habían sido enterrados en una fosa común.",0
"1643","Se abre la sesión a las 16.15 horas.",0
"1644","Utilizar equipos multifuncionales a nivel de país en el trabajo con las comunidades de refugiados para identificar las preocupaciones sobre protección y programas en materia de violencia de género; generar iniciativas de sensibilización propias de los refugiados; apoyar proyectos piloto para abordar la violencia de género, incluidos proyectos dirigidos a hombres y niños; distribuir y aplicar directrices sobre violencia sexual y de género contra refugiados, retornados y desplazados internos.",0
"1645","20. Anima a los Estados miembros a que intercambien información rápidamente con otros Estados miembros, en particular con los Estados de origen, destino y tránsito, cuando detecten viajes de personas incluidas en la lista de sanciones contra Al-Qaida;",1
"1646","2. Gestión de capitales, activos o valores,",0
"1647","45. El Comité reafirma su responsabilidad de incluir la aplicación de la resolución 1624 (2005) del Consejo en su diálogo con los Estados miembros y ayudar a crear capacidad a este respecto, entre otras cosas difundiendo las mejores prácticas jurídicas y promoviendo el intercambio de información.",1
"1648","Un Boeing-707 ghanés, matrícula 9G-LAD, sobrevoló varios espacios aéreos tras salir de Sharjah y aterrizó en Monrovia como vuelo ACP 801.",0
"1649","3. La Federación Rusa 17 7 4.",0
"1650","Es crucial volver a subrayar en este punto que, a la hora de considerar si el asesinato de civiles equivale a un crimen de guerra o a un crimen contra la humanidad, la presencia de no civiles no priva a una población de su carácter civil.",1
"1651","86. Sin embargo, como he subrayado anteriormente, la incertidumbre sobre el futuro estatuto de Kosovo y los retrasos en el anuncio de las propuestas del mediador de las Naciones Unidas tuvieron una influencia especialmente nefasta durante la campaña electoral de 2006 y posteriormente.",0
"1652","En consecuencia, no hay nombres que presentar.",0
"1653","(b) Impedir la entrada en sus territorios o el tránsito por ellos de esas personas, con la salvedad de que nada de lo dispuesto en el presente apartado obligará a ningún Estado a denegar la entrada o exigir la salida de sus territorios a sus propios nacionales y de que el presente apartado no se aplicará cuando la entrada o el tránsito sean necesarios para el cumplimiento de un proceso judicial o cuando el Comité determine, caso por caso, que la entrada o el tránsito están justificados;",0
"1654","Subrayar la importancia de las operaciones de ayuda humanitaria y condenar todos los actos o amenazas de violencia contra el personal de las Naciones Unidas y los agentes humanitarios, así como cualquier politización de la ayuda humanitaria por parte de los talibanes y grupos o individuos asociados,",1
"1655","El Ministerio de Transporte (Sección Aérea) es competente para controlar el tráfico aéreo. El Ministerio de Transportes declara que el tráfico aéreo de Irán a Bélgica es prácticamente inexistente.",0
"1656","Daños en zonas de pastizales (párrafos a ) 71",0
"1657","Esto también serviría para promover la cooperación regional antiterrorista.",1
"1658","A continuación, el equipo inspeccionó las instalaciones de la empresa y después se dirigió a la empresa estatal Hattin, que pertenece al MIC.",0
"1659","B. Normas que vinculan a los rebeldes 172. El SLM/A y el JEM, como todos los insurgentes que han alcanzado un cierto umbral de organización, estabilidad y control efectivo del territorio, poseen personalidad jurídica internacional y, por lo tanto, están vinculados por las normas pertinentes del derecho internacional consuetudinario sobre conflictos armados internos mencionadas anteriormente. Es probable que lo mismo ocurra con el NMRD.",1
"1660","288. Una forma en que los Estados podrían tener más en cuenta todas estas cuestiones es incorporándolas a estrategias nacionales globales e integradas de lucha contra el terrorismo que incluyan la atención a los factores que conducen a las actividades terroristas.",0
"1661","Las fuerzas libanesas intervinieron en algunas ocasiones para controlar las manifestaciones e impedir que los manifestantes se acercaran a la Línea Azul.",0
"1662","Los miembros del Consejo hicieron un llamamiento a todos los Estados de la región para que hagan todo lo posible por mejorar la situación, en particular tomando medidas para impedir que individuos y grupos armados utilicen sus territorios para preparar y cometer atentados contra los países vecinos.",1
"1663","Dicha ayuda debe ir encaminada a establecer una autoridad trinacional que asuma la responsabilidad de supervisar y hacer cumplir las normas y reglamentos que se acuerden y establezcan para el bienestar de la población de más de un millón de habitantes que converge en el Golfo y para el desarrollo económico de los tres Estados ribereños, fomentando así el comercio marítimo internacional.",0
"1664",":: Informe al Comité después de cada reunión Cada grupo de trabajo estará presidido por un miembro del Comité, apoyado por el personal de la Oficina de Asuntos de Desarme, el personal experto del Comité establecido en virtud de la resolución 1540 (2004) y su secretaría, según sea necesario.",1
"1665","""El Consejo de Seguridad acoge con satisfacción la decisión de la Unión Africana de enviar una Misión de Reconocimiento para preparar el terreno para el despliegue de observadores militares en Somalia, y hace un llamamiento a los dirigentes somalíes para que cooperen con esta iniciativa.",1
"1666","Recordando sus resoluciones anteriores sobre el terrorismo internacional y la amenaza que representa para Afganistán, en particular sus resoluciones 1267 (1999), 1333 (2000), 1363 (2001), 1373 (2001), 1390 (2002), 1452 (2002), 1455 (2003), 1526 (2004), 1566 (2004), 1617 (2005), 1624 (2005), 1699 (2006), 1730 (2006), 1735 (2006), 1822 (2008), 1904 (2009), 1988 (2011), 1989 (2011), y las declaraciones pertinentes de su Presidente,",1
"1667","El Consejo espera con interés examinar el informe anual del Secretario General sobre la aplicación de su resolución 1820 (2008).",1
"1668","S/RES/1564 (2004), op.6",0
"1669","229. La Comisión recomienda el establecimiento de mecanismos sólidos e independientes de supervisión policial y militar.",1
"1670","Otro señaló que estaba preparando la creación de una institución nacional de derechos humanos.",1
"1671","Varios Estados han tipificado como delito el reclutamiento con el fin de cometer actos terroristas.",0
"1672","El Consejo condena todos los ataques de grupos armados locales y extranjeros que amenazan a la población, así como la paz y la estabilidad de la República Centroafricana y de la subregión, incluidos los ataques del 19 de julio y del 24 de noviembre de la Convención de Patriotas por la Justicia y la Paz contra Birao.",0
"1673","El Consejo de Seguridad acoge con satisfacción la conclusión de un proceso pacífico de registro para el referéndum del Sudán Meridional en Sudán, y alienta a las partes a que continúen este impulso hacia la celebración de referendos pacíficos y creíbles el 9 de enero de 2011 que reflejen la voluntad del pueblo.",1
"1674","Los procedimientos de asilo están protegidos de los abusos de los terroristas en siete Estados y parcialmente en uno.",0
"1675","Los gastos administrativos del bienio finalizado el 31 de diciembre de 2005 ascendieron a 32 millones de dólares, frente a los 73 millones de dólares del bienio finalizado el 31 de diciembre de 2003.",0
"1676","Durante los dos días siguientes, los somalíes locales subieron a bordo un cañón, que se montó en la cubierta superior del Alpha Serengeti.",0
"1677","El Comité tratará de garantizar que haya un intercambio completo de informes nacionales, informes de visitas y otra información pertinente entre los respectivos Comités y grupos de expertos, incluso con respecto a las visitas a los Estados y otros viajes oficiales y asistencia técnica.",1
"1678","""El Consejo de Seguridad expresa su intención, al establecer o renovar el mandato de los Comités de Sanciones pertinentes, de considerar las disposiciones relativas a las partes que violen el derecho internacional aplicable en relación con los derechos y la protección de los niños en los conflictos armados.",1
"1679","1. El presente informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003) abarca el período comprendido entre el 1 de enero y el 31 de diciembre de 2009.",1
"1680","Mayor concienciación y apoyo a las mujeres refugiadas sobre sus derechos y opciones legales.",1
"1681","La Comisión ha transmitido y seguirá transmitiendo a las autoridades libanesas toda la información relacionada con cualquier asunto penal que vaya más allá del ámbito de la investigación de la Comisión.",0
"1682","Las operaciones fueron posibles gracias a la financiación de Canadá, la Unión Europea, Alemania, los Países Bajos, el Reino Unido y los Estados Unidos de América.",0
"1683","▪ Lanzar un ataque del que quepa esperar que cause incidentalmente muertos o heridos entre la población civil o daños a bienes de carácter civil, o una combinación de ambos, que resulte excesiva en relación con la ventaja militar concreta y directa prevista;",0
"1684","Esperaban con impaciencia dar la bienvenida a Timor Oriental a las Naciones Unidas.",1
"1685","""El Consejo de Seguridad acoge con satisfacción las medidas adoptadas para ofrecer un enfoque mejorado, global y más regional de la situación humanitaria, incluida la asistencia a las víctimas de violencia sexual y otros ataques, e insta a que se siga avanzando en este sentido.",1
"1686","Por consiguiente, hago un llamamiento a todas las partes y actores para que acaten plenamente las resoluciones 1559 (2004), 1680 (2006) y 1701 (2006). Seguiré esforzándome por lograr la plena aplicación de éstas y de todas las demás resoluciones del Consejo de Seguridad relativas al Líbano.",1
"1687","12. Tras destacar los progresos realizados en la reforma del poder judicial, en particular con vistas a la creación del Tribunal Constitucional, el Tribunal de Casación y el Conseil d'Etat previstos en la Constitución, el Ministro de Justicia subrayó la importancia de crear tribunales en cada uno de los 145 territorios para restablecer eficazmente la autoridad del Estado y resolver los litigios a nivel local.",0
"1688","Destacando la importancia del Acuerdo de Paz de Arusha para la resolución pacífica del conflicto en Ruanda y la necesidad de que todas las partes se comprometan de nuevo a aplicarlo plenamente,",1
"1689","Acogiendo con satisfacción los resultados de la Jirga Consultiva de Paz celebrada el 6 de junio de 2010, en la que 1.600 delegados afganos, representantes de una amplia representación de todos los grupos étnicos y religiosos afganos, funcionarios gubernamentales, eruditos religiosos, líderes tribales, la sociedad civil y refugiados afganos residentes en Irán y Pakistán, debatieron sobre el fin de la inseguridad y elaboraron un plan para una paz duradera en el país,",1
"1690","III. La disolución del Frente Revolucionario Unido",0
"1691","- Resolución 1373 (2001) de 28 de septiembre de 2001;",0
"1692","Decide que [la misión] tendrá el siguiente mandato ...: (e) Trabajar en estrecha colaboración con el Gobierno para garantizar el cumplimiento de sus compromisos para hacer frente a las graves violaciones contra los niños, en particular la finalización del Plan de Acción para liberar a los niños presentes en las [fuerzas armadas] y evitar nuevos reclutamientos, con el apoyo del Mecanismo de Supervisión y Presentación de Informes.",0
"1693","91. El Equipo de Vigilancia tiene el mandato de estudiar la naturaleza cambiante de la amenaza e informar al respecto, entre otras cosas mediante el diálogo con especialistas y organismos académicos pertinentes.",1
"1694","Esta misma tarjeta prepago recibió una llamada telefónica un minuto después de la explosión, a las 1257 horas, desde una cabina telefónica situada en Trípoli, cerca de un edificio que albergaba los servicios de inteligencia sirios. El 30 de enero se realizó una llamada al teléfono fijo del domicilio del Sr. Abu Adass desde esa misma cabina telefónica de Trípoli.",0
"1695","Pide a todas las partes en conflictos armados que respeten el carácter civil y humanitario de los campos y asentamientos de refugiados, y que tengan en cuenta las necesidades particulares de las mujeres y las niñas, incluso en su diseño.",1
"1696","36. Fuentes oficiales han informado de la muerte de al menos tres personas incluidas en la lista de Al Qaeda.",0
"1697","Destacando en este contexto la importancia de que el Gobierno [del país afectado] siga avanzando en el fin de la impunidad y el fortalecimiento de las instituciones judiciales, el Estado de Derecho y el respeto de los derechos humanos en [el país afectado], incluidos los de las mujeres y las niñas, y en la reconstrucción y reforma del sector penitenciario en [el país afectado].",1
"1698","En la 5898ª sesión del Consejo de Seguridad, celebrada el 27 de mayo de 2008, en relación con el examen por el Consejo del tema titulado ""Protección de los civiles en los conflictos armados"", el Presidente del Consejo de Seguridad hizo la siguiente declaración en nombre del Consejo:",1
"1699","(Resolución 409 de la Cumbre, 20ª sesión ordinaria - 30 de marzo de 2008)",0
"1700","""El Consejo de Seguridad reafirma que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves para la paz y la seguridad internacionales, y que todo acto de terrorismo es criminal e injustificable, independientemente de su motivación, dondequiera, cuandoquiera y por quienquiera que sea cometido.",1
"1701","La resolución establece obligaciones jurídicamente vinculantes para todos los Estados de disponer y hacer cumplir medidas apropiadas y eficaces contra la proliferación de armas nucleares, químicas y biológicas y sus sistemas vectores.",1
"1702","Convención sobre la protección física de los materiales nucleares.",0
"1703","Se celebrará el jueves 25 de marzo de 2004, a las 10.10 horas.",0
"1704","23. Como ya se ha señalado, la Dirección Ejecutiva también ha establecido relaciones especialmente estrechas con determinadas organizaciones regionales y subregionales, entre las que cabe citar, en el continente americano, la Comunidad del Caribe y el Comité Interamericano contra el Terrorismo de la Organización de los Estados Americanos; el Centro Africano de Estudios e Investigaciones sobre el Terrorismo, la Unión Africana, el Grupo de África Oriental y Meridional contra el Blanqueo de Dinero, la Comunidad Económica de los Estados de África Occidental (CEDEAO), el Programa de Fomento de la Capacidad contra el Terrorismo (ICPAT) de la IGAD, el Grupo de Acción Intergubernamental contra el Blanqueo de Dinero en África Occidental y la Comunidad para el Desarrollo del África Meridional, en África; el Comité de Expertos sobre la Evaluación de las Medidas contra el Blanqueo de Capitales y la Financiación del Terrorismo, el Consejo de Europa, la Unión Europea, Eurojust, la Organización para la Seguridad y la Cooperación en Europa, la Organización de Cooperación de Shanghai y la Comunidad de Estados Independientes, en Europa; el Foro de las Islas del Pacífico, en el Pacífico; y el Banco Asiático de Desarrollo, la Asociación de Naciones del Sudeste Asiático y la Asociación del Asia Meridional para la Cooperación Regional, en Asia.",1
"1705","Es abogada del Tribunal Supremo de Pakistán y defensora de los derechos humanos desde hace muchos años, trabajando en particular en favor de los derechos de las mujeres, las minorías y los niños.",0
"1706","EL REINO UNIDO DE GRAN BRETAÑA E IRLANDA DEL NORTE AL",0
