"","en_es_DEEPL","MatCoop"
"1638","Resolución 2098 (2013) de 28 de marzo de 2013",0
"1639","El 12 de noviembre, el Consejo adoptó por unanimidad la resolución 2184 (2014), en la que renovó por otros 12 meses la autorización a los Estados y organizaciones regionales para combatir la piratería frente a las costas de Somalia. La resolución subrayaba la necesidad de una respuesta integral a la piratería, que incluyera abordar sus causas subyacentes; pedía la liberación inmediata e incondicional de todos los rehenes retenidos por los piratas somalíes; e instaba a los Estados a garantizar que las actividades de lucha contra la piratería tuvieran en cuenta la necesidad de proteger a las mujeres y las niñas, en particular, frente a la explotación.",1
"1640","Quienes dicen no tener intenciones ocultas sólo pueden demostrarlo con hechos y posiciones concretas que confirmen tales afirmaciones.",0
"1641","Preocupado por el interminable abandono y el desamparo generalizado de las poblaciones de las regiones del norte de Malí, denominadas por algunos el Azawad (término reconocido por los anteriores acuerdos de paz), a falta de una solución definitiva del conflicto cuyos devastadores efectos siguen padeciendo;",0
"1642","Sin embargo, nos preocupa que la toma de decisiones clave se haya visto socavada hasta la fecha por la falta de consenso político.",0
"1643","110. Es importante que también se preste especial atención al desarrollo de la formación especializada de investigadores, fiscales y jueces en ámbitos como la lucha contra el uso de Internet con fines terroristas; el apoyo y la asistencia a las víctimas de actos terroristas; la lucha contra el terrorismo químico, biológico, radiológico y nuclear; la lucha contra los delitos terroristas relacionados con el transporte; y la lucha contra la financiación del terrorismo.",1
"1644","Se cree que los terroristas de la región utilizan sobre todo armas convencionales.",0
"1645","Cuando se disponía de dicha corroboración y la víctima identificaba al autor o autores, se recomendaba el enjuiciamiento de los casos y se remitían a la fiscalía del distrito.",1
"1646","Reservas de explotación a 31 de diciembre de 2005",0
"1647","Los miembros de esta delegación acordaron con el Primer Ministro ""iniciar la organización de la presencia armada palestina en los campamentos para garantizar la seguridad.""",0
"1648","44. La Oficina Conjunta de Derechos Humanos de las Naciones Unidas siguió investigando presuntas violaciones de derechos humanos y del derecho internacional humanitario cometidas tanto por grupos armados como por las fuerzas de seguridad nacionales.",1
"1649","29. Como parte del esfuerzo de la División por reclutar expertos bien cualificados para formar parte de los grupos, equipos y paneles de vigilancia de las sanciones, y como se hace anualmente, en diciembre se envió una nota verbal a todos los Estados miembros para solicitar la designación de candidatos cualificados para formar parte de la lista de expertos de la División.",1
"1650","En este contexto, observo también que el Presidente Abbas se ha referido a la petición de la Autoridad Palestina de establecer una misión diplomática palestina en Beirut, lo que contribuiría a la formalización de las relaciones entre los pueblos libanés y palestino.",1
"1651","Para ello, uno de los instrumentos a disposición de los Estados miembros es el Registro de Armas Convencionales de las Naciones Unidas. En él figuran los datos facilitados por los Estados sobre las transferencias internacionales de armas, así como información sobre las existencias de material bélico, las adquisiciones mediante la producción nacional y las políticas pertinentes.",1
"1652","Además, el artículo 75 (3) establece que antes de dictar una orden de reparación, la Corte podrá invitar y tendrá en cuenta las representaciones de o en nombre del condenado, las víctimas, otras personas interesadas o los Estados interesados.",1
"1653","Muchos expertos en lucha antiterrorista, organizaciones internacionales y agencias también creen que es importante controlar los sistemas y componentes de doble uso disponibles en el mercado que podrían utilizarse en atentados terroristas.",0
"1654","Estos tres han aplicado el Programa de Acción sobre Armas Pequeñas, pero otros dos no han informado sobre el Programa de Acción y no parecen haber establecido un programa nacional de aplicación de la ley para combatir el contrabando de armas.",1
"1655","Si el Tribunal añade a sus responsabilidades toda una nueva área del derecho relacionada con las indemnizaciones, no sólo tendrá que desarrollar una nueva jurisprudencia, sino también ampliar considerablemente su plantilla y establecer nuevas normas y procedimientos para evaluar las reclamaciones.",1
"1656","202. Una cuestión clave en relación con la facilitación de la investigación y el enjuiciamiento adecuados de las conductas delictivas es garantizar que las personas que dispongan de información pertinente estén dispuestas a presentarse ante las autoridades y, en su caso, a testificar ante los tribunales.",1
"1657","S/RES/1870 (2009), op. 15",0
"1658","60. Apoyar el restablecimiento y la extensión de un nivel mínimo de autoridad estatal sostenible a las zonas liberadas de los grupos armados exige un mayor compromiso por parte del Gobierno para desplegar la administración del Estado, incluida la policía y el personal judicial y penitenciario con los recursos necesarios.",1
"1659","A celebrar el jueves, 10 de julio de 2014, a las 10 horas.",0
"1660","Sus conclusiones tienen serias implicaciones para la rendición de cuentas de los funcionarios del gobierno y sus recomendaciones deben ser estudiadas detenidamente por el Consejo a la hora de determinar qué enfoque debe adoptarse para poner fin de una vez por todas a los abusos y la impunidad en Darfur.",1
"1661","Los miembros del Consejo también examinaron el informe del Secretario General (S/2000/632), en el que se indicaba que se habían realizado importantes avances en los frentes político y militar, pero que el Gobierno de Guinea-Bissau seguía teniendo muchos retos para restablecer una paz duradera, la estabilidad y el desarrollo sostenible.",1
"1662","Apartados 1 (b) y (c):",0
"1663","Sin embargo, aumentar el carácter inclusivo del proceso de paz con respecto a las partes beligerantes sigue siendo un elemento importante para una solución duradera del conflicto.",1
"1664","Compromete a ambas partes a la liberación y reintegración inmediatas de los niños vinculados a las fuerzas armadas.",1
"1665","103. La FACI ha trasladado todos sus medios aéreos supervivientes y dañados a su base aérea del aeropuerto internacional de Abiyán.",1
"1666","Una sección de la Sala de Primera Instancia II se ocupa de las cuestiones previas al juicio en la causa de Gaspard Kanyarugika.",0
"1667","Asistencia en curso (bilateral/plurilateral/multilateral)",0
"1668","Hoy en día no hay un solo bien civil que no pueda entrar en Gaza.",0
"1669","Las milicias siguen atacando, alegando que no forman parte de ningún acuerdo. El gobierno no les ha puesto fin.",0
"1670","Estados Unidos de América: proyecto de resolución",0
"1671","3. OP 3 (a) y (b)",0
"1672","Todos los Estados de la subregión son miembros de INTERPOL y han creado oficinas centrales nacionales.",1
"1673","Los equipos de seguridad libaneses (policía y militares) trabajaron codo con codo con el equipo de seguridad de la Comisión para garantizar la seguridad del personal y de los locales.",1
"1674","Se afirma que Ibrahim Mohamed K. había asistido a campos de entrenamiento de Al Qaeda hasta noviembre de 2001 y que después había permanecido en Afganistán durante más de un año luchando contra las tropas estadounidenses, tiempo durante el cual estuvo en contacto con miembros de alto rango de Al Qaeda. Estos le convencieron para que regresara a Europa, donde su documento de viaje alemán le daba una considerable libertad de movimientos para reclutar a terroristas suicidas.",0
"1675","Emitida en la ciudad de Coronado a las 14.00 horas del 6 de julio de 2005.",0
"1676","2. Shahid Bagheri Industrial Group (SBIG) (entidad subordinada de la AIO).",0
"1677","42. La ONUCI ha redoblado sus esfuerzos para sensibilizar a la opinión pública de Côte d'Ivoire sobre el mandato y los objetivos de la Misión, en un esfuerzo por contrarrestar los efectos de la actual campaña de descrédito de la ONUCI.",1
"1678","74. Se calcula que en 2006 se transportaron 636,3 toneladas de casiterita y 682,05 toneladas de wolframio desde los alrededores de Shabunda y la zona de Lulingu. Los compradores de estos productos fueron las empresas comerciales Mujeje, Olive, WMC, MDM, Sakima, Kitambala, Panju y otras.",0
"1679","66. Cinco Estados han promulgado leyes que tipifican como delito la financiación del terrorismo, y nueve Estados han promulgado leyes contra el blanqueo de capitales.",1
"1680","Australia, Dinamarca, Estados Unidos, Francia, Noruega, Nueva Zelanda, Países Bajos y Reino Unido cuentan con departamentos, dependencias y/o territorios de ultramar, cada uno de los cuales tiene un grado diferente de autonomía y capacidad para determinar su propio marco legislativo en materia de lucha antiterrorista.",1
"1681","Sin embargo, los Estados deben penalizar de la misma manera los actos cometidos contra otro Estado.",0
"1682","21. Varios temas persisten a nivel nacional, como lo transmitieron vívidamente las numerosas partes interesadas nacionales en la Conferencia.",0
"1683","Caso práctico 2: Vehículos de uso militar Observaciones Anexos",0
"1684","La orden también prohíbe la venta o el suministro por parte de una persona estadounidense o desde Estados Unidos, o utilizando buques o aeronaves registrados en Estados Unidos, de (i) cualquier equipo utilizado en la minería; (ii) vehículos motorizados o embarcaciones y sus piezas; o (iii) servicios de minería o servicios de transporte terrestre o acuático, todo ello independientemente de su origen, al territorio de Angola, salvo a través de un punto de entrada especificado.",0
"1685","Casi la mitad de las solicitudes son presentadas por personas sin asistencia letrada, y el Defensor del Pueblo toma medidas para garantizar que ningún peticionario se vea perjudicado por carecer de representación legal.",1
"1686","Turquía ha puesto en marcha el Proyecto de Unidad Nacional para abordar las desigualdades sociales y económicas de la sociedad turca que supuestamente alimentan la disidencia kurda y el reclutamiento del Partido de los Trabajadores del Kurdistán (PKK).",1
"1687","Sin embargo, el Equipo ve una oportunidad de abordar la cuestión a través del embargo de armas, y recomienda: (i) que el Comité incluya explícitamente los explosivos civiles e improvisados en su documento de explicación de términos; (ii) que el Comité reúna las experiencias de los Estados miembros en el tratamiento de esta amenaza en un documento publicado en su sitio web; y (iii) que el Consejo de Seguridad especifique en cualquier resolución futura sobre la cuestión que el ""material conexo de todo tipo"" incluye los explosivos civiles e improvisados.",1
"1688","3. El Ministerio del Interior",0
"1689","167. Todos los Estados de la subregión han promulgado leyes sobre inmigración y pasaportes para regular la inmigración y la seguridad de los documentos de viaje y han establecido procedimientos para determinar la verdadera identidad de las personas antes de la expedición de documentos de identidad.",1
"1690","396. Sin embargo, a través de sus propias investigaciones, la Comisión pudo reunir información más sustancial sobre las desapariciones forzadas.",1
"1691","Esto requerirá una posición clara, en particular -si se me permite hablar con franqueza- de los Estados Unidos de América.",0
"1692","30. La situación en Costa de Marfil (20 de diciembre de 2002; 17 de enero de 2013).",0
"1693","Unidades especiales de la policía llevaron a cabo medidas especiales de protección en zonas de comunidades minoritarias, además de proporcionar seguridad en acontecimientos importantes, protección esencial para la fundición de plomo de Zvecan, instalaciones de la UNMIK y el palacio de justicia de Mitrovica, dotado de personal internacional.",1
"1694","25. El período de la UNTAET también fue testigo de la creación de muchas instituciones modernas del Estado. Entre ellas figuran el Parlamento Nacional, el Consejo de Ministros, las estructuras de gobierno local, el servicio de policía y las fuerzas de defensa.",1
"1695","46. La situación en Myanmar (15 de septiembre de 2006; 13 de julio de 2009).",0
"1696","Exhorta a todas las partes interesadas a que garanticen que todos los procesos de paz, los acuerdos de paz y la planificación de la recuperación y la reconstrucción después de los conflictos tengan en cuenta las necesidades especiales de las mujeres y los niños e incluyan medidas específicas para la protección de los civiles, entre ellas ... iii) la creación de condiciones propicias para el regreso voluntario, seguro, digno y sostenible de los refugiados y los desplazados internos ...",0
"1697","21. El Grupo de Trabajo 3, presidido por la República de Corea, apoyó los esfuerzos de los Estados, la industria marítima y los grupos sindicales para proteger a los buques de la piratería frente a las costas de Somalia.",1
"1698","Además, se quemaron más de 1.000 casas y se registraron varios casos de destrucción, saqueo y trato inhumano.",0
"1699","6 Bienes en tránsito - USD 268.707",0
"1700","6. El 10 de noviembre de 2011, el Comandante del Mando Aliado de la Fuerza Conjunta de Nápoles encomendó al Comandante de la KFOR que prosiguiera las operaciones para mantener y establecer puntos de control de acceso, y eliminar selectivamente los controles de carretera, a lo largo de las principales carreteras de suministro a los puntos de cruce Gate 1 y DOG 31, a fin de crear las condiciones necesarias para restablecer la libertad de circulación sin restricciones y un entorno seguro para todos, de conformidad con la resolución 1244 (1999) del Consejo.",1
"1701","En el frente socioeconómico, las incertidumbres económicas y financieras mundiales imperantes, así como las crisis de la deuda, están socavando seriamente nuestros esfuerzos por enderezar la economía tan rápidamente como sería de desear.",0
"1702","Las conclusiones del informe se basan en una recopilación de testimonios de primera mano de víctimas y testigos.",1
"1703","Esto dio peso a la idea, largamente acariciada, de crear un Estado de Hima.",0
"1704","(c) Socios de las Naciones Unidas y de la Unión Africana;",0
"1705","94. Todos los Estados menos uno, sobre el que se carece de información, han desarrollado estrategias y estructuras institucionales para luchar contra el terrorismo, y existe una coordinación total o parcial entre los organismos encargados de hacer cumplir la ley que se ocupan de cuestiones de lucha contra el terrorismo.",1
"1706","Malí y Níger son miembros del recién creado Centro Conjunto de Inteligencia subregional de Tamanrasset (Argelia).",1
"1707","13. Se registraron avances positivos en la arquitectura anticorrupción, como la creación de la Comisión Anticorrupción y la redacción de una ley sobre la creación del Tribunal Superior Administrativo, Fiscal y de Auditoría previsto en la Constitución.",1
"1708","(ii) Convención sobre la Protección Física de los Materiales Nucleares, 1979;",0
"1709","Establecimiento de sistemas de apoyo contra la violencia de género.",1
"1710","Nuestros análisis e investigaciones sobre la forma del cráter tampoco aportan pruebas claras de si hubo una explosión en la superficie o bajo tierra.",1
"1711","Se celebrará el lunes 14 de noviembre de 2011, a las 16.20 horas.",0
"1712","Reafirmando su resolución 1540 (2004) y la necesidad de que todos los Estados apliquen plenamente las medidas contenidas en ella, y exhortando a todos los Estados Miembros y a las organizaciones internacionales y regionales a que cooperen activamente con el Comité establecido en virtud de dicha resolución, incluso en el curso del examen amplio solicitado en la resolución 1810 (2008),",1
"1713","El Equipo observa que el Consejo de Seguridad, en el párrafo 5 de la resolución 1526 (2004), instó a todos los Estados a que establecieran requisitos y procedimientos internos de presentación de informes sobre el movimiento transfronterizo de divisas sobre la base de los umbrales aplicables.",1
"1714","Estos casos también fueron objeto de investigaciones por parte del Grupo Mixto de Investigación, compuesto por las dos partes, la UNOMIG y la fuerza de mantenimiento de la paz de la CEI, y encargado de determinar si los incidentes violentos constituyen violaciones del acuerdo de Moscú de 1994.",1
"1715","Se celebrará el miércoles 11 de agosto de 2004, a las 10.00 horas.",0
"1716","La experiencia de las fuerzas del orden se concentrará en un grupo operativo autónomo y especializado.",1
"1717","Expresando su preocupación por las continuas amenazas que plantean la transferencia ilícita, la acumulación desestabilizadora y el uso indebido de armas pequeñas y ligeras para la seguridad del personal de mantenimiento de la paz de las Naciones Unidas y su eficacia en el cumplimiento de los mandatos de mantenimiento de la paz ...",0
"1718","Esta discriminación tradicional del sistema songbun se complicó recientemente por la creciente mercantilización de la República Popular Democrática de Corea y por la influencia del dinero, incluidas las divisas, en la capacidad de las personas para tener un mayor acceso a sus derechos económicos, sociales y culturales.",0
"1719","El objetivo del Consejo de Seguridad debe ser ahora asegurar a los tribunales que el régimen de sanciones establecido en virtud de la resolución 1267 (1999) del Consejo de Seguridad (el régimen de sanciones 1267) es justo y, con el mayor apoyo de los Estados miembros, reafirmar su propósito original de librar al mundo de la amenaza del terrorismo de Al-Qaida, los talibanes y sus asociados incluidos en la lista.",1
"1720","Una serie de contactos desembocaron en meros intercambios de puntos de vista y/o declaraciones de hecho.",1
"1721","(h) Desarrollar el papel global de la Dirección Ejecutiva en materia de comunicación estratégica sobre la lucha contra el terrorismo, entre otras cosas informando a los miembros en general, entablando contactos con líderes mundiales y creadores de opinión y llegando a los medios de comunicación y otras partes interesadas.",0
"1722","Se celebrará el martes 19 de noviembre de 2013, a las 10:00 horas.",0
"1723","(h) Presentar al Consejo, a través del Comité, un informe intermedio en un plazo de 90 días a partir de su creación;",0
"1724","Yateks Yakut Tarim Sanayi Ürünleri Eksport A.S.",0
"1725","La Dirección Ejecutiva también ha establecido relaciones especialmente estrechas con algunas organizaciones regionales y subregionales, en particular la Comunidad del Caribe y el Comité Interamericano contra el Terrorismo de la Organización de Estados Americanos en América, el Centro Africano de Estudios e Investigaciones sobre el Terrorismo, la Unión Africana, la Comunidad Económica de los Estados de África Occidental, la Autoridad Intergubernamental para el Desarrollo Programa de Fomento de la Capacidad contra el Terrorismo (ICPAT) y la Comunidad para el Desarrollo del África Meridional en África; en Europa, el Consejo de Europa, la Unión Europea y la Organización para la Seguridad y la Cooperación en Europa; el Foro de las Islas del Pacífico en el Pacífico; y el Banco Asiático de Desarrollo y la Asociación de Naciones del Sudeste Asiático en Asia.",1
"1726","El tercer y último panel se basó en la premisa de que, si bien la responsabilidad penal individual lleva ante la justicia a los acusados de violaciones y puede tener un efecto disuasorio, en la gran mayoría de los casos no proporciona reparación a las víctimas de las violaciones.",0
"1727","También se ha avanzado en el intercambio de información sobre estas personas, en particular a través de la Organización Internacional de Policía Criminal (INTERPOL), así como en la cooperación en materia de seguridad fronteriza.",1
"1728","Aunque los funcionarios del Ministerio de Sanidad aún no han declarado oficialmente la región libre de fiebre amarilla, la campaña ha sido eficaz para contener en gran medida el brote.",0
"1729","1. Ley de Secretos Oficiales de 1923 2.",0
"1730","11. Decide seguir ocupándose del asunto.",0
"1731","Tras la segunda batalla por el control de Baidoa, Habsade volvió a recibir apoyo logístico de sus aliados de Mogadiscio.",1
"1732","Al mismo tiempo, Cuba condena los atentados suicidas y otros actos contra civiles israelíes, víctimas inocentes de la espiral de violencia provocada por la política de su Gobierno. Asimismo, objetamos la manipulación de tales actos aislados para cuestionar el legítimo ejercicio de la autodefensa del pueblo palestino y justificar actividades, masivas o selectivas, contra la población palestina.",0
"1733","651. La Comisión también recomienda que las medidas destinadas a romper el ciclo de impunidad incluyan el ejercicio por parte de otros Estados de la jurisdicción universal, como se señala en otras partes del presente informe.",0
"1734","El Centro ha preparado una estrategia de salida para abordar la transferencia de responsabilidades, incluida la limpieza continua de cualquier amenaza residual, la concienciación sobre las minas y la asistencia a las víctimas, a los departamentos apropiados del JIAS.",1
"1735","La transferencia de competencias en ámbitos tan sensibles no puede funcionar sin una firme política de supervisión, intervención y sanción.",1
"1736","También ha llegado el momento de que Belgrado abandone su postura negativa hacia la participación de los serbios de Kosovo.",0
"1737","(a) El jefe de la rama en la Oficina de Asuntos de Desarme lleva a cabo una revisión sustantiva del proyecto para determinar su coherencia;",1
"1738","MONUSCO continuó prestando asistencia técnica en la revisión de los expedientes de los presos para identificar casos de larga detención preventiva a la atención de las autoridades judiciales, con el objetivo de reducir el hacinamiento en las cárceles.",1
"1739","Al cabo de unos días, los ancianos del lugar la convencieron para que desistiera y abandonó el recinto.",0
"1740","El Consejo pide a la MONUC que siga vigilando las denuncias de violencia extrajudicial e informe al Consejo.",0
"1741","20. Decide que, al examinar las solicitudes de exclusión de las listas, el Comité contará con la asistencia de una Oficina del Ombudsman, que se establecerá por un período inicial de 18 meses a partir de la fecha de aprobación de la presente resolución, y pide al Secretario General que, en estrecha consulta con el Comité, nombre a una persona eminente, de alta consideración moral imparcialidad e integridad, con altas cualificaciones y experiencia en los ámbitos pertinentes, como el jurídico, los derechos humanos, la lucha contra el terrorismo y las sanciones, para que sea Defensor del Pueblo, con el mandato esbozado en el anexo II de la presente resolución, y decide además que el Defensor del Pueblo desempeñe estas tareas de manera independiente e imparcial y no solicite ni reciba instrucciones de ningún gobierno;",1
"1742","I. ANTECEDENTES PROCESALES 3 - 9 5",0
"1743","14. Pide al Grupo de Expertos que siga investigando la financiación y el papel de los grupos armados, militares y políticos en los ataques contra el personal de la UNAMID en Darfur, y señala que las personas y entidades que planifican, patrocinan o participan en esos ataques constituyen una amenaza para la estabilidad en Darfur y, por lo tanto, pueden cumplir los criterios de designación previstos en el apartado c) del párrafo 3 de la resolución 1591 (2005);",1
"1744","594. En el momento en que se estableció por primera vez esta obligación internacional, y quizás incluso en 1949 cuando se redactaron y aprobaron los Convenios de Ginebra, se concibió claramente como una obligación de cada Estado contratante hacia cualquier otro Estado contratante afectado.",1
"1745","Como se explica más adelante, la Comisión ha reunido material muy sustancial que considera que corrobora el uso del término Janjaweed, en el contexto limitado del mandato de la Comisión, como término genérico para describir a las milicias árabes que actúan, bajo la autoridad, con el apoyo, la complicidad o la tolerancia de las autoridades del Estado sudanés, y que se benefician de la impunidad por sus acciones.",1
"1746","VI. STRUERS TECH A/S 114 - 129 35",0
"1747","64. Casi 15 meses después de que la Asamblea Nacional promulgara la legislación habilitante, las partes no han avanzado en la creación de la comisión nacional de derechos humanos.",0
"1748","En algunas zonas del sur, uno de cada tres niños sufre desnutrición aguda.",0
"1749","Dichas reuniones resultaron útiles para promover la labor del Comité, aumentar la concienciación y la comprensión del régimen de sanciones, desarrollar ideas para mejorar la eficacia de las medidas y debatir las dificultades a las que se enfrentan algunos Estados a la hora de aplicarlas y lo que podría hacerse para ayudarles. D. Reuniones con los servicios de seguridad e inteligencia",0
"1750","La ONDCP es miembro del Grupo Egmont.",0
"1751","(w) Colaborar con las organizaciones internacionales y regionales pertinentes para fomentar el conocimiento y el cumplimiento de las medidas;",1
"1752","En los últimos años se han creado mecanismos regionales de cooperación policial, incluida la cooperación en materia de alerta temprana e inteligencia, que han mejorado sustancialmente el nivel de cooperación regional.",1
"1753","1. Condena inequívocamente todos los actos, métodos y prácticas de terrorismo como criminales e injustificables, independientemente de su motivación, en todas sus formas y manifestaciones, dondequiera que se cometan y quienquiera que los cometa, en particular los que puedan amenazar la paz y la seguridad internacionales;",0
"1754","Los conflictos tienen causas complejas en las que intervienen múltiples factores, como las diferencias políticas, la desigual distribución de los recursos económicos y los enfrentamientos tribales. Persiste la posibilidad de que el conflicto se repita y se extienda. Alcanzar la paz seguirá exigiendo el esfuerzo incansable de todas las partes.",0
"1755","Se han establecido en gran medida sistemas, procesos y mecanismos para la gestión de estas instituciones y para que puedan desempeñar sus funciones tal como se definen en la legislación, incluidas la PNTL y las F-FDTL.",0
"1756","Se trata de una obligación internacional que los Estados deben cumplir para garantizar justicia a las víctimas de estos deplorables sucesos.",0
"1757","El equipo especificado en 9.B.1. incluye lo siguiente:",0
"1758","- En noviembre de 2014, 11 personas fueron secuestradas en zonas controladas por el régimen y 4 en zonas controladas por grupos extremistas.",0
"1759","Foto 1: La casa de la familia Samouni.",0
"1760","(b) Mejorar los marcos legislativo y normativo para luchar contra la financiación del terrorismo, entre otras cosas tipificando como delito la financiación del terrorismo, adoptando las medidas necesarias para congelar fondos sin demora y realizando evaluaciones de riesgo del sector sin ánimo de lucro;",1
"1761",":: 26 de abril de 2005, las últimas tropas sirias abandonan Líbano poniendo fin a una presencia militar de 29 años.",1
"1762","La persona que aparecía en la grabación ha sido identificada como Ahmad Abu Adas, residente en Beirut, de 22 años.",0
"1763","17. Reconoce las exhaustivas normas internacionales plasmadas en las Cuarenta Recomendaciones revisadas del Grupo de Acción Financiera Internacional (GAFI) sobre la lucha contra el blanqueo de capitales y la financiación del terrorismo y la proliferación, y anima a la Dirección Ejecutiva del Comité contra el Terrorismo a que colabore estrechamente con el GAFI, incluso en el proceso de evaluaciones mutuas del GAFI, centrándose en la aplicación efectiva de las recomendaciones contra la financiación del terrorismo;",0
"1764","Se celebrará el miércoles 24 de agosto de 2005, a las 10.00 horas.",0
"1765","El Programa de Acción contiene sugerencias concretas para mejorar la legislación y los controles nacionales, así como la asistencia y la cooperación internacionales. Hace un llamamiento a los Estados para que atiendan las necesidades especiales de los niños afectados por conflictos armados.",1
"1766","Mientras las medidas contra la piratería siguen demostrando su eficacia, la comunidad internacional debe seguir apoyando al Gobierno somalí en sus esfuerzos por cumplir sus compromisos, tal y como se recogen en Visión 2016 y en el Pacto Somalí.",1
"1767","Gran parte del esfuerzo intensificado para capacitar a los contingentes de la MINUSMA para hacer frente con capacidad a la amenaza de las minas y los artefactos explosivos improvisados se financió a través del Fondo Fiduciario de la AFISMA.",1
"1768","S.A. (GRECSA) 365 - 406 89",0
"1769","El Consejo de la Liga de los Estados Árabes, a nivel ministerial,",0
"1770","Más tarde me dijeron que habían matado a mi padre y a mi hermano pequeño. También mataron a otras cuatro personas.",0
"1771","En el marco institucional creado por la Unión Africana para luchar contra el terrorismo, se otorgó un papel importante a la Comisión y al Consejo de Paz y Seguridad en la coordinación de los esfuerzos emprendidos en todo el continente.",1
"1772","Prevenir y poner fin al reclutamiento de niños soldados en violación del derecho internacional.",1
"1773","Esto es especialmente cierto en el caso de las personas que firmaron y posteriormente devolvieron armas F-FDTL.",1
"1774","La unanimidad no siempre prevaleció, por supuesto, pero siempre hubo un serio esfuerzo por acomodar los puntos de vista de los 15 miembros y encontrar un terreno común.",0
"1775","La aplicación de esas prohibiciones también se ha beneficiado de la notoriedad pública de los sujetos, que los hace más reconocibles y menos propensos a viajar con una identidad falsa.",1
"1776","A continuación, cuatro soldados mantuvieron relaciones sexuales vaginales con ella, uno tras otro.",0
"1777","Convenio sobre las infracciones y ciertos otros actos cometidos a bordo de las aeronaves;",0
"1778","La comisión ha autorizado al ACNUDH, en calidad de secretaría residual de la comisión, a facilitar el acceso a los materiales existentes en la base de datos a las autoridades competentes que lleven a cabo investigaciones fidedignas con el fin de garantizar la rendición de cuentas por los delitos y otras violaciones cometidos, establecer la verdad sobre las violaciones cometidas o aplicar sanciones selectivas ordenadas por las Naciones Unidas contra determinadas personas o instituciones.",1
"1779","Integrar la perspectiva de género en la evaluación de las necesidades y la asignación de recursos en la reconstrucción posconflicto.",1
"1780","(a) La situación general en Liberia;",0
"1781","12. El Comité seguirá organizando reuniones y actos especiales sobre temas y cuestiones de preocupación e interés común para los Estados miembros, con vistas a maximizar el impacto de las resoluciones y mantener el compromiso de la comunidad internacional en la lucha contra el terrorismo.",1
"1782","III. OPERACIONES DE LA MISIÓN DE OBSERVADORES DE LAS NACIONES UNIDAS EN GEORGIA",0
"1783","14. Todas las víctimas, incluidas las de demolición de viviendas y expulsiones, deben recibir una reparación plena y adecuada.",1
"1784","Proporcionar un espacio adicional para que las víctimas del terrorismo contribuyan al debate puede ayudar a contrarrestar más eficazmente la incitación. E. Programas de rehabilitación",1
"1785","El Primer Ministro Seniora llegó a un acuerdo con los miembros de la segunda delegación, formada por grupos palestinos armados con sede en Damasco, para crear una comisión de seguimiento que debatiera todas las cuestiones, incluida la de las armas. El 13 de octubre, el Gabinete libanés, tras aprobar por unanimidad la postura del Primer Ministro, decidió crear dicha comisión, con el objetivo de resolver mediante el diálogo la cuestión de las armas palestinas en el interior de los campos.",1
"1786","243. A escala mundial, las donaciones caritativas son un recurso financiero indispensable, en particular para muchos Estados en desarrollo y para los Estados que han sufrido grandes catástrofes.",1
"1787","También cabe destacar que otros altos representantes libaneses, como el ex primer ministro Najib Miqati, han declarado que ""no debe haber armas ni dentro de los campos ni fuera de ellos.""",0
"1788","Los palestinos sienten la lucha como una batalla de resistencia cada día por su identidad y contra la erosión de la posibilidad de un futuro como pueblo.",0
"1789","134. Las muestras recogidas en el lugar del crimen y otros exámenes forenses han logrado identificar la furgoneta Mitsubishi Canter.",1
"1790","▪ Pedir a la misión que, en colaboración con las entidades pertinentes del equipo de las Naciones Unidas en el país, establezca y aplique un mecanismo de supervisión y presentación de informes a nivel nacional sobre las violaciones graves perpetradas contra los niños, de conformidad con la resolución 1612 (2005).",0
"1791","Otro ha creado un grupo de trabajo interdepartamental sobre migración para aplicar medidas que fomenten la integración, entre otras cosas en materia de conocimientos lingüísticos y formación para el empleo, promover el diálogo con los inmigrantes y vigilar la xenofobia, el racismo y el extremismo.",1
"1792","3. A lo largo del período que abarca el informe, el Coordinador de Alto Nivel, Embajador Gennady Tarasov, centró sus actividades en la tarea de fomentar la confianza y la cooperación entre Kuwait e Iraq con vistas a reforzar su compromiso práctico en la búsqueda de personas y bienes desaparecidos y alentarles a lograr avances visibles y significativos hacia la consecución de los objetivos del párrafo 14 de la resolución 1284 (1999) del Consejo de Seguridad.",1
"1793","De los 12 regímenes de sanciones del Consejo de Seguridad, 5 incluyen criterios de enumeración relacionados con violaciones del derecho internacional de los derechos humanos y del derecho internacional humanitario, y en particular con violaciones de los derechos de los niños y las mujeres en situaciones de conflicto.",1
"1794","Secuencia de pedidos e importe adeudado Pagos por orden de referencias bancarias Método y fecha de envío",0
"1795","Por último, sabemos que el camino hacia la democracia no es lineal.",0
"1796","... subrayando la importancia de investigar [los presuntos abusos contra los derechos humanos y las violaciones del derecho internacional humanitario], incluidos los ocurridos a lo largo de la ... crisis, cometidos por todas las partes, independientemente de su condición o afiliación política, reafirmando que los responsables de dichas violaciones deben rendir cuentas y comparecer ante la justicia independientemente de su afiliación política, respetando al mismo tiempo los derechos de las personas detenidas ..., instando al Gobierno a que aumente y agilice sus esfuerzos para combatir la impunidad,",0
"1797","A petición suya, la MONUSCO también apoyó los esfuerzos de la Alliance des patriotes pour un Congo libre et souverain para integrarse en las FARDC.",1
