"","ar_en_GOOGLE","VerCoop"
"1010","22 - After monitoring the movements of internally displaced persons towards Kosovo and speaking to people of Albanian origin residing in southern Serbia in particular, the United Nations High Commissioner for Refugees reported that these displaced persons fled for fear of falling under the barrage of fire, and as a result of general anxiety in the mobilization of police and military forces in the Presevo Valley.",0
"1011","This report discusses various aspects of the small arms issue, with an emphasis on the negative impact of illicit small arms on security, human rights and social and economic development, particularly in crisis areas and post-conflict situations.",0
"1012","The opening of these two branches will enable the government to pay the salaries of civil servants in the provinces.",0
"1013","This committee, which should be chaired by an international member, should be composed of persons of established international reputation, some of whom specialize in law (particularly international law, tort law or commercial law), and some in accounting, loss adjustment and environmental damage.",1
"1014","However, both parties continued to refrain from direct dealings with the other. All known contacts between the two armed forces took the form of meetings and written correspondence with the mission.",0
"1015","The number of attacks targeting national and international security forces, employees of public institutions, workers in the humanitarian fields, and representatives of countries has increased. Attacks against polling sites also increased and threats against voter registration teams increased.",0
"1016","Integration: Organizations will focus on areas in which they excel, avoiding duplication of efforts and wastage of resources.",0
"1017","In many cases, women and men were kidnapped or disappeared, with the fate of a large number of them unknown.",0
"1018","On this basis, I would like to approve Pakistan&#39;s request and intend to establish a three-member investigation committee.",1
"1019","âThe Security Council stresses that regional and subregional organizations have an important role to play in combating the illicit trade in small arms and light weapons, and that it is necessary that the mandates entrusted to peacekeeping operations, where appropriate, take into account regional instruments that enable States to detect weapons.â Small and light illicit and traceable.",1
"1020","32. The Committee would also welcome any proposals, prepared in cooperation with the experts of other subsidiary bodies of the Security Council relevant to the topic of counter-terrorism, regarding the simplification of reporting procedures to the three Committees, in accordance with the outcome document of the 2005 World Summit (see General Assembly resolution 60/1 ).",1
"1021","19. The reporting period witnessed the receipt of a number of reports regarding alleged Indonesian military activities in the Ikosi border areas that remained unresolved.",0
"1022","After the end of the training, these officers remained under his command and were armed with Steyr weapons.",0
"1023","1 - In a statement issued by its President on 4 September 2008 (PRST/2008/33S/), the Security Council requested the Secretary-General to identify and approach States that could contribute the necessary financial resources, personnel, equipment and services to the establishment of a multinational force to Somalia.",1
"1024","In this regard, the recommendations made by the Evaluation Team to prevent the spread of conflicts, destabilize States and exacerbate humanitarian problems deserve close attention.",0
"1025","1-3 Protecting the economic and financial system",0
"1026","The government has made all necessary arrangements to achieve this.",0
"1027",":: Policy and planning issues and the preparedness gap in relation to the protection of civilians; risks and challenges related to implementing mandates in the field; How to better integrate the experiences gained by troop- and police-contributing countries and the challenges they face in implementing the protection of civilians into the development of future strategies and guidance; How to ensure that all peacekeeping personnel are trained using the same standards in the protection of civilians",1
"1028","(b) Contribute to the protection of civilians who are at risk of physical violence in areas of its deployment, without prejudice to the responsibility of [the affected State]...",0
"1029","On 15 December 2010, the Center hosted a meeting of experts from member states of the African Union to study a draft model law to combat the phenomenon of terrorism, with the aim of harmonizing national legislation and giving UN resolutions against terrorism binding force.",1
"1030","They expressed hope that he would be able to achieve decisive progress in the direct negotiations that he will hold in the period before June, the date set for reaching an agreement.",1
"1031","Reaffirming that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that any terrorist acts are criminal and unjustified, whatever their motives, the times of their commission, and whoever their perpetrators,",0
"1032","Alternate representatives of Sweden in the Security Council",0
"1033","The following are the types of licenses available:",0
"1034","Outreach activities with civil society and private companies also began, focusing on the possibilities of technical assistance and its role in combating terrorism.",1
"1035","(a) Preparing the mission for future operations or for its liquidation.",0
"1036","20. In Indonesia, several persons involved in previous attacks have been successfully prosecuted; In recent years, groups such as the Jemmah Anshorut Tauhid and Mujahidin Indonesia Timur (not listed), led by a former Jemaah Islamiyah and Jemmah Anshorut Tauhid member, have been out of the limelight.",0
"1037","President Abbas and Prime Minister Siniora also discussed establishing a Lebanese-Palestinian dialogue on social and economic well-being, security, and the representation of Palestinian refugees in Lebanon.",1
"1038","Many States do not know exactly what alternative they can provide in place of a death certificate to convince the Committee, and the Group recommends that the Committee provide further guidance on what it requires to consider removing an individual&#39;s name from the list as a result of his or her death.",1
"1039","The importance given to consensus is in itself something that inspires a spirit of cooperation.",0
"1040","Measures to overcome deficiencies should address both immediate needs and structural deficits.",0
"1041","C. Financial situation of the new forces",0
"1042","The objectives of the meeting were to launch a dialogue with the private sector. Achieving a better understanding of the challenges faced by the financial community in implementing the sanctions regime; Identify ways to make compliance simpler, more cost-effective and efficient, and generate ideas for improvement.",1
"1043","In particular, States are encouraged to enhance physical security, improve stockpile management and destruction of surplus small arms and light weapons and obsolete types, ensure the labeling of all small arms and light weapons at the time of their manufacture and import, strengthen export and border controls, and control brokering activities.",1
"1044","The situation in Guinea-Bissau (6 November 1998; 22 May 2013)",0
"1045","The government&#39;s armed forces later confiscated the village residents&#39; weapons.",0
"1046","As I explained, I am confident that your esteemed council will not care about these false accusations that are far from the truth and the lowest standards of professionalism.",0
"1047","23. As noted above, the Executive Directorate has developed particularly strong relationships with some regional and subregional organizations, including the Caribbean Community and the Inter-American Committee against Terrorism of the Organization of American States, in the Americas; The African Center for Studies and Research on Terrorism, the African Union, the Anti-Money Laundering Task Force in Eastern and Southern Africa, the Economic Community of West African States, the Capacity Building Against Terrorism Program of the Intergovernmental Authority on Development, the Intergovernmental Task Force to Combat Money Laundering in West Africa, and the Community Southern African Development Development, in Africa; The Committee of Experts on the Evaluation of Measures to Combat Money Laundering and the Financing of Terrorism, the Council of Europe, the European Union, the European Agency for Judicial Cooperation, and the Organization for Security and Cooperation in Europe; The Shanghai Cooperation Organization and the Commonwealth of Independent States in Europe; the Pacific Islands Forum in the Pacific; The Asian Development Bank, the Association of Southeast Asian Nations, and the South Asian Association for Regional Cooperation in Asia.",1
"1048","While the Group and many States believe that the expression âweapons and related materiel of all kindsâ (resolution 1735 (2006), para. 1 (c)) applies to both military and civilian explosives, some point out that preventing the supply of civilian explosives or materials What goes into making homemade bombs is impossible.",0
"1049","The three missions are also seeking to increase their cooperation regarding the rental of a high-capacity passenger aircraft for use in troop rotation operations. Establishment of a regional procurement office staffed by staff from the three missions; Improving the facility of the United Nations Organization Mission in the Democratic Republic of the Congo in Entebbe, Uganda, which already serves the United Nations Mission in the Democratic Republic of the Congo, the United Nations Operation in Burundi and the United Nations Mission in the Sudan, to ensure that soldiers are accommodated during the transit process It serves as the main entry point for shipments destined for all three missions, among other tasks.",1
"1050","Based on comparative advantage, programmatic and operational tasks will be carried out mainly by United Nations agencies, in close partnership with the Mission.",0
"1051","Private Francisco Amaral from the Defense Forces appeared at the intersection with the Ministry of Justice. His uniform was stained with blood.",0
"1052","It covers the period from 24 March 1999 to 23 September 1999.",0
"1053","The Security Council met at ministerial level on 22 September to consider civilian aspects of conflict management and peacebuilding.",1
"1054","17 - The Mission continues to enjoy good relations with both the Royal Moroccan Army and the armed forces of the Polisario Front.",1
"1055","In North Darfur, Abu Shouk camp, the largest camp for internally displaced persons in the state, was overcrowded, with more than 20,000 people arriving as a result of the violence witnessed in many locations over the past two months.",0
"1056","(v) Continue dialogue and exchange of information with designated focal points or coordinators on matters related to their contribution to the implementation of resolution 1540 (2004);",1
"1057","To provide further information to the Security Council and potential bilateral partners on security threats in Vakaga region, I have dispatched a team to conduct a review of the prevailing security environment and assess threats, and I will update the Security Council on the team&#39;s main findings.",0
"1058","Noting the exceptional circumstances in New York City, arising from Superstorm Sandy,",0
"1059","20. Although the Committee intends to address the issue of cooperation with relevant international and regional organizations in greater depth in April 2007, it supports the Monitoring Group&#39;s recommendation that representatives of these organizations be invited, on a case-by-case basis, to meet with the Committee in order to exchange views In a way that is beneficial to both parties.",1
"1060","One country cited a broad counter-extremism plan, adopted in 2006, that aims to combat extremism while also protecting democratic values.",1
"1061","(iii) Improved capacity of [national] authorities in [the violence-affected area], including national law enforcement agencies, the judiciary, and the prison system, to provide necessary security to refugees, internally displaced persons, civilians and humanitarian personnel while respecting international human rights standards.",0
"1062","Security and stability remain a major challenge.",0
"1063","âThe Security Council notes that this year marks the fifteenth anniversary of the Security Councilâs successive consideration of the protection of civilians in armed conflict as a substantive issue, and recognizes the urgent necessity for the Security Council and Member States to continue to strengthen the protection of civilians in armed conflict.",1
"1064","11. During the reporting period, the entity&#39;s armed forces carried out regular training activities, in compliance with the provisions of the Dayton Peace Agreement relating to military aspects.",0
"1065","- Pledges to strengthen coordination with the Peacebuilding Commission, and looks forward to the 2010 review of the Peacebuilding Commission and recommendations on how to further strengthen its role;",1
"1066","▄ Are the relevant provisions of the Indonesian Penal Code applicable in both of the following cases?",0
"1067","Recognizing that development, security and human rights are mutually reinforcing elements that are vital to the effectiveness and comprehensiveness of the approach adopted to combating terrorism, and emphasizing that counter-terrorism strategies should have the achievement of sustainable peace and security as a particular goal,",1
"1068","It was published in the Official Gazette, No. 21942, issued on December 30, 1991.",0
"1069","It is also indisputable that Armenia, as the occupying power, bears direct responsibility for the commission of these crimes.",0
"1070","But urgent measures are needed to revitalize the brigade, while at the same time ensuring a more active contribution from the framework brigades both in terms of operations to incapacitate armed groups and protect civilians.",1
"1071","The Mission has prepared a general reconstruction and investment program called âKosovo: Rebuilding in 2000â to guide new donor commitments this year and guide them to the priorities of the interim administrative structure.",0
"1072","During the visits, the team met with both the national bodies responsible for overseeing the sanctions regime and the bodies most involved in confronting the Taliban and Al-Qaeda threat domestically.",1
"1073","Any deprivation of liberty must be carried out in accordance with the provisions of Article 9: deprivation of liberty must not be arbitrary; It must be done in accordance with the law and the procedure established therein; Information must be provided about the reasons for the arrest; There must be access to a court to decide on the arrest, as well as compensation in the event of a violation.",1
"1074","The last complete list (S/2008/10/Add.26) was issued on 10 July 2008.",0
"1075","36. At its 47th formal session, on 20 June 2014, the Working Group heard from the Prosecutor of the International Criminal Court on the work of the Court in relation to children and armed conflict.",1
"1076","(t) Consult with the intelligence and security services of Member States, including through regional forums, for the purpose of facilitating the exchange of information and strengthening the enforcement of measures;",1
"1077","The Bureau claims that one of the two engineers was reassigned to the project on February 1, 1992, while the second engineer was reassigned on May 16, 1992.",0
"1078","In resolution 2154 (2014), adopted by the Security Council on 8 May 2014, the Council noted with deep appreciation that Captain Mbaye Dieng (Senegal), who was serving in the United Nations Assistance Mission in Rwanda, saved the lives of hundreds of Rwandans, and perhaps A thousand of them, without any weapons and in the face of extreme danger, during the 1994 genocide.",1
"1079","âThe Security Council expresses its readiness to consider the specific recommendations made by its Working Group on Children and Armed Conflict relating to violations and abuse committed against children by parties listed in the annexes to the Secretary-Generalâs report, wherever they occur, with a view to taking action thereon, without prejudicing or by implication That the Security Council will take a decision whether or not to include an issue on its agenda.",1
"1080","22 - Calls upon the Government of the Democratic Republic of the Congo, with the support of the international community and MONUC, to expedite the development and implementation of a comprehensive national security sector reform strategy, based, inter alia, on the outcomes of the February 2008 Security Sector Round Table, with the aim of establishing organizations A security with professional competence in the fields of defence, policing and administration of justice that provides protection for civilians, is well-managed and acts in accordance with the Constitution and with respect for the rule of law, human rights and international humanitarian law. It urges the Congolese government to ensure the sustainability of the support provided by its partners in this field, in particular by giving priority to reforming the administration and command structures in The Armed Forces of the Democratic Republic of the Congo and other security forces and reiterates its call on the Congolese authorities to establish a screening mechanism that, when selecting candidates for official positions, including key positions in the armed forces, the national police and other security services, takes into account the candidatesâ past actions in relation to respect for international humanitarian law and human rights;",1
"1081","183. A team of judges preside over trials related to criminal cases that could be punished by imprisonment for more than five years.",1
"1082","28. At the request of the Council, the Monitoring Team continued to organize regional meetings with the heads of intelligence and security services and their deputies to discuss how the sanctions regime could be adapted to address changes in the threat posed by Al-Qaida-related terrorism.",1
"1083","A real awareness of the challenges faced by each country is emerging.",0
"1084","First, the establishment of the two ad hoc tribunals has galvanized national authorities into the fight against impunity for these same crimes.",0
"1085","We were prevented from even condemning the violence and supporting a peace plan drawn up by Syria&#39;s neighbors.",0
"1086","Urging all States, international bodies and regional organizations to commit to allocating resources, including through international partnership, in order to confront the continuing and direct threat to international peace and security posed by Al-Qaeda, Osama bin Laden, members of the Taliban and associated individuals, groups, institutions and entities,",1
"1087","Report of the Secretary-General on the United Nations Integrated Mission in Timor-Leste (S/2012/43).",0
"1088","17. The past months have witnessed the issuance of a variety of influential reports and recommendations relating to counter-terrorism sanctions, including the address of the Secretary-General on the anniversary of the terrorist attacks in Madrid on 11 March 2004 and his subsequent report entitled âIn an atmosphere of freedom.â Expand: Towards development, security and human rights for allâ (A/59/2005 and Add.1-3).",1
"1089","The carpets are supported by two invoices from this supplier that date from before the invasion and clearly identify each material.",0
"1090","61 - As I look to the future, I call on the parties to the peace process - the Government of Mali and the armed groups represented - to seize the opportunity of the pause in negotiations, to demonstrate their spirit of political leadership and to develop the necessary compromises to reach an agreement in Algiers.",1
"1091","Reaffirming the need to combat the threats to international peace and security resulting from terrorist acts, by all means, in accordance with the Charter of the United Nations and international law, including applicable international laws, namely human rights law, refugee law and humanitarian law, and emphasizing in this regard the The important role played by the United Nations in leading and coordinating these efforts,",1
"1092","The team considered each case according to its objective circumstances.",0
"1093","50. The Committee&#39;s website is an indispensable transparency tool for increasing public awareness of issues related to resolution 1540 (2004).",1
"1094","âThe Security Council recalls its resolutions 1265 (1999) of 17 September 1999 and 1296 (2000) of 19 April 2000 on the protection of civilians in armed conflict, and the statements of its President of 12 February 1999 (S/1999/6 ) and 15 March 2002 (S/2002/6) and 20 December 2002 (S/2002/41), and reaffirms the need to protect civilians in armed conflicts as an important item on the Councilâs agenda.",1
"1095","They also reiterated their call on all Afghan parties to work together for peace and to establish a broad-based, multi-ethnic and representative government.",1
"1096","The latest available information indicates that 35 internally displaced persons were killed in this incident and 10 injured, and that 4,000 internally displaced persons and villagers were forced to flee.",0
"1097","(c) knowingly providing financial and related services in connection with the goods referred to in subparagraph a;",0
"1098","20 - Encourages Member States to urgently exchange information with other Member States, in particular countries of origin, final destination and transit, when they discover the travel of individuals included on the Al-Qaida Sanctions List;",1
"1099","Proposing an approach to making the conflict analysis framework gender-sensitive, including taking these considerations into account when developing conflict-related indicators and variables",1
"1100","S/RES/1882 (2009), operative paragraph 9",0
"1101","(f) He welcomed the importance of the willingness expressed by the Executive Directorate to participate effectively in and provide support to all relevant activities within the framework of the United Nations Global Counter-Terrorism Strategy, including within the Counter-Terrorism Implementation Task Force established to ensure comprehensive coordination and coherence In the counter-terrorism efforts of the United Nations system, he stressed the importance of this preparedness.",1
"1102","The team then inspected the sulfuric acid concentration unit.",0
"1103","âThe Security Council reaffirms its primary responsibility for the maintenance of international peace and security in accordance with the Charter of the United Nations, and recognizes the primary responsibility of States to eliminate the phenomenon of piracy and armed robbery at sea.",1
"1104","100. The Special Needs Voters Program was created to help special categories of voters, including fear-confined voters, hospital residents, people with mental retardation, the elderly, and prison inmates, register and vote simultaneously.",0
"1105","âThe Security Council urges States and international organizations, as well as the private sector, to exchange evidence, information and intelligence, as appropriate, for the purposes of enforcing anti-piracy laws, including with a view to ensuring the effective prosecution of suspects and the imprisonment of convicted pirates, and reviews the initiatives currently taken in this regard.â and in the future.",1
"1106","Goods shipped, delivered but not paid for (Iraq): Contract price (balance)",0
"1107","205. The Committee recommends that consideration be given to expanding the pool of candidates for these positions in order to maximize the capacity to recruit the most qualified personnel.",1
"1108","3. In addition to reaffirming the importance of moving quickly towards elections in October, the parties agreed in this declaration that the process of dismantling and demilitarizing militias should be completed by 20 August, and that the tripartite commission composed of the United Nations Operation In CÃ´te d&#39;Ivoire, the Office of the Ivorian Prime Minister, and the mediation of the African Union, identified the necessary additional measures to accelerate the process.",0
"1109","4 - The mission will emphasize that it is necessary to achieve lasting peace and achieve security and stability for all countries of the region.",1
"1110",":: The Security Council could be more effective in encouraging States to do more to investigate and prosecute serious violations of international humanitarian law. How can this be evaluated? How can the Council âmotivateâ states to take action on impunity?",1
"1111","The Secretary-General stated that climate change is real and accelerating dangerously.",0
"1112","The bombing attack in Aleppo on the morning of March 18 was also a continuation of this bloody terrorist plan, as the Takfiri terrorists and those who stand with them and support them with money and weapons openly continue their terrorist acts in implementation of a conspiratorial plan targeting Syria, its people and its institutions.",0
"1113","However, no supporting evidence was provided for these assertions.",0
"1114","Bearing in mind the Convention relating to the Status of Refugees of 28 July 1951,",0
"1115","Date of birth: January 20, 1955",0
"1116","It is believed that these militias operate mainly under the guise of tribal organization.",0
"1117","The Deputy Foreign Minister of Afghanistan said that the year was full of achievements that constitute important milestones, but the achievements did not come without a price. He stressed that terrorism still represents a strong threat.",0
"1118","65 - Turkish TVS TV Channel - dated 1/5/2012",0
"1119","These amendments are contained in paragraphs 243, 248 and 256 below.",0
"1120","9-B Testing and production equipment",0
"1121","Emphasizes the need to develop a comprehensive [national] security sector reform strategy that focuses on the professionalization of security sector institutions, including oversight bodies, and helps ensure coherence and efficiency and avoid duplication of tasks or gaps, while at the same time encouraging the Government of [the country concerned] to enter into a strategic partnership New cooperation with [the Mission] in the field of security sector reform with the aim of identifying the priorities of each element of the security sector and new approaches that [the Mission] can follow to support the [national] authorities in the field of security sector reform in order to build the capacities of the army, police, justice and other security institutions, To ensure the consolidation of the powers of the [national] State, and requests the Secretary-General to provide the Council with information on these priorities and approaches in an annex to the report to be submitted on [date of report];",1
"1122","About two kilometers after the checkpoint, approximately 20 soldiers wearing camouflage uniforms approached the group of women in their cars and ordered them to stop, while they fired some gunshots.",0
"1123","He asked the Government of Sudan and the rebel groups to work together to reach a political solution in the ongoing negotiations in Abuja, led by the African Union and President Olinsun Obasanjo of Nigeria. Requested the Secretary-General to urgently establish an international commission of inquiry to immediately investigate reports of violations of humanitarian and human rights law committed by all parties in Darfur, and also to determine whether acts of genocide had occurred; He declared that the Council, in the event that the Government of Sudan does not comply fully with resolution 1556 (2004) and resolution 1564 (2004) (including, as the Council decides after consultation with the African Union, will not cooperate fully with the expansion and extension of the African Union Monitoring Mission in Darfur ), will consider taking additional measures provided for in Article 41 of the Charter of the United Nations.",1
"1124","The international community must assume responsibility for protecting civilians in Darfur and ending the state of impunity that is currently rampant there.",1
"1125","62 - Most important of all, the National Transitional Council and Libyan civil society look to the United Nations to support the country’s electoral march towards establishing a democratic state.",0
"1126","My country has repeatedly expressed its concern about the civilian population in that area, and considers it important for the mission to deploy there to protect them.",0
"1127","Recognizing the importance of transitional justice in promoting lasting reconciliation among all the people of [the affected country], and welcoming the national consultation process regarding the establishment of transitional justice mechanisms...",1
"1128","âThe Security Council stresses the urgent need to demobilize and disarm all illegal armed groups.",1
"1129","The victim, who was raped 14 times over a one-week period, provided the following information:",0
"1130","In order to know whether it is time to start this process, a broad assessment of the situation in Kosovo must be undertaken, going beyond the application of criteria.",1
"1131","Requests the Secretary-General to provide Member States with guidelines and training materials on the protection, rights and special needs of women, as well as on the importance of including women in all peacekeeping and peacebuilding measures, and invites Member States to include these elements and HIV/AIDS awareness-raising training HIV/AIDS in its national programs to train civilian military and police personnel in preparation for their deployment; It also requests the Secretary-General to ensure that civilian personnel serving in peacekeeping operations receive similar training.",1
"1132","However, the possibility of new materials appearing late or even after the name is removed from the list always exists.",0
"1133","Some Member States reaffirmed the need for stronger coordination among United Nations entities concerned with counter-terrorism.",1
"1134","- The Minister of the Interior issued Circular No. 357 dated April 6, 2005, which includes:",0
"1135","(p) Cooperating with other relevant Security Council sanctions committees, in particular the Committee established pursuant to resolution 1267 (1999);",1
"1136","I have the honor to transmit herewith the concept paper relating to the meeting of the Security Council on counter-terrorism on 27 September 2010 (see annex).",1
"1137","Fifth: The socio-economic and financial situation",0
"1138","(a) Convention relating to Offenses and Certain Other Acts Committed on Board Aircraft (International Civil Aviation Organization);",0
"1139","122 - An important legal question arises regarding the militias referred to above: Who (in addition to the perpetrators of the crime themselves) bears criminal responsibility for the crimes allegedly committed by the Janjaweed?",0
"1140","Hard News Indian magazine in English, writer Kapoor Sanjay - dated February 23, 2012",0
"1141","Decides that [the Mission] shall undertake the following mandate: Protection and Security (a) Protection of civilians... - Revise the comprehensive strategy for the protection of civilians and coordinate with the United Nations Protection of Civilians Strategy, in liaison with the United Nations country team, in order to take into account new realities on the ground and needs of vulnerable groups, taking measures to prevent gender-based violence, pursuant to resolutions 1960 (2010) and 1882 (2009), - working closely with humanitarian agencies, in particular with regard to areas of tension and the return of displaced persons, in order to collect information on potential threats to civilians, identify such threats, as well as reliable information on violations of international humanitarian law and international human rights law, report them to the Ivorian authorities, as appropriate, and take appropriate action in accordance with the United Nations system-wide protection strategy in coordination with the protection strategy adopted by [MINURSO] ]],",1
"1142","The perpetrators&#39; knowledge that their acts of violence were part of a regular attack on civilians can be inferred, inter alia, from the fact that they knew they would effectively escape punishment.",0
"1143","In some cases, the team reclassified claims in whole or in part based on its review of the assertions and evidentiary evidence provided by claimants.",0
"1144","At the 7109th meeting of the Security Council held on 12 February 2014, in the context of its consideration of the item entitled âProtection of civilians in armed conflictsâ, the President of the Security Council issued the following statement on behalf of the Council:",1
"1145","Third: Freezing financial and economic assets",0
"1146","It will also require the assistance of bilateral donors to meaningfully address the security threats posed by drug and arms flows.",1
"1147","C. Cooperation with the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004)",1
"1148","29. On 25 November 2011, President Koroma inaugurated the work of the National Youth Commission. The Committee is expected to take the lead in promoting and coordinating youth development, within the framework of the Ministry of Youth Employment and Sports.",1
"1149","10. Expresses its readiness to respond to situations of armed conflict in which civilians are targeted or humanitarian assistance to civilians is deliberately disrupted, including by considering appropriate measures placed at the Councilâs disposal in accordance with the Charter of the United Nations, and notes, in this regard, the relevant recommendations contained In the report of the Secretary-General;",1
"1150","156. The Group continued to promote and encourage the exchange of views with experts appointed to assist the Counter-Terrorism Committee and the emerging Counter-Terrorism Committee Executive Directorate, and participated in three meetings of the Counter-Terrorism Committee where three presentations were made on areas relevant to the work of the Group.",1
"1151","Preventing radicalization and extremism among young people in particular should be a priority area that requires action.",1
"1152","The issue of disarmament and arresting the perpetrators of these atrocities is considered the most important special demand of the Council and the most glaring example of the government&#39;s failure to fulfill its responsibilities.",0
"1153","The Security Council recalls the obligations of states to respect international humanitarian law, including the four Geneva Conventions, and to work to enforce its respect, and affirms its responsibility to put an end to impunity and prosecute those responsible for genocide, crimes against humanity, and serious violations of humanitarian law.",1
"1154","Since then, two important new matters have occurred: the transfer on 31 October 2009 of the eight detainees convicted so far by the Court to Rwanda where they will serve their sentences, and the transfer on 16 November 2009 of responsibility for the detention facilities from the Court to the Government of Sierra Leone .",0
"1155","Information is published regularly on government websites and in publications and bulletins.",0
"1156","At the end of the reporting period, AMISOM consisted of a protection force of 4,100 personnel, 634 military observers and 862 police officers, as well as international civil servants.",0
"1157","As the fighting intensified, the armed forces strengthened their positions in the hills area by sending a naval ship to Tibar Bay.",0
"1158","(e) The Committee attaches great importance to coordination with experts from other subsidiary bodies of the Security Council concerned with counter-terrorism in preparing for visits and in simplifying reporting procedures;",1
"1159","The attack forced many civilians to seek refuge outside the town, and the Sudanese Armed Forces suffered dozens of deaths and injuries while the SPLM/A escaped with quantities of weapons, ammunition, fuel and other supplies. On 29 September, the same town of Tawila came under another attack when government police and units of the Sudanese Armed Forces entered the town and later entered the adjacent Dali camp for internally displaced persons, where they opened fire on civilians indiscriminately and without cause.",0
"1160","1 - Syria reiterates its emphasis on the initiative it launched more than two decades ago to hold an international conference under the supervision of the United Nations to define terrorism and distinguish between it and the struggle of peoples against foreign occupation.",1
"1161","On 20 November, Julie Bishop, Minister of Foreign Affairs of Australia, chaired a briefing on the topic âPeacekeeping operations: the role of policing in peacekeeping and post-conflict peacebuildingâ. This was the first Council session to be devoted to issues related to policing.",1
"1162","It will reaffirm the zero-tolerance policy and the need for troop-contributing countries to take the necessary disciplinary and judicial measures and provide the necessary full care to the victims.",1
"1163","32 - Welcomes the periodic briefings provided by the Government of Afghanistan on the content of the list and the impact of targeted sanctions in deterring threats to peace, stability and security in Afghanistan, as well as support for the Afghan-led reconciliation process;",1
"1164","On 21 December, the Council heard in open session a briefing by the Chairman of the Committee established pursuant to resolution 1737 (2006) and the Permanent Representative of Colombia, Nestor Osorio, on the work of the Committee in the period from 1 September to 18 December 2011.",1
"1165","In total, 72 per cent of the planned number of police personnel (5 per cent of them women) were deployed.",0
"1166","The mission conducted an assessment of the extent of institutional, technical, security, legal and political readiness to organize the elections. The mission identified areas where support was needed and called for enhancing the participation of women and youth, improving institutional transparency, and developing the necessary mechanisms to prevent political and electoral conflicts.",1
"1167","Member States should continue to give serious consideration to including individuals who provide training to or enable the recruitment of Al-Qaida-affiliated groups.",1
"1168","651- The Committee also recommends that measures taken to break the cycle of impunity include the exercise of universal jurisdiction by other States, as mentioned elsewhere in this report.",1
"1169","Urging [the affected State] to undertake, in coordination with the international community, a comprehensive reform of the police, judiciary and prison services, protect and promote human rights and fundamental freedoms, and put an end to impunity;",1
"1170","The Department is responsible for organizing and managing the Kosovo Protection Corps as well as planning and coordinating the implementation of emergency response to natural and other disasters.",0
"1171","Recognizing the importance of transitional justice in promoting lasting reconciliation among all the people of Burundi and welcoming the progress made in preparing for national consultations on the establishment of transitional justice mechanisms, including through the establishment of a technical follow-up committee and a forum for civil society representatives,",1
"1172","58. Since the establishment of the Counter-Terrorism Trust Fund, the Executive Directorate has become more efficient in managing contributions in support of its activities.",1
"1173","However, the Commission found no evidence that they were of such scope and regularity as to constitute a crime against humanity.",0
"1174","However, States still have to strengthen their programs and cooperation and implement recent international best practices and the latest standards in arms control.",1
"1175","We called on the Council on several occasions to take action to force Israel to stop its military attacks, to ensure the protection of the civilian population and to stop all unlawful punitive measures through which it is causing a humanitarian catastrophe in the Gaza Strip.",0
"1176","(vii) The Armed Forces (Exceptional) Powers Act, 1958;",0
"1177","I have continued my dialogue with the Lebanese authorities on the issue and look forward to fulfilling these commitments soon.",1
"1178","21 - The Chairman of the Committee, in cooperation with the Chairman of the Security Council Committee established pursuant to resolution 1373 (2001) on counter-terrorism, and the Security Council Committee established pursuant to resolution 1540 (2004), submitted two joint briefings to the Council in 2013.",1
"1179","âThe Security Council reiterates its request to the countries of the region to strengthen cooperation among themselves in order to put an end to the activities of illegal armed groups, and reaffirms that any threat to use force or resort to its use against the territorial integrity of any state is in violation of the Charter of the United Nations.",1
"1180","For the 2006/07 school year, the Ministry of Education estimates that 1,660,000 students will be enrolled.",0
"1181","The following are examples of indicators that fall within this field:",0
"1182","Most of these countries have adequate measures to suppress terrorist recruitment.",0
"1183","Therefore, at the end of September, the Joint Implementation Mechanism approved measures aimed at aligning the implementation of the Action Plan with existing elements of the N&#39;Djamena Ceasefire Agreement of 8 April 2004 in order to reduce the likelihood of such consequences occurring again.",1
"1184","(c) The First Battle of Kisangani constitutes an apparent attempt by the RPA and its RCD-Goma allies to halt the verification process mandated by the region to determine whether the RCD-Kisangani exists independently of the RCD-Goma - Goma has separate political and military structures, enjoys political support and has followers in the liberated territories;",1
"1185","âThe Security Council recalls its resolutions and statements by its President on post-conflict peacebuilding, in particular statements S/PRST/2009/23, S/PRST/2010/20, S/PRST/2011/2 and S/PRST/2011/4, and stresses that New: The critical importance of peacebuilding as a basis for sustainable peace and development in the wake of conflicts.",1
"1186","(b) China State Construction Engineering Corporation (“China State Construction Engineering Corporation”): US$30,785,130;",0
"1187",":: The presence and work of the International Tribunal for the former Yugoslavia encouraged the establishment of national courts in Serbia, Bosnia and Croatia",1
"1188","The international community remains committed to combating terrorism in all its forms and manifestations, but it should strengthen its efforts to achieve full implementation of the resolutions issued in this regard and the international counter-terrorism instruments.",1
"1189","I now give the floor to Mr. Pascoe.",0
"1190","78 - Letter dated 19 April 1988 from the Permanent Representative of Tunisia to the United Nations addressed to the President of the Security Council (21 April 1988; 25 April 1988).",0
"1191",":: Visual content and cohesion between the media and communications sectors.",0
"1192","It will continue to follow developments in the security situation on the borders between the Central African Republic, Cameroon and Chad, as well as Sudan and the Democratic Republic of the Congo, with the aim of preventing conflict situations or humanitarian situations of concern from spreading from one country to another.",0
