"","es_en_GOOGLE","MatCoop"
"1279","However, this crucial aspect of military capacity is not expressly contemplated in the sanctions regime, although it is widely covered by current arms export and control provisions adopted by Member States and multilateral institutions.",0
"1280","Which will be held on Thursday, January 11, 2001, at 5:00 p.m.",0
"1281","An average of 70% of all registered patients received complete treatment.",0
"1282","They also affirmed the importance of the parties effectively cooperating with IGAD in its mediation efforts and respecting the cessation of hostilities agreement for the early restoration of peace and stability in South Sudan.",1
"1283","The circumstances under which these murders occurred are still not well known.",0
"1284","In accordance with Presidential Decree No. 2004-236, which mobilized the national armed forces, and with the instructions received at the meeting held on March 24 by the President, the Prime Minister, the Ministers of Defense and Security Internal Affairs and the relevant heads of the national police, the gendarmerie and the FANCI, security forces were stationed in many areas of the urban periphery, particularly in localities where rallies and demonstrations were planned.",0
"1285","UNOCI is also recruiting for its Personnel Conduct Unit.",1
"1286","V. RESTRUCTURING AND DEMOBILIZATION OF THE ARMED FORCES",0
"1287","This program aims to contribute to the implementation of the structural reforms necessary to give the Congolese State the capacity to exercise its authority throughout the country, strengthen the capacity of communities to respond to major disruptions and provide economic opportunities to unemployed youth. and other high-risk groups, as well as reap tangible dividends from peace in the western provinces.",1
"1288",":: On November 9, 2014, regime helicopters dropped several barrel bombs on the town of Dael, killing six people, including two children, and damaging residential buildings.",0
"1289","Clan elders, as well as Kenyan authorities, intervened in mid-August to help resolve the dispute.",1
"1290","THE SITUATION IN THE GREAT LAKES REGION",0
"1291","All States have adopted measures to regulate the production, sale and transfer of weapons and explosives, although only four have fully implemented such measures.",1
"1292","However, he did not know how many had been released or how many remained detained.",1
"1293","The Republic of Macedonia became a party to the European Convention on Extradition on October 26, 1999.",0
"1294","Calls once again on the [national] authorities to put an end to impunity, in particular by bringing perpetrators of serious violations of human rights and international humanitarian law to justice without delay, since, when electing candidates to occupy official positions, including key positions in the armed forces, national police and other security forces, take into account their record of respect for international humanitarian law and human rights.",0
"1295","In the second stage of the registration process that took place between June 2007 and December 2007, UN teams verified the age and date of recruitment of all staff in the cantonments.",1
"1296","Overall, strengthening international cooperation and information exchange and comprehensive and integrated national responses can be among the most effective ways to combat and prevent incitement.",1
"1297","A short time after March 1, 2009:",0
"1298","In light of the above, the National Commission visited several areas in the Darfur states where, according to some allegations, forced displacement or acts of ethnic cleansing were taking place.",0
"1299","In some cases the order of intervention is established through the use of a registration form;",0
"1300","8. Rehabilitation of crop programs (wheat and barley);",0
"1301","A fourth element that is equally important in this context, and which has been raised in relation to the withdrawal of troops, military equipment and intelligence apparatus from Syria, is the need for Lebanon and the Syrian Arab Republic to reach to an agreement on the international borders that separate the two countries and their delimitation on the ground.",1
"1302","Rather, States should establish a clear, comprehensive and coherent legal framework that expressly classifies acts of terrorism as serious criminal offences, punishes such acts according to their seriousness and facilitates the courts&#39; prosecution of terrorists.",0
"1303","However, in the coming years there will be great uncertainty.",0
"1304","The international community must be prepared to act with the same determination now to protect the interests of Kosovo Serbs and other minority communities.",0
"1305","This organization, at its 74th General Assembly, held in September 2005, approved resolution AG-2005-RES-05, on cooperation between the United Nations and Interpol, which creates a special notification for persons included in the consolidated list that may be issued by Interpol at the request of the Committee and that will alert States that certain individuals are subject to United Nations sanctions.",1
"1306","Furthermore, the Council itself has set important precedents, notably the establishment of commissions of inquiry on Bosnia, Rwanda and Darfur, which paved the way for the international tribunals for the former Yugoslavia and Rwanda in 1993 and 1994, respectively, and the referral of the situation in Darfur to the International Criminal Court in 2005.",1
"1307","He also held discussions with investigators from the Special Court for Sierra Leone and continued to meet with the Group of Experts established pursuant to Council resolution 1533 (2004) on arms flows to the Democratic Republic of the Congo.",0
"1308","This work can help clarify the extent to which the oil observed during post-invasion field work comes from oil spills caused by the invasion or from more recent oil inputs into the system.",0
"1309","Mainstreaming gender issues into needs assessment and resource allocation in post-conflict reconstruction efforts.",1
"1310","Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, including applicable human rights law, refugee law and humanitarian law, threats to peace and security that constitute terrorist acts, underlining in this regard the important role played by the United Nations in directing and coordinating this effort,",1
"1311","To date, 22,656 people (3,075 families) have pre-registered at the El Aaiun camp.",0
"1312","The Security Council emphasizes that any attempt to destabilize Chad by force is unacceptable.",0
"1313",":: Narmeen Madeen al-Rajih, 4 years old",0
"1314","A migrant population of young combatants (regional combatants), who see war primarily as an economic opportunity, constantly crosses these borders.",0
"1315","Alexandra Sandles, Swedish freelance journalist, February 13, 2012",0
"1316","The Legal Center, an independent institute established by the institution-building component, also continues its scholarship program.",1
"1317","The Security Council emphasizes that any attempt to disrupt the peace and transition process in the Democratic Republic of the Congo, in particular by supporting armed groups, will not be tolerated.",0
"1318","Before presenting the results of the Commission&#39;s fact finding and legal qualification, it is useful to explain some aspects of the displacement and destruction in order to give a clear picture of the magnitude and seriousness of the situation.",0
"1319","Several States in the Asian region have actively supported the development of anti-incitement arguments, including for use on the Internet, to correct the ideological and religious falsehoods underlying terrorist ideologies.",1
"1320","Participation in the Financial Action Task Force on Money Laundering (FATF), controls to combat corruption, international cooperation in financial investigations and ratification of international conventions related to the fight against terrorism appear to improve the general regulatory framework in the States.",1
"1321","The Security Council is particularly concerned about the revocation of the refugee status of many refugees from [neighboring State] and the subsequent decision to end assistance provided to those refugees... The decisions of the [affected State] to this This could lead to the involuntary return of tens of thousands of people to an area that is neither safe nor prepared to receive them.",0
"1322","Any tendency towards radicalization in educational institutions would be the responsibility of the Ministry of Education.",1
"1323","Considering these examples, it can be concluded that there are situations in which the Security Council, when faced with atrocious crimes against human rights, acts in the name of justice.",1
"1324","The issue of the full deployment of the civilian police component of UNOMIG, in accordance with the decision taken by the Security Council, remains unresolved.",1
"1325","Within the institutional framework established by the African Union to combat terrorism, the Commission and the Peace and Security Council were entrusted with an important role in coordinating efforts across the continent.",1
"1326","In addition, they decided to exert greater pressure to achieve the disarmament of the militias operating in the eastern part of the Democratic Republic of the Congo and to negotiate bilateral treaties for the extradition of militia leaders still active.",0
"1327","Janjaweed militias and Government forces were reported to have raped, burned and beaten, forced women to strip naked, and verbally abused and humiliated civilians on numerous occasions during their attacks.",0
"1328","In a press statement by the President, Council members expressed their deep concern about the serious humanitarian situation, as the latest fighting had led to an increase in human rights violations and a new population displacement.",0
"1329","As this threat increases, the international community&#39;s response must evolve and keep pace.",0
"1330","1. Syria once again highlights the initiative it proposed more than 20 years ago to hold, with the sponsorship of the United Nations, an international conference in charge of defining terrorism and establishing a difference between it and the struggle of peoples against occupation. foreigner.",0
"1331","There are some houses close to the river, although most of them are located on a hill located at a distance of 500 to 1,000 meters from the river.",0
"1332","94. Central African Region (November 24, 2003; November 24, 2003).",0
"1333","Isaac Wehyee Nyenabo (National Democratic Party of Liberia) was elected to the position of Provisional President of the Senate.",0
"1334","The purpose of the meeting was to initiate a dialogue with the private sector, to better understand the difficulties that the financial community was experiencing in implementing the sanctions regime, to find ways to simplify compliance and make it more economical and effective, and to develop ideas for its improvement.",0
"1335","The Commission also received credible evidence that the ranks of the Janjaweed militias included fighters from neighboring countries, mainly Chad and the Libyan Arab Jamahiriya.",1
"1336","S/RES/1863 (2009), para. 2",0
"1337","Various States, international organizations, academic institutions and other actors are actively developing innovative rehabilitation programs for persons detained or imprisoned in connection with their involvement in terrorist acts.",1
"1338","In July the Center taught a course on gender violence investigation techniques and to date a total of 40 agents (30 women) of the national police have been trained.",1
"1339","Measures have been implemented in eight States to prevent the illegal cross-border transfer of people, and nine States effectively monitor and control the import and export of weapons and explosives.",1
"1340","Protecting civilians in eastern Chad is not simply about ensuring the physical safety of refugees, displaced persons and humanitarian personnel and providing logistical support and hard wall structures for the DIS.",1
"1341","Provision of technical and policy advice from the gender advisor assigned to the UNAIDS Regional Support Office for Eastern and Southern Africa on the mainstreaming of women&#39;s issues and HIV/AIDS in national HIV/AIDS control programmes. AIDS.",1
"1342","In that sense, we have taken note of the statements issued by the main Kosovar elected representatives, who immediately condemned the crime and called for those responsible to be brought to justice.",0
"1343","Acting for these purposes under Chapter VII of the Charter of the United Nations,",0
"1344","Incorporation of a gender perspective in coordinated actions to prevent and respond to armed conflicts and humanitarian emergencies.",1
"1345","The Security Council reiterates that States must prevent the supply, sale or transfer, directly or indirectly, to ISIL, ANF and all other individuals, groups, companies and entities associated with Al-Qaida from their territories or by its nationals outside its territories, or using ships or aircraft flying its flag, of weapons and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and spare parts for the above, and advice, technical assistance or training in relation to military activities, as well as its call to States to find means to intensify and expedite the exchange of operational information on arms trafficking and to strengthen the coordination of initiatives at the national, subregional, regional and international.",1
"1346","After heavy rains in April and May, morbidity decreased throughout central and southern Somalia, until by June all cholera treatment centers were closed.",0
"1347","The Council can therefore play a viable and effective role in compensating victims of violations of international law.",1
"1348","The threat of Al-Qaida and the Taliban",0
"1349","a) Build the capacity of their law regimes relating to money laundering and combating the financing of terrorism, with a particular focus on financial intelligence units, the freezing of funds and assets of terrorists and the regulation of charitable organisations. ;",1
"1350","III. Operations of the United Nations Observer Mission in Georgia",0
"1351","The Executive Directorate will facilitate such training sessions for customs officials, border police and financial intelligence units in the first quarter of 2014.",1
"1352","The Minister of the Interior told Commander da Cruz to deliver 10 of the rifles, 6,000 cartridges and 10 magazines to Rai Los in LiquiÃ§a.",1
"1353","The first case referred by the Security Council under the Rome Statute (resolution 1593 (2005)), which resulted in the issuance of arrest warrants for two suspects, was a consequence of the referral recommendation made by the International Commission on Darfur investigation to the Security Council.",1
"1354",":: Deployment of qualified and appropriately trained international civilian police as a component of peacekeeping operations, in order to enhance the capacity of the United Nations and assist the host State in law enforcement.",1
"1355","Likewise, 26 States have declared that they have taken all necessary measures to regulate and control the import and export of weapons and explosives, but information in this regard is lacking for the remaining four States.",1
"1356","The 18 States that have submitted information on arms imports and exports have adopted some measures to regulate the production, sale and transfer of arms and explosives.",1
"1357","Women and conflict prevention and resolution Calls upon all stakeholders to ensure that the protection of women and children is incorporated into the implementation of the [political agreement], as well as in the post-conflict reconstruction and recovery stages. children.",1
"1358","The Security Council recalls its determination to improve the strategic oversight of peacekeeping operations, bearing in mind the important role they play in the protection of civilians, reaffirms its support for the efforts made by the Secretary-General to review peacekeeping operations peacekeeping and improve its planning and support, and again encourages the intensification of these efforts, in collaboration with troop- and police-contributing countries and other relevant stakeholders.",1
"1359","A special program for voters with special needs was established so that certain categories, such as those who remained at home because of fear, the hospitalized, the mentally ill, the elderly, and prisoners, could register and vote simultaneously.",1
"1360","The Commission interviewed several witnesses who confirmed that following joint attacks by Government soldiers and Janjaweed militias in the area, around 30,000 people were detained in Kailek, Southern Darfur, for around 50 days.",0
"1361","The Security Council welcomes the measures taken to implement an enhanced, comprehensive and more regional approach to the humanitarian situation, including the provision of assistance to victims of sexual violence and other attacks, and urges further advancing in that area.",0
"1362","The system, which is based on outdated technology, will be modernized.",0
"1363","To be held on Friday, April 7, 2000, at 10:30 a.m.",0
"1364","Thousands were murdered, women were raped, their villages burned, their homes destroyed and their belongings looted.",0
"1365","d) Forward the requester&#39;s responses to the relevant States, the Committee and the Monitoring Team, and follow up with the requester regarding his or her incomplete responses;",0
"1366","VII. Building capacity and supporting piracy-related prosecutions in the region",1
"1367","This is one of the main avenues through which negative forces can obtain weapons and reorganize.",0
"1368","This mechanism will ensure that the listed party does not control the assets of the company and cannot divert income in support of terrorism.",1
"1369","Urges the signatories [of the peace agreement] to work towards a sustainable solution that allows for the voluntary return, resettlement, reintegration and security of the displaced, including by addressing land tenure issues, with the support of the United Nations system and, in this regard, fulfill their commitments under the Political Agreement... and their obligations under international law.",0
"1370","Which will be held on Wednesday, December 21, 2005, at 5:40 p.m.",0
"1371","Building on the comprehensive review of all listed individuals and entities that was carried out in 2010, pursuant to paragraph 25 of resolution 1822 (2008), the Committee has instituted numerous mechanisms to ensure that the List reflect the danger posed by Al-Qaida and to periodically review each of the entries in order to determine if it is appropriate to maintain it.",1
"1372","- Entrust the establishment of appropriate and locally adapted mechanisms for truth and reconciliation (for example, technical assistance, financing and reintegration of civilians into communities).",1
"1373","25. Requests all Member States, but especially the Government of Afghanistan, to inform the Committee if they are aware of any information indicating that an individual, group, company or entity that has been delisted should be designated under the paragraph 1 of the present resolution, and further requests that the Government of Afghanistan submit to the Committee an annual report on the situation of persons reported to have been reconciled and delisted by the Committee in the previous year;",0
"1374","Deploring the continued obstacles that the Government of the Sudan has imposed on the work of the Group of Experts during the course of its mandate, including restrictions on the freedom of movement of the Group of Experts and UNAMID, and limitations on the access of the Group of Experts to areas of armed conflict and areas where violations of human rights and international humanitarian law have allegedly been committed, but noting that interaction between the Government of the Sudan and the Group of Experts has improved,",0
"1375","The present report covers the period from 1 July to 31 December 2014. It provides an overview of developments and trends in West Africa and describes the activities carried out by UNOWA in the areas of good trades, enhancing subregional capacity to address cross-border and cross-sectoral threats to peace and security, and promoting good governance, respect for the rule of law, human rights and gender mainstreaming.",1
"1376","To this end, one of the instruments at the disposal of Member States is the United Nations Register of Conventional Arms. This Registry includes data provided by States on international arms transfers and also information on military stocks, national production acquisitions and relevant policies.",1
"1377","The United Nations does not, of course, have a monopoly on mediation.",0
"1378","14. Decides to continue addressing the issue.",0
"1379","The Security Council welcomes in this regard the measures taken so far by the signatories and guarantors of the PSC Framework, in particular the holding of the first &quot;11+4&quot; meeting of the Regional Oversight Mechanism of the PSC Framework, in Addis Ababa on 26 May 2013, and the first two meetings of the Technical Support Committee, held in Nairobi on 24 June and 22 July 2013, which aimed to advance the establishment of benchmarks to evaluate the implementation of the PSC Framework by all signatories.",0
"1380","Attorneys&#39; fees a) Purchase Order No. 3994",0
"1381","Red Cross vehicles and personnel were reported to have been seen at the scene and in some cases provided aid to the injured.",1
"1382","Without creating any new international obligations, this non-binding instrument reiterates the obligation of States to ensure respect for and implement international humanitarian law and international human rights standards under national law, focusing on the role of States in providing adequate, effective and prompt remedies, including compensation, to victims.",1
"1383","Other tasks of the Ombudsman Office",0
"1384","17. On January 7, 2003, the Military Court sentenced to death 30 of the 150 people initially accused of complicity and/or participation in the assassination of President Laurent DecirÃ© Kabila.",0
"1385","Training of other staff to raise awareness of human rights and the rights of women and children.",1
"1386","For example, a military unit, carrying out superior orders, detains, in contravention of international law, a number of enemy civilians. One of the soldiers, in the heat of military action, kills or tortures one of those civilians.",0
"1387","The Security Council welcomes the peaceful conclusion of the registration process for the Southern Sudan referendum in the Sudan and encourages the parties to maintain this momentum towards the holding of peaceful and credible referendums on 9 January 2011 that reflect the will of the people.",0
"1388","Instrument of ratification deposited on August 19, 2004",0
"1389","Documentation of best practices on thematic issues and functional areas; carrying out theoretical studies and courses on recommended practices; establishment of an electronic learning and information exchange network among gender advisors.",1
"1390","He informed President Lahoud and General Ghazali about the explosion at the time it occurred [witness statement].",0
"1391","The Executive Directorate, together with donors and other relevant partner organizations, will intensify its regional and subregional approaches to take forward existing or planned initiatives in the areas of preventing the misuse of the non-profit sector to finance terrorism , the illicit movement of cash and other bearer negotiable instruments across borders, improving the capacity of police officers and prosecutors, effective border control and managing and promoting cooperation between subregional entities relevant.",1
"1392",":: Respect for the right of refugees and internally displaced persons to return voluntarily and in conditions of safety and dignity to their places of origin.",1
"1393","On the eve of the demonstration, the General Commander of the PNTL, Mr. Martins, issued a written order regarding the deployment of the PNTL and the use of force: the Dili District Police would carry out foot patrols, the Escort Unit would protect state leaders and the Police Reserve Unit would patrol &quot;critically important areas.&quot;",1
"1394","During the reporting period, Ambassador Gennady Tarasov, High-Level Coordinator, focused his activities on building confidence and cooperation between Kuwait and Iraq with a view to strengthening their effective participation in the search for the people and missing assets and encourage the two countries to make visible and considerable progress towards achieving the objectives set out in paragraph 14 of Security Council resolution 1284 (1999).",1
"1395","Most states in Western Europe, Eastern Europe and Central Asia, and the Caucasus subregions already have extensive counter-terrorism legislation.",1
"1396","Recognizes the policy of cooperation demonstrated by neighboring States, including [list of relevant States], in keeping their borders open to refugees..., and encourages these States to maintain such a policy and contribute to the stabilization of the situation always that is possible;",1
"1397","Furthermore, further research is needed to demonstrate that these programs have real and positive results in terms of the possibility of these individuals committing new acts of terrorism or inciting others to commit them.",1
"1398","The Government has also offered to provide free land and services such as electricity, water and a drainage system to the Organization.",0
"1399","The second one did not open.",0
"1400","a) The persons and entities listed in annex I (para. 11);",0
"1401","On 25 June 2008, the Committee held informal consultations with the Monitoring Group re-established pursuant to resolution 1811 (2008) and also considered the request of the Security Council contained in paragraphs 6 and 7 of resolution 1814 (2008). to present recommendations to impose specific measures against individuals and entities that blocked the peace process or violated the arms embargo.",0
"1402","7) Convention for the Suppression of Unlawful Acts Against the Safety of Civil Aviation, signed in Montreal on September 23, 1971; was ratified on August 10, 1973 and entered into force in the Czechoslovak Socialist Republic on September 9, 1973 and",1
"1403","Five States have adopted appropriate measures to suppress terrorist recruitment, and four have no measures in place.",1
"1404","Progress in neutralizing foreign and Congolese armed groups in North Kivu and South Kivu remained limited.",1
"1405","Furthermore, the Small Arms Action Coordination has decided to initiate the development of international standards for small arms control, similar to those developed for demining and disarmament, demobilization and reintegration. .",1
"1406","2. Identity documents and travel documents",0
"1407","Vice Presidents: Burkina Faso and Russian Federation",0
"1408","Lebanese security teams (police and military) worked closely with the Commission&#39;s security team to ensure the protection and security of its staff and premises.",1
"1409","Members of the Security Council also condemned the continued attacks against Yemeni security forces in Hadrmut on 9 October, and in Bayda on 8 October, aimed at undermining the stability of Yemen.",0
"1410","18. Reiterates that United Nations peacekeeping operations and special political missions may, if mandated by the Council, assist host Governments upon request to develop the capacity necessary to fulfill their commitments under the existing global and regional instruments and to address the illicit trade in small arms and light weapons, including through weapons collection and disarmament, demobilization and reintegration programmes, improving physical security and stockpile management practices, record-keeping and tracing capacity, the creation of national export and import control systems, increasing border security and strengthening judicial institutions, police and other security bodies;",1
"1411",":: The prohibition of slavery and the slave trade in all its forms and forced, unpaid or abusive labor.",0
"1412","Council members welcomed the training programs organized by the Representative of the Secretary-General and BONUCA to inform the armed forces and police of the Central African Republic of ways to promote respect for human rights and the law humanitarian international.",0
"1413","Subsequently, in 2006, the General Assembly unanimously approved the Global Counter-Terrorism Strategy, which was of great importance in reaffirming the collective commitment of the international community in combating the common threat of terrorism.",1
"1414","The Team has discussed possible areas of cooperation with the Counter-Terrorism Unit of the OSCE, the Central Asia Regional Office of the Commonwealth of Independent States and the Regional Counter-Terrorism Agency of the Shanghai Cooperation Organization, and It has established contacts with other regional organizations, such as the Organization of American States, which has created the Inter-American Committee against Terrorism, and the African Union, which has established a counter-terrorism center in Algiers.",1
"1415","The Council also decided that the maximum total strength of the Mission would be 2,370 troops and a police component of up to 2,601 troops, as recommended by the Secretary-General; and urged the Secretary-General to ensure that a troop strength close to the current strength was maintained in the country until he submitted his next report to the Council and to alert in that report to any major changes in the situation.",0
"1416","Now that brokering and related activities have become so prominent in the international arms trade, it is extremely important that countries enact effective laws and regulations to govern the current broad spectrum of arms brokering.",0
"1417","The Security Council calls on Member States to cooperate without delay in order to resolve all outstanding issues regarding the adoption of the draft comprehensive convention on international terrorism.",1
"1418","Namibia is not in a position to do so.",0
"1419","The workshop, organized by the United Nations Office on Drugs and Crime (UNODC) and the Government of the Republic of Djibouti, was held in Djibouti from 14 to 16 March 2006.",0
"1420","Regarding the Monitoring Team&#39;s recommendation on the payment of ransom to listed entities (para. 60), the Committee wishes to refer to paragraph 5 of resolution 1904 (2009), in which the Council confirmed that the provisions of paragraph 1 a) of the same resolution would also apply to the payment of ransoms to individuals, groups, companies or entities appearing on the Consolidated List.",1
"1421","On the other hand, both its mission to establish the facts and its work to identify the perpetrators would have benefited from the assistance of a large number of investigators, lawyers, military analysts and forensic experts.",1
"1422","229. The Commission recommends the establishment of an independent and well-organized police and military oversight mechanisms.",0
"1423","Supporting the decision of the Democratic Republic of the Congo to strive to increase the transparency of revenues from its extractive industries,",0
"1424","Both cooperated in controlling security at the most important public events, in repressing political violence and in adopting special security measures in favor of threatened minority communities.",1
"1425","This in itself presents new difficulties, such as establishing new approaches to curb incitement to terrorism and violent extremism and taking into account the relationship between security and development.",1
"1426","Consider the possibility of referring situations of genocide, crimes against humanity or war crimes to the International Criminal Court.",0
"1427","Many States have developed, together with bilateral and multilateral partners, some form of early warning system to help predict and prevent terrorist attacks.",1
"1428","The group left the Canal Hotel at 8:50 a.m. and went to the Muatasim public company belonging to the Ar-Rashid public company, which depended on the Military Industries Agency.",0
"1429","Women were selected for 92 of the 600 positions.",0
"1430","He also referred to dangerous outbreaks of violence in Lebanon between the Lebanese Armed Forces and Fatah al-Islam gunmen around Palestinian refugee camps.",0
"1431","13. You decide to continue addressing the issue.",0
"1432","The names and other details on the Consolidated List have been placed on the watch list of the Garda Siochana Immigration Information system.",0
"1433","The notifications were drawn up in accordance with paragraph 24 of the 18th report &quot;E4&quot;.",0
"1434","Furthermore, the Authority commends the progress made in the Algiers talks and invites all parties, in particular the leaders of armed movements, to become personally involved in the process with a view to reaching without further delay an agreement on the basis of the project presented to the parties through mediation, which constitutes a solid basis for negotiations.",0
"1435","The survivors fled the village without burying their dead.",0
"1436","More than 300 members of armed opposition groups from Sudan returned to Chad during the reporting period.",1
"1437","9. Requests the Secretary-General to mandate the Panel established pursuant to paragraph 4 (a) of resolution 1363 (2001), whose mandate expires on 19 January 2002, to monitor, for a period of 12 months, the implementation of the measures mentioned in paragraph 2 of this resolution;",1
"1438","During the period under review, the composition of the joint observation and verification team in Gao was adjusted to include all members of the Coordinator and Platform armed groups, as well as representatives from Algeria, Chad, Mauritania and the Niger . From November 19 to 22, Gao&#39;s team carried out a fact-finding mission in Didi, on both banks of the Niger River.",1
"1439","I urge the Government to ensure access for United Nations personnel to all detention sites in Darfur.",1
"1440","11. Miss Almaza Ibrahim Helmi Samouni, 13 years old, related what happened like this:",0
"1441","UNDOF observed that between 200 and 250 people were staying in approximately 70 large and small tents.",0
"1442","The percentage of minority representatives in the Service is 17% and female representation is 22%.",1
"1443","In this regard, the Government has prepared the following bills:",0
"1444","Law enforcement specialists will be concentrated in a specialized and autonomous task force.",1
"1445","Switzerland has been a member of the IAEA since 1957.",0
"1446","The forensic team arrived in Pristina on January 21.",0
"1447","All States have passed laws to prevent and suppress the movement of terrorists across borders, and four States take concrete measures to prosecute those who violate these rules.",1
"1448","The gradual and phased withdrawal of UNMIT police began in April and by May the total number of police officers had been reduced by 22.",1
"1449","The UNOCI police component is responsible for providing support, supervision and advice to the CÃ´te d&#39;Ivoire national police and the mixed police units deployed in the former zone of confidence and the 600 Forces Nouvelles police auxiliaries who were trained by UNOCI in 2006 and deployed in the northern part of the country.",1
"1450","The Council of the League of Arab States:",0
"1451","As a result, it has limited itself to gathering reliable information about individuals who may be suspected of being responsible for crimes committed in Darfur.",1
"1452","Furthermore, after its recovery by Government forces, the city had welcomed more than 11,000 displaced people, who had been assisted as best as possible.",1
"1453","a) Engage more actively with relevant regional organizations (African Union, East African Community, East African Police Chiefs Cooperation Organization, East and Southern Africa Anti-Money Laundering Group and Strengthening Programme). IGAD counter-terrorism capacity) and focus on activities aimed at overcoming gaps and improving implementation of the resolution;",1
"1454","The Committee will continue to take a more strategic and transparent approach to its work and will seek to increase awareness of its work throughout the United Nations system and among individuals and entities fighting terrorism.",1
"1455","Keeping in mind that both militias maintain close regional ties, I reiterate my call on the Government of the Syrian Arab Republic to collaborate in the process.",1
"1456","Notes that the excessive accumulation and destabilizing effect of small arms and light weapons represent a significant obstacle to the delivery of humanitarian assistance and can exacerbate and prolong conflicts, endanger civilians and undermine the security and confidence necessary for the restoration of peace and stability...",0
"1457","Mr. Christopher Greenwood (United Kingdom of Great Britain and Northern Ireland)",0
"1458","Under international human rights law, it is incumbent upon States to ensure the protection and preservation of human rights and fundamental freedoms at all times, both in times of war and peace.",1
"1459","Complex criminal investigations are being carried out regarding piracy and criminal networks involved in piracy activities, focusing in particular on the leaders, financiers and organizers of such activities.",1
"1460","What the Security Council must do now is assure the courts that the sanctions regime established under Security Council resolution 1267 (1999) (the 1267 sanctions regime) is equitable and, with greater support of Member States, reaffirm its original purpose of ridding the world of the threat of terrorism from Al-Qaida, the Taliban and individuals and entities affiliated with them.",1
"1461","Working Group 3 of the Contact Group on Piracy off the Coast of Somalia presented to IMO interim guidelines on measures related to the welfare of seafarers and their families affected by piracy off the coast of Somalia so that they could be used as a frame of reference in relation to the well-being of seafarers affected by piracy in other parts of the world.",1
"1462","* Decree No. 572/966 (NOV/23/66)",0
"1463","ii) Disarm by whatever means necessary all armed groups and militias in the east of the Democratic Republic of the Congo;",1
"1464","5. Author: Ali Sabah Al-Salim Al-Sabah, Minister of the Interior",0
"1465","As of January 31, 2001, €355.5 million had been deposited in the account for stage IX, in accordance with the authorization contained in Council resolutions 1284 (1999) and 1330 (2000); Consequently, the total income corresponding to oil sales since the beginning of the program amounted to 37,333.9 million dollars and 1,934.9 million euros.",0
"1466","III. LEGAL FRAMEWORK 15 - 41 9",0
"1467","The &quot;high seas&quot; are defined as &quot;the sea beyond the territorial sea of Australia and any other country&quot; (article 51).",0
"1468","The Special Police Units carried out special protection measures in areas where minority communities live, provided security services at important events and provided essential protection to the zvecan lead foundation, UNMIK facilities and the Mitrovica Court, whose personnel is international.",1
"1469","This method was used to reduce possible weapons losses to the activities of naval forces.",1
"1470","In 2009, Mauritius introduced a new border control system that records passenger data in a database upon entry or exit from the international airport.",1
"1471","Recognizing the importance of local communities, the private sector, civil society and the media in raising awareness of the threats of terrorism and addressing them more effectively,",1
"1472","The Bir Lahlou team site was reinforced with additional military observers from the Tifariti base and the Mission remained in close contact with the Polisario Front.",1
"1473","C. Safety of refugees, internally displaced persons, civilians and humanitarian workers in accordance with international human rights standards",1
"1474","If you replace Nyangoma based on your statutes, I will certainly invite you.",0
"1475","A common conclusion is that, in its anti-subversive operations, the Government has committed acts against the civilian population, directly or using armed groups, that constitute serious transgressions of human rights and humanitarian law.",0
"1476","The Special Police Units provided support to the UNMIK customs service and the special operations teams of the Mission police.",1
"1477","Humanitarian relief access to Darfur has improved dramatically thanks to the gradual lifting of restrictions since last summer.",1
"1478","Judgments in the Simba and Seromba cases are expected to be handed down before the end of the year.",0
"1479","The issuance of the ruling in the first instance is expected in July 2016, as previously anticipated.",0
"1480","At the 5052nd meeting of the Security Council, held on 6 October 2004, in connection with the Council&#39;s consideration of the items entitled &quot;Justice and the rule of law: the role of the United Nations&quot; and &quot;Reconciliation post-conflict: the role of the United Nations&quot;, the President of the Security Council made the following statement on behalf of the Council:",0
"1481","The meeting also discussed ways to exert greater pressure on foreign armed groups and measures that could be taken in this regard by participating States, the African Union and the Security Council.",1
"1482","All publicly owned companies are subject to external audits and their accounts are published.",0
"1483","Encourages [the Mission] to improve its interaction with the civilian population in order to increase awareness and understanding of its mandate and activities and to gather reliable information on violations of human rights and international humanitarian law committed against civilians .",0
"1484","All but one State has legislation to regulate non-profit organizations, but only one has enacted and effectively enforces legal provisions to prevent the financing of terrorist activities through such organizations.",1
"1485","a) Prepare the Mission for its future operations or for its termination.",0
"1486","Perhaps Eritrea hopes to get its way again in the case of Ethiopia.",0
"1487","UNOCI staff constantly complain about not having reliable intelligence to carry out their mandate as well as a lack of technical knowledge.",0
