"","en_es_TRANSFORMERS","MatCoop"
"1375","El Gobierno no ha adoptado las medidas administrativas y legislativas necesarias para combatir y prevenir la corrupción en las instituciones provisionales.",0
"1376","66. En un esfuerzo por combatir el aumento de los delitos cometidos en el mar, la Organización Marítima del África Occidental y Central, con la asistencia de la OMI, está mejorando la cooperación entre los organismos encargados de hacer cumplir la ley mediante el establecimiento de una red de unidades de guardacostas.",1
"1377","Informe del Secretario General presentado de conformidad con el párrafo 6 de la resolución 1883 (2009) (S/2009/585).",0
"1378","Me preocupa que el voto parlamentario y el estancamiento puedan perturbar los meticulosos logros que han logrado las partes interesadas somalíes y sus asociados.",0
"1379","Un cuarto elemento que reviste igual importancia en este contexto, que ha surgido en el contexto de la retirada de las tropas, los activos militares y el aparato de inteligencia sirios, es la necesidad de un acuerdo entre el Líbano y la República Árabe Siria sobre la frontera internacional entre ellos y su demarcación sobre el terreno.",1
"1380","9. El personal será pagado por las Naciones Unidas y prestará servicios en las condiciones de servicio establecidas aplicables a los funcionarios de plazo fijo.",0
"1381","Ante esta situación, el Equipo ha emprendido varias iniciativas para cumplir su mandato de vigilar la prohibición de viajar y proponer recomendaciones para mejorarla, entre ellas una mayor interacción con los Estados Miembros y las principales organizaciones internacionales; una investigación sobre la utilización de documentos de viaje falsos por terroristas y las formas de mejorar los sistemas nacionales e internacionales; conversaciones periódicas con la Interpol sobre formas de mejorar la coordinación entre las Naciones Unidas y la Interpol; un estudio de la nueva tendencia de las zonas libres de visados y de libertad de circulación y su interrelación con las sanciones de las Naciones Unidas; y la relación de las prácticas en materia de refugiados y asilo con las actividades de lucha contra el terrorismo de las Naciones Unidas.",1
"1382","a) El Presidente, los Magistrados, el Fiscal y el Secretario del Mecanismo también podrán ocupar el cargo de Presidente, Magistrado, Fiscal y Secretario, respectivamente, del Tribunal Internacional para la ex Yugoslavia o del Tribunal Penal Internacional para Rwanda;",0
"1383","3. Los miembros de los escuadrones de la muerte deben ser identificados y llevados ante la justicia;",1
"1384","Reconociendo la necesidad de que los dirigentes civiles y militares, de conformidad con el principio de la responsabilidad de mando, demuestren compromiso y voluntad política para prevenir la violencia sexual y combatir la impunidad y exigir la rendición de cuentas, y que la inacción puede enviar un mensaje de que se tolera la incidencia de la violencia sexual en los conflictos.",1
"1385","a) Adopte y aplique marcos jurídicos nacionales de lucha contra el terrorismo que sean amplios y coherentes e incluyan todos los delitos de terrorismo enunciados en los instrumentos internacionales de lucha contra el terrorismo, al tiempo que se ajusten a las normas internacionales de derechos humanos;",1
"1386","Como se menciona en el informe del Secretario General sobre la situación en Abjasia (Georgia) (S/2005/657), de fecha 19 de octubre de 2005, desde el verano pasado se han producido algunos acontecimientos positivos en el proceso de solución de conflictos en esa región.",1
"1387","Se espera que las oficinas exteriores estén en funcionamiento en junio.",0
"1388","La Dependencia participa en los equipos de tareas interinstitucionales establecidos para investigar el blanqueo de dinero y los delitos determinantes, incluida la financiación del terrorismo.",1
"1389","Es significativo que algunos Estados hayan comenzado recientemente a examinar o hayan puesto fin a los estados de excepción.",1
"1390","Expresando el deseo de unificar sus fuerzas y promover la armonía entre las comunidades en todos los componentes de la sociedad de los azawad,",1
"1391","Dispuesto a seguir prestando asistencia al Líbano en la búsqueda de la verdad y en la responsabilización de los responsables de este acto terrorista por su delito,",1
"1392","46. Yuta Furukawa, del canal japonés TBS, el 19 de diciembre.",0
"1393","Habida cuenta de la urgencia de la investigación, enviamos el telegrama No 2065, de fecha 14 de febrero de 2005, a los dirigentes de la unidad de policía regional y a los comandantes de la unidad de policía, en el que pedíamos que se realizaran todas las investigaciones necesarias dentro de las competencias de cada unidad con respecto a los cadáveres que se habían llevado a los hospitales de cada zona, a fin de que sus familiares pudieran identificarlos e informarme debidamente, lo que me permitió obtener la aprobación de las autoridades competentes para el regreso a sus familiares de esos cadáveres.",1
"1394","Esto incluyó sesiones de orientación a la llegada para todo el personal civil y de policía de la UNMIT.",1
"1395","10. La situación en Georgia (8 de octubre de 1992; 15 de junio de 2009).",0
"1396","43. La situación en Guinea-Bissau (6 de noviembre de 1998; 26 de marzo de 2008).",0
"1397","Nota del Secretario General (S/2011/418).",0
"1398","Establecer estrategias multisectoriales de respuesta a la violencia basada en el género en las que participen participantes de los sectores de la salud, la seguridad, la justicia y la justicia y psicosocial; organizar actividades locales de capacitación para aumentar las aptitudes y capacidades nacionales en materia de respuesta a la violencia basada en el género; elaborar estrategias multisectoriales de respuesta.",1
"1399","El 20 de julio, el Consejo se reunió en un debate abierto (4174a sesión) para examinar su papel en la prevención de los conflictos armados.",1
"1400","b) Siga trabajando en estrecha coordinación y cooperación con la INTERPOL, los Estados donantes y las organizaciones para facilitar la asistencia técnica destinada a fomentar la capacidad de los organismos encargados de hacer cumplir la ley y la entrega de equipo e instalaciones a los Estados que lo necesiten;",1
"1401","El Coronel Reis y su adjunto se reencarnaron con el Brigadier General Ruak, quien se disculpó por el tiroteo.",0
"1402","Informaron a la UNMIK de que lo antes posible se presentaría al Parlamento de la República Federativa de Yugoslavia un proyecto de ley de amnistía que abarcara a los presos políticos detenidos en Serbia propiamente dicha.",1
"1403","Estas 14 sentencias comprenden 3 condenas, 1 absolución y 10 casos sobreseídos.",0
"1404","11. Uso indebido de Internet con fines delictivos.",0
"1405","En julio se completó la planificación integrada para orientar la participación y las operaciones de las Naciones Unidas en apoyo de la ejecución del mandato antes y después de que concluyera el período del referéndum, y tanto la UNMIS como el equipo de las Naciones Unidas en el país establecieron estructuras para coordinar las prioridades establecidas.",1
"1406","Ambos textos han sido remitidos a la Secretaría General de la Presidencia de la República para su aprobación por el Congreso de la República, en espera de su ratificación por el Presidente de la República.",0
"1407","La comisión ha autorizado al ACNUDH, en su calidad de secretaría residual de la comisión, a facilitar el acceso a los materiales existentes que figuran en la base de datos a las autoridades competentes que llevan a cabo investigaciones fidedignas con el fin de garantizar la rendición de cuentas por los delitos y otras violaciones cometidos, establecer la verdad sobre las violaciones cometidas o aplicar sanciones selectivas impuestas por las Naciones Unidas contra determinadas personas o instituciones.",1
"1408","En respuesta, el Departamento de Justicia de la UNMIK estableció un grupo de trabajo conjunto con el componente de creación de instituciones para estudiar el informe y elaborar formas de aplicar sus recomendaciones.",0
"1409","Todos los Estados tienen una política de lucha contra el terrorismo y la gran mayoría muestran que tienen conciencia de Al-Qaida y los talibanes, aunque muchos tal vez no tengan como objetivo principal la Lista consolidada.",1
"1410","Muchos Estados también han tomado medidas para fortalecer el papel y la eficacia de sus sistemas judiciales, que son fundamentales para garantizar una respuesta basada en el estado de derecho a la amenaza del terrorismo.",1
"1411","La Policía Nacional de Haití tendrá que contar con recursos suficientes para cumplir sus obligaciones constitucionales en materia de aplicación de la ley.",0
"1412","Véanse también, por ejemplo, S/RES/2104 (2013), párr. 14; S/RES/2093 (2013), párr. 1; S/RES/2086 (2013), párr. 8; S/RES/2073 (2012), párr. 1; S/RES/2000 (2011), párr. 7; S/RES/1999 (2011), párr. 3; S/RES/1933 (2010), párr. 16; S/RES/1894 (2009), párr. 12 y párr. 14; S/RES/1778 (2007), párr. 6; S/RES/1772 (2007), párr. 9 d); S/RES/1769 (2007), párr. 15; S/RES/1756 (2007), párr. 2; S/RES/1701 (2006), párr. 12; S/RES/1674 (2006), párr. 16;",0
"1413","Restricciones o reglamentaciones, en su caso, impuestas al movimiento de objetos preciosos como oro, diamantes y otros artículos conexos.",0
"1414","El Consejo de Seguridad reafirma su compromiso con la independencia, la soberanía, la unidad y la integridad territorial del Iraq y subraya la importancia de la estabilidad y la seguridad del Iraq para su pueblo, la región y la comunidad internacional.",0
"1415","No puede redundar en interés del pueblo palestino que se cuestionen las piedras angulares esenciales de la legitimidad palestina y las aspiraciones nacionales.",0
"1416","Además, la KAC incurrió en gastos de viaje en relación con las aeronaves y las piezas de repuesto.",0
"1417","Sudáfrica ha concertado trece acuerdos de extradición con otros Estados.",0
"1418","Sólo el imperio de la ley, respaldado por fuerzas iraquíes bien capacitadas, apoyadas por una infraestructura y una economía prósperas y impulsadas por un proceso electoral libre y justo puede derrotar a quienes desean desestabilizar el país.",1
"1419","La secretaría estaba integrada por investigadores penales, supervisores de derechos humanos, asesores jurídicos, un asesor político, un experto en reforma del sector militar, un experto en reforma del sector policial, un oficial de gestión de datos, oficiales de seguridad y otro personal de apoyo administrativo.",1
"1420","28. Declara su determinación de vigilar de cerca todas las situaciones que entrañen la proliferación de las armas nucleares, sus sistemas vectores o material conexo, incluso hacia o por agentes no estatales, según se definen en la resolución 1540 (2004), y de adoptar, según proceda, las medidas que sean necesarias para asegurar el mantenimiento de la paz y la seguridad internacionales;",0
"1421","El CICR aún no ha recibido el certificado correspondiente al tercer eritreo.",0
"1422","77. El Equipo considera que, como mínimo, todos los Estados deberían velar por que los comerciantes de metales preciosos y piedras adopten medidas para prevenir el blanqueo de dinero y la financiación del terrorismo de conformidad con los requisitos del GAFI.",1
"1423","Habsade recibió apoyo financiero y militar de Atto, Muse Sudi, Sheik Yusuf Indohaadde y otros.",1
"1424","El 23 de agosto, el Presidente interino del Comité del Consejo de Seguridad establecido en virtud de la resolución 1718 (2006) presentó al Consejo su informe de 90 días sobre la labor del Comité.",1
"1425","1. La afluencia de evacuados a Jordania en 1990 y 1991",0
"1426","b) Participar activamente en el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo establecido para ayudar a los Estados Miembros a aplicar la Estrategia global.",1
"1427","Dos de los cinco Estados de la subregión han promulgado leyes amplias que abarcan los delitos de terrorismo pertinentes, mientras que otros dos tienen proyectos de ley de lucha contra el terrorismo que se están examinando o están pendientes de aprobación.",1
"1428","Teniendo esto presente, la legislación italiana contiene las siguientes disposiciones:",0
"1429","La disminución de Al-Qaida es en parte el resultado de la campaña internacional incansable para restringir su influencia y, en parte, el resultado de su propia creación.",1
"1430","La Oficina de Asuntos de Desarme se esforzó por sensibilizar a los posibles donantes en apoyo de los seminarios y cursos prácticos regionales organizados por la Oficina.",1
"1431","Me complace recordar que, desde la aprobación de la resolución 1559 (2004) del Consejo de Seguridad, el 2 de septiembre de 2004, se han aplicado varias de sus disposiciones y se han celebrado elecciones presidenciales y parlamentarias de manera libre y justa, en abril de 2005 la República Árabe Siria retiró sus tropas y sus activos militares del Líbano, y en 2009 el Líbano y la República Árabe Siria establecieron relaciones diplomáticas plenas.",1
"1432","1. Expresa su determinación de adoptar medidas apropiadas para seguir desarrollando la cooperación entre las Naciones Unidas y las organizaciones regionales y subregionales en el mantenimiento de la paz y la seguridad internacionales, de conformidad con el Capítulo VIII de la Carta de las Naciones Unidas, e invita a las organizaciones regionales y subregionales que tengan capacidad para la prevención de conflictos o el mantenimiento de la paz a que coloquen esa capacidad en el marco del Sistema de Acuerdos de Fuerzas de Reserva de las Naciones Unidas;",1
"1433","La razón de ello era la tensa atmósfera política en este momento particular: se estaba dirigiendo mucha desconfianza hacia el poder judicial libanés y se estaban criticando la forma en que se realizaba la investigación.",0
"1434","Tras la aprobación del Comité, la Dirección Ejecutiva dirigió en septiembre de 2008 una misión conjunta del Comité y el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo a Madagascar.",1
"1435","El tercero tenía por objeto rehabilitar la comisaría del sur de Gaalkacyo, que sirve de centro de investigación de la lucha contra la piratería en Galmudug.",1
"1436","En la reunión, las partes apoyaron, en principio, el enfoque del ACNUR para el regreso de los refugiados y los desplazados internos y sus actividades previstas para los próximos dos años.",0
"1437","e) Realizar patrullas conjuntas con las unidades antidisturbios de la policía nacional para mejorar la seguridad en caso de disturbios civiles.",1
"1438","El 30 de agosto de 2010, el SPLA estableció una Dependencia de Protección de la Infancia en Bilpham, Estado de Ecuatoria Central, en apoyo de la aplicación del plan de acción de las Naciones Unidas y el SPLA.",1
"1439","En la 6034a sesión del Consejo de Seguridad, celebrada el 9 de diciembre de 2008, en relación con el examen por el Consejo del tema titulado ""Amenazas a la paz y la seguridad internacionales causadas por actos terroristas"", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:",0
"1440","En la segunda etapa del proceso de inscripción, que se llevó a cabo entre junio de 2007 y diciembre de 2007, los equipos de las Naciones Unidas verificaron la antigüedad y la fecha de contratación de todo el personal en los acantonamientos.",1
"1441","Esta ley es igualmente aplicable a las sustancias químicas y a los microorganismos.",0
"1442","Si bien las zonas de libre circulación como la Comunidad Económica de los Estados de África Occidental (CEDEAO) favorecen el crecimiento económico y las oportunidades, las personas incluidas en la Lista pueden desplazarse dentro de esos espacios con pocas o ninguna restricción, habida cuenta de la ausencia de puestos de control sistemáticos.",1
"1443","La aplicación de esas prohibiciones también se ha beneficiado de la notoriedad pública de los sujetos, lo que los hace más reconocibles y menos propensos a viajar bajo una identidad falsa.",1
"1444","2. Decide también seguir ocupándose de la cuestión.",0
"1445","Los medios y métodos de operación están más especificados en la alianza.",0
"1446","v) Resultados básicos del programa de verificación",0
"1447","Así pues, la mayoría de las violaciones de los derechos humanos ocurridas en estos dos días pueden caracterizarse como una masacre en la que las unidades de las fuerzas de seguridad y las fuerzas paralelas, actuando en coordinación o colusión con ellas, cometieron repetidas ejecuciones sumarias, torturas, desapariciones y detenciones arbitrarias.",0
"1448","Cinco de ellos han establecido en su legislación una jurisdicción adecuada para los delitos pertinentes.",1
"1449","Los gastos administrativos, calculados sobre la base de la tasa de explotación, se estiman en 162.432.000 francos CFA.",0
"1450","Para lograr un retorno sostenible y comunidades minoritarias viables, será necesario un proceso de descentralización más amplio.",1
"1451","También se ha avanzado en el intercambio de información sobre esas personas, en particular por conducto de la Organización Internacional de Policía Criminal (INTERPOL), así como en la cooperación en materia de seguridad fronteriza.",1
"1452","bb) Cualquier otra responsabilidad que determine el Comité.",0
"1453","La presencia de la fuerza de guardia es crucial para mantener una atmósfera de seguridad a fin de impedir el soborno de testigos y permitirles acceder a las instalaciones de la Corte sin temor.",1
"1454","Todavía no se ha resuelto la cuestión del pleno despliegue del componente de policía civil de la UNOMIG, por mandato del Consejo de Seguridad.",1
"1455","Los Estados han elaborado mecanismos regionales para asegurar la creación coherente de capacidad jurídica e institucional en el control de los sistemas financieros, la aplicación de la ley y el control fronterizo, garantizando la cooperación, la atención a los derechos humanos y la no duplicación de actividades.",1
"1456","Aunque la Comisión recibió información de una fuente de que un asociado de confianza del Sr. Hariri había manipulado los dispositivos de interferencia antes de la explosión, la Comisión no ha podido corroborar esa información.",1
"1457","105. El Gobierno tiene el mandato de elaborar y ejecutar la política general del país.",1
"1458","El estudio inicial de la Misión sobre la eficacia en función de los costos del uso de la opción carretera/río indica que la inversión de capital en camiones de combustible tendría que amortizarse durante dos años más antes de que la opción fuera más eficaz en función de los costos que el suministro de combustible por vía aérea.",0
"1459","Los guardias de inteligencia de fronteras están bajo el control directo de los oficiales de inteligencia militar en la división en que están desplegados y, de otro modo, están bajo la cadena de mando regular de las fuerzas armadas.",1
"1460","Un Estado señaló que había establecido un centro internacional para el diálogo entre religiones y había organizado y acogido muchos actos conexos.",1
"1461","Le agradecería que se sirviera hacer distribuir la presente carta como documento del Consejo de Seguridad.",0
"1462","Reconociendo la valiosa contribución que hacen a la protección de los niños en los conflictos armados el Representante Especial del Secretario General para la cuestión de los niños y los conflictos armados y el Grupo de Trabajo del Consejo de Seguridad sobre los niños y los conflictos armados, incluidas sus conclusiones y recomendaciones formuladas de conformidad con la resolución 1612 (2005), y recordando la resolución 1882 (2009), que tiene por objeto fortalecer la protección de los niños en situaciones de conflicto armado,",0
"1463","Reconociendo la importante función que desempeñan los acuerdos regionales y subregionales en la prevención de las situaciones que pueden conducir al genocidio, los crímenes de guerra y los crímenes de lesa humanidad, y en la respuesta a esas situaciones, especialmente tomando nota del artículo 4 h) del Acta Constitutiva de la Unión Africana,",1
"1464","Mayor acceso de la población civil a los servicios básicos, la infraestructura y los medios de subsistencia",0
"1465","Con la excepción de un Estado, que ha proporcionado muy poca información pertinente, todos los Estados del Asia oriental son miembros de varias organizaciones o mecanismos regionales de cooperación internacional en la lucha contra el terrorismo y han tratado de fortalecer esas relaciones.",1
"1466","Ambas partes en el Acuerdo General de Paz nombraron coordinadores para los niños y los conflictos armados.",1
"1467","51. La misión observó una enorme división entre la capital, Puerto Príncipe, y las regiones periféricas.",0
"1468","148. Algunas de las disposiciones de esos tratados son particularmente pertinentes para el conflicto armado en curso en Darfur, a saber: a) el derecho a la vida y a no ser privado arbitrariamente de ella; b) el derecho a no ser sometido a torturas ni a tratos o penas crueles, inhumanos o degradantes; c) el derecho a no ser sometido a arresto o detención arbitrarios; d) el derecho de las personas privadas de libertad a ser tratadas humanamente y con el respeto de su dignidad inherente; e) el derecho a la libertad de circulación, a elegir su propia residencia y, por consiguiente, a no ser desplazadas arbitrariamente; f) el derecho a la propiedad, a una vivienda adecuada y no a la salud; h) el derecho a una alimentación adecuada y al agua; i) el derecho a un juicio imparcial; j) el derecho a un recurso efectivo en caso de violación grave de los derechos humanos; k) el derecho a una reparación por violaciones de los derechos humanos; y l) la obligación de llevar ante la justicia a los autores de violaciones de los derechos humanos.",1
"1469",":: Coordinación sistemática, entre los componentes civil y militar de la misión y con los agentes humanitarios, a fin de consolidar los conocimientos especializados sobre la protección de los civiles.",1
"1470","Siete Estados cuentan con estructuras institucionales para aplicar estrategias de lucha contra el terrorismo.",1
"1471","La Organización Internacional de Policía Criminal (INTERPOL) emprendió programas de fomento de la capacidad en la lucha contra el terrorismo en la región del Sahel y el Cuerno de África para mejorar el intercambio de información entre los organismos, fortalecer su respuesta operacional integrada en la región y ampliar el uso de su red de comunicaciones, bases de datos y servicios seguros.",1
"1472","Las fronteras porosas siguen planteando problemas para un control eficaz de las fronteras, y se debe hacer más para elaborar enfoques regionales y mejores prácticas (por ejemplo, la policía comunitaria) a fin de hacer frente a esos problemas.",1
"1473","Los otros dos Estados introdujeron leyes contra el terrorismo hace más de cinco años, pero no informaron de investigaciones ni enjuiciamientos conexos.",1
"1474","Las medidas para prevenir y reprimir el movimiento de terroristas a través de las fronteras podrían mejorarse en todos los Estados, en particular en las fronteras meridionales.",1
"1475","Del patrón de daños está claro que fue una explosión de una carga de explosivos altos.",1
"1476","El Comité contra el Terrorismo sigue teniendo como objetivo fundamental facilitar la prestación de asistencia técnica destinada a fortalecer la capacidad de lucha contra el terrorismo de los Estados que se esfuerzan por cumplir sus obligaciones de aplicar las disposiciones de la resolución 1373 (2001) del Consejo de Seguridad, pero carecen de la capacidad para hacerlo.",1
"1477","El Consejo de Seguridad observa que los equipos multidisciplinarios de evaluación de las Naciones Unidas, con el consentimiento de los Estados anfitriones, podrían ayudar y apoyar a los Estados en la separación de combatientes y civiles.",1
"1478","El Comité celebrará debates temáticos sobre el fortalecimiento de los esfuerzos para limitar la movilidad de los terroristas con la participación de expertos de todas las organizaciones internacionales técnicas pertinentes antes de la quinta reunión especial.",1
"1479","El Consejo de la Liga de los Estados Árabes a nivel ministerial,",0
"1480","Elaborar un conjunto de políticas, directrices y procedimientos para la planificación, ejecución y supervisión de los programas de desarme, desmovilización y reintegración, conocidos como normas integradas de desarme, desmovilización y reintegración, e integrar las perspectivas de género.",1
"1481","Seychelles La inmigración tiene una base de datos informatizada sobre todas las personas que entran y salen del país.",0
"1482","La Fiscal, Serge Brammertz, actualizó al Grupo de Trabajo sobre los tres juicios principales (Karadžić, Mladić y Hadžić) y las proyecciones de los plazos.",0
"1483","Como se demuestra en el apéndice de la presente carta, las fuerzas del régimen han sido particularmente brutales en la ciudad de Raqqa, donde han explotado la cobertura de ataques aéreos dirigidos por los Estados Unidos contra el ISIS para matar a civiles inocentes a una escala sin precedentes.",0
"1484","Se avanzó en el programa de registro, selección y certificación de la policía nacional, con 2.944 agentes (de los cuales 565 son mujeres), es decir, el 94% del servicio, certificados en su totalidad al 20 de septiembre.",1
"1485","La batalla por el control de Baidoa sugirió que los elementos de la oposición coordinaron sus esfuerzos para superar las fuerzas del Gobierno Federal de Transición.",0
"1486","Además, la MINUSTAH está evaluando actualmente la necesidad de aeronaves de observación especializadas para realizar operaciones de vigilancia y patrullaje en las zonas fronterizas terrestres y costeras generalmente inaccesibles.",1
"1487","44. Según el Servicio de Actividades relativas a las Minas, "" los artefactos explosivos improvisados son un sistema de armas especialmente peligroso debido a su versatilidad, adaptabilidad y método de empleo.",1
"1488","Si las misiones no cumplen con sus responsabilidades de protección de la población civil, socavan otras tareas que se les han encomendado, por no hablar de la pérdida de vidas y el sufrimiento que se producen.",0
"1489","Las directrices pueden consultarse en la página web del Comité.",0
"1490","Acogiendo con beneplácito y apoyando las medidas adoptadas para concertar tratados sobre zonas libres de armas nucleares y reafirmando la convicción de que el establecimiento de zonas libres de armas nucleares reconocidas internacionalmente sobre la base de acuerdos libremente concertados entre los Estados de la región de que se trate y de conformidad con las directrices de 1999 de la Comisión de Desarme de las Naciones Unidas, fortalece la paz y la seguridad mundiales y regionales, fortalece el régimen de no proliferación nuclear y contribuye al logro de los objetivos del desarme nuclear,",0
"1491","Por consiguiente, los países que aportan contingentes y fuerzas de policía deberían asegurarse, incluso mediante la autocertificación, de que el personal desplegado haya recibido capacitación previa al despliegue sobre protección de civiles.",1
"1492","Según se informa, los secuestradores someten cada vez más a sus cautivos a torturas, violaciones y otras formas de malos tratos.",0
"1493","Tres Estados han introducido disposiciones jurídicas que permiten la extradición, la asistencia judicial recíproca y el intercambio de información y han concertado tratados bilaterales u otros acuerdos pertinentes con otros Estados.",1
"1494","El Consejo de Seguridad recuerda que la justicia y el estado de derecho en el plano internacional son fundamentales para promover y mantener la paz, la estabilidad y el desarrollo en el mundo.",0
"1495","Los Estados de la subregión han ido mucho más allá de los meros enfoques de aplicación de la ley para hacer frente al desafío que plantean los grupos terroristas.",1
"1496","El saldo en cuenta corriente previsto muestra un superávit equivalente al 4,7% del PIB en 2008, debido a un superávit comercial cada vez mayor respaldado por los elevados precios de los productos básicos.",0
"1497","Les deseamos lo mejor, como lo hemos hecho durante los últimos 11 años.",0
"1498","b) Vigilar la situación de los derechos humanos e informar al respecto, en cooperación con la Oficina del Alto Comisionado de las Naciones Unidas para los Derechos Humanos, en particular sobre la situación de los refugiados y las personas desplazadas que regresan.",1
"1499","El Reino Unido organizó una conferencia sobre Somalia en Wilton Park del 6 al 9 de febrero.",0
"1500","En Wadi Haggam le robaron armas a la policía.",0
"1501","La revista india en inglés Hard News, periodista Kapoor Sanjay, 25 de febrero de 2012",0
"1502","En algunos casos se hizo otro ajuste importante con respecto a la depreciación.",0
"1503","3. La situación en Ituri ha sido particularmente grave.",0
"1504","Como se ha indicado anteriormente, diversas fuentes han confirmado que los niños llevan uniforme y portan armas.",0
"1505","El capítulo III de la Ley No 535/2004 se dedica a las medidas necesarias para prevenir la financiación de actos terroristas.",1
"1506","La resolución 1373 (2001) del Consejo de Seguridad ya impone a los Estados la obligación de adoptar ciertas medidas para reprimir el terrorismo y el reclutamiento de miembros de grupos terroristas, impedir la circulación de terroristas y llevar a los terroristas ante la justicia.",1
"1507","Todos los Estados, salvo uno, han cumplido el plazo fijado por la OACI para expedir documentos de viaje legibles por máquina.",1
"1508","Queridos hermanos, Excelencias y Altezas:",0
"1509","a) Seguir velando por que las medidas que se adopten para combatir el terrorismo se ajusten a todas las obligaciones que les incumben en virtud del derecho internacional, en particular las normas internacionales de derechos humanos, el derecho de los refugiados y el derecho humanitario;",1
"1510","Durante el período electoral, se espera que se realicen nuevas actividades de desestabilización en esta región.",0
"1511","k) Impartir capacitación militar, en particular en materia de derechos humanos, derecho internacional humanitario, protección de los niños y prevención de la violencia de género, a diversos miembros y unidades de las brigadas integradas de las FARDC desplegadas en la parte oriental de la República Democrática del Congo, como parte de los esfuerzos internacionales más amplios para apoyar la reforma del sector de la seguridad;",1
"1512","Se encomió la introducción del informe anual 2007/2008, preparado por la delegación de Viet Nam, por proporcionar tanto un resumen como un análisis sustantivo de las actividades del Consejo en todas las regiones y sobre cuestiones que iban desde la proliferación de las armas de destrucción en masa hasta el papel de las organizaciones regionales y subregionales en la contribución al mantenimiento de la paz y la seguridad internacionales.",1
"1513","La base de operaciones de Bir Lahlou fue reforzada con observadores militares adicionales de la base de operaciones de Tifariti y mantuvo estrechos contactos con el Frente Polisario.",1
"1514","El Consejo de Seguridad acoge con beneplácito el hecho de que la adopción de medidas eficaces contra la piratería mediante el aumento de las iniciativas nacionales, bilaterales y multilaterales, así como de los mecanismos de cooperación regional, haya dado lugar a una reducción sustancial del número de ataques de piratería en distintas regiones, y reconoce la necesidad de seguir trabajando con esas medidas de lucha contra la piratería, ya que esos logros son reversibles mientras las condiciones en tierra sean propicias para la actividad de los piratas en el mar.",1
"1515","Otorgó comisiones rogatorias y estipuló el tipo de medidas que debían aplicarse, especialmente la preservación del lugar del crimen.",1
"1516","En su resolución 1425 (2002), el Consejo estableció el Grupo de Expertos sobre Somalia, que fue sucedido por el Grupo de Supervisión establecido en virtud de la resolución 1519 (2003).",1
"1517","Que se celebrará el viernes 2 de mayo de 2003, a las 12.25 horas",0
"1518","En muchos entornos, las mujeres refugiadas y desplazadas internas asumen nuevas funciones, y las oportunidades de cambio positivo deben aprovecharse y apoyarse con mayor eficacia.",1
"1519","Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluido el derecho internacional aplicable en materia de derechos humanos, refugiados y derecho humanitario, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, destacando a este respecto la importante función que desempeñan las Naciones Unidas en la dirección y coordinación de esa labor,",1
"1520","A este respecto, el Consejo encomia los esfuerzos realizados hasta la fecha por la República Centroafricana, la República Democrática del Congo, la República de Sudán del Sur y Uganda para poner fin a la amenaza que representa el LRA, e insta a que se sigan desplegando esfuerzos por parte de esos países, así como de otros países de la región.",0
"1521","El Comité y la Interpol acaban de iniciar el proceso de creación y publicación de notificaciones para cada una de las personas incluidas en la lista de las Naciones Unidas.",1
"1522","Ley-Decreto No. 12/1970 sobre la ratificación y posterior promulgación del TNP por Hungría;",0
"1523","El reclamante opera un servicio ferroviario desde Dammam, en la costa oriental de la Arabia Saudita, hasta Riad.",0
"1524","Los gobiernos desempeñan el papel principal en la seguridad de las existencias militares o en la prevención de fugas de los canales oficiales de adquisición.",1
"1525","El Consejo de Seguridad alienta a los Estados Miembros a que elaboren estrategias amplias e integradas de lucha contra el terrorismo.",1
"1526","Por consiguiente, con el apoyo de la comunidad internacional y de las partes en el conflicto, la aplicación del acuerdo de cesación del fuego se llevará a cabo con seriedad.",0
"1527","No obstante, pese a la mayor atención y a los recientes acontecimientos positivos en esta esfera, siguen existiendo numerosos problemas sobre el terreno en lo que respecta a la aplicación, en particular en lo que respecta a la continua falta de claridad en torno al concepto y la puesta en funcionamiento de la protección de los civiles, los mecanismos de coordinación interna y externa, la alerta temprana y la respuesta rápida, el apoyo a las fuerzas de seguridad del Gobierno anfitrión, la capacidad de los contingentes y los recursos necesarios.",0
"1528","Otra esfera en la que la Dirección Ejecutiva considera que es posible seguir trabajando es una mayor integración de los enfoques de derechos humanos en los programas de lucha contra el terrorismo.",1
"1529","A este respecto, la disciplina de grupo es muy importante a fin de transmitir un mensaje coherente a las partes.",0
"1530","10. Decide que el mandato de la UNMIL sea el siguiente, en orden de prioridad:",0
"1531","Carta de fecha 14 de octubre de 2005 dirigida al Secretario General por el Secretario General y Alto Representante para la Política Exterior y de Seguridad Común de la Unión Europea De conformidad con lo dispuesto en la resolución 1575 (2004) del Consejo de Seguridad, adjunto el tercer informe trimestral sobre las actividades de la misión militar de la Unión Europea en Bosnia y Herzegovina (EUFOR).",1
"1532","El Gobierno de Egipto confirmó el despliegue en julio de una unidad de policía constituida, que tendrá su base en Bukavu (Kivu del Sur), en cumplimiento de las necesidades adicionales indicadas en la resolución 1843 (2008) del Consejo de Seguridad.",1
