"es_en_DEEP"	"MatConf"
"Most of these crimes were committed individually within the framework of the prevailing security chaos."	1
"Which will be held on Thursday, May 20, 2010, at 10:00 a.m."	0
"The crew members were forced to sign contracts drawn up by a Mombasa company stipulating that they agreed to work in a country declared a war zone, Somalia."	1
"The RPA continued to bomb and attack these UPDF positions to no avail and destroyed the power station on the Tshopo River from tactical bases it had established in densely populated civilian areas."	1
"Misinformation exacerbated identity-based discrimination and stigmatization, and sparked violence between and within communities."	1
"Security incidents related to UNMIS movements in Southern Sudan continued to occur during the reporting period."	1
"It has also become clear that many of the murders committed in those two days did not take place in the street but in the homes of people who intended to attend the demonstration or even of innocent civilians identified by the security forces simply by their name, their origin or by belonging to a certain group in the community."	1
"Verbal note dated January 5, 1998 addressed to the Embassy of the"	0
"The current embargo could have a greater impact on the Taliban if this were taken into account and all non-state actors in Afghanistan were prevented from purchasing weapons, with the necessary exemptions for humanitarian and other reasons authorized by the Government of Afghanistan or the Council of security."	1
"However, how to achieve this when the disregard for the Agreements and the rule of law continues, when our territory remains forcibly occupied and our people continue to be displaced from their towns and villages? Indeed, how can any possible arrangement of mutual benefit and normalization be concluded when sovereign territories are not respected or demarcated?"	1
"The Special Representative of the Secretary-General said that due to famine, the humanitarian situation in Somalia was dire and was leading to deaths and displacement on a massive scale."	1
"Details will be worked out in the future planning process."	0
"The following expressions shall have the meaning assigned to them, unless the context requires otherwise:"	0
"Al-Qaida and its affiliates use military components when they can obtain them and civilian components otherwise to build IEDs."	1
"To this end, the Department identified several key objectives for this process. One was the mandatory establishment of three committees on policy and finance, community affairs and mediation."	0
"It is with even greater concern that I must report today that, despite considerable efforts by UNAMID, the security situation in Darfur has not improved much."	0
"He also investigated road transport from those countries to northern Côte d'Ivoire."	0
"See also, for example, resolutions 1917 (2010), para. 33; 1906 (2009), para. 3; 1896 (2009), para. 11 of the preamble; 1892 (2009), paras. 7, 9 and 16 of the preamble; and 1868 (2009), para. 5 of the preamble and para. 23."	0
"a) The removal of mines in support of the demarcation and"	0
"President of the National Assembly, Secretary General of the MRND"	0
"19. The situation in the Central African Republic (August 6, 1997; August 14, 2013)."	0
"It is clear from article 33 that an agent of the security services may, under the protection of the law, torture a suspect, even to the point of causing death, if he does so in the exercise of his duties."	1
"UNMIS continues to exchange live reports and other vital information with UNAMID regarding flight restrictions imposed by the Government of Sudan over Southern Darfur and clashes between the Justice and Equality Movement and the Sudanese Armed Forces."	0
"None of the witnesses reported that leaflets were dropped or announcements were made on the radio or through tribal chiefs, or that planes were used to fly low over villages to warn civilians of an impending attack."	0
"To be held on Thursday, February 6, 2003, at 10:00 a.m."	0
"It provided detailed information on rape and abuse against children in Yemen."	1
"They do not recognize the illegal and unilateral attempt at secession by the Albanian citizens of Kosovo."	0
"In some areas, there is strong evidence of harassment, and threats by armed groups to re-recruit released minors; Furthermore, the lack of security continues to make reintegration difficult."	1
"However, as the Council was informed on 31 January, reports of bombings continue to this day and African Union observers are investigating the most recent case."	1
"As a result, 1,045 soldiers were killed and 1,452 soldiers and 692 civilians were injured."	1
"28. Declares its determination to closely monitor any situation relating to the proliferation of nuclear weapons, their delivery systems or related material, both to and from non-State actors, as defined in resolution 1540 (2004), and, as appropriate , to adopt the necessary measures to ensure the maintenance of international peace and security;"	1
"However, there are still children in the Maoist army and no progress has been made in achieving their official release; Children continue to be killed or injured in political demonstrations and by explosive devices abandoned during the conflict."	1
"The Security Council reiterates its strong support for the adoption by the General Assembly of the United Nations global counter-terrorism strategy (resolution 60/288) of 8 September 2006 and the institutionalization of the Task Force on the Implementation of Counter-Terrorism, in accordance with General Assembly resolution 64/235, to ensure the overall coordination and coherence of the activities of the United Nations system against terrorism, as well as full participation, within the framework of its mandates, of the relevant subsidiary bodies of the Security Council in the work of the Task Force and its working groups, and welcomes the adoption of resolution 64/297 by the General Assembly."	0
"In South Africa, land border crossings are connected to a central database, and all entry points have access to a central automated system that collects data on all travelers and contains watch lists that are updated periodically with the information received from law enforcement agencies."	0
"In some of these incidents the Janjaweed have contributed to the destruction, including by causing harm to civilians and committing large-scale theft during or after fighting."	1
"As of 23 June, more than 1.1 million people had crossed Libya's borders into Tunisia, Egypt, Niger, Algeria, Chad and Sudan."	0
"The proceedings related to the appellant were then closed."	0
"H. Ministry of Education 286 - 331 70"	0
"4. Permit from the Ministry of Light Industries and Commerce."	0
"The meeting was held in compliance with the decision by which the two Heads of State, namely the Hon. Mr. Abdelaziz Bouteflika, President of the People's Democratic Republic of Algeria, and His Excellency. Mr. Ibrahim Boubacar KeÃ¯ta, President of the Republic of Mali, established this mechanism as a strategic instrument for the monitoring and implementation of measures that the parties considered could promote the achievement of a peaceful and lasting solution to the problems of northern Mali. ."	0
":: Article 85 of Law V of 2006 on public company information and judicial registration procedures and voluntary dissolution;"	0
"Furthermore, the Commission considers that the fact that the rapes and other acts of sexual violence were committed mainly against three \"African\" tribes demonstrates the discriminatory intent of the perpetrators."	1
"Commander Reinado and 11 of his men had arrived in the area that morning from Aileu. They were with several civilians and 10 URP agents armed with automatic rifles."	1
"27. Recalls its decision that individuals and entities wishing to have their names removed from the List without the sponsorship of a Member State may submit such a request through the focal point mechanism established in resolution 1730 (2006);"	0
"One of them claims that MINURSO is trying to do too much; the other affirms that it does very little."	0
"The initial proceeds obtained from the sale of iron ore were not deposited in the Central Bank of Liberia, as stated in Decree No. 2."	0
"Half an hour later, three other jeeps from Chad arrived at the scene, supported by a military helicopter, and a new confrontation took place with the Sudanese military unit, in which a soldier and several civilians were injured."	1
"He said the RDC leadership had regained control and was proceeding to track down its opponents."	1
"c) Mistreatment of Eritrean prisoners of war;"	1
"States that have partially criminalized terrorist financing have yet to ensure the inclusion of all elements of Article 2 of the Terrorist Financing Convention."	1
"This decision established from that date a ban on commercial, economic, financial and transport relations, among others, with Abkhazia at the State level."	1
"The Commission also notes that the restrictions imposed in the camps on people displaced within the country, particularly women, who were terrorized with rape, murder or threats of attacks on the life and physical integrity of the person by the Janjaweed militias, represents a deprivation of physical freedom, which violates international law."	1
"For example, the Al-Qaida cell that carried out the November 2003 bombings in Istanbul had originally planned to rent a quarry to legally obtain dynamite, but later abandoned this plan and used improvised explosives instead."	1
"There was agreement that MONUC should be strengthened as soon as possible, to the level of strength required by its mandate, so that it could effectively carry out the tasks assigned to it."	1
"In many cases, militias attacking \"African\" towns and villages tend to use derogatory epithets, such as \"slaves\", \"blacks\", \"nuba\" or \"zurga\", which would imply that they see the victims as members of a group distinct."	1
"During the reporting period, there were 1 shooting, 14 robberies, 3 kidnappings and 1 demonstration. On 9 July, a UNOMIG vehicle was damaged by a stone thrown by a resident of the town of Zugdidi."	1
"The threat posed by former military personnel has decreased in the reporting period since the death of self-proclaimed leader Ravix RÃ©missainthe on 9 April (see S/2005/313, para. 16)."	1
"Furthermore, Syrian security forces have continued to carry out operations along the Syrian-Lebanese border, part of which has been mined in recent months."	1
"The population of these neighborhoods was subjected to acts of violence and extortion committed by the security forces."	1
"67. The Democratic People's Republic of Korea used its intelligence services and its land and naval forces to carry out the abductions and detentions."	1
"Gulbuddin Hekmatyar (QI.H.88.03) is primarily considered a threat to peace and security in Afghanistan."	0
"The purpose of the attacks is clear: to exterminate the moderates in Syria and eradicate our forces on the ground."	1
"However, the Commission found no evidence that these kidnappings were widespread or systematic enough to be considered crimes against humanity."	0
"To be held on Thursday, July 13, 2006, at 3:10 p.m."	0
"No document was prepared that explained the foundations of the declaration, its territorial scope, the degree of intervention of the military authorities, the powers attributed as well as the modality of cooperation between the F-FDTL and the PNTL or the decisions of the command. of field operations."	1
"Furthermore, according to the International Covenant on Civil and Political Rights, exceptions to the prohibition of the use of torture cannot be allowed even in situations of public emergency."	1
"From the fact that those who committed these acts of violence knew that they would enjoy impunity, it can be easily deduced that they were aware that these acts were part of a systematic attack against the civilian population."	1
"Having determined that the situation in the Democratic Republic of the Congo continues to constitute a threat to international peace and security in the region,"	0
"Members of the different political parties made up the Government."	0
"75. The Darfur conflict involves the Government of the Sudan and at least two armed rebel groups, the SLM/A and the JEM."	1
"The Government armed forces then proceeded to confiscate the weapons of the villagers."	1
"Regarding the massacres of detained soldiers committed by the rebels, the Commission received complaints, especially from the Government, about executions of detained soldiers committed by the rebels."	1
"i) Support, including through its political mediation work, the completion of disarmament, demobilization and reintegration activities of [national] armed groups or their effective integration into the army, which would continue to depend on their prior receipt of adequate training and equipment;"	0
"From the point of view of international criminal law, such violations of international humanitarian law undoubtedly constitute large-scale war crimes."	1
"In summary, although militia attacks against civilians did not occur on such a massive or systematic scale as in the months prior to the joint statement, they have continued and intensified recently."	1
"The situation in the Central African Republic (August 6, 1997; July 7, 2011)"	0
"The difference in reduction is disconcerting."	0
"Background The United Nations plays a vital role in the fight against global terrorism."	0
"66. Note by the Secretary-General (S/1994/254);"	0
"5. Treaty on Outer Space, ratified by Law 42/1972 on June 9, 1972."	0
"The Special Representative urged the Council to provide continued support to the Office's efforts to stop cross-border security threats in that region, such as the Lord's Resistance Army, piracy in the Gulf of Guinea, small arms trafficking and the potentially destabilizing effects of the return of many economic migrants from crisis areas (e.g. Libya)."	1
"Started on November 27, 2003. Started de novo on June 9, 2005"	0
"On a smaller scale, the FN uses the natural resources under its control to finance its military activities and obtain personal benefits. Cocoa smuggling to Ghana and Togo transits through the north, where FN units collect road traffic fees. that they control, In addition to cotton and diamonds, which are discussed below, the production of wood, gold, sugar cane and coffee contributes to the FN economy through the benefits that its military extracts from these products,"	1
"The fruit terminal is located next to the military terminal in an isolated part of the port, which is why military-type equipment is unloaded there."	1
"The bodies of five people, believed to be supporters of Mr. Coulibaly, showing gunshot wounds and signs of torture, have remained in the BouakÃ© mortuary since late December, awaiting the conclusion of criminal investigations."	1
"The Government has not adopted the necessary legislative and administrative measures to combat and prevent corruption in provisional institutions."	1
"3. Organization and structure of the Janjaweed militias"	0
"Criticism of the work of the Council and the Committee in this area risks extending to the entire sanctions regime against Al-Qaida and the Taliban and should not undermine the universal support it has enjoyed to date."	1
":: Fact-finding mechanisms should be established early enough during a crisis to contribute to the prevention of future violations;"	0
"43. Recalls its decision that the obligation on States to take the measures described in paragraph 1 of the present resolution will terminate with respect to the person, group, enterprise or entity concerned 60 days after the Committee concludes consideration of the corresponding comprehensive report of the Ombudsman, in accordance with annex II to the present resolution, in particular paragraph 7 (h), when the Ombudsman recommends that the Committee consider delisting the name, unless the Committee decides by consensus, before the end of that 60-day period, that the obligation with respect to that person, group, company or entity be maintained, it being understood that, in cases where there is no consensus, the President, at the request of a Member of the Committee, will submit to the Security Council the question of whether the name of that person, group, company or entity should be excluded from the List, for a decision on the matter within 60 days, and it is also understood that, in In such case, the obligation on States to take the measures described in paragraph 1 of this resolution shall continue for that period in relation to the person, group, enterprise or entity concerned until a decision is taken by the Security Council. on the issue;"	0
"S/RES/1834 (2008), paragraph 12 of the preamble"	0
"The joint mission met with national and international stakeholders, including civil society representatives, traditional and religious leaders, opposition parties and members of the military."	0
"The main victims of looting belonged to African tribes, and the stolen objects were often goods necessary for the sustenance and survival of those tribes."	1
"According to witnesses, the villagers fled north towards a forested area located about 5 kilometers from the village."	1
"I have the honour to inform you that, in your capacity as President of the Security Council for the month of August, the United Kingdom has planned to hold a briefing on 19 August, World Humanitarian Day. The meeting will focus on the protection of humanitarian workers, under the agenda item on the protection of civilians in armed conflict."	0
"The regime detained some 47 people; They are believed to have been forced to join regime forces."	1
"To be held on Thursday, June 16, 2005, at 3:00 p.m."	0
"The Security Council highlights the urgent need to strengthen military and police institutions in Libya."	0
"When the bombardment ended, the Janjaweed attacked the village, destroying the houses and looting the property."	1
"Close cooperation between UNOMIG and CIS peacekeeping forces continued through regular liaison visits, weekly quadripartite meetings, information exchanges and joint patrols."	0
"The population is exposed to these hazardous materials daily through the air, food, water and consumer goods."	0
"This amendment, which is in line with Article 5 of the Council of Europe Convention on the Prevention of Terrorism, would carry a sentence of 30 years in prison for the perpetrators."	1
"In the context of the possible imposition of sanctions for rape and other acts of sexual violence, the Security Council has requested relevant United Nations missions and agencies to share all relevant information with the relevant sanctions committees of the Security Council. Security."	1
"Except in a few cases, these incidents occurred without any special activity of the rebel forces justifying military intervention. This has increased the general perception among observers that the civilian population has been consciously and deliberately attacked to achieve common or particular objectives and interests of the Government and the Janjaweed."	1
"A new IMF program is expected to be implemented in the next quarter."	0
"- The criminal liability of persons or legal entities for the commission of crimes related to the financing of terrorism will be established;"	1
"The Security Council urges States, international organizations and the private sector to share evidence, information and intelligence, as appropriate, for the purposes of anti-piracy law enforcement activities, including the effective prosecution of suspected pirates and the imprisonment of convicted persons, and encourages existing and future initiatives in this regard."	0
"The figures recorded throughout the country demonstrate a decrease in the percentage of contaminated samples, from 12% in the first quarter to 5% in the last quarter of the year."	0
"Condemning all attacks against United Nations peacekeepers and humanitarian personnel, regardless of who they are, and emphasizing that those responsible for such attacks must be brought to justice."	0
"There are uncorroborated indications that money transporters carry funds obtained from ransom payments and drug trafficking from one country to another."	1
"An increase in tension was observed among the local population as a result of extortion and illegal tax collection by the de facto Abkhazian authorities."	1
"In the area of ââoperations, the principle of proportionality remains a largely subjective norm, which is based on seeking a balance between the expectation and anticipation of obtaining military advantages and the actual loss of civilian life or the destruction of property. civil character."	1
"Other States continue to use a combination of computerized and manual systems."	0
"c) Mission planning throughout the entire mission cycle, including transition planning."	0
"For its preparation, the recent evolution of the terrorist threat around the world and the knowledge on best practices in the fight against terrorism acquired by professionals in that field at the national and international level have been taken into account."	0
"The first is that some States do not seem to have done enough to implement the embargo; the second is the different interpretations that States make of their obligations; and the third is related to the scope of application of the arms embargo and its close relationship with the constantly evolving methodology used by the persons and entities to whom it applies. A. Implementation of the arms embargo"	1
"Consistent with the above, on May 15, 2012, the President of the Republic in the Council of Ministers issued Executive Decree number PCM 014-2012, in which article 1 says: \"On the official map of the Republic of Honduras with the limits Determined in the territorial administration regime are the Municipalities that border the land border with the Republic of El Salvador, among which are the following: In the Department of Ocotepeque: Ocotepeque, Sinuapa and Mercedes: in the Department of Lempira: Cololaca , Guarita, San Juan Guarita, Valladolid, la Virtud, Mapuloca, Virginia and Piraera: in the Department of IntibucÃ¡: San Antonio, Santa LucÃ­a, Magdalena and Colomoncagua: in the Department of la Paz: Santa Elena, Yarula, Murcala, CabaÃ±as, Santa Ana, Opatoro, Mercedes de Orienta and San Antonio del Norte: and in the Department of Valle: Caridad, Aramecina, GoascorÃ¡n and Alianza.\""	0
"However, I remain concerned that restrictions on the freedom of movement of United Nations military observers seeking to visit the parties' units, barracks and strongholds for verification purposes continue."	0
"These armed groups are involved in criminal activities, particularly in the illicit exploitation of natural resources, the trafficking of weapons and ammunition, smuggling, and the illegal collection of taxes."	1
"Next, he took samples from a warehouse and all production points in the factory."	0
"a) On October 14, 2002, the editors-in-chief of two newspapers close to the Popular Front of CÃ´te d'Ivoire (Notre Voie and L'Actuel) were attacked. The editor-in-chief of the newspaper Le Nouveau RÃ©veil and members of his team were physically attacked;"	1
"Strongly condemns the recruitment and use of child soldiers by parties to armed conflicts in contravention of international obligations applicable to them and all other violations and abuses committed against children in situations of armed conflict."	0
"b) Consolidate the provision of technical assistance aimed at increasing the capacity of Member States in the fight against terrorism and ensuring that these activities are aligned with the needs of the countries;"	0
"However, in the coming years there will be great uncertainty."	0
"He said ISIL was committing abuses in Iraq of \"such a scale and gravity that they could in all likelihood qualify as international crimes, which could be brought under the jurisdiction of the International Criminal Court.\""	1
"Net excess (net deficiency) of income over expenses"	0
"The rebel movements also participated in acts of looting, mainly against police stations in order to obtain weapons; On a few occasions, rebels also stole private property."	1
"Third, the Taliban have seen many mid-level and some senior leaders killed or arrested, and while there are many people who could take their place, the new commanders are younger and have less close ties to the Quetta Shura, which is therefore less able to monitor their conduct and more difficult to assert its authority over the movement as a whole."	1
"Even though former President CompaorÃ© addressed the country on the radio that same day, to announce the withdrawal of the bill and declare a state of emergency, violent protests intensified in Ouagadougou and spread beyond the capital. ."	1
"Financing The Security Council expresses deep concern that oil fields and related infrastructure controlled by ISIL, AAF and possibly other individuals, groups, companies and entities associated with Al-Qaida are generating a significant portion of the income from these groups, which serve to support their recruitment activities and strengthen their operational capacity to organize and carry out terrorist attacks."	1
"Claim adjusted to take into account material replacement and obsolescence."	0
"He has a \"special representative\" who handles drug crops on his behalf and uses his militia to protect those crops."	1
"8. In Somalia, since early 2007, many of the bombings and suicide attacks that have been committed in accordance with the practices of groups associated with Al-Qaida in Iraq or Afghanistan have been claimed by the Al-Qaida movement. Shabaab, which is not listed."	1
"However, the effectiveness of controls could be greatly improved by increasing police patrols and acquiring detection equipment, especially given the vulnerability of the subregion's borders."	1
"34. Decides to review within 18 months the implementation of the measures set out in the present resolution and make any necessary adjustments to support peace and stability in Afghanistan;"	0
"Paras. 45-49, 53-55; para. 53; paras. 33-34"	0
"Organized crime and corruption have been characterized as the greatest threats to the stability of Kosovo and the sustainability of its institutions."	1
"An agreement is expected to be reached this month."	0
"The Commission notes that crimes of sexual violence committed in Darfur can be considered rape, crimes against humanity, or sexual slavery, a crime against humanity."	1
"The Committee welcomes the fact that its Executive Directorate led the work of the Counter-Terrorism Implementation Task Force to develop a compilation of international and regional tools, standards and good practices on counter-terrorism-related border control, as well as the task of developing a framework for coordinated border security risk management."	0
"Despite the military defeat of the M23, Congolese and foreign armed groups, including the Allied Democratic Forces (ADF), the Democratic Forces for the Liberation of Rwanda (FDLR) and the numerous Mayi Mayi groups, continue to pose a threat to the civilian population. and the stability and development of eastern Democratic Republic of the Congo and the Great Lakes region."	0
":: Reconstruction of the events and whereabouts of Mr. Hariri before the explosion"	1
"In addition, human rights defenders reported cases of robberies, acts of violence and looting perpetrated by law enforcement forces and the civilian population against the inhabitants of these neighborhoods."	1
"The President briefed the Council on the Committee's deliberations at its meeting on 3 September, which considered the midterm report of the Group of Experts established pursuant to resolution 1874 (2009), issued on 1 September. August, and the update of the incident report prepared by the Group of Experts, also published on August 1, on the launch of ballistic missiles by the Democratic People's Republic of Korea in June and July 2014."	0
"- On November 27, 2014, Syrian regime forces killed Salah Iyash (Abu Mohammad), an ambulance driver, in Zebdin, eastern Ghouta, while he was on his way to assist the wounded."	1
"In this context, the European Union reminds Israel of its obligation to guarantee full and safe access to humanitarian organizations, including the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA)."	0
"It should also be remembered that despite this broad policy base, the vast majority of members of the two rebel movements came mainly from three tribes, namely the Fur, the Masalit and the Zaghawa."	1
"In accordance with rule 11 of the provisional rules of procedure of the Security Council and the note of the President dated 26 July 2010 (S/2010/507), the Secretary-General presents the following summary statement."	0
"Once the necessary tests were carried out, it was certified that none of them had contracted the virus and they were transferred to appropriate medical facilities after the end of the quarantine, on December 6."	0
"i) Take immediate measures to ensure gender equality in practice, such as providing equal access to women in public life and employment; eradicate laws, regulations and practices that discriminate against women; adopt measures to address all forms of violence against women, including domestic violence, sexual violence and sexist violence perpetrated by State agents or in State institutions, and respond immediately and effectively to trafficking in women and address the structural causes of women's vulnerability to these types of violence."	0
"To ensure his protection, MINUSTAH members took him to a police station, where he was subsequently detained and prosecuted by an investigating judge, accused of having participated in the kidnapping and murder of Mr. Roche. On August 31, Father Jean-Juste was transferred to the annex of the National Penitentiary where Mr. Neptune and the former Minister of the Interior Jocelerme Privert remain imprisoned, whose imprisonment is closely monitored by MINUSTAH, which also ensures the safety of he."	1
"These costs are summarized in table 23 below."	0
"Witness statements from many incidents published in these reports mention that the attacking forces were in uniform, but a distinction is made between the uniforms of the regular military forces and the Janjaweed."	1
"In other cases, the parties are introduced to the possibility of mediation and helped to understand its advantages."	0
"Cooperation with the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004)"	0
"To the Government of the Republic of Chad"	0
"6. Decides to entrust UNOCI with the following mandate:"	0
"It is recommended that the United Nations take the following urgent and concrete measures to help maintain and strengthen the AMISOM presence in Somalia:"	0
"The team, consisting of nine inspectors, left the Canal Hotel in Baghdad at 2:30 a.m. and headed to the Institute of Technology, located in the Zaafraniya area of ​​Baghdad."	0
"2. The situation in East Timor"	0
"The majority of children who have been linked to armed groups in Nepal have left without any measures for their recovery and reintegration, nor a framework for their protection."	0
"The Committee assured that in Baram the rebels had killed some soldiers and 13 civilians inside the local hospital."	1
"Anthony Ohemeng-Bouamah, Country Program Advisor, West Africa Division, New York"	0
"UNHCR, DAP, DPKO, WFP, UNDP, UNESCO, UNICEF"	0
"The Security Council calls upon the States of the Maghreb and the Sahel to enhance interregional cooperation and coordination in order to develop inclusive and effective strategies to combat in a comprehensive and integrated manner the activities of terrorist groups, namely Al-Qaida in the Islamic Maghreb (AQIM), the Movement for Unity and Jihad in West Africa (MUJAO) and Ansar Eddine, and to prevent the expansion of these groups, as well as to end the proliferation of all weapons and combat transnational organized crime, including drug trafficking, and in this regard takes note of the outcomes of the Conference on Border Control Cooperation in the Sahel and Maghreb, convened by the Executive Directorate and the Task Force in Rabat, as well as the outcomes of the ministerial meeting on enhancing security cooperation and the operationalization of African peace and security structures in the Sahelo-Saharan region held in Nouakchott."	0
"The Council also notes with concern that LRA attacks in the Central African Republic have reportedly taken place in locations outside the main area of ââoperations of the African Union Regional Task Force."	1
"2. Emphasizes the importance of UNIPSIL delivering, together with the United Nations country team, in accordance with their respective mandates, the objectives set out in the joint vision, including those of:"	0
":: Council Regulation (EC) No. 539/2001, of March 15, 2001"	0
"iii) Object and purpose of the clause"	0
"These are some of the examples, among multiple testimonial and material evidence, that, in the opinion of the Commission, confirm that the term Janjaweed and other terms are used interchangeably in practice to describe the militias that collaborate with the Government."	1
"g) Persons or entities that support illegal armed groups in the eastern part of the Democratic Republic of the Congo through the illicit trade of natural resources;"	1
"Paragraph 3(d) and e)"	0
"d) Political and military leaders operating in the Democratic Republic of the Congo who recruit or use children in armed conflicts in contravention of applicable international law;"	1
"Simultaneously, the clandestine resistance movement expanded throughout the country and a popular movement was reborn. On August 30, 1999, 78% of the Timorese population voted in favor of emancipation from the Indonesian administration in the people's consultation sponsored by the United Nations."	1
"The Security Council notes that several obstacles undermine efforts to ensure access by humanitarian agencies and the United Nations to people in need, including attacks on humanitarian personnel, denial of access by authorities and lack of structured collaboration with non-state agents."	1
"All stakeholders must ensure that Kosovo is a place where ethnic tolerance and multiculturalism allow for peaceful coexistence between communities."	0
"Despite this decision, destruction continues to occur."	1
"A migrant population of young combatants (regional combatants), who see war primarily as an economic opportunity, constantly crosses these borders."	1
"Accountability mechanisms have generally been introduced to address wrongdoing and ensure that established laws and procedures are applied but they often do not provide sufficient protection."	0
"The provisions of Law No. 656/2002 on the prevention and fight against money laundering coincide with those contained in Directive No. 2001/97/EC of the European Parliament and of the European Council, of December 4, 2001, by the that the European Council Directive No. 91/308/EEC on the prevention of the use of the financial system for money laundering was reformed."	0
"1) Capable of speeds of 400°/s or more, or 30°/s or less; and"	0
"a) Decides to authorize the [peacekeeping mission] to take all necessary measures, in the areas of deployment of its forces and to the extent that it considers it has the capacity to do so, in order to: ..."	1
"The unspeakable atrocities committed against inmates in the Kwanliso political prison camps are reminiscent of the horrors of the camps established by totalitarian states in the 20th century."	1
"I stand ready to work closely with the Security Council, collectively, and with key stakeholders, individually, to end this dangerous crisis, conclude the peace process quickly and restore vital humanitarian activities in Eritrea."	0
"Although the sanctions regime could force some Taliban to remain in remote areas, and the Team notes that this may be one of the reasons why some senior Taliban wish to have their names removed from the List, compliance is largely lacking. measure the preventive objective pursued by said measures."	1
"However, flows of immigrants and refugees in the region, from conflict zones in the Middle East and Africa, continue to represent a problem for immigration authorities."	1
"During the past year, the Section produced nearly 17,300 pages of translation (49% into English (particularly Arabic), 31% into Arabic and 19% into French (1% into other languages))."	0
"2. The situation in the Middle East (July 18, 1960; October 21, 2011)."	0
"In each situation, fundamental rights related to property and movement are restricted and there is a possibility that this is due to the improper continuation of Security Council sanctions."	1
"S/AC.47/2007/PE/OC.33"	0
"To date, the Committee has not been authorized to perform any additional functions in this regard."	0
"Emphasizing that in international law there are prohibitions against attacks deliberately and intentionally directed against personnel participating in a humanitarian assistance or peacekeeping mission carried out in accordance with the Charter of the United Nations, which, in conflict situations armed, constitute war crimes, and remembering the need for States to put an end to impunity for these criminal acts."	1
"The evidence indicates that these costs were incurred in August and September 1990."	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"d) Processing and scanning of administrative records: Classification, processing, scanning and data entry of administrative documents have been hampered by staff movements within the agency."	0
"Although in almost none of the incidents have Government forces participated directly in the destruction, their complicity in the attacks during which these acts of destruction were carried out and their presence at the scene are sufficient to hold them jointly responsible."	1
"The trucks had 12.7 mm DShK machine guns mounted on tripods installed in the rear and one of them was equipped with a Hound rocket launcher with which they fired on the village."	1
"Acting under Chapter VII of the Charter of the United Nations,"	0
"Furthermore, neither the characteristics nor the flight maneuvers of the planes before the attacks can in any way be interpreted as warning signs, as they were clearly part of the attacks."	1
"Of the regime's 238 attacks on Aleppo, only 14 targeted ISIL."	1
"With multilateral financing suspended, the Government of CÃ´te d'Ivoire depends on the cocoa harvest to remain solvent and pay its civil servants, including the military. Cocoa is an important source of funds for procurement unbudgeted or extra-budgetary military funds of the Government, and although the amount of cocoa income has decreased, the percentage taken from the amount available is still high,"	1
"While the Government made progress in accordance with the action plan, including the deployment of police forces, it did not fulfill its commitment to remain outside areas under the control of armed movements."	1
"Its collaboration with regional and subregional organizations should focus on facilitating the interaction of regional and national institutions to resolve implementation problems at the national level, reconciling priorities, harmonizing approaches, providing advisory and drafting services, and matching requests to offers of assistance. attendance."	0
"It is worth distinguishing universal criteria and individual (detailed) criteria."	0
"Other F-FDTL soldiers were sent to the former Peacekeeping Force building with orders to be ready."	1
"The report included a grim description of the situation in the region, characterized by more acts of violence and terrorism."	1
"Thus, taking into account the possible threat that the demonstration posed for the regime and public order, the highest authorities of the State indicated that even if the decree prohibiting the demonstrations had not been promulgated, they would not have allowed or tolerated the march. ."	1
"Certain social services provided by the timber industry, such as schools and clinics, will be lost"	0
"Notes that civilians constitute the vast majority of internally displaced persons and other vulnerable groups in situations of armed conflict, and are therefore entitled to the protection that must be provided to civilians under existing international humanitarian law."	1
"They also reiterated their serious concern regarding the problems of terrorism, piracy, hostage-taking and the serious humanitarian situation. In that context, they stressed the need for the prompt implementation of all relevant Security Council resolutions, including those to be implemented by the transitional federal institutions, as appropriate."	0
"In this regard, the Security Council urges the authorities in charge of the transition period to quickly take measures to effectively combat impunity and promote justice by prosecuting those responsible."	0
"Audit certificates were to be submitted by the officials responsible for auditing the public accounts of the relevant Member States."	0
"To be held on Tuesday, February 15, 2005, at 1:05 p.m."	0
"Other measures contributing to the polarization of the two groups include the 1987-1989 conflict over access to grasslands and water sources between nomadic Arabs and the sedentary Fur."	1
"d) The Dangerous Goods Regulations of the International Air Transport Association"	0
"\"The Security Council recalls its resolutions regarding Osama bin Laden and its condemnation of the Al-Qaida network and other associated terrorist groups for their multiple criminal terrorist acts, which pursue the objective of causing the death of numerous innocent civilians and the destruction of estate."	1
"When asked for more details, victims report that Janjaweed raiders come from Arab tribes and, in most cases, attack on horseback or camels and carry automatic weapons of various types."	1
"Seven have established in their domestic legislation their jurisdiction over the relevant crimes, five have adopted some measures to that end, and for nine States there is insufficient information on the matter."	0
"In a new show of hostility, Hamas celebrated its 27th anniversary in Gaza with a parade of 2,000 armed fighters and rockets mounted on trucks."	1
"A broader team of advisors to the European Union Police Mission has been created to provide support and technical advice on police matters."	0
"The two years of conflict had sharpened political differences and aggravated the already precarious socioeconomic conditions of the majority of the population."	1
"Four of the eight South Asian States have enacted laws to criminalize the recruitment of terrorists and prohibit the use of their territories to commit or prepare terrorist acts against other States or their citizens."	1
