"","en_es_GOOGLE","MatConf"
"1269","Si los Estados no pueden implementar las decisiones adoptadas por el Consejo en virtud del Capítulo VII de la Carta de las Naciones Unidas sin contravenir sus propias leyes, la comunidad mundial perderá el poder de tomar medidas coordinadas contra las amenazas a la paz y la seguridad internacionales.",0
"1270","412. El secuestro de personas durante los ataques de los Janjaweed y su detención en campamentos gestionados por los Janjaweed, con el apoyo y la complicidad de las fuerzas armadas del Gobierno, constituyen violaciones flagrantes de los derechos humanos y desapariciones forzadas.",1
"1271","&quot;El Consejo de Seguridad recuerda sus resoluciones relativas a Osama Bin Laden y su condena a la red Al-Qaida y otros grupos terroristas asociados por los múltiples actos criminales terroristas destinados a causar la muerte de numerosos civiles inocentes y la destrucción de bienes.",1
"1272","Si bien el número de campos de prisioneros políticos y de reclusos ha disminuido debido a las muertes y algunas liberaciones, se estima que actualmente hay entre 80.000 y 120.000 prisioneros políticos detenidos en cuatro grandes campos de prisioneros políticos.",1
"1273","Su instrucción a sus seguidores es atacar donde puedan, cuando puedan.",1
"1274","Advirtió que si las FDLR no muestran un compromiso importante antes del 2 de enero de 2015, las Fuerzas Armadas de la República Democrática del Congo (FARDC), con el apoyo de la MONUSCO, deberán iniciar operaciones militares para su neutralización.",1
"1275","CARTA DE FECHA 11 DE OCTUBRE DE 1999 DEL PRESIDENTE DEL COMITÉ DEL CONSEJO DE SEGURIDAD ESTABLECIDO DE CONFORMIDAD CON LA RESOLUCIÓN 864 (1993) DEL CONSEJO DE SEGURIDAD RELATIVA A LA",0
"1276","Para concluir, quisiéramos expresar al jefe de la UNMIT, Ameerah Haq, y a todo el personal de la misión, nuestro agradecimiento por su profesionalismo y sus esfuerzos desinteresados.",0
"1277","a) Los actos de violencia ocurridos en el Palacio de Gobierno alrededor del mediodía del 28 de abril, que provocaron dos muertos, al menos cuatro heridos por arma de fuego y otros dos heridos graves;",1
"1278","Reafirmando la necesidad de que todas las partes en un conflicto armado respeten los principios humanitarios de humanidad, neutralidad, imparcialidad e independencia a fin de garantizar la prestación de asistencia humanitaria, la seguridad de los civiles que reciben asistencia y la seguridad del personal humanitario y de las Naciones Unidas y sus asociados personal,",0
"1279","La razón es que el régimen de sanciones del Consejo de Seguridad, que sigue siendo el único vehículo para una acción verdaderamente global contra las amenazas gemelas de Al-Qaida y los talibanes, sigue adoleciendo de dos debilidades principales: las limitaciones de la Lista Consolidada y la falta de de participación de los Estados miembros.",1
"1280","115. Dos agentes desarmados de la UIR oriental fueron atacados por miembros de la multitud que se manifestaba en Gleno el 8 de mayo, como se describe en los párrafos 61 a 63 supra.",1
"1281","Todo esto requiere una lucha muy decidida contra actores informales arraigados, cuya existencia es una amenaza y un obstáculo para el pleno ejercicio de la soberanía por parte del Estado afgano.",0
"1282","Debido a una combinación de factores, incluida la discriminación basada en el género en el acceso a los recursos, la educación y el empleo, la mala atención de la salud reproductiva y la exclusión de los procesos de toma de decisiones, las mujeres refugiadas y desplazadas internas constituyen uno de los grupos más vulnerables del mundo.",1
"1283","Esas actividades criminales parecen tener un efecto dominó al alimentar el terrorismo en África y las actividades criminales que prosperan en otras regiones del mundo.",0
"1284","&quot;El Consejo de Seguridad alienta a los Estados miembros a desarrollar y mantener un sistema penal nacional eficaz y basado en el estado de derecho con disposiciones para la cooperación penal judicial en materia de extradición y asistencia jurídica mutua, en particular para acelerar, simplificar y dar prioridad a la extradición y la asistencia jurídica mutua. solicitudes en casos relacionados con el terrorismo e implementar las mejores prácticas internacionales y regionales en el campo de la extradición y la asistencia legal mutua, consistentes con el derecho internacional, en particular el derecho internacional de los derechos humanos, el derecho de los refugiados y el derecho humanitario.",0
"1285","Luego fueron trasladados a Moscú en vuelos especiales de Aeroflot.",0
"1286","Se necesitaría un batallón y medios de apoyo del cuartel general para proteger el aeropuerto de Kalemie; proporcionar un entorno seguro para el proceso electoral; vigilar el embargo de armas en el aeropuerto y los puertos del lago Tanganica-Moba; disuadir el movimiento de elementos armados de Kivu del Sur a Katanga; vigilar a los Mayi-Mayi en el norte y el centro de Katanga y alentarlos a unirse al proceso de integración o desarme, desmovilización y reintegración; y proporcionar capacidad de extracción para la MONUC y otro personal de las Naciones Unidas ubicado en el norte de Katanga y los Kasais.",1
"1287","La MINURCAT intentó visitar los lugares de los ataques, pero los dirigentes locales le negaron el acceso.",1
"1288","Un avión sobrevoló el pueblo mientras el otro bombardeaba.",1
"1289","19. Decide que el mandato de la ONUCI será el siguiente:",0
"1290","Isaac Wehyee Nyenabo (Partido Nacional Demócrata de Liberia) fue elegido Presidente Pro Tempore del Senado.",0
"1291","La fuerza policial debe estar, y debe parecer, entrenada en un ambiente políticamente neutral.",1
"1292","o El 16 de noviembre de 2014, ISIS ejecutó a 17 personas en el mercado de Tabaqa en Raqqa después de haber sido acusadas de espionaje y de trabajar con las fuerzas del régimen.",1
"1293","j) La detención injusta, el trato abusivo en las cárceles de Eritrea y el trato inhumano y las malas condiciones de alimentación y alojamiento en los campos de detención;",1
"1294","48. Según los relatos recibidos de los organizadores del G7, a los manifestantes que querían marchar se les dijo que se reagruparan en grandes zonas públicas dentro de sus municipios en su camino hacia la meseta de Abidján, la &quot;zona roja&quot;.",1
"1295","Como prioridad, la UNMIK intentará localizar y proteger documentos clave, así como libros de registro y archivos.",0
"1296","También se produjeron ataques en 2001 y 2002, pero la magnitud, intensidad y consistencia de los ataques aumentaron notablemente a principios de 2003.",1
"1297","Directrices de aplicación para la lucha contra el blanqueo de dinero y la financiación del terrorismo",1
"1298","Internet ha ayudado a Al-Qaida a lograr un mayor impacto público a partir de las relativamente pocas operaciones que ha podido ejecutar y, al hacerlo, ha anulado algunos aspectos del efecto previsto del embargo.",1
"1299","&quot;El Consejo de Seguridad reafirma su compromiso con la independencia, la soberanía, la unidad y la integridad territorial del Iraq, y destaca la importancia de la estabilidad y la seguridad del Iraq para su pueblo, la región y la comunidad internacional.",0
"1300","Estados Unidos insta a las Naciones Unidas y a la PNH a redoblar los esfuerzos de investigación.",0
"1301","b) Tipificar como delito el suministro o la recaudación intencional, por cualquier medio, directa o indirectamente, de fondos por sus nacionales o en sus territorios con la intención de que los fondos se utilicen, o a sabiendas de que se utilizarán, para llevar a cabo actos terroristas;",0
"1302","Por el patrón de daños se desprende claramente que se trató de la explosión de una carga de explosivos de gran potencia.",0
"1303","Sin embargo, es importante recordar que más allá de esas medidas de fomento de la confianza, el Gobierno de Côte d&#39;Ivoire sigue siendo responsable de la seguridad de sus ciudadanos. El 6 de septiembre, en Abiyán, el Ministro de Administración Territorial, Issa Diakite, fue atacado por un grupo de Jóvenes Patriotas.",1
"1304","Cursos de capacitación sobre el tema de explotación y abuso sexual; desarrollo de políticas y procedimientos sobre aspectos organizativos de la asistencia a las víctimas.",0
"1305","Los Estados deben fortalecer sus marcos jurídicos para tipificar como delito la fabricación, posesión y tráfico ilícitos de armas pequeñas y explosivos.",0
"1306","Bosnia y Herzegovina expresa su preocupación por el actual estancamiento político en el establecimiento de un nuevo Gobierno y la definición de un proceso claro de reforma constitucional.",0
"1307","La Comisión encontró pruebas que indicaban que las tribus árabes habían comenzado a establecerse en zonas anteriormente habitadas por los desplazados, impidiendo así aún más el eventual regreso de los desplazados.",1
"1308","16. Parece que la nueva pauta de misiones conjuntas de exploración y excavación en el marco del Subcomité Técnico es un enfoque prometedor para acelerar los avances prácticos sobre el terreno.",0
"1309","Por ejemplo, en 2009, Túnez enmendó la Ley Nº 2003-75, que tipifica como delito la incitación a cometer actos terroristas, para separar la &quot;incitación al odio&quot; y la &quot;radicalización religiosa&quot; de los delitos terroristas.",0
"1310","Por lo tanto, el papel del Consejo a la hora de proporcionar compensación a las víctimas de violaciones del derecho internacional puede ser viable y eficaz.",0
"1311","Enver Hoxhaj, de Kosovo, dijo que la independencia de Kosovo era un hecho no negociable y que las instituciones de Kosovo estaban abiertas a todos aquellos que buscaban un cambio político por medios institucionales, incluidos los políticos serbios de Kosovo en el norte de Kosovo.",0
"1312","A este respecto, la Dirección organizó, en cooperación con el Centro Internacional de Lucha contra el Terrorismo y con el apoyo de los Países Bajos, su segundo taller sobre la aplicación de la resolución 1624 (2005) en julio de 2012 en Rabat.",0
"1313","Unas 20.000 personas se han quedado sin hogar en Abidján debido a la destrucción deliberada de barrios marginales.",1
"1314","Cuando terminó, quedaban menos de 50.000 armenios en Bakú, de un total de 215.000.",0
"1315","Se declara abierta la sesión a las 9.50 horas.",0
"1316","143. En segundo lugar, el Gobierno y los dirigentes rebeldes deben hacer hincapié en los esfuerzos para prevenir los excesos, proteger a las personas en situación de riesgo y llevar ante la justicia a los responsables de los excesos.",0
"1317","Alrededor de 1,8 millones fueron desplazados por la fuerza y se convirtieron en refugiados o desplazados internos. Necesitan protección.",1
"1318","22. Si bien continúan en Kivu del Norte las operaciones conjuntas contra la Alianza de Patriotas por un Congo Libre y Soberano y la Defensa Nduma del Congo/Cheka (NDC/Cheka), la MONUSCO sigue desempeñando un papel en las zonas afectadas por el Ejército de Resistencia del Señor (LRA). zonas de la Provincia Oriental.",1
"1319","Las medidas que ha adoptado para contrarrestar la insurgencia en Darfur han violado flagrantemente el derecho internacional.",1
"1320","Indohaadde tiene un &quot;representante especial&quot; que maneja las operaciones de las granjas de drogas en su nombre y utiliza su milicia para proteger sus granjas de drogas.",1
"1321","26. En varios pronunciamientos públicos pronunciados en los últimos seis meses, los dirigentes de Hizbullah declararon que habían mejorado sus capacidades militares y tratarían de seguir haciéndolo en flagrante desafío a la resolución 1559 (2004).",1
"1322","El método de ataque (incluir una cepa virulenta de la bacteria en cartas enviadas a través del servicio postal federal) fue muy eficaz en términos de publicidad, pero un ataque importante diseñado para causar un número mucho mayor de víctimas (por ejemplo, dispersando ántrax a través de un aerosol) requeriría un grado mucho mayor de tecnología.",1
"1323","&quot;Informe del Secretario General presentado de conformidad con el párrafo 6 de la resolución 1936 (2010) (S/2010/606)",0
"1324","Según funcionarios afganos, en 2010 el número de muertes anuales causadas por actividades insurgentes fue más del 50 por ciento mayor que el año anterior y las víctimas civiles aumentaron en un tercio.",1
"1325","Según los informes, durante los ataques los Janjaweed destruyeron utensilios, equipos para procesar alimentos, recipientes de agua y otros artículos domésticos esenciales para la supervivencia de los habitantes.",1
"1326","En situaciones recientes, como las de Costa de Marfil y Libia, el Consejo acogió con agrado las comisiones de investigación establecidas por el Consejo de Derechos Humanos. Esto ha demostrado cómo las medidas concretas para mejorar la paz y la seguridad y la protección de los derechos humanos están estrechamente vinculadas.",0
"1327","360. De la información reunida y verificada por la Comisión se desprende que la violación u otras formas de violencia sexual cometidas por los Janjaweed y los soldados del Gobierno en Darfur fueron generalizadas y sistemáticas y, por lo tanto, bien pueden constituir un crimen de lesa humanidad.",1
"1328","Si bien cree que el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo tiene un papel importante que desempeñar, debe reconocerse que los comités antiterroristas del Consejo han profundizado su labor sobre la cuestión y la han hecho más eficaz mediante regímenes de presentación de informes, misiones de evaluación y la facilitación de asistencia técnica.",0
"1329","Las fuerzas de seguridad sirias habían cometido una serie de violaciones del derecho internacional humanitario y de los derechos humanos. Algunas de esas violaciones podrían constituir crímenes de guerra y crímenes de lesa humanidad.",1
"1330","Las mujeres y los niños fueron separados de los hombres, confinados en un área alrededor de la mezquita y luego sus captores se los llevaron para violarlos.",1
"1331","realizar funciones y servicios de carácter civil según lo dispuesto en el artículo 33; y",0
"1332","Al aprobar una operación de las Naciones Unidas, el Consejo debería tener en cuenta el papel esencial de la policía militar y civil para ayudar a estabilizar las situaciones de crisis y mantener la seguridad.",0
"1333","También capacitó al personal del Banco Central en materia de supervisión de la lucha contra el blanqueo de dinero y la financiación del terrorismo basada en el riesgo.",0
"1334","Además, los obstáculos procesales limitan el acceso de las víctimas a la justicia.",1
"1335","En el marco del proyecto de agentes no estatales de la UNIPSIL, la Comisión siguió desempeñando un papel clave en la ejecución de programas para desarrollar la capacidad de mitigación y resolución de conflictos de los partidos políticos, incluidas sus secciones de mujeres y jóvenes.",0
"1336","Ningún Estado implementa medidas adecuadas para salvaguardar a las organizaciones sin fines de lucro del financiamiento del terrorismo.",1
"1337","La víctima fue separada del grupo, le vendaron los ojos, la arrojaron al suelo boca arriba y la violaron.",1
"1338","Contrarrestar los discursos terroristas y el extremismo violento",0
"1339","Exhortando a los Estados a que cooperen plenamente con el Comité contra el Terrorismo (CTC) establecido en virtud de la resolución 1373 (2001), incluida la recientemente creada Dirección Ejecutiva del Comité contra el Terrorismo (CTED), el &quot;Comité de Sanciones contra Al-Qaida y los talibanes&quot; establecido en virtud de de conformidad con la resolución 1267 (1999) y su Equipo de Apoyo Analítico y Vigilancia de Sanciones, y el Comité establecido en virtud de la resolución 1540 (2004), y exhortando además a esos órganos a mejorar la cooperación entre sí,",0
"1340","Su disciplina y porte han sido de alto nivel, reflejando crédito para ellos mismos, para sus países y para las Naciones Unidas.",0
"1341","Decide que el mandato de [la Misión] se reforzará y actualizará de la siguiente manera: Promoción y protección de los derechos humanos: -- Ayudar a fortalecer las capacidades del sistema judicial, incluidos los mecanismos de justicia de transición, y de las instituciones nacionales de derechos humanos y ayudar con los esfuerzos de reconciliación nacional;",0
"1342","El Representante Especial dijo que los recientes avances territoriales contra ISIL demostraban que la estrategia, con apoyo militar internacional, estaba avanzando.",1
"1343","También deberían abolirse las inmunidades que actualmente disfrutan otros funcionarios públicos, como los miembros de la policía, por violaciones de derechos humanos.",1
"1344","Estaciones de agua o El 23 de noviembre de 2014, ISIS detonó un coche bomba cerca de una planta de purificación en la aldea de Midan, Hasakeh, dañando gravemente la planta. Plantas de energía",1
"1345","V. OTRAS CUESTIONES 113 - 114 23",0
"1346","El ataque fue llevado a cabo principalmente por militares. El pueblo árabe fue el que robó.",1
"1347","83. El Coronel Reis condujo a los agentes de la PNTL a pie desde su cuartel general hacia la intersección del Ministerio de Justicia. Llevaba la bandera de las Naciones Unidas.",1
"1348","Al-Qaida y sus afiliados utilizan tanto componentes militares cuando pueden asegurarlos como componentes civiles para construir artefactos explosivos improvisados.",1
"1349","I. Mandato de la misión",0
"1350","En consecuencia, se han recuperado 317 restos mortales del territorio iraquí. Se han identificado los restos de 232 prisioneros de guerra kuwaitíes encontrados en territorio iraquí (se han identificado otros cuatro prisioneros en el lugar de enterramiento de Sabhan en Kuwait). Para información.",1
"1351","2. La situación en Oriente Medio.",0
"1352","Las redes terroristas forjadas en los conflictos actuales podrían representar una amenaza en las próximas décadas.",1
"1353","9. Felicita a las autoridades libanesas por las valientes decisiones que ya han adoptado en relación con la investigación, incluso por recomendación de la Comisión, en particular la detención y acusación de ex funcionarios de seguridad libaneses sospechosos de estar implicados en este acto terrorista, y alienta a los libaneses que las autoridades persistan en sus esfuerzos con la misma determinación para llegar al fondo de este crimen;",1
"1354","También abordó los peligrosos brotes de violencia en el Líbano entre las Fuerzas Armadas Libanesas y los pistoleros de Fatah al-Islam alrededor de los campos de refugiados palestinos.",1
"1355","Además, uno es sospechoso de haber participado en la detención ilegal de civiles y dos son sospechosos del asesinato de civiles, que constituyen crímenes contra la humanidad.",1
"1356","La terminal de frutas está situada al lado de la terminal militar, en una zona aislada del puerto marítimo, por lo que allí se descargan equipos de tipo militar.",1
"1357","También señaló que los actos de terrorismo se definían como delitos comunes y se trataban con arreglo a procedimientos penales estándar, en lugar de normas especiales o tribunales especiales.",0
"1358","Reconociendo que el desarrollo, la seguridad y los derechos humanos se refuerzan mutuamente y son vitales para un enfoque eficaz e integral de la lucha contra el terrorismo, y subrayando que un objetivo particular de las estrategias de lucha contra el terrorismo debe ser garantizar una paz y una seguridad sostenibles,",0
"1359","Después de ser violadas, a algunas de las mujeres no les devolvieron la ropa y las obligaron a permanecer desnudas.",1
"1360","10. Puede obtenerse más información sobre la aplicación por Nueva Zelanda de las sanciones del Consejo de Seguridad, incluida una copia electrónica del Reglamento de Sanciones de las Naciones Unidas (Libia) de 2011, en http://mfat.govt.nz/Treaties-and-International-Law /09-Sanciones-del-Consejo-de-Seguridad-de-las-Naciones-Unidas/index.php.",0
"1361","Se seleccionaron mujeres para 92 de los 600 puestos.",0
"1362","Incluso en esos Estados, la Dirección Ejecutiva ha observado que se debe prestar atención a cuatro áreas clave del gobierno: fortalecer los sistemas de control fronterizo; desarrollar la capacidad de los sistemas de justicia penal para garantizar el funcionamiento del estado de derecho; mejorar la coordinación y el intercambio de información entre los organismos nacionales pertinentes; y el fortalecimiento de la cooperación institucional transfronteriza con los Estados vecinos- parecen tener un impacto muy significativo en las capacidades de lucha contra el terrorismo. Esto es cierto incluso cuando el desarrollo en otros sectores sigue siendo relativamente limitado.",0
"1363","7. Solicita al Secretario General que, una vez aprobada la presente resolución y actuando en estrecha consulta con el Comité, nombre, de conformidad con las normas y procedimientos de las Naciones Unidas, no más de ocho miembros del Equipo de Vigilancia, incluido un coordinador, que demuestren una o más de las siguientes áreas de especialización relacionadas con actividades de la organización Al-Qaida y/o los talibanes, incluidas: lucha contra el terrorismo y legislación conexa; financiación del terrorismo y transacciones financieras internacionales, incluida la experiencia técnica bancaria; sistemas alternativos de envío de remesas, organizaciones benéficas y uso de mensajería; control fronterizo, incluida la seguridad portuaria; embargos de armas y controles de exportación; y tráfico de drogas;",0
"1364","Insta a los Estados y a todas las demás partes en un conflicto armado a hacer todo lo posible para prevenir violaciones del derecho internacional humanitario contra civiles, incluidos periodistas, profesionales de los medios de comunicación y personal asociado.",0
"1365","El artículo 75 del Estatuto establece que la Corte puede dictar una orden directamente contra una persona condenada especificando reparaciones apropiadas para las víctimas o respecto de ellas, incluidas la restitución, la indemnización y la rehabilitación.",1
"1366","Por ejemplo, la Comisión concluyó que en numerosas ocasiones el término Janjaweed fue utilizado por las víctimas y miembros de las autoridades para describir a hombres concretos que habían nombrado líderes de ataques contra aldeas en las que se mataba a civiles y se cometían violaciones.",1
"1367","9. A finales de agosto, el personal que prestaba servicio en el Cuerpo de Protección de Kosovo (KPC) era de 3.029 miembros activos, incluidas 157 minorías.",1
"1368","485. Es decepcionante que los comités se limitaran al delito de violación y no procesaran casos en los que se denunciaban otras formas de abuso sexual, incluida la tentativa de violación.",1
"1369","Al mismo tiempo, los otros elementos cruciales de este proceso de creación de instituciones son el fortalecimiento del estado de derecho mediante el aumento de la eficiencia, la imparcialidad y el funcionamiento general del sistema judicial, y el fortalecimiento de las instituciones encargadas de hacer cumplir la ley a fin de frenar la delincuencia organizada y la violencia étnica y llevar todos los criminales ante la justicia.",0
"1370","Dijeron que después de los combates había muchos cadáveres de soldados del Gobierno y del MPCI que habían sido enterrados en una fosa común.",1
"1371","(b) Impedir la entrada o el tránsito por sus territorios de estas personas, siempre que nada en este párrafo obligará a ningún Estado a negar la entrada o exigir la salida de sus territorios de sus propios nacionales y este párrafo no se aplicará cuando la entrada o el tránsito es necesario para el cumplimiento de un proceso judicial o el Comité determina caso por caso únicamente que la entrada o el tránsito está justificado;",1
"1372",":: 22 de agosto de 2005, tres personas resultan heridas en una explosión en un garaje cerca del hotel Promenade en la zona de Al-Zalqa, al norte de Beirut.",1
"1373","Diferentes facciones de Jantantrik Terai Mukti Morcha, Madhesi Mukti Tigers y otros grupos armados participaron en secuestros, asesinatos, extorsión e intimidación.",1
"1374","En la estrategia de conclusión adjunta se proporcionan proyecciones adicionales.",0
"1375","2. Al menos un eje de mezcla/amasado montado descentrado;",0
"1376","200. El Sr. Yeaten está en posesión de cinco pasaportes liberianos (dos diplomáticos y tres ordinarios, dos de los cuales le fueron entregados en blanco).",0
"1377","Cada pago de rescate fomenta nuevos secuestros, creando un círculo vicioso de estímulo y financiación para AlQaida y sus afiliados.",1
"1378","Todas las centrífugas instaladas son máquinas IR-1.",0
"1379","Se avanzarían en la investigación y el análisis de políticas sobre una variedad de cuestiones, incluida la prevención de conflictos y los mecanismos de alerta temprana.",0
"1380","(1 de julio de 2010 al 30 de junio de 2011)",0
"1381","Unidades especiales de policía aplicaron medidas especiales de protección en zonas de comunidades minoritarias, además de brindar seguridad para eventos importantes, protección esencial para la fundición de plomo de Zvecan, las instalaciones de la UNMIK y el tribunal de Mitrovica, con personal internacional.",0
"1382","El Gobierno interpreta que esto se limita a sus zonas económicas exclusivas.",0
"1383","Se les recompensa por informar sobre conciudadanos sospechosos de haber cometido tales &quot;delitos&quot;.",1
"1384","118. Algunas otras circunstancias que deben tenerse en cuenta respecto de la fase de planificación del crimen son las medidas de vigilancia contra el Sr. Hariri emprendidas por las Fuerzas de Seguridad Internas y las escuchas telefónicas del Sr. Hariri por parte del Servicio de Inteligencia Militar (véase la sección titulada &quot;Escuchas telefónicas de Hariri&quot; ).",1
"1385","2. Un segundo grupo, integrado por siete inspectores, salió del Hotel Canal a las 9.00 horas y se dirigió a la planta depuradora de agua de Dawrah, filial del Departamento de Agua de Bagdad.",0
"1386","Desde que comenzó la campaña a finales de 2013, UNICEF ha proporcionado 34 millones de dosis de vacuna oral contra la polio para contener el brote en la República Árabe Siria.",0
"1387","79. Se produjo un revuelo menor después de que Serbia anunciara que el proyectado gasoducto Southern Stream también podría servir a la República Srpska.",0
"1388","Acogiendo con beneplácito y apoyando las medidas adoptadas para concertar tratados sobre zonas libres de armas nucleares y reafirmando la convicción de que el establecimiento de zonas libres de armas nucleares internacionalmente reconocidas sobre la base de acuerdos concertados libremente entre los Estados de la región interesada y de conformidad con las directrices de la Comisión de Desarme de las Naciones Unidas de 1999, mejora la paz y la seguridad mundiales y regionales, fortalece el régimen de no proliferación nuclear y contribuye a la realización de los objetivos del desarme nuclear,",0
"1389","Es interesante observar que algunos de estos grupos armados pueden estar obteniendo sus armas desde la propia República Democrática del Congo, como señaló el Secretario General en su decimonoveno informe sobre la MONUC (S/2005/603) al Consejo de Seguridad. Concejo.",1
"1390","o El 3 de noviembre de 2014, aviones de combate del régimen atacaron la mezquita del Orfanato Islámico en Al Waer, Homs, causando grandes daños a la mezquita.",1
"1391","Estamos convencidos de que una pronta conclusión de estas conversaciones, con la firma de un acuerdo de paz integral y definitivo, facilitará en gran medida los esfuerzos para combatir el terrorismo y el crimen organizado transnacional en nuestra región.",0
"1392","La República Popular Democrática de Corea utiliza además la propaganda para incitar al odio nacionalista hacia los enemigos oficiales del Estado, incluidos el Japón, los Estados Unidos de América y la República de Corea, y sus nacionales.",1
"1393","En primer lugar, es importante tener en cuenta dos deseos igualmente legítimos: por un lado, la exigencia de las minorías de vivir en condiciones de seguridad, de tener las mismas oportunidades de desarrollo económico, de tener el mismo acceso a los servicios sociales y a la educación y a ejercer el derecho de devolución; por otro, la voluntad de la mayoría de la población de ejercer su derecho a la autodeterminación.",0
"1394","Los avances en esta esfera permitirán que los centros de seguridad pública de la República Srpska y la administración de policía del Ministerio del Interior de la Federación de Bosnia y Herzegovina funcionen utilizando una metodología fiscal mejorada el próximo año.",0
"1395","Sin embargo, es necesario adoptar nuevas medidas para tipificar como delito la fabricación, la posesión y el tráfico ilícitos de armas pequeñas y ligeras, así como de explosivos.",1
"1396","Ambos países fueron declarados libres de transmisión del Ébola los días 17 y 20 de octubre, respectivamente.",0
"1397","A este respecto, en una carta de fecha 1 de agosto de 2008 dirigida al Presidente del Consejo de Seguridad, el Comité transmitió sus recomendaciones al Consejo de Seguridad relativas a la imposición de medidas selectivas contra personas y entidades designadas por el Comité.",0
"1398","h) Continuar intensificando los esfuerzos para crear conciencia entre los parlamentarios y otras autoridades de alto nivel;",0
"1399","El Consejo recuerda la importancia que concede al fin de la impunidad y a la justicia por los crímenes cometidos en Darfur.",0
"1400","Los miembros del consejo estaban preocupados por los informes de una ofensiva de las fuerzas armadas del Congo en la provincia de Ecuador y pidieron el fin inmediato de los combates y que todas las partes actuaran con moderación.",1
"1401","En Darfur occidental, por ejemplo, las fuerzas rebeldes atacaron una comisaría de policía en Tongfuka en octubre de 2003.",1
"1402","No debemos subestimar la amenaza que plantean en el Afganistán las actividades desestabilizadoras de los talibanes y Al Qaeda.",0
"1403",":: 2 de junio de 2005, el periodista Samir Kassir muere al explotar su coche en el este de Beirut.",1
"1404","Al 20 de marzo de 2008, la suma adeudada por las instalaciones médicas ascendía a 88.648 dólares.",0
"1405","La Comisión recomienda además que de las personas que recibieron las armas de las F-FDTL los días 24 y 25 de mayo, sólo se procese a quienes las utilizaron en actividades delictivas posteriores.",1
"1406","La situación en Timor Oriental (véanse S/11593/Add.50 y 51; S/11935/Add.15 y 16; y S/1999/25/Add.17, 22, 25, 30, 33 a 36, 42 y 50)",0
"1407","La cooperación y la coordinación en los controles fronterizos entre Estados contiguos son especialmente importantes para proporcionar vigilancia y cobertura efectivas a lo largo de fronteras extensas, abiertas y porosas.",0
"1408","El Consejo emitió un comunicado de prensa el 26 de julio condenando el ataque terrorista contra la Fuerza Provisional de las Naciones Unidas en el Líbano (FPNUL), en el que resultaron heridos seis cascos azules de las Naciones Unidas procedentes de Francia. Cuestiones temáticas y de otro tipo",0
"1409","b) Abordar las deficiencias en la penalización de la financiación del terrorismo y la congelación de activos terroristas, y fortalecer la supervisión del sector sin fines de lucro y los sistemas de remesas alternativos;",0
"1410","Solicita al Secretario General que siga ayudando al Gobierno [del país afectado] a desarrollar las instituciones de seguridad de transición, incluidas la fuerza policial [nacional] y la fuerza de seguridad nacional, y que siga apoyando al Gobierno [del país afectado] ] en el desarrollo de una estrategia de seguridad nacional, que refleje el respeto por el estado de derecho y la protección de los derechos humanos, incluidos planes de desarme, desmovilización y reintegración (DDR), justicia y capacidades penitenciarias, así como el marco legal y político para la funcionamiento de sus fuerzas de seguridad, incluidos mecanismos de gobernanza, investigación y supervisión.",0
"1411","Le agradecería que tuviera a bien distribuir el texto de la presente carta y su anexo como documento del Consejo de Seguridad.",0
"1412","Citando un ejemplo, se informó a la Comisión de que, durante un ataque a Kutum, en Darfur septentrional, el 1º de agosto de 2003, los rebeldes atacaron el tribunal penal y las casas de los jueces y saquearon su contenido.",1
"1413","El Representante Especial del Secretario General dijo que, debido a la hambruna, la situación humanitaria en Somalia era terrible y estaba provocando muertes y desplazamientos en escala masiva.",1
"1414","Fueron puestos en libertad inmediatamente y han regresado al servicio activo, en violación de las normas del servicio militar. El 28 de julio, cada una de las viudas de los ocho agentes de policía nacionales asesinados recibió 2.500 dólares, según lo ordenado por el Tribunal de Distrito de Dili en su sentencia de diciembre de 2007.",1
"1415","Como se mencionó anteriormente, la legislación de extradición de Lesotho es bastante antigua y se están tomando medidas para revisarla.",0
"1416","14 Fuerzas Terrestres (artillería) – 117.587.631 dólares",0
"1417","8. Si bien Al-Qaida como organización no se ha desarrollado y sus principales dirigentes no han podido centrar a sus partidarios en cuestiones operacionales clave ni guiarlos hacia medidas concretas, Al-Qaida como movimiento ha seguido floreciendo, inspirada por un mensaje general de resistencia a la injusticia real o percibida.",1
"1418","43. No proliferación (29 de marzo de 2006; 10 de diciembre de 2010).",0
"1419","Embajador Zalmay Khalilzad (Estados Unidos de América)",0
"1420","Sin lugar a dudas, cómo mejorar la situación de seguridad es el mayor desafío que enfrenta ahora Irak. Determinará el curso futuro del desarrollo político, económico y social en Irak.",0
"1421","Todos los miembros del Consejo apoyaron el cese de las hostilidades.",0
"1422","Sería negligente por parte del Consejo no utilizar esos instrumentos si las circunstancias así lo exigen.",0
"1423","La relación entre estos dos partidos se había deteriorado a mediados de 1975. El 11 de agosto de 1975, la UDT lanzó un ataque armado preventivo contra el FRETILIN. El contraataque se lanzó el 20 de agosto de 1975. Esta fecha se conmemora ahora como el día de la fundación de las Fuerzas Armadas para la Liberación Nacional de Timor Oriental (FALINTIL).",1
"1424","La congelación de activos puede limitar a los financiadores del terrorismo, limitando su acceso al sistema bancario formal y limitando su posibilidad de asociarse con entidades comerciales legítimas.",1
"1425","60. Los avances en la reforma del sector forestal han sido lentos.",0
