"","en_ar_TRANSFORMERS","VerConf"
"858","١٥١- ويعتقد آخرون، مثل الفريق العامل، مع تسليمهم بمزايا مثل هذه التدابير بالنسبة لإنفاذ القانون، أن إدخال التنظيم الإلزامي يمكن أن ينتهك حقوق الإنسان الأساسية.",1
"859","عملا بالمادة 15 من النظام الداخلي المؤقت لمجلس الأمن، يود الأمين العام الإفادة بأنه تلقى رسالة مؤرخة 10 كانون الثاني/يناير 2014 من الممثل الدائم لشيلي لدى الأمم المتحدة تفيد بتعيين السيد باتريسيو أغيري ممثلا مناوبا لشيلي في مجلس الأمن.",0
"860","قرار مجلس الأمن 2062 (2012)، الفقرة 13 من المنطوق",0
"861","وبطبيعة الحال، نشعر بقلق بالغ إزاء الحالة في ولايتي جنوب كردفان والنيل الأزرق، نظرا لقربهما الجغرافي من بلدنا.",1
"862",":: يندرج تصدير السلع ذات الاستخدام المزدوج في نطاق السياسة التجارية المشتركة للجماعة الأوروبية، وبالتالي في نطاق الاختصاص التشريعي للجماعة الأوروبية.",0
"863","وجلبت هذه الصادرات مبلغ 793.33 369 دولاراً إلى خزينة ليبريا (المرفق الرابع).",0
"864","رسالة من الأمين العام من الأمانة العامة",0
"865","43 - الحالة في غينيا - بيساو (6 تشرين الثاني/نوفمبر 1998؛ 26 آذار/مارس 2008).",0
"866","وعلى الرغم من أن فترة الحملة الرسمية لم تبدأ بعد، فقد أعربت أحزاب المعارضة والمجتمع المدني عن قلقهم إزاء تعطيل السلطات الوطنية، ولا سيما الشرطة، لأنشطتها السياسية.",1
"867","ثالثا، في العديد من الحالات، اعترف مجلس الأمن بأن الانتهاكات الخطيرة لحقوق الإنسان والقانون الإنساني الدولي تشكل تهديدات محتملة للسلم والأمن.",1
"868","قرار مجلس الأمن 1906 (2009)، الفقرة 12 من المنطوق",0
"869","غير أنه لضمان استمرار هذا البرنامج الشامل للإجراءات المتعلقة بالألغام، طُلب تمويل إضافي من المانحين لعام 2008.",0
"870","وأقر أحد المتكلمين بأن عمل المجلس قد تغير تغيرا هائلا على مدى السنوات الخمس عشرة الماضية، ولاحظ أن الاتجاه كان نحو مزيد من الانفتاح.",0
"871","وتؤيد اللجنة أيضا التوصية بتوجيه طلبات الحصول على المعلومات بمزيد من الدقة إلى الدول التي يعمل فيها أو يسعى فيها فرد أو كيان مدرج في القائمة إلى العمل، دون فرض عبء إبلاغ ثقيل للغاية على تلك الدول.",0
"872","إن معظم الناس في المنطقة يرفضون عن حق العودة البسيطة إلى الوضع الذي كان قائما من قبل، لأن أي هدنة تقوم على هذه النتيجة المحدودة لا يمكن أن يتوقع لها أن تستمر.",1
"873","ومن المرجح أن تتفاقم المناقشة السياسية، مع وجود العديد من التحديات المتصلة بالانتخابات في المحاكم.",1
"874",":: الاتفاقية الخاصة بالجرائم وبعض الأفعال الأخرى المرتكبة على متن الطائرات، منذ 13 تشرين الثاني/نوفمبر 1978؛",0
"875","وتضم ثلاث زنزانات محتجزين اثنين في كل زنزانة، في حين لا يوجد في سبع زنزانات سوى محتجز واحد في كل زنزانة.",1
"876","ويذكر التقرير عددا من الحالات، ولا سيما في قطاع الأمن، التي تثير قلقا بالغا.",1
"877","49 - ولا يزال هناك العديد من التحديات في مجال مكافحة الإفلات من العقاب، لا سيما بالنظر إلى محدودية قدرة السلطات القضائية المدنية والعسكرية على إجراء تحقيقات مستقلة وشاملة وتوفير الحماية للضحايا والشهود.",1
"878","دراسة لحيوان جديد - 822 044 2 دولاراً من دولارات الولايات المتحدة",0
"879","وتؤدي قيادة العمليات التابعة للقوة الدولية للمساعدة الأمنية، التي تتألف من شخصين من ألمانيا وهولندا، مركز تنسيق عمليات القوة الدولية للمساعدة الأمنية، دور المركز الأعلى لمقر القوة.",0
"880","80 - أوصى الفريق في تقريره العاشر بأن تطلب اللجنة، من أجل زيادة دقة القائمة وأثر الإدراج في القائمة، عند الاتصال بدولة الإقامة في سياق الاستعراض، جميع المعلومات عن مكان وجود الطرف وظروفه ونشاطه، مشفوعة بملاحظة عن أي تدابير إضافية متخذة لمنع دعمه للإرهاب (S/2009/502، الفقرة 24).",0
"881","15 - وقد نشأ خطر خاص من خلال زيادة استخدام الجماعات الإرهابية والأفراد الإرهابيين لتكنولوجيات المعلومات والاتصالات الجديدة في عمليات التجنيد والتحريض وجمع الأموال، عبر الحدود الدولية في كثير من الأحيان.",1
"882","ويعد جمع معلومات دقيقة وموثوقة وموضوعية في الوقت المناسب عن العنف الجنسي المرتبط بالنزاعات أمرا حاسما في تكييف استجابات المجلس، فضلا عن تعزيز الإجراءات الرامية إلى منع العنف الجنسي.",1
"883","وأدان الشركاء الدوليون والمدافعين عن حقوق الإنسان بالإجماع قرار الحكومة طرد مدير مكتب الأمم المتحدة المشترك لحقوق الإنسان عقب نشر تقرير حقوق الإنسان عن الانتهاكات التي يُزعم أن الشرطة ارتكبتها أثناء عملية ليكوفي.",1
"884","1 - تتألف الدوائر مما يلي:",0
"885","وأود أيضا أن أؤكد من جديد أن الأعضاء الأربعة في القوات المسلحة التيمورية الذين أدينوا بالقتل الخطأ في إطلاق النار على ثمانية من ضباط الشرطة الوطنية لتيمور - ليشتي الذين قتلوا في عام 2006، وقد صدر عفو عن واحد منهم وتم تخفيف العقوبة على ثلاثة منهم، لم يدفعوا بعد التعويضات التي أمرت بها المحكمة لأرامل الضحايا.",1
"886","وما يتعين على الجميع القيام به هو رفض الأصوات المتطرفة التي تجد العزاء في الطرق القديمة والتي تعتقد أنه من المستحيل للصرب والألبان تطبيع علاقاتهم عن طريق التوصل إلى حل توفيقي تاريخي.",1
"887","ومن الواضح أن السكان لا يتطلعون فحسب، بل يطالبون أيضا بأن تحقق حكومات أكثر تعددية وتمثيلا فوائد ملموسة للمواطنين.",1
"888","ولذلك ستحيل اللجنة التوصيات إلى لجنة مكافحة الإرهاب المنشأة عملا بالقرار 1373 (2001).",0
"889","1 - تعرب عن إدانتها القوية لجميع أشكال العنف، بما فيها القتل والاغتصاب والاعتداء الجنسي والترهيب والسطو المسلح والاختطاف وأخذ الرهائن والاختطاف والمضايقة والاعتقال والاحتجاز غير المشروعين التي يتعرض لها على نحو متزايد المشاركون في العمليات الإنسانية، بما في ذلك، في جملة أمور، القتل والاغتصاب والاعتداء الجنسي والتخويف والسطو المسلح والاختطاف وأخذ الرهائن والاختطاف والمضايقة والاعتقال والاحتجاز غير المشروعين التي يتعرض لها على نحو متزايد المشاركون في العمليات الإنسانية، وكذلك الهجمات التي تشن على قوافل المساعدة الإنسانية وأعمال التدمير والنهب التي تتعرض لها ممتلكاتهم؛",1
"890","16 - وفي 17 آذار/مارس، أصدرت مجموعة الـ 7 مذكرة قدمت فيها شكاوى ضد رئيس الجمهورية وحددت فيها العقبات والصعوبات التي ينبغي معالجتها من أجل دفع عملية السلام إلى الأمام.",1
"891","وتحث الولايات المتحدة الأمم المتحدة والشرطة الوطنية الهايتية على مضاعفة جهود التدقيق.",1
"892","2 - يعرب عن اعتزامه، حسب الاقتضاء، دعوة أطراف الصراع إلى اتخاذ ترتيبات خاصة لتلبية احتياجات النساء والأطفال وغيرهم من الفئات الضعيفة من الحماية والمساعدة، بما في ذلك عن طريق تعزيز ”أيام التحصين“ وغيرها من الفرص لتقديم الخدمات الأساسية الضرورية بأمان ودون عوائق.",0
"893","إن المفهوم المتعدد الأعراق لكوسوفو وميتوهيا الوارد في التقرير قد تم التخلي عنه تماما، وهو ما يتجلى بشكل خاص في إنشاء النظام القضائي في كوسوفو وميتوهيا )الفقرة ٥٧(.",1
"894","وأُعرب أيضا عن القلق الشديد إزاء ما أُبلغ عنه من بيانات وشعارات تهديدية ضد موظفي الأمم المتحدة والموظفين الدوليين خلال المظاهرات الأخيرة في أبيدجان.",1
"895","إن الوضع على أرض الواقع يبعث على القلق أيضا من الناحية الإنسانية، ويؤكد الأمين العام أن العراق يمر بأزمة كبرى، مشيرا إلى أن الحالة مستمرة في التدهور.",1
"896","وأظهرت الحادثة التي وقعت في شمال ميتروفيتشا بوضوح أنه على الرغم من ولاية مجلس الأمن المتعلقة بإعادة تشكيل بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو، فإن بعثة الاتحاد الأوروبي تبتعد بشكل متزايد عن مبدأ المركز المحايد، الذي يقوض مكانة ذلك الوجود الدولي.",1
"897","وفي ذلك المساء، أصدر ضابط شرقي من الشرطة الوطنية لتيمور - ليشتي إعلاناً إذاعياً يُلقي باللائمة على القائد العام مارتينز ونائب القائد بابو لوفاة ضابط الوحدة.",1
"898","ولم تتمكن "" شاه "" إلا من تقديم التفاصيل الأساسية التالية للمشاريع الستة.",0
"899","وفي آذار/مارس 2009، عندما صدر أمر إلقاء القبض على الرئيس عمر البشير، توقع البعض أن هذا الأمر القضائي الصادر ضد رئيس الدولة في السودان من شأنه أن يدمر آفاق تنفيذ اتفاق السلام الشامل لعام 2005.",1
"900","25 - انخفض اختطاف الأطفال للأغراض العسكرية التي اتسمت بها فترة الصراع انخفاضا كبيرا خلال الفترة المشمولة بالتقرير.",0
"901","79 - ويلزم بذل المزيد من الجهود المتضافرة لوقف الانتهاكات الجسيمة المستمرة لحقوق الإنسان التي ترتكبها الجماعات المسلحة والقوات المسلحة لجمهورية الكونغو الديمقراطية ضد المدنيين في إيتوري وكيفو الشمالية وكاتانغا الوسطى والشمالية، والتي تقوض بشكل خطير الجهود الرامية إلى تحقيق الاستقرار في هذه المناطق وتؤثر على تنظيم الانتخابات.",0
"902","(ب) أنها لم تأخذ في الاعتبار الرصيد الافتتاحي البالغ 1.97 مليون دولار، الذي كان متاحا للحكومة الانتقالية الوطنية في 1 تموز/يوليه 2005؛",0
"903","69 - ويستأثر الفحم بنسبة 99.7 في المائة من ضرائب التصدير المحصلة في ميناء كيسمايو، في حين يمثل الخردة نسبة 0.3 في المائة المتبقية.",0
"904","وشاغلنا الرئيسي في ذلك الصدد هو أنه، وفقا للتقرير، لم يتم بعد تنفيذ أي من المعايير الأولية الثمانية تنفيذا كاملا.",1
"905","2 - الحالة في الشرق الأوسط",0
"906","483- ورفضت اللجان عدداً كبيراً جداً من الحالات لأن استجوابها للضحايا يكشف أن الجريمة المشتكى منها لا ترقى إلى درجة الاغتصاب، لأن الإيلاج لم يحدث، أو لأن أصحاب الشكوى خلطوا المصطلح العربي للاضطهاد مع مصطلح الاغتصاب وقدموا خطأ شكاوى من أشكال أخرى من الاعتداء أو العنف، مثل الضرب.",1
"907","وأخيرا، هناك حاجة ملحة إلى قيادة أفغانية للتصدي للمخدرات.",1
"908","ونحن ندين الاستخدام غير المتناسب للقوة الذي يستخدمه الجيش الإسرائيلي في المناطق المكتظة بالسكان والذي تسبب في معاناة وخسارة واسعي الانتشار بين عشرات المدنيين الفلسطينيين، بمن فيهم الأطفال.",1
"909","وفي الوقت نفسه، لا تزال مسألة ضمان امتثال تدابير مكافحة الإرهاب للالتزامات المتعلقة بحقوق الإنسان موضوعا رئيسيا للنقاش في المنطقة دون الإقليمية.",1
"910","وأعرب السيد مالك عن رغبته في إرسال ضباط شرطة الأمم المتحدة مع العقيد ريس لمقابلة العميد رواك، ورفض العقيد ريس ذلك، اعتقادا منه بأن وجود عدد أكبر من ضباط الشرطة يرتدون قمصانا زرقاء من شأنه أن يفاقم الحالة.",1
"911","وإذ يشدد على أن الجزاءات أداة هامة بموجب ميثاق الأمم المتحدة في صون السلام والأمن الدوليين وإعادتهما إلى نصابه، وإذ يؤكد في هذا الصدد ضرورة التنفيذ الصارم للتدابير الواردة في الفقرة 1 من هذا القرار بوصفها أداة هامة في مكافحة النشاط الإرهابي،",1
"912","وفي ذلك الصدد، نشعر بقلق بالغ إزاء الحالة الأمنية في أفغانستان، التي تدهورت منذ العام الماضي نتيجة للأنشطة التخريبية للعناصر المتبقية من طالبان والقاعدة، والمصادمات بين أمراء الحرب وتجارة المخدرات.",1
"913",":: تقديم المساعدة من أجل جهاز كشف وثائق احتيالية.",0
"914","وما زال يتعين على الأطراف في عملية السلام أن تنص على ترتيبات الإفراج وبرامج إعادة الإدماج التي كان من شأنها أن تسمح للأطفال في تلك القوات بحقوقهم في اتخاذ تدابير للتعافي وإعادة الإدماج.",0
"915","ورفض العميد تاور ماتان رواك طلب الرئيس غوسماو حضور المسيرة، ثم أرسل بدلا من ذلك رئيس أركان القوات المسلحة التيمورية، العقيد ليري عنان تيمور.",1
"916","وإذ يشير إلى البيان الرئاسي الصادر عن مجلس الأمن (S/PRST/2011/9) المؤرخ 2 أيار/مايو 2011 الذي يشير إلى أن أسامة بن لادن لن يتمكن بعد الآن من ارتكاب أعمال إرهابية،",1
"917","ثم فتش الفريق وحدة تركيز حامض الكبريتيك.",0
"918","وهذه الاحتياطات، المنصوص عليها في القانون الدولي العرفي، هي كما يلي: (أ) يجب على المتحارب (أ) أن يبذل كل ما في وسعه للتحقق من أن الأهداف المراد مهاجمتها ليست ذات طابع مدني؛ (ب) أن يتخذ جميع الاحتياطات الممكنة في اختيار وسائل وأساليب القتال بغية تجنب أو على الأقل التقليل إلى أدنى حد من الإصابات العرضية التي تلحق بالمدنيين أو الأعيان المدنية؛ (ج) أن يمتنع عن شن هجمات يمكن أن يتوقع منها أن تسبب خسائر عرضية في أرواح المدنيين أو إصابات في المدنيين أو الأعيان المدنية تكون مفرطة بالقياس إلى الميزة العسكرية الملموسة والمباشرة المتوقعة؛ (د) أن يوجه إنذاراً مسبقاً وفعالاً بالهجمات التي قد تؤثر على السكان المدنيين، إلا في حالات الهجوم (على النحو المنصوص عليه في المادة 26 من أنظمة لاهاي لعام 1907) أو، على النحو المنصوص عليه في المادة 57 (2) (جيم)، ما لم تسمح الظروف بذلك - أي عندما يعتبر المتحارب أن الهجوم المفاجئ لا غنى عنه.",0
"919","16- البرنامج العالمي للتثقيف في مجال حقوق الإنسان 2005-2007؛",0
"920","ونشعر بقلق بالغ لأن العمليات المخصصة المنشأة لهذا الغرض يبدو أنها فشلت.",1
"921","17 - واصلت البعثة إقامة علاقات طيبة مع كل من الجيش الملكي المغربي والقوات المسلحة لجبهة البوليساريو.",0
"922","وأعربت الفصائل الفلسطينية الرئيسية في لبنان عن قلقها إزاء هذه الحوادث وانسحبت من فتح الإسلام.",1
"923","وسيحل الجنرال جاو محل الجنرال كورت موسغارد (الدانمرك) الذي سيتخلى عن منصبه في 27 آب/أغسطس 2007.",0
"924","ويشجع مجلس الأمن الأمم المتحدة، والاتحاد الأفريقي، والمؤتمر الدولي المعني بمنطقة البحيرات الكبرى، والجماعة الإنمائية للجنوب الأفريقي، وغيرها من المنظمات الدولية والإقليمية ذات الصلة، على مواصلة العمل معا من أجل تنفيذ إطار السلام والأمن والتعاون، بمشاركة ودعم مستمرين من المجتمع الدولي.",0
"925","وهذا الموجز ليس شاملا بأي حال من الأحوال.",0
"926","وهذه الاتهامات الزائفة تتعارض مع المنطق ومع المعايير الأساسية للموقف المهني، وأنا على يقين تام من أن المجلس سيرفضها.",1
"927","وفي الوقت نفسه، وعلى الرغم من الوعود التي قطعتها عملية الانتقال الديمقراطي، ينبغي ألا ننسى أنها مرحلة مسؤولة للغاية في تاريخ الشرق الأوسط تتطلب أعلى درجات اليقظة والعمل الشاق لاستبعاد الحسابات الخاطئة وعدم القدرة على التنبؤ بمستقبل المنطقة.",1
"928","وقد تدخل صادرات الماس الإيفواري سلسلة توريد عملية كيمبرلي، مما يهدد مصداقية نظام عملية كيمبرلي لإصدار شهادات المنشأ.",1
"929","وسيتعين الإعلان عن حملة أسهم الشركة.",0
"930","وأشير أيضا إلى تشاد وغينيا في سياق الإنذار المبكر، حيث يمكن أن تكون للأوضاع الإنسانية المتدهورة آثار على الاستقرار الإقليمي.",1
"931","وأوقف النظام حوالي ٤٧ فردا يعتقد أنهم جندوا قسرا للانضمام إلى قوات النظام.",0
"932","١٨ - وعلى الرغم من أن هذه هي المرة الأولى التي تشرع فيها منظومة الأمم المتحدة في جهد تخطيطي بهذا الاتساع والتعقيد يغطي تقريبا جميع مجالات العمل الرئيسية في ميدان المرأة والسلم والأمن، فإن خطة العمل على نطاق المنظومة توفر ثروة من المعلومات عن الأنشطة التي تضطلع بها منظومة الأمم المتحدة لصالح المرأة في مناطق النزاع وما بعد النزاع.",0
"933","16 - وبعد ذلك، سيكون أمام الدول المستعرِضة ثلاثة أشهر لتقديم أي معلومات إضافية لتحديد الهوية أو غيرها من المعلومات التي لها تأثير على القيد في القائمة، مثل المعلومات المستكملة عن الوضع التشغيلي للكيانات المدرجة في القائمة، أو حركة الأفراد المدرجين في القائمة أو سجنهم أو وفاتهم، أو التهم الجديدة المتصلة بالإرهاب الموجهة إليهم.",0
"934","وإذ يدين أيضا بأشد العبارات التحريض على الأعمال الإرهابية ورفض المحاولات الرامية إلى تبرير أو تمجيد (تمجيد) الأعمال الإرهابية التي قد تحرض على مزيد من الأعمال الإرهابية،",1
"935","وأخيرا، أكدت الدورة على ضرورة الانفتاح على إنشاء آليات مبتكرة والعمل على إنشاء نظم شاملة يعزز بعضها بعضا تربط بين المحكمة الجنائية الدولية وأي محاكم مختلطة وهيئات وطنية يمكن إنشاؤها في المستقبل، فضلا عن الملاحقات الجنائية وبرامج التعويضات.",0
"936","14 - يقرر أنه يجوز للجنة أن تنظر، عند البت فيما إذا كان ينبغي حذف الأسماء من القائمة الموحدة، في جملة أمور منها ما يلي:'1` ما إذا كان الفرد أو الكيان قد أدرج في القائمة الموحدة بسبب خطأ في الهوية، أو'2` ما إذا كان الفرد أو الكيان لم يعد يستوفي المعايير المنصوص عليها في القرارات ذات الصلة، ولا سيما القرار 1617 (2005)؛ ولدى إجراء التقييم الوارد في'2` أعلاه، يجوز للجنة أن تنظر، في جملة أمور، منها ما إذا كان الفرد قد توفي، أو ما إذا كان قد ثبت بصورة إيجابية أن الفرد أو الكيان قد قطع جميع صلاته، على النحو المحدد في القرار 1617 (2005)، بتنظيم القاعدة وأسامة بن لادن وحركة الطالبان ومؤيديهم، بمن فيهم جميع الأفراد والكيانات المدرجين في القائمة الموحدة؛",0
"937","”ويعرب مجلس الأمن عن بالغ قلقه في أعقاب التقارير المتعلقة بالتدفق غير العادي والمفاجئ لآلاف المسيرية إلى بلدة أبيي وضواحيها، مما قد يؤدي إلى تغييرات كبيرة في التكوين العرقي للمنطقة.",1
"938","وقد حفزت هذه الحركة، التي بدأت بأقل من 100 مدني، الزخم وغمرت البلد بأسره في نهاية المطاف وحظيت بدعم الشعب.",0
"939","كما سيقدم كل من المكتب الوطني لمكافحة الإرهاب ووزارة المالية الدعم إلى هذا الفريق فيما يتعلق بجوانب التمويل.",0
"940","رسالة مؤرخة ٩ كانون الأول/ ديسمبر ١٩٩٩",0
"941","إذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"942","ولم يتمكن مرشح الحزب الديمقراطي الديمقراطي من الوصول إلى وسائط الإعلام الزمبابوية إلا قليلاً أو من الوصول إلى أي منها؛ وهو ممنوع من القيام بحملات حرة؛ وأفيد بأن الدولة استولت على حافلات وعربات للحملة الانتخابية، بدعوى تسجيلها بصورة غير قانونية.",1
"943","وقد عبر المجتمع الدولي بوضوح عن إدانته القوية لتلك الأعمال من خلال الجمعية العامة ومجلس حقوق الإنسان ومجموعة أصدقاء سوريا، التي تحظى بمشاركة واسعة وواسعة النطاق.",1
"944","ولا يزال إصلاح قطاع الأمن أحد التحديات الرئيسية للسلام والاستقرار في الأجل الطويل.",1
"945","”ويكرر مجلس الأمن تأكيد قلقه البالغ إزاء تنظيم الدولة الإسلامية في العراق والشام، وجبهة النصرة، والكيانات الإرهابية الأخرى المرتبطة بتنظيم القاعدة، والأثر السلبي لوجودها، والإيديولوجيات المتطرفة العنيفة، والإجراءات المتخذة على الاستقرار في العراق وسوريا والمنطقة، بما في ذلك الأثر الإنساني المدمر على السكان المدنيين الذي أدى إلى تشريد الملايين من الناس، وأعمال العنف التي يقومون بها التي تشعل التوترات الطائفية.",1
"946","ويُعد القتل المتعمد لمقاتل محتجز جريمة حرب.",0
"947","وقد قامت أربع دول بتجريم تمويل الإرهاب تجريما كافيا، بينما لم تقم ثلاث دول بذلك على الإطلاق.",1
"948","بيد أنه يمكن تحسين نظام العدالة الجنائية في خمس دول على الأقل من أجل تقديم الإرهابيين إلى العدالة بمزيد من الفعالية.",1
"949","وبذلك يصل مجموع عدد الأحكام الصادرة إلى عشرين حكما فيما يتعلق بستة وعشرين شخصا، وهو ما يرد في المرفق الأول.",0
"950","ووفقا لتلك القرارات، يجب على هذا الجهاز أن يطالب حكومة الولايات المتحدة بأن تصدر على الفور حكما على لويس بوسادا كاريليس لارتكابه أعمالا إرهابية أو أن تسلمه إلى جمهورية فنزويلا البوليفارية، التي ما فتئ نظامها القضائي يلاحقه منذ سنوات.",1
"951","6 - كما أن تطبيق تدابير الحماية الذاتية، بما في ذلك نشر أفراد الأمن المسلحين المتعاقد معهم من القطاع الخاص على متن السفن ومفارز حماية السفن، إلى جانب زيادة الوعي بالحالة السائدة والتدريب والمناورات المراوغة واستخدام السفن التجارية للقنوات البحرية الآمنة، قد يكون قد شجع القراصنة على عدم مهاجمة السفن.",0
"952","وفي الوقت نفسه، تتمثل العناصر الحاسمة الأخرى لعملية بناء المؤسسات هذه في تعزيز سيادة القانون عن طريق تعزيز كفاءة النظام القضائي وحياده وأدائه لعمله بوجه عام، وتعزيز مؤسسات إنفاذ القانون من أجل كبح الجريمة المنظمة والعنف العرقي وتقديم جميع المجرمين إلى العدالة.",1
"953","المقرر عقدها يوم الخميس، 20 آذار/مارس 2008، الساعة 25/10",0
"954","ولم يقدم سوى عدد قليل من الدول المبلِّغة معلومات عن التدابير التي اتخذتها لمنع إساءة استغلال المؤسسات الخيرية أو غيرها من المنظمات غير الربحية، ولكن 63 دولة تطلب من المنظمات غير الربحية الحصول على ترخيص أو التسجيل.",0
"955","ويعرب مجلس الأمن عن تعازيه لأسر حفظة السلام الذين لقوا مصرعهم في القتال مع حماية سكان شرق جمهورية الكونغو الديمقراطية.",0
"956","50 - يشير إلى قراره القاضي بأنه عندما تقدم الدولة المقدمة للأسماء طلبا برفع اسم من القائمة، ينتهي شرط أن تتخذ الدول التدابير المبينة في الفقرة 1 من هذا القرار فيما يتعلق بذلك الفرد أو الجماعة أو المؤسسة أو الكيان بعد 60 يوما ما لم تقرر اللجنة بتوافق الآراء قبل نهاية فترة الستين يوما تلك أن تظل التدابير سارية فيما يتعلق بذلك الفرد أو الجماعة أو المؤسسة أو الكيان؛ وشريطة أن يقوم الرئيس، في الحالات التي لا يوجد فيها توافق في الآراء، وبناء على طلب أحد أعضاء اللجنة، بعرض مسألة ما إذا كان ينبغي رفع اسم ذلك الفرد أو الجماعة أو المؤسسة أو الكيان من القائمة على مجلس الأمن لاتخاذ قرار بشأنه في غضون فترة 60 يوما؛ وشريطة أن يظل اشتراط قيام الدول باتخاذ التدابير المبينة في الفقرة 1 من هذا القرار نافذا خلال تلك الفترة فيما يتعلق بذلك الفرد أو الجماعة أو المؤسسة أو الكيان إلى أن يبت مجلس الأمن في المسألة؛",0
"957","وما زال من دواعي قلقي البالغ أن الجهود التي يبذلها الليبريون لإعادة بناء نظام محاكمهم ستتطلب قدرا كبيرا من الوقت، ومن المرجح أن يظل النظام نفسه ضعيفا وقابلا للاختراق في الأجل القصير.",1
"958","مناقشات اللجنة ومقررها (شهران)",0
"959","المقرر عقدها يوم الخميس، 26 تشرين الأول/أكتوبر 2006، الساعة 00/10",0
"960","وقد تستخدم أيضا الذهب والسلع النفيسة كوسيلة لنقلها.",0
"961","وأبرز أعضاء اللجنة أن التاريخ يبين أن الدول التي ترتكب هذه الجرائم الشنيعة ضد شعوبها هي مصدر دائم لعدم الاستقرار وانعدام الأمن لجيرانها.",1
"962","وعليه، يجب على المجتمع الدولي أن يتخذ التدابير اللازمة لمنع إسرائيل من الاستمرار في سياستها الهدامة المؤسفة التي بدأتها في غزة، وأن يؤكد رفضه لكل هذه الممارسات الإسرائيلية التي تشكل انتهاكا للقانون الدولي والقانون الإنساني الدولي.",1
"963","ومن الصعب تحديد تدابير نجاحها، كما أن المرونة الظاهرة للمجموعات المستهدفة تثير تساؤلات بشأن أثرها وتركز على أوجه قصورها.",1
"964","ومع ذلك، يساورنا القلق من أن اتخاذ القرارات الرئيسية قد تقوض حتى الآن بسبب الافتقار إلى توافق سياسي في الآراء.",1
"965","ونُفِّذت أعمال النهب بشكل رئيسي ضد القبائل الأفريقية واستهدفت عادة الممتلكات اللازمة لبقاء تلك القبائل وسبل عيشها.",0
"966","56 - مسألة حيدر أباد (16 أيلول/سبتمبر 1948؛ 24 أيار/مايو 1949).",0
"967","2 - وخلال الفترة المشمولة بالتقرير، استمر الجمود بين الطرفين بشأن كيفية التوصل إلى حل مقبول للطرفين يمكِّن شعب الصحراء الغربية من ممارسة حقه في تقرير المصير.",1
"968","ومنذ ذلك الحين، أعربت الحكومة مرارا وتكرارا عن تفضيلها لتلقي الدعم الثنائي المباشر لبناء قدرات قواتها الأمنية.",0
"969","76/سعود ناصر بعلان العنيزي",0
"970","ويذكّر الفريق الدول بأنه على الرغم من الاقتراحات التي قدمها الفريق الرفيع المستوى المعني بالتهديدات والتحديات والتغيير وغيره من الجهات، خلافا لذلك (A/59/565، الفقرة 152)، فإن اللجنة لديها منذ وقت طويل معايير للإدراج في القائمة والشطب منها على حد سواء.",1
"971","وأقول اليوم مرة أخرى ما قلته في 31 كانون الثاني/يناير (انظر S/PV.6710) من غير المقبول أن يمنع المجلس من الاضطلاع بمسؤولياته.",1
"972","ويشعر الاتحاد الأوروبي بقلق بالغ إزاء دورة العنف الانتقامية المستمرة في إسرائيل والأراضي المحتلة.",1
"973","ويجب الآن إيلاء أولوية عالية للتحدي المتمثل في إنشاء إدارات محلية وإقليمية في المناطق المستردة من حركة الشباب.",1
"974","- السماح لعدد من الأفراد العسكريين وأفراد الشرطة اليوغوسلافيين والصرب بالعودة إلى كوسوفو وميتوهيا (الفقرتان 6 و 10 من الفقرة 4 من المرفق 2 والفقرة 4 من الاتفاق التقني العسكري).",0
"975","مساعدة الشرطة الوطنية على بلوغ المستويات المطلوبة من القدرات المهنية والتقنية وفقا للمعايير الدولية.",0
"976","واعتقلوا أيضاً 15 طياراً وتقنياً تابعاً للقوات المسلحة لكوت ديفوار، جميعهم من الاتحاد الروسي وأوكرانيا وبيلاروس.",0
"977","وتختص وزارة النقل (قسم النقل الجوي) بالتحقق من الحركة الجوية، وتعلن وزارة النقل أن الحركة الجوية من إيران إلى بلجيكا تكاد تكون معدومة.",0
"978","ويعرب المجلس عن بالغ قلقه لأن المدنيين لا يزالون يشكلون أغلبية ضحايا أعمال العنف التي ترتكبها أطراف الصراعات المسلحة، بما في ذلك نتيجة الاستهداف المتعمد، والاستخدام العشوائي والمفرط للقوة، واستخدام المدنيين كدروع بشرية، والعنف الجنسي والجنساني، فضلا عن جميع الأعمال الأخرى التي تنتهك القانون الدولي الواجب التطبيق.",1
"979","87 - تقوم لجنة رؤساء الأركان المشتركة بالتخطيط لجميع العمليات العسكرية في الخرطوم.",0
"980","ولم تقبل الحكومة تجنيد المجندين من جميع القبائل.",1
"981","يحث الدول وجميع الأطراف الأخرى في نزاع مسلح على بذل قصارى جهدها لمنع انتهاكات القانون الإنساني الدولي ضد المدنيين، بمن فيهم الصحفيون والإعلاميون والأفراد المرتبطون بهم.",1
"982","وقد ترغب اللجنة في تذكيرها بذلك كفرصة سانحة، وتشجيعها على تقديم أسماء مقدمي “المشورة الفنية أو المساعدة أو التدريب المتصل بالأنشطة العسكرية” لإدراجها في القائمة (القرار 1617 (2005)، الفقرة 1 (ج)) في انتهاك للتدابير.",1
