"","en_ar_TRANSFORMERS","VerCoop"
"1515","وأحيلت البروتوكولات يوميا إلى الجنرال عزار وإلى رئيس الجيش الجنرال ميشال سليمان.",1
"1516","وتبدأ المسؤولية الرسمية عند بلوغ سن السادسة عشرة.",0
"1517","وتتضمن مذكرة وزارة الخارجية الروسية اقتراحا بأن تتخذ الدول الأعضاء في الكمنولث خطوات مماثلة وأن تنسحب من نظام القيود المفروضة على أبخازيا، الذي أنشئ في عام ١٩٩٦.",1
"1518","وكانت شقيقتي البالغة من العمر 8 سنوات معي أيضا في ذلك اليوم، كما تعرضت للاغتصاب ولم تتعرض للضرب.",0
"1519","وقالت اللجنة إن الحكومة تحاول حماية السكان المدنيين، وأنها لا تشن عمليات عسكرية ضد المدنيين ولا تستهدف إلا المتمردين.",0
"1520","وإذ يؤكد من جديد الحاجة إلى مكافحة الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، بما في ذلك القانون الدولي المنطبق لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي، وإذ يؤكد من جديد في هذا الصدد أهمية الدور الذي تؤديه الأمم المتحدة في قيادة هذا الجهد وتنسيقه،",1
"1521","645 - وقد قررت اللجنة حجب أسماء هؤلاء الأشخاص عن المجال العام، ويستند هذا القرار إلى ثلاثة أسباب رئيسية هي: (أ) أهمية مبدأ مراعاة الأصول القانونية واحترام حقوق المشتبه فيهم؛ (ب) عدم تخويل اللجنة صلاحيات التحقيق أو الملاحقة القضائية؛ (ج) الحاجة الماسة إلى ضمان حماية الشهود من أي مضايقة أو ترهيب محتملين.",1
"1522","ومع ذلك، ما زال العراق يواجه قوى إرهابية تضم عناصر أجنبية تقوم بهجمات فظيعة وأعمال إرهابية في محاولة لإحباط التنمية السياسية والاقتصادية في العراق.",0
"1523","1 - يغطي هذا التقرير المقدم من لجنة مجلس الأمن المنشأة عملا بالقرار 1737 (2006) الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014.",0
"1524","غير أن الحكومة، بوصفها الجهاز العام المسؤول عن وضع السياسات، تتحمل أيضا مسؤولية الاستجابة للمشاكل الحرجة داخل المؤسسات وفيما بينها.",0
"1525","- صدقت عليه المغرب في 10 نيسان/أبريل 2001؛",0
"1526","' 5` مواصلة الحوار وتبادل المعلومات مع جهات الاتصال أو المنسقين المعينين بشأن المسائل المتصلة بمساهمتهم في تنفيذ القرار 1540 (2004)؛",1
"1527","ومن شأن ذلك أيضا أن يعزز التعاون الإقليمي في مجال مكافحة الإرهاب.",1
"1528","وبين كانون الثاني/يناير ونهاية آب/أغسطس، مر أكثر من 000 2 طفل عبر مراكز العبور في كيفو الشمالية، بما في ذلك بيني، ونحو 800 طفل عبر مراكز العبور في كيفو الجنوبية.",0
"1529","ويقوم صندوق الأمم المتحدة الإنمائي للمرأة وصندوق الأمم المتحدة للسكان بتعزيز الاستراتيجيات في البلدان الخارجة من الصراع لمعالجة الأبعاد الجنسانية لإعادة الإعمار من خلال تقييم الاحتياجات وآليات الانتقال.",1
"1530","ونتيجة لذلك، من المتوقع أن تكون المحاصيل في غرب وجنوب دارفور أفضل في عام 2008 منها في عام 2007.",0
"1531","9 - يطلب إلى الأمين العام أن يتخذ الترتيبات اللازمة لدعم عمل آلية الرصد، كمصروفات للمنظمة ومن خلال صندوق استئماني للأمم المتحدة يُنشأ لهذا الغرض، ويؤكد أن الأمين العام سينشئ هذا الصندوق الاستئماني، ويشجع الدول على المساهمة في الصندوق والإسهام، عن طريق الأمين العام، بالأفراد والمعدات والخدمات في آلية الرصد؛ ويطلب كذلك إلى الأمين العام أن يبقي اللجنة المنشأة عملا بالقرار 1267 (1999) على علم بانتظام بالترتيبات المالية الداعمة للآلية؛",1
"1532","165 - وهناك إحدى عشرة دولة طرفا في اتفاقية تمويل الإرهاب، وقامت ست من هذه الدول بتجريم تمويل الإرهاب على النحو المناسب.",1
"1533","يشرفني أن أحيل طيه تقرير لجنة مجلس الأمن المنشأة عملا بالقرار 2140 (2014)، الذي يتضمن سردا لأنشطة اللجنة في الفترة من 26 شباط/فبراير إلى 31 كانون الأول/ديسمبر 2014.",0
"1534","وخلصت حلقة العمل التي عقدت لمناقشة الإنترنت في مؤتمر القمة الدولي المعني بالديمقراطية والإرهاب والأمن، المعقود في مدريد في الفترة من 8 إلى 11 آذار/مارس 2005، إلى أن الإنترنت ينبغي أن تظل خالية من أي تنظيم أو تدخل آخر، مما يسمح للنقاش المفتوح بهزيمة أفكار التطرف.",1
"1535","المقرر عقدها يوم الخميس، 20 أيلول/سبتمبر 2001، الساعة 20/16",0
"1536","السفير آدم تومسون (المملكة المتحدة لبريطانيا العظمى وآيرلندا الشمالية)",0
"1537","وحتى الآن، لم يقدم الطرفان موافقة رسمية.",0
"1538","20 - يقرر أن يعاون اللجنة، عند النظر في طلبات رفع الأسماء من القائمة، مكتب لأمين المظالم يُنشأ لفترة أولية مدتها 18 شهرا من تاريخ اتخاذ هذا القرار، ويطلب إلى الأمين العام أن يقوم، بالتشاور الوثيق مع اللجنة، بتعيين فرد بارز من ذوي الأخلاق الرفيعة والحياد والنـزاهة ويتمتع بمؤهلات وخبرات عالية في الميادين ذات الصلة، مثل المجال القانوني ومجال حقوق الإنسان ومكافحة الإرهاب والجزاءات، يكون أمينا للمظالم، وتكون ولايته محددة في المرفق الثاني لهذا القرار، ويقرر كذلك أن يؤدي أمين المظالم هذه المهام على نحو مستقل ومحايد وألا يلتمس تعليمات من أي حكومة ولا يتلقى منها تعليمات؛",0
"1539","37 - وفي تموز/يوليه 2007، قدمت الحكومة مشروع قانون لإنشاء لجنة لتقصي الحقائق والمصالحة، تجري حاليا مشاورات مع عدد من أصحاب المصلحة.",1
"1540","وأعرب الأعضاء عن استعدادهم للنظر، في الوقت المناسب، في تقارير مستكملة عن التخطيط للانتقال السلس إلى إطار للمساعدة في التنمية المستدامة بحلول نهاية ولاية مكتب الأمم المتحدة في تيمور - ليشتي في أيار/مايو 2006.",1
"1541","المقرر عقدها يوم الخميس، 20 آذار/مارس 2008، الساعة 25/10",0
"1542","وفي ذلك الاجتماع، اتفق الطرفان على زيادة التعاون بشأن مسألتي مسح السكك الحديدية وعودة اللاجئين والمشردين داخليا.",1
"1543","وقد أدرجت الأسماء والتفاصيل الواردة في القائمة الموحدة في ”قائمة الرصد“ في نظام معلومات مكتب الهجرة الوطني التابع للشرطة.",0
"1544","واستند الفريق الثالث والأخير إلى فرضية مفادها أنه في حين أن المسؤولية الجنائية الفردية تقدم المتهمين بارتكاب انتهاكات إلى العدالة وقد يكون لها أثر رادع، فإنها في الغالبية العظمى من الحالات لا توفر الجبر لضحايا الانتهاكات.",1
"1545","يؤكد أن البرامج الفعالة لنـزع سلاح الأطفال وتسريحهم وإعادة إدماجهم، استنادا إلى أفضل الممارسات التي حددتها اليونيسيف وغيرها من الجهات الفاعلة المعنية بحماية الطفل، هي برامج بالغة الأهمية لرفاه جميع الأطفال الذين قامت القوات والجماعات المسلحة بتجنيدهم أو استخدامهم، في انتهاك للقانون الدولي الساري، وتشكل عاملا حاسما في تحقيق السلام والأمن الدائمين، ويحث الحكومات الوطنية والجهات المانحة على كفالة حصول هذه البرامج المجتمعية على الموارد والتمويل في الوقت المناسب وبصورة مطردة وكافية.",1
"1546","23 - ويتنقل سنويا أكثر من 500 مليون حاوية بحرية حول العالم، أي ما يمثل 90 في المائة من التجارة الدولية، إلا أنه لا يجري تفتيش سوى 2 في المائة من هذه الحاويات.",0
"1547","16 - ويبدو أن النمط الناشئ للبعثات الاستكشافية/الإنقاذية المشتركة في إطار اللجنة الفرعية التقنية نهج واعد للتعجيل بالتقدم العملي على أرض الواقع.",0
"1548","وفي قضية أخرى، نظرت المحكمة مرة أخرى في العناصر المختلفة لهجوم موجه ضد سكان مدنيين كجزء من تعريف الجرائم ضد الإنسانية.",1
"1549","6 - في 12 نيسان/أبريل 2012:",0
"1550","12 - أن يبقي المسألة قيد نظره.",0
"1551","إلا أن الإجابة على ذلك في رأيي ليست أنه ينبغي إنفاق قدر أقل على المحاكم المختلطة، بل يجب زيادة التركيز والتمويل على نظم العدالة الوطنية في مرحلة ما بعد الصراع ككل.",0
"1552","وأحث المانحين على دراسة الخيارات المتاحة لدعم جهود السودان في مجال نزع السلاح والتسريح وإعادة الإدماج في فترة ما بعد الاستفتاء.",1
"1553","ثانيا - ما ورد من",0
"1554","وليس هناك أي هجوم مخطط له على جمهورية الكونغو الديمقراطية، وليس من المتوخى شن أي هجوم.",0
"1555","أ. ك. أ: مركز البحوث الزراعية والطب النووي؛ مركز كاراجي للبحوث الزراعية والطبية",0
"1556","يشرفني أن أحيل طيه رسالة مؤرخة 11 كانون الأول/ديسمبر 2008 موجهة إليكم من بوريس تاديتش، رئيس جمهورية صربيا.",0
"1557","ومن غير المناسب أن تقدم وكالات الأمم المتحدة ادعاءات لا أساس لها من الصحة.",0
"1558","ويمكن للروابط الأوثق أو الأفضل تنظيماً بين الشركات المنتسبة أن تزيد من التهديد الذي تشكله.",1
"1559","ويشدد المجلس على ضرورة تعزيز التنسيق عبر الحدود وتبادل المعلومات بين هذه البعثات، وكذلك فيما بين جميع الجهات الفاعلة الأخرى في المنطقة، من أجل تحسين توقع تحركات جيش الرب للمقاومة والتهديدات الوشيكة بالهجوم.",1
"1560","7 - يطلب إلى الممثل التنفيذي للأمين العام أن ييسر ويعزز الحوار بين أصحاب المصلحة الوطنيين والدوليين، ولا سيما في سياق الانتخابات المقبلة، مع مواصلة دعم جهودهم الرامية إلى الحفاظ على السلام والاستقرار؛",1
"1561","ومع ذلك، أصبح من الواضح بشكل متزايد اتخاذ موقف أكثر إيجابية إزاء بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو.",1
"1562","1 - في 26 تموز/يوليه 2005، اتخذ مجلس الأمن القرار 1612 (2005) بشأن الأطفال والنزاع المسلح.",1
"1563","وهم يقومون بكل هذه الأعمال، ثم يطلبون الحماية والضمانات ويستخدمونها كستار للدخان من أجل مواصلة ابتزازهم والحصول على مزيد من التنازلات منا.",0
"1564","53 - تؤكد أنه لا ينبغي ترك أي مسألة معلقة أمام اللجنة لفترة تزيد على ستة أشهر، ما لم تقرر اللجنة، على أساس كل حالة على حدة، أن الظروف الاستثنائية تتطلب وقتا إضافيا للنظر فيها، وفقا للمبادئ التوجيهية للجنة؛",0
"1565","وهذا ضرر لمجتمعهم.",0
"1566","وتجري البعثة مناقشات مع بعض قادة المقاتلين الروانديين ومع الحكومة الانتقالية بشأن الطرائق التقنية للعودة إلى الوطن، وقد أعلنت عن القرار الذي اتخذته حكومة رواندا بعدم مقاضاة أي مقاتل عائد كان عمره 14 سنة أو أقل وقت الإبادة الجماعية التي وقعت في عام 1994.",1
"1567","4 - تلاحظ مع القلق الصلة الوثيقة بين الإرهاب الدولي والجريمة المنظمة العابرة للحدود الوطنية والمخدرات غير المشروعة وغسل الأموال والاتجار غير المشروع بالأسلحة والنقل غير المشروع للمواد النووية والكيميائية والبيولوجية وغيرها من المواد التي يمكن أن تكون مهلكة، وتؤكد في هذا الصدد ضرورة تعزيز تنسيق الجهود المبذولة على كل من الصعيد الوطني ودون الإقليمي والإقليمي والدولي من أجل تعزيز التصدي على الصعيد العالمي لهذا التحدي والتهديد الخطيرين للأمن الدولي؛",0
"1568","كما تابعوا بداية بعثة مبعوث الأمم المتحدة، السيد كوفي عنان، للتوصل إلى حل سلمي للأزمة السورية، دون اللجوء إلى التهديدات أو الحديث عن التدخل الأجنبي.",1
"1569","والواقع أن نظام روما الأساسي أنشأ الصندوق الاستئماني بوصفه تجسيدا لالتزام الدول الأطراف بوظيفة النظام المتمثلة في العدالة التصالحية، ودعما للأنشطة التي تعالج الضرر الناجم عن الجرائم المشمولة باختصاص المحكمة.",1
"1570","ومع ذلك، أجري تعديل لمراعاة القيمة المتبقية للمعدات والآلات.",0
"1571","وإذ يسلم بأهمية العدالة الانتقالية في تعزيز المصالحة الدائمة بين جميع سكان [الدولة المتأثرة]، وإذ يرحب بعملية المشاورات الوطنية بشأن إنشاء آليات للعدالة الانتقالية....",1
"1572","وذكرت أن الشراكة تهدف إلى وضع استراتيجية لتعميم حماية الطفل في أنشطة الاتحاد الأفريقي وإلى إضفاء الطابع المؤسسي على السياسات والإجراءات المتعلقة بحماية الطفل وفقا للمعايير الإقليمية والدولية.",1
"1573","95- واختُتم الاجتماع العام، وفي حوالي الساعة 10/17، نزلت السيدة بوتو الدرج الخشبي ودخلت منصّتها.",0
"1574","وبالتالي، فإنني أحثكم على العمل من أجل تطبيق الفصل السابع من ميثاق الأمم المتحدة وفقا لاتفاق الجزائر الذي باركه توقيعكم منذ أن ظلت إثيوبيا ولا تزال تحافظ على موقفها المتعنت منذ ما يقرب من عامين.",1
"1575","وفي هذا الصدد، نطلب إلى مفوضية الاتحاد الأفريقي أن تتخذ، بالتعاون الوثيق مع الجماعة الاقتصادية لدول غرب أفريقيا وبدعم من الشركاء الدوليين، بما في ذلك الأمم المتحدة والاتحاد الأوروبي وسائر أصحاب المصلحة الدوليين المعنيين، جميع التدابير اللازمة، بما في ذلك عقد اجتماع في مالي، في شباط/فبراير 2015 على الأكثر، لوزراء الدفاع والأمن ورؤساء الأركان ورؤساء دوائر الاستخبارات والأمن في بلدان المنطقة، لإجراء الدراسات اللازمة لإنشاء هذه الآليات.",1
"1576","”ويحث مجلس الأمن جمهورية كوريا الشعبية الديمقراطية على العودة فورا إلى المحادثات السداسية الأطراف دون شروط مسبقة، وعلى العمل من أجل التنفيذ السريع للبيان المشترك الصادر في 19 أيلول/سبتمبر 2005، وبخاصة التخلي عن جميع الأسلحة النووية والبرامج النووية القائمة.",1
"1577","وإذ تسلم بأن نظر مجلس الأمن في مسألة حماية الصحفيين في الصراعات المسلحة يستند إلى إلحاح وأهمية هذه المسألة، وإذ تسلم بالدور القيم الذي يمكن أن يؤديه الأمين العام في توفير مزيد من المعلومات عن هذه المسألة،",1
"1578",":: التعاون الوثيق مع الهيئات الفرعية الأخرى ذات الصلة التابعة للمجلس، ولا سيما لجنتا مجلس الأمن المنشأتان عملا بالقرارين 1267 (1999) و 1540 (2004)، ومع خبرائها، بما في ذلك بشأن تبادل المعلومات والزيارات والمساعدة التقنية، حسب الاقتضاء.",1
"1579","ثاني عشر - مطالبة شركة OGE DRILLING",0
"1580",":: حظر أخذ الرهائن.",0
"1581","وإذ تسلم بأن معظم الدول قد تعهدت بالتزامات قانونية ملزمة بموجب المعاهدات التي هي أطراف فيها، أو قطعت التزامات أخرى ترمي إلى منع انتشار الأسلحة النووية أو الكيميائية أو البيولوجية، واتخذت تدابير فعالة لحصر المواد الحساسة وتأمينها وحمايتها ماديا، من قبيل المواد المطلوبة في اتفاقية الحماية المادية للمواد النووية والمواد الموصى بها في مدونة الوكالة الدولية للطاقة الذرية لقواعد السلوك المتعلقة بسلامة المصادر المشعة وأمنها()،",1
"1582","واجتمعت بعثة التقييم بطائفة واسعة من أصحاب المصلحة الدوليين والإيفواريين، بمن فيهم الرئيس غباغبو، ورئيس الوزراء سورو، ورئيس أركان قوات الدفاع والأمن لكوت ديفوار والقوات الجديدة، وممثلو الأحزاب السياسية، ورؤساء المؤسسات الوطنية المسؤولة عن تنفيذ العمليات الرئيسية بموجب اتفاق واغادوغو.",1
"1583","المقرر عقدها يوم الثلاثاء، 13 كانون الأول/ديسمبر 2005، الساعة 00/15",0
"1584","وأقترح أيضا على مجلس الأمن أن يأذن للأمين العام بتقديم أي مساعدة تعتبر ضرورية إلى اللجنة الثلاثية التي أنشأتها الحكومات الشقيقة هندوراس والسلفادور ونيكاراغوا، للتمكين من استئناف التفاوض بشأن نظام السيادة المشتركة في خليج فونسيكا وسير عمله، بغية تحقيق التنمية الاجتماعية والاقتصادية والبيئية الشاملة للخليج.",1
"1585","ومع ذلك، يبدو أن المؤسسات المالية وغيرها من الجهات المشاركة في التنفيذ لم تكن على علم بعد بذلك، ويوصي الفريق بأن تجد اللجنة والدول سبلا لتوجيه انتباهها إليه على نطاق أوسع.",1
"1586","وقد حثت الحكومة الأفغانية اللجنة على استجابة أكثر مرونة لمقترحاتها المتعلقة برفع الأسماء من القائمة، خوفا من أن يؤدي عجزها عن تحقيق الشطب من القائمة إلى سلبها نظام مكافآت أساسي للطالبان الذين يوفقون، وبالتالي مخاطر عودتهم إلى القتال.",0
"1587","إن مجلس الأمن،",0
"1588","وأكدت السلطات أنه لا يوجد في غانا لاجئون أو مخيمات إيفوارية.",1
"1589","ويفرض اتفاق الجزائر على الطرفين، في الفقرة 1 من المادة 1، ""الامتناع عن استخدام القوة أو التهديد باستخدامها"".",1
"1590","والحكم الديمقراطي الفعال والمستدام هدف ينبغي السعي إلى تحقيقه بتصميم كبير بل وبشعور بالإلحاح في كل مكان، وهايتي ليست استثناء.",0
"1591","وترى فييت نام أن الطابع المتنوع للعنف ضد النساء والفتيات يتطلب نهجا شاملا.",0
"1592","ودعمت عمليات هذه الجماعات أيضا جهود طالبان الأفغانية الرامية إلى زعزعة استقرار أفغانستان.",0
"1593","وكان الهدف من المركز الثالث هو إصلاح مركز الشرطة في جنوب غالكاسيو، الذي يعمل كمركز للتحقيقات المتعلقة بمكافحة القرصنة في غالمودوغ.",0
"1594","في الجلسة 4679 لمجلس الأمن المعقودة في 20 كانون الأول/ديسمبر 2002، أدلى رئيس مجلس الأمن، باسم المجلس، بالبيان التالي، في إطار مواصلة نظره في البند المعنون ""حماية المدنيين في الصراعات المسلحة"" في جلسته 4660 المعقودة في 10 كانون الأول/ديسمبر 2002:",1
"1595","تقرير الأمين العام عن الحالة في أبيي (S/2011/451).",0
"1596","ويجب بذل المزيد من الجهود من جانب حكومة هايتي والمنظمات الإنسانية الدولية في أنشطة وقائية، مثل توفير المرافق الصحية والمياه النقية.",0
"1597",""" الحالة في جمهورية أفريقيا الوسطى",0
"1598","45 - تؤكد اللجنة من جديد مسؤوليتها عن إدراج تنفيذ قرار المجلس 1624 (2005) في حوارها مع الدول الأعضاء والمساعدة على بناء القدرات في هذا الصدد، بما في ذلك من خلال نشر أفضل الممارسات القانونية وتشجيع تبادل المعلومات.",1
"1599","ويخشى أن يؤدي هذا المأزق إلى زيادة التوترات السياسية ويقوض مناخ الثقة المتزايدة التي سادت عقب الانتخابات وتنصيب الرئيس مارتيلي.",0
"1600","استخدام شبكة الإنترنت لأغراض تدريس المتفجرات",0
"1601","”ويعرب مجلس الأمن عن تقديره للبلدان المشاركة في بعثة الأمم المتحدة لتحقيق الاستقرار في هايتي، ويأمل أن تبذل البلدان التي تعهدت بالمساهمة بقوات وبأفراد شرطة مدنية قصارى جهدها للتعجيل بنشر أفرادها في وقت مبكر.",1
"1602","وأخيرا، ينبغي معالجة مسألة الظروف التي يؤذن فيها لعملية حفظ السلام باستخدام القوة، بدءا من الدفاع عن النفس إلى إنفاذ السلام وحفظ السلام القوي، وكيفية مواءمتها مع تنفيذ ولاية حماية المدنيين المنوطة بالعملية.",1
"1603","رابعاً - الدروس المستفادة: أفكار دورة عام 2009",0
"1604","وكوسوفو، نظرا لمركزها السياسي الحالي، لا تزال بعيدة كل البعد عن الاستثمار الأجنبي المباشر وتفتقر إلى الأهلية للاستفادة من برامج صندوق النقد الدولي والبنك الدولي ومساعداتهما، مما سيكون له أثر مباشر على تنمية اقتصاد مستقر وفعال.",0
"1605","في جلسة مجلس الأمن 5303، المعقودة في 10 تشرين الثاني/نوفمبر 2005، فيما يتصل بنظر المجلس في البند المعنون ""الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية""، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:",1
"1606","وكانت البنود إما ذات قيمة عالية أو ذات طبيعة غير عادية (""بنود التقييم"").",0
"1607","وفي نياكوندي، أُبلغ عن وقوع أكثر من 000 2 عملية قتل وفر السكان إلى الغابة.",0
"1608","وهي تساعد على زيادة وعي المجتمع الدولي بمسائل مكافحة الإرهاب وتوفر محفلا مفيدا للدول والمنظمات لمناقشة التهديدات الجديدة ومبادرات بناء القدرات للتصدي للتحديات المتصلة بالإرهاب.",1
"1609","2 - يقرر أن تواصل المديرية التنفيذية للجنة مكافحة الإرهاب العمل كبعثة سياسية خاصة في إطار التوجيه السياسي للجنة مكافحة الإرهاب للفترة المنتهية في 31 كانون الأول/ديسمبر 2010، ويقرر كذلك إجراء استعراض مؤقت بحلول 30 حزيران/يونيه 2009، والنظر بشكل شامل في عمل المديرية التنفيذية للجنة مكافحة الإرهاب قبل انتهاء ولايتها؛",0
"1610",":: قيام المؤسسة المالية بتحديد العمليات المحدودة والمشبوهة، بما في ذلك العمليات المحتملة، فضلا عن مصادر الأموال التي يستخدمها العميل لهذه العمليات.",0
"1611","27 - إن رؤساء الدول والحكومات، إذ يساورهم القلق إزاء الحالة السائدة في جنوب ليبيا، يشددون على ضرورة تسوية الوضع من أجل الحفاظ على الاستقرار في منطقة الساحل.",1
"1612","غير أن الطابع ذاته لمعظم الجرائم الدولية يعني، كقاعدة عامة، أنها ترتكب من جانب مسؤولي الدول أو بتواطؤ منهم؛ ولذلك فمن الأفضل، في كثير من الأحيان، ترك الملاحقة القضائية لهذه الجرائم لآليات أخرى.",0
"1613","ولسياستنا القائمة على المشاركة الاستباقية أهداف طويلة الأجل تتمثل في إخراج المجتمع الأبخازي من العزلة، وتعريضه للقيم والمعتقدات الديمقراطية، والاعتراف بحقوق الإنسان الأساسية للمشردين داخليا واللاجئين، وفي المقام الأول الحق في العودة إلى ديارهم، بغض النظر عن انتمائهم العرقي، لتهيئة بيئة تسودها الثقة والاحترام المتبادل.",0
"1614","وعلاوة على ذلك، لا تزال الفجوة واسعة بين مواقف الرئيس غباغبو وحزبه الحاكم، من جانب، ومواقف قوات المعارضة، من الجانب الآخر.",0
"1615","أُدمج التحليل الجنساني في تقييم الاحتياجات في مرحلة ما بعد انتهاء النزاع وما يتصل به من تدريب.",0
"1616","أدعو السيد ولد عبد الله إلى شغل مقعد على طاولة المجلس.",0
"1617","7 - عدم كفاءة آليات إعادة الممتلكات.",0
"1618","32 - وترحب اللجنة أيضا بالمقترحات التي أُعدت بالتعاون مع خبراء من هيئات مجلس الأمن الفرعية الأخرى ذات الصلة بمكافحة الإرهاب بشأن كيفية تبسيط عملية تقديم التقارير وفقا لنتائج مؤتمر القمة العالمي لعام 2005 (انظر قرار الجمعية العامة 60/1).",1
"1619","المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية: مشروع قرار",0
"1620","ورحب أعضاء المجلس بالبرامج التدريبية التي نظمها ممثل الأمين العام ومكتب الأمم المتحدة لدعم بناء السلام في جمهورية أفريقيا الوسطى لتعريف شرطة جمهورية أفريقيا الوسطى وقواتها المسلحة بسبل تعزيز احترام حقوق الإنسان والقانون الإنساني الدولي.",1
"1621","تحسين مستوى الرعاية الصحية؛",0
"1622","وليس لدى معظم وكالات إنفاذ القانون في دارفور علم بمرسوم صادر عن وزارة العدل يخفف من هذا الشرط المتعلق بتسجيل شكاوى الاغتصاب.",0
"1623","وتقترح هذه التوصيات أن تقوم اللجنة بما يلي: (أ) أن تشجع الدول، قبل اقتراح الإدراج في القائمة، ودون المساس بحقها في مواصلة النظر في تقديمها، على النظر في إمكانية الاتصال بدولة الإقامة و/أو جنسية الشخص المقترح اسمه؛ (ب) أن توضح الإجراء الواجب اتباعه في الحالات التي يقوم فيها الأشخاص الأبرياء الذين يحملون اسما مماثلا لطرف مدرج في القائمة، عن طريق الخطأ، بتجميد أصولهم من قبل دولة ما؛ (ج) أن تطلب إلى الدول أن تحيل إلى اللجنة التماسات لرفع الأسماء من القائمة، حتى وإن اعترضت على الالتماسات المحددة، حتى يتسنى للجنة أن تقرر في نهاية المطاف ذلك؛ (د) أن تزيد عدد الدول التي يجوز لها تقديم التماسات لرفع الأسماء من القائمة؛ (هـ) أن تسعى إلى التوصل إلى قرار بشأن التماسات رفع الأسماء من القائمة في غضون فترة محددة، حيثما أمكن ذلك، وإخطار الدولة مقدمة الالتماس بالنتائج؛ (و) أن توضح أن رفع الأسماء من القائمة متاح، في ظل ظروف معينة، لكل من طرف مسمى خطأ ولأولئك الذين يتخلون عن الإرهاب ويثبتون للجنة رضاهم بأنهم لم يعودوا مرتبطين بتنظيم القاعدة أو حركة الطالبان؛ (ز) أن تسمح، في ظل الظروف المناسبة، برفع أسماء الأشخاص المتوفين من القائمة (S/2005/572، الفقرات 28 و 31 و 55-57 والحاشية والحاشية 26).",1
"1624","(و) رحّب باستعداد المديرية التنفيذية للمشاركة بنشاط في جميع الأنشطة ذات الصلة في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب ودعمها، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، المنشأة لكفالة التنسيق والاتساق عموما في جهود منظومة الأمم المتحدة في مجال مكافحة الإرهاب، وشدد على أهمية ذلك.",1
"1625","26 - وبالإضافة إلى ذلك، أقر الاستعراض الشامل بالعدد الكبير من التدابير التي اتخذتها الدول لتنفيذ التزاماتها بموجب القرار 1540 (2004)، ولكنه حدد بعض المجالات التي اعتمدت فيها الدول عددا أقل من التدابير، مثل الأسلحة البيولوجية، ووسائل الإيصال، وقوائم المراقبة الوطنية، والحصول على المواد ذات الصلة، وتمويل أنشطة الانتشار المحظورة أو غير المشروعة.",0
"1626","4 - وعلاوة على ذلك، ووفقا لتوجيهات السياسة العامة التي اعتمدتها اللجنة في 25 أيار/مايو 2006، ينبغي للمديرية التنفيذية أيضا أن تواصل إسداء المشورة إلى اللجنة بشأن المسائل المتصلة بالقانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني الدولي فيما يتعلق بتحديد وتنفيذ التدابير الفعالة لتنفيذ القرار 1373 (2001)، وكذلك بشأن سبل كفالة امتثال أي تدابير تتخذها الدول الأعضاء لتنفيذ أحكام القرار 1624 (2005) لالتزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني الدولي.",1
"1627","وأطلق الرجال من هذه المركبات والجنود في الشارع النار على مركبات الشرطة، مما أدى إلى إصابة أحد ضباط الشرطة الوطنية لتيمور - ليشتي في ساقيه.",0
"1628","وسيتعين الإعلان عن حملة أسهم الشركة.",0
"1629","22 - يطلب إلى حكومة جمهورية الكونغو الديمقراطية أن تقوم، بدعم من المجتمع الدولي وبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية، على وجه الاستعجال، بوضع وتنفيذ استراتيجية وطنية شاملة لإصلاح قطاع الأمن، استنادا إلى جملة أمور منها نتائج اجتماع المائدة المستديرة المعني بقطاع الأمن الذي عقد في شباط/فبراير 2008، من أجل إنشاء منظمات أمنية محترفة في مجالات الدفاع والشرطة وإقامة العدل تحمي المدنيين وتدار إدارة جيدة وتعمل وفقا للدستور وفي ظل احترام سيادة القانون وحقوق الإنسان والقانون الإنساني الدولي، ويحث الحكومة الكونغولية على كفالة استمرار الدعم الذي يقدمه شركاؤها في هذا المجال، ولا سيما بإعطاء الأولوية لإصلاح هياكل الإدارة والقيادة في القوات المسلحة لجمهورية الكونغو الديمقراطية وجميع قواتها الأمنية الأخرى، ويكرر دعوته السلطات الكونغولية إلى إنشاء آلية فرز تراعي عند اختيار المرشحين للمناصب الرسمية، بما في ذلك المناصب الرئيسية في القوات المسلحة والشرطة الوطنية ودوائر الأمن الأخرى، الإجراءات التي اتخذها المرشحون في الماضي فيما يتعلق بالقانون الإنساني الدولي وحقوق الإنسان؛",1
"1630","8 - كنيسة القديس نيكولاس، دونيييي نيرودملجيه",0
