"","en_ar_DEEP","MatConf"
"1890","377- يحظر التعذيب والمعاملة القاسية بموجب المادة 3 المشتركة بين اتفاقيات جنيف.",0
"1891","وبالإضافة إلى ذلك، أطلقت البعثة، في الفترة من 23 إلى 27 نيسان/أبريل، عملية درع عيد الفصح في منطقة دوروما، في أعقاب ورود تقارير عن هجومين شنهما جيش الرب للمقاومة في تلك المنطقة.",1
"1892","وقد تم اعتقال صحفيين بارزين بشكل تعسفي بسبب تحدثهم علناً عن قضايا حقوق الإنسان والدستور وسيادة القانون.",1
"1893","ثالثا. المادة 16 قضايا وتعليقات",0
"1894","مطالبة الحكومة رقم 56، مطالبة لجنة الأمم المتحدة للتعويضات رقم 5000188",0
"1895","ويدعو الأمين العام للأمم المتحدة إلى مواصلة مساعيه الحميدة واستكشاف المزيد من الآليات الدبلوماسية رفيعة المستوى، عند الاقتضاء، لتسهيل تعزيز الحوار بين الأطراف المعنية، بما في ذلك بشأن الأسباب الكامنة وراء الصراع.",0
"1896","وفي أماكن أخرى، حدثت وفيات في ظروف عنيفة، ولم تكن السلطات قادرة أو راغبة في إصدار وثيقة رسمية لتأكيد الوفاة.",1
"1897","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"1898","2. إيمان عبد الرحمن، ممرضة من قبتان الجبل",0
"1899","(v) أي مسؤولية أخرى تحددها اللجنة.",0
"1900","وفي بعض الأحيان، لجأت قوة الأمم المتحدة لمراقبة فض الاشتباك إلى استخدام الطرق الالتفافية التي لا يمكن الوصول إليها ليلاً.",0
"1901","وقد أدرجت العديد من عمليات السلام الأخيرة تحليل الجريمة عبر الحدود في تخطيط بعثاتها وهياكل تحليلها المشتركة - ولا سيما بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي.",1
"1902","125 - وهذا هو الواقع الذي أشارت إليه الرئيسة إلين جونسون - سيرليف في خطاب تنصيبها: ""وفي مسعى مماثل للتجديد الاقتصادي، نبدأ من افتراض أننا شعب ثري.",0
"1903","تقع محطة الفاكهة بجوار المحطة العسكرية فقط في جزء معزول من الميناء البحري، وهذا هو سبب تفريغ المعدات العسكرية هناك.",1
"1904","10 - وفي 24 تموز/يوليه 2008، أجرت اللجنة تبادلا للآراء مع الممثل الخاص للأمين العام في الصومال، السيد أحمدو ولد عبد الله، فيما يتعلق بطلب المجلس الوارد في الفقرتين 6 و 7 من القرار 1814 (2008). .",0
"1905","وسيكون لأمين المظالم سلطة النظر في تلك الالتماسات، فضلاً عن القضايا الأخرى المثارة بمبادرة منه، وتقديم توصية إلى اللجنة لاتخاذ الإجراءات اللازمة.",0
"1906","وتظهر الهجمات المتكررة التي يشنها الإرهابيون المرتبطون بحركة الطالبان وتنظيم القاعدة في أفغانستان أن انتهاكات حظر الأسلحة لا تزال مستمرة على الرغم من برنامج نزع السلاح الذي تنفذه الحكومة.",1
"1907","(هـ) بدلات العودة إلى الوطن 257-258 53",0
"1908","هناك أدلة دامغة تشير إلى أن عمليات القتل هذه كانت في معظمها غير مبررة وغير ضرورية للتعامل مع المتظاهرين.",1
"1909","وحتى لو كان الأمر يتعلق بأن المدنيين الذين تعرضوا للهجوم كانوا يمتلكون أسلحة، فإن هذا لن يكون بالضرورة مؤشراً على أنهم متمردون، وبالتالي أهداف مشروعة للهجوم، أو أنهم يشاركون بشكل نشط في الأعمال العدائية.",1
"1910","40 - وتلقى نحو 8490 من المقاتلين السابقين الدعم لإعادة إدماجهم من جانب برنامج الأمم المتحدة الإنمائي وشركائه التنفيذيين في شمال السودان.",0
"1911","وترى هذه الدولة أن مثل هذا النشاط، في أشكاله المتطرفة، غالبا ما يؤدي إلى التطرف العنيف وفقدان الأرواح.",1
"1912","وفي عام 2006، اختطف ما يزيد على 324 طفلاً في 136 حادثة اختطاف جماعي، مع اختطاف أكثر من 210 طفلاً في نوفمبر/تشرين الثاني 2006 والبقية في الفترة ما بين مايو/أيار وديسمبر/كانون الأول 2006.",1
"1913","34 - ويجب استكمال برنامج نزع السلاح والتسريح وإعادة الإدماج، بما في ذلك إعادة الإدماج الفعال للمقاتلين السابقين.",0
"1914","173 - وكان من دواعي سرور الفريق أن يلاحظ أن عددا من البلدان قد علقت أو منعت تصدير السلع والخدمات العسكرية إلى كوت ديفوار.",1
"1915","وقد أُغلقت مخيمات الخيام وبدأ المشردون داخليا في العودة إلى حياتهم الطبيعية، على الرغم من أن بعض المشاكل في هذه المنطقة لا تزال قائمة وتتطلب استجابة سريعة.",0
"1916","وقد أدت حركة باكاتا كاتانغا إلى زعزعة استقرار أجزاء كبيرة من المقاطعة منذ عام 2012، عندما بدأ كيونوجو موتانغا جيديون، بعد هروبه من السجن، في إجبار السكان المحليين، بما في ذلك الأطفال، على الانضمام إلى صفوفه أو الفرار.",1
"1917","وشدد على استعداد الأمم المتحدة لدعم استراتيجية الاتحاد الأفريقي الإقليمية بشأن جيش الرب للمقاومة.",0
"1918","عدم الانتشار (انظر S/2006/10/Add.12 و 30)",0
"1919","وقد ينطبق أيضًا حكم المادة 95، الفقرة 1 (هـ) من القانون الجنائي.",0
"1920","فقرات إضافية (الفقرات 2 و6 و7)",0
"1921","وقد كشفت دراسة استقصائية للمستخدم النهائي أجريت في مارس/آذار 1999 وملاحظات التفتيش العشوائي أن كمية المواد الكيميائية الزراعية المتوفرة على مستوى المحافظات قد تضاعفت.",0
"1922","17 - سيواصل مكتب الإدارة والإعلام تحديث الموقع الشبكي للجنة والعمل على ترجمة التغييرات الجديدة في التصميم والمحتوى للموقع إلى اللغات الرسمية الخمس الأخرى للأمم المتحدة.",0
"1923","وكما لاحظ الأمين العام، فإن غياب المساءلة، في كثير من الصراعات، هو إلى حد كبير غياب المساءلة، والأسوأ من ذلك، عدم وجود أي توقع لها في كثير من الحالات، هو الذي يسمح بتفشي الانتهاكات.",1
"1924","236. ولم يتم إحصاء العدد الدقيق للقرى المحروقة والمدمرة، ولكن عدة مصادر قدرت مدى الدمار من خلال الروايات الشفهية وعمليات تفتيش المواقع وغيرها من الأدلة.",1
"1925","30 - يقرر أن تركز ولاية البعثة في البداية على المهام ذات الأولوية التالية:",0
"1926","وبالإضافة إلى ذلك، فبينما أعرب الضحايا في كثير من الأحيان عن عدم ثقتهم في قدرة الحكومة واستعدادها لحمايتهم، كثيرا ما يُستشهد بالشرطة باعتبارها استثناء لهذا الاتجاه.",1
"1927","63- ولا تزال هناك مخاوف كبيرة بشأن القيود المفروضة على حرية التعبير.",1
"1928","89- هناك حالات اختفاء لدى جميع أطراف النزاع ولكن أعدادها غير معروفة.",1
"1929","تحديد مرتكبي الجرائم الدولية المحتملة",1
"1930","وخلال الهجمات، ورد أن الجنجويد دمروا الأدوات ومعدات تجهيز الأغذية وأوعية المياه وغيرها من الأدوات المنزلية الضرورية لبقاء السكان على قيد الحياة.",1
"1931","ومن الضروري أن تتأكد الدول من أن أنظمة المراقبة الخاصة بها، سواء بالنسبة للمتفجرات العسكرية أو التجارية، قوية قدر الإمكان.",0
"1932","ثم هناك الهيكل التنظيمي للمعهد الوطني الأندوري المالي، المسؤول عن الرقابة المالية.",0
"1933","(6) زيادة أقساط التأمين على النفط الخام",0
"1934","31 - ويبلغ قوام الوحدات المتكاملة المشتركة، الذي ظل دون تغيير منذ نيسان/أبريل 2009، 900 32 فرد (حوالي 83 في المائة من القوام المأذون به البالغ 639 39 فردا).",1
"1935","31 - ورحبت الدول والعديد من الجهات الفاعلة الدولية بانفتاح عملية الاستعراض الشامل وحثت لجنة القرار 1540 على مواصلة هذا النهج وزيادة جهودها المفيدة بالفعل لتحقيق الشفافية والشمول.",0
"1936","27 - وواصل الجيش الشعبي الرواندي القصف وشن هجمات غير مجدية على مواقع قوات الدفاع الشعبي الأوغندية، ودمر محطة توليد الكهرباء على نهر تشوبو انطلاقا من قواعد تكتيكية أنشأها وسط مناطق مأهولة بالمدنيين.",1
"1937","o في 27 تشرين الثاني/نوفمبر 2014، استهدفت طائرات النظام الحربية مدرسة دار السلام في مدينة الرقة، مما أدى إلى تدمير أحد مباني المدرسة جزئيا.",1
"1938","يخضع حرس استخبارات الحدود للسيطرة المباشرة لضباط المخابرات العسكرية في القسم المحدد الذي يتم نشرهم فيه، ويندرجون تحت التسلسل القيادي النظامي للقوات المسلحة.",0
"1939","47 - وبالإضافة إلى الزيادة الكبيرة في تدفقات الأسلحة إلى الصومال، يقوم الجانبان أيضا بنشاط كبير بتوزيع الأسلحة والذخيرة على الميليشيات التابعة لهما، وتزويد أفراد الميليشيات بمعدات قتالية فردية، والحصول على المواد الغذائية والأدوية والوقود وغيرها من الضروريات وتخزينها للمشاركة في عملية مستدامة. القتال، وتنظيم أنفسهم في هياكل ذات طابع عسكري، وتكثيف تجنيد وتدريب الميليشيات ووضع استراتيجيات وخطط لهزيمة الجانب الآخر عسكريًا.",1
"1940","ولكن إلى حد ما، تمكن تنظيم القاعدة من التعافي من خسارة أفغانستان كقاعدة تدريب للإرهاب من خلال استغلال الوضع في العراق.",1
"1941","وتناقش أدناه مفاهيم التخطيط والأمر والتحريض والمساعدة والتحريض على الجريمة.",1
"1942","ويتعرض الأشخاص الذين يُعادون قسراً من الصين عادة إلى التعذيب والاحتجاز التعسفي والإعدام بإجراءات موجزة والإجهاض القسري وغيره من أشكال العنف الجنسي.",1
"1943","ويجب إجراء الفحص الطبي في موعد لا يتجاوز عشرة أيام بعد الفحص الصحي الأول.",0
"1944","وقدمت تفاصيل عن الانتهاكات والتجاوزات المرتكبة ضد الأطفال في اليمن.",1
"1945","وفي حالة أخرى، هاجم الجنجويد قرية مالاغا في أكتوبر/تشرين الأول 2004. وقُتل ثمانية عشر رجلاً وجُرح أربعة رجال وامرأتان.",1
"1946","المقرر عقدها يوم الخميس، 25 نيسان/أبريل 2002، الساعة 30/10 صباحا",0
"1947","113. وفي ظل مناخ الرعب الذي خلقته فرق الموت، يخشى الممثلون السياسيون من عمليات اختطاف واعتقال مناضليهم.",1
"1948","(أ) في 14 تشرين الأول/أكتوبر 2002، تعرض رئيسا تحرير صحيفتين قريبتين من الجبهة الشعبية الإيفوارية (Notre Voie وL'Actuel) للهجوم. وتعرض رئيس تحرير صحيفة ""Le Nouveau Réveil"" وأعضاء فريقه لاعتداء جسدي؛",1
"1949","ولم يرموا حجراً واحداً.",0
"1950","ووفقاً للبنك الدولي، لا شيء يقوض مناخ الاستثمار أكثر من انعدام الأمن المسلح.",1
"1951","وهذا هو السبب أيضاً الذي جعلني أتجنب عمداً التطرق إلى مواضيع أخرى قد يعتبرها البعض إلزامية عند مناقشة الشرق الأوسط، مثل ضرورة إنهاء الصراع بين إسرائيل وفلسطين أو الوضع في سوريا، لأننا تناولنا هذه المسائل في اجتماعات أخرى للمجلس.",0
"1952","وحتى 31 أغسطس/آب، عاد أكثر من 29,000 لاجئ إلى بلدانهم الأصلية، بما في ذلك 11,724 لاجئاً بمساعدة المفوضية السامية للأمم المتحدة لشؤون اللاجئين، كما عاد ما يقدر بنحو 18,000 لاجئ تلقائياً إلى ليبيريا.",0
"1953","والسبب في ذلك هو أن نظام الجزاءات الذي يفرضه مجلس الأمن، والذي يظل الوسيلة الوحيدة لاتخاذ إجراء عالمي حقيقي ضد التهديد المزدوج المتمثل في تنظيم القاعدة وحركة طالبان، لا يزال يعاني من نقطتي ضعف رئيسيتين: القيود المفروضة على القائمة الموحدة ونقصها. مشاركة الدول الأعضاء.",1
"1954","إن تحويل اللوم، وإيجاد كبش فداء للفشل في أفغانستان، ومطالبة أولئك الذين يبذلون المزيد من الجهد بالفعل ببذل المزيد من الجهد، أمر غير عادل وغير مقبول، وسوف يؤدي إلى هزيمة الذات في نهاية المطاف.",0
"1955","وتشير التقارير إلى أن الخاطفين يعرضون أسراهم بشكل متزايد للتعذيب والاغتصاب وغير ذلك من أشكال سوء المعاملة.",1
"1956","مخطط تنظيمي يصور الروابط المتعلقة بعصابة تشونغ تشون",0
"1957","وستساعد المديرية التنفيذية اللجنة في بدء مناقشة بشأن استكشاف احتياجات الدول من المساعدة التقنية في تنفيذ القرار 1624 (2005) وتيسير تقديم هذه المساعدة، حسب الاقتضاء.",0
"1958","سيشكل تعيين أعضاء لجنة تنظيم قطاع الاتصالات علامة فارقة هامة في عملية الإصلاح.",0
"1959","إن الخبرة السابقة التي يتمتع بها السفير إيدي مع الأمم المتحدة ومعرفته العميقة بمنطقة البلقان تجعله الشخص المثالي لهذه المهمة.",0
"1960","9.أ. المعدات والتجمعات والمكونات",0
"1961","وستوفر العملية أيضا الدعم اللوجستي لإعادة نشر الشرطة الوطنية في الجزء الشمالي من البلد دعما لخطة أمنية شاملة متفق عليها للعملية الانتخابية وضعتها السلطات الإيفوارية، بمساعدة عملية الأمم المتحدة في كوت ديفوار وقوة ليكورن.",0
"1962","(س) التعاون بشكل وثيق مع هيئات الأمم المتحدة المعنية بمكافحة الإرهاب في تقديم معلومات عن التدابير التي تتخذها الدول الأعضاء بشأن عمليات الاختطاف وأخذ الرهائن طلبا للفدية التي يقوم بها تنظيم القاعدة وغيره من الأفراد والجماعات والمؤسسات والكيانات المرتبطة به، والاتجاهات والتطورات ذات الصلة في هذا المجال؛",0
"1963","وإذ يساورها بالغ القلق إزاء العدد المتزايد من الضحايا، بما في ذلك الأطفال، بسبب الأعمال الإرهابية المرتكبة بدافع التعصب أو التطرف في مناطق مختلفة من العالم،",1
"1964","وتمكن خبراء الطب الشرعي التابعون للجنة من التحقق من أن بعض العسكريين دفنوا في الخنادق التي كانت موجودة حول المعسكر، وأن جميع المدنيين دفنوا في مقابر متعددة في مقبرة البلدة.",1
"1965","ومع ذلك، لا يمكننا أن نكون راضين عن أنفسنا.",0
"1966","12. ستعمل المديرية التنفيذية على تعزيز مشاركتها مع المنظمات الدولية والإقليمية ودون الإقليمية في جميع أنحاء العالم من أجل مساعدتها في إعداد و/أو تنفيذ خطط العمل ذات الصلة لمكافحة الإرهاب وإشراكها بشكل أكثر مباشرة في معالجة احتياجات الدول في مجال بناء القدرات، كما حددتها اللجنة من خلال تقييمات التنفيذ الأولية والزيارات القطرية.",0
"1967","رسالة مؤرخة في 15 كانون الأول/ديسمبر 1998 من الممثل الدائم",0
"1968","وإذ يتصرف لهذه الأسباب بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"1969","كما أصبحت التفجيرات الانتحارية اتجاها.",1
"1970","5 - ظل الصومال بدون حكومة مركزية فعالة منذ سقوط نظام سياد بري في عام 1991.",0
"1971","وبعد القصف، هاجم الجنجويد ودمروا المنازل ونهبوا الممتلكات.",1
"1972","أعيد فتح سفارة السنغال بالكامل في بيساو.",0
"1973","كما زارت مخيم نونا المؤقت للاجئين الإيفواريين في غينيا.",0
"1974","(أ) تشجيع اعتماد أطر قانونية وطنية شاملة ومتكاملة لمكافحة الإرهاب، وفقا لسيادة القانون والالتزامات المتعلقة بحقوق الإنسان، وتعزيز القدرات الوطنية على التحقيق في الأعمال الإرهابية ومقاضاة مرتكبيها ومقاضاة مرتكبيها، بما في ذلك عن طريق طلب المساعدة في مجال بناء القدرات حسب الحاجة ضروري؛",0
"1975","27 - وعلاوة على ذلك، وضعت عدة دول تدابير مؤقتة تسمح لمسؤوليها بتنفيذ الجزاءات بموجب قائمة مجلس الأمن حتى قبل اكتمال عمليات التحقق الوطنية.",0
"1976","وفي الفترة من 1 حزيران/يونيه إلى 31 آب/أغسطس، تم جمع أو تسليم ما يقرب من 500 قطعة سلاح صغير، وأكثر من 189000 طلقة ذخيرة، و2368 قنبلة يدوية ولغمًا، وأكثر من 255 كجم من المتفجرات. الآفاق",1
"1977","الحالة في كوت ديفوار (20 كانون الأول/ديسمبر 2002؛ 30 تموز/يوليه 2009)",0
"1978","طبيعة الدعوى والغرض منها",0
"1979","ويحث مجلس الأمن حكومة جمهورية الكونغو الديمقراطية على التعجيل بالتحقيق في عمليات الاغتصاب الجماعي التي وقعت في تشرين الثاني/نوفمبر 2012 والتي ارتكبتها عناصر من القوات المسلحة لجمهورية الكونغو الديمقراطية في مينوفا وتقديم الجناة إلى العدالة.",1
"1980","وتم تجنيد بعض هؤلاء الأطفال في الجيش الماوي في انتهاك لاتفاق السلام الشامل، في حين تم تجنيد آخرين في المنظمات التابعة للحزب الشيوعي النيبالي (الماوي). وتم إطلاق سراح حوالي 30 في المائة من هؤلاء الأطفال بعد قضاء بضعة أيام مع الحزب الشيوعي النيبالي (الماوي)، وتبين فيما بعد أن حوالي 20 في المائة منهم موجودون في معسكرات الجيش الماوي.",1
"1981","ألف - الاحتياجات الحالية 85 - منذ أن فرض مجلس الأمن تدابير على كوت ديفوار، قيدت الحكومة شراء الأسلحة والذخائر. ويرجع ذلك إلى برنامج المشتريات المكثف قبل الحظر والاستخدام المحدود للأسلحة والذخيرة خلال الفترة القصيرة من الصراع المسلح المكثف في عام 2004.",1
"1982","منذ يناير/كانون الثاني، وثقت بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية أكثر من 100 حادثة تم الإبلاغ عنها استهدفت أعضاء المعارضة السياسية وأنصارها والصحفيين والمدافعين عن حقوق الإنسان.",1
"1983","وأبلغتني الحكومة اللبنانية أن القوات المسلحة اللبنانية قامت أيضاً باحتجاز وترحيل عدد من المتسللين من أصل فلسطيني الذين يحملون وثائق هوية سورية.",1
"1984","وبما أن الترجمة شرط أساسي للنظر في التقرير الشامل، فمن الواضح أن هذا الترتيب يشكل تهديداً خطيراً ومباشراً لاستقلالية أمين المظالم. الاستنتاجات",0
"1985","ومع ذلك، لم يتم تقديم أي دليل يدعم هذه التأكيدات.",0
"1986","وفي الفترة من 16 تشرين الأول/أكتوبر 2012 إلى 26 نيسان/أبريل 2013، استخدم مكتب المدعي العام 101 ساعة من أصل 200 ساعة مخصصة له.",0
"1987","119 - وتشير الأدلة المعروضة أمام اللجنة إلى أن ما يصل إلى تسعة أشخاص قتلوا وأصيب ثلاثة آخرون بجروح خطيرة بأسلحة نارية خلال المواجهة المسلحة في تاسي تولو/تيبار، على النحو الموصوف في الفقرتين 67 و68 أعلاه.",1
"1988","60 - طلب مجلس الأمن إلى الأمين العام، في قراره 1783 (2007)، أن يواصل اتخاذ التدابير اللازمة لضمان الامتثال الكامل في البعثة لسياسة الأمم المتحدة المتمثلة في عدم التسامح إطلاقا إزاء الاستغلال والاعتداء الجنسيين.",0
"1989","إننا ندين الإرهاب بجميع أشكاله ومظاهره، لأنه ينتهك أبسط حقوق الإنسان: الحق في الحياة.",0
"1990","وهي تستخدم على نطاق واسع في الصراعات بين الدول وهي الأسلحة المفضلة في الحروب الأهلية والإرهاب والجريمة المنظمة وحرب العصابات.",1
"1991","المقرر عقدها يوم الجمعة، 30 أيار/مايو 2003، الساعة 35/10 صباحا",0
"1992","46 - الحالة في ميانمار (15 أيلول/سبتمبر 2006؛ 13 تموز/يوليه 2009).",0
"1993","وكان الحراس يراقبون الضحايا الذين استخدموا السياط التي كانوا يحملونها للسيطرة عليهم وإذلالهم.",1
"1994","وظهر جندي قوات الدفاع، فرانسيسكو أمارال، عند تقاطع وزارة العدل. وكان زيه مبللا جزئيا بالدم.",1
"1995","وكما ذكرنا أعلاه، فقد أثبت النظام القضائي السوداني عدم قدرته على ضمان المساءلة عن الجرائم المرتكبة في دارفور، والسلطات غير راغبة في القيام بذلك.",1
"1996","يشير إلى أن [جماعة المعارضة] تتحمل مسؤولية خاصة عن حماية العائدين وتيسير عودة من تبقى من السكان المشردين، ويطلب اتخاذ مزيد من التدابير [من جانب وكالات الأمم المتحدة] لتهيئة الظروف المؤاتية لعودة اللاجئين والنازحين داخليا النازحين، ... لتطوير مهاراتهم وزيادة اعتمادهم على أنفسهم، مع الاحترام الكامل لحقهم غير القابل للتصرف في العودة إلى ديارهم في ظروف آمنة وكريمة.",0
"1997","o في 28 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية صاروخاً على المعبر المائي الذي يربط قريتي بولايل والصهباء في دير الزور، مما أدى إلى مقتل 5 أشخاص وإصابة 6 آخرين. سيارات الإسعاف",1
"1998","دعم المجموعات المواضيعية الجنسانية في حالات ما بعد النزاع، بالتعاون مع مستشاري الشؤون الجنسانية في بعثات حفظ السلام، وأفرقة الأمم المتحدة القطرية والوكالات والصناديق والبرامج الأخرى.",0
"1999","(ج) منع التوريد أو البيع أو النقل المباشر أو غير المباشر إلى هذه الأفراد والجماعات والمؤسسات والكيانات من أراضيها أو من قبل مواطنيها خارج أراضيها أو باستخدام السفن أو الطائرات التي تحمل أعلامها، للأسلحة والمواد ذات الصلة من جميع الأنواع بما في ذلك الأسلحة والذخائر والمركبات والمعدات العسكرية والمعدات شبه العسكرية وقطع الغيار لما سبق ذكره، والمشورة الفنية أو المساعدة أو التدريب المتعلق بالأنشطة العسكرية؛",0
"2000","(ج) سوء معاملة أسرى الحرب الإريتريين؛",1
"2001","64- وسألت البعثة الأفراد العسكريين الحكوميين عن التقارير التي تفيد بمقتل حوالي 70 شخصاً، معظمهم من المسلمين، على يد الجنود الحكوميين بعد استعادتهم للمدينة.",1
"2002","وفي الوقت الحالي، تتبع بعثات غيانا الخارجية ترتيبًا ورقيًا حيث يتم حفظ القائمة وتسترشد المكاتب القنصلية بالقائمة الموحدة.",0
"2003","وتلقت اللجنة أدلة تفيد باختطاف مدنيين من قبل قادة هذا المعسكر واحتجازهم داخل المعسكر، حيث تعرضوا للتعذيب واستخدامهم للعمل.",1
"2004","وفي كثير من الحالات، استمرت الهجمات لعدة ساعات.",1
"2005","وفي غضون ذلك، لا تزال الحكومة الانتقالية لجمهورية الكونغو الديمقراطية تدرس إصدار أوامر اعتقال دولية بحق قادة الجماعات المسلحة في إيتوري.",1
"2006","وسيستمر التدريب الأساسي للشرطة لمدة 45 يومًا.",0
"2007","علاوة على ذلك، لا يتم دائمًا فصل القاصرين عن البالغين، ولا يزال بعض السجناء يخضعون لفترات طويلة من الحبس الاحتياطي، تصل أحيانًا إلى 10 سنوات.",1
"2008","الشطب 25 - يوعز إلى اللجنة بأن تقوم على وجه السرعة بإزالة الأفراد والكيانات، على أساس كل حالة على حدة، ممن لم يعودوا يستوفون معايير الإدراج المبينة في الفقرة 2 أعلاه، ويطلب إلى اللجنة أن تولي الاعتبار الواجب لطلبات شطب الأفراد الذين تصالحوا ، وفقا للبيان الصادر عن مؤتمر كابول في 20 يوليو 2010 بشأن حوار جميع أولئك الذين ينبذون العنف، وألا تكون لهم أي صلة بالمنظمات الإرهابية الدولية، بما في ذلك تنظيم القاعدة، وأن يحترموا الدستور، بما في ذلك أحكامه المتعلقة بحقوق الإنسان، ولا سيما حقوق المرأة، ونحن على استعداد للمشاركة في بناء أفغانستان ينعم بالسلام، وكما هو مبين بمزيد من التفصيل في مبادئ ونتائج مؤتمر بون الذي انعقد في 5 كانون الأول/ديسمبر 2011 بدعم من حكومة أفغانستان والمجتمع الدولي؛",0
"2009","أمسك أحد الجنود بالطفل وألقاه على جانب الطريق.",1
"2010","وتقوم الجماعات الأخرى المدرجة في القائمة، مثل Lashkar-e-Tayyiba (LeT) (QE.L.118.05)، بتدريب وتجنيد عناصرها في المناطق الخاضعة لسيطرة حركة طالبان الباكستانية.",1
"2011","ويشكل تورط القوات الحكومية في بعض الهجمات تطورا سلبيا للغاية.",1
"2012","6 - وفي مالي، اقترب الإرهابيون من تدمير الهيكل الأساسي للدولة، مما أثر على استقرار البلد والمنطقة برمتها. ويواصل تنظيم القاعدة في بلاد المغرب الإسلامي، وحركة التوحيد والجهاد في غرب أفريقيا، وأنصار الدين أنشطتهم في شمال مالي، مع امتداد آثارها إلى البلدان المجاورة. إنهم يعرضون وجود وأنشطة بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي (مينوسما) للخطر.",1
"2013","افتتحت الجلسة الساعة 3.15 بعد الظهر.",0
"2014","ومنذ تشرين الأول/أكتوبر 2013، أحبطت هجومين للقراصنة وأحالت خمسة قراصنة مشتبه بهم إلى المحاكمة في سيشيل.",1
"2015","وتتوافق هذه القطاعات، على التوالي، مع المناطق الإدارية التالية: القطاع 1: أوهام بيندي، ونانا مامبيري، ومامبيري كادي؛ القطاع 2: أوهامنانا غريبيزي، بامينغي-بانغوران، وفاكاغا؛ القطاع 3: أومبيلا مبوكو، ولوباي، وسانغا مباري؛ القطاع 4: أواكا وكيمو؛ والقطاع 5: هوت كوتو، وباس كوتو، ومبومو، وهوت مبومو.",0
"2016","وفي وقت لاحق من نفس اليوم، أسفرت العمليات العسكرية التي جرت في القاعدة الجوية للقوات المسلحة لكوت ديفوار في مطار أبيدجان الدولي عن تدمير طائرتين أخريين من طراز Su-25 وطائرتي هليكوبتر من طراز Mi-24V وطائرة بدون طيار.",1
"2017","كما قامت حركات التمرد بأعمال النهب، واستهدفت بشكل رئيسي مراكز الشرطة للحصول على الأسلحة؛ وفي مناسبات قليلة استهدف المتمردون أيضًا الممتلكات الخاصة.",1
"2018","ولتعميق مشاركة الأمم المتحدة في هذا المجال، ينبغي للمجلس أن يطلب من هيئاته الرئيسية لمكافحة الإرهاب - المديرية التنفيذية للجنة مكافحة الإرهاب وفريق الدعم التحليلي ورصد الجزاءات - التركيز على التهديد الذي يشكله المقاتلون الإرهابيون الأجانب، بما في ذلك عن طريق تقييم الجهود الوطنية لتطبيق الالتزامات القانونية الدولية القائمة ضد هذا التهديد.",1
"2019","19 - واستهدفت الجماعات المتطرفة أيضا المقاولين المدنيين العاملين لصالح البعثة المتكاملة. وفي 12 تشرين الأول/أكتوبر، أوقفت عناصر مسلحة شاحنة متعاقد عليها ودمرت الشحنة التي تحمل علامات واضحة، دون أن يصاب السائق بأذى. وفي 6 تشرين الثاني/نوفمبر، اصطدمت شاحنة مقاول مدني بجهاز متفجر على بعد 40 كيلومترا جنوب السترات (منطقة غاو)، مما أدى إلى إصابة ثلاثة أشخاص. وفي 8 تشرين الثاني/نوفمبر، أوقفت عناصر مسلحة شاحنتين مدنيتين متعاقدتين مع البعثة المتكاملة، وسرقتا السائقين وهددتا بحرق شاحنتيهما إذا واصلا العمل في البعثة.",1
"2020","وإذ يلاحظ أن الحالة في جمهورية الكونغو الديمقراطية لا تزال تشكل تهديدا للسلام والأمن الدوليين في المنطقة،",1
"2021","نيكولاس ويليامز (المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية)",0
"2022","(ج) تشجيع اعتماد ضوابط محلية أقوى على الأسلحة والمتفجرات.",0
"2023","الأجانب الذين يتمتعون بوضع إقامة خاص هم:",0
"2024","أولاً، اسمحوا لي أن أشدد على أهمية البناء على المفاوضات الحالية، بما في ذلك المسارين الإسرائيلي الفلسطيني والإسرائيلي السوري.",0
"2025","ولم تتخذ الحكومة الإجراءات الإدارية والتشريعية اللازمة لمحاربة الفساد ومنعه في المؤسسات المؤقتة.",1
"2026","ثامنا. القضايا الشاملة في البعثة",0
"2027","وحتى 1 نيسان/أبريل 2008، لم يكن قد تم تجميع سوى 109 عناصر.",0
"2028","(أ) تهديد عملية السلام والمصالحة الوطنية في كوت ديفوار، ولا سيما عن طريق عرقلة تنفيذ عملية السلام، على النحو المشار إليه في اتفاق واغادوغو السياسي؛",1
"2029","اتفاقية الحماية المادية للمواد النووية، 24 فبراير 2003؛",0
"2030","2. المعاهدات والإجراءات الدولية الأخرى",0
"2031","3 - ثريا الخضر مكي توتو",0
"2032","ومع حصول مهربي الوقود على أرباح تزيد عن 100 في المائة، فإن لشبكات التهريب مصلحة راسخة في إطالة أمد الصراع.",1
"2033","وفي الواقع، فإن العديد من القوانين المعمول بها في السودان اليوم تتعارض مع المعايير الأساسية لحقوق الإنسان.",1
"2034","وبذلك فشل الإرهابيون في تحقيق هدفهم الاستراتيجي المتمثل في منع أعداد كبيرة من المتطوعين من إعادة بناء البلاد.",0
