"","en_ar_DEEPL","VerCoop"
"1594","34. الحالة في كوت ديفوار (20 كانون الأول/ديسمبر 2002؛ 17 آذار/مارس 2010).",0
"1595","يدعو الاتحاد الديمقراطي والشعبي في كوت ديفوار إلى الوضوح والعدالة فيما يتعلق بهذه الانتهاكات.",1
"1596","وفي أعقاب المشاورات، أدلى رئيس المجلس ببيان للصحافة دعا فيه أعضاء المجلس السلطات الإيفوارية وجميع الأطراف المعنية إلى إنهاء العوائق التي تعترض حرية حركة القوات المحايدة وحث جميع الأطراف على التحلي بالمسؤولية وضبط النفس حتى تجري الحملة الانتخابية المقبلة في جو سلمي وفي الموعد المحدد لها.",1
"1597","السيدة ناكيبيمو ناكوسو، مزارعة من بولينزي",0
"1598","في جلسة مجلس الأمن 5764، المعقودة في 22 تشرين الأول/أكتوبر 2007، فيما يتصل بنظر المجلس في البند المعنون ""الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية""، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:",1
"1599","أ) مقدمي الخدمات المالية أو مقدمي الخدمات المالية المساعدة,",0
"1600","ودعوا أيضا القوات الجديدة إلى البدء في أقرب وقت ممكن، قبل 15 تشرين الأول/أكتوبر، ودون شروط مسبقة، في عملية التسريح ونزع السلاح وإعادة الإدماج، التي وافقت عليها في أكرا. وشددوا على ضرورة نزع سلاح جميع الجماعات شبه العسكرية والميليشيات.",1
"1601","13. وفي ختام اﻻجتماع، وافق الطرفان على بيان مبعوثي الشخصي، الوارد في المرفق اﻷول لهذا التقرير، وكررا التزامهما بمواصلة المفاوضات في مانهاست في موعد يحدد باﻻتفاق المشترك.",1
"1602","كان النصف الأول من شهر يناير/كانون الثاني 2014 هادئًا نسبيًا، قبل أن يتدهور الوضع، خاصة في بانغي، في النصف الثاني من الشهر.",0
"1603","وشددت بعض الوفود على أهمية المحادثات السداسية في إيجاد حل للمسألة النووية في شبه الجزيرة الكورية، ودعت إلى العمل الموجه نحو تهيئة الظروف المواتية لاستئناف المحادثات السداسية.",1
"1604","7. تهيب بجميع الدول أن تمتنع عن إجراء تفجيرات تجريبية نووية وأن توقع وتصدق على معاهدة الحظر الشامل للتجارب النووية، وبذلك تدخل المعاهدة حيز النفاذ في موعد مبكر;",1
"1605","""ويرحب مجلس الأمن بالتقدم الكبير الذي أحرزته تيمور - ليشتي في تعزيز القدرات المؤسسية والبشرية لمؤسسات الدولة، بما في ذلك في قطاعات الأمن والعدالة والحوكمة التي تؤدي أدوارا حاسمة في صون الاستقرار وتعزيز الديمقراطية.",1
"1606","الماس خلال الفترة من 5 أيلول/سبتمبر 2007 إلى 30 أيلول/سبتمبر 2008، أذنت حكومة ليبريا بتصدير ما يزيد عن 000 64 قيراط من الماس الخام بقيمة 11.9 مليون دولار.",0
"1607","كما يتحالف اتحاد الوطنيين الكونغوليين من أجل السلام والديمقراطية مع جماعة القوات الديمقراطية لتحرير رواندا المنشقة عن القوات الديمقراطية لتحرير رواندا بقيادة ""الجنرال"" جان داماسين نديباباجي، المعروف باسم ""موساري"".",0
"1608","وأُعدم معظم من أُخذوا بعيداً.",0
"1609","يدعو جميع الأطراف إلى احترام الطابع المدني والإنساني لمخيمات اللاجئين ومواقع النازحين داخلياً ...",1
"1610","S/RES/2068 (2012)، الفقرة 2 من المنطوق",0
"1611","يحث كذلك الأمين العام على السعي إلى توسيع نطاق دور المرأة ومساهمتها في عمليات الأمم المتحدة الميدانية، ولا سيما في صفوف المراقبين العسكريين والشرطة المدنية وموظفي حقوق الإنسان والموظفين العاملين في مجال حقوق الإنسان والمساعدة الإنسانية.",1
"1612","وإذ تشدد على أن وضع نظم عدالة جنائية منصفة وفعالة والحفاظ عليها ينبغي أن يكونا أساسا لأي استراتيجية لمكافحة الإرهاب والجريمة المنظمة عبر الوطنية,",0
"1613","يُعقد يوم الأربعاء 2 مايو 2012، الساعة 11 صباحًا.",0
"1614","وبصرف النظر عن هذه الأمور التشغيلية، وكسياسة عامة، فإن أمين المظالم سيتعامل مع الطلبات المقدمة على أنها سرية.",1
"1615","وقد جادل البعض بأنه يجب على هذه الشركات في جميع الأحوال اتخاذ خطوات لإغلاق المواقع التي تعلم تقنيات الإرهاب، مثل إنتاج المتفجرات، أو استخدام الأسلحة التي من المحتمل أن تتسبب في وقوع خسائر بشرية كبيرة.",1
"1616","ويمكن أن يتوخى تعزيز الاختصاصات في مجالات مثل الشرطة والعدالة والتعليم والثقافة والإعلام والاقتصاد. ويمكن أن يسمح بإقامة روابط أفقية بين البلديات ذات الأغلبية الصربية في كوسوفو.",1
"1617","وذلك على الرغم من الإدانة المتكررة لتلك الأعمال اللاإنسانية من خلال قرارات المجلس 1820 (2008) و1888 (2009) و1960 (2010)، والتي أصبحت منارات أمل لملايين الضحايا من النساء والفتيات في جميع أنحاء العالم.",0
"1618","السيد محمود عبود، وزير مستشار، البعثة الدائمة لجزر القمر لدى الأمم المتحدة",0
"1619","يؤكد من جديد إدانته القاطعة لجميع أعمال الإرهاب وأساليبه وممارساته بوصفها أعمالاً إجرامية وغير مبررة، بغض النظر عن دوافعها، وبجميع أشكالها ومظاهرها، أينما ارتكبت وأياً كان مرتكبوها,",0
"1620","ووفقًا لهذه السياسة، لم تتردد حكومتي فور علمها بالوجود غير المرغوب فيه للمتمردين الأوغنديين التابعين لجيش الرب للمقاومة، في توجيه إنذار نهائي لهم بمغادرة الأراضي الوطنية فورًا.",0
"1621","(و) رحب باستعداد المديرية التنفيذية للمشاركة بفعالية في جميع الأنشطة ذات الصلة في إطار استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب ودعمها، بما في ذلك في إطار فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، التي أنشئت لضمان التنسيق والاتساق الشاملين في جهود مكافحة الإرهاب التي تبذلها منظومة الأمم المتحدة، وأكد أهمية ذلك؛",1
"1622","(ب) تشجيع الدول في المنطقة دون الإقليمية على الاستفادة من فرص التدريب في مجال إنفاذ القانون وغيرها من فرص التدريب من أجل تعزيز تنفيذ قوانين مكافحة الإرهاب;",1
"1623","28. ستنظر اللجنة، بناء على اقتراح المديرية التنفيذية، في استراتيجية اتصال تهدف إلى تعزيز إبراز دور وأنشطة اللجنة والمديرية التنفيذية في مجال مكافحة الإرهاب.",1
"1624","أقل من 5 كغم، ولكن أكثر من 1 كغم",0
"1625","وبذلك تكون الخسارة 46,618 دينارًا كويتيًا، أي 1,305,304 فرنكًا فرنسيًا.",0
"1626","تعمل قيادة عمليات الجيش الاتحادي الألماني مع مركز تنسيق عمليات القوة الدولية للمساعدة الأمنية الذي يضم موظفين من الجنسيتين الألمانية والهولندية كمرحلة عليا لمقر قيادة القوة الدولية للمساعدة الأمنية.",0
"1627","يناقش هذا التقرير جوانب مختلفة من قضية الأسلحة الصغيرة، مع التركيز على الأثر السلبي للأسلحة الصغيرة غير المشروعة على الأمن وحقوق الإنسان والتنمية الاجتماعية والاقتصادية، ولا سيما في مناطق الأزمات وحالات ما بعد النزاع.",0
"1628","مرفق طيه نسخة من مشروع القانون",0
"1629","ويتطلع مجلس الأمن إلى نتائج وتوصيات البعثة.",1
"1630","71. على الرغم من أن الأمر قد يستغرق بعض الوقت قبل دخول معاهدة تجارة الأسلحة حيز النفاذ، فإنها يمكن أن تكون أداة مفيدة لمواصلة النهوض بتنفيذ نظام جزاءات اللجنة المنشأة عملا بالقرار 1267.",1
"1631","[يدين بشدة استمرار أشكال التمييز والعنف ضد النساء والفتيات، ولا سيما العنف الذي يهدف إلى منع الفتيات من الالتحاق بالمدارس ...",0
"1632","وثمة حاجة إلى إجراء مزيد من البحوث بشأن تأثير مختلف أشكال الاتصالات على خطر التحريض وتهديده وبالتالي على الأعمال الإرهابية. ومع ذلك، يمكن القول إن التطور السريع في تكنولوجيا الاتصالات قد جعل خطر التحريض في جميع أنحاء العالم اليوم أكبر مما كان عليه في عام 2005.",1
"1633","دعم المنظمات النسائية في المجتمعات التي يتم نشر قوات حفظ السلام فيها لزيادة الوعي بفيروس نقص المناعة البشرية/الإيدز وتعزيز استراتيجيات الوقاية المجتمعية.",1
"1634","2. وقد عُقد هذا الاجتماع عملا بقرار رئيسي الدولتين، رئيس الجمهورية الجزائرية الديمقراطية الشعبية، فخامة الرئيس عبد العزيز بوتفليقة، ورئيس جمهورية مالي، فخامة السيد إبراهيم بوبكر كيتا، بإنشاء هذه الآلية كأداة استراتيجية لمتابعة وتنفيذ أي تدابير يرى الطرفان أنها من شأنها أن تعزز الحل السلمي والدائم لمشاكل شمال مالي.",1
"1635","2. يكرر التأكيد على أن المسؤولية الرئيسية عن مواصلة تنفيذ اتفاق السﻻم بنجاح تقع على عاتق السلطات في البوسنة والهرسك نفسها، وأن استمرار استعداد المجتمع الدولي والمانحين الرئيسيين لتحمل العبء السياسي والعسكري واﻻقتصادي لجهود التنفيذ والتعمير سيتحدد بمدى امتثال جميع السلطات في البوسنة والهرسك ومشاركتها النشطة في تنفيذ اتفاق السﻻم وإعادة بناء مجتمع مدني، وﻻ سيما بالتعاون الكامل مع المحكمة الدولية ليوغوسﻻفيا السابقة، وفي تعزيز المؤسسات المشتركة وتيسير عودة الﻻجئين والمشردين؛",1
"1636","ويؤكد المجلس مجدداً على أهمية تلبية احتياجات المرأة في بناء السلام وإشراكها في وضع وتنفيذ استراتيجيات ما بعد النزاع.",1
"1637","المعلومات المطلوبة والواردة من الوكالة الدولية للطاقة الذرية",0
"1638","14. عبد الرحمن سعد سعد مرزوق العتيبي",0
"1639","الأمين الدائم للمناجم والبيئة والسياحة",0
"1640","وقد أشرت في الفقرة 7 من مرفق رسالتي المؤرخة 8 آب/أغسطس 2005 إلى أن الضمانات النقدية الداعمة لخطابات الاعتماد البالغ عددها 249 خطاب اعتماد التي انتهت صلاحيتها بحلول 31 كانون الأول/ديسمبر 2004 سيستمر الاحتفاظ بها في حساب الأمم المتحدة الخاص بالعراق حتى 30 تشرين الثاني/نوفمبر 2005 للسماح بالدفع للبائعين في حالة استلام وثائق التوثيق التي تؤكد أن السلع قد شحنت خلال فترة صلاحية خطاب الاعتماد. غير أن حكومة العراق طلبت خلال المشاورات التي أجريت مؤخرا مع السلطات المعنية تمديد هذا الموعد النهائي لاستلام وثائق التصديق إلى 31 كانون الأول/ديسمبر 2005، وذلك لإتاحة وقت إضافي لتجهيزها.",1
"1641","وفي ذلك المساء، أصدر ضابط من الشرطة الوطنية لتيمور الشرقية بيانًا إذاعيًا ألقى فيه باللوم على القائد العام مارتينز ونائب القائد بابو في مقتل ضابط وحدة الاستجابة السريعة.",0
"1642","""يؤكد مجلس الأمن من جديد التزامه فيما يتعلق بحماية المدنيين في النزاعات المسلحة، وبمواصلة التنفيذ الكامل لجميع قراراته السابقة ذات الصلة بما فيها القرارات 1265 (1999) و 1296 (2000) و 1674 (2006) و 1738 (2006) و 1894 (2009)، وكذلك جميع قراراته المتعلقة بالمرأة والسلام والأمن، والأطفال والنزاع المسلح وحفظ السلام، وجميع بيانات رئيسه ذات الصلة.",1
"1643","ويأتي هذا النشاط كجزء من الحوار الجاري بين برنامج الأمم المتحدة لسيادة القانون والأمن والحكومة الاتحادية الانتقالية بشأن القضايا المتعلقة بالألغام ودعم العمليات التي من شأنها أن تضمن وعيها بالصكوك القانونية الدولية ذات الصلة وإمكانية النظر في المشاركة فيها.",1
"1644","وبموجب الفقرة 8 من القرار نفسه، كلف المجلس اللجنة بتحديد الأفراد والكيانات: (أ) الذين يشاركون في أعمال تهدد السلام أو الأمن أو الاستقرار في الصومال أو يقدمون الدعم لها؛ (ب) الذين يتصرفون في انتهاك للحظر العام والكامل على توريد الأسلحة؛ (ج) الذين يعرقلون إيصال المساعدات الإنسانية إلى الصومال أو يعرقلون وصولها.",1
"1645","وإذ يسلم بالمساهمة القيّمة التي قدمها الممثل الخاص للأمين العام المعني بالأطفال والنزاع المسلح والفريق العامل التابع لمجلس الأمن المعني بالأطفال والنزاع المسلح في مجال حماية الأطفال في النزاعات المسلحة، بما في ذلك استنتاجاته وتوصياته الصادرة تمشيا مع القرار 1612 (2005)، وإذ يشير إلى القرار 1882 (2009) الذي يهدف إلى تعزيز حماية الأطفال في حالات النزاع المسلح،",1
"1646","وكان الفريق الخاص بغرب دارفور يتألف من محققين اثنين ومحلل عسكري، يدعمهم خبير أو اثنين من خبراء الطب الشرعي، وفقاً للمتطلبات.",0
"1647","يشدد على الحاجة إلى استراتيجية شاملة لإصلاح قطاع الأمن [الوطني] تركز على إضفاء الطابع المهني على مؤسسات قطاع الأمن، بما في ذلك هيئات الرقابة، وتساعد على ضمان الاتساق والكفاءة وتجنب الازدواجية أو الثغرات، وتشجع في الوقت نفسه حكومة [البلد المعني] على الانخراط في شراكة استراتيجية جديدة مع [البعثة] في مجال إصلاح قطاع الأمن من أجل تحديد أولويات كل عنصر من عناصر قطاع الأمن والنهج الجديدة الممكنة لـ [البعثة] لدعم السلطات [الوطنية] في مجال إصلاح قطاع الأمن لبناء قدرات الجيش والشرطة والعدالة والمؤسسات الأمنية الأخرى من أجل توطيد سلطة الدولة [الوطنية]، ويطلب إلى الأمين العام أن يقدم تقريرا عن هذه الأولويات والنهج في مرفق لتقريره في [تاريخ التقرير];",1
"1648","20. يشجع الدول الأعضاء على تبادل المعلومات على وجه السرعة مع الدول الأعضاء الأخرى، ولا سيما دول المنشأ والمقصد والعبور، عندما تكتشف سفر أفراد مدرجة أسماؤهم في قائمة الجزاءات المفروضة على تنظيم القاعدة؛",1
"1649","B. خسائر الممتلكات 27-32 15",0
"1650","ويدعو المجلس هيئة الأمم المتحدة للمرأة إلى الإسهام بانتظام في عمله المتعلق بالمرأة والسلام والأمن، ويلاحظ الدور القيّم الذي ستضطلع به في دعم دور المرأة في بناء السلام ومنع العنف الجنسي في حالات النزاع، بما في ذلك من خلال التنسيق والاتساق في السياسات والبرامج الخاصة بالنساء والفتيات.",1
"1651","40. يرحب بتقديم إحاطات دورية من حكومة أفغانستان بشأن محتوى القائمة، وكذلك بشأن أثر الجزاءات المحددة الهدف على ردع التهديدات التي يتعرض لها السلام والاستقرار والأمن في أفغانستان، ودعم المصالحة التي يقودها الأفغان;",1
"1652","إذا حل محل نيانغوما على أساس دستورهم، فسوف أدعوه بالطبع.",0
"1653","تم ضبط الشحنة على متن سفينة الحاويات MV سان فرانسيسكو بريدج.",0
"1654","ثانياً، حتى في البحث عن السلام في خضم الصراع، يجب التمسك بالمعايير الأساسية لحقوق الإنسان والقانون الإنساني.",0
"1655","هنا أيضًا، تلقينا ردودًا يبدو أنها تبرر مخاوفنا.",0
"1656","تم تشييد السجن لتوفير ظروف احتجاز إنسانية وآمنة تتماشى مع المعايير الدولية لحقوق الإنسان.",0
"1657",":: :: الاضطلاع بدور كامل في الحلقات الدراسية والمناسبات الإقليمية التي تزيد الوعي وتعزز تنفيذ القرار 1540 (2004) وزيادة الجهود الرامية إلى زيادة الوعي بين البرلمانيين وغيرهم من صانعي القرار الرفيعي المستوى",1
"1658","على الرغم من القرار الذي اتخذه الحوار الوطني في عام 2006، والذي تم تأكيده في الاجتماعات اللاحقة للحوار الوطني، لم يتم إحراز أي تقدم فيما يتعلق بتفكيك القواعد العسكرية للجبهة الشعبية لتحرير فلسطين - القيادة العامة وفتح الانتفاضة التي تتخذ من دمشق مقراً لها.",1
"1659","""ويعترف مجلس الأمن بالدور الهام للمساعي الحميدة التي يبذلها الأمين العام، ويشجع الأمين العام على مواصلة استخدام الوساطة قدر الإمكان للمساعدة في حل النزاعات بالوسائل السلمية، والعمل بالتنسيق والتعاون الوثيق مع المنظمات الإقليمية ودون الإقليمية المعنية في هذا الصدد، حسب الاقتضاء.",1
"1660","13. قرر أعضاء اللجنة أنه من أجل التوصية ""باتخاذ تدابير لضمان المساءلة عن الجرائم والانتهاكات الجسيمة لحقوق الإنسان التي يُدعى ارتكابها خلال الفترة المذكورة أعلاه، مع مراعاة أن حكومة تيمور - ليشتي ترى أن نظام العدالة المحلي، الذي يشارك فيه قضاة ومدعون عامون ومحامو دفاع دوليون، ينبغي أن يكون السبيل الرئيسي للمساءلة عن هذه الجرائم والانتهاكات المزعومة""، سيتعين عليهم إجراء تقييم أولي لنظام العدالة المحلي القائم في تيمور - ليشتي.",1
"1661","صدر في مدينة كورونادو في الساعة الثانية بعد ظهر يوم 6 يوليو 2005.",0
"1662","في أحكام أخرى من مشروع القانون هذا، تم تحديد الأفراد والمؤسسات والأجهزة التي يشملها مشروع القانون هذا.",0
"1663","وأطلع الطرفان دوائرهما الانتخابية، بما في ذلك اللاجئون الماليون المقيمون في موريتانيا والنيجر، على محتوى الوثيقة.",1
"1664","""ويتطلع مجلس الأمن إلى تقرير الفريق الرفيع المستوى المعني بالاتساق على نطاق منظومة الأمم المتحدة في مجالات التنمية والمساعدة الإنسانية والبيئة، ويأمل أن يكون له دور في ضمان اتباع نهج منسق للأمم المتحدة إزاء المرأة والسلام والأمن.",1
"1665","""ويحث مجلس الأمن دول منطقة الساحل والمغرب العربي على تعزيز التعاون والتنسيق بين دول المنطقة من أجل وضع استراتيجيات شاملة وفعالة لمكافحة أنشطة الجماعات الإرهابية بطريقة شاملة ومتكاملة وهي تنظيم القاعدة في بلاد المغرب الإسلامي و ""حركة التوحيد والجهاد في غرب أفريقيا"" وحركة أنصار الدين، ومنع توسع تلك الجماعات وكذلك قمع انتشار جميع الأسلحة ومكافحة الجريمة المنظمة العابرة للحدود الوطنية, بما في ذلك الاتجار بالمخدرات، وفي هذا الصدد، يحيط علما بنتائج المؤتمر الذي نظمته المديرية التنفيذية لمكافحة الإرهاب وفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب في الرباط بشأن التعاون في مجال مراقبة الحدود في منطقة الساحل والمغرب العربي، وكذلك نتائج الاجتماع الوزاري بشأن تعزيز التعاون في مجال الأمن وتفعيل منظومة السلم والأمن الأفريقية في منطقة الساحل والصحراء الذي عقد في نواكشوط.",1
"1666","""ويسلّم مجلس الأمن بضرورة منع وقمع تمويل الإرهاب والمنظمات الإرهابية، بما في ذلك من عائدات الجريمة المنظمة، بما في ذلك إنتاج المخدرات وسلائفها الكيميائية والاتجار بها على نحو غير مشروع، وبأهمية استمرار التعاون الدولي من أجل تحقيق هذا الهدف.",1
"1667","لا يمكن للبنك فتح حساب أو التعامل مع مثل هذا العميل الذي يصر على عدم الكشف عن هويته أو الذي يعطي اسمًا مزيفًا.",0
"1668","وإذ يؤكد تصميمه على اتخاذ إجراءات مناسبة وفعالة ضد أي تهديد للسلم والأمن الدوليين ناجم عن انتشار الأسلحة النووية والكيميائية والبيولوجية ووسائل إيصالها، وفقا لمسؤولياته الرئيسية، على النحو المنصوص عليه في ميثاق الأمم المتحدة,",1
"1669","كانت جميع وحدات التكرير الثلاث (بما في ذلك معمل غاز البترول المسال) تعمل بطاقتها القصوى في 2 أغسطس 1990.",0
"1670","دعم قرار جمهورية الكونغو الديمقراطية بالعمل على تعزيز شفافية الإيرادات في صناعاتها الاستخراجية,",1
"1671","يُعقد يوم الخميس 11 ديسمبر 2014، الساعة 3 بعد الظهر.",0
"1672","ومع ذلك، اعتمدت دول منطقة البحر الكاريبي المعاهدة الكاريبية بشأن المساعدة القانونية المتبادلة في المسائل الجنائية الخطيرة (بما في ذلك الجرائم المتعلقة بالإرهاب وتمويل الإرهاب وغسل الأموال والاتجار بالمخدرات).",0
"1673","44. وعلاوة على ذلك، تشيد الهيئة بالتقدم المحرز في محادثات الجزائر وتدعو جميع الأطراف، ولا سيما قادة الجماعات المسلحة، إلى المشاركة شخصيا في العملية بهدف التوصل إلى اتفاق في أقرب وقت ممكن على أساس المسودة التي قدمها فريق الوساطة إلى الأطراف، والتي تشكل أرضية صلبة للتفاوض.",1
"1674","وقد أعربت الكنيسة الكاثوليكية ومنظمات المجتمع المدني عن قلقها من أن تخفيف الأحكام قد يسهم في خلق تصورات عن الإفلات من العقاب، على الرغم من أن الرئيس أوضح أن تخفيف الأحكام قد تم بالتشاور مع الحكومة وأعضاء البرلمان وأسر الضحايا والجناة، من بين جهات أخرى، ووفقًا للدستور والقوانين المعمول بها.",0
"1675","أطلقت تركيا مشروع الوحدة الوطنية لمعالجة التفاوتات الاجتماعية والاقتصادية في المجتمع التركي التي يُزعم أنها تغذي المعارضة الكردية وتجنيد حزب العمال الكردستاني.",0
"1676","تتنوع طرق النقل إلى غرب أفريقيا (الشحن البحري والشحن البحري بالحاويات، والطائرات الخاصة، وشركات النقل الجوي، والبريد).",0
"1677","وأُشير أيضا إلى أنه نظرا لافتقار المحكمة الجنائية الدولية لآليات الإنفاذ، كان من المهم أن يظل المجلس منخرطا في الحالات التي أحالها إلى المحكمة وأن يتخذ تدابير لتعزيز تعاون الأطراف المعنية مع المحكمة.",1
"1678","مكافحة الروايات الإرهابية والتطرف العنيف",1
"1679","وفي 24 تشرين الثاني/نوفمبر، تلقى المجلس في 24 تشرين الثاني/نوفمبر، في قاعة المجلس، تقريرا عن فترة التسعين يوما من رئيس لجنة مجلس الأمن المنشأة عملا بالقرار 1591 (2005) بشأن السودان. وقدمت السفيرة ماريا كريستينا برسيفال (الأرجنتين) التي أطلعت المجلس على آخر المستجدات بشأن أنشطة اللجنة خلال الفترة المشمولة بالتقرير، بما في ذلك التواصل مع الدول الأعضاء في المنطقة، لتحديد الثغرات في المعلومات والإبلاغ عن متطلبات بناء القدرات لتعزيز تنفيذ تدابير الجزاءات.",1
"1680","الممتلكات الملموسة الأخرى - 26,946,528 دولار أمريكي",0
"1681","وإذ يشدد في هذا السياق على أهمية إحراز حكومة [البلد المتضرر] مزيدا من التقدم في إنهاء الإفلات من العقاب وتعزيز المؤسسات القضائية وسيادة القانون واحترام حقوق الإنسان داخل [البلد المتضرر]، بما في ذلك النساء والفتيات، وفي إعادة بناء وإصلاح قطاع السجون في [البلد المتضرر].",1
"1682","المقرر عقدها يوم الاثنين، 17 تشرين الثاني/نوفمبر 2003، الساعة 10 صباحاً",0
"1683","وقد عززها الداعية الشعبوي أنور العولقي (QI.A.283.10) الذي تمكن، على عكس القيادة العليا، من التواصل مع جمهور الشباب وتحقيق جماهيرية واسعة.",0
"1684","وإنني ممتن للغاية لممثلي الخاص بالنيابة، ديفيد غريسلي، ونائب ممثلي الخاص، أرنولد أكودجينو، وكذلك لجميع موظفي الأمم المتحدة المدنيين والنظاميين في مالي، على عملهم الشاق المتواصل في ظروف صعبة للغاية لاستعادة السلام والاستقرار الدائمين في البلاد.",1
"1685","إذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة,",0
"1686","يُعقد يوم الخميس 10 يوليو 2014، الساعة 10:00 صباحًا.",0
"1687","تم إجراء تعديل على نفقات المعدات الموردة لمراعاة قيمتها المتبقية.",0
"1688","كما تساعد هذه المشاريع على إعادة تأهيل الأصول المجتمعية مثل الطرق والأسواق والمدارس والآبار ومستجمعات المياه وقنوات الري.",0
"1689","بلغ التضخم في الربع الأول من عام 2007 نسبة 1.5 في المائة فقط.",0
"1690","يدعو مجلس الأمن الدول الأعضاء إلى التعاون على وجه السرعة لحل جميع المسائل المعلقة بهدف اعتماد مشروع الاتفاقية الشاملة بشأن الإرهاب الدولي.",0
"1691","كما أعرب الأعضاء عن تصميمهم على مواصلة العمل بشكل تعاوني مع الحكومة لتعزيز التقدم المحرز وضمان بيئة مستقرة للحكم الديمقراطي والنمو الاقتصادي وتقديم المساعدات الإنسانية. آسيا",1
"1692","ومن المهم بنفس القدر ألا يضيع الزخم وراء توسع القوة الدولية للمساعدة الأمنية الدولية وأن تتقدم القوة الدولية للمساعدة الأمنية الدولية الآن إلى غرب البلاد.",0
"1693","وإذ يؤكد من جديد التزامه بالتسوية السياسية للنزاعات في يوغوسلافيا السابقة، والحفاظ على سيادة جميع الدول هناك وسلامتها الإقليمية داخل حدودها المعترف بها دوليا,",1
"1694","الحالة فيما يتعلق بجمهورية الكونغو الديمقراطية",0
"1695","""ولا يزال مجلس الأمن يساوره قلق بالغ إزاء انعدام الأمن والأزمة الإنسانية الكبيرة المستمرة في منطقة الساحل، والتي تزداد تعقيدا بسبب وجود جماعات مسلحة، بما في ذلك الحركات الانفصالية والشبكات الإرهابية والإجرامية وتزايد أنشطتها، فضلا عن استمرار انتشار الأسلحة من داخل المنطقة وخارجها مما يهدد السلام والأمن والاستقرار في دول المنطقة، ويشدد في هذا الصدد على أهمية تنفيذ جميع قرارات مجلس الأمن ذات الصلة، بما في ذلك ما يتعلق منها بحظر توريد الأسلحة.",1
"1696","ويرحب مجلس الأمن باعتزام الأمين العام زيارة منطقة الساحل، في وقت لاحق من هذا العام، مع رئيس مجموعة البنك الدولي، ويتطلع إلى تقديم إحاطة إلى مجلس الأمن عقب هذه الزيارة.",1
"1697","وتضمن التقرير وصفًا قاتمًا للوضع في المنطقة الذي يتسم بمزيد من أعمال العنف والإرهاب.",0
"1698","وإذ يؤكد من جديد أيضا قراريه 1368 (2001) المؤرخ 12 أيلول/سبتمبر 2001 و 1373 (2001) المؤرخ 28 أيلول/سبتمبر 2001، وإذ يكرر تأكيد دعمه للجهود الدولية الرامية إلى استئصال الإرهاب وفقا لميثاق الأمم المتحدة،",1
"1699","ويسرني أن أفيد بأنه قد تم الآن تأمين التمويل اللازم لإنشاء مكتبة قانونية في عهدة اللاجئين في رابوني (انظر S/2007/619، الفقرة 41).",0
"1700","(أ) يكرر دعوته أطراف النـزاع المسلح المدرجة في مرفقات تقرير الأمين العام عن الأطفال والنـزاع المسلح التي لم تقم بعد بإعداد وتنفيذ خطط عمل لوقف تجنيد الأطفال واستخدامهم في انتهاك للقانون الدولي الساري إلى أن تفعل ذلك دون مزيد من التأخير؛",1
"1701","اتخذت جميع الدول الـ 18 التي قدمت تقارير عن استيراد وتصدير الأسلحة بعض الخطوات لتنظيم إنتاج وبيع ونقل الأسلحة والمتفجرات.",0
"1702","""ويقر مجلس الأمن ويشجع كذلك الجهود التي تبذلها جامعة الدول العربية للمساهمة في المساعي الجماعية لتسوية النزاعات في الشرق الأوسط سلميا وكذلك في تعزيز الاستجابات الدولية للتحولات التي تشهدها المنطقة، مع إعادة تأكيد التزامه القوي بسيادة بلدان المنطقة واستقلالها ووحدتها وسلامة أراضيها وبمقاصد الميثاق ومبادئه.",1
"1703","ولا يزال المجتمع الدولي ملتزماً بمكافحة الإرهاب بجميع أشكاله ومظاهره، ولكن ينبغي أن يعزز جهوده لتحقيق التنفيذ الكامل للقرارات والصكوك الدولية ذات الصلة بمكافحة الإرهاب.",1
"1704","كانت هناك كمية كبيرة من حبوب الأرز المعبأة في أكياس مبطنة في الحاويات.",0
"1705","ويدرك الفريق أن هناك قوانين وطنية ودولية تحد من تبادل المعلومات بين الدول، إلا أن التعاون الدولي ضروري للتنفيذ الفعال لتجميد الأصول.",1
"1706","وفي مشاورات مغلقة، قدم المبعوث الخاص إحاطة إلى المجلس عن أولوياته ومشاوراته الأولية وأفكاره بشأن سبل المضي قدما. وقال إن بيان جنيف الصادر في 30 حزيران/يونيه 2014 لا يزال صالحا، وإنه حدد المعايير العامة لحل تفاوضي في المستقبل.",1
"1707","563. جمعت اللجنة معلومات موثوقة تتيح لها تحديد ثمانية من كبار مسؤولي الحكومة المركزية والقادة العسكريين وستة من المسؤولين الحكوميين المحليين أو أفراد القوات المسلحة العاملين في دارفور الذين قد يشتبه في مسؤوليتهم عن عدم منع أو قمع ارتكاب الجرائم عن علم، أي عن مسؤولية الرؤساء.",0
"1708","على سبيل المثال، تولي بوركينا فاسو أهمية لمكافحة التطرف العنيف وتعمل على التصدي لمحاولات تجنيد الإرهابيين.",0
"1709","23. وحصلت ليبريا على 961 277 دولارا من رسوم تصدير الماس خلال الأشهر التسعة الأولى من عام 2008.",0
