"","ar_en_TRANSFORMERS","VerCoop"
"2049","75. The situation in Myanmar (15 September 2006; 13 July 2009).",0
"2050","Reaffirming its previous relevant resolutions, the most recent of which was Riyadh Summit resolution 388, adopted on 29 March 2007,",0
"2051","""The Security Council welcomes General Assembly resolution 64/289 establishing a United Nations entity on gender equality and the empowerment of women (UN Women), which will be fully operational in January 2011.",1
"2052","In order to expedite the process and ensure the availability of adequately qualified staff, the Committee supports the exploration of ways to broaden the pool of potential candidates.",1
"2053","The Security Council also urges the Central African authorities to continue resolutely to combat human rights violations.",1
"2054","The authorities agreed that ethnic Albanians were victims of social and institutional discrimination and recognized that confidence-building measures, such as integration of ethnic Albanians into the local police force and increased representation in political institutions, would go a long way towards easing tensions and stabilizing the region over a longer period.",1
"2055","The Security Council condemns all acts of violence and other forms of intimidation deliberately directed against humanitarian workers, as well as attacks on peacekeepers.",1
"2056","27. The mission recalls the Council &apos; s readiness to support the efforts of the transitional authorities to combat impunity in the Democratic Republic of the Congo.",1
"2057","Outreach to civil society and private companies has also been initiated, focusing on the possibilities and role of technical assistance in the fight against terrorism.",1
"2058","Participatory assessment approach to ensure the participation of internally displaced women and girls returnees in the development of reintegration strategies and programmes and their impact on the definition of their content; improvement of gender-sensitive reintegration measures on issues such as constitutional reform and electoral processes; and development of gender-disaggregated indicators.",1
"2059","Paraguay also participates in the ""3+1"" mechanism comprising Argentina, Brazil, Paraguay and the United States of America.",0
"2060","22. On 25 August, a statement attributed to General Laurent Nkunda, one of the main perpetrators of the Bukavu crisis in May 2004, threatening to overthrow the Transitional Government, was published in Goma.",1
"2061","The competent authorities requested that the deadline for formal requests for amendment from the Government of Iraq, 31 October 2005, be changed to 31 December 2005, in order to take fully into account the difficulties of communication between the competent authorities and suppliers with regard to the extension of the shipment time and the validity of the letters of credit.",1
"2062","On that occasion, the President also provided an update on the threat posed by foreign terrorist fighters associated with ISIL and ANF, pursuant to paragraph 26 of resolution 2178 (2014).",0
"2063","At the 7109th meeting of the Security Council, held on 12 February 2014, in connection with its consideration of the item entitled ""Protection of civilians in armed conflict,"" the President of the Security Council issued the following statement on behalf of the Council:",1
"2064","The Algiers Agreement calls on the parties in article 1, paragraph 1, ""to refrain from the use or threat of use of force.""",1
"2065","The Council stresses the need for all parties to respect and maintain the security and civilian character of camps for refugees and internally displaced persons.",1
"2066","12. Calls upon the Government of Burundi to continue its efforts to ensure the promotion and protection of human rights and, together with its international partners, to support and strengthen the capacity of the Independent National Commission on Human Rights and the Office of the Ombudsman, in accordance with General Assembly resolution A/RES/48/134 on national institutions for the promotion and protection of human rights, and further calls upon the Government to continue to combat impunity and to take the necessary measures to ensure the full enjoyment of civil, political, social, economic and cultural rights, as enshrined in the Constitution of Burundi and in accordance with its obligations under international law;",1
"2067","Taking note of the report of the Secretary-General on the protection of civilians of 29 May 2009 (S/2009/277) and its annex on restrictions on humanitarian access, which highlighted the key challenges for the effective protection of civilians, namely, enhancing compliance with international law; increasing compliance by non-State armed groups with their obligations under international law; improving protection through better and more effective resources for United Nations peacekeeping operations and other relevant missions; improving humanitarian access; and enhancing accountability for violations,",1
"2068","""The Security Council encourages Member States to establish and maintain an effective national criminal system based on the rule of law and including provisions for judicial criminal cooperation with regard to extradition and mutual legal assistance, in particular in order to expedite, simplify and give priority to requests for extradition and mutual legal assistance in cases related to terrorism, and to apply international and regional best practices in extradition and mutual legal assistance, consistent with international law, in particular international human rights, refugee and humanitarian law.",1
"2069","Bagosora ICTR-98-41-Ar73 (OPP)",0
"2070","32. The Trial Chamber rendered its judgement in the Ntawukulilyayo case on 3 August 2010 and issued it in writing on 6 August 2010.",0
"2071","III. Financial and economic assets freeze",0
"2072","The Security Council met at the ministerial level on 22 September to consider the civilian aspects of conflict management and peacebuilding.",1
"2073","In discussing the role of the President of the Council, several participants recognized the need to avoid ""two traps"": first, a national agenda to guide the Council towards specific interests; and, second, an overly isolated and formalized leadership.",1
"2074","This invitation, as well as the cooperation received by the Special Rapporteur during his visit, highlighted the commitment of the Government of Burkina Faso to ensuring that its efforts to combat terrorism are consistent with international human rights laws and standards.",1
"2075","They expressed the hope that he would be able to make decisive progress in his direct negotiations in the period before June, the date set for reaching an agreement.",1
"2076","""The Security Council reaffirms its concern at the alarming situation in the Sahel region and its commitment to addressing the complex security and political challenges that exist in this region and are linked to humanitarian and development issues, as well as the adverse effects of climate and environmental changes.",1
"2077","""The Security Council notes the determination expressed by the representatives of the two organizations to establish cooperation on the basis of an expanded agenda that includes common concerns, by formulating appropriate joint responses to humanitarian crises, where appropriate, by promoting human rights, freedom of expression, food security, environmental protection, combating terrorism and illicit trafficking in drugs and weapons, while reaffirming the need to ensure that the United Nations also respects and promotes the rule of law in all its efforts to establish peace and security.",1
"2078","Council members noted that all candidates should make every effort to maintain a calm and peaceful environment, exercise restraint, await results to be announced in accordance with national constitutional procedures and resolve their differences peacefully through the established legal and mediation mechanisms, including the National Mediation Committee.",1
"2079","UNMIS continues to share urgent reports and other vital information with UNAMID regarding restrictions imposed by the Government of the Sudan on flights in Southern Darfur and clashes between JEM and the Sudanese Armed Forces.",1
"2080","First, it should be understood that terrorism is a crime that cannot be justified under any circumstances, but also a manifestation of complaint that is being expressed in an inhuman, abhorrent and hollow manner.",1
"2081","This attitude does not serve their community.",0
"2082","It met in Algiers in follow-up to Algeria &apos; s efforts to bring the positions of the armed movements of northern Mali closer together with a view to meeting all the conditions for the success of future negotiations with the Government of Mali;",0
"2083","UNODC will organize a national workshop on international cooperation in criminal matters related to terrorism, transnational organized crime and corruption in Namibia in March 2014.",1
"2084","Immediately after the arrival of the forces loyal to President Yusuf and their deployment south of Jowhar in early September, reports were received that the Minister of Commerce, Moses Sody Yalaho, had sent a number of ""armed armoured vehicles"" to reinforce his forces in Balad, south of Jowhar.",0
"2085","Stressing the importance of investigating [human rights abuses and alleged violations of international humanitarian law committed by all parties], including violations that occurred during the crisis... and reaffirming that those responsible for such violations must be held accountable and must be brought to justice regardless of their political affiliation, while respecting the rights of detained persons..., urges the Government to increase and accelerate its efforts to combat impunity,",1
"2086","""The Security Council calls upon the Somali parties to build on the progress made and to accelerate the achievement at the National Reconciliation Conference of a lasting and inclusive solution to the conflict in Somalia through the establishment of a viable transitional Government.",1
"2087","Develop a gender action plan in the Department to integrate a gender perspective into conflict prevention, peacekeeping and peacemaking activities.",1
"2088","46. MONUC continued to coordinate support for the implementation of the national strategy on sexual and gender-based violence, under which five programmes are being implemented in the areas of prevention and protection, combating impunity, multisectoral assistance, security sector reform, data collection and mapping in the Ituri and South Kivu provinces.",0
"2089","(b) Encourage States in the subregion to take advantage of law enforcement and other training opportunities to strengthen the implementation of counter-terrorism laws;",1
"2090","80. In its tenth report, the Group recommended that, in future, the Committee request the country of residence, when contacted in the context of the review, all available information on the whereabouts, circumstances and activities of the party concerned, together with a note on any additional measures taken to prevent its support for terrorism, for the purposes of increasing the accuracy and impact of the List (S/2009/502, para. 24).",1
"2091","The trial commenced on 25 September 2006 and will end in 2007.",0
"2092",":: 9 September 2004, Prime Minister Rafiq Hariri announces to journalists that he will resign.",0
"2093","Rehabilitation approaches vary by State, but greater attention is being paid to sharing experiences and developing best practices in this area.",0
"2094","Eritrea has been organizing and training various groups of criminal gangsters and terrorists and sending them to Ethiopia to cause corruption in our country and political instability.",0
"2095","""The Security Council renews its call upon States to become parties as soon as possible to all the international conventions and protocols related to terrorism and to implement the conventions and protocols to which they are parties.",1
"2096","They also noted that enhanced coordination and interoperability among those organizations, as well as the development and sharing of common strategies, operational policies and best practices, in civilian crisis management endeavours, would increase the effectiveness and coherence of crisis management.",1
"2097","In paragraph 3 (d) of resolution 1587 (2005), the Security Council requested the Monitoring Group to continue to improve and update information on the draft list of individuals and entities violating the measures implemented by Member States in accordance with resolution 733 (1992), inside and outside Somalia, and their active supporters, which the Council may need to take possible measures in the future, and to present such information to the Committee established pursuant to resolution 751 (1992), at the time and in how the Committee deems appropriate.",1
"2098","These are broken down as follows: (i) current expenditures of 20,351 billion CFA francs, (ii) capital expenditures of 921 million CFA francs, (iii) debt settlement of 11,266 billion CFA francs, (iv) arrears of 24,375 billion CFA francs and (v) treasury operations of 436 million CFA francs.",0
"2099","With regard to the discussion of the procedural amendment, the Group agrees that any reform of the legal character of the system sought by the Council in recent years should be strengthened by adding more items including the words'related to &apos; in resolution 1617 (2006), introducing the system of narrative summaries of reasons for listing, and reviewing the mechanisms of resolution 1822 (2008), for example.",1
"2100","The Panel commenced its review of the fifteenth instalment on 30 January 2002.",0
"2101","Total maternal mortality rates were calculated for the 29 countries with available data out of 31 countries using the global estimates of maternal mortality issued by the Inter-Agency Group on Maternal Mortality Estimates (http://www.maternalmortalitydata.org/) and birth estimates from the 2012 World Fertility Data of the United Nations Population Division (http://www.un.org/esa/population/publications/WFD2012/Mainframe.html).",0
"2102","Recognizing that international cooperation measures and any measures taken by Member States to prevent and combat terrorism must be in full compliance with the provisions of the Charter of the United Nations,",1
"2103","- Guide to permanent residence of the applicant in Australia;",0
"2104","18. Decides to remain seized of the matter.",0
"2105","24. The mid-term review of the Joint Vision Strategy was completed in September 2011, following consultations with the Government, which highlighted the contribution of the United Nations family to the implementation of the Government &apos; s Agenda for Change and provided guidance towards a programmatic approach that allows for greater synergy and flexibility in United Nations activities.",1
"2106","The Sudan is not targeting the United Nations because it is a genuine Member of the United Nations and is committed to the provisions of its Charter. It appreciates its efforts to achieve security, stability and development in the Sudan. It is striving to develop this relationship in accordance with the provisions of the Charter of the United Nations and the relevant resolutions of the General Assembly and the Security Council.",1
"2107","a. Collection and processing of data on foreigners entering and leaving Indonesia;",0
"2108","9. Calls upon all States to cooperate fully with the Committee established by paragraph 6 above in the discharge of its functions, including by providing the information requested by the Committee pursuant to the present resolution;",1
"2109","- Decision No. 10/2006/QD-BNN of 10 February 2006 regulating the procedure for registering the production, import and distribution of veterinary drugs, substances for the production of veterinary drugs, biological products, microorganisms and chemicals for veterinary use;",0
"2110","Stressing the vital importance of dialogue between the Committee established pursuant to resolution 1267 (1999) (""the Committee"") and Member States for the full implementation of the measures,",1
"2111","V. Activities of the United Nations and the international community",0
"2112","On 21 December, at a public meeting, the Council heard a briefing by the Chair of the Committee established pursuant to resolution 1737 (2006) and the Permanent Representative of Colombia, NÃ©stor Osorio, on the work of the Committee from 1 September to 18 December 2011.",1
"2113","New border security systems, such as tighter cargo inspection procedures and the issuance of machine-readable travel documents by most States, as advocated by ICAO, have significantly hampered terrorist activities across national borders.",0
"2114","In addition, the Panel on Western Darfur visited refugee camps in Chad and the Panel on Southern Darfur visited the National Security Detention Centre in Nyala.",1
"2115","Restrictions on the movement of precious commodities",0
"2116","15. There is a high risk of the increased use by terrorists, groups and individuals, of modern information and communications technologies for recruitment, incitement and fund-raising, often across international borders.",0
"2117","Payment or relief to others",0
"2118","Aware of the importance of transitional justice in promoting lasting reconciliation among all the people of Burundi and welcoming the progress made in the preparation of national consultations on the establishment of transitional justice mechanisms, including through the establishment of a technical follow-up committee and a forum for representatives of civil society,",1
"2119","Commending the efforts of the United Nations Hybrid Operation in Darfur (UNAMID), the Joint African Union-United Nations Chief Mediator, the Secretary-General of the United Nations, the League of Arab States, the African Union High-level Implementation Panel on the Sudan and the leaders of the region, reiterating its full support for those efforts to promote peace and stability in Darfur, and expressing its strong support for the political process under way within the framework of the African Union-United Nations mediation efforts,",1
"2120","In this regard, the Security Council commends the support provided by neighbouring States to refugees from the Democratic Republic of the Congo.",1
"2121","Special police units supported the Mission &apos; s customs and provided support to special operations teams of UNMIK police.",0
"2122","3. Uranium compounds owned by the Chemistry Division of the Faculty of Science of the University of Mosul, with a total weight of 3.775 kg.",0
"2123","The Team coordinates its travel plans on a regular basis with the Counter-Terrorism Committee Executive Directorate and has organized briefings on visits to Member States, international organizations of the Executive Directorate and experts providing support to the 1540 Committee. The Team looks forward to its first joint visit with the Executive Directorate to a Member State in February 2006 and expects that joint visits will become increasingly frequent.",1
"2124","Acting under Chapter VII of the Charter of the United Nations,",0
"2125","Identification of potential perpetrators of international crimes",0
"2126","11. One of the main objectives of the Counter-Terrorism Committee remains to facilitate the provision of technical assistance aimed at strengthening the counter-terrorism capacity of a State, which does its utmost to meet its obligations to implement the provisions of Security Council resolution 1373 (2001) but lacks the capacity to do so.",0
"2127","324. The Commission and its team shared extensive evidence of displacement and conducted a large number of interviews with internally displaced persons in Darfur and refugees in Chad.",0
"2128","(v) Working with relevant international and regional organizations to promote awareness of and compliance with the measures;",1
"2129","The Committee seeks to ensure that the Consolidated List is dynamic and responsive to the changing threat of Al-Qaida and the Taliban.",1
"2130","In August 2005, the Group, accompanied by UNOCI officials, visited the Autonomous Port of Abidjan, Grand Lahoe, Frisco, Sassandra, Munugaga, Grand Birbi, San Pedro Autonomous Port and Tabou. At all these locations, the Group examined ports and docks and discussed the implementation of the embargo with the responsible authorities, businesses and UNOCI.",1
"2131","Welcoming the improved cooperation and exchange of information between UNAMID and the Panel of Experts, facilitated by the guidelines developed by the Department of Peacekeeping Operations and the decision of UNAMID to establish a focal point to facilitate the exchange of information with the Panel of Experts on the arms embargo,",1
"2132","At a plenary session in the presence of the nine trial judges and the five appeals judges, the Tribunal discussed extensively the issue of compensation for the victims of the tragic events in Rwanda.",1
"2133","The Security Council encourages the United Nations, the African Union, the International Conference on the Great Lakes Region, the Southern African Development Community and other relevant international and regional organizations to continue to work together, with the continued commitment and support of the international community, to implement the Peace, Security and Cooperation Framework.",1
"2134","From the outset, efforts must be made to ensure coordination with law enforcement and other national authorities; to develop appropriate national legal frameworks; and to strengthen the capacity of judicial and law enforcement systems.",1
"2135","5. Calls upon all States to continue to take urgent steps to enforce and strengthen measures imposed by domestic laws or regulations on their nationals and other individuals or entities operating in their territories by enacting legislation or administrative measures, as appropriate, to prevent and punish any violations of the measures referred to in paragraph 1 of the present resolution, and to inform the Committee of the adoption of such measures, and invites States to inform the Committee of the results of all relevant investigations or enforcement actions, unless to do so would be detrimental to investigations or enforcement actions;",1
"2136","To blame each other, to find a scapegoat responsible for failure in Afghanistan and to demand that those who are already doing so work the most unfair and unacceptable practices that will ultimately be a factor of psychological defeat.",0
"2137","They also committed themselves to verifying that all recruits are over 18 years of age.",0
"2138","The terrorist networks formed in the conflicts that are now taking place can pose a threat for decades to come.",0
"2139","At the same time, the Council recognizes the key role that the Special Representative of the Secretary-General and the civilian advisers assisting him can play in coordinating humanitarian assistance and re-establishing public order, the functioning of public institutions, as well as rehabilitation, reconstruction and peacebuilding for long-term sustainable development.",1
"2140","Three States established a legal framework addressing maritime security requirements and partially implemented the mandatory international standards on port and ship security set out in the International Ship and Port Facility Security Code.",1
"2141","The Security Council reiterates its call upon parties to armed conflict [mentioned in the relevant report of the Secretary-General] to prepare, without further delay, if they have not already done so, time-bound and specific action plans to halt the recruitment and use of children in violation of applicable international law and to address all violations and abuses committed against children, in close cooperation with [the Special Representative of the Secretary-General for Children and Armed Conflict], as well as with UNICEF and the United Nations country task forces on monitoring and reporting.",0
"2142","IV. Position of the Democratic Republic of the Congo",0
"2143","18. In its judgement of 4 February 2013, the Appeals Chamber reversed the conviction of Justin Mugenzi and Prosper Mugiraneza of Trial Chamber II on 30 September 2011.",0
"2144","Coordination relates first to clarity of vision and second to institutional arrangements.",0
"2145","The credibility of the Council depends on what we do in that regard, and is the only way for the Council to live up to its responsibility under the Charter.",0
"2146","112. Closely linked to the concept of counter speech is the growing recognition of the importance of the voices of victims of terrorism in effective strategies to combat incitement.",0
"2147","He hoped that the Council &apos; s discussion would raise awareness of future needs and help to achieve adequate levels of political, financial, human and logistical support, thereby supporting the common goal of using the peacekeeping instrument to strengthen international peace and security.",1
"2148","30. One State noted that, while its Constitution guaranteed the right to freedom of expression, that right might be subject to reasonable restrictions, including on the expression of an opinion amounting to incitement.",0
"2149","The outcome of this dialogue will enhance the climate of stability.",1
"2150","In this regard, a multidisciplinary team from the United Nations will soon visit Uganda, the Central African Republic, the Democratic Republic of the Congo and the Sudan to assess the threat posed by LRA and make recommendations to strengthen United Nations efforts to help address and better coordinate the LRA problem in the subregion.",1
"2151","b. Be prepared for operation at temperatures ranging from less than -45°C to more than +55°C; and",0
"2152","Strategic transfer support will depend, to the extent possible, on existing United Nations capacities and regional supply lines;",0
"2153","10. Encourages all Member States to submit to the Committee established by paragraph 30 below (the ""Committee"") for the purpose of listing the names of individuals, groups, undertakings and entities participating, by any means, in the financing or support of the actions or activities described in paragraph 3 above;",1
"2154",":: Order of the Lion of the Netherlands Grand Cross, Kingdom of the Netherlands, 2006",0
"2155","115. The current embargo can have a greater impact on the Taliban if this is taken into account and if all non-State actors in Afghanistan are prevented from purchasing arms, with the necessary exceptions for humanitarian and other purposes, as authorized by the Government of Afghanistan or the Security Council.",0
"2156","Aware of the demand of the Lebanese people that all those responsible for the terrorist bombing that killed former Lebanese Prime Minister Rafiq Hariri and others be identified and held accountable,",0
"2157","There are varying degrees of criminal liability for arms-related offences, as evidenced by the difference in the maximum length of penalties established by law.",0
"2158",":: Implementing a more proactive communications strategy to enhance understanding of the role of the Committee and CTED in the area of counter-terrorism.",1
"2159","Calls upon all parties to armed conflict to respect the civilian and humanitarian character of refugee camps and settlements and to take into account the special needs of women and girls, including in the design of such camps and settlements.",1
"2160","The decree motivated further developments with regard to the integration of Congolese armed groups into FARDC.",0
"2161","They looked forward to welcoming East Timor to the United Nations.",1
"2162","(f) Welcomed and emphasized the importance of CTED &apos; s readiness to participate actively in and support all relevant activities within the framework of the United Nations Global Counter-Terrorism Strategy, including within the Counter-Terrorism Implementation Task Force established to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system.",1
"2163","In line with the Committee &apos; s policy directives on human rights and counter-terrorism, the Executive Directorate has included human rights in its communications strategy and has stressed the need for States to ensure that their counter-terrorism measures are consistent with their obligations under international law.",1
"2164","It was not clear at the current time when an agreement on police restructuring would be reached to allow those negotiations to begin, but the European Union was always ready to assist in further negotiations once an agreement had been reached that met the requirements of the European Commission.",1
"2165","The Los Palos report noted the problems in the relationship between veterans and new recruits.",0
"2166","The purpose of raising this issue seems to be to paint a picture of Serbia &apos; s alleged threat to Kosovo and Metohija.",0
"2167","During my meeting with the Congolese authorities at the highest level, including President Kabila, I raised issues relating to the need to provide a legitimate trial before the courts and to issue death sentences.",1
"2168","During the meeting, the parties engaged in a broad exchange of views on the implementation of the Security Council resolutions and on the exercise of the principle of self-determination.",1
"2169",":: Consider, as appropriate, the feasibility of establishing and utilizing rosters and networks of experts within and outside the United Nations system",0
"2170","Moreover, the method and pattern of pre-attack flights could in no way be construed as warning signs, as they were clearly part of the attack.",0
"2171","This includes the need for more judicial capacity to avoid further delays in the justice system.",0
"2172","14. The Executive Directorate will strengthen its engagement with international, regional and subregional organizations around the world to assist them in developing and/or implementing appropriate action plans in the context of counter-terrorism and to involve them more directly in meeting the capacity-building needs of States identified by the Committee through initial implementation assessments and country visits.",1
"2173","A military adviser from the Department of Peacekeeping Operations responded to questions posed by Council members.",1
"2174","36. Encourages all Member States, in particular designating States and States of residence or nationality, to provide the Committee with additional information on the identity of listed groups, undertakings, entities and individuals and other information with supporting documentation, including updates on the practical status of listed entities, groups and institutions and, where such information becomes available, on the movements, imprisonment or death of listed individuals and other important facts;",1
"2175","All relevant stakeholders should be encouraged to use this event to raise awareness of the resolution and promote its effective and comprehensive implementation in the context of the activities of the Special Rapporteur or the Special Rapporteur aimed at promoting implementation.",1
"2176","I also welcome the initiatives taken by the Lake Chad Basin Commission to find lasting solutions to reduce terrorism, violent rebellion and extremism through a common strategy.",1
"2177","(h) During the dialogue phase, the Ombudsperson shall give due consideration to the views of designating States, as well as other Member States that provide relevant information, in particular those Member States most affected by acts or engagements that led to the original listing.",1
"2178","3. Over the past six months, the worsening crisis in the Syrian Arab Republic has continued to affect Lebanon in a way that exacerbates political polarization and concerns that the unrest in the Syrian Arab Republic has negative implications for Lebanon &apos; s stability.",0
"2179","4. Ahmed Tahir Tarmanini, from Atma, Rif Idlib",0
"2180","The Cayman Islands, Bermuda and Gibraltar are developing their corresponding legislation for the 2000 and 2001 Acts.",0
"2181","71. While it is likely that some time will pass before the Treaty enters into force, it can be a useful tool for further progress in the implementation of the 1267 sanctions regime.",1
"2182","I have the honour to inform you that the United Kingdom, in its capacity as President of the Security Council for the month of August, has decided to hold a briefing on 19 August to mark World Humanitarian Day, which will focus on the protection of humanitarian workers, under the agenda item on the protection of civilians in armed conflict.",1
"2183","Division to 3 infantry/vehicle to 2 light vehicles 10 December 2013",0
"2184","13. The Committee will organize a special meeting open to all members and other relevant stakeholders to commemorate the tenth anniversary of the adoption of resolution 1373 (2001) and the establishment of the Committee, in accordance with resolution 1963 (2010).",1
"2185","""The Security Council strongly supports efforts to promote national dialogue, reconciliation and broad political participation to ensure unity, peace, security and stability in Iraq.",1
"2186","The Declaration commits participating States to support armed violence reduction programmes from a development and human rights perspective.",1
"2187","It further urges all Member States, in coordination with international financial institutions and United Nations agencies, to increase their support to address the increasing political, social, economic and financial implications of the refugee crisis in host countries.",0
"2188","Noting with deep concern the increase in violence and inter-tribal fighting, as well as the persistence of sexual and gender-based violence and impunity, reiterating its grave concern at attacks against humanitarian personnel and peacekeepers, and the security of civilians, and calling upon all parties in Darfur to cease immediately their acts of aggression and to cease their violent attacks, which are causing a deterioration in the humanitarian aid situation and obstructing their access to populations in need,",0
"2189","""The Security Council recognizes the important role of women in the prevention and resolution of conflicts and in peacebuilding, and stresses the essential role of the Governments of countries affected by armed conflict in promoting women's participation in conflict prevention and resolution and in peacebuilding within the framework of the women, peace and security agenda, including by consulting relevant women's organizations from the early stages of planning and priority-setting.",1
"2190","These cases were also investigated by the Joint Fact-Finding Group, composed of the parties, UNOMIG and the CIS peacekeeping force, whose task it is to establish whether violent incidents constitute violations of the 1994 Moscow Agreement.",0
"2191","62. With regard to the tasks related to matrices, the Commission &apos; s agreement on a new format represented an important step forward.",1
"2192","Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, threats to international peace and security caused by terrorist acts, stressing in this regard the important role of the United Nations in leading and coordinating this fight,",1
"2193","One side asserts that the Mission is trying to accomplish too much, while the other side asserts that it is not doing enough.",0
"2194","(b) A clear copy of the identity card or document of residence in the national territory;",0
"2195","8. Stresses the importance of safe and unhindered access for humanitarian personnel to civilians in armed conflict, calls upon all parties concerned, including neighbouring States, to cooperate fully with the United Nations Humanitarian Coordinator and United Nations agencies in providing such access, invites States and the Secretary-General to share with him information on the deliberate denial of such access in violation of international law and where such denial may constitute a threat to international peace and security, and in this regard expresses its readiness to consider such information and to take appropriate steps as appropriate;",1
"2196","Seven years later, the 2009 edition also noted that about 30 per cent of young people in Arab countries were unemployed, that more than 50 per cent of the population was under the age of 24 and that 51 million new jobs were needed in 2020 in order to avoid an increase in unemployment.",0
"2197","Supporting the work already undertaken by the Committee established pursuant to resolution 1540 (2004), now referred to as the 1540 Committee, in accordance with its fifth programme of work,",1
"2198","In this context, Prime Minister Seniora requested that the United Nations continue to provide assistance and support, enabling this internal dialogue to contribute to a solution of the issue of Lebanese and non-Lebanese militias in Lebanon in full conformity with the Taif Agreement.",1
"2199","At the 5738th meeting of the Security Council, held on 7 September 2007, in connection with the Council's consideration of the item entitled ""Threats to international peace and security caused by terrorist acts,"" the President of the Security Council made the following statement on behalf of the Council:",0
"2200","4. License from the Ministry of Light Industries and Trade",0
"2201","The fate of these combatants will depend on their experiences in the Syrian Arab Republic, but conflicts involving foreign volunteers from Al-Qaida affiliates in the past have proved to have long-term implications for the domestic and international threat situation.",0
"2202","The Executive Directorate has also established strong relations with some regional and subregional organizations, in particular the Caribbean Community (CARICOM) and the Inter-American Committee against Terrorism of the Organization of American States (OAS) in the Americas; the African Centre for the Study and Research on Terrorism, the African Union, the Economic Community of West African States (ECOWAS) and the Capacity-Building Programme for Counter-Terrorism of the Intergovernmental Authority on Development (IGAD) and the Southern African Development Community (SADC) in Africa; the Council of Europe, the European Union and the Organization for Security and Cooperation in Europe; the Pacific Islands Forum in the Pacific; the Asian Development Bank and the Association of Southeast Asian Nations in Asia.",0
"2203","Sixteenth report of the Tripartite Monitoring Group covering the period from 1 to 31 July 2005",0
"2204","As a result, school offices and textbooks may again not be available for distribution at the beginning of the 1998-1999 school year.",0
"2205","The United Nations is examining how best to strengthen counter-terrorism capacities in United Nations special political missions, peacekeeping operations and United Nations country teams.",1
"2206","""The Security Council thanks the Secretary-General for his report of 3 August 2004, reissued on 23 August 2004 (S/2004/616), and reaffirms the vital importance that the Council attaches to the promotion of justice, the rule of law and post-conflict national reconciliation.",1
"2207","Seven States apply certain measures to monitor, regulate and control the production, sale and transfer of weapons and explosives.",0
"2208","Improved relations between Chad and the Sudan and the vigilance of the national security forces and the joint border security forces were also mentioned as important factors contributing to this.",0
"2209","He described the situation at the crime scene as chaotic.",0
"2210","The Council stresses the need for an unconditional commitment to the integration process into the armed forces, in keeping with the spirit of the Global and All-Inclusive Agreement.",1
"2211","- To advise the Government..., as appropriate, on security sector reform and the organization of the future national army, including on the establishment of an effective vetting mechanism, in accordance with international standards,",1
"2212","29. The Mission &apos; s police deployment is being adjusted to maximize its resources directed towards the electoral process.",0
"2213","2. The situation in Chad, the Central African Republic and the subregion",0
"2214","Unfortunately for Hizbullah &apos; s actions, and as I said Israel has the right to defend itself, the use of excessive force must be condemned.",0
"2215","Given the deep mistrust among the Lebanese people towards their security and judicial authorities, the International Commission of Inquiry has become a source of great expectations and hopes for change and has become a ""link"" between the Lebanese people and their authorities.",1
"2216","""The Security Council notes that this year marks the fifteenth anniversary of the Security Council's successive consideration of the issue of the protection of civilians in armed conflict as a matter of substance, and recognizes the urgent need for the Security Council and Member States to continue to strengthen the protection of civilians in armed conflict.",1
"2217","5. Decides that Member States shall, in accordance with international human rights, refugee and humanitarian law, prevent and suppress the recruitment, organization, transfer or equipping of individuals who travel to a State other than that in which they reside or have its nationality for the purpose of committing, planning, preparing or participating in terrorist acts, or provide or receive training in acts of terrorism, and shall finance the travel and activities of such individuals;",1
"2218","It also recommends that the Government of Nepal make a clear commitment to the reintegration of children associated with armed forces and groups and strengthen the legal protection of children by criminalizing their recruitment and prosecuting violators of children &apos; s rights.",1
"2219","In addition, there is one mobile monitoring unit, which is mainly used in ports.",0
"2220","In this context, the European Union reminds Israel of its obligation to ensure full and safe access for humanitarian organizations, including the United Nations Relief and Works Agency for Palestine Refugees in the Near East.",0
"2221","78. Seven States have institutional structures to implement counter-terrorism strategies.",0
"2222","598. In the light of the above comments and on the basis of the above-mentioned body of human rights law, it may be said that at present when a gross violation of human rights has been committed, it also amounts to an international crime, customary international law not only provides for the criminal liability of the individuals who have committed the violation, but also imposes an obligation on the States to which the perpetrators of the crimes or States which have acted as organs de jure or de facto, to make reparation for the harm that has occurred (including the payment of reparations).",1
"2223","On that basis, I would like to approve Pakistan &apos; s request and intend to establish a three-member commission of inquiry.",1
"2224","These States also face significant challenges due to cross-border refugee flows.",0
"2225","(Vienna, 4 November 1986 to 19 January 1989)",0
"2226","The Security Council also notes the importance of close cooperation at the level and among all government agencies and with international organizations in combating terrorism and incitement to terrorism.",1
"2227","C. Cooperation with the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004)",1
"2228","4. Decides to remain seized of the matter.",0
"2229","2. West African Economic and Monetary Union and Central Bank of West African States",0
"2230","and the Convention on the Rights of the Child of 1989",0
"2231","51. The situation in Libya (22 February 2011; 11 November 2014).",0
"2232","29. On 25 November 2011, President Koroma inaugurated the National Commission for Youth, which is expected to take the lead in promoting and coordinating youth development within the Ministry of Youth Employment and Sports.",1
"2233","Impacts on women and contributions of women",0
"2234","We also agreed that the parties should re-establish a genuine dialogue that was needed and should proceed, without delay, to the dismantling of militias and the disarmament, demobilization and reintegration of combatants, and to the holding of free, fair and credible elections.",1
