"ar_en_DEEP"	"VerCoop"
"2 - The Indo-Pakistani issue (see S/7382)."	0
"E - The role of finance, transportation and customs"	0
"Calls on all parties to respect the civilian and humanitarian character of refugee camps and sites for internally displaced persons..."	1
"(d) Announce and implement an immediate moratorium on the issuance and application of death sentences, followed without undue delay by the abolition of the death penalty in law and practice;"	0
"The international community remains committed to combating terrorism in all its forms and manifestations, but it should strengthen its efforts to achieve full implementation of the resolutions issued in this regard and the international counter-terrorism instruments."	1
"They are under pressure regarding important elements of this identity such as their language, culture and religious heritage, as well as their economic survival."	0
"Nationals of European Economic Area countries and Swiss nationals and their families"	0
"It also reaffirms its determination to combat the threats to international peace and security caused by terrorism by all possible means in accordance with the Charter of the United Nations."	1
"However, the Social Democratic Party, led by the Deputy Prime Minister, announced that it would not withdraw from the coalition to prevent destabilizing the government."	1
"107 - Journalists in CÃ´te d'Ivoire, especially journalists close to opposition parties, are exposed to violence, pressure and death threats."	0
"The end result must be stable and sustainable. Therefore, artificial deadlines should not be set."	1
"Strengthening the implementation of the standards will be necessary to deepen confidence in Kosovo Serbs and other minorities during this period of heightened political tension. It will be necessary to gain the trust of the region and the international community."	1
"She announced that the Secretary-General had received a request from East Timor to become a member of the United Nations, and looked forward to the Council considering this request."	1
"During the closed consultations that followed, Council members expressed their support for the United Nations Support Mission in Libya, and noted the efforts made by the interim government to achieve stability."	1
"The Council reaffirms the importance of meeting women's needs in peacebuilding and their participation in developing and implementing post-conflict strategies."	1
"Exports include livestock, hides, incense and agricultural products, while imports mainly consist of staple foods, consumer goods and relief goods."	0
"7 - Further affirms that the requirements of paragraph 1 (a) above also apply to ransom payments to individuals, groups, institutions or entities on the Al-Qaida Sanctions List, regardless of how or by whom the ransom is paid;"	0
"âThe Security Council warmly welcomes the Secretary-Generalâs decision to prioritize the work of the United Nations to promote the rule of law and transitional justice in conflict and post-conflict societies for the remainder of his term."	1
"The Council looks forward to the follow-up executive meeting scheduled to be held in Port-au-Prince on 22 and 23 September, taking into account the priorities identified in the Interim Cooperation Framework of the Government of Haiti."	1
"Some reports hinted, while a few confirmed, that the elements of the crime of genocide exist in the patterns and nature of violations committed by the government and its affiliated militias."	0
"62. The number of armed groups in the Lubero and Beni territories of North Kivu Province increased in 2012 and 2013."	0
"Calls upon parties to armed conflicts to make and implement specific commitments to combat sexual violence with specific time frames, including, inter alia, issuing clear orders through the chain of command prohibiting sexual violence and enshrining the prohibition of sexual violence in codes of conduct and military field operations manuals or their equivalents. Make and implement specific commitments to investigate alleged attacks in a timely manner and to hold perpetrators accountable;"	1
"A stronger link between security sector reform and the lifting of arms embargoes, where appropriate, could be a powerful catalyst for the success of such reform. This is also important for preventing the recurrence of conflict in fragile post-conflict situations."	1
"During the meeting, the two parties supported, in principle, UNHCR's approach to the return of refugees and internally displaced persons and the activities it intends to undertake over the next two years."	1
"G. Duration of the follow-up mission"	0
"Scheduled to be held on Wednesday, 12 December 2012, at 3 p.m"	0
"2 - The situation in East Timor."	0
"However, little information is available about the level of implementation of these implementing rules."	0
"77. The Group is of the view that all States should at least ensure that traders in precious metals and gemstones take measures to prevent money laundering and terrorist financing that are consistent with the requirements of the Financial Action Task Force."	0
"The effectiveness of asset freezing can be improved by establishing contacts between those familiar with current issues (such as law enforcement and intelligence agencies) and financial intelligence units."	0
"Place and date of birth: 1980"	0
"The Special Representative said the fighting did not bode well for the possibility of reaching an agreement between the warring parties during the peace talks led by the Intergovernmental Authority on Development, scheduled for 6 November."	1
"Among these rights is the right to life. The prohibition of torture or cruel, inhuman or degrading punishment; preventing slavery, the slave trade and slavery; Freedom of thought, conscience and religion."	0
"States should ensure full respect for human rights in implementing counter-terrorism legislation."	1
"On 12 February 2013, the Security Council held an open debate on the protection of civilians in armed conflict, which addressed the five core challenges identified by the Secretary-General. On 17 July 2013, the Security Council also addressed, in an open debate, the issue of the protection of journalists."	1
"S/RES/1868 (2009), operative paragraph 9"	0
"(a) Review criminal laws in order to ensure that offenses are properly criminalized in each of the identified categories, and enact legislative provisions to combat terrorism, as appropriate;"	1
"C. Cooperation with the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004)"	1
"Ethiopia and Eritrea (15 March 2001)"	0
"Presidential statement S/PRST/2013/15, paragraph 9 (2013)"	0
"Another speaker reiterated that due consideration should be given to Member States directly concerned or specifically affected by the conflict, by giving them the opportunity to make a formal statement."	1
"âThe Security Council notes that this year marks the fifteenth anniversary of the Security Councilâs successive consideration of the protection of civilians in armed conflict as a substantive issue, and recognizes the urgent need for the Security Council and Member States to continue to strengthen the protection of civilians in armed conflict."	1
"At approximately 12.30 p.m., Mr. Malik and Colonel Rees, the Senior Military Adviser who also listened to the radio communication, spoke privately with the Special Representative of the Secretary-General. Both requested permission to intervene and were granted."	1
"But urgent measures are needed to revitalize the brigade, while at the same time ensuring a more active contribution from the framework brigades both in terms of operations to disable armed groups and protect civilians."	1
"âThe Security Council recognizes the need to pay greater systemic attention to the implementation of commitments related to women, peace and security in its work, to ensure enhanced participation of women in conflict prevention and resolution and peacebuilding efforts and to continue to integrate appropriate gender perspectives into the mandates of United Nations peacekeeping missions.â concerned and in other thematic areas relevant to peace and security."	1
"(b) Encouraging States to adopt practical measures and national strategies to suppress the recruitment activities of terrorist groups, while adhering to relevant human rights obligations;"	1
"Scheduled for Monday, August 19, 2013, at 11 a.m"	0
"Although the number of political prison camps and their inmates has decreased due to the death of prisoners and the release of others, the number still ranges between 80,000 and 120,000 political prisoners in four major political prison camps."	0
"In response, the Mission's Department of Justice established a joint working group with the institution-building component to study the report and devise ways to implement its recommendations."	1
"In addition, the Commission concluded that there were other victims and witnesses who identified attackers from all three categories and said they were Janjaweed."	0
"Tenth: Human rights in the context of combating terrorism"	0
"It was reported that in April 2004, a group of 40 internally displaced women went to collect firewood outside Mokjar, West Darfur, and were attacked by six armed Janjaweed."	0
"With retail prices ranging from US$19 to US$22 per bag of rice (40 kilograms) and US$3 per gallon of oil, the rates paid by Liberians are among the highest in Africa."	0
"However, day after day, they are clearly showing a more positive spirit towards the mission."	1
"The Security Council welcomes the peaceful conclusion of the registration process for the South Sudanese referendum in Sudan, and encourages the parties to continue this momentum in order to hold the two referendums on 9 January 2011 in a peaceful and credible manner that expresses the will of the people."	1
"The team below presents three case studies on airpower, military vehicles, mercenaries and mechanics, for the Committee to study and reach a timely decision on whether they constitute a violation of the embargo."	1
"(h) Developing the Executive Directorate's global role in strategic communications on counter-terrorism, including by providing briefings to all members, working with world leaders and opinion makers, and engaging with the media and other stakeholders."	1
"(b) To receive from individuals on the list requests for exception to the measures set forth in Paragraph 1 (b) of this decision and to refer them to the Committee to decide, on a case-by-case basis, whether entry or transit is justified, and to advise the Committee to consider such matters. Requests in consultation with the transit and destination States and any other concerned States. It is also decided that the Committee will not agree to the exception to the measures stipulated in Paragraph 1 (b) of this decision except with the approval of the transit and destination States. It also indicates that the Committee should notify, through the coordination center, Those individuals by decision of the committee;"	1
"However, Eritrea's position towards Somalia has proven, in the past two and a half years, to be more realistic and correct."	0
"International crimes such as crimes against humanity and war crimes committed in Darfur may be no less serious and horrific than the crime of genocide."	1
"Urges all parties concerned, including Member States, United Nations entities and financial institutions, to support the development and strengthening of the capacities of national institutions, in particular judicial and health systems, and local civil society networks, to provide sustainable assistance to victims of sexual violence in situations of armed conflict and post-conflict situations The conflict ends."	1
"Pakistan is deeply concerned about the report’s conclusions that the humanitarian and economic challenges facing the Sahel region have been exacerbated by the repercussions of the Libyan crisis."	0
"Timor-Leste On 10 May, the Council heard a briefing by the Special Representative of the Secretary-General, Kamalesh Sharma, in plenary meeting."	1
"On 3 May, at the invitation of the President of the Economic and Social Council, the President of the Security Council attended the high-level meeting of the Economic and Social Council to take stock of the work of its ad hoc advisory groups on countries emerging from conflict (Burundi and Guinea-Bissau)."	1
"13 - Encourages the International Criminal Police Organization (INTERPOL) to intensify its efforts in relation to the threat posed by foreign terrorist fighters, and to recommend or provide additional resources to support and encourage national, regional and international measures to monitor and prevent the transit of foreign terrorist fighters, such as expanding The scope of use of INTERPOL Special Notices to include foreign terrorist fighters;"	1
"It should be noted in this regard that this development was achieved in large part thanks to the leadership capacity of Prime Minister GusmÃ£o and the cooperation of the political parties represented in Parliament, including the opposition parties, which expressed their willingness to help address a national issue of such importance."	0
"The Human Rights Committee has clearly stated this right in its General Comment 27() and the Committee on Economic, Social and Cultural Rights has stated on several occasions that forced evictions are in principle incompatible with the requirements of the Covenant on Economic, Social and Cultural Rights()."	0
"Amendment to the Convention on the Physical Protection of Nuclear Material (Vienna, 2005)"	0
"(b) Fluorinated polyimides containing 10 per cent or more of a fluorine mixture;"	0
"At the conclusion of the work of all panels of commissioners of the Compensation Commission in June 2005, 1.55 million claims (out of a total of 2.69 million claims) had been approved for compensation."	1
"49 - There are dozens of traders, even in the smallest mining towns outside the main cities, and according to the Center for Evaluation, Experience and Documentation, in the city of Mbuji Mayi, there are hundreds of them."	0
"He said that the role that the mission should play was to help Haiti take responsibility again for its security, and not for the mission to carry out this task indefinitely. He reiterated that the decision provides for reducing the military component of the mission in a responsible manner over a period of time, and based on a comprehensive assessment of the security situation."	1
"The strategy also addresses investigations into terrorist acts and the prosecution of their perpetrators, so that terrorists and those who support them are brought to justice."	1
"Urging the Government of Sudan, the Liberation and Justice Movement and the Muhammad Bashar faction of the Justice and Equality Movement to fulfill the commitments made within the framework of the Doha Document to bring peace to Darfur, and urging all parties, especially other armed movements that have not signed the Doha Document, to engage immediately and without preconditions in Efforts to bring peace and to make every effort to reach a comprehensive peace settlement on the basis of the Doha Document, and to conclude an agreement on a permanent ceasefire without further delay,"	1
"24 - Requests the Counter-Terrorism Committee, within its existing mandate and with the support of the Counter-Terrorism Executive Directorate, to identify the main gaps in the ability of Member States to implement Security Council resolutions 1373 (2001) and 1624 (2005) that may impede the ability of States to stop The flow of foreign terrorist fighters, identifying good practices in halting their flow in implementation of resolutions 1373 (2001) and 1624 (2005), and facilitating the provision of technical assistance, especially by encouraging communication between those providing capacity-building assistance and those receiving it, especially those in The most affected areas, including by developing, upon request, comprehensive counter-terrorism strategies that include combating the spread of violent extremist ideology and the influx of foreign terrorist fighters, with reference to the roles played by other actors, including the Global Counter-Terrorism Forum;"	1
"Reaffirms that all parties to the conflict are bound to fulfil their obligations under international humanitarian law, in particular the Geneva Conventions of 12 August 1949, and that persons committing or ordering to be committed grave breaches of the Conventions are personally responsible for such breaches."	1
"Annex IV - Annex to the Committee's Guidelines"	0
"The Group also considers the growing international concern regarding terrorist use of the Internet, and provides views on this issue and all its monitoring activities."	0
"2 - Treaties and other international procedures"	0
"On 30 August, the Council issued a statement to the press regarding piracy and armed robbery at sea in the Gulf of Guinea."	0
"Scheduled to be held on Monday, 24 October 2011, at 10.3 p.m"	0
"In light of this, the Office is increasingly gaining public confidence and respect."	0
"The workshop represented an important opportunity to discuss means that would further facilitate the implementation of the resolution, including aspects related to the submission of reports by all States and fuller implementation."	1
"(a) Encourage the adoption of international counter-terrorism instruments and enact legislation to fully implement international counter-terrorism instruments throughout the subregion;"	1
"The Claimant also made arrangements to transport many of these individuals by buses from the camp either to Aqaba, from where they traveled to Egypt by ship, or to Oman, from where they traveled to Egypt by air."	0
"13- Decides to remain under consideration."	0
"20. Although the Committee intends to address the issue of cooperation with relevant international and regional organizations in greater depth in April 2007, it supports the Monitoring Group's recommendation that representatives of these organizations be invited, on a case-by-case basis, to meet with the Committee in order to exchange views In a way that is beneficial to both parties."	1
"The main elements of his statement as well as the exchange of views that took place among members of the Working Group are contained in the summary included in the relevant conclusions (S/AC.51/2013/3)."	1
"âThe Security Council recognizes the support provided by bilateral and multilateral actors, including the African Union, the European Union, the Organization of Islamic Cooperation, the League of Arab States, and subregional organizations such as the Economic Community of West African States, the Sahel-Saharan Community, the Intergovernmental Authority on Development and the Union The Maghreb, as part of the efforts aimed at combating terrorism in Africa, calls on the international community and the United Nations system to strengthen their cooperation with subregional bodies concerned with combating terrorism, such as the African Center for Studies and Research on Terrorism."	1
"Encouraging and supporting careful management of conflict-related information"	0
"âThe Security Council is deeply concerned about attacks on humanitarian workers, which constitute violations of international law."	0
"While there he also met with representatives of the Ogaden Liberation Front and the Oromo National Liberation Front. Some of them were militia leaders who had arrived from the country concerned in Dosamareb by plane in April 2005."	1
"Training of peacekeeping personnel Requests the Secretary-General to ensure the provision of technical support, pre-deployment and in the field, to troop- and police-contributing countries to the [Mission], to include the guidance and training of military and police personnel in protecting civilians from dangers and taking appropriate measures , including in the field of human rights, sexual violence and gender issues."	1
"90 - Paragraph 4 of resolution 1624 (2005) emphasized that âin taking any measure to implement paragraphs 1, 2 and 3 of the resolution, States must ensure compliance with all their obligations under international law, in particular international human rights law and refugee law.â and humanitarian law."	1
"The technical investigation concluded, among other things, that the damage seen in the front part of the plane appeared to indicate that a large number of high-energy objects had penetrated the fuselage from the outside."	0
"The American company Devon Energy also operates the Lion and Panthere fields, which produce approximately 20,000 barrels per day in sector CI-11."	0
"Emphasizing that terrorism can only be overcome by adopting a sustained and comprehensive approach that involves the effective participation and cooperation of all States and international and regional organizations to prevent, weaken, isolate and incapacitate terrorist threats,"	0
"22. Pursuant to paragraph 11 of resolution 1963 (2010), the Committee, with the assistance of its Executive Directorate, held a special meeting on 28 September 2011, to commemorate the tenth anniversary of the adoption of resolution 1373 (2001) and the establishment of the Committee."	1
"Therefore, there is a need to improve ways of exchanging information and strengthening cooperation with countries in other regions."	1
"While the measures outlined in this report are expected to enhance the Missionâs ability to monitor compliance with the Agreement, both parties have a responsibility to ensure that there are no violations by their military/security forces."	1
"Vending stalls in the Taipei area were burned again the next day, and a National Police officer who was in the area off-duty was attacked."	0
"Executive Office of the Secretary-General"	0
"28- Relations between the Democratic Republic of the Congo and neighboring countries in the Great Lakes region continue to strengthen. On 21 January, the Defense Ministers of Burundi, the Democratic Republic of the Congo and Rwanda adopted the draft Economic Community of the Great Lakes Countries Protocol on Common Defense and Security. The draft protocol provides for the establishment of joint border control mechanisms and an agreement to stop fighters from armed groups fleeing across the border."	0
"On 21 December, the Council heard in open session a briefing by the Chairman of the Committee established pursuant to resolution 1737 (2006) and the Permanent Representative of Colombia, Nestor Osorio, on the work of the Committee in the period from 1 September to 18 December 2011."	1
"49. Emphasizes that no matter should remain before the Committee pending for more than six months, unless the Committee decides, in each case, that exceptional circumstances require additional time to consider certain matters, in accordance with its guidelines;"	1
"Since then, the government has repeatedly expressed its preference to receive direct bilateral support to build the capabilities of its security forces."	1
"Improvised explosives and homemade explosives, such as ammonium nitrate and urea nitrate: car bombs."	0
"Encourages troop- and police-contributing countries, in consultation with the Secretary-General, to consider measures they can take to enhance the awareness and responsiveness of their force members participating in United Nations peacekeeping operations to protect civilians, including women and children, and prevent sexual violence against women and girls in conflict and post-conflict situations, including by working, where possible, to send a greater proportion of women to work in peacekeeping or police ranks."	1
"At the 5798th meeting of the Security Council held on 11 December 2007 in connection with the Councilâs consideration of the item entitled âThreats to international peace and security resulting from terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"Transferring competencies in such sensitive areas will not succeed without a strict policy of oversight, intervention, and imposition of sanctions."	0
"23. Since the arrival of my Special Representative in Nairobi on 27 May 2005, he has attempted to persuade leaders of the subregion and others of the need for a coordinated approach to the Somali leaders and to urge them to engage in dialogue and refrain from military actions to resolve differences within the framework of the transitional federal institutions. On 10 June, he met in Kampala with President Yoweri Museveni of Uganda, and on 29 June he held talks with President Ismail Omar Guella, President of Djibouti, and with the Secretary-General of the Intergovernmental Authority on Development in Djibouti."	1
"He summoned me and said: “You always say that you are with Syria."	0
"At the same time, the G7 expressed its intention to organize a march on 25 March 2004, urging the full and unhindered implementation of the Linas-Marcoussis Agreement."	0
"38. As at 20 September, 778 officers completed their training at the Police Academy. Of these, 35 were women and 148 were former military personnel."	0
"There is absolutely no justification for all of this."	0
"As demonstrated above, this approach benefits from its increased understanding of the continuing challenges of countering terrorism, which it has gained from its effective dialogue with States, including within the framework of country assessment visits. The Executive Directorate continues to make specific referrals for technical assistance that meet specific needs in the countries it visits. It does so on a targeted basis to donors that have been deemed responsive, either because they are involved in programs currently being implemented in a specific country or because they have a keen interest and strong capacity in the relevant technical area."	0
"âThe Security Council welcomes the steps taken by national, international and âhybridâ criminal courts and tribunals against persons alleged to have committed grave violations against children in situations of armed conflict, in violation of applicable international law."	1
"Develop practical guidelines for incorporating a gender perspective into sustainable reconstruction in the post-crisis environment, and comprehensive guidelines that will serve as a field reference; Consider gender and land and property management in post-conflict situations, and develop a set of materials that will serve as a basis for considering gender issues in relation to governance programs in a post-conflict environment."	0
"54 individuals from approximately 28 nationalities participate."	0
"Proposing an approach to making the conflict analysis framework gender-sensitive, including taking these considerations into account when developing conflict-related indicators and variables"	1
"I have the honor to transmit herewith the report of the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida, the Taliban and related individuals and entities, which contains the Committeeâs position on the recommendations contained in the sixth report of the Analytical Support and Sanctions Monitoring Team (S/2007/132, enclosure ) (See the attachment)."	0
"The meeting, co-organised by the Executive Directorate and the Council of Europe, focused on preventing terrorism."	1
"Although the exact number of displaced persons and the number of destroyed villages has not yet been determined, mass displacement and the destruction of villages are indisputable facts."	0
"Lieutenant Colonel Valor ordered the soldiers to return fire."	0
"2 - The situation in the Middle East (18 July 1960; 16 December 2009)."	0
"The provisions of Law No. 656/2002 on preventing and combating money laundering are consistent with the provisions of Directive No. 2001/97/EC, of ââ4 December 2001, of the European Parliament and of the Council, which amends Directive No. 91/308/EEC. Related to preventing the use of the financial system for money laundering."	1
"Sustainable and effective democratic governance is a goal that must be pursued with great resolve, and even with a sense of what the situation requires, and that rapid action is needed everywhere, and Haiti is no exception."	0
"Welcoming the outcome of the Peace Advisory Council meeting held on 6 June 2010, at which 1,600 Afghan delegates, representing a cross-section of all Afghan ethnic and religious groups, government officials, religious scholars, tribal leaders, civil society and Afghan refugees residing in Iran and Pakistan, discussed ending situation of insecurity and develop a plan to achieve lasting peace in the country,"	1
"11 - Recalls that the Committee should cooperate with other relevant Security Council committees on sanctions, in particular the Committee established pursuant to resolution 1988 (2011); Listing"	1
"However, I regret the cancellation of the seminar scheduled to be held in Madeira, Portugal, and I urge the parties to continue exploring ways to expand the confidence-building measures programme."	1
"And on the outcomes of the first phase of the World Summit on the Information Society, held in Geneva on 10-12 December 2003,"	0
"183. A team of judges preside over trials related to criminal cases that could be punished by imprisonment for more than five years."	1
"âThe Security Council reminds States that they must ensure that any measures taken to combat terrorism comply with all their obligations under international law, in particular international law relating to human rights, refugees and humanitarian affairs."	1
"665- The Kingdom of Saudi Arabia calculated the value of ecological losses in fisheries for the years 1990-2001 using published data on the amount of catches of shrimp and sea bass in the period 1980 to 1989 and the period 1990 to 1996 in order to compare pre-invasion trends with post-invasion trends."	0
"Saleh is the example of Jasser Al-Mutairi"	0
"2 - Instructs the sanctions committees established by the Security Council, including those established pursuant to resolutions 1718 (2006), 1636 (2005), 1591 (2005), 1572 (2004), 1533 (2004), 1521 (2005) and 1518 (2003). 1267 (1999), 1132 (1997), 918 (1994) and 751 (1992) to revise its guidelines accordingly;"	1
"The expert group recommended, inter alia, the establishment of an independent international mechanism entrusted with concurrent tasks to monitor the domestic accountability process and conduct independent investigations."	1
"3 - The participants believed that these events, despite their seriousness, are a reminder of the necessity and urgency of accelerating the pace of the process that would lead to inclusive dialogue between the Malian parties, in a way that lays the foundations for true reconciliation between Malians, and for lasting peace, security and stability in the country."	1
"The report covers the period from 1 February 2010 to 30 April 2010."	0
"16 - Secondly, cross-border crime weakens the capabilities of the State, including military and police capabilities."	1
"However, we also oppose and condemn extrajudicial executions."	0
"''It reaffirms that terrorism in all its forms and manifestations constitutes one of the most serious threats to peace and security, and that any terrorist acts are criminal and cannot be justified, regardless of their motives, whenever they are committed and by whomever they are committed."	1
"37. The Committee encourages its Executive Directorate to remain focused on the implementation of resolution 1624 (2005), including by giving due attention to relevant issues, such as the role of new information and communications technologies, and promoting dialogue, including at the national level, in order to promote tolerance, diversity and inclusion, Establishing strategic partnerships between governments and non-governmental actors, defining roles for victims of terrorism, and preventing the sabotage of institutions by terrorists and their supporters."	1
"The Committee has not yet received the testimony regarding the third Eritrean."	0
"9. The number of active personnel in the Kosovo Protection Corps at the end of August was 3,029, including 157 members of minorities."	0
"During the meeting, the two parties engaged in a broad exchange of views on the implementation of the Security Council resolutions and on the exercise of the principle of self-determination."	1
"Some of these varieties can be developed or used as ingredients in locally produced items."	0
"77 - This section briefly addresses the various groups that have an active role in the armed conflict in Darfur."	1
"In May, all aspects of police education were consolidated under a separate programme, and an agreement was concluded on the establishment of a broad training system for Bosnia and Herzegovina."	1
"During the period from 20 October to 10 December 2014, regime helicopters dropped a total of 1,125 barrel bombs, killing 603 civilians, including 129 children and 112 women."	0
"Commending the efforts of the United Nations-African Union Hybrid Operation in Darfur, the Joint Chief African Union-United Nations Mediator, the Secretary-General of the United Nations, the League of Arab States, the African Union High-Level Implementation Team on Sudan, and leaders of the region, and reiterating its full support for those efforts to To promote peace and stability in Darfur, and expressing its strong support for the ongoing political process within the framework of the mediation efforts led by the African Union and the United Nations,"	1
"Reaffirming the need to combat the threats to international peace and security resulting from terrorist acts, by all means, in accordance with the Charter of the United Nations and international law, including international human rights law, refugee law, and humanitarian law, stressing in this regard the important role The role of the United Nations in leading and coordinating this control process,"	0
"No progress has been made on developing an action plan to stop the recruitment and use of child soldiers pursuant to Security Council resolutions 1539 (2004), 1612 (2005) and 1925 (2010)."	0
"This write-off relates to amounts due for payment more than two years ago, due to an increase in payments made to an employee."	0
"113. The Group also believes, based on its overall analysis, that the Council may wish to request that all States, in particular arms-exporting countries, exercise the highest degree of responsibility in transactions relating to small arms and light weapons to prevent the illicit transfer and re-export of arms and related materials , in violation of the measures stipulated in the decisions related to Al-Qaeda/Taliban."	1
"Oil export prices are free on board (FOB)"	0
"- Section 7 of the Federal Law relating to the implementation of international sanctions (Penal Code, Federal Law Gazette, Volume One, Issue No. 36/2010)"	0
"23- Decides to remain seized of the matter."	0
"14. The Executive Directorate will strengthen its engagement with international, regional and subregional organizations around the world to assist them in developing and/or implementing appropriate action plans in the context of counter-terrorism and to engage them more directly in addressing the capacity-building needs of States identified by the Committee through initial implementation assessments and country visits."	1
"Recalling its previous resolutions on international terrorism and the threat it poses to Afghanistan, in particular its resolutions 1267 (1999), 1333 (2000), 1363 (2001), 1373 (2001), 1390 (2002), 1452 (2002) and 1455 (2003). ) 1526 (2004), 1566 (2004), 1617 (2005), 1624 (2005), 1699 (2006), 1730 (2006), 1735 (2006), 1822 (2008), 1904 (2009), 1988 (2011) ) and 1989 (2011) and the relevant statements of its Chairman,"	1
"The line of this card received a phone call one minute after the bombing, at 12:57 a.m., from a public telephone booth in Tripoli located near a building where Syrian intelligence was located. On 30 January, a call was made from the same phone booth in Tripoli to the landline of Mr. Abu Adass's home."	0
"At that meeting, the parties agreed to continue cooperation on issues related to the conduct of a railway survey and the return of refugees and internally displaced persons."	1
"Under its regular programme, UNICEF provides six million doses of oral polio vaccine for routine immunization."	0
"2 - Subparagraphs 1 (c) and (d):"	0
"At the same time, the issue of ensuring that counter-terrorism measures comply with human rights obligations remains a major topic of discussion in this subregion."	0
"Ms. Tagliavini reported that much of the fighting has stopped since the signing of the Minsk documents, but fighting is still continuing in some strategic locations, including the outskirts of the city in the port of Mariupol on the Black Sea, and around Donetsk airport, without taking into account the ceasefire and the Minsk agreements."	0
"The AKA Foundation and the Municipality of the Capital concluded an agreement regarding the provision of the loan on October 27, 1983."	0
"23 - Although the security situation in the north of the country was relatively calm, a member of the Moroccan unit of the operation was brutally assassinated on 31 August in BouakÃ©."	0
"States must also prevent those who finance, plan, facilitate or commit terrorist acts from using their territories to implement those goals against other states or against the citizens of those states (paragraph 2 (d))."	0
"Therefore, the Council's role in paying compensation to victims of violations of international law may be practical and effective."	0
"48. The situation in Myanmar (15 September 2006; 13 July 2009)."	0
"21 - Committee members stressed on multiple occasions the complementarity of the tasks of the three committees in combating international terrorism and the need for a continuous exchange of information among them."	1
"E. Friends of Côte d'Ivoire()"	0
"Statement from witnesses to the Algiers Agreement"	0
"Finally, the question of the circumstances in which a peacekeeping operation is authorized to use force, ranging from self-defense to peace enforcement and deterrent peacekeeping, and how this fits into the implementation of the operation's civilian protection mandate, needs to be addressed."	1
"Scheduled for Thursday, March 25, 2004, at 10 a.m"	0
"It is hoped that a common understanding will prevail on mechanisms for food distribution and that further disruptions will not occur in the future."	0
"âThe Security Council stresses the urgent need to demobilize and disarm all illegal armed groups."	1
"âThe Security Council welcomes General Assembly resolution 64/289, establishing a United Nations entity on gender equality and the empowerment of women (UN-Women), which will become fully operational in January 2011."	1
"While piracy off the coast of Somalia remains a critical challenge, we call on the international community not to lose sight of the fact that the solution to this problem must be achieved on land, not at sea. A comprehensive solution to the Somali conflict must address all the root causes of piracy and other challenges, including the exploitation of marine resources and the dumping of toxic waste."	0
"âThe Security Council stresses that safe havens for terrorists remain an important concern, and notes that all Member States must cooperate fully in the fight against terrorism in order to find anyone who supports or facilitates the financing, planning, preparation, commission or commission of terrorist acts.â Providing safe haven, or participating or attempting to participate in that, not granting safe haven to that person, and bringing him to justice based on the principle of extradition or trial."	1
"They also pointed out that enhancing coordination and interoperability among these organizations, as well as developing and sharing unified strategies, operational policies, and best practices in civilian efforts to contain crises, will all increase the effectiveness and coherence of the crisis containment process."	1
"Gulia also transferred money to Bobby Sarpy via Western Union, via his brother in Abidjan, Jean-Noel Adonis Téquay."	0
"Emphasizing that the comprehensive and coordinated return of refugees and displaced persons throughout the region remains crucial to achieving lasting peace,"	1
"âThe Security Council reaffirms its commitment to fully and effectively implement its resolutions on the protection of civilians in armed conflict, and recalls previous statements made by its President on this issue."	1
"The Government of Lebanon also reported that the Lebanese Armed Forces had also increased their presence, established checkpoints, and tightened surveillance measures around the locations of Palestinian armed groups based in the Syrian Arab Republic located south of Beirut and in the Bekaa Valley. On 7 October, the Lebanese Armed Forces conducted raids in the Bekaa Valley on the locations of Palestinian armed groups based in Syria, during which weapons were seized."	1
"109 - Mr. Al-Siddiq was informed that TNT and some other special explosives were used to direct suspicion towards extremist Islamic groups, as such types of explosives were only used in operations carried out in Iraq."	0
"89 - The former Prime Minister also indicated that he took the opportunity during the meeting to discuss with the Minister of the Interior the need for a group of civilians to assist the Reserve Police Unit and the Timor Leste National Police, but that no discussion took place regarding the provision of weapons or uniforms to this group."	1
"Item 4-A-6-A-5 includes the following:"	0
"155. The Group also held its second meeting in Geneva in May 2005 of the heads and deputy heads of intelligence and security services from six Arab countries, continuing its discussions on the threat posed by Al-Qaida and the possibility of taking additional measures to confront it for consideration by the Security Council."	1
"The systems, processes and mechanisms necessary to manage these institutions and enable them to fulfill their roles as defined in legislation are currently largely in place, including the National Police and the Timorese Armed Forces."	0
"The UN Security Council encourages the United Nations, the African Union, the International Conference on the Great Lakes Region, the Southern African Development Community and other relevant international and regional organizations to continue to work together, with the continued commitment and support of the international community, to implement the peace, security and cooperation framework."	1
"I would like to thank, on behalf of the Czech Republic, the Counter-Terrorism Committee for its efforts in combating international terrorism."	1
"4. Further decides that all States, in order to give effect to paragraph 2 above, shall:"	0
"Hungary submits its declarations to the IAEA under the Additional Protocol based on the National Register system."	0
":: Providing the latest portable and highly sensitive detection tools."	0
"These visits, which are carried out by the Executive Directorate on behalf of the Committee, provide the opportunity to discuss many matters, including trends and challenges related to terrorism, the efforts made by countries to combat terrorism, their strengths and weaknesses, their needs for technical assistance, and good practices in implementing the two aforementioned resolutions."	1
"Within the framework of the VENSA Institute project, 8,030 fuel elements containing low- and highly-enriched uranium were transferred to the Russian Federation as the State of origin."	0
