"","en_ar_GOOGLE","MatCoop"
"1116","وعلمت اللجنة أيضا بالتقدم المحرز نحو إمكانية تعيين ميسرين إقليميين لمنظمات إقليمية أخرى، ولا سيما رابطة الدول المستقلة ورابطة أمم جنوب شرق آسيا (آسيان).",0
"1117","جيم - التحديات القانونية للجزاءات 50 - الفريق على علم بـ 15 دعوى قضائية مرفوعة في جميع أنحاء العالم للطعن في تنفيذ الدول الأعضاء لبعض جوانب الجزاءات التي فرضتها الأمم المتحدة على تنظيم القاعدة وحركة طالبان.",0
"1118","وبالمثل، فيما يتعلق بمتلقي التعويضات، من المهم النظر إلى ما هو أبعد من الضحايا الأفراد والنظر أيضًا في المجتمعات المتضررة.",1
"1119","صحيفة Il Giornale الصحفي فاوستو بيلوسلافو - بتاريخ 28 كانون الأول/ديسمبر 2011",0
"1120","كانوا مسلحين وكانوا جميعاً يصوبون أسلحتهم نحونا.",0
"1121","ونظراً لحجم وضخامة الأحداث المتعلقة بالنزاع في دارفور، فإن إثبات الحقائق وجمع عناصر الإثبات ذات المصداقية لتحديد هوية الجناة المشتبه بهم هي مهام صعبة، لا ينبغي الاستخفاف بها.",0
"1122","وفي الواقع، تم إنشاء الصندوق الاستئماني بموجب نظام روما الأساسي باعتباره تجسيدًا لالتزام الدول الأطراف بوظيفة النظام المتمثلة في العدالة التصالحية، ودعم تلك الأنشطة التي تعالج الضرر الناجم عن الجرائم التي تدخل في اختصاص المحكمة.",0
"1123","وأوصى الاجتماع أيضا بالإسراع بتجميع المقاتلين، والبدء في نزع سلاح الميليشيات وحلها على وجه السرعة، وبأن تكفل الحكومة التمويل المناسب لعمليات التجميع ولإعادة إدماج المقاتلين السابقين.",1
"1124","15 - يحيط علما بالتدابير التي اتخذتها البعثة للتصدي لحالات الاستغلال والاعتداء الجنسيين وبسياسة عدم التسامح إطلاقا، ويطلب إلى الأمين العام أن يواصل التحقيق بشكل كامل في ادعاءات الاستغلال والعنف الجنسيين من جانب الموظفين المدنيين والعسكريين التابعين للبعثة واتخاذ التدابير المناسبة المنصوص عليها في نشرة الأمين العام بشأن التدابير الخاصة للحماية من الاستغلال الجنسي والاعتداء الجنسي (ST/SGB/2003/13)؛",1
"1125","3. النفقات الأخرى 142 - 152 32",0
"1126","43 - يشير إلى قراره بأن شرط اتخاذ الدول للتدابير المبينة في الفقرة 1 من هذا القرار ينتهي فيما يتعلق بذلك الفرد أو المجموعة أو المؤسسة أو الكيان بعد 60 يوما من انتهاء اللجنة من النظر في التقرير الشامل لأمين المظالم، في وفقا للمرفق الثاني من هذا القرار، بما في ذلك الفقرة 7 (ح) منه، حيث توصي أمينة المظالم بأن تنظر اللجنة في الرفع من القائمة، ما لم تقرر اللجنة بتوافق الآراء قبل نهاية فترة الستين يوما تلك أن يظل هذا الشرط قائما فيما يتعلق باحترام حقوق الإنسان. إلى ذلك الفرد أو المجموعة أو المؤسسة أو الكيان؛ بشرط أنه، في الحالات التي لا يوجد فيها توافق في الآراء، يقوم الرئيس، بناء على طلب أحد أعضاء اللجنة، بتقديم مسألة ما إذا كان سيتم شطب ذلك الفرد أو المجموعة أو المؤسسة أو الكيان من القائمة إلى مجلس الأمن لاتخاذ قرار في غضون فترة 60 يومًا. أيام؛ ويشترط كذلك أنه في حالة تقديم مثل هذا الطلب، يظل شرط اتخاذ الدول للتدابير الموضحة في الفقرة 1 من هذا القرار ساريًا طوال تلك الفترة فيما يتعلق بذلك الفرد أو المجموعة أو المؤسسة أو الكيان حتى يتم حل المسألة قرره مجلس الأمن؛",0
"1127","وكانت متطلبات البعثة المتعلقة بالقرار 1325 (2000) أكثر تحديدا وتفصيلا أثناء نشر قوة الاتحاد الأوروبي مقارنة بما كانت عليه خلال النشر اللاحق لبعثة الأمم المتحدة في جمهورية أفريقيا الوسطى وتشاد.",0
"1128","هناك حاجة إلى استخدام وسائل تكنولوجية إضافية للسماح بتبادل المعلومات التشغيلية في الوقت الحقيقي.",0
"1129","وسيصل قضاة آخرون في المستقبل القريب مع بدء المحاكمات الجديدة.",0
"1130","4 - وفي حادث مأساوي وقع في 4 نيسان/أبريل، تحطمت طائرة تعاقدت عليها البعثة أثناء هبوطها في كينشاسا.",0
"1131","يمتلك مجلس الأمن وسيلتين رئيسيتين من النفوذ في أفغانستان: الأول يتم ممارسته من خلال بعثة الأمم المتحدة للمساعدة في أفغانستان (UNAMA)، التي تتمتع بتفويض لتعزيز الحوار الوطني، والآخر يتم من خلال اللجنة المنشأة بموجب القرار 1267، والتي، إلى حد كبير، ويمكن أن يحدد أي من أعضاء طالبان قد يلعب دورا في أي حكومة مستقبلية.",1
"1132","وتسعى الجهود المبذولة في هذه المجالات، والتي تكملها أنشطة الأفرقة العاملة المنشأة لتنفيذ الاتفاقات التي تم التوصل إليها بين رئيسي الاتحاد الروسي وجورجيا في سوتشي في آذار/مارس 2003 (انظر S/2003/412، الفقرة 5)، إلى معالجة الشواغل الملحة الطرفين وبهذه الطريقة تعزيز الثقة بينهما بهدف نهائي هو إجراء مفاوضات بشأن تسوية سياسية شاملة للصراع، وذلك باستخدام الورقة المعنونة &quot;المبادئ الأساسية لتوزيع الاختصاصات بين تبليسي وسوخومي&quot; كنقطة انطلاق. ورسالة إحالته (انظر S/2002/88، الفقرة 3).",1
"1133","وبدأت الإجراءات القضائية في جميع هذه القضايا.",0
"1134","وأكدت كذلك أن إحدى المنظمتين سددت جزئيًا لشركة Germot مبلغًا قدره 275.620 فرنكًا فرنسيًا.",0
"1135","105- تتمتع الحكومة بصلاحية وضع وتنفيذ السياسة العامة للبلاد.",1
"1136","وبينما تستمر تدابير مكافحة القرصنة في إثبات فعاليتها، يجب على المجتمع الدولي أن يواصل دعم الحكومة الصومالية في جهودها للوفاء بالتزاماتها، على النحو المبين في رؤية 2016 والاتفاق الصومالي.",1
"1137","ويتم تقييم المسائل المتعلقة بالجرائم ضد الإنسانية على أساس التعريفات المنصوص عليها في القانون الجنائي الدولي العرفي وفي نظام روما الأساسي للمحكمة الجنائية الدولية.",1
"1138","وتشارك في البعثة جميع الدول الأعضاء في الاتحاد الأوروبي البالغ عددها 25 دولة باستثناء دولة واحدة (420 ضابط شرطة) إلى جانب تسع دول مساهمة من خارج الاتحاد الأوروبي (52 ضابط شرطة).",1
"1139","ونهبت المجموعة المباني واختطفت حوالي 44 قروياً، وأطلقت النار على اثنين منهم فقتلتهم.",0
"1140","كما ناقش الاجتماع سبل ووسائل زيادة الضغط على الجماعات المسلحة الأجنبية والخطوات الواجب اتخاذها في هذا الشأن من قبل الدول المشاركة والاتحاد الأفريقي ومجلس الأمن.",1
"1141","وجرى خلال الاجتماع تبادل واسع النطاق لوجهات النظر حول تنفيذ قرارات مجلس الأمن وممارسة مبدأ تقرير المصير.",0
"1142","الحالة في تشاد وجمهورية أفريقيا الوسطى والمنطقة دون الإقليمية (S/PRST/2010/29)",0
"1143","16- وفي عام 1998، أقرت الجمعية الوطنية مشروع قانون ملكية الأراضي الريفية.",0
"1144","12 - خلال الفترة المشمولة بالتقرير، واصلت حكومة تشاد ومفوضية الأمم المتحدة لشؤون اللاجئين تنفيذ برامج لتوعية اللاجئين والمشردين بالطابع المدني للمخيمات. وفي 12 أيلول/سبتمبر، ألقت المفرزة الأمنية المتكاملة القبض على 11 شخصاً في مخيم قوز عامر للاجئين بالقرب من قوز بيضة (منطقة دار سيلا)، للاشتباه في قيامهم بأنشطة تجنيد في المخيم لصالح إحدى الجماعات المسلحة خلال الأشهر القليلة الماضية.",1
"1145","ويتم إجراء عمليات محددة لجمع الأسلحة والذخائر التي تم تسليمها طوعًا، بموجب شروط العفو، أو، إذا لزم الأمر، في عمليات أكثر توجيهًا.",1
"1146","وعلى الرغم من هذا التقدم، فقد أظهرت العديد من زيارات اللجنة وحلقات العمل التي عقدت في المنطقة أن التعاون الإقليمي في مسائل مكافحة الإرهاب يحتاج إلى مزيد من التعزيز. 184. ينبغي لدول المنطقة دون الإقليمية أن تقوم بما يلي:",1
"1147","التماس تمويل من خارج الميزانية لإنشاء وظيفة مستشار للشؤون الجنسانية في المقر.",1
"1148","(ب) رصد حالة حقوق الإنسان والإبلاغ عنها، بالتعاون مع مفوضية الأمم المتحدة السامية لحقوق الإنسان، بما في ذلك حالة اللاجئين والمشردين العائدين.",1
"1149","(ج) تيسير بناء قدرات الدول، بالتعاون مع فريق مكافحة غسل الأموال لشرق أفريقيا والجنوب الأفريقي، من أجل إنشاء/تعزيز وحدات الاستخبارات المالية في المنطقة دون الإقليمية وتطوير القدرات التشريعية والتشغيلية للدول لتجميد الأموال دون تأخير .",1
"1150","وأفاد الاتحاد الروسي بأنه اتخذ تدابير لحماية السفن ومرافق الموانئ من الهجمات الإرهابية، على النحو المنصوص عليه في أحكام المدونة الدولية لأمن السفن والمرافق المرفئية المتعلقة بالتدريب والإخطار والإشارات في حالات الطوارئ.",1
"1151","وبالتالي، بموجب المادتين 7 و 14 من الإعلان، لا يمكن لأي وافد الدخول والإقامة في إريتريا إلا إذا كان لديه وثيقة سفر صالحة وتأشيرة دخول.",0
"1152","2. الوضع في غينيا بيساو",0
"1153","49 - وواصلت الحكومة أيضا جهودها الرامية إلى تقديم المساعدة الغذائية إلى السكان الذين يعانون من انعدام الأمن الغذائي والضعفاء بدعم من برنامج الأغذية العالمي، بما في ذلك من خلال برنامج تغذية الأم والطفل التابع لوزارة الصحة (000 47 مستفيد في عام 2010 حتى 30 حزيران/يونيه). وبرنامج التغذية المدرسية التابع لوزارة التعليم (241000 مستفيد) وبرنامج الغذاء مقابل العمل/الأصول (600 مستفيد) الذي يستهدف المجتمعات التي تعاني من انعدام الأمن الغذائي. وفي 27 مايو/أيار، تم افتتاح مصنع لإنتاج الأغذية المخلوطة المغذية لتوزيعها من خلال برنامج تغذية الأم والطفل بدعم فني وإداري من برنامج الأغذية العالمي.",1
"1154","3. عنصر الخسارة 8 158 - 165 42",0
"1155","دعم الأمم المتحدة لجهود الوساطة",0
"1156","48 - الحالة في تشاد وجمهورية أفريقيا الوسطى والمنطقة دون الإقليمية (27 آب/أغسطس 2007؛ 20 كانون الأول/ديسمبر 2010).",0
"1157","المقرر عقدها يوم الاثنين، 10 أيلول/سبتمبر 2007، الساعة 40/17",0
"1158","يطلب من الأمين العام أن يضع مبادئ توجيهية واستراتيجيات فعالة لتعزيز قدرة عمليات الأمم المتحدة لحفظ السلام ذات الصلة، بما يتفق مع ولاياتها، على حماية المدنيين، بما في ذلك النساء والفتيات، من جميع أشكال العنف الجنسي، وأن يدرج بشكل منهجي في تقاريره المكتوبة إلى الأمين العام مجلس حالات النزاع ملاحظاته بشأن حماية النساء والفتيات وتوصياته في هذا الصدد.",1
"1159","وإذ يؤكد مجددا التزام الدول الأعضاء بمنع وقمع تمويل الأعمال الإرهابية، وتجريم قيام رعاياها أو في أراضيها بتوفير الأموال أو جمعها عمدا بأي وسيلة، بشكل مباشر أو غير مباشر، بقصد استخدامها. أو مع علمه بأنها ستستخدم في تنفيذ أعمال إرهابية،",0
"1160",":: كرر أحد الأعضاء دعوته إلى عقد مؤتمر دولي لجعل الشرق الأوسط منطقة خالية من أسلحة الدمار الشامل.",0
"1161","وذلك يوم الثلاثاء 17 يونيو 2014 الساعة 10:09 صباحاً",0
"1162","3. الوضع في قبرص (27 كانون الأول/ديسمبر 1963؛ 24 كانون الثاني/يناير 2013).",0
"1163","وينبغي للدول الأعضاء أيضا أن تتخذ خطوات لتحديد وتعقب الأسلحة الصغيرة والأسلحة الخفيفة غير المشروعة في الوقت المناسب وبطريقة موثوقة.",1
"1164","قدمت اليونان مشروع قرار بشأن الحالة في إثيوبيا وإريتريا.",0
"1165","وعلى مدى السنوات العشر الماضية، كانت الأمم المتحدة في طليعة الجهات التي تقدم المساعدة للشعب الأفغاني.",0
"1166","ولاحظ فريق الرصد، في تحليله، أن ما لا يقل عن 31 دولة أنشأت لجاناً وطنية أو آليات أخرى من أجل الجمع بين جميع الوكالات ذات الصلة لمناقشة قضايا مكافحة الإرهاب.",1
"1167","&quot;ويطلب مجلس الأمن إلى الأمين العام أن يعزز التعاون بين الأمم المتحدة والدول الأعضاء في الجماعة الاقتصادية والنقدية لوسط أفريقيا بهدف تيسير وتعزيز المبادرات الرامية إلى معالجة انعدام الأمن عبر الحدود في المنطقة دون الإقليمية وتحقيق الاستقرار وضع حد لانتهاكات الجماعات المسلحة للسلامة الإقليمية لجمهورية أفريقيا الوسطى.",1
"1168","نحن بحاجة إلى السلام لمواجهة التحديات العملاقة الأخرى أيضًا.",0
"1169","13 - وفي الفترة من 13 إلى 17 سبتمبر/أيلول، أجرى برنامج الأغذية العالمي، بالتعاون مع مفوضية الأمم المتحدة لشؤون اللاجئين، استعراض منتصف المدة لبرنامجه الغذائي في مخيمات اللاجئين بمنطقة تندوف، شاركت فيه حكومة الولايات المتحدة ومكتب المساعدات الإنسانية التابع للمفوضية الأوروبية بصفة مراقب.",1
"1170","و. مراقبة النقل غير الملموس للتكنولوجيا",0
"1171","وذلك يوم الأربعاء الموافق 16 أكتوبر 2013 الساعة 10 صباحاً",0
"1172","1 - قرر مجلس الأمن، في الفقرة 4 من قراره 1977 (2011)، أن تقدم اللجنة المنشأة عملا بالقرار 1540 (2004) برنامج عمل سنوي إلى المجلس قبل نهاية شهر أيار/مايو من كل عام.",1
"1173","اتخذ مجلس الأمن القرار 1894 (2009) بشأن حماية المدنيين في النزاعات المسلحة، الذي دعا فيه إلى إعطاء الأولوية لأنشطة حماية المدنيين المقررة في القرارات المتعلقة بتخصيص الموارد والقدرات، وطلب وضع مفهوم تنفيذي ومهمة - التخطيط والتدريب على نطاق واسع بشأن حماية المدنيين.",0
"1174","حاليا، وحدة واحدة تحتوي على أجهزة الطرد المركزي IR2m؛ خمسة تحتوي على أجهزة الطرد المركزي IR-1؛ والوحدتان الأخريان لا تحتويان على أجهزة طرد مركزي.",0
"1175","ومن بين المتهمين الـ17 المتهمين بالضلوع في الهجوم على رئيس الوزراء، حكم على 13 منهم بالسجن لمدة تسع سنوات وأربعة أشهر، بينما حكم على متهم واحد بالسجن 10 سنوات وثمانية أشهر. وفي 14 يونيو/حزيران، أيدت محكمة الاستئناف الأحكام.",0
"1176","واستند هذا الترتيب إلى مراعاة الاتفاقيتين في مجملهما.",0
"1177","وصل الضابط المسؤول عن مسرح الجريمة، العميد ناجي ملاعب من قوى الأمن الداخلي، إلى مسرح الجريمة عند الساعة 1305 من يوم 14 شباط/فبراير 2005. وقد أصدر تقريراً بتاريخ 3 آذار/مارس 2005 حول معاينة مسرح الجريمة التي أجرتها السلطات اللبنانية [المديرية العامة لمكافحة الإرهاب] قوى الامن الداخلي، وحدة شرطة بيروت، المرجع. رقم 95] يفيد ما يلي:",1
"1178","288 - ومن بين الطرق التي قد ترغب الدول من خلالها أن تأخذ كل هذه القضايا في الاعتبار على نحو أكمل هو إدماجها في استراتيجيات وطنية شاملة ومتكاملة لمكافحة الإرهاب تشمل الاهتمام بالعوامل التي تؤدي إلى الأنشطة الإرهابية.",1
"1179","الاتفاقية الأوروبية لقمع الإرهاب، تم التوقيع عليها في 13 فبراير 1992، وتم التصديق عليها في 15 أبريل 1992، ودخلت حيز التنفيذ في جمهورية تشيكوسلوفاكيا الاتحادية في 15 يوليو 1992.",1
"1180","69 - يقرر رؤساء الدول والحكومات عقد جلستهم العادية المقبلة في 28 مايو/أيار 2015 في أبوجا.",0
"1181","96 - حققت المنطقة دون الإقليمية مستوى معقولا من التصديق على الصكوك الدولية لمكافحة الإرهاب.",1
"1182","1 - يقرر أن تمتنع جميع الدول عن تقديم أي شكل من أشكال الدعم للجهات الفاعلة من غير الدول التي تحاول استحداث أسلحة نووية أو كيميائية أو بيولوجية ووسائل إيصالها أو احتيازها أو صنعها أو امتلاكها أو نقلها أو تحويلها أو استخدامها؛",1
"1183","(ط) المساهمة في حماية المدنيين المعرضين للخطر، ولا سيما اللاجئين والمشردين؛",1
"1184","وتؤكد حكومة الجمهورية العربية السورية أنها تقوم بواجبها في حماية مواطنيها ونزع سلاح الإرهابيين ومحاسبة مرتكبيها. وهي تواصل مساعيها لإيجاد حل سياسي للأزمة في سوريا من خلال التعاون مع المبعوث الخاص كوفي عنان والبناء على مجموعة الإنجازات الديمقراطية التي بدأت في آذار/مارس من العام الماضي. وتشمل هذه الإنجازات رفع حالة الطوارئ؛ إصدار القوانين المتعلقة بالتعددية السياسية والانتخابات المحلية وحرية الإعلام؛ إجراءات لمعالجة الوضع الاقتصادي للمواطنين ؛ إصدار دستور جديد؛ وغيرها من التدابير الرامية إلى تعزيز الحياة السياسية وتعزيز التعددية والديمقراطية نحو بدء عملية إصلاح شاملة.",1
"1185","ومنذ ذلك الحين تضاعف عددهم إلى 16، بالإضافة إلى مستشارها الخاص، ويجري تعيين المزيد من المراقبين ومتطوعي الأمم المتحدة.",1
"1186","4. يجب أن يكون قضاة المحكمة أشخاصًا يتمتعون بأخلاق عالية وحياد ونزاهة، ويتمتعون بخبرة قضائية واسعة.",0
"1187","ويجب أيضًا التركيز على تنمية المجتمع وخلق سبل العيش.",0
"1188","التعاون مع القوات المالية وعملية برخان",1
"1189","o في 15 تشرين الثاني/نوفمبر 2014، أسقطت طائرات الهليكوبتر التابعة للنظام برميلا متفجرا على مسجد عمر بن الخطاب في حلب، مما أدى إلى إلحاق أضرار جسيمة بالمسجد.",0
"1190","لقد سئم المجتمع الدولي مما شعر به، سواء كان على حق أو خطأ، على أنهما هيكلان بطيئان وكبيران ومكلفان، ولهما، وفقًا للبعض، صلة مشكوك فيها بالنسبة للأشخاص الأكثر تضرراً من الجرائم.",0
"1191","81 - يعتقد الفريق أن هناك عدة طرق فعالة محتملة، حسب الظروف، لمنع إساءة استخدام أصول كيان مشبوه (ولكنه غير مدرج في القائمة)، على سبيل المثال، إزالة الأفراد المشتبه في ارتكابهم مخالفات، أو الأشخاص المدرجين في القائمة الموحدة، من مواقع السيطرة أو النفوذ؛ حظر نقل مصالحهم أو بيعها أو التصرف فيها بطريقة أخرى؛ ومنع الكيانات من إجراء أي تحويلات للأصول إلى هؤلاء الأفراد، سواء بصفتهم مالكين أو مديرين.",1
"1192","[57] انظر www.raxanreeb.com/2013/10/xildhbaan-daahir-amiin-jeesow-oo-sharci-daro-ku-tilmaamay-xariga-maxamed/.",0
"1193","152 دينار كويتي للفرد × 837 عامل × 7 أشهر / 17 شهر = 52,387 دينار كويتي.",0
"1194","وتم حفر أكثر من 7000 خندق.",0
"1195","7) اتفاقية قمع الأعمال غير المشروعة الموجهة ضد سلامة الطيران المدني، الموقعة في مونتريال في 23 سبتمبر 1971؛ تم التصديق عليها في 10 أغسطس 1973، ودخلت حيز التنفيذ في جمهورية تشيكوسلوفاكيا الاشتراكية في 9 سبتمبر 1973.",1
"1196","ونظراً لنقص البنية التحتية في البلاد، قد تكون هناك حاجة إلى إنشاء آلية لتسهيل إدارة وتوزيع هذا الدعم.",0
"1197","إن وجود قوة الحراسة أمر بالغ الأهمية للحفاظ على جو أمني من أجل منع رشوة الشهود وتمكينهم من الوصول إلى مرافق المحكمة دون خوف.",1
"1198","(أ) إعداد البعثة للعمليات المستقبلية أو التصفية.",0
"1199","ويكون تحديد مجلس الإدارة فيما يتعلق بالمناطق المؤهلة كما يلي:",0
"1200","افتتحت الجلسة الساعة 3.25 بعد الظهر",0
"1201","كما قامت بتدريب موظفي البنك المركزي على الرقابة على مكافحة غسل الأموال/مكافحة تمويل الإرهاب على أساس المخاطر.",1
"1202","وقد مكّن إنشاء خلية التحليل المشتركة للبعثة البعثة من زيادة قدرتها بشكل كبير على تحليل المعلومات وتبادلها في جميع أنحاء البعثة. ومع ذلك، ظلت البعثة تفتقر إلى إمكانية الوصول إلى معلومات استخباراتية تكتيكية موثوقة.",1
"1203","إن القتل العمد لمقاتل محتجز يرقى إلى جريمة حرب.",0
"1204","الفقرات 45-49، 53-55؛ الفقرة 53؛ الفقرات 33-34.",0
"1205","19 - وفيما يتعلق بحظر السفر، عملا بالفقرة 10 من القرار 1807 (2008)، نص المجلس على استثناءات للسفر على أساس الحاجة الإنسانية، بما في ذلك الالتزامات الدينية، لتعزيز السلام والمصالحة الوطنية والاستقرار في المنطقة. لعبور الأفراد العائدين إلى أراضي الدولة التي يحملون جنسيتها أو المشاركين في الجهود الرامية إلى تقديم مرتكبي الانتهاكات الجسيمة لحقوق الإنسان أو القانون الإنساني الدولي إلى العدالة.",1
"1206","64 - وعلى الرغم من التحسن الذي طرأ مؤخرا على الوضع الأمني ونجاح العمليات الأمنية المشتركة الواسعة النطاق، لا يزال يتعين بذل المزيد من الجهود لمواصلة الضغط على الجماعات المسلحة غير الشرعية.",1
"1207","وآمل أن تساعد هذه الخطوة الإيجابية على تهيئة مناخ يفضي إلى إنهاء المأزق الحالي وتمهيد الطريق للتقدم الذي طال انتظاره نحو حل سياسي عادل ودائم ومقبول من الطرفين للصراع.",1
"1208","وأخيراً، فإن عملية إعادة الإعمار على وشك البدء الآن.",0
"1209","وينبغي أن يظل الحد من التهديد الذي تشكله الجماعات المسلحة الكونغولية والأجنبية على المدنيين، وإنشاء مؤسسات دولة أقوى وخاضعة للمساءلة، وتعزيز الممارسات الديمقراطية للحد من خطر عدم الاستقرار، هي المعايير الرئيسية التي توجه التخفيض التدريجي لبعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية.",1
"1210","وأعرب أعضاء المجلس عن قلقهم البالغ إزاء الانتهاكات المروعة لحقوق الإنسان والجرائم ضد الإنسانية الواردة في التقرير.",0
"1211","في البند 15.ب. &quot;الطاولة العارية&quot; تعني طاولة مسطحة، أو سطح، بدون تركيبات أو تركيبات.",0
"1212","ويحث كذلك جميع الدول الأعضاء، بالتنسيق مع المؤسسات المالية الدولية ووكالات الأمم المتحدة، على زيادة دعمها لمعالجة التأثير السياسي والاجتماعي والاقتصادي والمالي المتزايد لأزمة اللاجئين على البلدان المضيفة.",1
"1213","12 - وفي الوقت نفسه، تم إحراز المزيد من التقدم نحو إنشاء &quot;خلية دمج الاستخبارات&quot; في إطار الآلية الثلاثية. وفي 16 و 17 آب/أغسطس، قام وفد من الولايات المتحدة، برفقة ضباط عسكريين روانديين وأوغنديين وكونغوليين، بزيارة كيسانغاني لتقييم التقدم المحرز نحو إنشائها.",1
"1214","وكانت العناصر إما ذات قيمة عالية أو ذات طبيعة غير عادية (&quot;بنود التقييم&quot;).",0
"1215","غير أن مجلس الأمن واللجنة أدخلا العديد من التغييرات على إجراءاتهما على مر السنين مما أدى إلى تحسين الشفافية والاعتراف بالمعايير الأساسية للعدالة التي قد تنطبق في حال كانت قراراتهما قضائية.",1
"1216","(ج) تشجيع الدول على اتخاذ التدابير المناسبة لحماية قطاعها غير الربحي من سوء الاستخدام عن طريق تمويل الإرهاب.",1
"1217","ومن شأن هذه الآلية أن تضمن عدم سيطرة الطرف المدرج على أصول الشركة وعدم قدرته على تحويل الدخل لدعم الإرهاب.",1
"1218","السجل: أمر تحقيق صادر عن قاضي التحقيق الأول لدى المحكمة العسكرية في بيروت رقم 23/2005 بتاريخ 14 شباط 2005.",1
"1219","86 - وقد قامت سبع دول بوضع استراتيجيات لمكافحة الإرهاب والمؤسسات اللازمة لتنفيذها.",1
"1220","ويتضمن التقرير الذي اعتمدته اللجنة الخاصة في 10 آذار/مارس 2000 (A/54/839) عددا من التوصيات التي تتعلق بجوانب من تقرير الأمين العام عن حماية المدنيين في الصراعات المسلحة (S/1999/957). ، ويمكن أن تقدم الإرشادات التالية.",0
"1221","ملخصات سردية لأسباب الإدراج",0
"1222","(ب) فريق دعم إنفاذ الجزاءات، بتنسيق من فريق الرصد، يضم ما يصل إلى خمسة عشر عضوًا من ذوي الخبرة في مجالات مثل: الجمارك وأمن الحدود ومكافحة الإرهاب، ويكون مقرهم في الدول المشار إليها في الفقرة 2 أعلاه بالتشاور الكامل والتعاون الوثيق مع تلك الدول؛",1
"1223",":: حصلنا على نتائج الحمض النووي وخرائط مسرح الجريمة",0
"1224","2. الوضع في الشرق الأوسط.",0
"1225","وأشاروا إلى أن الصومال سيظل في حاجة إلى قدر كبير من المساعدة في مجال بناء القدرات لضمان عدم تمكن عصابات القراصنة من العودة إلى مستويات الذروة.",1
"1226","وخلال الفترة من 20 تشرين الأول/أكتوبر إلى 10 كانون الأول/ديسمبر 2014، أسقطت طائرات الهليكوبتر التابعة للنظام ما مجموعه 1125 برميلا متفجرا، مما أسفر عن مقتل 603 مدنيين، من بينهم 129 طفلا و 112 امرأة.",0
"1227","18 - تدعو استراتيجية الأمم المتحدة العالمية لمكافحة الإرهاب إلى تعزيز الحوار والتسامح والتفاهم بين الحضارات والثقافات والشعوب والأديان، وإلى إنشاء برامج التثقيف والتوعية العامة ذات الصلة.",0
"1228","وقد حظيت الحملة بدعم من منظمة الصحة العالمية واليونيسيف.",0
"1229","أ. إنشاء مركز القيادة المتكاملة",1
"1230","اتخذت جميع الدول الثماني عشرة التي أبلغت عن استيراد وتصدير الأسلحة بعض الخطوات لتنظيم إنتاج وبيع ونقل الأسلحة والمتفجرات.",1
"1231","ومن المقرر أن يصدر الحكم في منتصف عام 2009.",0
"1232","وفي الواقع، تبدو لجنة القرار 1540 في وضع جيد يمكنها من تعزيز التعاون بين هذه الكيانات واستكشاف فرص التمويل.",1
"1233","الوزير مايكل فرايهر فون أونغيرن ستيرنبرغ (ألمانيا)",0
"1234","26 - ووضع تحالف الأمم المتحدة للحضارات برامج في أفريقيا لمنع التطرف. يركز أحد هذه البرامج على المجتمعات النيجيرية ويستهدف الشباب والشابات وقادة المجتمع لتسهيل الحوار والمشاركة بين أعضاء المجموعات المختلفة.",1
"1235","إذ يتصرف بموجب المادة 41 من الفصل السابع من ميثاق الأمم المتحدة،",0
"1236","حرر في أديس أبابا في 10 يوليو 2009",0
"1237","وستقدم لجنة الأمم المتحدة للرصد والتحقق والتفتيش و/أو الوكالة الدولية للطاقة الذرية إلى اللجنة المنشأة عملا بالقرار 661، من خلال مكتب برنامج العراق، تفسيرا كتابيا لهذا القرار.",0
"1238","لدى أربع دول أحكام قانونية كافية لقمع تجنيد الإرهابيين.",1
"1239","50 - يشير إلى قراره بأنه عندما تقدم الدولة صاحبة اقتراح الإدراج طلبا للشطب من القائمة، ينتهي شرط اتخاذ الدول للتدابير المبينة في الفقرة 1 من هذا القرار فيما يتعلق بذلك الفرد أو المجموعة أو المؤسسة أو الكيان بعد 60 يوما ما لم تقرر اللجنة ذلك بالإجماع قبل نهاية فترة الستين يومًا تلك، على أن تظل الإجراءات سارية فيما يتعلق بذلك الفرد أو المجموعة أو المؤسسة أو الكيان؛ شريطة أنه، في الحالات التي لا يوجد فيها توافق في الآراء، يقوم الرئيس، بناءً على طلب أحد أعضاء اللجنة، بإحالة مسألة ما إذا كان سيتم شطب ذلك الفرد أو المجموعة أو المؤسسة أو الكيان من القائمة إلى مجلس الأمن لاتخاذ قرار في غضون فترة 60 يومًا. أيام؛ ويشترط كذلك أنه في حالة تقديم مثل هذا الطلب، يظل شرط اتخاذ الدول للتدابير الموضحة في الفقرة 1 من هذا القرار ساريًا طوال تلك الفترة فيما يتعلق بذلك الفرد أو المجموعة أو المؤسسة أو الكيان حتى يتم حل المسألة قرره مجلس الأمن؛",1
"1240","قرار مجلس الأمن 1674 (2006)، الفقرة 22 من المنطوق",0
