"ar"	"VerCoop"
"\"ويعترف مجلس الأمن بالدعم الذي تقدمه الأطراف الفاعلة الثنائية والمتعددة الأطراف، بما فيها الاتحاد الأفريقي، والاتحاد الأوروبي، ومنظمة التعاون الإسلامي، وجامعة الدول العربية، والمنظمات دون الإقليمية مثل الجماعة الاقتصادية لدول غرب أفريقيا، وتجمع الساحل والصحراء، والهيئة الحكومية الدولية المعنية بالتنمية، واتحاد المغرب العربي، في إطار الجهود الرامية إلى مكافحة الإرهاب في أفريقيا، ويدعو المجتمع الدولي ومنظومة الأمم المتحدة إلى تعزيز تعاونهما مع الهيئات دون الإقليمية المعنية بمكافحة الإرهاب، من قبيل المركز الأفريقي للدراسات والبحوث حول الإرهاب."	1
"12 - إنشاء قدرة لإقامة آليات ثنائية فعالة للإدارة."	0
"15 - وعملا بالقرار 2129 (2013) وبمساعدة من المديرية التنفيذية، ستواصل اللجنة العمل عن كثب مع الدول الأعضاء، بما في ذلك خلال الزيارات القطرية، على وضع استراتيجيات شاملة ومتكاملة لمكافحة الإرهاب وتحديد ما هو متاح من الممارسات والعناصر والمعايير السليمة."	1
"وقال أنور خوجة من كوسوفو إن استقلال كوسوفو حقيقة لا سبيل للتفاوض بشأنها وإن مؤسسات كوسوفو مفتوحة أمام جميع من يسعى إلى إحداث تغيير سياسي عن طريق المؤسسات، بمن فيهم ساسة صرب كوسوفو في شمال كوسوفو."	1
"رئيس الجمعية الوطنية وأمين عام الحركة الجمهورية الوطنية من أجل التنمية والديمقراطية"	0
"ويساورنا القلق أيضا إزاء ظهور حالات الكوليرا من جديد، على الرغم من أن معدل الوفيات ينخفض ببطء فيما يبدو."	0
"و في آب/أغسطس 2005 قام الفريق، مصحوبا بمسؤولين من عملية الأمم المتحدة في كوت ديفوار، بزيارة ميناء أبيدجان المستقل ذاتيا، وغراند لاهو، وفريسكو، وساسندرا، ومونوغاغا، وغراند بيربي، وميناء سان بيدرو المستقل ذاتيا، وتابو. وقام الفريق في جميع هذه المواقع بفحص الموانئ ومراسي السفن وناقش تنفيذ الحظر مع السلطات المسؤولة والمؤسسات التجارية وعملية الأمم المتحدة في كوت ديفوار."	1
"فمحاولات الدول لإيجاد تسوية سلمية للنزاعات عملية لا تنتهي."	0
"وإذ يرحب بالعمل المتواصل لحكومة العراق في سبيل وجود عراق اتحادي ديمقراطي تعددي موحّد، تحظى فيه حقوق الإنسان بالاحترام الكامل،"	1
"(أ) تنفيذ التشريعات الوطنية المعتمدة في مجال مكافحة الإرهاب مع مراعاة المعايير الدولية لحقوق الإنسان؛"	0
"(هـ) صدر قرار بإيقاف جميع الطائرات المسجلة في ليبريا عن العمل، وبالتالي فقد ألغت عمليات تسجيل جميع الطائرات الليبرية اعتبارا من 6 آذار/مارس 2001. وبناء على عملية الإلغاء هذه، لم تعد هناك طائرات ليبرية مدونة في سجلات البلد."	0
"يتشرف فريق الدعم التحليلي ورصد تنفيذ الجزاءات المنشأ عملاً بقرار مجلس الأمن 1526 (2004) والذي مُدّدت ولايته بموجب قرار مجلس الأمن 1904 (2009) المتعلق بتنظيم القاعدة وحركة الطالبان وما يرتبط بهما من أفراد وكيانات، بأن يحيل تقريره الحادي عشر، وفقاً للقرار 1904 (2009)."	1
"وكما أكدنا دائما، ذلك الموقف لا ينطوي على استباق الحكم على جوهر القضية؛ بل هو دعوة حازمة لمنح الفرصة للعدالة وللعملية السياسية على السواء."	0
"ونتيجة لذلك، تحسنت الحالة الأمنية في ميتروفيتشا بقدر كبير، كما تحسنت الخدمات المقدمة في مجالي القضاء والاعتقال، بيد أنه أُحرز تقدم ضئيل بل لم يحرز أي تقدم يُذكر، في مجال عودة المشردين من صرب كوسوفو وألبان كوسوفو إلى ديارهم على ضفتي نهر إيبار."	0
"ويمكن أن يشارك برنامج الأمم المتحدة الإنمائي وغيره من شركاء الأمم المتحدة في مشروع تجريبي لاحق في بارياك، بولاية جونقلي."	0
"يدعو جميع الأطراف إلى التعاون الكامل مع اللجنة الدولية المستقلة للتحقيق التي أنشأها مجلس حقوق الإنسان في [تاريخ] للتحقيق في الوقائع والظروف المحيطة بادعاءات وقوع اعتداءات وانتهاكات جسيمة لحقوق الإنسان ارتُكبت في [البلد المعني] ...، ويطلب إلى الأمين العام إحالة هذا التقرير إلى مجلس الأمن وإلى الهيئات الدولية المعنية الأخرى"	1
"(أ) أن تصبح، بصفة عاجلة، أطرافا في جميع الاتفاقيات الدولية والبروتوكولات ذات الصلة والمتعلقة بالإرهاب، ولا سيما اتفاقية عام 1999 الدولية لقمع تمويل الإرهاب، وأن تدعم كافة المبادرات الدولية المتخذة لتحقيق هذه الغاية، وأن تستخدم بالكامل مصادر المساعدة والتوجيه التي أصبحت متوافرة الآن؛"	1
"`3` إزالة النفط المسكوب"	0
"حاء- خسائر أخرى 94 -112 24"	0
"وأعرب أحد الوفود عن القلق لأنه على الرغم من إدراج المجلس لشركة الإدارة البحرية للمحيطات في القائمة، لا تزال سفنها تواصل عملها، بما في ذلك رسوّها في الموانئ الأجنبية، واقترح أن تقوم اللجنة بتذكير الدول الأعضاء بالتزامها بإنفاذ هذا الإدراج، بوسائل منها احتجاز سفن الشركة وتجميد أصولها."	0
"وكان للمؤتمرين الصحفيين، وبخاصة المؤتمر الصحفي الأول، بالإضافة إلى استجواب أول مشتبه به، وتوقيف المسؤولين الأمنيين البارزين السابقين وفقا لاقتراح من اللجنة، كان لها جميعها أثر حفاز."	0
":: التوصية بخيارات ملموسة لتعزيز استخدام المجلس لمختلف الأدوات اللازمة للحد من الآثار السلبية لضلوع الجماعات الإرهابية في الجريمة العابرة للحدود على ما يبذله من جهود لحل النزاعات، ودعم الدول في جهودها الرامية إلى تعزيز مراقبة الحدود والجهود الرامية إلى مكافحة الجريمة العابرة للحدود."	1
"70 - وفي الوقت نفسه، تعتبر الشراكة مع الدول الأعضاء الأخرى بالغة الأهمية من أجل إحراز النجاح."	0
"وقد تطلب الأمر من وحدة الولايات المتحدة فترة تزيد عن سنة لتقديم أدلته في هذه القضية."	0
"ويتطلع المجلس إلى النظر في التقرير السنوي للأمين العام عن تنفيذ قراره 1820 (2008)."	1
"ويظل من المهم تطوير نظام هادف لجزاءات الأمم المتحدة يتسم بمزيد من الفعالية والاستناد إلى الأدلة."	1
"229- توصي اللجنة بإنشاء آليات إشراف قوية ومستقلة بالشرطة والجيش."	1
"وأثناء المشاورات المغلقة التي تلت ذلك، شدد أعضاء المجلس على أهمية استئناف المفاوضات الإسرائيلية - الفلسطينية، ونددوا بالإجراءات الأحادية الجانب، وبخاصة بناء المستوطنات في الأراضي المحتلة، التي تقوض جهود اللجنة الرباعية الرامية إلى إيجاد حل للنزاع قابل للتفاوض."	1
"9 - يقرر أن تواصل لجنة القرار 1540 تكثيف جهودها للنهوض بتنفيذ جميع الدول للقرار 1540 (2004) بالكامل من خلال برنامج عملها الذي يشمل جمع المعلومات المتعلقة بحالة تنفيذ الدول للقرار 1540 (2004) وبمساعي الدعوة والحوار والمساعدة والتعاون التي تبذلها الدول ودراسة تلك المعلومات بشكل عام؛ ويتصدى، بوجه خاص، لجميع الجوانب المذكورة في الفقرات 1 و 2 و 3 من ذلك القرار التي تشمل (أ) المساءلة، (ب) الحماية المادية، (ج) الضوابط الحدودية وجهود إنفاذ القانون، (د) الضوابط الوطنية على الصادرات والشحنات العابرة، بما في ذلك الضوابط على توفير الأموال والخدمات من قبيل تمويل تلك الصادرات والشحنات العابرة؛ ويتضمن، حسب الحاجة، أولويات محددة لعملها، مع مراعاة استعراضها السنوي بشأن تنفيذ القرار 1540 (2004) الذي يعد بمساعدة فريق الخبراء قبل نهاية كل شهر كانون الأول/ديسمبر؛"	1
"صحيفة The Irish Times القبرصية الصحفية Michael Jansen - بتاريخ 3 شباط/فبراير 2012"	0
"ولا بد أن نذكر مرة أخرى أن العنف الذي انفجر في منطقة غالي هو نتيجة منطقية لتصاعد حالة الانتهاكات الجسيمة لحقوق المواطنين المسالمين من قبل النظام الأبخازي، الذي يشجع على تهريب الأسلحة والمخدرات."	0
"(ت) العمل مع المنظمات الدولية والإقليمية ذات الصلة بغرض تعزيز الوعي بالتدابير والامتـثال لها؛"	1
"تدابير أولية 39 - يتطلب حل جريمة بهذا الحجم وجود قدرة إدارية قوية وأدوار محددة بوضوح وتنسيق قوي وإمكانية الحصول على ما يكفي من الكفاءات والقوة البشرية والمعدات ووسائل المساعدة."	1
"ويرحب مجلس الأمن باختتام عملية التسجيل لاستفتاء جنوب السودان بشكل سلمي في السودان، ويشجع الأطراف على الاستمرار في هذا الزخم من أجل إجراء الاستفتاءين في 9 كانون الثاني/يناير 2011 بشكل سلمي يتسم بالمصداقية ويعبّر عن إرادة الشعب."	1
"وعدا المواجهات المتفرقة بين المتظاهرين والشرطة، لم يُبلغ عن وقوع أي عمل من أعمال العنف."	0
"649- على أنه ينبغي لمجلس الأمن أن يتصرف لا ضد الجناة فحسب بل أيضا نيابة عن المجني عليهم."	1
"`2' مراجعة لوائح الاتهام عملا بالمادة 19 من النظام الأساسي؛"	0
"وتضطلع المنظمات غير الربحية بدور هام في المنطقة."	0
"4- خسائر الأرباح في مشاريع مقبلة 151-153 147"	0
"وأخيرا، أهيب بمجلس الأمن أن يقف بجانب نيجيريا في هذه الفترة العصيبة وأن يمدها بأي شكل من أشكال الدعم الذي تحتاجه لتفادي زيادة زعزعة استقرارها ووقوع المزيد من أعمال العنف فيها، وخصوصا في الولايات الشمالية الشرقية الأكثر تضررا."	1
"وقد بدأ البرنامج يلاحظ أوجه الترابط ويضع صورا قلمية قد تكون ذات أهمية لدول أخرى، وأثنى الفريق على الطريقة التي يجري بها تبادل الاستنتاجات على المستوى الدولي."	0
"(أ) ضمان الحماية الفعالة للمدنيين، بمن فيهم موظفو المساعدة الإنسانية والمدافعون عن حقوق الإنسان، المعرضين لخطر داهم بالوقوع ضحية العنف البدني، ولا سيما العنف الصادر عن أي من الأطراف المشاركة في النزاع؛"	1
"221 - تتعاون دول المنطقة دون الإقليمية بشكل جيد مع الشركاء الإقليميين والدوليين للحد من خطر الإرهاب وأوجه ضعفها إزاءه. فهي تقوم بتبادل المعلومات الاستخبارية بشأن التهديدات والتحذيرات، وتبادل المعلومات العملياتية، وإجراء التدريبات والمناورات المشتركة ضمن سياقات ثنائية ومتعددة الأطراف."	0
"167 - سنّت جميع دول هذه المنطقة دون الإقليمية قوانين للهجرة وجوازات السفر لتنظيم أمن الهجرة ووثائق السفر ووضعت إجراءات لتحديد الهوية الحقيقة للأشخاص قبل إصدار وثائق الهوية الخاصة بهم."	0
"وحسب ما ذكرته هذه المصادر، فإن اغتصاب كل ضحية على حدة كان في أغلب الأحوال متعددا، أي قام به أكثر من رجل واحد، وكان مصحوبا بأشكال عنف شديدة أخرى، منها الضرب والجلد."	0
"وقد قُدم التقرير إلى لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) المتعلق بتنظيم القاعدة وحركة الطالبان وما يرتبط بهما من أفراد وكيانات في 22 شباط/فبراير 2011 وفقا لقرار مجلس الأمن 1904 (2009)، وهو يوجد حاليا قيد نظر اللجنة."	1
"وتدرس الأمم المتحدة أفضل سبل تعزيز القدرات في مجال مكافحة الإرهاب لدى البعثات السياسية الخاصة للأمم المتحدة، وعمليات حفظ السلام، وأفرقة الأمم المتحدة القطرية."	1
"7 - والأمم المتحدة، بطبيعة الحال، لا تحتكر الوساطة."	0
"\"يؤكد مجلس الأمن مجددا التـزامه باستقلال العراق وسيادته ووحدته وسلامة أراضيه، ويشدد على ما للاستقرار والأمن في العراق من أهمية لشعبه وللمنطقة والمجتمع الدولي."	1
"وفيما يتعلق ببوروندي دعت البعثة المجموعات المسلحة إلى وقف جميع أعمال القتال وبدء مفاوضات لوقف إطلاق النار دون تأخير."	1
"والسبيل الوحيد لإحراز تقدم في هذه المسألة هو العثور على حلول عملية للتغلب على تقييد الاطلاع، وخاصة مع الدول التي كثيرا ما ترِد في حالات محددة."	0
"(هـ) تقديم برنامج عمل شامل إلى اللجنة لاستعراضه والموافقة عليه، حسب الاقتضاء، يورد فيه فريق الرصد تفاصيل الأنشطة التي يتوخى تنفيذها اضطلاعا بمسؤولياته، بما فيها الأسفار المقترحة، وذلك بالتنسيق الوثيق مع المديرية التنفيذية للجنة مكافحة الإرهاب ومع فريق الخبراء التابع للجنة المنشأة عملا بالقرار 1540، تجنبا للازدواجية وتعزيزا لسبل التآزر؛"	1
"وباستثناء حركة غوران، ستخوض تلك الأحزاب الانتخابات معا في محافظة صلاح الدين وحدها."	0
"(و) الإمارات العربية المتحدة 43-44 14"	0
"وأكدت صاحبة المطالبة الكويتية أنها لم تؤجر ترخيصها التجاري لصاحب المطالبة غير الكويتي."	0
"4 - استنادا إلى المحضر الحرفي المؤقت للجلسة 4688 لمجلس الأمن، المعقودة في 20 كانون الثاني/يناير 2003 (S/PV.4688)، قدم أعضاء المجلس تعليقات واقتراحات ومقترحات في المجالات التالية: الصكوك الدولية؛ والتعاون الدولي؛ ودور المنظمات الدولية والإقليمية ودون الإقليمية؛ وتقديم المساعدة؛ ولجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) (يُشار إليها فيما يلي بلجنة مكافحة الإرهاب)."	1
"ويحث مجلس الأمن، في هذا الصدد، السلطات المسؤولة عن الفترة الانتقالية على اتخاذ إجراءات سريعة لمكافحة الإفلات من العقاب بفعالية وتعزيز العدالة عن طريق كفالة تقديم الجناة إلى العدالة."	1
"وفي 19 تشرين الثاني/نوفمبر، اعتمد المجلس بيانا رئاسيا (S/PRST/2014/23) يحدد الخطوات العملية للتنفيذ الفعال للقرارين 2170 (2014) و 2178 (2014). وتحديدا، تضمَّن البيان الرئاسي خطوات لتحسين تبادل المعلومات بين الدول بغرض منع سفر الإرهابيين وتجنيدهم وتمويلهم. وحدد البيان مصادر التمويل الناشئة لتنظيم داعش وجبهة النصرة، التي تقتضي يقظة أكبر من قِبَل الدول الأعضاء لكفالة التقيد بالالتزامات الدولية. وحدد أيضا استراتيجيات فعالة وحث على تعزيز التعاون من أجل وقف انتشار التطرف العنيف في المجتمعات المحلية، بهدف وضع الأمم المتحدة في وضع أفضل لمواجهة أسباب الإرهاب والتطرف العنيف، عن طريق ما يلي: (أ) تعزيز التنسيق بين الدول؛ (ب) تحقيق فعالية أكبر في بناء القدرات؛ (ج) تحسين التنسيق بين كيانات الأمم المتحدة المعنية بمكافحة الإرهاب والبعثات الميدانية؛ (د) تعزيز جهود الدول الأعضاء والأمم المتحدة، بما في ذلك اتصالاتها الاستراتيجية، من أجل مواجهة الأيديولوجيات المتطرفة العنيفة المفضية إلى الإرهاب."	0
"31 - خلال المعتكف الرئاسي المشار إليه في الفقرة 2 أعلاه، حدد الرئيس إعادة هيكلة شاملة للقطاع العام، لا سيما الخدمة المدنية، بوصفها إحدى أولوياته الرئيسية."	0
"يؤكد التقرير الصورة المقلقة للحالة في منطقة الساحل والشواغل الأمنية والاقتصادية والإنسانية ذات الصلة."	0
"ولم تقدم أي دليل آخر على خططها الداخلية من أجل تسخير طاقات إنتاجية محددة والوفاء بطلبيات شركة السلمان."	0
"وترد العناصر الرئيسية للبيان الذي أدلى به فضلا عن تبادل الآراء الذي جرى بين أعضاء الفريق العامل في الموجز المدرج في الاستنتاجات ذات الصلة (S/AC.51/2013/3)."	1
"(ط) المبلغ المحرز من بيع معدات ومواد متنوعة"	0
"1 - يغطي هذا التقرير الذي أعدته لجنة مجلس الأمن المنشأة عملا بالقرار 1518 (2003) الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2009."	1
"ويقدم الفريق أدناه ثلاث دراسات حالة إفرادية عن القوة الجوية والمركبات المستخدمة في المجال العسكري والمرتزقة والميكانيكيين، لتقوم اللجنة بدراستها والوصول إلى قرار في الوقت الملائم فيما إذا كانت تمثل انتهاكاً للحظر."	1
"وإذ يؤكد من جديد ضرورة أن تحترم جميعُ أطراف النزاع المسلح المبادئ الإنسانية المتمثلة في مراعاة الاعتبارات الإنسانية والحياد والتجرد والاستقلالية من أجل كفالة توفير المساعدة الإنسانية وضمان سلامة المدنيين الذين يتلقون هذه المساعدة وأمن العاملين في مجال تقديم المساعدة الإنسانية وموظفي الأمم المتحدة والأفراد المرتبطين بها،"	1
"وأحيل إليكم طيه بالنيابة عن رئيسة المفوضية، نكوسازانا دلاميني - زوما، البيان الذي اعتمده مجلس السلم والأمن في ختام الجلسة (انظر الضميمة)."	1
"يؤكد مجلس الأمن من جديد مبدأ عدم الإعادة القسرية للاجئين على النحو المنصوص عليه في صكوك القانون الدولي ذات الصلة، ويرحب بالجهود التي بذلتها مؤخرا البلدان المجاورة [الدولة المتأثرة] من أجل دعم عودة اللاجئين طواعية سالمين مكرمين، ويحث البلدان المضيفة على مواصلة تقديم الحماية الدولية إلى اللاجئين [الذين] يحتاجون إليها ويشجع المجتمع الدولي على توفير المساعدة اللازمة لذلك."	1
"ويدرك الفريق أن هناك قوانين وطنية ودولية تضع قيودا على تبادل المعلومات بين الدول، ولكن التعاون الدولي أمر لا بد منه لتنفيذ عملية تجميد الأصول تنفيذا فعالا."	1
"وتمشياً مع توجيهات السياسة العامة للجنة بشأن حقوق الإنسان ومكافحة الإرهاب، فقد أدرجت المديرية التنفيذية مسألة حقوق الإنسان ضمن استراتيجيتها في مجال الاتصالات، وشددت على ضرورة أن تعمل الدول على أن تتماشى تدابيرها لمكافحة الإرهاب مع التزاماتها بموجب القانون الدولي."	1
"21 - وتتطلع اللجنة كذلك إلى وضع خطة للتنفيذ لتحقيق أي من الأهداف الواردة في خطة عمل ألماتي التي لم تتحقق بعد، وكذلك تنفيذ الالتزامات التي ترد باستمرار في الوثائق الختامية المتفق عليها في الاجتماعات الخاصة الثلاثة السابقة، بما في ذلك التدابير الرامية إلى تحسين تدفق المعلومات مع المنظمات الدولية والإقليمية ودون الإقليمية وبين بعضها البعض."	1
"\"وينوه مجلس الأمن بما أعرب عنه ممثلو المنظمتين من عزم على إقامة تعاون استناداً إلى جدول أعمال موسع يشمل الشواغل المشتركة، وذلك بصياغة استجابات مشتركة ملائمة للأزمات الإنسانية، عند الاقتضاء، وبتعزيز حقوق الإنسان، وحرية التعبير، والأمن الغذائي، وحماية البيئة، ومكافحة الإرهاب والاتجار غير المشروع بالمخدرات والأسلحة، مع إعادة التأكيد على ضرورة كفالة أن تحترم أيضاً الأمم المتحدة سيادة القانون وتعززها في كل ما تبذله من جهود لإحلال السلام والأمن."	1
"3 - تعديلات لقانون المصارف فيما يتعلق بغسل الأموال"	0
"وردا على الأحداث التي تشهدها الجمهورية العربية السورية، بما في ذلك التقرير الذي تلقته مفوضة الأمم المتحدة السامية لحقوق الإنسان، رحب وكيل الأمين العام بقرار مجلس حقوق الإنسان المتخذ مؤخرا بإنشاء لجنة دولية للتحقيق في هذا الشأن."	1
"استأنف المجلس نظره في البند في جلسته 4804، التي عُقدت في 4 آب/أغسطس 2003، وفقا للتفاهم الذي تم التوصل إليه في مشاوراته السابقة، وكان معروضا عليه تقرير الأمين العام عن كوت ديفوار (S/2003/374 و Corr.1 و Add.1)."	0
"\"تقرير الأمين العام عن العملية المختلطة للاتحاد الأفريقي والأمم المتحدة في دارفور (S/2013/420)\"."	0
"(ج) يكون للجنة سلطة تقرير مكان وأساليب إجراء المقابلات مع المسؤولين والأشخاص السوريين الذين ترتأي اللجنة أن لهم صلة بالتحقيق؛"	1
"\"ويلاحظ مجلس الأمن مع القلق أن التهديدات المذكورة أعلاه قد تهدّد أمن البلدان المدرجة في جدول أعماله، بما في ذلك الدول التي تمرّ بمرحلة ما بعد النـزاع، ويشجّع على تنسيق الإجراءات التي تتخذها الأمم المتحدة وكذا الإجراءات التي تتخذها الدول الأعضاء في سبيل مكافحة هذه التهديدات."	1
":: قيام المؤسسة المالية بتحديد هوية العمليات المحدودة والمثيرة للشبهات، بما في ذلك العمليات المحتملة، فضلا عن مصادر الأموال التي يستخدمها العميل في تلك العمليات."	0
"(خ) التشاور مع ممثلي القطاع الخاص المعنيين وذلك بالتعاون، حسب الاقتضاء، مع السلطات الوطنية، بهدف تشجيع الوعي بحظر السفر والحظر المفروض على الأسلحة، وتشديد الامتثال لهما؛"	1
"\"كذلك، يؤكد مجلس الأمن من جديد ضرورة العمل بكافة الوسائل، ووفقا لميثاق الأمم المتحدة، على مكافحة المخاطر التي تهدد السلام والأمن الدوليين الناجمة عن الأعمال الإرهابية. ويذِّكر المجلس الدول بأن عليها أن تكفل الامتثال في أي تدابير تتخذها من أجل مكافحة الإرهاب لجميع الالتزامات التي قطعتها بمقتضى القانون الدولي، لا سيما القانون الدولي لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي."	1
"وأدان الشركاء الدوليون والمدافعون عن حقوق الإنسان بالإجماع قرار الحكومة طرد مدير مكتب الأمم المتحدة المشترك لحقوق الإنسان في أعقاب نشر تقرير حقوق الإنسان عن الانتهاكات التي يزعم أن الشرطة ارتكبتها خلال عملية ليكوفي."	0
"وستبيِّن ورقة استراتيجية بشأن الحد من الفقر تقوم الحكومة الآن بصياغتها ما إذا كان هذا التحول سيتم."	0
"إن القيادة الجورجية ملتزمة التزاما أكيدا بالتسوية السلمية للنزاع الجاري على أراضيها، مقدرة أهمية اندماج الإثنيات وتكاملها، وأهمية حماية حقوق الإنسان وحريته."	1
"ولا تزال هناك درجة عالية من التوتر، لا سيما في شمال شرق كاتنغا حيث وقعت اشتباكات كثيرة بين وحدات القوات المسلحة لجمهورية الكونغو الديمقراطية ومجموعات من مليشيات مايي - مايي. ففي يومي 10 و 11 آب/أغسطس، تبادلت القوات المسلحة لجمهورية الكونغو الديمقراطية النار مع مجموعة من مايي - مايي قرب منجم لونغا للذهب، على مبعدة نحو 200 كيلومتر من كاليمي، وسيطرت القوات المسلحة على تلك الجهة."	0
"9 - وفي 25حزيران/يونيه 2008، عقدت اللجنة مشاورات غير رسمية مع فريق الرصد الذي أعيد إنشاؤه عملا بالقرار 1811 (2008)، وناقشت أيضا طلب مجلس الأمن الوارد في الفقرتين 6 و 7 من القرار 1814 (2008) لتقديم توصيات بشأن تدابير محددة قد يفرضها المجلس على الكيانات والأفراد الذين يعرقلون عملية السلام أو ينتهكون الحظر على توريد الأسلحة."	1
"وقد بذلت لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة الطالبان يشار إليها فيما يلي بـ (''اللجنة``) الكثير من الجهد لكي تتيح للدول الأعضاء فرصا للتعبير عن آرائها، سواء بصورة مباشرة أو من خلال الفريق."	1
"وفي بعض الحالات الأخيرة، من قبيل الحالتين في كوت ديفوار وليبيا، رحب المجلس بلجنتي التحقيق اللتين أنشأهما مجلس حقوق الإنسان. وأظهر ذلك مدى الارتباط الوثيق بين الإجراءات الملموسة الرامية إلى تعزيز السلام والأمن وبين حماية حقوق الإنسان."	1
"33 - منطقة وسط أفريقيا (24 تشرين الثاني/نوفمبر 2003؛ 19 كانون الأول/ ديسمبر 2012)."	0
"فاحترام حقوق الآخرين - بمن فيهم الخصوم السياسيون - لابد وأن يصبح المعيار الرئيسي لكل من يطمحون في قيادة البلد نحو الاستقرار والوحدة والازدهار."	1
"وقد واصلت حواري مع السلطات اللبنانية بشأن المسألة وأتطلع قدما للوفاء بهذه الالتزامات في وقت قريب."	1
"وكانت القوات العسكرية هي التي شنت الهجوم أساسا، بينما قام العرب بأعمال السلب."	0
"يؤكد مسؤولية فِرق عمل الأمم المتحدة المعنية بالرصد والإبلاغ على الصعيد القطري، وأفرقة الأمم المتحدة القطرية، كل وفق ولايته، عن كفالة المتابعة الفعالة لقرارات مجلس الأمن المتعلقة بالأطفال والنزاع المسلح، ورصد ما يُحرز من تقدم وإبلاغ الأمين العام به، بتعاون وثيق مع ممثلته الخاصة المعنية بالأطفال والنزاع المسلح، وكفالة الاستجابة على نحو منسق للقضايا المتصلة بالأطفال والنزاع المسلح؛"	1
"وتعد الحكومتان شريكتين رئيسيتين للجنة فيما تبذله من جهود رامية إلى أن يكون النظام أكثر فعالية وتركيزا على الخطر، كما عرضتا العديد من المقترحات المفيدة وقدمتا معلومات مفصلة للفريق عن آخر التطورات."	0
"وانضمت إليها أيسلندا سنة 1996 وبولندا وهولندا سنة 1997."	0
"\"نظــر مجلس الأمــن فـــي جلسته 4364، المعقودة خلف أبواب مغلقة في 5 أيلول/سبتمبر 2001، في الحالة فيما يتعلق بجمهورية الكونغو الديمقراطية."	0
"2 - الفقرتان الفرعيتان 1 (ج) و (د):"	0
"وهناك مؤتمر إقليمي آخر بشأن تحصين المستقبل في منطقة المحيط الهادئ في القرن الحادي والعشرين: الدين والتقاليد المحلية والقوى العالمية من المقرر عقده في أوكلاند في آب/أغسطس 2006."	0
"44 - وفقا لدائرة الأعمال المتعلق بالألغام تشكل \"الأجهزة المتفجرة المرتجلة منظومة خطيرة وفريدة من منظومات الأسلحة، نظرا لتعدد استعمالاتها وإمكانية تكييفها وطريقة استعمالها."	0
"وأشار أعضاء المجلس إلى أنه ينبغي لجميع المرشحين بذل كل جهد ممكن من أجل الحفاظ على بيئة هادئة وسلمية، وممارسة ضبط النفس، وانتظار النتائج التي ستُعلن طبقا للإجراءات الدستورية الوطنية، وتسوية خلافاتهم سلميا عن طريق الآليات القانونية وآليات الوساطة المنشأة، بما في ذلك لجنة الوساطة الوطنية."	1
"وإذ يحيط علما بالمقترح المغربي الذي قدم إلى الأمين العام في 11 نيسان/أبريل 2007، وإذ يرحب بالجهود المغربية المتسمة بالجدية والمصداقية والرامية إلى المضي قدما بالعملية صوب التسوية؛ وإذ يحيط علما أيضا بمقترح جبهة البوليساريو المقدم إلى الأمين العام في 10 نيسان/أبريل 2007،"	1
"ويُتوقع أن يتضاعف معدل النمو في عام 2008 بسبب عودة أسعار تصدير النفط والمنتجات الزراعية إلى مستواها."	0
"2 - يكرر تأكيد أن السلطات في البوسنة والهرسك هي التي تتحمل المسؤولية الأساسية عن تحقيق مزيد من النجاح في تنفيذ عملية السلام، وأن استمرار المجتمع الدولي والمانحين الرئيسيين في إبداء الاستعداد لتحمل العبء السياسي والعسكري والاقتصادي لجهود التنفيذ والتعمير سيحدده امتثال جميع السلطات في البوسنة والهرسك ومشاركتها النشطة في تنفيذ اتفاق السلام وإعادة بناء مجتمع مدني، وخاصة بالتعاون الكامل مع المحكمة الجنائية الدولية ليوغوسلافيا السابقة في تعزيز المؤسسات المشتركة وتسهيل عمليات عودة اللاجئين والمشردين؛"	1
"وأكد أعضاء المجلس مرة أخرى على أن الشعب الهايتي والحكومة الهايتية يتحملان أقصى قدر من مسؤولية أساسية في تحقيق المصالحة الوطنية وإقامة بيئة آمنة ومستقرة وإدارة العدالة وإعادة بناء بلدهم."	1
"دعوة أطراف النـزاع المسلح إلى اتخاذ الإجراءات المناسبة لاحترام وكفالة احترام القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان بطرق منها ما يلي:"	1
"فنتائج هذا الحوار ستعزّز أجواء الاستقرار."	1
"أعطي الكلمة الآن للسيد كوبيتش."	0
"(هـ) والاجتماع الافتتاحي لفريق الاتصال الدولي المعني بليبيا المقرَّر عقده في أديس أبابا في 3 كانون الأول/ديسمبر 2014. وأيد رؤساء الدول الجهودَ التي تبذلها الدول المجاورة والممثل الخاص للأمين العام في ليبيا من أجل تهيئة الظروف الملائمة لإرساء حوار بين جميع الأطراف الليبية، باستثناء الجماعات الإرهابية المعروفة."	1
"13 - يقرر إبقاء المسألة قيد نظره."	0
"30 - أعادت القوات السودانية المسلحة نشر جميع قواتها من جنوب السودان، في حين يظل رصد إعادة نشر قوات الجيش الشعبي والتحقق منها بنسبة 34.85 في المائة من القوام المعلن البالغ 168 59 جنديا."	0
":: يـان إلياسون، نائب الأمين العام للأمم المتحدة"	0
