"ar_en_DEEP"	"MatConf"
"For example, the difficulty of policing the border in the Sahel-Sahara region allows AQIM and those associated with it freedom to move, raise funds through smuggling, possess weapons and explosives, and train new recruits in a relatively safe manner."	1
"A stronger link between security sector reform and the lifting of arms embargoes, where appropriate, could be a powerful catalyst for the success of such reform. This is also important for preventing the recurrence of conflict in fragile post-conflict situations."	0
"If that person is found guilty, it has a duty to punish him and provide victims with effective remedies and redress."	0
"125 - According to a witness, ISF personnel were ordered to keep Mr. Hariri under surveillance at the end of January and the beginning of February 2005."	1
":: Redrawing the details of Mr. Haririâs actions and whereabouts before the explosion"	1
"48. To be effective, it is essential to initiate a freeze on all targeted assets held by a listed individual or entity once such designation has occurred."	1
"50. During the reporting period, MINUSMA air assets were temporarily deployed in Kidal to conduct reconnaissance and surveillance operations related to movements of armed groups, particularly in the Tilemsi Valley (Gao Department)."	0
"Using a range of $18 to $35 per barrel and member states' production estimates of 47,000 barrels per day, estimates of potential revenues for ISIS from crude oil range from $846,000 to $1,645,000 per day."	0
"Raids, searches and arrests without an arrest warrant"	1
"There is also a significant amount of credible material indicating that criminal acts were committed as part of widespread or systematic attacks against the civilian population, with knowledge of such attacks."	1
"Two vehicles were burned. The ground floor offices were looted."	1
"52. Reiterates the need to enhance ongoing cooperation between the Committee, the Counter-Terrorism Committee and the Committee established pursuant to resolution 1540 (2004), as well as their respective expert groups, including, as appropriate, through enhanced information exchange and coordination on country visits under their respective mandates, facilitation and monitoring of technical assistance, relations with international and regional organizations and agencies, and on other matters of interest to all three Committees, expresses its intention to provide guidance to the Committees on areas of common interest with a view to better coordinating their efforts and facilitating such cooperation, and requests the Secretary-General to make all necessary arrangements for the groups to work as soon as possible in a common location;"	0
"Drought and desertification had a major impact on it in the seventies and eighties, and the intensity of fighting increased due to the scarcity of resources."	1
"The sites range from those created to promote specific individuals, such as Shamil Basayev in Chechnya, or specific groups, such as Lashkar-e-Taiba in Pakistan, to those intended to justify Al-Qaeda-related terrorism in general, such as Voice of Jihad, or those that provide terrorist training, such as Al-Battar. ."	1
"Criticism of the work of the Council and the Committee in this area is likely to undermine the entire Al-Qaida and Taliban sanctions regime, but it should not undermine the global support that the regime has enjoyed to date."	1
"Pursuant to Security Council resolution 1244 (1999), I have the honor to transmit herewith the report on the international security presence in Kosovo, for the period from 1 to 31 May 2006 (see annex)."	0
"It has also been reported that kidnappers are increasingly subjecting their captives to torture, rape and other forms of ill-treatment."	1
"236 - The exact number of burned and destroyed villages was not counted, but several sources estimated the extent of the destruction through oral reports, site inspections and other evidence."	1
"The international community was tired of what it saw, rightly or wrongly, as two slow-moving, large-scale, high-cost structures, the utility of which some questioned for the most vulnerable victims of the crimes in question."	0
"Both sides did not withdraw their forces from the region, in violation of the June 20, 2011 agreement."	1
"This date was not adhered to. On 20 February 2008, President Gbagbo signed a decree formally establishing a working group to develop this framework."	0
"Statement by the President of the Security Council"	0
"2 - The second group: The group of eight inspectors left the Canal Hotel in Baghdad at 08:45, and arrived at the College of Science/Al-Mustansiriya University."	0
"Third - Legal Framework 15-41 9"	0
"As for other countries, they still rely on a mixed computerized and manual system."	0
"These shocks have two serious consequences."	0
"7. On 7 April 2014, two UNODC experts, Clement Goresin and Simon Davies, were killed at Galkayo Airport in Puntland, Somalia, while on a mission related to tracking illicit financial flows resulting from piracy."	1
"Approved by Xavier Beau de Marnac, head of the mission"	0
"The Democratic People's Republic of Korea also uses propaganda to incite nationalistic hatred towards official enemies of the State, including Japan, the United States of America, the Republic of Korea and their citizens."	1
"The involvement of government forces in some attacks represents a very negative development."	1
"14 - Report of the Special Rapporteur of the Commission on Human Rights on extrajudicial, summary or arbitrary executions on her mission to Sudan E/CN.4/2005/7/Add.2"	1
"4 - Improvised weapons systems can be assembled from various components in order to commit terrorist acts."	1
"Scheduled for Thursday, 13 June 2002, at 11.40 p.m"	0
"40 - I also call on the leadership of Hezbollah to cease all efforts to acquire weapons and build paramilitary capabilities outside the authority of the state."	0
":: August 22, 2005, three people were injured in an explosion in a garage near the Promenade Hotel in the Zalka area, north of Beirut."	1
"In an effort to expedite the process and ensure the availability of sufficiently qualified staff, the Committee supports exploring ways to expand the pool of potential candidates."	0
"If the Court were to add to its responsibilities a whole new area of ââlaw relating to compensation, the Court would not only have to develop new jurisprudence but would also have to significantly expand its staff and establish new rules and procedures for assessing claims."	0
"For example, some names taken from the list could not be entered into the electronic “passenger” database of the Border Forces Administration."	0
"13 - Reports of children abducted during recent attacks on the civilian population demonstrate the terrible price that Darfur's children are paying in this civil war."	1
"The meeting took the form of a session devoted largely to asking and answering questions, during which the tripartite group answered questions from members of the working group."	0
"1 - Condemns violent extremism that can lead to terrorism, sectarian violence and the commission of terrorist acts by foreign terrorist fighters, and demands that all foreign terrorist fighters give up their weapons and completely cease committing terrorist acts and participating in armed conflicts;"	0
"The officers responded, âIt's the same anyway,â and began vandalizing the house."	1
"This situation depicts not only mass killings of civilians, but also unlawful detention, summary executions, rape and other abuses."	1
"188 - Eyewitnesses who saw many of the incidents published in these reports stated that the members of the attacking forces were wearing uniforms, but they noticed a difference between the uniforms worn by members of the regular forces and the uniforms worn by the Janjaweed militias."	1
"Some officials even admitted that the government was tracking the rebels to villages as their hiding place and that the destruction was caused by the fighting that ensued."	1
"Locally made firearms. Molotov cocktails. Rockets made improvised in metal workshops."	1
"8 May 2006 A violent incident occurred in Gleno, where eastern officers of the National Police Force of Timor-Leste were attacked."	1
"(a) Decides to authorize the [peacekeeping mission] to take all necessary measures in the areas of deployment of its forces, as it deems within the limits of its capabilities, in order to: ..."	1
"Overall, the Commission has collected very substantial material and testimony that tends to confirm the killing of thousands of civilians in the context of attacks on villages."	1
"The Special Representative provided a brief overview of the fighting that broke out in Bentiu, Unity State, on 26 October."	1
"Cross-border charcoal trafficking has fueled Al-Shabaab, forming the basis of its raids in Kenya."	1
"(a) Victims who have suffered serious physical injuries or ill physical or mental health as a result of serious crimes;"	1
":: Cost of consumables and operating materials;"	0
"(c) Encouraging States to enhance their border security at points of entry with a view to preventing persons, goods and weapons/explosives being illicitly transported across borders, as well as the physical cross-border transfer of currencies and nominal securities. south america"	0
"2-2 at the regional level"	0
"8. Review pursuant to paragraph 6 (i) of the Committee’s guidelines."	0
"It also appears that although the Movement/Army is the larger of the two movements in military terms, the Justice and Equality Movement is a more political movement with limited military capabilities, especially after what was said about the split of the group and the subsequent emergence of the National Movement for Reform and Development (see paragraph 139 below)."	1
":: Construction and repair of water and sanitation facilities in each district (Interim poverty reduction strategy developed by the government)"	0
"12 - The situation in Burundi (25 October 1993; 17 May 2011)."	0
"Despite the continued pressure on the leadership of the two groups, the situation in Iraq and other conflict areas has placed terrorism at the forefront of global attention, and there has been no decrease in the recruitment of new individuals."	1
"In this plan, they targeted different geographical locations to launch military operations against them, with the intention of seizing them from the opposition. Among these sites are Baidoa, Marka and Mogadishu."	1
"The long-term security and stability of Somalia will require an effective and credible judicial system."	0
"Sometime between 1:15 p.m. and 1:30 p.m., Lieutenant Colonel Ahmed Assir informed him of the explosion and that Mr. Haririâs convoy was the target."	0
"73- Five claimants request the recovery of end-of-service compensation that they had paid to non-Kuwaiti employees in connection with the termination of these employees’ service contracts."	0
"The corrected total amounts by country and payment are as follows:"	0
"Many of them reported similar stories, such as being caught by the Internal Security Forces, handcuffed, blindfolded, stripped, and detained for a period while they were interrogated about Mr. Abu Adass and his links to Islamist groups; Most of them reported that they shared the opinion of their interrogators that Mr. Abu Adass tends to be lonely and introverted and does not have enough intelligence to commit this crime."	1
"148. From June to September 1999, Mr. Abdi Nur Darman and his partners owned approximately 130 billion Somali shillings."	0
"There is generally little information on the oversight or accountability of law enforcement agencies."	0
"These measures are being taken despite the clear negative position taken by the Special Representative of the Secretary-General and are considered a challenge to the United Nations and the Security Council."	0
"In the letter, the Committee drew attention to the principle of command and superior responsibility stipulated in international criminal law, and urged the Supreme Commander to prevent and suppress crimes against humanity, and to ensure that perpetrators are prosecuted and brought to justice."	0
"These computers were very slow (486-DX) and only 8 percent of them had multimedia capability (CD-ROM), making them practically ineffective in education."	0
"In fact, those who are gaining the most important experience in terrorist operations today are people even younger than mentioned, as their ranks mainly include individuals in their teens and early thirties."	1
"21. There is a discrepancy between the results of weapons collection and destruction programmes."	0
"Panel discussions, briefings, publications, reports to the Security Council, staff capacity strengthening, and five regional consultations on gender mainstreaming in the program of work on illicit small arms and light weapons."	0
"No country applies adequate measures to protect non-profit organizations from terrorist financing."	1
"(d) Any foreigner who interferes in international relations."	0
"634. It is clear from the information collected and verified by the Commission that rape or other forms of sexual violence committed by the Janjaweed militia and government soldiers in Darfur were widespread and systematic and that it is very possible that these acts could be considered a crime against humanity."	1
"However, the remainder of the movement's ability to undermine tangible progress in stabilizing the situation in Ituri remains a source of concern, especially given the inability of the transitional government so far to bring leaders of armed groups to justice and prevent their movement to and from Uganda."	1
"The team also sensitized the commercial aviation sector to Al-Qaeda sanctions by working closely with the International Civil Aviation Organization, the International Air Transport Association and the private sector."	1
"Program of work of the Security Council Committee established pursuant to resolution 1540 (2004) for the period from 1 June 2013 to 31 May 2014"	0
"Report of the Secretary-General submitted pursuant to paragraph 24 of resolution 1483 (2003) and paragraph 12 of resolution 1511 (2003) (S/2003/1149)."	0
"Furthermore, minors are not always separated from adults and some prisoners remain subject to prolonged periods of pre-trial detention, sometimes lasting up to ten years."	1
"At the same time, the G7 expressed its intention to organize a march on 25 March 2004, urging the full and unhindered implementation of the Linas-Marcoussis Agreement."	1
"Escalating local crises could easily provide opportunities for spoilers, if not addressed appropriately and sustainably."	0
"But Mr. Wissam changed his position two days later, and said that he remembered a person called Abi or Avi, and he may be Alon Abraham."	0
"He expressed concern about the increasing demolition of buildings in Palestine, the danger inherent in the forcible transfer of the Umm al-Khair Bedouin community, and the continued Israeli settlement activity, which he said constitutes a violation of international law."	1
"116- The Monitoring Group continues to view the travel ban as one of the important sanctions against Al-Qaeda and the Taliban, noting at the same time the ingenuity shown by terrorists who attempt to cross national borders without being detected."	1
":: Convention relating to Offenses and Certain Other Acts Committed on Board Aircraft (1963);"	0
"120 - There are still activities that took place on Mina Al-Hosn Street, prior to the explosion, which require further investigation, and which could clarify details from the planning stage, and then lead to the perpetrators."	1
"Acting in accordance with Chapter VII of the Charter of the United Nations,"	0
"During these arrests, victims were often subjected to horrific mistreatment, their property was stolen, their homes were looted, and in some cases they were executed without trial."	1
"As for the killing of detained soldiers by the rebels, the Commission received reports, particularly from the Government, of the rebels executing detained soldiers."	1
"(c) To cooperate closely to fully implement the sanctions imposed on terrorists and their partners, in particular Al-Qaida, the Taliban and their partners, as stipulated in resolutions 1267 (1999), 1390 (2002) and 1455 (2003), and to take urgent action Prevents them from obtaining the financial resources necessary for them to carry out their work and to fully cooperate with the monitoring team established pursuant to resolution 1363 (2001);"	1
"Likewise, the unit leadership, pursuant to Order No. 206/1735 of February 18, 2005, handed us a written authorization from that authority, No. 36/2005 of February 18, 2005, containing an order to keep the cars of Haririâs convoy inside the barracks, cover them with tents, and place them under guard. ."	1
"In particular, I urge the Abkhaz side to fulfill its previous commitments, allow the opening of a human rights sub-office in Gali, allow local youth to receive education in their native Georgian language and accept the deployment of UNMIK police officers in the Gali district."	0
"3-4 client accounts opened by professional brokers"	0
"In this context, I will briefly address the Councilâs recent resolution on Yemen, which includes a long-awaited condemnation of the violations committed by the Yemeni government."	0
"(See S/1996/15/Add.8 and S/1999/25/Add.31, 44; see also S/22110/Add.38, 47 and 50; and S/23370/Add.1, 5, 7, 14, 16, 19, 21, 23, 24, 26, 28, 29, 31, 32, 35-37, 40, 43, 45, 46, 49, and 50; 7-13, 15-19, 21-23, 24 and Corr.1, 25, 26, 28-30, 32-34, 36, 37, 39-42, 45 and 51; 4, 6, 8, 10, 12-17, 19-27, 31, 34, 36, 37, 38, 40, 44-47 and 49; S/1995/40 and Add.1, 2, 5-8, 12 , 14-19, 22-24, 26-33, 35-37, 39-41, 44 and 46-50; S/1996/15/Add.1, 2, 4, 6, 7, 13, 18, 20; , 21, 26, 28, 30-32, 37, 39, 40, 45, 47, 49 and 50; S/1997/40/Add.2, 4, 6, 9-12, 14, 16, 18, 19 , 21, 23, 28, 34, 37, 42, 47, 48, and 50; S/1998/44/Add.2, 6, 9, 11, 14, 17, 19, 20, 24, 26, 28 , 29, 33, 34, 39, and 44; S/1999/25/Add.19)"	0
"Resolution No. 1481 of the Council of Ministers of the Republic of Belarus of 24 October 2002 on the “State Program on Insecticides for the Years 2003-2006 and Beyond”."	0
"The situation relating to the Democratic Republic of the Congo."	0
"(e) placing, or causing to be placed, a device or substance on board a ship or fixed platform, by any means, which -"	0
"''The Security Council reiterates that States are obligated to prevent the supply of weapons and related materiel of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment, and spare parts necessary for the aforementioned, to the Islamic State in Iraq and the Levant and the Al-Nusra Front. and other individuals, groups, institutions and entities associated with Al-Qaeda, from its territory or by its nationals outside its territory, or using its aircraft or ships flying its flag, and preventing the provision of technical advice, assistance or training in relation to military activities. The Council also reiterates its calls for States to find ways to ensure To intensify and accelerate the exchange of practical information related to arms trafficking and enhance coordination in efforts made at the national, subregional, regional and international levels."	0
"In this regard, the continued mainstreaming of child protection into the advocacy activities of these organizations and arrangements and in their policies, programs and mission planning processes, the training of staff and the involvement of child protection personnel in their peacekeeping and field operations, and the establishment of child protection mechanisms within their secretariats, including through the appointment of Focal points for child protection affairs."	0
"Calls on [the affected State] to continue working, with the assistance of the international community, to establish an impartial and transparent justice system, including the reconstruction and reform of the prison system, with a view to strengthening the rule of law throughout the country and eliminating impunity."	0
"He replied that war had set aside the basic requirements of the rule of law and that one of the problems they faced in particular was the absence of judges in the face of advancing armies."	1
"The European Union is deeply concerned about the continuing cycle of retaliatory violence in Israel and the occupied territories."	0
"In the event of exposing the public to danger (Article 179 of the Criminal Code), it is also an offense to prepare for such acts (such as obtaining components to make explosive devices for the purpose of carrying out an attack in accordance with paragraph 1 of the Convention) even if the criminal has not yet actually attempted to carry out such acts."	1
"Please refer to the answer to question 20."	0
"51 - The situation in Libya (22 February 2011; 11 November 2014)()."	0
"IAEA experts explained to the Group that terrorists were much more likely to illicitly obtain a military device than to improvise their own device."	1
"Obstacles to humanitarian access that have the greatest impacts on people in need include restrictions on the movement of humanitarian workers or goods (including physical and bureaucratic barriers); The lack of mechanisms agreed upon with the parties to the conflict to deliver aid during hostilities; interfering in humanitarian aid deliveries; Including payment request; Violence against humanitarian workers, which includes physical attacks on humanitarian workers and convoys."	1
"Ambassador Abdullah Hassan Mahmoud, Permanent Representative - Republic of Somalia"	0
":: The Agency needs to be able to confirm a satisfactory resolution of all issues identified in the annex to document GOV/2011/65 before it is considered to be no longer outstanding and reports on them to the Governing Council."	0
"In this regard, the Council commends the efforts made so far by Uganda, the Central African Republic, the Republic of South Sudan and the Democratic Republic of the Congo to put an end to the threat posed by the Lord's Resistance Army, and urges continued efforts by these countries, as well as other countries in the region."	0
"All of these circumstances give rise to grievances and create fertile conditions for the exploitation of individuals from different backgrounds, religions and beliefs who are determined to incite the commission of terrorist acts."	1
":: Increase cooperation and coordination with the Counter-Terrorism Committee and its Executive Directorate, with the committee established pursuant to Resolution 1540 (2004) and with all international agencies or organizations that have accumulated specialized experience and expertise in the field of combating terrorism."	0
"Uganda believes that ending impunity is the only credible deterrent against crimes of grave concern to the international community."	0
"50. The Group has learned that 15 lawsuits have been filed in various parts of the world against Member Statesâ implementation of some aspects of the United Nations sanctions imposed on Al-Qaida and the Taliban."	1
"After being raped, some women's clothes were not returned to them and they were forced to remain naked."	1
"These devices still constitute a versatile and dangerous weapon, and are the main cause of civilian casualties in many terrorist attacks linked to Al-Qaeda."	1
"The extent of cluster munitions is becoming increasingly evident as the work of the Landmine Action Organization progresses."	0
"6. Recalls that it decided, in resolution 1373 (2001), that all Member States must ensure that any person who participates in the financing, planning, preparation, commission or support of terrorist acts is brought to justice, and decides that all States must ensure that their laws and regulations provide The Ministry of Interior has decided to criminalize the following acts as crimes serious enough to enable the perpetrators to be prosecuted and punished in a manner that adequately reflects the gravity of the crime:"	1
"Other daily newspapers, such as FraternitÃ© Matin and Notre Foix, which are close to the Ivorian Popular Front party, publish nationalist rhetoric that incites all-out war."	1
"The National Police's perspective, as explained to the Committee, was to arrest the petitioners and hand them over to the National Police if they were moving from one place to another, and that no arrests were authorized."	1
"√ Land and property departments function effectively in all provinces"	0
"We note that civil society organizations have expressed their deep concern in this regard."	0
"Indeed, the principle of joint criminal enterprise in international criminal law acquires greater importance than in most national legal systems, given that most international crimes (crimes against humanity, genocide, and most war crimes) are crimes whose final criminal results can only be achieved with the participation of several persons. ."	1
"Expressing its dissatisfaction that the Taliban continues to provide safe haven for Osama bin Laden and for allowing him and others associated with him to operate a network of terrorist training camps in territory controlled by the Taliban, and for using Afghanistan as a base for sponsoring international terrorist operations,"	1
"15 - Since its establishment by the government in June 2005, the Special Criminal Court for the Events in Darfur has issued rulings in five cases."	0
"All countries now criminalize in their domestic laws the provision of safe haven to terrorists and those who support them and the use of their territories to commit or plan terrorist acts against other countries or their citizens."	1
"The Commander-in-Chief of the National Police removed weapons from the national warehouses without the knowledge of the officer in charge of the warehouse. On 23 March, 60 Steyr weapons and 50 ammunition boxes were sent to the reserve police unit compound in Aliu. On 15 April, 10 Steyr weapons and ammunition were sent to the police station in Liquisa."	1
"Acting in accordance with Chapter Seven of the Charter,"	0
"44 - Church of St. Mary, Donje Nerodemli"	0
"Russian Federation, Argentina, Peru, United Republic of Tanzania, Slovakia, Denmark, France, United Kingdom of Great Britain and Northern Ireland, United States of America, Japan, Greece"	0
"Major General Gao will succeed Major General Kurt Mosvaard (Denmark), whose duty will end on 27 August 2007."	0
"The Committee also conducts periodic reviews of the names of individuals reported dead and entities reported to no longer exist."	0
"110 - Training is an essential element for the success of any attack, and it is important to recall that the arms embargo specifically includes training (resolution 1617 (2005), paragraph 1 (c))."	1
"âThe Council encourages international and regional cooperation to determine the origin and transfer of small arms and light weapons in order to prevent their diversion to, including, Al-Qaeda and other terrorist groups."	0
"In the JelisiÄ case, the Appeals Chamber noted that âwith regard to evidence of specific intent, it may, in the absence of clear direct evidence, be inferred from a number of facts and circumstances, such as the general context, the preparation for other punishable acts systematically directed against the same group, and the scope of the atrocities.â perpetrators, systematic targeting of victims on the basis of their affiliation to a particular group, or repeated acts of destruction or discriminatory acts.â"	1
"Some detainees were imprisoned for 11 months without being charged, without access to a lawyer or contact with their families."	1
"Meanwhile, the transitional government of the Democratic Republic of the Congo is still considering issuing international arrest warrants against leaders of armed groups in Ituri."	1
"The victim stated that she knew 19 of the women who had been raped, but there were many others. She believes there were 50 victims in total."	1
"The Council notes with concern that the LRA attacks in the Central African Republic were carried out in areas outside the main area of ââoperations of the Regional Task Force."	1
"The bombing attack in Aleppo on the morning of March 18 was also a continuation of this bloody terrorist plan, as the Takfiri terrorists and those who stand with them and support them with money and weapons openly continue their terrorist acts in implementation of a conspiratorial plan targeting Syria, its people and its institutions."	1
"âThe Security Council expresses its deep concern that the continuing instability and worsening security vacuum in the Central African Republic continue to negatively impact the operations carried out against the Lordâs Resistance Army and contribute to strengthening the position of that army in the country."	0
"The shortage of the Mission's police component remains an important cause of concern and affects its ability to carry out its assigned tasks."	1
"A report was submitted to the Committee in this regard in March 2014."	0
"31. The strength of the Joint Integrated Units, which has remained unchanged since April 2009, is 32,900 personnel (about 83 per cent of its authorized strength of 39,639 personnel)."	1
"They were also deprived of their liberty and their right to freedom of movement within the Democratic People's Republic of Korea, their right to have their legal personality recognized, and their right not to be subjected to torture and other cruel, inhuman or degrading treatment."	1
"But it cannot mean giving up obligations to those who wish to return home and who need support to achieve their ambitions. This policy cannot be a substitute for current policies, but rather should complement them."	0
"484. During their discussions with the Committee on their methodology, the Rape Investigation Committees emphasized the broad publicity of their mandate."	0
"30 - On 18 March, the commanders of the Presidential Guard and the Presidential Security Squad sent a letter to the Minister of Internal Security in which they announced that the areas surrounding the Presidential Palace were considered a âred zoneâ and that anyone arrested there would be considered an enemy combatant and would be treated as such, that is, they would be shot. Fire without warning."	0
"600- In light of this international legal rule, Sudanâs obligation to pay compensation for all crimes committed in Darfur by its agents, officials or agencies must be considered de facto."	1
"These policies must address all four pillars of the Women, Peace and Security agenda (i.e. participation, conflict prevention, protection, relief and recovery) to ensure the inclusion of refugee and internally displaced women in all protection, prevention, participation, relief and recovery efforts."	0
"The team also visited the police checkpoint in Nyanguluku and checked the âmovement logâ but did not notice any irregularities; Some rifles and handguns were confiscated."	0
"Its terrorist activities have also displaced an estimated 45,000 Nigerian refugees and returned migrants to Chad, Cameroon and Niger, including suspected rebels."	1
"631. In particular, the Commission found that government forces and militias under its control in many cases attacked civilians and destroyed and burned villages in Darfur, in violation of the relevant principles and rules of international humanitarian law."	1
"Since then, authorities in North Kivu have arrested several people with alleged links to Kunda."	1
"According to the sender, the entire shipment could only be used in connection with Fokker 27 aircraft."	0
"429. The government also cited three cases in which bombing occurred by mistake. It stated that it compensated the victims of the villages of Habila, Umm Gouzin and Tolo."	1
"It was reported that a member of the parallel forces, wearing a white T-shirt and accompanied by three police officers, opened fire on the demonstrators as they fled."	1
"121 - The âJanjaweedâ to whom most of the victims in the current conflict refer are Arab militias who raid the villages of these victims on horses or camels, killing, looting, burning and raping."	1
"With the presidential elections approaching, it is even more necessary and urgent that the security situation improve."	0
"In addition to guiding the work of human rights reporting mechanisms and acting as a secure archival repository for information provided by relevant stakeholders, the work of the Commission should facilitate United Nations efforts to prosecute or hold accountable those most responsible for crimes against humanity in other ways;"	0
"58 - The pattern of resolving political disputes and protecting interests using weapons continues, and is being sustained by the continuing and increasing acquisition of weapons from sources outside Somalia in violation of the arms embargo."	1
"The fate of these fighters will depend on their experiences in the Syrian Arab Republic, but conflicts involving foreign Al-Qaida-affiliated volunteers in the past have proven to have long-term implications regarding the threat situation at the local and international levels."	0
"The Committee also recommends that only persons who subsequently used these weapons in criminal activities be prosecuted among the persons who received FRD weapons on 24 and 25 May."	1
"89 - Non-proliferation (29 March 2006; 27 September 2008)."	0
"We are all deeply concerned about the deteriorating security situation in Côte d'Ivoire, as the Council may have attested in the statement I made earlier today."	0
"In Kosti, more than 10,000 people have passed through the transit center since January 2010, in spontaneous movements to their former places of residence mainly in Abyei, Upper Nile, Southern Kordofan, Warab and Northern Bahr el Ghazal states."	0
"The candidate, Dr. Bashar Hafez al-Assad, received 10 million 319 thousand and 723 votes, or 88.7 percent of the number of valid votes. While Dr. Hassan Abdullah Al-Nouri received 500,279 votes, or 4.3 percent of the number of valid ballots, while Mr. Maher Abdel Hafeez Hajjar received 372,301 votes, or 3.2 percent of the number of valid votes."	0
"âThe Council stresses the importance of national ownership, constructive dialogue and partnership between national authorities and the international community in order to help meet priority peacebuilding needs and address the underlying causes of recurring instability."	0
"Despite this decision, the destruction continues."	1
"The Bureau claims that one of the two engineers was reassigned to the project on February 1, 1992, while the second engineer was reassigned on May 16, 1992."	0
"187. With the exception of a few cases, there is no military justification related to any specific activity by rebel forces for the reported incidents. This reinforced the impression among observers that the civilian population had been knowingly and deliberately targeted in order to achieve common or specific goals and interests of the government and the Janjaweed militias."	1
"This employee can coordinate activities that will subsequently take place in the areas of training and reorganization."	0
"He stated that the leadership of the Congolese Union for Democracy has tightened control over the city again and is in the process of arresting its opponents."	1
"This is because if states cannot implement the decisions taken by the Council under Chapter VII of the United Nations Charter without violating their own laws, the global community will lose the ability to take coordinated action to address threats to international peace and security."	0
":: Negotiating all core issues, and defining them clearly."	0
"This group consists of the remnants of the group that was previously headed by “Colonel” David Losing."	0
"14- Decides to remain seized of the matter."	0
"Final arguments are scheduled to be heard from 18 to 22 August 2003."	0
"Since the United Nations, for most purposes, needs to deliver a single common message on counter-terrorism, it is appropriate for the Task Force to take the lead in this regard, but the Executive Directorate will also need to maintain its declaredly independent character and ensure transparency regarding its actions, according to Requirement."	0
"103 - Belgian VRT TV: Belgian journalist Rudi Vranckx - dated 1/10/2012"	0
"The sit-in culminated in the opposition announcing a campaign of civil disobedience to prevent the adoption of the draft law. On October 30, demonstrators stormed police lines and looted the National Council building."	1
"This indicates the success of the sanctions regime and indicates that a large number of Taliban members appear to have changed their behavior."	1
"50. Stability of the Great Lakes region as a whole is in Uganda's interest."	0
"It notes that the Department of Peacekeeping Operations has dispatched a fact-finding mission to Chad and the Central African Republic to assess how the United Nations can assist these countries in responding to the current instability."	0
"Emphasizing the urgent need for comprehensive security sector reform and, as appropriate, the disarmament, demobilization and reintegration of [national] armed groups and the disarmament, demobilization, repatriation, resettlement and reintegration of foreign armed groups in order to achieve long-term stability in [the country concerned], and recognizing the need to create the security conditions necessary for sustainable economic development, and emphasizing the importance of the contribution of international partners in these areas."	0
"When victims are asked to provide further details, they state that the Janjaweed attackers are from Arab tribes and, in most cases, attack them on horses and camels, armed with various types of automatic weapons."	1
"6 - The National Congress Party won 42 seats in North Darfur, 43 seats in South Darfur, and 41 seats in West Darfur, out of the total number of seats in the legislative councils in the three states of Darfur, each of which has 48 seats."	0
"Moreover, there are procedural obstacles that limit victims' recourse to justice."	1
"Resolution 1910 (2010), fourteenth preambular paragraph"	0
"Resolution 1910 (2010), sixteenth preambular paragraph"	0
"The bombing caused damage to the mosque and the houses near it."	1
"The government seeks to obtain the necessary funding for the program from its annual budget and from support provided by donors."	0
"There is no conducive environment for the \"hawala\" process."	0
"In the area of ââcombat operations, the principle of proportionality remains a largely subjective criterion, based on a balance between the expectation and expectation of a military gain and the actual loss of civilian lives or the destruction of civilian targets."	1
"In accordance with paragraph 32 of this resolution, the Monitoring Group works under the guidance of the Committee established pursuant to resolution 1267 (1999) and has the following responsibilities:"	0
"Togo offers diverse opportunities, as it is a transit country and has a deep-water port."	0
"Finally, Team Singha explained that since March 2012, UNDOF has witnessed fighting between opposition groups and the Syrian army in the buffer zone, which is a clear violation of the mandate."	1
"The United Nations Mission in the Democratic Republic of the Congo can play a role in reviving the country's economy by helping to reopen the river system."	0
"21 - The Chairman of the Committee, in cooperation with the Chairman of the Security Council Committee established pursuant to resolution 1373 (2001) on counter-terrorism, and the Security Council Committee established pursuant to resolution 1540 (2004), submitted two joint briefings to the Council in 2013."	0
"58 - I was deeply concerned when the Syrian Arab Republic closed its borders with Lebanon to Lebanese truck drivers, shortly after the withdrawal of Syrian forces, military equipment, and intelligence services."	1
"This makes it all the more necessary to intensify efforts to impose a targeted and properly implemented travel ban against listed individuals, especially those closely associated with the aforementioned networking and facilitation activities."	1
"Therefore, the conflict is not limited to a mere state of unrest, internal tensions, riots, or isolated and sporadic acts of violence. Rather, the conditions (a) the presence of organized armed groups fighting the central authorities, (b) rebel control over part of the territory, and (c) prolonged fighting were met for this conflict to be considered an internal armed conflict under General Article 3 of the Geneva Conventions."	1
"(a) Call on parties to the armed conflict to comply with the obligations applicable to them under international humanitarian law, take all steps required to protect civilians, and facilitate the rapid and unimpeded passage of relief shipments, equipment and personnel,"	0
"Although the Commission was satisfied, on the basis of the evidence of independent witnesses, that the defense forces had initiated the opening fire, each side believed at the time that it had been attacked by the other side."	1
"Research shows that when external interventions in local conflicts do not lead to quick military victory, they are likely to make internal conflicts last longer."	1
"Although terrorist activities are not specifically mentioned as recurring, they are certainly a matter of concern, as many of the above factors are capable of sparking terrorist acts in the region."	1
"4 - Calls upon all States to act forcefully and resolutely to halt the flows of funds, financial assets and other economic resources to individuals or entities associated with Al-Qaeda, Osama bin Laden and/or the Taliban by implementing, as appropriate, internationally agreed rules and standards to combat Financing of terrorism, including rules and standards established to prevent the misuse of non-profit organizations and other alternative/informal money transfer systems;"	0
"Peer counseling has been identified as an important strategy in this regard."	0
"64. Another worrying development is the continued asymmetric attacks on United Nations peacekeeping personnel, in addition to assassinations and kidnappings targeting civilians."	1
