"","en_ar_DEEPL","VerConf"
"767","افتتحت الجلسة في الساعة 10:18 صباحاً.",0
"768","تتعلق العديد من التقارير باختطاف النساء.",0
"769","وفي هذا الصدد، أعرب مشارك آخر، مشيرا إلى ارتفاع تكاليف عمليات حفظ السلام، عن أسفه لافتقار المجلس إلى الخبرة العسكرية.",1
"770","1. مجلس الشراكة الأوروبية الأطلسية (EAPC)، 1992",0
"771","وقد جاء ذلك نتيجة للأولوية التي منحتها المفوضية الأوروبية للبوسنة والهرسك للمضي قدمًا في الإصلاح الهيكلي للشرطة، وذلك بعد فشل البوسنة والهرسك في التوصل إلى اتفاق بشأن الانضمام إلى الاتحاد الأوروبي.",1
"772","لا تزال ولايتا الوحدة والبحيرات تحت حكم حكام مؤقتين.",0
"773","قانون النقل الآمن للبضائع الخطرة رقم 29(I)/2004",0
"774","وفقًا للأحكام الانتقالية للدستور، سيحل مجلس الرئاسة، المؤلف من رئيس الجمهورية ونائبيه، محل مكتب رئيس الجمهورية خلال فترة الأربع سنوات الأولى بموجب الدستور الجديد.",0
"775","وفي حين أن هذا الأمر بنّاء، إلا أن المفاوضات المباشرة دون شروط مسبقة، والتي من المتوقع أن يقدم فيها الطرفان مقترحات إقليمية وأمنية في غضون 90 يومًا، لم تتم بعد.",1
"776","لا يزال الوضع الإنساني في الصومال مصدر قلق كبير.",1
"777","يجب أن يكون المنظور الجنساني جزءاً من إصلاح وتدريب جميع قوات الأمن.",1
"778","أعلنت مجموعة الثمانية في قمتها في عام 2013 ""رفضها القاطع"" لتمويل الإرهاب من خلال دفع الفدية.",1
"779","ويرى الفريق أن تهديد تنظيم القاعدة مستمر في التنوع، مع تطور مجموعة من الفروع المرتبطة ببعضها البعض بشكل فضفاض وصعود أفراد وخلايا متطرفة مستقلة تستند إلى أيديولوجية تنظيم القاعدة.",1
"780","108. تسع دول من دول رابطة أمم جنوب شرق آسيا أطراف في الصكوك الأربعة المتعلقة بالطيران.",0
"781","أرقام الهاتف 850 2-850-2-18111؛ و850 2-850-2-18111-8642؛ و850 2-18111-3818642",0
"782","22. يشير إلى الطلب الوارد في القرار 2178 (2014) إلى فريق الدعم التحليلي ورصد الجزاءات بأن يقدم، بالتعاون الوثيق مع جميع هيئات الأمم المتحدة المعنية بمكافحة الإرهاب، تقريرا إلى اللجنة عملا بالقرارين 1267 (1999) و 1989 (2011) في غضون 180 يوما، عن التهديد الذي يشكله المقاتلون الإرهابيون الأجانب الذين يجندهم أو ينضمون إلى تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وجميع الجماعات والمؤسسات والكيانات المرتبطة بتنظيم القاعدة، ويكرر التأكيد على أن هذا التقرير ينبغي أن يركز أيضا على الاتجاهات المتعلقة بالمقاتلين الإرهابيين الأجانب الذين ينضمون إلى جميع الجماعات الإرهابية المدرجة في قائمة الجزاءات المفروضة على تنظيم القاعدة لعام 1267، والعمل معها، وينبغي أن يتضمن إحاطة شفوية إلى اللجنة وإحاطة للجنة في جلسة الإحاطة العادية المقبلة التي ستقدمها اللجنة إلى مجلس الأمن بشأن مكافحة الإرهاب بشأن أولئك الذين يعملون في أفريقيا.",0
"783","وإذ يكرر إدانته الشديدة للهجمات التي تعرضت لها البعثة المشتركة للأمم المتحدة والاتحاد الأفريقي في دارفور (يوناميد) ويدعو حكومة السودان إلى التحقيق السريع في هذه الهجمات وتقديم مرتكبيها إلى العدالة، ويكرر كذلك دعوته لجميع الأطراف في دارفور إلى التعاون الكامل مع البعثة، ويؤكد من جديد تعازيه الحارة لحكومات وأسر القتلى,",1
"784","وفي الوقت نفسه، تدين كوبا الهجمات الانتحارية بالقنابل وغيرها من الأعمال ضد المدنيين الإسرائيليين، الذين هم ضحايا أبرياء لدوامة العنف التي تثيرها سياسة حكومتهم. ونعترض أيضا على التلاعب بمثل هذه الأعمال المعزولة من أجل التشكيك في ممارسة الشعب الفلسطيني المشروعة للدفاع عن النفس وتبرير الأنشطة، سواء كانت واسعة النطاق أو انتقائية، ضد السكان الفلسطينيين.",1
"785","ووصف الرئيس بشكل قاطع الحادث المؤسف بأنه قبيح وغير مقبول، لأنه ينذر باحتمال وقوع أعمال عنف خلال الانتخابات المقبلة في عام 2012.",1
"786","وقد أصدر المجلس بياناً صحفياً في 26 تموز/يوليو أدان فيه الهجوم الإرهابي الذي استهدف قوة الأمم المتحدة المؤقتة في لبنان (اليونيفيل)، والذي أصيب فيه ستة من جنود حفظ السلام التابعين للأمم المتحدة من فرنسا. مسائل مواضيعية ومسائل أخرى",1
"787","ويبقى ذلك مصدر قلق دائم لنا.",1
"788","عملا بالمادة 15 من النظام الداخلي المؤقت لمجلس الأمن، يود الأمين العام الإفادة بأنه تلقى رسالة مؤرخة 15 تموز/يوليه 2013 من الممثل الدائم للمملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية لدى الأمم المتحدة تفيد بتعيين السيد كريستوفر هنتر ممثلا مناوبا للمملكة المتحدة في مجلس الأمن.",0
"789","بموجب المادة 7 من قانون الهجرة، لا يتمتع أي شخص بحق الدخول التلقائي إلى سنغافورة، باستثناء مواطني سنغافورة.",0
"790","يجب وقف الخطوات التي يمكن أن تقوض الثقة أو تضر بنتائج المفاوضات وعكس مسارها.",1
"791","S/RES/2068 (2012)، الفقرة 2 من المنطوق",0
"792","وفي القرار 1820 (2008)، شجع المجلس الأمين العام على أن يقوم، بالتشاور مع النساء والمنظمات التي تقودها النساء، بوضع آليات فعالة لحماية النساء والفتيات في مخيمات اللاجئين والمشردين داخليا وما حولها، ولا سيما من العنف الجنسي وغيره من أشكال العنف القائم على نوع الجنس.",0
"793","184. وتشير معظم التقارير إلى وجود نمط من الهجمات العشوائية على المدنيين في القرى والمجتمعات المحلية في ولايات دارفور الثلاث جميعها ابتداء من أوائل عام 2003.",0
"794","وعلى وجه الخصوص، نود أن نعرب عن قلقنا العميق إزاء ركود التنمية الاجتماعية والاقتصادية والأمن الغذائي في هايتي.",1
"795","أما نجاحه الرئيسي الآخر فيتمثل في بقائه على قيد الحياة، لكن صفوفه آخذة في التناقص، ومع مرور الوقت، سيتم القبض على معظم قادته الرئيسيين أو قتلهم.",0
"796","A. تكييف ولاية بعثة الأمم المتحدة في ليبريا لمرحلة التوطيد",0
"797","وإذ يساورها بالغ القلق من أن الجماعات الإرهابية التي تستفيد من الجريمة المنظمة العابرة للحدود الوطنية قد تسهم في تقويض الدول المتضررة، ولا سيما أمنها واستقرارها وحوكمتها وتنميتها الاجتماعية والاقتصادية,",1
"798","وهذا جانب مهم لأنه زاد إلى حد كبير من مستوى الإحباط والكراهية من جانب السكان المستهدفين، بما في ذلك المؤيدين أو من يُعتقد أنهم مؤيدون لأحزاب المعارضة والجماعات المجتمعية، فيما يتعلق بالشرطة وقوات الأمن.",1
"799","13. فيما يتعلق بتوصية فريق الرصد بشأن دفع الفدية للكيانات المدرجة في القائمة (الفقرة 60)، تود اللجنة أن تشير إلى الفقرة 5 من القرار 1904 (2009)، التي أكد فيها المجلس أن المقتضيات الواردة في الفقرة 1 (أ) من القرار نفسه تنطبق أيضا على دفع الفدية للأفراد أو الجماعات أو المؤسسات أو الكيانات المدرجة في القائمة الموحدة.",0
"800","18. نقضت دائرة الاستئناف، في حكمها الصادر في 4 شباط/فبراير 2013، إدانة جوستين موغينزي وبروسبير موغيرانيزا التي أصدرتها الدائرة الابتدائية الثانية في 30 أيلول/سبتمبر 2011.",0
"801","23. لقد كان شرق أفريقيا ضحية للإرهاب في الماضي، وهناك مستوى عال من التهديد الإرهابي بسبب استمرار عدم الاستقرار السياسي.",0
"802","""ويؤكد مجلس الأمن من جديد التزام جميع الدول الأعضاء بتسوية المنازعات وحل النزاعات وفقا لميثاق الأمم المتحدة، ويدعو المجتمع الدولي إلى تقديم المساعدة، حسب الاقتضاء، للجهود التي تبذلها المنظمات الإقليمية ودون الإقليمية الرامية إلى تسوية المنازعات بالوسائل السلمية ومنع نشوب النزاعات وحلها وفقا لميثاق الأمم المتحدة وقرارات مجلس الأمن ذات الصلة.",0
"803","تتضمن هذه الميزانية تخفيضات كبيرة في التكاليف الرأسمالية والتشغيلية، وتشمل خفض بعض البدلات.",0
"804","ونظراً للولاية القضائية المحدودة لوحدة الجرائم الجسيمة وفشل عملية المحكمة الإندونيسية المخصصة، قد تكون هناك حاجة إلى تدابير علاجية إضافية لتحقيق العدالة.",1
"805","وعلى الجانب الآخر من الحدود في الجمهورية العربية السورية، اكتسبت جبهة النصرة - التابعة لتنظيم القاعدة في العراق - نفوذاً ومجنّدين من قتالها في الحرب الأهلية التي تزداد مرارة في الجمهورية العربية السورية.",0
"806","56. ومن المشجع أنه تم إحراز تقدم متواصل في جميع المجالات الأربعة ذات الأولوية التي كلفت بها البعثة، بما في ذلك مبادرات الحوار بشأن القضايا الوطنية الحاسمة، وإحراز مزيد من التقدم في استئناف الشرطة الوطنية لتيمور - ليشتي الاضطلاع بالمسؤوليات الرئيسية في مجال الشرطة، وإصدار مجموعة التشريعات المتعلقة بالأمن الوطني، والخطة الإنمائية الاستراتيجية، والخطة الاستراتيجية لقطاع العدالة في تيمور - ليشتي.",1
"807","لا تزال معدلات وفيات الأمهات والأطفال مرتفعة للغاية، والتغطية الإجمالية للتطعيم منخفضة (السل: 30 في المائة؛ شلل الأطفال: 22 في المائة؛ الحصبة: 24 في المائة).",0
"808","وكما قلت سابقاً، فإن تطبيق المعايير المزدوجة في التعامل مع الإرهاب والجماعات الإرهابية مسألة أخرى مهمة تثير قلقاً بالغاً وتقوض بشكل خطير مكافحة المجتمع الدولي الجماعية للإرهاب.",1
"809","ويدين المجلس جميع الانتهاكات الأخرى للقانون الدولي، بما في ذلك القانون الإنساني الدولي وقانون حقوق الإنسان وقانون اللاجئين، التي ترتكب ضد الأطفال في حالات النزاع المسلح.",1
"810","96. ولاحظت اللجنة أن قانون قوات الأمن الوطني، بصيغته المعدلة في عام 2001، يمنح قوات الأمن سلطات واسعة النطاق، بما في ذلك سلطة الاحتجاز دون توجيه تهمة أو المثول أمام قاض لمدة تصل إلى تسعة أشهر.",1
"811","ومن بين حالات المراجعة التي تمت معالجتها حتى الآن، تم إثبات 29 في المائة من حالات المراجعة، مما رفع العدد الإجمالي للأسماء المدرجة في السجل المدني إلى أكثر من 930,000 اسم.",0
"812","وإذ يكرر التأكيد على التزام الدول الأعضاء بمنع تنقل الإرهابيين أو الجماعات الإرهابية، وفقا للقانون الدولي الساري، بوسائل منها فرض ضوابط فعالة على الحدود،",1
"813","يجب على الفلسطينيين وضع حد للتحريض العلني على العنف وبذل قصارى جهدهم لمنع المسلحين من مهاجمة إسرائيل وبالتالي استفزاز ردها.",1
"814","الإخوة الأعزاء، أصحاب الفخامة والسمو والسعادة,",0
"815","ولكننا قلقون من أن يتسبب العنف في ابتعاد جزء من السكان عن مواقع الاقتراع في الجنوب وأماكن أخرى.",1
"816","وتشاطر الحكومة أيضاً عدداً معيناً من الشواغل المعرب عنها في التقرير بشأن حقوق الإنسان وحالة المرأة والطفل، من بين قضايا أخرى.",1
"817","""يعرب مجلس الأمن عن قلقه العميق إزاء عواقب أزمة اللاجئين الناجمة عن الصراع في سوريا، والتي لها تأثير مزعزع للاستقرار على المنطقة بأسرها.",1
"818","ويحث مجلس الأمن جميع الأطراف في النزاعات المسلحة، بما في ذلك الأطراف من غير الدول، على وضع حد لهذه الممارسات.",1
"819","ومع ذلك، فإننا نحث على بذل جهود أكبر لمتابعة المعلومات التي يتم الحصول عليها من الدول الأعضاء كجزء من الجهود المبذولة لمكافحة الإرهاب.",1
"820","يجب أن نرفض أي محاولات لتقويض سيادة الصومال وسلامة أراضيه.",1
"821","ونحن ندين على وجه الخصوص أي محاولات لإجبار بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو على أي نوع مما يسمى بالحكم المشترك، وكذلك أي تدخل في الصلاحيات المحفوظة للممثل الخاص.",1
"822","وتجاوزت الأصول البالغة 483 مليون دولار الخصوم البالغة 35 مليون دولار بمبلغ 448 مليون دولار في 31 ديسمبر 2003.",0
"823","إن محاولات مجلس الأمن الحالية لإلقاء اللوم على إريتريا لا مبرر لها، سواء من الناحية القانونية أو السياسية.",1
"824","وحث المرشد الأعلى على منع الجرائم ضد الإنسانية وقمعها، وضمان ملاحقة الجناة وتقديمهم للعدالة.",1
"825","على سبيل المثال، يتعلق عدد كبير منها بالوفاة والتعذيب والإصابة الشخصية والألم والكرب النفسي واحتجاز الرهائن وفقدان الممتلكات العقارية والشخصية والإضرار بها.",0
"826","وطلب أعضاء مجلس الأمن أيضا من رئيس المجلس أن ينقل إلى الممثل الدائم لجمهورية الكونغو الديمقراطية قلقهم بشأن طرد مدير مكتب الأمم المتحدة المشترك لحقوق الإنسان وأن يدعو الحكومة إلى مواصلة المشاركة في مكافحة الإفلات من العقاب وتعزيز احترام حقوق الإنسان وسيادة القانون.",0
"827","وقد قرر مجلس الأمن في الفقرتين 1 و 2 من قراره 2118 (2013) أن استخدام الأسلحة الكيميائية في أي مكان يشكل تهديداً للسلم والأمن الدوليين، وأدان بأشد العبارات أي استخدام للأسلحة الكيميائية في الجمهورية العربية السورية.",1
"828","وإذ يشدد على أن الملاذات الآمنة التي يتم توفيرها للإرهابيين لا تزال تشكل مصدر قلق كبير وأن على جميع الدول الأعضاء أن تتعاون تعاونا كاملا في مكافحة الإرهاب من أجل العثور على أي شخص يدعم أو يسهل أو يشارك أو يحاول المشاركة في تمويل الأعمال الإرهابية أو التخطيط أو الإعداد لها أو ارتكابها أو توفير الملاذ الآمن لها أو يسهلها أو يشارك أو يحاول المشاركة فيها أو يحاول المشاركة فيها وتقديمه إلى العدالة، استنادا إلى مبدأ التسليم أو المحاكمة,",0
"829","(أ) رقم جواز السفر أو رقم وثيقة سفر الفرد المدرج في القائمة;",0
"830","24. وستنظر اللجنة في المعلومات المقدمة من المديرية التنفيذية فيما يتعلق باستمرارها في إيلاء اهتمام وثيق للقرار 1624 (2005) في حوارها مع الدول الأعضاء؛ وعملها مع الدول الأعضاء على وضع استراتيجيات تشمل مكافحة التحريض على الأعمال الإرهابية بدافع التطرف العنيف والتعصب، وفقا لالتزاماتها بموجب القانون الدولي، وتيسيرها للمساعدة التقنية لتنفيذ القرار 1624 (2005).",0
"831","2. الحالة في الشرق الأوسط (18 تموز/يوليه 1960؛ 16 كانون الأول/ديسمبر 2009).",0
"832","مقتل ضابط واحد وإصابة ضابط آخر بجروح خطيرة.",0
"833","2. إن جمهورية كرواتيا، بوصفها رئيس لجنة مكافحة الإرهاب التابعة لمجلس الأمن وأحد أوائل الداعين إلى التحالف العالمي لمكافحة الإرهاب، تدين بشدة الإرهاب الدولي بجميع أشكاله ومظاهره، وتحث على تعزيز التعاون العالمي في قمع هذه الآفة التي ظهرت في الآونة الأخيرة، آخذة في الاعتبار خطر الإرهاب الذي يتلاقى مع التهديدات الأخرى للسلم والأمن الدوليين - مثل انتشار أسلحة الدمار الشامل والجريمة المنظمة عبر الوطنية والإرهاب الإلكتروني.",1
"834","إحالة الحالات إلى أمين المظالم من قبل اللجنة",0
"835","وقد أعرب بلدي مراراً وتكراراً عن قلقه على السكان المدنيين في تلك المنطقة وعن رأيه بأنه من المهم أن تنتشر البعثة هناك من أجل حمايتهم.",1
"836","يجب أن يعترف مجلس الأمن بأن مكافحة التطرف العنيف عنصر أساسي في استجابة المجتمع الدولي لهذا التهديد.",1
"837","ولذلك ترى اللجنة أن هذه الجرائم قد ترقى في رأيها إلى مستوى الجرائم ضد الإنسانية.",1
"838","المقرر عقدها يوم الاثنين، 4 آب/أغسطس 2003، الساعة 12:10 ظهراً",0
"839","وفي حين أدانت كل من بريشتينا وبلغراد الحادث بشدة ودعتا إلى إلقاء القبض على الجناة، فقد ادعى كل طرف أن الطرف الآخر مسؤول عن إثارة الحادث.",1
"840","16. في 1 كانون الأول/ديسمبر، وفقا للفقرة (ع) من مرفق القرار 2160 (2014)، قدم فريق الرصد تقريرا خطيا خاصا، بالتشاور مع حكومة أفغانستان ومكتب الأمم المتحدة المعني بالمخدرات والجريمة وأفرقة خبراء الأمم المتحدة الأخرى المعنية بالجزاءات، عن حالات محددة من التعاون بين عصابات الجريمة المنظمة, ولا سيما الجماعات التي تقوم بأخذ الرهائن طلبا للفدية، ومنتجي المخدرات وتجارها، وكذلك الجماعات التي تستغل الموارد الطبيعية في أفغانستان بصورة غير مشروعة، بما في ذلك الأحجار الكريمة وشبه الكريمة، والأفراد والجماعات والمؤسسات والكيانات المؤهلين للإدراج في القائمة بموجب الفقرة 1 من القرار.",0
"841","9. وفي 11 نيسان/أبريل، ألقت القوات الجمهورية لكوت ديفوار القبض على السيد غباغبو وزوجته وأفراد أسرته وموظفيه و""وزارته"" في مخبأ في مقر الرئاسة. وفي 13 نيسان/أبريل، نُقل الرئيس السابق غباغبو إلى موقع في شمال كوت ديفوار، بينما نُقلت زوجته إلى مكان منفصل.",0
"842","17. عمليات الحصار المسجلة للقرى: غادنييه، وأوراهوفاتش، وغورنيا سربيتسا، وكوريتين والقرى المحيطة بغنيلاني.",0
"843","وسيتعين على اللجنة بدورها أن تواصل تعزيز شعور أوسع نطاقاً بملكية نظام الجزاءات وضمان أن يوفر دعماً حقيقياً للجهود الوطنية التي تبذلها الدول التي تسعى إلى التصدي للتهديد الذي يشكله تنظيم القاعدة وحركة طالبان.",1
"844","توصي اللجنة بمحاكمة الأشخاص التالية أسماؤهم فيما يتعلق بحيازة أسلحة الشرطة الوطنية لتيمور - ليشتي الوطنية واستخدامها ونقلها بصورة غير مشروعة في 8 و/أو 21 أيار/مايو: روجيريو لوباتو، وإيوزيبيو سالسينها، وأنطونيو دا كروز، وفيسنتي دا كونسيكاو، الملقب بـ ""راي لوس""، وماتيوس دوس سانتوس بيريرا، الملقب بـ ""موراكات""، ولياندرو لوباتو، الملقب بـ ""غراي هارانا""، وأنطونيو لورديس، الملقب بـ ""55""، وماركوس دا سيلفا بيدادي، الملقب بـ ""لاباداي""، وفرانسيسكو وسانتا كروز.",1
"845","يمكن استخدام هذا التاريخ أيضًا لحساب الفائدة (انظر الفقرة 40 أدناه).",0
"846","وإذ يلاحظ أن الحالة في جمهورية الكونغو الديمقراطية لا تزال تشكل تهديدا للسلم والأمن الدوليين في المنطقة،",0
"847","86. كشفت نتائج التحقيق الأسترالي ما يلي: (أ) أن المجموعة كانت مسافرة إلى جدة في إطار رحلة حج دينية؛ (ب) لم يتم الكشف عن أي متفجرات عضوية أو غير عضوية شائعة أو بقايا ما بعد الانفجار في أي من العينات المأخوذة؛ (ج) لم يكن لأي شخص قابلته السلطات الأسترالية فيما يتعلق بهذا التحقيق أي ضلوع في اغتيال الحريري أو أي معرفة بأي ضلوع في اغتيال الحريري. خامسا - تحقيق اللجنة",0
"848","E. خسارة الممتلكات الملموسة 378-387 90",0
"849","ووفقا للتفاهم الذي تم التوصل إليه بين أعضاء المجلس، أود أن أذكّر جميع المتكلمين بأن يقصروا بياناتهم على مدة لا تزيد على خمس دقائق، وذلك لتمكين المجلس من إنجاز أعماله بسرعة.",0
"850","وقد اتضح ذلك من خلال الحوادث الأخيرة لسوء انضباط المفرزة الأمنية المتكاملة ولا سيما القتل المزعوم لمدني على يد أحد قادة المفرزة في فرشانا في 22 آذار/مارس.",1
"851","""ويشدد مجلس الأمن على أن جميع المدنيين المتضررين من النزاعات المسلحة، بمن فيهم أولئك الذين يعانون من خسائر نتيجة أعمال مشروعة بموجب القانون الدولي، يستحقون المساعدة والاعتراف باحترام كرامتهم المتأصلة كبشر.",1
"852","كما أتذكر جيدًا كيف كان الحديث مع الإسرائيليين عن حدود 1967 غير مرغوب فيه، وكان من غير المتصور تقريبًا لفترة طويلة اقتراح إخلاء المستوطنات الإسرائيلية.",1
"853","أقامت مؤسسة الحرمين (الولايات المتحدة الأمريكية) المدرجة في القائمة (QE.A.117.04) دعوى جديدة ضد الحكومة في محكمة المقاطعة الاتحادية في أوريغون، بالإضافة إلى دعوى سابقة لا تزال قيد النظر في الولايات المتحدة. تجادل مؤسسة الحرمين بأن قرار الولايات المتحدة بفرض عقوبات ضدها كان تعسفيًا وغير مدعوم بأدلة جوهرية، كما أنه ينتهك حقوقها في الإجراءات القانونية الواجبة (من خلال عدم توضيح الأساس الوقائعي للإجراء الذي اتخذته الحكومة والاعتماد على أدلة سرية لم يتم تقديمها إلى المنظمة)، وحقها في عدم التعرض للتفتيش والحجز غير المعقول (استنادًا إلى تجميد أصولها)، وحقها في حرية التعبير وتكوين الجمعيات وحرية ممارسة الشعائر الدينية. كما تجادل منظمة الحرمين أيضًا بأن رفض الحكومة السماح لها باستخدام الأصول المجمدة لدفع أتعاب محاميها ينتهك حقوقها في الإجراءات القانونية الواجبة.",1
"854","وللأسف، ظل هذا الموقف على حاله دون تغيير، على الرغم من المحاولات العديدة التي قامت بها اللجنة.",1
"855","وما لم تعالج الحكومة هذه المشاكل، فإنها يمكن أن تشكل تهديدات خطيرة لأمن واستقرار تيمور - ليشتي.",1
"856","ونتيجة لذلك، تكاد تخلو العديد من مناطق الخط الساحلي من الحياة النباتية والحيوانية أو تظهر انخفاضاً كبيراً في التنوع البيولوجي.",0
"857","ولطالما كانت الأمم المتحدة والحكومات والمنظمات الدولية والإقليمية في طليعة هذه الجهود.",0
"858","ويقر مجلس الأمن بأن حقوق الإنسان للنساء والفتيات معرضة للخطر بشكل خاص خلال النزاعات المسلحة وحالات ما بعد النزاع، ويلاحظ أن أعضاء المجتمع المدني العاملين في مجال حقوق الإنسان للمرأة قد يكونون مستهدفين في عدد من هذه الحالات.",1
"859","لم يتمكن الفريق من تقدير حجم معسكر كابيلا لأن القوات المسلحة لجمهورية الكونغو الديمقراطية كانت قد شيدت قاعدتها الخاصة هناك ومحت آثار المعسكر السابق.",0
"860","وفي حين لا يبدو أي من الطرفين مستعدًا للعودة إلى الحرب، إلا أن هناك نمطًا مقلقًا من التصعيد وزعزعة الاستقرار قد يؤدي إلى مواجهة واسعة النطاق ويعرض المزيد من أرواح المدنيين للخطر.",1
"861","ومع ذلك، نلاحظ أنه من دون وجود قطاع عدالة وأمن مرن، يمكن أن يتعرض السلام والاستقرار المزدهر في البلاد للخطر.",1
"862","غير أن الإجابة على ذلك في رأيي لا تتمثل في أنه لا ينبغي إنفاق مبالغ أقل على المحاكم المختلطة، بل يجب توفير المزيد من التركيز والتمويل لأنظمة العدالة الوطنية في مرحلة ما بعد النزاع ككل.",1
"863","في 7 تشرين الأول/أكتوبر، قدمت المستشارة الخاصة للأمين العام، سيغريد كاغ، إحاطة إلى مجلس الأمن في مشاورات مغلقة بشأن تنفيذ القرار 2118 (2013). وركزت المستشارة الخاصة في مداخلتها على أربعة مواضيع هي: إغلاق البعثة المشتركة بين منظمة حظر الأسلحة الكيميائية والأمم المتحدة في 30 أيلول/سبتمبر؛ والتقدم المحرز في تنفيذ خطط تدمير مرافق إنتاج الأسلحة الكيميائية الـ 12 المتبقية؛ ومسألة التناقضات في الإعلان الأصلي الذي قدمته الجمهورية العربية السورية؛ والادعاءات المتعلقة باستخدام غاز الكلور في الجمهورية العربية السورية.",0
"864","ومع ذلك، لا يزال يساورني القلق إزاء استمرار القيود المفروضة على حركة مراقبي الأمم المتحدة العسكريين الذين يسعون إلى زيارة وحدات الطرفين ومقارهما ونقاطهما الحصينة لأغراض التحقق.",1
"865","5. يقرر إبقاء المسألة قيد نظره.",0
"866","1 Zu-23، عدة B-10 موسى سودي B-10 قدمت طلبية. في انتظار الشحن من أرض الصومال",0
"867","كما أنه على الرغم من أن الوضع الأمني العام ظل هادئا وسلميا منذ تولي تيمور - ليشتي رسميا المسؤولية الكاملة عن الأمن في 20 أيار/مايو، فإن التهريب والتجارة غير المشروعة وعبور الحدود ينبغي أن ينظر إليها على أنها مدعاة للقلق، وكذلك التوترات المتعلقة بالمظاهرات التي شهدتها ديلي في تموز/يوليه الماضي.",1
"868","إن جمع معلومات دقيقة وموثوقة وموضوعية وفي الوقت المناسب عن العنف الجنسي المرتبط بالنزاعات أمر بالغ الأهمية لتكييف استجابات المجلس، وكذلك لتعزيز العمل على منع العنف الجنسي.",1
"869","20. ومنذ تقديم تقريري (انظر S/2007/619، الفقرة 25)، واصل الجيش الملكي المغربي الإبلاغ عن عدد كبير من الانتهاكات المزعومة للاتفاق العسكري رقم 1 من جانب جبهة البوليساريو فيما يتعلق بوجود أشخاص ومركبات في الشريط العازل.",1
"870","وحتى 2 شباط/فبراير 2010، لم يرد سوى 27 رداً فقط.",0
"871","ولا يمكن للجنة أن تتفق مع موقف الحكومة في أن الإحصاءات التي تمثل عمل اللجان تشير إلى أن معدل حدوث جريمة الاغتصاب أقل بكثير مما تذكره مصادر مثل الأمم المتحدة والاتحاد الأفريقي والمنظمات الوطنية والدولية الأخرى.",1
"872","مؤسسة ستانلي 26-28 فبراير الحلقة الدراسية العشرون للرقابة على الصادرات الآسيوية",0
"873","وإذ يدين أيضا بأشد العبارات التحريض على الأعمال الإرهابية ويرفض محاولات تبرير أو تمجيد (اعتذار) الأعمال الإرهابية التي قد تحرض على ارتكاب المزيد من الأعمال الإرهابية,",1
"874","قد تتضمن ترسانة تنظيم القاعدة في بلاد المغرب الإسلامي الآن أسلحة متطورة مضادة للطائرات مصدرها ليبيا، على الرغم من أنه من غير المرجح أن تكون هذه الأسلحة جاهزة للعمل.",1
"875","وتهدف هذه المبادرة، المفتوحة لجميع الدول الأعضاء، إلى تعزيز تخفيضات قابلة للقياس في العنف المسلح في جميع أنحاء العالم وكذلك تحسينات ملموسة في مجال الأمن البشري بحلول عام 2015.",0
"876","يشدد على ضرورة محاسبة جميع المسؤولين عن انتهاكات وتجاوزات حقوق الإنسان، ويؤكد على ضرورة إجراء تحقيق شامل ومستقل ونزيه يتسق مع المعايير الدولية في الانتهاكات والتجاوزات المزعومة لحقوق الإنسان، لمنع الإفلات من العقاب وضمان المساءلة الكاملة;",1
"877","▪ حظر العنف ضد الحياة والشخص، ولا سيما القتل والتشويه والمعاملة القاسية والتعذيب؛ وحالات الاختفاء القسري؛ والاعتداء على الكرامة الشخصية؛ والاغتصاب، والاسترقاق الجنسي، والإكراه على البغاء، والحمل القسري، والتعقيم القسري، وأي شكل آخر من أشكال العنف الجنسي.",1
"878","- المادة 80-5 من قانون العقوبات الأرجنتيني. (محاولة الاستخدام)",0
"879","كما لا تزال ولاية النيل الأزرق مصدر قلق لنا.",1
"880","ومن المثير للقلق الشديد أن الخطاب المتصاعد من كلا الجانبين، جمهورية السودان وجمهورية جنوب السودان.",1
"881","ويرد وصف لحالة جميع القضايا في 31 كانون الثاني/يناير 2013 في المرفق الأول.",0
"882","8. الحالة في الصومال (17 آذار/مارس 1992؛ 25 آب/أغسطس 2010).",0
"883","التهديد من تنظيم القاعدة وطالبان",1
"884","2. يهيب بالحكومة السورية أن تنفذ التزاماتها تنفيذا واضحا في مجملها، على النحو الذي وافقت عليه في التفاهم الأولي وعلى النحو المنصوص عليه في القرار 2042 (2012)، وذلك من أجل (أ) وقف تحركات القوات نحو المراكز السكانية، (ب) وقف جميع استخدام الأسلحة الثقيلة في هذه المراكز، (ج) الانسحاب الكامل للحشود العسكرية في المراكز السكانية وحولها، وكذلك سحب قواتها وأسلحتها الثقيلة من المراكز السكانية إلى ثكناتها أو أماكن انتشارها المؤقت لتيسير وقف العنف بشكل مستدام;",1
"885","ومع ذلك، في بورت أو برنس، أدى الارتفاع الملحوظ في أعمال العنف والإجرام، بما في ذلك عمليات الاختطاف، إلى إثارة قلق عام خطير في مايو/أيار ويونيو/حزيران.",0
"886","وخلال عامي 2012 و2013، اتصلت الولايات المتحدة رسمياً أيضاً بالعديد من البلدان في أفريقيا وآسيا والأمريكتين لتشجيعها على الانضمام إلى مدونة لاهاي لقواعد السلوك لمنع انتشار القذائف التسيارية.",0
