"","es_en_DEEPL","MatConf"
"2206","305. The evidentiary requirements are set forth in paragraphs 156 to 159 above.",0
"2207","On the other hand, many of the modern state institutions were created during the UNTAET period, including the National Parliament, the Council of Ministers, local government structures, the police service and the defense force.",0
"2208","There are the following types of permits:",0
"2209","The Panels consisted of two Trial Panels and one Appeals Panel, each composed of two international judges and one East Timorese judge.",0
"2210","In 2009, the Russian Federation tightened criminal penalties for assisting or participating in terrorist activities (including recruitment) and a bill was introduced to tighten criminal liability for terrorism-related offenses.",0
"2211","The Council is determined to consider imposing individual sanctions on those who violate the arms embargo in the Democratic Republic of Congo.",1
"2212","During the 2002-2003 armed conflict in CÃ´te d'Ivoire, the number of Liberians fighting on behalf of the Government of CÃ´te d'Ivoire is estimated to have ranged from 1,500 to 2,500, and some 1,000 are believed to have fought alongside Ivorian rebels (see S/2004/972).",1
"2213","The political debate is likely to intensify, given that several election-related appeals have already been filed with the courts.",0
"2214","The battle for control of Baidoa indicated that opposition elements had coordinated their efforts to defeat government forces.",1
"2215","According to a senior commander of the armed forces, recruited Border Intelligence Service soldiers become directly part of the army, just like regular army soldiers.",1
"2216","As noted above, there are credible and repeated reports that the raids increased significantly on the night of March 23 and, to an even greater extent, on subsequent nights.",1
"2217","For example, in October and December 2003, the JEM attacked Kulbus in West Darfur, as described above in the document, and looted the market stores.",1
"2218","The small arms issue cannot be addressed by arms control measures alone. It is part of a broader spectrum where conflict, security, armed violence, crime, trade, human rights, health and development intersect.",1
"2219","In addition, one of them is suspected of participating in the illegal detention of civilians and two of them are suspected of participating in the murder of civilians, acts that constitute crimes against humanity.",1
"2220","Promulgated by Decree No. 500 of 8 May 1931 Official Gazette: 26 May 1931.",0
"2221","No such program currently exists.",0
"2222","IED incidents often result in large numbers of civilian casualties, extensive destruction of infrastructure, and economic disruption of entire communities.",1
"2223","Adjusted for seasonality and insufficient evidence.",0
"2224","The opposition forces (of Mohamed Ibrahim Habsade) gained control of Baidoa around March 26 or 27 by overwhelmingly defeating the militias of President Yusuf and Sheikh Madobe.",1
"2225","Safe, voluntary and dignified return and reintegration Calls upon all parties concerned to ensure that all peace processes and agreements and all planning for post-conflict recovery and reconstruction take into account the special needs of women and children and include specific measures for the protection of civilians, including .... (iii) the creation of conditions conducive to the voluntary, safe, dignified and sustainable return of refugees and internally displaced persons.",0
"2226","He responded that the war eliminated the fundamental conditions for the rule of law, and that one of the specific problems that arose was the absence of magistrates in the face of the prospect of advancing troops.",1
"2227","The state has imposed overtly discriminatory restrictions against women in an effort to maintain the sexist stereotype of the pure and innocent Korean woman.",1
"2228","Chapter 17 of the Immigration Act (as revised in 2002) regulates the entry of immigrants into Brunei Darussalam.",0
"2229","Law enforcement agencies: establishment of counter-terrorism units",0
"2230","We remain concerned that, despite all attempts to restore peace and security, efforts to stabilize eastern DRC have recently suffered major setbacks.",0
"2231","Seventeen States have said that they do not consider themselves to be under threat and three consider that there is no threat to their region.",0
"2232","It has been reported that it is becoming increasingly common for kidnappers to subject abductees to torture, rape and other forms of ill-treatment.",1
"2233","Decides to establish an international tribunal for the exclusive purpose of prosecuting persons responsible for serious violations of international humanitarian law committed in the territory of [affected State] between [dates].",0
"2234","Regulating commonly used materials that a trained terrorist can use to construct an explosive device is a more difficult task.",1
"2235","However, there are still children in the Maoist army and no progress was made in achieving their official release; children continue to be killed or injured in political demonstrations and by explosive devices left behind during the conflict.",1
"2236",":: Gathering and analysis of telephone calls",0
"2237","Meanwhile, on August 5 and 22, respectively, the first two formed police units were deployed.",1
"2238","In summary, while militia attacks against civilians did not occur on such a massive and systematic scale as in the months prior to the joint communiquÃ©, they have continued and intensified recently.",1
"2239","Other expert groups have also been contacted.",0
"2240","(Summit Resolution 451/21, adopted on March 30, 2009)",0
"2241","He confirmed that a Russian helicopter had been shot down and that a United Nations board of inquiry, which had been in the country the previous week, would report in early November.",1
"2242","The Committee will continue to focus on monitoring and promoting the implementation by Member States of resolution 1373 (2001) and on taking practical measures to enhance the counter-terrorism capacity of States, including measures to facilitate the provision of technical assistance.",0
"2243","For our part, we consider that the issue of legitimacy is directly related to the holding of the elections, preparations for which are underway in the Joint Electoral Management Body.",0
"2244","I am particularly concerned about the unstable present that could deteriorate further if the political situation does not change and if the socio-economic situation continues to remain unaddressed.",0
"2245","A similar obligation falls on the rebels for all crimes they have committed, whether or not the perpetrators have been identified and punished.",1
"2246","The rebel movements also engaged in acts of looting, mainly against police stations in order to obtain weapons; on a few occasions, the rebels also stole private property.",1
"2247","Failure to achieve these objectives could have serious repercussions for the future.",0
"2248","These sites range from those that promote the cause of particular individuals, such as Shamil Basayev in Chechnya, or groups, such as Lashkar-E-Tayyiba in Pakistan, to those that seek to justify Al-Qaida-related terrorism in general, such as Voice of Jihad, or those that offer training to terrorists, such as Al-Battar.",1
"2249","The loss therefore amounts to 46,618 dinars, or 1,305,304 French francs.",0
"2250","1255. Fourth, SerVaas provided evidence, in the form of an affidavit from a senior employee, that in 1992 he had learned that the plant was operating.",0
"2251","The Monitoring Group is convinced that these individuals use the income obtained in this way to maintain their militias and purchase weapons.",1
"2252","The September 2013 attack on the Westgate shopping mall in Nairobi shows Al-Shabaab's capability, even after losing ground in Somalia.",1
"2253","To be held on Wednesday, October 24, 2007, at 10:10 a.m.",0
"2254","The best way to address the problem is to raise awareness of the opportunities that new payment methods create to transfer funds covertly and outside the control of governments.",0
"2255","They called us ""slaves"" and asked us why we were still there.",0
"2256","(1 euro is equivalent to 1.95 leva)",0
"2257","During those three days, four of the girls were raped and one was sexually abused.",1
"2258","1. Reduction of commercial activity and conventional uses.",0
"2259","E-mail: jsandoval@sre.gob.mx",0
"2260","This is mainly because terrorism is a changing phenomenon.",0
"2261","In some cases, the national response to contain the virus involved excessive use of force or quarantining communities in conditions that fell below recognized standards of human dignity.",1
"2262","He indicated that the partnership aimed to develop a strategy for mainstreaming child protection in the activities of the African Union and to institutionalize policies and procedures on child protection in accordance with regional and international standards.",0
"2263","Summary statement communicated by the Secretary General Security Council and the stage reached in its study",0
"2264","Since then, the government has repeatedly stated that it prefers to receive direct bilateral assistance to strengthen the capacity of its security forces.",0
"2265","During the reporting period, the Committee received 14 requests for exemption from the arms embargo for non-lethal military equipment pursuant to paragraph 3 of resolution 1356 (2001), one request for exemption from the arms embargo pursuant to paragraph 11 (b) of resolution 1772 (2007), and one notification pursuant to paragraph 6 of resolution 1744 (2007).",0
"2266","There have been no notable changes in the operational status and capabilities of Hezbollah, which according to its own leadership has more than 12,000 missiles.",1
"2267","The group attacked and killed 54 people, wounded 24 others and burned homes before leaving with a haul of livestock and household goods.",1
"2268","Report of the Secretary-General pursuant to paragraph 24 of Security Council resolution 1483 (2003) and paragraph 12 of Security Council resolution 1511 (2003) (S/2003/1149).",0
"2269","Four of the eight South Asian States have enacted legislation to criminalize terrorist recruitment and prohibit the use of their territories to commit or prepare terrorist acts against other States or their citizens.",1
"2270","Eighteen persons arrested in BouakÃ© in connection with these events were transferred to the Korhogo civilian prison. In a separate incident on 17 January, 11 people, including two French nationals, allegedly associated with Mr. Coulibaly, were arrested in Abidjan on suspicion of planning a coup d'Ã©tat. On January 30, the prosecutor of the Abidjan military court issued an international arrest warrant for Mr. Coulibaly, who is accused of conspiring against the State.",1
"2271","b) Enhance their ability to immediately freeze terrorist funds and assets by establishing national ""freezing"" mechanisms to complement regional instruments;",1
"2272","Global trends in the supply of small arms and light weapons have changed profoundly in recent decades.",1
"2273","However, on the ground, the situation is complex and worrisome, especially for minorities.",1
"2274","The Council expresses grave concern about situations where armed forces and groups persist in committing violations and abuses against children exposed to and affected by armed conflict and post-conflict situations, in blatant disregard of applicable international law and Council resolutions on this issue.",1
"2275","Dissemination and dissemination of the Office's work",0
"2276","10. Complaint by Cuba (see S/10855/Add.38).",0
"2277","MPCI fighters have established themselves in various public places.",1
"2278","On December 29, 2009, the National Assembly of the Government of National Unity ratified the Federal Law on Children.",0
"2279","Some of these children were recruited into the Maoist army in violation of the Comprehensive Peace Agreement, while others were recruited by CPN-M affiliated organizations. About 30% of these children were released after spending a few days with the CPN-M and approximately 20% were later found in Maoist army cantonments.",1
"2280","These individuals were identified by eyewitnesses as participants in an attack on a village involving arson, looting, killing and sometimes rape.",1
"2281","IV. CLAIMS 25 - 76 7",0
"2282","Some Member States also expressed concern about the tensions that had arisen at the Esplanade of the Mosques and Temple Mount compound in Jerusalem in the previous weeks and urged the parties to avoid taking unilateral actions that would undermine the prospects for peace.",0
"2283","He further states that one of the Organizations partially reimbursed him the sum of 275,620 French francs.",0
"2284","The events that took place in Abidjan in connection with the march planned for March 25 resulted in serious human rights violations.",1
"2285","Consequently, the following can be inferred: The remains of 232 Kuwaiti POWs found on Iraqi territory have been identified (four other POWs were identified at the Subhan burial site in Kuwait). For information purposes.",1
"2286",":: Measures in the transport sector concerning the prohibition of access of Iranian cargo flights to European Union airports and a ban on the provision of technical and maintenance services to them.",0
"2287","However, the above figures may vary due to changes in flight frequency, weather conditions and other variables.",0
"2288","At least 70 leading members of the Popular Congress party are currently in detention without charge or trial, and several have left Sudan and gone into exile.",1
"2289","As noted above, there is a protracted armed conflict in Darfur, which is not of an international nature, between government authorities and organized armed groups.",1
"2290","Background 2014 marks 15 years since the Security Council expressed its commitment to the protection of civilians in armed conflict.",0
"2291","Currently, some 47 non-state armed groups are believed to have been or are in possession of MANPADS.",1
"2292","In May 2000, Turabi led a break with the ruling National Congress party and established a new party called the People's Congress.",0
"2293","Yemen has ratified nine international instruments, namely:",0
"2294","The report included a bleak description of the situation in the region, characterized by more acts of violence and terrorism.",1
"2295","They also found the bodies of 20 to 30 civilians killed during the attack, including women and children. According to reports, all the victims were from Adwa and belonged to the Fur tribe.",1
"2296","Its tactics are classic terrorist tactics: forcing political change through assassination and intimidation. Al-Qaida is a takfiri movement that claims to be the only one that follows the authentic teachings of Islam and justifies its violence by claiming that it is a consequence of the sacred obligation of defense against all those who disagree, who are therefore infidels and can be attacked.",1
"2297","Abidjan, April 2, 2003",0
"2298","The armed forces intervened on several occasions to control demonstrations and prevent protesters from approaching the Blue Line.",1
"2299","During attacks in March 2004 by government troops and Janjaweed militias in Korma, North Darfur, more than 20 women and girls were reportedly raped.",1
"2300","It is also planned to replace the non-rigid-walled kitchens at all nine team sites with rigid-walled kitchens over the next two years.",0
"2301","Small arms shipments to conflict zones from abroad are generally small shipments -- a small and steady inflow of weapons across porous borders.",1
"2302",":: Respect for the property rights of refugees and internally displaced persons, without adverse distinction based on gender, age or other status.",0
"2303","In most cases, victims pointed to the Janjaweed as the perpetrators of sexual violence; however, in some incidents, government soldiers had acted with the Janjaweed.",1
"2304","Source: Photographs obtained by the Group of Experts.",0
"2305","The Commission's investigation based on the Abu Adass lead focused on trying to determine the whereabouts of Mr. Abu Adass and assessing the possibility that he was indeed the terrorist he was supposed to be.",0
"2306","In most of the ground attacks, the attackers were trying to kill the men and in some cases there is evidence that they were trying to leave the women alive.",1
"2307","But Eritrea's provocations have not been limited to making declarations of war.",1
"2308","S/PRST/2013/15 (2013), para. 13.",0
"2309","Many times the attacks lasted several hours.",1
"2310","This is particularly relevant for the installations listed below.",0
"2311","S/RES/1894 (2009), para. 27.",0
"2312","KPC alleges that 1,300 metric tons of crude oil and 222,600 metric tons of refined products belonging to KPC and stored in KNPC facilities were lost during the occupation.",0
"2313","States should be able to apply the required legal measures, such as seizure of funds, whenever there is suspicion of money laundering or terrorist financing.",1
"2314","In terms of enhanced cooperation, he proposed expanding the role of the INTERPOL network, for example, through regional information exchange mechanisms with law enforcement officials, as well as more guidance on enforcement.",0
"2315","According to a witness, Internal Security Forces personnel were ordered to keep an eye on Mr. Hariri in late January and early February 2005.",1
"2316","Some members noted the importance of coordination -- between Council sanctions committees, expert groups and Member States, as well as between UN entities, field missions and force commanders -- to ensure effective implementation of Council sanctions.",0
"2317","The Syrian Network for Human Rights was unable to document these cases in detail as they are subject to prohibition and persecution by regime forces and extremist groups.",1
"2318","These assets, amounting to $2,319,386, bring the total assets frozen in the 32 States that reported having taken action to nearly $91 million (at June 2005 exchange rates), excluding assets frozen in five States that did not specify the amounts.",1
"2319","In our view, the holding of the legislative elections without delay and in a relatively peaceful atmosphere is a major achievement, marking a major step towards the restoration of constitutional order, a more inclusive government and the completion of a key unfinished aspect of the peace process.",0
"2320","We are facing these problems in a democratic and effective manner.",0
"2321","The militias continue to attack under the pretext that they are not party to any agreement and the Government has not stopped them.",1
"2322","As they prepared to move their forces to the cantonments, the Maoists engaged in a recruitment drive that peaked in November 2006.",1
"2323","The Group also calculated that GPIC could have saved variable production costs of $276,340 (based on variable costs of $17.73 per MT) for ammonia and $16,124 (based on variable costs of $20.08 per MT) for methanol.",0
"2324","Reaffirming its call upon all States to become parties as soon as possible to the international counter-terrorism conventions and protocols, whether or not they are parties to the relevant regional conventions, and to comply fully with their obligations under those to which they are parties,",0
"2325","One State reported that its national counter-terrorism strategy required the actions of the authorities to be consistent and transparent and to ensure respect for the rule of law, democracy, fundamental rights and good governance.",0
"2326","There are systematic reports of repeated attacks on villages and settlements, sometimes air strikes involving helicopter gunships and Antonov and MiG aircraft bombing and delivering bursts of automatic weapons fire.",1
"2327","The women were detained by the Janjaweed for three months and some of them became pregnant as a result of rape during their detention.",1
"2328","The High Commissioner expressed concern about the continuation of widespread abuses and the prevailing atmosphere of impunity throughout the country, especially in the zone of confidence, and the erosion of the rule of law in areas controlled by the Government and the Forces Nouvelles.",0
"2329","In the last seven years, approximately 70% of the textbooks distributed to students had been previously used.",0
"2330",":: August 22, 2005: three people are injured in an explosion in a garage near the Promenade Hotel in the Al-Zalqa area north of Beirut.",1
"2331","UNOCI's military component will continue to implement its new concept of operations, work with the Licorne force to assist the parties in implementing the Facilitator's proposals on the reintegration of Forces nouvelles personnel into the national police and army, and prepare contingency plans in case stabilization interventions are required to prevent acts of violence aimed at frustrating the peace process.",1
"2332","A.2.a.3. ""Focal plane assemblies"", not ""space-qualified"" ...;",0
"2333","According to the Citizenship Act, foreigners wishing to acquire Estonian citizenship by naturalization must meet the following requirements:",0
"2334","The Commission also noted that on several occasions the Janjaweed have targeted and killed children, as in the Kailek and Surra incidents mentioned above. The Commission received numerous reports of random or predetermined killings of children, sometimes in appalling circumstances, by burning or mutilating them.",1
"2335","Later I learned that my father and younger brother had been killed. Four other people had also died.",1
"2336","When militias attack jointly with the armed forces, they can be said to be acting under the effective control of the Government, which corresponds to the notion of control enunciated in 1999 in the TadiÄ Appeal (paras. 98-145).",1
"2337","To be held on Wednesday, December 23, 2009, at 10:40 a.m.",0
"2338","The Bill has been referred to a Special Committee which has been mandated to seek public opinion on its contents.",0
"2339","According to his statement, he was in his office when he heard the explosion, but thought the noise was due to Israeli military aircraft crossing the sound barrier.",1
"2340","In addition to the possibility of having incurred liability under the doctrine of conspiracy for crimes committed by others during the attacks, these individuals are suspected of having carried out indiscriminate attacks against civilians, which constitutes a war crime.",1
"2341","Metal parts are normally cold-marked, while some parts are marked by engraving.",0
"2342","Paras. 27-31, 152-160; 156; 160.",0
"2343","Said Arif is associated with Al-Qaida or a cell, affiliated entity, splinter group, or derivative thereof for ""participating in the financing, planning, facilitation, preparation, or commission of acts or activities carried out"" by Jabhet al-Nusra, alias Al-Nusra Front for the Peoples of the Levant (QE.A.137.14), ""or carried out in or on its behalf, together with it, or in its support"" and ""recruiting for it.""",1
"2344","Like other speakers before us and in tune with the statement made by High Representative Ashton, we condemn the act that led to the death of Mr. Dzeković and others being injured during the protests that took place on July 2 in northern Mitrovica.",0
"2345","(e) Persons operating in the Democratic Republic of the Congo who commit serious violations of international law against children or women in situations of armed conflict, such as killing and maiming, sexual violence, abductions and forced displacement;",1
"2346","With regard to international humanitarian law, Article 3 common to the Geneva Conventions prohibits attacks on life and physical integrity, including cruel treatment and torture, hostage-taking and attacks on personal dignity, in particular humiliating and degrading treatment.",1
"2347","Further information on New Zealand's implementation of sanctions imposed by the United Nations Security Council, including the electronic version of the United Nations Sanctions (Libya) Regulations 2011, can be obtained by visiting the website: http://mfat.govt.nz/Treaties-and-International-Law/09-United-Nations-Security-Council-Sanctions/index.php.",0
"2348","Both governments are indispensable partners of the Committee in its efforts to make the regime more effective and more focused in its goal of combating the threat, and they provided the Committee with many useful suggestions and detailed information on recent developments.",0
"2349","To be held on Tuesday, June 15, 2010 at 10:00 a.m.",0
"2350","While the TFDTL command has emphasized the importance of the chain of command in considering complaints, it appears that there has been no established and detailed procedure regulating the manner in which such complaints are formally addressed and reviewed.",0
"2351","The timetable for completing the destruction of Syrian chemical weapons is contained in the comprehensive report on the elimination of the Syrian chemical weapons program (paragraph 25 of document EC-76/DG.16, dated 4 July 2014), of which the Council took note at its seventy-sixth session.",0
"2352","In Libya, Ansar al-Sharia has strengthened its presence in the east of the country, particularly in Derna and Benghazi, and has perpetrated numerous assassinations of members of the national security forces and other state institutions.",1
"2353","On November 9, 2005, suicide bombers attacked three hotels in Amman, killing 60 people and injuring at least 115.",1
"2354","The concept of creating baseline inventories by organizing a small arms survey as an initial stage of project development is becoming established and has proven useful in project development and evaluation.",0
"2355","see S/1998/44/Add.44 and 51; S/1999/25/Add.13; S/2000/40/Add.12 and 47; S/2002/30/Add.27; and S/2003/40/Add.24 and 39).",0
"2356","The United Kingdom does not issue ""identity cards"" and does not have an internal system of identity cards or similar.",0
"2357","On November 12, the Council unanimously adopted resolution 2184 (2014), extending for another 12 months the authorization granted to States and regional organizations to combat piracy off the coast of Somalia. The resolution stressed the need for a comprehensive response to piracy, including addressing its underlying causes; called for the immediate and unconditional release of all hostages held by Somali pirates; and urged States to ensure that counter-piracy efforts take into account the need to protect women and girls from exploitation.",0
"2358","3. Death squad members must be identified and brought to justice;",0
"2359","(2) The offender shall be punished by imprisonment for a term of 3 to 10 years:",1
"2360","In Algeria, the organization Al-Qaida in the Islamic Maghreb (QE.T.14.01) remains an active and dangerous threat, not only for Algeria but also for the Sahel countries, in particular Mauritania and, more recently, Mali.",1
"2361","In paragraph 8 of the same resolution, the Council mandated the Committee to designate individuals and entities: (a) engaged in acts that threaten the peace, security or stability of Somalia; (b) acted in violation of the general and complete arms embargo; and (c) obstructed the provision of, or access to, humanitarian assistance to Somalia.",0
"2362","The carrying out of attacks against buildings, materials, medical units and transport vehicles and personnel using the distinctive emblems of the Geneva Conventions in accordance with international law;",1
"2363","The States of the subregion have not indicated the procedures or mechanisms used to prevent and eliminate the movement of terrorists across borders.",1
"2364","45. Briefing by the Chairman of the African Union (31 May 2006; 31 May 2006).",0
"2365","On 5 May 2005, the same trucks, carrying arms and food, returned to Somalia through the border town of Yeed in the Bakool region. On 7 May 2005, the trucks carrying the weapons arrived in Hudur, the capital of Bakool region, and the weapons were temporarily stored at the Hudur police station.",0
"2366","In this regard, the recommendations made by the evaluation team to prevent the spread of conflicts, destabilization of States and worsening humanitarian problems require the utmost attention.",0
"2367","17. On January 7, 2003, the Military Court sentenced to death 30 of the 150 persons initially accused of complicity and/or participation in the assassination of President Laurent DecirÃ© Kabila.",1
"2368","The Security Council urges the authorities of Burundi and the Democratic Republic of Congo to cooperate actively to ensure that the perpetrators of these crimes are brought to justice without delay.",0
"2369","This method was used to reduce the possible loss of weapons to the activities of naval forces.",0
"2370","The Minister said that once the Government was informed that there were rebels in a given village, ""it was no longer a civilian locality but a military target"".",1
"2371","United States of America: draft resolution",0
"2372","Nearly half of them are still missing and many are feared to have been killed.",1
"2373","The Group saw three Mitsubishi L-200 four-wheel-drive vehicles, with FANCI registration, touring the military base with personnel and equipment at Abidjan airport in August 2005.",1
"2374","While some are slow to respond to the Committee, a growing number are keen to participate in its work, either by contributing names or promoting ideas for new areas where sanctions or other Security Council measures can help curb recruitment and reduce the likelihood of further attacks by Al-Qaida and Taliban-related terrorists.",0
"2375","The Lebanese Government informed me that the Lebanese Armed Forces also arrested and deported a number of infiltrators of Palestinian origin carrying Syrian identification documents.",1
"2376","To be held on Thursday, June 16, 2005, at 3:00 p.m.",0
"2377","The administrative instructions governing discharge provide for review of each individual case on a case-by-case basis for specific reasons, different decision making for officer discharge processes, as opposed to other grades, and the establishment of notification procedures through unit commanders.",0
"2378","Members of the Council have before them document S/2005/745, which contains the text of a letter dated 7 December 2005 from the Chairman of the Security Council Committee established pursuant to resolution 1521 (2003) concerning Liberia addressed to the President of the Security Council, transmitting the report of the Panel of Experts on Liberia.",0
"2379","Expresses deep concern at the increase in localized conflicts, rising crime and violence and their impact on the civilian population, in particular the sharp increase in tribal clashes, and calls upon all parties to urgently end such clashes and to seek reconciliation and dialogue ...",1
"2380",":: On October 25, 2014, the Syrian Arab Red Crescent sent 5,000 food parcels and 1,600 health kits provided by the International Federation of Red Cross and Red Crescent Societies to Ar-Raqqa.",0
"2381","The Security Council urges the Government of the Democratic Republic of the Congo and the Government of Rwanda to respond without further delay to MONUC's efforts under its current mandate to establish, as soon as possible, a joint verification mechanism to ensure their common security, in particular to verify cross-border movements.",0
"2382","The former Mayi-Mayi fighters, based in Uvira and under the command of Colonel Nakabaka, joined old allies, the FDLR and the FNL, on an ad hoc basis.",0
"2383","Torture and cruel treatment are prohibited by common article 3 of the Geneva Conventions.",0
"2384","Asylum procedures are protected from misuse by terrorists in seven States, and are partially protected in one.",0
"2385",":: On November 7, 2014, regime forces shelled the area around the Tayba al-Qadim mosque in Damascus Rural, injuring 14 civilians as they left Friday prayers.",1
"2386","Syrian Arab Republic - Ministry of Tourism",0
"2387","The village was attacked at around 4:00 am.",1
"2388","One victim also identified him as a Janjaweed leader who had carried out attacks in which civilians had been killed.",1
"2389","This was to be a technical process that would not involve substantial alteration of the boundary.",0
"2390","However, through its own investigations, the Commission was able to gather more substantial information on enforced disappearances.",0
"2391","303. Giving a central and leading role to the Arab private sector in joint economic action.",0
"2392","Office of the Special Representative of the Secretary-General for Children and Armed Conflict (OSRSGCA)",0
"2393","The exact number of villages burned and destroyed has not been calculated, but several sources have estimated the extent of destruction from verbal accounts, inspections and other evidence.",1
"2394","The active presence of ethnic and community-based militias continues to be a major source of instability, especially in the western part of the country, where violent inter-ethnic clashes have occurred in recent months.",1
"2395","The consultative meetings held with various partners, who had recognized the importance of the priority investment program and had expressed their commitment to support the G-5 Sahel with regard to the financing of the program and the establishment of the permanent secretariat, including the World Bank, the African Development Bank, the Islamic Development Bank, Arab funds and banks, the European Union and the United Nations. These partners had praised the energy of the Sahel G-5 and the strong leadership of the Heads of State, demonstrated in their excellent approach to addressing the main challenges in the Sahel, particularly in the areas of security and development.",0
"2396","On a broader scale, the Internet has also enabled Al-Qaida and its associates to disseminate propaganda around the world and thus contact potential followers to indoctrinate them, in part by luring them to use Al-Qaida-related websites.",1
"2397","(a) The persons and entities listed in annex I (para. 11);",0
"2398","64. Since 1950 and as a matter of State policy, the Democratic People's Republic of Korea has systematically and on a large scale engaged in the abduction, denial of repatriation and subsequent enforced disappearance of persons from other countries.",1
"2399","OSCE observers had witnessed continued fighting in many parts of the Donetsk and Lugansk regions, with artillery and mortar fire often ravaging residential areas and causing civilian casualties.",1
"2400","In addition to other reliable data, the Commission has recorded the testimonies of several persons arrested in connection with the conflict in Darfur, currently detained in Khartoum, who spoke of the torture and inhuman and degrading treatment to which they were subjected.",1
"2401","The lists are available on the Committee's website.",0
"2402","(b) Social unrest linked to long-standing issues of exclusion has contributed to ongoing protests and the emergence of political and armed groups in the southern Terai plains, creating new risks of displacement, death and recruitment for children;",1
"2403","The implementation of resolution 1373 (2001) in Central Asia is hampered by several factors, namely: the proximity of the conflict in Afghanistan (where drug production fuels terrorist activities and has generated an intense exchange of drugs for weapons); the illicit activities of sending money by couriers across borders (a potential source of terrorist financing); the circulation of surplus weapons (due to political and civil unrest in the region); the existence of remote or poorly protected borders, together with a lack of human and material resources to ensure effective border control; and a high number of migrant workers (which in turn increases the use of informal remittance systems, a potential source of terrorist financing).",1
"2404","23. Requests the Analytical Support and Sanctions Monitoring Team, in close cooperation with other United Nations counter-terrorism bodies, to report to the Committee established pursuant to resolutions 1267 (1999) and 1989 (2011) within 180 days, and to provide an oral update to the Committee within 60 days on the threat posed by foreign terrorist fighters joining or recruited by ISIL, the Al-Nusra Front and all groups, businesses and entities associated with Al-Qaida, and in particular:",0
"2405","Paragraph 15 of resolution 1970 (2011)",0
"2406","Some results have been obtained, but they have not been systematic.",0
"2407","With regard to the argument concerning international law, the Team believes that one of the reasons for creating a review panel or mechanism is simply to pre-empt legislation in this regard, establishing the standard before it is embodied in decisions of national or regional courts or in the practice of Member States.",0
"2408","In this regard, CTED will continue to link identified priority needs with the programs of current and potential donors and assistance providers in order to enhance the capacity of Member States to combat terrorism and strengthen the dialogue between the donor community and recipient States.",0
"2409","3) A professional participant in the securities market, as defined in the Securities Exchange Act (RT I 1993.35.543; 1995.22.328; 1996.26.528; 1997.34.535; 1998.61.979).",0
"2410","46. The situation in Myanmar (15 September 2006; 13 July 2009).",0
"2411","To be held on Friday, July 22, 2005, at 1:35 p.m.",0
"2412","In a widely circulated comment to the inhabitants of Kulbus, a village that the rebels had failed to capture in December 2003, the President said: ""our priority from now on is to eliminate the rebellion, and our target is any element that is outside the law ... We will use the army, the police, the mujahideen and the horsemen to crush the rebellion."" The Minister of Justice told the special delegation of the European Parliament's Committee on Development and Cooperation during his visit in February 2004: ""The government has established a kind of relationship with the Janjaweed.",1
"2413","The High Representative/Special Representative made it clear that since the Republika Srpska authorities, in particular the Ministry of the Interior, had not arrested persons indicted for war crimes, and since Bosnia and Herzegovina had not joined the North Atlantic Treaty Organization's Partnership for Peace, the Commission would be tasked with making recommendations with a view to establishing a single, effective police structure throughout Bosnia and Herzegovina.",0
"2414","(a) Inspected the entire site premises and extracted water samples from the site;",0
"2415","With regard to the situation on Lebanon's border with the Syrian Arab Republic, illegal arms transfers continue to be reported, allegedly in both directions. Several Member States have continued to express deep concern about the illegal transfer of arms across land borders.",1
"2416","He also referred to dangerous outbreaks of violence in Lebanon between the Lebanese Armed Forces and Fatah al-Islam gunmen around Palestinian refugee camps.",1
"2417","It recalls the prohibition of forced displacement of civilians in situations of armed conflict that violates the obligations of the parties under international humanitarian law.",1
"2418","Starvation and other inhumane conditions of detention are deliberately imposed on suspects to pressure them to confess and accuse others.",1
"2419","It is also incumbent upon the Commission to qualify, from the standpoint of international criminal law, the violations of international human rights law and international humanitarian law that it finds. This qualification in law is tacitly required by the other functions enunciated by the Security Council for the Commission, namely (a) to determine whether such transgressions constitute genocide; and (b) to identify the perpetrators.",0
"2420","This represents a success for the sanctions regime, as it indicates that a significant number of Taliban have apparently changed their behavior.",1
"2421","Submit the form, after a preliminary study, to the relevant authority for approval and printing.",0
"2422","As of October 1, 5,849 Ivorians had registered to vote.",0
"2423","The measures taken by States cover the prohibited activities by non-State actors listed in paragraph 2 of resolution 1540 (2004) in relation to nuclear, chemical and biological weapons and their means of delivery, as well as controls on related materials, in accordance with paragraph 3 of that resolution.",1
"2424","In 2006, 136 incidents of collective abductions were recorded, involving a total of 324 children, 210 of them in November 2006 and the rest between May and December of the same year.",1
"2425","It remains to be seen whether it will be able to link up with extremists in Nigeria to form an effective alliance.",1
"2426","Government armed forces then proceeded to confiscate weapons from the villagers.",1
"2427","The Republic of Macedonia became a party to the European Convention on Extradition on October 26, 1999.",0
"2428","At 11:10 a.m. on July 14, 1998, a formation composed of two U.S. aircraft broke the sound barrier over the Alqosh area (Mosul city).",0
"2429","But women and children had also been victims of killings during many attacks.",1
"2430","There have been reports that women and girls continue to be victims of sexual violence in attacks on their villages, for example, during the recent attack on Hamada on January 13, 2005, in which several women were raped.",1
"2431","Although I have not yet received official responses from the remaining 36 Member States, I consider it unlikely that sufficient numbers of troop pledges will materialize to enable the deployment of a multinational force.",1
"2432","One of the planes circled the village while the other bombed it.",1
