"en_ar_GOOGLE"	"VerCoop"
"إنهم يقومون بكل هذه التصرفات، ومن ثم يطلبون الحماية والضمانات ويستخدمونها كستار من الدخان لمواصلة ابتزازهم والحصول على المزيد من التنازلات منا."	0
"106 - وفي 21 شباط/فبراير 2005، وافقت عملية الأمم المتحدة على السماح للقوات المسلحة لكوت ديفوار بإجراء اختبارين أرضيين لمدة ساعة واحدة للمحرك والأنظمة في يوم الأربعاء الأخير من كل شهر لطائرتها Mi-24P (TU-VHO)، بشرط أن تكون غير مسلحة، خارج حظيرتها في قاعدة أبيدجان الجوية وتحت مراقبة عملية الأمم المتحدة في كوت ديفوار."	1
"69 - ومن الواضح أن حكومة جمهورية الكونغو الديمقراطية مسؤولة عن تنظيم سلوك الأعمال في البلد، وسيتعين عليها، بالتعاون مع شركائها الدوليين، أن تأخذ زمام المبادرة في تنفيذ اتفاق الحوكمة المقترح."	0
"47 - يحث بقوة الدول الأعضاء على تقديم جميع المعلومات ذات الصلة إلى أمين المظالم، بما في ذلك أي معلومات سرية ذات صلة، حيثما كان ذلك مناسبا، ويشجع الدول الأعضاء على تقديم المعلومات ذات الصلة في الوقت المناسب، ويرحب بالترتيبات الوطنية التي أبرمتها الدول الأعضاء مع مكتب أمين المظالم. أمين المظالم لتيسير تبادل المعلومات السرية، ويشجع الدول الأعضاء على مواصلة التعاون في هذا الصدد، بما في ذلك عن طريق إبرام ترتيبات مع مكتب أمين المظالم لتبادل هذه المعلومات، ويؤكد أن أمين المظالم يجب أن يمتثل لأي قيود مفروضة على السرية وعلى هذه المعلومات التي تقدمها الدول الأعضاء؛"	1
"وإذ يشير إلى إدراج جرائم الحرب والجرائم ضد الإنسانية والإبادة الجماعية في النظام الأساسي للمحكمتين الجنائيتين الدوليتين المخصصتين ونظام روما الأساسي للمحكمة الجنائية الدولية، وإذ يؤكد في هذا الصدد على مبدأ التكامل،"	0
"105 - ورغم تحسن تدابير مكافحة تمويل الإرهاب في جميع أنحاء المنطقة دون الإقليمية، لا تزال هناك أوجه قصور فيما يتعلق، على وجه الخصوص، بتطوير آليات التجميد، وتنظيم نظم التحويلات البديلة، ورصد المنظمات غير الربحية."	0
"خطابات الاعتماد 55 - 59 19"	0
"&#39;1` تمثل الودائع النقدية والودائع لأجل الأموال الموجودة في حسابات الودائع تحت الطلب والودائع المصرفية التي تدر فوائد؛"	0
"حث المنظمات الإنسانية والإنمائية على اتخاذ الإجراءات المناسبة لمنع الاستغلال الجنسي والاعتداء الجنسي من قبل موظفيها، بما في ذلك التدريب على التوعية قبل النشر وفي مسرح العمليات، وفي حالة الجهات الفاعلة في الأمم المتحدة، لتعزيز وضمان الامتثال، بما في ذلك من قبل الموظفين المدنيين في عمليات الأمم المتحدة لحفظ السلام والبعثات الأخرى ذات الصلة، مع نشرة الأمين العام بشأن التدابير الخاصة للحماية من الاستغلال والانتهاك الجنسيين (ST/SGB/2003/13)."	1
"فبدلاً من الشعار الشهير لكأس العالم 2014، حيث تمسك ثلاث أيادٍ منتصرة بالكرة الأرضية، وتشكل معًا الكأس المرموقة، يُظهر رسم كاريكاتوري للسلطة الفلسطينية &quot;كأسًا&quot; لثلاثة أيادي تحمل ثلاثة أشخاص رافعين أيديهم للأعلى في حالة استسلام."	0
"ونحن نتصدى لتلك التحديات بطريقة ديمقراطية وفعالة."	0
":: معاهدة القانون الإجرائي الدولي (1940)"	0
"واستندت اللجنة الثالثة والأخيرة إلى فرضية مفادها أنه في حين أن المسؤولية الجنائية الفردية تقدم المتهمين بارتكاب الانتهاكات إلى العدالة وقد يكون لها تأثير رادع، إلا أنها في الغالبية العظمى من الحالات، لا توفر سبل الانتصاف لضحايا الانتهاكات."	1
"وستكون الأكاديمية مؤسسة مهمة لتنفيذ منهج التدريب الجديد ودعم تنفيذ خارطة الطريق لإعادة بناء قوة الشرطة المدنية."	1
"ومن العناصر المهمة أنه في عدد من القرى التي تعرضت للهجوم والحرق من قبل الميليشيات والقوات الحكومية، امتنع المهاجمون عن إبادة جميع السكان الذين لم يهربوا، بل قتلوا بشكل انتقائي مجموعات من الشباب."	0
"19 - الحالة في جمهورية أفريقيا الوسطى (6 آب/أغسطس 1997؛ 28 حزيران/يونيه 2010)."	0
"وبالإضافة إلى ذلك، زار فريق غرب دارفور مخيمات اللاجئين في تشاد، وقام فريق جنوب دارفور بزيارة مركز الاحتجاز التابع للأمن الوطني في نيالا."	1
"74 - وقد تم إحراز تقدم كبير في برنامج العمل الحالي لزيادة الوعي بين البرلمانيين، من خلال الأحداث التي عقدت في جنيف مع الاتحاد البرلماني الدولي وفي سانت بطرسبورغ، الاتحاد الروسي، مع برلمانيين من بلدان رابطة الدول المستقلة."	1
":: كرر أحد الأعضاء دعوته إلى عقد مؤتمر دولي لجعل الشرق الأوسط منطقة خالية من أسلحة الدمار الشامل."	1
"وقد لعبت الدول الثلاث التي تمت زيارتها دورا نشطا في إنشاء وكالات متخصصة و/أو وحدات شرطة متخصصة في مكافحة الإرهاب وفي ضمان تزويد تلك الوحدات بالتدريب والأدوات اللازمة لأداء واجباتها في مجموعة من المجالات ذات الصلة بمكافحة الإرهاب."	1
"وفي حين أنه يعتقد أن فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب لها دور مهم تؤديه، فإنه ينبغي الاعتراف بأن لجان مكافحة الإرهاب التابعة للمجلس قامت بتعميق العمل بشأن هذه المسألة وجعلته أكثر فعالية من خلال أنظمة الإبلاغ، وبعثات التقييم، والتيسير. من المساعدة التقنية."	1
"والدليل مصمم ليكون بمثابة مصدر للمعلومات عن أفضل الممارسات والقوانين النموذجية وبرامج المساعدة المتاحة في مجال مكافحة الإرهاب."	1
"ففي غرب دارفور، على سبيل المثال، هاجمت قوات المتمردين مركزاً للشرطة في تونغفوكا في تشرين الأول/أكتوبر 2003."	0
"وعلى الرغم من أن الإرهاب لم يُذكر على وجه التحديد باعتباره حدثًا ثابتًا، فإنه بالتأكيد يمثل مجالًا مثيرًا للقلق، حيث أن العديد من العوامل المذكورة أعلاه لديها القدرة على تأجيج الأعمال الإرهابية في المنطقة."	0
":: هناك حاجة إلى متابعة أكثر اتساقا لنتائج وتوصيات آليات تقصي الحقائق لضمان فعاليتها ومصداقيتها وتلبية التوقعات التي يثيرها إنشاء هذه الآليات، وخاصة بين الضحايا."	1
"ويشمل حظر الأسلحة &quot;الأسلحة والأعتدة ذات الصلة بجميع أنواعها، بما في ذلك الأسلحة والذخائر، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار لكل هذه الأسلحة&quot;."	0
"24. تمت دعوة القوات السورية إلى لبنان من قبل الرئيس اللبناني سليمان فرنجية في أيار/مايو 1976 في المراحل الأولى من الحرب الأهلية الأخيرة."	0
"ويشيد مجلس الأمن في هذا الصدد بالدعم الذي تقدمه البلدان المجاورة للاجئين من جمهورية الكونغو الديمقراطية."	1
"وقد أعربت عن القلق العميق لهذا المجلس والأمين العام بشأن الزيادة الأخيرة في التوترات بين الشمال والجنوب، فضلا عن استمرار عدم إحراز تقدم بشأن أبيي وغيرها من قضايا ما بعد اتفاق السلام الشامل."	0
"وبالانتقال إلى دور مجلس الأمن في التعويضات، فقد لوحظ أنه تم تشجيع المجلس في عدد من المناسبات على اعتماد تدابير فيما يتعلق بهذا الجانب من المساءلة. على سبيل المثال، بالإضافة إلى التوصية بإحالة الوضع إلى المحكمة الجنائية الدولية، أوصت لجنة التحقيق الدولية بشأن دارفور أيضاً بأن يقوم المجلس بإنشاء لجنة تعويضات دولية - وهو الاقتراح الذي لم يحظ باهتمام كبير ولم يتابعه المجلس."	1
"7. آليات غير فعالة لإعادة الممتلكات."	0
"وكانت العناصر إما ذات قيمة عالية أو ذات طبيعة غير عادية (&quot;بنود التقييم&quot;)."	0
"وتناقش البعثة مع بعض قادة المقاتلين الروانديين ومع الحكومة الانتقالية الطرائق الفنية للعودة إلى الوطن، ونشرت القرار الذي اتخذته حكومة رواندا بعدم محاكمة أي مقاتل عائد يبلغ من العمر 14 عامًا أو أقل وقت وقوع الإبادة الجماعية في عام 1994 ."	1
"المقرر عقدها يوم الأربعاء، ٣٠ أيلول/سبتمبر ١٩٩٨، الساعة ٣٠/١٥"	0
"وفي يوم الأحد الماضي، وبمناسبة الذكرى السنوية الحادية والعشرين لحركة حماس، تحدى زعيم حماس هنية استمرار الرئيس عباس في منصبه في انتظار حل الانقسام الداخلي."	0
"68 - وفي 17 كانون الثاني/يناير، اندلع بركان جبل نيراجونغو، الواقع على بعد 10 كيلومترات شمال غوما، مما أدى إلى تدفق الحمم البركانية إلى مدينة غوما وضواحيها."	0
"7. يدعو جميع الدول إلى التصرف بدقة وفقا لأحكام هذا القرار، بغض النظر عن وجود أي حقوق أو التزامات ممنوحة أو مفروضة بموجب أي اتفاق دولي أو أي عقد مبرم أو أي ترخيص أو تصريح ممنوح قبل تاريخ صدوره. دخول التدابير المفروضة بموجب الفقرة 4 أعلاه حيز التنفيذ؛"	1
"وبالإضافة إلى إمكانية تحميلهم المسؤولية، بموجب مبدأ العمل الإجرامي المشترك، عن الجرائم التي ارتكبها آخرون أثناء الهجمات، يُشتبه في قيام هؤلاء الأفراد بتنفيذ هجمات عشوائية ضد المدنيين، وهي جريمة حرب."	0
"تم تقديم التقرير إلى لجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) بشأن تنظيم القاعدة وحركة الطالبان وما يرتبط بهما من أفراد وكيانات في 22 شباط/فبراير 2011 وفقا لقرار مجلس الأمن 1904 (2009)، وينظر فيه حاليا من قبل اللجنة."	1
"وعلى الرغم من توقف القتال، إلا أن التوترات ظلت مرتفعة ولا يمكن استبعاد وقوع مزيد من الاشتباكات."	0
" التنسيق المنهجي بين العنصرين المدني والعسكري للبعثة وبين البعثة والجهات الفاعلة الإنسانية، من أجل تعزيز الخبرات في مجال حماية المدنيين."	0
"ويؤكد مجلس الأمن من جديد مبدأ عدم الإعادة القسرية للاجئين، على النحو المنصوص عليه في صكوك القانون الدولي ذات الصلة، ويرحب بالجهود التي بذلتها مؤخرا البلدان المجاورة [الدولة المتضررة] لدعم العودة الطوعية للاجئين إلى وطنهم بأمان وكرامة، ويحث البلدان المضيفة على على الدول الاستمرار في توفير الحماية الدولية للاجئين الذين يحتاجون إليها. وتشجع المجتمع الدولي على تقديم المساعدة اللازمة في هذا الصدد."	1
"24 - يطلب إلى لجنة مكافحة الإرهاب أن تقوم، في إطار ولايتها الحالية وبدعم من المديرية التنفيذية للجنة مكافحة الإرهاب، بتحديد الثغرات الرئيسية في قدرات الدول الأعضاء على تنفيذ قراري مجلس الأمن 1373 (2001) و 1624 (2005) التي قد تعيق قدرة الدول على القيام بما يلي: وقف تدفق المقاتلين الإرهابيين الأجانب، فضلا عن تحديد الممارسات الجيدة لوقف تدفق المقاتلين الإرهابيين الأجانب في تنفيذ القرارين 1373 (2001) و 1624 (2005)، وتيسير المساعدة التقنية، وتحديدا عن طريق تعزيز التعاون بين مقدمي الخدمات المساعدة في مجال بناء القدرات والمستفيدين منها، لا سيما أولئك الموجودين في المناطق الأكثر تضررا، بما في ذلك من خلال وضع استراتيجيات شاملة لمكافحة الإرهاب، بناء على طلبهم، تشمل مكافحة التطرف العنيف وتدفق المقاتلين الإرهابيين الأجانب، مع التذكير بأدوار الجهات الأخرى ذات الصلة الجهات الفاعلة، على سبيل المثال المنتدى العالمي لمكافحة الإرهاب؛"	1
"o في 25 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية صاروخين على المنطقة الصناعية في مدينة الرقة، مما أدى إلى مقتل 44 شخصا وإصابة 57 آخرين؛ ودمرت 15 محلا تجاريا و17 منزلا سكنيا."	0
"12 - وبالتعاون الوثيق مع اللجنة المنشأة عملا بالقرارين 1267 (1999) و 1540 (2004) ووفقا لولايتها، ستولي اللجنة اهتماما خاصا للدول التي لا تتوفر بشأنها معلومات عن تنفيذ القرار 1373 (2001). مناقشة أفضل السبل لمعالجة هذه القضية."	1
"ودعا أيضا حكومة السودان والجماعات المتمردة إلى العمل معا من أجل التوصل إلى حل سياسي في المفاوضات التي عقدت في أبوجا بقيادة الاتحاد الأفريقي والرئيس أولوسيغون أوباسانجو، رئيس نيجيريا؛ طلب من الأمين العام أن ينشئ على وجه السرعة لجنة تحقيق دولية من أجل التحقيق الفوري في التقارير المتعلقة بانتهاكات القانون الإنساني وحقوق الإنسان في دارفور من قبل جميع الأطراف، وكذلك لتحديد ما إذا كانت أعمال الإبادة الجماعية قد حدثت أم لا؛ وأعلن أنه في حالة فشل السودان في الامتثال الكامل للقرارين 1556 (2004) و 1564 (2004) (بما في ذلك ما قرره المجلس بعد التشاور مع الاتحاد الأفريقي، فإن عدم التعاون الكامل مع التوسيع والتمديد) (بعثة المراقبة التابعة للاتحاد الأفريقي) النظر في اتخاذ تدابير إضافية على النحو المنصوص عليه في المادة 41 من ميثاق الأمم المتحدة."	1
"20 - يشجع الدول الأعضاء على تبادل المعلومات على وجه السرعة مع الدول الأعضاء الأخرى، ولا سيما دول المنشأ والمقصد والعبور، عندما تكتشف سفر أفراد مدرجين في قائمة الجزاءات المفروضة على تنظيم القاعدة؛"	1
"464. قدمت اللجنة توصيات في مجالات الأمن، والمساعدات الإنسانية، وتعزيز البنية الاجتماعية، والخدمات والتنمية، وفتح مراكز الشرطة ذات اللوجستيات الكافية للاستجابة السريعة للأزمات ومصادرة الأسلحة في الأيدي الخطأ."	1
"ويكتسي التعاون والتنسيق في مراقبة الحدود بين الدول المتجاورة أهمية خاصة في توفير المراقبة والتغطية الفعالة على طول الحدود الواسعة المفتوحة والتي يسهل اختراقها."	0
"وشدد الاتحاد الأوروبي على أن إنشاء أي قوة عسكرية صومالية وطنية ينبغي أن يتم في إطار خطة وطنية للأمن والاستقرار وبما يتماشى مع البيان الذي أدلى به رئيس مجلس الأمن في 14 تموز/يوليه 2005."	1
"110 - ولا يزال بعض المراقبين غير مقتنعين بأهمية التهديد، وينتقد آخرون إعطاء الأولوية للتهديدات الكيميائية والبيولوجية والإشعاعية والنووية على جوانب الإرهاب الأخرى أو أنواع التهديد الأخرى."	0
"الجلسة 6062، المعقودة في 8 كانون الثاني/يناير 2009"	0
"وإذ يدعو المجتمع الدولي، ولا سيما بلدان المنطقة وجيران العراق، إلى دعم الشعب العراقي في سعيه لتحقيق السلام والاستقرار والأمن والديمقراطية والرخاء، ويرحب بمؤتمرات الجيران الموسعة التي عقدت في شرم الشيخ واسطنبول والكويت ودورهم في دعم جهود حكومة العراق لتحقيق الأمن والاستقرار في العراق، وما يترتب على ذلك من نتائج إيجابية على السلام والأمن الإقليميين والدوليين، وإذ يرحبون أيضا بمؤتمر الجيران الموسع الذي عقد في الكويت في 22 نيسان/أبريل وافق عام 2008 على اختصاصات آلية الدعم، وإذ يلاحظ أن التنفيذ الناجح لهذا القرار سيسهم في الاستقرار الإقليمي،"	1
"ومن خلال الدخول في تلك الاتفاقات نيابة عن &quot;الحركات&quot; الخاصة بكل منها، يتحمل قادة كل حركة المسؤولية الكاملة عن سلوك أو سوء سلوك مقاتليهم."	0
"وقال إن دور البعثة ينبغي أن يتمثل في مساعدة هايتي على استعادة المسؤولية عن أمنها، بدلا من أداء هذه المهمة بنفسها إلى أجل غير مسمى. وأكد من جديد أن القرار ينص على تقليص مسؤول للعنصر العسكري للبعثة مع مرور الوقت، استنادا إلى تقييم شامل للوضع الأمني."	1
"واقتناعا منه أيضا بأن التسوية السياسية للصراع من المرجح أن تؤدي إلى تعزيز النضال ضد آفة الإرهاب والأنشطة ذات الصلة، الموجودة دائما في المنطقة، وأن تساعد في القضاء عليها؛"	0
"وفي بعض المناسبات، قُتلوا أثناء مغامرتهم بالخروج من المخيم، إما للعودة إلى قريتهم أو لأي سبب آخر."	0
"ونحن نعتقد اعتقادا راسخا أن هذه الزيارة ستسهم بشكل كبير في تنشيط عملية السلام وتمهيد الطريق لتطور إيجابي جديد في المنطقة التي مزقتها الصراعات."	1
"4 - تهيب بجميع الدول التي ليست أطرافا في معاهدة عدم انتشار الأسلحة النووية أن تنضم إلى المعاهدة باعتبارها دولا غير حائزة للأسلحة النووية لتحقيق عالميتها في وقت مبكر، وريثما تنضم إلى المعاهدة، أن تتقيد بأحكامها؛"	1
"وعقب المشاورات، أدلى رئيس المجلس ببيان للصحافة، دعا فيه أعضاء المجلس السلطات الإيفوارية وجميع الأطراف المعنية إلى وضع حد للعوائق التي تعترض حرية حركة القوات المحايدة، وحثوا جميع الأطراف على إظهار وضبط النفس والمسؤولية حتى تجرى الحملة الانتخابية المقبلة في أجواء سلمية وفي موعدها المقرر."	1
"ويحدد التقرير القضايا المثيرة للقلق ويختتم بحث النساء الصوماليات على أن يثير المجتمع الدولي القضايا المتعلقة بالجنسين، بما في ذلك مع القادة الصوماليين."	0
"ولذلك تولت شركة Enka المسؤولية الرئيسية داخل الاتحاد لإدارة المشروع."	0
"63 - ويظهر عدد وحجم الهجمات الإرهابية المنسوبة إلى تنظيم القاعدة أن الشبكة لا تزال تزدهر وتتمتع بإمكانية الوصول إلى الموارد المالية الكافية لدعم أنشطتها."	1
"ثم فتشت المجموعة المخازن الموجودة في الترسانة كافة."	0
"وفي هذا الصدد، نطالب ببذل كل ما في وسعنا لضمان عقد هذه الاجتماعات كل شهرين، كما هو متفق عليه، وأن يشارك رؤساء أجهزة المخابرات والأمن شخصيا في هذه الاجتماعات قدر الإمكان. ونحث جميع أصحاب المصلحة المعنيين، بما في ذلك المركز الأفريقي للدراسات والبحوث المتعلقة بالإرهاب، ووحدة الاندماج والاتصال في منطقة الساحل، ولجنة أجهزة الاستخبارات والأمن الأفريقية، بالتعاون الوثيق مع مفوضية الاتحاد الأفريقي، على مواصلة وتكثيف جهودهم. وبذل الجهود لتبادل وجهات النظر والمساعدة المتبادلة، فضلا عن تنفيذ الجوانب البارزة من الاستنتاجات العملياتية لاجتماع رؤساء أجهزة الاستخبارات والأمن."	1
"الفقرات. 27-31، 152-160؛ 156؛ 160"	0
"23 - منذ وصول ممثلي الخاص إلى نيروبي في 27 أيار/مايو 2005، أكد للقادة في المنطقة دون الإقليمية وغيرهم ضرورة اتباع نهج منسق تجاه القادة الصوماليين وحثهم على الدخول في حوار والامتناع عن القيام بأي عمل عسكري من أجل التوصل إلى حل. - الخلافات داخل المؤسسات الاتحادية الانتقالية. وفي 10 حزيران/يونيه، التقى في كمبالا بالرئيس يوري موسيفيني، رئيس أوغندا، وفي 29 حزيران/يونيه أجرى محادثات مع الرئيس إسماعيل عمر جيله، رئيس جيبوتي، والأمين التنفيذي للهيئة الحكومية الدولية المعنية بالتنمية في جيبوتي."	1
"ودعا بعض الأعضاء المجلس إلى تقديم مساهمة أقوى في الجهود الرامية إلى إعادة الطرفين إلى المفاوضات الرامية إلى التوصل إلى حل الدولتين، وقالوا إن المستوطنات الإسرائيلية تقوض احتمالات السلام."	1
"وقد وقع السودان على البروتوكول الاختياري لاتفاقية حقوق الطفل بشأن اشتراك الأطفال في النزاعات المسلحة، ولكنه لم يصدق عليه بعد."	1
"11. يؤكد من جديد قراره 1373 (2001)، ولا سيما قراراته التي تقضي بأن تقوم جميع الدول بمنع وقمع تمويل الأعمال الإرهابية والامتناع عن تقديم أي شكل من أشكال الدعم، الإيجابي أو السلبي، للكيانات أو الأشخاص المشاركين في الأعمال الإرهابية، بما في ذلك عن طريق وقمع تجنيد أعضاء الجماعات الإرهابية والقضاء على إمداد الإرهابيين بالأسلحة؛"	1
"45 - يسلم بضرورة الحفاظ على الاتصال مع لجان مجلس الأمن التابع للأمم المتحدة ذات الصلة، والمنظمات الدولية وأفرقة الخبراء، بما في ذلك اللجنة المنشأة عملا بالقرار 1267 (1999)، ولجنة مكافحة الإرهاب، ومكتب الأمم المتحدة المعني بالمخدرات والجريمة. الجريمة، والمديرية التنفيذية للجنة مكافحة الإرهاب، واللجنة المنشأة عملا بالقرار 1540 (2004)، وفرقة العمل المعنية بالإجراءات المالية، لا سيما في ضوء استمرار وجود تنظيم القاعدة وتأثيره السلبي على الصراع الأفغاني وأي خلية أو تابعة أو مجموعة منشقة أو مشتقة منها؛"	1
"5 - عززت زيارتي الأخيرة لمنطقة الساحل إيماني بأهمية النظر إلى السلام والأمن والتنمية وحقوق الإنسان بطريقة مترابطة."	1
"&quot;ويؤكد مجلس الأمن الحاجة الملحة إلى حل جميع الجماعات المسلحة غير الشرعية ونزع سلاحها."	1
"12 - وستواصل اللجنة تنظيم اجتماعات ومناسبات خاصة بشأن المواضيع والقضايا ذات الاهتمام المشترك والاهتمام المشترك للدول الأعضاء، بهدف تحقيق أقصى قدر من تأثير القرارات والحفاظ على التزام المجتمع الدولي بمكافحة الإرهاب."	0
"&quot;ويطلب مجلس الأمن إلى الأمين العام أن يدعم الجهود الرامية إلى تعبئة الموارد اللازمة لتنفيذ نتائج مؤتمر قمة ياوندي، وتعزيز القدرات الوطنية والإقليمية، بالتشاور الوثيق مع دول خليج غينيا والمنظمات الإقليمية ذات الصلة والجهات الأخرى كيانات الأمم المتحدة."	1
"وفي نهاية الجولة الرابعة من المفاوضات في أواخر تشرين الثاني/نوفمبر، ظلت مواقف الأطراف بشأن القضايا الرئيسية دون تغيير."	1
"ويؤكد المجلس استعداده لاتخاذ إجراءات ضد أي طرف يسعى إلى تقويض عملية السلام، بما في ذلك عن طريق عدم احترام وقف الأعمال العدائية أو عن طريق إعاقة المحادثات أو حفظ السلام أو المساعدات الإنسانية."	0
"&quot;ويقر مجلس الأمن بالإنجازات الهامة التي تحققت في مكافحة الإرهاب، ويقر أيضا بوجود ثغرات في المكافحة الشاملة لهذه الآفة، ويحث جميع الدول الأعضاء ومنظومة الأمم المتحدة على معالجة هذه الثغرات، ويشدد على ضرورة ضمان أن تكون مكافحة الإرهاب يبقى أولوية على الأجندة الدولية."	1
"ويعتبر التعبير الذي يتم التلفظ به بطريقة من شأنها أن تصل إلى عدد كبير من الأشخاص بمثابة تعبير منطوق علناً."	0
"وفي الوقت نفسه، يسلم المجلس بأن الممثل الخاص للأمين العام، بمساعدة مستشارين مدنيين، يمكن أن يقوم بدور تنسيقي رئيسي في تقديم المساعدة الإنسانية، وإعادة إرساء النظام العام، وتشغيل المؤسسات العامة، فضلا عن مثل إعادة التأهيل وإعادة الإعمار وبناء السلام، مما يؤدي إلى تنمية مستدامة طويلة الأجل."	1
"وأعرب المجلس أيضا عن اعتزامه، عند إنشاء أو تعديل أو مراجعة ولاية أنظمة الجزاءات ذات الصلة، النظر في إدراج أحكام تتعلق بأطراف النزاع المسلح التي تشارك في أنشطة تنتهك القانون الدولي المعمول به فيما يتعلق بحقوق وحماية الأطفال في النزاعات المسلحة. صراع."	1
"وتشمل هذه تمويل الحملات الانتخابية، والأنشطة الانتخابية، والنظام العام، والوصول إلى وسائل الإعلام، وإساءة استخدام الموارد الحكومية لأغراض سياسية."	0
"54 - الحالة في تشاد وجمهورية أفريقيا الوسطى والمنطقة دون الإقليمية (27 آب/أغسطس 2007؛ 8 أيار/مايو 2009)."	0
"تاريخ الميلاد: 27 يناير 1959"	0
"&quot;ولا يزال مجلس الأمن يشعر بقلق بالغ إزاء انعدام الأمن والأزمة الإنسانية الكبيرة المستمرة في منطقة الساحل، والتي يزيد من تعقيدها وجود الجماعات المسلحة، بما في ذلك الحركات الانفصالية والشبكات الإرهابية والإجرامية، وأنشطتها المتزايدة، فضلا عن استمرار انتشار الأسلحة من داخل المنطقة وخارجها مما يهدد السلام والأمن والاستقرار لدول هذه المنطقة، ويؤكد في هذا الصدد أهمية تنفيذ جميع قرارات مجلس الأمن ذات الصلة بما في ذلك تلك المتعلقة بحظر الأسلحة."	1
"وإذ يكرر كذلك التزام الدول الأعضاء بمنع تحركات الجماعات الإرهابية، وذلك بوسائل منها فرض ضوابط فعالة على الحدود، والقيام، في هذا السياق، بتبادل المعلومات على وجه السرعة، وتحسين التعاون بين السلطات المختصة لمنع تحرك الإرهابيين والجماعات الإرهابية من وإلى من أراضيها، وتوريد الأسلحة للإرهابيين والتمويل الذي من شأنه أن يدعم الإرهابيين،"	1
"ولا تزال معدلات وفيات الأمهات والأطفال مرتفعة للغاية، كما أن التغطية العامة بالتطعيم منخفضة (السل: 30 في المائة؛ شلل الأطفال: 22 في المائة؛ الحصبة: 24 في المائة)."	0
"9 - يطلب إلى لجنة مكافحة الإرهاب، بالإضافة إلى التقرير المطلوب في الفقرة 8، أن تقدم تقريرا شفويا، عن طريق رئيسها، كل 180 يوما على الأقل إلى المجلس عن العمل الشامل للجنة والمديرية التنفيذية للجنة مكافحة الإرهاب، وحسب الاقتضاء، بالتزامن مع التقارير المقدمة من رئيسي اللجنة المنشأة عملا بالقرار 1267 (1999) واللجنة المنشأة عملا بالقرار 1540 (2004)، ويشجع عقد جلسات إحاطة غير رسمية لجميع الدول الأعضاء المهتمة؛"	1
"وتظل هذه الأسلحة سلاحًا خطيرًا ومتعدد الاستخدامات، كما أنها السبب الرئيسي وراء سقوط ضحايا من المدنيين في العديد من الهجمات الإرهابية التي تشنها الجماعات المنتسبة إلى تنظيم القاعدة."	0
"ولذلك فإنني أدعو جميع الأطراف والجهات الفاعلة إلى الالتزام الكامل بالقرارات 1559 (2004) و 1680 (2006) و 1701 (2006). وسأواصل جهودي من أجل التنفيذ الكامل لهذه القرارات وجميع قرارات مجلس الأمن الأخرى المتعلقة بلبنان."	1
"وبموجب الفقرات 1 و 2 و 7 من القرار 1844 (2008)، فرض المجلس تدابير محددة الهدف (حظر السفر، وتجميد الأصول، وحظر محدد الأهداف على الأسلحة) على الأفراد والكيانات الذين حددتهم اللجنة."	0
"29 - وتشجع اللجنة المديرية التنفيذية على مواصلة تحليلها للقضايا الإقليمية والمواضيعية، بما في ذلك لغرض إحاطة اللجنة وعموم الأعضاء، مع مراعاة الوضع العالمي المتطور والتركيز على المواضيع الرئيسية مثل استخدام وإساءة استخدام الأسلحة الكيميائية. تكنولوجيات المعلومات والاتصالات الجديدة، وحماية حقوق ضحايا الإرهاب، والتحديات الناشئة في محاكمة الإرهاب، وتطوير شراكات استراتيجية مع الجهات الفاعلة غير الحكومية ذات الصلة (بما في ذلك مجموعات النساء والشباب والزعماء الدينيين ووسائل الإعلام والقطاع الخاص). وحماية البنية التحتية السياحية، والاختطاف مقابل الفدية، ومكافحة التطرف العنيف والجرائم التي تمول الإرهاب."	1
"وعلى وجه الخصوص، يتم تشجيع الدول على تعزيز الأمن المادي وإدارة المخزونات، وتدمير الفائض والمتقادم من الأسلحة الصغيرة والأسلحة الخفيفة، وضمان وضع علامات على جميع الأسلحة الصغيرة والأسلحة الخفيفة وقت تصنيعها واستيرادها، وتعزيز الرقابة على الصادرات والحدود ومراقبة الوساطة. أنشطة."	1
"وبموجب الفقرة 8 من القرار نفسه، كلف المجلس اللجنة بتحديد الأفراد والكيانات التالية: (أ) المشاركة في أعمال تهدد السلام أو الأمن أو الاستقرار في الصومال أو تقديم الدعم لها؛ (ب) تصرفوا بشكل ينتهك الحظر العام والكامل على توريد الأسلحة؛ و (ج) عرقلة إيصال المساعدة الإنسانية إلى الصومال أو وصولها."	1
"وإذ يضع في اعتباره مطالبة الشعب اللبناني بالكشف عن جميع المسؤولين عن التفجير الإرهابي الذي أودى بحياة رئيس الوزراء اللبناني الأسبق رفيق الحريري وآخرين ومحاسبتهم،"	0
"4 - طوال فترة ولايته، أطلع فريق الرصد لجنة مجلس الأمن المنشأة عملا بالقرار 751 (1992) على أنشطته من خلال تقديم تقارير مرحلية كل أسبوعين عن طريق الأمانة العامة للأمم المتحدة ومن خلال تقديم إحاطة منتصف المدة في الأمم المتحدة. المقر الرئيسي في نيويورك في يوليو 2005."	1
