"es_en_TRANSOFMERS"	"MatConf"
"81. Briefing by the President of the African Union (31 May 2006; 31 May 2006)."	0
"(d) Political and military leaders operating in the Democratic Republic of the Congo who recruit or use children in armed conflict in violation of applicable international law;"	1
"I was gravely concerned that, shortly after the withdrawal of its troops, military assets and intelligence apparatus, the Syrian Arab Republic prevented trucks coming from Lebanon from entering its territory."	1
"In this regard, countries and organizations in the region have a special responsibility."	0
"1. Articles 2.3, 2.4 and 94.1 of the Charter of the United Nations"	0
"Problems also remain in the education sector."	0
"Progress on President Kabila's request for the Mission to assist in the training, equipping and collegialization of 20 police units, or the equipping of 3 military police battalions, is limited owing to the lack of supplementary support from donors to provide the necessary core equipment (see my report of 30 March 2010 (S/2010/164)."	0
"The Secretary-General said that the United Nations response to post-conflict challenges in Libya should be proactive and effective, while also sensitive to the complex needs and desires of the Libyan people."	0
"(d) To adopt a victim-centred and human rights-based approach to trafficking in persons, in particular by recognizing the right of victims to remain in the country and by giving them access to legal protection and basic services such as medical treatment, education and employment opportunities equivalent to those accorded to their own citizens."	0
"According to witnesses, villagers fled north into a wooded area about 5 kilometres from the village."	1
"To be held on Tuesday, 13 September 2005, at 10.15 a.m."	0
"For example, in Western Darfur, rebel forces attacked a police station in Tongfuka in October 2003."	1
"62. Complaint by Cuba (17 September 1973; 18 September 1973)."	0
"7. Decides to remain seized of the matter."	0
"MINURCAT continued to carry out all operational tasks under its mandate, such as maintaining a rapid response capacity, protecting forces and keeping abreast of the situation around cantonment areas."	1
"Acting for this purpose in accordance with Chapter VII of the Charter of the United Nations,"	0
"A group of six inspectors left the Canal Hotel in Baghdad at 0830 hours and arrived at the Medical School of Mustansiriyah University in the Qadisiyah quarter of Baghdad."	0
"In this regard, we are very concerned about the prevailing security situation in Afghanistan, which has deteriorated since last year as a result of the remaining Taliban subversive activities and Al-Qaida elements, clashes between warlords and drug trafficking."	0
"Idlib :: On 6 November 2014, Syrian regime warplanes attacked the town of Mouqa with a missile, killing five people, including one girl and two women, and damaging residential buildings."	1
"Both countries were declared Ebola-free zones on 17 and 20 October, respectively."	0
"The Group saw three four-wheel drive Mitsubishi L-200 vehicles registered with FANCI at Abidjan airport in August 2005, travelling through the military base with personnel and equipment."	1
"Stressing that terrorism can be defeated only through a sustained and comprehensive approach involving the active participation and collaboration of all States and international and regional organizations in curbing, weakening, isolating and neutralizing the terrorist threat,"	0
"The Council recalls the importance it attaches to ending impunity and providing justice for crimes committed in Darfur."	0
"1. The present report of the Security Council Committee established pursuant to resolution 2140 (2014) covers the period from 26 February to 31 December 2014."	0
"Among the different possibilities is the carrying out of a suicide bombing with explosives; an explosion carried out by remote control using frequencies other than those interfered by the devices or frequencies used by those same devices; an explosion carried out by remote control using the interference devices themselves; an explosion carried out by remote control from a Thuraya satellite phone, the only telephone company that has a satellite telephone network in Lebanese territory; an explosion carried out by means of a TNT cable circuit; or an explosion carried out by means of a circuit with another type of cable, such as a telephone line."	1
"(b) To work with States and the UNODC Terrorism Prevention Branch to promote best practices and facilitate capacity-building and training for members of the judiciary, law enforcement agencies and other relevant public officials with respect to request procedures and assistance in criminal investigations, legal assistance and extradition;"	0
"Sexist discrimination also takes the form of imposing on women the payment of bribes or fines."	1
"The Commission has identified 14 members of the Janjaweed militias suspected of committing an international crime under the concept of illicit association."	1
"In this regard, and in accordance with the communiquÃ© of the Peace and Security Council of 25 November 2014, we call on the Commission and the countries of the region to redouble their joint efforts to mobilize the necessary international support, including the adoption by the United Nations Security Council of a resolution supporting the establishment and deployment of the joint multinational task force, as well as the establishment of a trust fund."	0
"To be held on Thursday, 25 April, at 10.30 a.m."	0
"Public Notice No. 327 was published in Diario Oficial No. 17226 of 9 April 2002 and by virtue of that notification two entities were added to the Consolidated List (SC/7331 of 15 March 2002)."	0
"The Los Palos report identified problems in relations between ex-combatants and new recruits."	1
"Research shows that when external interventions in internal conflicts do not lead to a rapid military victory, they are likely to result in longer internal conflicts."	1
"Collaboration with women's organizations and national Governments in support of post-conflict constitutional, electoral and legislative reform processes; institutional capacity-building of national systems for women in post-conflict areas."	0
"All these developments have had a negative impact on the progress and results achieved in the areas of peace, security, reconciliation and stability in general."	1
"Authorization or co-authoring of international crimes"	1
"They can train combatants, plan their activists in innovative ways and carry out attacks. Lashkar-e-Tayyiba (QE.L.118.05) continues to provide specialized training to terrorists, including in the manufacture of improvised explosive devices. Al-Qaida in the Arabian Peninsula (AQPA) (QE.A.129.10) remains an important source of technological innovation."	1
"The Centre also emphasizes the prohibition and blocking of Internet sites containing extremist material and regulation in this area."	1
"Criticism of the work of the Council and the Committee in this area risks extending to the entire Al-Qaida and Taliban sanctions regime and should not undermine the universal support it has enjoyed so far."	1
"E. Post-conflict reconstruction and rehabilitation;"	0
"When the bombing ended, the Janjaweed attacked the village, destroyed the houses and looted the property."	1
"The porosity of borders and the weakness of State structures in southern Libya have created an environment conducive to the increased presence and activities of terrorist groups in the Sahel."	1
"Repeated attacks against foreign diplomats in Benghazi and Tripoli testify to that presence."	1
"Illegal association for the commission of international crimes"	1
"(b) To prevent the entry into or transit through its territory of such persons, on the understanding that nothing in this paragraph shall oblige a State to refuse entry into or require the departure from its territory of its own nationals and that this paragraph shall not apply where entry or transit is necessary for judicial proceedings or where the Committee determines, for each particular case, that entry or transit is justified, including where this relates directly to support for Afghan efforts to promote reconciliation;"	1
"The staffing of the component will be increased in line with these requirements."	0
"Some persons had been detained for more than 11 months without having been charged, without access to a lawyer or without being able to communicate with their family."	1
"In this regard, I would like to stress that the Council:"	0
"Under the district electoral system, the country's 12 administrative districts and two electoral districts will be formed into electoral constituencies."	0
"The fact that the massacres perpetrated by Government forces and the Janjaweed appear to have systematically targeted the Fur, Masalit, Zaghawa and other politically motivated African tribes indicates the discriminatory nature of the killings and can therefore be described as persecution as a crime against humanity."	1
"B. Dispersal of militia groups in Ituri"	1
"Official position: Air Force Chief of Staff"	0
"Concerned that foreign terrorist fighters increase the intensity, duration and insolubility of conflicts and may also pose a serious threat to their States of origin, the States through which they transit and the States to which they travel, as well as to neighbouring States in areas of armed conflict where foreign terrorist fighters operate and are affected by serious security problems, and noting that the threat posed by foreign terrorist fighters may affect all regions and Member States, including those away from areas of conflict, and expressing grave concern that foreign terrorist fighters use their extremist ideology to promote terrorism,"	0
"The group spent approximately three and a quarter hours in its work."	0
"Organized crime, deeply rooted in political and social life, together with extremism, endangers the very foundations of the principles and values that we are trying to infuse into the new institutions that have been established there and to make our efforts useless."	0
"While the Team and many States consider that the term âweapons and related materials of all typesâ (resolution 1735 (2006), para. 1 (c)) applies equally to military and civilian explosives and improvised explosives, some have pointed out that it would be impossible to prohibit the supply of explosives for civilian purposes or materials used in the manufacture of homemade bombs."	1
"If he replaces Nyangoma on the basis of his statutes, I will certainly invite him."	0
"A possible obstacle to effective procedural safeguards by the Office of the Ombudsman is the possibility of confidentiality considerations preventing the name of the designating State from being made known to the petitioner and to the States concerned in the case."	1
":: Electronic tracking apparatus - creating a legal regime for the use of this investigative technique;"	0
"Approximately 12.5 per cent of the assets will be donated to the Government of Chad."	0
"8. Rehabilitation of crop programmes (wheat and barley);"	0
"The father stated that six Arab men who raped his 25-year-old daughter in front of him, his wife and minor children were found during the escape attempt."	1
"The indication they give their followers is that they attack wherever they can and when they can."	1
"Many people were subjected to horrible ill-treatment and many others were summarily executed."	1
"In short, rape is a physical sexual invasion perpetrated without the consent of the victim, i.e. by force or coercion, such as that caused by fear of violence, intimidation, detention or the use of coercive circumstances."	1
"It found in particular that Government forces and militia had perpetrated indiscriminate attacks, including the killing of civilians, torture, enforced disappearances, destruction of villages, rape and other forms of sexual violence, looting and forced displacement throughout Darfur."	1
"Final claims in April 2010. Judgement expected in October 2010"	0
"8. Jurisdiction of the appellate instance"	0
"Yemeni officials informed the Team that about 30 per cent of the abductions in Yemen were by AQAP."	1
"Unless I hear any objection, I shall put the draft resolution to the vote now."	0
"Parties and their youth wings induce children to participate in demonstrations that may become violent, and the police sometimes respond with excessive force."	1
"The situation in the India/Pakistan subcontinent (see S/10435, S/10462, S/10471 and S/10479)."	0
"Hizbullah's maintenance of a considerable complex military capability beyond the control of the Government of Lebanon effectively creates a climate of intimidation and constitutes a fundamental challenge to the security of Lebanese civilians and the Government's monopoly on the legitimate use of force."	1
"Through the Community Monitoring initiative, UNMIK has strengthened its links with local communities."	0
"According to some estimates, more than 700 villages in the three Darfur states have been totally or partially destroyed, and the Commission was also informed that the police had assessed the destruction and recorded the number of villages destroyed by more than 2,000."	1
"Since arriving in Nairobi on 27 May 2005, my Special Representative has stressed to the leaders of the subregion and other stakeholders the need to establish a coordinated approach to dealing with Somali leaders and to urge them to engage in dialogue and refrain from military action to resolve differences in the transitional federal institutions. On 10 June, he met in Kampala with President Yoweri Museveni of Uganda and on 29 June had discussions with President Ismail Omar Guelleh of Djibouti and with the Executive Secretary of IGAD in Djibouti."	0
"In order to respond to that request by the Security Council, the Committee expects the Executive Directorate to submit for consideration by the end of November 2009 a first update of the study on the global implementation of resolution 1373 (2001)."	0
"A key issue of interest to both parties concerns the de-listing of Taliban from the Consolidated List established pursuant to resolutions 1267 (1999) and 1333 (2000), which is a matter of the Committee's exclusive competence."	0
"It had sunk due to bad weather conditions near the coast of Somalia in July 2013 after mechanical failure and the pirates had since retained the surviving crew members on land."	1
"The interlocutors met again on 27 July in Abu Dhabi."	0
":: On 16 November 2014, ISIL executed 17 people at the Tabaqa market in Ar-Raqqa after being accused of espionage and collaborating with regime forces."	1
"(Summit resolution 451/21, adopted on 30 March 2009)"	0
"B. Evaluation of my Personal Envoy"	0
"When a State makes a request, it is examined by the Security Service and the Minister of the Interior before submitting it to Parliament for consideration."	0
"The situation in Côte d'Ivoire."	0
"To be held on Friday, 21 October 2011, at 3.15 p.m."	0
"According to available information, on 4 September, LRA attacked the villages of Bodo and Nahu in Western Equatoria, killing eight people and abducting two children, one of whom later escaped."	1
"At that time, hundreds of thousands of Kosovo Albanians had returned to Kosovo and begun to rebuild their lives; most Kosovo Serbs had fled their homes; Kosovo was a society where suffering and destruction prevailed for all communities; the economy was in ruins."	1
"9. Requests the Secretary-General to make arrangements to support the work of the monitoring mechanism, as an expense of the Organization and from a United Nations Trust Fund established for this purpose, affirms that this Trust Fund will be established by the Secretary-General, encourages States to contribute to the Fund and to provide, through the Secretary-General, personnel, equipment and services to the monitoring mechanism, and also requests the Secretary-General to keep the Committee established pursuant to resolution 1267 (1999) regularly informed of financial arrangements in support of the mechanism;"	0
"(1) The offender shall be punished by imprisonment for a term of 3 to 10 years or confiscation of property:"	1
"Financial institutions must require the identification of all their clients, in any type of business relationship (Article 16), and, if such identification does not exist, the consequence must be the refusal to carry out the transaction (Article 18)."	0
"According to another participant, the opportunity to work on the Council was a unique and intense life experience that changed the way the world looked."	0
"This has hampered the investigation, as it has been impossible to determine the origin of the explosives, which could lead to the authors."	0
"The planned civic service programme, which should absorb a total of 20,000 ex-combatants and 20,000 youth at risk, has not yet been implemented."	0
"Lieutenant General Ahmed reminded the Council that the Force Commanders currently led more than 90,000 troops out of a total of 105,000 uniformed personnel, and that this figure is likely to increase in the immediate future."	1
"According to these reports, the United Nations arms embargo continues to be violated and the flow of arms into the country has intensified."	1
"There is near-absolute unanimity that the problems of Afghanistan cannot be resolved exclusively by military means."	0
"There were also reports of further desertions of former integrated CNDP elements, as well as refusals by elements of integrated armed groups to accept redeployment."	1
"No prominent Al-Qaida leader has received formal and complete religious training and the same applies to most of his sympathizers."	0
"All parties to the conflict have abducted people, but it is not known how many."	1
"The Council expresses its deep concern that civilians continue to constitute the majority of the victims of violence committed by parties to armed conflict, as a result of deliberately targeted attacks, the indiscriminate and excessive use of force and sexual and gender-based violence."	1
"To be held on Tuesday, 15 June 2010, at 10 a.m."	0
"(c) Operation and maintenance of essential services (SAR 110,700);"	0
"There have been no notable changes in the operational status and capabilities of Hezbollah, which, according to its own leaders, has more than 12,000 missiles."	1
"2. Real property 217 - 218 56"	0
"Nor were they able to explain the export processes."	0
"The note proposes that the Security Council initiate a formal âstrategic reviewâ process to explore how the intersection of cross-border crime and terrorism can affect its conflict prevention and resolution efforts, particularly in Africa, and to review the tools at its disposal to reduce the strategic space that cross-border crime provides to terrorist groups."	0
"Several incidents during the reporting period indicate friction between CIS peacekeeping forces and the Georgian side, including the arrest of trucks belonging to CIS peacekeeping forces (see para. 17), the temporary detention of a CIS peacekeeping force soldier, the installation of electricity meters at CIS peacekeeping force checkpoints and a demonstration protesting against the presence of CIS peacekeeping forces in Georgia."	1
"On 12 November, another suicide bombing took place in a school in Kontagora, in the state of Niger, in which dozens of people were injured; on 25 November, two suicide girls killed more than 45 people in the market in Maiduguri; on 27 November, a bomb blast in the Maraba-Mubi area of Adamawa State killed at least 40 people; on 28 November, an attack on the central mosque in Kano left at least 120 dead and 270 injured."	1
"(h) To participate actively in and support all activities undertaken within the framework of the United Nations Global Counter-Terrorism Strategy, including those of the Counter-Terrorism Implementation Task Force, established to ensure overall coordination and coherence of counter-terrorism activities within the United Nations system, in particular through relevant working groups;"	0
"It has been reported that FDLR elements have been dispersed in South Kivu and that their ability to move freely through population centres and to attack civilians has been restricted; however, the attack capacity of FDLR cannot be underestimated, particularly given that FARDC has limited resources in the area, has little military training, suffers from a lack of discipline and, in addition, sometimes collaborates with FDLR commanders."	1
"Article 3 of the Constitution of that organization of 20 August 2003 sets out its objectives, including:"	0
"Acts of torture perpetrated by the civilian population"	1
"(b) Riyadh City (SAR 1,425,000)"	0
"The Ministry of Transport (Air Transport Section) is competent to monitor air traffic and the Ministry of Transport declares that there is virtually no air traffic from Iran to Belgium."	0
"(e) Pipeline Construction Co. US$30,564;"	0
"Mr. Sidikou stressed that, even though Al-Shabaab had suffered military setbacks, the group retained a considerable number of combatants and equipment, particularly in rural areas, and believed that this was probably intended to sustain a prolonged asymmetrical struggle."	1
"The Council also notes the mandate of the African Union-United Nations Hybrid Operation in Darfur (UNAMID) and BINUCA to cooperate and share promptly information regarding the regional threat posed by LRA."	0
"Claimant’s name: Mobile Telephone Systems Co."	0
"In the east of the Democratic Republic of the Congo, threats to the security of personnel caused by armed clashes and violent civil unrest, often exacerbated by political tensions, also remain a source of concern."	1
"Given the limits of the functions entrusted to it, the Commission has not been able to determine with certainty the number of civilian casualties in Darfur."	1
"European Convention on Mutual Assistance in Criminal Matters (ETS 30)"	0
"I am pleased to report that funds have been secured to establish a legal library in the custody of Rabouni refugees (see S/2007/619, para. 41)."	0
"The political debate is likely to intensify, as several elections-related appeals have already been submitted to the courts."	0
"(b) The social unrest linked to long-standing exclusion problems has contributed to constant protests and the emergence of political and armed groups in the south of the Terai plains, which have created new risks of displacement, death and recruitment for children;"	1
"To be held on Wednesday, 30 May 2001, at 10.30 a.m."	0
"Some of the issues discussed include the lack of a clear and well-defined sanctions policy, the lack of staff training, the establishment of a culture of sanctions enforcement at all levels of institutions and the overall effectiveness of monitoring technologies."	1
"77. The situation in Myanmar (15 September 2006; 13 July 2009)."	0
"2. Analysis and valuation 115 - 116 37"	0
"(b) Actively participate in the Counter-Terrorism Implementation Task Force, established to assist Member States in implementing the Global Strategy."	0
"The Committee was established pursuant to Security Council resolution 1518 (2003) of 24 November 2003 to continue to identify, pursuant to paragraphs 19 and 23 of resolution 1483 (2003), persons and entities whose funds or other financial assets or economic resources should be frozen and transferred to the Development Fund for Iraq."	0
"Torture, rape and other arbitrary cruelties committed by guards and other prisoners are widespread and enjoy total impunity."	1
"The Monitoring Group has obtained an audio recording from Tesfamicael in which it reveals, in March 2013, that several vehicles were delivered to Eritrea under the custody of the Department of Government Workshops in Asha Golgol."	0
"The decision to keep the names of those suspected of responsibility for the commission of international crimes in Darfur secret had three basic reasons, first of all, making the names of those persons known would be contrary to the basic principles of due process."	0
"Conceived as an internal mechanism to enhance expertise and coherence and contribute to activities related to the main work of the Executive Directorate, these clusters will initially be established in the following functional areas:"	0
"Seven States have formulated counter-terrorism strategies and established the institutions necessary to implement them."	0
"5. Measures common to paragraphs 1 to 4:"	0
"However, when crimes are committed systematically and on a large scale, as part of a pattern of criminal conduct, the responsibility of the superior is more serious."	1
"The commission is concerned that structures, laws and policies that violate the right to adequate food and not to starve continue to exist, which may lead to the recurrence of massive starvation."	1
"In addition, on 25 June, the Council of Eminent Persons presented to the Transitional Government a plan outlining priorities for the successful continuation of the transition: public security, justice, elections, political governance and economic measures."	0
"Opposition forces (of Mohamed Ibrahim Habsade) gained control of Baidoa on 26 or 27 March by overwhelmingly defeating the militias of President Yusuf and Sheikh Madobe."	1
"The Council calls upon Member States to increase their cooperation at the international and regional levels, based on common and shared responsibility, and their cooperation with UNODC and the International Narcotics Control Board, in order to address illicit production, demand and trafficking in drugs, and to identify emerging trends in drug trafficking."	0
"He also referred to the attack on the base of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) in Kidal on 7 October."	1
"The Séléka offensive against Bangui"	0
"Source: UNMIL and Panel of Experts."	0
"The Operation will also work with the Facilitator by encouraging the parties to reach an effective agreement on the control of stockpiled weapons, in accordance with the monitoring role assigned to UNOCI and the Licorne force in the Ouagadougou Agreement."	0
"6 October 2012 (YayladaÄi/Hatay): At 1430 hours a mortar shell fell in the area of responsibility of the BelengÃ¶z military border post."	1
"59. The Hyderabad question (16 September 1948; 24 May 1949)."	0
"Exhumations are carried out with the help of the international community."	0
"In the Hiraan region of central Somalia, heavy fighting on 7 and 8 July between the Galje'el and Jajele sub-clans of the Hawiye clan over land and water control in western Beletweyne resulted in 36 deaths and 70 injuries."	1
"That decision established from that date a ban on trade, economic, financial and transport relations, among others, with Abkhazia at the State level."	1
"Aware of the demand of the Lebanese people to identify and hold accountable all those responsible for the terrorist bombing that caused the death of the former Prime Minister of Lebanon, Rafiq Hariri,"	1
"The attack forced many civilians to seek refuge outside the village, the Sudanese Armed Forces suffered dozens of casualties and the SML/A seized a large number of weapons, ammunition, fuel and other supplies. On 29 September, there was another attack on the city of Tawilla itself, when police and Sudanese Armed Forces units entered the city and then into the Dali camp for internally displaced persons, adjacent to it, firing indiscriminately at civilians, without provocation."	1
"The execrable terrorist plan was completed on the morning of 18 March with another bombing in Aleppo. Takfiri terrorists, who support and support them and openly supply them with money and weapons, continue to carry out terrorist operations as part of the conspiracy directed against the Syrian Arab Republic, its people and its institutions."	1
"Other circumstances relating to the crime planning phase, such as the surveillance measures of Mr. Hariri undertaken by the Internal Security Forces and the intervention of Mr. Hariri's telephones by the Military Intelligence Service, should be borne in mind (see section entitled âIntervention of Mr. Hariri's telephonesâ)."	1
"He said that no one knew who had fired the helicopter, as the incident had occurred near Bentiu, where the armed parties were very close to each other."	1
"Demands that all parties put an end to violence, attacks on civilians, peacekeepers and humanitarian personnel and other violations of human rights and international humanitarian law..."	0
"While local cells are known to be involved in small-scale criminal operations, such as credit card fraud or drug trafficking, and the United Nations Office on Drugs and Crime has reported that groups operating on both sides of the Afghanistan-Pakistan border, the Islamic Republic of Iran and Uzbekistan levy transit taxes on those transporting drugs for the benefit of the Taliban, there is still little convincing evidence of large-scale involvement of terrorist groups in drug trafficking or other organized crime."	1
"S/AC.29/2003/1/Add.1"	0
"The report included a grim description of the situation in the region, characterized by more acts of violence and terrorism."	1
"However, the Panel has reclassified ITL 195,965,672 (USD 169,038) from this amount to loss of profits."	0
"The Government also cited its recognition of three cases of bombing by mistake, stating that it had compensated the victims of Habila, Umm Gozin and Tulo."	1
"Strongly condemns the recruitment and use of child soldiers by parties to armed conflict in contravention of their applicable international obligations and all other violations and abuses committed against children in situations of armed conflict."	0
"The involvement of Government forces in some of the attacks is extremely negative."	1
"Over the past six months, the deepening crisis in the Syrian Arab Republic has continued to affect Lebanon, further polarizing the political spectrum and raising concerns that unrest in the Syrian Arab Republic may have a negative impact on the stability of Lebanon."	1
"During the period under review, several members of opposition parties in Niger were arrested and subsequently released on bail."	1
"Despite recent progress, logistical, political and security constraints will severely hamper the planned demobilization and reintegration of 180,000 ex-combatants by the end of the Comprehensive Peace Agreement period."	1
"The Group of Experts travelled extensively through CÃ´te d'Ivoire, the subregion and elsewhere in order to assess compliance with the embargo and to establish follow-up measures that could be taken to enhance its effectiveness."	0
"16. The situation in the occupied Arab territories (4 May 1976; 13 July 1998)."	0
"At the time of writing, the Semlow and its crew are still being held captive, and those responsible for the kidnapping have demanded a ransom of US$ 500,000."	1
"2. The situation in Côte d'Ivoire."	0
":: On 5 November 2014, regime warplanes launched five air strikes in Kansfra in Idlib."	1
"The various factions of Jantantrik Terai Mukti Morcha, the Madhesi Liberation Tigers (Madhesi Mukti) and other armed groups have been involved in abductions, assassinations and acts of extortion and intimidation."	1
"On 9 November 2005, suicide bombers attacked three hotels in Amman, killing 60 people and injuring at least 115 people."	1
"According to the World Bank, nothing harms both the investment climate and the insecurity created by the armed conflict."	1
":: New identity documents issued"	0
"7. Expresses its firm determination to consider listing, pursuant to resolution 2161 (2014), individuals, groups, undertakings and entities associated with Al-Qaida that are financing, arming, planning, recruiting or otherwise supporting their actions or activities, including through information and communication technologies, such as the Internet, social media or any other means;"	1
"The obligation of the Sudan to compensate all crimes committed in Darfur by its agents and officials or de facto bodies should be considered in the light of this international legal norm."	1
"Moreover, as indicated below, destruction appears to have been systematically accompanied by the looting of valuable personal effects, cash and, above all, livestock."	1
"States have also strengthened the implementation of necessary measures against terrorism at the institutional level."	0
"In both cases, the militia forced the women at gunpoint to strip, raped and left them naked on the road."	1
"In Algeria, the Al-Qaida organization in the Islamic Maghreb (QE.T.14.01) continues to pose an active and dangerous threat not only to Algeria but also to the countries of the Sahel, in particular Mauritania and, more recently, Mali."	1
"To be held on Tuesday, 13 December 2005, at 3 p.m."	0
"Other tangible property - US$26,946,528"	0
"Following the usual consultations, I now intend to appoint Major General Carl A. Dodd of Ireland, Chief of Staff of UNTSO."	0
"During those three days, four of the girls were raped and one was sexually abused."	1
"Road or air travel can be dangerous."	0
"Report of the Secretary-General on the situation in the Central African Republic (S/2014/857)"	0
"b. Specified to operate in the band from temperatures below -54°C to above 125°C; and"	0
"Another current challenge is the political stalemate in the Transitional Federal Parliament."	0
"The Government should therefore continue to work with the private sector, political parties and civil society to adopt the necessary legislative and regulatory framework to promote private investment and take advantage of the opportunities for rapid job creation offered by HOPE II Act and other preferential trade agreements."	0
"This exacerbated tensions between the eastern and western districts and imbalances within the National Police."	1
"Descriptive formulation of agenda items to prevent several different items from dealing with the same subject."	0
"After a long clash with the crowd, Deputy Commander Babo disarmed six of the UIR's eastern agents and removed their shrapnel vests. They were escorted to the vehicles waiting for them."	1
"Special attention is paid to the security sector and the actions of the Government, the President and UNOTIL are also reviewed."	0
"Colonel Reis led PNTL agents on foot from his headquarters to the intersection of the Ministry of Justice, carrying the United Nations flag."	1
"As indicated above, various sources have confirmed that children wear uniforms and carry weapons."	1
"50. Even during the most acute period of famine, the State prevented the delivery of food aid by imposing conditions that were not based on humanitarian considerations."	1
"The evidence gathered by the Panel during this mandate does not support this conclusion."	0
"Between 20 October and 10 December 2014, regime helicopters dropped 1,125 barrel bombs, killing 603 civilians, including 129 children and 112 women."	1
"Affirming its support for the Personal Envoy of the Secretary-General for Western Sahara, Ambassador Christopher Ross, and his efforts to facilitate negotiations between the parties, welcoming the ongoing consultations with the parties and neighbouring States, and looking forward to his visit to the region, including Western Sahara, in the near future, in accordance with the communiquÃ© of the Informal Meeting on Western Sahara held from 11 to 13 March 2012,"	0
"The group looted premises and allegedly abducted some 44 inhabitants, two of whom were shot dead."	1
"Law and order problems continue to affect the precarious security situation in some areas of Katanga where the Transitional Government has not established effective security mechanisms for the protection of civilians."	1
"Prime Minister Seniora reached an agreement with the members of the second delegation, composed of Palestinian armed groups based in Damascus, to establish a follow-up commission to discuss all issues, including arms issues. On 13 October, the Lebanese cabinet, having unanimously endorsed the position of the Prime Minister, decided to establish such a commission, with the aim of resolving the issue of Palestinian weapons within the camps through dialogue."	0
"Inventory of such non-expendable property is maintained at historical cost;"	0
"No. 61/1996 (Act No. 284/2004 of 8 April 2004 in force since 1 September 2004 - new Anti-Money Laundering Act) provides that the Financial Analysis Unit may exchange information with foreign authorities having the same competence, either within the scope determined by an international treaty or on the basis of reciprocity."	0
"Nor did it provide any evidence of internal plans to reserve a specific production capacity to meet AlSalman’s orders."	0
"It was reported that a member of the parallel forces wearing a white T-shirt and accompanied by three police officers fired at the fleeing demonstrators."	1
"He cautioned that, if FDLR did not demonstrate a clear commitment by 2 January 2015, the Armed Forces of the Democratic Republic of the Congo (FARDC), with support from MONUSCO, would have to launch military operations to neutralize them."	1
"âThe Security Council underlines that stability and security remain central to the political and economic reconstruction efforts of the Transitional Government and the international community."	0
"While Al-Qaida has not developed as an organization and its leading leaders have failed to focus their supporters on key operational issues and have not been able to move them to take concrete action, as the Al-Qaida movement has continued to grow, inspired by a general message of resistance to real or imagined injustices."	1
"Al-Qaida will remain a residual threat for some time in Afghanistan and will also continue to have some influence on the rest of the world."	1
"As expected, the arrival of summer has led to an increase in the level of activity of opposing militant forces."	1
"Well-informed Somalis and others who have a deep knowledge of what is happening on both sides say, with regard to the possibility of a military confrontation, that it is not a question of whether, but of when."	0
"Congolese and foreign armed groups, as well as some FARDC elements, continued to attack civilians, including in acts of sexual violence."	1
"However, the effectiveness of controls could be greatly improved by increasing police patrols and acquiring detection equipment, particularly in view of the vulnerability of the subregion's borders."	1
"4. Intensify public awareness so that it does not show solidarity with FDLR residual elements."	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"2. Articles 14 and 15 of the Weapons of Mass Destruction Act 2005."	0
"Although the States of the subregion have the necessary legislation and institutions to suppress the illicit trafficking in persons, weapons and explosives, there are shortcomings in the practical implementation of measures to monitor and prevent illicit movement across borders."	1
"Overall, the Team has noted a high level of commitment to the work of the 1267 Committee and an encouraging general awareness of the list and measures."	0
"The movement of animals from the centre and south of the country to the northern region in search of pastures aggravated the situation."	0
"Other provisions of the Criminal Code could also apply, such as the collection of unauthorized weapons (art. 185) or the production, production and possession of prohibited means of combat (art. 185 (a):"	1
"In the case of public danger (article 179 of the Criminal Code), the preparation of such acts (e.g. obtaining components and constructing an explosive device to commit an attack under article 2, paragraph 1, of the Convention) is also an offence, even though the offender has not actually attempted to perpetrate the act yet."	1
"6. Forced transfer of civilian populations"	0
"As part of the efforts of the Division to recruit qualified experts to serve on sanctions panels and teams, and as is done annually, a note verbale was sent to all Member States in December to request the nomination of suitable candidates to serve on the Division's roster of experts."	0
"On 23 May, the vehicles were delivered to Rai Los, along with 31 PNTL Police Reserve Unit uniforms. On 24 May, Rai Los and his men, dressed in these uniforms, participated in the attack on F-FDTL soldiers carrying out patrol duties."	1
":: On 8 November 2014, regime fighter aircraft attacked the vicinity of Shahid Wasim Hasimou Hospital in Idlib and caused damage."	1
"The Convention on the Rights of the Child further requires States parties to undertake to protect children from all forms of sexual exploitation and abuse."	0
"The Abkhaz regime had spared no effort to legalize the imposition of demographic change as a result of ethnic cleansing and had created unsustainable living conditions for Georgian citizens who had returned to the Gali district."	1
"(15 March 2001)"	0
"The following day, market stalls were reburned in Talibessi and a PNTL member who was out of service in the area was attacked."	1
"The failed attempts by Aiman Muhammad Rabi al-Zawahiri to mediate internal conflicts between Al-Qaida and Jabhat al-Nusra (an Al-Qaida affiliate in Iraq), as well as the continuing fighting within Al-Shabaab, reveal the limits of Al-Zawahiri's authority."	1
"The Al-Rafidain Bank document indicates that no loss had been recorded as at 20 May 1993."	0
"Thirdly, the Taliban have suffered the death or detention of many middle-level leaders and some high-ranking leaders and, while there are many people who could take their place, the new commanders are younger and have less close ties to the Quetta Shura, which can therefore less control their conduct and have more difficulty asserting its authority over the movement as a whole."	1
"Acting for this purpose under Chapter VII of the Charter of the United Nations,"	0
