"","ar_en_DEEPL","MatConf"
"1327","69. These new ârecruitsâ have become what civilians and others refer to as âJanjaweedâ, a traditional Darfurian term for an armed bandit and outlaw on a horse or camel.",1
"1328","(c) To cooperate closely to implement fully the sanctions against terrorists and their associates, in particular Al-Qaida, the Taliban and their associates, as stipulated in resolutions 1267 (1999), 1390 (2002) and 1455 (2003), and to take urgent action to prevent them from obtaining financial resources to carry out their acts, and to cooperate fully with the Monitoring Team established pursuant to resolutions 1267 (1999), 1390 (2002) and 1455 (2003). 1267 (1999), 1390 (2002) and 1455 (2003), take urgent action to prevent them from obtaining the financial resources necessary for them to carry out their actions and cooperate fully with the Monitoring Group established pursuant to resolution 1363 (2001).",1
"1329","Subject to the availability of resources, provide staff with practical and operational tools to systematically integrate gender concerns into security sector reform work; implement the recommendations of the 2005 Forum on Gender and Governance in Africa, with a view to achieving the African Union's target of 30 per cent women in national assemblies.",0
"1330","According to witnesses, the villagers fled the village heading north towards a forested area 5 kilometers away from the village.",1
"1331","In May 2009 (see S/2009/504, para. 20) reaffirming the agreed benchmarks for the resumption by PNTL of its core policing responsibilities, as at 20 September, joint assessment teams comprising civilian and police representatives from the Government and UNMIT had completed the assessment of all 13 districts and 6 units.",0
"1332","Later in 2006, the General Assembly unanimously adopted the Global Counter-Terrorism Strategy, which was of great importance in reaffirming the collective commitment of the international community to address the threat of terrorism, which threatens everyone.",0
"1333","(c) Looting of private homes, businesses and other entities by Eritrean soldiers.",1
"1334","631. In particular, the Commission found that Government forces and militias under their control have in many instances attacked civilians and destroyed and burned villages in Darfur, in violation of the relevant principles and rules of international humanitarian law.",1
"1335","(e) Joint patrols with riot control units of the National Police to improve security in the event of civil unrest.",0
"1336","Item 13 equipment may be exported as part of a manned aircraft or satellite or in quantities appropriate for spare parts for manned aircraft.",0
"1337","The implications of Khalil Ibrahim's death for the Darfur peace process will only become clear with time.",1
"1338","Subparagraph 3 (d) and (e)",0
"1339","Two civilians were killed, four people sustained gunshot wounds, and two people sustained other serious injuries.",1
"1340","392. Based on the information available to the Commission, it appears that looting by the Janjaweed, mainly in the context of attacks on villages, has been carried out on a large scale and condoned by the Government of the Sudan through a culture of impunity and direct support to the Janjaweed.",1
"1341","No injuries were reported, but the aircraft was punctured by bullets. On January 31, 2005, an AMIS patrol investigating ceasefire violations in the Shangil Tobay area came under fire in the vicinity of craters that appeared to substantiate allegations of shelling in the area.",1
"1342","Work began in August and September at 17 of the 19 planned sites.",0
"1343","It is important to note that some of these armed groups may obtain their weapons from within the Democratic Republic of the Congo itself, as noted by the Secretary-General in his nineteenth report to the Security Council on the United Nations Organization Mission in the Democratic Republic of the Congo (S/2005/603).",1
"1344","For example, states in the Sahara region have found it difficult to deal with mobile terrorist training camps run by AQIM (QE.T.14.01).",1
"1345","The training of the new recruits is scheduled to be completed in the coming months and will bring the detachment's strength to about 1,000 officers.",0
"1346","These attacks and provocations have indirectly obstructed humanitarian access at times.",1
"1347","of the Security Council and on the stage reached in their consideration",0
"1348","This interpretation is justified by the basic principles of international criminal law, which provide for individual criminal responsibility when a person commits a crime himself, as well as when he participates in other forms of criminal behavior.",1
"1349","34. The Authority expresses its appreciation to the African Union and the United Nations for their multifaceted support to the region's efforts to reach a peaceful solution.",0
"1350","63. To this end, the Security Council may wish to consider taking decisive action against those who attempt to obstruct the implementation of these and other key provisions of the Pretoria Agreement, in particular by imposing the targeted sanctions provided for in Security Council resolution 1572 (2004).",1
"1351","This is the only mechanism established by the resolution through which certain factual information and findings in a particular case can be disclosed outside of the Office of the Ombudsperson and the Committee.",0
"1352","9. And one more thing, my Abkhaz brothers, we are not alone.",0
"1353","9. Requests the SecretaryGeneral to continue to report regularly, and at least every three months, on the situation in the Democratic Republic of the Congo and on the activities of MONUC, and to provide the Security Council with the same regularity with specific updates on the military situation.",0
"1354","44. The Joint Human Rights Office continued to investigate alleged violations of human rights and international humanitarian law committed by armed groups and national security forces.",0
"1355","In that battle, the soldiers who were wounded were taken to Barm for medical care.",1
"1356","117. Acts of terrorism and incitement are complex manifestations of criminal behavior.",1
"1357","Other trends include the increasing use of false identity papers to obtain legitimate and secure travel documents, the increased use of the Internet and other communications technologies (both to incite terrorist acts and to recruit new elements), and the new phenomenon of terrorists operating alone or in small cells.",1
"1358","In addition, the review provided useful data on the impact of the sanctions regime showing which individuals and entities are most and least affected by the sanctions regime, either because they are geographically outside the exercise of State control or because other factors undermine the application of the regime.",1
"1359","The victim was taken from the group, blindfolded, pushed to the ground on her back and raped.",1
"1360","Moreover, the disappearance of Mr. Abu Adass on January 16, 2005 was not explained in a manner consistent with the notion that he intended to carry out a suicide bombing a month later.",1
"1361","Five people were killed and ten were seriously injured.",1
"1362","Enabling a leading and pivotal role for the Arab private sector in joint economic action.",0
"1363","Civilians were often forcibly displaced as a result of the attack.",1
"1364","500 g or less but more than 15 g of plutonium",0
"1365","The crew members were then forced to sign contracts prepared by a company in Mombasa that included a clause stating that they agreed to work in a country at war, namely Somalia.",1
"1366","IED incidents often result in large numbers of civilian casualties, widespread destruction of infrastructure, and disruption of the economy of entire communities.â",1
"1367","(b) There was no coordination between all the security agencies present at the crime scene.",1
"1368","8. The situation in Somalia (March 17, 1992; January 28, 2010).",0
"1369","The Central Bank Organization Act, including the Banks and Financial Institutions Act, addresses all financial regulations in Papua New Guinea.",0
"1370","The Panel believes that the objective of the survey is appropriate.",0
"1371","We condemn in the strongest terms the brutal attack this morning on the shrine of Imams Ali al-Hadi and Hassan al-Askari in Samarra, and we share the outrage of the Iraqi people over that crime. It is yet another orchestrated attempt by terrorists to sow discord and ignite sectarian strife among the people of Iraq.",0
"1372","1. National General Maritime Transportation Company",0
"1373","6. Recalls the obligations mentioned in operative paragraph 2 (e) of resolution 1373 (2001), and recalls in particular those relating to terrorist attacks against United Nations personnel, peacekeepers and installations.",0
"1374","(g) Al Manbaa Drilling Company (United Arab Emirates): nil.",0
"1375","Twenty-nine percent of the applications considered so far have been approved, bringing the number of names registered in the civil registry to more than 930,000.",0
"1376","The bombing attack in Aleppo on the morning of March 18 was a continuation of this bloody terrorist scheme. Takfiri terrorists and those who stand with them and openly support them with money and weapons continue their terrorist acts in implementation of a conspiratorial plan targeting Syria, its people and its institutions.",1
"1377","3. Also recalls that media equipment and installations constitute civilian objects, and in this regard shall not be the object of any attacks or reprisals, unless they are military objectives.",1
"1378","The frequency of attacks is increasing, including rocket-propelled grenade attacks, and there are large numbers of potential recruits.",1
"1379","Most countries do not have domestic refugee legislation and only three countries have ratified the 1951 Refugee Convention.",0
"1380","The Council expresses deep concern at situations in which armed forces and groups persist in committing violations and abuses against children exposed to and affected by armed conflict and post-conflict situations in disregard of applicable international law and relevant Council resolutions.",1
"1381","From the standpoint of international criminal law, these violations of international humanitarian law undoubtedly constitute large-scale war crimes.",1
"1382","This includes those identified as central to the indoctrination and recruitment of suicide bombers.",1
"1383","All countries in the subregion are members of the International Criminal Police Organization (INTERPOL) and have established INTERPOL National Central Bureaus.",0
"1384","UNFICYP has also identified certain military assets that are underutilized and can be repatriated without jeopardizing the mission's ability to conduct operations.",1
"1385","Anti-Money Laundering and Countering the Financing of Terrorism Enforcement Guidelines",1
"1386","22. Almost a third of the documented cases involved children under the age of 15.",0
"1387","A. Description: Ra Ki Aung-soo is an official at Tanchon Commercial Bank.",0
"1388","343. The Commission interviewed a number of eyewitnesses who confirmed that, following joint attacks by Government soldiers and Janjaweed in the area, approximately 30,000 people were detained in Kailek, Southern Darfur, for a period of about 50 days.",1
"1389","139. One such group is the National Movement for Reform and Development. On June 6, the movement issued a statement stating that it was not a party to the April ceasefire agreement between the Government, SLM/A and JEM and that it would fight against the Government.",0
"1390","V. Implementation of the phased approach in three phases",0
"1391","(b) Prevent the entry into or transit through their territories of such individuals, provided that nothing in this paragraph shall oblige any State to refuse entry into or require the departure from its territories of its own nationals; provided that this paragraph shall not apply where entry or transit is necessary for the conduct of judicial proceedings or where the Committee determines, on a case-by-case basis only, that entry or transit is justified.",1
"1392","At present, the risk of defection is low because the central government is weak, but this could change if the Afghan authorities can build capacity and reform their notorious corruption and incompetence.",0
"1393","October 5-6, 2012 (Yayladagah/Hatay): At approximately 1430 hours, a mortar shell landed in an area within the area of responsibility of the BelingÃ¶z Military Border Post.",1
"1394","One country cited a wide-ranging counter-radicalization plan, adopted in 2006, that aims to combat radicalization while also protecting democratic values.",0
"1395","The progress made has been real, even miraculous, due to the determination of the people of this country.",0
"1396","Reaffirming that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that any acts of terrorism are criminal and unjustifiable, regardless of their motivation, whenever and by whomsoever committed.",0
"1397","Boko Haram has exploited the porous border between Nigeria and Cameroon and kidnapped foreign nationals in Cameroon.",1
"1398","36. In the Gambia, opposition groups protested against Government authorities for not holding alleged perpetrators of human rights violations accountable. On 4 November, the former Chief of Army Staff, General Lang Tamba, and six co-accused appealed to the Supreme Court against the death sentence for treason and conspiracy handed down by the High Court in July 2010 and upheld by the Court of Appeal in October 2012.",1
"1399","To be held on Friday, October 17, 1999, at 10.45 a.m.",0
"1400","19. In Libya, the collapse of State control following the fall of the Qadhafi regime in 2011, coupled with ineffective border control and weapons stockpiling, led to the development of a major illicit arms market in the country, which has fueled conflict both internally and in the greater Sahel region.",1
"1401","The guards watched the victims with whips in their hands, which they used to control and humiliate them.",1
"1402","Fayed Mohammed Ali Al-Ayadhi",0
"1403","Item 13 equipment may be exported as part of a manned aircraft or satellite or in quantities appropriate for spare parts for manned aircraft.",0
"1404","All equipment has been categorized according to the system established by the General Assembly, and a list of redundant equipment has been prepared for sharing with other peacekeeping missions.",1
"1405",":: Honorary doctorate from Baku State University, Azerbaijan: Honorary Doctorate from Baku State University, Azerbaijan, 2005",0
"1406","2 Hegaz Street - Heliopolis - Cairo",0
"1407","One battalion and sufficient resources for a headquarters are required to: Secure Kalemie airport; provide a secure environment for the electoral process; monitor the arms embargo at the airport and ports on Lake Tanganyika-Muba; prevent the movement of armed elements from South Kivu into Katanga; monitor Mayi-Mayi in northern and central Katanga and encourage them to join the integration or disarmament, demobilization and reintegration process; and provide an evacuation capability for MONUC and other United Nations personnel located in northern Katanga and Xays.",1
"1408","129. Beyond the immediate scope of the sanctions measures, delegations expressed particular interest in sharing their experiences on the reintegration of terrorists into society.",0
"1409","The subjective element or mens rea lies in the accomplice's knowledge that his or her actions assist the perpetrator in committing the offense.",1
"1410","President al-Bashir's June 19, 2004 pledge to disarm the Janjaweed was intended to apply only to the bandits, not to the Popular Defense Forces, the People's Police, or other tribesmen armed by the state to fight the rebels.",0
"1411","Samira Ahmad al-Sahli, a 53-year-old nurse from Yarmouk camp, was arrested by Syrian regime forces on June 11, 2014 because of her medical work. Her family learned that she died under torture in a regime detention center on November 8, 2014.",1
"1412","42. The position paper candidly describes some of the difficulties that characterize the situation faced by the Government: âThe army of CÃ´te d'Ivoire, in self-defense, was only responding to the attacks by the aggressors and for the purpose of liberating the territory of CÃ´te d'Ivoire and ensuring the safety of persons and property.",1
"1413","6. Current armed conflicts are the leading cause of people fleeing their homes and are currently the most common cause of food insecurity.",1
"1414","A comparison of income and expenditure for the financial periods 2004/05, 2006/07 and 2008/09 is shown in figure I.",0
"1415","VIII. Cross-cutting issues in the Mission",0
"1416","However, these sites still need to be protected. While the willingness of KFOR to continue its protection of religious sites is of fundamental importance, a durable solution cannot be built on military forces.",1
"1417","75. In the conflict in Darfur, the Government faces resistance from at least two organized armed rebel groups, the Sudan Liberation Movement/Army (SLM/A) and the Justice and Equality Movement (JEM).",1
"1418","Although terrorist activities are not specifically mentioned as a frequent occurrence, they are certainly a concern, as many of the factors mentioned above have the potential to ignite terrorist acts in the region.",1
"1419","Due process is, after all, just that: a process.",0
"1420","However, to date, there has been no permanent solution to this issue.",0
"1421","Almost half of these people are still missing, and many are feared to have been killed.",1
"1422","187. With a few exceptions, there are no military justifications related to any specific activity by the rebel forces for the reported incidents. This reinforced the impression among observers that the civilian population was knowingly and deliberately targeted in order to achieve common or specific objectives and interests of the Government and the Janjaweed militia.",1
"1423","The report covers developments since my previous report on MINURCAT, dated 30 July 2010 (S/2010/409), on the security and humanitarian situation in eastern Chad and the north-eastern Central African Republic; progress in the implementation of the tasks and benchmarks set out in paragraphs 2 and 3 of Security Council resolution 1923 (2010); and the implementation of the Mission's mandate, including preparations for its withdrawal.",0
"1424","The Committee considers that the cases of torture that occurred could therefore amount to a crime against humanity and, given the discriminatory nature of the attacks, the cases of torture could also involve the crime of persecution as a crime against humanity.",0
"1425","All of these places are located in predominantly Christian neighborhoods.",0
"1426","Gender Adviser based in the UNAIDS Regional Support Office for Eastern and Southern Africa providing advice on policy and technical aspects of mainstreaming women and HIV/AIDS issues into national AIDS programs.",0
"1427","(a) The Maoist army recruited a large number of children prior to the signing of the Comprehensive Peace Agreement.",1
"1428","First, it should be understood that terrorism is a crime that cannot be justified under any circumstances, but it is also a manifestation of grievances that are expressed in an inhumane, hateful and abhorrent way.",0
"1429","In the area of combat operations, the principle of proportionality remains a highly subjective standard, based on a balance between the expectation and anticipation of military gain and the actual loss of civilian life or destruction of civilian objects.",1
"1430","The parties committed to the Preliminary Agreement on Presidential Elections and Inclusive Peace Talks in Mali, signed on June 18, 2013 in Ouagadougou, namely the Arab Movement of Azawad, the Coordination of National Resistance Movements and Forces and the Coalition of People for Azawad.",0
"1431","The Abkhaz regime spares no effort to legitimize the demographic situation it has forcibly changed through ethnic cleansing and the creation of unbearable living conditions for Georgian citizens returning to the Gali region.",1
"1432","To be held on Monday, November 29, 2010, at 10 a.m.",0
"1433","24. Law and order issues continue to contribute to the fragile security situation in some parts of Katanga, where the Transitional Government has not been able to establish effective security mechanisms to protect civilians.",1
"1434","There is general agreement that the escalation coincides with the intensification of the internal armed conflict between the government and the two rebel movements: Sudan Liberation Movement/Army (SLM/A) and the Justice and Equality Movement (JEM).",1
"1435","A Framework for Countering the Threat of Foreign Terrorist Fighters",0
"1436","- On December 12, 2014, 200 soldiers belonging to regime forces surrounded the al-Fayyad neighborhood in Jablah city, not allowing anyone to enter or leave the neighborhood.",1
"1437","However, it will take some time for the new arrangements to come into effect.",0
"1438","(f) In carrying out its mandate, the Committee is assisted by the Counter-Terrorism Committee Executive Directorate (CTED), within the policy guidance of the plenary of the Committee.",0
"1439","38. Encourages all Member States, in particular designating States and States of residence or citizenship, to submit to the Committee additional identifying and other information with supporting documentation on listed individuals, groups, undertakings and entities and other information, including updates on the operational status of listed entities, groups and undertakings, the movement, incarceration or death of listed individuals and other relevant facts, as such information becomes available.",0
"1440","(c) Strengthening the Security Council Subsidiary Organs Branch and the Electoral Assistance Division.",0
"1441","Convinced also that a political settlement of the conflict would help to combat and facilitate the elimination of the scourge of terrorism and related activities that persist in the region.",1
"1442","(g) The commander of the armed forces cannot be held criminally responsible for the shooting of national police officers by F-FDTL soldiers after the 25 May ceasefire.",1
"1443","Emphasizes that international law contains provisions prohibiting attacks knowingly and intentionally directed against personnel engaged in a humanitarian assistance or peacekeeping mission carried out in accordance with the Charter of the United Nations, which, in situations of armed conflict, constitute war crimes, and recalls the need for States to end impunity for such criminal acts.",1
"1444","(b) Staff members of the Mechanism may also be staff members of the ICTY or ICTR.",0
"1445","Many countries have also moved to strengthen the role and effectiveness of their judiciaries, which are essential to ensure that terrorist threats are addressed in a way that respects the rule of law.",0
"1446","Although the ban has been enforced through tighter border controls, citizens are still taking the risk of fleeing, mainly to China.",1
"1447","On substantive grounds, national judicial authorities raise one or both of the following arguments to defeat claims for reparations: First, the right to reparations, as contained in international humanitarian law, is not self-executing, and only the victim's home state has this right directly; and second, a peace agreement bars individual claims.",0
"1448","In other words, victims perceive their attackers as people who belong to another hostile group.",1
"1449","(a) Visit of the Group of Experts to Abidjan",0
"1450","a. Spacecraft (single or multiple), including satellites.",0
"1451","I also took note of the recent increased presence and engagement of the Lebanese Armed Forces in areas where Palestinian armed groups are present.",1
"1452","The last (unconfirmed) supplies were received on May 1 and 3, 2001 by Antonov 12.",0
"1453","128. Another method favored by Al-Qaida is to recruit and deploy operatives who are unknown to any law enforcement or security agency, making it easier for them to travel with little difficulty and obtain work or study visas. As a more secure method, they claim the loss of any documents containing potentially incriminating visa stamps in order to obtain a new replacement for the lost document.",1
"1454","Reiterating its strong condemnation of the attacks on the African Union-United Nations Hybrid Operation in Darfur (UNAMID) and its call on the Government of Sudan to promptly investigate these attacks and bring the perpetrators to justice, reiterating also its request to all parties in Darfur to cooperate fully with the mission, and reaffirming its deepest condolences to the Governments and families of those killed.",0
"1455","In addition, the International Committee of the Red Cross (ICRC) reported 3,476 outstanding cases of missing persons in Kosovo, about 600 of whom are ethnic Serbs and Roma.",1
"1456","10. The situation in Georgia (October 8, 1992; October 9, 2008).",0
"1457","17. The situation in the Great Lakes region (November 1, 1996; July 21, 2011).",0
"1458","78. Sheikh Yusuf Indohaadde is in charge of the Lower Shabelle local administration and acts as governor.",0
"1459","152. The above-mentioned case was striking, but the Panel noted other unreported examples of the importation of such vehicles for military use.",1
"1460","The concept of preparing baseline inventories by conducting a small arms survey in the early stages of project development is now taking hold and has proven to be effective in project development and evaluation.",0
"1461","We note that in his report (S/2008/728), the Secretary-General expresses concern about the security situation in the eastern Democratic Republic of the Congo.",0
"1462","Condemns the use of the [national radio and television station] and other media to incite discrimination, hostility, hatred and violence, including against [the United Nations mission concerned], as well as acts of intimidation and violence against journalists, and calls for the lifting of all restrictions on the exercise of the right to freedom of expression in [the country concerned].",0
"1463","In Nyakundi, well over 2,000 people were reportedly killed; residents fled into the forest.",1
"1464","For example, in a unique initiative, the UN Fact-Finding Mission on the Gaza Conflict utilized public hearings as part of its investigative methodology to ensure an inclusive process, allow victims' voices to be heard in cases where they had not previously been heard, and support their rights to truth and access to justice.",0
"1465","âThe Security Council also recalls the heinous terrorist attacks of September 11, 2001 in New York, Washington, D.C., and Pennsylvania, and the many other attacks perpetrated by the Al-Qaeda network around the world.",1
"1466","3. Daoud Agha-Jani, Head of the Pilot Fuel Enrichment Plant (Natanz)",0
"1467","(b) Loss at project sites 235 - 238 56",0
"1468","The first was a white pickup truck carrying three men in military uniforms armed with M16s and the second was a red pickup truck carrying between 15 and 20 armed men, some in military uniforms and others in civilian clothes.",1
"1469","2. The situation in the Middle East.",0
"1470","One case was reported from Dalba in West Darfur stating that the victim was beaten to death.",1
"1471","These alliances allow it to undertake broader efforts to destabilize the African continent.",1
"1472","Letter dated 13 May 2008 from the Chairman of the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated individuals and entities addressed to the President of the Security Council",0
"1473","More broadly, the Internet has enabled al-Qaeda and its affiliates to disseminate propaganda to a global audience and thereby initiate the indoctrination of potential recruits, including by attracting them to al-Qaeda-affiliated websites.",1
"1474","2. The situation in the Great Lakes region",0
"1475","At the 5289th and 5290th meetings, the President, with the consent of the Council, invited the representative of Serbia and Montenegro, at his request, to participate in the consideration of the item without the right to vote.",0
"1476","13. Members of the diplomatic and consular corps of countries accredited to the Republic of Yemen, subject to reciprocity.",0
"1477","محطة NBC News الأمريكية الصحفي الأمريكي أيمن محي الدين - بتاريخ 17 كانون الثاني/ يناير 2012",0
"1478","1. The first consultative meeting on ending the transition was held in Mogadishu from September 4 to 6, 2011.",0
"1479","âThe Security Council further calls on the Government of the DRC to continue implementing its action plan to prevent and halt the recruitment and use of children, as well as to prevent and halt all acts of sexual violence against children by the FARDC.",1
"1480","2. International Covenants on Human Rights",0
"1481","On November 30, 2014, regime warplanes fired a missile at a commercial street in Hatla village in Deir Ezzor, killing 12 people, including five children and four women, and wounding 11 others. The shell destroyed six shops and three houses.",1
"1482","The average price rose to $178 per carat by mid-August 2008.",0
"1483","Recalls the conclusions endorsed by the Security Council Working Group on Children and Armed Conflict in [the country concerned] ..., calls upon all parties to cease grave violations and abuses against children in [the country concerned], and urges the Government ... to prepare and implement a concrete, practical and time-bound action plan to halt the recruitment and use of children, and requests the Secretary-General to continue to engage in dialogue with the Government ... in this regard, and reiterates its request to the Secretary-General to strengthen the child protection component of [the mission] and to ensure continued monitoring and reporting on the situation of children in [the country concerned].",0
"1484","(b) Strengthen their ability to freeze terrorist funds and assets without delay, by developing national âfreezingâ mechanisms that complement regional frameworks.",1
"1485","Ratified by Venezuela on July 7, 1983.",0
"1486","::: Assistance in providing a device to detect forged documents. ::: Training.",0
"1487","âThe Security Council recalls that the International Criminal Court's arrest warrants for Joseph Kony, Okot Odhiambo and Dominic Ongwen on charges of, inter alia, war crimes and crimes against humanity, including murder, rape and the recruitment of children through abduction, have yet to be executed and calls upon all States to cooperate with the Ugandan authorities and the International Criminal Court to execute these warrants and bring to justice those responsible for these atrocities.",1
"1488","He presents a new message accompanied by video footage of Mustafa Abu al-Yazid, alias Sheikh Saeed, head of Al-Qaida in Afghanistan, with Taliban leaders; excerpts from bin Laden's letters; television news stories; audio clips of prominent heads of state and government, including many from Arab countries; CIA officials; NATO officials; counter-terrorism experts; Muslim clerics; scholars; journalists; lawyers; and Western supporters of Al-Qaida.",0
"1489","International law also prohibits indiscriminate attacks on civilians, meaning any attack on areas or places where both civilians and combatants may be present that is not directed at a specific military objective, or an attack using methods or means of warfare that cannot be directed at a specific military objective.",1
"1490","Import-export of weapons: Monitoring and controlling smuggling",1
"1491","6. Comprehensive screening of all hand luggage.",0
"1492","52. The state has also used deliberate starvation as a means of control and punishment in detention facilities.",1
"1493","In response, the Mission's Department of Justice established a joint working group with the institution-building component to examine the report and devise ways to implement its recommendations.",0
"1494","585. There is no doubt that the alleged crimes documented in Darfur meet the requirements of the Rome Statute in Articles 7(1), 8(1) and 8(2)(f).",1
"1495","Residents of these neighborhoods have been subjected to violence and beatings at the hands of security forces.",1
"1496","Once again, Egypt is calling for an immediate halt to Israeli attacks on the Gaza Strip.",0
"1497","8. Together with donors and other relevant partner organizations, the Executive Directorate will strengthen its regional and subregional approaches to undertake initiatives that have been initiated or planned in the areas of preventing the misuse of the non-profit sector for the financing of terrorism, the illegal cross-border movement of cash and other negotiable instruments, strengthening the counter-terrorism capacity of police officers and prosecutors, effective border control and management and enhancing cooperation between relevant subregional entities.",0
"1498","The Operation's military component will continue to implement its new concept of operations and collaborate with the Licorne force to assist the parties in implementing the Facilitator's proposals for the reintegration of Forces nouvelles personnel into the national police and the army and prepare contingency plans for possible stabilization interventions to prevent violence aimed at disrupting the peace process.",1
"1499","Martin Pires was also the organizer of another failed attempt during the Caribbean Forum Summit, in the Dominican Republic, in August 1998.",0
"1500","UNODC's Maritime Crime Program continues to support countries in the region that are prosecuting piracy, including Kenya, Mauritius, Seychelles and the United Republic of Tanzania.",0
"1501","552. It is clear from the presentation of the violations described in the first part of the present report that serious violations of human rights and humanitarian law were committed on a large scale by Government forces or Government-controlled militias.",1
"1502","268. It is clear from the Commission's findings that the rebels are responsible for attacks on civilians that constitute war crimes.",1
"1503","The spread of misinformation has exacerbated identity-based discrimination and stigmatization, sparking violence within and between communities.",1
"1504","Collaborate on the development and implementation of a gender-sensitive HIV/AIDS policy in the areas of training, codes of conduct, HIV detection, civil-military cooperation, resource information, and best practice materials; integrate an HIV/AIDS policy into the Department of Peacekeeping Operations and strengthen the capacity of peacekeeping operations (including incoming staff) to address HIV/AIDS.",0
"1505","The group's other major success is its survival, but its ranks are dwindling, and over time, its key leaders will be arrested or killed.",1
"1506","The results of the explosion simulation experiment deny what happened at the time of the ship's sinking.",0
"1507","Resource constraints continue to severely hamper the effectiveness of Mali's transnational organized crime units, although a UN police transnational organized crime cell is co-located with Malian counterparts.",1
"1508","While each refugee or IDP's situation is unique, displacement and statelessness exacerbate gender inequalities and exacerbate the discrimination and hardship faced by women and girls.",1
"1509","4. The Financial Intelligence Unit (FIU) became operational in the early 1990s. It was established by legislation enacted to address the growing problem of money-laundering by organized criminal groups, and the legislation was amended in 2002 to address the suppression of terrorist financing. âCash dealersâ are required to disclose the identity of their customers, keep records of customers and customer account activity for at least seven years after account closure, and report to the FIU on large cash transactions (in excess of $7,000), suspicious transactions, and instructions for transferring funds into or out of the country.",0
"1510","France strongly condemns these attacks and calls on all parties to exercise maximum restraint.",0
"1511","Many of the reports relate to the abduction of women.",1
"1512","Led by Ambassador Jorge Voto-Bernales (Peru)",0
"1513","In Indonesia, Jemaah Islamiah appears to have moved from large vehicle-borne improvised explosive devices (VBIEDs) consisting of commercial or conventional explosives (potassium chlorite, sulfur, and aluminum powder mixed with a fuse of a substance such as trinitrotoluene (TNT)) as used in the first bombing in Bali in October 2002, to a more target-oriented approach where individuals carry smaller bombs into the target area, as seen in the second attacks in Bali in October 2005.",1
"1514","Among them was a 15-year-old boy arrested in November 2004 in Nyala, North Darfur, when he was returning home from work.",1
"1515","The first such event took place on July 7, 2001, on the occasion of the opening ceremony of the Mereb River Bridge donated by the government of the Netherlands, and later at a joint Ethiopian-Eritrean press conference held on August 9, also on the Mereb River Bridge.",0
"1516","In most cases, victims attributed acts of sexual violence to the Janjaweed; however, in several incidents, government soldiers allegedly participated with the Janjaweed.",1
"1517","In addition, the rains are blocking road access to various parts of the region.",0
"1518","(i) Losses, damages and claims of subcontractors and suppliers.",0
"1519","Despite tightened legal and practical controls, artisans and family businesses making small arms and light weapons still have a presence throughout the region.",1
"1520","The Monitoring Team notes that in paragraph 5 of resolution 1526 (2004), the Security Council urged States to establish internal requirements and procedures for reporting cross-border currency movements based on applicable thresholds.",0
"1521","344. One eyewitness described the horrors of detention in the area designated by the detainers for women and young girls in Kailek as follows:",1
"1522",":: Import systems and customs data on diamond imports: Import systems and customs data on diamond imports.",0
"1523","29. There are also important positive developments. When the armed conflict ended in 1999, there was an almost complete lack of economic structures and legislation.",1
"1524","The government's armed forces later confiscated the villagers' weapons.",1
"1525","These militias are believed to operate primarily under the cloak of tribal organization.",1
"1526","of the United Kingdom of Great Britain and Northern Ireland addressed to the Secretary-General",0
"1527","The Council calls upon Member States to intensify their international and regional cooperation, based on the principle of common and shared responsibility, as well as their cooperation with the United Nations Office on Drugs and Crime and the International Narcotics Control Board, in order to combat illicit production, demand and trafficking of drugs and to identify emerging trends in drug trafficking.",0
"1528","The Council emphasizes the importance and urgency of re-establishing justice and the rule of law in post-conflict societies, not only to overcome past injustices, but also to promote national reconciliation and help prevent future conflicts.",0
"1529","What distinguishes this category of crimes from war crimes is that it is not concerned with isolated or sporadic violations, but with violations that (a) may occur in time of peace or armed conflict peace or armed conflict and (b) constitute widespread or systematic atrocities (or attacks) against a civilian population.",1
"1530","Attempts to launder money or finance terrorist acts using these new payment methods have already been detected. However, countries are struggling to put in place legislation and regulatory systems that are appropriate for these rapidly evolving payment methods.",1
"1531","The evaluators were unable to examine the impact of the restructuring of the FARDC, which is still ongoing.",0
"1532",":: Attacks on the civilian population or individual civilians not taking direct part in hostilities: Attacks on the civilian population or on individual civilians not taking direct part in hostilities.",1
"1533","Develop a gender action plan in the Department to integrate gender perspectives into conflict prevention, peacekeeping and peacemaking activities.",0
"1534","The victims were buried several days after the attack in the areas surrounding Kalbas.",1
"1535",":: Attacks on buildings, materials, medical units, transportation and personnel using the distinctive emblems described in the Geneva Conventions, consistent with international law Attacks on buildings, materials, medical units, transportation and personnel using the distinctive emblems set forth in the Geneva Conventions, consistent with international law.",1
"1536","The car was not in a completely upright parking position, as evidenced by the force of the blast, which impacted the red Ford that was likely waiting directly in front of the Mitsubishi.",1
"1537","But Eritrea's provocative activities have not been limited to declarations of war.",1
"1538","Flowing from one side of the border to the other were mobile groups of young warriors - regional warriors - who saw the war primarily as an economic opportunity.",1
"1539","On the morning of May 24, eight armed forces soldiers on a surveillance patrol in the hills were attacked and surrounded by a group of armed men from a higher position.",1
"1540","The meeting was called to order at 11:25 a.m.",0
"1541","Speech by Mr. Amr Moussa, Secretary-General of the League of Arab States at the opening session",0
