"ar_en_GOOGLE"	"MatCoop"
"Emphasizing the importance of Member States designating terrorist groups pursuant to the provisions of relevant resolutions and strictly implementing existing measures, as an important preventive measure in combating terrorist activity,"	0
"While access to the database is currently limited to law enforcement agencies, it is clear that its importance continues to increase as the number of countries providing information increases."	1
"233. The Committee recommends that prosecutors have access to police and investigative personnel and a sufficient number of administrative, translation and research personnel, as well as the necessary logistical support."	1
"Those conclusions were published as documents S/AC.51/2010/1 and S/AC.51/2010/2, respectively."	0
"22. On 25 August, a statement attributed to General Laurent Nkunda, one of the main perpetrators of the Bukavu crisis of May 2004, in which he threatened to bring down the transitional Government, was published in Goma."	0
"Following the end of the field mission, UNHCR established a post-mission protection entity in Conakry for a period of three months to provide support and advice to people whose safety may be at risk and to prevent retaliation."	1
"After a few days, local sheikhs persuaded her to stop, and she left the compound."	0
"He informed councilors that all necessary steps have been taken and will continue to be taken to arrest the perpetrators as quickly as possible."	0
"Malaysia and Namibia: draft resolution"	0
"In March 2009, when the arrest warrant for President Omar al-Bashir was issued, some speculated that this judicial order issued against the still-executing head of state of Sudan would undermine the prospects for implementing the 2005 Comprehensive Peace Agreement."	0
"This symposium, which was held at the United Nations Headquarters in New York, allowed participating prosecutors to learn about common challenges in prosecuting those accused of committing terrorist acts and to share success stories in effectively bringing terrorists to justice while ensuring respect for the rule of law and human rights."	1
"The team reports on the progress made by the international community in restricting the movement of terrorists and their supporters, including the recent joint initiative between the International Criminal Police Organization (INTERPOL) and the Security Council that resulted in an international bulletin, with the identity, description, photographs and fingerprints of persons on the Consolidated List."	1
"9 - Begin removing mines from the column sites."	0
"In implementation of the plan, the two intend to unify the various militias under their control and equip and train them in Far Far (Ethiopia) and Wajid (Bakool Region)."	1
"I have requested that the United Nations Integrated Peacebuilding Office in the Central African Republic continue its efforts to support the Government in its efforts to secure bilateral assistance to build the capacity of its national forces."	1
"Not all countries have included the principle of extradition or trial in their domestic laws in accordance with what is stipulated in international counter-terrorism instruments."	1
"The newly established Mine Action Coordination Center works to improve available information on mine proliferation and response, improve the safety of United Nations personnel working in the field, and provide technical and material support to mine action programs in Western Sahara."	1
"258 - As stated above, various human rights provisions in international humanitarian law relate to the protection of civilians during armed conflict."	1
"The systems, processes and mechanisms necessary to manage these institutions and enable them to fulfill their roles as defined in legislation are currently largely in place, including the National Police and the Timorese Armed Forces."	0
"Urges Member States, pursuant to the United Nations Program of Action on Small Arms and Light Weapons, to prevent, combat and eliminate the illicit trade in small arms and light weapons and to take effective measures, including through conflict settlement and the adoption and implementation of national legislation, in accordance with responsibilities It is the responsibility of States under relevant international law to limit the illegal sale of small arms to parties to armed conflicts that do not fully comply with the provisions of applicable international law related to the rights and protection of children during armed conflicts."	1
"The Assistant Secretary-General also provided an update on vehicles, materials and equipment seized by armed opposition groups in recent incidents with the force."	1
"All countries in this subregion are members of the International Criminal Police Organization (INTERPOL) and have established National Central Bureaux of INTERPOL."	1
"396. However, thanks to its investigations, the Commission was able to collect more important information regarding cases of enforced disappearance."	1
"Recognizing the need for civilian and military leaders, in accordance with the principle of command responsibility, to demonstrate commitment and political will to prevent sexual violence, combat impunity and enforce the principle of accountability, and that failure to do so could suggest that acts of sexual violence during conflict are tolerated,"	1
"- Pledges to strengthen coordination with the Peacebuilding Commission, and looks forward to the 2010 review of the Peacebuilding Commission and recommendations on how to further strengthen its role;"	0
"As a result, all but one case was settled."	0
"He called on the Somali leadership to intensify efforts to implement the road map and adhere to August 2012 as the deadline for implementing the transition."	1
"They informed the mission that a draft amnesty law covering political prisoners detained in Serbia would be submitted to the Parliament of the Federal Republic of Yugoslavia as soon as possible."	1
"In this regard, the Kingdom of Morocco fulfilled all its duties at the time, in particular by releasing detained individuals, including Algerian military personnel, and by providing all the clarifications requested by the International Committee of the Red Cross regarding the allegations of disappearance."	1
"The government seeks to obtain the necessary funding for the program from its annual budget and from support provided by donors."	0
"With the exception of the ports of San Pedro and Abidjan, the other ports and coastline lack the necessary infrastructure to import large quantities of weapons and military equipment."	1
"The Monitoring Team has not learned of any cases of arrest of listed individuals at the border since the issuance of the Team&#39;s last report, and the Committee has not received any reports in this regard."	1
"Letter dated 29 January 2009 addressed to the Secretary-General from the Chargé d&#39;Affaires a.i. of the Permanent Mission of the United Republic of Tanzania to the United Nations"	0
"(h) Laws relating to the use of symbols (including sect symbols) and relating to official holidays."	0
"116- The Monitoring Group continues to view the travel ban as one of the important sanctions against Al-Qaeda and the Taliban, noting at the same time the ingenuity shown by terrorists who attempt to cross national borders without being detected."	0
"4 - Urges the Executive Directorate to continue strengthening its role in facilitating the provision of technical assistance in the implementation of resolution 1373 (2001) with a view to increasing the capabilities of Member States to combat terrorism by meeting their needs in this area;"	1
"Third: Approval of the final voter list"	0
"159 - This set of customary rules regulating internal armed conflicts appeared in the international community and was supported by various elements."	1
"(b) Free access to all places and facilities relevant to the work of the Committee;"	1
"On 23 August, the Vice-Chairman of the Security Council Committee established pursuant to resolution 1718 (2006) submitted to the Council his 90-day report on the work of the Committee."	1
"These considerations do not apply to the Petrolube case."	0
"In this regard, we express our full readiness, in consultation with the United Nations, to contribute to the strengthening of the United Nations Integrated Mission, in particular by establishing a rapid reaction force from among troop-contributing countries with strong rules of engagement and means, in accordance with the UNMIS Intervention Brigade model. To achieve stability in the Democratic Republic of the Congo, and to deploy it in northern Mali in order to contribute to the fight against armed terrorist and criminal groups and to facilitate the successful completion of efforts to stabilize that part of the country."	1
"The prosecution has finished presenting its case in both cases."	0
"The Committee continues to monitor and assess the changing nature of the threat posed by Al-Qaida and its associates to international peace and security, and to adapt its operational approach accordingly in order to ensure an effective and efficient response to these threats."	1
"But it cannot mean giving up obligations to those who wish to return home and who need support to achieve their ambitions. This policy cannot be a substitute for current policies, but rather should complement them."	1
"In the majority of countries visited by the Committee, crisis management plans need to be strengthened to ensure the availability of evidence, prevent casualties from any explosions following the main explosion, and ensure appropriate evacuation in the event of a major terrorist attack."	1
"18 - Reiterates that peacekeeping and special political missions can, when mandated by the Council, provide Governments of host countries with capacity-building assistance, as requested, to implement their obligations under existing global and regional instruments and to address the illicit trade in small arms and light weapons , including through weapons collection, disarmament, demobilization and reintegration programmes, enhancing physical security and stockpile management practices, strengthening record-keeping and tracking capacities, developing national export and import control systems, improving border security and strengthening the capacities of judicial, police and other law enforcement agencies;"	1
"The reserve also supports formed police units deployed in the region."	1
"It has become clear, as noted above, that counter-terrorism measures are most effective when implemented in the context of a broad strategy that includes attention to the factors that contribute to extremism, including ensuring the prevention of those involved in recruiting terrorist groups or inciting terrorist acts. Or discourage them from doing so."	1
"35 - In mid-March, Brigadier General Ruak announced the retroactive demobilization of 594 soldiers, effective March 1."	1
"Eighth - cross-cutting issues in the mission"	0
"(i) Facilitating research into areas covered by the three resolutions that require further study, including analysis of trends and methods of terrorism at the global and regional levels, and analysis of counter-terrorism measures;"	1
"Emphasizing that strengthening dialogue and expanding understanding among civilizations, in an effort to prevent indiscriminate targeting of various religions and cultures, and to address unresolved regional conflicts and global issues in their full scope, including development issues, contribute to achieving international cooperation, which is necessary in itself, To continue the fight against terrorism on the broadest possible scale,"	0
"However, he believed - and another speaker agreed - that Council initiatives should do more than create coherence in their subsidiary bodies and aim for system-wide coherence within the United Nations when important issues, such as the fight against terrorism, were at stake."	0
"In the opinion of the Secretary-General, these credentials meet the conditions."	0
"However, it is necessary to enhance the frequency of reporting in general with a view to gathering fuller and updated information on the progress made towards the full implementation of the resolution."	1
"The sites range from those created to promote specific individuals, such as Shamil Basayev in Chechnya, or specific groups, such as Lashkar-e-Taiba in Pakistan, to those intended to justify Al-Qaeda-related terrorism in general, such as Voice of Jihad, or those that provide terrorist training, such as Al-Battar. ."	0
"The Special Court for Sierra Leone, the first war crimes court since the Nuremberg trials to be based in the country where the atrocities occurred, is determined to prioritize public awareness and dissemination of justice."	1
"95. The establishment of the joint special notices between INTERPOL and the United Nations Security Council has required unusually close cooperation between the two organizations over the past year, as well as agreement between the General Assembly, INTERPOL and the committee established by resolution 1267 (1999)."	1
"He also reported that the United Nations Disengagement Observer Force continued to monitor the violent clashes that broke out between the Syrian armed forces and armed opposition elements, as well as air strikes launched by the Syrian armed forces, within the buffer zone and the arms control zone."	0
"The participants&#39; travel and accommodation costs were borne by the governments or sponsoring organizations in their respective countries."	0
"132. Pending the Committee and INTERPOL deciding the best way forward, the Group hopes that the INTERPOL database will provide additional information on the identity of individuals included in the Consolidated List."	1
"On January 17, the ministry had analyzed and approved 128 out of 140 municipal budgets."	0
"Progress achieved in the removal of these weapons by States Parties in whose territories Syrian chemical weapons destruction activities are being conducted"	1
"The Executive Directorate noted, even in these countries, that the government&#39;s interest is in four main areas: strengthening border control systems; Building the capacity of criminal justice systems to ensure the rule of law; Improving coordination and information exchange among relevant national agencies; and strengthening cross-border institutional cooperation with neighboring countries - which appears to have an impact on counter-terrorism capabilities. This applies even when development in other sectors remains relatively limited."	1
"At the port of departure an advance is paid to the agent who arranges for the issuance of a summary of the vessel at the port of arrival."	0
"In Eastern and Southern Africa, the Organization supports the National Customs Enforcement Network, which enables countries to record and analyze information on shipments and suspicious persons (including aspects relevant to counter-terrorism)."	1
"The Security Council notes that United Nations multidisciplinary assessment teams can, with the consent of host States, provide assistance and support in the separation of combatants from civilians."	1
"As of June 23, more than 1.1 million people had crossed the Libyan border into Tunisia, Egypt, Niger, Algeria, Chad and Sudan."	0
"The Ministry of Justice established a specialized cell on the redeployment of justice and prison authorities, with technical assistance from the United Nations Operation in CÃ´te d&#39;Ivoire, in order to facilitate the process of redeployment of police, justice and prison authorities."	1
"34 - The presence of Palestinian armed groups outside the camps remains a challenge to Lebanon&#39;s ability to exercise full sovereignty over its territory."	0
"4. The ninth session of the Coordination Council, originally scheduled to meet on 30 July, has been postponed indefinitely."	0
"Civil defense vehicles, the fire brigade, and the Red Cross rushed to the area and worked to put out the fire, collect the bodies, and transport the wounded to hospitals."	1
"âThe Security Council encourages the relevant United Nations bodies, in particular the Counter-Terrorism Executive Directorate, to focus increased attention, in close cooperation within the framework of the Implementation Task Force, on resolution 1624 (2005) in their dialogue with Member States to develop, in accordance with their obligations under International law, strategies include confronting incitement to commit terrorist acts motivated by extremism and fanaticism, and facilitating the provision of technical assistance for their implementation."	0
"77. As part of UNODCâs efforts to strengthen regional cooperation, the Office, in conjunction with the Global Counter-Terrorism Forum, organized a conference on regional cooperation in criminal matters in the Maghreb and Sahel regions, in Casablanca, Morocco, from 16 to 18 April. April 2013."	1
"UNDP and its implementing partners have made arrangements to provide reintegration services to an additional 7,219 ex-combatants upon their demobilization."	1
"23 - One State made efforts to combat extremism among fighting groups and supported the production of publications by these groups that confronted extremist ideologies. These leaflets, including one denouncing Al-Qaeda, were distributed internationally, including on websites."	0
"While we are aware of the challenges that implementation tasks will face, we believe that sustainable development cannot be achieved in the region without effective institutions based on good governance and the availability of the necessary resources that can only be available under security and stability."	0
"The provisions of the law also apply to foreigners."	0
"The measure of success for a hybrid court must be the legacy it leaves on the people most affected by the crimes committed, in this case Sierra Leone."	1
"The Organization of Islamic Cooperation calls for an end to the Israeli military occupation of the Palestinian Territory, including East Jerusalem, and to the illegal actions carried out by the occupying Authority, which have claimed thousands of civilian lives, caused widespread destruction and exacerbated the social, economic and humanitarian suffering of the Palestinian people in violation of of international law, including international humanitarian law and international human rights law."	0
"56. The Mission&#39;s Sexual Exploitation and Abuse Policy Team is finalizing the UNOCI Code of Conduct on Sexual Exploitation and Abuse and participating in the National Network on Sexual Exploitation and Abuse."	1
"9 - Decides that the 1540 Committee will continue to intensify its efforts to advance the full implementation by all States of resolution 1540 (2004) through its program of work, which includes collecting information related to the status of Statesâ implementation of resolution 1540 (2004) and the advocacy, dialogue, assistance and cooperation efforts undertaken by States and studying that information in general. ; In particular, it addresses all aspects mentioned in paragraphs 1, 2 and 3 of that resolution, which include (a) accountability, (b) physical protection, (c) border controls and law enforcement efforts, (d) national controls on exports and transit shipments, Including controls on the provision of funds and services such as financing such exports and transit shipments; It includes, as needed, specific priorities for its work, taking into account its annual review on the implementation of resolution 1540 (2004) which is promised with the assistance of the Group of Experts before the end of each December;"	0
"The parties informed their constituencies, including Malian refugees residing in Mauritania and Niger, of the content of the document."	0
"Fourth - re-extending state authority"	0
"79. The mission asked about reports indicating the existence of a mass grave in Bouake containing the remains of dozens of executed members of the gendarmerie."	0
"As we have always emphasized, that position does not involve pre-judging the essence of the issue; Rather, it is a firm call to give both justice and the political process a chance."	0
"The implementation of these bans has also benefited from the poor reputation of the targeted persons, making them more vulnerable to being identified and less likely to travel under a false identity."	1
"A number of training courses were organized; Established standardized implementation procedures; Promotional activities were organized emphasizing country strategies to address gender-based violence. H1. Continue to develop and fully implement codes of conduct and disciplinary procedures for all categories of United Nations staff, relevant individuals and partners to prevent and respond to sexual exploitation, strengthen monitoring mechanisms, and effectively investigate and consider cases of alleged misconduct."	1
"Scheduled for Friday, May 30, 2003, at 10.35 p.m"	0
"The Security Council also notes the importance of close cooperation among and among all governmental agencies and with international organizations in combating terrorism and incitement to it."	0
"(c) Contracts may be concluded with site surveyors and contractors;"	0
"23. Requests the Analytical Support and Sanctions Monitoring Team, in close cooperation with other United Nations counter-terrorism bodies, to submit a report to the Committee established pursuant to resolutions 1267 (1999) and 1989 (2011) within 180 days, and to submit it to the Committee within 60 days. A preliminary oral statement on the latest developments regarding the threat posed by foreign terrorist fighters recruited by ISIS, Al-Nusra Front, and all groups, institutions, and entities associated with Al-Qaeda or who have joined its ranks, includes the following:"	1
"12 - The situation in Cyprus (16 July 1974; 13 June 2008)."	0
"(a) Working to adopt comprehensive and integrated national legal frameworks to combat terrorism in line with the rule of law and its obligations in the field of human rights, and strengthening national capabilities in the areas of investigation and prosecution of terrorist acts and in the area of adjudicating this type of cases, through means Including requesting assistance to build capacity if needed;"	1
"8 - In Somalia, since early 2007, Al-Shabaab, which is not listed, has claimed responsibility for numerous suicide bombings and attacks that followed the practices of Al-Qaeda and its associated groups in Iraq or Afghanistan."	0
"(a) Distinguishing between combatants and civilians, and protecting civilians from acts of violence, especially attacks on life and physical integrity, and in particular murder (this rule has been reaffirmed in some agreements concluded by the Government of the Sudan with the rebels);"	0
"16. The new type of joint exploratory/prospecting missions undertaken under the Technical Subcommittee appears to be a promising approach to accelerating practical progress on the ground."	1
"President Al-Bashir intended his pledge of 19 June 2004 to disarm the Janjaweed to apply only to bandits, and not to the PDF, the People&#39;s Police or other tribesmen armed by the State to fight the insurgents."	1
"Due to increased violence, the Karni crossing was closed from 15 to 20 May and has only been reopened intermittently since."	0
"The Ombudsman shall have the authority to consider these petitions as well as other cases raised on his own initiative and to make a recommendation for action by the Committee."	0
"20- Decides to remain seized of the matter."	0
"As a result, some Committee members who do not have information about a name, and who were not party to the consultations, may feel marginalized in the decision-making process; But although there might have been a more open exchange of views at Committee meetings, all members had the option, which they frequently exercised, of requesting further details that they considered important."	0
"C. Support to people affected by conflict"	1
"Revenues are generated from taxes imposed on import, export and docking operations at the port."	0
"19 - On 12 August, the national justice program called âJustice Support Programmeâ, supported by the European Union, MINURCAT and the United Nations Development Programme, launched a competitive process to contract with an NGO or organizations to establish and operate three assistance centres. Legal in eastern Chad."	1
"In the informal consultations that followed the meeting, the Under-Secretary-General and a number of MINUSMA staff confirmed that the threat is important, real and complex, and therefore all necessary steps must be taken to protect MINUSMA personnel in light of the growing asymmetric threats, and to enhance the Missionâs operational capacity to comply with its mandate."	1
"4 - The Financial Intelligence Unit entered the operational phase in the early nineties of the last century. This unit was established under legislation enacted to address the growing problem of money laundering by organized criminal groups, and the legislation was amended in 2002 to address the suppression of terrorist financing. It forces âcash dealersâ to disclose the identity of their customers, maintain records of customers and customer account activity for a period of no less than seven years after account closure, and submit reports to the Financial Intelligence Unit on large cash transactions (exceeding $7,000), suspicious transactions, and instructions. Transferring money inside or outside the country."	1
"In 2014, in response to the provisions of resolutions 2083 (2012) and 2161 (2014), and with a view to further strengthening the implementation by national authorities of Security Council sanctions regimes, the Division standardized the format of all United Nations Security Council sanctions lists and developed a unified sanctions list imposed by the Security Council, which includes names included in all sanctions lists imposed by the Security Council sanctions committees."	1
"2- Evaluation and Analysis 333-334 85"	0
"Meanwhile, UNDP is implementing a short-term reintegration program targeting 5,200 ex-combatants and the communities to which they are being resettled."	1
"During the period from 20 October to 10 December 2014, regime helicopters dropped a total of 1,125 barrel bombs, killing 603 civilians, including 129 children and 112 women."	0
"In order to identify the perpetrators of such violations, the Commission decided that there must be a body of reliable material that is consistent with other verified circumstances and tends to demonstrate the permissibility and reasonableness of accusing a person of involvement in the commission of a crime."	1
":: July 12, 2005, Defense Minister Elias Murr was wounded, and two others were killed in a car bomb attack in Beirut."	0
"14 - Decides that Member States, in an effort to prevent Al-Qaeda and other individuals, groups, institutions and entities associated with it, from obtaining all types of explosives, whether military, civilian or improvised, as well as raw materials and components that may be used in the manufacture of improvised explosive devices or non-conventional weapons, including (but not limited to) chemical agents, explosive wires or poisons, or the handling, stockpiling, use or seeking of all such materials, taking appropriate measures with a view to encouraging caution on the part of their nationals, Persons subject to its jurisdiction, and companies established on its territory or subject to its jurisdiction who are involved in the production, sale, supply, purchase, transport and storage of these materials, including the issuance of good practices in this regard; It also encourages Member States to exchange information, establish partnerships, develop strategies and develop capacities at the national level to combat improvised explosive devices;"	1
"42 - The situation between Eritrea and Ethiopia (26 June 1998; 15 February 2008)."	0
"âThe Security Council takes note of the important role that civil society, including womenâs organizations, can play in the prevention and resolution of armed conflicts, peacebuilding efforts and post-conflict situations, and encourages the international community, regional organizations and concerned Member States to enhance the active participation of those And its effective contribution in various roles, where appropriate, with a view to implementing resolution 1325 (2000)."	0
"I welcome the efforts made by States to ensure that suspects receive a fair trial and humane and safe prison conditions, in line with international human rights standards."	1
"65. The Government of Egypt confirmed the deployment of a formed police unit by July, which will be based in Bukavu, South Kivu, in accordance with the requirements set out in Security Council resolution 1843 (2009)."	1
"Universal jurisdiction applies to these crimes, which can be brought before any national or international court, in the event that Algerian justice does not pursue prosecutions regarding them."	1
"It notes that the Department of Peacekeeping Operations has dispatched a fact-finding mission to Chad and the Central African Republic to assess how the United Nations can assist these countries in responding to the current instability."	1
"3 - The Committee will continue to take a more strategic and transparent approach to its work, and will seek to highlight the importance of its work within the United Nations system and the broader counter-terrorism community."	1
"Scheduled for Monday, 14 August 2000, at 10.3 p.m"	0
"âThey noted that the availability of appropriate and flexible means to support peace in transitional periods and for crisis containment activities, such as protecting civilians, including United Nations personnel and humanitarian personnel, disarmament, demobilization and reintegration of former combatants, ending impunity, building public institutions, and administering justice in Transitional periods, as well as the promotion and protection of human rights, and gender mainstreaming, are indispensable for ensuring lasting post-conflict peace."	1
"For some States, establishing regular inspection programs for reporting entities to ensure compliance with provisions relating to anti-money laundering and combating the financing of terrorism represents a major challenge in that it is a resource-intensive process."	1
"Thirty graduates of the first four-week medium-term training program for senior municipal officials received training in law, economics, public finance, human resources management and conflict resolution."	1
"Four countries apply policies and measures to combat the smuggling of weapons and explosives, two other countries apply some of these measures, while another country does not have any capabilities in this field."	1
"40. The Lebanese Government informed me that it has taken important measures to seek to limit this flow of weapons and people and the free movement of weapons and armed personnel to and from Palestinian refugee camps in Lebanon during recent weeks, and in particular since late September 2005."	1
"- The Minister of the Interior issued Circular No. 357 dated April 6, 2005, which includes:"	0
"It is noteworthy that some high-profile cases related to organized crime, including trafficking in persons and drugs, were investigated by the international community and the perpetrators were brought to justice."	1
"1.6 Between 1901 and 1965, the Cook Islands were a non-self-governing territory of New Zealand."	0
"Border Intelligence Guards are under the direct command of military intelligence officers in the division in which they are required to work, otherwise they are subject to the normal chain of command in the armed forces."	1
"(b) Strengthening the facilitation of technical assistance aimed at increasing the capabilities of Member States to combat terrorism and ensuring that its provisions are tailored to the needs of countries;"	1
"In accordance with paragraph 39 of this resolution, the Monitoring Group works under the supervision of the Committee established pursuant to resolution 1267 (1999) and has the following responsibilities:"	1
"Report of the Secretary-General on the United Nations Operation in Cyprus (S/2011/332)"	0
"They urged Member States to contribute to the United Nations Consolidated Appeal for Somalia, and urged all parties and armed groups in Somalia to ensure timely, full, safe and unhindered access to humanitarian assistance."	1
"European Convention for the Suppression of Terrorism, signed on 13 February 1992; It was ratified by the Federal Republic of Czechoslovakia on 15 April 1992 and entered into force on 15 July 1992."	1
"29. UNODC, in collaboration with the University of Seychelles and experts from the Centre, has developed a curriculum for police, coast guard and other law enforcement officers involved in the investigation of piracy and maritime crimes."	1
"Progress has also been made in exchanging information on these individuals - particularly through the International Criminal Police Organization (INTERPOL) - and in cooperation in the field of border security."	1
"52. The State has also used deliberate starvation as a means of control and punishment in detention facilities."	0
"6. Building on the comprehensive review of all items on the list completed in 2010 pursuant to paragraph 25 of resolution 1822 (2008), the Committee has since implemented a large number of mechanisms to ensure that the list gives the most accurate picture possible of the threat posed by Al-Qaida, and to ensure reconsideration Periodically review each item to determine whether there is justification for keeping it on the list."	1
"In most cases, the ships succeeded - through vigilance, situational awareness, and a firm response in accordance with best management practices to protect against acts of piracy emanating from Somalia - in preventing the attackers from boarding the ship."	1
"1- Consolidated Claim (UNCC Claim No. 5000062)"	0
"46. The Counter-Terrorism Committee and its Executive Directorate should: (a) Work more vigorously with the relevant regional organizations (the African Union, the East African Community, the East African Police Chiefs Cooperation Organization, the East and Southern African Community to Combat Money Laundering and the Capacity Strengthening Program in Counter-Terrorism (Intergovernmental Authority on Development) and focus on activities aimed at improving the implementation of the resolution and redressing its shortcomings;"	1
"Acknowledges the harmful impact of the proliferation of arms, in particular small arms, on the security of civilians resulting from the fueling of armed conflict, and encourages [the Mission] to continue its efforts in providing assistance to the Government of the [affected area] with regard to the process of disarmament of civilians, in particular by strengthening the capacity of the authorities Local authorities will help deter inter-communal conflicts and monitor forced civilian disarmament initiatives to prevent disarmament operations that could exacerbate the state of insecurity in the [affected area]."	1
"Scheduled to be held in special session on Sunday, 19 December 2010, at 5.30 p.m."	0
"(b) Contribute to the protection of civilians who are at risk of physical violence in areas of its deployment, without prejudice to the responsibility of [the affected State]..."	1
"32 - Requests the Secretary-General to include in his reports to the Council on the situation in specific countries more comprehensive and detailed information on the protection of civilians in armed conflict, including on protection-related incidents and actions taken by parties to the conflict to implement their obligations to respect and protect civilian populations, and to It includes information specifically relating to the protection needs of refugees, internally displaced persons, women, children and other vulnerable groups;"	1
"B - Joint criminal enterprise to commit international crimes"	0
"The Committee&#39;s visits to the region demonstrated the need for countries to increase the implementation of laws to prevent the illicit cross-border movement of cash and negotiable bearer securities by establishing risk indicators and building capacity in the field of detection methodologies."	1
"2 - Reiterates the need to fully respect the military agreements reached with the Mission regarding the ceasefire, and calls on both parties to fully adhere to those agreements;"	1
"The competent authorities requested that the deadline for official amendment requests received from the Iraqi government, which was October 31, 2005, be changed to December 31, 2005, in order to fully take into account the communication difficulties between the competent authorities and suppliers regarding the extension of the shipping period and the validity of letters of credit."	0
"Support thematic groups in post-conflict contexts, in cooperation with gender advisors for peacekeeping missions, and with United Nations country teams, agencies, funds and programmes."	1
"I would like to take this opportunity to express my thanks to Mr. Mutabuba for the dedication he has shown in carrying out the tasks entrusted to him in Guinea-Bissau and in the United Nations Integrated Peacebuilding Office in that country."	0
"Most countries have only weak capabilities to freeze funds and assets linked to terrorism without delay."	0
"This support will include transporting electoral materials from Bangui to 17 provinces and 71 sub-districts to assist the National Electoral Commission in preparing for and organizing voter registration, other pre-election processes and various polling operations."	0
"Implement its gender equality policies and action plan for gender mainstreaming in the four areas of work: coordination, information management, advocacy and policy."	1
"The objectives of the program are to help implement the structural reforms necessary to enable the Congolese state to extend its authority throughout the country, to strengthen the capacities of local communities to respond to damaging shocks, to provide economic opportunities for unemployed youth and other high-risk groups, and to realize the benefits of Concrete peace in the western provinces."	1
"Encourages [the Mission] to continue, in accordance with its mandate and within authorized civilian police strength, its efforts to assist the parties to the [peace agreement] in strengthening the rule of law and restructuring police and prison facilities throughout the [affected country], particularly in the south where Lack of advanced police facilities and assistance in training civilian police and prison staff;"	1
"Many applicants were placed on a reserve list."	0
"Where possible, governments work with their regions to encourage them to develop appropriate domestic counter-terrorism laws, but improvements to these frameworks are needed in many cases."	1
"But after 2011, how can anyone say that civil society is not rooted in the Middle East and North Africa region, or, I would say, everywhere."	0
"One of the soldiers grabbed the child and threw him away on the side of the road."	0
"Emphasizing the need for all alleged perpetrators of crimes against children in situations of armed conflict to be brought to justice through national justice systems, international justice mechanisms and mixed criminal tribunals where applicable, with the aim of putting an end to impunity,"	0
"Registration and census also provide a verification mechanism, pursuant to Article 4, paragraph 6, of the Immigration Act."	0
"However, both parties continued to refrain from direct dealings with the other. All known contacts between the two armed forces took the form of meetings and written correspondence with the mission."	1
"At the same time, President Pillay states that the judges consider that the Court could appropriately be empowered, in conjunction with one of those mechanisms, with limited power to order compensation from a trust fund to victims who appear before it as witnesses in its trials."	1
"One country established a multifaceted program for diversity and social cohesion in 2010, which aims to promote mutual respect and a sense of belonging for all, and also aims to build the resilience of local communities."	1
"Cost is defined as the nominal value plus or subtracting any unamortized portion of a premium or discount."	0
"This document was intended to be a report leaked by certain sources to Mr. Walker, the diplomatic correspondent of the Sunday Times in London."	0
"Troop-related and contingent-owned equipment costs were reimbursed for the periods up to August and June 2008, respectively, in accordance with the quarterly payment schedule."	0
"2. In 2006, the Bureau of the Committee was composed of Osvaldo de Rivero (Peru), who held the Chair from 1 January to 28 July, and Jorge Foto-Bernales (Peru), who held the Chair from 26 October /October to December 31, with Japan assuming the position of Vice-Chair (see S/2006/846)."	0
"These individuals may, depending on the circumstances and within the framework of the principle of joint criminal enterprise, be responsible for war crimes committed during such attacks, namely the killing of civilians, the destruction of civilian objects, the unlawful detention of civilians and looting."	0
"He expresses his deepest sympathy and sincere condolences to the victims of this heinous terrorist act and their family members, and to the government and people of Pakistan."	0
"I hereby transmit to you the following three documents:"	0
"Letter dated 18 June 1999 from the Permanent Representative of the People&#39;s Republic of Korea addressed to the President of the Security Council"	0
"In most cases, these systems were limited to issues related to tax status."	0
"Law enforcement agencies: creation of anti-terrorism units"	1
"Mr. Mollet (spoke in French): I thank the members of the Council for the opportunity to update them on the situation in eastern Chad and in the north-eastern Central African Republic."	0
"Date of birth: January 20, 1955"	0
"It should be noted that some countries have recently begun to review or end states of emergency."	1
"In this last aspect alone, a quasi-judicial function may be involved."	0
":: The third summit of Arab and South American countries will be held in the city of Lima, Republic of Peru, in the first half of 2011."	0
"2 - If the request relates to explosive devices, state the required quantity of each device, its category, brand, expiry date, and other specifications."	0
"1 - This report of the Security Council Committee established pursuant to resolution 2140 (2014) covers the period from 1 January to 31 December 2014."	0
"Therefore, at the end of September, the Joint Implementation Mechanism approved measures aimed at aligning the implementation of the Action Plan with existing elements of the N&#39;Djamena Ceasefire Agreement of 8 April 2004 in order to reduce the likelihood of such consequences occurring again."	0
"Reiterates the importance of complying with the relevant provisions of international humanitarian law, human rights law and refugee law and providing appropriate training for personnel involved in peacemaking, peacekeeping and peacebuilding activities in the legal area, including provisions relating to children and gender, as well as negotiation and communication skills and awareness cultural, civil-military coordination and sensitivity in the prevention of HIV/AIDS and other infectious diseases, requests the Secretary-General to disseminate appropriate guidance and ensure that United Nations personnel receive appropriate training, and urges Member States concerned, as appropriate and to the extent feasible , to disseminate appropriate instructions and ensure the inclusion of appropriate training in its programs for employees involved in similar activities."	0
":: The United Nations Children&#39;s Fund (UNICEF) provided basic psychosocial support services to 12,385 children through partners in the governorates of Hama, Quneitra, Aleppo, Tartous, Homs, Latakia and Damascus. This included providing support to 1,437 children in Al Waer, a hard-to-reach area in Homs Governorate, through a new local NGO partner of UNICEF."	0
"36. During the reporting period, the Mission continued to make efforts to spread awareness of HIV/AIDS."	1
"This strategy also aims to expand the donor community by engaging countries where particularly effective counter-terrorism approaches or systems have been developed."	1
