"en_es_TRANSFORMERS"	"MatConf"
"Aunque todavía no he recibido respuestas oficiales de los 36 Estados Miembros restantes, mi opinión es que es poco probable que se materialicen promesas de contribuciones de contingentes suficientes para permitir el despliegue de una fuerza multinacional."	1
"En julio de 2005, el 93% de los detenidos se encontraban en prisión preventiva, y la cifra podría ser aún mayor."	1
"Muchos sudaneses fueron encarcelados o exiliados tras el golpe."	1
"El Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), junto con el Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001), participó en la 12a Reunión de Jefes de Servicios Especiales, Organismos de Seguridad y Organizaciones encargadas de hacer cumplir la ley sobre la lucha contra el terrorismo, organizada por el Servicio Federal de Seguridad de la Federación de Rusia."	0
"Destacando que el derecho internacional prohíbe los ataques dirigidos consciente e intencionadamente contra el personal que participa en una misión de asistencia humanitaria o de mantenimiento de la paz realizada de conformidad con la Carta de las Naciones Unidas que, en situaciones de conflicto armado, constituyen crímenes de guerra, y recordando la necesidad de que los Estados pongan fin a la impunidad por esos actos criminales,"	1
"III. Detalles del vuelo del Yemen a Bossaso (Somalia)"	0
"El costo se define como el valor nominal más/menos cualquier prima/descuento no amortizado."	0
"a) Seguir recordando a los Estados Miembros su obligación de extraditar o juzgar de conformidad con los instrumentos internacionales de lucha contra el terrorismo en que sean partes y recordar a los Estados su obligación de velar por que las denuncias de motivaciones políticas no se consideren motivo para denegar las solicitudes de extradición de presuntos terroristas;"	0
"Se identificaron claramente los restos de cohetes lanzados desde helicópteros."	1
"Entre ellos se cuentan los detenidos mantenidos por el Servicio Nacional de Seguridad e Inteligencia en un lugar secreto de detención en Jartum que la Comisión descubrió e inspeccionó."	1
"Muchas personas fueron sometidas al trato más horrible, y muchas fueron ejecutadas sumariamente."	1
"Entre los principales grupos terroristas de la región figuran Jemaah Islamiyah, que ha sido especialmente activa en Indonesia, Malasia y Singapur; el Grupo Abu Sayyaf; los grupos insurgentes en Filipinas; y los insurgentes separatistas en el sur de Tailandia."	1
"Con arreglo a estas normas, toda actividad a la que se aplique el Protocolo Adicional puede ser denunciada ante el Instituto de Protección Radiológica de Irlanda (RPII), que es la autoridad nacional designada por Irlanda para asesorar al Gobierno irlandés sobre cuestiones de protección radiológica y seguridad nuclear."	0
"Informe del Secretario General sobre la situación en la República Centroafricana (S/2014/857)"	0
"39. Con ese fin, los Jefes de Estado y de Gobierno convienen en la necesidad de revisar los textos jurídicos en vigor, en particular el Protocolo relativo al Mecanismo de Prevención, Gestión, Solución, Mantenimiento de la Paz y Seguridad y el Protocolo Suplementario sobre Democracia y Buen Gobierno, a fin de reflejar las mejores prácticas respecto de los mandatos presidenciales."	0
"Idlib o El 6 de noviembre de 2014, aviones de combate del régimen sirio atacaron la ciudad de Mouqa con un misil, matando a cinco personas, entre ellas una niña y dos mujeres, además de dañar edificios residenciales."	1
"El programa nacional de reinserción y rehabilitación comunitaria, que se prevé absorberá a 6.000 excombatientes, ha facilitado el registro y la elaboración de perfiles del personal de las Forces nouvelles."	0
"a) La violencia ocurrida en el Palacio de Gobierno alrededor del mediodía del 28 de abril, que causó dos muertos, al menos cuatro heridos de arma de fuego y otros dos heridos graves;"	1
"Por ejemplo, la Comisión determinó que las mujeres que iban al mercado o buscaban agua en Tarne (Darfur septentrional) habían sido secuestradas, detenidas durante dos o tres días y violadas por miembros del ejército hacia marzo de 2003."	1
"Obviamente, el Gobierno de la República Democrática del Congo es responsable de regular la conducta empresarial en el país y, junto con sus asociados internacionales, tendrá que tomar la iniciativa en la aplicación del pacto de gobernanza propuesto."	0
"Se ha alegado que en algunos Estados las fuerzas militares han cometido ejecuciones sumarias o extrajudiciales, en violación de las leyes de la guerra y las normas de derechos humanos."	1
"En cuanto al asesinato de militares detenidos por los rebeldes, la Comisión ha recibido informes, especialmente del Gobierno, sobre ejecuciones de soldados detenidos llevadas a cabo por los rebeldes."	1
"En caso de peligro público (artículo 179 del Código Penal), también es delito prepararse para tales actos (por ejemplo, para obtener componentes y construir un artefacto explosivo para un ataque con arreglo al párrafo 1 del artículo 2 de la Convención), aun cuando el autor del delito no haya intentado cometerlo."	1
"Reformas estructurales de las instituciones gubernamentales, incluidas las reformas financieras"	0
"El grupo II, integrado por ocho inspectores, salió del Hotel Canal de Bagdad a las 8.45 horas y llegó a la Facultad de Ciencias de la Universidad de Mustansiriyah."	0
"Los niños han sido vistos con uniformes y portando armas dentro y alrededor de los campamentos rebeldes."	1
"Que se celebrará el miércoles 30 de noviembre de 2005, a las 10.45 horas"	0
"El 28 de julio, a cada una de las viudas de los ocho agentes de la policía nacional asesinados se les pagó 2.500 dólares, como ordenó el Tribunal de Distrito de Dili en su fallo de diciembre de 2007."	1
"También necesitamos la paz para hacer frente a otros desafíos gigantescos."	0
"los operadores postales en relación con la prestación de servicios postales,"	0
"Iniciada el 27 de noviembre de 2003. Iniciada de novo el 19 de septiembre de 2005."	0
"El conflicto ha durado más de medio siglo y no puede abordarse de la noche a la mañana."	1
"La oposición utilizó armas compradas en BAM para luchar contra el Gobierno Federal de Transición en la batalla por el control de la ciudad estratégicamente importante de Baidoa (región de Bay)."	1
"Angola: Gobierno/Misión Permanente ante las Naciones Unidas"	0
"Además de los dos civiles heridos cerca de la terminal de Taci Tolu durante la tarde del 28 de abril, otros dos sufrieron heridas de bala durante la noche."	1
"En muchos de los casos, mujeres y hombres fueron secuestrados o desaparecidos, muchos sin dejar rastro alguno."	1
"Egipto exige una vez más que se ponga fin de inmediato a los ataques israelíes contra Gaza."	0
"Los atacantes causaron daños sustanciales a la puerta de entrada principal, una sección del muro exterior del perímetro de la prisión, el cableado de la navaja en el muro perimetral y el único camión de transporte de prisioneros de la prisión."	1
"Como se ha señalado anteriormente, el sistema judicial sudanés ha demostrado ser incapaz de garantizar la rendición de cuentas por los crímenes cometidos en Darfur y las autoridades no están dispuestas a hacerlo."	1
"Además, el número de personas que han visto o escuchado los procedimientos a través de nuestro sitio de Internet son impresionantes."	0
"Un sitio fue cerrado este mes y otros 12 están pendientes de cierre."	0
"No obstante, dado que en varios casos las células de Al-Qaida no detectadas anteriormente han utilizado esos explosivos con efectos devastadores, varios Estados han adoptado métodos para limitar el acceso a precursores críticos."	1
"18. Al 28 de agosto de 2011, el Irán había instalado 136 centrifugadoras IR-2m en la cascada 5."	0
"3. Motivos y personas de interés"	0
"119. Sin embargo, sólo podremos tener verdadero éxito si los haitianos tienen éxito."	0
"Estas células están surgiendo como la principal amenaza que plantea el terrorismo de Al-Qaida en la actualidad."	1
"El 3 de septiembre, el Gobierno de la India informó a las Naciones Unidas de su decisión de no renovar el contrato para el despliegue de seis helicópteros militares de uso general (Mi-17) a la UNMIS después del 31 de octubre."	1
"El Gobierno del Sudán presentó a la Comisión un documento en el que se enumeraban los ataques contra convoyes humanitarios."	1
"Las milicias maoístas desempeñaron una serie de funciones durante el conflicto, entre ellas la movilización, la propaganda, el servicio como ejército irregular y la provisión de diferentes formas de \"impresión de la ley\" en las zonas bajo control del PCN-M. Cuando se disolvió la milicia maoísta, muchos miembros se incorporaron a la Liga Comunista Juvenil del PCN-M, una organización restablecida en diciembre de 2006."	1
"Se hace especial hincapié en la inclusión y el respeto de las opiniones e intereses de todas las comunidades por parte de las instituciones locales."	0
"Los productos químicos incluidos en la Lista 1, incluso si están contenidos en mezclas, no pueden transferirse de nuevo a un tercer Estado Parte."	0
"La víctima fue sacada del grupo, con los ojos vendados, empujada al suelo sobre su espalda y violada."	1
"Algunas de las facturas se tradujeron parcialmente y las otras no se tradujeron."	0
"2.3.2 Acceso a las radiofrecuencias de Burundi;"	0
"Además, se sabía que el lugar del crimen había sido perturbado en varias ocasiones."	1
"El Grupo de las Naciones Unidas para el Desarrollo colabora con los Comités Ejecutivos en apoyo del objetivo más amplio de la consolidación de la paz y elabora políticas, directrices y procedimientos para mejorar la labor de la red de equipos de las Naciones Unidas en el país."	0
"DEL REPRESENTANTE SUPLENTE DE CHINA EN EL CONSEJO DE SEGURIDAD"	0
"II. LAS RECLAMACIONES 14 - 46 7"	0
"También consideró que en Serbia el juicio de Karadžić y el interés que generaría permitirían a los centros de información equipar mejor a los medios de comunicación y a las actividades de divulgación para cubrir el evento."	0
"La primera es que algunos Estados parecen no haber hecho lo suficiente para garantizar su aplicación; la segunda se encuentra en las diversas formas en que los Estados interpretan sus obligaciones, y la tercera se refiere al alcance del embargo de armas y a su pertinencia para la metodología en constante evolución de sus objetivos."	1
"El 14 de abril de 2012, el Consejo de Seguridad aprobó la resolución 2042 (2012), en la que tomó nota del compromiso del Gobierno sirio de aplicar la propuesta de seis puntos del Enviado Especial de las Naciones Unidas, Sr. Annan; pidió la aplicación urgente, amplia e inmediata de todos los elementos de la propuesta; exhortó a todas las partes en Siria, incluida la oposición, a que pusieran fin de inmediato a toda forma de violencia armada en todas sus formas; y expresó su intención de establecer, inmediatamente después de celebrar consultas entre el Secretario General y el Gobierno sirio, una misión de supervisión de las Naciones Unidas en Siria para vigilar el cese de la violencia armada en todas sus formas por todas las partes."	0
"El Comité nacional recomendó que se establecieran comités de investigación judicial encargados de las siguientes denuncias: ejecuciones extrajudiciales; la captura por grupos árabes de dos aldeas de la tribu fur en la localidad de Kas; y los incidentes de muerte e incendio de algunos de los heridos en hospitales de las aldeas de Buram, Meleit y Kelebs."	1
"La práctica puede considerarse equivalente a una desaparición forzada, en violación de las obligaciones que incumben a los grupos armados en virtud del derecho internacional humanitario consuetudinario."	1
"En los últimos años, una serie de importantes pagos de rescate a Al-Qaida y sus afiliados han convertido el secuestro en una táctica fundamental de Al-Qaida."	1
"El Equipo también siguió desempeñando un papel activo en la elaboración de medidas para combatir la financiación del terrorismo mediante su participación en las reuniones plenarias del GAFI y en las reuniones de los órganos regionales similares al GAFI."	0
"Durante el mes de febrero, se denunciaron más de 20 robos a mano armada en carretera a lo largo del eje Guiglo-Duékoué, mientras que en Bangolo se registraron 10 ataques armados. El 23 de marzo de 2008, un soldado de las fuerzas de defensa y seguridad de Côte d'Ivoire resultó muerto en Duékoué por bandidos armados no identificados."	1
"Los progresos de los últimos 10 años han dado lugar a un debilitamiento de ciertas redes terroristas que han asolado a la comunidad internacional desde septiembre de 2001."	1
"303. Se ha informado de numerosos incidentes en los que las fuerzas del Gobierno han rodeado aldeas y estado de guardia mientras los Janjaweed quemaron y saquearon y cometieron otras atrocidades contra la población."	1
"En un comentario ampliamente difundido dirigido a los ciudadanos de Kulbus, una ciudad que los rebeldes no habían logrado invadir en diciembre de 2003, el Presidente dijo: \"Nuestra prioridad a partir de ahora es eliminar la rebelión, y cualquier elemento proscrito es nuestro objetivo... Usaremos el ejército, la policía, los muyahidines, los jinetes para librarnos de la rebelión\".El Ministro de Justicia dijo a la delegación ad hoc de la Comisión de Desarrollo y Cooperación del Parlamento Europeo durante su visita en febrero de 2004 que \"el Gobierno hizo una especie de relación con los Janjaweed."	1
"Cuanto mayores sean las bajas, o cuanto más dramáticos sean sus ataques, mayor será la cobertura mediática."	1
"Hemos hecho un llamamiento al Consejo en varias ocasiones para que actúe a fin de obligar a Israel a poner fin a sus ataques militares, garantizar la protección de la población civil y poner fin a las medidas ilegales y punitivas mediante las cuales está causando deliberadamente una catástrofe humana en la Franja de Gaza."	0
"Me complace informar de que se han obtenido fondos para el establecimiento de una biblioteca jurídica bajo la custodia de los refugiados en Rabouni (véase S/2007/619, párr. 41)."	0
"El régimen detuvo a unas 47 personas que se cree habían sido reclutadas por la fuerza para unirse a las fuerzas del régimen."	1
"Los miembros de los diferentes partidos eran miembros del Gobierno."	0
"La Comisión también considera que el arresto y la detención de personas por el aparato de seguridad del Estado y la Inteligencia Militar, incluso durante ataques y operaciones de inteligencia contra aldeas, además de constituir violaciones graves de las normas internacionales de derechos humanos, también pueden constituir un delito de desaparición forzada, un crimen de lesa humanidad, ya que los actos fueron sistemáticos y generalizados."	1
"Mientras continúan las operaciones conjuntas contra la Alianza de Patriotas por un Congo Libre y Soberano y la Defensa Nduma del Congo/Cheka (NDC/Cheka) en Kivu del Norte, la MONUSCO sigue desempeñando un papel en las zonas afectadas por el Ejército de Resistencia del Señor (LRA) en la provincia Oriental."	1
"Consideramos que la posición de Armenia es un desafío abierto al proceso de solución de conflictos y una grave amenaza para la paz y la seguridad internacionales y regionales."	0
"Alrededor de 3.000 Janjaweed montando a caballo y camellos atacaron la aldea, algunos de los cuales estaban en vehículos."	1
"A pesar de los informes que indican la existencia de grupos armados a lo largo de la frontera entre el estado de Bahr El Ghazal occidental y Darfur meridional, la UNMIS no pudo realizar una evaluación de esas zonas debido a la falta de garantías de seguridad del SPLA."	1
"Varios solicitantes fueron incluidos en una lista de reserva."	0
"Un elemento importante es el hecho de que en varias aldeas atacadas e incendiadas por las milicias y las fuerzas gubernamentales, los atacantes se abstuvieron de exterminar a toda la población que no había huido, sino que mataron selectivamente a grupos de jóvenes."	1
"Algunos Estados todavía no han abordado los problemas de derechos humanos (por ejemplo, los períodos excepcionales de detención policial y los límites de acceso a un abogado) en relación con casos de terrorismo."	1
"Expresamos nuestra grave preocupación por la difícil situación de los palestinos en la Franja de Gaza."	0
"b. Capaces de proporcionar una precisión azimutal mejor (menos) que 0,5 grados rms en latitudes de +/- 80 grados, referidas al campo magnético local; y"	0
"El 30 de agosto, el Consejo emitió un comunicado de prensa sobre la piratería y el robo a mano armada marítimo en el Golfo de Guinea."	1
"Esta obligación básica no puede ser despreciada por los Estados sin que sufran las consecuencias de su conducta antijurídica."	0
"Al igual que con la cuestión de los vínculos entre el tráfico de drogas y el terrorismo, la cuestión de la piratería se incluyó en el programa del Consejo a través de situaciones de conflicto ya existentes, en las que las situaciones africanas -- en particular Somalia y el Golfo de Guinea -- ocupan un lugar destacado."	1
"Se consideró que la ampliación de la cooperación con la Comisión de Consolidación de la Paz era fundamental para el programa de trabajo del Consejo y, en particular, los participantes pidieron una perspectiva más estratégica para mejorar la cooperación con la Comisión de Consolidación de la Paz a fin de subrayar la fluidez de las responsabilidades operacionales entre el mantenimiento de la paz y la consolidación de la paz y mejorar la rendición de cuentas de ambos."	0
"No podemos enviar el mensaje de que los terroristas serán inmunes y nos satisfarán con condenas rutinarias."	0
"De conformidad con su mandato, en el informe se establecen los hechos y circunstancias pertinentes a los incidentes ocurridos los días 28 y 29 de abril y 23 a 25 de mayo y otros acontecimientos o cuestiones conexos que contribuyeron a la crisis; se aclara la responsabilidad por los hechos y se recomiendan medidas de rendición de cuentas."	0
"Había mejores noticias en el ámbito del empleo, con una tasa de desempleo de casi el 6% en comparación con el año pasado."	0
"Informe del Secretario General sobre la situación en Abyei"	0
"La aprobación por consenso de la resolución 57/145 de la Asamblea General (\"Respuesta a las amenazas y los desafíos mundiales\"), de 16 de diciembre de 2002, iniciada por la Federación de Rusia, reafirma el reconocimiento de la comunidad internacional de la necesidad de adoptar un enfoque amplio de la cuestión."	0
"Estos costes se resumen en el cuadro 23 infra."	0
"Había alrededor de dos a tres aviones blancos y verdes, que llegaron muy bajo. Un avión blanco estaba atacando."	1
"Fijar la firma de uno a un documento que uno no ha abrazado completamente tiene poco sentido."	0
"Cuando se les pidió que proporcionaran más detalles, las víctimas informaron de que los atacantes Janjaweed procedían de tribus árabes y, en la mayoría de los casos, eran atacados a caballo o en camellos y estaban armados con armas automáticas de diversos tipos."	1
"La preparación de la misión dejó mucho que desear."	0
"El número de víctimas civiles causadas por la Fuerza Internacional de Asistencia para la Seguridad disminuyó en un 62% en comparación con el mismo período de 2011."	0
"Por ejemplo, los residentes de la zona de Naktuka, en el subdistrito de Nitibe, informaron de que el 29 de mayo un grupo de unos 20 soldados indonesios desmanteló parcialmente dos estructuras construidas por el Gobierno de Timor-Leste en esta zona no resuelta."	1
"No obstante, los detenidos son objeto de graves actos de violencia contra la vida y la persona."	1
"Detención de Alexis Sinduhije en la República Unida de Tanzanía"	0
"266. Evidentemente, la cuestión de la proporcionalidad no se planteó cuando no había grupos armados presentes en la aldea, ya que el ataque estaba dirigido exclusivamente contra civiles."	1
"b. Revueltas: 45, 38, 32, 22 Magnum,.357, 41 y 44."	0
"\"En su 6419a sesión, celebrada a puerta cerrada el 10 de noviembre de 2010, el Consejo de Seguridad examinó el tema titulado `La situación relativa al Iraq'."	0
"A lo largo de 2007 se registraron más de 8.000 muertes en el Afganistán en incidentes en los que participaron insurgentes (A/62/722-S/2008/159, párr. 17), en comparación con 6.000 muertos en todo tipo de violencia en 2006."	1
"En general, Al-Qaida y sus afiliados siguen siendo operadores de bajo costo, en particular cuando se trata de planes internacionales de ataque."	1
"Los funcionarios también señalaron que las armas pequeñas y las armas ligeras, que quedaban de conflictos anteriores en la región, seguían estando disponibles."	1
"A fin de mejorar su apoyo logístico a los contingentes y la policía desplegados en los entornos más difíciles de Malí, la Misión ha asignado personal civil de apoyo para facilitar la planificación logística y la presentación de informes de algunas unidades militares desplegadas en Kidal y Tessalit."	0
"La secretaría estaba integrada por investigadores penales, supervisores de derechos humanos, asesores jurídicos, un asesor político, un experto en reforma del sector militar, un experto en reforma del sector policial, un oficial de gestión de datos, oficiales de seguridad y otro personal de apoyo administrativo."	0
"En el norte de África y en la región del Sahel y el Sáhara, han aumentado los efectos de las ideologías extremistas de los grupos armados, incluida la Al-Qaida en el Magreb Islámico."	1
"Los terroristas takfiri, junto con quienes los apoyan y les proporcionan abiertamente dinero y armas, continúan llevando a cabo operaciones terroristas como parte de una conspiración dirigida contra Siria, su pueblo y sus instituciones."	1
"De lo contrario, sólo los incidentes de menor importancia en materia de seguridad habían afectado directamente al proceso electoral desde el inicio del empadronamiento de votantes el 25 de abril, incluidos incidentes relacionados con largas colas en los centros de empadronamiento, asaltos menores a guardias electorales individuales y robo y destrucción de equipo."	1
"Al aprobar una operación de las Naciones Unidas, el Consejo debe tener en cuenta el papel esencial de la policía militar y civil en la asistencia para la estabilización de las situaciones de crisis y el mantenimiento de la seguridad."	0
"En África oriental y meridional, presta apoyo a la Red Nacional de Control de Aduanas, que permite a los países registrar y analizar información sobre remesas y personas sospechosas, incluso sobre aspectos relacionados con la lucha contra el terrorismo."	0
"La tortura, la violación y otras crueldades arbitrarias a manos de guardias y compañeros de prisión están generalizadas y se cometen con impunidad."	1
"2. La situación en Timor Oriental"	0
"De los muertos, 363 fueron asesinados por las fuerzas del régimen, incluidos 82 niños y 48 mujeres, y 17 personas fueron asesinadas por el ISIS."	1
"48. Según los informes recibidos de los organizadores del G7, a los manifestantes que querían marchar se les dijo que se reagruparan en grandes zonas públicas de sus comunas en su camino hacia la meseta de Abidján, la \" zona roja \"."	1
"Exhorta a todas las partes interesadas a que velen por que la protección, los derechos y el bienestar de los niños afectados por los conflictos armados se integren específicamente en todos los procesos de paz, acuerdos de paz y planes y programas de recuperación y reconstrucción después de los conflictos."	0
"Se estima que 1.000 personas permanecen en la Ciudad Vieja de Homs."	0
"El público está expuesto diariamente a estos materiales peligrosos a través del aire, los alimentos, el agua y los productos de consumo."	0
"Citando un ejemplo, se informó a la Comisión de que, durante un ataque contra Kutum en Darfur septentrional el 1o de agosto de 2003, los rebeldes atacaron el tribunal penal y las casas de los jueces, saqueando su contenido."	1
"Profundamente preocupada, a este respecto, por los ejemplos recientes de grupos terroristas, incluidos los que se benefician de la delincuencia organizada transnacional, que atacan al personal de las Naciones Unidas,"	1
"Asimismo, la Comisión encontró pruebas suficientes de que las violaciones y la violencia sexual se seguían perpetrando sistemáticamente contra las mujeres durante su desplazamiento, a fin de perpetuar el sentimiento de inseguridad entre ellas y el temor de abandonar los lugares para las personas desplazadas."	1
"También se señaló que, dado que la Corte Penal Internacional carecía de mecanismos de ejecución, era importante que el Consejo siguiera participando en las situaciones que remitieba a la Corte y adoptara medidas para promover la cooperación de las partes pertinentes con la Corte."	0
"A menudo los civiles fueron desplazados por la fuerza como resultado del ataque."	1
"Tengo el honor de transmitirle la comunicación adjunta, de fecha 26 de septiembre de 2002, que recibí del Secretario General de la Organización del Tratado del Atlántico del Norte."	0
"Los interlocutores gubernamentales reafirmaron que la neutralización de los grupos armados seguía siendo una prioridad fundamental, reiterando que las operaciones contra las ADF eran su máxima prioridad. Reconociendo el apoyo prestado por la MONUSCO en las operaciones contra los grupos armados, el Gobierno subrayó la necesidad de más operaciones conjuntas de combate."	1
"\"El Consejo de Seguridad toma nota de los mandatos de la MONUSCO y la Misión de las Naciones Unidas en Sudán del Sur (UNMISS) para ayudar a proteger a los civiles en las zonas afectadas por el LRA y apoyar el desarme, la desmovilización y la reintegración de los combatientes del LRA en sus respectivos países."	0
"El Gobierno alemán condena enérgicamente esos actos de violencia."	0
"III. Antigüedades y patrimonio cultural"	0
"Los criterios comunes de los beneficiarios y las listas de registro garantizarán un sistema coordinado, en el que los beneficiarios recibirán alimentos y/o dinero en efectivo."	0
"c) Los malos tratos a los prisioneros de guerra eritreos;"	1
"Ministra María Angélica Arce de Jeannet (México)"	0
"(11 de noviembre de 1980 a 9 de septiembre de 1983)"	0
"Sin embargo, las huelgas y los bloqueos generalizados llevados a cabo por grupos políticos armados y desarmados, partidos políticos y grupos han perturbado la actividad humanitaria y el acceso a los servicios de salud y educación; gran parte de esta perturbación ocurrió en el Terai."	1
"S/RES/1973 (2011), párr. 13"	0
"232. El número estimado de poblaciones afectadas por el conflicto en Darfur, junto con los refugiados en el Chad (1,65 millones de desplazados internos, 627.000 personas afectadas por el conflicto y 203.051 refugiados), alcanza la asombrosa cifra de casi 2,5 millones de personas afectadas de una u otra forma, la gran mayoría de las cuales son desplazadas de sus hogares."	1
"68. La situación en los territorios árabes ocupados (4 de mayo de 1976; 13 de julio de 1998)."	0
"En el último año, como resultado de la intensificación de las operaciones militares contra los grupos armados, la MONUSCO ha aumentado su apoyo logístico a las tropas de las FARDC en un 226%."	1
"109. Se informó al Sr. Saddik de que se habían utilizado TNT y algunos explosivos especiales para dirigir sospechas hacia grupos islámicos extremistas, ya que este tipo de explosivos sólo se había utilizado en operaciones en el Iraq."	1
"b) No hubo coordinación entre todos los órganos de seguridad presentes en el lugar del crimen."	1
"Toda la evidencia concreta encontrada en el sitio fue entregada más tarde a la ISF (General Hisham Aouar) y al conocimiento del General Azar había algunos fragmentos de metal y un arma."	0
"Falsificación y alteración de dinero, y emisión de dinero falso o alterado,"	0
"Desde su puesta en marcha en enero de 2003, este plan ha tenido por objeto poner fin al comercio de diamantes de zonas en conflicto velando por que todos los diamantes en bruto comercializados entre sus participantes (42 Estados y la Comunidad Europea) vayan acompañados de un certificado válido del Proceso de Kimberley."	1
"485. Es decepcionante que los comités se limitaran al delito de violación y no tramitaran los casos en que se denunciaron otras formas de abuso sexual, incluido el intento de violación."	1
"Mayor rendición de cuentas por las violaciones de los derechos humanos, incluida la violencia basada en el género; elaboración de instrumentos jurídicos que tengan en cuenta las cuestiones de género."	0
"Además, como se señala más adelante, la destrucción parece haberse combinado sistemáticamente con el saqueo de objetos de valor personal, dinero en efectivo y, sobre todo, ganado."	1
"De conformidad con el entendimiento a que se había llegado en las consultas previas del Consejo, el Presidente, con el consentimiento del Consejo y con arreglo al artículo 39 de su reglamento provisional, cursó una invitación al Sr. Jean-Marie Guéhenno, Secretario General Adjunto de Operaciones de Mantenimiento de la Paz."	0
"Suprímase el párrafo 6: \"Decreto presidencial No 117, de 13 de febrero de 1998\"."	0
"El Presidente tomó nota de la invitación cursada al Grupo de Trabajo por el equipo de tareas sobre vigilancia y presentación de informes para que visitara Sudán del Sur y propuso que el Grupo de Trabajo publicara un comunicado de prensa sobre la reunión celebrada, de conformidad con el mandato del Grupo."	0
"Sin embargo, se necesitará tiempo para que se pongan en marcha nuevos arreglos."	0
"a) Un número considerable de niños fueron reclutados por el ejército maoísta justo antes de la firma del Acuerdo General de Paz."	1
"Me preocupa que el voto parlamentario y el estancamiento puedan perturbar los meticulosos logros que han logrado las partes interesadas somalíes y sus asociados."	0
"Destacando que la elaboración y el mantenimiento de sistemas de justicia penal justos y eficaces deben ser una base fundamental de toda estrategia de lucha contra el terrorismo y la delincuencia organizada transnacional,"	0
"4. Los magistrados del Tribunal serán personas de gran estatura moral, imparcialidad e integridad, con amplia experiencia judicial."	0
"Comunicado final del Grupo de Acción para Siria"	0
"1. Reitera su preocupación por la persistencia de la crisis y el deterioro de la situación en Côte d'Ivoire, que amenazan gravemente la paz y la estabilidad en la región del África occidental;"	1
"Darfur septentrional, que registra el número más bajo de los tres estados de Darfur, tiene aproximadamente 685.200 personas afectadas por el conflicto, de las cuales 403.000 son desplazados internos."	1
"Daños a los recursos naturales sin valor comercial"	0
"Acogiendo con beneplácito el aumento de la representación de la mujer en el Parlamento, encomiando a las autoridades [nacionales] y subrayando la necesidad de aumentar su papel en la adopción de decisiones con respecto a la prevención y solución de conflictos,"	0
"- En noviembre de 2014, 11 personas fueron secuestradas en zonas controladas por el régimen y 4 en zonas controladas por grupos extremistas."	1
"La Comisión considera que los delitos de violencia sexual cometidos en Darfur pueden equivaler a la violación como crimen de lesa humanidad o a la esclavitud sexual como crimen de lesa humanidad."	1
"Desde entonces la aeronave había sido desregistrada (véase el anexo V) y oficialmente no se conoce a ningún nuevo operador o propietario."	0
"En opinión de este Estado, esa actividad, en su forma más extrema, a menudo conduce al extremismo violento y a la pérdida de vidas."	1
"Desde junio de 1999 han muerto 103 personas y 394 han resultado heridas en incidentes relacionados con minas o municiones sin detonar."	1
"A ello siguieron las conversaciones celebradas el 14 de mayo de 2000 en Mwanza entre los Presidentes de Rwanda y Uganda, que también acordaron la desmilitarización."	0
"Que se celebrará el jueves 4 de diciembre de 2014, a las 15.00 horas"	0
"64. La misión preguntó al personal militar del Gobierno acerca de los informes de que unos soldados del Gobierno habían matado a unas 70 personas, principalmente musulmanes, después de haber retomado la ciudad."	1
"El departamento intervino a personas políticas, militares y sospechosas."	0
"El Consejo de Seguridad toma nota de la decisión adoptada en la cumbre de la Unión Africana celebrada en Sirte, en la que se pide al Consejo que imponga sanciones contra quienes, incluida Eritrea, presten apoyo a los grupos armados dedicados a socavar la paz y la reconciliación en Somalia y la estabilidad regional."	1
"El puerto de Jebel Ali en los Emiratos Árabes Unidos es, con mucho, el puerto más grande del Oriente Medio. En consecuencia, los Emiratos Árabes Unidos se toman en serio la seguridad marítima y la prevención de amenazas, y han establecido sistemas, infraestructuras y procesos avanzados para evaluar y responder a los riesgos, garantizando al mismo tiempo la facilitación sin tropiezos del comercio."	1
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas, descrito en la sección 1 del párrafo 7 de la parte dispositiva de la resolución 1542 (2004),"	0
"finalidad, es la razón de la apertura de cuentas;"	0
"Las células, vástagos o grupos asociados deben funcionar ahora de manera autónoma y financiar sus propias actividades."	1
"a) Inspeccionó todas las instalaciones del emplazamiento y tomó muestras de agua del mismo;"	0
"En primer lugar, si bien Sierra Leona es el miembro más avanzado de la Iniciativa de la Costa de África Occidental, la lentitud de los progresos en otros lugares dificulta el intercambio de información y la alerta temprana."	0
"El Equipo ya ha descubierto uno de esos casos."	0
"De los siete casos estudiados, dos no tuvieron ningún ingreso en el último mes."	0
"La MINUSMA también identificó a 32 supervivientes de violencia sexual relacionada con el conflicto en la región de Tombuctú y los remitió a organizaciones no gubernamentales dispuestas a ayudarlos a presentar sus casos ante el sistema de justicia."	1
"Al 17 de enero, 128 de los 140 presupuestos municipales habían sido analizados y validados por el Ministerio."	0
"La Comisión también considera que las restricciones impuestas a la población de desplazados internos en los campamentos, en particular a las mujeres, al aterrorizarla mediante actos de violación o asesinatos o amenazas de violencia contra la vida o la persona por parte de los Janjaweed, equivalen a una grave privación de libertad física en violación de las normas del derecho internacional."	1
"Es evidente que el hecho de no garantizar la rendición de cuentas, proporcionar reparación y permitir la reconciliación puede obstaculizar un proceso de paz y una situación posterior al conflicto, creando así una nueva amenaza para la paz y la seguridad."	0
