"ar_en_TRANSFORMERS"	"MatConf"
"16. Reiterates that the Committee must take a decision to reject notifications submitted pursuant to paragraph 1 (a) of resolution 1452 (2002) with a view to preventing the release of funds and other financial assets or economic resources determined by the notifying State or States to be necessary for basic expenses;"	0
"Strategic transfer support will depend, to the extent possible, on existing United Nations capacities and regional supply lines;"	0
"It is therefore important that we unite our efforts to address them as effectively as possible."	0
"The head of the family stated that, during the attempt to flee their home, they had met six Arab men who had raped his 25-year-old daughter in front of his eyes and the eyes of his wife and young children."	1
"Father &apos; s name: Adi Mother &apos; s name: Ihsan"	0
"Taking into account the return of terrorist groups, he considered that MINUSMA should be provided with all necessary equipment to carry out its mandate and protect the population in the northern regions."	0
"Affirms its intention to take into account, when establishing or renewing State-specific sanctions regimes, the appropriateness of targeted and graduated measures against parties to armed conflict that commit rape and other forms of sexual violence against women and girls in situations of armed conflict."	1
"- Resolution 1373 (2001) of 28 September 2001,"	0
"The Abkhaz regime spares no effort to legitimize the demographic situation that it has forcibly changed through ethnic cleansing and the creation of intolerable living conditions for Georgian citizens returning to the Gali region."	1
"25/90/397 - August 1990"	0
"As SA-7 systems were reportedly used in the attack on Israeli jet passenger aircraft in neighbouring Kenya in November 2002, this information is of concern."	1
"To be held on Thursday, 10 July 2014, at 10 a.m."	0
"We condemn terrorism in all its forms and manifestations, as it violates the most basic right to human rights: the right to life."	0
"Hamoud Warrior Ali Al-Shamri"	0
"CPN (Maoist) has often targeted and recruited many girls, many of whom have joined CPN (M) to escape their traditional restrictions."	1
