"","en_es_DEEP","VerCoop"
"1595","""El Consejo de Seguridad insta a los Estados del Sahel y del Magreb a mejorar la cooperación y la coordinación interregionales a fin de desarrollar estrategias inclusivas y eficaces para combatir de manera amplia e integrada las actividades de los grupos terroristas, en particular Al-Qaida en el Magreb Islámico (AQMI), "" Mouvement pour l'Unicité et le Jihad en Afrique de l'Ouest"" (MUJAO) y Ansar Eddine, e impedir la expansión de esos grupos, así como reprimir la proliferación de todas las armas y luchar contra la delincuencia organizada transnacional, incluido el tráfico de drogas y , toma nota a este respecto de los resultados de la Conferencia organizada por la CTED y la CTITF en Rabat sobre la cooperación en materia de control de fronteras en el Sahel y el Magreb, así como de los resultados de la reunión ministerial sobre el refuerzo de la cooperación en materia de seguridad y la puesta en funcionamiento de la Arquitectura Africana de Paz y Seguridad en la región sahelosahariana celebrada en Nouakchott.",1
"1596","""El Consejo de Seguridad apoya las conversaciones entre las seis partes y pide su pronta reanudación con miras a lograr la desnuclearización verificable de la península de Corea de manera pacífica y a mantener la paz y la estabilidad en la península de Corea y en el noreste de Asia.",1
"1597","Los participantes en la misión conjunta consultaron con todas las partes interesadas en Burkina Faso para establecer acuerdos para el traspaso del poder de los militares a una transición consensuada y dirigida por civiles que conduzca a elecciones y el rápido retorno del orden constitucional.",1
"1598","Insto a los donantes a que examinen las opciones para apoyar los esfuerzos de desarme, desmovilización y reintegración del Sudán en el período posterior al referéndum.",1
"1599","En ese contexto se señaló que, además de hacer una contribución crucial a la lucha contra la inmunidad per se, el establecimiento por el Consejo de tribunales ad hoc también tuvo un efecto galvanizador a nivel nacional: la existencia y el trabajo del TPIY estimularon la establecimiento de tribunales nacionales para crímenes de guerra en Bosnia y Herzegovina, Croacia y Serbia; y el del TPIR generó una presión considerable para reformar el sistema de justicia de Ruanda.",0
"1600","Permaneció en el Hospital Ahli Arab durante dos semanas y se sometió a once procedimientos quirúrgicos.",0
"1601","VIII. Cuestiones transversales en la Misión",0
"1602","De manera similar, el Comité del Consejo de Seguridad establecido en virtud de la resolución 1518 (2003) mantiene una lista no vinculante y no exclusiva de ""fondos y activos financieros"" y ""recursos económicos"", sugiriendo que estos últimos incluyen: ""los activos de cada clase, ya sean corporales o incorporales, muebles o inmuebles, que no sean fondos.""",0
"1603","Reconociendo que el desarrollo, la seguridad y los derechos humanos se refuerzan mutuamente y son vitales para un enfoque eficaz e integral de la lucha contra el terrorismo, y subrayando que un objetivo particular de las estrategias de lucha contra el terrorismo debe ser garantizar una paz y una seguridad sostenibles,",1
"1604","El Presidente del Panel, José Ramos-Horta, dirigió las discusiones en nombre del Panel y advirtió que durante la etapa inicial de su trabajo, el Panel se concentraría en escuchar las opiniones de todos los Estados miembros como contribuyentes colectivos a la paz y la seguridad. , con consultas que incluirán también a los comités de la Asamblea General, las organizaciones regionales y los países que aportan contingentes y policías.",1
"1605","52. Reitera la necesidad de mejorar la cooperación actual entre el Comité, el Comité contra el Terrorismo y el Comité establecido en virtud de la resolución 1540 (2004), así como sus respectivos grupos de expertos, incluso mediante, cuando proceda, una mejor información -intercambio, coordinación de visitas a países dentro de sus respectivos mandatos, facilitación y seguimiento de la asistencia técnica, relaciones con organizaciones y agencias internacionales y regionales y otras cuestiones de importancia para los tres comités, expresa su intención de proporcionar orientación a los comités sobre áreas de interés común para coordinar mejor sus esfuerzos y facilitar dicha cooperación, y solicita al Secretario General que adopte las disposiciones necesarias para que los grupos se instalen lo antes posible;",1
"1606","""El Consejo de Seguridad insta a los Estados y las organizaciones internacionales, así como al sector privado, a compartir pruebas, información e inteligencia, según proceda, con fines de aplicación de la ley contra la piratería, incluso para garantizar el enjuiciamiento efectivo de los piratas sospechosos y el encarcelamiento de los piratas condenados. y alienta las iniciativas existentes y futuras a este respecto.",1
"1607","""El Consejo de Seguridad reafirma la necesidad de combatir todas las formas de terrorismo y que ningún acto terrorista puede revertir el camino hacia la paz, la democracia y la reconstrucción en Irak, que cuenta con el apoyo de su pueblo, el Gobierno de Irak y la comunidad internacional.",1
"1608","66. La misión preguntó a los jefes militares del Gobierno si alguien había comparecido ante la justicia por excesos.",1
"1609","l) Señalar a la atención del Comité circunstancias nuevas o notables que puedan justificar una exclusión de la lista, como información publicada públicamente sobre una persona fallecida;",0
"1610","La situación en Côte d'Ivoire (véanse S/2002/30/Add.50; S/2003/40/Add.5, 17, 19, 29, 31, 45, 47 y 48; S/2004/20/Add. .5, 8, 17, 21, 31, 44, 46 y 50 S/2005/15/Add.4, 12, 13, 16, 17, 21, 24, 26, 34, 40, 41, 47, 48; y 49; y S/2006/10/Add.2, 3, 5, 7, 12, 16, 20, 21, 28, 31, 36 y 42)",0
"1611","Lamentablemente, también hay numerosos ejemplos en los que los mecanismos de investigación habrían podido contribuir a establecer la verdad, garantizar la rendición de cuentas y prevenir nuevas violaciones de los derechos humanos, pero en los que el Consejo no adoptó medidas eficaces debido a consideraciones políticas.",0
"1612","Una parte afirma que la MINURSO intenta hacer demasiado, la otra que está haciendo muy poco.",0
"1613","Esa tarde, un oficial de la PNTL del este hizo un anuncio por radio culpando al comandante general Martins y al comandante adjunto Babo por la muerte del oficial de la UIR.",0
"1614","8. El lugar donde serán almacenados”.",0
"1615","En total, las tres oficinas emplean actualmente a un total de 131 empleados locales.",0
"1616","Sin embargo, sigo profundamente preocupado por el hecho de que los partidos, tanto los movimientos como las milicias, sigan utilizando a niños como combatientes.",0
"1617","Una reunión en Damasco entre el Sr. Hariri y el Presidente Al-Assad el 26 de agosto de 2004 pareció llevar el conflicto a un punto crítico.",0
"1618","Es evidente que ambas cosas no pueden adquirirse instantáneamente. Esto requiere una cantidad significativa de tiempo, esfuerzo, recursos y asignaciones presupuestarias.",0
"1619","Christine Gordon (Reino Unido de Gran Bretaña e Irlanda del Norte)",0
"1620","Se obtendría agua potable de otras fuentes para recargar las lentes de agua dulce.",0
"1621","El nuevo Gobierno democrático del Pakistán no puede dejar de ser sensible a los sentimientos de nuestro pueblo.",0
"1622","27. La misión reiterará la disposición del Consejo a apoyar los esfuerzos de las autoridades de transición para combatir la impunidad en la República Democrática del Congo.",1
"1623","Siete han establecido en su legislación una jurisdicción adecuada para los delitos pertinentes, cinco han adoptado algunas medidas a este respecto y no hay información suficiente con respecto a nueve Estados.",0
"1624","Depósitos en efectivo y a plazo y fondo común de efectivo al final del período",0
"1625","Es interesante observar que algunos de estos grupos armados pueden estar obteniendo sus armas desde la propia República Democrática del Congo, como señaló el Secretario General en su decimonoveno informe sobre la MONUC (S/2005/603) al Consejo de Seguridad. Concejo.",0
"1626","Entre las 13.15 y las 13.30 horas, el teniente coronel Ahmed Al-Assir le informó de la explosión y de que la caravana del Sr. Hariri había sido el objetivo.",0
"1627","Pena: Privación de libertad de 6 meses a 5 años.",0
"1628","46. ​​La Misión siguió coordinando el apoyo a la implementación de la estrategia nacional sobre violencia sexual y de género, en virtud de la cual se están ejecutando cinco programas en las áreas de prevención y protección, lucha contra la impunidad, asistencia multisectorial, reforma del sector de la seguridad y datos y cartografía. que se está aplicando en el distrito de Ituri y en Kivu del Sur.",0
"1629","Además, se proporcionaron paquetes de servicios básicos de nutrición a más de 500 centros de nutrición en todo el país.",0
"1630","El Equipo de Apoyo Analítico y Vigilancia de las Sanciones, establecido en virtud de la resolución 1526 (2004) del Consejo de Seguridad y prorrogado por la resolución 1904 (2009) del Consejo de Seguridad relativa a Al-Qaida y los talibanes y las personas y entidades asociadas, tiene el honor de transmitir su undécimo informe, de conformidad con la resolución 1904 (2009).",1
"1631","Solicita al Secretario General que proporcione a los Estados Miembros directrices y materiales de capacitación sobre la protección, los derechos y las necesidades particulares de las mujeres, así como sobre la importancia de involucrar a las mujeres en todas las medidas de mantenimiento y consolidación de la paz, invita a los Estados Miembros a incorporar estas elementos básicos, así como capacitación en concientización sobre el VIH/SIDA, en sus programas nacionales de capacitación para el personal militar y de policía civil en preparación para el despliegue, y solicita además al Secretario General que vele por que el personal civil de las operaciones de mantenimiento de la paz reciba una capacitación similar.",1
"1632","La Dirección Ejecutiva también ha establecido relaciones particularmente sólidas con ciertas organizaciones regionales y subregionales, en particular la Comunidad del Caribe y la Organización de los Estados Americanos, el Comité Interamericano contra el Terrorismo en las Américas, el Centro Africano de Estudios e Investigaciones sobre el Terrorismo, la Unión Africana, la Comunidad Económica de los Estados de África Occidental, el Programa de Fortalecimiento de la Capacidad de la Autoridad Intergubernamental para el Desarrollo contra el Terrorismo (ICPAT) y la Comunidad de Desarrollo del África Meridional en África; en Europa, el Consejo de Europa, la Unión Europea y la Organización para la Seguridad y la Cooperación en Europa; el Foro de las Islas del Pacífico en el Pacífico; y el Banco Asiático de Desarrollo y la Asociación de Naciones del Sudeste Asiático en Asia.",0
"1633","""El Consejo de Seguridad acoge con beneplácito los importantes esfuerzos continuos de la Unión Africana y las organizaciones subregionales, de conformidad con las resoluciones y decisiones del Consejo de Seguridad, para resolver conflictos, promover los derechos humanos, la democracia, el estado de derecho y el orden constitucional en África.",1
"1634","Su falta de voluntad para hacer cumplir el estado de derecho y garantizar el respeto de la soberanía y la integridad territorial de un Estado Miembro de las Naciones Unidas ha comprometido su credibilidad, así como su autoridad jurídica y moral.",0
"1635","G. Duración de la misión de seguimiento",0
"1636","En otro caso, el Tribunal volvió a considerar los diferentes elementos de un ataque dirigido contra una población civil como parte de la definición de crímenes de lesa humanidad.",1
"1637","Reiterando la necesidad de que todos los Estados y no Estados partes en conflictos cumplan plenamente sus obligaciones en virtud del derecho internacional aplicable, incluida la prohibición de todas las formas de violencia sexual,",1
"1638","El Presidente tomó nota de la invitación extendida al Grupo de Trabajo por el equipo de trabajo nacional sobre seguimiento y presentación de informes para visitar Sudán del Sur y propuso que el Grupo de Trabajo emitiera un comunicado de prensa sobre la reunión celebrada, de conformidad con el mandato del Grupo.",1
"1639","Al discutir el papel del Presidente, varios participantes reconocieron que se debían evitar dos ""trampas"": primero, seguir una agenda nacional para orientar al Consejo hacia intereses específicos; y, en segundo lugar, asumir un estilo de liderazgo excesivamente retraído y formulista.",1
"1640","""El Consejo de Seguridad acoge con satisfacción la resolución A/RES/64/289 de la Asamblea General que establece la Entidad de las Naciones Unidas para la Igualdad de Género y el Empoderamiento de las Mujeres (ONU Mujeres), que estará plenamente operativa en enero de 2011.",1
"1641","Acojo con satisfacción las medidas adoptadas por la Unión Africana y los países de la región afectados por el LRA para definir mejor una estrategia coordinada para hacer frente al grupo armado y mejorar la protección de los civiles.",1
"1642","377. La tortura y los tratos crueles están prohibidos en virtud del artículo 3 común de los Convenios de Ginebra.",0
"1643","Además, un equipo móvil visita las comunidades más remotas, especialmente las comunidades minoritarias, que tal vez no tengan fácil acceso a los centros de recursos.",1
"1644","Reafirma que todas las partes en el conflicto están obligadas a cumplir las obligaciones que les impone el derecho internacional humanitario y, en particular, los Convenios de Ginebra del 12 de agosto de 1949, y que las personas que cometan u ordenen la comisión de violaciones graves de los Convenios son individualmente responsables respecto de tales incumplimientos.",1
"1645","f) Acogió con beneplácito y destacó la importancia de que la Dirección Ejecutiva estuviera dispuesta a participar activamente y apoyar todas las actividades pertinentes en el marco de la Estrategia global de las Naciones Unidas contra el terrorismo, incluso en el marco del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, establecido para asegurar la coordinación general y coherencia en los esfuerzos antiterroristas del sistema de las Naciones Unidas.",1
"1646","1. El Código Penal de Qatar de 1971 (sección relativa a su aplicabilidad)",0
"1647","""El Consejo de Seguridad reconoce y alienta además los esfuerzos de la Liga de los Estados Árabes por contribuir a los esfuerzos colectivos encaminados a resolver pacíficamente los conflictos en el Oriente Medio, así como a promover respuestas internacionales a las transformaciones experimentadas en la región, reafirmando al mismo tiempo su firme compromiso con la soberanía, la independencia, la unidad y la integridad territorial de los países de la región y con los propósitos y principios de la Carta.",1
"1648","La comunidad internacional sigue comprometida con la lucha contra el terrorismo en todas sus formas y manifestaciones, pero debe redoblar sus esfuerzos para lograr la plena aplicación de las resoluciones pertinentes y los instrumentos internacionales contra el terrorismo.",1
"1649","El Consejo también impuso a las personas y entidades designadas por el Comité la prohibición del suministro, la venta o la transferencia de armas y equipo militar, así como la capacitación conexa y la asistencia financiera y de otro tipo.",1
"1650","El Grupo obtuvo una copia del pasaporte del Sr. Dragaš de Belgrado y cotejó su número con el inscrito en el registro del hotel de Monrovia.",0
"1651","44. Es igualmente claro que muchos de los asesinatos de esos dos días no ocurrieron en la calle, sino en las viviendas de posibles manifestantes o incluso de civiles inocentes que fueron objeto de ataques por parte de las fuerzas de seguridad simplemente por su nombre, origen o grupo comunitario.",0
"1652","Algunas delegaciones enfatizaron la importancia de las conversaciones a seis bandas para encontrar una solución a la cuestión nuclear en la Península de Corea y pidieron que se trabajara para crear condiciones favorables para la reanudación de las conversaciones a seis bandas.",1
"1653","También se produjeron enfrentamientos entre grupos armados afiliados al Gobierno de Malí y grupos armados representados en las conversaciones de Argel, a pesar de los compromisos de alto el fuego de las distintas partes. El 9 de octubre, un convoy que transportaba armas, morteros y armamento antiaéreo que avanzaba por el norte de Níger hacia Malí fue interceptado y destruido por fuerzas francesas y nigerianas. Según los informes, las armas estaban siendo entregadas a Ansar Dine. El 12 de octubre, las fuerzas de seguridad mauritanas detuvieron en la ciudad minera de Zouerat, en el norte del país, a cuatro personas sospechosas de establecer contactos con yihadistas y reclutar para el Estado Islámico en Irak y el Levante (ISIS).",0
"1654","4. Facultades de los miembros del Gobierno.",0
"1655","Al explicar que el proceso de transición llevó tiempo, subrayó la necesidad de una acción política compartida contra los grupos armados de oposición que amenazan un proceso pacífico.",1
"1656","Sin embargo, es importante recordar que más allá de esas medidas de fomento de la confianza, el Gobierno de Côte d'Ivoire sigue siendo responsable de la seguridad de sus ciudadanos. El 6 de septiembre, en Abidján, el Ministro de Administración Territorial, Issa Diakite, fue atacado por un grupo de Jóvenes Patriotas.",0
"1657","13. Insta a la comunidad internacional a brindar apoyo y asistencia para permitir que los Estados cumplan con sus responsabilidades en materia de protección de los refugiados y otras personas protegidas por el derecho internacional humanitario;",1
"1658","4. Exhorta a los Estados a que adopten medidas enérgicas y decisivas para cortar las corrientes de fondos y otros activos financieros y recursos económicos a personas y entidades asociadas con la organización Al-Qaida, Usama bin Laden y/o los talibanes, teniendo en cuenta, según corresponda , códigos y normas internacionales para combatir la financiación del terrorismo, incluidos aquellos diseñados para prevenir el abuso de organizaciones sin fines de lucro y sistemas de remesas informales/alternativos;",1
"1659","Los miembros también expresaron su determinación de seguir trabajando en colaboración con el Gobierno para consolidar los avances logrados y garantizar un entorno estable para la gobernanza democrática, el crecimiento económico y la prestación de asistencia humanitaria. Asia",1
"1660","Aunque esta recomendación está dirigida principalmente a futuras inclusiones, el Comité tal vez desee brindar orientación más específica y específica a los Estados donde se sabe que ya se han producido dichas transferencias.",1
"1661","p) Cooperar con otros Comités de Sanciones pertinentes del Consejo de Seguridad, en particular el Comité establecido en virtud de la resolución 1267 (1999).",1
"1662","Reconociendo la valiosa contribución a la protección de los niños en los conflictos armados realizada por el RESG sobre los niños y los conflictos armados y el Grupo de Trabajo del Consejo de Seguridad sobre los niños y los conflictos armados, incluidas sus conclusiones y recomendaciones emitidas de conformidad con la resolución 1612 (2005), y recordando la resolución 1882 (2009), cuyo objetivo es fortalecer la protección de los niños en situaciones de conflicto armado,",1
"1663","10. Los principales mecanismos de vigilancia de la importación, exportación, transbordo y tránsito de materiales relacionados son el Código Aduanero y los reglamentos aduaneros.",0
"1664","Liberia todavía no tiene servicios públicos de electricidad o agua, ni siquiera en la capital, Monrovia.",0
"1665","1. Una capacidad volumétrica total de 110 litros o más; y",0
"1666","Me preocupa que esa votación parlamentaria y ese estancamiento puedan perturbar los laboriosos avances que han alcanzado las partes interesadas somalíes y sus asociados.",0
"1667","Estoy profundamente agradecido a mi Representante Especial interino, David Gressly, y a mi Representante Especial Adjunto, Arnauld Akodjénou, así como a todo el personal civil y uniformado de las Naciones Unidas en Malí, por su continuo y arduo trabajo en condiciones muy difíciles para restablecer una paz duradera. y estabilidad en el país.",1
"1668","El 19 de agosto de 2014 (Día Mundial de la Asistencia Humanitaria), el Reino Unido de Gran Bretaña e Irlanda del Norte, en su calidad de Presidente del Consejo de Seguridad, celebrará una reunión abierta del Consejo, en formato informativo, sobre la protección de los trabajadores humanitarios, bajo el orden del día tema sobre la protección de los civiles en los conflictos armados.",1
"1669","La Comisión también confirmó que, tras el ataque a Tawila en febrero de 2004, los Janjaweed secuestraron a un grupo de unas 30 estudiantes y las retuvieron en un campamento donde fueron violadas repetidamente.",0
"1670","Los firmantes también se comprometieron a llevar a cabo una campaña electoral abierta y honesta y a establecer una comisión parlamentaria sobre la corrupción en la próxima sesión del Parlamento.",1
"1671","Los miembros del Consejo acogieron con beneplácito los esfuerzos del Gobierno para combatir al Ejército de Resistencia del Señor (LRA), así como la iniciativa de cooperación regional de la Unión Africana para la eliminación del LRA y el nombramiento de un enviado especial de la Unión Africana para coordinar la iniciativa.",1
"1672","a) Exhortar a las partes en un conflicto armado a que cumplan las obligaciones que les corresponden en virtud del derecho internacional humanitario y adopten todas las medidas necesarias para proteger a los civiles y facilitar el paso rápido y sin obstáculos de envíos, equipo y personal de socorro,",1
"1673","El Consejo reitera la importancia de abordar las necesidades de consolidación de la paz de las mujeres y su participación en el desarrollo y la implementación de estrategias posconflicto.",1
"1674","El Equipo de Vigilancia recomienda que el Comité elabore normas mínimas de identificación de las entradas y facilite sus procedimientos para eliminar entradas cuando haya pruebas suficientes para considerarlas muertas o extintas.",1
"1675","12. Exhorta al Gobierno de Burundi a que prosiga sus esfuerzos para garantizar la promoción y protección de los derechos humanos y, junto con sus socios internacionales, apoye y fortalezca las capacidades de la Comisión Nacional Independiente de Derechos Humanos y la Oficina del Defensor del Pueblo de conformidad con con la resolución A/RES/48/134 de la Asamblea General sobre instituciones nacionales para la promoción y protección de los derechos humanos, y pide además al Gobierno que continúe su lucha contra la impunidad y adopte las medidas necesarias para garantizar el pleno disfrute de los derechos civiles, políticos , los derechos sociales, económicos y culturales consagrados en la Constitución de Burundi y de conformidad con sus obligaciones en virtud del derecho internacional;",1
"1676","1. En su declaración presidencial de 4 de septiembre (PRST/2008/33), el Consejo de Seguridad pidió al Secretario General que identificara y se pusiera en contacto con Estados que pudieran aportar los recursos financieros, el personal, el equipo y los servicios necesarios para una fuerza multinacional para Somalia.",1
"1677","32. El Comité también agradecería propuestas preparadas en cooperación con expertos de otros órganos subsidiarios del Consejo de Seguridad relacionados con la lucha contra el terrorismo sobre cómo racionalizar la presentación de informes de conformidad con el Documento Final de la Cumbre Mundial 2005 (véase la resolución 60/1 de la Asamblea General).",1
"1678","64. Los continuos ataques asimétricos contra el personal de mantenimiento de la paz de las Naciones Unidas, así como los asesinatos selectivos y los secuestros de civiles, son acontecimientos preocupantes.",0
"1679","99. Los principales grupos terroristas de la región incluyen Jemaah Islamiyah, que ha estado especialmente activo en Indonesia, Malasia y Singapur; el Grupo Abu Sayyaf; grupos insurgentes en Filipinas; y los insurgentes separatistas en el sur de Tailandia.",0
"1680","El párrafo 1 del artículo 5 del Estatuto dispone:",0
"1681","La situación en Libia (22 de febrero de 2011; 28 de julio de 2011)",0
"1682","Esperamos profundizar nuestra relación con las Naciones Unidas en el próximo período.",1
"1683","En el gráfico I se muestran los ingresos y gastos comparativos de los ejercicios económicos 2004/2005, 2006/2007 y 2008/2009.",0
"1684","La situación en Myanmar (15 de septiembre de 2006; 13 de julio de 2009)",0
"1685","85. Las fuerzas armadas también incluyen una unidad operativa denominada Inteligencia Fronteriza, cuya función principal es recopilar información.",0
"1686","55. Teniendo en cuenta las delicadas cuestiones que es necesario abordar, como se indica en el programa de trabajo del Gobierno, los preparativos para esas elecciones deben comenzar temprano.",0
"1687","""El Consejo de Seguridad acoge calurosamente la decisión del Secretario General de hacer que el trabajo de las Naciones Unidas para fortalecer el estado de derecho y la justicia de transición en las sociedades en conflicto y posconflicto sea una prioridad durante el resto de su mandato.",1
"1688","El Sudán no tiene como objetivo a las Naciones Unidas. Es un Miembro fiel de la Organización que respeta las disposiciones de la Carta de las Naciones Unidas y aprecia sus esfuerzos por lograr la seguridad y la estabilidad y promover el desarrollo en el Sudán. Además, el Sudán se esfuerza arduamente por desarrollar esa relación de conformidad con la Carta y las resoluciones pertinentes de la Asamblea General y el Consejo de Seguridad.",1
"1689","48A, 49A, 60A, 64A, 66A, 73A, 76A, 78A, 96A, 104A, 105A, 105B, 105C, 105D",0
"1690","Los miembros del Consejo tienen ante sí el documento S/2005/745, que contiene el texto de una carta de fecha 7 de diciembre de 2005 dirigida al Presidente del Consejo de Seguridad por el Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1521 (2003) relativa a Liberia. Consejo por el que transmite el informe del Grupo de Expertos sobre Liberia.",0
"1691","Por ejemplo, fue imposible introducir algunos nombres de la Lista en la base de datos electrónica ""Pasajero"" del Departamento de Tropas Fronterizas.",0
"1692","Dijo que las fuerzas armadas de Costa de Marfil recibían periódicamente formación sobre el derecho internacional humanitario y que la protección de los civiles formaba parte del credo del ejército de Costa de Marfil.",1
"1693","La Representante Especial lamentó que la situación de los derechos humanos siguiera marcada por constantes violaciones y advirtió que la situación podría empeorar aún más con la adopción y aplicación de un nuevo proyecto de ley de seguridad.",0
"1694","a) Desarrollar enfoques más integrados y mecanismos más eficaces para garantizar una sólida cooperación e intercambio de información de inteligencia entre los organismos pertinentes de lucha contra el terrorismo, a nivel nacional e internacional;",1
"1695","El Consejo también expresó su intención, al establecer, modificar o revisar el mandato de los regímenes de sanciones pertinentes, considerar la posibilidad de incluir disposiciones relativas a las partes en conflictos armados que realicen actividades que violen el derecho internacional aplicable en relación con los derechos y la protección de los niños en los conflictos armados. conflicto.",1
"1696","Tengo el honor de transmitir adjunto el informe del Comité del Consejo de Seguridad establecido en virtud de la resolución 1521 (2003) relativa a Liberia, que contiene una reseña de las actividades del Comité entre el 1 de enero y el 31 de diciembre de 2014. El informe, que fue aprobado por el Comité, se presenta de conformidad con la nota del Presidente del Consejo de Seguridad de 29 de marzo de 1995 (S/1995/234).",0
"1697","Tras las consultas, el Presidente del Consejo pronunció un comunicado de prensa en el que los miembros del Consejo pidieron a las autoridades de Côte d'Ivoire y a todas las partes interesadas que pusieran fin a los impedimentos a la libertad de circulación de las fuerzas imparciales e instaron a todas las partes a demostrar responsabilidad y moderación para que la próxima campaña electoral se desarrolle en un ambiente pacífico y según lo previsto.",1
"1698","Hubo un amplio apoyo a los esfuerzos por neutralizar la amenaza que plantean las FDA y otros grupos armados en el este de la República Democrática del Congo, incluidas las FDLR, según lo dispuesto en la resolución 2147 (2014).",1
"1699","En particular, recomienda que el Comité modifique el párrafo 6 i) de sus directrices para que los nombres de las personas identificadas como muertas se revisen automáticamente cada año, junto con cualquier lista seleccionada por el Comité del conjunto de entradas que no han sido actualizadas. en cuatro años o más, a menos que un miembro del Comité solicite específicamente que se retire de la consideración el nombre de una persona supuestamente fallecida.",1
"1700","Reconociendo la necesidad de mejorar la coordinación de los esfuerzos a nivel nacional, regional, subregional e internacional, según corresponda, a fin de fortalecer una respuesta mundial al grave desafío y amenaza a la paz y la seguridad internacionales que plantean la proliferación de armas de destrucción en masa y su medios de entrega,",1
"1701","38. El Equipo recomienda que el Consejo de Seguridad y el Comité alienten a los Estados a designar o establecer mecanismos nacionales para identificar y seleccionar a personas y entidades para su inclusión en la Lista Consolidada sobre la base de una autoridad jurídica claramente identificable y distinta del proceso penal.",1
"1702","v) Colaborar con las organizaciones internacionales y regionales pertinentes para promover el conocimiento y el cumplimiento de las medidas;",1
"1703","Sin duda, las bandas criminales son organizaciones prohibidas y, por tanto, están cubiertas por el texto.",0
"1704","""El Consejo de Seguridad reitera su firme apoyo a la aprobación por la Asamblea General de la Estrategia global de las Naciones Unidas contra el terrorismo (A/60/288), de 8 de septiembre de 2006, y a la institucionalización del CTITF, de conformidad con la resolución 64/235 de la Asamblea General. , para garantizar la coordinación y coherencia generales en los esfuerzos antiterroristas del sistema de las Naciones Unidas, y la plena participación, dentro de sus mandatos, de los órganos subsidiarios pertinentes del Consejo de Seguridad en la labor del CTITF y sus grupos de trabajo, y acoge con satisfacción la aprobación por parte del Asamblea General de la resolución 64/297.",1
"1705","Los dos líderes sentaron las bases para un diálogo continuo entre el Líbano y los palestinos, que en mi opinión manifiesta un paso importante hacia la superación definitiva de un pasado difícil y hacia la reafirmación de la soberanía y la independencia política del Líbano.",1
"1706","El Consejo subraya la necesidad de que todas las acciones militares contra el LRA se lleven a cabo de conformidad con el derecho internacional aplicable, incluido el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, y de minimizar el riesgo de daños a los civiles en esas zonas.",1
"1707","Informe del Secretario General sobre la situación en Abyei (S/2011/451).",0
"1708","El Movimiento Árabe de Azawad (MAA), la Coordinación de Movimientos y Fuerzas Patrióticas de Resistencia (CM-FPR) y la Coalición del Pueblo para Azawad (CPA), signatarios del Acuerdo Preliminar para las Elecciones Presidenciales y la Inclusión Las conversaciones de paz en Mali concluyeron el 18 de junio de 2013 en Uagadugú:",1
"1709","""El Consejo de Seguridad reitera su más enérgica condena de la profanación, los daños y la destrucción de lugares de importancia sagrada, histórica y cultural, en especial, aunque no exclusivamente, aquellos designados como Patrimonio de la Humanidad por la UNESCO, incluida la ciudad de Tombuctú.",0
"1710","Se convino en que Somalia, la región y la comunidad internacional debían prestar mayor atención al desarrollo de la capacidad de lucha contra la piratería y maximizar los avances logrados por las fuerzas navales.",1
"1711","Se certificó que estaban libres de Ébola y se los transfirió a instalaciones médicas apropiadas al finalizar el período de cuarentena el 6 de diciembre.",0
"1712","530. Para que cualquier debate sobre los perpetradores sea inteligible, se necesitan dos herramientas jurídicas: las categorías de crímenes de los que pueden ser responsables y la enumeración de los diversos modos de participación en crímenes internacionales de los cuales se sospecha que las distintas personas son responsables.",1
"1713","8. Se recomienda que las Naciones Unidas adopten las siguientes medidas urgentes y específicas para facilitar la presencia continua y reforzada de la AMISOM en Somalia:",0
"1714","Perspectivas de género integradas en el diseño e implementación de evaluaciones ambientales postconflicto.",0
"1715","39. Entre los instrumentos regionales, Côte d'Ivoire ratificó la Carta Africana de Derechos Humanos y de los Pueblos (1992) y firmó el estatuto por el que se establece la Corte Africana de Derechos Humanos y de los Pueblos.",1
"1716","33. Por lo tanto, con el apoyo de la comunidad internacional y las partes en el conflicto, se emprenderá y logrará seriamente la aplicación del acuerdo de alto el fuego.",1
"1717","Encomiando los esfuerzos de la Operación Híbrida de las Naciones Unidas y la Unión Africana en Darfur (UNAMID), el Mediador Principal Conjunto de la Unión Africana y las Naciones Unidas, el Secretario General de las Naciones Unidas, la Liga de los Estados Árabes, la Panel de Alto Nivel de la Unión Africana sobre la Aplicación de la Política en Sudán y a los dirigentes de la región para promover la paz y la estabilidad en Darfur, y expresando firme apoyo al proceso político bajo la mediación dirigida por la Unión Africana y las Naciones Unidas,",1
"1718","La MINUSMA lanzará una revisión de su concepto de Misión a principios de 2015, que guiará la revisión de los conceptos de los componentes militares, policiales y de apoyo complementarios que detallan y apoyan la implementación del concepto de Misión.",1
"1719","Estados Unidos insta a las Naciones Unidas y a la PNH a redoblar los esfuerzos de investigación.",0
"1720","Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluido el derecho internacional humanitario y de derechos humanos aplicable, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas, destacando a este respecto la importante papel que desempeñan las Naciones Unidas en la dirección y coordinación de este esfuerzo,",1
