"es_en_DEEPL"	"MatConf"
"b) Political and military leaders of foreign armed groups operating in the Democratic Republic of the Congo who prevent the voluntary disarmament and repatriation or resettlement of combatants of such groups;"	1
"Withholding that level of funding would cripple any government, and a fortiori an authority in occupied territory. If the funds are not immediately released, it will jeopardize the achievements of state-building, including further good governance that would benefit the Palestinian people and the development of security forces defending law and order in the West Bank."	0
"Other circumstances relating to the planning phase of the crime should be borne in mind, such as the surveillance of Mr. Hariri undertaken by the Internal Security Forces and the tapping of Mr. Hariri's telephones by Military Intelligence (see section entitled \"Tapping of Mr. Hariri's telephones\")."	1
"The Committee also agreed to address letters to the Permanent Representative of Somalia and the Commissioner for Peace and Security of the African Union to recommend an independent investigation into the alleged sale of arms and ammunition on the Somali arms market by officials of the Transitional Federal Government and the Ugandan contingent of the African Union Mission in Somalia (AMISOM), respectively."	0
"In some cases, women were raped in public and, on occasion, were insulted and called \"slaves\" or torabora."	1
"According to the Guidelines, the investment objectives of all the cash pools, in order of priority, are as follows:"	0
"Since my report (see S/2007/619, para. 25), the Royal Moroccan Army has continued to report a large number of alleged violations of military agreement No. 1 by the Frente Polisario (S/2007/619, para. 25) concerning the presence of persons and vehicles in the buffer strip."	0
"Recruitment of a protection specialist. Development and distribution of a brochure on the Convention on the Rights of the Child. IASC Task Force on Gender and Humanitarian Assistance (chaired by OCHA and WHO)."	0
"Military training and recruitment as part of the arms embargo"	1
"In the Syrian Arab Republic, the possible link between the large number of foreign fighters affiliated with Al-Qaida and the creation by Jabhat al Nusrah of associations based on a common language could lead to the emergence of new pan-Arab and pan-European extremist networks."	1
"27. Recalls its decision that individuals and entities wishing to be de-listed without the sponsorship of a Member State may submit such a request through the focal point mechanism established by resolution 1730 (2006);"	0
"A. Recruitment and use of children by armed forces and armed groups The Task Force on Children and Armed Conflict in Nepal, established pursuant to Security Council resolution 1612 (2005), monitored the recruitment of children by the Maoist army and CPN-M affiliated organizations during the post-ceasefire recruitment campaign that reached its peak in November 2006."	1
"The Commission also verified numerous other incidents of attacks against civilians, based on information and evidence received in the course of its work."	1
"Final communiqué of the meeting held in Lomé on the Guinea-Bissau peace process"	0
"72% of the planned police personnel have been deployed (5% of these personnel are women)."	1
"3. Viability and financial sustainability of the local police force."	0
"The Commission wishes to emphasize that, if it is proven that the Government used the militias as a \"tactic of war,\" even in cases where the Janjaweed may have acted without demonstrated Government support, Government officials may incur criminal liability for their participation in a joint criminal enterprise to perpetrate indiscriminate attacks against civilians and killings of civilians."	1
"The third factor was the insufficient police presence and the fourth was the interference of foreign agents in Darfur."	1
"On February 8, 418 petitioners demonstrated in front of the PalÃ¡cio das Cinzas, the President's residence."	1
"The PNTL General Commander withdrew weapons from the PNTL national armoury without the knowledge of the officer in charge of the armoury. On 23 March, 60 rifles and 50 boxes of ammunition of the Steyr brand were sent to the PRU facilities in Alieu. On 15 April, 10 Steyr rifles and ammunition were sent to the LiquiÃ§a police station."	1
"Flows of arms from Ethiopia received by the warlords and then arriving at the Bakaraaha market would explain another source of small arms and ammunition from that market."	1
"The Commission also received reliable information about the killing of another policeman by a mob in the same area."	1
"20. Decides to remain seized of the matter."	0
"Most of these men were executed."	1
"The task of operating in such an environment was not easy, but UNDOF had evolved as a mission and adjusted its operations to meet the challenges posed by the environment of conflict and internal strife, which had recently increased in intensity and severity."	1
"Irregular movement of weapons in the security forces"	1
"As a result, many coastal areas are virtually devoid of plant and animal life or show a considerable reduction in biological diversity."	0
"Organization for the Prohibition of Chemical Weapons Grants to the Republic of Paraguay"	0
"(v) Maintain a dialogue and exchange information with the designated contact centers or focal points on matters relating to their contribution to the implementation of resolution 1540 (2004);"	0
"Security incidents related to UNMIS movement in Southern Sudan continued to occur during the reporting period."	1
"S/RES/1820 (2008), para. 5"	0
"Yet, after 2011, how can anyone honestly say that civil society does not belong in the Middle East and North Africa and -- I would add -- everywhere?"	0
"- Convention on Offences and Certain Other Acts Committed on Board Aircraft, as of November 13, 1978;"	0
"Strongly urges Member States to provide all relevant information to the Ombudsman, including any relevant confidential information, where appropriate, encourages Member States to provide relevant information in a timely manner, welcomes the agreements concluded at the national level by some Member States with the Office of the Ombudsman to facilitate the exchange of confidential information, encourages Member States to continue to cooperate in this regard, in particular by entering into agreements with the Office of the Ombudsman to facilitate the exchange of such information, and confirms that the Ombudsman should comply with any confidentiality restrictions imposed on such information by the Member States providing it;"	0
"It is unclear when these funds will be disbursed."	0
"It also suffers from a proven vulnerability to misuse by terrorists and their supporters to finance acts of terrorism."	0
"The use of lethal force in such situations must respect the principles of distinction and proportionality, and those responsible for its violation must be held accountable."	1
"6. Convention on the Physical Protection of Nuclear Material, 1980."	0
"It is unclear how the next reimbursement of expenses for this item, due in June, will be financed."	0
"Promote and support the sound management of conflict-related information"	0
"In fact, many of the laws in force in Sudan today contravene basic human rights standards."	1
"We are gravely concerned that the special processes created for this purpose seem to have failed."	0
"Food and non-food items were delivered to 2,000 people and medicines for 22,600 people."	0
"Based on its own investigations and the pattern of airstrikes it has determined, the Commission is of the opinion that the military is responsible for a large number of indiscriminate airstrikes that resulted in the deaths of numerous civilians."	1
"(1) Whoever, with the purpose of hijacking an aircraft to take it to a foreign country, takes control thereof, or uses for such purpose without permission an aircraft entrusted to him, shall be punished with imprisonment for a term of 3 to 10 years or with forfeiture of property."	1
"The operations were approved at the level of the Supreme Leader. Most of the victims of enforced disappearances were forced to work and perform other activities for the state."	1
"As of August 31, more than 29,000 refugees had returned to their countries of origin, including 11,724 who had received assistance from the Office of the United Nations High Commissioner for Refugees, and some 18,000 had spontaneously returned to Liberia."	0
"In terms of implementation challenges, we believe that sustainable development cannot be achieved without institutions based on good governance and the necessary resources, which will only be available when security and stability prevail."	0
"13. The Transitional Darfur Regional Authority has been formed, chaired by the Senior Advisor to the President of the Republic."	0
"It is interesting to note that some of its armed groups may receive their weapons from within the DRC itself, as noted by the Secretary-General in his 19th report on MONUC (S/2005/603) to the Security Council."	1
"1.2 In order to give effect to paragraph 2 (a) to (g) of resolution 1373 (2001), the Government of South Africa is considering the adoption of the following new legislation."	0
"From October 1-10, 2014, 20 ceasefire violations were recorded along the line of control and 22 along the interim demarcation line, as a result of which 12 civilians were killed and 52 civilians and 9 military personnel were injured on the Pakistani side."	1
"I. PROCEDURAL STEPS 3 - 9 7"	0
"Botswana Gen. Seretse Khama Ian Khama"	0
"A description of the status of all cases as of January 31, 2013 is provided in Annex I of this report."	0
"For example, a significant number of claims involved death, torture, bodily injury, mental harm or suffering, hostage-taking, and loss of or damage to real and personal property."	1
"He also referred to the attack on the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA) base in Kidal on October 7."	1
"Substantial sums, while not critical to the success of the attacks, are now harder to come by."	1
"A total of 1,283 terrorist-motivated kidnappings were reported in 2012, and a single hostage could mean a seven-figure ransom in the hands of terrorists."	1
"Major terrorist groups in this region include the so-called Jemaah Islamiyah, which has been particularly active in Indonesia, Malaysia and Singapore, the Abu Sayyaf Group, insurgent groups in the Philippines and separatist insurgents in southern Thailand."	1
"Updated monthly financial statements are available on the Facility's website(www.irffi.org)"	0
":: On November 16, 2014, regime forces fired mortar shells at the Madera Mosque in Damascus Rural, injuring four civilians and causing significant damage."	1
"During the discussion, the parties agreed that, taking into consideration the changes in the leadership of both sides over the past two years, it was necessary to reaffirm their commitment not to resume hostilities and to ensure the return, in safety and dignity, of refugees and internally displaced persons, in a first stage to the Gali district within the former borders, as stated in the Yalta Declaration of the Georgian and Abkhaz sides (see S/2001/242, annex, and S/2001/401, para. 6)."	0
"Notices on safety issues are issued periodically to keep personnel informed of the situation and to provide instructions on the safety measures in place."	0
"This reduction has generally occurred due to the death from natural causes of a portion of these people. Is it intended to claim that this is a positive trend and wait until all of these people have died before their return begins?"	0
":: Additional screening of passengers and carry-on baggage at departure gates."	0
":: Highlight good practices in addressing the specific risks and responding to the needs, capacities and priorities of refugee, displaced and stateless women and girls during flight, displacement and upon return, including the particular needs of different groups of women and girls who are subject to multiple and intersecting forms of discrimination, in consultation with local civil society organizations and women and girls themselves."	0
"These are quantitative and qualitative indicators, in particular the following:"	0
"A. First instance rulings pending as of November 15, 2013"	0
"14. Decides that Member States, in order to prevent Al-Qaida and other individuals, groups, undertakings and entities associated with Al-Qaida from obtaining, controlling, stockpiling, stockpiling, accessing or using any explosives, whether military, civilian or improvised explosives, as well as raw materials and components that could be used in the manufacture of improvised explosive devices or non-conventional weapons, including chemical components, detonating cords or poisons, should take appropriate measures to promote vigilance by their nationals, persons within their jurisdiction, and companies incorporated in their territory or subject to their jurisdiction involved in the production, sale, supply, purchase, transfer and stockpiling of any explosives, whether military or civilian explosives or improvised explosives, should take appropriate measures to promote vigilance by their nationals, persons under their jurisdiction and companies incorporated in their territory or subject to their jurisdiction involved in the production, sale, supply, purchase, transfer and stockpiling of such materials, including through the publication of good practices, and also encourages Member States to exchange information, establish partnerships and develop national strategies and capacity-building against improvised explosive devices;"	0
"Medical and hygiene supplies are also obtained only through private individuals and the International Committee of the Red Cross."	0
"According to the World Bank, nothing is more damaging to the investment climate than the insecurity created by the armed conflict."	1
"According to available information, on September 4, the LRA attacked the villages of Bodo and Nahu in Western Equatoria, killed eight people and abducted two children, one of whom later escaped."	1
"2. The Group began its review of the 18th series in January 2003."	0
"Noting that it was unclear how many people had lost their lives in the days of fighting, he said that ceasefire monitors from the Intergovernmental Authority on Development (IGAD) had blamed the opposition for starting the conflict."	1
"In mid-November, the United Nations Humanitarian Coordinator for Kosovo released the results of a humanitarian hazard study indicating that some 42,000 families may need firewood and charcoal and another 6,000 or so may need emergency temporary housing for the winter."	0
"The group allegedly has close ties to Al-Qaida in the Arabian Peninsula and has provided training in Somalia to terrorists from Nigeria and other countries close to its borders."	1
"A Somali pirate ringleader, Mohamed Abdi Hassan, nicknamed \"Afweyne,\" was arrested in October 2013 in Brussels. Another top pirate leader, Mohamed Garfanji, was arrested in August 2014 in Mogadishu on charges of illegal possession of weapons and other piracy-related charges."	1
"On May 7, 2005, General Michel Aoun returned to the country after 14 years of exile and created the Free Patriotic Movement in order to participate in the legislative elections which began on May 29 and concluded, after four rounds, on June 19 of the same year."	1
"Without a standard or agreed format of authenticated end-use certificates, government bodies in transit States have little means of establishing their veracity."	0
"From November 25 to December 10, my Special Representative joined my annual campaign \"UNiTE to End Violence against Women,\" with a particular focus on countries in conflict."	0
"To be held on Wednesday, June 27, 2012, at 10:30 a.m."	0
"Police fired tear gas to disperse supporters of both parties, who were throwing stones in the streets."	1
"The Government of the Republic of Macedonia, at its meeting of April 19, 2011, adopted a decision to implement the restrictions set forth in the above-mentioned resolution."	1
"CTED will enhance its cooperation with relevant United Nations bodies, including the Monitoring Team of the Security Council Committee established pursuant to resolution 1267 (1999) and the Panel of Experts of the Security Council Committee established pursuant to resolution 1540 (2004), as well as with various international, regional and subregional organizations, especially in the framework of the Committee's visits to Member States."	0
"The Security Council expresses its readiness to consider the specific recommendations of its Working Group on Children and Armed Conflict on violations and abuses committed against children by parties listed in the annexes to the Secretary-General's reports, as they occur, with a view to considering action on them, without prejudging or implying a decision by the Security Council on whether or not to include a particular situation among the items under its consideration."	0
"The Abkhazian regime has spared no effort to legalize the imposition of demographic change as a result of ethnic cleansing and has created untenable living conditions for Georgian citizens who have returned to the Gali district."	1
"With this strategy, the United Nations system is implementing joint programming initiatives with good results, although the linkages between the different programs and the Government's efforts to stabilize the country need to be strengthened."	0
"Al-Qaida and its affiliates use military components when they can obtain them and civilian components otherwise to build IEDs."	1
"Many of the alleged crimes documented in Darfur have been widespread and systematic and meet all the requirements of the Rome Statute."	1
"During the reporting period, the security situation in the north-eastern Central African Republic continued to be affected by inter-ethnic conflicts, banditry and cross-border criminal activities. These remained the main threats to security and stability in the Vakaga and Haute-Kotto regions."	1
"It is particularly important to establish practical exchanges between the Security Council and the General Assembly on the containment of illicit flows of arms and ammunition to crisis and conflict areas."	1
"Al-Qaida in the Islamic Maghreb (AQIM) (QE.T.14.01) has greatly developed its expertise in kidnapping for ransom."	1
"During the election period, further destabilization attempts are expected in the region."	1
"The first was a white van carrying three uniformed men armed with M16 rifles. The second was a red truck carrying between 15 and 20 armed men, some of them uniformed and others in civilian clothes."	1
"At the 5052nd meeting of the Security Council, held on October 6, 2004, in connection with the Council's consideration of the items entitled \"Justice and the rule of law: the role of the United Nations\" and \"Post-conflict national reconciliation: the role of the United Nations\", the President of the Security Council made the following statement on behalf of the Council:"	0
"To the World Bank and donors"	0
"Five States have duly established in their domestic legislation their jurisdiction over the relevant offenses."	0
"On September 16, MINUSMA and UNICEF conducted an inspection of the armed elements of the MAA (Coordinating Committee) and the MNLA stationed in Ber (Tombouctou region) and identified five minors, aged between 15 and 17 years, as well as two young men who had probably been recruited while they were still minors."	1
"In order to deepen the UN's engagement in this area, the Council should request its main counter-terrorism bodies (CTED and the Analytical Support and Sanctions Monitoring Team) to focus on the threat posed by foreign terrorist fighters, including by assessing national efforts to implement international legal obligations in combating this threat."	1
"In accordance with paragraph 39 of this resolution, the Monitoring Team shall work under the direction of the Committee established pursuant to resolution 1267 (1999) and shall perform the following functions:"	0
"112. Mohammad Mutlaq Rumeih Al-Bathali"	0
"Other newspapers such as \"FraternitÃ© Matin\" and \"Notre Voie\", which support the Ivorian Popular Front political party, publish nationalist articles and incite a relentless war."	1
"179. The interest element is US$430,912 (JD 283,540)."	0
":: On December 22, 2001, Gus Kouwenhoven arrived in Monrovia from Abidjan."	0
"It was reported that, in many cases, Government forces surrounded the villages, standing guard while the Janjaweed burned and looted the villages and committed other atrocities against the population."	1
"Tragically, the Vice Warden and a guard were killed in the attack, while the Warden and a supervisor were injured."	1
"The conclusions reached by the Group with respect to these issues are set forth in paragraphs 161 to 193 of the first \"E4\" report."	0
"B. Armed Forces of the Republic of Sierra Leone"	0
"As the Team has previously noted, deficient entries serve no purpose: they cannot reasonably lead to sanctions, uninvolved individuals bearing a name similar to that of listed individuals suffer unintended consequences, the private sector and border control officials and other services waste time and energy trying to identify individuals whose details cannot be confirmed, and the sanctions regime as a whole loses support."	1
"Such individuals include those identified as being instrumental in the indoctrination and recruitment of suicide bombers."	1
"I also condemn the reckless disregard shown by Hezbollah for the wishes of the elected Government of Lebanon and for the interests of the Lebanese people and the region at large."	0
"However, CTED has noted that, even in those States, attention to the four key areas of governance (strengthening the border control system; building the capacity of the criminal justice system to ensure the rule of law; improving coordination and information sharing among relevant national agencies; and strengthening cross-border institutional cooperation with neighboring States) appears to have a highly significant impact on counter-terrorism capacity. This is true even where development in other sectors is relatively limited."	0
"While the leaders in Afghanistan retain their personal prestige and historical authority as founders of Al-Qaida and are more adept at sustaining the fallacy that there is a religious justification for terrorism, Al-Qaida in Iraq, led by Abu Musab Al-Zarqawi or a successor, having been the perpetrator of a series of high-profile attacks, has a stronger following of those who yearn to engage in violent action."	1
"There were several positive developments in the anti-corruption structure, including the establishment of the Anti-Corruption Commission and the drafting of a law on the establishment of the High Administrative, Tax and Audit Court provided for in the Constitution."	0
"On Saturday, December 27, 2003, in the village of Domai Tamait in South Darfur: \"We were attacked early in the morning, around 5:30 a.m., which is the time of morning prayer. [The attackers were on horses and camels and some were in uniform."	1
"Everyone knows that the real estate belongs to Charles Taylor."	0
"None of the listed individuals have been verified as nationals or residents of Armenia."	0
"by the Minister of Foreign Affairs of Angola"	0
"Troika press release: the Baden Conference"	0
"Some States need to further strengthen their judicial systems to ensure that counter-terrorism prosecutions are conducted in full compliance with the rule of law."	0
"The Commission has identified 14 members of the Janjaweed militia who are suspected of committing an international crime under the concept of unlawful association."	1
"In addition, the forced assignment of state-designated employment and place of residence is largely driven by discrimination based on the songbun system."	1
"The purpose of the attacks is clear: to exterminate the moderates in Syria and eradicate our forces on the ground."	1
"The two operating centers, which have provided medical care to 171 inpatients and 1,634 outpatients, currently provide physiotherapy services to 726 patients."	0
"Statement by the President of the Security Council"	0
"The Security Council recognizes that terrorism will not be defeated by military force, law enforcement measures or intelligence operations alone, and stresses the need to address the conditions conducive to the spread of terrorism, as outlined in point I of the United Nations Global Counter-Terrorism Strategy (A/RES/60/288), and reiterates the need to address the drivers of radicalization and terrorist recruitment, and further recognizes that a comprehensive approach to defeating terrorism is needed, including action at the national, regional, subregional and multilateral levels."	1
"In terms of eradication, 5,100 hectares or 5% of the total crop have been eradicated."	0
"Moreover, neither the characteristics nor the flight maneuvers of the aircraft prior to the attacks can in any way be interpreted as warning signals, as they were clearly part of the attacks."	1
"In South Darfur, one of the most devastating clashes occurred on September 19 when SML/A attacked SAF positions in and around the village of Shaeria."	1
"The Council demands an immediate end to all LRA attacks and urges the LRA to release all abducted persons and to lay down its arms and demobilize."	0
"Increased tension was observed among the local population as a result of extortion and illegal tax collection practiced by the de facto Abkhaz authorities."	1
"This experience could lay the groundwork for a viable mechanism for the payment of stipends in the future."	0
"b) What is meant by \"surroundings\" and which areas are included?"	0
"Although local cells are known to be involved in small-scale criminal operations, such as credit card fraud or drug trafficking, and the United Nations Office on Drugs and Crime has reported that groups operating on both sides of the border between Afghanistan and Pakistan, the Islamic Republic of Iran and Uzbekistan collect transit fees from drug transporters for the benefit of the Taliban, there is as yet little convincing evidence of large-scale involvement of terrorist groups in drug trafficking or other organized crime."	1
"In addition, according to the ICRC, the cases of 3,476 missing persons from Kosovo remain outstanding, of whom about 600 are ethnic Serbs and Roma."	1
"Eminent journalists have been arbitrarily detained for expressing their opinions on issues relating to human rights, constitutional matters and the rule of law."	1
"See above."	0
"Some 8,490 ex-combatants have received reintegration support from UNDP and its implementing partners in Northern Sudan."	0
":: To conduct an attack which may cause loss of civilian life, injury to civilians or damage to civilian objects, or several of these things at one time, and which is excessive in relation to the concrete and direct military advantage anticipated;"	1
"The members of the commission concluded that there were reasonable grounds to find that crimes against humanity had been and were being committed in the DPRK as part of state policy."	1
"These employees were \"on standby\" for several periods between January 1 and June 30, 1991."	0
"Serious clashes also took place between armed factions in the Ain el-Hilweh Palestinian refugee camp, and a school of the United Nations Relief and Works Agency for Palestine Refugees in the Near East was attacked and suffered material damage."	1
"The Republic of Armenia ratified the Convention on the Physical Protection of Nuclear Material on June 22, 1993."	0
"13. Decides to remain seized of the matter."	0
"According to testimonies, thousands of members of the security forces could have been active during those days in Abidjan."	1
"Al-Qaida will remain a residual threat for some time in Afghanistan and will also continue to have some influence in the rest of the world."	1
"c) Adjustment for insufficient evidence 182 49"	0
"12. Requests in particular MONUC to share information with the Group of Experts, especially on the support received by armed groups, the recruitment and use of children and the deliberate targeting of women and children in situations of armed conflict;"	1
"The report's findings are based on a compilation of first-hand accounts from victims and witnesses."	0
"To frame the discussion to be held in September, the Council should ask the Secretary-General to report on the scope of the problem posed by foreign terrorist fighters, its effect on ongoing conflicts and the efforts of the United Nations to address it."	1
"At the end of the session, the Committee adopted an outcome document for the future that urged all Member States to implement a zero-tolerance policy towards terrorism and to take urgent measures to prevent and combat this problem in all its forms and manifestations through the full and effective implementation of the resolution."	0
"This is because the Security Council sanctions regime, which remains the only means for truly global action against the dual threat of Al-Qaida and the Taliban, continues to suffer from two major shortcomings: the limitations of the Consolidated List and the lack of Member State participation."	1
"Nigeria also saw an escalation in the number of attacks and bombings, particularly in the northeastern states of Borno, Yobe and Adamawa."	1
"As of April 12, 2012:"	0
"3.2.4 Mutual legal assistance agreements"	0
"China Youth Daily, Chinese newspaper, December 19, 2011."	0
"Another problem was the fact that the Government did not appear to have sufficient military resources, as many of its forces were still stationed in the south, and those that were present in Darfur were located mainly in the main urban centers."	1
"Today, a comprehensive set of new institutions has been established, which represents a remarkable achievement."	0
":: Malik Madeen al-Rajih, 19 years old"	0
"At present, such payments do not appear in the State's budget estimates, so there is no trace of either the volume of the funds or their destination."	0
"If these issues are resolved in favor of the prosecution, the accused persons will be found guilty of the charges against them."	0
"In this regard, the Council commends the efforts made to date by the Central African Republic, the Democratic Republic of Congo, the Republic of South Sudan and Uganda to end the threat posed by the LRA, and urges these countries, as well as other countries in the region, to continue their efforts."	0
"A. Category D6 (loss of income): severance payments"	0
"The International Criminal Police Organization (INTERPOL) carried out counter-terrorism capacity-building programs in the Sahel and Horn of Africa region aimed at improving inter-agency information sharing, strengthening its integrated operational response in the region, and expanding the use of its secure communication network, databases and services."	0
"Progress over the past ten years has succeeded in weakening some of the terrorist networks that have attacked the international community since September 2001."	1
"The Team is aware of 15 lawsuits filed in five Member States, as well as before the European Court of Justice, challenging the implementation of some aspect of the sanctions by Member States."	0
"2. The situation in the Middle East (July 18, 1960; June 30, 2011)."	0
"9. Requests the Counter-Terrorism Committee, in addition to submitting the report requested in paragraph 8 above, to report orally to the General Assembly, through its Chairman, at least every 180 days, on its overall work and that of its Executive Directorate and, if appropriate, in conjunction with the submission of the reports of the Chairmen of the 1267 Committee and the 1540 Committee, and encourages the holding of informal briefings for all interested Member States;"	0
"They are widely used in inter-state conflicts and are the weapons of choice in civil wars and in terrorism, organized crime and gang warfare."	1
"On September 13, a cabinet reshuffle was announced affecting six government ministers, namely Finance, Planning, Transport, Trade, Health and HIV/AIDS."	0
"2. Payments or aid to third parties"	0
"The Security Council emphasizes that all civilians affected by armed conflict, including those who suffer loss as a result of lawful acts under international law, deserve assistance and recognition with respect to their inherent dignity as human beings."	0
"- Proof of permanent residence in Australia; and"	0
"However, the Monitoring Group received a substantive response from the Government of Yemen (annex XVI), dated 30 September 2006."	0
"Closing arguments will be presented on February 14, 2008."	0
"Based on the findings of the investigations conducted to date by the Commission and the Lebanese authorities, the evidence and documentary materials gathered, and the leads investigated so far, there is a convergence of evidence that elements from both Lebanon and Syria were involved in this terrorist act."	1
"Last year, the Abyei area could not be accessed by land for more than four months (July to October) and the mission had to airlift all supplies."	0
"May 8, 2006 Incidents of violence occur in Gleno, in which PNTL East agents are attacked."	1
"For many others, however, the situation remains precarious and ethnically motivated attacks have become more serious, if not more frequent."	1
"We consider it unacceptable to deviate from this principle as the fragile situation of the province could plunge into general destabilization."	0
"My proposed budget for MONUC for the full 12-month period from 1 July to 30 June 2006, including requirements for election support and additional civilian police personnel authorized by the Council in its resolution 1621 (2005), is currently being prepared and will be submitted shortly to the General Assembly for its consideration and decision."	0
"This report of the Security Council Committee established pursuant to resolution 1591 (2005) concerning the Sudan covers the period from 1 January to 31 December 2014."	0
"Over the past six months, the deepening crisis in the Syrian Arab Republic has continued to affect Lebanon, further polarizing the political spectrum and increasing concerns that unrest in the Syrian Arab Republic could have a negative impact on Lebanon's stability."	1
"France, Portugal, United Kingdom and Ireland"	0
"The Commission also recommends that measures to break the cycle of impunity include the exercise of universal jurisdiction by other States, as indicated in this report."	0
"In the northern region, 54 raids were conducted at speeds ranging from 720 to 780 kilometers per hour and altitudes ranging from 6,000 to 12,000 meters."	0
"AQAP's ability to launch international attacks remains, but for now the impact of its activities is mainly limited to Yemen."	1
"The active participation of war veterans in future ceremonies was also prohibited, and the rules governing the holding of such ceremonies are currently under review."	1
"The Ambassador noted that the Council also had an important role to play in promoting accountability for such crimes and other violations of international humanitarian and human rights law."	1
"In many cases, men and women were abducted or disappeared, often without a trace."	1
"It also provides improved infrastructure and sanitation, medical support for inmates and staff, and education and vocational training programs in areas such as construction, sewing, carpentry and brick making."	0
"Although unpredictable, these changes are proof of an old rule of politics: the inability to introduce reforms provokes revolutions."	0
"Other trends include the increasing use of fake identification to obtain legitimate and secure travel documents, the increased use of the Internet and other communications technologies (either to incite acts of terrorism or to recruit new terrorists), and the new phenomenon of terrorists acting alone or in small cells."	1
"Working Group 3 of the Contact Group on Piracy off the Coast of Somalia submitted interim guidelines on measures related to the welfare of seafarers and their families affected by piracy off the coast of Somalia to IMO so that they could be used as a frame of reference in relation to the welfare of seafarers affected by piracy in other parts of the world."	0
"Operating reserve as of June 30, 2007"	0
"The Republika Srpska National Assembly predictably supported the president's veto."	0
"Iran has modified 12 of the cascades to contain 174 centrifuges each."	0
"Those who surrendered or returned to Kailek were held against their will in a small space in the open for a long time (possibly more than 50 days)."	1
"I remain concerned that mistrust between the parties, coupled with the continued presence of militias, could lead to tensions, and possibly insecurity and instability inside and outside Lebanon."	1
"Some of the detainees at the disposal of the Moroccan authorities started a hunger strike which lasted from the beginning of August until September 29."	1
"The Council could also explicitly require Member States to prevent listed individuals and entities from accessing, establishing or maintaining military or terrorist training facilities within their borders, which would expand the scope of the arms embargo to cover all aspects of training and recruitment activities."	0
"3. Russian Federation 17 8"	0
"In addition, tensions on the border could lead to serious violence during the migration period, particularly in the Abyei area, from which neither side has fully withdrawn."	0
"Bahrain Saudi Aluminium Marketing Co (BALCO)"	0
"Given that multilateral funding is suspended, the Government of CÃ´te d'Ivoire relies on the cocoa crop to maintain solvency and manage to pay its civil servants, including the military, Cocoa is an important source of funds for the Government's off-budget or extra-budgetary military procurement, and although the amount of cocoa revenue has declined, the percentage taken from the amount available is still high,"	1
"They also detained 15 FACI pilots and technicians, all from the Russian Federation, Ukraine and Belarus."	1
"We offer basic training (e.g. weapons handling, discipline, ...) which can last about two weeks, depending on the individual."	1
"It is not assessed that there will be any significant change in the overall security situation, although a slow but steady increase in crime-related incidents is projected."	1
":: Third phase (five years): US$4,840,000"	0
"S/RES/1979 (2011) The Security Council,"	0
"It demands that the armed rebel groups immediately cease violence and urges all parties to re-establish dialogue within the framework of the Sirte Agreement of 25 October 2007."	1
"The victim stated that she knew 19 of the women who were raped but that there were many more. She thought there were about 50 in total."	1
"The part of the engine found and collected at the crime scene has led to the conclusion that the engine came from a Mitsubishi vehicle stolen on October 12, 2004 in the city of Sagamihara (Japan)."	1
"The situation in the Kodori valley remained unchanged. On 22 September, UNOMIG and CIS peacekeepers conducted a joint patrol in the lower Kodori Valley controlled by the Abkhaz side and reported that calm prevailed."	0
"However, it should be noted that SLPP and PMDC MPs boycotted the opening of the parliamentary legislature by launching protests, among other issues, against the ban on political rallies and parades imposed by the Sierra Leone Sierra Police following the September 9 violence in Bo."	1
"In addition, MINUSTAH documented the deaths of children in CitÃ© Soleil and other poor districts as a result of shootings between gangs and the Haitian National Police and the continued use of sexual violence against children."	1
"Treaties and other international measures"	0
"For more than a millennium, West Asian and North African societies have played an important role in world history."	0
"The most serious and bloodiest incident was the unprovoked attack by tribal militias on the Aro Sharow IDP camp and the villages of Gosmino and Ardja in the Kulbus area of West Darfur, near the border with Chad, on September 28."	1
"IV. REVIEW OF COMMON LEGAL ISSUES 26 - 137 15"	0
"As the relevant case law holds, liability for a crime other than that concerted in the common plan arises only if, in the circumstances of the case, it was foreseeable that one or more other members of the group would commit it and the defendant voluntarily assumed that risk."	1
"Acting under Chapter VII of the Charter of the United Nations,"	0
"The Group reviewed the landing of an AN-124 aircraft, with a cargo of 392 tons, from Belarus on 16 October 2004, shortly before the embargo was established. This flight continued to LomÃ©, Togo, and was linked to the Darkwood company (see case study No. 1 below)."	0
"Terrorism continues to pose a serious threat to peace and security in Africa. It is a determining factor in an increasing number of conflict situations."	1
"With the arrival of the rains, inter-tribal violence has generally decreased, especially cattle rustling and conflicts over water and grazing areas."	1
"During the march, the Royal Moroccan Army informed the Force Commander that it had ordered its troops to observe the situation."	1
"i) Merchandise received by SCOP: 1,134,470 pounds sterling"	0
"Under the leadership of my Special Representative, UNOMIG continued its efforts to promote stability in the zone of conflict and advance dialogue between the Georgian and Abkhaz sides on political and security issues, the return of refugees and internally displaced persons and economic cooperation, objectives that were supported by the high-level meeting of the Group of Friends held in Geneva under the chairmanship of the United Nations (see S/2003/412, para. 3)."	0
"We are seriously concerned about this decree, which may have far-reaching consequences."	0
"(c) A list of those individuals on the List who are known to have died and of those entities reported or confirmed to have ceased to exist, together with the documentation requirements described in paragraph 23(c);"	0
"I cannot overemphasize the risk that the lack of military helicopters poses to the operational effectiveness of the force."	0
