"en_es_GOOGLE"	"VerCoop"
"Destaca la necesidad de un compromiso sin reservas con el proceso de integración de las fuerzas armadas, en el espíritu del Acuerdo Global e Inclusivo."	1
"1. Las Salas estarán compuestas de la siguiente manera:"	0
"2. Reitera que la responsabilidad principal de seguir implementando con éxito el Acuerdo de Paz recae en las propias autoridades de Bosnia y Herzegovina y que la voluntad constante de la comunidad internacional y de los principales donantes de asumir la carga política, militar y económica de la implementación y la reconstrucción Los esfuerzos estarán determinados por el cumplimiento y la participación activa de todas las autoridades de Bosnia y Herzegovina en la implementación del Acuerdo de Paz y la reconstrucción de una sociedad civil, en particular en plena cooperación con el Tribunal Internacional para la ex Yugoslavia, en el fortalecimiento de las instituciones conjuntas y en la facilitación de retornos de refugiados y personas desplazadas;"	1
"23. Desde su llegada a Nairobi el 27 de mayo de 2005, mi Representante Especial ha insistido ante los dirigentes de la subregión y otras personas en la necesidad de adoptar un enfoque coordinado hacia los dirigentes somalíes y de instarlos a entablar un diálogo y abstenerse de emprender acciones militares para lograr la resolución. de las diferencias dentro de las instituciones federales de transición. El 10 de junio se reunió en Kampala con el Presidente Yoweri Museveni de Uganda y el 29 de junio mantuvo conversaciones con el Presidente Ismail Omar Guelleh de Djibouti y el Secretario Ejecutivo de la IGAD en Djibouti."	1
"Determinando que la situación en la República Democrática del Congo sigue constituyendo una amenaza a la paz y la seguridad internacionales en la región,"	0
"En el futuro, estas organizaciones regionales –y en particular la UE– tendrán que desempeñar el papel más destacado en Kosovo."	1
"i) Mejorar su cooperación con organizaciones internacionales, regionales y subregionales y desarrollar formas de operar con esas organizaciones caso por caso, reflejando la variación en la capacidad y el mandato de cada organización, incluidos intercambios a nivel de trabajo, sesiones informativas para y del Comité, y mejores acuerdos para el intercambio de información;"	1
"&quot;El Consejo de Seguridad insta a los Estados de la Región a que sigan ayudándose mutuamente, en la mayor medida posible, en la prevención, investigación, enjuiciamiento y castigo de los actos de tráfico de drogas y la delincuencia organizada transnacional conexa, y a llevar ante la justicia a quienes financiar, planificar, apoyar o cometer tales actos, de conformidad con el derecho internacional."	1
"Insta a los organismos regionales y subregionales apropiados en particular a considerar el desarrollo e implementación de políticas, actividades y promoción en beneficio de las mujeres y niñas afectadas por la violencia sexual en los conflictos armados."	1
"Se pronunciaron discursos de apertura en nombre del Ministerio Federal de Relaciones Exteriores de Alemania, el Presidente del Comité establecido en virtud de la resolución 1540 (2004), la Oficina de Asuntos de Desarme de la Secretaría de las Naciones Unidas, la Comisión Europea, el Departamento de Estado de los Estados Unidos y la Oficina Federal de Asuntos Económicos y Control de Exportaciones."	1
"(v) Cualquier otra responsabilidad identificada por el Comité."	0
"También se iniciaron actividades de extensión a la sociedad civil y empresas privadas, centrándose en la posible asistencia técnica y su papel en la implementación de la lucha contra el terrorismo."	1
"Convenios de los que Guatemala es parte:"	0
"[D]alcanzando la importancia de desarmar, desmovilizar, reasentar o repatriar permanentemente, según corresponda, y reintegrar a los grupos armados [nacionales] y extranjeros para la estabilización a largo plazo del [país afectado], y de la contribución hecha por los socios internacionales en este campo."	1
"Se han establecido en gran medida mecanismos de rendición de cuentas para abordar las irregularidades y garantizar que se sigan la legislación y los procedimientos establecidos. Sin embargo, no ofrecen una protección adecuada."	0
"Este mecanismo ya ha logrado revertir el aviso dado a los funcionarios de los organismos de las Naciones Unidas para que abandonaran Darfur occidental."	0
"17. Creo que la tarea de descubrir la suerte de los nacionales kuwaitíes y de terceros países desaparecidos es urgente y no debe verse influida por factores y consideraciones políticas."	1
"2. Dirige los comités de sanciones establecidos por el Consejo de Seguridad, incluidos los establecidos en virtud de las resoluciones 1718 (2006), 1636 (2005), 1591 (2005), 1572 (2004), 1533 (2004), 1521 (2005), 1518 ( 2003), 1267 (1999), 1132 (1997), 918 (1994) y 751 (1992) para revisar sus directrices en consecuencia;"	1
"12. Quedarse encargado del asunto."	0
"También hay denuncias generalizadas y confirmadas de que algunos miembros de los Janjaweed han sido incorporados a la policía."	0
"El representante de Israel, acogiendo con satisfacción la aprobación de la resolución, destacó que se necesitaban más esfuerzos para aplicar plenamente las disposiciones de la resolución 1701 (2006), incluso en lo que respecta al desarme y la disolución de Hizbullah y otras milicias."	1
"Reconociendo la necesidad de mejorar la coordinación de los esfuerzos a nivel nacional, regional, subregional e internacional, según corresponda, a fin de fortalecer una respuesta mundial al grave desafío y amenaza a la paz y la seguridad internacionales que plantean la proliferación de armas de destrucción en masa y su medios de entrega,"	1
"Estas recomendaciones se basarán en las lecciones aprendidas de compromisos anteriores en Haití, incluida la necesidad de un enfoque equilibrado para fortalecer las instituciones policiales, judiciales y penitenciarias en paralelo."	1
"El Equipo recomienda ahora además que, tan pronto como el Equipo o el Comité reciban un informe sobre la muerte de una persona incluida en la lista, el Equipo haga todo lo posible por establecer los hechos, junto con los Estados pertinentes, y transmita sus conclusiones al Comité. lo antes posible."	1
"c) Kisangani I fue un intento claro del EPR y sus aliados de la RCD (Goma) de detener el proceso de verificación sancionado por la región para establecer si la RCD Kisangani existía independientemente de la RCD (Goma) con estructuras políticas y militares separadas y apoyo político. siguiendo en los territorios liberados;"	1
"b. Clasificado para funcionar en un rango de temperatura desde menos de -45 oC hasta más de +55 oC; y"	0
"Ministerio de Defensa – Pérdidas de arsenales de municiones"	0
"8. Se recomienda que las Naciones Unidas adopten las siguientes medidas urgentes y específicas para facilitar la presencia continua y reforzada de la AMISOM en Somalia:"	0
"F. Control de la transferencia intangible de tecnología"	0
"El Comité tratará de garantizar que haya un pleno intercambio de informes nacionales, informes de visitas y otra información pertinente entre los respectivos comités y grupos de expertos, incluso con respecto a visitas a Estados y otros viajes oficiales y asistencia técnica."	1
"119. Ante esta situación, el Equipo ha emprendido varias iniciativas para cumplir su mandato de supervisar la prohibición de viajar y proponer recomendaciones para mejorarla. Entre ellas figuran una mayor interacción con los Estados miembros y las principales organizaciones internacionales; una investigación sobre el uso de documentos de viaje falsos por parte de terroristas y formas de mejorar los sistemas nacionales e internacionales; conversaciones periódicas con Interpol sobre formas de mejorar la coordinación entre las Naciones Unidas e Interpol; una exploración de la tendencia emergente de zonas libres de visas y de libertad de movimiento y su interrelación con las sanciones de las Naciones Unidas; y la relación de las prácticas de refugiados y asilo con los esfuerzos antiterroristas de las Naciones Unidas."	0
"Esperamos profundizar nuestra relación con las Naciones Unidas en el próximo período."	1
"&quot;El Consejo de Seguridad insta a las partes somalíes a aprovechar los avances logrados y concluir rápidamente la Conferencia de Reconciliación Nacional de Somalia con una solución duradera e inclusiva al conflicto en Somalia mediante el establecimiento de un gobierno de transición viable."	1
"Después de visitar Angola y la República Democrática del Congo, mi Representante Especial sobre la violencia sexual en los conflictos, Margot Wallström, emitió una declaración el 16 de marzo en la que pedía a ambos países que investigaran las denuncias de violencia sexual en relación con las expulsiones y que adoptaran medidas prácticas para prevenir tales crímenes."	1
"El Programa contra la Delincuencia Marítima de la ONUDD sigue apoyando a los Estados de la región que están enjuiciando la piratería, entre ellos Kenya, Mauricio, Seychelles y la República Unida de Tanzania."	1
"5. La lista de personas del Comité establecida en virtud de la resolución 1483 (2003) contiene actualmente 89 nombres; La lista de entidades del Comité establecida en virtud de la misma resolución contiene 208 nombres."	0
"22. En su 44ª reunión formal, celebrada el 1 de mayo de 2014, el Grupo de Trabajo examinó el informe del Secretario General sobre los niños y el conflicto armado en Malí (S/2014/267), que abarcaba el período comprendido entre enero de 2012 y diciembre de 2013."	1
"Entrenamiento y reclutamiento militar como parte del embargo de armas."	0
"Luego, los piratas guiaron el barco cerca de la costa somalí y lo anclaron a la vista de tierra."	0
"24. Los problemas de orden público siguen contribuyendo a la frágil situación de seguridad en algunas zonas de Katanga donde el Gobierno de Transición no ha establecido mecanismos de seguridad eficaces para la protección de los civiles."	0
"Le agradecería que tuviera a bien distribuir el texto de la presente carta y su anexo como documento del Consejo de Seguridad."	0
"Antecedentes Las Naciones Unidas desempeñan un papel central en la lucha contra el terrorismo global."	0
"La decisión de la UE de iniciar negociaciones con Serbia y Montenegro para un acuerdo de estabilización y asociación representa un hito en este sentido."	1
"El Gobierno brasileño sigue de cerca los esfuerzos actuales del Gobierno haitiano para preparar reformas institucionales."	0
"La comunidad internacional necesitará fuerza para llevar adelante el proceso del estatuto."	1
"3. Los miembros de los escuadrones de la muerte deben ser identificados y llevados ante la justicia;"	0
"El consorcio creará y mantendrá un repositorio en línea para recopilar y poner a disposición de investigadores, analistas y formuladores de políticas las presentaciones inéditas de los participantes del Grupo de Contacto que reflejan sus puntos de vista sobre los esfuerzos internacionales realizados desde 2008 para combatir la piratería frente a las costas de Somalia."	0
"El Movimiento Árabe de Azawad (MAA), la Coordinación de Movimientos y Fuerzas Patrióticas de Resistencia (CM-FPR) y la Coalición del Pueblo por Azawad (CPA), signatarios del Acuerdo Preliminar para las Elecciones Presidenciales y la Inclusión Las conversaciones de paz en Mali concluyeron el 18 de junio de 2013 en Uagadugú:"	1
"El Programa se relanzó como Programa del Sector de Seguridad de la Autoridad Intergubernamental para el Desarrollo en octubre de 2011 y tiene la intención de ser más activo en esta área, incluso mediante conferencias sobre la desradicalización y la participación comunitaria en la lucha contra el terrorismo."	1
"598. A la luz de los comentarios anteriores y sobre la base del cuerpo normativo de derechos humanos antes mencionado, se justifica la propuesta de que, en la actualidad, siempre que se cometa una violación grave de los derechos humanos que también equivalga a un crimen internacional, se aplicará el derecho consuetudinario. El derecho internacional no sólo prevé la responsabilidad penal de las personas que han cometido esa violación, sino que también impone la obligación a los Estados de los cuales los perpetradores son nacionales, o para los cuales actuaron como órganos de jure o de facto, de reparar (incluidas indemnización) por el daño causado."	1
"El Consejo insta [al Estado afectado] a aplicar inmediatamente procedimientos adecuados a la cuestión de los derechos de propiedad y a poner fin a todas las formas de discriminación contra la [población minoritaria] en la prestación de prestaciones sociales y asistencia para la reconstrucción."	1
"Celebrará su decimoséptima sesión plenaria en Dubai, Emiratos Árabes Unidos, en paralelo con la cuarta conferencia contra la piratería de los Emiratos Árabes Unidos, en la última semana de octubre de 2014."	1
"Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,"	0
"El concepto del parque tecnológico e industrial polaco-ruso en Tarnów, Polonia."	0
"&quot;El Consejo de Seguridad recuerda su resolución 1645 (2005) y reconoce el importante papel de la Comisión de Consolidación de la Paz en la promoción y apoyo de un enfoque integrado y coherente para la consolidación de la paz, incluida la promoción de una mayor coherencia y alineación de las políticas de los socios en torno a las estrategias y prioridades nacionales de consolidación de la paz. El Consejo reitera su apoyo a la labor de la Comisión y expresa su continua voluntad de hacer uso de su función de asesoramiento, promoción y movilización de recursos, incluso mediante asesoramiento específico sobre el compromiso internacional y nacional con los objetivos de consolidación de la paz a largo plazo en los países que figuran en la agenda de la Comisión. El Consejo destaca además el papel de la Comisión de Consolidación de la Paz en apoyo de una transición fluida de las misiones encomendadas en los países incluidos en su agenda, en particular mediante la movilización de apoyo internacional sostenido para satisfacer las necesidades críticas de capacidad nacional."	1
"El Consejo no llegó a ninguna conclusión específica."	0
"3. Modificaciones a la Ley Bancaria en materia de blanqueo de dinero"	0
"Los objetivos de la reunión fueron iniciar un diálogo con el sector privado; comprender mejor los desafíos que enfrenta la comunidad financiera al implementar el régimen de sanciones; identificar formas de hacer que el cumplimiento sea más sencillo, rentable y eficiente, y generar ideas para mejorar."	1
"9. Pide a los Estados que aún no lo hayan hecho que consideren la posibilidad de ratificar los instrumentos del derecho internacional humanitario, de los derechos humanos y del derecho de los refugiados, y que adopten medidas legislativas, judiciales y administrativas apropiadas para cumplir sus obligaciones en virtud de esos instrumentos;"	1
"Las milicias continúan atacando, alegando que no forman parte de ningún acuerdo. El Gobierno no los ha detenido."	0
"22. Si bien continúan en Kivu del Norte las operaciones conjuntas contra la Alianza de Patriotas por un Congo Libre y Soberano y la Defensa Nduma del Congo/Cheka (NDC/Cheka), la MONUSCO sigue desempeñando un papel en las zonas afectadas por el Ejército de Resistencia del Señor (LRA). zonas de la Provincia Oriental."	0
"Que se celebrará el miércoles 12 de diciembre de 2012, a las 15.00 horas"	0
"A petición del Presidente, la Misión de las Naciones Unidas para la Respuesta de Emergencia al Ébola (UNMEER) estableció una pequeña oficina en Bamako, que entró en funcionamiento el 26 de noviembre, bajo la dirección de un gestor de crisis del Ébola para ayudar al Gobierno a contener el brote de Ébola y reforzar su preparación. El 13 de diciembre, el último paciente conocido de ébola fue dado de alta del hospital."	1
"12. La Dirección Ejecutiva fortalecerá su colaboración con organizaciones internacionales, regionales y subregionales en todas partes del mundo para ayudarlas a preparar y/o implementar planes de acción antiterroristas pertinentes y para involucrarlas más directamente en la solución de los problemas de los Estados. necesidades de creación de capacidad, identificadas por el Comité a través de las evaluaciones preliminares de la implementación y las visitas a los países."	1
"Sugirieron una mayor creación de redes o la vinculación de las redes existentes y destacaron la importancia de las reuniones cara a cara y los intercambios entre pares. Los participantes recomendaron considerar a este respecto el &quot;proceso de Wiesbaden&quot;."	1
"38. Reafirma que el Equipo de Vigilancia debe distribuir al Comité cada seis meses una lista de personas incluidas en la Lista de Sanciones contra Al-Qaida que presuntamente hayan fallecido, junto con una evaluación de la información pertinente, como la certificación de defunción, y en la medida de lo posible , el estado y la ubicación de los activos congelados y los nombres de cualquier persona o entidad que estaría en condiciones de recibir cualquier activo descongelado, ordena al Comité que revise estas listas para decidir si siguen siendo apropiadas y pide al Comité que las elimine de personas fallecidas, cuando se disponga de información creíble sobre la muerte;"	1
"Esta Ley es igualmente aplicable a las sustancias químicas y a los microorganismos."	0
"Alienta a los países que aportan tropas y policías, en consulta con el Secretario General, a considerar medidas que podrían tomar para aumentar la conciencia y la capacidad de respuesta de su personal que participa en las operaciones de mantenimiento de la paz de las Naciones Unidas para proteger a los civiles, incluidos mujeres y niños, y prevenir la violencia sexual contra las mujeres. y las niñas en situaciones de conflicto y posteriores a un conflicto, incluido, siempre que sea posible, el despliegue de un mayor porcentaje de mujeres en el personal de mantenimiento de la paz o policías."	1
"(5) Medidas comunes a (1)～(4)"	0
"También acordamos que las partes deberían restablecer un diálogo genuino y muy necesario y avanzar, sin demora, hacia el desmantelamiento de las milicias, el desarme, la desmovilización y la reintegración de los combatientes y la organización de elecciones libres, justas y creíbles."	1
"c) Actualizar periódicamente la Lista a que se refiere el apartado 1;"	0
"La Sala de Primera Instancia espera dictar sentencia en mayo de 2010."	0
"Insta además a todos los Estados miembros, en coordinación con las instituciones financieras internacionales y los organismos de las Naciones Unidas, a aumentar su apoyo para abordar el creciente impacto político, socioeconómico y financiero de la crisis de refugiados en los países de acogida."	0
"En respuesta, el Departamento de Justicia de la UNMIK estableció un grupo de trabajo conjunto con el pilar de desarrollo institucional para estudiar el informe y desarrollar formas de implementar sus recomendaciones."	1
"30. La situación en Costa de Marfil (20 de diciembre de 2002; 17 de enero de 2013)."	0
"S/RES/1880 (2009), op. 14"	0
"Timor-Leste ha adoptado medidas importantes para abordar su difícil legado, pero aún quedan desafíos considerables y urgentes."	0
"Ha sido impulsado por el predicador populista Anwar al-Aulaqi (QI.A.283.10) quien, a diferencia de los altos dirigentes, ha logrado conectarse con una audiencia joven y conseguir un amplio número de seguidores."	0
"Adjunto encontrará el texto del artículo en cuestión."	0
"Estoy dispuesto a trabajar estrechamente con el Consejo de Seguridad, colectivamente, y con las partes interesadas clave, individualmente, para poner fin a esta peligrosa crisis, concluir rápidamente el proceso de paz y restablecer actividades humanitarias vitales en Eritrea."	1
"Los objetivos del programa son ayudar a la implementación de las reformas estructurales necesarias para dar al Estado congoleño la capacidad de proyectar su autoridad en todo el país, fortalecer la capacidad de las comunidades para responder a crisis adversas, brindar oportunidades económicas a los jóvenes desempleados y otras personas de alto nivel. -grupos de riesgo y generar dividendos de paz tangibles en las provincias occidentales."	0
"1. Encomia los continuos esfuerzos de la Unión Africana, en particular el Presidente Olusegun Obasanjo de Nigeria, Presidente de la Unión Africana, y el Presidente Thabo Mbeki de la República de Sudáfrica, Mediador de la Unión Africana, la Comunidad Económica de los Estados de África Occidental ( CEDEAO) y los dirigentes de la región para promover la paz y la estabilidad en Côte d&#39;Ivoire, y les reitera su pleno apoyo;"	1
"Los agregados de la tasa de mortalidad materna para los 29 países con datos, de 31, se calcularon utilizando estimaciones del Grupo Interinstitucional de Estimación de Mortalidad Materna (www.maternalmortalitydata.org/) y estimaciones de nacimientos de la División de Población a partir de los Datos Mundiales de Fertilidad 2012 (www.un .org/esa/popular/publications/WFD2012/MainFrame.html)."	0
"(ii) materiales que no pudieron entregarse"	0
"... insta a las autoridades [nacionales] a tomar todas las medidas necesarias para proteger los derechos humanos, poner fin a la impunidad, iniciar investigaciones para identificar a los autores de tales actos y llevarlos ante la justicia y tomar medidas para proteger a los testigos a fin de garantizar la debida proceso; les insta a que adopten medidas para mitigar el clima de miedo resultante de las restricciones a la libertad de expresión y de reunión;"	1
"Considere la posibilidad de remitir situaciones que impliquen genocidio, crímenes contra la humanidad o crímenes de guerra a la Corte Penal Internacional."	0
"(Resolución de la Cumbre 409, 20º período ordinario de sesiones - 30 de marzo de 2008)"	0
"Decide seguir ocupándose del asunto."	0
"A. Personas procesadas al 16 de mayo de 2013"	0
"Exhorta a todas las partes en el conflicto armado en el [país afectado], incluidos los elementos de [grupo armado específico] a que emitan órdenes claras contra la violencia sexual, y exhorta además a esas partes a que asuman y cumplan compromisos específicos sobre la investigación oportuna de los presuntos abusos a fin de exigir responsabilidades a los perpetradores, de conformidad con su resolución 1960 (2010), y facilitar el acceso inmediato de las víctimas de violencia sexual a los servicios disponibles;"	1
"Un oficial de la PNTL murió y dos resultaron heridos."	0
"g) Al Manbaa Drilling Company (Emiratos Árabes Unidos): cero."	0
"4. La misión destacará la importancia de lograr una paz, seguridad y estabilidad sostenibles para todos los países de la región."	1
"h) Durante la fase de diálogo, el Defensor del Pueblo considerará seriamente las opiniones de los Estados designantes, así como de otros Estados miembros que presenten información pertinente, en particular aquellos Estados miembros más afectados por los actos o asociaciones que condujeron a la decisión original. designación."	1
"46. A instancias mías, el Primer Ministro Seniora y el Presidente Abbas se reunieron el 18 de octubre en París para examinar cuestiones relacionadas con la presencia de los refugiados palestinos en el Líbano."	1
"Además, el Equipo de Vigilancia viajó dos veces a Bélgica, una para asistir a un simposio de la Organización de Aviación Civil Internacional y otra para reunirse con representantes de la Organización Mundial de Aduanas, así como a Francia para asistir a una reunión de expertos sobre sanciones financieras selectivas organizada por el Organismo Financiero Grupo de Trabajo de Acción y asistir a la tercera reunión plenaria del Grupo de Trabajo."	1
"Exhortar a las partes en un conflicto armado a que cumplan estrictamente el derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados aplicables, incluso en lo que respecta a:"	1
"Que se celebrará el lunes 27 de octubre de 2014, a las 10.00 horas"	0
"68. El Grupo examinó los movimientos de vuelos no programados desde y hacia Côte d&#39;Ivoire. También se examinaron las estadísticas del tráfico aéreo hacia los países vecinos, como Guinea, Malí, Burkina Faso y Ghana. A partir de este examen, el Grupo no identificó ningún vuelo sospechoso durante el período del embargo (desde el 15 de noviembre de 2004)."	0
"Por lo tanto, las directrices han sido enviadas a la OIT para su revisión y posibles acciones futuras."	1
"El Equipo de Vigilancia ha trabajado estrechamente con la Dirección, bajo el liderazgo de su Director Ejecutivo, Mike Smith, y espera continuar esa relación con su sucesor recientemente anunciado, Jean-Paul Laborde."	0
"Por lo tanto, volveré al Consejo sobre este asunto a su debido tiempo."	0
"17. Las reuniones cuatripartitas semanales permitieron a las dos partes, junto con la UNOMIG y la fuerza de mantenimiento de la paz de la CEI, examinar periódicamente cuestiones relacionadas con la seguridad en la zona de conflicto."	1
":: Carta aérea nórdica. Esta empresa está registrada en Sudáfrica como Metro-D (Pty) y comercializa como Norse Air Charter."	0
"&quot;El Consejo de Seguridad recuerda su apoyo a los esfuerzos del Secretario General para establecer oportunamente el Tribunal Especial para el Líbano, como medio para poner fin a la impunidad en el Líbano y disuadir de nuevos asesinatos en el Líbano."	1
"NITC proporciona transporte marítimo y servicios relacionados a empresas que operan en la industria petrolera."	0
"Reafirma además su determinación de combatir las amenazas a la paz y la seguridad internacionales causadas por actos de terrorismo por todos los medios posibles, de conformidad con la Carta de las Naciones Unidas."	1
"Como parte de una estrategia de transición encaminada a establecer una institución policial independiente, se están realizando preparativos para la transferencia de responsabilidades de la Escuela del Servicio de Policía de Kosovo y la policía de la UNMIK al Servicio de Policía de Kosovo."	0
"También celebro las iniciativas que está emprendiendo la Comisión de la Cuenca del Lago Chad para encontrar soluciones duraderas para frenar el terrorismo, la insurgencia violenta y el extremismo mediante una estrategia común."	1
"Con respecto al Certificado de pago provisional Nº 6, el Grupo considera que, dado que se aprobó el pago de la parte en dinares iraquíes, no hay ninguna explicación plausible de por qué la parte de las obras en dólares de los Estados Unidos no debería haber sido pagadera."	0
"Además, el Consejo de Seguridad insta a todos los actores a tomar medidas adecuadas y necesarias para garantizar el respeto de los principios de protección de los refugiados y las obligaciones derivadas del derecho de los refugiados, incluido el carácter civil y humanitario de los campos de refugiados."	1
"Divulgación y publicidad de la Oficina"	0
"Acogiendo con beneplácito la continua labor del Gobierno del Iraq en pro de un Iraq federal, democrático, pluralista y unificado, en el que exista pleno respeto de los derechos humanos,"	1
"En nombre del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004), y de conformidad con el párrafo 8 de la resolución 1810 (2008) del Consejo de Seguridad, presento adjunto un informe sobre el examen por el Comité de un examen amplio de la situación de aplicación de la resolución 1540 (2004) (véase el anexo)."	1
"Al concluir la conferencia, se adoptaron declaraciones sobre áreas temáticas clave, como la gobernanza política y económica; desarrollo del sector privado; gestión de recursos naturales; apoyo a la diáspora sierraleonesa; responsabilidad; y marcos para la explotación de los recursos naturales y la asignación de recursos estatales."	1
"En particular, debería considerarse la posibilidad de ampliar la publicidad de los puestos dirigiéndose a las asociaciones profesionales y modificando los requisitos lingüísticos para los puestos."	1
"27. Preocupados por la situación imperante en el sur de Libia, los Jefes de Estado y de Gobierno subrayan la necesidad de resolver la situación para mantener la estabilidad en el Sahel."	1
"C. Un ancho entre 10 y 20 mm."	0
"72. Lo que ocurrió los días 25 y 26 de marzo fue la matanza indiscriminada de civiles inocentes y la comisión de violaciones masivas de los derechos humanos."	0
"Esto elevará el número total de sentencias a veinte respecto de veintiséis personas, lo que se refleja en el Anexo I."	0
"&quot;El Consejo de Seguridad reitera su llamamiento a todas las partes en un conflicto armado, incluidas las partes no estatales, para que cumplan plenamente las disposiciones de la Carta de las Naciones Unidas y las normas y principios del derecho internacional, en particular el derecho internacional humanitario, y según corresponda, los derechos humanos y el derecho de los refugiados, y aplicar plenamente las decisiones pertinentes del Consejo de Seguridad."	1
"Soy consciente de la determinación y los esfuerzos realizados por Pakistán para buscar la verdad y llevar ante la justicia a todos los financiadores, perpetradores, organizadores, patrocinadores y conspiradores de este acto terrorista para que rindan cuentas."	1
"Una propuesta que aún no ha sido suficientemente explorada por el Comité es el suministro de datos biométricos sobre las personas incluidas en la lista."	0
"EEI proporcionó una lista de los activos relevantes, incluidos los números de serie y de modelo de los activos junto con su valor. EEI no dio ninguna indicación sobre la antigüedad de los activos y no hizo ningún ajuste por depreciación."	0
"El Consejo de Seguridad se reunió a nivel ministerial el 22 de septiembre para considerar los aspectos civiles de la gestión de conflictos y la consolidación de la paz."	1
"Para continuar depurando la Lista de entradas inadecuadas, el Equipo recomienda que, al realizar su revisión trienal, el Comité invite a los Estados designantes pertinentes a presentar solicitudes de eliminación de la Lista de nombres que carezcan de identificadores suficientes para permitir la implementación efectiva de las medidas."	1
"La situación sobre el terreno es preocupante también en términos humanitarios. El Secretario General confirma que Irak está atravesando una crisis importante y afirma que la situación continúa deteriorándose."	0
"10. La resolución 1373 (2001) del Consejo de Seguridad mantiene plenamente su actualidad y sigue siendo un documento clave de las Naciones Unidas en la esfera de la lucha contra el terrorismo."	1
"Se cree que hay unos 640.000 desplazados internos en Kivu del Norte, más de 350.000 en Kivu del Sur, 305.000 en Katanga y 300.000 en Ecuador."	0
"Las preocupaciones de este grupo incluían el desafío planteado por el llamamiento de Al-Qaida, el uso terrorista de Internet, la glorificación del terrorismo a través de los medios de comunicación, el carácter indefinido de las sanciones, la necesidad de apoyar programas de rehabilitación y el intercambio de inteligencia técnica y operativa. ."	0
"Algunas delegaciones enfatizaron la importancia de las conversaciones a seis bandas para encontrar una solución a la cuestión nuclear en la Península de Corea y pidieron que se trabajara para crear condiciones favorables para la reanudación de las conversaciones a seis bandas."	1
"Armas de fuego caseras. Cócteles molotov. Cohetes improvisados fabricados en talleres metalúrgicos."	0
"Codirigido por el Embajador Gérard Araud (Francia) y el Embajador Kodjo Menan (Togo)"	0
"4. Durante todo el período de su mandato, el Grupo de Supervisión mantuvo informado al Comité del Consejo de Seguridad establecido en virtud de la resolución 751 (1992) de sus actividades presentando informes sobre los progresos realizados cada dos semanas a través de la Secretaría de las Naciones Unidas y proporcionando una sesión informativa de mitad de período en las Naciones Unidas. Sede en Nueva York en julio de 2005."	1
"Dentro del marco institucional establecido por la Unión Africana para combatir el terrorismo, se asignó un papel importante a la Comisión y al Consejo de Paz y Seguridad en la coordinación de los esfuerzos emprendidos en todo el continente."	0
"Sr. Alexander Vilnin, Federación de Rusia (aduanas);"	0
"20. Decide seguir ocupándose del asunto."	0
"14. Abdul Rahman Saad Marzook al-Otati"	0
"4. Comité General Popular de Transportes y Comunicaciones"	0
"Al mismo tiempo, el Consejo reconoce que el Representante Especial del Secretario General, asistido por asesores civiles, podría desempeñar un papel clave de coordinación en la prestación de asistencia humanitaria, el restablecimiento del orden público, el funcionamiento de las instituciones públicas, así como como la rehabilitación, la reconstrucción y la consolidación de la paz, que conducen al desarrollo sostenible a largo plazo."	1
"Exhorta a todas las partes interesadas a garantizar que todos los procesos de paz, los acuerdos de paz y los planes de recuperación y reconstrucción posconflicto... incluyan medidas específicas para la protección de los civiles, incluido el restablecimiento del Estado de derecho."	1
"Resolución 1910 (2010), decimosexto párr. del preámbulo."	0
"En la 4679ª sesión del Consejo de Seguridad, celebrada el 20 de diciembre de 2002, como continuación del examen del tema titulado &quot;Protección de los civiles en los conflictos armados&quot; en su 4660ª sesión, celebrada el 10 de diciembre de 2002, el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:"	1
":: Aplicar una estrategia de comunicaciones más proactiva con miras a mejorar la comprensión del papel del Comité y de la Dirección Ejecutiva en la esfera de la lucha contra el terrorismo."	1
"Decide por la presente establecer un tribunal internacional con el único propósito de procesar a los responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas]..."	1
"(e) Bahrein y Qatar 69 - 70 21"	0
"La comisión, que estará presidida por un miembro internacional, debería estar compuesta por personas con una reputación internacional establecida, algunas especializadas en derecho (en particular, derecho internacional, daños y derecho comercial), otras en contabilidad, liquidación de pérdidas y daños ambientales."	1
"9. El 25 de junio de 2008, el Comité celebró consultas oficiosas con el Grupo de Supervisión restablecido en virtud de la resolución 1811 (2008) y también examinó la solicitud del Consejo de Seguridad contenida en los párrafos 6 y 7 de la resolución 1814 (2008) de formular recomendaciones. sobre medidas específicas que el Consejo podría imponer a individuos y entidades que bloqueen el proceso de paz o violen el embargo de armas."	1
"Que se celebrará el jueves 30 de agosto de 2012, a las 10.00 horas"	0
"Tras su reunión del 8 de septiembre de 2010, el Grupo de Trabajo adoptó sus conclusiones sobre los niños y el conflicto armado en Colombia (véase S/AC.51/2010/3)."	1
