"","en","MatCoop"
"1497","(h) To participate actively in and support all relevant activities under the United Nations Global Counter-Terrorism Strategy including within the Counter-Terrorism Implementation Task Force, established to ensure overall coordination and coherence in the counter-terrorism efforts of the United Nations system, in particular through its relevant working groups;",1
"1498","(a) Ensure that customs officers have the necessary practical measures and resources in place to detect and prevent the cross-border movement of currency and bearer negotiable instruments and to detect and prevent the smuggling of arms and weapons;",1
"1499","(bb) Any other responsibility identified by the Committee.",0
"1500","C. Support to persons affected by the conflict",1
"1501","I cannot stress strongly enough the risk posed by the lack of military helicopters to the operational effectiveness of the force.",0
"1502","All three visited States have played an active role in creating specialized counter-terrorism agencies and/or police units and in ensuring that those units are provided with the necessary training and tools to perform their duties in a range of counter-terrorism-related areas.",0
"1503","18. Gulbuddin Hekmatyar (QI.H.88.03) is seen primarily as a threat to the peace and security of Afghanistan.",0
"1504","The Government has stated repeatedly that military commanders have been instructed not to bomb.",1
"1505","Similarly, in terms of recipients of reparations, it was important to look beyond individual victims and also consider affected communities.",1
"1506",":: The Committee shall ensure that any measures taken by States to combat terrorism comply with all their obligations under international law, in particular human rights law, refugee law and humanitarian law.",1
"1507","The administrative support system of the Special Panels was headed by the Judge Coordinator, an international staff member.",0
"1508","68. The killing of two UNODC experts on 7 April 2014, while on a counter-piracy mission in Somalia, was a sobering reminder of the risks that United Nations personnel face in their work to improve the lives of others.",0
"1509","Uniforms and other supplies for staff at the front (SAR 19,715,553);",0
"1510","To help achieve financial viability and sustainability of the local police, the European Union Police Mission has made progress in developing the local capacity regarding salary scales, budget planning for organizational units, revising maintenance costs of premises, rationalization of the use of police equipment, control over inventories and payrolls, and general budget implementation and management.",1
"1511","10. On 7 September, the Joint Government of Chad/United Nations High-level Working Group held its third meeting to assess the situation on the ground with respect to the protection of civilians and the implementation of measures adopted by the Government towards implementing the tasks set out in paragraph 2 of resolution 1923 (2010).",1
"1512","The World Health Organization (WHO), UNICEF, Medecins Sans Frontières-Holland and other partners in the north-west undertook a successful vaccination campaign throughout the area in January, with particular emphasis on Hargeisa.",0
