"","ar","VerConf"
"812","ولذلك، تصر اليونان على ضرورة توضيح الفقرة السادسة من الديباجة - حيث يحث المجلس على ""إحراز تقدم صوب استئناف المفاوضات من أجل التوصل إلى تسوية شاملة"" - إذ ينبغي التأكيد مرة أخرى على أن تلك المفاوضات ينبغي أن تتم بين الطائفتين.",1
"813","إذ أنهم يتعرضون للضغوط بالنسبة لعناصر هامة من هذه الهوية مثل لغتهم وثقافتهم وتراثهم الديني، فضلا عن بقائهم الاقتصادي.",0
"814","(ب) استخراج وغربلة التربة الواضحة التلوث ونقلها إلى مراكز المعالجة لمعالجتها باستخدام المج الحراري بدرجة حرارة عالية؛",0
"815","شركة سيبانير Sepanir لهندسة النفط والغاز",0
"816","فهم يرون صرب كوسوفو كأدوات في يد سلطات بلغراد وبالتالي كجزء من الخطر الذي لا يزال يهدد مستقبلهم.",1
"817","20 - ومنذ أن قدمت تقريري (انظر S/2007/619، الفقرة 25)، واصل الجيش الملكي المغربي الإبلاغ عن عدد كبير من الانتهاكات المزعومة للاتفاق العسكري رقم 1 من جانب جبهة البوليساريو والمتعلقة بوجود أشخاص ومركبات في القطاع العازل.",1
"818","وسوف يتنامى الأثر السلبي للحالة الليبية، الأمر الذي يشكل تهديدا لاستمرار السلام والاستقرار في المنطقة. وتعرب الصين عن بالغ قلقها في هذا الصدد.",1
"819","يؤكد استعداده التام لفرض تدابير موجهة ضد أشخاص ...",1
"820","80 - أعرب موظفو عملية الأمم المتحدة في كوت ديفوار بانتظام عن شعورهم بالإحباط من عدم وجود استخبارات جيدة لديهم للمتابعة وعدم وجود المهارات الفنية اللازمة لإنجاز ولايتهم.",1
"821","وفي بعض الحالات، منع المشردون داخليا من الوصول إلى ماشيتهم ومحاصيلهم الواقعة في مكان قريب، بسبب خطر هجمات الجنجويد خارج المخيمات.",1
"822","وأخيراً، فإننا نعرف أن الطريق إلى الديمقراطية ليس سهلاً.",0
"823","وفي نهاية الجولة الرابعة من المفاوضات التي جرت في أواخر تشرين الثاني/نوفمبر، لم يطرأ أي تغيير على مواقف الأطراف بشأن القضايا الرئيسية.",0
"824","وفي ربوع كوسوفو، نُقلت المسؤولية عن عمليات الإقليم إلى دائرة شرطة كوسوفو، مع وجود الشرطة الدولية التي تقوم بدور المراقبة.",0
"825","سابعا- قضايا أخرى ٧٦ - ٨٦ ٨١",0
"826","افتتحت الجلسة الساعة 10/18.",0
"827","57 - وقد ظلت المصلحة الذاتية لمعارضي إقامة حكومة حقيقية تشكل أحد المعطيات الثابتة وكشف فريق الرصد في تقريريه السابقين تفاصيل هذه المشكلة الأساسية التي يعاني منها الصومال. ولا تزال هذه المشكلة قائمة وقد أصبح الموضوع الرئيسي في هذا التقرير هو الاتجاه المستمر نحو تصاعد احتمال اندلاع العنف في إطار نمط قائم على حماية المصالح المكتسبة المترسخة.",1
"828","وتجمَّع هذه الأموال الفائضة في واحد من صندوقي النقدية المشتركين المدارين داخليا، وتستثمر في أجزاء رئيسية من أسواق المال وأسواق الإيرادات الثابتة.",0
"829","لكننا قلقون جراء التطورات التي حدثت مؤخرا، وتخللها المزيد من التوترات بين أعضاء المجتمعات المحلية وقوات القوة الدولية للمساعدة الأمنية.",1
"830","خامسا - فريق تفتيش الأنموفيك المشترك في الموصل:",0
"831","أُعيد تصنيف المطالبة إلى مطالبة عن خسائر ممتلكات ملموسة ومخزونات ومركبات.",0
"832","يدين استمرار التدفق غير المشروع للأسلحة داخل [الدولة المتأثرة] وإليها انتهاكا للقرارات [التي تنص على الجزاءات]، ويعلن تصميمه على أن يواصل الرصد المباشر لتنفيذ حظر توريد الأسلحة وغيره من التدابير المحددة بموجب قراراته المتعلقة بـ [الدولة المتأثرة].",1
"833","184 - وتلاحظ غالبية التقارير وجود نمط من الهجمات العشوائية ضد المدنيين في القرى والمجتمعات المحلية في جميع ولايات دارفور الثلاث بدءا من مطلع عام 2003.",0
"834","وفي العام الماضي، تعذر الوصول برا إلى منطقة أبيي لأكثر من أربعة أشهر (من تموز/يوليه إلى تشرين الأول/أكتوبر)، واضطرت البعثة إلى نقل جميع الإمدادات عن طريق الجو.",0
"835","ويمكن بالتالي بحسب ملابسات كل حالة على حدة، وفي إطار مبدأ العمل الإجرامي المشترك، الاشتباه في أن هؤلاء الأشخاص ارتكبوا جريمة ضد الإنسانية بقتل مدنيين؛ والقيام بالتشريد القسري وجرائم حرب بقيامهم بهجمات عشوائية على المدنيين وتدميرهم أهدافا مدنية.",1
"836","""ولا يزال مجلس الأمن يساوره بالغ القلق إزاء الأنشطة التي تضطلع بها في منطقة الساحل منظمات إرهابية، بما فيها تنظيم القاعدة في بلاد المغرب الإسلامي وحركة التوحيد والجهاد في غرب أفريقيا، ويكرر الإعراب عن إدانته القوية للهجمات الإرهابية التي ارتكبت مؤخرا في المنطقة.",1
"837","72 - في غضون ذلك، يجري إحراز قدر كبير من التقدم في مجال تدريب الشرطة الوطنية الكونغولية التي ستتولى توفير الأمن أثناء الانتخابات.",0
"838","وقد تتسلل صادرات كوت ديفوار من الماس إلى سلسلة الواردات الخاصة بعملية كيمبرلي، مما يشكل تهديدا لنظام عملية كيمبرلي لإصدار شهادات المنشأ.",1
"839","فالموارد الطبيعية في الجنوب الأفريقي والجريمة العابرة للحدود وتوافر الأسلحة الصغيرة في سياق صراعات الماضي كلها أمور يمكن أن تجعل من تلك المنطقة مطمعا لجهات غسل الأموال والتنظيمات الإجرامية الدولية وتُجار المخدرات والجماعات الإرهابية.",0
"840","وأود أن أطلب منكم أن تتكرموا بتعميم هذه الرسالة بوصفها من وثائق مجلس اﻷمن.",0
"841","تحظر الفقرة 1 من المادة 4 من المرسوم دخول الأشخاص الطبيعيين المذكورين في المرفق إلى سويسرا أو مرورهم العابر منها.",0
"842","وقد يؤدي هذا التصور إلى زيادة تطرف بعض العناصر الوطنية الألبانية في كوسوفو، وربما يضع أقليات كوسوفو تحت خطر متزايد.",1
"843","فالنـزاعات العرقية والحدودية غير المحسومة أسفرت عن صراعات تقوِّض الجهود الرامية إلى وضع نهج إقليمي متماسك لمكافحة الإرهاب.",1
"844","وأوضحا بوجه خاص أن القانون المعدل المتعلق باللجنة الانتخابية المستقلة لم ينص على تمثيل القوى الجديدة في أجهزتها الفرعية ولم يؤكد أسبقية اللجنة الانتخابية المستقلة على المعهد الوطني للإحصاءات في العملية الانتخابية.",1
"845","وفي بعض الحالات الأخيرة، من قبيل الحالتين في كوت ديفوار وليبيا، رحب المجلس بلجنتي التحقيق اللتين أنشأهما مجلس حقوق الإنسان. وأظهر ذلك مدى الارتباط الوثيق بين الإجراءات الملموسة الرامية إلى تعزيز السلام والأمن وبين حماية حقوق الإنسان.",0
"846","""غير أن مجلس الأمن يدين بقوة استمرار تجنيد واستخدام الأطفال في الصراعات المسلحة في انتهاك للقانون الدولي المنطبق، وقتل الأطفال وتشويههم، والاغتصاب وغيره من أشكال العنف الجنسي، والاختطاف وحرمان الأطفال من الحصول على المساعدات الإنسانية، واعتداء أطراف في الصراعات المسلحة على المدارس والمستشفيات.",1
"847","ويدين الاتحاد الأوروبي أعمال العنف من هذا القبيل التي ارتكبها الماويون وكابد الشعب النيبالي بسببها صنوفا هائلة من المعاناة والمشقة.",1
"848","فالأخطار الإرهابية التي تتهدد المنطقة مختلفة نوعا ما من حيث منشأها وطبيعتها، ولكنها متماثلة مع الأخطار آنفة الذكر من حيث الآثار المترتبة عليها.",1
"849","يؤكد وجوب محاسبة جميع المسؤولين عن انتهاك حقوق الإنسان وامتهانها، ويشدد على ضرورة إجراء تحقيق شامل مستقل محايد مستوف للمعايير الدولية بخصوص ما زعم وقوعه من انتهاك وامتهان لحقوق الإنسان لمنع الإفلات من العقاب وضمان المحاسبة على ذلك على نحو تام؛",1
"850","المقرر عقدها يوم الاثنين، 30 كانون الأول/ديسمبر 2002، الساعة 05/12",0
"851","(ج) إحالة جميع المعلومات التي زودت بها اللجنة أمين المظالم بشأن القرار، عملاً بالفقرة 14 أعلاه.",0
"852","(ب) الصراع بين القمر والفلاتة (أفارقة - أفارقة)؛",0
"853","وكما يوضح تقرير الأمين العام (S/2004/634)، التصدي للمشكلة تحد صعب.",1
"854","وأشارت دولة أخرى إلى أن المسؤولية الرئيسية للمنع مناطة بالجيش الوطني وإدارة الاستخبارات التابعة له، وأشارت إلى أن وجود مخيمات للاجئين على أراضيها يشكل تحديا كبيرا.",1
"855","وبموجب القانون الدولي، إسرائيل ملزمة، بوصفها الدولة القائمة بالاحتلال، بحماية المدنيين الفلسطينيين، خاصة الأطفال، كما أنها ملزمة بالحفاظ على الممتلكات المدنية.",1
"856","وهذه المناقشات ستتم متابعتها في مؤتمر الاستعراض في عام 2006.",0
"857",":: تعزيز التعاون في مجال تقديم الإرهابيين للعدالة، بما في ذلك التعاون في مجالات المنع والتحقيق والمحاكمة للإرهابيين والجرائم",0
"858","وقابلت المجموعة مدير عام الشركة واستفسرت منه عن القوالب المنتجة فيها.",0
"859","كما يجب أن تحجم إسرائيل عن اتخاذ إجراءات أحادية في القدس من شأنها أن تغير الوضع القائم أو تقوض الثقة.",1
"860","51 - من المعوقات التي يمكن أن تعيق سير الإجراءات القانونية الواجبة الفعالة عن طريق مكتب أمين المظالم احتمال فرض قيود السرية التي من شأنها أن تحول دون الكشف لمقدم الطلب والدول المعنية بالحالة عن هوية الدول التي اقترحت إدراج الاسم في القائمة.",0
"861","8 - ويشكل استمرار جهود جماعة أنصار الشريعة في شرق ليبيا مصدر قلق خاص (وهي جماعة غير مدرجة في القائمة وتختلف عن جماعة أنصار الشريعة المنتسبة إلى تنظيم القاعدة في جزيرة العرب). وهناك اتصالات في مجال العمليات بين أنصار الشريعة والتنظيمات المنتسبة إلى القاعدة في منطقة الساحل والمغرب العربي والشرق الأوسط وجنوب آسيا؛ وما فتئ العديد من المقاتلين الأجانب يسافرون إلى معسكرات التدريب في ليبيا قبل التوجه إلى أماكن أخرى للمحاربة.",0
"862","وحسب المبين في المادة 7 (2) (د) من النظام الأساسي للمحكمة الجنائية الدولية، الذي يمكن الاستعانة به في تحديد القانون الدولي العرفي المتعلق بالمسألة، فإن المقصود بذلك الحظر إبعاد السكان أو النقل القسري للسكان ونقل الأشخاص المعنيين قسرا من المنطقة التي يوجدون فيها بصفة مشروعة، بالطرد أو بأي فعل قسري آخر، دون مبررات يسمح بها القانون الدولي.",0
"863","وتوصي اللجنة بمحاكمة الأشخاص التالية أسماؤهم فيما يتعلق بحيازة أسلحة قوة الشرطة الوطنية واستخدامها ونقلها بصورة غير مشروعة في 8 أيار/مايو و/أو 21 أيار/مايو: روجيريو لوباتو، وأوزيبيو سالسينها، وأنطونيو دا كروز، وفيسينتي دا كونسيتشاو، المعروف أيضا باسم راي لوس، وماتوس دوس سانتوس بيريرا، المعروف أيضا باسم ماوراكان، وليوناردو لوباتو، المعروف أيضا باسم غري هارانا، وأنطونيو لورديس، المعروف أيضا باسم 55، وماركوس دا سيلفا بيدادي، المعروف أيضا باسم لابادا، وفرانسيسكو، وسانتا كروز.",1
"864","ولا يوجد شك اليوم في أن القصد الحقيقي كان يتمثل في منع نشر تفاصيل أعماله التدميرية الرعناء المرتكبة بأوامر من المخابرات المركزية الأمريكية على الملأ.",1
"865","وأنشأت سبع دول في تشريعاتها الولاية القضائية الكافية لمقاضاة الجرائم ذات الصلة بالإرهاب، واتخذت خمس دول أخرى خطوات في هذا الاتجاه، في حين لا تتوفر معلومات كافية بشأن تسع دول.",0
"866","(أ) مواصلة تذكير الدول الأعضاء بالتزامها بتسليم المجرمين أو محاكمتهم وفقا للصكوك الدولية لمكافحة الإرهاب السارية التي هي طرف فيها وتذكير الدول بالتزامها بضمان عدم التعامل مع الادعاءات بوجود بواعث سياسية كأسباب لرفض طلبات لتسليم الإرهابيين المشتبه بهم؛",1
"867","ويجب أن ينهي الفلسطينيون تحريض الجمهور على العنف وأن يبذلوا قصارى جهدهم لمنع المتشددين من مهاجمة إسرائيل، مما يثير ردا إسرائيليا.",1
"868","نواب الرئيس: أذربيجان والبرتغال والمملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية",0
"869","وبهذا الصدد، أشار مشارك آخر إلى ارتفاع تكاليف عمليات حفظ السلام معربا عن أسفه لافتقار المجلس إلى الخبرات العسكرية.",1
"870","يدين أشد الإدانة جميع أعمال العنف الجنسي وغيرها من أشكال العنف المرتكبة ضد المدنيين في الصراعات المسلحة، ولا سيما بحق النساء والأطفال، ويتعهد بكفالة أن تطبق جميع عمليات دعم السلام كافة التدابير الممكنة لمنع ارتكاب أعمال العنف هذه ومعالجة أثرها حيثما وقعت.",1
"871","وتقوم البعثة بإجراء تحقيقاتها الخاصة وتدعم جهود الشرطة الوطنية في التحقيق في الحادث.",0
"872","باء - الشروط الناشئة بموجب الوثيقتين A/46/827-S/23308 و A/46/828-S/23309",0
"873","وقدمت إيطاليا والولايات المتحدة الأمريكية التمويل في شهر شباط/فبراير لحل مشكلة دفع الرواتب المتراكمة غير المدفوعة.",0
"874","ويتبلور إدراك حقيقي للتحديات التي يواجهها كل بلد بمفرده.",1
"875","82 - ورغم أن تنظيم القاعدة وحركة الطالبان ومن يرتبطون بهما قد لا تكون لديهم هياكل ونظم معقدة تتيح التحكم في العمليات التي ينفذها أتباعهم، فإنهم مع ذلك يملكون قدرة عسكرية جاهزة للعمل على النحو المشار إليه، ومن أمثلة ذلك المتمردون في أفغانستان. وعلى المستويين التعبوي والعملياتي، يستخدم تنظيم القاعدة وحركة الطالبان ومن يرتبطون بهما معدات عسكرية ومدنية على حد سواء مثل أجهزة الاتصال اللاسلكي القصيرة المدى والهواتف المحمولة والساتلية.",1
"876","المملكة المتحدة لبريطانيا العظمى وأيرلندا الشمالية: مشروع قرار",0
"877","ويحول الافتقار إلى الأرض والوظائف، فضلاً عن حالة انعدام الأمن دون استقرار الكثير من العائدين في مجتمعاتهم المحلية الأصلية.",1
"878","وأراد السيد مالك إرسال ضباط شرطة الأمم المتحدة برفقة العقيد ريس لمقابلة العميد رواك. ورفض العقيد ريس ذلك معتقدا أن وجود المزيد من ضباط الشرطة الذين يرتدون القمصان الزرق من شأنه أن يؤدي إلى تفاقم الحالة.",1
"879","ويحذر الأمين العام بطريقة لا لبس فيها من أنه لم يستوف حتى الآن أي من المعايير الثمانية استيفاءا تاما.",1
"880","وفي الوقت نفسه، يهدد الرئيس البشير المجتمع الدولي بالثأر، وبالتالي المزيد من الجرائم.",1
"881","ومع أنه لم تستجد في الحقيقة أي حالة منذ آخر تقرير للفريق، فإنه ما زال يُخشى أن تحتفظ الجماعات والأفراد المدرجين في القائمة بأملهم في شن هجوم من هذا القبيل، هذا عدا عدد من التقارير التي تفيد باستمرار وجود مخزون غير قانوني من المواد الإشعاعية، في مناطق تشمل المناطق التي ينشط فيها تنظيم القاعدة وحركة الطالبان().",1
"882","تقرير الأمين العام عن الحالة في جمهورية أفريقيا الوسطى (S/2014/857)",0
"883","أ - المركبات الفضائية (الأحادية أو المتعددة)، بما في ذلك السواتل؛",0
"884","وفي هذا الصدد، تلقيت رسالة مؤرخة 6 كانون الأول/ديسمبر 2007 من الممثل الدائم للمغرب لدى الأمم المتحدة (S/2007/714) ورسالة أخرى مؤرخة 12 كانون الأول/ديسمبر 2007 من وزير الشؤون الخارجية والتعاون للمغرب (S/2007/731)، تضمن كل منهما ادعاءات بوقوع انتهاكات لأحكام الاتفاقات العسكرية التي تم التوصل إليها في عام 1991.",1
"885","ومع ذلك، فإن الوقاية لن تكون فعالة إلا إذا توفرت لعمليات حفظ السلام الموارد التي تحتاج إليها لتنفيذ ولايتها.",0
"886","وناشدنا المجلس في عدة مناسبات اتخاذ إجراء لإرغام إسرائيل على وقف هجماتها العسكرية، وكفالة حماية السكان المدنيين ووقف كل الإجراءات العقابية غير المشروعة التي تتسبب من خلالها في كارثة إنسانية في قطاع غزة.",1
"887","11 - ووفقا للقرار 1963 (2010)، ستساعد المديرية التنفيذية اللجنة أيضا في تنظيم اجتماع خاص مفتوح أمام جميع الأعضاء وأصحاب المصلحة الآخرين، من أجل إحياء الذكرى السنوية العاشرة لاتخاذ القرار 1373 (2001) وإنشاء اللجنة.",0
"888","إننا نحث الأطراف على التصرف بضبط النفس وتلافي الإجراءات أو التصريحات الاستفزازية التي من شأنها أن تفجر المزيد من أعمال العنف.",1
"889","يدين استخدام [محطة الإذاعة والتلفزيون الوطنية] وغيرها من وسائط الإعلام للتحريض على التمييز والعداء والكراهية والعنف، بما في ذلك ضد [بعثة الأمم المتحدة المعنية]، وكذلك أعمال التخويف والعنف ضد الصحفيين ويدعو إلى رفع جميع القيود المفروضة على ممارسة الحق في حرية التعبير في [البلد المعني]؛",1
"890","وكانت آخر قائمة كاملة بالبنود (S/2009/10/Add.18) قد صدرت في 11 أيار/مايو 2009.",0
"891","75/9٠/4١6 - أيلول/سبتمبر ١99٠",0
"892","وقد نال عدم استعداده لإعمال سيادة القانون وضمان احترام سيادة دولة عضو في الأمم المتحدة وسلامته الإقليمية من مصداقيته وكذلك من سلطته القانونية والمعنوية.",1
"893","ومع ذلك، ما زلنا نشعر بالقلق لأن هناك إفراطا في التركيز على الزيارات إلى البلدان النامية.",1
"894","24 - ليس بوسع ناميبيا القيام بذلك.",0
"895","وإذ يقرر أن الحالة في المنطقة لا تزال تشكل تهديدا للسلم والأمن الدوليين،",1
"896","السيد موساييف (أذربيجان) (تكلم بالإنكليزية): بادئ ذي بدء، أود أن أعتذر عن طلب الكلمة مرة أخرى، إذ رأينا أنه سيكون من غير الملائم وغير المثمر تجاهل التعليقات التي أدلى بها ممثل أرمينيا ومحاولته تضليل مجلس الأمن ليسكت عنها.",1
"897","يؤكد من جديد إدانته القطعية لجميع أعمال الإرهاب وأساليبه وممارساته باعتبارها أعمالا إجرامية ولا مبرر لها أيا كانت بواعثها، وبجميع أشكالها ومظاهرها، أينما ارتُكبت وأيا كان مرتكبوها،",1
"898","وفي المادة 7 (2) (ز) من النظام الأساسي للمحكمة الجنائية الدولية، يعرّف الاضطهاد بوصفه ""الحرمان المتعمد والشديد من الحقوق الأساسية، بما يخالف للقانون الدولي، بسبب هوية الجماعة أو المجموع"".",0
"899","""ويعلﱢق مجلس اﻷمن أهمية كبيرة على الدور الذي تقوم به منظمة الوحدة اﻷفريقية، ويرحب بقرارها بتشكيل فريق دولي من الشخصيات البارزة للتحقيق في أعمال اﻹبادة الجماعية في رواندا واﻷحداث المحيطة بها )S/1998/461(.",0
"900","78 - يتولى شيخ يوسف إندوهادي مسؤولية الإدارة المحلية لشبيلي السفلى ويقوم فيها بدور الحاكم.",0
"901","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"902","أ- شركة كونتينانتال كنستراكشن ليميتد: ٩١,٢٧٥ ٠١٧ ١٦ دوﻻرا أمريكيا؛",0
"903","وبينما لا تزال القرصنة قبالة ساحل الصومال تشكل تحديا حاسما، فإننا ندعو المجتمع الدولي إلى عدم إغفال أن حل تلك المشكلة يجب أن يتحقق في البر وليس في البحر. ويتعين على الحل الشامل للنزاع الصومالي أن يعالج جميع الأسباب الجذرية للقرصنة، والتحديات الأخرى، بما في ذلك استغلال الموارد البحرية وإلقاء النفايات السمية.",1
"904","ولكننا نشعر بالقلق لأن أعمال العنف يمكن أن تتسبب في بقاء جزء من السكان بعيدا عن مواقع الاقتراع في الجنوب وغيره من الأماكن.",1
"905","وشددنا على ما كان لمثل تلك الرسائل من آثار مأساوية مؤخرا في جهات أخرى من القارة.",1
"906","100 - ولقد مضت دول المنطقة دون الإقليمية إلى أبعد من مجرد اتباع نُهُج لإنفاذ القانون لتعالج التحدي الذي تطرحه الجماعات الإرهابية.",0
"907","فحوالي 80 في المائة من البضائع المنقولة في الحاويات البحرية المتجهة إلى الولايات المتحدة تأتي أو تمر من خلال مبادرة أمن الحاويات في الميناء ويجري فحصها قبل تحميلها على متن سفينة متجهة إلى الولايات المتحدة.",0
"908","""ويكرر مجلس الأمن تأكيد استعداده للقيام، وفقا لقراراته ذات الصلة، بفرض جزاءات على الكيانات والأفراد الذين يوفرون المأوى أو التمويل أو التسهيلات أو الدعم أو التنظيم أو التدريب لجماعات أو أفراد أو يحرضونهم على ارتكاب أعمال عنف أو أعمال إرهابية ضد دول أخرى أو ضد مواطنيها في الصومال أو في المنطقة، وأيضا على سائر الشبكات الإقليمية والجماعات والمؤسسات والكيانات والأفراد الذين لم يقطعوا كل صلاتهم بتنظيم القاعدة والجماعات المرتبطة به، بما فيها تنظيم القاعدة في بلاد المغرب الإسلامي، وحركة التوحيد والجهاد في غرب أفريقيا، وحركة أنصار الدين، وفقا للقرار 2083 (2012).",1
"909","وكرروا الإعراب أيضا عن قلقهم البالغ إزاء مشاكل الإرهاب والقرصنة وأخذ الرهائن والحالة الإنسانية العصيبة. وفي هذا السياق، أكدوا ضرورة تنفيذ جميع قرارات مجلس الأمن ذات الصلة على وجه السرعة، لما في ذلك من قبل المؤسسات الاتحادية الانتقالية، حسب الاقتضاء.",1
"910","وفوق كل ذلك، كانت مخاوفنا تتعلق بإصرار سلطات بريشتينا على تنفيذ ما يسمى بالاستراتيجية الخاصة بشمال كوسوفو في انتهاك سافر لقرار مجلس الأمن 1244 (1999)، الذي لا يزال يشكل الإطار القانوني الدولي الرئيسي للتوصل إلى تسوية في كوسوفو.",1
"911","''ويكرر مجلس الأمن تأكيد قلقه البالغ من تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وغيرهما من الكيانات الإرهابية المرتبطة بتنظيم القاعدة ومما لوجودها وأيديولوجيتها المتطرفة العنيفة وأفعالها من تأثير على استقرار العراق وسوريا والمنطقة، بما في ذلك الآثار الإنسانية المدمرة على السكان المدنيين التي أدت إلى نزوح ملايين الأشخاص، ومما ترتكبه من أعمال عنف تؤجج التوترات الطائفية.",1
"912","61 - ولزام على المجتمع الدولي أن يكون مستعدا للمساعدة في وضع ترتيبات لنظام لا مركزي أوسع نطاقا.",0
"913","وبالتالي تكرس موارد إنفاذ القانون في المقام الأول للتحقيق في الجرائم العادية.",0
"914","وهدد ضباط الوحدة الشرقيون بحمل جثمان المتوفى والمرور به في جميع شوارع ديلي قبل أن يذهبوا به إلى منزل القائد العام مارتينز.",1
"915","وقد واصل العقيد القذافي وأفراد أسرته، في بياناتهم العلنية، تهديد المواطنين بحرب أهلية وباحتمال حدوث مجازر جماعية إذا استمرت الاحتجاجات.",1
"916","ويحث المجلس [الدولة المتأثرة] على الاستمرار في تأمين الملاذ لكل اللاجئين بصرف النظر عن منشئهم.",0
"917","نظرا لأن الإرهاب لا يزال يشكل تهديدا خطيرا وعالميا، بادرت فرنسا، خلال رئاستها لمجلس الأمن في كانون الثاني/يناير الماضي، إلى تنظيم اجتماع على مستوى الوزراء بشأن مكافحة الإرهاب.",1
"918","ولقد جرّمت أربع دول بصورة وافية تمويل الإرهاب في حين أن ثلاث دول لم تفعل ذلك مطلقا.",1
"919","1 - إذا كان المجرم قد دمّر أي أصول خاضعة للمصادرة بموجب الفقرتين 1 و 2 من المادة 70، أو ألحق بها ضررا أو نقلها أو جعلها غير قابلة للإصلاح أو استنفدها، أو منع بأي شكل من الأشكال مصادرة تلك الأصول، يجوز للمحكمة أن تصادر أموالا تعادل قيمتها قيمة تلك الأصول، وللمحكمة أن تقدّر قيمة الأصول التي يمكن مصادرتها.",1
"920","2 - المعاهدات والإجراءات الدولية الأخرى",0
"921","22 - اجتمعت اللجنة في 9 نيسان/أبريل 2013 مع ممثلي إدارة الشؤون السياسية وإدارة عمليات حفظ السلام وفريق الرصد والمديرية التنفيذية للجنة المنشأة بموجب القرار 1373 (2001) وفرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب.",0
"922","وزير الداخلية، ونائب رئيس الحركة الجمهورية الوطنية من أجل التنمية والديمقراطية",0
"923","وهو يوصي على وجه الخصوص بأن تعدل اللجنة الفقرة 6 '1` من مبادئها التوجيهية() بحيث تستعرض تلقائيا في كل عام أسماء الأفراد الذين ثبتت وفاتهم، بالإضافة إلى أي أسماء تختارها اللجنة من مجموعة القيود التي لم يجر تحديثها خلال أربع سنوات أو أكثر، ما لم يطلب أحد أعضاء اللجنة تحديدا عدم النظر في اسم أحد الأشخاص الذين أفادت التقارير بوفاتهم.",0
"924","وبناء عليه يشرفني، باسم جماعة شرق أفريقيا، أن أبلغ بهذا الموقف المشترك وأن أطلب علاوة على ذلك توجيه انتباه مجلس الأمن التابع للأمم المتحدة إليه للنظر فيه.",0
"925","وتمثل التجديد الذي جاء به في نقل الهدف من البلدان المسلمة إلى الغرب، خاصة الولايات المتحدة الأمريكية؛ وبوصف إرهابه بأنه صراع بين الإسلام وأعدائه، تمكن من جمع عدة جماعات متنوعة وفي الغالب متنافسة تحت راية واحدة.",1
"926","وكما أوضحت، أثق أن مجلسكم الموقر لن يعبأ بهذه الاتهامات الباطلة التي تجانب الصواب وأدنى معايير المهنية.",1
"927","كذلك أفاد الجيش الملكي المغربي أن جهوده تعثرت بسبب الموارد المحدودة ونقص المعلومات المتاحة بشأن المناطق التي تنتشر فيها الألغام.",1
"928","تتناول مناقشة اليوم مسألة ملحة.",1
"929","ويحث مجلس الأمن جميع أطراف أي صراع مسلح، بما في ذلك الأطراف من غير الـدول، على إنهاء مثل هذه الممارسات.",1
"930","وينبغي للمجتمع الدولي - بوسائل منها رعاية الأمم المتحدة - أن يستعمل التأثير الدبلوماسي وأن يقدم المساعدة التقنية في مجالات من قبيل الإصلاحات في القطاع السياسي والأمني وقطاع العدالة، وصياغة دساتير جديدة وأطر قانونية ومؤسسات انتخابية وإجراء الانتخابات.",1
"931","ولاحظت اللجنة أيضا أن جمهورية كوريا الشعبية الديمقراطية قد اختطفت أو تسببت قسرا بشكل آخر باختفاء ما يزيد عن 000 200 شخص أو أكثر من جمهورية كوريا والصين واليابان وبلدان أخرى، بما في ذلك بعد نهاية الحرب الكورية.",0
"932","وهذا سيتطلب موقفا واضحا خاصة، وبكل صراحة، من الولايات المتحدة الأمريكية.",1
"933","فكلما كان عدد الإصابات بالغا، أو كلما كانت هجماتهما أكثر هولا، كلما كبرت التغطية الإعلامية لها على الأرجح.",0
"934","وإننا نناشدهم بإلحاح زيادة دعمهم للمبادرات الجماعية التي ستتخذها دولنا، في إطار عملية نواكشوط، من أجل التصدي للتهديد الذي يمثله الإرهاب والتطرف العنيف والجريمة المنظمة عبر الوطنية بالنسبة إلى السلام والأمن الدوليين.",1
"935","لا بد لي من القول إن الموضوع المختار لمناقشتنا اليوم يمثل تحديا كبيرا على الرغم من أنه يستحوذ على الاهتمام.",1
"936","القانون المتعلق بالنقل الآمن للسلع الخطرة رقم 29 (أولاً)/2004",0
"937","يحث الدول وجميع الأطراف الأخرى في النـزاع المسلح على أن تبذل قُصاراها لمنع ارتكاب انتهاكات للقانون الإنساني الدولي ضد المدنيين، بمن في ذلك الصحفيون وموظفو وسائط الإعلام والأفراد المرتبطون بهم.",1
"938","وسجِّلت في قاعدة بيانات المطالبات نتائج هذا الاستعراض بما فيها القضايا الهامة المحددة.",0
"939","ويبقى إصلاح القطاع الأمني واحدا من التحديات الرئيسية للسلام والاستقرار في الأجل الطويل.",1
"940","من بين هؤلاء الرهائن بحارة من آسيا وأفريقيا والشرق الأوسط، وأوروبا، وكذلك سياح من أوروبا الغربية.",0
"941","رسالة مؤرخة ٩ كانون اﻷول/ ديسمبر ١٩٩٩ موجهة إلى اﻷمين العام",0
"942","كما يدرك أعضاء المجلس، بدأت الهجرة من الشمال إلى الجنوب، ولأول مرة، سينطوي الأمر على عبور حدود دولية.",0
"943","وإنني أشعر بقلق بالغ إزاء التصعيد الأخير بين غزة وإسرائيل.",1
