"","ar_en_GOOGLE","MatConf"
"1726","Its work with regional and subregional organizations should focus on facilitating the interaction of regional and national institutions to address national implementation challenges, such as aligning priorities, harmonizing approaches, facilitating advisory and drafting services, and matching requests and offers for assistance.",0
"1727","21 - Items and equipment necessary for skiing, golf, diving, and water sports",0
"1728","It is believed that terrorists in the region rely mainly on conventional weapons.",1
"1729","The Security Council reiterates its demand that the armed forces submit completely to civilian control.",0
"1730","2 - The committeeâs bureau was composed of Zaid Raad Zaid Al Hussein (Jordan), as Chairman, followed by Dina Kawar (Jordan), as Chair. The representatives of Luxembourg and Rwanda served as Vice-Chairmen.",0
"1731","19. In Libya, the collapse of state control following the fall of the Gaddafi regime in 2011, combined with ineffective border control and arms stockpiling, led to the development of a major market for illicit arms in the country, fueling conflict both internally and in the greater Sahel region. .",1
"1732","(p) Cooperating with other relevant Security Council sanctions committees, in particular the Committee established pursuant to resolution 1267 (1999);",0
"1733","200. The best coherent view presented by the Government on the conflict was presented by a committee established by the Minister of the Interior in his capacity as the President&#39;s representative for Darfur affairs.",0
"1734","17 - On 7 January 2003, the Military Regime Court issued death sentences to 30 of the 150 people initially accused of participation in or involvement in the assassination of the late President Laurent-DÃ©sirÃ© Kabila or of committing either act.",1
"1735","The Council expresses its deep concern that civilians continue to constitute the majority of victims of acts of violence committed by parties to armed conflicts, including those resulting from deliberate targeting, indiscriminate and excessive use of force, and sexual and gender-based violence.",1
"1736","(4) Temporary seizure does not apply to the following:",0
"1737","In most cases, victims attributed acts of sexual violence to the Janjaweed; However, in several incidents, government soldiers allegedly joined forces with the Janjawid in carrying out these actions.",1
"1738","Although the sanctions regime may force some Taliban members to remain in remote areas, and the Group notes that this may be one of the reasons why senior Taliban members wish to be removed from the list, the preventive objective of the measures has largely not been achieved.",1
"1739","58 - The pattern of resolving political disputes and protecting interests using weapons continues, and is being sustained by the continuing and increasing acquisition of weapons from sources outside Somalia in violation of the arms embargo.",1
"1740","62. One State indicated that this goal could best be achieved by establishing a sense of patriotic duty and recognizing the public&#39;s duty to report its concerns about a case to law enforcement authorities.",0
"1741","However, day after day, they are clearly showing a more positive spirit towards the mission.",0
"1742","Under Section 7 of the Immigration Act, no one except its citizens has an automatic right to enter Singapore.",0
"1743","At the 6043rd meeting of the Security Council, on 9 December 2008, the President of the Security Council, on behalf of the Council, made the following statement in relation to the Councilâs consideration of the item entitled âThreats to international peace and security caused by terrorismâ:",0
"1744","Various factions of the Jantantrik Terai Mukti Morcha, Madhesi Mukti Tigers and other armed groups engage in kidnapping, killing, extortion and intimidation.",1
"1745","Scheduled for Thursday, 13 July 2006, at 10:30 p.m.",0
"1746","The ruling is expected in the last quarter of 2011. Ngirumbatsi",0
"1747","Negotiations are still ongoing to sign a memorandum of understanding with a number of other countries, including Panama, Canada, Colombia, Malaysia and Japan.",0
"1748","36 - Threats and intimidation also build children&#39;s attendance at school.",0
"1749","Improvised explosives and homemade explosives, such as ammonium nitrate and urea nitrate: car bombs.",1
"1750","Additional insurance premiums are $199,795, consisting of $539,623 for crude oil carriers and $255,576 for oil product carriers.",0
"1751","Point 5, fourth column, paragraph 6, delete: 6 - Presidential Decree No. 117 of 13 February 1998”;",0
"1752","According to Afghan officials, the annual number of deaths resulting from insurgent activities in 2010 exceeds the number recorded in the previous year by 50 percent, and civilian casualties rose by a third.",1
"1753","It was the military forces that mainly launched the attack, while the Arabs carried out the looting.",1
"1754","284. In some States, the vague or broad definition of terrorist crimes continues to pose a challenge to the effective implementation of resolution 1373 (2001).",1
"1755","631. In particular, the Commission found that government forces and militias under its control in many cases attacked civilians and destroyed and burned villages in Darfur, in violation of the relevant principles and rules of international humanitarian law.",1
"1756","However, bin Laden was able to take advantage of modern communications to appeal to many Muslims as a spiritual leader who makes violence appear a kind of glory and duty instead of actually terrorism.",1
"1757","Place and date of birth: 1984 Sidi Bouzid",0
"1758","Thematic session to be held by the Council in December",0
"1759","Noting that the situation in the Democratic Republic of the Congo continues to pose a threat to international peace and security in the region,",1
"1760","They were immediately released and returned to active duty, in violation of military service regulations. On 28 July, an amount of $2,500 was paid to each of the widows of the eight officers of the National Police Force of Timor-Leste who were killed, as ordered by the District Court of Dili in its judgment of December 2007.",1
"1761","Karenni National Progressive Party/Karenni Army",0
"1762",":: Mr. Simon Dilloway, United Kingdom of Great Britain and Northern Ireland (finance expert)",0
"1763","Issues of citizenship, nationality, and the right to run for senior positions have become linked to this issue and have fueled hidden feelings.",0
"1764","We, once again, condemn the killing of civilians, whether by the Palestinian or the Israeli side.",0
"1765","(c) Facilitate capacity-building of States of the subregion, in cooperation with the Eastern and Southern African Community to combat money laundering, to establish/strengthen financial intelligence units and develop their legislative and implementation capacity necessary to freeze funds without delay.",0
"1766","Malaysia and Namibia: draft resolution",0
"1767","65 - The Directorate, in partnership with the Global Center for Counter-Terrorism Cooperation and with the support of the Governments of the Netherlands and Germany, held a subregional workshop for member states in East Africa that dealt with the effective monitoring of alternative remittances to prevent their exploitation for terrorist financing, in Addis Ababa in December 2013. The aim of the workshop was to raise awareness of the danger of informal money transfers that could be used to finance terrorist activities; Encouraging dialogue between regulatory agencies, law enforcement officials and money transmitters; Promoting the inclusion of financial services and identifying best practices.",0
"1768","This improved understanding helps inform and shape the Global Implementation Survey, a document that is becoming increasingly detailed and consistent across regions, and thus more useful to practitioners and analysts inside and outside governments in many parts of the world. Importantly, this enhanced knowledge also helps the Executive Directorate to prioritize its regional and subregional activities and facilitate its technical assistance.",0
"1769","The phenomenon of foreign terrorist fighters cannot be addressed through security means alone.",0
"1770","Publication on âMainstreaming a Gender Perspective in Environmental Assessment and Early Warningâ",0
"1771","The country is now enduring terrible violations generated by the war.",1
"1772","The police officers stationed at the bridge felt that they had lost control due to the meeting of the two groups of demonstrators. They fired twice in the air and tried to escape.",1
"1773","It means all stages of production, such as:",0
"1774",":: In the Tel al-Hawa neighborhood, Gaza City, on January 15 and 16, 2009",0
"1775","There were tanks, armored personnel carriers, and rocket launchers already stationed in certain areas of Abidjan.",1
"1776","I have also selected Mr. Lancaster to take on the position of coordinator of the expert group.",0
"1777","The Communist Party of Nepal (Maoist) often targeted and recruited many girls, many of whom joined the party to escape the traditional restrictions imposed on them.",1
"1778","In most cases, civilians were forcibly displaced as a result of the attack.",1
"1779","36. The influx of 5,000 Kosovar ethnic Albanians who are internally displaced from the Presevo Valley into eastern Kosovo has affected minority groups living in the region.",0
"1780","The Panel has observed that Al-Qaeda, the Taliban and their affiliates use any type of explosive available, such as military explosives in conflict areas, or the elements needed to make an improvised explosive device, including ammonium nitrate, in other areas (S/2007/132, para. 90). .",1
"1781","This method remains one of the main ways through which subversive forces obtain weapons and are able to reorganize their ranks.",1
"1782","All these acts that incite hatred and war lead to the emergence of tensions within Ivorian society.",1
"1783","We call on the Palestinian Authority to do everything in its power to stop these attacks.",0
"1784","In addition, the International Committee of the Red Cross reported that there were 3,476 outstanding cases of missing persons in Kosovo, about 600 of whom were of Serb and Roma origin.",1
"1785",":: Prohibition of arbitrary deprivation of liberty; corporal punishment; collective punishment; The issuance and execution of death sentences without prior trial before an ordinary court constituted in accordance with the law guarantees all legal guarantees which are generally recognized as inadmissible.",1
"1786","The first was a white pickup truck carrying three men in military uniform, armed with M16 M16 weapons, and the second was a red pickup truck carrying between 15 and 20 gunmen, some wearing military uniforms and others civilian clothes.",1
"1787","Calling on parties to armed conflict to take the necessary measures to refrain from and prevent sexual violence and to protect all persons from exposure to all its forms, including doing the following:",0
"1788","The Maoist militia carried out a range of actions during the conflict, including mobilization, propaganda, acting as an irregular army, and various forms of âlaw enforcementâ in areas under the control of the Communist Party of Nepal (Maoist). When the Maoist militia was disbanded, many of its members reportedly joined the party&#39;s Communist Youth League, an organization re-established in December 2006.",1
"1789","As previously noted, these groups were allowed to march in December 2003 during a previous ban on demonstrations.",1
"1790","101. Since November 2004, the Government of CÃ´te d&#39;Ivoire has sought to reform, maintain and rebuild the Air Force of CÃ´te d&#39;Ivoire as a political statement and recognition that air power provides the Government with a military advantage that the Forces Nouvelles does not possess.",1
"1791","By signaling that there would be no consequences for killing Yemenis, the immunity deal contributed to prolonging the bloodshed.",1
"1792","The July disarmament campaign led to the killing of 4 Shulluk youth and the detention of 11 of them, who remain in SPLA custody to date, as well as reports of SPLA looting of homes and livestock.",1
"1793","The police fired tear gas to disperse supporters of both parties who were throwing stones in the streets.",1
"1794","Despite these efforts, the issue of security in Mogadishu remains a cause for concern due to the presence of several militia factions as well as militias acting on their own behalf or linked to businessmen or Sharia courts.",1
"1795","In order to continue this struggle, it is imperative that the international community make a greater contribution and pay more attention to this important aspect of the fight against terrorism.",0
"1796","1 - The circles consist of the following:",0
"1797","This strategy focuses on how to direct the state&#39;s defenses against terrorism so as to protect sensitive infrastructure facilities and citizens, and how the state deals with terrorist attacks so as to mitigate their effects, help their victims, and restore public order.",1
"1798","Moreover, it is known that the crime scene has been infested with legs on numerous occasions.",1
"1799","According to a senior commander of the armed forces, border intelligence soldiers are recruited directly into the army in the same way as regular soldiers.",1
"1800","United Kingdom of Great Britain and Northern Ireland (Ambassador Jeremy Greenstock)",0
"1801","Conscripts are then placed under regular army command, and usually wear the same uniform as the unit they are fighting with.",1
"1802","While the measures mentioned in this report are expected to enhance the Mission&#39;s ability to monitor compliance with the Agreement, the parties bear responsibility for ensuring that violations are not committed by their military/security forces.",0
"1803","The team also visited the police checkpoint in Nyanguluku and checked the âmovement logâ but did not notice any irregularities; Some rifles and handguns were confiscated.",0
"1804","It is clear that failure to ensure accountability, reparation and reconciliation could derail the peace process and the post-conflict situation, thus posing a new threat to peace and security.",0
"1805","At approximately 5 p.m. on the same day, witnesses from the village of Anka saw a number of between 300 and 400 Janjaweed forces, on foot, and another 100 Janjaweed, riding camels and horses, advancing towards the village of Anka from the direction of the village of Bari.",1
"1806","Unless I hear objection, I will put the draft resolution to a vote now.",0
"1807","Security Council Resolution 1870 (2009), operative paragraph 15",0
"1808","In addition, attacks by Al-Shabaab and its affiliated groups in Uganda and Kenya demonstrated the breadth of its operations and ability to recruit in Somali communities in those countries.",1
"1809","UNICEF also supported the rehabilitation of 28 health facilities, and intends to modernize another 113 health centers across the country.",0
"1810","69 - Five States in the subregion have introduced laws enabling the extradition of terrorists, while six States have established effective mechanisms for exchanging information.",0
"1811","However, the lack of specific counter-terrorism laws limits the effectiveness of these mechanisms.",0
"1812","Morocco joined this agreement on December 28, 1995.",0
"1813","64 - The mission asked government military personnel about reports that seventy people, most of them Muslims, had been killed by government soldiers after they retook the city. They angrily denied this.",1
"1814","In this context, Council members stressed the need to draw lessons from the armed confrontation that followed the presidential elections held in the country in 2010.",1
"1815","412 - The abduction of people during Janjaweed attacks and their detention in camps maintained by the Janjaweed, with the support and complicity of government military forces, constitute serious human rights violations and fall under the category of enforced disappearances.",1
"1816","Therefore, resources and reporting deadlines, set by mandate donor authorities, must be tailored to the mandates. This did not always happen.",0
"1817","Security Council resolution 1882 (2009), operative paragraph 6",0
"1818","The Georgian leadership is firmly committed to the peaceful settlement of the ongoing conflict on its territory, appreciating the importance of ethnic integration and integration, and the importance of protecting human rights and freedom.",0
"1819","57. The reality remains, however, that the financing of terrorist acts does not follow any clear pattern, especially with regard to local cells that raise funds to support their own activities.",1
"1820","The evaluators were unable to examine the impact of the restructuring of the Armed Forces of the Democratic Republic of the Congo, which is still ongoing.",0
"1821","20. Nigeria also witnessed an escalation in attacks and bombings, especially in the north-eastern states, namely Borno, Yobe and Adamawa.",1
"1822","âThe Security Council is deeply concerned about the deteriorating security situation in the Central African Republic, in particular following the attacks on Birao and Ouanda-Djali and Sam Ouandja.",1
"1823","The Mitsubishi Canter truck, which was used to transport explosives, entered Lebanon from the Syrian Arab Republic, through the Bekaa border, and used a military highway, on 21 January 2005, at 1320 hours. It was led by a Syrian colonel from the 10th Army Division.",1
"1824","The Lebanese security teams (police and army) worked hand in hand with the security team of the Commission of Inquiry to ensure the safety and security of the Commissionâs personnel and its workplace.",0
"1825","However, it is doubtful that the DRC armed forces deployed in the province will be able to impose sustained effective control over the whole of Katanga, or significantly limit the ability of Mayi-Mayi to harass the local population and illegally exploit natural resources.",1
"1826","63. To this end, the Security Council may wish to consider taking decisive action against those who attempt to obstruct the implementation of these and other key provisions of the Pretoria Agreement, in particular by imposing targeted sanctions provided for in Security Council resolution 1572 (2004). .",1
"1827","The village was attacked by about 3,000 Janjaweed on horses. Some of them were in vehicles.",1
"1828","410- Table 7 below shows the invoice number and date, a description of the equipment, and the date of its delivery to Iraq.",0
"1829","âThe Security Council thanks the Secretary-General for his report of 3 August 2004, reissued on 23 August 2004 (S/2004/616), and reaffirms the vital importance the Council attaches to the promotion of justice, the rule of law, and national reconciliation in the post- Conflict.",0
"1830","(b) Providing the Authority with employees with appropriate qualifications and experience, provided that they are international civil service employees subject to Article 100 of the Charter of the United Nations, ensuring the highest levels of competence, competence and integrity, and giving consideration to the importance of appointing employees on the broadest possible geographical base.",0
"1831","They said that, after the fighting, there were many bodies of government soldiers and movement soldiers buried together in a common grave.",1
"1832","Kosovo, given its current political position, is still far from foreign direct investment and lacks eligibility to benefit from IMF and World Bank programs and assistance, which would have a direct impact on the creation of a stable and efficient economy.",0
"1833","22 - Calls upon the Government of the Democratic Republic of the Congo, with the support of the international community and MONUC, to expedite the development and implementation of a comprehensive national security sector reform strategy, based, inter alia, on the outcomes of the February 2008 Security Sector Round Table, with the aim of establishing organizations A security with professional competence in the fields of defence, policing and administration of justice that provides protection for civilians, is well-managed and acts in accordance with the Constitution and with respect for the rule of law, human rights and international humanitarian law. It urges the Congolese government to ensure the sustainability of the support provided by its partners in this field, in particular by giving priority to reforming the administration and command structures in The Armed Forces of the Democratic Republic of the Congo and other security forces and reiterates its call on the Congolese authorities to establish a screening mechanism that, when selecting candidates for official positions, including key positions in the armed forces, the national police and other security services, takes into account the candidatesâ past actions in relation to respect for international humanitarian law and human rights;",0
"1834","Some government soldiers were killed without trial.",1
"1835","Then the seals on the machines subject to control were checked.",0
"1836","Many witnesses reported that insults and insults were used against the detainees, who often called them âslaves.â",1
"1837","54. Anecdotal evidence indicates that funds from ransom payments and drug trafficking are moved across borders by cash couriers.",1
"1838","Emphasizing the need to intensify the fight against terrorism at the national level and, under the supervision of the United Nations, to strengthen effective international cooperation in this field on the basis of the principles of the Charter of the United Nations and the standards of international law, including respect for international humanitarian law and human rights,",0
"1839","Fourth - The position of the Democratic Republic of the Congo",0
"1840","Some of these recruits into the League from the Maoist army and the Maoist militia are less than 18 years old.",1
"1841","It is common for people forcibly repatriated from China to be subjected to torture, arbitrary detention, summary execution, forced abortion and other forms of sexual violence.",1
"1842","Some of these varieties can be developed or used as ingredients in locally produced items.",0
"1843","Isaac Wehi Ninabo (National Democratic Party of Liberia) was elected to serve as President pro tempore of the Senate.",0
"1844","Security Council resolution 1863 (2009), operative paragraph 2",0
"1845","Following the merger of the Communist Party of Nepal with the Communist Party of Nepal - Unity Center (MASAL) on 13 January 2009, the Communist Party of Nepal (Maoist) was renamed the United Communist Party of Nepal - Maoist.",0
"1846","- In November 2014, 11 people were kidnapped in areas controlled by the regime and four people were kidnapped in areas controlled by extremist groups.",1
"1847","6 - On 2 and 21 June and 25 September 2005, respectively, a number of prominent Lebanese figures were targeted with car bombs in Beirut, resulting in the killing of Samir Kassir and George Hawi, and the serious injury of May Chidiac. Another assassination attempt took place targeting the life of Lebanon&#39;s Defense Minister, Elias Murr, on July 12, 2005, resulting in the death of one person and the injury of many, including the minister himself.",1
"1848","10. Total cash resources (cash, time deposits and the cash pool) amounted to $955.90 million at 31 December 2009, compared to $1.04 billion at 31 December 2007, a decrease of 8 per cent.",0
"1849","Article 75 of the Basic Law stipulates that the court may issue a direct order against a convicted person specifying appropriate forms of reparation for the victims, or with respect to them, including restoration of rights, compensation and rehabilitation.",1
"1850","27 - On several occasions, I have expressed my firm conviction that the disarmament of Hezbollah and other militias can best be achieved through a Lebanese-led political process that would achieve the ultimate goal of having no weapons or armed forces in Lebanon except those of To the Lebanese state.",0
"1851","She was detained with Mr. Abu Adass&#39;s father, Tayseer, in violation of the law for approximately 10 days.",1
"1852","41. As detailed below, all available evidence suggests that the start of the shooting and indiscriminate killings on the morning of 25 March resulted from coordinated action by the security forces.",1
"1853","Scheduled for Friday, May 30, 2003, at 10.35 p.m",0
"1854","However, Iraq still faces terrorist forces that include foreign elements carrying out horrific terrorist attacks and acts in an attempt to obstruct Iraq&#39;s political and economic development.",1
"1855","Report of the Secretary-General on the United Nations Stabilization Mission in Haiti (S/2012/128).",0
"1856","Through the specifications of Torpedo No. 1, which it announced to the public, it determined the size of the explosive material to be 250 kilograms.",0
"1857","The minister said that when the government receives information that there are rebels inside a particular village, it âno longer becomes a civilian locality, but rather a military target.â",1
"1858","This situation continues even as the Libyan authorities do not have any opportunity to fully control the situation in their own country or to prevent weapons from falling into the hands of terrorist elements.",0
"1859","B. Conditions arising under documents A/46/827-S/23308 and A/46/828-S/23309",0
"1860","8 - The situation in Somalia (17 March 1992; 28 January 2010).",0
"1861","Some States have yet to address concerns raised regarding the extent to which human rights are respected when dealing with terrorism cases (eg, exceptional periods of police detention and restrictions on access to a lawyer).",1
"1862","Governments play the main role in securing military stocks or preventing leakages through official procurement channels.",0
"1863","The Defense Forces kept some records of the weapons distributed to 206 civilians in this way.",1
"1864","In his briefing to the Council in December 2005 and June 2006, Under-Secretary-General Gambari described the grave human rights and humanitarian conditions in Burma, including the detention of over 1,100 political prisoners, as well as the influx of refugees drugs, HIV/AIDS and other diseases from Burma.",1
"1865","The situation in the Middle East",0
"1866","Condemning in particular sexual violence committed by [militias and armed groups as well as elements of the armed forces and the national police] and other security and intelligence services, and stressing the urgent need for [the State concerned], in cooperation with the [peacekeeping mission] and other relevant actors, to put an end to of this violence and prosecute its perpetrators and the senior leaders under whose command these criminals work, and calling on Member States to provide assistance in this area and to continue providing medical, humanitarian and other forms of assistance to the victims,",0
"1867","The session opened at 12.45 p.m.",0
"1868","There is one country that has neither developed a strategy to combat terrorism nor established the required organizational structures.",0
"1869","18 - The joint statement placed on the government a commitment to freeze restrictions imposed on all humanitarian activities in Darfur and remove any other obstacles to humanitarian work.",0
"1870","Failure may lead to serious consequences for the future.",0
"1871","There were seven such cycles, from the beginning of the distribution of supplies under the program to February 1998.",0
"1872","Source: Côte d&#39;Ivoire State Budget.",0
"1873","14 - However, international human rights bodies and others have also raised concerns that some measures to combat incitement may have been excessive and overreaching, in violation of human rights, including the right to freedom of expression and the right not to be subjected to discrimination. This would be counterproductive because it creates the risk that certain communities will be excluded from international efforts to combat terrorism.",1
"1874","The situation in Burundi (25 October 1993; 6 August 2014)",0
"1875","Thousands were killed, women were raped, villages were burned, homes were destroyed, and property was looted.",1
"1876","The situation in Côte d&#39;Ivoire (20 December 2002; 30 June 2010)",0
"1877","33. Many political parties in the Terai region have established youth branches that engage in violent street politics, and some armed groups that resort to political violence have recruited children.",1
"1878","1- Delete the names of deceased persons from the list",0
"1879","Payments for which audit certificates have not been received",0
"1880","The equipment lists are long and can be summarized as follows:",0
"1881","In this regard, a multidisciplinary United Nations team will soon visit Uganda, the Central African Republic, the Democratic Republic of the Congo and Sudan to assess the threat posed by the LRA and make recommendations to strengthen United Nations efforts to help address the problem posed by the LRA in the subregion. and improve its coordination.",0
"1882","(b) Prevent the entry of such individuals into or transit through its territory, provided that nothing in this paragraph shall oblige any State to refuse entry to its nationals or to require them to leave its territory; Provided that this paragraph does not apply where entry or transit is necessary for judicial proceedings or where the Committee determines, on a case-by-case basis only, that entry or transit is justified;",1
"1883","95 - The structure and organization of the Syrian and Lebanese intelligence services in Lebanon at the time of the explosion, including reporting systems, reveal the extent of their sweeping influence on daily life in Lebanon.",1
"1884","According to another report, two women were repeatedly raped in an internally displaced persons camp in Kassab, North Darfur, in June 2004.",1
"1885","(b) Prevent the entry of such individuals into or transit through its territory, provided that nothing in this paragraph shall obligate any State to refuse entry to its nationals or to require them to leave its territory; Provided that this paragraph does not apply where entry or transit is necessary for the conduct of judicial proceedings or where the Committee determines, on a case-by-case basis, that entry or transit is justified, including when directly related to supporting the efforts of the Government of Afghanistan to promote reconciliation;",1
"1886","The Janjawid detained the women for three months and some of them became pregnant as a result of rape during their detention.",1
"1887","At the same time, the Council recognizes the key role that the Special Representative of the Secretary-General and the civilian advisers who assist him can play in coordinating humanitarian assistance, re-establishing public order and the functioning of public institutions, as well as reform, reconstruction and peace-building to achieve long-term sustainable development. .",0
"1888","The Committee&#39;s opinion is that the combination of the income and expenditures of the United Nations Compensation Commission with the income and expenditures of the United Nations distorts the financial position of the United Nations.",0
"1889","âThe Security Council remains deeply concerned about the threat of terrorism and the potential for non-State actors to acquire, develop, trade or use weapons of mass destruction and their means of delivery.",0
"1890","This makes it all the more necessary to intensify efforts to impose a targeted and properly implemented travel ban against listed individuals, especially those closely associated with the aforementioned networking and facilitation activities.",1
"1891","It is assisted by a team of experts established under resolution 1973 (2011).",0
"1892","The Tax Exempt Organizations Division has three primary tasks: issuing rulings, conducting examinations, and educating and advising clients.",0
"1893","Among those detained were students, lawyers and merchants.",0
"1894","63. Significant concerns remain regarding restrictions on freedom of expression.",1
"1895","Other soldiers began beating the other four women, including the witness.",1
"1896","Almost half of these people are still missing, and many of them are feared dead.",1
"1897","It was reported that in April 2004, a group of 40 internally displaced women went to collect firewood outside Mokjar, West Darfur, and were attacked by six armed Janjaweed.",1
"1898","39. At the same time, a large number of high-level Transitional Government officials blamed the Mission for not implementing its mandate under Chapter VII of the United Nations Charter to prevent the takeover of Bukavu by dissident elements.",0
"1899","The Commission obtained reliable evidence of the use of Mi-8 and Mi-24 helicopters and Antonov aircraft during air attacks on villages.",1
"1900","(b) Uniforms and other supplies for staff at the front (SAR 19,715,553);",0
"1901","The continued influx of non-Syrian fighters to the front is a cause for concern, and is a common concern for a group of national authorities that have been monitoring this problem.",1
"1902","122 - An important legal question arises regarding the militias referred to above: Who (in addition to the perpetrators of the crime themselves) bears criminal responsibility for the crimes allegedly committed by the Janjaweed?",1
"1903","(b) The lack of effective measures to prevent rape of Ethiopian women and girls;",1
"1904","I would like to take this opportunity to register my appreciation to Mr. Eddy for agreeing to undertake this important work and for preparing a wonderful report, in addition to his efforts to contribute to creating a suitable environment for moving forward with the political process.",0
"1905",":: Negotiating all core issues, and defining them clearly.",0
"1906","The spread of misinformation exacerbated identity-based discrimination and stigma, sparking violence within and between communities.",1
"1907","23 - Circular metal boxes with slides (14) inside.",0
"1908","Many countries, together with bilateral and multilateral partners, have put in place some form of early warning arrangements to help predict and prevent any terrorist attacks.",0
"1909","More broadly, the Internet has enabled Al-Qaida and its affiliates to spread propaganda to a global audience and thus initiate the indoctrination of potential recruits, including by attracting them to websites associated with the organization.",1
"1910","At the request of the Central Bank of Somalia, the Office prepared a draft regulation to combat money laundering and terrorist financing, and submitted this draft to the Bank in August 2014.",1
"1911","1- Consolidated Claim (UNCC Claim No. 5000062)",0
"1912","32. The Peace Promotion Program prepared by the Government of Afghanistan (see paragraph 16 above) will allow the return of former insurgents to mainstream Afghan society.",0
"1913","2- The situation in the Middle East",0
"1914","With funding from UNDP, the mission arranged for the printing of 3,787,420 copies of the draft constitution in Arabic, Kurdish, Turkmen and Syriac (2,507,900 in Arabic, 904,520 in Kurdish, 250,000 in Turkmen, and 125,000 in Syriac).",0
"1915","Official position: Chief of Staff of the Air Force",0
"1916","Establishing a stronger link between security sector reform and lifting the arms embargo, where appropriate, could be an effective catalyst for the success of such reform. This is also important in terms of preventing the recurrence of conflicts in fragile post-conflict situations.",0
"1917","Their terrorist work includes a wide range of activities that include: bomb attacks, including suicide bombings, hostage-taking leading to death, bomb-making, terrorist espionage operations, terrorist training, forging documents, and providing a number of means of financial and material support, including financing and monitoring. A website used to publish data and images related to Al-Qaeda.",1
"1918","The committee learned that an administrative investigation is being conducted by a committee established by the governor of South Darfur state, given the seriousness of the accusation and its consequences, which requires accelerating the required measures.",0
"1919","Preliminary evidence indicates that the explosion occurred in the convoy carrying Prime Minister Hariri, but the outcome of the explosion is not yet known.",1
"1920","The Expert Group also obtained a copy of a Guinean end-user certificate used in Belarus and Slovakia at the end of 2002.",0
"1921","The two vehicles were delivered to Ray Los, along with 31 uniforms of the Timor Leste National Police Reserve Unit, on 23 May. On 24 May, Ray Los and his men, wearing the uniform of the reserve police unit, participated in the attack on patrols of soldiers of the Timorese National Defense Forces.",1
"1922","Scheduled for Thursday, April 19, 2012, at 10.45 p.m",0
"1923","(iv) In the event that a field liaison officer is replaced, the party making the replacement shall adhere to the procedure set forth in subparagraph (ii) above.",0
"1924","Formations of binomial, trinomial and polynomial algebraic quantities were calculated.",0
"1925","8 - In Somalia, since early 2007, Al-Shabaab, which is not listed, has claimed responsibility for numerous suicide bombings and attacks that followed the practices of Al-Qaeda and its associated groups in Iraq or Afghanistan.",1
"1926","These alliances allow it to undertake broader efforts aimed at destabilizing the African continent.",1
"1927","(b) Preventing the entry of such individuals into or crossing its territory, provided that nothing in this paragraph obliges a State to prevent any of its nationals from entering its territory or to require him to leave it, and that this paragraph does not apply if the entry or crossing is necessary to fulfill judicial procedures. What or when the Committee determines, in each individual case, that such entry or transit has justifiable grounds;",1
"1928","Since 13 July 2010, Iran has been feeding low-enriched uranium hexafluoride into the two cascades connected between them (Cascades 1 and 6)().",0
"1929","(i) With respect to travel restrictions, when the Committee determines that such travel is justified by a humanitarian need, including the performance of religious duties, or when the Committee concludes that an exception could, otherwise, support the purposes of this resolution;",1
"1930","He participated in a training camp affiliated with the organization until November 2001, then he stayed in Afghanistan for more than a year to fight American forces. During this period, he had contacts with senior leaders in Al-Qaeda, who convinced him to return to Europe, where he was granted German travel documents that It affords wide scope for freedom of movement and recruitment of suicide attackers.",1
"1931","They told the commission that police had indeed been targeted during attacks on villages, but they blamed mainly the Janjaweed for such actions.",1
"1932","He added that these discussions are still ongoing. The Personal Envoy reported that the Moroccan Government had on a number of occasions expressed its disappointment with the content of the latest report and with the Personal Envoyâs recent briefing to the Council during the informal consultations held in April 2014.",0
"1933","The Committee&#39;s conclusions in its report have serious implications for the accountability of government officials, and the Security Council should carefully consider its recommendations when deciding what approach to take in order to finally put an end to abuses and impunity in Darfur.",0
"1934","They attacked the local office of National Security and the Intelligence Service, setting it on fire, and then began shooting at the office of the Sudanese Telecommunications Authority.",1
"1935","The situation in the Middle East",0
"1936","44. It is equally clear that much of the killing on those two days did not occur in the streets but inside the homes of those intending to demonstrate or even innocent civilians who were targeted by security forces solely because of their names, their origin or the group to which they belonged.",1
"1937","As expected, the arrival of summer led to an increase in the level of activity of the opposition armed forces.",1
"1938","It will also not serve the interests of the United States.",0
"1939","In the Syrian Arab Republic, the scene could witness the emergence of new Arab and European networks of extremists as a result of the relationship that is likely to arise between large numbers of foreign fighters affiliated with Al-Qaeda and Al-Nusra Front fighters, which leads to the emergence of groupings based on a common language.",1
"1940","The Security Council looks forward to being informed of the mission&#39;s conclusions and recommendations.",0
"1941","The situation between Ethiopia and Eritrea (see S/1998/44/Add.25; S/1999/25/Add.3, 5 and 7; S/2000/40/Add.18, 19, 30, 32, 36, 45 and 46; S/2001/15/Add.6, 11, 16, 20, 37 and 46; 10; see also S/2001/15/Add.37; S/2002/30/Add.10 and S/2003/40/Add.10.",0
"1942","(a) Dispatch another technical assessment mission to the area as soon as possible;",0
"1943","(c) those contained in document S/2006/815, excluding the supply, sale or transfer of items referred to in section 19-A-3 of Category II;",0
"1944","(g) Persons or entities who support illegal armed groups in the eastern part of the Democratic Republic of the Congo through illicit trade in natural resources;",1
"1945","Repeated attacks by Taliban and Al-Qaeda-linked terrorists in Afghanistan demonstrate that violations of the arms embargo continue despite the Government&#39;s disarmament programme.",1
"1946","Scheduled for Wednesday, 20 July 2011, at 10 a.m",0
