"","en_es_DEEPL","MatConf"
"1297","- En cuanto al punto 13 de la página 2 de la matriz (Otros convenios/tratados): Viet Nam se adhirió a la Convención sobre la pronta notificación de accidentes nucleares en octubre de 1987 y a la Convención sobre asistencia en caso de accidente nuclear o emergencia radiológica en octubre de 1987.",0
"1298","""El Consejo de Seguridad reconoce la importancia de ayudar a prevenir futuros conflictos abordando sus causas profundas de manera legítima y justa.",0
"1299","Al parecer, el grupo mantiene fuertes vínculos con Al Qaeda en la Península Arábiga y ha proporcionado adiestramiento en Somalia a terroristas individuales procedentes de Nigeria y de países más próximos a sus fronteras.",1
"1300","b. Radares de instrumentación de alcance, incluidos los rastreadores ópticos/infrarrojos asociados, con todas las capacidades siguientes:",0
"1301","11. También se recibieron informes de niños asociados al SPLA en Wunyik, estado de Bahr el Ghazal septentrional; Duar, estado de Unity; y Mapel, estado de Bahr el Ghazal occidental.",0
"1302","Cuando se haya determinado el estatus, se espera que la UE asuma un papel más destacado. Esto se refiere a la policía y la justicia, donde se requerirá una presencia continuada, aunque menor y más especializada; a la supervisión y el apoyo al proceso de elaboración de normas, que se fusionará gradualmente con los procesos establecidos de la UE; y a un esfuerzo centrado en el desarrollo de capacidades.",0
"1303","Se trata del tercer cohete lanzado desde Gaza contra Israel desde el verano.",1
"1304","Sin embargo, el régimen de sanciones no se dirige explícitamente a este aspecto crucial de la capacidad militar, a pesar de que está ampliamente cubierto por las normativas vigentes sobre exportación y control de armas adoptadas por los Estados miembros y las instituciones multilaterales.",1
"1305","Las denuncias de abusos sufridos por mujeres incluyen, entre otros, violaciones.",1
"1306","Sin embargo, cualquier cambio en los acuerdos tendría que ser mutuamente aceptable y seguir siendo coherente con el principio de que las fuerzas militares deben mantener el statu quo durante el alto el fuego y que los observadores militares de la MINURSO deben poder ejercer su plena libertad de movimientos, de acuerdo con los principios básicos del mantenimiento de la paz.",0
"1307","Las cajas no invierten en instrumentos derivados ni en productos respaldados por activos, hipotecas o acciones;",0
"1308","Esta opción no es viable en este momento, ya que se calcula que un censo completo llevaría hasta cinco años, incluido el tiempo de preparación.",0
"1309","En marzo de 2005, se produjeron allí descargas clandestinas de buques con matrícula griega y panameña, sin declaración a las aduanas ni a la policía.",1
"1310","El Consejo de Seguridad expresa sus condolencias a las familias de los miembros de las fuerzas de mantenimiento de la paz muertos en combate mientras protegían a la población del este de la RDC.",1
"1311","No es de extrañar, por tanto, que muchos Estados miembros consideren Internet una cuestión clave en la lucha contra la propagación del terrorismo relacionado con Al Qaeda y la amenaza que representa.",1
"1312","También se secuestró y violó a mujeres en tres campos de los Janjaweed tras los ataques a Korma, Darfur Septentrional, en marzo de 2003.",1
"1313","El objetivo de la reunión especial era dar el primer paso para mejorar el conocimiento regional del régimen de sanciones contra Al-Qaida y fomentar un mayor compromiso entre el Comité y los países del Sahel y el Magreb.",0
"1314","Nuestros propósitos y fines no son distintos.",0
"1315","Varios periodistas nacionales e internacionales han sido detenidos (y puestos en libertad con bastante rapidez, gracias a la presión extranjera) y amenazados en el ejercicio de su profesión por las fuerzas de seguridad marfileñas.",1
"1316","Fase 3 (cinco años): 4.840.000 DÓLARES",0
"1317","(f) Una unidad médica de 13 de Alemania;",0
"1318","46. Sobre el terreno, la situación es compleja y preocupante, especialmente para las comunidades minoritarias.",1
"1319","A celebrarse el miércoles 19 de diciembre de 2012, a las 15.15 horas.",0
"1320","La oposición utilizó armas compradas en el BAM para luchar contra el GFT en la batalla por el control de la ciudad de Baidoa (región de Bay), de importancia estratégica.",1
"1321","Partiendo de lo anterior, el Ministerio de Asuntos Exteriores de Georgia sostiene que la retirada de la Federación Rusa de la decisión de 19 de enero de 1996 del Consejo de Jefes de Estado de la CEI crea una grave amenaza de desestabilización, altera sustancialmente la situación en torno al conflicto y socava el marco jurídico, que determina el formato de paz de la CEI en la zona de conflicto.",0
"1322","Iglesia de San Nicolás, Shtërpcë/Štrpce",0
"1323","Sin embargo, nos preocupa que la toma de decisiones clave se haya visto socavada hasta la fecha por la falta de consenso político.",0
"1324","III. Pago o administradores de tarjetas de crédito y consorcio (fondos de consumo comúnmente mantenidos y gestionados para la adquisición de bienes de consumo);",0
"1325","Además, informes constantes indican que se detuvo a personas más allá del plazo legal.",1
"1326","El Embajador señaló que el Consejo también tiene un importante papel que desempeñar en la promoción de la rendición de cuentas por dichos crímenes y otras violaciones del derecho internacional humanitario y de los derechos humanos.",1
"1327","La población víctima era vigilada por guardias que utilizaban los látigos que portaban para controlarlas y humillarlas.",1
"1328","16. En 1998, la Asamblea Nacional aprobó el proyecto de ley sobre la propiedad de la tierra rural.",0
"1329","NITC alquiló buques tanto en régimen de fletamento por tiempo, por un periodo fijo de tiempo, como en régimen de fletamento por viaje, para un solo trayecto.",0
"1330","o El 2 de noviembre de 2014, aviones de combate del régimen sirio atacaron Um Twyena, matando a 5 personas.",1
"1331",":: Saif Madeen al-Rajih, 12 años",0
"1332","La mayoría de los Estados aún deben incorporar los delitos de los instrumentos internacionales de lucha contra el terrorismo a su legislación nacional.",1
"1333","Quisiera aprovechar esta oportunidad para agradecer al Sr. Mutaboba su dedicación al servicio de Guinea-Bissau y de UNIOGBIS.",0
"1334","También viajó a Argel y Yamena los días 9 y 11 de septiembre, respectivamente.",0
"1335","El Primer Ministro Seniora llegó a un acuerdo con los miembros de la segunda delegación, formada por grupos palestinos armados con sede en Damasco, para crear una comisión de seguimiento que debatiera todas las cuestiones, incluida la de las armas. El 13 de octubre, el Gabinete libanés, tras aprobar por unanimidad la postura del Primer Ministro, decidió crear dicha comisión, con el objetivo de resolver mediante el diálogo la cuestión de las armas palestinas en el interior de los campos.",0
"1336","Estos empleados estuvieron de guardia durante varios periodos de tiempo entre el 1 de enero y el 30 de junio de 1991.",0
"1337","La perspectiva de la PNTL expuesta a la Comisión era que los peticionarios debían ser detenidos y entregados a la PNTL sólo si se desplazaban, y que no se autorizaba ninguna operación para capturar a los peticionarios.",1
"1338","Advirtió de que si las FDLR no muestran un compromiso importante antes del 2 de enero de 2015, las Fuerzas Armadas de la República Democrática del Congo (FARDC), con el apoyo de la MONUSCO, tendrán que iniciar operaciones militares para su neutralización.",1
"1339","144. Los Estados son responsables, en virtud del derecho internacional de los derechos humanos, de garantizar la protección y preservación de los derechos humanos y las libertades fundamentales en todo momento, tanto en la guerra como en la paz.",0
"1340","S/AC.29/2003/1/Add.1",0
"1341","15. En primer lugar, la delincuencia transfronteriza y la debilidad de los controles fronterizos pueden debilitar la autoridad del Estado.",1
"1342","424. El hecho de que los Janjaweed dominen a la policía es una tendencia que comenzó incluso antes de la crisis actual y que podía detectarse a partir de la información proporcionada por el propio Gobierno.",1
"1343","La dotación de 1.435 efectivos en enero de 2006 se redujo a 715 como consecuencia de los acontecimientos del primer semestre de 2006.",1
"1344","El cólera sigue constituyendo una grave amenaza.",0
"1345","Unos pocos son incapaces de aplicar las medidas en absoluto y los terroristas pueden saltarse el embargo de armas a su antojo.",1
"1346","Las atrocidades incalificables que se están cometiendo contra los reclusos de los campos de prisioneros políticos de kwanliso se asemejan a los horrores de los campos que los Estados totalitarios establecieron durante el siglo XX.",1
"1347","211. Todos los Estados de esta subregión han creado unidades operativas de inteligencia financiera, aunque algunos siguen trabajando para mejorar su capacidad.",0
"1348","5.1 Hasta nuevo aviso, el Gobierno de Nauru ha designado al Ministerio de Asuntos Exteriores y a su Misión Permanente en Nueva York como centros nacionales de coordinación de la información o la asistencia en relación con las cuestiones derivadas de la Resolución 1373 del Consejo de Seguridad.",0
"1349","44. A las 11.30 horas del 5 de octubre de 1998, una formación estadounidense rompió la barrera del sonido en la zona de Mosul.",0
"1350","Las recomendaciones de la misión a este respecto requieren una seria consideración.",0
"1351","33. De las 203 personas asociadas a Al Qaeda que figuraban en la lista consolidada a finales de enero de 2006, al menos 111 (el 55%) han sido detenidas, condenadas o acusadas de un delito penal, la mayoría de ellas por delitos graves y/o violentos que van desde el asesinato a la participación en actos terroristas como los atentados con bomba contra embajadas en África Oriental en 1998, los atentados del 11 de septiembre de 2001 en Estados Unidos y los atentados de 2002 en Bali.",1
"1352","La Sra. Karrer dirigía su propia organización no gubernamental, New Way, en la ciudad desde 1993.",0
"1353","El Presidente informó al Consejo de que, durante las consultas del Comité, el Grupo de Supervisión había presentado un informe sobre sus conclusiones relativas a la recuperación de activos somalíes en ultramar y había debatido la cuestión de las interceptaciones de carbón y armas por parte de las fuerzas marítimas internacionales en alta mar y dentro de las aguas territoriales de Somalia.",0
"1354","109. El Sr. Saddik había sido informado de que se habían utilizado TNT y algunos explosivos especiales para dirigir las sospechas hacia grupos islámicos extremistas, ya que este tipo de explosivos sólo se habían utilizado en operaciones en Iraq.",1
"1355","10. La situación en Georgia (8 de octubre de 1992; 15 de junio de 2009).",0
"1356","También se ha observado el uso de otras armas, como espadas, aunque con menor frecuencia.",1
"1357","De acuerdo con esas resoluciones, este órgano debe exigir al Gobierno de Estados Unidos que condene de inmediato a Luis Posada Carriles por sus actos terroristas o lo extradite a la República Bolivariana de Venezuela, cuya justicia lo persigue desde hace años.",0
"1358","Como se indica en otras partes del presente informe, muy pocas víctimas han presentado denuncias oficiales por delitos cometidos contra ellas o sus familias debido a la falta de confianza en el sistema de justicia.",1
"1359","Los miembros de la comisión llegaron a la conclusión de que había motivos razonables para determinar que en la República Popular Democrática de Corea se habían cometido y se seguían cometiendo crímenes de lesa humanidad como política de Estado.",1
"1360","94. Todos los Estados menos uno, sobre el que se carece de información, han desarrollado estrategias y estructuras institucionales para luchar contra el terrorismo, y existe una coordinación total o parcial entre los organismos encargados de hacer cumplir la ley que se ocupan de cuestiones de lucha contra el terrorismo.",0
"1361","Zeid Ra'ad Zeid Al-Hussein (Jordania)",0
"1362","95. La reunión pública concluyó y, en torno a las 17.10 horas, la Sra. Bhutto descendió las escaleras de madera y entró en su Land Cruiser.",0
"1363","Utilizar la presencia de un civil u otra persona protegida para que determinados puntos, zonas o fuerzas militares queden inmunes a las operaciones militares;",1
"1364","Algunos de los grandes dhows son de propiedad extranjera y no están registrados en Somalia.",0
"1365","Dijeron a la Comisión que, efectivamente, la policía fue blanco de ataques durante los asaltos a las aldeas, pero culparon principalmente a los Janjaweed de estas acciones.",1
"1366","La mitad de los miembros están sujetos a renovación cada tres años.",0
"1367","El Consejo subraya que todos los responsables de violaciones del derecho internacional, incluido el derecho humanitario y de los derechos humanos, así como quienes ordenaron esos actos, deberán rendir cuentas.",0
"1368","Gabón ratificó el Protocolo Facultativo del Pacto Internacional de Derechos Económicos, Sociales y Culturales.",0
"1369","Los ancianos del clan y las autoridades keniatas intervinieron a mediados de agosto para ayudar a resolver la disputa.",0
"1370","2. La situación en Oriente Próximo (18 de julio de 1960; 30 de junio de 2011).",0
"1371","""El Consejo de Seguridad alienta a los Estados miembros a que sigan cooperando entre sí en la lucha contra la piratería y el robo a mano armada en el mar frente a las costas de Somalia, subraya la responsabilidad primordial de las autoridades somalíes en la lucha contra la piratería y el robo a mano armada en el mar frente a las costas de Somalia, y pide a las autoridades somalíes que, con la asistencia del Secretario General y de las entidades pertinentes de las Naciones Unidas, aprueben sin más demora un conjunto completo de leyes contra la piratería y declaren una zona económica exclusiva de conformidad con la Convención de las Naciones Unidas sobre el Derecho del Mar"".",0
"1372","Por ejemplo, la dificultad de vigilar las fronteras en la región sahelo-sahariana ha permitido a AQMI* y a sus asociados circular libremente, recaudar fondos del contrabando, adquirir armas y explosivos y entrenar a nuevos reclutas con relativa seguridad.",1
"1373","19 39/90/499 - diciembre de 1990",0
"1374","Esto ha aumentado las posibilidades de emplear embargos de armas como parte de una estrategia eficaz para la consolidación de la paz tras los conflictos.",1
"1375","En relación con las F-FDTL, un decreto-ley establece la estructura del ejército, pero las leyes que rigen la disciplina y la carrera militar son las de la UNTAET.",0
"1376","En este contexto, los miembros del Consejo reafirmaron la necesidad de aprender de la confrontación armada que siguió a las elecciones presidenciales de 2010 en el país.",1
"1377","Reconocer la importancia de las comunidades locales, el sector privado, la sociedad civil y los medios de comunicación para aumentar la concienciación sobre las amenazas del terrorismo y hacerles frente con mayor eficacia,",0
"1378","14. Invita al Secretario General a que señale a su atención las situaciones en que los refugiados y los desplazados internos sean vulnerables a la amenaza de acoso o en que sus campamentos sean vulnerables a la infiltración de elementos armados y en que dichas situaciones puedan constituir una amenaza para la paz y la seguridad internacionales, expresa, a este respecto, su voluntad de examinar dichas situaciones y, cuando sea necesario, adoptar las medidas adecuadas para ayudar a crear un entorno seguro para los civiles en peligro a causa de los conflictos, incluso prestando apoyo a los Estados interesados a este respecto, y recuerda, a este respecto, su resolución 1208 (1998), de 19 de noviembre de 1998;",1
"1379","S/RES/1880 (2009), op. 14",0
"1380","Eliminación de la excavación y tratamiento HTTD del material excavado;",0
"1381","Se dice que muchas aldeas fueron atacadas más de una vez, hasta quedar completamente destruidas.",1
"1382","A este respecto, el Reino de Marruecos ha cumplido plenamente y a tiempo todas sus obligaciones, en particular liberando a los detenidos, incluidos los soldados argelinos, y proporcionando todas las aclaraciones sobre las presuntas desapariciones solicitadas por el Comité Internacional de la Cruz Roja.",0
"1383","Atacaron y mataron a 54 personas, hirieron a otras 24 e incendiaron casas antes de retirarse con ganado y enseres domésticos saqueados.",1
"1384","60. Es especialmente importante desarrollar intercambios prácticos entre el Consejo de Seguridad y la Asamblea General sobre la contención de los flujos ilícitos de armas y municiones hacia zonas de crisis y conflicto.",1
"1385","Recordando la adopción de la resolución 2122, y reafirmando la intención de aumentar su atención a las cuestiones relativas a la mujer, la paz y la seguridad en todas las áreas temáticas de trabajo pertinentes de su agenda, incluidas las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,",0
"1386","Casos en fase de instrucción (anexo 2)",0
"1387","59. La misión examinará con las autoridades ugandesas los medios para resolver este conflicto, incluida la aplicación de la ley de amnistía para los miembros del Ejército de Resistencia del Señor que no sean responsables de las violaciones más graves de los derechos humanos y del derecho internacional humanitario, en el contexto de los recientes intentos de negociación y de los procedimientos incoados por la Corte Penal Internacional para llevar ante la justicia a los responsables de violaciones graves de los derechos humanos y del derecho internacional humanitario.",0
"1388","El PNUD y sus asociados en la ejecución han tomado disposiciones para prestar servicios de reintegración a otros 7.219 excombatientes, una vez desmovilizados.",0
"1389","185. Una conclusión común es que, en su respuesta a la insurgencia, el Gobierno ha cometido actos contra la población civil, directamente o a través de grupos armados sustitutos, que equivalen a graves violaciones de los derechos humanos y del derecho humanitario.",1
"1390","60. Sin embargo, los abusos contra los derechos de los niños, incluida la violencia sexual, siguen siendo motivo de grave preocupación en todo el país.",1
"1391","Un extranjero puede ser expulsado de Islandia:",0
"1392","El ganado que pertenecía a los aldeanos también fue robado.",0
"1393","La Comisión encontró pruebas que indicaban que tribus árabes habían comenzado a asentarse en zonas anteriormente habitadas por los desplazados, impidiendo así aún más un eventual retorno de los desplazados.",1
"1394","Se han efectuado los reembolsos de los gastos de los contingentes y del equipo de propiedad de los contingentes correspondientes al período hasta el 31 de octubre de 2012 y el 30 de septiembre de 2012, respectivamente, de conformidad con el calendario de pagos trimestrales.",0
"1395","(a) Producción: corte, quema y ensacado (Somalia);",0
"1396","Los dos jefes de Estado aprovecharon la ocasión para pasar revista a cuestiones bilaterales y también multilaterales.",0
"1397","El Reino Unido ha creado un grupo de trabajo de justicia penal, que ha formado a operadores judiciales para que conozcan de los casos de lucha contra el narcotráfico en Kabul, habiéndose presentado 65 casos que han dado lugar a 15 condenas y penas que oscilan entre los tres y los nueve años.",1
"1398","El próximo pago está previsto para el 26 de enero de 2012.",0
"1399","SRES/1379(2001), OP11 (c,d,f), 12a",0
"1400","(a) Garantizar que los funcionarios de aduanas dispongan de las medidas prácticas y los recursos necesarios para detectar e impedir el movimiento transfronterizo de moneda e instrumentos negociables al portador y para detectar e impedir el contrabando de armas;",0
"1401","Proyectos y programas de vivienda con perspectiva de género.",0
"1402","Por lo tanto, los votantes del norte emitirán ocho papeletas, mientras que los votantes del sur emitirán 12 papeletas.",0
"1403","No era tarea fácil operar en ese entorno, pero la FNUOS había evolucionado como misión y había ajustado sus operaciones para hacer frente a los retos que presentaba el entorno de conflicto interno y enfrentamientos que últimamente han aumentado en intensidad y gravedad.",1
"1404","97. Se ha observado que, en algunos casos, debido a la percepción de la urgencia y la particularidad de las amenazas terroristas, las investigaciones y respuestas antiterroristas llevadas a cabo por las fuerzas de seguridad nacionales pueden haberse desvinculado de las consideraciones de derechos humanos en comparación con las situaciones habituales de policía criminal, lo que ha dado lugar a importantes lagunas.",1
"1405","Por lo tanto, el número de personas trasladadas a Arusha será menor.",0
"1406","Los edificios restantes fueron destruidos por el fuego.",1
"1407","585. Hay pocas dudas de que los presuntos crímenes que se han documentado en Darfur cumplen los umbrales del Estatuto de Roma definidos en los artículos 7 (1), 8 (1) y 8 (2) (f).",1
"1408","154. A pesar de las pérdidas, el BOMVIC podría probablemente volver a operar de forma limitada en un plazo de dos semanas tras el regreso del personal.",0
"1409","El Presidente (habla en francés): Tiene ahora la palabra el Embajador José Filipe Moraes Cabral, de Portugal, en su calidad de Presidente del Comité del Consejo de Seguridad establecido en virtud de la resolución 1970 (2011) relativa a la Jamahiriya Árabe Libia.",0
"1410","Estas tropas están poco armadas, tienen escasa movilidad terrestre, carecen de capacidad aérea y reciben un apoyo logístico y financiero mínimo.",1
"1411","En resumen, la violación es toda invasión física de naturaleza sexual perpetrada sin el consentimiento de la víctima, es decir, por la fuerza o mediante coacción, como la causada por el miedo a la violencia, la coacción, la detención o el aprovechamiento de un entorno coercitivo.",1
"1412","También ha llegado el momento de que Belgrado abandone su postura negativa hacia la participación de los serbios de Kosovo.",0
"1413","Las células, ramificaciones o grupos asociados deben ahora operar de forma autónoma y financiar sus actividades por sí mismos.",1
"1414","13. Los patrones globales de suministro de armas pequeñas y ligeras han cambiado profundamente en las últimas décadas.",1
"1415","Se celebrará el martes 24 de diciembre de 2013, a las 15.00 horas.",0
"1416","Dado que la traducción es un requisito previo para el examen del informe exhaustivo, evidentemente este arreglo supone una amenaza grave y directa para la independencia del Defensor del Pueblo. Conclusiones",0
"1417","También deben suprimirse las inmunidades de que gozan actualmente otros funcionarios públicos, como los miembros de la policía, por violaciones de derechos humanos.",1
"1418","Según los informes, se sigue violando el embargo de armas de las Naciones Unidas y ha aumentado la entrada de armas en el país.",1
"1419","Animo a la UNOWA, la UNOCA, la CEDEAO, la CEEAC y la Comisión de la Cuenca del Lago Chad a que sigan reforzando la cooperación para hacer frente a las amenazas transfronterizas a la seguridad.",0
"1420","En este clima de inseguridad generalizada, la libertad de opinión de los partidos políticos se ve amenazada o restringida.",0
"1421","También cabe señalar que esta decisión de Rusia coincide con los actos de provocación de los separatistas y su intensa concentración militar.",1
"1422","Varias operaciones de paz recientes han incorporado el análisis de la delincuencia transfronteriza a sus estructuras de planificación y análisis de misiones conjuntas, especialmente MINUSMA.",1
"1423","Cada órgano está dirigido por un director a tiempo completo o permanente, común a ambas ramas.",0
"1424","El General Moges concluyó su presentación advirtiendo de que, con la llegada de la estación seca, aumenta el riesgo de que se reanuden las hostilidades, y por ello UNISFA ha incrementado sus patrullas, pero subrayó que sin diálogo no será posible evitar que la situación se deteriore en algún momento.",0
"1425","13. Esta situación complicó los esfuerzos hacia la paz y la reconciliación.",1
"1426","Los supervivientes huyeron del pueblo y no enterraron a sus muertos.",1
"1427","269. La Comisión ha tenido acceso a un gran número de informes de diversas fuentes que documentan amplias matanzas de civiles en todo Darfur, desde principios de 2003 hasta el momento de la publicación de este informe.",1
"1428","De especial interés es la cooperación policial continuada a través del Centro Regional de Lucha contra la Delincuencia Transfronteriza de la Iniciativa de Cooperación de Europa Sudoriental y de la Secretaría del Convenio de Cooperación Policial para Europa Sudoriental, de reciente creación.",0
"1429","Expresando su preocupación por las continuas amenazas que plantean la transferencia ilícita, la acumulación desestabilizadora y el uso indebido de armas pequeñas y ligeras para la seguridad del personal de mantenimiento de la paz de las Naciones Unidas y su eficacia en el cumplimiento de los mandatos de mantenimiento de la paz ...",0
"1430",":: La suerte de Farhan Ahmad Al-Issa sigue siendo desconocida, sigue desaparecido.",0
"1431","El homicidio intencionado de un combatiente detenido constituye un crimen de guerra.",1
"1432","Las visitas a Fiyi de yates o aviones privados (por ejemplo, para repostar) pueden dar lugar a cuestiones en virtud del apartado 2, letra g), de la resolución. ¿Cómo aborda Fiyi estas cuestiones?",0
"1433","A pesar de los estrictos controles legales y operativos, en toda la región persisten artesanos y empresas familiares que fabrican armas pequeñas y ligeras.",1
"1434","20. En Indonesia, muchos de los implicados en atentados anteriores han sido procesados con éxito y, en los últimos años, la JI se ha visto eclipsada por grupos como la JAT y Mujahidin Indonesia Timur (MIT) (no incluidos en la lista), dirigidos por un antiguo miembro de la JI y la JAT.",1
"1435","Las grandes sumas, aunque no son críticas para el éxito de un ataque, ahora es menos probable que estén disponibles.",1
"1436","69. Obviamente, el Gobierno de la República Democrática del Congo es responsable de regular la conducta empresarial en el país y, junto con sus socios internacionales, tendrá que tomar la iniciativa en la aplicación del pacto de gobernanza propuesto.",0
"1437","También han estallado graves enfrentamientos entre facciones armadas en el campo de refugiados palestinos de Ain el-Hilweh, y una escuela del Organismo de Obras Públicas y Socorro de las Naciones Unidas para los Refugiados de Palestina en el Cercano Oriente ha sido alcanzada, causando daños materiales.",1
"1438","Estas reuniones también servirán para examinar cuestiones generales de interés para el trabajo del Comité, con el objetivo tanto de fomentar un enfoque más creativo y dinámico de la labor de la Dirección Ejecutiva como de generar nuevas ideas sobre la manera en que la Organización podría hacer frente con mayor eficacia a la evolución de la amenaza terrorista.",0
"1439","Se cerraron las escuelas que se negaron a registrarse o que tenían vínculos con organizaciones terroristas proscritas.",0
"1440","3. Decide seguir ocupándose del asunto.",0
"1441","22. Mientras continúan las operaciones conjuntas contra la Alianza de Patriotas por un Congo Libre y Soberano y la Defensa Nduma del Congo/Cheka (NDC/Cheka) en Kivu del Norte, la MONUSCO sigue desempeñando un papel en las zonas afectadas por el Ejército de Resistencia del Señor (LRA) en la provincia Oriental.",1
"1442","Por lo tanto, acogemos con satisfacción el vivo y personal interés del Secretario General de las Naciones Unidas en el asunto y le expresamos nuestro pleno apoyo.",0
"1443","Sin embargo, la información sobre el nivel de aplicación del Reglamento es escasa.",0
"1444","14. Sin embargo, los organismos internacionales de derechos humanos y otros han expresado también su preocupación por la posibilidad de que algunas medidas destinadas a combatir la incitación hayan sido excesivas o se hayan extralimitado y hayan vulnerado los derechos humanos, incluidos los derechos a la libertad de expresión y a no sufrir discriminación. Esto podría ser contraproducente, ya que crea el riesgo de que ciertas comunidades se distancien de los esfuerzos nacionales e internacionales de lucha contra el terrorismo.",1
"1445","Nombre del demandante: Adel Behbehani General Trading Co. W.L.L",0
"1446","26. Las FN, a menor escala, utilizan los recursos naturales bajo su control para financiar sus actividades militares, así como para obtener beneficios personales. El cacao de contrabando a Ghana y Togo transita por el norte y las unidades del FN extraen derechos de tránsito a lo largo de las carreteras que controlan. Además del algodón y los diamantes, de los que se habla más adelante, la madera, el oro, la caña de azúcar y la producción de café contribuyen a la economía del FN, de la que sus militares extraen beneficios.",1
"1447","Anuncia que el Secretario General ha recibido la solicitud de admisión de Timor Oriental como miembro de las Naciones Unidas y espera con interés su examen por el Consejo.",0
"1448","Por ejemplo, Burkina Faso concede importancia a la lucha contra el extremismo violento y trabaja para contrarrestar los intentos de reclutamiento de terroristas.",1
"1449","En la mañana del 12 de marzo de 2012, grupos terroristas perpetraron otra horrible masacre en algunos distritos de la ciudad de Homs, que se saldó con la muerte de unos 45 civiles, por no hablar de las atrocidades que esos grupos han perpetrado en otras partes de Siria.",1
"1450","Por tanto, los detenidos viven en una oscuridad casi total durante la mayor parte del día y de la noche, y durante periodos que pueden llegar a meses.",1
"1451","El primero era una camioneta blanca en la que viajaban tres hombres de uniforme armados con fusiles M16. El segundo era un camión rojo que transportaba entre 15 y 20 hombres armados, algunos de uniforme y otros de paisano.",1
"1452","Sin embargo, dado que el delito no era obra de individuos sino de un grupo sofisticado, parece muy probable que el fraude, la corrupción y el blanqueo de dinero también pudieran haber sido motivos para que los individuos participaran en la operación.",1
"1453","A efectos de lo anterior, la residencia en un país nórdico durante un período agregado no inferior a 7 años equivale a la residencia en Dinamarca.",0
"1454","41. No proliferación (29 de marzo de 2006; 12 de junio de 2012).",0
"1455","En el contexto de la posible imposición de sanciones por violación y otros actos de violencia sexual, el Consejo ha pedido a las misiones pertinentes de las Naciones Unidas y a los órganos de las Naciones Unidas que compartan toda la información pertinente con los comités de sanciones pertinentes del Consejo de Seguridad.",1
"1456","66. El fortalecimiento de las instituciones del Estado de derecho de Haití, incluida la reforma de la Policía Nacional de Haití, es esencial para el mantenimiento efectivo de la estabilidad interna y la extensión de la autoridad del Estado.",0
"1457","20. Surgieron otras dos cuestiones relacionadas con las operaciones aéreas.",0
"1458","Además, la región militar 3 de Mijek también ha cumplido, en gran medida, sus obligaciones a este respecto, ya que sólo se han cometido cuatro violaciones de la libertad de circulación.",0
"1459","31. Las alegaciones relativas a la presencia de manifestantes armados y elementos de grupos rebeldes dispuestos a atacar a las fuerzas de seguridad o a derrocar al Presidente no pudieron verificarse de forma independiente, ya que la Comisión no recibió pruebas creíbles o concluyentes a tal efecto.",1
"1460","Además, cuando el uso de la violencia armada se convierte en un medio arraigado para resolver agravios y conflictos individuales y de grupo, se erosionan los mecanismos legales y pacíficos de resolución de disputas y no se puede defender el Estado de derecho.",1
"1461","Las actividades terroristas de Boko Haram han empujado a unos 45.000 refugiados nigerianos y emigrantes retornados a Camerún, Chad y Níger, entre los que se encuentran presuntos insurgentes.",1
"1462","Sin embargo, el flujo de inmigrantes y refugiados que atraviesan la región procedentes de zonas en conflicto de Oriente Medio y África sigue planteando un reto a las autoridades de inmigración.",1
"1463","El informe tiene en cuenta tanto la reciente evolución de la amenaza terrorista mundial como la mayor comprensión general de las buenas prácticas antiterroristas por parte de los profesionales nacionales e internacionales.",0
"1464","6 28/90/468 - Noviembre de 1990",0
"1465","Las personas que más experiencia operativa terrorista adquieren en la actualidad son aún más jóvenes, y se componen principalmente de individuos de edades comprendidas entre la adolescencia y los 30 años.",1
"1466","(b) Reforzar la facilitación de asistencia técnica destinada a aumentar las capacidades de los Estados miembros en la lucha contra el terrorismo y garantizar que su prestación se ajuste a las necesidades de los países;",0
"1467","El objetivo a medio plazo sería el control de las zonas mineras y la eliminación de la amenaza de los grupos armados de Ituri y la restricción de la presencia de las FDLR en zonas seleccionadas con vistas al proceso de desarme, desmovilización, repatriación, reintegración y rehabilitación.",0
"1468","Hasta ahora, ambas partes han mantenido sus posiciones con respecto a estos tres grupos.",0
"1469","La mayoría de los Estados tienen poca capacidad para congelar sin demora fondos y activos vinculados al terrorismo.",1
"1470","o El 6 de noviembre de 2014, las fuerzas del régimen lanzaron misiles contra la escuela Darat Izza de Alepo, hiriendo a 7 personas y destruyendo 3 aulas y todo el segundo piso.",1
"1471","Situación del Gobierno Federal de Transición y de la oposición: refuerzo militar",1
"1472","En la práctica, la mayoría de las transferencias de este tipo de armas a Costa de Marfil no fueron declaradas.",1
"1473","El Representante Especial Bangura, por su parte, consideró que para proporcionar una protección real a los civiles, deben establecerse la rendición de cuentas y el acceso a la justicia, rompiendo con la cultura de la negación.",0
"1474","Sin embargo, la situación seguía siendo precaria para muchos otros, con una escalada de la gravedad -si no de la frecuencia- de los ataques por motivos étnicos.",1
"1475","Reclamación reclasificada a pérdida de bienes tangibles, existencias y vehículos.",0
"1476","29. La policía de la UNMIK se ha concentrado en actividades destinadas a garantizar que todos los agentes de policía de la UNMIK y los alumnos del Servicio de Policía de Kosovo tengan un conocimiento práctico de las normas internacionales de derechos humanos para el cumplimiento de la ley.",0
