"","es_en_GOOGLE","MatConf"
"1335","The Government of the Republic of Macedonia, at its meeting on April 19, 2011, adopted a decision to implement the restrictions stated in the resolution mentioned above.",1
"1336",":: August 22, 2005: Three people are injured in an explosion in a garage near the Promenade Hotel in the Al-Zalqa area of northern Beirut.",1
"1337","It is clear from the information collected and verified by the Commission that the rape and other acts of sexual violence committed by Janjaweed militiamen and Government soldiers in Darfur were widespread and systematic and could therefore constitute a crime against humanity. .",1
"1338","In discussing the development challenges facing Afghanistan, recent events highlight a gloomy picture regarding the security situation.",0
"1339","The determining element of genocidal intent, however, seems to be missing, at least as far as the central government authorities are concerned.",0
"1340","In addition, UNIFIL maintains more than 60 positions and a number of temporary checkpoints and observation posts, including in villages and populated areas.",0
"1341","The claim relates to the alleged loss of property such as electrical cables, oil and spare parts that Hitachi used for installation works on various projects in Kuwait. MEA was the employer of all those projects.",0
"1342","It is important to resolve the persistent criticism of the regime&#39;s fairness and transparency so that the Committee can focus more fully on combating the threat posed by Al-Qaida and the Taliban.",0
"1343","The purpose of the attacks is clear: to exterminate the moderates in Syria and eradicate our forces on the ground.",1
"1344","Furthermore, due to the high number of mixed marriages, they can hardly be distinguished in their external physical appearance from the members of the tribes who allegedly attacked them.",1
"1345","Al-Qaida affiliated entities Tehrik-e Taliban Pakistan (TTP) (QE.T. 132.11), Lashkar-e-Tayyiba and Harakat ul-Mujahidin (QE.H.8.01) continue to play a major role in the insurgency. in Afghanistan.",1
"1346","Having examined the memorandum of the Secretary-General,",0
"1347","The bombing of the surrounding areas appears to have been carried out to facilitate the looting and destruction of the village by Janjaweed militiamen and Government ground forces.",1
"1348","With respect to the need to enhance the capacity of Member States to fully comply with the sanctions regime imposed by the Security Council against Al-Qaida and associated individuals and entities, Committee members continued to encourage the Monitoring Team to play an even greater role in that context, including through cooperation with the Executive Directorate of the Security Council Committee established pursuant to resolution 1373 (2001) on combating terrorism, which incorporates into the system initiatives capacity within the framework of Council sanctions.",0
"1349","The storage area must be secured by a lock system and the physical presence of guards. In this way, irregularities and theft can be avoided.",0
"1350","FARDC soldiers and police forces are the main perpetrators of these acts.",1
"1351","Although rebel forces have also organized attacks, the Commission has found no evidence that they were widespread or that they regularly targeted civilians.",1
"1352",":: Full implementation of the integrated command center",0
"1353","i) For the receipt by that person or another of a payment or the acquisition of goods outside the Republic; either",0
"1354","b) Prevent the entry into its territory or the transit through it of those persons, it being understood that nothing in this paragraph shall oblige a State to deny entry into its territory or require the departure of its own nationals and that this paragraph will not apply when the entry or transit is necessary for a judicial proceeding or when the Committee determines, for each particular case, that the entry or transit is justified;",1
"1355","To be held on Thursday, October 26, 2006, at 10:00 a.m.",0
"1356","In this regard, the situation varies enormously from one region to another and from one municipality to another.",0
"1357","The Government of Iraq fulfills its obligations under United Nations Security Council resolutions and pursues a policy of peaceful coexistence with its neighbors conducive to the security and stability of the region. The Government of Iraq hopes that the United Nations Security Council will recognize that there have been significant positive developments in the country; that the situation in Iraq is fundamentally different from that which prevailed when the United Nations Security Council adopted resolution 661 (1990), and that the time has come for Iraq to regain its legal status and international standing prior to the adoption of that resolution by the Security Council and the imposition of consequent sanctions under Chapter VII of the Charter of the United Nations.",0
"1358","Member States will be asked to limit their interventions to five minutes.",0
"1359","For example, ambushes and asymmetric and rocket attacks were carried out against assets and personnel of the United Nations Multidimensional Integrated Stabilization Mission in Mali (MINUSMA).",1
"1360","The situation in Angola (see S/25070/Add.4, 10, 17, 22, 23, 28, 37, 44 and 50; S/1994/20/Add.5, 10, 21, 25, 31, 35, 38, 42, 43 and 48; S/1995/40/Add.5, 9, 14, 18, 31, 40 and 50; S/1997/40/Add.4, 8, 11, 12, 15, 26, 29, 34, 39 and 43; 32, 37, 41, 48, 51 and 52; 15 and 29; and S/2001/15/Add.4, 8, 16, 38, 42, 46 and 51; see also S/19420/Add.51; Add.12, 27, 37, 40, 43, 48 and 51)",0
"1361","At the 5898th meeting of the Security Council, held on 27 May 2008, in connection with its consideration of the item entitled &quot;Protection of civilians in armed conflict&quot;, the President of the Security Council made the following statement on behalf of the Council :",0
"1362","In summary, although militia attacks against civilians did not occur on such a massive or systematic scale as in the months prior to the joint statement, they have continued and intensified recently.",1
"1363","One of the participants stated that it was time for the goal of prevention to stop being a mere rhetorical question.",0
"1364","Decides that all Member States shall freeze without delay all funds, other financial assets and economic resources located in their territory and owned or controlled, directly or indirectly, by persons or entities included in [the annex to the resolution imposing the sanctions] or [designated by the Sanctions Committee and otherwise order, control or direct the commission of serious violations of human rights against persons in [the affected State] or are complicit in their commission, in particular if they have planned, commanded, ordered, or carried out attacks, including aerial bombardments, against the population and civilian facilities, in violation of international law, or have been complicit in the commission of such acts; or of persons or entities acting on its behalf or at its direction, or of entities owned or controlled by them] and also decides that all Member States shall ensure that their nationals or other persons or entities located in their territories do not make funds, financial assets or economic resources available to or for the benefit of persons or entities included in [the annex to the sanctions resolution] or persons designated by the Committee.",1
"1365","Timor-Leste has made notable progress since its independence just over two years ago.",0
"1366","According to witnesses, the villagers fled north towards a wooded area located about 5 kilometers from the village.",1
"1367","He said the RDC leadership had regained control and was proceeding to track down its opponents.",1
"1368","At current prices, total revenue from the entire Phase V is estimated at about $3.9 billion, including pipeline fees of $180 million.",0
"1369","LETTER DATED APRIL 12, 1999 ADDRESSED TO THE SECRETARY",0
"1370","I welcome the measures taken by the African Union and countries in the region affected by the LRA to better define a coordinated strategy to confront that armed group and improve the protection of civilians.",0
"1371","These projects remain essential for UNIFIL to gain the trust and support of the local population.",0
"1372","b) Work with States and the UNODC Terrorism Prevention Branch to promote best practices and facilitate capacity-building and training of members of the judiciary, law enforcement agencies and other officials competent public bodies with respect to the procedures for requesting and providing assistance in criminal investigations and in judicial assistance and extradition;",0
"1373","The Security Council recognizes the need to prevent and suppress the financing of terrorism and terrorist organizations, including from the proceeds of organized criminal activities, such as the illicit production and trafficking of drugs and their chemical precursors, and the importance of maintaining international cooperation to this end.",0
"1374","Authorities in North Kivu have since arrested several people suspected of links to Nkunda.",1
"1375","The Palestinians and the Arab countries must give Israel the necessary and reliable guarantees of its security as a State.",0
"1376","President Ellen Johnson-Sirleaf referred to this reality in her inaugural speech: &quot;In the search for economic renewal we start from the premise that we are a rich people.",0
"1377",":: On November 11, 2014, regime forces made a surprise attack on the village of Lahouna, killing 13 people.",1
"1378","While each refugee and IDP situation is unique, displacement and statelessness exacerbate existing gender inequalities and compound the discrimination and hardship faced by women and girls.",1
"1379","Many of the complaints refer to kidnappings of women.",1
"1380","The Committee will continue to focus on monitoring and promoting the implementation by Member States of resolution 1373 (2001) and on taking practical measures to enhance the capacity of States to combat terrorism, including measures to facilitate the provision of assistance technique.",0
"1381","Determining that the situation in Afghanistan constitutes a threat to international peace and security in the region,",0
"1382","In many cases, men and women were kidnapped or disappeared, often without a trace.",1
"1383","Arms trafficking also fostered a market for protection from armed groups and smugglers who controlled illicit trafficking routes.",1
"1384","The CRFA and RUF must authorize the operation of the Makeni and Magburaka camps.",0
"1385","In addition, the Taliban can still import weapons, other material and troops and the key to military success lies in neutralizing their supply lines and preventing them from finding refuge where their fighters can recover between one operation and another and train new recruits.",1
"1386","The situation in Chad, the Central African Republic and the subregion (August 27, 2007; February 4, 2008)",0
"1387","b) If this act is committed during a state of national emergency or state of war.",1
"1388","Furthermore, Syrian security forces have continued to carry out operations along the Syrian-Lebanese border, part of which has been mined in recent months.",1
"1389","Letter dated 26 July 2005 addressed to the President of the Security Council from the Chairman of the Security Council Committee established pursuant to resolution 1533 (2004) concerning the Democratic Republic of the Congo (S/2005/436)",0
"1390","The payment terms are not legible in the copy.",0
"1391","It is also worth noting that the Minister of Social Affairs of West Darfur (who is also the Deputy Governor of West Darfur State) held the villagers responsible for the destruction that had led to their collective displacement because they had allowed their children to join the rebels and that their villages were used for rebel activities.",1
"1392","34. Decides to review within 18 months the implementation of the measures set out in the present resolution and make any necessary adjustments to support peace and stability in Afghanistan;",0
"1393","Of the 57 civilians killed, 5 were children (2 died under torture) and 51 were rebel fighters.",1
"1394","The Court of First Instance drew a distinction from previous decisions confirming sanctions imposed under resolution 1267 (1999), noting that resolution 1373 (2001) did not mention specific persons whose assets should be frozen, for The decision to impose sanctions against particular targets and the process used to reach that decision were at the discretion of the Member State and therefore subject to closer scrutiny.",1
"1395","Encouraging in this context the parties to demonstrate greater political will to reach a solution, including by deepening their deliberations on the other party&#39;s proposals,",0
"1396","Strongly urges Member States to provide all relevant information to the Ombudsman, including any relevant confidential information, where applicable, encourages Member States to provide relevant information in a timely manner, welcomes agreements concluded at the national level by some States with the Office of the Ombudsman to facilitate the exchange of confidential information, encourages Member States to continue cooperating in this regard, including through the conclusion of agreements with the Office of the Ombudsman to facilitate the exchange of such information, and confirms that the Ombudsman must comply with all restrictions relating to confidentiality imposed on such information by the Member States that provide it;",0
"1397","One civilian died as a result of the confrontation.",1
"1398","Particular attention should be paid to the large number of elections scheduled until 2013 in the region, which, while a positive development, could also exacerbate tensions and intensify violence and instability.",1
"1399","We consider it unacceptable for us to deviate from this principle since the fragile situation in the province could lead to widespread destabilization.",0
"1400","Organized crime and corruption have been characterized as the greatest threats to the stability of Kosovo and the sustainability of its institutions.",1
"1401","1) If the offender has destroyed, damaged, transferred, rendered useless or used (in particular exhausted or consumed) any property that could be confiscated under paragraphs 1 and 2 of article 70 or when the offender has otherwise prevented confiscation of these assets, the court may order the confiscation of funds up to the amount corresponding to their value; The value of the property that could be subject to confiscation may be calculated by the court.",0
"1402","S/RES/1917 (2010), para. twenty",0
"1403","However, as the Council was informed on 31 January, reports of bombings continue to this day and African Union observers are investigating the most recent case.",1
"1404","In the case of public danger (Article 179 of the Penal Code), it is also a crime to prepare such acts (for example, obtaining the components and constructing an explosive device to commit an attack contemplated in Article 2, paragraph 1, of the Criminal Code). Convention), even if the offender has not actually attempted to commit the act yet.",1
"1405","&quot;The Security Council condemns in the strongest terms the suicide terrorist attack that occurred in Issers (Algeria) on 19 August 2008, which caused numerous deaths and injuries at a gendarmerie training academy. Expresses its deep regret and condolences to the victims of this atrocious act of terrorism and their families, as well as to the people and Government of Algeria.",1
"1406","The police force must be trained in a politically impartial environment, and this appears to be happening.",1
"1407","I invite Mr. Lamamra to take a seat at the Council table.",0
"1408","Various States in the African region highlighted their determination to ensure that measures are taken to protect the population from terrorist acts within the framework of the law and in accordance with their obligations under international law.",0
"1409","According to a senior commander in the armed forces, recruited Border Intelligence Service soldiers become directly part of the army, just like regular army soldiers.",1
"1410","Several incidents during the reporting period indicate friction between the CIS peacekeeping forces and the Georgian side, including the detention of trucks belonging to the CIS peacekeeping forces (see para. 17 ), the temporary detention of a CIS peacekeeper soldier, the installation of electricity meters at CIS peacekeeper checkpoints and a demonstration protesting against the presence of CIS peacekeeping forces in Georgia.",1
"1411","Furthermore, on 15 November 2004, the Office of the United Nations High Commissioner for Refugees (UNHCR) reported that 203,051 people from the Darfur region were living as refugees in 11 camps and other locations in eastern Chad, along the border with Sudan.",1
"1412","All these acts of incitement to hatred and war create tensions in the Ivorian community.",1
"1413","France, Luxembourg, Morocco, Pakistan, Rwanda and Togo: draft resolution",0
"1414","The Council requests the Secretary-General of the United Nations to continue to use his good offices and explore, where appropriate, other high-level diplomatic mechanisms to facilitate better dialogue between relevant parties, including the underlying causes of the conflict.",0
"1415","In other words, those who survive the attacks on villages were not immediately killed in order to eradicate the group, but are forced to leave their homes and live together in places chosen by the Government.",1
"1416","Somali leaders must work toward a political process that is open to all those willing to reject violent opposition.",0
"1417","1. A group of 10 inspectors left the Canal hotel at 8:40 a.m. At 9:40 a.m. he arrived at the Faculty of Veterinary Medicine of the University of Baghdad, in Abu Ghraib, about 15 kilometers west of Baghdad.",0
"1418","Investment and integration will depend not only on the status but also on the existence of a predictable and stable Kosovo, where the rule of law is respected.",0
"1419","Some 3,000 Janjaweed militiamen on horseback and camels attacked the village. Some were in cars.",1
"1420","This assessment is carried out by examining each of the possible types of loss.",0
"1421","On that basis, the largest number of victims came from Abobo: 63% of those killed, 35% of those injured or tortured, and 40% of those missing. Victims from Anyama were in second place, with 10% of people killed, followed by those from Koumassi, with 13% of people injured or tortured and 35% of those missing.",1
"1422","On June 28, 2010, the St. Vitus Day ceremony held at the Graçanicë/Gracanica Monastery and the Gazimestan Monument was attended by 1,500 people and proceeded without incident.",0
"1423","The Under-Secretary-General for Human Rights informed the Council that armed groups continued to spread terror among the population in areas under their control, committing massacres, kidnappings, torture, ill-treatment and other serious human rights abuses, including destruction of homes and confiscation of property, and that reports of human rights violations by some volunteer battalions under Government control had continued.",1
"1424","Resources of 2 or 3 vehicle sections",0
"1425","The information collected and verified by the Commission shows that rape and other forms of sexual violence committed in Darfur by Janjaweed militias and Government soldiers were widespread and systematic and can therefore be considered crimes against humanity. .",1
"1426","Ibrahim Mohamed K. had allegedly received training in Al-Qaida camps until November 2001 and had remained in Afghanistan for more than a year fighting US troops, during which time he maintained contacts with high-ranking members of Al-Qaida, who persuaded him to return to Europe, where his German travel document granted him considerable freedom of movement, to recruit suicide bombers.",1
"1427","However, as the entity that effectively governs the Gaza Strip, Hamas is also responsible for maintaining the conditions that enable the needs of daily life to be met.",0
"1428","Cost is defined as face value plus (or minus) unamortized premiums or discounts.",0
"1429","The Bill has been referred to a Special Committee which has been mandated to seek public opinion on its content.",0
"1430","The fight against serious crime, including organized crime and corruption, has proven difficult for the Kosovo Police Service and the judicial system.",1
"1431","The strength of the joint integrated units, which has remained unchanged since April 2009, amounts to 32,900 (83% of the mandated strength of 39,639 troops).",1
"1432","On 29 May, for the first time since the crisis began in 2012, two aid workers were killed in the Timbuktu region when the vehicle they were traveling in made contact with a remotely controlled improvised explosive device. On November 8 and 9, two vehicles belonging to international non-governmental organizations were kidnapped near MÃ©naka (Gao region).",1
"1433","The main aspects of the statements made by the Deputy Permanent Representative, as well as the exchange of views among members of the Working Group, are reflected in the summary contained in the relevant conclusions (S/AC.51/2014/4).",0
"1434","It was reported that more than 2,000 murders had been committed in Nyakunde and that the population had fled to the forests.",1
"1435","The Council highlights the need to improve cross-border coordination and information exchange between these missions and between the rest of the actors in the region, in order to more effectively anticipate the movements of the LRA and its imminent threats of attack.",0
"1436","Josef Durica, editor-in-chief of a weekly magazine, December 11, 2011",0
"1437","Multinational Force engineers built seats, desks and other furniture for schools and orphanages in the Cité Soleil, Bel Air and Carrefour areas.",0
"1438","The situation in Somalia (March 17, 1992; October 24, 2011)",0
"1439","Regarding the claim of the Ministry of Tourism and Antiquities, the midpoint is April 16, 1991.",0
"1440","4. Killings of wounded enemy combatants",1
"1441","While this is constructive, direct negotiations without preconditions, in which the parties would be expected to present territorial and security proposals within 90 days, remain not taking place.",0
"1442","According to the World Bank, nothing harms the investment climate as much as the insecurity created by the armed conflict.",1
"1443","Around 5:00 p.m. a vehicle passed without stopping at a certain speed. Mr. Kiak and his men opened fire, wounding the priest who was behind the wheel.",1
"1444","The Commission observes that, during the conflict in Darfur, a pattern of looting and rape by the Janjaweed militias has clearly emerged, a fact that could not have been unknown to the people identified by the Commission.",1
"1445","While the HD and DF were neutralized on the Cape Ray, a group of four OPCW inspectors were permanently on board that ship.",0
"1446","In compliance with resolution 486 (Doha, March 30, 2009) of the 21st Council of the League of Arab States meeting in Summit conference,",0
"1447","First of all, the suspect or accused of an international crime must be present in the territory of the State that prosecutes him.",0
"1448","Law No. 535/2004 on preventing and combating terrorism was promulgated by the President of Romania by Decree No. 994/2004 of November 24, 2004, and entered into force three days later.",0
"1449","Following the consultations, the President of the Council issued a press statement in which Council members called on the authorities of that country and all interested parties to overcome obstacles to the freedom of movement of impartial forces, and urged all parties to show responsibility and restraint so that the next electoral campaign could be held peacefully according to the planned schedule.",0
"1450","In one of the incidents, which occurred in Korcha-Turgu, early in the morning on a day in August 2003, hundreds of Janjaweed Arabs dressed in green military uniforms and riding horses and camels surrounded and attacked the village and They began shooting at the men and boys.",1
"1451","In conclusion, the High Commissioner outlined three measures to strengthen the working relationship between the Security Council and the human rights bodies of the United Nations.",0
"1452","He did not remember the details, but he did not go to the site of the explosion.",0
"1453","Progress made in the elimination of Syrian chemical weapons by States Parties hosting destruction activities",0
"1454","United States of America: draft resolution",0
"1455","Attempts are being made to revitalize the Mano River Union secretariat in Freetown.",0
"1456","In the context of the possible imposition of sanctions for rape and other acts of sexual violence, the Security Council has requested relevant United Nations missions and agencies to share all relevant information with the relevant sanctions committees of the Security Council. Security.",1
"1457","But Eritrea&#39;s provocations have not been limited to declarations of war.",1
"1458","For this reason, the rebels had directed their attacks against government facilities and had purposely avoided attacking Arab tribes.",1
"1459","Many people were subjected to horrific ill-treatment and many others were summarily executed.",1
"1460","The operations of these groups also contributed to the efforts of the Afghan Taliban to destabilize the country.",1
"1461","Currently, some 47 non-state armed groups are believed to have been or are in possession of MANPADS.",1
"1462",":: It is more difficult to detect a shipment by air because the transit time is short;",0
"1463","Citizens caught practicing Christianity suffer serious punishments in violation of the right to freedom of religion and the prohibition of religious discrimination. B. Discrimination",1
"1464","However, there is still a long way to go to achieve effective and sustained change in terms of outputs and results on the ground.",0
"1465","During the reporting period, the Government of Chad and UNHCR continued to implement programs to raise awareness among refugees and displaced persons about the civilian nature of the camps. On 12 September, DIS arrested 11 people in the Goz Amer refugee camp near Goz Beida (Dar Sila region) who had allegedly attempted to recruit refugees for an armed group over recent months.",0
"1466","They need to take appropriate measures to suppress the financing of terrorism.",0
"1467","The EU condemns the Maoists&#39; use of such violence, which has caused considerable suffering and harsh conditions for the people of Nepal.",0
"1468","The progress of the last ten years has managed to weaken some terrorist networks that have attacked the international community since September 2001.",1
"1469","Tragically, the Vice Warden and a guard were killed in the attack, while the Warden and a supervisor were injured.",1
"1470","The Commission found that a committee established by the Wali of Southern Darfur was conducting an administrative investigation, in view of the seriousness of the allegation and its consequences, which made it imperative that appropriate measures be expedited;",0
"1471","During those three days, four of the girls were raped and one was sexually abused.",1
"1472","3. Complications in the prevention and resolution of conflicts",1
"1473","In closing, Lieutenant General Singha explained that since March 2012, UNDOF had been experiencing fighting between opposition groups and the Syrian army in the area of separation, which was a clear violation of the mandate.",1
"1474","The Security Council recognizes the important role of the good offices of the Secretary-General, and encourages the Secretary-General to continue to use mediation wherever possible to contribute to the peaceful settlement of disputes, coordinating its work and working closely with the relevant regional and subregional organizations in this regard, as appropriate.",0
"1475","Depending on the circumstances of each case, these individuals may be suspected, under the doctrine of unlawful association, of having committed the crimes against humanity of murder of civilians and rape, torture and forcible transfer of civilians and the war crimes of direct indiscriminate attacks against the civilian population, destroy civilian objects and loot.",1
"1476","In total, through interviews with 116 eyewitnesses and 12 indirect witnesses, the research team gathered information on attacks on 51 towns or villages and 11 cases of rape.",1
"1477","In welcoming MINURCA, I take this opportunity to express my sincere appreciation to the OAU Member States, especially Burkina Faso, Chad, Gabon, Mali, Senegal and Togo, for the indispensable role they have played performed at MISAB.",0
"1478","In reality, apart from Bin Laden, Zarqawi, Mullah Mohammed Omar and other well-known terrorists, the public may have relatively little information about many of the people on the list.",0
"1479","In 2012, a total of 1,283 terrorist-related kidnappings were reported, and a single hostage could mean a seven-figure ransom in the hands of terrorists.",1
"1480",":: Relations with other parts of the United Nations, in particular the Secretary-General and his Office, and the other subsidiary bodies of the Security Council that carry out their activities in the field of combating terrorism.",0
"1481","Hasyildiz Lastik Sinayi ve Ticaret AS",0
"1482","3. The position set out above has received clear and unanimous support from ASEAN, of which both Thailand and Cambodia are members.",0
"1483","These two elements are, first, the actus reus consisting of killing, causing serious physical or mental injury, or intentionally subjecting to conditions of existence that could lead to physical destruction and, secondly, on the basis of a subjective criterion, the existence of a protected group targeted by the perpetrators of criminal conduct.",1
"1484","Article 7, paragraph 2 (g) of the Rome Statute defines persecution as the intentional and serious deprivation of fundamental rights in contravention of international law on the basis of group or collective identity.",0
"1485","Future efforts to combat impunity, particularly efforts to achieve accountability in cases recommended by the Commission of Inquiry, and to establish the rule of law, could also be negatively affected.",0
"1486","Providing support to women&#39;s organizations in communities where peacekeepers are deployed to increase awareness of HIV/AIDS and strengthen community prevention strategies.",0
"1487","More outbreaks of violence occur at the Comoro Market. One civilian is killed, eight people suffer gunshot wounds and four people suffer other serious injuries.",1
"1488","Report of the Secretary-General on the situation in Somalia (S/2004/115 and Corr.1).",0
"1489","b) If the hostage is under 18 years of age;",1
"1490","Which will be held on Monday, February 9, 2009, at 10:00 a.m.",0
"1491","The men in those vehicles and soldiers on the street fired at the police vehicles and wounded a PNTL officer in the legs.",1
"1492","During meetings with President Gbagbo and the Ministers of Defense and Internal Security, the Commission was informed that the decision to mobilize the national armed forces was intended to repress the demonstration and prevent it from taking place.",1
"1493","May 8, 2006 Incidents of violence occur in Gleno, in which eastern PNTL officers are attacked.",1
"1494","In an incident that occurred in the area called PK 18 in Abobo, six young men living in the same place were forcibly removed from their home on March 25 at 11:00 p.m. by the police and masked members of special units or the called parallel forces.",1
"1495","At the end of the meeting, the parties agreed with the statement of my Personal Envoy, contained in annex I to the present report, and reiterated their commitment to continue negotiations in Manhasset on a date to be set by mutual agreement.",0
"1496","The emergency humanitarian action plan for Côte d&#39;Ivoire and the four neighboring countries (Benin, Ghana, Guinea and Togo) is also severely underfunded.",0
"1497","Associated cells, branches or groups must now operate autonomously and finance their activities themselves.",1
"1498","However, it is unlikely that the FARDC contingents deployed in the province will be able to establish effective and sustained control throughout Katanga and substantially limit the Mayi-Mayi&#39;s ability to harass the local population and illegally exploit natural resources. .",1
"1499","Recalls the prohibition of the forced displacement of civilians in situations of armed conflict, which violates the obligations of the parties under international humanitarian law.",1
"1500","The 1988 Law does not regulate the movement of precious metals.",0
"1501","From the information obtained by the Commission, it appears that the looting perpetrated mainly by the Janjaweed in the context of attacks against different localities was carried out on a wide scale and with the consent of the Government of the Sudan, which maintained a policy of impunity and he directly supported the Janjaweed.",1
"1502","Regarding the deployment of UNMISS, he noted that the force was doing everything possible to expand its presence outside the bases, pending the completion of additional deployment.",1
"1503","Throughout 2007, there were more than 8,000 casualties in Afghanistan as a result of incidents involving insurgents (A/62/722-S/2008/159, para. 17), compared to 6,000 deaths in 2006 in acts of violence of all kinds.",1
"1504","Progress has been made regarding the privatization of state-owned enterprises.",0
"1505","The Council is determined to consider imposing individual sanctions on those who violate the arms embargo on the Democratic Republic of the Congo.",1
"1506","The report was submitted to the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated persons and entities on 22 February 2011, in accordance with resolution 1904 (2009). Security Council and is currently being considered by the Committee.",0
"1507",":: Carrying out an attack that may result in loss of life, injury to civilians or damage to civilian objects, or several of these things at the same time, and that is excessive in relation to the concrete and direct military advantage anticipated;",1
"1508","The issues of a single region and a Vice President for Darfur were postponed.",0
"1509","This represents a success for the sanctions regime, as it indicates that a significant number of Taliban have apparently changed their behavior.",1
"1510","The UNOCI military component will continue to implement its new concept of operations, will collaborate with the Licorne force to assist the parties in the implementation of the Facilitator&#39;s proposals on the reintegration of Forces Nouvelles personnel into the national police and the army and will prepare emergency plans in case it is necessary to carry out stabilization interventions to avoid acts of violence aimed at frustrating the peace process.",1
"1511","MINURCAT attempted to visit the sites where the attacks occurred, but were denied access by local leaders.",1
"1512","The agency participates in interagency task forces established to investigate money laundering offenses and predicate crimes, including terrorist financing.",0
"1513","The purpose of the visit was to: review the progress made in the implementation of the action plan signed on 4 October 2012 by the Government and the United Nations Task Force on Monitoring and Reporting; analyze the conclusions on children and armed conflict in the Democratic Republic of the Congo that were adopted on September 19, 2014; interact with relevant ministries and other government officials, child protection bodies, NGOs and children who had been associated with armed groups, thereby obtaining direct knowledge of the situation of children affected by armed conflict in the Democratic Republic of the Congo (FARDC), with special attention to the compliance efforts of the Armed Forces of the Democratic Republic of the Congo and outstanding issues, specifically in relation to non-State actors listed in the annual report of the Secretary-General; and assess the challenges and opportunities for the reintegration of children associated with armed forces and groups in the Democratic Republic of the Congo.",0
"1514","It is responsible for monitoring the transit of passengers and cargo arriving into the United States from abroad and departing from the United States.",0
"1515","The budget of the national plan for the elimination of cholera amounts to 443.7 million dollars for the period 2013-2015.",0
"1516","States in the West Asian subregion have suffered a large number of terrorist attacks and have taken important remedial measures, including measures to strengthen their counter-terrorism legislation.",1
"1517","The Security Council reiterates its call on States in the region to intensify their cooperation with a view to ending the activities of illegal armed groups, and reiterates that any recourse to the threat or use of force against the territorial integrity of a State is contrary to the Charter of the United Nations.",0
"1518","These activities undermine the weak foundations of the Afghan State and hinder the achievement of lasting stability.",0
"1519","In this regard, countries and organizations in the region have a special responsibility.",0
"1520","The increasing convergence between terrorist financing methods, especially at the local level, and other criminal activities makes it even more difficult to distinguish the former from the latter.",1
"1521","IV. DREDGING INTERNATIONAL NV 43 - 58 19",0
"1522","A large percentage of this amount has not been spent due to the flawed and complex procedures of the Security Council Committee established pursuant to resolution 661 (1990).",0
"1523","2.3.2 Access to Burundi&#39;s radio spectrum;",0
"1524","In other countries, as a result of the effectiveness of controls and the need to not be detected, terrorist groups have been forced to adapt their techniques and improvise devices using products that are easier to obtain.",1
"1525",":: The intermediation of dual-use goods if the case in question is related to weapons of mass destruction programs.",0
"1526","Effective and sustainable democratic governance is a goal that must be pursued with utmost determination and even a sense of urgency anywhere, and Haiti is no exception.",0
"1527","October 6, 2012 (YayladaÄi/Hatay): at 2:30 p.m. a mortar shell fell in the area of responsibility of the BelengÃ¶z military border post.",1
"1528","316th session Addis Ababa (Ethiopia) April 3, 2012",0
"1529","The Security Council strongly condemns this attempt to destabilize Lebanese institutions, in particular the Lebanese armed forces.",0
"1530","These attacks and provocations have sometimes indirectly prevented access for humanitarian assistance.",1
"1531","Such persons, depending on the circumstances, may be responsible under the conspiracy doctrine for committing during attacks the war crimes of murder of civilians, destruction of civilian objects, illegal detention of civilians and looting.",1
"1532","These provisions of the Constitution are further entrenched in a wide variety of national laws.",0
"1533","The Team has noted that Al-Qaida, the Taliban and their associates will use any available explosives, such as military explosives in conflict zones or the components needed to improvise an explosive device, such as ammonium nitrate, in other areas (S/2007 /132, para. 90).",1
"1534","Some government officials and members of militia forces have also been mentioned as possibly responsible for participating in an illicit association to commit international crimes.",1
"1535","b) Study for a new zoo: US$2,044,822.",0
"1536",":: Measures to ensure the protection and respect of the human rights of women and girls, particularly in relation to the constitution, the electoral system, the police and the judicial system.",0
"1537","On Saturday, December 27, 2003, in the town of Domai Tamait, southern Darfur: &quot;They attacked us early in the morning, around 5:30, which is the time of morning prayer. [The witness shows a gunshot wound on his the leg.] The attackers were on horses and camels and some were in uniform.",1
"1538","For example, in Western Darfur, rebel forces attacked a police station in Tongfuka in October 2003.",1
"1539","The nonprofit sector is arguably the most vulnerable to terrorist financing and the most difficult to regulate and monitor.",0
"1540","According to official Australian sources, the training includes bomb making and techniques for committing suicide attacks.",1
"1541","It is not surprising, therefore, that many Member States consider the Internet to be a key aspect in combating the proliferation of Al-Qaida-related terrorism and the threat it poses.",1
"1542","Since June 1999, a total of 103 people have been killed and 394 injured in incidents involving mines or unexploded ordnance.",1
"1543","The security problems that arise in the Sahelo-Saharan region are not new.",0
"1544","The events that took place in Abidjan in connection with the march planned for March 25 resulted in serious human rights violations.",1
"1545","Pre-registration work in Smara camp is expected to begin in the third week of May 1998.",0
