"es_en_GOOGLE"	"VerConf"
"It assists the PNTL to achieve the necessary levels of professional and technical capacity in accordance with international standards."	0
"The addition of these names demonstrates the Committee&#39;s continued concern about the threat that the Taliban creates for international peace and security."	1
"As this threat increases, the international community&#39;s response must evolve and keep pace."	1
"However, we believe that an abrupt withdrawal would be counterproductive and would create an unprecedented vacuum, especially considering the fact that the conditions conducive to the long-awaited large-scale investment and sustainable development do not exist."	1
"Trade in goods between Uruguay and Iran is carried out in accordance with national rules and procedures and relevant United Nations resolutions."	0
"For their part, the Israeli authorities maintain that these flights are carried out for security reasons and allege alleged violations of the arms embargo imposed pursuant to resolution 1701 (2006)."	1
"The Council reminds States that they must ensure that the measures they take to combat terrorism comply with all their obligations under international law, in particular international human rights law, international refugees and international humanitarian law."	0
"On maps used by INTERFET, Motaain appeared in East Timor."	0
"a) Describe the mandate of the Group and its methodology;"	0
"Violations of this law are punishable under articles 231, 249 to 253 and 263 to 284 of the General Law on Customs and Taxes;"	0
"Although it is essential to prevent terrorists from launching their attacks, it is clear that terrorism cannot be defeated with security measures alone and that many members of the international community want the Security Council to adopt measures that reduce the means with which Al-Qaida spread its message and promote programs that counteract it."	1
"On 26 July, the Council issued a press statement condemning the terrorist attack against the United Nations Interim Force in Lebanon (UNIFIL) in which six French United Nations peacekeepers were injured. United. Thematic and other issues"	1
"The groups&#39; frequent requests for donations, as well as their claim that they cannot launch attacks due to lack of money, have led to greater emphasis on the inclusion of financiers on the List."	1
"Given the persistence of these complexities and this behavior totally contrary to what is required to achieve a just solution, we must ask ourselves: How can we successfully conclude the peace process in 2009? We believe that the Quartet and the Security Council have a responsibility to devise a practical mechanism to address issues in a situation where one party repeatedly ignores calls and fails to fulfill its obligations, leading us into a cyclical process with no end in sight."	1
"3. Viability and financial sustainability of the local police"	0
"46. The situation in Myanmar (September 15, 2006; July 13, 2009)."	0
"Terrorists and their accomplices cannot be allowed to take advantage of existing legal loopholes to avoid responsibility for their actions."	1
"Hamoud Nassir Baanoun el-Enezi"	0
"This way in which some sources have interpreted the information has added a new dimension to the conflict."	0
"2.3.2 Access to Burundi&#39;s radio spectrum;"	0
"In some cases, displaced people were prevented from accessing their livestock or nearby crops due to the threat of Janjaweed attacks outside the camps."	1
"Permanent Mission of Qatar to the United Nations"	0
"The Group continues to discuss the matter with the Ambassador of Liberia to the United Nations."	0
"The challenges facing the country require Haitian leaders to forge a common bond."	1
"Unity and Lagos states continue to have acting governors."	0
"As Council members are aware, migration from North to South has begun and, for the first time, will represent the crossing of an international border."	0
"Acting under Chapter VII of the Charter of the United Nations,"	0
"The Security Council notes the important role that civil society, including women&#39;s organizations, can play in the prevention and resolution of armed conflict, peacebuilding and post-conflict situations, and encourages the international community, regional organizations and Member States to promote their active intervention and effective participation in various functions, as appropriate, with a view to the implementation of resolution 1325 (2000)."	0
"S/RES/2100 (2013), para. 28"	0
"Commending the progress made so far by the Counter-Terrorism Committee, established by the Security Council pursuant to paragraph 6 of resolution 1373 (2001), acting under Chapter VII of the Charter in the discharge of its important role of supervision of the implementation of that resolution,"	1
"On the basis of the Commission&#39;s conclusions and the investigations carried out to date by the Lebanese authorities, as well as the material and documentary evidence obtained, and taking into account the leads followed so far, there is evidence pointing to joint participation of Lebanese and Syrians in this terrorist act."	1
"Another State noted that the main responsibility for prevention rested with the national army and its intelligence directorate and that the presence of refugee camps in its territory represented a special problem."	1
"The new democratic Government of Pakistan is sensitive to the sentiments of our people."	0
"We have to admit that we are very concerned about the current situation in Afghanistan."	1
"In late 2007, the Jowhar regional administration (Middle Shabelle) began a small-scale demobilization process."	0
"b) Continue to identify the needs of States in relation to improving their institutions and strengthening the rule of law, and proactively incorporate human rights and the rule of law in their recommendations for technical assistance to States, in order to to strengthen national systems to bring terrorists to justice and improve international cooperation;"	0
"Experience shows that there is no single format for the constitution and operation of all fact-finding and fact-finding commissions: the mandate, the investigation in question, the appointment of independent experts or members, and the circumstances surrounding the establishment. of the body and its procedures vary in each case."	0
"Adoption of revised guidelines in accordance with resolution 1904 (2009)"	0
"Even worse, the activities of these terrorist groups constitute a serious threat to the peacebuilding efforts and peacekeeping missions of the international community, such as those in Somalia and Mali."	1
"5. Evacuation costs (12,589,164 riyals)"	0
":: Restrictions or regulations, if applicable, on the movement of precious objects, such as gold, diamonds, etc."	0
"These challenges, together, exert political pressure on governments and have direct and dangerous impacts on peace, security and stability in the affected countries."	1
"The Council will exercise particular vigilance against those who may seek to impede the transition process, in particular those who may contravene the arms embargo on the Democratic Republic of the Congo or refuse to participate in the disarmament, demobilization and reintegration processes; of disarmament, demobilization, reintegration, repatriation or resettlement, and integration of the armed forces of the Democratic Republic of the Congo."	1
"Although the incidents had been reported to the police, the culprits had apparently gone unpunished and attacks against women continued."	0
"Recalling the statement of its President (S/PRST/2012/17) of 4 May 2012, regarding threats to international peace and security caused by terrorist acts,"	1
"I urge Lebanese leaders to resume and expedite their deliberations on developing a national defense strategy and make tangible progress. The end result of that process must be that there are no weapons without the consent of the Government of Lebanon and that there is no authority other than that of that Government."	1
"Maybe it should have been done a long time ago, but it&#39;s better late than never."	0
"The fact that both sides, the Republic of the Sudan and the Republic of South Sudan, are employing intense rhetoric is a cause for concern."	1
"Unfortunately, those warnings were not heeded."	1
"Emphasizing in particular that the continuation of international work to promote dialogue and improve understanding between civilizations, in an attempt to prevent indiscriminate attacks against different religions and cultures, and the resolution of unresolved regional conflicts and the very various global problems, in particular development problems, will contribute to strengthening the international fight against terrorism,"	0
"b) A press conference held by the Chair of the Committee on 29 September 2009 on the comprehensive review that was to take place shortly thereafter;"	0
"Since the submission of my previous report to the Council, unfortunately only limited progress has been made in the implementation of the provisions of the Pretoria Agreement on the peace process in CÃ´te d&#39;Ivoire (S/2005/270, annex I), of 6 April 2005, and the great differences in the positions of the parties have worsened."	1
"However, in my opinion, the answer to this statement is not that less should be spent on hybrid courts, but that more attention and resources should be paid to national judicial systems as a whole after conflicts."	1
"The changing environment in Afghanistan raises questions about Central Asian groups currently operating in the country, such as Jamaat Ansarullah (not listed), the ethnic Tajik splinter of the Islamic Movement of Uzbekistan (IQM). 10.01)."	1
"The mission was made up of the following members:"	0
"The conclusion that government authorities did not promote or implement a policy of genocide in Darfur, directly or through militiamen under their control, cannot in any way be interpreted as meaning that the crimes committed in that region were less serious. ."	1
"Likewise, the reduced presence of the High Commissioner in the camps and among the refugees constitutes another impediment established by the host country so that this institution cannot fulfill its mandate."	1
"The Security Council strongly condemns this attempt to destabilize Lebanese institutions, in particular the Lebanese armed forces."	1
"Noting with concern the changing nature of the threat posed by Al-Qaida, Osama bin Laden and the Taliban, and other individuals, groups, companies and entities associated with them, including the ways in which terrorist ideologies are promoted,"	1
"I ran to untie my cow."	0
"Attempts to export portable air defense systems"	0
"More than 6,000 properties continue to be managed by the Housing and Property Authority."	0
":: Explore how peacebuilding objectives and the specific needs of post-conflict countries can be reflected in the post-2015 framework."	0
"As I said before, the application of double standards in the treatment of terrorism and terrorist groups is also a cause of serious concern that seriously undermines the efforts of the international community in its fight against terrorism."	1
"In a special way, we would like to express our deep concern about the stagnation of the levels of socioeconomic development in Haiti and its food security."	1
"Which will be held on Monday, February 9, 2009, at 10:00 a.m."	0
"To the Government of Sri Lanka"	0
"Sequence of orders and amount due Payments in order of Bank references Shipping method and date"	0
"The treaty that created the Court, the Rome Statute, entered into force on July 1, 2002."	0
"We have noted with concern that the Secretary-General believes that many of the factors that fueled the 2006 crisis are still present in society, making it vulnerable to instability."	1
"We have taken note of the caution of the Secretary-General and the technical assessment mission regarding security sector reform, and especially with respect to the PNTL."	1
"Recalling the statement of its President (S/PRST/2011/9) of 2 May 2011, noting that Osama bin Laden will never again perpetrate acts of terrorism,"	1
"We also wish to express our concern that the recurrence of such incidents could lead to a situation of instability in the region that makes a peaceful solution to the situation in Kosovo that is acceptable to the parties difficult."	1
"However, there is still little information on the level of application of the regulations."	1
"On 5 November, the Council held consultations on the Syrian Arab Republic and heard a briefing, presented by videoconference from Beirut by the Special Adviser to the Secretary-General, Sigrid Kaag, on the implementation of resolution 2118 (2013) and the elimination of the chemical weapons program of the Syrian Arab Republic."	0
"They do not recognize the illegal and unilateral attempt at secession by the Albanian citizens of Kosovo."	0
"States should not prevent humanitarian actors from working with non-State armed groups for humanitarian purposes, in particular from carrying out activities aimed at promoting respect for international humanitarian law."	1
"I condemn in the strongest terms the reprehensible attacks against people who help the Somali people fight organized crime that hinders the development of their country."	1
"Its unwillingness to implement the rule of law and ensure respect for the sovereignty and territorial integrity of a Member State of the United Nations has undermined its credibility, as well as its legal and moral authority."	1
"In this regard, the Council encourages countries affected by the LRA that have not already done so to establish standard operating procedures for receiving LRA minors and entrusting them to civilian child protection entities."	0
"The Security Council calls on the Government of National Unity and Transition to immediately begin collaborating with the International Transitional Support Committee and MONUC in establishing mechanisms for closer coordination, in order to accelerate the reform of the security sector. security, the enactment of essential laws and the preparation of elections."	0
"- Call for strict compliance by the parties to an armed conflict with the applicable norms of international humanitarian law, including the prohibition of:"	1
"Condemning in particular acts of sexual violence committed by [militias and armed groups, as well as by elements of the national armed forces and police] and other security and intelligence bodies, highlighting the urgent need for [the affected State], in cooperation with [the peacekeeping mission] and other relevant actors, end the violence and bring to justice the perpetrators, as well as the senior commanders under whom they serve, and calling upon Member States to provide assistance in this regard and to continue providing medical, humanitarian and other assistance to the victims."	1
"3. Šešelj IT-03-67-AR15bis (June 6, 2014)"	0
"Beyond its immediate consequences, the attack on Aro Sharow and nearby villages is a cause for serious concern because it may indicate that the militias are beginning to deliberately target their attacks against the internally displaced population and that Government forces are not in a position to provide effective protection to the camps and villages where the displaced reside, or are unwilling to do so."	1
"The humanitarian consequences of the continued violence in Iraq are of great concern to my delegation."	1
"We consider the issue of strengthening the legitimacy of the Government to be crucial, since a cause-and-effect relationship has been established between such legitimacy and the elimination of resistance on the part of the informal actors and networks that characterize the nature of power in Afghanistan."	1
"The European Union is deeply concerned about the cycle of vicious violence currently taking place in Israel and the occupied territories."	1
"The Security Council reiterates its strongest condemnation of cases of desecration, damage and destruction of sacred places and places of historical and cultural importance, especially, but not exclusively, those declared World Heritage by UNESCO, including those in the city of Timbuktu ."	1
"The Committee considers that this will reduce the risk of third parties, in particular non-banking financial institutions, non-financial companies and professionals, inadvertently acting in contravention of the requirements relating to the freezing of assets."	0
"Therefore, it deals largely with aspects of the social contexts that can foster the spread of terrorism."	1
"2. Letters of credit 55 - 59 19"	0
"Since the political stalemate began, following the March 29 elections, the Secretary General has expressed his concern about the process and the politically motivated violence."	1
"Japan complies with Annex 17 of the Convention on International Civil Aviation."	0
"Finally, a regulatory procedure is exactly that: a procedure."	0
"Noting that the situation in the region continues to be a threat to international peace and security,"	1
"Having common criteria and registration lists for beneficiary status will provide a coordinated system under which beneficiaries will receive food or cash."	0
"Apart from the periodic meetings of the Council of Arab Interior Ministers, there is no regular and institutionalized exchange of operational information in the subregion."	0
"While there has not yet been enough time for a detailed examination of the implications of these Council actions, I would like to highlight a few policy issues arising from this practice."	0
"As UNAMA we would be irresponsible if we did not call on the international community, the governments of Pakistan and Afghanistan and international forces to put an end to this situation, especially on the southern border."	1
"Special Representative Kobler briefed the Council on the series of attacks carried out by the Allied Democratic Forces between 5 and 18 October, which left more than 40 civilians and hundreds of internally displaced persons dead near the town of Beni, in the eastern part of the Democratic Republic of the Congo."	0
"267. Prior to the hearing, the PIC submitted a brief in relation to this issue."	0
"The Council expresses serious concern at situations in which armed forces and groups persist in committing violations and abuses against children exposed to and affected by armed conflict and post-conflict situations, in blatant disregard of applicable international law and Council resolutions on This question."	0
"The note proposes that the Security Council launch a formal &quot;strategic review&quot; process to study how the intersection of cross-border crime and terrorism may affect its conflict prevention and resolution work, particularly in Africa, and examine the instruments at their disposal to reduce the strategic space that cross-border crime provides to terrorist groups."	0
"B. Death and mutilation of children"	0
"No prominent Al-Qaida leader has received complete, formal religious training, and the same is true of most of its sympathizers."	0
"20. The Russia Today network in Spanish, on January 1."	0
"The international community should -- including through the auspices of the United Nations -- use diplomatic influence and facilitate, among other things, technical assistance in areas such as political, security and justice reform; the drafting of new constitutions and legal frameworks; and the promotion of electoral institutions and the holding of elections."	1
"The indication they give to their followers is to attack where they can and when they can."	0
"While Al-Qaida, the Taliban and their associates may not have advanced structures and systems to ensure operational control of their followers, they do have an effective military capability, as demonstrated, for example, by the insurgency in Afghanistan. At the tactical and operational level, Al-Qaida, the Taliban and their associates have used both military and civilian equipment, such as short-range radios and mobile and satellite phones."	1
"During that period there have been considerable changes both in terms of the threat posed by Al-Qaida, the Taliban and their associated entities and the sanctions regime established by the Security Council to address them."	1
"Reserves and fund balances at the end of the year"	0
"It remains very concerning to me that Liberians&#39; efforts to rebuild their court system will take a long time, so the system itself is likely to remain fragile and easy to penetrate in the short term."	1
"Israel must also refrain from unilateral measures in Jerusalem that disrupt the status quo or undermine confidence."	1
"In this case, they are suspected of having carried out indiscriminate attacks against civilians, which constitutes a war crime."	0
"In view of the preceding observations, and on the basis of the aforementioned corpus of law on human rights, the postulate is justified that, currently, every time a serious transgression of human rights is committed, it can also be classify as an international crime, customary international law not only establishes the criminal responsibility of those who committed it, but also imposes on the States of nationality of the perpetrators, or on whose behalf they acted as de jure or de facto bodies, the obligation to compensate (including compensation) for the damage caused."	0
"As a consequence, the limits of security threats have been crossed in many countries inside and outside Africa, including members of this Council, exposing their vulnerabilities."	1
"3. As more issues are resolved, they may be added to the end of future editions of the Summary."	0
"2) Measures adopted since June 16, 2009:"	0
"I encourage the Congolese authorities to hold accountable all those responsible for the mass rape and looting in Walikale in July and August 2010."	1
"First, although Sierra Leone is the most advanced member of the West African Coast Initiative, the slow pace of progress elsewhere is impeding data sharing and early warning."	1
"While free movement zones, such as the Economic Community of West African States (ECOWAS), support economic growth and opportunity, the absence of systematic checkpoints allows listed individuals to move through them with little or without any restrictions."	0
"Bearing in mind everything said above, we continue to believe that there is no military solution possible; On the contrary, we are convinced that this path is counterproductive."	1
"At the 4679th meeting of the Security Council, held on 20 December 2002, to continue its consideration of the item entitled &quot;Protection of civilians in armed conflict&quot;, initiated at its 4660th meeting, held on 10 December 2002 , the President of the Security Council made the following statement on behalf of the Council:"	0
"Ivorian diamonds may enter Kimberley Process supply chains, thereby compromising the reliability of the Kimberley Process certification system."	1
"While outside the mandate of UNMISET, the recent decision by an Indonesian Court of Appeal overturning four convictions by the Indonesian Special Court for Human Rights directly affects the broader issue of assigning responsibility. ."	1
"One State cited the example of persons who had been denied entry over the past decade on suspicion of involvement in international terrorist activities."	1
"While the Government and the CPN-Maoist have sought to resolve the issue of payment of disqualified CPN-Maoist personnel, no commitments have been made regarding funds or programs for the recovery and reintegration of children affected by the armed conflict, including the many unofficially released, and the United Nations&#39; offer of help has met with little enthusiasm."	1
"The Council supports the idea of establishing a rule of law assistance unit within the Secretariat and looks forward to receiving proposals from the Secretariat for the implementation of the recommendations set out in paragraph 65 of the report of the Secretary-General on the Rule of law and transitional justice in societies that suffer or have suffered conflict (S/2004/616)."	0
"There is also a bilateral mutual legal assistance treaty with the United States of America."	0
"6. Requires all States and parties to armed conflict to comply fully with all relevant decisions of the Security Council and, in this regard, to cooperate fully with United Nations peacekeeping missions and United Nations teams United in the countries in the follow-up and implementation of these resolutions;"	0
"The situation in Côte d&#39;Ivoire (December 20, 2002; July 18, 2012)"	0
"On repeated occasions, our country has expressed its concern for the civilian population in that area and the importance of MONUC being deployed there to protect it."	1
"17 files with investigative material relating to 43 suspects have been sent to the prosecutor&#39;s offices of Bosnia and Herzegovina, Croatia and Serbia."	0
"Following the publication of the Publicly Available Specification (PAS) 28007 of the International Organization for Standardization (ISO) on guidelines for private maritime security companies, which provides for the use of private armed protection personnel on board ships, now A private maritime security company can obtain certification against this voluntary industry standard to facilitate uniform application internationally."	0
"1. Saad Meshal Aswad Salamah Al-Enezi"	0
"None of the witnesses reported that leaflets were dropped or announcements were made on the radio or through tribal chiefs, or that planes were used to fly low over villages to warn civilians of an impending attack."	1
"In our opinion, the holding of the legislative elections without delay and in a relatively peaceful atmosphere constitutes an important achievement, which marked a major step towards the restoration of constitutional order, a more inclusive government and the completion of a fundamental unfinished aspect of the peace process."	0
"Most States have limited ability to promptly freeze funds and assets and none of them have put in place adequate measures to protect non-profit organizations from being used for terrorist financing."	1
"We condemn all ethnically motivated acts and crimes in Kosovo."	1
"Individuals and cells associated with Al-Qaida and its affiliated entities continue to find new targets, tactics and technologies."	1
"However, the Commission notes that there were deficiencies in the preparation and methodology applied by UNOTIL in this intervention."	1
"Expressing concern at the continuing threats that the illicit trafficking, destabilizing accumulation and misuse of small arms and light weapons pose to the safety and security of United Nations peacekeeping personnel and their effectiveness in the implementation of peacekeeping mandates peace ..."	1
"It also noted that acts of terrorism were classified as ordinary crimes and were dealt with under standard criminal procedures and not under special rules or by special courts."	1
"The stability of the entire Great Lakes Region will benefit Uganda."	0
"that the Office of the Ombudsman has been established pursuant to resolution 1904 (2009) and that its mandate has been expanded in resolutions 1989 (2011) and 2083 (2012), noting the important contribution made by the Office of the Ombudsman in the task of improving impartiality and transparency, and recalling the strong commitment of the Security Council to ensure that the Office of the Ombudsman can continue to perform its role effectively, in accordance with its mandate,"	0
"1. Real estate (9,360,484 riyals)"	0
"2. You decide to continue dealing with the issue."	0
"Unresolved ethnic and border conflicts have given rise to disputes that undermine efforts to implement a cohesive, regional response to terrorism."	1
"Serious concern was also expressed about reports of threatening statements and slogans against the United Nations and international staff during the recent demonstrations in Abidjan."	1
"Condemns in the strongest terms all sexual and other violence against civilians in armed conflict, in particular against women and children, and commits to ensuring that all possible measures are applied in all peace support operations to prevent such violence and to address its effects when it occurs."	1
"The Security Council expresses serious concern at reports of an unusual and sudden influx of thousands of Misseriyas into the town of Abyei and its surroundings, a phenomenon that could force major changes in the ethnic composition of the area."	1
"Well-informed Somalis and others who have a deep understanding of what is happening on both sides say, regarding the possibility of a military confrontation, it is not a question of if, but when."	1
"Supporting the work carried out by the Committee established pursuant to resolution 1540 (2004), hereinafter the 1540 Committee, in accordance with its fifth program of work,"	0
"Prosecutors in the Netherlands subsequently sought to ban and dissolve the organization and turn over any credit balances in the organization&#39;s bank account to the state, but the court ruled that the government had not proven that Al-Haramain&#39;s branch in the Netherlands, separate and distinct from the international organization, had supported terrorism. Prosecutors in the Netherlands announced that they intended to appeal the court&#39;s ruling, and obtain more information about Al-Haramain and Al-Aquil from the United States."	1
"S/RES/1325 (2000), para. 9"	0
"Naturally, we are deeply concerned about the situation in the states of South Kordofan and Blue Nile, given their geographical proximity to our country."	1
"A. Interim guidelines of the Committee"	0
"One delegation expressed concern that despite the Council&#39;s designation, Ocean Maritime Management vessels were continuing their operations, including calling at foreign ports, and proposed that the Committee remind Member States of their obligation to enforce measures resulting from the designation, in particular by seizing the entity&#39;s vessels and freezing its assets."	1
"He also highlighted the risk of the conflict escalating with the resumption of the migration period, the elections and the lack of dialogue."	1
"The Government did not accept recruits from all tribes."	1
"Cost is defined as the face value plus or minus the unamortized premium or discount."	0
"We must not underestimate the threat posed in Afghanistan by the destabilizing activities of the Taliban and Al-Qaida."	1
"b) Moan against fallatah (Africans against Africans);"	0
"We therefore encourage the members of the Council and also of the Group of Friends to consider favorably these recommendations of the Secretary General."	1
"Cuba appears once again before the Security Council to denounce and condemn in the most forceful manner the complicity and absolute responsibility of the Government of the United States with the release of this individual."	1
"The Council also deplored the adoption by the Kosovo Assembly of that resolution, and agreed with the view of the Special Representative that such resolutions and decisions of the Assembly relating to matters not within its sphere of competence were null and void. ."	1
"I. Other losses 171 - 173 47"	0
"In other words, the right of victims of serious violations of human rights (in particular war crimes, crimes against humanity and genocide) to reparation (including compensation) for harm resulting from them has now been incorporated into international law. those transgressions."	0
"The Security Council is particularly concerned about the revocation of the refugee status of many refugees from [neighboring State] and the subsequent decision to end assistance provided to those refugees... The decisions of the [affected State] to this This could lead to the involuntary return of tens of thousands of people to an area that is neither safe nor prepared to receive them."	1
"This appears to be aimed at projecting an image of an alleged Serbian threat to Kosovo and Metohija."	1
"Given the urgency of the current situation, the efforts of the international community must be immediate, coordinated and decisive."	1
"On March 18, the Commanders of the Presidential Guard and the Presidential Security Group sent a letter to the Minister of Internal Security to inform him of their decision to declare the surroundings of the presidential palace a &quot;red zone&quot;, by virtue of which anyone caught Within that perimeter he would be considered an enemy combatant and treated as such, that is, he would be shot at without prior warning."	1
"We cannot send the message that terrorists will be immune and be satisfied with routine convictions."	1
"It remains important to push for a more effective and evidence-based United Nations targeted sanctions regime."	0
"2. The situation in the Middle East."	0
"It urged the Supreme Leader to prevent and suppress crimes against humanity and ensure that perpetrators are pursued and brought to justice."	1
"The Committee also agreed to address letters to the Permanent Representative of Somalia and the African Union Commissioner for Peace and Security to recommend an independent investigation into the alleged sale of arms and ammunition on the Somali arms market by officials of the Transitional Federal Government. and the Ugandan contingent of the African Unity Mission in Somalia (AMISOM), respectively."	0
"In addition to humanitarian difficulties, the situation raises security problems."	0
"These acts are absolutely unacceptable. The Palestinian Authority must end these attacks and bring the perpetrators to justice."	1
"In presenting the report, the Assistant Secretary-General emphasized the risk that, despite the calm prevailing in the area, security will deteriorate, particularly as a result of the Sudanese authorities&#39; inclusion of Abyei as an electoral district for the elections. 2015 presidential elections."	1
"The Security Council condemns all violations of international law, including international humanitarian law, human rights law and refugee law, committed against civilians in situations of armed conflict."	1
"The bill, which will be presented to Parliament, establishes that a minimum of 30% of parliamentary seats must be reserved for women; that one district in each constituency at the local council level should be awarded to female candidates and that political parties should allocate &quot;safe&quot; seats for female candidates."	0
"During the attack, as well as during the confinement that the population was subsequently forced into, several people were subjected to horrible torture in order to obtain information about the rebels, as punishment or to terrorize the population."	0
"My delegation firmly condemns these acts of violence and expresses its condolences to the family of the deceased pediatrician."	1
"There is concern about the deterioration in the population&#39;s standard of living as a consequence of the difficulties that had to be faced in 2008, particularly due to the global food crisis and the scourge of the hurricanes that devastated the island."	1
"Ms. Tagliavini will succeed Mr. Dieter Boden in these roles."	0
"The Monitoring Team has intensified its efforts to establish links with experts from academia and civil society to increase understanding of the changing nature of the danger posed by Al-Qaida and the individuals and entities associated with it, through dialogue with specialists and competent academic bodies."	1
"The committees rejected too high a minimum of cases because, from questioning the victims, they deduced that the reported crime did not constitute rape because no penetration had occurred, or that the complainants had confused the Arabic words meaning &quot;oppression&quot; and &quot;rape.&quot; &quot;, and had mistakenly filed complaints of other forms of abuse or violence, such as beatings."	1
"c) Provide support to the implementation of the Transition Roadmap;"	0
"Furthermore, in accordance with the policy guidance approved by the Committee on 25 May 2006, the Executive Directorate should also continue to advise the Committee on issues relating to international human rights law, refugee law and humanitarian law with regarding the identification and implementation of effective measures to implement resolution 1373 (2001), as well as ways to ensure that the measures taken by Member States to implement the provisions of resolution 1624 (2005) comply with the obligations that concern them under international law, in particular international standards relating to human rights, refugee law and humanitarian law."	0
"He warned that shortcomings could arise if a &quot;group of friends&quot;, including non-Council members, were invited to participate in the Council&#39;s decision-making process."	1
"We are also concerned about the very high unemployment rate and the generalization of poverty in the country."	1
"Although no real case of use of such a device has been reported since the publication of the Team&#39;s previous report, concern remains that the groups and individuals included on the list remain interested in committing such an attack. type, as well as news that illicit sources of radiological materials still exist, particularly in areas of Al-Qaida and Taliban activity."	1
"Table 1 Analysis of account balances Account"	0
"9. Convention on assistance in the event of a nuclear accident or radiological emergency."	0
"Address: Next to Nirou Battery Mfg. Co., Shahid Babaii Expressway, Nobonyad Square, Tehran, Iran; Pasdaran St., Post Office Box 16765, Tehran 1835, Iran; Babaei Highway - next to Niru MFG, Tehran, Iran"	0
"In the same month, Canada joined all other States that had ratified the Treaty in supporting the final declaration of the Fifth Conference to Facilitate the Entry into Force of the Treaty, held in Vienna."	0
"In 2010, the Russian Federation passed legislation to strengthen controls on imports and exports and the circulation of weapons and explosives, leaving ultimate responsibility for the supervision, investigation and enforcement of such measures in the hands of the Office of the Prosecutor General. All States in the subregion issue machine-readable travel documents."	0
"The evidence shows that there are reasons to suspect that six F-FDTL soldiers are guilty of homicides."	1
"The Council expresses its concern about the external support received by Chadian armed groups, as reported by the Secretary General."	1
"Israel is obliged, in accordance with international law and as an occupying Power, to protect Palestinian civilians, especially children, as well as to safeguard civilian property."	1
"However, the Group does not consider this to be a significant gap, since the Institute does not seek compensation for lost profits or other losses that would force the Group to deduct future payments."	0
"Unless addressed by the Government, these problems could pose serious threats to the security and stability of Timor-Leste."	1
"To date, no cases of accounts or assets of individuals or entities identified on the lists have been recorded in Vanuatu."	0
"By considering initiatives that actually reward this strategy, the Council would only embolden extremists and undermine the letter and spirit of the road map."	1
"B. Democratization and electoral process"	0
"The reason for this was the need to ensure that the Security Council&#39;s action against Al-Qaida and the Taliban remained adequate to address the threat they posed, as well as to specify the goals of the sanctions with sufficient clarity so that Member States could take the necessary measures against him."	0
"Although the exact number of displaced people and destroyed villages has not yet been determined, the displacement of large numbers of people and the destruction of numerous villages are evident."	0
"However, in 2007, after the arrest warrants were issued for Harun and Kushayb, President Al-Bashir publicly rejected their application, challenged the authority of the Security Council and declared that Harun had done what he had been ordered to do. ."	1
"In the absence of a medical referral center in Bamako, MINUSMA has taken immediate steps to ensure that United Nations personnel have adequate medical capacity by establishing a United Nations level II clinic to replace services previously provided by the Pasteur Clinic."	0
"However, the Prosecutor&#39;s Office believes that we should not wait for the conclusion of the judicial proceedings in Court for the victims of the crimes prosecuted to receive assistance."	0
"The bill also did not contemplate the adoption of special measures in favor of children who had been victims, witnesses or who had been accused."	0
"In fundamental areas such as water, health and nutrition, resources do not reach 40%."	0
"It is unacceptable that attempts are made to destabilize the internal situation in Lebanon by carrying out political assassinations."	1
"The Security Council encourages the African Union Regional Task Force to continue its operations against all LRA groups, while collaborating with the United Nations and non-governmental organizations to establish safe centers and provide information to help LRA elements who demonstrate a genuine desire to demobilize and lay down their arms."	1
"First, they have created a permanent humanitarian emergency situation that, in turn, threatens the peace and stability of Haiti."	1
"Timor-Leste continues to face significant challenges related to poverty reduction and the creation of employment opportunities, particularly for young people."	1
"In other countries, as a result of the effectiveness of controls and the need to not be detected, terrorist groups have been forced to adapt their techniques and improvise devices using products that are easier to obtain."	0
"Mr. Churkin (Russian Federation) (spoke in Russian): We are pleased to welcome you, Mr. President, to the Security Council Chamber."	0
"Instructs the Commission to carry out an analysis on the financing of ECOWAS activities in order to ensure that the institutions have sufficient resources."	1
"The Security Council expresses serious concern about the increasing entrenchment in the Sahel of terrorist elements, including Al-Qaida in the Islamic Maghreb (AQIM), affiliated groups and other extremist groups, and its consequences for countries in the region and other places."	1
"A notable recent case was Mali, where the Council did not respond to the Secretary-General&#39;s request to create a group of experts to investigate the identity and activities of those involved in transnational and organized crime in Mali and the subregion, and study its impact on general stability, with the possibility of imposing selective sanctions."	1
"The National Reserve Bank of Tonga and the Ministry of Finance provide financial support to the Group."	0
"This modification is explained in paragraphs 58 to 66 of the report on the 23rd series (A)."	0
"In paragraphs 1, 2 and 7 of resolution 1844 (2008), it imposed specific measures (travel ban, asset freeze and selective arms embargo) against persons and entities designated by the Committee."	0
"The Security Council expresses its growing concern about the serious threats that drug trafficking and related transnational organized crime pose to international peace and stability in West Africa and the Sahel region, as noted in the United Nations Integrated Strategy United for the Sahel."	1
"States have made considerable progress in establishing anti-money laundering and anti-terrorist financing laws, but there is a need to increase regional cooperation at the operational level."	0
"The situation in Côte d&#39;Ivoire (December 20, 2002; May 29, 2009)"	0
"However, some Mogadishu leaders accused the President of going to Ethiopian territory to acquire weapons and troops for his future activities in Somalia."	1
"Mr. Musayev (Azerbaijan): First of all, I apologize for asking to speak once again. We believe that it would be inappropriate and counterproductive to silently ignore the comments made by the representative of Armenia and his attempt to confuse the Council."	1
