"","ar_en_TRANSFORMERS","VerConf"
"1065","These goods and technologies are listed in annex I to the Regulation.",0
"1066","Cultural and other institutions can take the form of associations as defined in the Civil Code.",0
"1067","30. The potential dangers arising from the process of bringing non-signatory parties to the negotiating table include the insistence of the parties on unrealistic preconditions for negotiations; another risk is the intransigence of the parties towards and during the negotiations; these risks can be mitigated by consolidating the positions of the international community on the peace process and maintaining close dialogue with the parties; and other risks include the establishment of initiatives for parallel peace processes by regional and/or international partners, which could undermine this element of the framework.",1
"1068","According to this law, the prohibition of entry may be temporary or permanent.",0
"1069","Indian magazine Hard News in English, writer Kapor Sanjay -- 23 February 2012",0
"1070","We can only express concern about the deteriorating security situation in areas that were previously relatively calm.",1
"1071","To be held on Tuesday, 22 May 2007, at 10 a.m.",0
"1072","We have taken note of the concern about the implementation of the joint communiqué of 2 April 2009, referred to in the report.",1
"1073","All States appear to examine the identity of passengers on arrival and travel, but the nature of the data used in nine States to examine the identity of individuals is unclear.",0
"1074",":: Respect for the right of refugees and displaced persons to return voluntarily to their homes in safety and dignity.",0
"1075","United Nations Mission in the Central African Republic: contributions",0
"1076","20.B. TEST AND PRODUCTION EQUIPMENT",0
"1077","- Convention on the Physical Protection of Nuclear Material (1980);",0
"1078","Another delegation was of the view that the active protection of civilians should not be confused with the neutralisation of armed groups through offensive activities.",1
"1079","The genuine establishment of the rule of law in the Democratic Republic of the Congo requires the formation of an army and the establishment of an effective and democratic justice system and police force.",1
"1080","Amir Khan Motaki (TI.M.26.01) *",0
"1081","In conclusion, the challenges facing Afghanistan are enormous, but we are making progress.",1
"1082","27. In addition, the Committee decided that the list of items, materials, equipment, goods and technology related to ballistic missile programmes contained in the annex to its previous report (S/2014/253) would override the previous list (see S/2012/947), and would be subject to the measures imposed by the Security Council in paragraphs 8 (a), (b) and (c) of resolution 1718 (2006).",1
"1083",":: Norris Aircraft Leasing Company: this company is registered in South Africa as Metro-D and is treated as Norris Aircraft Leasing Company.",0
"1084","It is clear that final progress in these areas will require further concerted efforts by the international community, Belgrade and the people of Kosovo.",0
"1085","This is unacceptable and even contradicts the declared ban by anti-Government forces on the use of landmines.",1
"1086","In very few cases, the rebels were also reported to have committed looting during an attack on a village, particularly in Western Darfur.",0
"1087","In this connection, I received a letter dated 6 December 2007 from the Permanent Representative of Morocco to the United Nations (S/2007/714) and a further letter dated 12 December 2007 from the Minister for Foreign Affairs and Cooperation of Morocco (S/2007/731), each containing allegations of violations of the provisions of the military agreements reached in 1991.",1
"1088","In general, the policy of attacking, killing and forcibly displaced members of certain tribes does not indicate a specific intention to exterminate totally or partially a group characterized by certain racial, ethnic, national or religious elements.",1
"1089","139. Among these groups, MNRD issued a statement on 6 June stating that it was not a party to the April ceasefire agreement between the Government, SLM/A and JEM, and that it would fight against the Government.",1
"1090","197. Most States of the subregion have enacted laws regulating the import and export of arms.",0
"1091","1. If the offender has destroyed or in any way prevented the confiscation of any assets subject to confiscation under article 70, paragraphs 1 and 2, or has damaged, transported, rendered irreparable or exhausted, the Court may confiscate funds equal to the value of those assets, and the Court may assess the value of the assets that may be confiscated.",1
"1092","268. It is clear from the Commission &apos; s findings that the rebels are responsible for attacks on civilians, which constitute war crimes.",0
"1093","Damage or total loss: office equipment (value)",0
"1094",":: 12 July 2005, Defence Minister Elias Al-Murr was wounded and two others killed in a car bomb attack in Beirut.",0
"1095","According to the Mine Action Service, ""improvised explosive devices are a dangerous and unique system of weapons, given their multiple use, adaptability and mode of use.",0
"1096","However, one participant questioned whether most diplomats in the Council had traditionally preferred the world &apos; s interest over its national interest.",0
"1097","Some Central Asian States have established a customs declaration system to control the cross-border movement of cash and bearer negotiable instruments.",0
"1098","In other words, the National Commission was fully aware of serious allegations of crimes committed in Darfur.",1
"1099","30. Encourages States to submit delisting requests for individuals officially found dead, in particular if no assets have been identified, and for entities that have been reported or found to have ceased to exist, while taking all necessary measures to ensure that assets held by such individuals or entities are not transferred to or distributed to other individuals, groups, undertakings or entities on the Al-Qaida Sanctions List, either at present or in the future;",0
"1100","The Commission makes a series of recommendations for immediate steps to put an end to human rights violations and to address the human rights concerns raised by the Commission, including specific recommendations addressed to the Security Council, which require the attention and consideration of the Council.",0
"1101","Throughout the reporting period, Ambassador Gennady Tarasov, High-level Coordinator, focused his activities on the task of building confidence and bridges of cooperation between Kuwait and Iraq with a view to enhancing their active involvement in the search for missing persons and property and encouraging them to make clear and concrete progress towards the implementation of the objectives set out in paragraph 14 of Security Council resolution 1284 (1999).",0
"1102","This is an international obligation that States must fulfil to ensure justice for the victims of these reprehensible acts.",1
"1103","For our part, we are directly linking the issue of legality with the holding of elections in preparation under the Joint Electoral Management Body.",1
"1104","PIC did not drop the volume of its production of distilled water.",0
"1105","Sometime between 1.15 and 1.30 p.m., Lieutenant Colonel Ahmed Al-Assir told him of the explosion and that Mr. Hariri &apos; s convoy was the target.",1
"1106","Some threats were made to programme staff.",1
"1107","9. In its resolution 22/13, the Human Rights Council urged the Government of the Democratic People &apos; s Republic of Korea to cooperate fully with the commission of inquiry and to allow its members unrestricted access to the country, and to provide them with all necessary information to enable them to fulfil their mandate.",1
"1108","She also explained how different the perception of danger was, even by neighbouring States.",1
"1109","But there was also concern that only a flash of hope in the Middle East and an escalation of violence and destruction were brought to bear.",1
"1110","Reiterates its demand that all parties to the conflict cease all acts of sexual violence fully and immediately, and also reiterates its call upon those parties to undertake specific time-bound commitments to combat sexual violence, including, inter alia, clear orders through their chain of command prohibiting sexual violence, accountability for breaches of such orders, provision for the prohibition of sexual violence in codes of conduct and manuals of military operations on the ground or the like, and specific commitments to investigate and fulfil alleged abuses in a timely manner; further calls upon all relevant parties to armed conflict to cooperate within these obligations with the personnel of United Nations missions involved in monitoring their implementation, and calls upon the parties to appoint, as appropriate, a high-level representative responsible for ensuring the implementation of these undertakings;",1
"1111","1. Reaffirms its concern about the continuing crisis and deterioration of the situation in CÃ´te d &apos; Ivoire, which constitutes a serious threat to peace and stability in the West African region;",0
"1112","""The Security Council condemns in the strongest terms the terrorist attacks that took place in Algiers on 11 December 2007, near the Supreme Court and United Nations offices, resulting in a large number of deaths and injuries, and expresses its deepest sympathy and condolences to the victims of this heinous act of terrorism and their families, and to the people and Government of Algeria.",1
"1113","However, detection and prevention mechanisms are often not applied at borders owing to inadequate application of risk indicators and targeting criteria; lack of information exchange and cooperation between customs officials, law enforcement and immigration services and financial intelligence units; and lack of dedicated human and material resources.",1
"1114","The Commission also obtained and verified information on several additional incidents, including attacks on civilians, based on information and evidence received in the course of its work.",0
"1115","One site was closed this month and another 12 sites are awaiting closure.",0
"1116","Restrictions on freedom of movement were also put in place.",0
"1117","59. In my previous reports, I indicated that it was unlikely that the planned construction projects to support DIS operations, including the drilling of water wells for police stations, would be completed before 31 December 2010.",0
"1118","To this end, the Department of Local Administration has set several reference goals as vital to this process, including the establishment of the three committees decided by the municipal councils, namely, the Policy and Finance Committee, the Community Committee and the Mediation Committee.",0
"1119","Urges States and all other parties to the armed conflict to make every effort to prevent violations of international humanitarian law against civilians, including journalists, media personnel and associated personnel.",1
"1120","Given the limited jurisdiction of the Serious Crimes Unit and the failure of the Indonesian ad hoc court process, additional remedial measures may be required to achieve justice.",1
"1121","The Council considers activities aimed at strengthening the rule of law to be critical in peacebuilding strategies in post-conflict societies and underlines the role of the Peacebuilding Commission in this regard.",0
"1122","The participants committed themselves to consolidating efforts to combat Boko Haram and pledged to complete the construction of a joint multinational force headquarters in Nigeria by 20 November and to deploy a military force within national borders, with the participation of each country, with a military contingent of 700 troops.",0
"1123","The European Union condemns such acts of violence committed by the Maoists and by the Nepalese people for their enormous suffering and hardship.",1
"1124","Loss of profits on a particular project",0
"1125","It also noted that acts of terrorism were considered ordinary offences and were dealt with under standard criminal procedures, rather than under special provisions or before special courts.",1
"1126","Africans have clearly expressed their concerns about the situation in Zimbabwe.",1
"1127","One speaker stated that this was due to the frustration and isolation of many Member States over the work of the Council.",1
"1128","In that context, we remain concerned about the most vulnerable groups in Timor-Leste: the poor and the displaced.",1
"1129","The international community has clearly expressed its strong condemnation of those actions, through the General Assembly, the Human Rights Council and a group of friends in Syria, which have a large and wide participation.",1
"1130","60. However, abuse of children &apos; s rights, including sexual violence, remains a serious concern throughout the country.",0
"1131","These meetings provide the Committee with valuable information on the implementation of the sanctions regime and on the threat posed by Al-Qaida and its associates, and provide a forum for intelligence and security officials in various countries to interact with each other and with the Team and exchange information.",1
"1132","9. Another thing, my Abkhaz brothers, is that we are not alone.",0
"1133","Secretary-General of the League of Arab States",0
"1134","Most children formerly associated with armed groups in Nepal have left those groups without any measures being taken for their recovery and reintegration or any framework for their protection.",0
"1135","The project will be implemented by the United Nations Office for Project Services and implemented by the municipalities of Pristina and Gnjilane.",0
"1136","The National Election Monitoring Authority, an alliance of 14 civil and non-governmental organizations, sent some 1,437 accredited observers to the field on polling day.",0
"1137","There is no doubt that all these measures have had an impact on raising awareness, developing common understanding and addressing the risks and threats of incitement.",0
"1138","Actions that might diminish confidence in the outcome of the negotiations must cease or be detrimental to them, and must be reversed.",1
"1139","Unfortunately, that position had not changed despite the Committee &apos; s numerous attempts to cooperate.",1
"1140","There is a real awareness of the challenges faced by each individual country.",1
"1141","We are concerned that the security situation remains problematic.",1
"1142","3. The perpetrator of such acts shall be punished by imprisonment for up to fifteen years, with confiscation of his property, if the Court so decides, or by an exceptional judgement;",1
"1143","UNFICYP was sometimes forced to take bypass roads that could not be used at night.",0
"1144","As we have seen in Mali, that can leave the State vulnerable to civil strife.",0
"1145","Thus, voters in the north will use eight cards to vote, while voters in the south will use 12 cards to vote.",0
"1146","""The Security Council stresses that all civilians affected by armed conflict, including those who suffer losses as a result of lawful acts under international law, deserve assistance and recognition with regard to their inherent dignity as human beings.",1
"1147","I am deeply concerned that sexual violence against children will weaken the prospects for peaceful coexistence in Darfur for years to come.",1
"1148","The Government has offered to provide land and facilities such as electricity, water and sanitation free of charge to the organization.",0
"1149","40. During the past month and a half, the Haitian authorities have made some initial attempts to address the administration of justice and detention issues.",1
"1150","The members of the Security Council also condemned the continuing attacks on Yemeni security forces in Hadramawt on 9 October and in El Obeid on 8 October, aimed at undermining stability in Yemen.",1
"1151","Cuba once again comes to the Security Council to condemn and strongly condemn the complicity of the United States Government and its absolute responsibility for the release of this person.",1
"1152","Timor-Leste continues to face important challenges in reducing poverty and creating employment opportunities, particularly for its young population.",1
"1153","Done at the city of Coronado on 6 July 2005, at 2 p.m.",0
"1154","The relatively slow growth of the Haitian economy was due in part to its limited absorptive capacity.",0
"1155","We strongly condemn this morning &apos; s brutal attack on the Imams Ali al-Hadi and Hassan &apos; s military mosque in Samarra, and we share the Iraqi people &apos; s anger at that crime. It is yet another deliberate attempt by terrorists to sow the seeds of discord and fuel sectarian conflict among the Iraqi people.",1
"1156","Pursuant to paragraph 18 of its resolution 2100 (2013), France provided the Security Council with four reports providing information on six combat operations undertaken to address ""an imminent and serious threat"" and highlighting the work of the coordination and operational support detachments for MINUSMA and the assistance provided by the French forces in the care of the wounded.",1
"1157","The withholding of this level of funding will paralyse any Government, let alone an occupying Power. If these funds are not released immediately, this measure will threaten the State-building gains made by the Palestinian Authority, including the promotion of good governance for the benefit of the Palestinian people and the development of security forces that maintain law and order in the West Bank.",1
"1158","Demands that all parties put an end to violence and attacks on civilians, peacekeepers, humanitarian assistance and other violations of human rights and international humanitarian law...",1
"1159","Kinshasa and other areas in the west of the country have experienced relatively low levels of threat, although crime rates remain a source of concern.",1
"1160","Accordingly, the Secretary-General considered the recent events in Zimbabwe to be ""unfortunate.""",1
"1161","I urge Hamas to respond to those appeals.",1
"1162","Stressing in this context the importance of further progress by the Government of [the affected country] in ending impunity, strengthening judicial institutions, the rule of law and respect for human rights within [the affected country], including the human rights of women and girls, and in rebuilding and reforming the prison sector in [the affected country],",0
"1163","The status of consideration of each case as at 31 January 2013 is described in annex I.",0
"1164","When dealing with the situation in Haiti within the framework of the United Nations, almost all attention is always focused on so-called security issues, which in practice reduces the urgent attention required to the country &apos; s serious structural, economic and social problems.",1
"1165","III. WORK AND REPORT OF THE GROUP",0
"1166","In that context, we believe that it is important that the Security Council pay the utmost attention to the threats posed by fundamentalist and extremist religious organizations such as the Liberation Party and urge the Council to impose severe sanctions on terrorist organizations.",1
"1167","In particular, we condemn any attempt to force UNMIK into any kind of so-called joint rule, as well as any interference with the individual authorities of the Special Representative.",1
"1168","Recalling the exceptional circumstances in New York City arising from storm Sandy,",0
"1169","The Council can play an important role in ensuring that reparation programmes are established to meet the needs of victims.",0
"1170","The Mission &apos; s four strategic priorities are to build institutions and capacity at the management level; to combat organized crime and corruption; to achieve financial sustainability and sustainability; and to strengthen police independence and accountability.",0
"1171","However, he did not try to do any of these things.",0
"1172","I urge the Congolese authorities and other stakeholders to take the necessary steps to put an end to these actions, which may undermine the credibility of the elections and increase the risk of violence.",1
"1173","Adoption of the revised guidelines pursuant to resolution 1904 (2009)",0
"1174","More than 720,000 passengers have used UNHCR-sponsored inter-entity bus lines since the beginning of 1998.",0
"1175","57. FAO is also providing technical and legal support to the Federal Government of Somalia to facilitate the adoption of a robust legal framework for fisheries, including the establishment of a Somali federal fisheries authority, under the supervision of the Ministry of Fisheries and Marine Resources.",0
"1176","Reiterating its deep concern that, despite its repeated condemnation of violence against women and children, including all forms of sexual violence in situations of armed conflict, and despite its calls to all parties to armed conflict to cease such acts immediately, such acts continue to be committed and, in some cases, have been systematic and widespread.",1
"1177","The Government also shares a number of concerns expressed in the report on, inter alia, human rights and the situation of women and children.",1
"1178","The Council also heard a briefing by the United Nations High Commissioner for Refugees on the link between forced population movement and international peace and security.",0
"1179","The Commission was unable to confirm the Government &apos; s claim that wounded soldiers and civilians had been killed inside the hospital building.",1
"1180","The Monitoring Group learned from a former senior PFDJ official with direct knowledge of Eritrea &apos; s trade and finance sector that:",0
"1181","The negative impact of the Libyan situation, which poses a threat to continued peace and stability in the region, will grow, and China expresses its deep concern in this regard.",1
"1182","It follows from the above definition of international conflict that a non-international dispute does not involve two States.",0
"1183","15. There is a high risk of the increased use by terrorists, groups and individuals, of modern information and communications technologies for recruitment, incitement and fund-raising, often across international borders.",1
"1184","The Council condemns all other violations of international law committed against children during armed conflict, including international humanitarian law, international human rights law and international refugee law.",1
"1185","The failure of the police leadership to punish the attacks of 23 and 24 May in which some officers of the police force were involved was due to the breakdown of the chain of command, the existing party discord and the previous limited accountability.",1
"1186","The successful prosecution of suspected pirates and the imprisonment of convicted pirates are a powerful message to the perpetrators and their supporters that they will not be able to go unpunished.",0
"1187","The issue of disarmament and the arrest of the perpetrators of those atrocities is the most important and shining requirement of the Council and an example of the failure of the Government to fulfil its responsibilities.",1
"1188","That is why we condemn terrorism.",1
"1189","The second point I would like to highlight today is our continuing concern for the well-being of the innocent population in Gaza and in towns and cities in southern Israel.",1
"1190","Reaffirming that acts of terrorism must not be allowed to disrupt Iraq &apos; s political and economic transition, and reaffirming further the obligations of Member States under resolution 1618 (2005) of 4 August 2005 and other relevant international resolutions and conventions, including on issues such as terrorist activities in or from Iraq or against its citizens,",1
"1191","The Australian Government, which currently chairs the Wassenaar Arrangement, has presented an initiative to reduce the risks of the use of these systems to the ASEAN Regional Forum.",0
"1192","58. In order to achieve sustainable return and create viable minority communities, there is a need for decentralization, which will improve the ability of non-Albanian communities in Kosovo to protect their identities and livelihoods, build confidence in the future and encourage them to play a more active role in Kosovo &apos; s administrative institutions.",0
"1193","In particular, they explained that the amended law on the Independent Electoral Commission did not provide for the representation of the Forces nouvelles in its subsidiary organs and did not confirm the primacy of the Independent Electoral Commission over the National Institute of Statistics in the electoral process.",1
"1194","Al-Qaida &apos; s arsenal of weapons in the Islamic Maghreb could now include sophisticated anti-aircraft weapons coming from Libya, although they are unlikely to remain operational.",1
"1195","66. The vast majority of abductions and enforced disappearances are linked to the Korean war and the organized movement of ethnic Koreans from Japan, which began in 1959.",0
"1196","In addition, on 29 July, UNOMIG issued a report on violations due to the establishment of an Abkhaz ""tax"" centre 50 metres from a CIS peacekeeping force checkpoint in violation of the Gali Protocol of 12 May 2005 (see S/2005/453, para.",1
"1197","I am deeply concerned about the recent escalation between Gaza and Israel.",1
"1198","The Council condemns all attacks by local and foreign armed groups that threaten the population, peace and stability of the Central African Republic and the subregion, including the attacks on Birao by the Rassemblement des patriotes pour la justice et la paix on 19 July and 24 November.",1
"1199","B. Killing and maiming of children",0
"1200","4. In CÃ´te d &apos; Ivoire, the Group was in close contact with the political, police and military branches of UNOCI.",0
"1201","50. The situation in Libya (22 February 2011; 16 December 2013).",0
"1202","56. Japan Broadcasting Corporation TBS on 3 January 2012",0
"1203","His innovation was the transfer of the target from Muslim countries to the West, particularly the United States of America; as a conflict between Islam and its enemies, he was able to bring together several diverse and often rival groups under one banner.",1
"1204","However, as the public authority responsible for policy-making, the Government also has a responsibility to deal with critical problems that arise within or between institutions.",0
"1205","67. I renew my call for the immediate and unconditional release of all innocent seafarers held hostage in Somalia, so that they can join their families.",1
"1206","So live God the Arabs and convey our greetings to our brothers in all the Arab countries and to all the good people and to the addresses to which you wish to convey greetings.",0
"1207","These expenses are usually considered overheads, and these costs can be incorporated into the price in a variety of ways.",0
"1208","25. Directs the Committee to expedite the de-listing of individuals and entities no longer subject to the criteria set out in paragraph 2 above, on a case-by-case basis, and requests the Committee to give due consideration to requests for de-listing of individuals who have entered into reconciliation, in accordance with the communiquÃ© of the Kabul Conference of 20 July 2010 on dialogue with those who renounce violence and have no connection with international terrorist organizations, including Al-Qaida, respect the Constitution, including its human rights provisions, in particular women &apos; s rights, and have the will to participate in the building and peace in Afghanistan, as elaborated in the principles and outcome of the Bonn Conference of 5 December 2011 with the support of the Government of Afghanistan and the international community;",0
"1209","Some southern parties other than the Sudan People &apos; s Liberation Movement also joined the Government of National Unity.",0
"1210",":: Are all the relevant provisions of the Criminal Code applicable in all the following circumstances:",0
"1211","At the same time, my delegation believes that elected representatives of ethnic minorities in the Assembly, in particular Serb representatives, would achieve better results and greater benefits for their voters if they took a more participatory approach, rather than withdrawing from the Assembly whenever they faced a difficult situation.",1
"1212","His children were between 1 and 16 years old.",0
"1213","The Government continued to pay civil servants &apos; salaries, although it still owed three months of civil servants &apos; salary arrears for 2008.",0
"1214","At the same time, the Assistant Secretary-General felt that all should condemn the inflammatory statements made by armed groups threatening to block voting in areas in eastern Ukraine and to hold their own elections on 2 November, in violation of the Constitution and national law.",1
"1215","The Committee recommends that the following persons be prosecuted with regard to the illegal possession, use and transfer of PNTL weapons on 8 May and/or 21 May: Rogerio Lobato, Ozipio Salsenha, Antonio da Cruz, Vicente da KonciÃ§ao, also known as Ray Los, Matos dos Santos Pereira, also known as Mauracan, Leonardo Lobato, also known as Grey Harana, Antonio Lourdes, also known as 55, Marcos da Silva Bedade, also known as Labada, Francisco and Santa Cruz.",1
"1216","Most people in the region rightly refuse to return to the status quo ante, since any truce based on such limited results cannot be expected to continue.",1
"1217","28. Fourth, that intersection poses a direct threat to the safety and security of mission personnel.",1
"1218","The Executive Directorate will assist the Committee in initiating a discussion to explore the needs of States for technical assistance to implement resolution 1624 (2005) and to facilitate the provision of such assistance, as appropriate.",0
"1219","Concerned about armed activities and acts of banditry in [affected countries], which pose a threat to the security of the civilian population and the conduct of humanitarian operations in those areas and to the stability of those countries, resulting in serious violations of human rights and international humanitarian law.",1
"1220","Such acts are totally unacceptable and the Palestinian Authority must put an end to such attacks and bring the perpetrators to justice.",1
"1221","The Committee notes with concern the irregular procedures for the possession of weapons in force in F-FDTL for several years.",1
"1222","""The Security Council commends the efforts under Operation Atalanta of the European Union, the operations of the Protection Coalition (Allied Protector) and the Ocean Shield of the North Atlantic Treaty Organization (NATO), led by NATO member States, and the Combined Maritime Forces Joint Task Force 151, led by Denmark, India, Japan, Malaysia, Pakistan, the Republic of Korea, New Zealand, Singapore, Thailand, Turkey and the United States, and the efforts of other States acting in their national capacity in cooperation with and among Somali authorities to suppress piracy and protect vulnerable ships crossing the waters off the coast of Somalia, and expresses its appreciation for the efforts of Member States, including China, India, Japan, Malaysia, the Republic of Korea, the Russian Federation and the Republic of Korea, which have deployed vessels and/or aircraft in the region, as described in the report of the Secretary-General (S/2012/783).",0
"1223","24. Lebanese President Sleiman Farenghe invited Syrian forces to enter Lebanon in May 1976 in the early stages of Lebanon &apos; s civil war.",0
"1224","We are confident that these groups will not be able to undermine the electoral process at the national level.",1
"1225","The Palestinians must end the incitement of the public to violence and do their utmost to prevent militants from attacking Israel, thereby provoking an Israeli response.",1
"1226","We are particularly concerned about the indiscriminate proliferation of weapons in Libya and beyond its borders as a result of the conflict.",1
"1227","The notifications were formulated in accordance with paragraph 24 of the Eighteenth ""E4"" Report.",0
"1228","The actions of the PNTL were publicly condemned as being oblivious and disrespectful to one of the former leaders of the resistance.",1
"1229","In this statement, I would like to take an opportunity to announce that my service as Chief Prosecutor of the Task Force will expire on 23 August.",0
"1230","In this regard, the Security Council commends the support provided by neighbouring States to refugees from the Democratic Republic of the Congo.",0
"1231","We are concerned about the increase in insurgency activity in some areas of Afghanistan.",1
"1232","The Commission received evidence that civilians had been abducted by the camp &apos; s leaders and subsequently detained inside the camp, where they were tortured and charged with heavy labour.",0
"1233","The Court &apos; s Trial Chamber &apos; s decision to issue a warrant for the arrest of a Head of State on 4 March 2009 triggered a major public reaction and set hopes for peace and stability a new setback.",1
"1234","S/RES/2116 (2013), pp. 11",0
"1235","The food situation is expected to worsen during 2005 owing to crop scarcity in September/October 2004.",0
"1236","The Security Council notes that, with the consent of the host States, United Nations multidisciplinary assessment teams can provide assistance and support in separating combatants from civilians.",0
"1237","Despite all of the above, we continue to believe that a military solution - on the contrary, we are confident that it would be counterproductive.",1
"1238","Asylum procedures are protected against abuse by terrorists in seven States, partly in one State.",0
"1239","Abdelrahman Mohamed Zafar Al-Dubaidi Al-Qaida or any of its affiliates or associated, splinter or subsidiary groups are associated with Al-Qaida because of ""co-financing, planning, facilitating, preparing or committing the actions or activities of [Nusra Front for the Levant, also known as the Al-Nusra Front (QE.A.137.14) ], or participating in, on behalf of, on behalf of, or in support of, and ""recruitment for its benefit.""",1
"1240","I am concerned that this parliamentary vote and the stalemate within Parliament could waste the gains made by Somali stakeholders and their partners with great difficulty.",1
"1241","The situation in Somalia (17 March 1992; 26 May 2009)",0
"1242","The floods covered a total of 200,000 square metres of land and 49 villages were partially flooded, including 10,406 houses.",0
"1243","49. Many challenges remain in combating impunity, particularly because of the limited capacity of civilians and military judicial authorities to conduct independent and thorough investigations and provide protection to victims and witnesses.",1
"1244","All of this requires a strong war against the unarmed actors, whose presence poses a threat and an obstacle to the full exercise of sovereignty by the Afghan State.",1
"1245","With the addition of these assets, valued at $2,319,386, the total assets frozen in 32 reporting States were approximately $91 million (at June 2005 exchange rates), excluding assets frozen in five States that had not been identified.",0
"1246","This group remains one of the most powerful extremist armed groups in Iraq.",1
"1247","It also affirms that Rwanda must use its strong influence to ensure that RCD does not take such action.",1
"1248","The situation in Côte d &apos; Ivoire (20 December 2002; 30 July 2009)",0
"1249","While we are pleased that more than 10 million Afghan voters have been registered, we are concerned that there has been insufficient voter registration in the southern and south-eastern parts of Afghanistan due to security concerns.",1
"1250","Furthermore, Chile believes that operative paragraph 2 of the draft resolution contains only a condemnation of suicide attacks against civilians.",1
"1251","To be held in private on Tuesday, 30 April 2013, at 9.30 a.m.",0
"1252","The report of the assessment mission points to growing concern about the humanitarian and economic impact of the crisis on the Sahel region.",1
"1253",":: 14 March 2005, a counter-demonstration led by Christians and Sunnis demanding the withdrawal of Syrian forces and the arrest of heads of security and intelligence services.",1
"1254","This system has been significantly weakened over the past decade, and restrictive laws granting broad powers to the executive have severely weakened the effectiveness of the judiciary.",0
"1255","Judgements will be delivered in the Simba and Seromba cases later this year.",0
"1256","We urgently appeal to them to increase their support for the collective initiatives that our States will take, within the framework of the Nouakchott process, to address the threat that terrorism, violent extremism and transnational organized crime pose to international peace and security.",1
"1257","However, we remain concerned that there is too much focus on visits to developing countries.",1
"1258","The situation in the India/Pakistan subcontinent (see S/10435, S/10462, S/10471 and S/10479).",0
"1259","""The Security Council renews its call to the Government of the Central African Republic to revive efforts to reform security sector institutions, which are an essential component of the peacebuilding process in the Central African Republic, to address the pervasive phenomenon of impunity, to strengthen the rule of law and to increase respect for human rights.",0
"1260","I. GENERAL PROTECTION CONCERNS RELATING TO CONFLICT-affected populations",1
"1261","The Israeli people, who had hoped that Israel &apos; s withdrawal from Lebanon -- which this Council ratified six years ago -- would bring security along its northern borders, found themselves exposed to ongoing rocket attacks by Hizbullah, which, day after day, reached even deeper within Israel &apos; s territory.",1
"1262","S/RES/1564 (2004), op.6",0
"1263","Reiterates its appeal to national authorities to end impunity, including by bringing to justice without delay perpetrators of serious violations of human rights and international humanitarian law, and to take into account, when selecting candidates for official positions, including key positions in the armed forces, the national police and other security services, the past work of candidates in terms of respect for international humanitarian law and international human rights law.",1
"1264","However, my delegation notes with regret that the security situation continues to give rise to concern.",1
"1265","Two States apply special criminal procedures, such as preventive detention and granting ""special powers"" to certain investigative methods.",0
"1266","To be held on Wednesday, 19 December 2012, at 3.15 p.m.",0
"1267","Although the Defence Forces indicated in 2006 that they had 1,200 M16 weapons in their possession, records reveal the loss of 45 of the same type of weapons, three FN-FCN semi-machine guns, three SKS and two Uzi weapons, all of which were in the custody and control of FN-FCN.",1
"1268","The Assistant Secretary-General briefed on political developments in Ukraine, including the holding of parliamentary elections on 26 October and the rebel elections in Donetsk and Lugansk on 2 November, which had been denounced by the Secretary-General and many in the international community.",1
"1269","At the request of the Alliance of Patriots for a Free and Sovereign Congo, MONUC supported the efforts of the Alliance for Integration into the Armed Forces.",0
"1270","The documents collected from the former Syrian intelligence centre in Villa Gabr, located in the Bolonia forest, Lebanon, and one of the telephone calls intercepted between Brigadier General Ghazaleh and a prominent Lebanese official on 19 July 2004, at 9.45 a.m., include the following:",0
"1271","This approach was also taken with regard to the preparatory meeting in the Charles Taylor case in The Hague.",0
"1272","47. The Team continued its work to develop links with academia and civil society experts to deepen understanding of the changing nature of the threat posed by Al-Qaida and associated individuals and entities, through dialogue with relevant scholars and academic bodies.",1
"1273","The oversight body and the Supreme Council of the Public Prosecution Service have yet to be established.",1
"1274","However, some leaders in Mogadishu accused the President of having travelled to Ethiopian territory to obtain arms and soldiers to carry out his future activities in Somalia.",1
"1275","Border control requires the development of measures and practices for appropriate screening of travellers, refugees and asylum-seekers, effective inspection and inspection of goods and luggage of travellers, and detection and prevention of the smuggling of small arms and light weapons, cash and negotiable and bearer instruments.",0
"1276","Import-export of arms: monitoring and control of smuggling",0
"1277","However, little information is available on the level of implementation of those operational rules.",1
"1278","This situation is exacerbated by the significant rise in commodity prices and seeds.",0
"1279","Five States have not yet acceded to the Firearms Protocol, but almost all States have applied OAS legislation criminalizing the illicit manufacture, possession and trafficking of small arms and light weapons, ammunition and explosives.",1
"1280","INTERPOL commented that the more information contained in the special notices, in particular fingerprints, photographs and passport numbers in the restricted versions available only to the law enforcement agencies of its member countries, the more useful and unlikely incidents such as those referred to above would be. INTERPOL also offered to provide guidance to its members on the scope of the sanctions regime. In addition, it suggested the creation of a permanent United Nations query point to answer questions and ensure the timely provision of additional relevant information on listed individuals when made available by Member States.",0
"1281","Attacks were also launched in 2001 and 2002, but the intensity, intensity and frequency of attacks increased markedly in early 2003.",0
"1282","The parties are responsible for ensuring that no violations are committed by their respective military forces, and I would like to encourage the parties to adhere more fully to the provisions of the military agreements and to extend their full cooperation to MONUC with a view to maintaining the ceasefire and ensuring adherence to the basic principles of peacekeeping.",0
