"","en_es_DEEP","VerConf"
"751","Sin duda, el terrorismo representa una de las amenazas más graves a la paz y la seguridad internacionales y sigue siendo un motivo importante de preocupación no sólo para los Estados africanos sino para la comunidad internacional en su conjunto.",1
"752","Sin embargo, el Equipo recomienda que el Consejo de Seguridad señale a los Estados Miembros que están obligados por el régimen de sanciones a impedir el uso de Internet para el suministro, la venta o la transferencia directa o indirecta de asesoramiento técnico, asistencia o entrenamiento relacionado con actividades militares. actividades a personas y entidades incluidas en la Lista desde sus territorios o por sus nacionales fuera de sus territorios.",1
"753","Esta evidencia existe en Kisangani, Bunia y Moba.",0
"754","El exitoso procesamiento de los presuntos piratas y el encarcelamiento de los condenados enviaron un fuerte mensaje a los perpetradores y sus partidarios de que no se permitiría la impunidad.",0
"755","Al 2 de febrero de 2010, sólo se habían recibido 27 respuestas.",0
"756","48. La situación en el Chad, la República Centroafricana y la subregión (27 de agosto de 2007; 20 de diciembre de 2010).",0
"757","A juicio de la delegación del Togo, todas esas cuestiones exigen medidas rápidas para evitar que la región del Sahel se hunda en una inseguridad total, lo que sería muy perjudicial para su desarrollo.",1
"758","Sin embargo, el proceso también ha ilustrado cuán importantes son aún los desafíos para el sector de seguridad de Liberia, especialmente con respecto a las capacidades de logística, comunicaciones y movilidad de la policía y el servicio de inmigración.",1
"759","Los intentos de desestabilizar la situación interna en el Líbano mediante asesinatos políticos son inaceptables.",1
"760","Los soldados, que estaban armados con armas M16 y granadas propulsadas por rifles, fueron entonces objeto de intenso fuego con armas automáticas desde el este. Respondieron con intenso fuego, incluido el lanzamiento de varias granadas, y fueron reforzados por soldados de las F-FDTL durante todo el día.",0
"761","51. Derribo de dos aeronaves civiles el 24 de febrero de 1996 (véanse S/1996/15/Add.8 y 29).",0
"762","43. El Consejo de Seguridad y sus grupos de vigilancia de las sanciones han tratado de mejorar la vigilancia de las excepciones a los embargos de armas vigentes en la República Democrática del Congo y Liberia.",0
"763","El coronel Reis y el señor Malik tuvieron un acalorado intercambio verbal.",1
"764","El incumplimiento de las obligaciones dimanantes de la Carta debería tener consecuencias para cualquier Estado Miembro, y el Sudán no debería ser una excepción.",1
"765","Si bien esto es constructivo, todavía no se están llevando a cabo negociaciones directas sin condiciones previas, en las que se esperaría que las partes presentaran propuestas territoriales y de seguridad en un plazo de 90 días.",1
"766","Para otra delegación, la protección activa de los civiles no debe confundirse con la neutralización de los grupos armados mediante actividades agresivas.",1
"767","La República de Sudán del Sur está sumamente preocupada por el deterioro de la situación de seguridad en las zonas fronterizas tanto de la República del Sudán como de la República de Sudán del Sur.",1
"768","360. De la información reunida y verificada por la Comisión se desprende que la violación u otras formas de violencia sexual cometidas por los Janjaweed y los soldados del Gobierno en Darfur fueron generalizadas y sistemáticas y, por lo tanto, bien pueden constituir un crimen de lesa humanidad.",0
"769","Exclusión de la lista 25. Encarga al Comité que elimine rápidamente, caso por caso, a las personas y entidades que ya no cumplan con los criterios de inclusión descritos en el párrafo 2 anterior, y solicita que el Comité dé debida consideración a las solicitudes de eliminación de personas que se hayan conciliado , de conformidad con el Comunicado de la Conferencia de Kabul de 20 de julio de 2010 sobre el diálogo para todos aquellos que renuncian a la violencia, no tienen vínculos con organizaciones terroristas internacionales, incluida Al-Qaida, respetan la Constitución, incluidas sus disposiciones sobre derechos humanos, en particular los derechos de las mujeres, y están dispuestos a unirse a la construcción de un Afganistán pacífico, y como se detalla en los principios y resultados de las Conclusiones de la Conferencia de Bonn del 5 de diciembre de 2011, respaldadas por el Gobierno de Afganistán y la comunidad internacional;",0
"770","Retamos a cualquiera a decir que ahora hay un solo brote de violencia o batalla en cualquier parte del Sudán.",1
"771","Actual presidente del Consejo de la Liga",0
"772","Nos preocupa el aumento de la insurgencia en determinadas partes del Afganistán.",1
"773","Por un lado, había quienes consideraban natural que un país defina los requisitos para obtener la ciudadanía o la nacionalidad, mientras que, por el otro, había quienes denunciaban que la explotación de este concepto había estado en el origen de la crisis en Costa de Marfil. de Marfil.",1
"774","En el plazo de una semana después de que el Comité adopte sus orientaciones de política en un área determinada, la Dirección Ejecutiva debe desarrollar un plan para implementarlas y presentarlo al Comité para su aprobación.",0
"775","En cuanto a las dimensiones militares de la reforma del sector de la seguridad, el Gobierno ha dejado claro que desea depender en gran medida de la ayuda bilateral para fortalecer las capacidades del ejército.",1
"776","La Sala de Primera Instancia espera dictar sentencia en mayo de 2010.",0
"777","Tuvo que conducir unos 20 kilómetros hacia el sur para obtener un sello de entrada oficial.",0
"778","En ese contexto, seguimos preocupados por los más vulnerables en Timor-Leste: los pobres y los desplazados.",1
"779","15. Una amenaza particular ha surgido del uso cada vez mayor por parte de grupos y personas terroristas de nuevas tecnologías de la información y las comunicaciones para el reclutamiento, la incitación y la recaudación de fondos, a menudo a través de fronteras internacionales.",1
"780","Sin embargo, el motivo de su creación puede calificarse más de ""vía rápida"" que de conveniencia, sobre todo teniendo en cuenta que, según los informes, la audiencia de un cargo punible con la muerte no puede durar más de una hora.",0
"781","1.1 Nauru es una nación insular única situada en el Pacífico central, a unos 41 kilómetros al sur del ecuador, en la latitud 0° 32 y la longitud 166° 56' E.",0
"782","B. Reclamaciones de terceros 12 6",0
"783","3. En su raíz, el terrorismo se opone a los valores fundamentales de la humanidad consagrados en la Carta de las Naciones Unidas y en documentos esenciales de derechos humanos.",1
"784","También esperamos que con la diplomacia acumulada aquí podamos hacerlo mejor.",0
"785","Según informes, el ejército nacional mantiene actualmente el bosque bajo vigilancia.",0
"786","Además, el 29 de julio, la UNOMIG emitió un informe de violación por el establecimiento de un puesto de ""impuestos"" abjasio a 50 metros de un puesto de control de las fuerzas de mantenimiento de la paz de la CEI, en violación del Protocolo de Gali del 12 de mayo de 2005 (véase S/2005/453, párr. 4). ).",1
"787","Como UNAMA, seríamos irresponsables si no hiciéramos un llamamiento a la comunidad internacional, al Gobierno del Pakistán y al Gobierno del Afganistán y a sus fuerzas nacionales para que pusieran fin a esa situación, particularmente en la frontera sur.",1
"788","Esta disposición clave de la resolución aún no se ha aplicado y reafirma una decisión a la que se comprometieron todos los libaneses en el Acuerdo de Taif de 1989, tras la guerra civil.",1
"789","El nuevo Gobierno democrático del Pakistán ha heredado desafíos políticos, económicos y de seguridad imponentes.",1
"790",":: Burundi ocupa el último lugar en el Índice Mundial del Hambre de 2013 (igual que en 2012)",0
"791","1-3 tramos a pie/ 1 o 2 camionetas 10 diciembre 2013",0
"792","Es parte de un mantra repetido constantemente ante este Consejo que ya no es cierto por su repetición, que ignora tanto las responsabilidades palestinas como los derechos israelíes, y que no reconoce las atroces dificultades que enfrentan las fuerzas israelíes al tratar de proteger a sus ciudadanos y minimizar el daño. a las vidas palestinas cuando los terroristas a los que se enfrentan muestran tan poca preocupación por las vidas palestinas como por las israelíes.",1
"793","b) Participar activamente en el Grupo de Trabajo sobre la Ejecución de la Lucha contra el Terrorismo establecido para ayudar a los Estados Miembros en la aplicación de la Estrategia Mundial.",0
"794","Cada año se exportan unos 2 millones de animales, lo que genera alrededor del 40 por ciento del PIB.",0
"795","Si Afganistán se vuelve menos atractivo en términos de objetivos para los grupos militantes, es posible que reorienten sus esfuerzos en su propio país o en otros países.",0
"796","El próximo pago está previsto para el 26 de enero de 2012.",0
"797","II. PREPARATIVOS PARA LAS ELECCIONES PRESIDENCIALES",0
"798","El 14 de abril de 2012, el Consejo de Seguridad adoptó la resolución 2042 (2012), en la que se destacó el compromiso del Gobierno sirio de aplicar la propuesta de seis puntos del Enviado Especial de las Naciones Unidas, Sr. Annan; pidió la implementación urgente, integral e inmediata de todos los elementos de la propuesta; pidió a todas las partes en Siria, incluida la oposición, que cesen inmediatamente toda violencia armada en todas sus formas; y expresó su intención de establecer inmediatamente, después de consultas entre el Secretario General y el Gobierno sirio, una misión de supervisión de las Naciones Unidas en Siria para vigilar el cese de la violencia armada en todas sus formas por parte de todas las partes.",1
"799","609. La recomendación de la Comisión de que el Consejo de Seguridad se remita a la Corte Penal Internacional se basa en la suposición correcta de que los tribunales sudaneses no quieren ni pueden enjuiciar los numerosos crímenes internacionales perpetrados en Darfur desde 2003.",0
"800","Declaración III. Estado de flujos de efectivo correspondiente al bienio finalizado el 31 de diciembre de 2007",0
"801","Echar la culpa, encontrar chivos expiatorios para los fracasos en Afganistán y pedir a quienes ya están haciendo más que hagan aún más es injusto e inaceptable y, en última instancia, será contraproducente.",1
"802","Una vez más, condenamos el asesinato de civiles, tanto del lado palestino como del israelí.",1
"803","La mitad de los Estados de la subregión carecen de penalización del reclutamiento de miembros de grupos terroristas.",0
"804","Evaluación del sector del oro 31",0
"805","52. Las presuntas violaciones de menores, incluidas niñas muy jóvenes, siguen siendo una cuestión muy preocupante. La MONUC ha participado periódicamente en comisiones regionales sobre violencia sexual como medio para fortalecer el apoyo a los niños víctimas de violación.",0
"806","La República Popular Democrática de Corea rechaza categóricamente la resolución de derechos humanos contra la RPDC, fabricada sobre la base de complots, mentiras y desinformación y forzada por los Estados Unidos y otros países hostiles de manera prepotente y arbitraria.",1
"807","Abdelrahman Mouhamad Zafir al Dabidi al Jahani está asociado con Al-Qaida o cualquier célula, afiliado, grupo disidente o derivado de este por ""participar en la financiación, planificación, facilitación, preparación o perpetración de actos o actividades por parte de, junto con, bajo el nombre de, en nombre de, o en apoyo de"" y ""reclutamiento para"" Jabhet al-Nusra, alias del Frente Al-Nusrah para el Pueblo del Levante (QE.A.137.14).",1
"808","Inspección de radiación. y Unidad de Control del Departamento de Inspección del Trabajo",0
"809","30. La División de Asuntos del Consejo de Seguridad también gestionó el sitio web del Comité de conformidad con sus directrices, incluida la actualización de la lista de sanciones del Comité del Consejo de Seguridad establecido en virtud de la resolución 1521 (2003).",0
"810","Podríamos continuar mencionando la pobreza generalizada, los problemas en la gestión de los recursos naturales, miles de refugiados y desplazados internos, otros miles de excombatientes que esperan su reintegración, sectores de seguridad débiles y no reformados, violaciones masivas de los derechos humanos y muchas otras amenazas que podría posiblemente alimentar nuevos conflictos.",1
"811","Comunicado de prensa emitido por el Gobierno de Eritrea el",0
"812","La Organización Al-Qaida en el Magreb Islámico (AQMI) (QE.T.14.01) ha adquirido importantes conocimientos especializados en secuestros para pedir rescate.",0
"813","4. Facultades de los miembros del Gobierno.",0
"814","Recomienda a los Jefes de Estado y de Gobierno que se ocupen inmediatamente del asunto.",0
"815","Además, muchas víctimas informaron a la Comisión de que tenían poca confianza en la imparcialidad del sistema de justicia sudanés y en su capacidad para llevar ante la justicia a los autores de los graves crímenes cometidos en Darfur.",1
"816","c) Responsable de los obstáculos a la libertad de circulación de la ONUCI y de las fuerzas francesas que la apoyan;",1
"817","Tres modelos para el futuro de la Oficina tienen credibilidad:",0
"818","La orden procesal enumeró las cuestiones a considerar en el juicio oral de la siguiente manera:",0
"819","Las consecuencias humanitarias de la continua violencia en el Iraq son motivo de gran preocupación para mi delegación.",1
"820","Mientras nos disponemos a debatir los desafíos de desarrollo que enfrenta el Afganistán, el reciente incidente pone de relieve el sombrío panorama relacionado con la situación de seguridad.",1
"821","Todos estamos profundamente preocupados por el deterioro de la situación de seguridad en Côte d'Ivoire, como quizás el Consejo haya podido comprobar en mi declaración de hoy.",1
"822","III. Aplicación del párrafo 9 de la resolución 1846 (2008)",0
"823","Las bombas de agua, adquiridas entre diciembre de 1990 y febrero de 1991, debían utilizarse para accionar los pozos en caso de avería de las plantas desaladoras.",0
"824","195. El valor de estos diamantes no se controla al exportarlos desde la República Unida de Tanzanía, ya que no se dispone de los conocimientos especializados necesarios para hacerlo, pero se pesan y se controla su valor al entrar en Amberes.",0
"825","Esta modificación se establece en los párrafos 58 a 66 del Informe de la Vigésima Tercera (A).",0
"826","De hecho, la falta de detalles ha significado que al inicio del examen existieran notificaciones especiales de INTERPOL y el Consejo de Seguridad de las Naciones Unidas, que son la herramienta clave para difundir información sobre las personas incluidas en la lista a los organismos encargados de hacer cumplir la ley, para 309 de los 488 nombres de la lista. ; el número asciende ahora a 361 y es probable que aumente.",1
"827","El órgano de supervisión, el Consejo Superior del Ministerio Público, aún no se ha creado.",1
"828","La comunidad internacional debería estar ahora preparada para actuar con la misma determinación para proteger los intereses de los serbios de Kosovo y otras comunidades minoritarias.",0
"829","Agregar Decretos Presidenciales Nos. 06-117 y 06-118 de 11 de abril de 2005.",0
"830","El Consejo de Seguridad también señala la importancia de una estrecha colaboración dentro y entre todos los organismos gubernamentales y con las organizaciones internacionales en la lucha contra el terrorismo y su incitación.",0
"831","Después de un largo enfrentamiento con la multitud, el subcomandante Babo desarmó a seis oficiales de la UIR del este y les quitó los chalecos antibalas. Fueron escoltados hasta los vehículos que los esperaban.",0
"832","Que se celebrará el viernes 20 de junio de 2003, a las 10.30 horas",0
"833","(y) Consultar con representantes relevantes de organizaciones internacionales, incluida la Asociación de Transporte Aéreo Internacional (IATA), la Organización de Aviación Civil Internacional (OACI) y la Organización Mundial de Aduanas (OMA), para promover el conocimiento y mejorar el cumplimiento de, la prohibición de viajar y el embargo de armas;",0
"834","Dijeron que después de los combates había muchos cadáveres, de soldados del Gobierno y del MPCI, que habían sido enterrados en una fosa común.",0
"835","El informe del Equipo examina por qué muchos Estados todavía no reconocen todo el potencial del régimen de sanciones.",1
"836","Que se celebrará el viernes 21 de octubre de 2011, a las 15.15 horas",0
"837","""El Consejo de Seguridad recuerda todas sus resoluciones y declaraciones sobre la lucha contra el terrorismo, reitera su enérgica condena del terrorismo en todas sus formas y manifestaciones, cometido por quien sea, dondequiera y con cualquier propósito, y expresa su determinación de combatir por todos los medios el terrorismo en todas sus formas. formas y manifestaciones de conformidad con la Carta de las Naciones Unidas y el derecho internacional, incluido el derecho internacional aplicable en materia de derechos humanos, refugiados y humanitario.",1
"838","Mi Gobierno cree no sólo que son contrarias al derecho internacional sino también que socavan el concepto del estado de derecho, que es un elemento clave en la lucha contra el terrorismo.",1
"839","Nicholas Williams (Reino Unido de Gran Bretaña e Irlanda del Norte)",0
"840","15. En los casos en que el Ombudsman recomiende que el Comité considere la posibilidad de eliminarlo de la lista, el requisito de que los Estados adopten las medidas descritas en el párrafo 1 de esta resolución terminará con respecto a esa persona, grupo, empresa o entidad 60 días después de que el Comité complete el examen de la lista. un Informe Integral del Ombudsman, de conformidad con este anexo II, incluido el párrafo 7 (h), a menos que el Comité decida por consenso antes del final de ese período de 60 días que el requisito permanecerá vigente con respecto a ese individuo, grupo , empresa o entidad; siempre que, en los casos en que no exista consenso, el Presidente, a petición de un miembro del Comité, someterá la cuestión de si se debe eliminar de la lista a esa persona, grupo, empresa o entidad al Consejo de Seguridad para que éste adopte una decisión en un plazo de 60 días. días; y siempre que, en caso de tal solicitud, el requisito de que los Estados adopten las medidas descritas en el párrafo 1 de esta resolución permanecerá en vigor durante ese período con respecto a esa persona, grupo, empresa o entidad hasta que se resuelva la cuestión. decidido por el Consejo de Seguridad.",0
"841","Embajador Omar al-Rifai, Delegado Permanente del Reino Hachemita de Jordania",0
"842","En lugar de ello, el Panel ha optado por limitarse a tres cuestiones específicas, que se abordan a continuación.",0
"843","El candidato del MDC tiene poco o ningún acceso a los medios de comunicación de Zimbabwe; se le prohíbe hacer campaña libremente; y se informó que autobuses y vehículos de campaña fueron incautados por el Estado, presuntamente por registro ilegal.",1
"844","La eficacia de las unidades contra la delincuencia organizada transnacional de Malí sigue estando significativamente obstaculizada por las limitaciones de recursos, a pesar de la ubicación conjunta de una célula contra la delincuencia organizada transnacional de la Policía de las Naciones Unidas con sus homólogas de Malí.",0
"845","Las medidas antiterroristas adoptadas por la comunidad internacional a nivel nacional y regional de conformidad con las iniciativas pertinentes de las Naciones Unidas sentarán las bases de un sistema global para contrarrestar nuevos desafíos y amenazas bajo los auspicios de las Naciones Unidas.",0
"846","Pero también había preocupación porque, cada vez que ha habido una señal de esperanza en el Medio Oriente, ha sido respondida con violencia y destrucción crecientes.",1
"847","De hecho, una mayor presencia de las Naciones Unidas es vital, pero para que el valor agregado de nuestra Organización sea completamente efectivo, será necesario disponer de fondos adecuados tanto en términos de personal como de seguridad. El Sr. Eide nos lo recordó hace unos momentos.",1
"848","Creación urgente de una estación de radio de las Naciones Unidas y mejora de las actividades de información, medios de comunicación, educación y capacitación de las Naciones Unidas en Côte d'Ivoire, especialmente sobre cuestiones relacionadas con los derechos humanos, a fin de fomentar un clima de respeto mutuo y tolerancia entre todas las comunidades grupos en el país;",0
"849","Por lo tanto, el cambio climático no sólo está exacerbando las amenazas existentes a la paz y la seguridad internacionales; también es una amenaza a la paz y la seguridad internacionales por derecho propio.",1
"850","2. Separación de los tres poderes del Estado.",0
"851",":: Una finca privada, en la que los inspectores entraron con el consentimiento del propietario;",0
"852","También reiteraron su grave preocupación por los problemas del terrorismo, la piratería, la toma de rehenes y la terrible situación humanitaria. En ese contexto, subrayaron la necesidad de aplicar rápidamente todas las resoluciones pertinentes del Consejo de Seguridad, incluso por parte de las instituciones federales de transición, según corresponda.",1
"853","La atención sanitaria y la educación son extremadamente limitadas.",0
"854","En este sentido, tomamos nota de las declaraciones de los principales representantes electos de Kosovo, quienes inmediatamente condenaron el crimen y pidieron que los perpetradores comparecieran ante la justicia.",1
"855","17. Decide seguir ocupándose del asunto.",0
"856","Los Estados miembros han señalado que los sitios que promueven el terrorismo en un país casi siempre están ubicados en otro.",1
"857","Los desafíos socioeconómicos que enfrenta Afganistán son importantes.",1
"858","El Equipo considera que esto es una medida que también dificultaría que las partes incluidas en la lista se beneficien de las cuentas nominales.",0
"859","La atención se centraría en el control de las zonas mineras y en la eliminación de la amenaza de los grupos armados de Ituri y en la restricción de la presencia de las FDLR en zonas seleccionadas con vistas al proceso de desarme, desmovilización, repatriación, reintegración y rehabilitación.",1
"860","Este ha sido un tema delicado, ya que ha habido falta de confianza entre algunos agentes de policía en diferentes lugares.",1
"861","Además, las violaciones aéreas israelíes de la Línea Azul han continuado de forma periódica, en violación directa de la resolución 1701 (2006).",1
"862","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"863","Sus conclusiones tienen serias implicaciones para la rendición de cuentas de los funcionarios gubernamentales y sus recomendaciones deben ser consideradas cuidadosamente por el Consejo mientras determina qué enfoque debe adoptarse para finalmente poner fin a los abusos y la impunidad en Darfur.",0
"864","a) Abstenerse de brindar cualquier forma de apoyo, activo o pasivo, a entidades o personas involucradas en actos terroristas, incluso reprimiendo el reclutamiento de miembros de grupos terroristas y eliminando el suministro de armas a terroristas;",1
"865","La mayoría de los posibles testigos que residían fuera del Estado tenían miedo de declarar, incluso de forma confidencial, porque temían por la seguridad de sus familiares y suponían que las autoridades seguían vigilando clandestinamente su conducta.",1
"866","Israel también debe abstenerse de acciones unilaterales en Jerusalén que alteren el status quo o socaven la confianza.",1
"867","""El Consejo de Seguridad sigue gravemente preocupado por las actividades de organizaciones terroristas en la región del Sahel, incluidas Al-Qaida en el Magreb Islámico y el Movimiento por la Unidad y la Jihad en África occidental, y reitera su enérgica condena de los recientes ataques terroristas perpetrados en la región.",1
"868","Sr. Youseif Fahed Ahmed Alserhan, Jordania (marítimo);",0
"869","32. En el apartado 67 de sus conclusiones, el Abogado General expone cinco razones por las que no debe aplicarse un control minucioso en este contexto: a) el carácter preventivo de las medidas de sanciones contra Al Qaeda; b) el contexto internacional del acto impugnado; c) la necesidad de equilibrar las exigencias de la lucha contra el terrorismo y las de la protección de los derechos fundamentales; d) el carácter político de las valoraciones realizadas por el Comité 1267; y e) las mejoras de los procedimientos de exclusión de las listas del Comité 1267 en los últimos años, en particular desde la sentencia Kadi de 2008 del Tribunal de Justicia.",1
"870","Tan recientemente como en mayo de este año, durante el debate en el Consejo (véase S/PV.6314) del informe del Secretario General (S/2010/169) sobre la Misión de Administración Provisional de las Naciones Unidas en Kosovo (UNMIK), captamos la atención de la comunidad internacional atención al hecho de que la situación en la provincia dista mucho de ser estable y que es motivo de especial preocupación.",1
"871","216. Sobre la base de las conclusiones de la Comisión y de las investigaciones libanesas hasta la fecha y de las pruebas materiales y documentales reunidas y de las pistas seguidas hasta ahora, hay pruebas convergentes que apuntan a la participación tanto del Líbano como de Siria en este acto terrorista.",1
"872","En primer lugar, la persona sospechosa o acusada de un crimen internacional debe estar presente en el territorio del Estado acusador.",0
"873","¿Dónde está la credibilidad que ha tenido en el pasado? Espero que el tiempo no lo erosione.",0
"874","Entiendo que el Consejo está dispuesto a proceder a la votación sobre el proyecto de resolución que tiene ante sí.",0
"875","Nos preocupa que el éxito de las elecciones presidenciales corra el riesgo de verse erosionado por la falta de progresos en el establecimiento del Gobierno.",1
"876","Se han creado en respuesta a denuncias de violaciones del derecho internacional humanitario y de los derechos humanos en contextos de conflicto, así como en situaciones de altos niveles de violencia, a menudo, pero no exclusivamente, relacionadas con procesos electorales o políticos, que implican graves violaciones del derecho de los derechos humanos.",1
"877","Para este tipo de artefacto que detone en la superficie se predijo un diámetro de cráter de 2,45 m con una profundidad aparente de 0,73 m; dichas dimensiones están dentro del margen de error del 5 por ciento para el diámetro.",0
"878","La situación de las minorías sigue siendo motivo de preocupación, especialmente en lo que respecta a la libertad de circulación y el acceso a la justicia.",1
"879","En ese caso, se plantea el problema de si los participantes en el grupo distintos de aquel que cometió el delito, que no había sido planeado o previsto previamente, también tienen responsabilidad penal por ese delito.",0
"880","Además, la MINUSTAH está evaluando actualmente la necesidad de contar con aviones de observación especializados para realizar operaciones de vigilancia y patrullaje en las zonas costeras y fronterizas terrestres, generalmente inaccesibles. B. Seguridad electoral",0
"881","El Consejo de Seguridad toma nota de la publicación del ""Memorando de Rabat sobre buenas prácticas para una lucha eficaz contra el terrorismo en el sector de la justicia penal""; ""Memorando de Roma sobre buenas prácticas para la rehabilitación y reintegración de delincuentes extremistas violentos""; y ""Memorando de Argel sobre buenas prácticas para prevenir y negar los beneficios del secuestro para pedir rescate por terroristas"".",0
"882","El Grupo intentó obtener aclaraciones de la Embajada de Indonesia en El Cairo, pero en el momento de redactar este informe no había recibido respuesta.",0
"883","El Consejo reafirma, recuerda o reitera periódicamente su exigencia de que los Estados hagan cumplir los embargos de armas existentes, ya que su aplicación sigue planteando desafíos importantes.",1
"884","El Consejo expresa su preocupación por el apoyo externo recibido por los grupos armados chadianos, según informó el Secretario General.",1
"885","28. Poco después del 1 de marzo de 2009:",0
"886","2. Como Presidente del Comité contra el Terrorismo del Consejo de Seguridad y uno de los primeros promotores de la Coalición Mundial Antiterrorista, la República de Croacia condena enérgicamente el terrorismo internacional en todas sus formas y manifestaciones y, teniendo presente el peligro de La convergencia del terrorismo con otras amenazas a la paz y la seguridad internacionales, como la proliferación de armas de destrucción masiva, la delincuencia organizada transnacional y el terrorismo cibernético, exige una cooperación mundial aún más fuerte para la supresión de este flagelo de los últimos días.",1
"887","En el marco del proyecto de agentes no estatales de la UNIPSIL, la Comisión siguió desempeñando un papel clave en la ejecución de programas para desarrollar la capacidad de mitigación y resolución de conflictos de los partidos políticos, incluidas sus secciones de mujeres y jóvenes.",0
"888","El apoyo debería estar condicionado a los avances realizados por las autoridades congoleñas hacia el establecimiento de una cadena de suministro que funcione dentro de las FARDC. Esto debería ir acompañado de esfuerzos para mejorar la rendición de cuentas de las FARDC y su respeto por los derechos humanos.",0
"889","Profundamente preocupado por las actividades armadas y el bandidaje en [la región] que amenazan la seguridad de la población civil, la realización de operaciones humanitarias en esas zonas y la estabilidad de esos países, y que resultan en graves violaciones de los derechos humanos y del derecho internacional humanitario.",1
"890","También se mencionó al Chad y Guinea en el contexto de la alerta temprana, donde el deterioro de la situación humanitaria tenía posibles consecuencias para la estabilidad regional.",1
"891","El Secretario General Adjunto señaló además que las Naciones Unidas habían detectado un aumento de la retórica acusatoria dirigida por el Gobierno de Sudán del Sur hacia la UNMISS y violaciones del Acuerdo sobre el Estatuto de las Fuerzas de la UNMISS por parte del Gobierno de Sudán del Sur.",1
"892","El Panel examinó cada caso según sus méritos.",0
"893","Disposiciones complementarias emitidas por la Aduana sueca (TFS 2000:29).",0
"894","26. En varios pronunciamientos públicos durante los últimos seis meses, los dirigentes de Hizbullah declararon que habían mejorado sus capacidades militares y tratarían de seguir haciéndolo en flagrante desafío a la resolución 1559 (2004).",0
"895","No emitió ninguna orden o directiva respecto de las actividades en la escena del crimen, ya que no entraba dentro de sus responsabilidades.",0
"896","Si se quiere evitar un nuevo aumento de la violencia, ambas partes y la comunidad internacional deben actuar con prontitud.",1
"897","Que se celebrará el lunes 19 de agosto de 2013, a las 11.10 horas",0
"898","""El Consejo de Seguridad reafirma además la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas.",0
"899","""El Consejo de Seguridad reitera su condena de todos los asesinatos selectivos de dirigentes libaneses, en particular desde octubre de 2004, y exige el fin inmediato del uso de la intimidación y la violencia contra los representantes del pueblo y las instituciones libanesas.",1
"900","Creemos que Somalia se enfrenta a un desafío similar al de un corredor de maratón, ya que la redacción de la constitución debe finalizar antes del 20 de abril y su aprobación debe completarse el 22 de mayo.",1
"901","En caso de reincidencia podrá conllevar la pérdida de la licencia de la entidad de crédito.",0
"902","Que se celebrará el miércoles 19 de marzo de 2014, a las 10.18 horas",0
"903","Todos los comités reconocieron haber recibido denuncias de violaciones ocurridas durante ataques a aldeas. Ninguna de las denuncias fue registrada ni investigada.",0
"904","Además, la brecha entre las posiciones del Presidente Gbagbo y su partido gobernante, por un lado, y las de las fuerzas de la oposición, por el otro, sigue siendo amplia.",1
"905","Ley de Control y Protección de Cuentas de Clientes Cap 44.",0
"906","Que se celebrará el viernes 12 de diciembre de 2003, a las 13.35 horas",0
"907","Después de este intercambio, el Equipo discutió el tema con el Comité y se acercó a otros Estados con programas similares para ampliar su investigación.",0
"908","Paralelamente a la construcción de las casas se están planificando instalaciones y servicios complementarios, como escuelas, servicios sanitarios, agua y carreteras.",0
"909","Al parecer, su objetivo es proyectar una imagen de una supuesta amenaza a Kosovo y Metohija por parte de Serbia.",1
"910","C. Matanza y mutilación de niños",0
"911","Si las misiones no cumplen con sus responsabilidades de protección de los civiles, socavan otras tareas que tal vez se les haya encomendado, por no hablar de la pérdida de vidas y el sufrimiento que se derivan.",1
"912","La falta general de transparencia para el público en general socava la equidad y credibilidad del proceso en su conjunto.",1
"913","No podemos dejar de expresar preocupación por el empeoramiento de la situación de seguridad en regiones que anteriormente estaban relativamente tranquilas.",1
"914","Ha sido Embajador Plenipotenciario del Presidente Gyude Bryant desde 2003, y anteriormente ocupó el mismo cargo durante el gobierno de Charles Taylor.",0
"915","También nos preocupa el resurgimiento de los casos de cólera, aunque la tasa de mortalidad parece estar disminuyendo lentamente.",1
"916","Si bien el mando de las F-FDTL ha subrayado la importancia de la cadena de mando jerárquica para examinar las denuncias, no parece haber ningún procedimiento detallado y establecido que rija cómo podrían examinarse y examinarse formalmente las denuncias.",1
"917","Además, se supo que la escena del crimen había sido perturbada en varias ocasiones.",0
"918","169. Las pruebas que la Comisión tiene ante sí establecen que el Primer Ministro Alkatiri estaba al tanto de las acusaciones de transferencia de armas a civiles al menos el 21 de mayo.",1
"919","Las capacidades y métodos técnicos están pasando cada vez más de un afiliado de Al-Qaida a otro, lo que respalda un nivel de innovación que aumenta la amenaza.",1
"920","Que se celebrará el miércoles 21 de diciembre de 2011, a las 10.11 horas",0
"921","Reafirmando la necesidad de combatir por todos los medios, de conformidad con la Carta de las Naciones Unidas, las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,",1
"922","La nota del Ministerio de Asuntos Exteriores de Rusia contiene una propuesta para que los Estados miembros de la Commonwealth adopten medidas análogas y se retiren del régimen de restricciones contra Abjasia, establecido en 1996.",0
"923","Está claro que estas circunstancias representan el mayor obstáculo para la estabilidad y el progreso en Afganistán y que, si se permite que continúen, amenazan con deshacer el progreso logrado durante casi tres años.",1
