"en_ar_GOOGLE"	"MatConf"
"وبحسب ما ورد فإن الغابة تخضع الآن للمراقبة من قبل الجيش الوطني."	1
"هيدستامب FN/74/FN هيرستال، بلجيكا"	0
"القانون رقم 15430 (12 يوليو 1983)"	0
"86 - وقد قامت سبع دول بوضع استراتيجيات لمكافحة الإرهاب والمؤسسات اللازمة لتنفيذها."	0
"وتخضع هذه الجرائم للولاية القضائية العالمية، وبما أنها لم تتم محاكمتها من قبل نظام العدالة الجزائري، فيمكن تقديمها أمام أي محكمة وطنية أو دولية أخرى."	0
"5 - الحالة في تيمور - ليشتي (15 كانون الأول/ديسمبر 1975؛ 26 شباط/فبراير 2009)."	0
"ومع ذلك، فإن تدفق المهاجرين واللاجئين عبر المنطقة من مناطق الصراع في الشرق الأوسط وأفريقيا لا يزال يشكل تحديا لسلطات الهجرة."	1
"وسيشمل ذلك نقل المواد الانتخابية من بانغي إلى 17 ولاية و71 مقاطعة فرعية بهدف دعم الهيئة الانتخابية الوطنية في إعداد وتنظيم تسجيل الناخبين، وغيرها من العمليات السابقة للانتخابات وعمليات الاقتراع المختلفة."	0
"وبطبيعة الحال، لا تقتصر المساءلة على ضمان المسؤولية الجنائية الفردية عن الانتهاكات. يتعلق الأمر أيضًا بمعاقبة من انتهك القانون؛ والسعي لتحقيق العدالة والإنصاف للضحايا؛ ومنع تكرار الانتهاكات من خلال تعزيز التغيير في القانون والسياسة؛ وضمان السلام والاستقرار الدائمين من خلال التأكد من حصول الضحايا على بعض مظاهر العدالة عن الأخطاء التي عانوا منها."	1
"ولكن إلى حد ما، تمكن تنظيم القاعدة من التعافي من خسارة أفغانستان كقاعدة تدريب للإرهاب من خلال استغلال الوضع في العراق."	1
"11 - وترد جميع الوثائق ذات الصلة في المرفق الثاني."	0
"منهجية التقييم منذ الدفعة الأولى 190 - 198 64"	0
"(ب) الأحداث التي يمكن أن تنسب إليها المسؤولية الفردية"	0
"وشدد ممثل إسرائيل، الذي رحب باتخاذ القرار، على ضرورة بذل المزيد من الجهود من أجل التنفيذ الكامل لأحكام القرار 1701 (2006)، بما في ذلك ما يتعلق بنزع سلاح وحل حزب الله والميليشيات الأخرى."	0
"وتعليماتها لأتباعها هي الهجوم حيثما استطاعوا، ومتى استطاعوا."	1
"وفي سبتمبر/أيلول 2005، وبعد ضغوط شعبية ودولية مكثفة، تمت محاكمة ثلاثة ضباط في الجيش النيبالي عسكرياً وحُكم عليهم بالسجن لمدة ستة أشهر لعدم اتباعهم الإجراءات السليمة عند التخلص من جثة ماينا سونوار."	1
"وأعرب أعضاء المجلس، في تعليقاتهم، عن قلقهم البالغ إزاء التطورات الأخيرة، وشددوا على ضرورة إنشاء آليات لأمن الحدود، ودعوا الجانبين إلى اتخاذ الخطوات اللازمة لتطبيع العلاقات بينهما."	0
"ومع ذلك، فقد تم إحراز تقدم في إعادة هيكلة وإصلاح القوات المسلحة لجمهورية الكونغو الديمقراطية."	0
"4 - بطاريتان مضادتان للطائرات في كيندو."	0
"وذكر الأمين العام أن تغير المناخ حقيقي ويتسارع بطريقة خطيرة."	0
"وتستبعد أحكام العفو الإفلات من العقاب على العنف القائم على النوع الاجتماعي."	1
"وتم الاستيلاء على الشحنة على متن سفينة الحاويات MV San Francisco Bridge."	0
"22 - وفي 9 نيسان/أبريل 2013، اجتمعت اللجنة بممثلي إدارة الشؤون السياسية، وإدارة عمليات حفظ السلام، وفريق الرصد، والمديرية التنفيذية للجنة المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب ومكافحة الإرهاب. -فرقة العمل المعنية بالتنفيذ في مجال الإرهاب."	0
"وفي معرض الإشارة إلى أنه من غير الواضح عدد الأرواح التي فقدت خلال الأيام العديدة من القتال، ذكرت أن مراقبي وقف إطلاق النار التابعين للهيئة الحكومية الدولية المعنية بالتنمية (إيغاد) ألقوا باللوم على المعارضة في بدء الصراع."	1
"وبالإضافة إلى ذلك، واصلت قوات الأمن السورية تنفيذ العمليات على طول الحدود السورية اللبنانية، والتي تم زرع الألغام في جزء منها في الأشهر الأخيرة."	1
"&#39;2` تم الكشف عن موجتين تحت صوتي بفاصل زمني قدره 1.1 ثانية بواسطة 11 محطة؛"	0
"في بعض الحالات، ورد أن النساء تعرضن للاغتصاب علنًا، وفي بعض الحالات، تعرضت النساء لمزيد من التوبيخ وأطلق عليهن لقب &quot;العبيد&quot; أو تورابورا."	1
"631) وعلى وجه الخصوص، ترى اللجنة أن القوات الحكومية والميليشيات الخاضعة لسيطرتها، في كثير من الحالات، هاجمت المدنيين ودمرت وأحرقت قرى في دارفور، بما يتعارض مع مبادئ وقواعد القانون الإنساني الدولي ذات الصلة."	1
"ومع ذلك، سيستمر الإرهاب في الحصول على مؤيدين، خاصة عندما فشلت الاحتجاجات السياسية العلنية، وعلى الرغم من أن تنظيم القاعدة لن يتمتع أبدًا بجاذبية واسعة النطاق، فإن الهجمات ستستمر."	1
"وتطبق أحكام القانون على الأجانب وفقا لذلك."	0
"o في 8 تشرين الثاني/نوفمبر 2014، استهدفت طائرات النظام الحربية المناطق المحيطة بمستشفى الشهيد وسيم حسيمو في إدلب، مما أدى إلى إلحاق أضرار بالمستشفى."	1
"20 - وشهدت نيجيريا أيضا تصعيدا في الهجمات والتفجيرات، ولا سيما في ولايات بورنو ويوبي وأداماوا الشمالية الشرقية."	1
"يناقش هذا التقرير مختلف جوانب مسألة الأسلحة الصغيرة، مع التركيز على الأثر السلبي الذي تحدثه الأسلحة الصغيرة غير المشروعة على الأمن وحقوق الإنسان والتنمية الاجتماعية والاقتصادية، ولا سيما في مناطق الأزمات وفي حالات ما بعد الصراع."	1
"وفي كثير من الحالات، استمرت الهجمات لعدة ساعات."	1
"ويشكل تورط القوات الحكومية في بعض الهجمات تطورا سلبيا للغاية."	1
"وتواتر الهجمات آخذ في الارتفاع، بما في ذلك الهجمات بالصواريخ المدفعية، والمجندون كثيرون."	1
"وأدت السيطرة المشتركة المنتظمة على المنطقة وعمليات التطويق والتفتيش إلى إلقاء القبض على بعض عناصر الميليشيات والاستيلاء على الأسلحة والذخائر غير المشروعة، فضلا عن الحد من مجال المناورة العملياتي لجماعات الميليشيات."	1
"41 - اتخذت لجنة الأمم المتحدة للتعويضات خطوات لخفض تكاليف الموظفين استعدادا لإنهائها المقبل على النحو المبين في الجدول الثاني - 6."	0
"وقد ردد رئيس تشاد هذا الموقف."	0
"ومن الواضح أن الهدف منها هو عرض صورة للتهديد المزعوم الذي تشكله صربيا على كوسوفو وميتوهيا."	0
"صافي الزيادة (النقصان) في النقد والودائع لأجل"	0
"ويبلغ سعر التجزئة للأرز ما بين 19 إلى 22 دولاراً للكيس الذي يزن 100 رطل، ويدفع الليبيريون سعراً يبلغ 3 دولارات للغالون من الوقود وهو من أعلى الأسعار في أفريقيا."	0
"ويدعو الاتحاد الأوروبي الآن حكومة الوحدة الوطنية إلى المضي قدما بسرعة في الجوانب الأخرى لتنفيذ اتفاق السلام الشامل، بما في ذلك، كخطوة أولى، إنشاء لجنة التقدير والتقييم لرصد التقدم المحرز في هذه المسألة."	0
"24 - سيتم تشغيل حساب اللجنة وفقا للنظام المالي والقواعد المالية للأمم المتحدة."	0
"وتعرض عمال الإغاثة الإنسانية للمضايقة والاعتداء بشكل متكرر أثناء حوادث اللصوصية."	1
"يدين بشدة تجنيد واستخدام الأطفال الجنود من قبل أطراف النزاع المسلح في انتهاك للالتزامات الدولية المنطبقة عليها، وقتل الأطفال وتشويههم، والاغتصاب وغيره من أشكال العنف الجنسي التي ترتكب في الغالب ضد الفتيات، والاختطاف والتشريد القسري، وحرمان الأطفال من الوصول إلى المساعدات الإنسانية والهجمات ضد المدارس والمستشفيات وكذلك الاتجار والعمل القسري وجميع أشكال العبودية وجميع الانتهاكات والتجاوزات الأخرى المرتكبة ضد الأطفال المتأثرين بالنزاعات المسلحة."	0
"بمعنى آخر، لا يتم قتل السكان الذين نجوا من الهجمات على القرى بشكل مباشر في محاولة للقضاء على الجماعة؛ بل يضطرون إلى ترك منازلهم والعيش معًا في مناطق تختارها الحكومة."	1
"وتم تدريب ما مجموعه 179 ضابطا من الشرطة الوطنية (59 امرأة) و 93 ضابطا من شرطة البعثة (12 امرأة)."	1
"واعترفت الحكومة بالهجوم وعرضت تعويض الضحايا."	0
"وما حدث في الجزائر العاصمة مؤخرا هو آخر تأكيد لذلك."	0
"ومما لا شك فيه أن جميع هذه التدابير ساعدت في رفع مستوى الوعي وتطوير الفهم المشترك والتصدي لمخاطر التحريض والتهديد به."	0
"وكان الحراس يراقبون الضحايا الذين استخدموا السياط التي كانوا يحملونها للسيطرة عليهم وإذلالهم."	1
"وأخبر مسؤولون يمنيون الفريق أن نحو 30 في المائة من عمليات الاختطاف في اليمن ارتكبتها القاعدة في شبه الجزيرة العربية."	1
"(قرار القمة رقم 493 الدورة العادية الحادية والعشرون – 30 مارس 2009)"	0
"17- اعتمد الاستعراض نهجاً مواضيعياً، مع جلسة تفاعلية بشأن عناصر محددة، شملت ما يلي:"	0
"يتم تعريف التكلفة على أنها القيمة الاسمية زائد أو ناقص أي قسط أو خصم غير مطفأ."	0
"وتبلغ نسبة عمالة مجتمعات الأقليات في القطاع العام 55 في المائة من الحد الأدنى المنصوص عليه."	0
"(3) يجب تقديم الإخطار بموجب القسم الفرعي (1) -"	0
"إن الإنفاق على السلع والخدمات يقل حاليًا عن المتوقع في هذا الوقت من العام."	0
"وفي بعض المناطق، توجد أدلة موثوقة على حدوث مضايقات وتهديدات بإعادة تجنيد الأطفال المفرج عنهم من الجماعات المسلحة، ولا يزال انعدام الأمن يعيق إعادة الإدماج."	1
"5. شهادة صحية من بلد المنشأ"	0
"&quot;ويدين مجلس الأمن بشدة استمرار استخدام الأراضي الأفغانية، ولا سيما المناطق التي تسيطر عليها حركة طالبان، لإيواء الإرهابيين وتدريبهم والتخطيط لأعمال إرهابية، ويؤكد من جديد اقتناعه بأن قمع الإرهاب الدولي أمر ضروري لصون الأمن الدولي. ويصر على أن تتوقف حركة طالبان عن توفير الملاذ والتدريب للإرهابيين الدوليين ومنظماتهم، وأن تتخذ تدابير فعالة لضمان عدم استخدام الأراضي الخاضعة لسيطرتها لمنشآت ومعسكرات إرهابية أو لإعداد أو تنظيم إرهابيين. الأعمال ضد الدول الأخرى أو مواطنيها، والتعاون مع الجهود الرامية إلى تقديم الإرهابيين المتهمين إلى العدالة."	0
"ومن أجل تسريع العملية وضمان توافر عدد كاف من الموظفين المؤهلين، تدعم اللجنة استكشاف وسائل لتوسيع قاعدة المرشحين المحتملين."	0
"11 - يوعز إلى اللجنة بالتعاون مع لجان الجزاءات الأخرى ذات الصلة التابعة لمجلس الأمن، ولا سيما تلك المنشأة عملا بالقرار 1988 (2011)؛ قائمة"	0
"وستواصل اللجنة تركيزها على تعزيز توافق الآراء داخل المجتمع الدولي بشأن أهمية مكافحة الإرهاب، واتخاذ التدابير العملية الرامية إلى تعزيز قدرة الدول على مكافحة الإرهاب؛ المساعدة في تحديد ومعالجة المشاكل التي تواجهها الدول في تنفيذ قرار المجلس 1373 (2001)؛ والمساهمة في عملية زيادة عدد الدول الأطراف في الاتفاقيات والبروتوكولات الدولية ذات الصلة بمكافحة الإرهاب."	0
"وذكر أن قيادة التجمع الكونغولي من أجل الديمقراطية قد استعادت سيطرتها، وأنها بصدد اعتقال معارضيها."	1
"ومع ذلك، أدت الإضرابات والحصارات واسعة النطاق التي نفذتها الجماعات السياسية والأحزاب والجماعات السياسية المسلحة وغير المسلحة إلى تعطيل النشاط الإنساني والوصول إلى الخدمات الصحية والتعليمية؛ حدث الكثير من هذا الاضطراب في منطقة تيراي."	1
"وقد أدرجت العديد من عمليات السلام الأخيرة تحليل الجريمة عبر الحدود في تخطيط بعثاتها وهياكل تحليلها المشتركة - ولا سيما بعثة الأمم المتحدة المتكاملة المتعددة الأبعاد لتحقيق الاستقرار في مالي."	1
"وحددت القوة أيضا أصولا عسكرية معينة غير مستغلة بالقدر الكافي حاليا ويمكن إعادتها إلى الوطن دون أن يؤثر ذلك سلبا على قدرة البعثة على القيام بالعمليات."	1
"إن عدم رغبتها في إنفاذ سيادة القانون وضمان احترام سيادة دولة عضو في الأمم المتحدة وسلامتها الإقليمية قد عرّض مصداقيتها وكذلك سلطتها القانونية والأخلاقية للخطر."	0
"122 - وتثبت الأدلة أن رجالا مسلحين تحت قيادة أبيليو ميسكيتا بدأوا الهجوم على مقر إقامة العميد رواك في 24 أيار/مايو، على النحو المبين في الفقرتين 69 و 70 أعلاه."	1
"وبما أن بعض القبائل لم يكن لديها أراضٍ تقليدية مخصصة لها، ومع تزايد الصراع على الموارد الطبيعية، كانت هناك محاولة منهجية لطرد القبائل التي يُنظر إليها على أنها &quot;غير خلاصية&quot; من أراضيها."	1
"65. الوضع في شبه القارة الهندية/الباكستانية (4 كانون الأول/ديسمبر 1971؛ 27 كانون الأول/ديسمبر 1971)."	0
"- عبد الغني مزودي (ويُعرف أيضًا باسم: عبد الغني مزواتي؛ عبد الغني مزوتي)"	0
"الصحيفة العسكرية البلغارية الصحفي ميشو ديميتروف - بتاريخ 20 تشرين الثاني (نوفمبر) 2011"	0
"ومن المتوقع صدور الحكم في كانون الأول/ديسمبر 2010."	0
"1-3 أقسام سيرًا على الأقدام / 1 أو 2 شاحنة صغيرة 10 ديسمبر 2013"	0
"وعلى الرغم من التقدم المحرز حتى الآن، فمن الضروري أن تضاعف أطراف الاتفاق وجميع السلطات المعنية جهودها لضمان الوفاء بالموعد النهائي بنجاح."	0
"22 - وفي حين تتواصل العمليات المشتركة ضد تحالف الوطنيين من أجل كونغو حرة وذات سيادة وحركة الدفاع عن ندوما في الكونغو/تشيكا في كيفو الشمالية، تواصل بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية القيام بدور في صفوف جيش الرب للمقاومة المتأثر. مناطق في المقاطعة الشرقية."	1
"وعثرت اللجنة على أدلة تشير إلى أن القبائل العربية بدأت في الاستقرار في المناطق التي كان يسكنها النازحون في السابق، مما منع عودة النازحين في نهاية المطاف."	1
"وبموجب القرار 1425 (2002)، أنشأ المجلس فريق الخبراء المعني بالصومال، الذي خلفه فريق الرصد المنشأ بموجب القرار 1519 (2003)."	0
"وتنص المادة 75 من النظام الأساسي على أنه يجوز للمحكمة أن تصدر أمراً مباشراً ضد الشخص المدان تحدد فيه التعويضات المناسبة للضحايا أو فيما يتعلق بهم، بما في ذلك رد الحقوق والتعويض وإعادة التأهيل."	1
"وإذ يعرب المجلس عن قلقه إزاء كافة انتهاكات وتجاوزات حقوق الإنسان، فإنه يدعو السلطات الليبية إلى التحقيق مع مرتكبي جميع هذه الأفعال وتقديمهم إلى العدالة، بما في ذلك تلك المرتكبة ضد الأطفال."	0
"وأوصى الاجتماع أيضا بالإسراع بتجميع المقاتلين، والبدء في نزع سلاح الميليشيات وحلها على وجه السرعة، وبأن تكفل الحكومة التمويل المناسب لعمليات التجميع ولإعادة إدماج المقاتلين السابقين."	0
"65. قناة TV5 التركية، 5 يناير."	0
"21 - أُحرز تقدم في برنامج التسجيل والفرز وإصدار الشهادات للشرطة الوطنية، حيث حصل 944 2 ضابطا (من بينهم 565 امرأة)، أو 94 في المائة من الخدمة، على شهادات كاملة حتى 20 أيلول/سبتمبر."	0
"ومع ذلك، عندما تُرتكب الجرائم بانتظام وعلى نطاق واسع، كجزء من نمط السلوك الإجرامي، فإن مسؤولية الرئيس تكون أكثر خطورة."	1
"ويتطلع مجلس الأمن إلى سماع المزيد من التفاصيل حول مقترحات الممثل الخاص للأمين العام."	0
"وفي أبريل/نيسان 2004، ذهبت مجموعة مكونة من 40 امرأة نازحة لجمع الحطب خارج مكجار، غرب دارفور، وورد أن ستة مسلحين من الجنجويد تعرضوا لهجوم."	1
"واحتج العقيد ريس ونائبه أمام العميد رواك الذي اعتذر عن إطلاق النار."	1
"79- واستفسرت البعثة عن التقارير التي تفيد بوجود مقبرة جماعية في بواكي تضم رفات العشرات من أفراد الدرك الذين تم إعدامهم."	1
"وبناء على طلبها، دعمت البعثة أيضا الجهود التي يبذلها تحالف الوطنيين من أجل كونغو حر وذو سيادة من أجل الاندماج في القوات المسلحة لجمهورية الكونغو الديمقراطية."	0
"تلعب الموارد الطبيعية دورًا مركزيًا في رؤية حكومة ليبريا لمستقبل النمو المستدام والعادل."	0
"ومرة أخرى شوهد فني إيطالي يقوم بتركيب المروحية واختبار المحرك والدوار بعد الانتهاء."	0
"117 - تعتبر أعمال الإرهاب والتحريض مظاهر معقدة للسلوك الإجرامي."	1
"3 - زادت التوترات السياسية المحيطة بانتخابات عام 2012 خلال الفترة المشمولة بالتقرير. وفي 9 أيلول/سبتمبر 2011، تعرضت قافلة تقل العميد يوليوس مادا بيو (المتقاعد)، المرشح الرئاسي للحزب الشعبي لسيراليون، لهجوم من قبل أنصار حزب المؤتمر الشعبي العام في بو، بالمنطقة الجنوبية، مما أدى إلى إصابته."	1
"ولذلك فإن الصراع لا يرقى إلى مجرد حالة من الاضطرابات والتوترات الداخلية، أو أعمال الشغب، أو أعمال العنف المعزولة والمتفرقة. بل إن متطلبات (أ) وجود جماعات مسلحة منظمة تقاتل ضد السلطات المركزية، و(ب) سيطرة المتمردين على جزء من الإقليم، و(ج) قتال طويل الأمد، لكي تعتبر هذه الحالة نزاعاً مسلحاً داخلياً بموجب المادة 3 المشتركة بين اتفاقيات جنيف."	1
"المقرر عقده يوم الجمعة 14 تشرين الأول/أكتوبر 2011، الساعة 10.15 صباحا"	0
"وفي 45 بلداً في أفريقيا جنوب الصحراء الكبرى، وضعت اليونسكو خريطة شاملة للسياسات والموارد الحالية لتقديم صورة لكيفية تعزيز ثقافة السلام."	0
"وشكل النساء والأطفال 22 في المائة من عدد القتلى."	1
"18- يقرر إبقاء المسألة قيد نظره."	0
"على سبيل المثال، في عام 2009، أنشأت بوتان وحدة قوات خاصة من النخبة في قسم الشرطة لديها للتصدي للإرهاب."	0
"ومن ثم، تواجه دول آسيا الوسطى تهديداً إرهابياً حاداً عبر الحدود الوطنية يتطلب استجابات إقليمية ومنسقة متضافرة."	1
"وذلك يوم الاثنين الموافق 24 نوفمبر 2014 الساعة 3 عصراً"	0
"على الرغم من أن حسابات الخسارة المختلفة تبدو، للوهلة الأولى، بنفس الحجم، إلا أن تفاصيل وتفسيرات كل حساب تكشف، عند المقارنة، عن عدد من التناقضات الرئيسية."	0
"تم تنفيذ عمليات النهب بشكل رئيسي ضد القبائل الأفريقية وعادة ما استهدفت الممتلكات الضرورية لبقاء تلك القبائل ومعيشتها."	1
"30. أعادت القوات المسلحة السودانية نشر جميع قواتها من جنوب السودان، في حين ظلت نسبة إعادة انتشار الجيش الشعبي لتحرير السودان الخاضعة للمراقبة والتحقق منها عند 34.8 في المائة من القوام المعلن البالغ 59.168 فردًا."	1
"لقد شعرنا بخيبة الأمل، سيدي الرئيس، لأنه على الرغم من جهودكم وجهود كثيرين آخرين، لم يتمكن المجلس من إدانة ذلك الهجوم الإرهابي الشنيع."	0
"إنني أدين بشدة أي استخدام للمواد الكيميائية السامة في الصراع السوري من قبل أي طرف."	0
"وخلال تلك الأيام الثلاثة، زُعم أن أربع فتيات تعرضن للاغتصاب وتعرضت واحدة للاعتداء الجنسي."	1
"وقد تم نقل السجناء بناء على تقارير موثوقة تفيد باحتمال بذل محاولة لتحريرهم من الاحتجاز في بوكافو."	1
"وعندما ترتكب هذه الأفعال كجزء من هجوم واسع النطاق أو منهجي موجه ضد أي مجموعة من السكان المدنيين، مع العلم بالهجوم، فإنها قد ترقى إلى مستوى جريمة ضد الإنسانية."	1
"قامت المملكة العربية السعودية بحساب قيمة الخسائر البيئية في مصايد الأسماك للأعوام 1990-2001 باستخدام البيانات المنشورة عن المصيد من الجمبري والهامور للأعوام 1980 إلى 1989 ومن 1990 إلى 1996 من أجل مقارنة اتجاهات ما قبل الغزو وما بعد الغزو."	0
"26- وتستخدم القوات الجديدة، على نطاق أصغر، الموارد الطبيعية الخاضعة لسيطرتها لتمويل أنشطتها العسكرية، فضلاً عن تحقيق مكاسب شخصية. ويمر الكاكاو المهرب إلى غانا وتوغو شمالا، وتحصل وحدات الجبهة الوطنية على رسوم العبور على طول الطرق التي تسيطر عليها. وبالإضافة إلى القطن والماس، التي سنناقشها أدناه، يساهم إنتاج الأخشاب والذهب وقصب السكر والبن في اقتصاد الجبهة الوطنية، الذي تستفيد منه مواردها العسكرية."	1
"وبما أن صواريخ SA-7 قد استخدمت لمهاجمة طائرات الركاب الإسرائيلية في كينيا المجاورة في تشرين الثاني/نوفمبر 2002، فإن هذه المعلومات تثير القلق."	1
"وكان منظور الشرطة الوطنية لتيمور - ليشتي الذي أوضحته للجنة هو أنه لا يجوز القبض على مقدمي الالتماس وتسليمهم إلى الشرطة الوطنية إلا إذا كانوا متنقلين، وأنه لم يُسمح بأي عمليات للقبض على مقدمي الالتماس."	1
"9. اتفاقية تقديم المساعدة في حالة وقوع حادث نووي أو طارئ إشعاعي؛"	0
"ويشكل التدفق المستمر للمقاتلين غير السوريين إلى جبهة النصرة سبباً للقلق، وهو أمر مشترك بين مجموعة من السلطات الوطنية التي كانت تتتبع هذه المشكلة."	1
"وللصراعات هناك أسباب جذرية معقدة تنطوي على عوامل متعددة، بما في ذلك الخلافات السياسية، والتوزيع غير العادل للموارد الاقتصادية، والاشتباكات القبلية. ولا يزال احتمال تكرار الصراع وامتداده قائما. إن تحقيق السلام سيظل يتطلب جهودا لا تكل من جميع الأطراف."	0
"(هـ) الأفراد العاملون في جمهورية الكونغو الديمقراطية والذين يرتكبون انتهاكات خطيرة للقانون الدولي تنطوي على استهداف الأطفال أو النساء في حالات النزاع المسلح، بما في ذلك القتل والتشويه والعنف الجنسي والاختطاف والتشريد القسري؛"	1
"424- إن سيطرة الجنجويد على الشرطة هو اتجاه بدأ حتى قبل الأزمة الحالية ويمكن اكتشافه من خلال المعلومات التي قدمتها الحكومة نفسها."	1
"وقد أعاقت بعض الجماعات المتمردة العمل الإنساني بشكل مباشر من خلال نهب السيارات والشاحنات والضغط على الموظفين الوطنيين العاملين في المنظمات الإنسانية، أو حتى اختطافهم."	1
"باء- تكاليف العمالة غير المنتجة 49-53 21"	0
"وكما ورد سابقًا، من المتوقع أن يتم الانتهاء من تدمير جميع مرافق إنتاج الأسلحة الكيميائية البالغ عددها 12 مرافق بحلول نهاية يونيو/حزيران 2015، مع احتمال حدوث تأخير طفيف."	1
"34 - وعلى الرغم من الدعوة المستمرة التي تبذلها الأمم المتحدة، لا يزال تسعة أطفال محتجزين في مراكز الاحتجاز في باماكو بدعوى ارتباطهم بالجماعات المسلحة، في انتهاك للبروتوكول المتعلق بالإفراج عن الأطفال المرتبطين بالقوات أو الجماعات المسلحة في مالي، ولم شملهم وإعادة إدماجهم، الموقع عليه في مالي. 1 يوليو 2013 من قبل الحكومة."	1
"59 - وينطوي حظر السفر على إمكانات خاصة ضد ممولي تنظيم القاعدة وحركة الطالبان، الذين قد يجدون صعوبة في استخدام هوية مزورة أو التهرب بطريقة أخرى من القيود المفروضة على تحركاتهم."	1
"ومن غير الحكمة وغير الملائم أيضا السماح لإريتريا بالاعتقاد بأن محاولتها لابتزاز مجلس الأمن عن طريق احتجاز أفراد بعثة الأمم المتحدة في إثيوبيا وإريتريا كرهائن ستنجح."	1
"ويؤكد مجلس الأمن من جديد أهمية مبدأ عدم الإعادة القسرية، وحق اللاجئين في العودة الطوعية إلى [البلد المتضرر] ويشجع البلدان المجاورة [البلد المتضرر] على حماية جميع الأشخاص الفارين من العنف في [البلد المتضرر]، بما في ذلك [أشخاص من منطقة معينة في المنطقة]. ويحث جميع الدول الأعضاء، على أساس مبادئ تقاسم الأعباء، على دعم هذه البلدان في مساعدة اللاجئين والمجتمعات المتضررة..."	0
"يقرر أن تقوم جميع الدول الأعضاء دون تأخير بتجميد جميع الأموال والأصول المالية الأخرى والموارد الاقتصادية الموجودة في أراضيها، والتي يملكها أو يسيطر عليها، بشكل مباشر أو غير مباشر، الأفراد أو الكيانات المدرجة أسماؤهم في [مرفق القرار الذي يفرض الجزاءات] أو [تم تحديدها من قبل لجنة الجزاءات والمتورطة أو المتواطئة في الأمر بارتكاب انتهاكات خطيرة لحقوق الإنسان ضد الأشخاص في [الدولة المتضررة] أو السيطرة عليها أو توجيهها بطريقة أخرى، بما في ذلك عن طريق المشاركة أو التواطؤ في التخطيط أو الأمر أو الأمر أو شن هجمات، في انتهاك للقانون الدولي، بما في ذلك القصف الجوي، على السكان المدنيين والمرافق؛ أو من قبل أفراد أو كيانات تعمل نيابة عنهم أو أفراد وكيانات تعمل لصالح هؤلاء الأفراد أو نيابة عنهم أو بتوجيه منهم]، ويقرر كذلك أن تكفل جميع الدول الأعضاء منع تخصيص أي أموال أو أصول مالية أو موارد اقتصادية متاحة لمواطنيها أو لأي أفراد أو كيانات داخل أراضيها، للأفراد أو الكيانات المدرجة في [مرفق القرار الذي يفرض الجزاءات] أو الأفراد الذين حددتهم اللجنة أو لصالحهم."	1
"واستمر ورود أنباء عن انتهاكات لحقوق الإنسان، يرتبط الكثير منها بعناصر غير مدربة مدمجة في القوات المسلحة لجمهورية الكونغو الديمقراطية، من &quot;المؤتمر الوطني للدفاع عن الشعب&quot; والجماعات المسلحة."	1
"وشددت شهادات أخرى على عمليات الإعدام بإجراءات موجزة لأفراد قيل إنهم ارتكبوا سرقات في المناطق التي تسيطر عليها الحركة الوطنية لكوت ديفوار."	1
"معاهدة المساعدة القانونية المتبادلة مع كمبوديا وإندونيسيا ولاوس وماليزيا والفلبين وسنغافورة وفيتنام (في تشرين الثاني/نوفمبر 2004)."	0
"وإذ يشير إلى مسؤوليات الدول عن وضع حد للإفلات من العقاب ومحاكمة المسؤولين عن أعمال الإبادة الجماعية والجرائم ضد الإنسانية وجرائم الحرب وغيرها من الجرائم الشنيعة المرتكبة ضد المدنيين، وإذ يلاحظ في هذا الصدد مع القلق أنه لم يتم تقديم سوى أعداد محدودة من مرتكبي أعمال العنف الجنسي إلى العدالة، مع الاعتراف بأن أنظمة العدالة الوطنية في حالات النزاع وما بعد النزاع قد تضعف بشكل كبير."	0
"إحاطة يقدمها رئيس الاتحاد الأفريقي (31 أيار/مايو 2006؛ 31 أيار/مايو 2006)."	0
"اتخذت أربع دول تدابير قانونية مناسبة لتجريم توفير الملاذ الآمن؛ أربعة فعلوا ذلك جزئيا؛ ولم يقدم اثنان المعلومات ذات الصلة."	0
"قرار مجلس الأمن 941 (1994)، مرجع سابق. 3"	0
"ويظل من دواعي قلقي البالغ أن الجهود التي يبذلها الليبيريون لإعادة بناء نظام محاكمهم سوف تتطلب قدرا كبيرا من الوقت، وبالتالي فإن النظام نفسه من المرجح أن يظل ضعيفا وقابلا للاختراق على المدى القصير."	0
"49 - وواصلت الحكومة أيضا جهودها الرامية إلى تقديم المساعدة الغذائية إلى السكان الذين يعانون من انعدام الأمن الغذائي والضعفاء بدعم من برنامج الأغذية العالمي، بما في ذلك من خلال برنامج تغذية الأم والطفل التابع لوزارة الصحة (000 47 مستفيد في عام 2010 حتى 30 حزيران/يونيه). وبرنامج التغذية المدرسية التابع لوزارة التعليم (241000 مستفيد) وبرنامج الغذاء مقابل العمل/الأصول (600 مستفيد) الذي يستهدف المجتمعات التي تعاني من انعدام الأمن الغذائي. وفي 27 مايو/أيار، تم افتتاح مصنع لإنتاج الأغذية المخلوطة المغذية لتوزيعها من خلال برنامج تغذية الأم والطفل بدعم فني وإداري من برنامج الأغذية العالمي."	0
"(أ) إزالة الألغام في المناطق الرئيسية لدعم ترسيم الحدود؛"	0
