"","es","VerConf"
"781","Según parece, esto va dirigido a proyectar una imagen de una supuesta amenaza serbia para Kosovo y Metohija.",1
"782","Uno de los objetivos fue el hospital de Kansfra, donde la infraestructura y las máquinas sufrieron daños.",0
"783","Esto carece de toda justificación.",0
"784","Establecimiento de estrategias multisectoriales de respuesta a la violencia por motivos de género en las que participen agentes de los sectores de la salud, la seguridad, los servicios jurídicos/judiciales y los servicios psicosociales; organización de actividades de capacitación locales para aumentar la capacidad y los conocimientos necesarios para la respuesta nacional a la violencia por motivos de género. Elaboración de estrategias de respuesta multisectoriales.",0
"785","El Consejo condena todos los ataques perpetrados por grupos armados locales y extranjeros que amenazan a la población, y ponen en peligro la paz y la estabilidad de la República Centroafricana y la subregión, entre ellos los ataques contra Birao perpetrados por la Convención de Patriotas para la Justicia y la Paz el 19 de Julio y el 24 de noviembre.",1
"786","Acrónimo de ""sistema de información geográfica"", una base de datos informatizada para administrar y analizar datos de emplazamientos.",0
"787","1. Decide que todos los Estados tomen las siguientes medidas respecto de las personas y entidades designadas antes de esta fecha como talibanes y las demás personas, grupos, empresas y entidades asociadas con ellos, como se especifica en la sección A (""Personas asociadas con los talibanes"") y la sección B (""Entidades y otros grupos o empresas asociados con los talibanes"") de la Lista consolidada del Comité del Consejo de Seguridad establecido en virtud de la resolución 1267 (1999) y 1333 (2000) a partir de la fecha de aprobación de la presente resolución, así como otras personas, grupos, empresas y entidades asociados con los talibanes que constituyan una amenaza para la paz, la estabilidad y la seguridad del Afganistán que designe el Comité establecido en virtud del párrafo 30 (denominada en lo sucesivo ""la Lista""):",1
"788","Insto a los líderes libaneses a reanudar y agilizar sus deliberaciones sobre la elaboración de una estrategia de defensa nacional y lograr avances tangibles. El resultado final de ese proceso debe ser que no existan armas sin el consentimiento del Gobierno del Líbano y que no haya ninguna autoridad que no sea la de ese Gobierno.",1
"789","2. Gráfico que muestra la Bahía de la Unión e Isla Conejo, apéndice del Sector de Goascorán, confirmado bajo soberanía hondureña por la Sentencia de la Corte Internacional de Justicia dictada el 11 de septiembre de 1992 y ratificado por medio de la sentencia de 18 de diciembre de 2003 declarando inadmisible la solicitud de revisión de El Salvador, con relación al Sector de Goascorán.",1
"790","El Sr. Soro dijo que les sorprendía que la comunidad internacional no hubiera previsto el conflicto que se avecinaba en Côte d'Ivoire, manifiesto desde el fallecimiento del Presidente Félix Houphouët-Boigny.",1
"791","Para mejorar el apoyo logístico a los contingentes y fuerzas de policía desplegados en los entornos más difíciles de Malí, la Misión ha asignado personal civil de apoyo para facilitar la planificación logística y la presentación de informes de algunas unidades militares desplegadas en Kidal y Tessalit.",0
"792","Siete Estados han adoptado algunas medidas de vigilancia, reglamentación y control de la producción, la venta y la transferencia de armas y explosivos.",0
"793","Poner en tela de juicio las piedras angulares fundamentales de la legitimidad y las aspiraciones nacionales de Palestina no puede obrar en interés del pueblo palestino.",0
"794","Casi dos años después de la última exposición informativa sobre la situación en la región de los Grandes Lagos (las zonas afectadas por el Ejército de Resistencia del Señor), el Consejo celebró una sesión privada el 21 de julio de 2011 para examinar la persistente amenaza que representaba el Ejército de Resistencia del Señor para la seguridad regional.",1
"795","Las disposiciones pertinentes son los apartados 2B b) 2) y 2B b) 5).",0
"796","La misión de investigación de los hechos consideró que, puesto que la credibilidad de las autoridades libanesas que dirigían la investigación había sido cuestionada, para descubrir la verdad había que hacer una investigación internacional independiente.",0
"797","El Consejo de Seguridad insta a los Estados, a las organizaciones internacionales y al sector privado a que compartan pruebas, información e inteligencia, según proceda, a efectos de las actividades policiales de lucha contra la piratería, incluidos el enjuiciamiento efectivo de los presuntos piratas y el encarcelamiento de los convictos, y alienta las iniciativas existentes y futuras a este respecto.",0
"798","Ningún Estado ha adoptado medidas apropiadas para proteger a las organizaciones sin fines de lucro de ser utilizadas para la financiación del terrorismo.",1
"799","El acto sirvió de base para elaborar un programa regional centrado en Argelia, Burkina Faso, Malí, Mauritania, el Níger y Nigeria con miras a fomentar la capacidad de los Estados Miembros para elaborar, planificar, desarrollar y ejecutar programas de rehabilitación y reintegración de los extremistas violentos en las cárceles.",0
"800","En general, el refuerzo de la cooperación y el intercambio de información internacionales y las respuestas nacionales amplias e integradas pueden contarse entre las maneras más eficaces de combatir y prevenir la incitación.",0
"801","La publicación reciente por el Consejo de Ulemas de un decreto religioso en el que se condenan el narcotráfico y otras actividades conexas puede ser fundamental para desalentar el cultivo de la adormidera.",1
"802","Lo que es aún peor, las actividades de estos grupos terroristas constituyen una grave amenaza para los esfuerzos en pro de la consolidación de la paz y las misiones de mantenimiento de la paz de la comunidad internacional, como por ejemplo las de Somalia y Malí.",1
"803","Estos documentos se pueden consultar en el sitio web del Comité.",0
"804","VI. LA RECLAMACIÓN DE LA EMPRESA C. HAUSHAHN GMBH & CO.",0
"805","La Comisión observa con preocupación las irregularidades registradas a lo largo de varios años en los inventarios de armas de las F-FDTL.",1
"806","El Sudán ha ratificado también el Convenio 182 de la Organización Internacional del Trabajo sobre la prohibición de las peores formas de trabajo infantil y la acción inmediata para su eliminación, que prohíbe el reclutamiento forzado u obligatorio de niños para utilizarlos en conflictos armados.",0
"807","Que se celebrará el martes 15 de febrero de 2005, a las 13.05 horas",0
"808","24. Insta a los Estados Miembros a que, en respuesta a los logros demostrables de las partes en cuanto a la reestructuración de sus policías, redoblen sus esfuerzos por proporcionar, mediante fondos aportados voluntariamente y en coordinación con la Fuerza Internacional de Policía, adiestramiento, material y ayuda a las fuerzas de policía locales de Bosnia y Herzegovina;",0
"809","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"810","El régimen de sanciones no se aplica en la actualidad a las capacidades de mando, control, comunicaciones e información de los grupos incluidos en la Lista.",0
"811","8. Competencia de la instancia de apelación",0
"812","Algunos Estados Miembros también expresaron preocupación por las tensiones que se habían producido en el complejo de edificios de la Explanada de las Mezquitas y el Monte del Templo en Jerusalén en las semanas anteriores y exhortó a las partes a que evitaran adoptar medidas unilaterales que socavaran las perspectivas de paz.",0
"813","Sentencia prevista para septiembre de 2010. A. S. Ntahobali",0
"814","Observamos que los retos perdurables a que hace frente la policía en Timor-Leste no deben subestimarse.",1
"815","Desde que fueron adquiridas a principios de enero de 2005, hasta el momento de la explosión, esas tarjetas sólo habían servido para establecer comunicaciones entre sí.",0
"816","Me preocupa mucho la última escalada que se ha producido entre Gaza e Israel.",1
"817","En marzo de 2009, cuando se emitió la orden de detención del Presidente Omar al-Bashir, algunos predijeron que esta orden judicial contra el Jefe de Estado en ejercicio del Sudán destruiría las perspectivas de aplicación del Acuerdo General de Paz de 2005.",1
"818","La Comisión, sobre la base de un minucioso análisis de la información reunida en el curso de sus investigaciones, determinó que el Gobierno del Sudán y los Janjaweed eran responsables de graves transgresiones de las normas internacionales de derechos humanos y el derecho internacional humanitario que equivalían a crímenes con arreglo al derecho internacional.",1
"819","Bosnia y Herzegovina expresa su inquietud por el estancamiento político actual en el establecimiento de un nuevo gobierno y de la definición de un proceso de reforma constitucional claro.",1
"820","Fuente: Hansueli Krapf (a través de Wikimedia Commons) y Google Earth.",0
"821","El Equipo recuerda a los Estados que, contrariamente a lo que dan a entender el Grupo de alto nivel sobre las amenazas, los desafíos y el cambio y otros, hace mucho que el Comité estableció criterios para incluir o excluir nombres de la lista.",1
"822","Sin lugar a dudas, la mejora de la situación en materia de seguridad es el mayor reto que enfrenta el país. Determinará el curso futuro del desarrollo político, económico y social en el Iraq.",0
"823","El Viceministro de Relaciones Exteriores del Afganistán dijo que había sido un año de importantes hitos, pero que los logros habían tenido un costo, y destacó que el terrorismo seguía siendo una grave amenaza.",1
"824","Me preocupa profundamente que la violencia sexual ejercida contra las niñas continúe socavando durante muchos años las perspectivas de alcanzar la coexistencia pacífica en Darfur.",1
"825","Es parte de un mantra repetido constantemente ante este Consejo, que no por repetido resulta cierto, que pasa por alto tanto las responsabilidades palestinas como los derechos israelíes y que no reconoce las dificultades enormes que enfrentan las fuerzas israelíes al tratar de proteger a sus ciudadanos y minimizar el daño a las vidas palestinas cuando los terroristas que enfrentan muestran tan poca preocupación por la vida de los palestinos como por las de los israelíes.",1
"826","Se puede obtener un ejemplar de la Ley en el sitio www.stgc.gov.sg.",0
"827","El Consejo de Seguridad expresa su grave preocupación porque la inestabilidad constante y el creciente vacío de seguridad en la República Centroafricana siguen afectando negativamente a las operaciones contra el LRA y contribuyendo a fortalecer al LRA en el país.",1
"828","El Consejo y los países que aportan contingentes y fuerzas de policía escucharon las exposiciones del Sr. Edmond Mulet, Subsecretario General de Operaciones de Mantenimiento de la Paz, del Sr. Abhijit Guha, Asesor Militar Adjunto y del Sr. Andrew Carpenter, Asesor Policial interino.",0
"829","A fin de responder con eficacia a la naturaleza asimétrica de la amenaza terrorista, es esencial reforzar la cooperación mediante el intercambio permanente de información entre las fuerzas del orden, los órganos encargados de la seguridad fronteriza y los servicios de inteligencia.",0
"830","b) Un proceso de examen multidepartamental;",0
"831","El Consejo de Seguridad expresa profunda preocupación por las tensiones en los estados del Nilo Azul y Kordofán Meridional.",1
"832","El Gobierno del Afganistán ha exhortado a que el Comité responda con más flexibilidad a sus propuestas de supresión de nombres de la Lista, porque teme que si no puede conseguir las supresiones perderá un sistema indispensable para recompensar a los talibanes que aceptan la reconciliación y corre el riesgo de que vuelvan a tomar las armas.",1
"833","El Consejo de Seguridad reitera que la amenaza creciente planteada por los combatientes terroristas extranjeros es parte de las nuevas cuestiones, tendencias y acontecimientos relacionados con las resoluciones 1373 (2001) y 1624 (2005), y alienta al Comité contra el Terrorismo a que celebre reuniones especiales en 2015 con la participación de los Estados Miembros y las organizaciones internacionales y regionales competentes a fin de analizar el modo de impedir la circulación de combatientes terroristas extranjeros e impedir que los terroristas aprovechen Internet y los medios sociales para reclutar e incitar a la comisión de actos terroristas, respetando al mismo tiempo los derechos humanos y las libertades fundamentales, y en consonancia con las demás obligaciones contraídas en virtud del derecho internacional, y en este sentido observa la importancia de que el Comité celebre reuniones en las regiones afectadas sobre cuestiones relacionadas con el mandato del Comité.",1
"834","Al mismo tiempo, una de las cuestiones que sigue suscitando los debates más intensos en la subregión es la de lograr que las medidas de lucha contra el terrorismo respeten las obligaciones en materia de derechos humanos.",1
"835","59. La cuestión de Haiderabad (16 de septiembre de 1948; 24 de mayo de 1949).",0
"836","Ponemos de relieve la cuestión de la violencia para expresar nuestra impaciencia en cuanto a la urgencia de encontrar soluciones satisfactorias a los enormes retos para la unidad de la sociedad iraquí.",1
"837",":: Sometan a la acción de la justicia, según el principio de extradición o enjuiciamiento, a todo el que financie, planifique, apoye, facilite o cometa actos terroristas, de conformidad con el derecho internacional, incluidas las normas de derechos humanos",1
"838","A partir del 1° de febrero de 2005, frecuentemente se impidió a los funcionarios de aduanas, en Abidján, que subieran a bordo de los buques llegados a puerto para inspeccionarlos.",0
"839","El lanzamiento de cohetes Qassam desde Gaza continúa, incluso mientras hablamos; esos cohetes se dirigen deliberadamente contra la comunidad civil, se apuntan contra civiles inocentes, a los que se aterroriza mientras están acostados en sus camas, sentados en las salas de sus casas o llevando a sus hijos a la escuela.",1
"840","Se ha creado un sistema en virtud del cual las víctimas de explotación y abuso sexuales se remitirían, caso por caso, a una organización no gubernamental que le preste el apoyo necesario.",0
"841","No obstante, de no ser sumamente transparente -- lo que menoscabaría una de sus ventajas principales -- es improbable que ese mecanismo satisfaga las exigencias de un examen judicial eficaz e independiente.",1
"842","El Consejo aguarda con interés la reunión de seguimiento que se celebrará en Puerto Príncipe los días 22 y 23 de septiembre, teniendo en cuenta las prioridades definidas por el marco de cooperación interino del Gobierno de Haití.",0
"843","ii) La Convención sobre la protección física de los materiales nucleares, de 1980;",0
"844","Los dirigentes del Gobierno y sus partidarios, por su parte, acusaron al MPCI y otros ""movimientos rebeldes"" de emplear fuerzas extranjeras y cometer atrocidades, en particular, el asesinato de decenas de agentes de la Gendarmería en Bouaké.",1
"845","""3. Exhorta a todos los Estados a:",0
"846","Estoy particularmente preocupado por el inestable presente que podría deteriorase más si no cambia la situación política y si la situación socioeconómica continúa sin ser atendida debidamente.",1
"847","Con este fin, es necesario promover el instrumento y hacer entender que los elaboradores de políticas y los funcionarios pertinentes entiendan sus consecuencias.",0
"848","Este caso es un ejemplo no sólo de asesinatos en masa de civiles, sino también de confinamiento ilícito, acompañado de ejecuciones sumarias, violaciones y otros abusos.",0
"849","La explicación de las categorías figura en el cuadro II.3 infra.",0
"850","En cuarto lugar, la piratería frente a las costas de Somalia es un problema internacional, que exige nuestros esfuerzos y nuestra contribución colectivos.",1
"851","Pide que se respeten plenamente los derechos humanos, las libertades fundamentales y el derecho internacional humanitario en todo [el país afectado], observa con preocupación las restricciones a la libertad de los medios de información y los ataques contra periodistas ...",0
"852","Que se celebrará el viernes 11 de octubre de 2002, a las 10.20 horas",0
"853","Sin embargo, la capacidad del Estado libanés de ejercer plenamente su autoridad en todo su territorio sigue siendo reducida y la producción de una serie de incidentes de seguridad demostró una vez más que los grupos armados que se encuentran fuera del control del Estado, así como la proliferación de armas, plantean amenazas a la seguridad del Líbano.",1
"854","En 2006 se registraron 136 incidentes de secuestros colectivos, de los que fueron víctimas un total de 324 niños, 210 de ellos en noviembre de 2006 y el resto entre mayo y diciembre de ese mismo año.",0
"855","b) Cosméticos (por un valor de aproximadamente Yen160.000) en octubre de 2008.",0
"856","El Presidente tomó nota de la preocupación constante de algunos países en relación con el alcance de la zona de alto riesgo.",1
"857","Los ITS han dado lugar a procesamientos y condenas, pero no se dispone de datos que permitan proporcionar cifras.",0
"858","5. Además, afirmamos respetuosamente que existen otros métodos, más expeditivos y sencillos, que garantizarían que se otorgue una justa indemnización a las víctimas de actos delictivos en Rwanda.",0
"859","Presidente: Sir Jeremy Greenstock (Reino Unido de Gran Bretaña e Irlanda del Norte)",0
"860","El Consejo exhorta también a las Naciones Unidas y la Unión Africana a que investiguen conjuntamente las redes logísticas del LRA y sus posibles fuentes de financiación ilícita, incluida su presunta implicación en la caza furtiva de elefantes y en actividades de contrabando conexas.",0
"861","Por su esencia, el terrorismo se opone a los valores fundamentales de la humanidad consagrados en la Carta de las Naciones Unidas y los documentos fundamentales sobre derechos humanos.",1
"862","Habiendo determinado que la situación en la República Democrática del Congo sigue constituyendo una amenaza para la paz y la seguridad internacionales en la región,",1
"863","A fin de continuar depurando la Lista de entradas inadecuadas, el Equipo recomienda que cuando el Comité realice su revisión trienal, invite a los Estados proponentes que proceda a que presenten solicitudes de exclusión de la Lista de aquellos nombres que carezcan de suficientes datos de identificación para posibilitar una aplicación eficaz de las medidas.",0
"864","S/RES/1820 (2008), párr. 5",0
"865","Sumamente preocupado por la amenaza del terrorismo y el riesgo de que agentes no estatales** como los identificados en la lista de las Naciones Unidas elaborada y mantenida por el Comité establecido en virtud de la resolución 1267 (1999) del Consejo de Seguridad y aquéllos a los que se aplica la resolución 1373 (2001) puedan adquirir, desarrollar o emplear armas nucleares, químicas y biológicas y sus sistemas vectores o traficar con ellas,",1
"866","Como se indica en el informe del Secretario General (S/2004/634), se trata de un desafío realmente abrumador.",1
"867","El Consejo de Seguridad reitera su condena, igualmente enérgica, de todas las violaciones del derecho internacional aplicable relacionadas con el reclutamiento y la utilización de niños por las partes en un conflicto armado, así como los casos de reclutamiento repetido, muerte y mutilación, actos de violación y otros actos de violencia sexual, secuestros, ataques contra escuelas u hospitales y denegación del acceso humanitario por las partes en un conflicto armado.",1
"868","Un Estado no ha formulado una estrategia sobre la materia ni cuenta con las estructuras de organización necesarias.",1
"869","Desde el inicio de su misión en octubre de 2006, el Equipo de Tareas Marítimo ha interceptado y solicitado información a unos 30.500 buques.",0
"870","Las pérdidas reclasificadas se han tratado en la sección relativa a los tipos de pérdida en que el Grupo las reclasificó.",0
"871","Otro Estado hizo referencia a los riesgos de que aumentaran las corrientes migratorias, los movimientos radicales y la activación de las redes terroristas internacionales en las inmediaciones de Europa, aunque declaró que no se había detectado una amenaza inminente para su territorio.",1
"872","La Federación de Rusia expresa su profundo pesar y preocupación por la información relativa a la persistencia de la violencia en Darfur.",1
"873","El Grupo también visitó el campamento de tránsito de Nonah para refugiados de Côte d'Ivoire en Guinea.",0
"874","Las amenazas terroristas a esta región son algo diferentes en cuanto su origen y naturaleza, pero sus efectos son similares.",1
"875","Israel está obligado, de conformidad con el derecho internacional y como Potencia ocupante, a proteger a los civiles palestinos, especialmente a los niños, así como a salvaguardar los bienes de los civiles.",1
"876","14. Decide que el Comité, al determinar si se deben excluir nombres de la Lista consolidada, considere, entre otras cosas, i) si la persona o entidad se incluyó en la Lista consolidada por un error de identificación, o ii) si la persona o entidad ha dejado de reunir los criterios enunciados en las resoluciones pertinentes, en particular la resolución 1617 (2005); al realizar la evaluación indicada en el apartado ii), el Comité podrá considerar, entre otras cosas, si la persona ha fallecido o si se ha demostrado que la persona o entidad ha roto toda asociación, como se define en la resolución 1617 (2005), con Al-Qaida, Osama bin Laden, los talibanes y sus partidarios, incluidas todas las personas y entidades que figuran en la Lista consolidada; Exenciones 15. Decide prorrogar el plazo para el examen por el Comité de las notificaciones presentadas con arreglo al apartado a) del párrafo 1 de la resolución 1452 (2002) de 48 horas a tres días laborables;",0
"877","Como dije antes, la aplicación de dobles raseros en el tratamiento del terrorismo y de los grupos terroristas es también un motivo de grave preocupación que socava seriamente los esfuerzos de la comunidad internacional en su lucha contra el terrorismo.",1
"878","Muy pocos Estados han creado unidades antiterroristas.",0
"879","Ello quedó claro en los recientes incidentes de indisciplina del DIS, a saber, el presunto asesinato de un civil por un comandante del DIS en Farchana el 22 de marzo.",1
"880","Instamos a la Autoridad Palestina a que haga todo lo posible para poner fin a esos ataques.",1
"881","El sector de las organizaciones sin fines de lucro es posiblemente el más vulnerable a la financiación del terrorismo y el más difícil de reglamentar y vigilar.",1
"882","Varias delegaciones opinaban que las situaciones internas, en particular el conflicto de Sudán del Sur, no permitían adoptar decisiones que llevaran a la solución de las cuestiones pendientes.",1
"883","Otra persona también incluida en la lista fue absuelta de todas las acusaciones.",0
"884","Los principales aspectos de las declaraciones formuladas por el Representante Permanente Adjunto, así como el intercambio de opiniones entre los miembros del Grupo de Trabajo, se reflejan en el resumen que figura en las conclusiones pertinentes (S/AC.51/2014/4).",0
"885","A este respecto, recibí una carta de fecha 6 de diciembre de 2007 del Representante Permanente de Marruecos ante las Naciones Unidas (S/2007/714) y otra de fecha 12 de diciembre de 2007 del Ministro de Relaciones Exteriores y Cooperación de Marruecos (S/2007/731, anexo) en las que denunciaban violaciones de los términos de los acuerdos militares negociados en 1991.",1
"886","(1 de julio de 2010 a 30 de junio de 2011)",0
"887","La Fiscal lamentó que hubiera empeorado la situación de Libia en materia de seguridad, que hubiera aumentado la inestabilidad política y que, como consecuencia de ello, el clima imperante no fuera propicio a cerrar la brecha de impunidad en el país.",1
"888","Según la información obtenida, la intensidad de los ataques y las atrocidades cometidas en una aldea aterrorizaban tanto a los habitantes de las aldeas vecinas que habían escapado a esos ataques que también huían a zonas en las que reinaba una seguridad relativa.",1
"889","c) Descripción del inicio de la actividad mercantil, que contendrá los datos siguientes:",0
"890","El Departamento de Seguridad Civil y Preparación para Situaciones de Emergencia se estableció oficialmente en noviembre en virtud del reglamento No. 2000/61 de la UNMIK.",0
"891","El Sr. Serry calificó de alarmante la disparidad entre los progresos logrados con miras a la creación de un Estado palestino y el persistente y profundo estancamiento de la vía política.",1
"892","Más del 60% de los niños en edad escolar no tienen acceso a la escuela.",0
"893","Saldo al 29 de febrero de 2008",0
"894","Por último, debemos advertir de que no redunda en interés de la paz y la seguridad internacionales que la comunidad internacional, incluido el Consejo de Seguridad, utilice la difícil situación que padecen los pueblos árabes en aras de su propio interés y para efectuar un cambio de régimen.",1
"895","Por ello, el Consejo de Seguridad determinó en su resolución 1556 (2004) que la situación en el Sudán constituía una amenaza para la paz y la seguridad internacionales y para la estabilidad de la región y, actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas, instó al Gobierno del Sudán a que cumpliera de inmediato todas las promesas formuladas en el comunicado conjunto.",1
"896","Se prevé que en 2008-2009 la cosecha de trigo y de cebada sea hasta un 51% inferior a la de la temporada anterior.",0
"897","4. El 21 de marzo de 1997, el Grupo dictó su primer conjunto de providencias respecto de las reclamaciones.",0
"898","- Exhortar a los Estados y a las organizaciones regionales y subregionales a que presten asistencia técnica a la policía local, el poder judicial y las instituciones penitenciarias (por ejemplo, prestando servicios de orientación personalizada y de preparación de legislación).",1
"899","Nos vimos obstaculizados incluso para condenar la violencia y aprobar un plan pacífico elaborado por los propios vecinos de Siria.",1
"900","Los desafíos que afronta el país requieren que los líderes haitianos forjen un vínculo común.",1
"901","En lo que respecta a la erradicación se han erradicado de 5.100 hectáreas o el 5% de la cosecha total.",0
"902","Los actuales intentos del Consejo de Seguridad de culpar a Eritrea son injustificados, tanto legalmente como políticamente.",1
"903","Exhorta a todas las partes en el conflicto armado [del país afectado], incluidos los miembros de [un grupo armado en concreto], a que den órdenes claras contra la violencia sexual, y las exhorta además a que asuman y cumplan compromisos específicos sobre la investigación oportuna de los presuntos abusos a fin de que los autores rindan cuentas de sus actos, de conformidad con lo dispuesto en la resolución 1960 (2010), y a que faciliten el acceso inmediato de las víctimas de la violencia sexual a los servicios disponibles;",0
"904","La Comisión también verificó otros muchos incidentes de ataques contra civiles, basándose en la información y las pruebas recibidas en el curso de sus tareas.",0
"905","Además, si los nombres están mal identificados existe el riesgo de que se apliquen sanciones a quien no corresponde.",1
"906","El cultivo de tejidos en los manglares se encuentra en una etapa experimental y no es razonable utilizarla para la reforestación.",0
"907","El Grupo visitó también el puesto de control policial de Niangoloko e inspeccionó el ""registro de movimientos"" pero no observó ninguna irregularidad; había habido algunas confiscaciones de pistolas y escopetas artesanales.",0
"908","Sin embargo, sigo preocupado porque continúan las restricciones impuestas a la libertad de circulación de los observadores militares de las Naciones Unidas que intentan visitar las unidades, los cuarteles y los bastiones de las partes con fines de verificación.",1
"909","Un Estado señaló que, si bien su constitución garantizaba el derecho a la libertad de expresión, ese derecho podía estar sujeto a restricciones razonables, incluidas las aplicables a manifestaciones verbales que representaran incitación.",0
"910","La situación en la República Centroafricana (6 de agosto de 1997; 14 de diciembre de 2010)",0
"911","En su cumbre celebrada en 2013, el Grupo de los Ocho declaró su ""rechazo inequívoco"" de la financiación del terrorismo a través del pago de rescates.",1
"912","En su informe el Secretario General observa que se ha registrado un cierto progreso en la mayoría de estos ámbitos, salvo en lo que se refiere a la cuestión esencial de la reforma de la administración local y, en particular, a la descentralización, en donde el progreso, en comparación, no es suficiente.",1
"913","64. Derribo de dos aeronaves civiles el 24 de febrero de 1996.",0
"914","Se observó un aumento de la tensión entre la población local como resultado de la extorsión y el cobro ilegal de impuestos practicados por las autoridades abjasias de facto.",0
"915","El Consejo de Seguridad reitera su más enérgica condena de los casos de profanación, daños y destrucción de lugares sagrados y de importancia histórica y cultural, en especial, pero no exclusivamente, los declarados Patrimonio Mundial por la UNESCO, incluidos los de la ciudad de Tombuctú.",1
"916","Para el éxito de cualquier operación militar o paramilitar es indispensable que los mandos puedan ejercer control, evaluar la situación imperante y planificar y coordinar su acción vertical y horizontalmente a través de la estructura de mando. Dado que Al-Qaida, los talibanes y sus asociados llevan a cabo actividades de ese tipo, deben contar con los medios necesarios, incluido equipo de comunicaciones.",1
"917","Con ese dinero, paga mensualmente a los miembros de milicia, a su ""círculo próximo"" (asesores y asociados más íntimos) y a los notables del clan, y compra armas.",0
"918","El 17 de marzo, el G7 publicó un memorando en que formulaba quejas contra el Presidente de la República y enumeraba los obstáculos y dificultades que era preciso superar para hacer avanzar el proceso de paz.",1
"919","175. El 22 de agosto de 1994, NIOC presentó una reclamación en la que pedía una indemnización por las pérdidas sufridas supuestamente por su grupo de empresas, que se detallan y analizan más adelante en los párrafos 181 a 192.",0
"920","Una amenaza concreta ha surgido del uso creciente que hacen las personas y los grupos terroristas de las nuevas tecnologías de la información y las comunicaciones para el reclutamiento, la incitación y la recaudación de fondos, a menudo a través de las fronteras internacionales.",1
"921","Que se celebrará el lunes 7 de junio de 2004, a las 19.45 horas",0
"922","Por último, la amplia diversidad institucional, cultural, étnica y espiritual de varias de las sociedades que están experimentando actualmente tales cambios históricos y profundos puede suscitar tensiones y preocupaciones de seguridad concretas.",1
"923","El Comité procura cerciorarse de que la Lista tenga un carácter dinámico y se vaya ajustando a la evolución del peligro que significa Al-Qaida.",1
"924","Sin duda, la estructura y el desarrollo de la administración pública aún presentan necesidades importantes en Timor-Leste que es necesario considerar.",1
"925","El hincapié hecho en el consenso trae necesariamente consigo actitudes de cooperación.",0
"926","Que se celebrará el miércoles 21 de junio de 2006, a las 10.15 horas",0
"927","El Presidente describió enfáticamente el desafortunado incidente como desagradable e inaceptable, ya que presagia una posible violencia durante las próximas elecciones de 2012.",1
"928","Los miembros de la Comisión decidieron, a fin de recomendar ""medidas que garanticen la rendición de cuentas por los delitos y las violaciones graves de los derechos humanos presuntamente cometidos durante el período"", y teniendo en cuenta que, a juicio del Gobierno de Timor-Leste, el sistema de justicia interno, que contaba con la participación de magistrados, fiscales y abogados defensores internacionales, debería ser la principal instancia para establecer la responsabilidad de dichos delitos y violaciones presuntos, que tendrían que formular una evaluación preliminar del sistema de justicia existente en Timor-Leste.",0
"929","h) Examinar los informes presentados por el Equipo de Vigilancia;",0
"930","En 1993, esa visión era borrosa, por decir lo menos. En ese entonces era imposible definir los objetivos finales que se acercaran a atender las inquietudes de ambos pueblos.",1
"931","Cooperación con otros Estados e instituciones internacionales",0
"932","Estaba generalizado el apoyo a la labor de neutralización de la amenaza que la ADF y otros grupos armados, como las FDLR, representaban en el este de la República Democrática del Congo, conforme a lo encomendado en la resolución 2147 (2014).",0
"933","Visita del Presidente a la zona de la misión en Eritrea y Etiopía",0
"934","34. Destaca la importancia que tienen las consultas y la cooperación entre las Naciones Unidas, el Comité Internacional de la Cruz Roja y otras organizaciones pertinentes, incluidas las organizaciones regionales, para mejorar la protección de los civiles en los conflictos armados;",0
"935","El envío fue organizado por una sociedad comercial pantalla.",0
"936","Existe también un cúmulo de antecedentes verosímiles que dan a entender que se han cometido a sabiendas actos criminales como parte de ataques generalizados o sistemáticos contra la población civil.",0
"937","La detención y agresión física de personal de las Naciones Unidas es totalmente inaceptable.",1
"938","e) Ley de Control y Verificación del Estado (2003);",0
"939","En tercer lugar, en muchas situaciones el Consejo de Seguridad ha reconocido que las graves violaciones de los derechos humanos y del derecho internacional humanitario son posibles amenazas a la paz y la seguridad.",1
"940","Las disposiciones jurídicas sobre las cuestiones relativas al blanqueo de dinero se encuentran en los artículos 12 a 15 del decreto-ley No. 59 de 2003, cuyo texto figura a continuación:",0
"941","e) Subsidios de repatriación 257 - 258 60",0
"942","Las partes también serán responsables de sufragar todos los demás gastos de sus oficiales de enlace.",0
"943","Que se celebrará el jueves 18 de enero de 2011, a las 10.00 horas",0
"944","i) Contribuir a la protección de los civiles que se encuentren en peligro, en particular los refugiados y los desplazados;",0
"945","4. Asesinatos de combatientes enemigos heridos",0
"946","Aliento a las autoridades congoleñas a que obliguen a rendir cuentas a todos los responsables de las violaciones masivas y el saqueo cometidos en Walikale en julio y agosto de 2010.",1
"947","Organización de cursos de capacitación sobre aptitudes de liderazgo y técnicas de comunicación para las mujeres.",0
"948","Las dificultades y el sufrimiento constantes del pueblo palestino siguen siendo una representación trágica de las consecuencias de no aplicar las resoluciones y de no hacer cumplir las decisiones del Consejo de Seguridad.",1
"949","Algunos de esos países se enfrentan a enormes desafíos, y habrá reveses y progresos en los próximos años.",0
"950","La transformación de la fuerza de la MONUSCO por sí sola no entrañará los cambios necesarios para que la Misión pueda cumplir su mandato con mayor eficacia. Debe cambiar el comportamiento de algunos de los países que aportan contingentes.",1
