"","ar_en_DEEP","MatCoop"
"2624","4. The Committee is also concerned with classifying, from the point of view of international criminal law, the violations of international human rights law and international humanitarian law that it may establish. This legal classification is implicitly required for the other tasks he has set for the Security Council Committee, namely (a) to determine whether such violations amount to genocide, and (b) to identify the perpetrators of those violations.",1
"2625","The above-mentioned law also includes the following:",0
"2626","The Office for Disarmament Affairs has made efforts to sensitize potential donors in support of regional seminars and workshops organized by the Office.",1
"2627","This is expected to facilitate the distribution of goods.",0
"2628","The special notification created by INTERPOL and the Committee established under resolution 1267 (1999) in response to Security Council resolution 1617 (2005) provides a solid basis for exploring further practical cooperation between the two organizations on other arms embargoes.",1
"2629","Statement by the President of the Security Council",0
"2630","It should be noted in this regard that the Unified Law on Combating the Financing of Terrorism, drawn up by the West African Monetary and Economic Union, provides for the freezing of financial assets belonging to terrorists through administrative procedures.",1
"2631","Progress made in eliminating the Syrian chemical weapons program",1
"2632","Law No. 535/2004 on the Prevention and Combating of Terrorism was issued by Decree of the President of Romania No. 994/2004 of 24 November 2004 and entered into force three days thereafter.",1
"2633","At least three of the 142 Taliban members listed have been arrested, although it is not yet clear what exactly the charges against them are.",1
"2634","The Council calls on Member States to intensify their international and regional cooperation, on the basis of the principle of public and shared responsibility, as well as their cooperation with the United Nations Office on Drugs and Crime and the International Narcotics Control Board, in order to combat illicit production, demand for and trafficking in drugs, and to identify emerging trends in the field of drug trafficking. .",0
"2635","(d) Democratic Forces for the Liberation of Rwanda;",0
"2636","The average date of the Ministry of Tourism and Antiquities’ request is April 16, 1991.",0
"2637","22 - The situation in Guinea-Bissau (6 November 1998; 26 July 2012).",0
"2638","(ii) Materials that could not be delivered",0
"2639","(b) Facilitating the establishment of the necessary regional mechanisms for international cooperation in criminal proceedings.",1
"2640","Ten people were questioned on the day of the explosion, and about 40 people were questioned over the following two months.",1
"2641","I encourage the United Nations Office for West Africa, the United Nations Regional Office for Central Africa, the Economic Community of West African States, the Economic Community of Central African States and the Lake Chad Basin Commission to continue strengthening cooperation to address all cross-border security threats.",0
"2642","Based on instructions from the first investigating judge in the military court, and with the approval of the Director General of the Internal Security Forces, the cars belonging to Haririâs convoy were taken to the Helou barracks, after photographs were taken of them at the scene of the incident and a videotape was recorded of them in the presence of the commander of the Beirut Second District and the commander of the traffic detachment in the Beirut District. Beirut II, the commander of the Burj police station, and a team of criminal investigators, using lighting lamps provided by the civil defense services, according to report No. 144/302 of February 14, 2005.",1
"2643","In addition, the Council itself has set important precedents, including the establishment of investigative committees on Bosnia, Rwanda and Darfur, which paved the way for the establishment of the International Tribunals for the Former Yugoslavia and Rwanda in 1993 and 1994, respectively, and the referral of the situation in Darfur to the International Criminal Court in 2005.",1
"2644","5 - Calls upon all States to continue to take urgent steps to enforce and strengthen the measures imposed by domestic laws or regulations on their nationals and other individuals or entities operating in their territories, through the enactment of legislation or administrative measures, as appropriate, to prevent any violations of the measures referred to in Paragraph 1 of this resolution and sanction, and to inform the Committee of the adoption of such measures, and invites States to inform the Committee of the results of all investigations or enforcement actions related thereto, unless doing so would be prejudicial to the investigations or enforcement actions;",0
"2645","One of the fundamental issues of which both sides are aware relates to the removal of the names of Taliban members from the consolidated list established pursuant to resolutions 1267 (1999) and 1333 (2000), an issue solely controlled by the Committee.",0
"2646","(e) Authorizing the establishment of independent newspapers and other media; allowing citizens to freely use the Internet and social networks, international communications, radio and television broadcasts and foreign publications, such as the popular culture of other countries; and abolishing compulsory participation in mass organizations and ideological indoctrination courses;",1
"2647","UNMIK redefined the Committee's terms of reference in March 2006 under UNMIK Regulation 2006/50, which mandated the Kosovo Committee to settle claims directly related to the armed conflict that occurred between 27 February 1998 and 20 June. /June 1999, or resulting from this dispute, with respect to private real property, including agricultural and commercial property.",1
"2648","First - a general review of the first installment claims",0
"2649","The review examined 488 names of individuals, groups and entities subject to the Al-Qaida and Taliban sanctions regime in order to complete the restricted data on them or remove them from the list in cases where the Committee decided that their remaining on the list was no longer appropriate.",1
"2650","9. Requests the Secretary-General to continue to report regularly, at least every three months, on the situation in the Democratic Republic of the Congo and on the activities of MONUC, and to provide the Security Council, with the same regularity, with specific updates on the military situation;",1
"2651","During its most recent visit to Damascus from 10 to 15 December 2014, the Declaration Evaluation Team continued to conduct interviews with key individuals in the Syrian chemical weapons programme, held technical meetings with the National Authority of the Syrian Arab Republic, and visited two sites.",1
"2652","27. Due to, for several reasons, including the wide expanse of Western Sahara, it was not possible to obtain a comprehensive picture of the number of mine/explosive remnants of war incidents in the Territory.",1
"2653","6 - At 1203 hours on 11 July 1998, an American formation of two aircraft dropped 8 thermal flares over the Rabia area in Nineveh Governorate.",0
"2654","396 - However, through its investigations, the Committee was able to collect more important information on cases of enforced disappearance.",1
"2655","The term “employer” as used herein refers to these bodies collectively.",0
"2656","A number of regions have also concluded specific agreements to control the export, import and transit of these weapons.",1
"2657","There is almost unanimous acceptance that Afghanistan's problems cannot be solved by military means alone.",0
"2658","UNDP and its implementing partners have made arrangements to provide reintegration services to an additional 7,219 ex-combatants upon their demobilization.",1
"2659","(Q.Q.: 525 IQD (22) - 28 March 2010)",0
"2660","In order to achieve lasting regional peace, all subversive forces must be comprehensively dealt with and disarmed by force.",1
"2661","12 - The Committee will hold thematic discussions on strengthening efforts to limit the mobility of terrorists, with the participation of experts from all relevant international technical organizations, before holding its fifth special meeting.",1
"2662","However, the Group considers that there is an opportunity to address this issue through an arms embargo, and recommends that: (i) the Committee include civilian and improvised explosives explicitly in its terminology document; (ii) That the Committee compile the experience gained by Member States in confronting this threat in a document to be published on its website; (iii) That the Security Council stipulate in any future resolution on this issue that ârelevant materiel of all typesâ includes civilian and improvised explosives.",1
"2663","The reserve also supports formed police units deployed in the region.",1
"2664","These instruments, along with the decentralization policy, clarify the roles and responsibilities of local councils, district officials, parliamentarians and traditional authorities in development decision-making; elections and maintenance of law and order; Collecting and distributing local revenues.",1
"2665","In conclusion, a presidential statement (S/PRST/2004/16) was adopted in which the Council called on Member States to provide political and financial support, as well as civilian and military personnel, to allow the numerous operations to begin in the most favorable conditions and to effectively carry out their respective mandates.",1
"2666","It is in its interest to do so.",0
"2667","The Committee's focus will remain on monitoring and encouraging Member States' implementation of resolution 1373 (2001), and on taking practical measures aimed at strengthening the capacity of States to combat terrorism, including measures aimed at facilitating technical assistance.",1
"2668","21. Progress has been made in the program of registration, screening and certification of National Police personnel, with as of 20 September the number of fully certified National Police officers reaching 2,944 (including 565 women), representing 94 per cent of its strength.",1
"2669","The current composition of the expert group is presented in annex I to this report.",0
"2670","Recalling the statement made by its President on 8 July 1999 (S/PRST/1999/21), and reaffirming its call for the inclusion, as appropriate, within specific peace agreements and on a case-by-case basis within United Nations peacekeeping mandates, of explicit provisions for the disarmament, demobilization and reintegration of former combatants, including the safe and timely disposal of weapons and ammunition;",0
"2671","Muhammad Ghazai Saad Ali Al-Mutairi",0
"2672","Although this initiative is a response to the growth of drug trafficking and transnational organized crime in West Africa, the Transnational Crime Units will act as law enforcement centers supporting technical and analytical capacities at the national and regional levels to respond to transnational threats.",1
"2673","Scheduled for Wednesday, 6 November 2002, at 3 p.m",0
"2674","Resolution 2095 (2013), preambular paragraph 7",0
"2675","Satellite images of the test stand on the West Coast showing engine tests being carried out",0
"2676","The Committee continues to monitor and assess the changing nature of the threat posed by Al-Qaida and its associates to international peace and security, and to adapt its operational approach accordingly in order to ensure an effective and efficient response to these threats.",1
"2677","In this regard, in a letter dated 1 August 2008 addressed to the President of the Security Council, the Committee submitted its recommendations to the Security Council regarding the imposition of measures targeting the entities and individuals identified by the Committee.",1
"2678","Notes the policy of cooperation pursued by neighboring countries, including [names of concerned countries], in keeping their borders open to refugees... and encourages these countries to continue this policy and contribute to stabilizing the situation whenever possible;",1
"2679","(b) Strengthen legislative and regulatory frameworks to combat the financing of terrorism, including by criminalizing the financing of terrorism, adopting the necessary measures to freeze funds without delay and conducting risk assessments of exploitation of the non-profit sector;",1
"2680","This constitutes a real threat, although it has been largely contained through national, bilateral and multilateral cooperation.",1
"2681","60. As I noted previously (see S/2010/85, para. 176), a cautious approach should be taken to dealing with the restructuring of the Mission's police, taking into account, among other factors, the need for their adequate presence in all districts and units to ensure monitoring Providing advice, training, guidance and support as required to continue building the capabilities of the National Police and developing its institutions.",1
"2682","Violations of this law shall be punished in accordance with Articles 231, 249 to 253, and 263 to 284 of the General Law relating to customs and excise duties.",0
"2683","When the status of the region is determined, it will be expected that the European Union will play a more important role. This relates to the police and justice, where its presence will have to continue, although this presence will be smaller and more specialized. This is to monitor and support the standards process, which will be gradually integrated into the processes established by the European Union itself; Focus efforts on capacity building.",1
"2684","For example, in 2009, Bhutan established a special forces unit in the police department to combat terrorism.",1
"2685","Second - Developments during the reporting period",0
"2686","These seven ships are registered to seven separate companies that operate them, each of which owns and operates only one ship.",0
"2687","Scheduled for Friday, 4 October 2002, at 10.30 a.m",0
"2688","Gender perspectives are mainstreamed into coordinated responses to prevent armed conflicts and emergencies.",1
"2689","The evidence includes storage lists dated 7 October 1990 and 13 March 1992 showing the types and descriptions of the items stored.",0
"2690","Therefore, it is the Committee's opinion that these acts may constitute crimes against humanity.",0
"2691","An eighth formed police unit from Nigeria is expected to be deployed in October.",1
"2692","However, the Land Production Division did not respond to these requests.",0
"2693","51 - The situation in Mali (4 April 2012; 16 October 2013)().",0
"2694","In a session held by the full court in the presence of the nine first instance judges and five appeal judges, the court discussed in detail the issue of paying compensation to the victims of the tragic events that occurred in Rwanda.",0
"2695","Develop multi-sectoral strategies to address gender-based violence, involving parties from the health, safety/security, law/justice and mental health sectors; Organizing local training to strengthen national skills and capacities in addressing gender-based violence.",1
"2696","Condemns the use of [the national radio and television station] and other media to incite discrimination, hostility, hatred and violence, including against the [relevant United Nations mission], as well as acts of intimidation and violence against journalists and calls for the lifting of all restrictions on the exercise of the right to freedom of expression in [ country in question];",0
"2697","It is necessary that the Committee's work is not limited to helping countries develop their legislation related to combating terrorism, but rather extends to include monitoring the implementation of that legislation according to the requirements of the reality of the situation.",1
"2698","Acting in accordance with Chapter VII of the Charter of the United Nations,",0
"2699","The advantage of the team is its ability to work in cooperation with governments around the world, as well as to engage with external specialists, to establish an integrated assessment of the threat posed by Al-Qaida and its partners, and to advance a targeted, effective and fair sanctions regime.",1
"2700","(b) Procurement related to uranium enrichment",0
"2701","Sustainable and effective democratic governance is a goal that must be pursued with great resolve, and even with a sense of what the situation requires, and that rapid action is needed everywhere, and Haiti is no exception.",0
"2702","First, according to United Nations estimates, there are 1.65 million internally displaced people in Darfur, and there are more than 200,000 refugees from Darfur in neighboring Chad.",0
"2703","8. On 21 September, in response to the request of the parties to the Comprehensive Peace Agreement, I announced the establishment of a three-member team, headed by the former President of the United Republic of Tanzania, Benjamin Mkapa, to monitor the referendums in South Sudan and Abyei.",1
"2704","Welcoming the establishment of the Permanent National Independent Electoral Commission, noting the need for the nomination of its members to be through an independent and inclusive process, and recalling the importance of preparations for the elections scheduled for 2010 being based on the spirit of reconciliation and dialogue enshrined in the Burundian Constitution that led to the completion of the transition successfully,",1
"2705","Aware of the demands of the Lebanese people to identify all those responsible for the terrorist bombing that led to the killing of former Lebanese Prime Minister Rafik Hariri and others, and to hold them accountable for it,",0
"2706","The Council also decided to review, within three and six months, whether field conditions would allow for a reduction in the number of peacekeepers to 6,000 personnel.",1
"2707","This mechanism has already succeeded in reversing the process of issuing ultimatums to staff of United Nations agencies to leave West Darfur.",0
"2708","This budget includes significant reductions in capital and operating costs, including stopping the payment of some allowances.",0
"2709","(e) Compensation of employees for loss of personal effects (SAR 969,033);",0
"2710","Scheduled for Friday, April 7, 2000, at 10.30 a.m",0
"2711","(c) Prevent the supply, sale or transfer, directly or indirectly, of arms and related equipment of all types, including weapons and ammunition, military vehicles and equipment, paramilitary equipment and spare parts for the aforementioned, to those individuals, groups, undertakings and entities, from their territories or by their nationals outside their territories or using their flag vessels or aircraft, as well as prevent the provision of any technical advice, assistance or training related to military activities;",1
"2712","The presence of the Guard force was considered crucial to maintaining an atmosphere that prevented influence on witnesses and allowed witnesses to access court facilities without fear.",1
"2713","Scheduled for Tuesday, 26 February 2008, at 10 a.m",0
"2714","Recent developments in the region confirm the concerns long expressed to the Mission by its interlocutors.",0
"2715","7- Decides to remain seized of the matter.",0
"2716","58 - In order to achieve sustainable returns and create viable minority communities, there is a need to implement the decentralization process. This process will improve the ability of non-Albanian communities in Kosovo to protect their identities and livelihoods, build confidence in the future, and encourage them to play a more positive role in Kosovo's administrative institutions.",1
"2717","Furthermore, measures exempting from the Covenant must not discriminate on grounds of race, colour, sex, religion or social origin.",1
"2718","In addition, a United Nations Disaster Assessment and Coordination Team was deployed in early December for a period of three weeks to support the Government in establishing an Ebola Operations Center and to establish mechanisms to facilitate coordination between the Government and partners.",1
"2719","642- However, the Commissionâs conclusion that the government authorities did not pursue or implement in Darfur, directly or through the militias under their control, a policy aimed at genocide should in no way be considered to diminish the seriousness of the crimes committed in that region.",0
"2720","The Council stresses the need to strengthen cross-border coordination and information-sharing between these missions, as well as among all other actors in the region, to better anticipate LRA movements and imminent threats of attack.",0
"2721","(c) Decided that the Executive Directorate would continue to function as a special political mission, within the framework of the overall policy guidance provided by the Committee, for the period ending 31 December 2010, and further decided to conduct an interim review by 30 June 2009 and to consider comprehensively the work of the Executive Directorate before the end of its mandate;",1
"2722","40. The Office continued to provide technical assistance in the field of counter-terrorism to countries in East Africa; For example, in close consultation with national authorities in Ethiopia, Djibouti, Somalia and Kenya, it has developed country programs dedicated to long-term assistance to strengthen their criminal justice response to terrorism in accordance with the rule of law and with due respect for human rights.",1
"2723","Likewise, the Security Council Committee established pursuant to resolution 1518 (2003) maintains a non-binding and non-exclusive list of âmoney and financial assetsâ and âeconomic resourcesâ, noting that the latter phrase includes âassets of any kind, whether physical or intangible, movable or immovable property, which is not moneyâ().",1
"2724","In addition, an international obligation shall be deemed to have been fulfilled whenever the responsible State agrees, after concluding a peace treaty, to pay war reparations or penalties to the other State or States for damage to nationals of the adversary, regardless of whether the payment was actually made at any time. time.",1
"2725","For example, some names taken from the list could not be entered into the electronic “passenger” database of the Border Forces Administration.",0
"2726","It also believes that the holding of Karadžić's trial in Serbia, and the interest it will generate, will allow information centers to provide the media and outreach activities with better material to cover the event.",0
"2727","Exclusion pursuant to the “arising before” condition.",0
"2728","This strategy also aims to expand the donor community by engaging countries where particularly effective counter-terrorism approaches or systems have been developed.",1
"2729","Welcoming the inclusion of women in peacekeeping missions to assume civilian, military and police positions, and recognizing that women and children affected by armed conflict may feel safer if they work with women in peacekeeping missions and report violations to them, and that the presence of women peacekeepers may encourage local women to Participation in the armed forces and national security forces, contributing to building a security sector that is accessible and responsive to all, especially women.",1
"2730","The degree of damage to the metal fragments presented to us by the police (they were said to have originated from a Mitsubishi Canter) is consistent with the fragmentation we would expect to have occurred if the car had been at the center of the explosion.",0
"2731","Total loss (Kuwait): Office equipment and cars",0
"2732","âThe Security Council condemns in the strongest terms the suicide terrorist attack that took place in the Ysser region of Algeria on 19 August 2008, which caused the death and injury of many at a gendarmerie training institute; expresses its deepest sympathy to the victims of this heinous terrorist act and extends its condolences to their families and to the people of Algeria and its government.",0
"2733","It will also lay the foundation for an effective firearms control mechanism, which can help authorities manage gun possession.",1
"2734","Some threats were directed at program staff.",0
"2735","The Special Court for Sierra Leone, the first war crimes court since the Nuremberg trials to be based in the country where the atrocities occurred, is determined to prioritize public awareness and dissemination of justice.",1
"2736","11. A primary objective of the Counter-Terrorism Committee remains to facilitate the provision of technical assistance aimed at strengthening the counter-terrorism capacity of States that are doing their utmost to fulfil their obligations to implement the provisions of Security Council resolution 1373 (2001) but lack the capacity to do so.",1
"2737","The Atomic Energy Organization of Iran has established regulations on the physical protection of facilities and materials, based on IAEA Information Circular INFCIRC/225",0
"2738","(b) Continue to follow the latest developments in technology in order to be able to prevent the misuse of new methods of paying money and to detect attempts to exploit those methods to finance terrorism; Enacting appropriate laws and regulations and strengthening international cooperation in the field of investigation and prosecution in cases of suspected exploitation of new payment methods for financing terrorism;",1
"2739","The use of home-made explosives demonstrates the adaptability of Al-Qaeda-linked terrorists in countries that effectively enforce arms embargoes.",0
"2740",":: Consider how more effective implementation of the Women, Peace and Security Program can contribute to improving security for all and achieving lasting peace",1
"2741","86 - Briefing by His Excellency Mr. Neboša Čović, Deputy Chairman of the Council of Ministers of Serbia in the Federal Republic of Yugoslavia.",0
"2742","The percentage of financing the resources needed for key sectors such as water, health and nutrition is less than 40 percent.",0
"2743","She also continued her participation in crime prevention working groups and helped establish the District Policewomen's Association. The Mission handed over to law enforcement agencies in Zugdidi equipment donated by the Government of Switzerland, while providing a similar amount of equipment to law enforcement agencies in Gali.",1
"2744","(b) To establish, in accordance with rule 28 of its provisional rules of procedure, a Security Council committee composed of all members of the Council in order to carry out the tasks set out in the annex to the present resolution;",1
"2745","The Council could also explicitly oblige Member States to prevent listed individuals and entities from accessing, establishing or maintaining military or terrorist training facilities within the borders of those States, so that the scope of the arms embargo would be expanded to include comprehensive training and recruitment.",0
"2746","Other than those operational matters, the Ombudsman treats requests confidentially as a matter of policy.",0
"2747","Russian Radio and Television Zverzda journalist Fyoder Ivanitsa - January 23, 2012",0
"2748","Hussein Azhari, Jemaah Islamiyah's most famous bomb maker until his death in November 2005, trained, in addition to an unknown number of ordinary students, several other teachers who remain at large and able to transmit their knowledge to cells located throughout Southeast Asia.",1
"2749","Letter dated 13 May 2008 addressed to the President of the Security Council from the Chairman of the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida, the Taliban and associated individuals and entities",0
"2750","Scheduled for Monday, 9 April 2001, at 10.50 a.m",0
"2751","110 - Training is an essential element for the success of any attack, and it is important to recall that the arms embargo specifically includes training (resolution 1617 (2005), paragraph 1 (c)).",0
"2752","C. Providing security for refugees, internally displaced persons, civilians and humanitarian workers, in accordance with international human rights standards",1
"2753","The Committee's visits to the region demonstrated the need for countries to increase the implementation of laws to prevent the illicit cross-border movement of cash and negotiable bearer securities by establishing risk indicators and building capacity in the field of detection methodologies.",1
"2754","âThe Security Council takes note of the statement issued by the African Union Summit in Sirte, which requested the Council to impose sanctions on every party, including Eritrea, that provides support to armed groups involved in undermining peace and reconciliation in Somalia and regional stability.",0
"2755","âThe Security Council affirms that Member States that are going through the post-conflict phase should address in their national strategies, in consultation with, among others, civil society and its womenâs organizations, the special needs and priorities of women and girls, in order to improve their economic and social conditions, their participation in income-generating activities, and their opportunities to obtain income.â Education and basic services.",1
"2756","The last complete list (S/2008/10/Add.22) was issued on 12 June 2008.",0
"2757","The situation in Chad, the Central African Republic and the subregion (S/PRST/2010/29)",0
"2758","36. The number of police personnel deployed to work in UNOCI as of 7 April was 1,182 against the authorized maximum of 1,200, including 434 officers and 748 members of formed police units.",0
"2759","If this step is viewed in and of itself, it has only official significance.",0
"2760","He published four books and several articles in specialized international journals, and lectured in many countries.",0
"2761","95. The establishment of the joint special notices between INTERPOL and the United Nations Security Council has required unusually close cooperation between the two organizations over the past year, as well as agreement between the General Assembly, INTERPOL and the committee established by resolution 1267 (1999).",1
"2762","This in itself poses a new set of challenges, such as developing new approaches to combating incitement and violent extremism, taking into account the nexus between security and development.",1
"2763","13. The Secretary-General has established the Executive Committees, on Peace and Security and on Humanitarian Affairs, as a forum in which managers at the highest level discuss and formulate strategies for preventing and responding to armed conflicts and humanitarian emergencies.",1
"2764","Accordingly, depending on the circumstances of each individual case, and within the framework of the principle of joint criminal enterprise, these persons may be suspected of having committed a crime against humanity by killing civilians; They commit forced displacement and war crimes by carrying out indiscriminate attacks on civilians and destroying civilian targets.",0
"2765","âThe Security Council stresses the importance of the commitment of both Ethiopia and Eritrea to laying the foundations for lasting peace in the region, and the Council, while aware of the responsibilities of the United Nations under the Algiers Agreements, remains determined to encourage and assist the two countries to achieve this goal.",1
"2766","Habasadi received financial and military support from Atto, Musa Sodi, Sheikh Yusuf Indohadi and others.",1
"2767","40 - Much has been achieved in the 15 years since the establishment of the peacekeeping operation in the Democratic Republic of the Congo on 30 November 1999, and Congolese interlocutors themselves acknowledge that foreign armed forces have been withdrawn, the country has been reunified, the transitional government has been established and two national elections have been held.",1
"2768","All seven countries implement measures to prevent the smuggling of weapons and explosives only partially.",1
"2769","3- All countries are required to:",0
"2770","82. As a follow-up to Security Council resolutions relating to children affected by armed conflict, in particular resolution 1612 (2005), a strong partnership was established between the United Nations and the Netherlands International Development Cooperation - Somalia, a non-governmental organization, to initiate community-level reporting and monitoring of human rights violations. Child and child protection.",1
"2771","129. Most States have adequate provisions to ensure mutual legal assistance and extradition. All of them apply procedures for exchanging information.",1
"2772","Terrorist networks formed in conflicts now could pose a threat for decades to come.",0
"2773","▄ Are the relevant provisions of the Indonesian Penal Code applicable in both of the following cases?",0
"2774","Resolutions 751 (1992) and 1907 (2009)",0
"2775","12. During the reporting period, the Government of Chad and UNHCR continued to implement programs to raise awareness among refugees and displaced persons about the civilian nature of camps. On September 12, the Integrated Security Detachment, in the Goz Amer refugee camp near Goz Beida (Dar Sila Province), arrested 11 people suspected of having carried out recruitment activities in the camp during the past few months, for the benefit of an armed group.",1
"2776","The government has cooperated in programs aimed at training police officers in the field of human rights law, but there are few indications of its success in making them responsible for implementing that law.",1
"2777","14 - Expresses its readiness to consider any further request for assistance submitted by the Lebanese government to ensure that all those responsible for this crime are held accountable;",1
"2778","âThe Security Council thanks the Secretary-General for his report of 3 August 2004, reissued on 23 August 2004 (S/2004/616), and reaffirms the vital importance the Council attaches to the promotion of justice, the rule of law, and national reconciliation in the post- Conflict.",0
"2779","âThe Council stresses the importance of continuing to develop effective partnerships between the United Nations and relevant regional and subregional organizations in order to provide the opportunity to take early measures to confront emerging disputes and crises and to enhance the role of the United Nations in preventing the outbreak of conflicts.",1
"2780","112 - Closely linked to the concept of counter-speech is the growing recognition of the importance of the voices of victims of terrorism in effective strategies to combat incitement.",1
"2781","The Government of Mali quickly placed the hospital under quarantine, and MINUSMA formed police units assisted the Malian authorities in providing security around the hospital.",1
"2782","and train and sensitize all other staff on human rights, womenâs and childrenâs rights issues.",1
"2783","Scheduled for Thursday, January 8, 2009, at 9 p.m",0
"2784","Requests the Secretary-General to develop effective guidelines and strategies to strengthen the capacities of relevant United Nations peacekeeping operations, in accordance with their mandates, to protect civilians, including women and girls, from all forms of sexual violence, and to include them on a regular basis in his written reports To the Council on Conflict Situations, its observations regarding the protection of women and girls and its recommendations in this regard;",1
"2785","A - Establishment of the Integrated Command Center",1
"2786","In contexts where national judicial systems lack the necessary capacity and remain overstretched by conflict, ad hoc quasi-judicial mechanisms appear to be an appropriate â even necessary â solution to deal impartially with the flow of conflict-related litigation and provide individuals with specific avenues for redress.",1
"2787","(a) On 13 May, President Karzai announced the regions and provinces that would be part of Phase 3 of the transitional process.",0
"2788","The Center has prepared a withdrawal strategy to address the transfer of responsibilities, including continued clearance of any remaining hazards, mine awareness and victim assistance, to the appropriate departments of the Joint Interim Administrative Structure.",1
"2789","25 - The kidnapping of children for military purposes, which characterized the period of conflict, declined significantly during the reporting period.",0
"2790","For example, in 2009, Tunisia amended Law No. 2003-75 to criminalize incitement to commit terrorist acts, thus separating âincitement to hatredâ and âreligious fanaticismâ from terrorist crimes.",1
"2791","During the reporting period, the Government did not take any measures against the aforementioned unaccredited National Police officers.",0
"2792",":: Taking into account the needs of women and girls during repatriation, resettlement, rehabilitation, reintegration and post-conflict reconstruction.",1
"2793","46. ââAt my invitation, Prime Minister Siniora and President Abbas met on 18 October in Paris to discuss issues related to the presence of Palestinian refugees in Lebanon.",0
"2794","On 30 August 2010, the SPLA established a child protection unit in Belpham, Central Equatoria State, to support the implementation of the UN-SPLA action plan.",1
"2795","Integrating gender concerns into needs assessment and resource allocation in post-conflict reconstruction.",1
"2796","(d) Up to 48 pages of the passport are numbered sequentially;",0
"2797","To this end, I note that the Lebanese leaders have resumed the national dialogue, whose main mandate is to develop a national defense strategy that would address the important issue of weapons outside the control of the State, after the events of May 2008.",0
"2798","The international community was tired of what it saw, rightly or wrongly, as two slow-moving, large-scale, high-cost structures, the utility of which some questioned for the most vulnerable victims of the crimes in question.",0
"2799","- Regarding the first two points: Significant progress has been achieved in both areas since the submission of the fourth report of the Czech Republic. The amendment to the Anti-Money Laundering Law was adopted on April 8, 2004 and became effective on September 1, 2004. The amendment added, inter alia, the duty to report suspicious transactions not only in relation to money laundering but also in relation to the financing of terrorism. The amendment specifically defines the natural persons and legal entities that are subject to the law.",1
"2800","First, it is important to take into account two equally legitimate desires: on the one hand, there is the demand of minorities to live in security, to have the same opportunities for economic development, to have the same access to social services and education, and to exercise their right to return. ; On the other hand, there is the desire of the majority of the population to exercise its right to self-determination.",0
"2801","2- Decides to keep the matter under consideration.",0
"2802","However, States should similarly criminalize acts committed against any other State.",0
"2803","This date was not adhered to. On 20 February 2008, President Gbagbo signed a decree formally establishing a working group to develop this framework.",1
"2804","9. The listed Al Haramain Foundation (USA) (QE.A.117.04) has filed a new lawsuit against the Government in the Federal District Court in Oregon, in addition to a previous lawsuit that is pending in the United States. Al Haramain Foundation says that the United Statesâ decision to impose sanctions against it is arbitrary and not based on material evidence, and also violates its right to a due process trial (by failing to explain the factual basis for the governmentâs action and relying on secret evidence that the Foundation has not seen), and its right to protection. From unreasonable search and seizure (based on the decision to freeze her assets), her right to freedom of expression and association and freedom to practice religion. Al Haramain also says the government's refusal to allow it to use frozen assets to pay for its lawyers is a violation of its right to due process.",0
"2805","The Executive Directorate, in partnership with the Capacity-Building Programme for Counter-Terrorism, recently organized a workshop for police, customs and foreign affairs officials from countries in the subregion on the issue of border control.",1
"2806","Then the seals on the machines subject to control were checked.",0
"2807","8 - While Al-Qaeda as an organization has not evolved, and its key leaders have not been able to rally their supporters behind key operational issues or direct them toward specific action, Al-Qaeda as a movement continues to flourish and draws its strength from a general message of resistance to real or perceived injustice.",0
"2808","53. Integrated plans are being implemented to support the planned withdrawal of the military and civilian components of the Mission between 15 October and 31 December 2010.",1
"2809","This mechanism is necessary to fully investigate the fate of missing persons.",1
"2810","The team was unable to estimate the size of Kabila camp because the Congolese armed forces had built a base there, destroying traces of the previous camp.",0
"2811","The newly established Mine Action Coordination Center works to improve available information on mine proliferation and response, improve the safety of United Nations personnel working in the field, and provide technical and material support to mine action programs in Western Sahara.",1
"2812","The transfer of less sensitive dual-use materials between EU countries is not subject to export licenses.",0
"2813","Ambassador Jean-Marc de la Sabliere (France)",0
"2814","7. The situation in Liberia (22 January 1991; 16 March 2011).",0
"2815","Regarding invoice No. BV/13, the Panel finds that the work to which the invoice relates has been completed and that the unavailability of the certification certificate is due to the inability to implement the payment process as a result of Iraq's invasion and occupation of Kuwait.",0
"2816","Three States have established legal provisions enabling them to extradite wanted persons, exchange information and provide legal assistance, and have concluded bilateral treaties or entered into other arrangements with other States in this regard.",1
"2817","The Council intends to continue to vigorously fight impunity by appropriate means and draws attention to the full range of justice and reconciliation mechanisms that should be taken into account, which include national, international and 'hybrid' criminal tribunals and truth and reconciliation commissions.",1
"2818","Total (three million nine hundred thousand dollars)",0
"2819","21. The Committee also looks forward to developing an implementation plan to achieve any of the goals in the Almaty Plan of Action that have not yet been achieved, as well as to implement the commitments consistently contained in the outcome documents agreed at the previous three special meetings, including measures to improve the flow of information with International, regional and subregional organizations and among each other.",0
"2820","Based on the above, the Ministry of Foreign Affairs of Georgia considers that the withdrawal of the Russian Federation from the decision taken by the Council of Heads of State of the Commonwealth of Independent States on 19 January 1996 represents a serious threat of destabilization, significantly changes the situation surrounding the conflict, and undermines the legal framework, which defines The peace formula set by the League for the conflict zone.",0
