"en_ar_DEEP"	"VerCoop"
"78 - واشترك مكتب الأمم المتحدة المعني بالمخدرات والجريمة ومنظمة الأمن والتعاون في أوروبا في تنظيم حلقة عمل إقليمية للخبراء بشأن تنفيذ الصكوك القانونية العالمية لمكافحة الإرهاب كوسيلة لتعزيز التعاون في مكافحة الإرهاب في حوض البحر الأبيض المتوسط، عُقدت في ملقة، إسبانيا. في سبتمبر 2013."	0
"المقرر عقدها يوم الخميس 16 تموز/يوليه 2009، الساعة 00/10"	0
"وفي عام 2003، استغرقت الدوائر الابتدائية ما مجموعه 498 يوم محاكمة. وفي عام 2002، استغرقت الدوائر الابتدائية الثلاث ما مجموعه 414 يوم محاكمة. وفي عام 2001، استغرقت الدوائر ما مجموعه 340 يوم محاكمة."	0
"8 - يشدد على أهمية الوصول الآمن ودون عوائق للعاملين في مجال تقديم المساعدة الإنسانية إلى المدنيين في الصراعات المسلحة، ويهيب بجميع الأطراف المعنية، بما في ذلك الدول المجاورة، أن تتعاون تعاونا كاملا مع منسق الأمم المتحدة للشؤون الإنسانية ووكالات الأمم المتحدة في توفير هذا الوصول، ويدعو الدول إلى الأمين العام أن يلفت انتباهه إلى المعلومات المتعلقة بالمنع المتعمد من الوصول إلى هذه المعلومات انتهاكا للقانون الدولي، حيث قد يشكل هذا الرفض تهديدا للسلم والأمن الدوليين، ويعرب، في هذا الصدد، عن استعداده للنظر في هذه المعلومات و عند الضرورة، اتخاذ الخطوات المناسبة؛"	1
"وفي ضوء ما ورد أعلاه، يوصي الفريق بتعويض قدره 000 800 1 دولار من دولارات الولايات المتحدة من المبلغ المطالب به وقدره 958 822 4 دولاراً من دولارات الولايات المتحدة."	0
"2. عقد هذا الاجتماع تنفيذا لقرار رئيسي الدولتين، رئيس الجمهورية الجزائرية الديمقراطية الشعبية فخامة السيد عبد العزيز بوتفليقة، ورئيس جمهورية مالي فخامة السيد إبراهيم بوبكر كيتا. ، لإنشاء هذه الآلية كأداة استراتيجية لمتابعة وتنفيذ أي تدابير يرى الطرفان أنها من شأنها أن تعزز التوصل إلى حل سلمي ودائم لمشاكل شمال مالي."	1
"10 - ونظرا لعدم قدرة أي بلد في المنطقة دون الإقليمية على تنفيذ هذه التوصيات بمفرده، سيقوم المكتب، بناء على طلبه وبالشراكة مع المنظمات دون الإقليمية والإقليمية، بتيسير التعاون بين هذه البلدان من أجل القضاء بشكل دائم على انعدام الأمن عبر الحدود الناجم عن الأعمال المسلحة. الجماعات وأولئك الذين أقاموا حواجز على الطرق."	1
"وعلى الرغم من القرار الذي اتخذه الحوار الوطني في عام 2006، والذي تم تأكيده في اجتماعات الحوار الوطني اللاحقة، لم يتم تحقيق أي تقدم فيما يتعلق بتفكيك القواعد العسكرية للجبهة الشعبية لتحرير فلسطين – القيادة العامة وفتح الانتفاضة في البلاد والتي مقرها في دمشق."	1
"وتماشياً مع التوجيهات السياسية للجنة بشأن حقوق الإنسان ومكافحة الإرهاب، تدمج المديرية التنفيذية حقوق الإنسان في استراتيجيتها للاتصالات، مشددة على أن الدول يجب أن تضمن امتثال تدابيرها لمكافحة الإرهاب لالتزاماتها بموجب القانون الدولي."	1
"28- وتدرك اللجنة أنها لم تتخذ سوى الخطوات الأولى نحو تحقيق هذا الهدف، ويرجع ذلك في المقام الأول إلى تأخر تعيين الموظفين في المديرية التنفيذية."	0
"ويسري هذا القانون على المواد الكيميائية والكائنات الدقيقة على حد سواء."	0
"10. الوضع في جورجيا (8 تشرين الأول/أكتوبر 1992؛ 15 حزيران/يونيه 2009)."	0
"أنظمة النقل الأخرى مملوكة لدول العبور وشركائها."	0
"نسخة من القانون متاحة على www.stgc.gov.sg."	0
"وقد يكون الوقت المناسب للقيام بذلك قد طال انتظاره، ولكن أن تأتي متأخرا أفضل من ألا تأتي أبدا."	0
"(ج) تتمتع اللجنة بسلطة تحديد مكان وطرق مقابلة المسؤولين والأفراد السوريين الذين ترى أنهم ذوو صلة بالتحقيق؛"	1
"[S] يشدد على أهمية نزع السلاح أو التسريح أو إعادة التوطين أو الإعادة إلى الوطن بشكل دائم، حسب الاقتضاء، وإعادة إدماج الجماعات المسلحة [الوطنية] والأجنبية من أجل تحقيق الاستقرار على المدى الطويل في [البلد المتضرر]، وأهمية المساهمة التي يقدمها الشركاء الدوليون في هذا الحقل."	1
"9. اتفاقية مجلس أوروبا بشأن غسل الأموال والتفتيش والحجز ومصادرة عائدات الجريمة (1990)"	0
"213. لعبد العال أيضًا صلات ملحوظة بمخزن أسلحة كبير تم اكتشافه في جنوب بيروت في يوليو 2005. وقد داهمت قوى الأمن الداخلي مخزن الأسلحة هذا في 26 يوليو 2005 وتم اعتقال خمسة أشخاص على صلة وثيقة بميليشيا المرابطون السابقة."	0
"ونجحت القوات المسلحة لجمهورية الكونغو الديمقراطية أيضا في طرد القوات الديمقراطية لتحرير رواندا من بعض مناطق التعدين في واليكالي ولوبيرو وشابوندا."	0
"ب. القوات المسلحة لجمهورية سيراليون"	0
"4 - ووفقا للفقرة الفرعية 1 (ج) من القرار EC-M-33/DEC.1، طُلب من الجمهورية العربية السورية إكمال إزالة جميع مواد ومعدات الأسلحة الكيميائية في النصف الأول من عام 2014."	1
"وتستثمر دول كثيرة أيضا في البرامج الاجتماعية لتحسين فهم ومنع التطرف والتجنيد المحتمل للإرهاب، وقد شاركت جميعها، إلى حد ما، في الحوار بشأن مكافحة الإرهاب."	1
"ولا يحمل السيد مازيو هذا الدين على القائد جيروم بل على الحكومة الانتقالية في كينشاسا."	0
"يؤكد مسؤولية فرق العمل القطرية المعنية بالرصد والإبلاغ التابعة للأمم المتحدة وأفرقة الأمم المتحدة القطرية، بما يتفق مع ولاية كل منها، عن ضمان المتابعة الفعالة لقرارات مجلس الأمن المتعلقة بالأطفال والنزاع المسلح، ورصد التقدم المحرز والإبلاغ عنه الأمين العام بالتعاون الوثيق مع ممثله الخاص المعني بالأطفال والصراعات المسلحة وضمان الاستجابة المنسقة للقضايا المتعلقة بالأطفال والصراعات المسلحة؛"	1
"11. تم إجراء التدريب المنتظم على أساس الخطة السنوية. وأجرى رجال الإطفاء الفرنسيون التابعون للواء المتعدد الجنسيات في الشمال الشرقي تدريبا على الإسعافات الأولية في 11 آب/أغسطس في ميتروفيتشا. في 30 أغسطس، أجرى اللواء الشرقي المتعدد الجنسيات ندوة لقادة منطقة الالتقاط في ترادوك. كان الغرض هو تقديم برنامج تطوير الضباط بالتفصيل للتأكد من فهم القادة لمسؤولياتهم وضمان دعم البرنامج. الاستنتاج 12 - لا تزال الحالة العامة في كوسوفو هادئة نسبيا مع استمرار التوترات الكامنة في المستقبل المنظور."	0
"\"ويشدد مجلس الأمن على المسؤولية الرئيسية التي تتحملها حكومة جمهورية الكونغو الديمقراطية عن تعزيز سلطة الدولة والحكم في شرق جمهورية الكونغو الديمقراطية، بما في ذلك من خلال الإصلاح الفعال لقطاع الأمن للسماح بإصلاح الجيش والشرطة، ووضع حد للإفلات من العقاب على انتهاكات حقوق الإنسان وانتهاكات القانون الدولي. والقانون الإنساني الدولي، ويحث حكومة جمهورية الكونغو الديمقراطية على معالجة قضايا الاستغلال غير القانوني للموارد الطبيعية وتهريبها."	1
"ورأت بعثة تقصي الحقائق أنه بما أن مصداقية السلطات اللبنانية التي تجري التحقيق موضع شك، فإنه ينبغي إجراء تحقيق دولي مستقل لكشف الحقيقة."	0
"560 - ومن الضروري أن نضيف أن فكرة مسؤولية الرئيس تنطبق أيضا على النزاعات المسلحة الداخلية، حسبما أقرته المحكمتان الدوليتان بشكل رسمي. والرأي القانوني للدول له نفس الأثر."	1
"وإذ يرحب بإنشاء اللجنة الانتخابية الوطنية المستقلة الدائمة، وإذ يشير إلى ضرورة أن تتم ترشيحات أعضائها من خلال عملية مستقلة وشاملة، وإذ يشير إلى أهمية أن يتم الإعداد للانتخابات المقرر إجراؤها في عام 2010 بروح المصالحة والحوار المنصوص عليها في الدستور البوروندي الدستور الذي أدى إلى انتقال ناجح،"	0
"\"ويدعو مجلس الأمن السودان وتشاد إلى احترام التزاماتهما المتبادلة وتنفيذها بالكامل، ولا سيما اتفاق الدوحة المؤرخ 3 أيار/مايو 2009 واتفاق داكار المؤرخ 13 آذار/مارس 2008، وإلى العمل بشكل بناء مع فريق اتصال داكار والمساعي الحميدة ليبيا وقطر، إلى تطبيع علاقاتهما والتعاون لوضع حد لأنشطة الجماعات المسلحة عبر الحدود وتعزيز الإجراءات لمكافحة الاتجار غير المشروع بالأسلحة في المنطقة، بما في ذلك من خلال إنشاء مراقبة مشتركة فعالة للحدود."	1
"يضع معايير لتحميل الخراطيش للأغراض التجارية."	0
"وقد اتخذ برنامج الأمم المتحدة الإنمائي وشركاؤه المنفذون الترتيبات اللازمة لتوفير خدمات إعادة الإدماج لعدد إضافي من المقاتلين السابقين البالغ عددهم 219 7، بمجرد تسريحهم."	0
"رابعا. تجميد الأصول ألف - اتجاهات تمويل الإرهاب 41 - بشكل عام، لا يزال تنظيم القاعدة والجماعات المنتسبة إليه يمثلون جهات فاعلة منخفضة التكلفة، لا سيما عندما يتعلق الأمر بخطط الهجمات الدولية."	0
"\"ويؤكد مجلس الأمن من جديد أنه لا يوجد حل عسكري للصراع في أفغانستان وأن التوصل إلى تسوية سياسية عن طريق التفاوض تهدف إلى إنشاء حكومة ذات قاعدة عريضة ومتعددة الأعراق وتمثل تمثيلا كاملا ومقبولة لجميع الأفغان هي وحدها التي يمكن أن تؤدي إلى السلام والمصالحة ."	1
"وأكدت بعض الدول الأعضاء مجددا ضرورة تعزيز التنسيق بين كيانات الأمم المتحدة المعنية بمكافحة الإرهاب."	1
"(و) التعاون مع لجان الجزاءات الأخرى ذات الصلة التابعة لمجلس الأمن ومع اللجنة المنشأة عملا بالفقرة 6 من قراره 1373 (2001)؛"	1
"12 - يهيب بالدول الأعضاء أن تتحرك بقوة وحسم من أجل وقف تدفقات الأموال وغيرها من الأصول المالية والموارد الاقتصادية إلى الأفراد والكيانات المدرجة أسماؤهم في قائمة الجزاءات المفروضة على تنظيم القاعدة، على النحو المطلوب في الفقرة 1 (أ)، ومع مراعاة ما يتصل بذلك من أهمية. توصيات مجموعة العمل المالي والمعايير الدولية المصممة لمنع إساءة استخدام المنظمات غير الربحية وأنظمة التحويلات غير الرسمية/البديلة والحركة المادية للعملة عبر الحدود، مع العمل على تخفيف التأثير على الأنشطة المشروعة من خلال هذه الوسائط؛"	1
"ويرحب مجلس الأمن، في هذا الصدد، بالاجتماع الافتتاحي لفرقة العمل المشتركة بين الأمم المتحدة والاتحاد الأفريقي المعنية بالسلام والأمن، الذي عقد في 25 أيلول/سبتمبر 2010، ويشجع فرقة العمل على التركيز على القضايا الاستراتيجية والمسائل الخاصة بكل بلد في قارة أفريقيا. مصلحة لكلتا المنظمتين."	1
"وأكد المجلس أن إصلاح قطاعي الدفاع والأمن، ومكافحة الإفلات من العقاب، ومكافحة الاتجار غير المشروع بالمخدرات تظل قطاعات ذات أولوية لتوطيد السلام في غينيا - بيساو، وحث القوات المسلحة لغينيا - بيساو على احترام الحكم والرقابة المدنيين. ."	1
"وقد تم جمع جميع جوانب تعليم الشرطة في إطار برنامج منفصل في أيار/مايو 2004، وتم الآن التوصل إلى اتفاق بشأن إنشاء نظام تدريب على مستوى البوسنة والهرسك."	1
"ونحن نتطلع إلى تعميق علاقتنا مع الأمم المتحدة في الفترة المقبلة."	1
"2 - يهيب بجميع الدول أن تتعاون، في جملة أمور، من أجل تعزيز أمن حدودها الدولية، بما في ذلك عن طريق مكافحة وثائق السفر المزورة، والقيام قدر المستطاع بتعزيز إجراءات فحص الإرهابيين وإجراءات أمن الركاب بهدف منع المذنبين بارتكاب جرائم. السلوك المنصوص عليه في الفقرة 1 (أ) من دخول أراضيها؛"	1
"(ب) منع دخول هؤلاء الأفراد إلى أراضيها أو المرور عبرها، بشرط ألا يكون في هذه الفقرة ما يجبر أي دولة على رفض دخول مواطنيها أو مطالبتهم بمغادرة أراضيها، ولا تنطبق هذه الفقرة في حالة الدخول أو إذا كان العبور ضرورياً لتنفيذ عملية قضائية أو قررت اللجنة المنشأة عملاً بالقرار 1267 (1999) (\"اللجنة\")، على أساس كل حالة على حدة، أن الدخول أو العبور فقط هو المبرر؛"	1
"وكان هناك دعم واسع النطاق للجهود الرامية إلى تحييد التهديد الذي يشكله تحالف القوى الديمقراطية والجماعات المسلحة الأخرى في شرق جمهورية الكونغو الديمقراطية، بما في ذلك القوات الديمقراطية لتحرير رواندا، على النحو المنصوص عليه في القرار 2147 (2014)."	1
"(أ) دعوة أطراف النزاع المسلح إلى الامتثال للالتزامات المنطبقة عليها بموجب القانون الإنساني الدولي باتخاذ جميع الخطوات اللازمة لحماية المدنيين وتيسير المرور السريع ودون عوائق لشحنات الإغاثة ومعداتها وموظفيها،"	1
":: إعداد مواقع التصويت البالغ عددها 000 11 موقع، بما في ذلك نقل البضائع الانتخابية الحساسة وغير الحساسة إلى المواقع"	0
"وأطلب منكم المساعدة الكريمة في تعميم هذه الرسالة كوثيقة من وثائق مجلس الأمن."	0
"وإذ يقرر أن الحالة في أفغانستان تشكل تهديدا للسلم والأمن الدوليين في المنطقة،"	0
"▪ طلب من البعثة دعم الحكومة المضيفة في معالجة العنف الجنسي بشكل صريح، وفي عمليات نزع السلاح والتسريح وإعادة الإدماج، وعمليات إصلاح قطاع الأمن ومبادرات إصلاح قطاع العدالة، وفي وضع وتنفيذ خطط عمل ملموسة ومحددة زمنياً لمكافحة العنف الجنسي المرتبط بالصراع."	1
"في الجلسة 6900 لمجلس الأمن، المعقودة في 15 كانون الثاني/يناير 2013، فيما يتعلق بنظر المجلس في البند المعنون \"التهديدات التي يتعرض لها السلام والأمن الدوليان نتيجة للأعمال الإرهابية\"، أدلى رئيس مجلس الأمن بالبيان التالي باسم المجلس:"	1
"ويحث المجلس بعثة منظمة الأمم المتحدة لتحقيق الاستقرار في جمهورية الكونغو الديمقراطية، ومكتب الأمم المتحدة المتكامل لبناء السلام في جمهورية أفريقيا الوسطى، وبعثة الأمم المتحدة في جنوب السودان، وغيرها من الجهات الفاعلة التابعة للأمم المتحدة في المنطقة المتضررة من جيش الرب للمقاومة، على مواصلة العمل مع القوات الإقليمية والمنظمات غير الحكومية لتشجيع الانشقاقات ودعم جهود نزع السلاح والتسريح وإعادة الإدماج وإعادة التوطين وإعادة الإدماج في جميع أنحاء المنطقة المتضررة من جيش الرب للمقاومة."	1
"375. يحظر عدد من الصكوك الدولية لحقوق الإنسان استخدام التعذيب."	0
"ودعا أيضا حكومة السودان والجماعات المتمردة إلى العمل معا من أجل التوصل إلى حل سياسي في المفاوضات التي عقدت في أبوجا بقيادة الاتحاد الأفريقي والرئيس أولوسيغون أوباسانجو، رئيس نيجيريا؛ طلب من الأمين العام أن ينشئ على وجه السرعة لجنة تحقيق دولية من أجل التحقيق الفوري في التقارير المتعلقة بانتهاكات القانون الإنساني وحقوق الإنسان في دارفور من قبل جميع الأطراف، وكذلك لتحديد ما إذا كانت أعمال الإبادة الجماعية قد حدثت أم لا؛ وأعلن أنه في حالة فشل السودان في الامتثال الكامل للقرارين 1556 (2004) و 1564 (2004) (بما في ذلك ما قرره المجلس بعد التشاور مع الاتحاد الأفريقي، فإن عدم التعاون الكامل مع التوسيع والتمديد) (بعثة المراقبة التابعة للاتحاد الأفريقي) النظر في اتخاذ تدابير إضافية على النحو المنصوص عليه في المادة 41 من ميثاق الأمم المتحدة."	1
"وأعربت بعض الدول الأعضاء أيضا عن قلقها إزاء التوترات في مجمع الحرم الشريف/جبل الهيكل في القدس في الأسابيع السابقة، ودعت الأطراف إلى تجنب الخطوات الانفرادية التي تقوض احتمالات السلام."	1
"\"ويشجع مجلس الأمن أيضا سلطات أفريقيا الوسطى على مواصلة مكافحة انتهاكات حقوق الإنسان بكل حزم."	1
"وفي بعض الأحيان، كان طريق الإمداد الرئيسي للقوة مغلقا، مما أعاق تحركات القوة بين معسكر نبع الفوار على الجانب برافو ومعسكر عين زيوان على الجانب ألفا."	0
"24 - ستنظر اللجنة في المعلومات المقدمة من المديرية التنفيذية فيما يتعلق بمواصلتها إيلاء اهتمام وثيق للقرار 1624 (2005) في حوارها مع الدول الأعضاء؛ عملها مع الدول الأعضاء لوضع استراتيجيات، وفقا لالتزاماتها بموجب القانون الدولي، تشمل مكافحة التحريض على الأعمال الإرهابية بدافع التطرف العنيف والتعصب؛ وتيسير المساعدة التقنية لتنفيذ القرار 1624 (2005)."	1
"وفي ذلك الاجتماع، اتفق الطرفان على مزيد من التعاون في قضايا مسح السكك الحديدية وعودة اللاجئين والنازحين داخليا."	1
"(ج) تشجيع الدول على تعزيز أمن الحدود عند نقاط الدخول من أجل منع الحركة غير القانونية للأشخاص والبضائع والأسلحة/المتفجرات عبر الحدود، فضلا عن النقل المادي عبر الحدود للعملة وغيرها من الصكوك لحاملها. أمريكا الجنوبية"	1
"\"ويشدد مجلس الأمن على أهمية استكشاف القدرات المحتملة والحالية للمنظمات الإقليمية ودون الإقليمية في ميدان السلام والأمن، والتي تغطي، في جملة أمور، نطاق منع نشوب الصراعات، وبناء الثقة، وحل الصراعات، وصنع السلام، وحفظ السلام، بناء السلام بعد انتهاء الصراع، ويرحب بالحوار الإقليمي وتعزيز المعايير المشتركة وكذلك النهج الإقليمية المشتركة لتسوية النزاعات وغيرها من القضايا المتعلقة بالسلام والأمن."	0
"الوضع في الشرق الأوسط (18 يوليو/تموز 1960؛ 12 يونيو/حزيران 2012)"	0
"\"ويدعو مجلس الأمن المجتمع الدولي إلى توفير الدعم المالي والتقني، حيثما يلزم، فضلا عن التدريب المناسب، من أجل تنفيذ القرار 1325 (2000) على الصعيد الوطني، ويدعو منظومة الأمم المتحدة والمجتمع المدني والجهات الفاعلة الأخرى ذات الصلة إلى القيام التعاون وتقديم المساعدة بما يتماشى مع الأولويات الوطنية للدول الأعضاء، ولا سيما تلك المتضررة من النزاعات المسلحة، في التطوير السريع لخطط العمل الوطنية، والعمل بشكل وثيق مع الآليات الوطنية المسؤولة عن تنفيذ القرار، بما في ذلك، حيثما يكون ذلك مناسبا، من خلال أفرقة الأمم المتحدة القطرية."	1
"10. مزيد من المعلومات حول تنفيذ نيوزيلندا لجزاءات مجلس الأمن، بما في ذلك نسخة إلكترونية من لوائح جزاءات الأمم المتحدة (ليبيا) لعام 2011، متاحة على الموقع التالي: http://mfat.govt.nz/Treaties-and-International-Law /09-United-Nations-Security-Council-Sanctions/index.php."	0
"6 - ستعزز المديرية التنفيذية تعاونها مع هيئات الأمم المتحدة ذات الصلة، بما في ذلك فريق الرصد التابع للجنة مجلس الأمن المنشأة عملا بالقرار 1267 (1999) وفريق الخبراء التابع للجنة مجلس الأمن المنشأة عملا بالقرار 1540 (2004) ومع مختلف المنظمات الدولية والإقليمية ودون الإقليمية، بما في ذلك في سياق زيارات اللجنة إلى الدول الأعضاء."	1
"وعلاوة على ذلك، خلال زيارة الفريق إلى السودان، قُدمت معلومات رسمية عن مجموعات مرتبطة بتنظيم القاعدة تقوم بتهريب الأسلحة عبر إريتريا إلى عناصر تنظيم القاعدة في المملكة العربية السعودية."	1
"ونلاحظ أنه لا ينبغي الاستهانة بالتحديات المستمرة التي تواجه الشرطة في تيمور - ليشتي."	0
"وقد تم توزيعه على نطاق واسع على المكاتب الميدانية."	0
"وإذ يعرب عن دعمه الكامل لبعثة منظمة الأمم المتحدة في جمهورية الكونغو الديمقراطية، ويدين جميع الهجمات ضد حفظة السلام التابعين للأمم المتحدة والعاملين في المجال الإنساني، بغض النظر عن مرتكبيها، ويؤكد وجوب تقديم المسؤولين عن هذه الهجمات إلى العدالة،"	1
"وبالأمس فقط، أعلن رئيس الوزراء الجورجي عن خطة مفصلة لحل الصراع في منطقة انفصالية أخرى في جورجيا - منطقة تسخينفالي/أوسيتيا الجنوبية السابقة."	1
"15 - يعرب عن استعداده للنظر في مدى ملاءمة وجدوى إنشاء مناطق أمنية مؤقتة وممرات آمنة لحماية المدنيين وتقديم المساعدة في الحالات التي تتسم بالتهديد بالإبادة الجماعية والجرائم ضد الإنسانية وجرائم الحرب ضد السكان المدنيين؛"	1
"وفي أعقاب الانتخابات المرتقبة، سيكون من الضروري إجراء مشاورات مع الحكومة المنتخبة حديثا من أجل تحديد طبيعة ومستوى الدعم الذي ستحتاجه السلطات الإيفوارية من عملية الأمم المتحدة في كوت ديفوار لإجراء الانتخابات التشريعية والمحلية قبل أن تبدأ العملية في الإنهاء التدريجي."	1
"ودعا أعضاء المجلس جميع الدول في المنطقة إلى بذل كل الجهود الممكنة لتحسين الوضع، ولا سيما عن طريق اتخاذ إجراءات لمنع الأفراد والجماعات المسلحة من استخدام أراضيها للتحضير لهجمات على البلدان المجاورة وشنها."	1
"وإذ يؤكد عزمه على اتخاذ الإجراءات المناسبة والفعالة ضد أي تهديد للسلم والأمن الدوليين ناجم عن انتشار الأسلحة النووية والكيميائية والبيولوجية ووسائل إيصالها، وفقا لمسؤولياته الأساسية، على النحو المنصوص عليه في ميثاق الأمم المتحدة،"	1
"ولم يتم تقييم أي تغيير كبير في الوضع الأمني ​​العام، على الرغم من أنه من المتوقع حدوث ارتفاع بطيء ومطرد في الحوادث المرتبطة بالجريمة."	0
"وبدأ التقييم الخارجي النهائي للتخصيص الأول في 12 سبتمبر/أيلول، وسيتم الانتهاء منه بحلول نهاية أكتوبر/تشرين الأول 2011."	0
"\"ويرحب مجلس الأمن بالخطوات المتخذة لتنفيذ نهج معزز وشامل وذو طابع إقليمي أكبر تجاه الحالة الإنسانية، بما في ذلك تقديم المساعدة إلى ضحايا العنف الجنسي وغيره من الهجمات، ويحث على إحراز المزيد من التقدم في هذا الصدد."	1
"وتؤكد حكومة العراق أنها تفي بالتزاماتها بموجب قرارات مجلس الأمن التابع للأمم المتحدة وتنتهج سياسات التعايش السلمي مع جيرانها بما يؤدي إلى تعزيز الأمن والاستقرار في المنطقة. وتتطلع حكومة العراق إلى اعتراف مجلس الأمن التابع للأمم المتحدة بأن تطورات إيجابية كبرى قد حدثت في العراق؛ وأن الوضع في العراق يختلف اختلافاً جوهرياً عن الوضع السائد وقت اعتماد قرار مجلس الأمن التابع للأمم المتحدة رقم 661 (1990)؛ وأن الوقت قد حان لكي يستعيد العراق مكانته القانونية والدولية التي كانت سائدة قبل اعتماد مجلس الأمن لذلك القرار والعقوبات اللاحقة التي فرضت عليه بموجب الفصل السابع من ميثاق الأمم المتحدة."	1
"ويمكنها أن تتوخى تعزيز الكفاءات في مجالات مثل الشرطة والعدالة والتعليم والثقافة والإعلام والاقتصاد. ومن الممكن أن يسمح بإقامة روابط أفقية بين البلديات ذات الأغلبية الصربية في كوسوفو."	1
"وإذ يعترف بأهمية العدالة الانتقالية في تعزيز المصالحة الدائمة بين جميع سكان بوروندي، ويرحب بالتقدم المحرز في التحضيرات للمشاورات الوطنية بشأن إنشاء آليات العدالة الانتقالية، بما في ذلك من خلال إنشاء لجنة متابعة فنية ومنتدى لممثلي المجتمع المدني،"	1
"16 - وعلى الرغم من الهزيمة العسكرية التي منيت بها حركة 23 آذار/مارس، فإن الجماعات المسلحة الكونغولية والأجنبية، بما في ذلك القوات الديمقراطية المتحالفة، والقوات الديمقراطية لتحرير رواندا، وجماعات الماي ماي العديدة، لا تزال تشكل تهديدا للسكان المدنيين. والاستقرار والتنمية بشكل عام في شرق جمهورية الكونغو الديمقراطية ومنطقة البحيرات الكبرى."	0
"يسلّم بأنه على الرغم من التقدم المحرز في مجال المساواة بين الجنسين، فإن تعزيز الجهود، بما في ذلك ما يتعلق بالأهداف القابلة للقياس والموجهة نحو العمل، ضروري لتأمين حقوق النساء والفتيات وضمان حماية جميع النساء والفتيات في [البلد المتأثر] من العنف وسوء المعاملة، التمتع بحماية متساوية بموجب القانون والمساواة في الوصول إلى العدالة، ويدين بشدة التمييز والعنف ضد النساء والفتيات، ولا سيما العنف الذي يهدف إلى منع الفتيات من الالتحاق بالمدارس، ويشدد على أهمية تنفيذ قرارات مجلس الأمن 1325 (2000)، 1820 (2008). و1888 (2009)، و1889 (2009)، و1960 (2010)، تلاحظ التزامات التعميم الواردة فيها، وضمان قدرة النساء الهاربات من العنف المنزلي على العثور على ملاذ آمن ومأمون؛"	1
"139. كما بدأ الفريق مناقشة مع مجموعات الخبراء الأخرى بشأن النهج الجديدة المحتملة لمتطلبات الإبلاغ التي تفرضها اللجان الثلاث على الدول، وبشأن السبل الكفيلة بإنشاء أنظمة أكثر كفاءة لتبادل المعلومات."	1
"وتتضمن مذكرة وزارة الخارجية الروسية اقتراحا بأن تتخذ الدول الأعضاء في الكومنولث خطوات مماثلة وتنسحب من نظام القيود المفروضة على أبخازيا، الذي أنشئ في عام 1996."	1
"واستفسرت من مدير المصنع عن طبيعة عمله وأنواع الدواجن التي يتم تربيتها والطاقة الاستيعابية للحاضنات والحقول."	0
"هذا هو تقريري الثاني عشر إلى الأمين العام منذ توليت منصب الممثل السامي للبوسنة والهرسك والممثل الخاص للاتحاد الأوروبي في 26 آذار/مارس 2009. ويغطي هذا التقرير الفترة من 21 نيسان/أبريل 2014 إلى 21 تشرين الأول/أكتوبر 2014."	0
"8. الوزراء ونواب الوزراء الحاليين والسابقين."	0
"\"يدين مجلس الأمن بأشد العبارات الهجوم الانتحاري الإرهابي الذي وقع في إيسر، الجزائر، في 19 آب/أغسطس 2008، وأدى إلى سقوط العديد من القتلى والجرحى في أكاديمية لتدريب قوات الدرك. ويعرب عن تعاطفه العميق وتعازيه لضحايا هذا العمل الشنيع الإرهاب ولأسرهم ولشعب وحكومة الجزائر."	0
"قرار مجلس الأمن 1894 (2009)، مرجع سابق. 5"	0
"9. ست قضايا هي حاليا في مرحلة صياغة الحكم."	0
"وقال أعضاء المجلس إنه ينبغي للأمم المتحدة أن تلعب دورا قياديا في الاستجابة الدولية لمتطلبات ليبيا في مرحلة ما بعد الصراع."	0
"وفي الجلسة 5898 التي عقدها مجلس الأمن في 27 أيار/مايو 2008، فيما يتصل بنظر المجلس في البند المعنون \"حماية المدنيين في النزاعات المسلحة\"، أدلى رئيس مجلس الأمن بالبيان التالي نيابة عن المجلس:"	1
"وبالمثل، يمكن للمجلس أن يطلب صراحة من الدول الأعضاء منع الأفراد والكيانات المدرجة أسماؤهم في القائمة من الوصول إلى مرافق التدريب العسكري أو الإرهابيين أو إنشائها أو صيانتها داخل حدودها، وبالتالي توسيع نطاق حظر الأسلحة ليشمل التدريب والتجنيد بشكل شامل."	1
"إن إرساء سيادة القانون بشكل حقيقي في جمهورية الكونغو الديمقراطية يتطلب تشكيل جيش ونظام قضائي وقوة شرطة تتسم بالفعالية والديمقراطية."	0
"28 - وتظل أوغندا ملتزمة باتفاق لوساكا للسلام والاتفاقات اللاحقة لأن البعدين من الصراع قد تم الرد عليهما بشكل كاف في إطار لوساكا، أي المسألة الداخلية والشواغل الأمنية للجيران."	1
"ويهدف أيضًا إلى تعزيز المساهمات السياسية على المستويين الوطني والأوروبي، بما في ذلك تنفيذ استراتيجية الاتحاد الأوروبي لعام 2005 لمكافحة التطرف والتجنيد للإرهاب."	1
"وستستخدم هذه الاجتماعات أيضا لاستعراض القضايا العامة ذات الصلة بعمل اللجنة، بهدف تشجيع اتباع نهج أكثر إبداعا وديناميكية في عمل المديرية التنفيذية وتوليد أفكار جديدة بشأن الكيفية التي يمكن بها للمنظمة أن تعالج بشكل أكثر فعالية التحديات الناشئة. التهديد الإرهابي."	1
