"en_es_TRANSFORMERS"	"VerCoop"
"La Fuerza sigue mejorando su capacidad de control de disturbios y disturbios a fin de estar mejor preparada para contrarrestar cualquier resurgimiento de la violencia."	0
"2. Esta reunión se celebró en cumplimiento de la decisión adoptada por los dos Jefes de Estado, el Presidente de la República Democrática Popular de Argelia, Excmo. Sr. Abdelaziz Bouteflika, y el Presidente de la República de Malí, Excmo. Sr. Ibrahim Boubacar Keita, de establecer este mecanismo como instrumento estratégico para el seguimiento y la aplicación de las medidas que las partes consideraran susceptibles de promover una solución pacífica y duradera a los problemas del norte de Malí."	1
"Si bien aún no se ha determinado el número exacto de desplazados y el número de aldeas destruidas, los desplazamientos masivos y la destrucción de aldeas son hechos indiscutibles."	0
"Sobre la base de su análisis general, el Equipo considera también que el Consejo tal vez desee pedir a todos los Estados, en particular a los países exportadores de armas, que ejerzan el más alto grado de responsabilidad en las transacciones de armas pequeñas y armas ligeras con el Territorio del embargo."	1
"Sin embargo, parece que las instituciones financieras y otras entidades que participan en la aplicación aún no son conscientes de ello y el Equipo recomienda que el Comité y los Estados encuentren formas de señalarlo a una atención más amplia."	1
"El Consejo de Seguridad exhorta a los Estados de la Región a que sigan prestándose asistencia mutua, en la mayor medida posible, en la prevención, investigación, enjuiciamiento y castigo de los actos de tráfico de drogas y la delincuencia organizada transnacional conexa, y a que lleven ante la justicia a quienes financian, planifican, apoyan o cometen esos actos, de conformidad con el derecho internacional."	1
"Por último, exhorto al Consejo de Seguridad a que apoye a Nigeria durante este período crítico y a que preste todo el apoyo necesario para prevenir una mayor desestabilización y violencia, especialmente en los Estados del nordeste gravemente golpeados."	1
"Los Estados deben velar por que las medidas de lucha contra el terrorismo sean administradas y aplicadas por los organismos encargados de hacer cumplir la ley competentes y deben crear dependencias de lucha contra el terrorismo especializadas a fin de aprovechar la capacidad de expertos de sus instituciones encargadas de hacer cumplir la ley."	1
"El Consejo de Seguridad reitera su llamamiento a los Estados para que pasen a ser partes lo antes posible en todos los convenios y protocolos internacionales pertinentes relativos al terrorismo y para que apliquen los que son partes en ellos."	1
"El Consejo de Seguridad reconoce que el desarrollo y la seguridad se refuerzan mutuamente y son vitales para un enfoque eficaz y amplio de la lucha contra el terrorismo."	1
"Esas políticas deben abordar los cuatro pilares del programa sobre la mujer, la paz y la seguridad (participación, prevención de conflictos, protección y socorro y recuperación) y garantizar que las mujeres refugiadas y desplazadas internas estén incluidas en todas las actividades de protección, prevención, participación y socorro y recuperación."	1
"En la parte oriental de la República Democrática del Congo, las amenazas a la seguridad derivadas de los enfrentamientos armados y los violentos disturbios civiles, a menudo exacerbados por la tensión política, siguen siendo motivo de preocupación."	0
"El Consejo de Seguridad, en su resolución 1977 (2011), alienta explícitamente al Comité establecido en virtud de la resolución 1540 (2004) a que aproveche -- entre otras fuentes -- los conocimientos especializados pertinentes del sector privado."	1
"Desde principios de año, el ACNUR ha llegado a 434.645 personas en 91 zonas de difícil acceso y sitiadas."	0
"El Consejo de Seguridad solicita al Secretario General que le presente, al concluir la fase de liquidación de la MINURCAT, el 30 de abril de 2011, un informe sobre los progresos realizados en el este del Chad en lo que respecta a la protección de los civiles, especialmente las mujeres y los niños, incluidos i) el estatuto de los refugiados y los desplazados internos y las soluciones duraderas a su desplazamiento, ii) el acceso humanitario sin trabas, seguro y oportuno, incluidos el desplazamiento y la seguridad del personal humanitario y la prestación de asistencia humanitaria, iii) las medidas adoptadas para responder a las violaciones del derecho humanitario, el derecho de los derechos humanos y el derecho de los refugiados, y iv) la situación general de seguridad que afecta a la situación humanitaria."	1
"Advirtió que si las FDLR no muestran un compromiso importante para el 2 de enero de 2015, las Fuerzas Armadas de la República Democrática del Congo (FARDC), con el apoyo de la MONUSCO, tendrán que iniciar operaciones militares para su neutralización."	0
"Estado financiero III. Estado de las corrientes de efectivo para el bienio terminado el 31 de diciembre de 2007"	0
"Atacaron la oficina local del Servicio Nacional de Seguridad e Inteligencia, prendieron fuego y luego procedieron a disparar contra la oficina de Telecomunicaciones del Sudán."	0
"La Federación de Rusia considera que es prioritario seguir fortaleciendo los fundamentos jurídicos internacionales de la lucha contra el terrorismo, en primer lugar dando a las convenciones existentes de lucha contra el terrorismo un carácter universal mediante la adhesión de todos los Estados Miembros de las Naciones Unidas a ellas."	1
"▪ Pedir a la misión que preste apoyo al Gobierno anfitrión para hacer frente explícitamente a la violencia sexual, en los procesos de desarme, desmovilización y reintegración, los procesos de reforma del sector de la seguridad y las iniciativas de reforma del sector de la justicia, y para elaborar y aplicar planes de acción concretos y sujetos a plazos para combatir la violencia sexual relacionada con los conflictos."	1
"Una vez aplicadas, las medidas contribuirían significativamente a aumentar la capacidad de Somalia para emprender operaciones de lucha contra la piratería frente a las costas."	1
"El 25 de agosto se publicó en Goma una declaración atribuible al General Laurent Nkunda, uno de los principales autores de la crisis de Bukavu en mayo de 2004, en la que amenazó con derrocar al Gobierno de Transición."	1
"Decide por la presente establecer un tribunal internacional con el único propósito de enjuiciar a los responsables de violaciones graves del derecho internacional humanitario cometidas en el territorio de [el Estado afectado] entre [fechas]."	1
"Un elemento importante es el hecho de que en varias aldeas atacadas e incendiadas por las milicias y las fuerzas gubernamentales, los atacantes se abstuvieron de exterminar a toda la población que no había huido, sino que mataron selectivamente a grupos de jóvenes."	0
"Tengo el honor de transmitirle una carta de fecha 28 de octubre de 2005 dirigida a usted por el Excmo. Sr. Isaias Afwerki, Presidente del Estado de Eritrea, relativa al proceso de paz en el conflicto fronterizo entre Eritrea y Etiopía."	1
"Mayor conciencia y apoyo a las mujeres refugiadas sobre sus derechos y opciones jurídicas."	1
"Una encuesta realizada por los usuarios finales en marzo de 1999 y las observaciones de los controles al azar revelaron que la cantidad de productos agroquímicos disponibles a nivel de las gobernaciones se ha duplicado con creces."	0
"El Programa Internacional de Asistencia para la Formación en Investigaciones Criminales y la EC CARDS han acordado impartir instrucción a los instructores de la policía local, a fin de que puedan enseñar tanto a especialistas como al personal directivo superior."	0
"63. Sigue habiendo importantes preocupaciones en relación con las restricciones a la libertad de expresión."	0
"El Equipo de Vigilancia tiene previsto seguir trabajando con la Subdivisión, que debería ser el asociado elegido para la mayor parte de la creación de capacidad de las Naciones Unidas en la lucha contra el terrorismo a fin de evitar la duplicación de esfuerzos."	1
"En algunos casos en que el Comité consideró que la información disponible no era suficiente para decidir si la inclusión en la lista seguía siendo apropiada, pidió al Equipo que solicitara más información, especialmente en los casos en que se creía que una persona estaba muerta pero para la que no había certificado de defunción o documentación oficial equivalente."	1
"... insta a las autoridades [nacionales] a que adopten todas las medidas necesarias para proteger los derechos humanos, poner fin a la impunidad, iniciar investigaciones para identificar a los autores de esos actos y llevarlos ante la justicia y adoptar medidas para proteger a los testigos a fin de garantizar el debido proceso; los insta a que adopten medidas para mitigar el clima de temor resultante de las restricciones a la libertad de expresión y de reunión;"	1
"5. Confirma que los requisitos del apartado a) del párrafo 1 supra se aplican a los recursos financieros y económicos de todo tipo, incluidos, entre otros, los utilizados para la prestación de servicios de hospedaje en Internet o servicios conexos, utilizados para apoyar a los que figuran en la presente Lista, así como a otras personas, grupos, empresas o entidades asociados con los talibanes, que constituyen una amenaza para la paz, la estabilidad y la seguridad del Afganistán;"	1
"En el párrafo 3 de esa resolución, el Consejo me pidió que, en consulta con el Comité establecido en virtud de la resolución 751 (1992) relativa a Somalia, volviera a establecer, en un plazo de 30 días a partir de la fecha de aprobación de la resolución, y por un período de seis meses, el Grupo de Supervisión mencionado en el párrafo 3 de la resolución 1558 (2004) para que cumpliera el mandato establecido en los apartados a) a i) del párrafo 3 de la resolución 1630 (2005)."	1
"Por lo tanto, los votantes del norte emitirán ocho votos, mientras que los votantes del sur emitirán 12 votos."	0
"La destrucción fue dirigida contra las zonas habitadas por tribus africanas, en particular los fur, zaghawa y masalit."	0
"El 28 de octubre, el Comité se reunió con Martin Scheinin, Relator Especial sobre la promoción y protección de los derechos humanos y las libertades fundamentales en la lucha contra el terrorismo, y le informó de sus propuestas para mejorar el régimen de sanciones, a las que siguió un constructivo intercambio de opiniones sobre cuestiones relacionadas con la imparcialidad y claridad de los procedimientos del Comité, en particular en lo que respecta a la inclusión y supresión de nombres de las listas."	1
"Si bien considera que el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo tiene un papel importante que desempeñar, debe reconocerse que los comités de lucha contra el terrorismo del Consejo han profundizado la labor sobre la cuestión y lo han hecho más eficaz mediante regímenes de presentación de informes, misiones de evaluación y la facilitación de la asistencia técnica."	1
"El Consejo de Seguridad reconoce la importancia de ayudar a prevenir conflictos futuros abordando sus causas profundas de manera legítima y justa."	1
"Las fuerzas que integran la fuerza multinacional seguirán comprometidas a actuar de conformidad con sus obligaciones en virtud del derecho internacional, incluido el derecho de los conflictos armados."	1
"2. La situación en Côte d'Ivoire"	0
"Si esta persona es declarada culpable, tiene el deber de castigarla y de proporcionar un recurso efectivo y reparación a las víctimas."	0
"Profundamente preocupada por el número cada vez mayor de víctimas, incluidos niños, causadas por actos de terrorismo motivados por la intolerancia o el extremismo en diversas regiones del mundo,"	0
"8. La Comisión iniciará sus actividades en la fecha que determine el Secretario General, que se comunicará oficialmente al Gobierno del Pakistán."	1
"25. Pide a todos los Estados Miembros, pero en particular al Gobierno del Afganistán, que informen al Comité si tienen conocimiento de alguna información que indique que debe considerarse la posibilidad de designar a una persona, grupo, empresa o entidad que haya sido excluido de la Lista con arreglo al párrafo 1 de la presente resolución, y pide además al Gobierno del Afganistán que presente al Comité un informe anual sobre la situación de las personas presuntamente conciliadas que hayan sido excluidas de la Lista el año anterior;"	1
"En la fase I, se han asignado 20,2 millones de dólares al sector del agua y el saneamiento en las tres gobernaciones septentrionales."	0
"El Consejo de Seguridad reitera que no existe una solución militar al conflicto en el Afganistán y que sólo una solución política negociada encaminada a establecer un gobierno de base amplia, multiétnico y plenamente representativo que sea aceptable para todos los afganos puede conducir a la paz y la reconciliación."	1
"A pesar de estos progresos, varias visitas del Comité y cursos prácticos realizados en la región han demostrado que la cooperación regional en materia de lucha contra el terrorismo requiere un mayor fortalecimiento 184."	0
"74. Los Estados miembros de la Unión Europea también están obligados a tipificar como delito la \" provocación pública \" de conformidad con las enmiendas introducidas en 2008 a la Decisión marco de la Unión Europea de 2002 sobre la lucha contra el terrorismo."	0
"Exhortando a los Estados a que colaboren urgentemente para prevenir y reprimir los actos terroristas, incluso mediante una mayor cooperación y la plena aplicación de los convenios internacionales pertinentes relativos al terrorismo,"	1
"Si bien en la actualidad el acceso a la base de datos es limitado para los organismos encargados de hacer cumplir la ley, es evidente que tiene un valor cada vez mayor a medida que más países proporcionan información."	0
"Los miembros del Consejo señalaron que todos los candidatos debían hacer todo lo posible por mantener un entorno de calma y paz, actuar con moderación, esperar a que se produjeran resultados que se declararan de conformidad con los procedimientos constitucionales nacionales y resolver sus diferencias pacíficamente, mediante mecanismos jurídicos y de mediación establecidos, incluido el Comité Nacional de Mediación."	1
"Al concluir la reunión, las partes acordaron el comunicado de mi Enviado Personal, que figura en el anexo I del presente informe, y reiteraron su compromiso de proseguir las negociaciones en Manhasset en una fecha que se determinará de común acuerdo."	1
"Esto ayudará a facilitar los arreglos de prisión preventiva, enjuiciamiento y posterior a la condena para los delincuentes de alto riesgo, de conformidad con las normas internacionales de derechos humanos."	1
"Daewon Shipping & Management (2008)26 5489276 Pyongyang Sobaeksu"	0
"62. Con respecto a las tareas relacionadas con la matriz, el acuerdo del Comité sobre un nuevo formato es un importante paso adelante."	1
"c) La Comisión estará facultada para determinar el lugar y las modalidades de entrevista de los funcionarios sirios y las personas que considere pertinentes para la investigación;"	1
"El Consejo de Seguridad reafirma su compromiso con la protección de los civiles en los conflictos armados y con la aplicación continua y plena de todas sus resoluciones anteriores sobre la cuestión, incluidas las resoluciones 1265 (1999), 1296 (2000), 1674 (2006), 1738 (2006) y 1894 (2009), así como todas sus resoluciones sobre la mujer, la paz y la seguridad, los niños y los conflictos armados y el mantenimiento de la paz, y todas las declaraciones pertinentes de su Presidencia."	1
"Aplicar la política de igualdad entre los géneros y empoderamiento de las mujeres y las niñas."	0
"Afirmando su determinación de adoptar medidas apropiadas y eficaces contra toda amenaza a la paz y la seguridad internacionales causada por la proliferación de las armas nucleares, químicas y biológicas y sus sistemas vectores, de conformidad con sus responsabilidades primordiales, según lo dispuesto en la Carta de las Naciones Unidas,"	1
"205. Los Estados de la subregión están muy atentos a las amenazas terroristas que enfrentan y han invertido enormes recursos en la ampliación de los marcos jurídicos, el establecimiento y el fortalecimiento de las instituciones de lucha contra el terrorismo y los esfuerzos por fortalecer la capacidad de los organismos encargados de hacer cumplir la ley y de inteligencia."	0
"56. La situación en Libia (22 de febrero de 2011; 12 de marzo de 2012)."	0
"9. Exhorta a todos los Estados a que cooperen plenamente con el Comité establecido en virtud del párrafo 6 supra en el cumplimiento de sus tareas, incluido el suministro de la información que necesite el Comité en cumplimiento de la presente resolución;"	1
"Un asesor militar del Departamento de Operaciones de Mantenimiento de la Paz respondió a las preguntas formuladas por los miembros del Consejo."	1
"Esta es una amenaza real, aunque en gran medida ha sido contenida por una cuidadosa cooperación nacional, bilateral y multilateral."	0
"53. Confirma que ninguna cuestión debe quedar pendiente ante el Comité por un período superior a seis meses, a menos que el Comité determine caso por caso que las circunstancias extraordinarias requieren más tiempo para su examen, de conformidad con las directrices del Comité;"	0
"En la 6897a sesión del Consejo de Seguridad, celebrada el 20 de diciembre de 2012, en relación con el examen por el Consejo del tema titulado \"Consolidación de la paz después de los conflictos\", el Presidente del Consejo formuló la siguiente declaración en nombre del Consejo:"	1
"Sin embargo, las autoridades gubernamentales y otras fuentes informan de la destrucción por combatientes del MPCI de registros civiles en las prefecturas."	0
"Los miembros del Consejo también reconocen la necesidad de establecer una oficina integrada de las Naciones Unidas en la República Centroafricana, como se subraya en las conclusiones formuladas por una delegación de la Comisión de Consolidación de la Paz tras su reciente visita al país."	0
"Declaración del Presidente de la Federación de Rusia"	0
"En particular, acojo con beneplácito la elaboración por los Estados miembros de la Comisión y Benin de una estrategia regional de lucha contra el terrorismo, e insto a que los esfuerzos conjuntos para hacer frente a la amenaza de Boko Haram se lleven a cabo de manera compatible con las normas internacionales de derechos humanos."	1
"En algunos casos se hizo otro ajuste importante con respecto a la depreciación."	0
"Consciente de la importancia y la urgencia que representa una cuestión general como la lucha contra el terrorismo, y a fin de proporcionar al Comité contra el Terrorismo información adicional pertinente, el Gobierno de la República Checa ha proporcionado como anexo separado de su quinto informe, la Ley No 61/1996 Recop., sobre algunas medidas contra la legalización del producto del delito y sobre la enmienda y complementación de actos conexos."	1
"La prohibición de la violencia contra la vida y la persona, en particular el asesinato, la mutilación, los tratos crueles y la tortura; las desapariciones forzadas; los ultrajes a la dignidad personal; la violación, la esclavitud sexual, la prostitución forzada, el embarazo forzado, la esterilización forzada y cualquier otra forma de violencia sexual."	0
"39. Entre los instrumentos regionales, Côte d'Ivoire ha ratificado la Carta Africana de Derechos Humanos y de los Pueblos (1992) y ha firmado el estatuto por el que se establece la Corte Africana de Derechos Humanos y de los Pueblos."	1
"A petición del Presidente, la Misión de las Naciones Unidas para la Respuesta de Emergencia al Ébola (UNMEER) estableció una pequeña oficina en Bamako, que entró en funcionamiento el 26 de noviembre, bajo la dirección de un gerente de crisis del Ébola para ayudar al Gobierno a contener el brote de Ébola y reforzar su preparación."	1
"9. Pide al Secretario General que tome las disposiciones necesarias para apoyar la labor del mecanismo de vigilancia, como gasto de la Organización y por conducto de un Fondo Fiduciario de las Naciones Unidas establecido con ese fin, afirma que este Fondo Fiduciario será establecido por el Secretario General, alienta a los Estados a que contribuyan al Fondo y a que, por conducto del Secretario General, aporten personal, equipo y servicios al mecanismo de vigilancia; y pide además al Secretario General que mantenga informado periódicamente al Comité establecido en virtud de la resolución 1267 (1999) acerca de los arreglos financieros en apoyo del mecanismo;"	1
"\"El Consejo de Seguridad subraya la importancia de que las partes en el Acuerdo General de Paz avancen rápidamente en el camino a seguir para el referéndum de Abyei, las cuestiones pendientes del Acuerdo General de Paz, y para resolver las cuestiones críticas posteriores al referéndum de manera pacífica y mutuamente beneficiosa, incluidas la frontera, la seguridad, la ciudadanía, las deudas, los activos, la moneda y los recursos naturales."	1
"9. La situación de los defensores de los derechos humanos en todo el país sigue siendo motivo de grave preocupación, y muchos de ellos son objeto de hostigamiento, detención arbitraria y detención injustificada."	0
"Del 25 de noviembre al 10 de diciembre, mi Representante Especial se sumó a mi campaña anual \"Unidos para poner fin a la violencia contra la mujer\", haciendo especial hincapié en los países en conflicto."	1
"Durante sus visitas, el Equipo se reunió tanto con los órganos nacionales encargados de la supervisión del régimen de sanciones como con los más interesados en hacer frente a la amenaza de los talibanes y Al-Qaida sobre el terreno."	1
"Como se indicó anteriormente, en este período de sesiones se adoptó una decisión con respecto al pago de indemnizaciones."	1
"En la 5898a sesión del Consejo de Seguridad, celebrada el 27 de mayo de 2008, en relación con el examen por el Consejo del tema titulado \"Protección de los civiles en los conflictos armados\", el Presidente del Consejo de Seguridad formuló la siguiente declaración en nombre del Consejo:"	1
"El mayor riesgo es que África se convierta en un campamento de adiestramiento, una base de reclutamiento y un punto de tránsito para terroristas y un centro de movilización de fondos para otras actividades ilegales."	0
"El Consejo condena todos los ataques perpetrados por grupos armados locales y extranjeros que amenazan a la población, así como la paz y la estabilidad de la República Centroafricana y la subregión, incluidos los ataques perpetrados el 19 de julio y el 24 de noviembre por la Convención de Patriotas por la Justicia y la Paz contra Birao."	0
"Se ha negado a arrestar a Ali Kushayb y Ahmad Harun."	0
"Enfoque propuesto para sensibilizar al marco de análisis de conflictos respecto de las cuestiones de género, incluida la elaboración de indicadores apropiados para las cuestiones de género y variables relacionadas con los conflictos."	1
"Sin embargo, el Grupo de Supervisión observa que la falta de un gobierno central establecido en Somalia y la elevada amenaza actual de hostilidades generalizadas han retrasado gravemente, si no dejado en suspenso por el momento, los serios esfuerzos de fomento de la capacidad en todo el país."	0
"El desarrollo ulterior de la situación en esa dirección amenazaría los esfuerzos por restaurar y reconstruir el país, y a largo plazo amenazaría la paz y la estabilidad en toda la región."	0
"h) Siga intensificando los esfuerzos para crear conciencia entre los parlamentarios y otros encargados de adoptar decisiones de alto nivel;"	1
"También hicieron hincapié en que la elección oportuna del nuevo Presidente del Líbano era un paso decisivo para garantizar la estabilidad del país."	1
"El Consejo de Seguridad reafirma las disposiciones pertinentes del Documento Final de la Cumbre Mundial 2005 relativas a la protección de los civiles en los conflictos armados, incluidos sus párrafos 138 y 139, relativos a la responsabilidad de proteger a las poblaciones del genocidio, los crímenes de guerra, la depuración étnica y los crímenes de lesa humanidad."	1
"Justo ayer, el Primer Ministro de Georgia emitió un plan detallado de solución de conflictos en otra región separatista de Georgia, la región de Tskhinvali y la antigua Osetia del Sur."	1
"En algunos casos, sobre la base de su examen de las afirmaciones de los reclamantes y de las pruebas justificativas, el Grupo ha reclasificado la totalidad o parte de las reclamaciones."	0
"Por consiguiente, se sugirió que se establecieran normas internacionales y tal vez un papel más destacado del Comité."	1
"En una sesión plenaria de los nueve magistrados de primera instancia y cinco magistrados de apelación, se examinó detenidamente la cuestión de la indemnización de las víctimas de los trágicos acontecimientos en Rwanda."	1
"Acogiendo con beneplácito la inclusión de mujeres en las misiones de mantenimiento de la paz en las funciones civiles, militares y de policía, y reconociendo que las mujeres y los niños afectados por los conflictos armados pueden sentirse más seguros trabajando con mujeres y denunciando abusos a las mujeres en las misiones de mantenimiento de la paz, y que la presencia de mujeres en las operaciones de mantenimiento de la paz puede alentar a las mujeres locales a participar en las fuerzas armadas y de seguridad nacionales, contribuyendo así a crear un sector de la seguridad accesible y que responda a todos, especialmente las mujeres."	0
"En resumen, la violación es toda invasión física de carácter sexual perpetrada sin el consentimiento de la víctima, es decir, mediante la fuerza o la coacción, como la causada por el temor a la violencia, la coacción, la detención o el aprovechamiento de un entorno coercitivo."	0
"Para lograr un retorno sostenible y comunidades minoritarias viables, será necesario un proceso de descentralización que mejore la capacidad de las comunidades no albanesas de Kosovo para proteger su identidad y sus medios de vida, fomentar su confianza en el futuro y alentarlas a que participen más activamente en las instituciones de gobierno de Kosovo."	0
"p) Cooperar con otros comités de sanciones pertinentes del Consejo de Seguridad, en particular el Comité establecido en virtud de la resolución 1267 (1999)."	1
"El Gobierno ha declarado en repetidas ocasiones que se ha ordenado a los comandantes militares que no bombardeen."	0
"El Consejo de Seguridad reafirma que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves a la paz y la seguridad y que todo acto de terrorismo es criminal e injustificable, independientemente de su motivación, cuandoquiera y por quienquiera que sea cometido."	1
"La propaganda es utilizada además por la República Popular Democrática de Corea para incitar al odio nacionalista hacia los enemigos oficiales del Estado, incluidos el Japón, los Estados Unidos de América y la República de Corea, y sus nacionales."	0
"Reiterando su profunda preocupación por el hecho de que, pese a su reiterada condena de la violencia contra las mujeres y los niños, incluidas todas las formas de violencia sexual en situaciones de conflicto armado, y pese a los llamamientos que ha dirigido a todas las partes en los conflictos armados para que cesen esos actos con efecto inmediato, esos actos siguen ocurriendo y en algunas situaciones se han hecho sistemáticos o generalizados."	0
"Otras tareas de la Oficina del Ombudsman"	0
"El Comité alienta a la Dirección Ejecutiva a que intensifique su diálogo con los Estados Miembros y las organizaciones regionales, incluso durante las visitas del Comité, sobre la elaboración de estrategias amplias e integradas de lucha contra el terrorismo, el mejoramiento y perfeccionamiento de las estructuras existentes y los mecanismos de aplicación a fin de fortalecer la capacidad de los Estados y las organizaciones para formular estrategias, hacer pleno uso de las visitas a los países para asesorar a los gobiernos sobre la elaboración de esas estrategias y seguir colaborando estrechamente con la Oficina y los grupos de trabajo del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo."	1
"Del mismo modo, el Consejo podría exigir explícitamente a los Estados Miembros que impidieran que las personas y entidades incluidas en la Lista tuvieran acceso a instalaciones de adiestramiento militar o terrorista dentro de sus fronteras, o las establecieran o mantuvieran, con lo que se desarrollaría el alcance del embargo de armas para abarcar el adiestramiento y el reclutamiento generales."	1
"16. En 1998 la Asamblea Nacional aprobó el proyecto de ley sobre la propiedad de las tierras rurales."	0
"Los Estados deben velar por que la aplicación de la legislación antiterrorista respete plenamente los derechos humanos."	1
"92. La comisión de investigación recomienda que los Estados y las organizaciones de la sociedad civil promuevan oportunidades para el diálogo entre las personas y el contacto en esferas tales como la cultura, la ciencia, los deportes, la buena gobernanza y el desarrollo económico que brinden a los ciudadanos de la República Popular Democrática de Corea la oportunidad de intercambiar información y estar expuestos a experiencias fuera de su país de origen."	1
"Alexandra Sandles, periodista sueca independiente, 13 de febrero de 2012"	0
"Debido a la falta de infraestructura en el país, podría ser necesario establecer un mecanismo para facilitar la administración y distribución de este apoyo."	1
"Debe prestarse apoyo al proceso de reforma del sector de la justicia, en estrecha colaboración con el equipo de las Naciones Unidas en el país, así como al establecimiento y fortalecimiento de mecanismos de rendición de cuentas dentro de las fuerzas de seguridad y defensa."	1
"36. África y la región de Asia y el Pacífico representaron el 53% de los secuestros registrados en todo el mundo en 2012, lo que representa un aumento con respecto al 18% registrado en 2004. El Oriente Medio representó el 19% de los secuestros registrados en todo el mundo en 2012, lo que representa un aumento con respecto al 4% registrado en 2008."	0
"Expertos Expedición de nuevos documentos de identidad"	0
"La declaración jurada no proporciona detalles además de los ya proporcionados."	0
"Además de servir de base para la labor de los mecanismos de presentación de informes sobre derechos humanos y de archivo seguro para la información proporcionada por los interesados pertinentes, la labor de esa estructura debería facilitar los esfuerzos de las Naciones Unidas por enjuiciar a los más responsables de los crímenes de lesa humanidad o rendir cuentas de cualquier otro modo;"	0
"c) Alentar a los Estados a que aumenten el intercambio de información entre las autoridades regionales de control fronterizo y mejoren la seguridad de las fronteras en los puntos de entrada a fin de impedir el movimiento transfronterizo ilícito de personas, carga y armas/explosivos."	1
"Los miembros del Consejo acogieron con beneplácito los esfuerzos del Gobierno para luchar contra el Ejército de Resistencia del Señor, así como la iniciativa de cooperación regional de la Unión Africana para la eliminación del Ejército de Resistencia del Señor y el nombramiento de un enviado especial de la Unión Africana para coordinar la iniciativa."	1
"El Consejo de Seguridad insta a todas las partes en los conflictos armados, incluidas las partes no estatales, a que pongan fin a esas prácticas."	0
"b) Recomendaciones sobre las medidas que pueden adoptarse para mejorar la respuesta a la amenaza que plantean esos combatientes terroristas extranjeros;"	1
"2. Decide poner fin, con efecto inmediato, a la prohibición de la venta o el suministro a Sierra Leona de petróleo y productos derivados del petróleo a que se hace referencia en el párrafo 6 de la resolución 1132 (1997);"	0
":: Reglamento (CE) No. 2368/2002 del Consejo, de 20 de diciembre de 2002"	0
"Ambos aviones estaban previamente desarmados y se utilizaban como aviones de exhibición, siendo reexportados aparentemente con el mismo propósito, y llegaron a Côte d'Ivoire en 2004."	0
"Para combatir ese flagelo es necesario fortalecer nuestra capacidad de enjuiciamiento penal, nuestro sistema judicial, nuestra policía civil e incluso nuestro sistema penitenciario."	0
":: Peter Maurer, Presidente del Comité Internacional de la Cruz Roja"	0
"Reafirmando su resolución 1373 (2001), de 28 de septiembre de 2001, y reiterando su apoyo a los esfuerzos internacionales por erradicar el terrorismo, de conformidad con la Carta de las Naciones Unidas,"	1
"Documentos de identidad y de viaje: expedición, control y detección de fraudes"	0
"10. Alienta a todos los Estados Miembros a que presenten al Comité establecido en virtud del párrafo 30 infra (\"el Comité\") para su inclusión en la Lista los nombres de las personas, grupos, empresas y entidades que participen, por cualquier medio, en la financiación o el apoyo de los actos o actividades descritos en el párrafo 3 supra;"	1
"Por último, permítaseme decir unas palabras sobre las Naciones Unidas."	0
"La Organización de los Estados Americanos (OEA);"	0
"Todos los restos han sido transferidos a la base militar de Hilversum, donde se está llevando a cabo el proceso de identificación."	0
"Ningún Estado puede combatir el terrorismo por sí solo, porque el carácter transnacional de la amenaza terrorista requiere cooperación y coordinación con otros Estados."	1
"El 14 de julio se iniciaron en Argel negociaciones oficiales de paz entre el Gobierno de Malí y los grupos armados, con la facilitación de un equipo internacional de mediación integrado por las Naciones Unidas, las organizaciones regionales y los países vecinos y dirigido por Argelia, con el fin de preservar la cesación del fuego y encontrar una solución política al conflicto, salvaguardando al mismo tiempo la integridad territorial de Malí; el 24 de julio, el Gobierno de Malí y los grupos armados firmaron un acuerdo preliminar en el que se establecía una hoja de ruta para la continuación de las negociaciones."	1
"El 7 de octubre, la Asesora Especial del Secretario General, Sigrid Kaag, informó al Consejo de Seguridad en consultas privadas sobre la aplicación de la resolución 2118 (2013) y centró su intervención en cuatro temas: el cierre de la Misión Conjunta de la Organización para la Prohibición de las Armas Químicas y las Naciones Unidas el 30 de septiembre; los progresos en la aplicación de los planes para la destrucción de las 12 instalaciones de producción de armas químicas restantes; la cuestión de las discrepancias en la declaración original formulada por la República Árabe Siria; y las denuncias relativas al uso de gas cloro en la República Árabe Siria."	1
"Que se celebrará el miércoles 3 de julio de 2002, a las 19.05 horas"	0
"Cabe esperar que las partes puedan alcanzar un alto nivel de confirmación de sus compromisos de no reanudación de las hostilidades y de regreso seguro y digno de los desplazados internos y los refugiados."	0
"Un orador subrayó que era esencial que las medidas adoptadas por los comités y grupos de trabajo, en particular las relativas a la lucha contra el terrorismo, se mantuvieran y se reafirmaran en las resoluciones del Consejo."	1
"También es importante reconocer que más de la mitad de los refugiados y desplazados internos no viven en campamentos, por lo que en el debate también se abordarán las funciones de liderazgo de las mujeres en entornos distintos de los campamentos en los que tanto los desplazados internos como los refugiados y la prestación de servicios plantean problemas adicionales."	1
"25. Exhorta a todos los Estados a que gestionen responsablemente y reduzcan al mínimo, en la mayor medida posible desde el punto de vista técnico y económico, el uso de uranio muy enriquecido para fines civiles, incluso trabajando para convertir los reactores de investigación y los procesos de producción de radioisótopos en combustibles y objetivos de uranio poco enriquecido;"	1
