"","en_es_DEEPL","VerConf"
"955","Estas abarcan la financiación de las campañas, las actividades electorales y el orden público, el acceso a los medios de comunicación y el uso indebido de recursos públicos con fines políticos.",1
"956","""Sin embargo, el Consejo de Seguridad condena enérgicamente la continuación del reclutamiento y la utilización de niños en conflictos armados en violación del derecho internacional aplicable, el asesinato y la mutilación de niños, las violaciones y otros actos de violencia sexual, los secuestros, la denegación de acceso humanitario a los niños y los ataques contra escuelas y hospitales por las partes en los conflictos armados.",1
"957","S/2013/316 S/2013/683",0
"958","Dichas operaciones contribuyen a realzar el perfil de la misión, así como a apoyar el plan de ejecución de la misión de la Oficina del Alto Representante y el desarrollo de capacidades de las autoridades locales y los organismos encargados de hacer cumplir la ley.",0
"959","Los recursos naturales de África Austral, la delincuencia transfronteriza y la disponibilidad de armas ligeras en el contexto de conflictos pasados hacen que la subregión sea potencialmente vulnerable a los blanqueadores de dinero, delincuentes internacionales, narcotraficantes y grupos terroristas.",0
"960","Los oficiales de la UIR del este amenazaron con llevar el cuerpo del fallecido por las calles de Dili antes de llevarlo a casa del comandante general Martin.",1
"961","Igualmente preocupante es la información relativa al aumento de la tensión entre los partidos del Gobierno y la oposición en el marco de cuestiones decisivas para el futuro de Kosovo, así como la persistencia de elementos dispuestos a recurrir a la violencia.",1
"962","23. Decide que el requisito de que los Estados adopten las medidas descritas en el párrafo 1 de la presente resolución dejará de aplicarse a esa persona, grupo, empresa o entidad 60 días después de que el Comité concluya el examen de un informe amplio del Ombudsman, de conformidad con el anexo II de la presente resolución, incluido el apartado h) de su párrafo 6, en el que el Ombudsman recomiende que el Comité considere la posibilidad de suprimirlo de la lista, a menos que el Comité decida por consenso, antes de que finalice ese período de 60 días, que el requisito seguirá en vigor con respecto a esa persona, grupo, empresa o entidad; a condición de que, en los casos en que no exista consenso, el Presidente, a petición de un miembro del Comité, someta la cuestión de si se debe suprimir de la lista a esa persona, grupo, empresa o entidad al Consejo de Seguridad para que éste adopte una decisión en un plazo de 60 días; y a condición además de que, en caso de que se presente dicha solicitud, el requisito de que los Estados adopten las medidas descritas en el párrafo 1 de la presente resolución siga en vigor durante ese período con respecto a esa persona, grupo, empresa o entidad hasta que el Consejo de Seguridad decida la cuestión;",0
"963","Vicepresidentes: Francia, Federación Rusa y Angola",0
"964","Además, se proporcionaron paquetes de servicios básicos de nutrición a más de 500 centros de nutrición en todo el país.",0
"965","Se celebrará el jueves 25 de marzo de 2004, a las 10.10 horas.",0
"966","(b) La aplicación de todas las cuestiones pendientes mencionadas en el párrafo 12 supra, recordando a este respecto que la aplicación concomitante del proceso de identificación y del acantonamiento de las fuerzas, según lo previsto en el programa nacional de desarme, desmovilización, reinserción y rehabilitación firmado en Yamusukro el 14 de mayo de 2005, aceleraría la creación de las condiciones necesarias para la celebración de elecciones libres, justas, abiertas y transparentes;",1
"967","De acuerdo con esta política, en cuanto tuvo conocimiento de la presencia indeseable de los rebeldes ugandeses del Ejército de Resistencia del Señor (ERS), mi Gobierno no dudó en absoluto en darles un ultimátum para que abandonaran inmediatamente el territorio nacional.",1
"968","Correo electrónico: unodc.tpb@unodc.org",0
"969","Reafirmando que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves para la paz y la seguridad y que todo acto de terrorismo es criminal e injustificable, independientemente de sus motivaciones, del momento en que se cometa y de quien lo cometa, y reiterando su condena inequívoca de Al-Qaida y otros individuos, grupos, empresas y entidades asociados a ella, por los continuos y múltiples actos terroristas criminales dirigidos a causar la muerte de civiles inocentes y otras víctimas, la destrucción de bienes y socavar gravemente la estabilidad,",1
"970","De acuerdo con esas resoluciones, este órgano debe exigir al Gobierno de Estados Unidos que condene de inmediato a Luis Posada Carriles por sus actos terroristas o lo extradite a la República Bolivariana de Venezuela, cuya justicia lo persigue desde hace años.",1
"971","No se prevén cambios significativos en la situación general de la seguridad, aunque sí un aumento lento y constante de los incidentes delictivos.",0
"972","""El Consejo de Seguridad, recordando sus resoluciones 2042 (2012) y 2043 (2012), acoge con satisfacción el nombramiento del Representante Especial Conjunto para Siria de las Naciones Unidas y la Liga de los Estados Árabes como un importante paso adelante en la cooperación entre ambas organizaciones y expresa su apoyo a sus esfuerzos por continuar los buenos oficios del Secretario General a este respecto.",0
"973","Apoyo a los hospitales que tratan a víctimas de violación (atención médica y quirúrgica, asesoramiento voluntario y confidencial tras la violación y tratamiento de enfermedades de transmisión sexual).",0
"974","En este contexto, la Unión Europea recuerda a Israel su obligación de garantizar un acceso pleno y seguro a las organizaciones humanitarias, incluido el Organismo de Obras Públicas y Socorro de las Naciones Unidas para los Refugiados de Palestina en el Cercano Oriente (OOPS).",1
"975","Se celebrará el lunes 27 de octubre de 2003, a las 11.10 horas.",0
"976",":: 14 de marzo de 2005, una contramanifestación liderada por cristianos y suníes exige la retirada de las tropas sirias y la detención del jefe de los servicios de seguridad e inteligencia.",1
"977","38. Debido a la urgencia de la situación actual, los esfuerzos de la comunidad internacional deben ser inmediatos, coordinados y decididos.",1
"978","El General Moges concluyó su presentación advirtiendo de que, con la llegada de la estación seca, aumenta el riesgo de que se reanuden las hostilidades, y por ello UNISFA ha incrementado sus patrullas, pero subrayó que sin diálogo no será posible evitar que la situación se deteriore en algún momento.",1
"979","9. Por lo que respecta a los acuerdos militares nº 2 y nº 3, las partes siguieron prestando un alto nivel de cooperación a la MINURSO en el marcado y la eliminación de minas y artefactos explosivos sin detonar.",0
"980","Los palestinos deben poner fin a la incitación pública a la violencia y hacer todo lo posible para impedir que los militantes ataquen a Israel y provoquen así su respuesta.",1
"981","Los recursos saqueables, en particular, a los que pueden acceder directamente los cuadros militantes (en lugar de a través de su cadena de mando), pueden prolongar el conflicto al crear problemas de disciplina que dificultan que los líderes impongan un acuerdo a los seguidores.",0
"982","Soy consciente de la determinación y los esfuerzos realizados por Pakistán para buscar la verdad y llevar ante la justicia a todos los financiadores, autores, organizadores, patrocinadores y conspiradores de este acto terrorista para que rindan cuentas.",0
"983","Cuba comparece nuevamente ante el Consejo de Seguridad para denunciar y condenar enérgicamente la complicidad y absoluta responsabilidad del Gobierno de los Estados Unidos en la liberación de este individuo.",1
"984","(c) La República de Chipre para su Ministerio de Comunicaciones y Obras: 60.581 DÓLARES;",0
"985","Expresamos nuestra profunda preocupación por la difícil situación de los palestinos en la Franja de Gaza.",1
"986","562. Hay otra razón más específica por la que los dirigentes políticos y militares del ELS y del MJI no pueden negarse a aceptar la responsabilidad por cualquier delito cometido por sus tropas sobre el terreno si dichos dirigentes se abstuvieron de impedir o reprimir esos delitos.",1
"987","3. Viabilidad financiera y sostenibilidad de la policía local",0
"988","Pristina ha rechazado hasta ahora todas las iniciativas en este sentido.",1
"989","Sin embargo, no intervenir activamente para restablecer la estabilidad en ese país ya está amenazando la eficacia de la comunidad internacional, además de costar ingentes cantidades de recursos.",1
"990","Iglesia de San Nicolás, Shtërpcë/Štrpce",0
"991","Palacio de Minoa - Leonidas Avdis S.A. - Creta",0
"992","Como se recordará, el Gobierno de Eritrea había instado al Consejo de Seguridad, a través de su carta de 28 de febrero de 2012 (S/2012/126), a que asumiera sus responsabilidades y adoptara las medidas adecuadas contra los innumerables e ilícitos actos de agresión y ocupación.",1
"993","Instamos a Israel a que cumpla sus obligaciones con respecto a la población de los territorios ocupados.",1
"994","El Grupo de Examen de la Cooperación Internacional del Grupo de Acción Financiera Internacional sobre el Blanqueo de Capitales declaró en junio de 2009 que seis Estados de la subregión presentaban deficiencias en la lucha contra el blanqueo de capitales y la financiación del terrorismo.",1
"995","43. Otras fuentes de financiación siguen siendo importantes, incluido el producto de actividades delictivas transnacionales organizadas, como el contrabando y la trata de seres humanos.",0
"996","Dado que, a la mayoría de los efectos, las Naciones Unidas necesitan transmitir un mensaje común en materia de lucha contra el terrorismo, es conveniente que el Equipo Especial asuma el liderazgo a este respecto, aunque la Dirección Ejecutiva también deberá mantener su perfil público independiente y garantizar la transparencia en cuanto a sus propios procedimientos, según proceda.",0
"997","4. Los sistemas de armas improvisadas pueden construirse a partir de diversos componentes para cometer actos terroristas.",0
"998","""El Consejo de Seguridad reafirma la importancia de la labor de los comités establecidos en virtud de las resoluciones 1267 (1999), 1373 (2001) y 1540 (2004) y sigue prestándoles su apoyo y orientación.",0
"999","Es innegable que hay mucho en juego, ya que el incumplimiento del plazo para los referendos prescrito por el Acuerdo General de Paz podría tener graves consecuencias.",1
"1000","Esta sinopsis no es en absoluto exhaustiva.",0
"1001","Japón cumple el Anexo 17 del Convenio sobre Aviación Civil Internacional.",0
"1002","1. Expresa su enérgica condena de todas las formas de violencia, incluidos, entre otros, el asesinato, la violación y la agresión sexual, la intimidación, el robo a mano armada, el secuestro, la toma de rehenes, el rapto, el acoso y el arresto y la detención ilegales a los que están cada vez más expuestos quienes participan en operaciones humanitarias, así como los ataques contra convoyes humanitarios y los actos de destrucción y saqueo de sus bienes;",1
"1003","A principios de 2008, los dos grupos se reconciliaron y reanudaron su colaboración, con Eyl como principal base de operaciones.",0
"1004","91. Los actos de tortura están prohibidos por numerosos convenios, como el artículo 7 del Pacto Internacional de Derechos Civiles y Políticos, el artículo 2 de la Convención contra la Tortura y Otros Tratos o Penas Crueles, Inhumanos o Degradantes y el artículo 5 de la Carta Africana de Derechos Humanos y de los Pueblos.",0
"1005","El mes pasado, el aumento del número de personas afectadas por el conflicto en la crisis de Darfur continuó esta tendencia al alza, al registrarse 62.000 desplazados internos más.",1
"1006","75. El Presidente solicita asimismo la orientación de los miembros del Consejo sobre la aplicación del formato para la sesión de clausura del 31 de mayo, tal como se expone en la carta de fecha 23 de mayo dirigida por el Presidente a los Miembros de las Naciones Unidas.",0
"1007","Al mismo tiempo, mi delegación considera que los representantes electos de las minorías étnicas en la Asamblea, en particular los representantes serbios, lograrían mejores resultados y mayores beneficios para su electorado si adoptaran una actitud más participativa, en lugar de retirarse de la legislatura cuando se encuentran con una situación difícil.",1
"1008","Así pues, se ocupa en gran medida de los aspectos de los contextos sociales que pueden favorecer la propagación del terrorismo.",1
"1009",":: Coste de consumibles y material de explotación;",0
"1010","El coste se define como el valor nominal más/menos cualquier prima/descuento no amortizado.",0
"1011",":: Examinar cómo el número sin precedentes de crisis violentas está repercutiendo en los desplazamientos y en los derechos y la protección de las mujeres y las niñas, observando en particular cómo la amenaza constante del extremismo violento está contribuyendo a los desplazamientos y a los graves abusos que sufren las mujeres y las niñas.",0
"1012","Como ya se ha dicho, en Darfur existe un conflicto armado prolongado, no de carácter internacional, entre las autoridades gubernamentales y grupos armados organizados.",0
"1013","Para otra delegación, la protección activa de los civiles no debe confundirse con la neutralización de los grupos armados mediante actividades agresivas.",1
"1014","El cambio de lenguaje es desconcertante.",0
"1015","Las definiciones de terrorismo de algunos Estados parecen ambiguas o demasiado amplias y deberían ajustarse a las normas internacionales.",1
"1016","Para continuar esta lucha, es imperativo que la comunidad internacional contribuya más seriamente y preste mayor atención a este importante aspecto de la lucha contra el terrorismo.",1
"1017","32. En el punto 67 de sus conclusiones, el Abogado General expone cinco razones por las que no debe aplicarse en este contexto un control de búsqueda: a) el carácter preventivo de las medidas sancionadoras contra Al-Qaida; b) el contexto internacional del acto impugnado; c) la necesidad de equilibrar las exigencias de la lucha contra el terrorismo y las de la protección de los derechos fundamentales; d) el carácter político de las apreciaciones realizadas por el Comité 1267; y e) las mejoras introducidas en los últimos años en los procedimientos de exclusión de las listas en el seno del Comité 1267, en particular desde la sentencia Kadi del Tribunal de Justicia de 2008.",1
"1018","(i) Inversiones excesivas en futuras capitalizaciones;",0
"1019","Peor aún, las actividades de estos grupos terroristas suponen una grave amenaza para los esfuerzos de las misiones internacionales de consolidación y mantenimiento de la paz, por ejemplo en Somalia y Mali.",1
"1020","Este grupo sigue siendo uno de los grupos armados extremistas más capaces de Irak.",1
"1021","La impunidad de estos altos cargos es inaceptable e impide que las comunidades que salen de un conflicto se recuperen de forma sostenible.",1
"1022","La Comisión no puede estar de acuerdo con la posición del Gobierno de que las estadísticas que representan el trabajo de los comités indican una incidencia mucho menor del delito de violación de lo que informan fuentes como las Naciones Unidas, la UA y otras organizaciones nacionales e internacionales.",1
"1023","Esto es motivo de profunda angustia para Etiopía y para nuestro pueblo.",0
"1024","Expresando su preocupación por las continuas amenazas que plantean la transferencia ilícita, la acumulación desestabilizadora y el uso indebido de armas pequeñas y ligeras para la seguridad del personal de mantenimiento de la paz de las Naciones Unidas y su eficacia en el cumplimiento de los mandatos de mantenimiento de la paz ...",1
"1025","Las peticiones de la UNMIK y la KFOR de datos sobre la presencia del ANA en el interior del Cuerpo de Protección de Kosovo se encontraron con una respuesta muy característica por parte del comandante del Cuerpo, que dijo que, en virtud de sus limitados poderes, no podía ofrecer más información.",1
"1026","Unido al extremismo, y con profundas raíces en la vida política y social de la zona, el crimen organizado amenaza los cimientos mismos de los principios y valores que intentamos inculcar en las nuevas instituciones que allí se forman, haciendo así infructuosos nuestros esfuerzos.",1
"1027","Reitera su llamamiento a las autoridades [nacionales] para que pongan fin a la impunidad, incluso llevando ante la justicia sin demora a los autores de graves violaciones de los derechos humanos y del derecho internacional humanitario, y para que tengan en cuenta, a la hora de seleccionar a los candidatos a puestos oficiales, incluidos los puestos clave en las fuerzas armadas, la policía nacional y otros servicios de seguridad, las acciones pasadas de los candidatos en términos de respeto del derecho internacional humanitario y de los derechos humanos.",1
"1028","La evolución de la situación en esa dirección pondría en peligro los esfuerzos por restaurar y reconstruir el país y, a largo plazo, amenazaría la paz y la estabilidad en toda la región.",1
"1029","La reforma del sector de la seguridad sigue siendo uno de los principales retos para la paz y la estabilidad a largo plazo.",1
"1030","El Consejo también impuso a las personas y entidades designadas por el Comité la prohibición de suministrar, vender o transferir armas y equipo militar, así como la formación y ayuda financiera y de otro tipo conexas.",0
"1031","Gravemente preocupada por la amenaza del terrorismo y el riesgo de que agentes no estatales*, como los que figuran en la lista de las Naciones Unidas elaborada y mantenida por el Comité establecido en virtud de la resolución 1267 del Consejo de Seguridad y aquellos a los que se aplica la resolución 1373, puedan adquirir, desarrollar, traficar o emplear armas nucleares, químicas y biológicas y sus sistemas vectores,",1
"1032","Ante la persistencia de tales complejidades y un comportamiento totalmente contradictorio con el requerido para una resolución justa, es imperativo preguntarse: ¿cómo podemos llevar a buen puerto el proceso de paz en el año 2009? Creemos que recae en el Cuarteto y en el Consejo de Seguridad la responsabilidad de idear un mecanismo práctico para abordar estas cuestiones en una situación en la que una de las partes no responde repetidamente a los llamamientos ni cumple sus obligaciones, sumiéndonos en un proceso cíclico sin final a la vista.",1
"1033","76. No hay salida sin estrategia (véase S/2000/40/Add.45).",0
"1034","La situación humanitaria en Somalia sigue siendo motivo de gran preocupación.",1
"1035","Me preocupa profundamente que la práctica de la violencia sexual contra los niños socave las perspectivas de coexistencia pacífica en Darfur durante los próximos años.",1
"1036","Este enlace de datos proporcionará las comunicaciones esenciales entre los Departamentos regionales, las divisiones y la Sede.",0
"1037","Si las misiones no cumplen con sus responsabilidades de protección de la población civil, se menoscaban otras tareas que se les hayan encomendado, por no hablar de la pérdida de vidas y el sufrimiento que ello conlleva.",1
"1038","Además, un equipo móvil visita las comunidades más remotas, especialmente las minoritarias, que pueden no tener fácil acceso a los centros de recursos.",0
"1039","Por último, la amplia diversidad institucional, cultural, étnica y espiritual de varias de las sociedades que experimentan actualmente un cambio tan histórico y profundo puede dar lugar a tensiones específicas y a problemas de seguridad.",1
"1040","El Consejo reitera su intención de seguir luchando enérgicamente contra la impunidad y defender la rendición de cuentas con los medios adecuados.",1
"1041","Ministro Michael Freiherr von Ungern-Sternberg (Alemania)",0
"1042","4. Decide seguir ocupándose del asunto.",0
"1043","Diario argelino Sawt Al Ahrar, periodista argelino Omar Dalal -- 25 de febrero de 2012",0
"1044","Tareas encomendadas a la operación internacional dirigida por África",0
"1045","También el Caso del Gobierno y el Caso Karemera et al. son juicios voluminosos.",0
"1046","También cabe destacar que otros altos representantes libaneses, como el ex primer ministro Najib Miqati, han declarado que ""no debe haber armas ni dentro de los campos ni fuera de ellos.""",1
"1047","Por lo tanto, nos decepcionó que el informe del Secretario General (S/2011/540) sólo recomendara una reducción parcial de las fuerzas de refuerzo.",1
"1048","Un agente de la UNPOL le preguntó si había resultado herido y le dijeron que un amigo del Sr. Amaral acababa de ser asesinado por la PNTL.",0
"1049","Actuando en virtud del Capítulo VII de la Carta de las Naciones Unidas,",0
"1050","En el párrafo 3 de esa resolución, el Consejo me pidió que restableciera, en consulta con el Comité establecido en virtud de la resolución 751 (1992) relativa a Somalia, en un plazo de 30 días a partir de la fecha de aprobación de la resolución, y por un período de seis meses, el Grupo de Supervisión a que se hace referencia en el párrafo 3 de la resolución 1558 (2004) para que cumpliera el mandato establecido en los apartados a) a i) del párrafo 3 de la resolución 1630 (2005).",0
"1051","""El Consejo de Seguridad reitera su preocupación por la creciente conexión, en muchos casos, entre el terrorismo y la delincuencia organizada transnacional, las drogas ilícitas, el blanqueo de dinero y el tráfico ilegal de armas, y subraya la necesidad de mejorar la coordinación de los esfuerzos en los planos nacional, subregional, regional e internacional a fin de fortalecer una respuesta mundial a este grave desafío y amenaza para la paz y la seguridad internacionales, y alienta a la ONUDD a que prosiga su labor, a este respecto, en colaboración con otras entidades pertinentes de las Naciones Unidas.",1
"1052","Ministro de Territorio y Administración Local",0
"1053","2. La Dirección Ejecutiva del Comité contra el Terrorismo se creó por un período inicial que finaliza el 31 de diciembre de 2007 y está sujeta a una revisión exhaustiva por parte del Consejo de Seguridad antes del 31 de diciembre de 2005.",0
"1054","Para empezar, debo expresar nuestra honda preocupación por la situación de la seguridad en el país.",1
"1055","Acogiendo con satisfacción los esfuerzos de las autoridades burundesas para luchar contra la impunidad, en particular el juicio y condena de algunos de los autores de la masacre de Muyinga,",1
"1056","57. La MONUSCO debe seguir dando prioridad a su labor de vigilancia y presentación de informes sobre las violaciones del derecho internacional humanitario y de los derechos humanos, en particular los asesinatos, la violencia sexual y las violaciones graves contra los niños, al tiempo que apoya al Gobierno en sus esfuerzos por hacer frente al legado de violaciones masivas mediante mecanismos de justicia de transición y mayores esfuerzos para luchar contra la impunidad.",0
"1057","Entre ellos figuran el derecho a la vida; la prohibición de la tortura o las penas crueles, inhumanas o degradantes; la prohibición de la esclavitud, la trata de esclavos y la servidumbre; y la libertad de pensamiento, conciencia y religión.",0
"1058","9. El tribunal de distrito dictaminó inicialmente que el Gobierno no había probado que la rama neerlandesa de Al-Haramain, separada y aparte de la organización internacional, hubiera apoyado el terrorismo.",1
"1059","En la figura I se muestran comparativamente los ingresos y gastos de los ejercicios 2004/05, 2006/07 y 2008/09.",0
"1060","""El Consejo de Seguridad expresa su profunda preocupación por las repercusiones humanitarias del conflicto en el pueblo angoleño.",1
"1061","Se cree que los terroristas de la región utilizan sobre todo armas convencionales.",0
"1062","Destacó que la Biblioteca tiene copias de documentos de varias organizaciones internacionales, como la OTAN, y ya alberga algunos materiales públicos del TPIY.",0
"1063","También es indiscutible que, como Potencia ocupante, Armenia es directamente responsable de la comisión de esos delitos.",1
"1064","Debo decir que el tema elegido para nuestro debate de hoy, aunque cautivador, plantea un gran desafío.",1
"1065","No obstante, me sigue preocupando que hayan continuado las restricciones a la circulación de los observadores militares de las Naciones Unidas que tratan de visitar las unidades, los cuarteles generales y los puntos fuertes de las partes con fines de verificación.",1
"1066","La segunda es pedir una vez más una acción urgente y esencial del Consejo de Seguridad para detener el derramamiento de sangre en Siria.",1
"1067","Al mismo tiempo, el Subsecretario General consideró que las declaraciones incendiarias de grupos armados que amenazan con interrumpir la votación en zonas del este de Ucrania y con celebrar sus propias elecciones el 2 de noviembre, en violación de la Constitución y de la legislación nacional, deben ser condenadas por todos.",1
"1068","El alcance de la contaminación por munición de racimo es cada vez más evidente a medida que avanza el trabajo de Landmine Action.",0
"1069","El LRA ha llevado a cabo una larga y cruel insurgencia en el norte de Uganda que ha causado la muerte, el secuestro y el desplazamiento de miles de civiles inocentes en Uganda, Sudán y la República Democrática del Congo.",0
"1070","Casi dos años después de la última sesión informativa sobre la situación en la región de los Grandes Lagos (zonas afectadas por el Ejército de Resistencia del Señor), el Consejo celebró una sesión privada el 21 de julio de 2011 para debatir la amenaza continua del Ejército de Resistencia del Señor (ERS) para la seguridad regional.",1
"1071","Además, KAC incurrió en gastos de viaje en relación tanto con el Avión como con los repuestos.",0
"1072","171. La terminal de frutas del puerto de Abiyán es claramente un lugar estratégico para la descarga de material y equipo militar y requiere una mayor vigilancia de la ONUCI.",1
"1073","260. La prevención de la movilidad terrorista transfronteriza también requiere el uso de tecnología y equipos, como lectores y escáneres, en los puestos de control fronterizos para captar los datos de los viajeros en tiempo real y cotejarlos con las bases de datos nacionales e internacionales sobre alertas y delincuencia.",0
"1074","A partir de entonces, los fiscales neerlandeses solicitaron la prohibición y disolución de la organización y la entrega al Estado de cualquier saldo acreedor de la cuenta bancaria de la organización, pero el tribunal dictaminó que el Gobierno no había demostrado que la rama neerlandesa de Al-Haramain, separada y aparte de la organización internacional, hubiera apoyado el terrorismo. Los fiscales neerlandeses declararon que tienen previsto recurrir la sentencia del tribunal, así como solicitar a Estados Unidos más información sobre Al-Haramain y Al-Aqil.",1
"1075","A este respecto, me gustaría subrayar una vez más que, a diferencia de otras situaciones bien conocidas que implican reivindicaciones territoriales infundadas e ilegítimas, incluidas aquellas bajo el pretexto inventado de la atención a grupos étnicos minoritarios, se ha reconocido el derecho a la autodeterminación y a la condición de Estado del pueblo de Palestina.",1
"1076","Sin embargo, la razón de su establecimiento puede calificarse de ""vía rápida"" más que de conveniencia, sobre todo a la luz del hecho de que, según los informes, la vista de una acusación punible con la muerte no puede durar más de una hora.",0
"1077","El órgano de supervisión, el Consejo Superior del Ministerio Fiscal, aún no se ha creado.",1
"1078","La aplicación de esas prohibiciones también se ha beneficiado de la notoriedad pública de los sujetos, que los hace más reconocibles y menos propensos a viajar con una identidad falsa.",0
"1079","El pueblo israelí, que esperaba que la retirada de Israel del Líbano -certificada por este Consejo hace seis años- traería la seguridad a su frontera septentrional, se encuentra bajo los constantes ataques con cohetes de Hezbolá, que cada día se adentran más en territorio israelí.",1
"1080","El Consejo apoya la idea de crear una unidad de asistencia al Estado de Derecho dentro de la Secretaría y espera con interés recibir las propuestas de la Secretaría para la aplicación de las recomendaciones que figuran en el apartado 65 del informe del Secretario General sobre el Estado de Derecho y la justicia de transición en las sociedades que sufren o han sufrido conflictos (S/2004/616).",0
"1081",":: Andiamo Exploration comenzará su producción en 2016",0
"1082","El informe de la misión de evaluación menciona una creciente preocupación por las repercusiones humanitarias y económicas que la crisis ha tenido en la región del Sahel.",1
"1083","El estancamiento corre el riesgo de aumentar las tensiones políticas y socava el clima de mayor confianza que prevaleció tras las elecciones y la toma de posesión del Presidente Martelly.",1
"1084","(v) Departamento de Servicios del Estado (DSS)",0
"1085","CARTA DE 15 DE DICIEMBRE DE 1998 DEL REPRESENTANTE PERMANENTE",0
"1086","Ningún dirigente destacado de Al Qaeda ha recibido formación religiosa oficial, ni tampoco la mayoría de sus seguidores.",0
"1087","Señalaron que el hecho de que Etiopía no permitiera avanzar en la demarcación completa, así como las continuas y crecientes restricciones a la labor de la MINUEE, planteaban serias dudas sobre la viabilidad a largo plazo de la Misión.",1
"1088","Las Partes también serán responsables de todos los demás gastos de sus oficiales de enlace sobre el terreno.",0
"1089","Los Estados no pueden incumplir esta obligación básica sin sufrir las consecuencias de su conducta antijurídica.",1
"1090","Sobre la base del examen inicial llevado a cabo por la MINURSO, se desplegó un equipo de examen del personal, y posteriormente un equipo de evaluación de la gestión del Departamento de Operaciones de Mantenimiento de la Paz, para ultimar las recomendaciones encaminadas a reconfigurar la estructura civil a fin de apoyar mejor las actuales actividades encomendadas, garantizar una mayor integración entre los componentes militar y civil y mejorar la gestión de la MINURSO.",0
"1091","III. CUESTIONES Y COMENTARIOS RELATIVOS AL ARTÍCULO 16",0
"1092","Esperamos que, ante esta clara amenaza para la paz y la seguridad internacionales, el Consejo de Seguridad actúe sin emplear el doble rasero que ha caracterizado su actuación pasada en este asunto, para adoptar con urgencia y decisión el proyecto de resolución que presenta Argelia en nombre de los miembros del Grupo Árabe.",1
"1093","Se calcula que cada año pasan por estas vías marítimas unos 30.000 buques.",0
"1094","A celebrarse el miércoles 6 de julio de 2005, a las 10.00 horas.",0
"1095","Aunque tanto Pristina como Belgrado condenaron enérgicamente el incidente y pidieron la detención de los autores, cada parte ha afirmado que la otra es responsable de provocar el incidente.",1
"1096","El Comité estaba compuesto por los siguientes expertos:",0
"1097","Así pues, la comunidad internacional debe tomar las medidas necesarias para impedir que Israel persista en la deplorable y destructiva política que ha iniciado en Gaza, y debe subrayar su rechazo a todas estas prácticas israelíes, que constituyen una violación del derecho internacional y del derecho internacional humanitario.",1
"1098","La falta de tierras y empleo, así como la inseguridad, impiden a muchos retornados asentarse en sus comunidades de origen.",1
"1099","Nos preocupa la falta de libertades políticas allí.",1
"1100","42. Al Qaeda y sus afiliados, así como los financieros individuales asociados a ellos, siguen explotando los sistemas financieros formales e informales para mover fondos a través de las fronteras y financiar sus actividades.",0
"1101","Esto ha socavado los esfuerzos internacionales para facilitar el restablecimiento de la paz en Afganistán.",0
"1102","13. Insta a la comunidad internacional a que preste apoyo y asistencia para que los Estados puedan cumplir sus responsabilidades en materia de protección de los refugiados y otras personas protegidas por el derecho internacional humanitario;",0
"1103","Reafirma ... su condena en los términos más enérgicos de todos los actos de violencia o abusos cometidos contra civiles en situaciones de conflicto armado en violación de las obligaciones internacionales aplicables con respecto, en particular, a (i) la tortura y otros tratos prohibidos, (ii) la violencia de género y sexual, (iii) la violencia contra los niños, (iv) el reclutamiento y la utilización de niños soldados, (v) la trata de seres humanos, (vi) el desplazamiento forzado, y (vii) la denegación intencionada de asistencia humanitaria, y exige que todas las partes pongan fin a tales prácticas.",1
"1104","Un Estado citó el ejemplo de personas a las que se había denegado la entrada en la última década por sospechas de su implicación en actividades terroristas internacionales.",1
"1105","Unión Económica y Monetaria del África Occidental y Banco Central de los Estados del África Occidental 35",0
"1106","Las soluciones preferidas por las partes",0
"1107","A. Establecimiento del centro de mando integrado",0
"1108","El nuevo Gobierno democrático de Pakistán ha heredado imponentes retos políticos, económicos y de seguridad.",1
"1109","En caso de que se decida procesar a todas las personas que recibieron armas por tenencia ilícita, la Comisión mantiene registros que identifican a estas personas.",1
"1110","De conformidad con el párrafo 27 de la resolución 2160 (2014), el mecanismo de puntos focales establecido en la resolución 1730 (2006) también puede recibir solicitudes de exención presentadas por una persona o entidad incluida en la lista, o en su nombre.",0
"1111","65. El canal turco TV5, 5 de enero.",0
"1112","""El Consejo de Seguridad sigue gravemente preocupado por las actividades en la región del Sahel de organizaciones terroristas, entre ellas Al-Qaida en el Magreb Islámico y el Movimiento para la Unidad y la Yihad en África Occidental, y reitera su enérgica condena de los recientes atentados terroristas perpetrados en la región.",1
"1113","5. Carta de 11 de julio de 1960 dirigida al Presidente del Consejo de Seguridad por el Ministro de Asuntos Exteriores de Cuba (véase S/7382).",0
"1114","Esta Declaración recuerda al mundo que las víctimas de delitos deben ser tratadas con compasión y respeto y afirma que tienen derecho a recibir justicia, ser tratadas con equidad y obtener reparación en forma de restitución, indemnización y otro tipo de asistencia por los daños que hayan sufrido.",0
"1115","Esta inquietante pauta de actividad es motivo de grave preocupación y amenaza con socavar gravemente la integridad de las operaciones de las Naciones Unidas.",1
"1116","Además, el Grupo de Expertos del Comité del Consejo de Seguridad establecido en virtud de la resolución 1540 (2004) participó periódicamente en reuniones informativas temáticas de interés mutuo organizadas por el Comité del Consejo de Seguridad establecido en virtud de la resolución 1373 (2001).",0
