"es_en_TRANSOFMERS"	"VerCoop"
"The President (spoke in French): I now put to the vote the draft resolution contained in document S/2004/240."	0
"They met with leaders of the Ivorian Patriotic Movement (MPCI) in BouakÃ© and key human rights organizations, civil society and peace organizations, high religious, Christian and Islamic authorities, the United Nations country team, members of the diplomatic corps and military personnel."	1
"Awareness-raising activities carried out by the Monitoring Group on Somalia"	0
"In 2009, the Russian Federation tightened criminal sanctions for assisting or participating in terrorist activities (including recruitment) and a bill was introduced to strengthen criminal liability for terrorism-related offences."	0
"[D]stressing the importance of... permanently disarming, demobilizing, resettling or repatriating, as appropriate, and reintegrating [national] and foreign armed groups to achieve long-term stabilization [of the affected country], as well as the contribution that international partners have made in this area."	1
"15. Declares its readiness to consider the desirability and feasibility of establishing interim security zones and corridors to protect civilians and channel assistance in situations where the threat of genocide, crimes against humanity and war crimes is being addressed to the civilian population;"	1
"It will also organize meetings with the Monitoring Team and experts of the Committee established pursuant to resolution 1540 (2004) to discuss matters of common concern and ensure appropriate coordination of work."	1
"The Western Darfur team consisted of two investigators and a military analyst, supported by one or two forensic experts, as required."	0
"We see encouraging signs in this regard and significant achievements in this very important endeavour."	0
"(b) To work with States and the UNODC Terrorism Prevention Branch to promote best practices and facilitate capacity-building and training for members of the judiciary, law enforcement agencies and other relevant public officials with respect to request procedures and assistance in criminal investigations, legal assistance and extradition;"	1
"C. Dismantling and disarming Lebanese and non-Lebanese militias"	0
"Reaffirming the need to combat by all means, in accordance with the Charter of the United Nations and international law, the threats to international peace and security posed by terrorist acts, and underlining in this regard the important role of the United Nations in leading and coordinating this effort,"	1
"The Security Council looks forward to the findings and recommendations of the mission."	1
"Aware of the importance and urgency of such a wide-ranging issue as the fight against terrorism and in order to provide additional relevant information to the Committee, the Government of the Czech Republic has accompanied a separate annex to its âFifth Reportâ the âLaw No. 61 (Recop.1996) on certain measures against the laundering of proceeds of crime and amending and supplementing legislation relating to related activitiesâ."	1
"Reaffirming also its resolutions 1368 (2001) of 12 September 2001 and 1373 (2001) of 28 September 2001, and reiterating its support for international efforts to eradicate terrorism in accordance with the Charter of the United Nations,"	1
"At the end of the period under review, the sanctions list of the Security Council Committee established pursuant to resolution 2140 (2014) contained three individuals, who were designated on 7 November."	0
"9. Urges all States to cooperate fully with the Committee established pursuant to paragraph 6 above in the performance of its tasks, including by providing such information as the Committee may require in accordance with this resolution;"	1
"These meetings were useful in promoting the work of the Committee, raising awareness and improving understanding of the sanctions regime, developing ideas for improving the effectiveness of measures, and examining the difficulties faced by some States in implementing them, as well as what could be done to assist them. D. Meetings with security and intelligence services"	1
"âThe Security Council reaffirms that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that all acts of terrorism are criminal and unjustifiable, regardless of their motivation and where, when and by whom."	1
"On behalf of the Security Council Committee established pursuant to resolution 1540 (2004), and in accordance with paragraph 8 of Security Council resolution 1810 (2008), I attach herewith a report on the consideration by the Committee of a comprehensive review of the status of implementation of resolution 1540 (2004) (see annex)."	1
"(b) A rapid transition to reconstruction and rehabilitation."	0
"On behalf of the Security Council Committee established pursuant to resolution 1540 (2004), I have the honour to inform you that the Committee has agreed to hold an open meeting, as envisaged in its report on modalities for a comprehensive review of the status of implementation of resolution 1540 (2004) pursuant to paragraph 8 of resolution 1810 (2008) (S/2009/170)."	1
"Both civil and military organizations are based in Kismaayo and representatives throughout the region."	0
"Stressing that it remains a matter of considerable concern that terrorists are sheltered and that all Member States should cooperate fully in the fight against terrorism in order to locate, deny safe haven and bring to justice, in accordance with the principle of extradition or prosecution, all those who support, facilitate, participate in, or attempt to participate in the financing, planning, preparation or commission of terrorist acts or who harbour their perpetrators,"	1
"However, the Security Council and the Committee have made many changes in their procedures over the years that increase transparency and recognize basic standards of fairness that would be applied if their decisions were judicial."	0
"It also underlines the need for unreserved adherence to the process of integration of the armed forces, in the spirit of the Global and All-Inclusive Agreement."	1
"Daniel Chekroun's manager for Eastern Europe, Mark Veltman, then used a Lithuanian firm to transport vehicles from Minsk to the Lithuanian port of Klaipeda."	0
"Real property - USD 11,313,419"	0
"In Colombia, Chile, Paraguay and Peru, laws have also been enacted granting special investigative powers to law enforcement officials."	1
"Given the vulnerability of the subregion, further measures are needed to criminalize recruitment."	1
"The Special Police Units provided support to the UNMIK Customs Service and the Mission's special operations teams."	0
"E. Contributions from other international partners"	0
"Timor-Leste On 10 May, the Special Representative of the Secretary-General for Timor-Leste, Kamalesh Sharma, briefed the Council at an open meeting."	1
"Acting under Chapter VII of the Charter of the United Nations,"	0
"UNHCR, UNICEF and ICRC provided interim care and organized the reunification of the 103 children with their families."	0
"Claim reclassified to loss of tangible property, property and vehicles."	0
"All States have enacted legislation to regulate the production, sale and transfer of arms and explosives."	0
"At a meeting with the United Nations Office on Drugs and Crime (UNODC) on 5 August, the new Minister of Justice outlined the Government's new efforts to restructure the Unit to meet the objectives of the West African Coast Initiative. On 27 October, more than 100 parliamentarians and Government representatives adopted a political declaration reiterating Guinea-Bissau's decision to support efforts to combat transnational organized crime, including drug trafficking, corruption, money-laundering and terrorism, and urged the United Nations to continue to help strengthen national institutions in that area."	1
"There can be nothing more urgent in Sierra Leone than the maintenance of peace, security and stability in the country."	1
"In particular, it expresses its deep concern at the use of sexual violence as a weapon of war and calls on all States to end impunity in this area."	1
"In this regard, the Council encourages countries affected by LRA that have not yet done so to establish standard operating procedures for receiving LRA minors and entrusting them to civilian child protection entities."	1
":: The existence of the ICTY and its work led to the establishment of national courts in Serbia, Bosnia and Croatia;"	1
"As I have emphasized on many occasions, the lasting security and stability of any country, including Timor-Leste, can be achieved only through corresponding socio-economic development."	0
"As this partial listing shows, the international community's tendency to make greater use of commissions of inquiry and fact-finding missions in the context of accountability measures is clear."	1
"It also held discussions with investigators of the Special Court for Sierra Leone and continued to meet with the Panel of Experts established pursuant to Council resolution 1533 (2004) on arms flows to the Democratic Republic of the Congo."	1
"Development by the Department of a gender action plan to integrate gender perspectives into its conflict prevention and peacemaking and peacebuilding activities."	1
"About 30 per cent of children lived in hard-to-reach areas."	0
"This approach is a consequence of the commitment made in November 2005 by the ministers of the Asia-Pacific Economic Cooperation Forum to conduct an assessment by the end of 2006 of the vulnerability of airports to a man-portable air defence attack."	0
"It also urges the Secretary-General to seek to enhance the role and contribution of women in United Nations field operations, especially as military observers, civilian police, human rights specialists and humanitarian actors."	1
"The Council requests the Secretary-General to continue to provide and implement guidelines on how to address sexual violence in predeployment and induction training for military and police personnel, and to assist missions in developing situation-specific procedures to address sexual violence in the field and to ensure that technical support is provided to troop- and police-contributing countries to include guidelines for military and police personnel on how to address sexual violence in predeployment and induction training."	1
"20. Also condemns in equally strong terms any acts of sexual exploitation or abuse and trafficking in women and children by military, civilian or police personnel participating in United Nations operations, welcomes the efforts made by United Nations peacekeeping agencies and operations to implement a policy of zero tolerance in this regard, and requests the Secretary-General and contributing countries to continue to take all appropriate measures necessary to combat such abuses by such personnel, including the full implementation without delay of the measures adopted in the relevant resolutions of the General Assembly on the basis of the recommendations of the Special Committee on Peacekeeping Operations (A/59/19/Rev.1);"	0
"Seriously concerned, in this regard, at recent examples of attacks against United Nations personnel by terrorist groups, including those benefiting from transnational organized crime,"	0
"At the 5764th meeting of the Security Council, held on 22 October 2007, in connection with the Council's consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:"	1
"During that period, the Commission will continue to investigate the crime and will assist the Lebanese authorities in deepening the investigation."	0
"I reiterate that United Nations personnel should never be threatened or penalized for carrying out their work, which is based on the Charter of the United Nations and, in this case, has been mandated by the Security Council."	0
"The men in those vehicles and the street soldiers shot at the police vehicles and wounded a PNTL officer in the legs."	0
"The Assistant Secretary-General for Political Affairs reported on the increase in attacks by the Lord's Resistance Army in 2011 and emphasized the serious impact these attacks had had on the civilian population and the humanitarian situation."	0
"One State noted that, while its constitution guaranteed the right to freedom of expression, that right could be subject to reasonable restrictions, including those applicable to verbal manifestations that represented incitement."	0
"There is a need for changes in the process whereby the reasons for delisting or retention are communicated in order to ensure timely communication and substantive content that adequately reflects the analysis and findings of the independent reviewer."	1
"It calls upon States that have not yet done so to consider ratifying the main instruments of international humanitarian law and human rights and refugee law and to take the necessary legislative, judicial and administrative measures for the implementation of those instruments at the national level, requesting technical assistance, as appropriate, from relevant international organizations, including the International Committee of the Red Cross and United Nations bodies."	1
"In this context, the Security Council looks forward to the summit of the International Conference on the Great Lakes Region (ICGLR), to be held on 31 July in Nairobi, to continue to review developments in the region, including progress in the implementation of the CSP Framework."	1
"The establishment of the group responsible for resolution 1624 (2005) and the human rights aspects of counter-terrorism will serve, first, to enable the Executive Directorate to contribute to the Committee's consideration of how it can assist Member States in addressing issues such as incitement to terrorism and intercultural dialogue, as set out in resolution 1624 (2005)."	1
"UNIFEM, UNFPA In post-conflict countries, advocacy for strategies to address the gender dimensions of reconstruction through needs assessment and transitional mechanisms."	1
"The militia also took to that camp other women who had abducted in attacks on villages near Tawila."	0
"He said that the Ivorian armed forces were routinely trained in international humanitarian law, and that the protection of the civilian population was part of the doctrine of the national army."	1
"âThe Security Council recalls resolutions 1267 (1999) and 1989 (2011), 1373 (2001), 1540 (2004) and 1624 (2005), as well as other applicable international counter-terrorism instruments, stresses the need for their full implementation, renews its call upon States to consider becoming parties as soon as possible to all relevant international conventions and protocols, and to comply fully with their obligations under those to which they are parties, and notes the recommendation of the Ad Hoc Committee established pursuant to General Assembly resolution 51/210, in which it notes that more time is needed to achieve substantive progress on outstanding issues, and decides to recommend that the Sixth Committee, at the sixty-ninth session of the General Assembly, establish a working group with a view to finalizing the process on the draft comprehensive convention against international terrorism."	1
"The work programmes of the Committee established pursuant to paragraph 6 of Security Council resolution 1373 (2001) and its Executive Directorate, covering the period from 1 July to 31 December 2010, are attached herewith (see annex)."	0
"On 21 September, in response to a request by the parties to the Comprehensive Peace Agreement, I announced the establishment of a three-person panel, headed by the former President of the United Republic of Tanzania, Benjamin Mkapa, to oversee the referendums in Southern Sudan and Abyei."	0
"In fact, in most cases the attacks were intentionally directed at the civilian population and objects."	0
"The best way to deal with the problem was to raise awareness of the opportunities that new payment methods created to transfer funds covertly and beyond the control of Governments."	1
"Since then, the Government has repeatedly stated that it prefers direct bilateral assistance to strengthen the capacity of its security forces."	1
"Mr. Mahmoud Aboud, Minister Counsellor, Permanent Mission of the Comoros to the United Nations"	0
"The Executive Directorate will strengthen its collaboration with international, regional and subregional organizations around the world to assist them in preparing or implementing counter-terrorism action plans and enable them to participate more directly in addressing the capacity-building needs of States identified by the Committee through preliminary implementation assessments and country visits."	1
"Some of the issues discussed include the lack of a clear and well-defined sanctions policy, the lack of staff training, the establishment of a culture of sanctions enforcement at all levels of institutions and the overall effectiveness of monitoring technologies."	0
"Following its meeting on 8 September 2010, the Working Group adopted its conclusions on children and armed conflict in Colombia (see S/AC.51/2010/3)."	1
"Secondly, cross-border crime weakens the capacities of the State, including military and police capabilities."	1
"In December 2003, the Federal Ministry of the Interior set up a group of projects (on comprehensive prevention strategies)."	0
"UNDP brought together a number of institutions that highlighted the crucial role of the media in supporting the electoral process."	0
"The members of the Committee had repeatedly stressed the complementary nature of the functions of the three committees in combating international terrorism and the need for constant exchange of information."	1
"The views of the Democratic Republic of Timor-Leste are well known and public opinion."	0
":: An appeal to the Security Council to establish, in coordination with the African Union, an international force to neutralize armed groups, support national reconciliation and build democratic and stable institutions in Libya"	1
"(h) To submit, through the Committee, a midterm report within 90 days of its establishment;"	1
"At my request, Prime Minister Seniora and President Abbas met in Paris on 18 October to discuss issues related to the presence of Palestinian refugees in Lebanon."	1
"The success of counter-terrorism measures depends to a large extent on the coordination of the efforts of the international community to suppress the various forms of support for terrorism, in particular its financing."	1
"Calling upon the international community, in particular the countries of the region and Iraq's neighbours, to support the Iraqi people in the search for peace, stability, security, democracy and prosperity, welcoming the expanded conferences of neighbouring countries held in Sharm el-Sheij, Istanbul and Kuwait and their role in supporting the efforts of the Government of Iraq to achieve security and stability in Iraq, as well as their positive results for international and regional peace and security, also welcoming the adoption of the terms of reference for the support mechanism by the expanded conference of neighbouring countries held in Kuwait on 22 April 2008, and stressing that the effective implementation of this resolution will contribute to regional stability,"	1
"Introductory statements were made on behalf of the German Ministry of Foreign Affairs, the Chair of the Security Council Committee established pursuant to resolution 1540 (2004), the Office for Disarmament Affairs of the United Nations Secretariat, the European Commission, the United States Department of State and the Federal Office for Economic Affairs and Export Control of Germany."	1
"The Executive Directorate has adopted a multimedia approach to reaching target audiences, using communication tools and channels such as the Committee's website, a Twitter account and an electronic newsletter, as well as news services provided by the Department of Public Information."	1
"In addition, Ms. Bellamy introduced three children delegates to the forum on children -- Wilmot of Liberia; Eliza of Bosnia and Herzegovina; and JosÃ© of East Timor -- who made personal statements describing the experiences of children caught up in armed conflict and calling for an end to wars."	1
"âThe Security Council calls upon the parties to refrain from the use of force and to resolve their differences by peaceful means, to normalize their relations, to promote stability between the two countries and to lay the foundations for sustainable peace in the region."	1
"The Committee was also informed of progress with regard to the possible appointment of regional facilitators for other regional organizations, in particular the Commonwealth of Independent States and the Association of Southeast Asian Nations (ASEAN)."	1
"Permits issued by UNMIK meet all European standards and can therefore be used throughout the continent."	0
"(h) To consider the reports submitted by the Monitoring Team;"	0
"59. The Hyderabad question (16 September 1948; 24 May 1949)."	0
"It continued to participate in the working groups on crime prevention and to assist in the establishment of a women's police association in the region, while UNOMIG provided Zugdidi police agencies with equipment donated by the Government of Switzerland, while reserving a similar amount for Gali police agencies."	0
"Just last month, in a statement made on 27 May 2011, Secretary-General Ban Ki-moon expressed his view that assistance and goods destined for Gaza should be delivered on legitimate routes and through established channels and made clear that flotillas have the potential to escalate and trigger violent conflict."	1
"At the 6034th meeting of the Security Council, held on 9 December 2008, in connection with the Council's consideration of the item entitled âThreats to international peace and security caused by terrorist actsâ, the President of the Security Council made the following statement on behalf of the Council:"	0
"PIC did not provide projections on the volume of distilled water production."	0
"To be held on Thursday, 8 June 2000, at 11.30 p.m."	0
"The Minister of Security has also assumed the chairmanship of the Consultative Ministerial Meeting on Police Matters, initially established by the International Police Task Force, and through it coordinates and oversees the political aspects of all police agencies at the State level; new important laws have been drafted and adopted over the past six months, including a law establishing and regulating a new Immigration Service, an updated law regulating the functioning of the State Border Service and a law on police officers."	0
"A military adviser from the Department of Peacekeeping Operations (DPKO) answered questions from Council members."	1
"It should be borne in mind that the availability of higher-quality information, rapid reaction capacity and key ground elements, while better protecting civilians, also places greater demands on resources and field support or the involvement of more troop- and police-contributing countries."	0
"It is estimated that 1,000 people remain in the old city of Homs."	0
"34. Stresses the importance of consultations and cooperation between the United Nations, the International Committee of the Red Cross and other relevant organizations, including regional organizations, in improving the protection of civilians in armed conflict;"	1
"While the basic training of the Police Reserve Unit was completed on 23 August, it is estimated that at least another three months of intensive training and supervision will be required during its service."	0
"The mission consisted of the following members:"	0
"1. Real property 85 - 106 29"	0
"(f) United Arab Emirates 43 - 44 13"	0
"S/PRST/2013/2 (2013), para. 15"	0
"The Council welcomed the 8 April ceasefire agreement, expressed its full and active support for the efforts of the African Union to establish the ceasefire commission and the protection unit, and called on the Sudanese parties to facilitate the immediate deployment of inspectors in Darfur."	1
"3. Decides to remain seized of the matter."	0
"Although they have not officially accepted Al-Shabaab as part of Al-Qaida, Usama bin Laden and Aiman al-Zawahiri (QI.A.6.01) have expressed clear interest in the situation in Somalia and used it as a point of attraction for recruiting and indoctrinating paramilitary training worldwide."	0
"âThe Security Council reiterates its call upon all parties to armed conflict, including non-State parties, to comply fully with the provisions of the Charter of the United Nations and the norms and principles of international law, in particular as applicable international humanitarian and human rights and refugee law, and to implement fully the relevant decisions of the Security Council."	1
"12. Calls upon Member States to act vigorously and decisively to halt the flow of funds and other financial assets and economic resources to individuals and entities on the Al-Qaida Sanctions List, as provided for in paragraph 1 (a), and taking into account the recommendations of the Financial Action Task Force and relevant international standards aimed at preventing the misuse of non-profit organizations and informal or alternative remittance systems and the cross-border movement of cash, while seeking to mitigate the impact on legitimate activities carried out by such means;"	1
"A large number of occupants do not pay rent, including international organizations (OSCE, KFOR and others)."	0
"11. Reaffirms its resolution 1373 (2001) and in particular its decisions that all States shall prevent and suppress the financing of terrorist acts and refrain from providing any support, active or passive, to entities or persons involved in terrorist acts, including by suppressing the recruitment of members of terrorist groups and eliminating the supply of weapons to terrorists;"	1
"\" The Security Council further takes into account the need to continue to discuss with international, regional and subregional organizations and arrangements the possibility of sharing experiences and lessons learned in the areas covered by resolution 1540 (2004), the availability of programmes that could facilitate the implementation of resolution 1540 (2004) and the areas in which they can provide assistance, including through the designation of a focal point or focal point for the implementation of resolution 1540 (2004)."	1
"The mission will stress that it is essential to achieve lasting peace and the security and stability of all countries in the region."	1
"4. Calls upon all States not parties to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it as non-nuclear-weapon States in order to achieve its universality at an early date and, pending their accession, to comply with the provisions of the Treaty;"	1
"14. The situation in Sierra Leone (27 November 1995; 29 September 2010)."	0
"Welcoming the establishment of the Office of the Ombudsman pursuant to resolution 1904 (2009) and the role it has played since its establishment, noting the important role of the Ombudsman in improving impartiality and transparency, recalling the strong commitment of the Security Council to ensure that the Office of the Ombudsman can continue to play its role effectively, in accordance with its mandate, and recalling also the statement of its President (S/PRST/2011/5) of 28 February 2011,"	1
"UNMIS continues to exchange immediate reports and other vital information with UNAMID regarding the flight restrictions imposed by the Government of the Sudan on Southern Darfur and the clashes between JEM and the Sudanese Armed Forces."	1
"âThe Security Council further reaffirms its determination to combat by all means possible threats to international peace and security caused by acts of terrorism, in accordance with the Charter of the United Nations."	1
"7. Requests the Executive Representative of the Secretary-General to facilitate and promote dialogue among national and international stakeholders, in particular in the context of the forthcoming elections, and to continue to support their efforts to maintain peace and stability;"	1
"It was also noted that, because the Court lacked enforcement mechanisms, it was important that the Council continue to be involved in situations it referred to the Court and that it take steps to promote the cooperation of the relevant parties with the Court."	1
"Based on the findings of the Commission and the investigations carried out to date by the Lebanese authorities, as well as the material and documentary evidence obtained, and taking into account the clues followed so far, there is evidence pointing to the joint involvement of Lebanese and Syrians in this terrorist act."	0
"In this regard, the Executive Directorate will continue to link identified priority needs with existing and potential donor and assistance programmes in order to enhance the capacity of Member States to combat terrorism and strengthen dialogue between the donor community and recipient States."	1
"Category III: Ministries of Social Affairs and Mobilization"	0
"Stresses that effective disarmament, demobilization and reintegration programmes for children, based on the best practices described by the United Nations Children's Fund and other relevant child protection actors, are crucial to the well-being of all children who have been recruited or used by armed forces and groups in violation of applicable international law, and is a critical factor for durable peace and security, and urges national Governments and donors to ensure that such community programmes receive adequate resources and funding in a timely and sustained manner."	1
"(b) Address gaps in the criminalization of terrorist financing and freezing of terrorist assets and strengthen the monitoring of the non-profit sector and alternative remittance systems;"	0
"It was the responsibility of the parties to ensure that their military forces did not violate the agreements signed; I encouraged them to respect further the provisions of the military agreements and to cooperate fully with MINURSO in order to maintain the ceasefire and ensure respect for the basic principles of peacekeeping."	1
"The Council looks forward to the follow-up meeting to be held in Port-au-Prince on 22 and 23 September, taking into account the priorities defined by the interim cooperation framework of the Government of Haiti."	1
"At its 4170th meeting, on 13 July, the Council adopted resolution 1307 (2000), which, inter alia, authorized the extension of the mandate of UNMOP to continue monitoring the demilitarization of the peninsula until 15 January 2001."	0
"Determined to facilitate from now on an effective response to global threats in the field of non-proliferation,"	1
"13. Urges Member States to promote the dissemination of the Al-Qaida Sanctions List as widely as possible, in particular among relevant national agencies, the private sector and the general public to ensure the effective implementation of the measures referred to in paragraph 1, and encourages Member States to urge their respective business and property registers and other relevant public and private registries to regularly collate the information contained in their databases, including information relating to legal owners or usufructaries, with that contained in the Al-Qaida Sanctions List;"	1
"For 27 June 1998 read 27 June 1997"	0
"2. Shahid Bagheri Industrial Group (subsidiary entity of the Aerospace Industries Organization (AIO))"	0
"20. Encourages Member States to exchange information expeditiously with other Member States, in particular with States of origin, destination and transit, when they discover any travel of individuals on the Al-Qaida Sanctions List;"	1
"The Mission visited some of these areas and was appalled at the sight of demolished houses, burned cars and people left in extreme poverty."	0
"Affirming its support for multilateral treaties aimed at eliminating or preventing the proliferation of nuclear, chemical or biological weapons and the importance of their full implementation by all States parties to those treaties in order to promote international stability,"	1
"Other sources of funding also remain important, including gains from transnational organized crime activities such as smuggling and trafficking in persons."	0
"At the request of the Transitional Government, my Special Representative transmitted on 25 August to President Kabila, on behalf of the International Committee in Support of the Transition, a concept paper on the establishment of a fourth joint commission on good governance and economic management."	1
"United States of America: draft resolution"	0
"2. Letter dated 22 November 2006 from the Secretary-General addressed to the President of the Security Council (S/2006/920)"	0
"The few statistics available point to what the Bank calls \"extreme profile of social indicators\"."	0
"In addition, the Executive Directorate will continue to engage in constructive dialogue with Member States through meetings at United Nations Headquarters, visits, seminars and videoconferences with officials from relevant capitals to inform the Committee about the implementation by Member States of various elements of counter-terrorism resolutions, including updates of preliminary implementation assessments, new counter-terrorism measures adopted and the facilitation of technical assistance."	1
"Following the adoption of resolution 2100 (2013), in which the Security Council mandated the establishment of MINUSMA and support for the preservation of cultural heritage as part of its mandate, UNESCO has continued to work with United Nations partners to integrate the safeguarding of cultural heritage into the peacekeeping operation and recovery efforts."	0
"In addition, and this is important, the Commission has collected a considerable amount of material on various influential individuals, institutions, groups of individuals or committees that have played an important role in the conflict in Darfur and have even planned, issued orders, authorized or instigated attacks."	0
"45. The situation in Chad, the Central African Republic and the subregion (27 August 2007; 20 December 2010)."	0
"In the light of the above, I recommend that the mandate of MONUSCO be extended for a further period of 12 months and that the strength of the Mission's military and police contingents be maintained at the current authorized levels."	1
"In addition, it was also proposed to exchange information on inter-agency cooperation, enforcement, voluntary implementation planning and time data, among other options, in order to enhance the Committee's understanding of national implementation measures in accordance with resolution 1540 (2004)."	1
"This is particularly true of the political sphere and the security situation."	0
"2. Analysis and valuation 333 - 334 87"	0
"With regard to the need to enhance the capacity of Member States to comply fully with the sanctions regime imposed by the Security Council against Al-Qaida and associated individuals and entities, the members of the Committee continued to encourage the Monitoring Team to play an even greater role in this context, including through cooperation with the Counter-Terrorism Committee Executive Directorate of the Security Council Committee established pursuant to resolution 1373 (2001), which incorporates capacity-building initiatives within the Council's sanctions framework into the system."	1
"The Council urges the [affected State] to continue to provide asylum to all refugees regardless of their origin."	1
"âThe Security Council reaffirms the principle of the non-refoulement of refugees, as set out in the relevant international law instruments, notes with satisfaction that countries neighbouring the [affected State] have recently taken steps to support the voluntary repatriation of [these] refugees in safety and dignity, and urges those host States to continue to provide international protection to refugees in need of such assistance; the Council encourages the international community to provide the necessary assistance in this regard."	1
"The Team has also initiated an exchange of views with the other expert groups on the possibility of adopting new approaches to the reporting requirements imposed on States by the three committees, and on how to establish more efficient systems for sharing information."	1
"It condemns once again in the strongest terms all acts of violence or abuse committed against civilians in situations of armed conflict in violation of applicable international obligations, in particular with regard to (i) torture and other prohibited treatment, (ii) gender and sexual violence, (iii) violence against children, (iv) recruitment and use of child soldiers, (v) trafficking in human beings, (vi) forced displacement and (vii) deliberate denial of humanitarian assistance, and demands that all parties cease such practices."	0
"Expressing its concern about all human rights violations and abuses, the Council calls upon the Libyan authorities to investigate and bring to justice the perpetrators of such acts, including those committed against children."	1
"The document, which had been drafted by the Working Group on Returnees with contributions from UNHCR, was submitted to the main States of asylum, requesting UNMIK to suspend both forced and induced repatriation during the winter months."	0
"- To urge humanitarian and development organizations to take appropriate measures to prevent sexual exploitation and abuse by their personnel, including predeployment and in-theatre training, and, in the case of United Nations actors, to promote and ensure compliance, including by civilian personnel in United Nations peacekeeping and other relevant missions, with the provisions of the Secretary-General's bulletin on special measures for protection from sexual exploitation and abuse (ST/SGB/2003/13)."	1
"The total of invoices Nos. 13/DM to 16/DM issued by Dodsal amounted to DM 4,071,825."	0
"The Executive Directorate will enhance its cooperation with relevant United Nations bodies, including the Monitoring Team of the Security Council Committee established pursuant to resolution 1267 (1999) and the Group of Experts of the Security Council Committee established pursuant to resolution 1540 (2004), as well as with various international, regional and subregional organizations, especially in the context of the Committee's visits to Member States."	1
"It seems extremely important to better understand the game between armed personal protection and armed power projection and to focus on creating alternative and sustainable livelihoods for those facing disempowerment and despair (see, for example, S/2008/183)."	0
"âThe Security Council thanks the Secretary-General for his report dated 3 August 2004, issued again on 23 August 2004 (S/2004/616), and reaffirms the vital importance that the Council attaches to the promotion of justice and the rule of law, and to post-conflict national reconciliation."	1
"During our previous debate, Belgium had shared the concern expressed by the Secretary-General about the dangers posed by violence in Iraq to a society, institutions and political process that remain fragile."	0
"I call on all parties concerned to ensure that the 2 January 2015 deadline for completing the voluntary disarmament of FDLR remains mandatory and non-negotiable."	1
"Taking note of the interim and final reports (S/2008/772 and S/2008/773) of the Group of Experts on the Democratic Republic of the Congo (âthe Group of Expertsâ) established pursuant to resolution 1771 (2007) and extended pursuant to resolution 1807 (2008) and its recommendations,"	0
"In its recommendations, the National Commission proposed administrative and judicial measures, in particular the study of the causes of the conflict and the resolution of administrative deficiencies, one of the factors that had aggravated it."	1
"24. Instructs the Counter-Terrorism Committee Executive Directorate to enhance cooperation with the committees mandated under resolutions 1267 (1999) and 1989 (2011), 1988 (2011), 1373 (2001) and 1540 (2004) and their respective expert groups;"	1
"The last (unconfirmed) supply was made on 1 and 3 May 2001 from an Antonov 12."	0
"National security forces are not yet in a position to respond to these threats in remote areas because of their limited capacity."	0
"Accordingly, the Panel recommends compensation in the amount of USD 7,943,030 for this segment of part two of the claim.(c) Loss of recreational opportunities"	0
"The Committee reiterates that States must ensure that any measures taken to combat terrorism comply with all their obligations under international law and that they must adopt them in accordance with international law, in particular international human rights, refugee and humanitarian law."	1
"In paragraph 3 (d) of resolution 1587 (2005), the Security Council requested the Monitoring Group to continue to refine and update information on the preliminary list of individuals and entities that violate the measures to be taken by Member States in accordance with resolution 733 (1992), inside and outside Somalia, and those that actively support them, with a view to the possibility of future action by the Council, and to submit such information to the Committee established pursuant to resolution 751 (1992), when the Committee deems it appropriate."	1
"... urges the [national] authorities to take all necessary measures to protect human rights, end impunity and initiate investigations to identify the perpetrators of such acts and bring them to justice, and to act to protect witnesses in order to ensure due process; urges them to take steps to mitigate the climate of fear resulting from restrictions on freedom of expression and freedom of assembly;"	1
"Four nursing schools have been renovated, two in Erbil and one in each of the other two northern governorates."	0
"However, Eritrea demanded new preconditions, which also caused perplexity among the facilitators."	0
"The Democratic People's Republic of Korea categorically rejects the human rights resolution directed against it, which was based on conspiracies, infuse and misinformation and imposed by the United States and other hostile countries in a despotic and arbitrary manner."	0
"In accordance with those recommendations, it is suggested that the Committee: (a) encourage States, before proposing a name for the list and without prejudice to their right to continue the submission, to consider contacting the State of residence or citizenship of the person whose inclusion is proposed; (b) clarify the procedure to be followed in cases where innocent persons may be subject to the freezing of their assets by a State by mistake, because their name is similar to that of someone on the list; (c) require States to forward delisting requests to the Committee, even if they have objections to certain requests, so that the Committee may ultimately decide; (d) expand the number of States that may submit delisting requests; (e) seek to reach a decision on delisting requests within a set time frame, where possible, and notify the outcome to the requesting State; (f) clarify that there is a possibility of delisting names, under certain conditions, in cases where a party has been included by mistake and allows for persons to renounce terrorism, and demonstrate to the non-terrorist status;"	1
"The weekly quadripartite meetings enabled both sides, as well as UNOMIG and the CIS peacekeeping forces, to maintain an ongoing dialogue on issues related to the security of the zone of conflict."	1
"The meeting consisted largely of an exchange of questions and answers, at which the troika responded to interventions by the members of the Working Group."	1
"Welcoming the results of the Consultative Peace Jirga held on 6 June 2010, in which 1,600 Afghan delegates representing a broad section of all ethnic and religious groups, government officials, religious scholars, tribal leaders, Afghan civil society and Afghan refugees residing in Iran and Pakistan held discussions on ways to end insecurity and developed a plan for lasting peace in the country,"	1
