"","es","MatCoop"
"1545","En su 4170ª sesión, celebrada el 13 de julio, el Consejo aprobó la resolución 1307 (2000), por la que, entre otras cosas, se autorizaba la prórroga del mandato de la MONUP para que siguiera supervisando la desmilitarización de la península hasta el 15 de enero de 2001.",1
"1546","Además, la Unión Europea ha establecido un régimen supranacional para asegurar que todos sus Estados miembros congelen los fondos y activos asociados con el terrorismo.",1
"1547",":: Se mantenga una coordinación sistemática entre los componentes civiles y militares de la misión y entre la misión y los agentes humanitarios con el fin de consolidar los conocimientos adquiridos en materia de protección de la población civil.",1
"1548","Formulación por el Departamento de un plan de acción sobre cuestiones de género para integrar perspectivas de género en sus actividades de prevención de conflictos y establecimiento y consolidación de la paz.",0
"1549","Mediante la iniciativa de Vigilancia de la Comunidad, la UNMIK ha fortalecido sus vínculos con las comunidades locales.",1
"1550","c) El desplazamiento de equipo y pertrechos militares hacia la región de Darfur que el Comité establecido en el párrafo 3 a) de la resolución 1591 (2005) apruebe con antelación, previa solicitud del Gobierno del Sudán;",1
"1551","Siguieron los esfuerzos para contratar miembros procedentes de comunidades minoritarias para trabajar en el Cuerpo.",1
"1552","El Ministro de Seguridad ha asumido además la presidencia de la Reunión Ministerial Consultiva en cuestiones policiales, establecida inicialmente por la Fuerza Internacional de Policía, y por medio de ella coordina y supervisa los aspectos políticos de todos los organismos policiales a nivel estatal. En los últimos seis meses se han redactado y aprobado nuevas leyes importantes, especialmente una ley por la que se crea y regula un nuevo Servicio de Inmigración, una ley actualizada que regula el funcionamiento del Servicio de Fronteras Estatales y una ley relativa a los agentes de policía.",1
"1553","También se debe poner de relieve la responsabilidad política de las personas que habían organizado la marcha, a pesar de la prohibición y del tenso clima creado por la delimitación de una ""zona roja"", la movilización y utilización del ejército y las declaraciones formuladas por la más alta autoridad del Estado.",0
"1554","Sin embargo, la participación de otros grupos minoritarios fue muy alentadora, especialmente entre las comunidades goranci y bosniaca de Kosovo.",0
"1555","Aunque la Comisión descarta que en la reunión del 8 de mayo el ex Primer Ministro diera instrucciones a Rai Los para ""eliminar"" a sus opositores políticos, está convencida, sobre la base de toda la información que tiene ante sí, de que existe una sospecha razonable de que el ex Primer Ministro al menos tenía conocimiento de la distribución de armas de la PNTL a civiles.",0
"1556","Nuestra política de iniciativas proactivas tiene como objetivo a largo plazo sacar a la sociedad de Abjasia de su aislamiento, exponerla a los valores y creencias democráticos y reconocer los derechos humanos fundamentales de los desplazados internos y los refugiados, en primer lugar el derecho a que regresen a sus hogares, independientemente de su origen étnico, todo ello con el fin de crear un clima de confianza y respeto mutuos.",1
"1557","En lo que respecta a la erradicación se han erradicado de 5.100 hectáreas o el 5% de la cosecha total.",0
"1558","En el marco del Foro Mundial de Lucha contra el Terrorismo, el Equipo de Vigilancia participó en el seminario sobre buenas prácticas de lucha contra el terrorismo en el sector de la justicia penal, celebrado en Abuja, y en la reunión del grupo de trabajo sobre el Sahel que tuvo lugar en Orán (Argelia) en junio de 2013, a fin de promover el régimen de sanciones y evaluar la amenaza en la región.",1
"1559","Subrayando que sigue siendo motivo de considerable preocupación que se dé cobijo a los terroristas y que todos los Estados Miembros deben cooperar plenamente en la lucha contra el terrorismo a fin de localizar, negar el cobijo y someter a la acción de la justicia, según el principio de extradición o enjuiciamiento, a todo el que apoye, facilite, participe o trate de participar en la financiación, planificación, preparación o comisión de actos terroristas o que dé cobijo a sus autores,",0
"1560","Decide que la [fuerza de organización regional] será autorizada a tomar todas las medidas necesarias, dentro de sus medios y sus capacidades, para desempeñar las siguientes tareas, de conformidad con el acuerdo a que lleguen la [organización regional] y las Naciones Unidas: ...",1
"1561","Este método se utilizó para reducir las posibles pérdidas de armas ante las actividades de las fuerzas navales.",1
"1562","A fin de identificar a los autores, la Comisión decidió que debía haber un corpus verosímil de antecedentes congruentes con otras circunstancias corroboradas que tienda a indicar que hay razones para sospechar que una persona está involucrada en la comisión de un crimen.",1
"1563","VI. STRUERS TECH A/S 114 - 129 37",0
"1564","6) Convenio para la represión del apoderamiento ilícito de aeronaves, firmado en La Haya el 16 de diciembre de 1970; fue ratificado el 6 de abril de 1972 y entró en vigor en la República Socialista de Checoslovaquia el 6 de mayo de 1972.",0
"1565","Algunos de sus artículos se han traducido al alemán, lituano, polaco, ruso y sueco.",0
"1566","Además, es necesario seguir investigando para demostrar que esos programas obtienen resultados verdaderos y positivos en lo concerniente a la posibilidad de que esas personas cometan nuevos actos de terrorismo o inciten a otros a cometerlos.",1
"1567","Una delegación expresó preocupación por el hecho de que a pesar de la designación hecha por el Consejo, los buques de Ocean Maritime Management continuaban sus operaciones, incluso recalando en puertos extranjeros, y propuso que el Comité recordara a los Estados Miembros su obligación de imponer las medidas resultantes de la designación, en particular mediante la incautación de los buques de la entidad y la congelación de sus activos.",0
"1568","Las cifras globales de tasa de mortalidad materna para los 29 países sobre los que se tenían datos, de un total de 31, se calcularon utilizando las estimaciones del Grupo Interinstitucional para la Estimación de la Mortalidad Materna (www.maternalmortalitydata.org/) y las estimaciones de partos de la División de Población de World Fertility Data 2012 (www.un.org/esa/population/publications /WFD2012/MainFrame.html).",0
"1569","En esos días y esas semanas difíciles, los dirigentes políticos y los ciudadanos de Kosovo enfrentaron una situación muy insólita con madurez y sin ningún desorden ni inestabilidad.",0
"1570","Además he elegido al Sr. Mouctar Kokouma Diallo, de Guinea (aduanas y finanzas), para que reemplace al Sr. Lancaster como Coordinador del Grupo de Expertos.",0
"1571","""El 30 de octubre de 2006, el Consejo de Seguridad escuchó la información presentada por el Sr. Elie Doté, Primer Ministro de la República Centroafricana, y el General Lamine Cissé, Representante Especial del Secretario General.",1
"1572","Con el propósito de ampliar las capacidades para luchar contra el terrorismo y los delitos conexos de los funcionarios de Asia Meridional encargados de hacer cumplir la ley y, al mismo tiempo, fortalecer la cooperación y el intercambio de información entre estos funcionarios en el ámbito regional, la Dirección Ejecutiva del Comité contra el Terrorismo contribuyó a la organización de una serie de talleres (que comenzaron en noviembre de 2009) orientados a reunir a funcionarios encargados de hacer cumplir la ley -- principalmente funcionarios policiales y fiscales -- para compartir experiencias, conclusiones y mejores prácticas en el manejo de casos relacionados con los delitos internacionales y el terrorismo.",1
"1573","233. La Comisión recomienda que los fiscales dispongan de personal de policía e investigaciones asignado especialmente, de personal administrativo, de traducción e investigación en número suficiente y que cuenten con el apoyo logístico necesario.",1
"1574","La situación en la República Centroafricana (6 de agosto de 1997; 7 de julio de 2011)",0
"1575","b) Participar activamente en el Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, creado para ayudar a los Estados Miembros a aplicar la Estrategia global.",1
"1576","Algunas regiones también han concluido acuerdos específicos cuyo objeto es controlar la exportación, la importación y el tránsito de este tipo de armas.",1
"1577","El grupo de política de la Misión encargado de examinar la explotación y el abuso sexuales está completando la elaboración de un código de conducta de la ONUCI a este respecto y participa en la red del país que se ocupa de estas cuestiones.",1
"1578","El Centro de coordinación de actividades relativas a las minas establecido recientemente procura mejorar la información sobre la contaminación de las minas y la respuesta a este problema, aumentar la seguridad del personal de las Naciones Unidas sobre el terreno y proporcionar apoyo técnico y material a los programas de actividades relativas a las minas que se ejecutan en el Sáhara Occidental.",1
"1579","Algunos funcionarios del programa han sido objeto de amenazas.",0
"1580",":: Las condiciones de la extradición están reglamentadas en los artículos 533 a 540.",0
"1581","No hubo heridos, pero el helicóptero quedó perforado en varios puntos. El 31 de enero de 2005 una patrulla de la misión de la Unión Africana en el Sudán que investigaba violaciones de la cesación del fuego en la zona de Shangil Tobai fue blanco de disparos en la proximidad de unos cráteres que parecían confirmar las denuncias de bombardeos.",0
"1582","Considerando estos ejemplos, cabe concluir que hay situaciones en las que el Consejo de Seguridad, al enfrentarse a crímenes atroces contra los derechos humanos, actúa en nombre de la justicia.",1
"1583","La fuerza de policía debe ser entrenada en un entorno imparcial desde el punto de vista político, y así parece que se está haciendo.",0
"1584","Los observadores militares de la UNOMIG siguieron realizando las tareas que les competen según su mandato, patrullando diariamente, manteniendo contacto con las autoridades locales y coordinando su labor con las fuerzas colectivas de mantenimiento de la paz de la Comunidad de Estados Independientes (CEI) y los organismos encargados de hacer cumplir la ley de ambas partes.",1
"1585","El Equipo cree que, dependiendo de las circunstancias, hay diferentes medidas que pueden ser eficaces para impedir el abuso de los activos de una entidad sospechosa (pero no incluida en la lista), entre ellas: apartar a los presuntos malhechores o a quienes figuran en la lista consolidada de los puestos de control o influencia; prohibir la transferencia, venta o enajenación de sus derechos y prohibir a las entidades que efectúen cualquier transferencia de activos a esas personas, ya sea en su condición de propietarios o directores.",1
"1586","El notable nivel de colaboración entre el Comité y otros Estados Miembros durante la revisión indicó que un amplio grupo de Estados sigue compartiendo la inquietud del Consejo de Seguridad ante la conveniencia de dar una respuesta internacional coordinada a la amenaza que representan Al-Qaida y los talibanes.",1
"1587","Las exhumaciones se realizan con la ayuda de la comunidad internacional.",0
"1588","S/PRST/2013/15 (2013), párr. 13",0
"1589","Vehículos de la defensa civil, los bomberos y la Cruz Roja se dirigieron rápidamente al lugar y empezaron a apagar el fuego, reunir los cadáveres y llevar los heridos al hospital.",1
"1590","Reafirmando su empeño en solucionar políticamente los conflictos de la ex Yugoslavia, preservando la soberanía e integridad territorial de todos los Estados según las fronteras internacionalmente reconocidas,",0
"1591","Por ejemplo, Europa tiene la Unión Europea y el Acuerdo de Schengen; África, la Comunidad Económica de los Estados de África Occidental (CEDEAO) y la Comunidad del África Meridional para el Desarrollo (SADC); Asia, la Asociación de Naciones del Asia Sudoriental (ASEAN) y la Comunidad de Estados Independientes (CEI); América del Norte, el Tratado de Libre Comercio de América del Norte (TLCAN); América Central, el Sistema de la Integración Centroamericana (SICA); y América del Sur, la Comunidad Andina y el Mercado Común del Sur (MERCOSUR), que están evolucionando hacia una fusión para crear la Comunidad Sudamericana de Naciones.",1
"1592","En 45 países del África subsahariana, la UNESCO elaboró un mapa general de las políticas y recursos existentes para describir cómo se fomenta una cultura de paz.",1
"1593","Decide que [la Misión] tendrá el mandato siguiente en [el país afectado], en consulta con el equipo de las Naciones Unidas en el país ... : Seguridad y protección de los civiles c) Hacer de enlace con el Gobierno [del país afectado] y la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR) para respaldar las gestiones encaminadas a reubicar los campamentos de refugiados que se encuentran cerca de la frontera, y proporcionar al ACNUR el apoyo logístico necesario para ello, cuando sea posible y a título reembolsable; ... e) Apoyar las iniciativas de las autoridades nacionales y locales del [país afectado] encaminadas a resolver las tensiones locales y promover las gestiones de reconciliación a nivel local, a fin de mejorar las condiciones para el regreso de los desplazados internos.",1
"1594","Fuente: Presupuesto del Estado de Côte d'Ivoire.",0
"1595","Gran parte de este redoblado esfuerzo para permitir que los contingentes de la MINUSMA sean capaces de hacer frente a la amenaza que supone la exposición a las minas y los artefactos explosivos improvisados se financió con cargo al Fondo Fiduciario de la Misión Internacional de Apoyo a Malí con Liderazgo Africano (AFISMA).",1
"1596","También apoyó la creación de capacidad coercitiva para hacer cumplir el derecho marítimo y, con ese propósito, creó un nuevo Fondo Fiduciario para la seguridad marítima en África occidental y central.",1
"1597","Documento: orden de investigación emitida por el primer juez de investigación del Tribunal Militar de Beirut No. 23/2005, de fecha 14 de febrero de 2005.",1
"1598","Otros han sido identificados por su posible participación en los actos de planificar u ordenar la comisión de crímenes internacionales o por su complicidad en la comisión de esos crímenes.",0
"1599","Para apoyar la reconstrucción y la rehabilitación se dispondrá de fondos importantes.",0
"1600","Que se celebrará el 12 de enero de 2012, a las 10.00 horas",0
"1601","Por conducto de sus tres grupos de trabajo sobre estrategia marítima, el marco jurídico y pesca, el Mecanismo ha venido prestando apoyo, con financiación del Reino Unido, a los coordinadores de la lucha contra la piratería en el Gobierno Federal y en cada región.",1
"1602","Se ha introducido en todo el Estado un sistema nacional de inteligencia y en los últimos seis meses se han hecho grandes esfuerzos para dar eficacia al sistema y facilitar su funcionamiento en todas las entidades y los organismos policiales de Bosnia y Herzegovina.",0
"1603","Aunque en la actualidad sólo los organismos encargados de hacer cumplir la ley tienen acceso a la base de datos de documentos de viaje perdidos o robados, su valor es cada vez mayor a medida que más países presentan información.",1
"1604","""El Consejo de Seguridad subraya la importancia que reviste el compromiso de Etiopía y Eritrea de sentar las bases para una paz sostenible en la región y, consciente de las responsabilidades que incumben a las Naciones Unidas en virtud de los Acuerdos de Argel, sigue decidido a alentar y ayudar a ambos países a alcanzar ese objetivo.",1
"1605","17. La situación en la región de los Grandes Lagos (1 de noviembre de 1996; 21 de julio de 2011).",0
"1606","En la tercera reunión tripartita entre Angola, la República Democrática del Congo y el ACNUR, celebrada en Luanda los días 28 y 29 de marzo, se acordó establecer un grupo de trabajo para que se ocupara del regreso de unos 80.000 angoleños refugiados en la República Democrática del Congo.",1
"1607","Cabe destacar la cooperación permanente en materia de cumplimiento de la ley mediante el Centro Regional para la Lucha contra la Delincuencia Transfronteriza de la Iniciativa de Cooperación de Europa Sudoriental y la recientemente creada Secretaría de la Convención sobre cooperación policial en Europa sudoriental.",1
"1608","El Consejo de Seguridad, acogiendo con beneplácito los progresos alcanzados por los Gobiernos del Iraq y Kuwait con miras a resolver las cuestiones pendientes entre ambos países, y alentándolos a seguir cooperando entre sí, exhorta al Iraq a cumplir rápidamente las obligaciones restantes que le corresponden con arreglo a las resoluciones pertinentes aprobadas por el Consejo de Seguridad en virtud del Capítulo VII de la Carta con respecto a la situación entre el Iraq y Kuwait.",1
"1609","Se ha avanzado en el programa de registro, investigación de antecedentes y certificación de la policía nacional, con la certificación plena al 20 de septiembre de 2.944 agentes (de los cuales 565 eran mujeres), el 94% del cuerpo.",1
"1610","Las reuniones cuatripartitas semanales permitieron a ambas partes, así como a la UNOMIG y las fuerzas de mantenimiento de la paz de la CEI, mantener un diálogo permanente sobre cuestiones relacionadas con la seguridad de la zona de conflicto.",0
"1611","Con respecto al gas pobre, la KPC utiliza dos categorías de precios.",0
"1612","Ibrahim Mohamed K. presuntamente había recibido adiestramiento en campos de Al-Qaida hasta noviembre de 2001 y había permanecido en el Afganistán durante más de un año combatiendo a las tropas de los Estados Unidos, tiempo en el cual mantuvo contactos con miembros de alto rango de Al-Qaida, que le persuadieron de regresar a Europa, donde su documento de viaje alemán le otorgaba considerable libertad de movimientos, para reclutar atacantes suicidas.",0
"1613","El Consejo de Seguridad continúa gravemente preocupado por las actividades en la región del Sahel de organizaciones terroristas, entre ellas Al-Qaida en el Magreb Islámico y el Movimiento para la Unidad y la Yihad en África Occidental, y reitera su firme condena de los recientes atentados terroristas perpetrados en la región.",0
"1614","La relación entre Al-Qaida y los talibanes parece ser estrecha. En su mensaje en vídeo del 19 de septiembre de 2007, Al-Zawahiri* volvió a referirse al Mullah Omar (TI.O.4.01) como jefe supremo, y, aunque los talibanes siempre pueden reclutar más soldados, no tienen comandantes experimentados para sustituir a los muchos que han sido muertos, y han recurrido a Al-Qaida, no sólo para obtener adiestramiento, sino también para cubrir las bajas.",0
"1615","La policía, desplegada al borde del campamento, no mostraba interés en hacer frente a los Janjaweed.",1
"1616","2. Recuerda, a este respecto, que los periodistas, los profesionales de los medios de comunicación y el personal asociado que realizan peligrosas misiones profesionales en zonas de conflicto armado deberán considerarse civiles y ser respetados y protegidos como tales, a condición de que se abstengan de emprender acciones que afecten negativamente a su estatuto de civiles y sin perjuicio del derecho que tienen los corresponsales de guerra acreditados ante las fuerzas armadas a gozar del estatuto de prisionero de guerra previsto en el apartado A.4) del artículo 4 del Tercer Convenio de Ginebra;",1
"1617","Los miembros de las fuerzas armadas y el pueblo de la República Popular Democrática de Corea acabarán con el temerario engaño de las fuerzas hostiles sobre la cuestión de los derechos humanos adoptando contra ellas medidas de una severidad sin precedentes y defenderán con firmeza el sistema socialista, por el que viven y respiran.",0
"1618","Por esos motivos, en Taldou los residentes impidieron temporalmente que tres miembros de la patrulla abandonaran la población.",0
"1619","He solicitado que la BINUCA prosiga sus actividades para apoyar al Gobierno en sus esfuerzos por obtener asistencia bilateral a fin de fomentar la capacidad de sus fuerzas nacionales.",1
"1620","13. Insta a la comunidad internacional a proporcionar apoyo y asistencia para que los Estados puedan cumplir sus responsabilidades respecto de la protección de los refugiados y otras personas amparadas por el derecho internacional humanitario;",0
"1621","El Sr. Šimonović consideraba imperativo que se aclarara el paradero de las personas desaparecidas y que los responsables rindieran cuentas de sus actos.",1
"1622","Sin embargo, la posibilidad de que aparezcan materiales nuevos en un momento tardío del proceso o incluso después de la supresión del nombre de la Lista ha existido siempre.",0
"1623","Varios Estados, organizaciones internacionales, instituciones académicas y otros agentes están elaborando activamente programas de rehabilitación innovadores para las personas detenidas o encarceladas con relación a su participación en actos terroristas.",1
"1624","El Ministro del Interior dijo al Comandante da Cruz que entregara a Rai Los en Liquiça 10 de los fusiles, 6.000 cartuchos y 10 cargadores.",1
"1625","No obstante, para muchas otras la situación sigue siendo precaria y los ataques por motivos étnicos se han hecho más graves, si no más frecuentes.",0
"1626","Los siguientes son algunos ejemplos recientes:",0
"1627","Además, el Consejo decidió examinar dentro de tres y seis meses si las condiciones sobre el terreno podrían permitir una reducción del personal militar de mantenimiento de la paz a una dotación de 6.000 efectivos.",1
"1628","Acogiendo con beneplácito la aprobación por la Asamblea General de la Estrategia global de las Naciones Unidas contra el terrorismo (A/RES/60/288) el 8 de septiembre de 2006 y la creación del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo para asegurar la coordinación y la coherencia generales de las actividades de lucha contra el terrorismo del sistema de las Naciones Unidas,",1
"1629","El Consejo acogió con agrado el acuerdo de cesación del fuego de 8 de abril, manifestó su apoyo pleno y activo a las gestiones realizadas por la Unión Africana para establecer la comisión de cesación del fuego y la unidad de protección, y pidió a las partes sudanesas que facilitaran el despliegue inmediato de inspectores en Darfur.",0
"1630",":: La prohibiciуn de la toma de rehenes.",1
"1631","Más de seis años después de que se aprobara la resolución 1624 (2005), en la mayor parte del mundo el riesgo y la amenaza de incitación a la comisión de actos de terrorismo siguen siendo graves; no obstante, existen diferencias en el nivel de riesgo y amenaza, incluso entre los Estados de la misma región o subregión.",0
"1632","La Representante Especial del Secretario General y Jefa de la UNMISS afirmó que antes de que estallara el conflicto en diciembre de 2013 se habían hecho progresos significativos en la protección de la infancia, y se había logrado un éxito significativo con el plan de acción de Sudán del Sur.",1
"1633","El 16 de septiembre la MINUSMA y el UNICEF hicieron una inspección de los elementos armados del MAA (Coordinadora) y el MNLA destinados en Ber (región de Tombuktú) e identificaron a cinco menores, de edades comprendidas entre los 15 y los 17 años, así como a dos jóvenes que probablemente habían sido reclutados cuando todavía eran menores.",0
"1634","Conjunto de políticas, directrices y procedimientos denominado Normas integradas en materia de desarme, desmovilización y reintegración, y Centro de Recursos de las Naciones Unidas sobre las actividades de desarme, desmovilización y reintegración, cuya puesta en marcha se prevé para principios de 2006.",0
"1635","m) Fuerzas terrestres (artillería)",0
"1636","Se ha avanzado mucho en la aplicación de medidas dirigidas a evitar que los terroristas recurran indebidamente a los procedimientos de solicitud de asilo y del estatuto de refugiado.",1
"1637","1. Trióxido de dinitrógeno (CAS 10544-73-7).",0
"1638","En la primera mitad de enero de 2014 reinó una calma relativa, antes de que la situación se agravara, especialmente en Bangui, en la segunda quincena.",0
"1639",":: Conclusiones y resultados de las actividades efectuadas por las autoridades libanesas en el lugar del delito y zonas adyacentes",1
"1640","Dio comisiones rogatorias y estipuló las medidas que debían tomarse, sobre todo para preservar el lugar de los hechos.",1
"1641","Espero poder contar con la comprensión y el apoyo que habitualmente le caracterizan.",0
"1642","A juicio del Secretario General, las mencionadas credenciales están en regla.",0
"1643","- Contribuir, según proceda, al desarrollo por las autoridades ... de la capacidad de la policía y la gendarmería, en particular mediante el adiestramiento antidisturbios, y al restablecimiento de su presencia en todo el territorio [del país afectado].",1
"1644","La MINUSTAH lleva a cabo su propia investigación y presta apoyo a la investigación del incidente por parte de la Policía Nacional de Haití.",1
"1645","El Equipo recuerda que el Consejo de Seguridad, en el párrafo 5 de la resolución 1526 (2004), instó a todos los Estados a que establecieran requisitos y procedimientos de presentación de informes internos sobre la circulación transfronteriza de divisas con base en los umbrales aplicables.",1
"1646","El Consejo de Seguridad ha confirmado que las sanciones financieras también se aplican a la prestación de servicios de alojamiento de contenidos y servicios conexos en Internet, pero los terroristas y los grupos terroristas pueden utilizar ampliamente los servicios de Internet.",0
"1647","Los resultados preliminares del censo de la administración pública apuntan a una posible reducción del 8,3% del número de empleados del sector público.",0
"1648","Los Estados de la subregión permanecen alerta frente a las amenazas terroristas que se ciernen sobre ellos y han invertido cuantiosos recursos en la ampliación de los marcos normativos, en el establecimiento y la mejora de las instituciones para la lucha contra el terrorismo y en los esfuerzos para aumentar las capacidades de los organismos encargados de hacer cumplir la ley y de los servicios de inteligencia.",1
"1649","1. De conformidad con el párrafo 4 de la resolución 1956 (2010) del Consejo de Seguridad, en la que este solicitó que el Gobierno del Iraq le presentara un informe por escrito, a más tardar el 1 de mayo de 2011, sobre los progresos realizados en la transición a un mecanismo que reemplazara al Fondo de Desarrollo, deseamos comunicar al Consejo que el Gobierno del Iraq ha ultimado los arreglos que garantizarán la transición plena y eficaz al mecanismo. Tales medidas constan de lo siguiente:",1
"1650","Un Estado observó que la mejor manera de lograr este objetivo era inculcar un sentido de deber cívico y el reconocimiento de que la población debe comunicar sus inquietudes a las autoridades encargadas de hacer cumplir la ley.",1
"1651","En diciembre de 2007, bajo la orientación de la Dependencia de Conducta y Disciplina del Personal, concluyó un programa amplio y obligatorio para capacitar a todo el personal de la MINURSO acerca de las normas que debe seguir, incluso sobre la prevención de la explotación sexual, los abusos y el acoso.",1
"1652","El Consejo apoya la idea de establecer en la Secretaría una dependencia para la asistencia en materia del imperio de la ley y espera con interés recibir las propuestas de la Secretaría para la aplicación de las recomendaciones enunciadas en el párrafo 65 del informe del Secretario General sobre el Estado de derecho y la justicia de transición en las sociedades que sufren o han sufrido conflictos (S/2004/616).",0
"1653","Se ha informado de que se vieron vehículos y personal de la Cruz Roja en el lugar de los hechos y que en algunos casos prestaron ayuda a los heridos.",1
"1654","La Misión ha recogido informaciones en que se puntualiza que los escuadrones de la muerte están integrados por elementos próximos al Gobierno, la guardia presidencial y una milicia tribal de la etnia del Presidente.",1
"1655","Túnez y la Jamahiriya Árabe Libia ampliaron, en 2009 y 2010 respectivamente, sus obligaciones en materia de diligencia debida con respecto a los clientes, mantenimiento de registros y presentación de informes sobre operaciones sospechosas a otros negocios y profesiones distintos del sector financiero, y así ampliaron el alcance de sus obligaciones en el ámbito de la lucha contra el blanqueo de dinero y la financiación del terrorismo.",1
"1656","Este año, con el fin de orientar las promesas de contribuciones de los nuevos donantes, la UNMIK preparó ""Kosovo: reconstrucción 2000"", un programa de reconstrucción e inversiones públicas para orientar a los donantes hacia las prioridades de la Estructura Administrativa Provisional Mixta.",1
"1657","Que se celebrará el martes 17 de enero de 2006, a las 15.00 horas",0
"1658","En Beni, las autoridades locales y la sociedad civil han pedido que las fuerzas de la MONUSCO participen de forma más activa en las operaciones militares contra las FDA, incluso realizando operaciones unilaterales.",0
"1659","El equipo tiene su sede en Bagdad y está integrado por seis miembros, además del director de la oficina.",0
"1660","En colaboración con la Universidad de Seychelles y expertos del Centro, la UNODC preparó un plan de estudios para la policía, la guardia costera y otros funcionarios encargados de hacer cumplir la ley que intervienen en la investigación de la piratería y la delincuencia marítima.",1
"1661","La finalidad del estudio es presentar las actuales tendencias generales en la aplicación de la resolución, con miras a determinar los puntos vulnerables de las regiones o los aspectos en que determinados grupos de Estados encuentran especiales dificultades para la aplicación y por tanto podrían beneficiarse de la adopción de un enfoque regional o subregional para combatir el terrorismo.",1
"1662","Como sabe, el 12 de diciembre de 2000, fui testigo de la firma del Acuerdo entre el Gobierno del Estado de Eritrea y el Gobierno de la República Democrática Federal de Etiopía, que tuvo lugar en Argel en una ceremonia oficial en que actuó como anfitrión el Presidente Abdelaziz Bouteflikla.",1
"1663","Para cuando se celebre la próxima revisión, se contará con un resumen de los motivos de la inclusión de todas las entradas, de conformidad con el párrafo 14 de la resolución 1904 (2009).",0
"1664","Por tanto, se mantendrá una pequeña célula de ingenieros y personal administrativo como parte del equipo de liquidación de la Misión, que supervisará la conclusión de estos proyectos.",0
"1665","c) Hacer de enlace con el Gobierno [del país afectado] y la Oficina del Alto Comisionado de las Naciones Unidas para los Refugiados (ACNUR) para respaldar las gestiones encaminadas a reubicar los campamentos de refugiados que se encuentran cerca de la frontera, y proporcionar al ACNUR el apoyo logístico necesario para ello, cuando sea posible y a título reembolsable;",1
"1666","En cuanto al desarme, la ONUCI seguirá apoyando el rápido acantonamiento de fuerzas, con arreglo al Acuerdo Suplementario No. 3.",1
"1667","La terminal de la fruta está situada al lado de la terminal militar en una parte aislada del puerto, razón por la cual se descarga allí el equipo de tipo militar.",0
"1668","a) Pérdidas en la reventa 145 - 148 41",0
"1669","Como se ha informado con anterioridad, se prevé que la destrucción de las 12 IPAQ haya concluido al término de junio de 2015, con la posibilidad de que haya una ligera demora.",0
"1670","El desplazamiento de animales del centro y el sur del país hacia la región septentrional en busca de pastizales agravó la situación.",0
"1671","Integración de las perspectivas de género en la formulación y la realización de las evaluaciones del medio ambiente después de los conflictos.",1
"1672","Además, el artículo 75 3) dispone que la Corte, antes de tomar una decisión de reparación, tendrá en cuenta las observaciones formuladas por el condenado, las víctimas, otras personas o Estados que tengan interés, o las que se formulen en su nombre.",1
"1673","Que se celebrará el sábado 15 de julio de 2006, a las 15.45 horas",0
"1674",":: Informará al Comité establecido en virtud de la resolución 1540 (2004) después de cada reunión",1
"1675","La tortura, la violación y otras crueldades arbitrarias cometidas por los guardianes y por otros prisioneros están generalizadas y gozan de total impunidad.",0
"1676","Que se celebrará el domingo 30 de julio de 2006 a las 20.30 horas.",0
"1677","Debido al brote del Ébola, las instituciones de seguridad de Guinea pasaron a centrarse en contenerlo.",1
"1678","En un esfuerzo por ayudar a las instituciones financieras y otras partes a comprender la amplia gama de métodos utilizados por las personas y entidades incluidas en la Lista para recaudar y transferir fondos, el Equipo, como integrante del Equipo Especial sobre la Ejecución de la Lucha contra el Terrorismo, ha encargado un estudio de los indicadores de la financiación del terrorismo sobre la base de las actividades de personas procesadas y condenadas por la comisión de actos terroristas.",1
"1679","Reconociendo la importancia de las comunidades locales, el sector privado, la sociedad civil y los medios de comunicación para aumentar la conciencia sobre las amenazas del terrorismo y hacerles frente con mayor eficacia,",1
"1680","Durante el debate, las partes convinieron en que, tomando en consideración los cambios ocurridos en la dirigencia de ambas partes en los dos últimos años, era necesario reafirmar su compromiso de no reanudar las hostilidades y garantizar el regreso, en condiciones de seguridad y dignidad, de los refugiados y desplazados internos, en una primera etapa al distrito de Gali dentro de las antiguas fronteras, como se afirmó en la Declaración de Yalta de las partes georgiana y abjasia (véase S/2001/242, anexo, y S/2001/401, párr. 6).",0
"1681","Como ya se ha señalado más arriba, ese enfoque está basado en el mejoramiento del conocimiento de la Dirección Ejecutiva de los retos actuales en la lucha contra el terrorismo, un conocimiento obtenido gracias al diálogo activo con los Estados, en particular en el marco de sus visitas de evaluación a los países. La Dirección Ejecutiva sigue tramitando solicitudes específicas de asistencia técnica relacionadas con las necesidades detectadas en los Estados que ha visitado y lleva a cabo esa labor de manera selectiva eligiendo los donantes que considera más dispuestos a colaborar, bien porque ya participan en programas existentes en un determinado Estado o porque tienen un marcado interés o una clara capacidad técnica en la esfera de que se trate.",1
