"","en_ar_DEEPL","MatConf"
"1348","وفقا للفقرة 32 من هذا القرار، يعمل فريق الرصد تحت إشراف اللجنة المنشأة عملا بالقرار 1267 (1999) ويضطلع بالمسؤوليات التالية:",0
"1349","2. يقرر إبقاء المسألة قيد نظره.",0
"1350","(ب) الشركة الصينية الحكومية للهندسة الإنشائية: 30.785.130.130 دولاراً أمريكياً",0
"1351","o في 16 تشرين الثاني/نوفمبر 2014، أطلقت قوات النظام قذائف هاون على مسجد مديرا في ريف دمشق، مما أدى إلى إصابة 4 مدنيين وإلحاق أضرار جسيمة بالمسجد.",1
"1352","هاجموا وقتلوا 54 شخصًا، وأصابوا 24 آخرين بجراح وأحرقوا المنازل قبل أن ينسحبوا حاملين معهم الماشية والممتلكات المنزلية المنهوبة.",1
"1353","يمكن أن يؤدي تجميد الأصول إلى تقييد ممولي الإرهاب، مما يحد من إمكانية وصولهم إلى النظام المصرفي الرسمي ويحد من نطاق شراكتهم مع الكيانات التجارية المشروعة.",1
"1354","ويُعتقد أن هذه الميليشيات تعمل في المقام الأول في إطار هيكل إداري قبلي.",1
"1355","ووفقاً لأحد كبار قادة القوات المسلحة، يتم تجنيد جنود مخابرات الحدود مباشرة في الجيش بنفس الطريقة التي يتم بها تجنيد الجنود النظاميين.",1
"1356","كما وقعت هجمات في عامي 2001 و2002، لكن حجم الهجمات وكثافتها واتساقها ازدادت بشكل ملحوظ في أوائل عام 2003.",1
"1357","وفيما يتعلق بنشر بعثة الأمم المتحدة في جنوب السودان، أشارت إلى أن القوة تبذل قصارى جهدها، مع اكتمال النشر الإضافي، لتوسيع نطاق وجودها خارج القواعد.",1
"1358","وأعرب عن قلقه إزاء تزايد عمليات هدم المباني في فلسطين، وخطر الترحيل القسري لمجتمع أم الخير البدوي والنشاط الاستيطاني الإسرائيلي المستمر، والذي قال إنه يشكل انتهاكاً للقانون الدولي.",1
"1359","وأبلغتني حكومة لبنان أيضا أن القوات المسلحة اللبنانية زادت من تواجدها وأقامت نقاط تفتيش جديدة وشددت الرقابة حول مواقع الجماعات الفلسطينية المسلحة التي تتخذ من الجمهورية العربية السورية مقرا لها في جنوب بيروت وفي سهل البقاع. وفي 7 تشرين الأول/أكتوبر، شن الجيش اللبناني غارات على مواقع للجماعات الفلسطينية المسلحة التي تتخذ من سوريا مقرا لها في سهل البقاع، حيث تم الاستيلاء على أسلحة.",0
"1360","أنشأت أربع دول وحدات متخصصة في إنفاذ القانون لمكافحة الإرهاب، واتخذت ثلاث دول خطوات في هذا الاتجاه.",1
"1361","وتأمل الفلبين أن تحذو جميع الدول الأخرى الأطراف في معاهدة عدم انتشار الأسلحة النووية حذوها.",0
"1362","في أعقاب هطول الأمطار الغزيرة في أبريل/نيسان ومايو/أيار، انخفضت معدلات الإصابة بالمرض في جميع أنحاء وسط وجنوب الصومال، حتى تم إغلاق جميع مراكز علاج الكوليرا بحلول يونيو/حزيران.",0
"1363","464. قدمت اللجنة توصيات في مجالات الأمن، والمساعدات الإنسانية، وتعزيز البنية الاجتماعية، والخدمات والتنمية، وفتح مراكز الشرطة مع توفير اللوجستيات الكافية للاستجابة السريعة للأزمات ومصادرة الأسلحة التي تقع في الأيدي الخطأ.",0
"1364","الحلول المفضلة لدى الأطراف",0
"1365","69. ويستأثر الفحم بنسبة 99.7 في المائة من ضرائب التصدير المحصلة في ميناء كيسمايو البحري، بينما تمثل الخردة المعدنية النسبة المتبقية البالغة 0.3 في المائة.",0
"1366","35. وفي 5 أيلول/سبتمبر 2011، عقدت لجنة تسجيل الأحزاب السياسية حلقة عمل بشأن الإصلاح القانوني، استعرض خلالها المشاركون ولاية اللجنة وأوصوا بأمور منها تنقيح قانون الأحزاب السياسية لعام 2002، وذلك لمنح اللجنة سلطة قانونية لإنفاذ مدونة قواعد سلوك الأحزاب السياسية.",0
"1367","ويعرب مجلس الأمن عن تعازيه لأسر جنود حفظ السلام الذين قُتلوا أثناء قيامهم بحماية شعب شرق جمهورية الكونغو الديمقراطية.",1
"1368","[يطلب] إلى الأمين العام أيضا أن يدرج في مرفقات تقاريره عن الأطفال والنزاع المسلح تلك الأطراف في النزاعات المسلحة التي تتورط، بما يتعارض مع القانون الدولي الساري، في أنماط قتل الأطفال وتشويههم و/أو اغتصابهم وغير ذلك من أشكال العنف الجنسي ضد الأطفال، في حالات النزاع المسلح، مع مراعاة جميع الانتهاكات والاعتداءات الأخرى المرتكبة ضد الأطفال، ويشير إلى أن هذه الفقرة ستنطبق على الحالات وفقا للشروط المبينة في الفقرة 16 من قراره 1379 (2001);",1
"1369","يتم الاحتفاظ بمخزون هذه الممتلكات غير المستهلكة بالتكلفة التاريخية;",0
"1370","وفي الوقت نفسه، تم نشر أول وحدتين من وحدات الشرطة المشكلة في 5 و22 أغسطس على التوالي.",1
"1371","وباستثناء الحالات التي يتم فيها القبض على شخص ما وهو يرتكب جريمة، يجب على موظفي إنفاذ القانون تقديم أمر قضائي من أجل القبض على الشخص أو احتجازه.",1
"1372","وكان لا بد من لفت الانتباه بشكل خاص إلى العدد الكبير من الانتخابات المقرر إجراؤها حتى عام 2013 في المنطقة، والتي، على الرغم من أنها تطور مرحب به، إلا أنها تنطوي على إمكانية زيادة التوترات التي تؤدي إلى تجدد العنف وعدم الاستقرار.",1
"1373","ماري إلين غونديك، راهبات القديس يوسف",0
"1374","11. في الساعة ١١١٠/١١ من يوم ١٤ تموز/يوليه ١٩٩٨ قام تشكيل مكون من طائرتين أمريكيتين باختراق حاجز الصوت فوق منطقة القوش )مدينة الموصل(.",0
"1375","S/RES/2100 (2013)، ص 9 من النص الإنكليزي.",0
"1376","وفشلت مهاجمة رابعة في تفجير قنبلتها وتم اعتقالها بعد بضعة أيام.",1
"1377","وقد عُدل النظام في القرارين 1333 (2000) و 1390 (2002) لفرض ثلاثة تدابير محددة الأهداف (تجميد الأصول وحظر السفر وحظر الأسلحة) ضد الأفراد والكيانات المرتبطة بطالبان والقاعدة.",1
"1378","يبدو أيضًا أنه يجب الوفاء بعدد غير قليل من المتطلبات اللوجستية لإتمام عملية التسليم.",0
"1379","وقد ساعدت شبكة الإنترنت تنظيم القاعدة على تحقيق تأثير أكبر على الجمهور من العمليات القليلة نسبياً التي تمكن من تنفيذها، وبذلك أبطلت بعض جوانب التأثير المقصود من الحظر.",1
"1380","وستكون هناك حاجة إلى كتيبة واحدة وأصول تمكين المقر لتأمين مطار كاليمي؛ وتوفير بيئة آمنة للعملية الانتخابية؛ ومراقبة حظر الأسلحة في المطار والموانئ الواقعة على بحيرة تنجانيقا - موبا؛ وردع حركة العناصر المسلحة من كيفو الجنوبية إلى كاتانغا؛ ومراقبة المايي - مايي في شمال ووسط كاتانغا وتشجيعهم على الانضمام إلى عملية الدمج أو نزع السلاح والتسريح وإعادة الإدماج؛ وتوفير قدرة على إخراج أفراد البعثة وغيرهم من أفراد الأمم المتحدة الموجودين في شمال كاتانغا وكاساي.",1
"1381","وفي هذا السياق، وعلى الرغم من تناول مكافحة الإرهاب بشكل أكثر جدية من قبل الأمم المتحدة بشكل عام ومجلس الأمن بشكل خاص، إلا أن هناك أدلة محدودة على وجود جهد مشترك حقيقي لخلق استجابة دولية أكثر توحداً للإرهاب.",0
"1382","ومع ذلك، أفادت السلطات الحكومية ومصادر أخرى عن قيام مقاتلي الحركة الوطنية لكوت ديفوار بتدمير السجلات المدنية في المحافظات. 2. النهب والتدنيس",1
"1383","81. إحاطة مقدمة من رئيس الاتحاد الأفريقي (31 أيار/مايو 2006؛ 31 أيار/مايو 2006).",0
"1384","وقد بلور التقرير الأخير للأمين العام (S/2012/376)، على غرار التقريرين السابقين (S/2009/277 و S/2010/579)، النقاش حول خمسة تحديات أساسية حددها وهي: تعزيز امتثال أطراف النزاع للقانون الدولي؛ وتعزيز امتثال الجماعات المسلحة من غير الدول؛ وتعزيز الحماية من جانب بعثات الأمم المتحدة لحفظ السلام وغيرها من البعثات ذات الصلة؛ وتحسين إمكانية وصول المساعدات الإنسانية؛ وتعزيز المساءلة عن الانتهاكات.",0
"1385","الحالة في كوت ديفوار (انظر S/2002/30/Add.50؛ و S/2003/40/Add.5 و 17؛ انظر أيضا S/2003/40/Add.11)",0
"1386","لا توجد سياسة دفاعية لتوجيه عملية تطوير قانون تمويل التجارة الحرة والتنمية التكنولوجية.",0
"1387","ومن أجل تعميق مشاركة الأمم المتحدة في هذا المجال، ينبغي للمجلس أن يطلب من هيئاته الرئيسية لمكافحة الإرهاب - المديرية التنفيذية للجنة مكافحة الإرهاب وفريق الدعم التحليلي ورصد الجزاءات - التركيز على تهديد المقاتلين الإرهابيين الأجانب، بما في ذلك تقييم الجهود الوطنية الرامية إلى تطبيق الالتزامات القانونية الدولية القائمة في مواجهة هذا التهديد.",1
"1388","عندما بدأت القوات الدولية باعتقال الأشخاص، تولى موظفو القطاع القضائي الهيكلي جلسات الاستماع السابقة للمحاكمة والاحتجاز.",1
"1389","ويزداد ضعف السكان المدنيين تفاقماً بسبب محدودية توافر الخدمات الاجتماعية الأساسية والبنية التحتية، بما في ذلك الطرق والمدارس والمراكز الصحية.",0
"1390","ما لم أسمع أي اعتراض، سأطرح مشروع القرار للتصويت الآن.",0
"1391","وقد التزم المجلس في قراره 2122 (2013) بزيادة اهتمامه بقضايا المرأة والسلام والأمن في جميع مجالات العمل المواضيعية ذات الصلة المدرجة في جدول أعماله، بما في ذلك على وجه الخصوص حماية المدنيين في النزاعات المسلحة، وبناء السلام بعد انتهاء النزاع، وتعزيز سيادة القانون وتوطيدها في مجال صون السلام والأمن الدوليين، والسلام والأمن في أفريقيا، والأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية، وصون السلام والأمن الدوليين.",0
"1392","واستناداً إلى النتائج التي توصلت إليها اللجنة والتحقيقات اللبنانية حتى الآن، واستناداً إلى الأدلة المادية والوثائقية التي جُمعت، والخيوط التي تمت متابعتها حتى الآن، هناك أدلة متقاربة تشير إلى تورط كل من لبنان وسوريا في هذا العمل الإرهابي.",1
"1393","وتشمل المشاريع الجارية إنشاء مخرج للطوارئ من المكتب، وبناء مركز أمني جديد وإنشاء نقطة تفتيش على الطريق الرئيسي المؤدي إلى المكتب من أجل إضافة طبقة إضافية لمراقبة الدخول يقوم بتشغيلها أفراد البعثة أو المتعاقدون.",0
"1394","وهذان العنصران هما، أولاً، الفعل الإجرامي المتمثل في القتل أو التسبب في أذى بدني أو عقلي جسيم أو تعمد إلحاق ظروف حياة من شأنها أن تؤدي إلى دمار مادي، وثانياً، على أساس معيار ذاتي، وجود جماعة محمية يستهدفها مرتكبو السلوك الإجرامي.",1
"1395","لا يزال نصف هؤلاء الأشخاص تقريبًا في عداد المفقودين ويُخشى أن يكون العديد منهم قد قُتلوا.",1
"1396","104. أما تنظيم المواد المتاحة عادة التي قد يصنع منها إرهابي مدرب جهازا متفجرا فهي مهمة أكثر صعوبة.",1
"1397","سأل أحد ضباط شرطة الأمم المتحدة عما إذا كان قد أصيب، فقيل له إن صديق السيد أمارال قد قُتل للتو على يد الشرطة الوطنية لتيمور الشرقية.",1
"1398","ودعا الممثل الخاص المجلس إلى تقديم الدعم المستمر للجهود التي يبذلها المكتب لوقف التهديدات العابرة للحدود التي تهدد الأمن في المنطقة، مثل جيش الرب للمقاومة، والقرصنة في خليج غينيا، والاتجار بالأسلحة الصغيرة، والآثار المزعزعة للاستقرار المحتملة لعودة العديد من المهاجرين الاقتصاديين من المناطق التي تعاني من الأزمات (مثل ليبيا).",1
"1399","68. كان مقتل خبيرين من خبراء المكتب في 7 نيسان/أبريل 2014، أثناء قيامهما بمهمة لمكافحة القرصنة في الصومال، تذكيرا واقعيًا بالمخاطر التي يواجهها موظفو الأمم المتحدة في عملهم لتحسين حياة الآخرين.",1
"1400","وتجدر الإشارة أيضاً إلى أنه على الرغم من هذه القاعدة السياسية العريضة، فإن الغالبية العظمى من أعضاء حركتي التمرد ينتمون أساساً إلى ثلاث قبائل هي الفور والمساليت والزغاوة.",1
"1401","وخلال الاجتماع، انخرط الطرفان في تبادل واسع للآراء حول تنفيذ قرارات مجلس الأمن وممارسة مبدأ تقرير المصير.",0
"1402","كما أنها لم تقدم أي دليل على وجود خطط داخلية لحجز طاقة إنتاجية محددة للطلبات المقدمة من السلمان.",0
"1403","وقد شهدت البعثة تصاعداً في أعمال العنف، حيث تم استهداف قوات حفظ السلام بشكل مباشر من قبل المتطرفين.",1
"1404","على أساس يومي، الوصول الكامل إلى نظام مراقبة العملاء;",0
"1405","28. جوزيبي بونافولونتا من القناة التلفزيونية الإيطالية RAI، 16 كانون الأول/ديسمبر.",0
"1406","لحسن الحظ لا يوجد سوى ثلاث نقاط يمكن فيها مرور المركبات.",0
"1407","لا تزال احتمالية شن هجمات دولية من قبل تنظيم القاعدة في شبه الجزيرة العربية قائمة، ولكن في الوقت الراهن، فإن تأثير أنشطة تنظيم القاعدة في شبه الجزيرة العربية محسوس بشكل رئيسي في اليمن.",1
"1408","ومع ذلك، لا توجد في العديد من مناطق البلاد قدرات احتجاز أو محاكم عاملة، مما يضطر سلطات إنفاذ القانون إلى الإفراج عن الجناة الذين يُزعم أنهم خطرون أو يطلب من وحدات البعثة احتجاز المشتبه بهم لأسباب أمنية وحماية المدنيين.",1
"1409","ونتيجةً للغاز المسيل للدموع والصراخ وإطلاق النار من قبل قوات الأمن، أصيب الحشد بالذعر والفوضى.",1
"1410","تتعلق العديد من التقارير باختطاف النساء.",1
"1411","افتتحت الجلسة في الساعة 10:10 صباحاً.",0
"1412","بيان من رئيس مجلس الأمن",0
"1413","42. واصلت البعثة أداء جميع المهام التشغيلية الموكلة إليها، بما في ذلك التأهب للرد السريع، ومهام حماية القوة والتوعية بالحالة في محيط مواقع تجميعها.",1
"1414","وقد أحاط الفريق علماً ببعض الاستنتاجات التي توصلت إليها أفرقة المفوضين الأخرى، التي وافق عليها مجلس الإدارة، فيما يتعلق بتفسير قرارات مجلس الأمن ومقررات مجلس الإدارة ذات الصلة.",0
"1415","في بعض الحالات، انطوت الاستجابة الوطنية لاحتواء الفيروس على الاستخدام المفرط للقوة أو الحجر الصحي للمجتمعات التي لا ترقى إلى المعايير المعترف بها للكرامة الإنسانية.",1
"1416","27. وبحلول نهاية الفترة المشمولة بالتقرير، كان قوام شرطة البعثة يقترب من 400 4 ضابط من 53 بلدا، وهو ما يمثل أكثر من 90 في المائة من مجموع القوام المأذون به للبعثة.",1
"1417","وتستخدم الدعاية كذلك من قبل جمهورية كوريا الشعبية الديمقراطية للتحريض على الكراهية القومية تجاه أعداء الدولة الرسميين، بما في ذلك اليابان والولايات المتحدة الأمريكية وجمهورية كوريا، ورعاياها.",1
"1418","99. وتشمل الجماعات الإرهابية الرئيسية في المنطقة الجماعة الإسلامية، التي تنشط بشكل خاص في إندونيسيا وماليزيا وسنغافورة؛ وجماعة أبو سياف؛ والجماعات المتمردة في الفلبين؛ والمتمردون الانفصاليون في جنوب تايلند.",1
"1419","ويتعرض الأشخاص الذين يُضبطون وهم يمارسون شعائر الديانة المسيحية لعقوبات صارمة في انتهاك للحق في حرية الدين وحظر التمييز الديني. ب- التمييز",1
"1420","المساعدة في المكان (ثنائية/جماعية/متعددة الأطراف)",0
"1421","343. أجرت اللجنة مقابلات مع العديد من شهود العيان الذين أكدوا أنه في أعقاب الهجمات المشتركة التي شنها جنود الحكومة والجنجويد في المنطقة، احتجز ما يصل إلى 000 30 شخص في كايلك بجنوب دارفور لمدة 50 يوما تقريبا.",1
"1422","وقد أعرب أعضاء المجلس في بيان أدلى به الرئيس للصحافة عن قلقهم البالغ إزاء الوضع الإنساني الخطير، حيث أدى القتال الأخير إلى زيادة انتهاكات حقوق الإنسان ونزوح جديد للسكان.",1
"1423","11. لا يزال من الأهداف الرئيسية للجنة مكافحة الإرهاب تيسير تقديم المساعدة التقنية الرامية إلى تعزيز قدرة الدول التي تسعى جاهدة للوفاء بالتزاماتها في مجال مكافحة الإرهاب لتنفيذ أحكام قرار مجلس الأمن 1373 (2001) ولكنها تفتقر إلى القدرة على القيام بذلك.",0
"1424","وفي قضية أخرى، نظرت المحكمة مرة أخرى في العناصر المختلفة للهجوم الموجه ضد السكان المدنيين كجزء من تعريف الجرائم ضد الإنسانية.",0
"1425","وعلاوة على ذلك، حافظت طالبان على قدرتها على استيراد الأسلحة والعتاد والقوة البشرية، ويكمن مفتاح النجاح العسكري في تحييد خطوط إمداداتها وحرمانها من المناطق الآمنة التي يمكن لمقاتليها أن يستجم فيها مقاتلوها بين العمليات وتدريب مجندين جدد.",1
"1426","يتم إصدار جميع التأشيرات في فانواتو من قبل إدارة الهجرة.",0
"1427","(أ) تعزيز اعتماد الصكوك والتشريعات الدولية لمكافحة الإرهاب من أجل التنفيذ الكامل للصكوك الدولية لمكافحة الإرهاب في جميع أنحاء المنطقة دون الإقليمية;",0
"1428","ستعقد يوم الجمعة 29 يونيو 2012، الساعة 9:45 صباحًا.",0
"1429","أنشطة حكومة سيراليون",0
"1430","3. سيتناول الرئيسان مسألة الخريطة التي سيوجهها الفريق الاستشاري المخصص إلى الرئيسين.",0
"1431","c. المعرفات: D.O.B. 1966؛ Alt. D.O.B. 1965",0
"1432","وعند تقييم هذا التقدم، من المهم أن ندرك مدى التقدم الذي أحرزته تيمور - ليشتي في السنوات القليلة التي انقضت منذ استقلالها، ولكن من المهم بنفس القدر الاعتراف بالتحديات الكبيرة التي لا يزال يتعين مواجهتها.",0
"1433","76. اعترفت جميع أطراف الصراع - حكومة السودان وجيش تحرير السودان وحركة العدل والمساواة - بأن هذا الصراع مسلح داخلي.",1
"1434","5. لفت اﻷمين العام لﻷمم المتحدة اﻻنتباه خﻻل الحرب الباردة إلى مشاكل محددة تتعلق بالجريمة العابرة للحدود التي تعقد حاﻻت النزاع المدرجة بالفعل في جدول أعمال مجلس اﻷمن.",1
"1435","يجب بذل المزيد من الجهود من قبل حكومة هايتي والمنظمات الإنسانية الدولية في الأنشطة الوقائية، مثل توفير الصرف الصحي والمياه النظيفة.",0
"1436","118. ومن الملابسات الأخرى التي يجب أن تؤخذ في الاعتبار فيما يتعلق بمرحلة التخطيط للجريمة تدابير المراقبة التي استهدفت السيد الحريري التي قامت بها قوى الأمن الداخلي وتنصت جهاز المخابرات العسكرية على هواتف السيد الحريري (انظر الفرع المعنون ""التنصت على مكالمات الحريري الهاتفية"").",1
"1437","(ب) ما المقصود بالضواحي؟ ما هي المناطق التي تشملها؟",0
"1438","وإنني أضع في اعتباري العزم والجهود التي تبذلها باكستان للبحث عن الحقيقة وتقديم جميع ممولي هذا العمل الإرهابي ومنفذيه ومنظميه ورعاته والمتآمرين عليه إلى العدالة حتى تتم محاسبتهم.",0
"1439","62. انتشرت الجماعات المسلحة في إقليمي لوبيرو وبيني في كيفو الشمالية في عامي 2012 و 2013.",0
"1440","كما وقعت 3 إصابات في صفوف الناشطين الإعلاميين في نوفمبر/تشرين الثاني، جميعها على يد قوات النظام.",1
"1441","ومن أجل مواصلة هذه المكافحة، من الضروري أن يسهم المجتمع الدولي بشكل أكثر جدية ويولي اهتماماً أكبر لهذا الجانب المهم في مكافحة الإرهاب.",0
"1442","وقد تعرض صحفيون بارزون للاعتقال التعسفي بسبب حديثهم عن حقوق الإنسان والقضايا الدستورية وسيادة القانون.",1
"1443","S/RES/2109 (2013)، الفقرة 10 من المنطوق",0
"1444","وتتمثل أهداف البرنامج في المساعدة في تنفيذ الإصلاحات الهيكلية اللازمة لإعطاء الدولة الكونغولية القدرة على بسط سلطتها على الصعيد الوطني، وتعزيز قدرة المجتمعات المحلية على الاستجابة للصدمات المعاكسة، وتوفير الفرص الاقتصادية للشباب العاطلين عن العمل وغيرهم من الفئات المعرضة للخطر الشديد، وتحقيق مكاسب سلام ملموسة في المقاطعات الغربية.",0
"1445","قُتل العديد من الأشخاص وأصيب أكثر من 100 شخص.",1
"1446","ومن بين المشاكل التي تم تحديدها: عدم وجود سياسة واضحة ومحددة بشكل جيد لفرض العقوبات، وعدم كفاية تدريب الموظفين، وإنشاء ثقافة فعالة للامتثال للعقوبات على مستوى المؤسسة، والكفاءة العامة لتقنيات الفحص.",1
"1447","186. وثمة روايات متواترة عن نمط متكرر من الهجمات على القرى والمستوطنات، تنطوي أحيانا على هجمات جوية بطائرات الهليكوبتر المسلحة أو الطائرات الثابتة الجناحين (أنتونوف وميغ)، بما في ذلك القصف بالقنابل والقصف بالأسلحة الآلية.",1
"1448","8. وقد وفرت الحدود السهلة الاختراق وهياكل الدولة الضعيفة في جنوب ليبيا بيئة مواتية لزيادة وجود وأنشطة الجماعات الإرهابية في منطقة الساحل.",1
"1449","بعد ذلك، داهم الجنود المنازل واعتقلوا الشباب واقتادوهم إلى حافلات عسكرية.",1
"1450","57. ينبغي للبعثة أن تواصل إعطاء الأولوية لرصد انتهاكات القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان والإبلاغ عنها، ولا سيما أعمال القتل والعنف الجنسي والانتهاكات الجسيمة ضد الأطفال، مع دعم الحكومة في جهودها الرامية إلى معالجة إرث الانتهاكات الجسيمة من خلال آليات العدالة الانتقالية وتعزيز الجهود الرامية إلى مكافحة الإفلات من العقاب.",0
"1451","وكان من بينهم صبي يبلغ من العمر 15 عاماً تم اعتقاله في نيالا بشمال دارفور في نوفمبر/تشرين الثاني 2004 عندما كان عائداً من عمله إلى منزله.",1
"1452","388. ووجدت اللجنة أيضا حالات نهب ارتكبتها حركات التمرد. وعلى وجه الخصوص خلال الهجمات على مراكز الشرطة والمنشآت الحكومية الأخرى، حيث نهب المتمردون أسلحة من الحكومة.",1
"1453","يعتزم المجلس تعزيز جهوده لمكافحة الإفلات من العقاب ودعم المساءلة عن الجرائم الخطيرة ضد النساء والفتيات بالوسائل المناسبة، ويوجه الانتباه إلى المجموعة الكاملة من آليات العدالة والمصالحة التي ينبغي النظر فيها، بما في ذلك المحاكم والهيئات القضائية الجنائية الوطنية والدولية والمختلطة، ولجان الحقيقة والمصالحة، وكذلك البرامج الوطنية لتعويض الضحايا، والإصلاحات المؤسسية والآليات التقليدية لتسوية المنازعات.",0
"1454","""يعرب مجلس الأمن عن تقديره الحار لرئيسة المحكمة الخاصة لسيراليون ومدعيها العام على إحاطتهما الإعلامية التي قدماها إلى مجلس الأمن في 9 تشرين الأول/أكتوبر 2012.",0
"1455","""ويعرب مجلس الأمن عن تضامنه العميق مع جميع ضحايا الإرهاب وأسرهم، ويشدد على أهمية مساعدة ضحايا الإرهاب وتقديم الدعم لهم ولأسرهم للتغلب على خسارتهم وأحزانهم، ويسلم بالدور الهام الذي يؤديه الضحايا وشبكات الناجين في مكافحة الإرهاب، بما في ذلك عن طريق تبادل تجاربهم بشجاعة والتحدث علنا ضد الأفكار العنيفة والمتطرفة، ويرحب في هذا الصدد بالجهود والأنشطة ذات الصلة التي تبذلها الدول الأعضاء ومنظومة الأمم المتحدة، بما في ذلك فرقة العمل المعنية بالتنفيذ في مجال مكافحة الإرهاب، ويشجعها.",0
"1456","""ويلاحظ مجلس الأمن أن هذا العام يصادف الذكرى السنوية الخامسة عشرة لنظر مجلس الأمن تدريجيا في مسألة حماية المدنيين في النزاعات المسلحة باعتبارها مسألة مواضيعية، ويقر بالحاجة المستمرة إلى أن يواصل مجلس الأمن والدول الأعضاء تعزيز حماية المدنيين في النزاعات المسلحة.",0
"1457","كان معظم الشهود المحتملين المقيمين خارج الدولة خائفين من الإدلاء بشهادتهم، حتى على أساس سري، لأنهم كانوا يخشون على سلامة أفراد أسرهم ويفترضون أن سلوكهم لا يزال يخضع لمراقبة سرية من قبل السلطات.",0
"1458","61. وتتباين درجة حضور مؤسسات الدولة والشرطة والجيش الوطني في هذه المناطق تبايناً كبيراً.",1
"1459","27. ولا تزال القوات المسلحة لجمهورية الكونغو الديمقراطية تعاني من ضعف التجهيز والدعم، وتعتقد البعثة أن تعزيز الوجود العسكري ضروري للمساعدة في تأمين الانتخابات في عدة مناطق رئيسية في كاتانغا.",1
"1460","وقد أنشأت معسكرات تدريب عسكرية في منطقة مقديشو الكبرى، بما في ذلك معسكرات التدريب في لانتا بورو وهيلوين، وأرسلت أسلحة حصلت عليها في سوق بكار للأسلحة إلى هذه المعسكرات.",1
"1461","وتقف الأمم المتحدة على أهبة الاستعداد لدعم الجهود الوطنية في هذا المجال.",0
"1462","تعرض عمال الإغاثة الإنسانية للمضايقات والاعتداءات المتكررة خلال حوادث اللصوصية.",1
"1463","يشير عدد من الحوادث التي وقعت خلال الفترة المشمولة بالتقرير إلى وقوع احتكاك بين قوة حفظ السلام التابعة لرابطة الدول المستقلة والجانب الجورجي، بما في ذلك احتجاز شاحنات من قوة حفظ السلام التابعة لرابطة الدول المستقلة (انظر الفقرة 17)، واحتجاز جندي من قوة حفظ السلام التابعة لرابطة الدول المستقلة بصورة مؤقتة، وتركيب عدادات الكهرباء في نقاط التفتيش التابعة لقوة حفظ السلام التابعة لرابطة الدول المستقلة، ومظاهرة احتجاج على وجود قوة حفظ السلام التابعة لرابطة الدول المستقلة في جورجيا.",1
"1464","وإذ يشير إلى الاستنتاجات الواردة في التقرير النهائي (S/1994/1405) للجنة الخبراء، المنشأة عملا بقرار مجلس الأمن 935 (1994)، والتي كان من بينها أن ""هناك أدلة دامغة تثبت ارتكاب أعمال الإبادة الجماعية ضد جماعة التوتسي""، وإذ يلاحظ أنه خلال الإبادة الجماعية قُتل أيضا أفراد من الهوتو وغيرهم من المعارضين لها،",1
"1465","وقد نجحت هذه الآلية بالفعل في عكس الإخطار الموجه لموظفي وكالات الأمم المتحدة بمغادرة غرب دارفور.",0
"1466","بدأت في 27 تشرين الثاني/نوفمبر 2003. بدأت من جديد في 9 حزيران/يونيه 2005.",0
"1467","وقد أعيد تحديد اختصاصها في آذار/مارس 2006 بموجب لائحة بعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو رقم 2006/50، التي كلفت لجنة كوسوفو بتسوية المطالبات المتعلقة مباشرة بالنزاع المسلح الذي وقع بين 27 شباط/فبراير 1998 و20 حزيران/يونيه 1999 أو الناجمة عنه فيما يتعلق بالممتلكات الخاصة غير المنقولة، بما في ذلك الممتلكات الزراعية والتجارية.",0
"1468","التمويل ""ويعرب مجلس الأمن عن بالغ قلقه من أن حقول النفط والبنية التحتية ذات الصلة التي يسيطر عليها تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وربما أفراد وجماعات ومؤسسات وكيانات أخرى مرتبطة بتنظيم القاعدة تدر جزءا كبيرا من دخل الجماعات التي تدعم جهود التجنيد التي تبذلها وتعزز قدرتها العملياتية على تنظيم وتنفيذ الهجمات الإرهابية.",1
"1469","ففي غرب دارفور، على سبيل المثال، هاجمت قوات المتمردين مركزاً للشرطة في تونجفوكا في أكتوبر 2003.",1
"1470","وبعد القصف، هاجمت قوات الجنجويد ودمرت المنازل ونهبت الممتلكات.",1
"1471","تتزايد وتيرة الهجمات، بما في ذلك الهجمات بالقذائف المدفعية، كما أن المجندين متواجدون بكثرة.",1
"1472","وقد جرّمت جميع الدول الآن في قانونها المحلي توفير الملاذ الآمن للإرهابيين ومؤيديهم واستخدام أراضيها لارتكاب أعمال إرهابية أو الإعداد لها ضد دول أخرى أو مواطنيها.",1
"1473","100. وقد تجاوزت دول المنطقة دون الإقليمية مجرد نهج إنفاذ القانون لمواجهة التحدي الذي تشكله الجماعات الإرهابية.",0
"1474","أعيد تصنيف المطالبة إلى خسارة ممتلكات ملموسة ومخزون ونقدية.",0
"1475","وقد تم الإبلاغ عن 1283 عملية اختطاف بدافع الإرهاب في عام 2012، ويمكن أن يسلم رهينة واحد فدية من سبعة أرقام إلى أيدي الإرهابيين.",1
