"","ar","MatConf"
"1913","""يؤكد مجلس الأمن من جديد أهمية مبدأ عدم الإعادة القسرية، وحق اللاجئين في العودة طوعا إلى سوريا، ويشجع البلدان المجاورة لسوريا على حماية جميع الأشخاص الفارين من العنف في سوريا، بما في ذلك الفلسطينيين.",0
"1914","33 - وفي 3 أيلول/سبتمبر، أبلغت حكومة الهند الأمم المتحدة بقرارها بعدم تجديد العقد المتعلق بنشر ست طائرات عمودية (Mi-17) للبعثة لما بعد 31 تشرين الأول/أكتوبر.",1
"1915","ونتيجة لذلك، جرى تجاوز الحد الفاصل فيما يتعلق بالتهديدات الأمنية لكثير من البلدان في أفريقيا وخارجها، بما في ذلك دول أعضاء في هذا المجلس، مما فضح أوجه ضعفها.",0
"1916","""ويؤكد مجلس الأمن على أن التجمع الكونغولي من أجل الديمقراطية/فصيل غوما سيخضع للمساءلة عن أي عمليات إعدام تجري خارج النظام القضائي، بما في ذلك بين أفراد المجتمع المدني أو المعتقلين في مراكز الاعتقال التابعة له في كيسنغاني.",0
"1917","وتتفق درجة العَطَب الذي أصاب القطع المتشظية المعدنية التي عرضتها الشرطة علينا (قيل إن منشأها يعود إلى سيارة من طراز ميتسوبيشي كانتر) مع القطع المتشظية التي نتوقع حدوثها لو أن السيارة كانت موجودة في مركز الانفجار.",1
"1918","وعلى الصعيد المتعدد الأطراف، انضمت جمهورية غينيا إلى الاتفاقية A/P.1/7 لمنظمة الوحدة الأفريقية، لعام 1992، المتعلقة بالمساعدة القضائية المتبادلة.",0
"1919","كما أن هذه المجالات حددت بصفتها أولويات للعديد من كيانات الأمم المتحدة في خطة العمل للفترة 2005-2007.",0
"1920","المقرر عقدها يوم الخميس، 15 أيلول/سبتمبر 2011، الساعة 30/18",0
"1921","وفقا للمادة 55 من النظام الداخلي المؤقت لمجلس الأمن، صدر البلاغ التالي عن طريق الأمين العام عوضاً عن محضر حرفي:",0
"1922","رابعا - إعادة بسط سلطة الدولة",0
"1923","16 - وأثناء الفترة المشمولة بالتقرير، واجهت قوة الأمم المتحدة، في بعض المناسبات، قيوداً جديدة على حرية حركتها في منطقة عملياتها عرّضت في بعض الحالات سلامة قوات حفظ السلام التابعة للأمم المتحدة وأمنها للخطر.",1
"1924","غير أنه بالرغم من زيادة الاهتمام والتطورات الإيجابية الأخيرة في هذا المجال، لا يزال هناك العديد من التحديات في الميدان فيما يتعلق بالتنفيذ، لا سيما التحديات ذات الصلة باستمرار الافتقار إلى الوضوح فيما يتعلق بمفهوم حماية المدنيين وتفعيلها، وآليات التنسيق الداخلي والخارجي، والإنذار المبكر والاستجابة السريعة، وتقديم الدعم إلى قوات الأمن التابعة للحكومة المضيفة، وقدرات القوات، وتوفير الموارد.",0
"1925","لا، لم يتم التعرف على أي من الأفراد أو الكيانات داخل إقليم مالطة.",0
"1926",":: القاعدة التنظيمية الحكومية رقم 2/2001 المتعلقة بحماية الضحايا والشهود من انتهاكات حقوق الإنسان الجسيمة؛",0
"1927","في 8 تشرين الثاني/نوفمبر 2014، استهدفت قوات النظام مدينة الشيخ مسكين فقتلتخمسة أشخاص منهم طفلان وامرأتان.",1
"1928","36 - وتمثل أفريقيا وآسيا والمحيط الهادئ 53 في المائة من عمليات الخطف التي سجلت في جميع أنحاء العالم في عام 2012، وهو ما يشكل زيادة عن النسبة البالغة 18 في المائة في عام 2004. أما منطقة الشرق الأوسط، فتمثل 19 في المائة من عمليات الخطف التي سجلت في جميع أنحاء العالم في عام 2012، وهو ما يشكل زيادة عن النسبة البالغة 4 في المائة في عام 2008().",1
"1929","وقتلت قوات النظام 231 شخصا وقتل المتطرفون ثلاثة أشخاص وقتلت الجماعات المسلحة شخصين.",1
"1930","وتمكنت قوات المعارضة - التابعه لمحمد ابراهيم حبسادي - من السيطرة على بايدوا في 26 أو 27 آذار/مارس، أو نحو ذلك، بإلحاقها هزيمة منكرة بمليشيات الرئيس يوسف والشيخ مادوبي.",1
"1931","ورد الضباط بأن ''الأمر سواء على أي حال``، وبدأوا في تخريب المنزل.",1
"1932","وفي 30 آب/أغسطس، أصدر المجلس بيانا إلى الصحافة بشأن القرصنة والسطو المسلح في البحر في خليج غينيا.",1
"1933","في جلسة مجلس الأمن 5659، المعقودة في 12 نيسان/أبريل 2007، أدلى رئيس مجلس الأمن باسم المجلس بالبيان التالي فيما يتعلق بنظر المجلس في البند المعنون ""الأخطار التي تهدد السلام والأمن الدوليين بسبب الأعمال الإرهابية"":",1
"1934","تقرير الأمين العام عن الحالة في أبيي (S/2011/451).",0
"1935","ولم يستطع شهود العيان أن يحددوا فعلا من الذي أطلق النيران عليهم: هل القوات الموازية أم الشرطة أم أفراد الدرك.",1
"1936","وتنشر صحف يومية أخرى من قبيل ``فراتيرنيتي ماتان"" و ``نوتر فوا'' القريبتين من حزب الجبهة الشعبية الإيفوارية لغة خطاب قومية تحرض على الحرب الشاملة.",1
"1937","وبناء عليه يشرفني، باسم جماعة شرق أفريقيا، أن أبلغ بهذا الموقف المشترك وأن أطلب علاوة على ذلك توجيه انتباه مجلس الأمن التابع للأمم المتحدة إليه للنظر فيه.",0
"1938","أتشرف بأن أحيل طيه تقرير لجنة مجلس الأمن المنشأة عملا بالقرار 1521 (2003) بشأن ليبريا، الذي يتضمن سردا لما اضطلعت به اللجنة من أنشطة خلال الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014. والتقرير، الذي اعتمدته اللجنة، مقدم وفقا لمذكرة رئيس مجلس الأمن المؤرخة 29 آذار/مارس 1995 (S/1995/234).",0
"1939","ويرسي هذا التقرير أيضاً ثلاثة نهج محددة لتعزيز تنفيذ الجزاءات. :: أولا منع مبالغ الفدية التي تدفع إلى تنظيم القاعدة والجماعات المنتسبة له، بهدف تعزيز عملية تجميد الأصول :: ثانيا استعمال الاستدلالات البيولوجية وإجراء تغييرات في المعايير الوطنية لتحديد الركاب غير المصرح لهم باستخدام وسائل السفر، تعزيزاً لحظر سفر الأفراد المدرجين في القائمة :: ثالثا النهوض بعمليات تحليل الأجهزة المتفجرة المرتجلة التي يستخدمها تنظيم القاعدة والجماعات المنتسبة له واتخاذ تدابير للحد من توافر العناصر المكونة لتلك الأجهزة.",1
"1940","وتحتم أيضا تأجيل هذا الاجتماع بناء على طلب الجانب الأبخازي.",0
"1941","153 - وأحرزت هذه المنطقة دون الإقليمية تقدما حسناً في الامتثال للقرار 1373 (2001)، ولا سيما في مجال مكافحة تمويل الإرهاب واعتماد تدابير تتعلق بمراقبة الموانئ والمطارات.",0
"1942","فقد أدى في السنوات الأخيرة دفع عدد من مبالغ الفدية الكبيرة إلى تنظيم القاعدة والجماعات المنتسبة له إلى جعل الخطف تكتيكا أساسيا للتنظيم.",1
"1943","وفي 23 تشرين الثاني/نوفمبر 2014، أطلقت طائرات النظام الحربية قذيفتين على مسجد حرويل بحي العرضي في مدينة دير الزور فألحقت أضرارا بالمسجد والمنازل القريبة.",1
"1944","وأعرب أعضاء مجلس الأمن مرة أخرى عن استهجانهم الشديد لما يرتكبه هذا التنظيم من أعمال قتل أو اختطاف أو اغتصاب أو تعذيب في حق جميع العراقيين ورعايا دول أخرى، وكقيامه بتجنيد الأطفال واستخدامهم.",1
"1945","ويشتبه فضلا عن ذلك في أن واحدا منهم شارك في الاعتقال غير القانوني للمدنيين، وأن اثنان منهم يشتبه في ضلوعهما في قتل مدنيين باعتبار ذلك جرائم ضد الإنسانية.",1
"1946","وتشمل الخطوات الرئيسية لأية عملية انتقالية ما يلي:",0
"1947","كما يعتقد العديد من الخبراء، والمنظمات والوكالات الدولية في مجال مكافحة الإرهاب أنه من المهم مراقبة النظم والعناصر مزدوجة الاستعمال المتاحة تجاريا التي يمكن استخدامها في الهجمات الإرهابية.",0
"1948",":: 14 شباط/فبراير 2005، مقتل رفيق الحريري و 22 آخرين في انفجار ضخم قبالة الواجهة البحرية في وسط بيروت.",1
"1949","وفي تلك الظروف لا يجوز لوم مكتب الأمم المتحدة على عملية إطلاق النار على أفراد الشرطة الوطنية.",1
"1950","ويرد في الفقرات 63-65 أدناه شرح للأساس المنطقي الذي استند إليه الفريق في قراره هذا.",0
"1951","''ويكرر مجلس الأمن التأكيد على أن الدول ملزمة بمنع توريد الأسلحة وما يتصل بها من أعتدة بجميع أنواعها، بما فيها الأسلحة والذخائر، والمركبات والمعدات العسكرية، والمعدات شبه العسكرية، وقطع الغيار اللازمة لما سبق ذكره، إلى تنظيم الدولة الإسلامية في العراق والشام وجبهة النصرة وسائر الأفراد والجماعات والمؤسسات والكيانات المرتبطة بتنظيم القاعدة، من أراضيها أو من جانب رعاياها الموجودين خارج أراضيها، أو باستخدام طائراتها أو السفن التي ترفع أعلامها، ومنع توفير المشورة التقنية أو المساعدة أو التدريب فيما يتعلق بالأنشطة العسكرية، كما يكرر المجلس نداءاته للدول كي تجد السبل الكفيلة بتكثيف وتسريع تبادل المعلومات العملية المتعلقة بالاتجار بالأسلحة وتعزيز التنسيق في الجهود المبذولة على المستويات الوطني ودون الإقليمي والإقليمي والدولي.",0
"1952","وفي 9 تشرين الثاني/نوفمبر 2014، ألقت الطائرات العمودية التابعة للنظامعدة براميل متفجرة على مدينة داعل فقتلتستة أشخاص منهم طفلان وألحقت أضرارا بمباني سكنية.",1
"1953","ويُعّرف قانون عام 1939، بصفة أعم، كلمة ""منظمة"" بأنها تشمل الرابطات والجمعيات وغيرهما من المنظمات أو تجمعات الأشخاص أيا كانت طبيعتها أو نوعها وسواء كانت معروفة باسم متميز أو لم يكن لها أي اسم.",0
"1954","41 - وعلاوة على ذلك، لم تشترط برامج جزاءات الأمم المتحدة أن تكون الجهات المستهدفة قد أدينت من إحدى المحاكم.",1
"1955","المقرر عقدها يوم الخميس، 31 آذار/مارس 2005، الساعة 30/22",0
"1956","وأنشأت أربع دول وحدات متخصصة لإنفاذ قوانين مكافحة الإرهاب، واتخذت ثلاث دول خطوات في هذا الاتجاه.",1
"1957","28 - وقال نائب الممثلة الخاصة للأمين العام إنه منذ نشوب النزاع في كانون الأول/ ديسمبر 2013، وردت تقارير من خلال آلية الرصد والإبلاغ تشير إلى أن كلا الطرفين في النزاع مسؤولان عن الانتهاكات والتجاوزات ضد الأطفال، بما في ذلك القتل والتشويه، والتجنيد والاستخدام، والعنف الجنسي.",1
"1958","وقد حصلت اللجنة على أدلة موثوقة على استخدام طائرات الهليكوبتر من طراز Mi-8 و Mi-24 وطائرات طراز أنتونوف خلال الهجمات الجوية على القرى.",1
"1959","كما درب موظفي المصرف المركزي على إجراءات الرقابة القائمة على المخاطرة في مجال مكافحة غسل الأموال وتمويل الإرهاب.",0
"1960","24 - لا تزال مشاكل الحفاظ على القانون والنظام تساهم في هشاشة الحالة الأمنية في بعض جهات كاتنغا، حيث لم تتمكن الحكومة الانتقالية من إقامة آليات أمنية فعالة لحماية المدنيين.",1
"1961","ويشــمل عملهم الإرهـــابي مجموعة واســـعة من الأنشــطة التي تشمل: الهجمات التفجيرية، بما فيها التفجيرات الانتحارية، واحتجاز الرهائن المؤدي إلى الوفاة، وصنع القنابل، وعمليات التجسس الإرهابي، والتدريب الإرهابي، وتزوير الوثائق، وتوفير عدد من وسائل الدعم المالي والمادي، بما في ذلك تمويل ومراقبة موقع شبكي يستعمل لنشر البيانات والصور المتعلقة بتنظيم القاعدة().",1
"1962","وإذ يعيد التأكيد على أن مواصلة بذل الجهود الدولية لتعزيز الحوار وتوسيع آفاق التفاهم بين الحضارات، سعيا إلى منع الاستهداف العشوائي للأديان والثقافات المختلفة، ومعالجة الصراعات الإقليمية المتبقية دون حل، والقضايا العالمية بشتى أنواعها بما فيها قضايا التنمية ستساهم في تعزيز المكافحة الدولية للإرهاب،",0
"1963","107 - وتندرج تحت الفئة الثانية مليشيات ذات أبنية تنظيمية شبه عسكرية تتوازي مع القوات النظامية، ومن ضمنها جماعات تعرف باسم ""القوة الضاربة"" والمجاهدين والفرسان.",1
"1964","والنتيجة، أن المحتجز يصبح محتجزا مجهولا، وتتجاوز فترة احتجازه في بعض الأحيان 12 شهرا، بدون توجيه اتهام له، وبدون إمكانية الحصول على محام، وعدم المثول أمام المحكمة وعدم السماح بالزيارات له.",1
"1965","""ويشير مجلس الأمن إلى أنه لا يزال يتعين تنفيذ أوامر الاعتقال الصادرة عن المحكمة الجنائية الدولية بحق جوزيف كوني، وأوكوت أوديامبو، ودومينيك أونغوين، بتهم تشمل، فيما تشمل، ارتكاب جرائم حرب وجرائم ضد الإنسانية، بما في ذلك أعمال القتل والاغتصاب وتجنيد الأطفال عن طريق الاختطاف، ويهيب بجميع الدول أن تتعاون مع السلطات الأوغندية والمحكمة الجنائية الدولية على تنفيذ تلك الأوامر، وتقديم المسؤولين عن ارتكاب هذه الفظائع إلى العدالة.",1
"1966","121 - ""الجنجويد"" الذين يشير إليهم معظم الضحايا في الصراع القائم هم مليشيات عربية تغير على قرى هؤلاء الضحايا ممتطين الخيول أو الجمال، يقتلون وينهبون ويحرقون ويغتصبون.",1
"1967","وإذ يحث [الدولة المتأثرة] على القيام، بالتنسيق مع المجتمع الدولي، بعملية إصلاح شاملة لأجهزة الشرطة والقضاء والسجون، وحماية وتعزيز حقوق الإنسان والحريات الأساسية، ووضع حد للإفلات من العقاب.",0
"1968","وفي 2 تشرين الثاني/نوفمبر 2014، نصبت قوات النظام كمينا عند قرية اللحونة فقتلت 13 شخصا.",1
"1969","ومن شأن تجميد الأصول أن يقيد ممولي الإرهاب ويحد من فرص وصولهم إلى النظام المصرفي الرسمي، ومن قدرتهم على إقامة شراكات مع الكيانات المشروعة().",1
"1970","ولا يزال القلق يساورني من أن اجتماع انعدام الثقة بين الأطراف مع استمرار وجود الميليشيات قد يؤدي إلى توترات واحتمالات لانعدام الأمن والاستقرار في لبنان وخارجه.",1
"1971","المجموع: 500 + 300 = 800 ألف دولار",0
"1972","١٨ - خلال الفترة المشمولة بالتقرير، أضرت الهجمات التي تشنها الجماعات المتطرفة في شمال مالي وتصاعد العنف في شمال شرقي نيجيريا بالأمن والاستقرار في المنطقة. وشكّل أثر العنف المرتبط بجماعة بوكو حرام في الجزء الجنوبي من النيجر وفي أقصى شمال الكاميرون مصدر قلق خاص.",1
"1973","(د) فلاديفوستوك، الاتحاد الروسي (مرة في الأسبوع)؛",0
"1974","7 - الحالة في ليبريا (22 كانون الثاني/يناير 1991؛ 17 كانون الأول/ديسمبر 2009).",0
"1975","(أ) إذا أسفر فعله عن ضرر بدني جسيم؛",1
"1976","وفشلت مفجِّرة أخرى في تفجير قنبلتها وأُلقي عليها القبض بعد ذلك بأيام قليلة.",1
"1977","ومن خلال جزء من كتلة المحرك التي وجدت وجُمعت في مسرح الجريمة، استنتج أن المحرك هو محرك سيارة ميتسوبيشي مسروقة في 12 تشرين الأول/أكتوبر 2004 في مدينة ساغا ميهارا، اليابان.",1
"1978","وتأثرت النساء والأطفال، ولا سيما الفتيات، جراء أعمال العنف والنزاعات المستجدة التي نجمت عن انتشار الميليشيات والجماعات المسلحة المرتبطة في بعض الحالات بالتطرف العنيف، في حين لا يزال العديد من النزاعات التي طال أمدها ينتظر تسويتها.",1
"1979","وكان هناك الكثير من الناس لأن المكان يُعتبر آمنا.",0
"1980","وقبضوا على العديد من الرجال وأخذوهم إلى مركز الشرطة.",1
"1981","البيان الختامي الصادر عن مجموعة العمل من أجل سوريا",0
"1982","152 ديناراً كويتياً لكل فرد x 837 عاملاً x 7 أشهر/17 شهراً = 387 52 ديناراً كويتياً.",0
"1983","ومن ناحية أخرى، تنشر كتائب الموت والميليشيات المؤلفة من عناصر مستقلة الرعب وترتكب أعمال الإعدام والخطف.",1
"1984","رابعا - تنفيذ قرار مجلس اﻷمن ٣٣٨ )١٩٧٣(",0
"1985","10 - يقرر أن تكون ولاية البعثة على النحو التالي، حسب ترتيب الأولوية:",0
"1986","وستكون زيادة القدرات العسكرية وقدرات الشرطة المتوفرة للبعثة، بالإضافة إلى قوات الشرطة الوطنية الهايتية وإلى 600 3 فردا من مساعدي الأمن المحليين للانتخابات (انظر S/2005/313، الفقرة 10).",1
"1987","الحالة في جمهورية أفريقيا الوسطى (6 آب/أغسطس 1997؛ 14 كانون الأول/ ديسمبر 2010)",0
"1988","161 - وفضلا عن ذلك، ففي عام 1995، رأت دائرة الاستئناف للمحكمة الجنائية الدولية ليوغوسلافيا السابقة، في حكمها في قضية تاديتش (الطعن التمهيدي) أن المجموعة الرئيسية للقانون الإنساني الدولي تنطبق أيضا على الصراعات الداخلية بوصفها مسألة قانون عرفي، وفوق ذلك، تشكل الانتهاكات الجسيمة لهذه القواعد جرائم حرب().",0
"1989","وتم تسليم المركبتين إلى راي لوس ومعهما 31 زيا رسميا لوحدة الشرطة الاحتياطية التابعة لشرطة تيمور ليشتي الوطنية في 23 أيار/مايو. وفي 24 أيار/مايو شارك راي لوس ورجاله في الهجوم على دوريات الجنود التابعين لقوات الدفاع الوطنية التيمورية، وهم يرتدون الزي الرسمي لوحدة الشرطة الاحتياطية.",1
"1990","تقرير الأمين العام عن الحالة في أبيي",0
"1991","16 - هل أدرجتم أسماء الأشخاص المحددين في القائمة على ""قائمة الإيقاف"" الخاصة ببلدكم؟ يرجى إيراد بيان موجز بالخطوات المتخذة والمشاكل التي صودفت.",0
"1992","لكن يبدو أن المؤسسات المالية وغيرها من الهيئات المعنية بالتنفيذ لم تأخذ علما بذلك بعد، ويوصي الفريق اللجنة والدول بإيجاد السبل للفت الانتباه إلى هذه المسألة على نطاق أوسع.",0
"1993","وأدت حملة نزع السلاح التي جرت في تموز/يوليه إلى مقتل 4 من شباب قبيلة الشُلك واحتجاز 11 منهم، ظلوا رهن الاحتجاز لدى الجيش الشعبي حتى تاريخه، فضلا عن ورود تقارير تفيد بقيام الجيش الشعبي بنهب المنازل والماشية.",1
"1994","المقرر عقدها يوم الجمعة، 22 تشرين الأول/أكتوبر 2004، الساعة 15/10",0
"1995","236 - ولم يحص عدد القرى المحروقة والمدمرة على وجه الدقة، غير أن عدة مصادر قدرت مدى الدمار من خلال تقارير شفوية ومعاينات للمواقع وغيرها من الأدلة.",1
"1996","(ب) لم يكن هناك أي تنسيق بين جميع الأجهزة الأمنية الموجودة على مسرح الجريمة.",1
"1997","فنتيجة هذه التخفيضات ستكون خسارة أخرى في مصداقية نظام القضاء والثقة فيما بين السكان بوجه عام ومجتمعات الأقليات بصفة خاصة.",0
"1998","وتدعي الشركة أن سفينة، ""Sea Music II"" ، كانت أمام أرصفة مصفاة الشعيبة في 2 آب/أغسطس 1990 وتم تحميلها جزئياً بشحنة من الكبريت.",0
"1999","ونُقل عن إحدى المنظمات أنه قد استعملت أساليب قتل قاسية ولا إنسانية، منها مثلا حالتان من القتل عن طريق الصلب.",1
"2000","28 - المجلس مصمم على النظر في فرض جزاءات فردية على منتهكي الحظر على توريد الأسلحة إلى جمهورية الكونغو الديمقراطية.",1
"2001","ويمكن بالتالي، بحسب ملابسات كل حالة على حدة، وفي إطار مبدأ العمل الإجرامي المشترك، الاشتباه في أنهم ارتكبوا جرائم ضد الإنسانية بقتل مدنيين وبأعمال الاغتصاب والتعذيب والتشريد القسري للمدنيين؛ وجريمة حرب بشن هجمات عشوائية على المدنيين؛ وبتدمير أهداف مدنية وبأعمال النهب.",1
"2002","49- وخلال فترة المجاعة، استُخدم التلقين العقائدي الإيديولوجي للحفاظ على النظام وكان الثمن أن تفاقم الجوع إلى حد خطير وانتشرت المجاعة.",1
"2003","وفي هذا المجال، نود أن نشير أيضا إلى قانون تنفيذ القواعد الجمركية الأوروبية التي تسري هنا.",0
"2004","(ح) تقديم إحاطة إلى المجلس، عن طريق اللجنة، في منتصف المدة، خلال 90 يوما من إنشائه؛",0
"2005","بيد أنه ليس في وسع اللجنة أن تخلص إلى أن تلك الأعمال تشكل جزءا من هجوم ""منهجي"" أو ""واسع النطاق"" ضد السكان المدنيين.",0
"2006","(ق.ق: 433 د.ع (20)-30/3/2008)",0
"2007","7 - ومن شأن اعتماد البرلمان لقانون الانتخابات أن يمكن اللجنة الانتخابية المستقلة من وضع الجدول الزمني الانتخابي والمضي قدما في تنظيم الانتخابات.",0
"2008","98 - وسيتم التصدي للمخاطر الصحية الخاصة المرتبطة بالخدمة في منطقة البعثة من خلال كفالة التغطية الطبية في مسرح العمليات ابتداء من الرعاية الأساسية إلى خدمات المستوى الثالث الطبية بالمستشفيات.",0
"2009","ولقي 363 من المقتولين حتفهم على أيدي قوات النظام، بمن فيهم 82 طفلا و 48 امرأة، بينما قتلت الدولة الإسلامية 17 شخصا.",1
"2010","تحديد هوية الفاعلين المحتملين للجرائم الدولية",1
"2011","يشير إلى أن حماية المدنيين تستوجب استجابة منسقة بين جميع العناصر المعنية في البعثة، ويشجع [البعثة] على تعزيز التفاعل، تحت سلطة الممثل الخاص للأمين العام، بين عنصريها المدني والعسكري على جميع المستويات وبين الجهات العاملة في المجال الإنساني، من أجل توحيد الخبرات في مجال حماية المدنيين.",0
"2012","ومن ثم، فإن معظم انتهاكات حقوق الإنسان التي وقعت خلال اليومين يمكن أن تُوصف بالمذبحة، التي تكرر فيها ارتكاب أعمال الإعدام بإجراءات موجزة، والتعذيب، واختفاء الأشخاص، والاعتقالات التعسفية على أيدي وحدات قوات الأمن والقوات الموازية بالتنسيق أو بالتواطؤ فيما بينها.",1
"2013","وفي مخيم سمارة، من المقرر البدء بالتسجيل المسبق في اﻷسبوع الثالث من شهر أيار/ مايو ١٩٩٨.",0
"2014","المبادئ التوجيهية لإنفاذ مكافحة غسل الأموال وتمويل الإرهاب",1
"2015","يطلب إلى الأمين العام أن يكفل ما يلي: (أ) استمرار رصد حالة الأطفال وتقديم تقارير عنها، في إطار التقارير المشار إليها في الفقرة 12 أعلاه؛ (ب) مواصلة الحوار مع أطراف النـزاع بهدف إعداد خطط عمل محددة بأطر زمنية لوضع حد لتجنيد واستخدام الجنود الأطفال والانتهاكات الأخرى ضد الأطفال بموجب القانون الإنساني الدولي والقانون الدولي لحقوق الإنسان؛",0
"2016","وعلى الرغم من هذا القرار، تتواصل عمليات التدمير.",1
"2017","وهاجموا وقتلوا 54 شخصا وجرحوا 24 شخصا آخر، وحرقوا منازل قبل انسحابهم، ونهبوا أبقارا وممتلكات منزلية.",1
"2018","ثانيا - تطور المخاطر والتهديدات وأثر التنفيذ",0
"2019","ويعرب عن عميق تعاطفه وخالص تعازيه لضحايا هذا العمل الإرهابي الشائن وأفراد أسرهم، ولباكستان حكومة وشعبا.",1
"2020","وتشكل المصالح الأجنبية المحرك الرئيسي لصناعة صيد الأسماك على نطاق تجاري.",0
"2021","(أ) مراعاة الاحتياجات الخاصة للمرأة والفتاة أثناء الإعادة إلى الوطن وإعادة التوطين وما يتعلق من هذه الاحتياجات بإعادة التأهيل وإعادة الإدماج والتعمير بعد انتهاء الصراع؛",0
"2022","فكلا الجانبين لم يسحبا قواتهما من المنطقة، في مخالفة لاتفاق 20 حزيران/يونيه 2011.",1
"2023","وخلال الفترة من آب/أغسطس 2004 إلى نيسان/أبريل 2007، عبرت من الجنوب إلى الشمال سلع تقارب قيمتها 000 500 جنيه قبرصي (حوالي 1 مليون دولار).",0
"2024","38 - وفي 20 أيلول/سبتمبر، أكمل 778 ضابطا تدريبهم بأكاديمية الشرطة. وكان من بين هؤلاء 35 امرأة و 148 من الأفراد السابقين بالجيش.",1
"2025","وقد تبقى الدعاية والهجمات الصاروخية وأجهزة التفجير المرتجلة والمفجرون الانتحاريون من حين لآخر هي الأسلحة الرئيسية التي تستعملها القوى المسلحة المعارضة.",1
"2026","وكان ثمة مشكلة إضافية هي أن الحكومة لم يكن متوفرا لديها فيما يبدو موارد عسكرية كافية نظرا لأن كثيرا من قواتها كان لا يزال موجودا في الجنوب ومن وجد منهم في دارفور كان موزعا بالأساس على المراكز الحضرية الرئيسية.",1
"2027","(ج) تشغيل وصيانة مرافق أساسية (700 110 ريال سعودي)؛",0
"2028","فليس ثمة، حسب البنك الدولي، من عامل أشد تقويضا لمناخ الاستثمار من انعدام الأمن المسلح().",1
"2029","وخلصت اللجنة إلى أن وزير الداخلية والقائد العام تجاوزا الإجراءات المؤسسية من خلال النقل غير القانوني للأسلحة داخل المؤسسة؛",1
"2030","ونُشر في المجموع 72 في المائة من العدد المقرر لأفراد الشرطة (5 في المائة منهم نساء).",1
"2031","17 - وفي 7 كانون الثاني/يناير 2003، أصدرت محكمة النظام العسكري أحكاما بالإعدام على 30 شخصا من بين 150 شخصا اتهموا في بداية الأمر بالاشتراك والتورط في اغتيال الرئيس الراحل لوران ديزيريه كابيلا أو بارتكاب أي من الفعلين.",1
"2032","22 - يطلب من الأمانـة العامة أن تنشر في موقع اللجنة على شبكة الإنترنت، فور إضافة اسم إلى القائمة، جميع المعلومات القابلة للنشر عن صاحب الاسم، بما في ذلك الموجز السردي لأسباب إدراجه على القائمة، ويطلب إلى الأمين العام أن يتيح، في الوقت المناسب وبصورة دقيقة، بجميع اللغات الرسمية للأمم المتحدة جميع قيودات القائمة والموجزات التي تسرد أسباب الإدراج على القائمة، ويلاحظ الظروف الفريدة المقدم فيها هذا الطلب، الذي يستهدف مواءمة ما تتبعه هذه اللجنة من إجراءات في ترجمة ما تصدره من قوائم وموجزات سردية مع الإجراءات التي يتبعها في هذا الصدد غيرها من لجان الجزاءات المفروضة من مجلس الأمن التابع للأمم المتحدة؛",0
"2033","٣٦ - وفي غامبيا، احتجت الجماعات المعارضة ضد السلطات الحكومية لعدم مساءلة من يُدعى أنهم ارتكبوا انتهاكات لحقوق الإنسان. وفي 4 تشرين الثاني/نوفمبر، تقدم الرئيس السابق لهيئة أركان الجيش، الجنرال لانغ تامبا، وستة أشخاص متهمين معه باستئناف أمام المحكمة العليا ضد حكم الإعدام للخيانة والتآمر الذي أصدرته بحقهم المحكمة العليا في تموز/يوليه 2010، وأيدته محكمة الاستئناف في تشرين الأول/أكتوبر 2012.",1
"2034","11 - فبادئ ذي بدء، تأثرت الأسلحة المتاحة في سوق بكارا للأسلحة في أوائل فترة الولاية بأنشطة المراقبة التي تضطلع بها فرق العمل البحرية الأجنبية العاملة في خليج عدن.",1
"2035","فهو يعلم من هو المخلص أو المؤهل ومن هو غير مخلص وغير مؤهل.",0
"2036","وفي كينيا، حوكم 160 فردا مشتبها في كونهم قراصنة، بينما لا يزال 4 آخرون قيد المحاكمة.",1
"2037","82 - التوصيات ذات الأولوية هي: (أ) تشجيع الدول على اعتماد أطر قانونية لمكافحة الإرهاب تكون شاملة ومتسقة ومن شأنها تيسير تنفيذ استراتيجيات سليمة ومنسجمة من الناحية القانونية لمكافحة الإرهاب؛",0
"2038","38 - وترد في المرفق 1 قائمة بجميع مواد القانون الجنائي المتعلقة بهذا الموضوع.",0
"2039","(ز) لا يمكن تحميل قائد القوات المسلحة المسؤولية الجنائية عن قيام جنود قوات الدفاع بإطلاق النار على ضباط الشرطة الوطنية بعد وقف إطلاق النار في 25 أيار/مايو؛",1
"2040","وإذ يتصرف بموجب الفصل السابع من ميثاق الأمم المتحدة،",0
"2041","إن مجلس الجامعة على المستوى الوزاري،",0
"2042","""في الجلسة 4597 المعقودة كجلسة خاصة في 8 آب/أغسطس 2002، نظر مجلس الأمن في البند المعنون ""الحالة المتعلقة بجمهورية الكونغو الديمقراطية"".",0
"2043","فحماية المدنيين واجب طال تجاهله في الصومال.",0
"2044","وتولت هولندا أول رئاسة للمدونة في الفترة 2002-2003.",0
"2045","ومع أن هذه المبادرة أتت استجابة لنمو الاتجار بالمخدرات والجريمة المنظمة العابرة للحدود الوطنية في غرب أفريقيا، فإن وحدات مكافحة الجريمة العابرة للحدود الوطنية ستعمل بوصفها مراكز إنفاذ القانون تدعم القدرات التقنية والتحليلية على الصعيدين الوطني والإقليمي من أجل الاستجابة للتهديدات العابرة للحدود الوطنية.",0
