"","en","VerConf"
"1646","For instance, the judgement in a case known as Jagre al-Hadi al-Makbul and others describes how a combination of the police and armed popular forces numbering 39 left the inhabitants of Thabit at the mercy of a large contingent of fursan attackers.",1
"1647","Lengthy, inaccessible and largely open borders make effective border management extremely difficult and facilitate the activities of transnational criminal groups and terrorist groups.",1
"1648",":: Becoming a party to the instruments to which it is not yet a party; and",0
"1649","The United States must abandon the deliberate disregard and neglect that have been its practice for nearly seven years and led to the deterioration of the situation in the region.",1
"1650","15. A particular threat has arisen through increased use by terrorist groups and individuals of new information and communication technologies for recruitment, incitement and fund-raising, often across international borders.",1
"1651","One State cited a broad anti-radicalism plan, adopted in 2006, which aims to combat radicalization while also protecting democratic values.",0
"1652","Some Member States reiterated the need for stronger coordination across United Nations counter-terrorism entities.",0
"1653","18. Gulbuddin Hekmatyar (QI.H.88.03) is seen primarily as a threat to the peace and security of Afghanistan.",1
"1654","IX. Benchmarks 59. The benchmarks jointly identified by the Malian authorities, MINUSMA and the United Nations country team focus on three priority tasks identified in Security Council resolution 2164 (2014), namely security, stabilization and protection of civilians; support to the national political dialogue and national reconciliation; and support to the restoration of State authority throughout the country, the reconstruction of the Malian security sector, the promotion and protection of human rights and humanitarian aid.",0
"1655","The Council of Europe's PC-R-EV Committee",0
"1656","In exchange, the Belgrade authorities need to put an end to their tactic of obstruction, which prevents Kosovo Serbs from participating in the public institutions of Kosovo. The ""vacant chair policy"" entails major risks that the history of Kosovo will be written without the Kosovo Serbs.",1
