"","en_es_TRANSFORMERS","VerConf"
"1032","Los desequilibrios regionales en las tasas totales de inscripción de votantes deberían ser una seria advertencia a ese respecto.",1
"1033","Mi Gobierno reconoce las numerosas expresiones de condena e indignación que esta atrocidad ha generado, y valoramos especialmente la rápida reacción del Consejo de Seguridad a este horripilante crimen.",1
"1034","En ese contexto, consideramos importante señalar a la atención del Consejo de Seguridad las amenazas que plantean organizaciones religiosas radicales y extremistas como Hizb ut-Tahrir e instar al Consejo a que imponga las sanciones más enérgicas contra las organizaciones terroristas.",1
"1035","El Comité se esfuerza por asegurar que la Lista sea dinámica y responda a la evolución de la amenaza que plantea Al-Qaida.",1
"1036","El Consejo de Seguridad exhorta a los Estados Miembros a que cooperen con rapidez para resolver todas las cuestiones pendientes con miras a aprobar el proyecto de convenio general sobre el terrorismo internacional.",0
"1037","Hoy debo informar con mayor preocupación de que, a pesar de los considerables esfuerzos de la UNAMID, la situación de seguridad en Darfur no ha mejorado mucho.",1
"1038","Hay información de que, dado que tenían un control general efectivo sobre el personal militar que luchaba por los grupos rebeldes, eran conscientes de algunos delitos cometidos por ese personal militar o, al menos, deberían haber sabido lo que estaba sucediendo, pero no tomaron ninguna medida para impedir que se perpetraran las atrocidades.",0
"1039","37. En el marco del Plan de Estabilización y Reconstrucción y la Estrategia de Apoyo, se entregaron a las autoridades nacionales ocho instalaciones estatales, entre ellas instalaciones policiales y administrativas en los territorios de Masisi y Rutshuru, en Kivu del Norte; instalaciones policiales, administrativas y judiciales, en Walungu, Kivu del Sur; y un centro de capacitación náutica para la policía fronteriza en el distrito de Ituri.",0
"1040","Que se celebrará el jueves 16 de junio de 2005, a las 15.00 horas",0
"1041","Nos preocupa el deterioro de los niveles de vida de la población como resultado de las dificultades a las que se enfrentó el país en 2008, en particular como resultado de la crisis alimentaria mundial y los daños causados por los huracanes que azotaron la isla.",1
"1042","Tras las fuertes lluvias de abril y mayo, la morbilidad disminuyó en todo el centro y el sur de Somalia, hasta que se cerraron todos los centros de tratamiento del cólera en junio.",0
"1043","19. Condena en los términos más enérgicos todas las formas de violencia sexual y de otra índole cometidas contra civiles en los conflictos armados, en particular las mujeres y los niños, y se compromete a velar por que todas las operaciones de apoyo a la paz utilicen todas las medidas viables para prevenir esa violencia y hacer frente a sus efectos cuando tenga lugar;",1
"1044","Aparentemente su objetivo es proyectar una imagen de una supuesta amenaza para Kosovo y Metohija por parte de Serbia.",1
"1045","Se aplazaron las cuestiones de una sola región de Darfur y un Vicepresidente para Darfur.",0
"1046","Los dirigentes políticos y de la sociedad civil de Haití siguen clamando por el consenso nacional en esferas clave, como el presupuesto nacional, la educación, las prioridades de recuperación y desarrollo, las elecciones y la reforma constitucional.",1
"1047","La Comisión no puede estar de acuerdo con la posición del Gobierno de que las estadísticas que representan la labor de los comités indican una incidencia del delito de violación mucho menor de la que denuncian fuentes como las Naciones Unidas, la Unión Africana y otras organizaciones nacionales e internacionales.",1
"1048","iii) Limpieza del derrame de petróleo",0
"1049","El Consejo de Seguridad sigue profundamente preocupado por la amenaza del terrorismo y el riesgo de que agentes no estatales adquieran, desarrollen, trafiquen o utilicen armas de destrucción en masa y sus sistemas vectores.",1
"1050","La negativa de Azerbaiyán a entablar negociaciones directas con los representantes electos de Nagorno-Karabaj es uno de los principales impedimentos para la solución del conflicto mencionado por el representante de Azerbaiyán.",1
"1051","Dijo que nadie sabía quién había atacado el helicóptero desde que ocurrió el incidente cerca de Bentiu, donde las partes armadas están muy cerca unas de otras.",0
"1052","Juntos, esos desafíos ejercen presión política sobre los gobiernos y tienen un efecto directo y peligroso en la paz, la seguridad y la estabilidad de los países interesados.",1
"1053","Pero sigue existiendo el grave peligro de que, como resultado de esa decisión -- que viola los documentos de las conferencias de Bonn y Berlín -- el país se enfrente a una situación explosiva plagada de nueva resistencia armada y fragmentación interna de las estructuras de poder.",1
"1054","En este sentido, tomamos nota de las declaraciones formuladas por los principales representantes electos de Kosovo, quienes condenaron inmediatamente el crimen y pidieron que los autores fueran llevados ante la justicia.",1
"1055","La primera reunión consultiva sobre el fin de la transición en Somalia se celebró en Mogadiscio del 4 al 6 de septiembre de 2011.",0
"1056","Los grupos técnicos, cada uno de los cuales incluye al menos un representante de cada grupo temático, se ocupan, respectivamente, de la asistencia técnica; la financiación del terrorismo; la seguridad fronteriza, el tráfico de armas y la aplicación de la ley; cuestiones jurídicas generales; y cuestiones planteadas por el Consejo de Seguridad en la resolución 1624 (2005), así como los aspectos de derechos humanos de la lucha contra el terrorismo en el contexto de la resolución 1373 (2001).",0
"1057","7. Observa con preocupación los informes de la ONUCI sobre la vigilancia de los medios de comunicación y los medios de comunicación a los que se hace referencia en ellos por incitar a la violencia y reanudar el conflicto interno, y destaca que sigue dispuesta a imponer sanciones contra quienes obstruyan el proceso electoral, en particular la acción de la Comisión Electoral Independiente y de todos los demás agentes involucrados, y la proclamación y certificación de los resultados de las elecciones presidenciales y parlamentarias;",1
"1058","1. Ley de secretos oficiales de 1923 2.",0
"1059","Los lugares abarcan desde los establecidos para promover a determinadas personas, como Shamil Basayev en Chechenia, o grupos como Lashkar-E-Tayyiba en el Pakistán, hasta los que tienen por objeto justificar el terrorismo relacionado con Al-Qaida en general, como Voice of Jihad, u ofrecer adiestramiento terrorista, como Al-Battar.",0
"1060","Condenando todos los ataques contra el personal de mantenimiento de la paz y el personal humanitario de las Naciones Unidas, independientemente de sus autores, y destacando que los responsables de esos ataques deben ser llevados ante la justicia.",1
"1061","Sin embargo, la situación en materia de seguridad sigue siendo una verdadera preocupación para todos, a pesar de la disminución de los acontecimientos relacionados con la seguridad en diciembre de 2011 y enero de 2012, en comparación con el anterior período de presentación de informes de dos meses del año pasado.",1
"1062","21 de enero de 1992 Esta fecha es de 540 días después de la expedición de la mitad de las tres facturas resarcibles, de conformidad con la fecha de vencimiento de la factura.",0
"1063","En uno de los incidentes, en la aldea de Korcha-Turgu, a primera hora de la mañana, en algún momento de agosto de 2003, cientos de árabes Janjaweed atacaron la aldea, llevaban uniformes verdes del ejército y cabalgaban a caballo y camellos, rodearon la aldea y comenzaron a disparar contra hombres y niños.",0
"1064","85. Desde la imposición de medidas del Consejo de Seguridad a Côte d'Ivoire, el Gobierno ha restringido la adquisición de armas y municiones, debido a un intenso programa de adquisiciones previo al embargo y al uso limitado de armas y municiones durante el breve período de intenso conflicto armado de 2004.",0
"1065","(Resolución 486/21 de la Cumbre, aprobada el 30 de marzo de 2009)",0
"1066","Siete Estados cuentan con estructuras institucionales para aplicar estrategias de lucha contra el terrorismo.",0
"1067","El Consejo de Seguridad toma nota de la publicación del ""Memorándum de Rabat sobre buenas prácticas para la eficacia en la lucha contra el terrorismo en el sector de la justicia penal""; ""Memorándum de Roma sobre buenas prácticas para la rehabilitación y reintegración de los delincuentes extremistas violentos""; y ""Memorándum de Argel sobre buenas prácticas para prevenir y negar los beneficios del secuestro de prisioneros por terroristas"".",0
"1068","No recordó ningún detalle, pero no fue a la escena de la explosión.",0
"1069","Si bien la amenaza que plantea Al-Qaida como organización terrorista mundial ha disminuido, la amenaza que plantean sus afiliados y sus ideas infecciosas persiste.",1
"1070","b) Otras pérdidas: 3.891.254 dólares de los EE.UU.",0
"1071","Luego se pueden combinar como binomios, trinomios y polinomios.",0
"1072","El mantenimiento de ese nivel de financiación paralizaría a cualquier gobierno, y mucho menos a una autoridad bajo ocupación. Si los fondos no se desbloquean inmediatamente, esta medida amenazará los logros de la Autoridad Palestina en materia de construcción del Estado, incluido el aumento de la buena gobernanza que beneficia al pueblo palestino y el desarrollo de las fuerzas de seguridad que respetan el orden público en la Ribera Occidental.",1
"1073","Al mismo tiempo, Alemania y la UE han condenado repetidamente en el pasado las atrocidades terroristas que han causado la muerte de cientos de israelíes.",1
"1074","De hecho, la falta de detalles ha significado que las notificaciones especiales de la INTERPOL y el Consejo de Seguridad de las Naciones Unidas, que son el instrumento clave para difundir información sobre las personas incluidas en la Lista a los organismos encargados de hacer cumplir la ley, existían para 309 de los 488 nombres que figuraban en la Lista al comienzo del examen; el número actual es de 361 y es probable que aumente.",1
"1075","El mayor riesgo es que África se convierta en un campamento de adiestramiento, una base de reclutamiento y un punto de tránsito para terroristas y un centro de movilización de fondos para otras actividades ilegales.",1
"1076","Ahora que la mediación y las actividades conexas han pasado a ocupar un lugar tan destacado en el comercio internacional de armas, es de la máxima importancia que los países promulguen leyes y reglamentos eficaces que rijan esta amplia gama de intermediación de armas en la actualidad.",0
"1077","18. Estas tendencias se manifiestan en varias situaciones contemporáneas de conflicto que figuran en el programa del Consejo.",1
"1078","47. Los grupos incluidos en la Lista afiliados a Al-Qaida y los talibanes siguen recaudando dinero por medios legales, como donaciones y empresas comerciales legítimas, y ilegalmente, como secuestros para obtener rescates, extorsión, tráfico de drogas e impuestos ilegales.",0
"1079","Reafirma la importancia de que el Gobierno de [el país afectado] continúe el examen y la reforma del sector de la seguridad en [el país afectado], en particular la necesidad de delimitar entre las funciones y responsabilidades de [las fuerzas de seguridad nacionales del país afectado], fortalecer los marcos jurídicos y mejorar los mecanismos civiles de supervisión y rendición de cuentas de ambas instituciones de seguridad, apoya los esfuerzos del Representante Especial del Secretario General por promover la profesionalización del sector de la seguridad y pide a [la misión] que siga apoyando al Gobierno de [el país afectado], según se solicite, en sus actividades en el país;",0
"1080","Al 31 de agosto, más de 29.000 refugiados habían regresado a sus países de origen, incluidos 11.724 con la asistencia del Alto Comisionado de las Naciones Unidas para los Refugiados y se calcula que 18.000 habían regresado espontáneamente a Liberia.",0
"1081","El Consejo de Seguridad reitera su condena de todos los asesinatos selectivos de dirigentes libaneses, en particular desde octubre de 2004, y exige que se ponga fin de inmediato al uso de la intimidación y la violencia contra los representantes del pueblo y las instituciones libaneses.",1
"1082","El Consejo de Seguridad expresa su profunda preocupación tras los informes sobre la inusitada y repentina afluencia de miles de misseriya a la ciudad de Abyei y sus alrededores, que podría forzar cambios significativos en la composición étnica de la zona.",1
"1083","A este respecto, nos preocupa especialmente la continua falta de avances en las esferas de la libertad de circulación de las minorías, los retornos sostenibles y la representación de las minorías pertinentes en las estructuras gubernamentales y en el sector público en su conjunto.",1
"1084","No obstante, la Comisión observa que hubo deficiencias en la preparación y el enfoque de la UNOTIL para esta intervención.",1
"1085","Desde hace más de un milenio, las sociedades del Asia occidental y del norte de África han desempeñado un papel importante en la historia mundial.",0
"1086","No obstante, me sigue preocupando profundamente que las partes, los movimientos y las milicias, sigan utilizando a los niños como combatientes.",1
"1087","Sin embargo, nos preocupa que la violencia pueda hacer que una parte de la población se mantenga alejada de los colegios electorales en el sur y en otros lugares.",1
"1088","En cuarto lugar, la piratería frente a las costas de Somalia es un problema internacional que requiere nuestros esfuerzos colectivos y nuestra contribución.",1
"1089","Un Estado no ha establecido ni una estrategia de lucha contra el terrorismo ni las estructuras organizativas necesarias.",1
"1090","12. Aqeel Al-Aquil presentó una demanda el 11 de mayo de 2005 ante un tribunal federal de distrito del Distrito de Columbia contra funcionarios del Departamento de Justicia, Estado y Hacienda de los Estados Unidos, alegando que su designación como terrorista por el Gobierno de los Estados Unidos el 2 de junio de 2004 violaba sus derechos en virtud de la Constitución de los Estados Unidos. Al-Aquil, residente y ciudadano de la Arabia Saudita, era presidente de la Fundación Islámica Al-Haramain, que tenía su sede en la Arabia Saudita hasta que fue clausurada por las autoridades sauditas en 2004. El 6 de julio de 2004, las Naciones Unidas lo incluyeron bajo el nombre de familia Al-Aquil, junto con varias oficinas de Al-Haramain en el Afganistán, Albania, Bangladesh, Etiopía y los Países Bajos (las Naciones Unidas han incluido en la lista otras oficinas de Al-Haramain antes y después de esa inclusión).",1
"1091","Aunque no ha surgido ningún caso real desde la presentación del último informe del Equipo, sigue preocupando que los grupos e individuos incluidos en la Lista sigan teniendo la ambición de organizar un ataque de esa índole, junto con una serie de informes de que todavía existe un suministro ilícito de materiales radiológicos, incluso en las zonas en que Al-Qaida y los talibanes están activos.",1
"1092","Se recomienda que las Naciones Unidas adopten las siguientes medidas urgentes y concretas para facilitar la presencia continua y reforzada de la AMISOM en Somalia:",1
"1093","La Comisión recomienda que se enjuicie a las siguientes personas por la posesión, el uso y la circulación ilegales de armas de la PNTL el 8 de mayo y/o el 21 de mayo: Rogerio Lobato, Eusebio Salsinha, Antonio da Cruz, Vicente da Conceição, alias Rai Los, Mateus dos Santos Pereira, alias Maurakat, Leandro Lobato, alias Grey Harana, Antonio Lurdes, alias 55, Marcos da Silva Piedade, alias Labadae, Francisco y Santa Cruz.",1
"1094","Es por ello que Grecia había insistido en la necesidad de aclarar, en el sexto párrafo del preámbulo -- en el que el Consejo insta a ""progreso hacia la reanudación de las negociaciones para una solución global"" -- que debería reafirmarse que esas negociaciones tienen que tener lugar entre las dos comunidades.",1
"1095","Instamos a la Autoridad Palestina a que haga todo lo que esté a su alcance para poner fin a esos ataques.",1
"1096","En vísperas de la manifestación, el Comandante General de la PNTL, Martins, emitió una orden por escrito sobre el despliegue de la PNTL y el uso de la fuerza, que incluía el uso de la policía del distrito de Dili para patrullar a pie, la Unidad de escolta para la protección de personalidades estatales y la Unidad de Reserva de la Policía para patrullar en ""zonas críticas"".",0
"1097","Nos preocupa seriamente la obstinada negativa de los dirigentes de grupos como el Movimiento por la Justicia y la Igualdad y el Movimiento de Liberación del Sudán a participar en las conversaciones.",1
"1098","No se celebró ninguna sesión de identificación en la zona de la Misión en las dos semanas que comenzaron los días 6 y 27 de abril de 1998.",0
"1099","Por lo tanto, tengo el honor, en nombre de la Comunidad del África Oriental, de comunicar esta posición común y, además, de pedir que se señale a la atención del Consejo de Seguridad de las Naciones Unidas para su examen.",0
"1100","Mayor conciencia de las cuestiones de salud reproductiva en las comunidades que se enfrentan a situaciones posteriores a conflictos.",0
"1101","En el anexo VIII figuran ejemplos de indicadores sospechosos.",0
"1102","Sin embargo, el sistema de justicia penal de al menos cinco Estados podría mejorarse a fin de llevar a los terroristas ante la justicia con mayor eficacia.",1
"1103","El Consejo de Seguridad reitera su enérgica condena de todas las violaciones del derecho internacional aplicable y exige que las partes en los conflictos armados cumplan estrictamente las obligaciones que les incumben en virtud del derecho internacional humanitario, el derecho de los derechos humanos y el derecho de los refugiados, así como que apliquen todas las decisiones pertinentes del Consejo de Seguridad.",1
"1104","El Grupo estima que la producción actual de Liberia es de 130.000 a 150.000 quilates por año.",0
"1105","Un comandante de la fuerza aérea fue capturado más tarde por los rebeldes y fue detenido durante unos tres meses.",0
"1106","Sin embargo, no podemos darnos el lujo de ser complacientes.",0
"1107","Ordena a la Comisión que examine la financiación de las actividades de la CEDEAO con miras a garantizar que se pongan a disposición de las instituciones recursos suficientes.",1
"1108","La palabra Janjaweed es un coloquialismo árabe de la región, y generalmente significa ""un hombre (un diablo) en un caballo"".",0
"1109","Condenamos enérgicamente estas prácticas, que constituyen una violación flagrante del derecho internacional y de las normas humanitarias, por lo que instamos a la comunidad internacional, al Cuarteto y a todas las demás partes interesadas a que intervengan de inmediato y con decisión para instar a Israel a que ponga fin a estas acciones, que plantean una grave amenaza a la paz y la seguridad en el Oriente Medio; la violencia sólo engendra violencia; la región se verá atrapada en un círculo vicioso del que tendrá dificultades para salir de ella.",1
"1110","Una compra por un delincuente, o una persona con una condena MCDV, está prohibida por la GCA.",0
"1111","Se dice que los habitantes de esos barrios fueron agredidos y golpeados por las fuerzas de seguridad.",0
"1112","El Secretario General advierte de manera inequívoca de que hasta el momento no se ha cumplido totalmente ninguna de las ocho normas.",1
"1113","La UNMIK y la KFOR pidieron datos sobre la presencia de la ANA en el Cuerpo de Protección de Kosovo debido a una respuesta muy característica del comandante del Cuerpo, quien dijo que, bajo sus limitados poderes, no podía ofrecer más información.",1
"1114","5. Sr. Rajiva Bhushan Sinha (India)",0
"1115","2. Pone de relieve la importancia de que la UNIPSIL logre conjuntamente con el equipo de las Naciones Unidas en el país los objetivos esbozados en la Visión Conjunta en el marco de sus respectivos mandatos, en particular centrándose en:",0
"1116","Preocupada por el hecho de que los combatientes terroristas extranjeros aumenten la intensidad, la duración y la inextricabilidad de los conflictos, y también puedan representar una grave amenaza para sus Estados de origen, los Estados de tránsito y los Estados a los que viajan, así como los Estados vecinos de zonas de conflicto armado en las que los combatientes terroristas extranjeros están activos y que se ven afectados por graves cargas de seguridad, y observando que la amenaza de los combatientes terroristas extranjeros puede afectar a todas las regiones y Estados Miembros, incluso a los que están lejos de las zonas de conflicto, y expresando grave preocupación por el hecho de que los combatientes terroristas extranjeros utilicen su ideología extremista para promover el terrorismo,",1
"1117","En ese contexto, reiteramos nuestra afirmación reiterada de que la mayor amenaza para la investigación radica en el hecho de que ciertas partes dentro y fuera de nuestra región la están explotando para politizar conclusiones que no tienen relación alguna con la investigación y que no se basan en pruebas firmes.",1
"1118","""El Consejo de Seguridad reitera su disposición a imponer sanciones a las personas y entidades que acojan, financien, faciliten, apoyen, organicen, capaciten o inciten a personas o grupos a cometer actos de violencia o actos terroristas contra otros Estados o sus ciudadanos en Somalia o en su región, de conformidad con sus resoluciones pertinentes, y otras redes regionales, así como a las personas, grupos, empresas y entidades que no cortan todos los vínculos con Al-Qaida y grupos asociados, incluidos Al-Qaida en el Magreb Islámico (AQMI), ""Mouvement pour l'Unicité et le Jihad en Afrique de l'Ouest"" (MUJAO) y Ansar Eddine, de conformidad con la resolución 2083 (2012).",1
"1119","No podemos dejar de expresar nuestra preocupación por el empeoramiento de la situación de seguridad en regiones que anteriormente estaban relativamente tranquilas.",1
"1120","Varias delegaciones consideraron que era difícil adoptar decisiones que hicieran avanzar las cuestiones pendientes, habida cuenta de las actuales situaciones internas, en particular el conflicto de Sudán del Sur.",1
"1121","Que se celebrará el miércoles 20 de febrero de 2008, a las 15.00 horas",0
"1122","3 a) b) c) Ninguna 3 d) e)",0
"1123","Si bien tanto Pristina como Belgrado condenaron enérgicamente el incidente y pidieron la detención de los autores, cada parte ha afirmado que la otra parte es responsable de provocar el incidente.",1
"1124","Los miembros orientales de la UPF habían sido desarmados por el Comandante da Cruz para poner estas armas a disposición.",0
"1125","Las pruebas demuestran que seis soldados de las F-FDTL son razonablemente sospechosos de asesinato.",1
"1126","Las personas y las células asociadas con Al-Qaida y sus afiliados siguen innovando con respecto a los objetivos, las tácticas y la tecnología.",1
"1127","Cinco Estados aún no son parte en el Protocolo sobre armas de fuego, pero casi todos han promulgado leyes de la OEA que tipifican como delito la fabricación, posesión y tráfico ilícitos de armas pequeñas y armas ligeras, municiones y explosivos.",1
"1128","v) Mantener el diálogo y el intercambio de información con los puntos de contacto o coordinadores designados sobre cuestiones relacionadas con su contribución a la aplicación de la resolución 1540 (2004);",0
"1129","Reiterando su enérgica condena de los ataques contra la UNAMID y su llamamiento al Gobierno del Sudán para que investigue rápidamente esos ataques y lleve a sus autores ante la justicia, y reiterando además su llamamiento a todas las partes en Darfur para que cooperen plenamente con la misión, y reafirma sus profundas condolencias a los gobiernos y a las familias de los muertos,",1
"1130","Ningún Estado ha examinado su sector sin fines de lucro ni realizado una evaluación del riesgo de financiación del terrorismo.",1
"1131","Este es un aspecto importante porque ha aumentado considerablemente el nivel de frustración y odio de la población a la que va dirigido, incluidos los partidarios o presuntos partidarios de los partidos de oposición y los grupos comunitarios, con respecto a la policía y las fuerzas de seguridad.",1
"1132","Formuló preguntas clave para orientar el debate sobre el papel del Consejo en la rendición de cuentas, entre ellas las siguientes: ¿qué lecciones se pueden extraer y qué buenas prácticas se han determinado de los esfuerzos del Consejo por garantizar la responsabilidad penal? ¿Cuáles son los desafíos que enfrentan los diversos mecanismos de determinación de los hechos? ¿Cómo se puede dar mayor importancia a las reparaciones en el logro de la rendición de cuentas? ¿Qué medidas adicionales podría adoptar el Consejo para garantizar la rendición de cuentas por las violaciones en los conflictos armados?",0
"1133","Me complace observar que el Consejo reconoció la importancia de aumentar la coordinación y el intercambio de información entre los agentes que participan en la vigilancia del embargo de armas.",0
"1134","El desarrollo ulterior de la situación en esa dirección amenazaría los esfuerzos por restaurar y reconstruir el país, y a largo plazo amenazaría la paz y la estabilidad en toda la región.",1
"1135","- El Capítulo VIII de la Carta de las Naciones Unidas y lo que abarca; la aplicabilidad de la Carta a las asociaciones entre las Naciones Unidas y los acuerdos regionales o incluso subregionales y las comunidades económicas regionales, como la CEDEAO, la Comunidad Económica de los Estados del África Central y otros.",0
"1136","(Resolución 426/20 de la Cumbre, aprobada el 30 de marzo de 2008)",0
"1137","Sin embargo, el elemento crucial de la intención genocida parece faltar, al menos en lo que respecta a las autoridades del Gobierno central.",1
"1138","Los resultados del examen se incorporaron a una base de datos centralizada mantenida por la secretaría (la ""base de datos sobre reclamaciones"").",0
"1139","No se debe permitir que los terroristas y sus cómplices aprovechen las lagunas del derecho vigente y escapen así de la responsabilidad por sus actos.",1
"1140","La Ley penal del Sudán y la Ley de procedimiento penal no contienen disposiciones sustantivas y procesales que puedan aplicarse a la situación especial de los delitos cometidos durante un conflicto armado.",1
"1141","Debemos rechazar todo intento de socavar la soberanía y la integridad territorial de Somalia.",1
"1142","El Consejo expresa su profunda preocupación por el hecho de que los civiles sigan representando a la mayoría de las víctimas de actos de violencia cometidos por las partes en los conflictos armados, incluso como resultado de ataques deliberados, uso indiscriminado y excesivo de la fuerza, uso de civiles como escudos humanos y violencia sexual y basada en el género, así como de todos los demás actos que violan el derecho internacional aplicable.",1
"1143","232. El número estimado de poblaciones afectadas por el conflicto en Darfur, junto con los refugiados en el Chad (1,65 millones de desplazados internos, 627.000 personas afectadas por el conflicto y 203.051 refugiados), alcanza la asombrosa cifra de casi 2,5 millones de personas afectadas de una u otra forma, la gran mayoría de las cuales son desplazadas de sus hogares.",0
"1144","Si bien las medidas de lucha contra la piratería siguen siendo eficaces, la comunidad internacional debe seguir apoyando al Gobierno de Somalia en sus esfuerzos por cumplir sus compromisos, como se indica en Visión 2016 y en el Pacto para Somalia.",0
"1145","Todas las partes en el conflicto -- el Gobierno del Sudán, el SLA y el JEM -- han reconocido que se trata de un conflicto armado interno.",0
"1146","En primer lugar, si bien Sierra Leona es el miembro más avanzado de la Iniciativa de la Costa de África Occidental, la lentitud de los progresos en otros lugares dificulta el intercambio de información y la alerta temprana.",1
"1147","Como prueba de ese envío, la F&T proporcionó al Grupo Especial una copia de una carta de porte aéreo de fecha 21 de junio de 1990 expedida por Middle East Express Ltd. (como porteador) a la F&T (como cargador) relativa a las mercancías.",0
"1148","Muchos interlocutores afirmaron que algunos países vecinos desempeñaban un papel desestabilizador.",1
"1149","Además, existe la preocupación de que el tráfico activo de armas a cambio de drogas procedente del Afganistán pueda conducir a la financiación del terrorismo en los Estados vecinos del Asia central, mediante las actividades de mensajeros en efectivo.",1
"1150","Que se celebrará el jueves 20 de marzo de 2008, a las 10.25 horas",0
"1151","Si bien el mando de las F-FDTL ha subrayado la importancia de la cadena jerárquica de mando para el examen de las denuncias, no parece haber un procedimiento establecido y detallado que rija la forma en que se pueden examinar y examinar oficialmente las denuncias.",1
"1152","5. La situación en Timor-Leste (15 de diciembre de 1975; 24 de febrero de 2011).",0
"1153","Su competencia fue redefinida en marzo de 2006 por el reglamento 2006/50 de la UNMIK, en el que se encomendó a la Comisión para Kosovo que resolviera las reclamaciones directamente relacionadas con el conflicto armado que se produjo entre el 27 de febrero de 1998 y el 20 de junio de 1999 con respecto a bienes inmuebles privados, incluidos los bienes agrícolas y comerciales.",0
"1154","Al mismo tiempo, nos preocupa la observación que figura en el informe de que la labor sobre el trazado de la frontera terrestre entre Timor-Leste e Indonesia no avanza con rapidez.",0
"1155","187. Salvo en algunos casos, se ha informado de que los incidentes ocurrieron sin justificación militar alguna en relación con actividades concretas de las fuerzas rebeldes, lo que ha fortalecido la percepción general entre los observadores de que la población civil ha sido blanco consciente y deliberadamente de objetivos e intereses comunes o específicos del Gobierno y los Janjaweed.",0
"1156","En esa ocasión, también proporcionó información actualizada sobre la amenaza que representaban los combatientes terroristas extranjeros asociados con el Estado Islámico del Iraq y el Levante y el Frente Al-Nusra, de conformidad con el párrafo 26 de la resolución 2178 (2014).",1
"1157","La posición mencionada ha recibido un apoyo claro y unánime de la ASEAN, de la que son miembros tanto Tailandia como Camboya.",0
"1158","Los africanos han dejado muy claras sus preocupaciones con respecto a la situación en Zimbabwe.",1
"1159","Si bien nos complace observar que se han inscrito unos 10 millones de votantes afganos, nos sigue preocupando que no se haya registrado suficiente en las partes meridional y sudoriental del Afganistán, principalmente debido a problemas de seguridad.",1
"1160","El sospechoso que vaya a ser interrogado por el Fiscal no será obligado a inculparse a sí mismo ni a confesarse culpable.",0
"1161","Sólo se mantienen activos que tengan un valor de mercado fácilmente disponible y que puedan convertirse fácilmente en efectivo;",0
"1162","Pide al Secretario General que incluya más sistemáticamente en sus informes sobre los niños y los conflictos armados información específica sobre la aplicación de las recomendaciones del Grupo de Trabajo [del Consejo de Seguridad] [sobre los niños y los conflictos armados].",0
"1163","Instando a [el Estado afectado] a que emprenda, en coordinación con la comunidad internacional, una reforma amplia de los sistemas policial, judicial y penitenciario, para proteger y promover los derechos humanos y las libertades fundamentales y poner fin a la impunidad.",0
"1164","Otro participante respondió que lo que importaba era la amenaza, no el uso, del veto.",0
"1165","Creemos que la cuestión del fortalecimiento de la legitimidad del Gobierno es crucial, porque se establece una relación de causa y efecto entre esa legitimidad y la eliminación de la resistencia por parte de los actores y redes informales que caracterizan la naturaleza del poder en el Afganistán.",1
"1166","Durante el período que se examina, el Parlamento de Bosnia y Herzegovina aún no había aprobado leyes sobre infracciones aduaneras, procedimientos de tributación indirecta, la propia Dirección de Impuestos Indirectos y procedimientos para hacer cumplir los pagos.",0
"1167","Este valor se había obtenido ajustando el inventario final al 30 de junio de 1990 mediante adiciones y absorciones de existencias de 528 dinares kuwaitíes durante el mes de julio de 1990.",0
"1168","El General Guéi, ex jefe de la junta militar, y siete miembros de su séquito fueron ejecutados.",0
"1169","Se espera que este año se dicten fallos en los juicios de Simba y Seromba.",0
"1170","Retamos a todos a que digan que ahora hay un solo estallido de violencia o batalla en cualquier parte del Sudán.",1
"1171","El Consejo de Seguridad exhorta a los Estados del Sahel, el África occidental y el Magreb a que intensifiquen la cooperación y la coordinación interregionales a fin de elaborar estrategias inclusivas y eficaces para combatir de manera amplia e integrada las actividades de los grupos terroristas, prevenir la proliferación de todas las armas y poner freno a la delincuencia organizada transnacional, incluidas las actividades ilícitas como el tráfico de drogas.",0
"1172","Esperamos que, ante esta clara amenaza a la paz y la seguridad internacionales, el Consejo de Seguridad actúe sin aplicar el doble rasero que ha caracterizado su acción anterior sobre esta cuestión, a fin de aprobar con urgencia y decisión el proyecto de resolución que Argelia presenta en nombre de los miembros del Grupo de Estados Árabes.",1
"1173","El sitio debe levantarse de inmediato para permitir que la población civil de Gaza tenga acceso al agua, el empleo, el comercio, el tratamiento médico y la educación, esencialmente, el acceso a sus necesidades básicas.",1
"1174","1. Deplora y condena en los términos más enérgicos los actos terroristas del EIIL y su ideología extremista violenta, así como sus constantes abusos graves, sistemáticos y generalizados de los derechos humanos y las violaciones del derecho internacional humanitario;",1
"1175","En cuarto lugar, plantea amenazas directas a la seguridad del personal de las misiones.",1
"1176","El Consejo reitera su profunda condena de esas prácticas y exhorta a todas las partes en los conflictos armados a que garanticen la protección plena y efectiva de la mujer, y destaca la necesidad de poner fin a la impunidad de los responsables de la violencia basada en el género.",1
"1177","Sin embargo, cinco acusados siguen prófugos, entre ellos Karadzic y Mladic.",0
"1178","Ley No 15.430 (12 de julio de 1983)",0
"1179","Sin embargo, como entidad que gobierna efectivamente la Franja de Gaza, también es responsable del mantenimiento de la vida cotidiana.",0
"1180","Que se celebrará el lunes 24 de octubre de 2011, a las 10.15 horas",0
"1181","Otorgó comisiones rogatorias y estipuló el tipo de medidas que debían aplicarse, especialmente la preservación del lugar del crimen.",0
