"es_en_GOOGLE"	"MatConf"
"Most of those men were executed."	1
"In this case, they are suspected of having carried out indiscriminate attacks against civilians, which constitutes a war crime."	1
"He noted that the situation in East Jerusalem highlighted the importance of the parties refraining from all provocation and instigation."	0
"Exclusion of impunity for gender-based violence crimes from amnesty provisions."	1
"Many times the attacks lasted several hours."	1
"First, transnational crime and lax border controls can weaken state authority."	1
"I strongly condemn the use of toxic chemicals of all kinds by any of the parties in the Syrian conflict."	0
"17. On January 7, 2003, the Military Court sentenced to death 30 of the 150 people initially accused of complicity and/or participation in the assassination of President Laurent Decir̩ Kabila."	1
"Some reports have suggested, and a few have determined, that the type and nature of the transgressions committed by the Government and its militias have elements of the crime of genocide."	1
"The destruction specifically affected areas where African tribes resided, in particular the Fur, the Zaghawa and the Masalit."	1
"The two witnesses who had participated in the investigation process, Mr. Donghyuk and Ms. Lee, spoke of their personal experiences in the Democratic People&#39;s Republic of Korea before escaping as refugees."	0
"According to the report of a special commission established to assess the losses and damage caused during the popular uprising, there were approximately 29 dead and 625 injured."	1
"In accordance with Presidential Decree No. 2004-236, which mobilized the national armed forces, and with the instructions received at the meeting held on March 24 by the President, the Prime Minister, the Ministers of Defense and Security Internal Affairs and the relevant heads of the national police, the gendarmerie and the FANCI, security forces were stationed in many areas of the urban periphery, particularly in localities where rallies and demonstrations were planned."	1
"Security conditions in most of the country remained delicate but generally stable, with few reported incidents."	1
"In plenary consultations, Council members expressed concern about the continued deterioration of the humanitarian situation and condemned violations of international humanitarian law by all parties to the Syrian conflict."	0
"S/RES/1834 (2008), para. 12 of the preamble"	0
"c) Loss due to deprivation of water consumption for the Jordanian population"	0
"In order to deepen the United Nations&#39; commitment in this area, the Council should request its main counter-terrorism bodies (the Counter-Terrorism Committee Executive Directorate and the Analytical Support and Sanctions Monitoring Team) to focus on the threat posed by foreign terrorist fighters, including by assessing national efforts to implement international legal obligations in combating this threat."	1
"Article 3 common to the Geneva Conventions and Additional Protocol II establishes the precondition that a non-international armed conflict must meet."	0
"The use of military components for essential functions can increase the reliability of entire systems, for example, the use of military explosives and detonators in improvised explosive devices."	1
"2. Analysis and evaluation 94 - 96 35"	0
"The Katanga Bakata Movement has destabilized much of the province since 2012 when, after escaping from prison, Kyunugu Mutanga G̩d̩on began forcing local people, including children, to join his ranks or flee."	1
"Four of the eight South Asian States have enacted laws to criminalize the recruitment of terrorists and prohibit the use of their territories to commit or prepare terrorist acts against other States or their citizens."	1
"Due to the lack of State authority, self-defense groups have also been created to protect communities from armed groups, which have often become a source of conflict."	1
"a) Appointment of OTU personalities to positions at all levels of the executive branch: end of September;"	0
"Each landfill could be built with a slope that guarantees that once closed it is not visible."	0
"b) Receive from persons included in the List requests for exemption from the measures indicated in paragraph 1 b) of this resolution and transmit them to the Committee to determine, in each case, whether entry or transit is justified, entrusts the Committee to consider such requests in consultation with the States of transit and destination and any other applicable States, further decides that the Committee will only accept exemptions from the measures indicated in paragraph 1 (b) of this resolution upon agreement of the States of transit and destination, and also instructs you, through the focal point, to notify those people of your decision;"	0
"These are a person&#39;s right to be informed that there are reasons to believe that he or she has committed a crime, the right to remain silent, and the right to be assisted by a defense attorney."	0
"The Security Council recalls resolutions 1267 (1999) and 1989 (2011), 1373 (2001), 1540 (2004) and 1624 (2005), as well as other applicable international instruments to combat terrorism, highlights the need for their full implementation, renews its call on States to consider becoming parties as soon as possible to all relevant international conventions and protocols and to fully implement their obligations under those to which they are parties, and notes the recommendation of the Committee established pursuant to General Assembly resolution 51/210, noting that more time is needed to achieve substantive progress on outstanding issues, and deciding to recommend that the Sixth Committee, at the sixty-ninth session of the General Assembly, establish a working group with a view to finalizing the process on the draft general convention against international terrorism."	0
"However, despite the increased presence in the area, the hazelnut harvest season resulted in an upsurge in criminal activity, including 3 shootings, 1 murder, 4 kidnappings, and 40 armed robberies."	1
"The Janjaweed, to whom most of the victims in the current conflict refer, are Arab militias that attack the victims&#39; villages, mounted on horses or camels, to kill, loot, burn and rape."	1
"The Commission has also found that the rebels have killed civilians, although few such incidents and deaths have been recorded."	1
"62. Complaint by Cuba (September 17, 1973; September 18, 1973)."	0
"Reaffirming that terrorism in all its forms and manifestations constitutes one of the most serious threats to international peace and security and that any act of terrorism is criminal and unjustifiable, regardless of its motivation and wherever and by whomever it is committed,"	0
"The drastic reduction in the number of military contingents could reduce the Mission&#39;s prevention capacity and, in a crisis, which his country hoped would not occur, it would be forced to react under operational concepts that were not yet clear, with all the risks that this entailed."	1
"In this regard, the Security Council encourages the continued mainstreaming of child protection in the advocacy, policies, programs and mission planning of these organizations and agreements, as well as in the training of personnel, and the inclusion of child protection personnel in its peacekeeping and field operations, and the establishment, in its secretariats, of child protection mechanisms, including through the appointment of child protection coordinators."	0
"The armed forces intervened on several occasions to control demonstrations and prevent protesters from approaching the Blue Line."	1
"As of January 31, 1,402 owners had included their properties in the program."	0
"A September 2005 study of foreign-born terrorists who had operated in the United States found that about two-thirds had entered or remained in the country fraudulently and that more than one-third had subsequently been charged. of fraud in obtaining passports and visas or of making false statements to an immigration official."	1
"Council members reaffirmed their condemnation of the criminal attack against defenseless refugees and expressed their hope to receive a final report on the investigation as soon as possible."	0
"Drug trafficking and transnational organized crime"	1
"From the fact that those who committed these acts of violence knew that they would enjoy impunity, it can easily be deduced that they were aware that these acts were part of a systematic attack against the civilian population."	1
"During the attack, as well as during the confinement that the population was subsequently forced into, several people were subjected to horrible torture in order to obtain information about the rebels, as punishment or to terrorize the population."	1
"Regional imbalances in overall voter registration rates should be a serious warning in this regard."	0
"Seriously concerned, in this regard, by recent examples of attacks against United Nations personnel by terrorist groups, including those benefiting from transnational organized crime,"	1
"These violations include activities such as the improvement of physical structures in the restricted areas defined by the agreement, and the imposition of restrictions on the movement of United Nations military observers."	1
"Other trends include the increasing use of false identification to obtain legitimate and secure travel documents, the increased use of the Internet and other communications technologies (whether to incite the commission of acts of terrorism or to recruit new terrorists) and the new phenomenon of terrorists acting alone or in small cells."	1
"The two press conferences, especially the first one, as well as the interview of the first suspect, and the arrest of former senior officials of the security services at the suggestion of the Commission, have had a catalytic effect."	1
"Ninety-four countries have now ratified the Rome Statute."	0
"Northern region: 58 aircraft carried out sorties, flying at speeds of 720 to 780 kilometers per hour and at an altitude of between 6,000 and 12,000 meters, as detailed below:"	0
"13. You decide to continue addressing the issue."	0
"The Team has also initiated an exchange of views with the other expert groups on the possibility of adopting new criteria regarding the reporting requirements imposed on States by the three committees, and on how to establish more efficient systems to share information."	0
"The Special Representative said that recent conquests of territory held by ISIL showed that the strategy, with international military support, was moving forward."	1
"In one incident, which occurred in Yopougon at 6:15 a.m., when protesters were trying to gather on the street, a jeep carrying several uniformed men, without insignia, who spoke English, tried to run them over."	1
"The Syrian Network for Human Rights was unable to document these cases in detail as they are subject to prohibition and persecution by regime forces and extremist groups."	1
"In 2009 and 2010 there were several seizures of large quantities of weapons of war in West Africa (Mali, Nigeria and Senegal)."	1
"While the threat posed by Al-Qaida as a global terrorist organization has diminished, the threat posed by its affiliated entities and contagious ideas persists."	0
"On June 2, June 21 and September 25, 2005, several Lebanese personalities were targeted in car bomb attacks in Beirut, resulting in the deaths of Samir Qassir and George Hawi, and serious injuries to May Chidiac. On July 12, 2005, there was another assassination attempt against the Lebanese Minister of Defense, Elias Murr, as a result of which one person lost his life and several others, including the Minister, were injured."	1
"In the reports, this distinction is explained in several ways, for example that the Government&#39;s Popular Defense Forces, recruited largely from Arab tribes, are applied the term Janjaweed commonly used in the context of this conflict."	1
"iii) Object and purpose of the clause"	0
"Some of these children were recruited into the Maoist army in violation of the Comprehensive Peace Agreement, while others were recruited by affiliated organizations of the CPN-Maoist. About 30% of those children were released after spending a few days with the CPN-Maoist and about 20% were later found in Maoist army cantonments."	1
"Colonel Reis led PNTL agents on foot from their headquarters toward the Ministry of Justice intersection. He carried the flag of the United Nations."	1
"Commercial dual-use systems: they are manufactured for civilian purposes but can also be used in terrorist attacks."	1
"Across the border in the Syrian Arab Republic, Jabhat al-Nusra, an entity affiliated with AQI, has seen its influence and number of fighters increase through its involvement in the country&#39;s increasingly brutal civil war. ."	1
"Report of the Board of Auditors Executive Summary"	0
":: On November 27, 2014, regime warplanes attacked the Dar-es-Salam school in the city of Ar-Raqqa and partially destroyed one of its buildings."	1
"D. Claim preparation expenses 119 - 120 38"	0
"ICAO and IATA have agreed to highlight the work of the 1267 Committee and raise awareness among its members regarding the Consolidated List. F. INTERPOL"	0
"For example, Burkina Faso places importance on combating violent extremism and is fighting attempts to recruit terrorists."	1
"The population of these neighborhoods was subjected to acts of violence and extortion committed by the security forces."	1
"The Team believes that, ideally, the management of frozen funds should be centralized, either in low-risk, interest-bearing investments such as government bonds, or deposited in central banks, to minimize the risk of losses and ensure appropriate control."	0
"Although, based on independent witness testimony, the Commission has come to the conclusion that the F-FDTL began the exchange of fire, at the time each side believed it had been attacked by the other."	1
"The Catholic Church and civil society organizations expressed concern that these commutations of sentences could contribute to a perception of impunity, although the President explained that the commutations had been decided in consultation with the Government, members of the Parliament and families of victims and perpetrators of crimes, among others, and in accordance with the Constitution and applicable laws."	0
"During the reporting period, there was no tangible progress in the disbandment and disarmament of Lebanese and non-Lebanese militias, as set out in the Taif Agreement and resolution 1559 (2004)."	1
"One of the detainees had marks on his back and arm as a result of the beatings to which he had been subjected."	1
"The regime was modified by resolutions 1333 (2000) and 1390 (2002), which imposed three targeted measures (asset freeze, travel ban and arms embargo) against individuals and entities associated with the Taliban and Al-Qaida. There are also exemptions to asset freezes and travel bans. On June 17, 2011, the Security Council unanimously adopted resolutions 1988 (2011) and 1989 (2011), the provisions of which divided the regime in two, establishing a committee related to Al-Qaida and another to the Taliban."	1
"All these events have had a negative impact on the progress and results achieved in the area of peace, security, reconciliation and stability in general."	1
"The eastern UIR agents were forced to take refuge in the District Administration building. The building was surrounded by the crowd, who were armed with knives, sticks, machetes and stones, and who began to utter death threats against the agents."	1
"Letter dated 20 January 2006 addressed to the Secretary-General from the Permanent Representative of Timor-Leste to the United Nations"	0
"It was clear that none of them could be acquired instantly and that a considerable amount of time, effort, resources and budgetary allocations would be required."	0
"Terrorism continues to represent a serious threat to peace and security in Africa. It is a determining factor in an increasing number of conflict situations."	1
"In half of the States in the subregion there is no criminalization of recruiting members of terrorist groups."	0
"To adequately answer question 1.15, the following observations should be made:"	0
"This reduction has generally occurred due to the death of a portion of these people due to natural causes. Is it intended to claim that this is a positive trend and wait until all those people have died before their return begins?"	0
"Support functions were assigned to the troops."	0
"In general, charitable donations are an indispensable financial resource, especially in many developing States and those that have suffered major disasters."	0
"While there is a legitimate concern not to weaken sanctions or appear &quot;soft&quot; on terrorism, improving procedures for delisting names would strengthen sanctions and make them fairer."	1
"The Group of Experts traveled extensively in C̫te d&#39;Ivoire, the subregion and elsewhere in its aim to assess compliance with the embargo and establish any complementary measures that could be adopted to increase its effectiveness."	0
"They expressed concern about the extensive use of the Internet by Al-Qaida and its associates, the irresponsible attitude of some media outlets as demonstrated by the way they dealt with sensitive issues, and the use of satellite phones by terrorists."	1
"They experience pressures on important elements of their identity, such as language, culture and religious tradition, as well as their economic survival."	1
"45. The situation in Chad, the Central African Republic and the subregion (27 August 2007; 20 December 2010)."	0
"The Government of Lebanon informed me that the Lebanese armed forces also detained and deported several infiltrators of Palestinian origin who were carrying Syrian identification documents."	1
"To this end, the Security Council may wish to consider taking strict measures against those who attempt to impede the implementation of these and other key provisions of the Pretoria Agreement, in particular through the imposition of targeted sanctions under resolution 1572. (2004) of the Security Council, November 15, 2004."	1
"As a result, transactions suspected of being used to finance acts of terrorism will be subject to the same reporting and suspension system used in money laundering cases."	0
"The Commission also verified numerous other incidents of attacks against civilians, based on information and evidence received in the course of its work."	1
"2. Instructs the sanctions committees established by the Security Council, including those established pursuant to resolutions 1718 (2006), 1636 (2005), 1591 (2005), 1572 (2004), 1533 (2004), 1521 ( 2005), 1518 (2003), 1267 (1999), 1132 (1997), 918 (1994) and 751 (1992), to revise their guidelines accordingly;"	0
"Livestock, hides, incense and agricultural products are exported and basic foodstuffs, consumer goods and relief materials are imported."	0
"Regarding certain patterns observed in relation to displacements, the Commission notes that one of the objectives apparently was linked to the Government&#39;s anti-insurgency policy, which was based on eliminating the actual or potential support base of the rebels."	1
"On 16 March, after visiting Angola and the Democratic Republic of the Congo, my Special Representative on Sexual Violence in Conflict, Margot Wallstr̦m, issued a statement calling on both countries to investigate allegations of related sexual violence. with expulsions and adopt practical measures to prevent such crimes."	0
"iv) When it comes to the replacement of a liaison officer in the field, the party carrying out the replacement will follow the procedure established in section ii) above."	0
"2. The situation in Sierra Leone."	0
"The more numerous the casualties or the more spectacular the attacks, the greater the coverage given to them by the media."	1
"The Security Council condemns the violations of human rights and international humanitarian law committed by members of the FARDC, including the mass rapes committed in Minova on 24 November 2012, and calls on the Government of the Democratic Republic of the Congo to capture quickly those responsible for these violations, regardless of their military rank."	1
"The Mission questioned Government soldiers about rumors that some 70 people, mostly Muslims, had been killed by Government soldiers after they recaptured the city."	1
"- Art. 80.5 of the Argentine Penal Code. (Attempted use)"	0
"The repercussions of Khalil Ibrahim&#39;s death for the Darfur peace process will only be seen over time."	1
"There are laws in place regulating non-profit and charitable organizations, but not all States have revised their legal systems to prevent these organizations from being misused to finance terrorist activities."	1
"Cooperation in the subregion is constantly improving, but must be further intensified, especially in border areas, in order to strengthen controls against possible terrorist incursions and the proliferation of transnational crime."	0
"One State noted that, while its constitution guaranteed the right to freedom of expression, that right may be subject to reasonable restrictions, including those applicable to verbal expressions amounting to incitement."	1
"The exact number of villages burned and destroyed has not been calculated, but various sources have estimated the extent of the destruction from verbal accounts, inspections and other evidence."	1
"These contingents have few weapons, little ground mobility and no air capabilities, and receive minimal logistical and financial support."	1
"c) Looting by Eritrean soldiers of private homes, businesses and other entities;"	1
"Although most Ivorian stakeholders, such as President Gbagbo and Prime Minister Soro, were satisfied with the functioning of the mobile courts, the opposition party Rassemblement des r̩publicains complained that many Ivorian citizens &#39;Ivoire had not been able to access them, especially in the west of the country, due to the presence of militias, even when they were inactive."	0
"It is encouraging that the Government of the Democratic Republic of the Congo has taken measures to act against the Lord&#39;s Resistance Army terrorists who entered the country from the Sudan."	0
"First, with the World Bank, a workshop for parliamentarians in Pakistan on the importance of laws to combat the financing of terrorism."	0
"3. Remember that criminal acts, including against civilians, committed with the intention of causing death or serious bodily injury or taking hostages with the purpose of provoking a state of terror in the general population, in a group of people or in specific person, intimidate a population or compel a government or an international organization to carry out an act, or to refrain from carrying it out, which constitute crimes defined in the international conventions and protocols relating to terrorism and included within their scope, not admit justification in no circumstances by considerations of a political, philosophical, ideological, racial, ethnic, religious or other similar nature and urges all States to prevent them and, if they occur, to ensure that they are sanctioned with penalties compatible with their serious nature;"	1
"He called on Somalia&#39;s leaders to redouble their efforts to implement the road map and meet the planned transition deadline of August 2012."	0
"In accordance with paragraph 13 of Security Council resolution 1822 (2008) and in coordination with nominating States, the Team has begun drafting summaries of the reasons for listing of all entries on the List."	0
"However, there are other people who are not wanted by any law enforcement agency and who may not have easy access to false documents of sufficient quality to remain undetected if closely examined, but who nevertheless calculate that, given Given the limited personal information recorded about them on the List, it is reasonably certain that they will be able to cross a border post using their real documents without being discovered."	1
"II. EVENTS OCCURRED DURING THE PERIOD"	0
"c) Funds are paid or transferred, within the territory of Uzbekistan, for the amount that corresponds to the application of the exchange rate of the currency in question in force on the date of the operation;"	0
"Victims of the attacks have frequently used the term Janjaweed to describe their assailants."	1
"In compliance with rule 15 of the provisional rules of procedure of the Security Council, the Secretary-General announces that he has received from the Permanent Representative of Lithuania to the United Nations a letter dated 7 July 2014 indicating that Ms. Nida Jakubone, has been appointed deputy representative and that Ms. Rosita Soryte has been appointed alternate representative of Lithuania on the Security Council."	0
"This mechanism would help eliminate the confusion that sometimes arises (due to similarity in names) when States refer to Al-Qaida entries on the list based on the number they have at a given time, which may subsequently change. with each inclusion or deletion of names, since said number is assigned in alphabetical order."	0
"Government royalties for these shipments amounted to $55,448."	0
"The mission delivered essential medical supplies to a non-governmental organization clinic in the town of Um Dukhun."	0
"Drought and desertification took their toll in the 1970s and 1980s, and the struggle for scarce resources intensified."	1
"In its resolution 1267 (1999), the Security Council imposed limited air and financial embargoes to force the Taliban to stop providing shelter and training to terrorists, including Osama bin Laden."	1
"The Algiers Agreement obliges both parties, according to Article 1, paragraph 1, to &quot;refrain from the use or threat of force.&quot;"	0
"The first of these questions concerns how best the Committee can ensure that the sanctions will promote peace and stability in Afghanistan, and the second concerns the ongoing legal challenges to the implementation of these measures. by the Member States."	1
"Calls for effective international action to curb illicit flows of small arms to conflict zones."	0
"&quot;The Security Council reaffirms its commitment to the protection of civilians in armed conflict and to the continued and full implementation of all its previous relevant resolutions, including resolutions 1265 (1999), 1296 (2000), 1674 (2006) , 1738 (2006) and 1894 (2009), as well as all its resolutions relating to women, peace and security, children and armed conflict, and peacekeeping, and all relevant declarations of its Presidency."	0
"The application of the arms embargo was reinforced in resolution 1945 (2010), in which the Council specified the exceptions to the imposed measures and provided that any operation of sale or supply of arms and related materiel to the Sudan that was not prohibited by the However, it will be subject to the presentation of the necessary documentation from the end user."	1
":: Special measures to protect women and girls from gender-based discrimination and violence, rape and other forms of sexual abuse (access to legal redress; crisis centres, shelters; medical care; advice and other assistance; monitoring and reporting mechanisms)."	0
"The present report examines various aspects of the small arms issue, with particular attention to the negative impact that illicit small arms have on security, human rights and social and economic development, especially in crisis areas and in situations after a conflict."	1
"Despite these initiatives, regional counterterrorism efforts continue to face considerable difficulties."	0
"Noting that it was unclear how many people had been killed in the days of fighting, he said ceasefire monitors at the Intergovernmental Authority on Development (IGAD) had blamed the opposition for starting the conflict."	1
"This interpretation is justified according to basic principles of international criminal law according to which there is individual criminal responsibility when a person materially commits a crime, as well as when he or she engages in other forms or modalities of criminal behavior."	1
"These weapons are prized for their compact dimensions and because they allow terrorists to attack from afar and cause considerable damage."	1
"The Council stressed that the reform of the defense and security sectors, the fight against impunity and the fight against illicit drug trafficking remained priority areas for the consolidation of peace in Guinea-Bissau and urged the the country&#39;s armed forces to respect civilian authority and supervision."	0
"After a long confrontation with the crowd, Deputy Commander Babo disarmed six of the eastern UIR agents and removed their flak jackets. They were escorted to the vehicles that were waiting for them."	1
"Although the Government may not have participated in the destruction in most cases, its complicity in the attacks during which the destruction was caused and its presence at the scene are enough to make it responsible for it as well."	1
"In practice, both commissions made inquiries about the true property rights for restitution purposes, instead of granting compensation, in line with the political will to prioritize the return of people who had been displaced as a result of ethnic discrimination and hostilities to their places of origin over other durable solutions."	0
"v) Other functions determined by the Committee."	0
"In most cases, victims pointed to the Janjaweed as responsible for the sexual violence; However, in some incidents, Government soldiers had acted with the Janjaweed."	1
"Recalling in this context that the killing of members of an ethnic group with the intention of destroying it in whole or in part constitutes a crime punishable under international law,"	1
"Blaming others, scapegoating others for the failures in Afghanistan, and asking those who are already doing more than they should to do even more is unfair, unacceptable, and will ultimately be counterproductive."	0
"He said that ISIL was committing abuses in Iraq of &quot;such a scale and severity that they could in all likelihood qualify as international crimes, which could be brought under the jurisdiction of the International Criminal Court.&quot;"	1
"About 50 kilometers from Daloa, on the same day that the Mission was in the region, there were clashes between rebel forces and French forces monitoring the ceasefire."	0
"After the arrival of French troops, no summary executions of gendarmes had been ordered in Bouak̩."	1
"66. The vast majority of abductions and enforced disappearances are related to the Korean War and the organized displacement of ethnic Koreans from Japan that began in 1959."	1
"The names and other details on the Consolidated List have been placed on the watch list of the Garda Siochana Immigration Information system."	0
"The attack forced many civilians to seek refuge outside the town, the Sudanese Armed Forces suffered dozens of casualties, and the SML/A seized large quantities of weapons, ammunition, fuel and other supplies. On 29 September there was another attack on the town of Tawilla itself, when units of the police and the Sudanese Armed Forces entered the town and then the adjacent Dali camp for internally displaced persons, shooting indiscriminately at civilians, without any provocation."	1
"a) The distinction between combatants and civilians and the protection of civilians, specifically against attacks on life and body, especially homicide (this norm was reaffirmed in some agreements concluded between the Government of the Sudan and the rebels);"	0
"Lieutenant General Ahmed reminded the Council that Force Commanders currently commanded more than 90,000 soldiers out of a total of 105,000 uniformed personnel, and that this number was likely to increase in the immediate future."	1
"- In November 2014, 11 people were kidnapped in areas controlled by the regime and 4 in areas controlled by extremist groups."	1
"Since September 18, 2014, no combat actions have been carried out in response to an &quot;imminent and serious threat.&quot;"	1
"9. Urges all States to cooperate fully with the Committee established pursuant to paragraph 6 above in the performance of its tasks, including by providing such information as the Committee may require in accordance with this resolution;"	0
"However, on the ground, the situation is complex and worrying, especially for minorities."	1
"This option would have the advantage of taking advantage of the willingness of Member States to devote considerable naval resources to addressing threats arising on land."	0
"However, challenges remain on the path to lasting peace and stabilization in Darfur."	0
"The Commission notes that crimes of sexual violence committed in Darfur can be considered rape, crimes against humanity, or sexual slavery, a crime against humanity."	1
"IAEA experts told the Team that terrorists were much more likely to legally obtain a military device than to build an improvised one themselves."	1
"Specifically, the action of recruiting people with the objective of committing acts of terrorism is contemplated in Law No. 535/2004 on the prevention of terrorism and the fight against it."	1
"Calls upon the international community to provide timely and adequate funding to address humanitarian needs created by various crises, in order to provide sufficient humanitarian assistance to alleviate the suffering of civilians, particularly those in areas affected by armed conflict. or coming out of a conflict situation."	0
"b) Continue to work in close coordination and cooperation with INTERPOL and States and donor organizations to provide technical assistance to develop the capacities of law enforcement agencies and provide equipment and facilities to States in need;"	0
"The bill also did not contemplate the adoption of special measures in favor of children who had been victims, witnesses or who had been accused."	0
"In total, 179 national police officers (59 women) and 93 UNMIT police officers (12 women) were trained."	1
"The Commission&#39;s conclusions confirmed that rape and sexual violence against women and girls continued during the flight and in the concentration areas of the displaced."	1
"The total cash resources (sight and time deposits and joint account) were 955.90 million dollars as of December 31, 2009, compared to the 1,040 million dollars existing as of December 31, 2007, which represents a decrease of 8%."	0
"In the Syrian Arab Republic, the possible relationship between the large number of foreign fighters affiliated with Al-Qaida and the creation by Jabhat al Nusrah of associations based on a common language could lead to the emergence of new pan-Arab and pan-European extremist networks."	1
":: On November 7, 2014, regime forces shelled the surroundings of the Tayba al-Qadim mosque in Damascus Rural, wounding 14 civilians as they left Friday prayers."	1
"Furthermore, the subregion continues to face challenges related to law enforcement, the rule of law and respect for human rights."	1
"One speaker stressed that it was essential to maintain uniformity of action among committees and working groups, particularly those dealing with counter-terrorism activities, and for the Council to reaffirm that need."	0
"5. The annual spring military exercises of the National Guard took place from May 16 to 18."	0
"Reports of child rape, even of very young girls, remain a very worrying issue. MONUC has regularly participated in regional commissions on sexual violence to strengthen support for child victims of rape."	1
"United Nations human rights mechanisms have expressed concern, for example, about measures taken by some States to restrict and, in some cases, criminalize the activities of certain religious groups or their members."	0
"There was also news of new desertions of former integrated CNDP elements, as well as refusals of integrated armed group elements to accept the redeployment."	1
"Additionally, in April 2013, the second documentary in a series produced internally by the outreach program was released, titled &quot;Crimes before the International Tribunal for the former Yugoslavia: Prijedor.&quot;"	0
"The other routes in southern Africa and other possible routes in west Africa cannot be detected by this method due to the large quantities of diamonds mined locally."	0
"S/PRST/2013/15 (2013), para. 13"	0
"During the campaign, a total of 9,814 people were tested for HIV, 7,295 women and 2,519 men."	0
"The search continues for two other suspects."	0
"On 7 September, the Joint High-Level Working Group of the Government of Chad and the United Nations met for the third time to assess the situation on the ground regarding the protection of civilians and compliance with the measures adopted by the Government to fulfill the tasks set out in paragraph 2 of Security Council resolution 1923 (2010)."	0
"Around 8 a.m. on the second day in the wadi, they raped me for the first time."	1
"A report of the incident was sent to the Committee in March 2014."	0
":: Prohibition of financial institutions from operating with accounts identified only by number."	0
"Other testimonies have insisted that there were summary executions of people who had allegedly committed robberies in areas controlled by the MPCI."	1
"Eight schools were subsequently evacuated in July."	0
"Which will be held on Wednesday, April 23, 2008, at 10:00 a.m."	0
"As indicated above, various sources have confirmed that the children wear uniforms and carry weapons."	1
"It highlights in particular the urgent need to provide better physical protection to the displaced population, as well as other vulnerable groups, in particular women and children. Efforts should focus on areas where these populations and groups are most at risk."	1
"Additionally, there is a verification mechanism through registration or census in accordance with the provisions of Article 4, numeral VI of the Migration Law."	0
"Most reports indicate that beginning in early 2003, a series of indiscriminate attacks were launched against civilians in villages and communities in the three states of Darfur."	1
"It concerned the Jamal Suliman Mohamad Shayeb case in the village of Halouf in relation to the killing of 24 people, including women and children, the looting of property and the burning of the village."	1
"However, previously there was a mixed group of law enforcement agencies, consisting of senior officials of the aforementioned institutions."	0
"Frequent clashes between FARDC troops and armed groups operating in the area have caused numerous casualties among the civilian population."	1
"At the same time, it is imperative that all Somali parties, especially the transitional federal institutions, honor their promises to resolve the enormous political, economic and security challenges before them."	0
"23. Nasser Ayed Duhayran Al-Oteibi"	0
"For example, in the case of genocide, a person who attempts to murder a group of people belonging to a protected group with the specific intention of destroying the group (in whole or in part) may have as a motive the desire to appropriate the property belonging to them. to that group or set of people, the impulse to take revenge for previous attacks committed by members of that group, or the desire to please superiors who despise that group."	1
"Looking ahead, I urge the parties to the peace process -- the Government of Mali and the armed groups represented -- to use this pause in negotiations to demonstrate political leadership and forge the compromises necessary to reach an agreement in Algiers ."	0
"Over the course of the next two days a group of Somali locals brought on board a cannon that was mounted on the upper deck of the Alpha Serengeti."	1
"Furthermore, according to the International Covenant on Civil and Political Rights, exceptions to the prohibition of the use of torture cannot be allowed even in situations of public emergency."	1
"The Commission has had access to a huge number of reports from various sources documenting that a large number of civilian killings have been committed throughout Darfur from early 2003 to the date of publication of this report."	1
"The Brigadier General asked that the shooting stop so that his children could be evacuated from the house."	1
"There is photographic evidence that there was another victim (a civilian), but no other evidence."	0
"The Security Council notes that several obstacles undermine efforts to ensure access by humanitarian agencies and the United Nations to people in need, including attacks on humanitarian personnel, denial of access by authorities and lack of structured collaboration with non-state agents."	1
"Which will be held on Thursday, September 15, 2011, at 6:30 p.m."	0
"Further fighting between the same clans was reported in Elwak on 22 and 23 July, resulting in 32 deaths and more than 60 people injured."	1
"The Russian Federation once again calls on the Israeli and Palestinian sides to show restraint and a high level of responsibility, and to refuse unilateralism."	0
"On the ground, the situation is complex and disturbing, especially for minority communities."	1
"Highlights the importance of increasing the capacity of an effective and professional national police in Haiti."	1
"I remain concerned that mistrust between the parties, coupled with the continued presence of militias, could lead to tensions, and possibly insecurity and instability within and outside Lebanon."	1
"Especially since the international community has become aware of the repercussions of the Janjaweed&#39;s actions, the Government of Sudan&#39;s responses to the use of the term appear to have been based on denying the existence of any link between the State and the Janjaweed; Likewise, most officials routinely attribute Janjaweed actions to &quot;armed bandits,&quot; &quot;uncontrolled elements,&quot; or even the Sudan Liberation Army and the Justice and Equality Movement."	1
"2. Analysis and assessment 249 - 258 59"	0
"Illicit association for the commission of international crimes"	1
"The number of attacks against national and international security forces, officials of public institutions and humanitarian personnel has increased. The number of attacks against polling stations and threats against registration teams has increased."	0
"Worsening local crises could easily provide opportunities for saboteurs if those crises are not addressed appropriately and sustainably."	0
"I. Northern region: 130 raids were carried out, at speeds of 720 to 780 kilometers per hour and at an altitude of between 6,000 and 12,000 meters, as detailed below:"	0
"In Kenya, 160 suspected pirates have been prosecuted and the trials of another 4 people are ongoing."	1
"All centrifuges installed are IR-1."	0
"- Muadamiyet al Sham: 20,000 people"	0
"Al-Shabaab is demonstrating a greater capacity to launch complex terrorist attacks, including across the region, as evidenced by the recent Nairobi attack on the Westgate shopping center in September 2013."	1
"V. Socioeconomic and financial situation"	0
"4. You decide to continue dealing with the issue."	0
"To achieve further savings, some sections were moved to containerized offices."	0
"Those who managed to return have given reliable testimony of the presence of many of the missing in secret and unofficial detention centers maintained by the security apparatus in different places in the Darfur region."	1
