"ar_en_DEEPL"	"VerConf"
"71. While it is likely to be some time before the treaty enters into force, it could be a useful tool for further progress in the implementation of the 1267 sanctions regime."	0
"This deficit severely compromises the organization's ability to operate, especially outside of Monrovia."	0
"15. In cases where the Ombudsperson recommends that the Committee consider delisting, the requirement for States to take the measures set forth in paragraph 1 of this resolution shall terminate with respect to that individual, group, undertaking or entity 60 days after the Committee has completed its consideration of the Ombudsperson's comprehensive report, in accordance with this Annex II, including paragraph 7 (h), unless the Committee decides by consensus before the end of that 60-day period to maintain that requirement with respect to the individual, group, undertaking or entity in question; in the absence of consensus, the Chair shall"	0
"V. Future role of the United Nations Observer Mission in Sierra Leone"	0
"None of the countries in the region have reviewed the activities of the non-profit business sector or assessed the risk of its use in terrorist financing."	1
"(b) Procurement related to uranium enrichment"	0
"Eight schools were subsequently evacuated in July."	0
"Concerned about armed activities and banditry in [the affected countries], which pose a threat to the security of the civilian population, the conduct of humanitarian operations in those areas and the stability of those countries, and result in serious violations of human rights and international humanitarian law."	1
"Most governments also appear to be strongly committed to ensuring that law enforcement agencies respect human rights, although in some cases serious concerns have been raised about abuses by security forces."	1
"29. In the context of the Division's efforts to recruit qualified experts to serve on sanctions monitoring teams of all types, and as has been the practice each year, all Member States were requested by a note verbale sent in December to nominate qualified candidates for inclusion on the Division's roster of experts."	0
"Decides that the mandate of [the mission] shall include: ... (v) To assist the authorities of ... [the country concerned] in the development and implementation of a disarmament, demobilization and reintegration programme for ex-combatants and the dismantling of militias and self-defence groups, consistent with the objectives of reconciliation and taking into account the special needs of demobilized children."	0
"77. The extraction operations are being carried out with the assistance of the international community."	0
"3. Damage to laboratories and equipment 11"	0
"Abdulrahman Mohammed Dhafer al-Dubaidi al-Juhani is associated with Al-Qaeda or any cell, affiliate, splinter group, derivative, or derivative thereof for âparticipating in the financing, planning, facilitating, preparing, or perpetrating of acts or activities by, with, under, on behalf of, on behalf of, or in support of [al-Nusra Front for the People of the Levant, also known as al-Nusra Front (QE.A.137.14)]â and ârecruiting for the organizationâ and ârecruiting on its behalfâ."	1
"All of this requires waging a vigorous war against entrenched informal actors whose presence poses a threat and impediment to the full exercise of sovereignty by the Afghan state."	1
"Disarming militias is therefore a priority, especially during the pre-election campaign phase with its potential for politically motivated violence."	1
"Given the groups' long-standing hostility to the UN, this suggests an ongoing threat to mission personnel."	1
"(iii) Deferred income includes income receivable that has not yet been collected."	0
"16. Despite the military defeat of M23, Congolese and foreign armed groups, including ADF, FDLR and several Mayi-Mayi groups, continue to pose a threat to the civilian population and to overall stability and development in the eastern Democratic Republic of the Congo and the Great Lakes region."	1
"We would also like to express our concern that the recurrence of such incidents could lead to an unstable situation in the region, making it difficult to achieve a peaceful solution to the situation in Kosovo that is acceptable to both parties."	1
"Several delegations were of the view that decisions to advance pending issues were painstakingly taken given the current internal situations, particularly the conflict in South Sudan."	1
"On the other hand, the Eritrea-Ethiopia Claims Commission shows that the mechanisms for paying and enforcing compensation as a result of collective claims adjudicated by a third party can be problematic."	1
"55. New payment methods are becoming more widespread and can pose a challenge in the area of terrorist financing."	0
"Moreover, there is still a huge gap between the position of President Gbagbo and his ruling party, on the one hand, and that of the opposition forces, on the other."	1
"The program will not apply to individuals who are considered international criminals or terrorists, such as members of al-Qaeda."	1
"However, Afghanistan continues to face challenges in its pursuit of stabilization and development. Key among them are the security situation, the worsening humanitarian situation, rule of law and human rights challenges and continued violence, resulting in increasing civilian casualties."	1
"On July 26, the Council issued a statement to the press condemning the terrorist attack on the United Nations Interim Force in Lebanon, in which six United Nations peacekeepers from France were injured. Thematic and other matters"	1
"The main Palestinian factions in Lebanon expressed concern about the incidents and distanced themselves from Fatah al-Islam."	1
"In addition, a passport must also be revoked if the holder's presence abroad seriously interferes with the country's interests and reputation, or if the country's internal or external security is jeopardized (Article 25(h) of the Nationality Documents Act)."	0
"(b) Development of a clean drinking water system and relocation to the site."	0
"According to the dispatcher, the charge in its entirety can only be used for Fokker 27 airplanes."	0
"110. Some observers remain unconvinced of the significance of this threat, while others criticize the prioritization of CBRN terrorism over other aspects of terrorism or other types of threat."	1
"3. The Ministry of State."	0
"- With regard to paragraphs 46, 48 and 49 on the arms embargo and border control, the truth is that arms smuggling is from Lebanon to Syria. Everyone knows that certain groups in Lebanon are involved in attempts to destabilize Syria by supplying armed terrorist groups in Syria with weapons and funds to undermine Syria's stability."	0
"My delegation remains concerned that the security situation in Iraq continues to deteriorate."	1
"During attacks, Janjaweed and government forces reportedly routinely raped, burned, beat, and stripped women, and verbally abused and humiliated civilians."	0
"\"The Security Council also expresses its concern about rising tensions in the Ituri region and calls on all parties to exercise restraint."	1
"However, we remain concerned that there is an overemphasis on visits to developing countries."	1
"(g) Facilitating import and export between the two countries."	0
"Al-Qaida in Iraq's goal is to build the capacity to launch attacks whenever targets are available, either by its own members or in cooperation with existing groups that work with it or, better yet, follow its orders."	0
"In addition, the Mission is currently examining the need for a specialized reconnaissance aircraft to conduct surveillance and patrol operations in borderlands and coastal areas that are generally inaccessible. B. Election security"	0
"They are under real pressure from the international community and any contact between them and a second party jeopardizes their security."	1
"VIII. Cross-cutting issues in the Mission"	0
"States cannot flout this fundamental obligation without any consequences for their unlawful behavior."	1
"Therefore, it is the Commission's view that these acts may constitute crimes against humanity."	1
"19. Extremist groups also targeted civilian contractors working for MINUSMA. On 12 October, armed elements stopped a contracted truck and destroyed clearly marked cargo, leaving the driver unharmed. On 6 November, a civilian contractor's truck hit an explosive device 40 kilometers south of Almustrat (Gao region), injuring three people. On November 8, armed elements stopped two civilian trucks rented for MINUSMA, robbed the drivers and threatened to burn the trucks if the drivers continued to work for MINUSMA."	0
"As the representative of Algeria just pointed out, the draft resolution that was not adopted contained a clear condemnation of all terrorist attacks against civilians as well as all acts of violence and destruction."	1
"Further development of the situation in this direction could jeopardize efforts to reform and build the country and, in the long run, threaten peace and stability throughout the region."	1
"14. On July 28, the prime minister ordered the dismissal of Basra governor Mohammed al-Waeli, a senior member of the Fadhila Party."	0
"73. Changes to the mechanism for providing reasons, both for delisting and for retaining names on the List, are needed to ensure timely implementation and substantive content that properly reflects the analysis and conclusions of the independent reviewer."	0
"2. Real property 217-218 55"	0
"The Commission concluded that the Minister of the Interior and the Commander-in-Chief bypassed institutional procedures by illegally transferring weapons within the organization."	0
"The commission also received credible reports of the killing of another policeman by the Hashd in the same area."	0
"Actions that may undermine or damage confidence in the outcome of negotiations must stop and be reversed."	1
"Based on the foregoing, the Ministry of Foreign Affairs of Georgia considers that the withdrawal of the Russian Federation from the decision adopted by the Council of Heads of State of the Commonwealth of Independent States on 19 January 1996 represents a serious threat of destabilization, significantly changes the situation surrounding the conflict and undermines the legal framework, which defines the CIS peace formula for the conflict zone."	1
"The changing environment in Afghanistan raises questions about Central Asian groups currently operating there such as Ansarullah (not listed), the ethnic Tajik splinter group of the Islamic Movement of Uzbekistan (QE.I.10.01)."	1
"UNAMIR is discussing with some Rwandan combatant leaders and the transitional government the technical modalities of repatriation, and has publicized the Rwandan government's decision not to prosecute any returning combatant who was 14 years old or younger at the time of the 1994 genocide."	0
"The second point I would like to highlight today is our ongoing concern for the well-being of the innocent people in Gaza and in the towns and cities in southern Israel."	1
"He warned that there is a risk that inviting the Group of Friends, including non-Council members, to participate in the Council's decision-making process could result in ineffectiveness."	1
"As the Secretary-General's report (S/2004/634) makes clear, addressing the problem is a difficult challenge."	1
"56. It is encouraging that progress has not stalled in the four priority areas mandated by UNMIT, including dialogue initiatives on critical national issues, further progress in the resumption of primary policing responsibilities by PNTL, the promulgation of the national security legislative package, the development of the strategic development plan and the Timor-Leste Justice Sector Strategic Plan."	1
"5. We further respectfully submit that there are other, quicker and simpler ways to ensure that the victims of the criminal acts in Rwanda receive just compensation."	0
"The situation in Somalia (March 17, 1992; January 14, 2010)"	0
"S/RES/1882 (2009), OP6"	0
"The Palestinians and Arab countries must give Israel the necessary and reliable guarantees for its security as a state."	1
"A shift in the Mission's force will not alone bring about the changes needed to more effectively implement its mandate; it must include a change in the behavior of some troop-contributing countries."	1
"The letter included an indication that the Committee is considering the recommendations in the report with a view to improving the sanctions measures and their implementation."	0
"However, the operation also highlighted the challenges that Liberia's security sector still faces, especially in terms of logistics, communications, and the mobility of the police and immigration service."	1
"5. In 2014, the Security Council extended the partial suspension of the arms embargo for the development of the security forces of the Federal Government of Somalia on two occasions, first in resolution 2142 (2014) for six months and subsequently in resolution 2182 (2014) until October 30, 2015."	0
"Recalls that the excessive accumulation of small arms and light weapons and the resulting destabilization constitute a significant impediment to the provision of humanitarian assistance and have the potential to exacerbate and prolong conflicts, endanger civilians and undermine the security and confidence necessary for the return of peace and stability ..."	1
"Shifting blame, finding scapegoats to take responsibility for failure in Afghanistan and asking those who are already doing more to do more are unfair, unacceptable and ultimately demoralizing."	1
"51. The mission witnessed the vast gap between the capital, Port-au-Prince, and its outlying areas."	0
"We also decided to hold two thematic debates on conflict prevention and children in armed conflict on July 20 and 26, respectively."	0
":: Utilize the Trust Fund for Disarmament Activities globally and regionally to advance projects and activities immediately: Utilize the Trust Fund for Global and Regional Disarmament Activities to move projects and activities forward immediately"	0
"The conclusion that government authorities did not pursue and implement a policy of genocide in Darfur, either directly or through militias under their control, should not be interpreted in any way that minimizes the seriousness of the crimes committed in that region."	1
"As a priority, the mission will attempt to locate and secure key documents as well as records and archives."	0
"The non-profit sector is perhaps the most vulnerable to terrorist financing and the most difficult to regulate and monitor."	1
"2. International Covenants on Human Rights"	0
"4. The recent high-level exchange of visits between Iraq and Kuwait has contributed to the creation of an atmosphere conducive to the Coordinator's contacts with representatives of Iraq and Kuwait, as well as with other members of the Tripartite Commission and its Technical Subcommittee, which remains the main body on the issue of persons unaccounted for in the 1990-1991 Gulf War."	0
"We consider Armenia's position to be an open and direct challenge to the conflict settlement process and a serious threat to international and regional peace and security."	1
"I encourage the Congolese authorities to hold accountable those responsible for the mass rapes and looting committed in Walikale in July and August 2010."	1
"Overall, strengthening international cooperation, sharing information, and developing comprehensive and integrated national responses to this challenge may be among the most effective ways to combat and prevent incitement."	0
":: Encourage structural reform of government institutions, including financial reform: Encourage structural reform of government institutions, including financial reform."	0
"(b) Publication of the list of persons eligible to vote."	0
"The Security Council reiterates its strong condemnation of such practices and calls upon all parties to armed conflict to ensure the full and effective protection of women, and emphasizes the need to end impunity for those responsible for gender-based violence against women."	1
"Contrary to persistent rumors, there is no evidence that police officers, including those supplied with weapons and uniforms by the defense forces, participated in the shootings."	0
"Monitoring and identifying violations of the arms embargo, and applying targeted sanctions where appropriate, must be strengthened in order to minimize the potentially devastating effects of the operation in the Somali context."	1
"The Council demands that the Government of Sudan immediately withdraw from the Abyei area."	1
"The Team also considers the growing international concern regarding the use of the Internet by terrorists, and provides views on this issue and all of its monitoring activities."	1
"1. Categorically condemns as criminal and unjustifiable all acts, methods and practices of terrorism, regardless of their motivation, in all its forms and manifestations, wherever and by whomever committed, in particular those which may threaten international peace and security."	1
"3. The situation in Cyprus (December 27, 1963; January 24, 2013)."	0
"30. One State noted that while its Constitution guarantees the right to freedom of expression, this right may be subject to reasonable restrictions, including in the case of expressing an opinion that amounts to incitement."	0
"There is also a great deal of credible material indicating that criminal acts were committed as part of widespread or systematic attacks against the civilian population, with knowledge of such attacks."	0
"No one in the region is exempt from the demands for change that we have witnessed."	0
"If missions do not fulfill their responsibilities to protect civilians, this will jeopardize other missions the mission may have been tasked with, not to mention the loss of life and suffering that will follow."	1
"To do nothing about such a vicious group under the ill-advised excuse that they pose no threat to the government is an abdication of the basic responsibility of any state to ensure the safety of its citizens."	1
"Improving this situation requires the enforcement of laws - particularly the law on the elimination of violence against women - that criminalize and punish violence and harmful practices against women and girls."	1
"However, Geosonda's earnings projections do not take into account the financing costs that the company would likely have incurred."	0
"Calls upon all States to take urgent action to implement fully resolution 1373 (2001), and to assist each other in doing so, and emphasizes the obligation of States to deny financial, safe haven and all other forms of support to terrorists and those who support terrorism."	1
"We urgently appeal to them to increase their support for the collective initiatives to be taken by our States, within the framework of the Nouakchott Process, to address the threat that terrorism, violent extremism and transnational organized crime pose to international peace and security."	1
"On the same basis as above, five Trial Chamber Sections would produce 675 trial days (or 3,375 hours, see above) per year."	0
"Calling upon States to urgently work together to prevent and suppress acts of nuclear terrorism, including through enhanced cooperation and full implementation of relevant international conventions, and by taking appropriate measures to strengthen the existing legal framework in order to ensure effective accountability for those who commit nuclear terrorism offenses."	0
"Blue Nile State remains a concern for us."	1
"16. On 1 December, in accordance with paragraph (p) of the annex to resolution 2160 (2014), the Monitoring Team provided the Committee with a special written report, in consultation with the Government of Afghanistan, the United Nations Office on Drugs and Crime and United Nations sanctions expert groups, as appropriate, on specific cases of cooperation between organized crime syndicates, in particular in particular hostage-taking for ransom, drug production and trafficking groups, as well as groups illegally exploiting natural resources in Afghanistan, including precious and semi-precious stones, and individuals, groups, undertakings and entities that meet the criteria for listing under paragraph 1 of resolution 2160 (2014)."	0
"The common objective element (knowledge of the systematic nature of forced displacement) lies in the fact that the displacement clearly amounts to a government policy that has been pursued by the relevant government authorities and the Janjaweed."	0
"The Security Council should recognize that countering violent extremism is an indispensable component of the international community's response to this threat."	1
"(a) Continue to remind Member States of their obligation to extradite or prosecute in accordance with the applicable international counter-terrorism instruments to which they are party and remind States of their obligation to ensure that claims of political motivation are not treated as grounds for refusing requests for the extradition of suspected terrorists."	1
"The renovation of Kosovo's prisons and detention centers, which were in very poor condition, was also a top priority for UNMIK's Department of Justice."	0
"UNMIK and KFOR's requests for information were met with a standard response from the KPC commander, who said that under his limited authority, he could not provide additional information."	1
"The two governments are key partners of the Committee in its efforts to make the system more effective and risk-focused, and have offered many useful suggestions and provided detailed updates to the Panel."	0
"I therefore urge you to work for the application of Chapter VII of the UN Charter in accordance with the Algiers Agreement, which was blessed with your signature, because Ethiopia has a rigid position that it has been holding for almost two years now."	0
"Although F-FDTL indicated in 2006 that it had 1,200 M16s in its possession, records reveal that 45 M16s are missing. Also missing were three FN-FCN semi-automatic rifles, three SKS semi-automatic rifles and two Uzi weapons, all of which were in the custody and control of the Defense Forces."	1
"We urge Israel to take further action to remove settlement outposts in accordance with the Road Map, and to address the growing threat of settler extremism."	1
"Vice-President: United Kingdom of Great Britain and Northern Ireland"	0
"Almost two years after the last briefing on the situation in the Great Lakes region (LRA-affected areas), the Council held a private meeting on July 21, 2011, to discuss the ongoing threat to regional security posed by the Lord's Resistance Army (LRA)."	1
"Demanding that all parties to armed conflict immediately and completely cease all acts of sexual violence against civilians, in accordance with resolutions 1325 (2000), 1820 (2008), 1888 (2009) and 1889 (2009); the recruitment and use of children, in accordance with resolutions 1612 (2005) and 1882 (2009); and indiscriminate attacks against civilians, in accordance with resolution 1894 (2009)."	1
"Therefore, depending on the circumstances of each case, and under the principle of joint criminal enterprise, these persons may be suspected of having committed crimes against humanity by killing civilians; forcible displacement and war crimes by indiscriminately attacking civilians and destroying civilian objects."	1
"In addition, many victims have told the Commission that they have little confidence in the impartiality of the Sudanese justice system and its ability to prosecute those responsible for serious crimes committed in Darfur."	1
"The Council condemns all violations of international law, including international humanitarian, human rights and refugee law, committed against children during armed conflict."	1
"2. The situation in Sierra Leone."	0
"To be held on Friday, September 15, 2000, at 12.50 p.m."	0
"It also noted that acts of terrorism are considered ordinary crimes and treated under standard criminal procedures, rather than being decided under special provisions or before special courts."	1
"8. The Council will be very vigilant against those who may attempt to obstruct the transition process, in particular those who may violate the arms embargo in the Democratic Republic of the Congo or refuse to participate in the disarmament, demobilization, repatriation, resettlement and reintegration process and the integration of FARDC."	1
"Those discussions were still ongoing. The Personal Envoy reported that the Government of Morocco had on a number of occasions expressed its disappointment with the content of the latest report and the Personal Envoy's recent briefing to the Council during informal consultations in April 2014."	1
"In the Hiraan region of central Somalia, heavy fighting on June 7 and 8 over land and water disputes on the west side of Beledweyne between the Galgil and Jajili clans of the Hawiye clan reportedly left 36 people dead and 70 injured."	0
"The second letter of credit was not opened."	0
"We note the security concerns that Israel says compel it to continue its overflights, particularly allegations of violations of the arms embargo established pursuant to resolution 1701 (2006)."	1
"Table 8 - Ministry of Education Summary Table"	0
":: The Convention on the Physical Protection of Nuclear Material Convention on the Physical Protection of Nuclear Material"	0
"Formal responsibility begins at the age of 16."	0
"We raise the issue of violence in order to express our impatience with regard to finding satisfactory and urgent solutions to the enormous challenges to the unity of Iraqi society."	1
"The helicopter arrived in the mission area on March 31."	0
"As of September 15, one data processing center in Duékoué, in the Western Region, had yet to start the data processing process."	0
"But the grave risk remains that as a result of this decision - which violates the Bonn and Berlin documents - the country will face an explosive situation fraught with new armed resistance and internal divisions in the power structures."	1
"However, there is little information on the level of implementation of these implementing rules."	1
"On that occasion, the President also provided an update on the threat posed by foreign terrorist fighters associated with ISIL and Jabhat al-Nusra, pursuant to paragraph 26 of resolution 2178 (2014)."	1
"As these complications persist and this behavior, which is completely at odds with what is required to reach a just solution, we must ask: How can we achieve a successful conclusion to the peace process in 2009? We believe that the responsibility lies with the Quartet and the Security Council to develop a practical mechanism to address these issues, in a situation where one party repeatedly refuses to heed the calls and fulfill its commitments, locking us into a cyclical process with no end in sight."	1
"Discussions reportedly took place between those planning to demonstrate and the security forces, in some cases face-to-face."	0
"They are the ones who do all these things, and then ask for protection and guarantee and put it as a mask in order to blackmail and get more concessions."	1
"The authorities in the DRC have an international obligation to ensure that their country is not used as a base from which these rebels come to attack Uganda."	0
"An arrangement is expected to be finalized this month."	0
"âThe Security Council reiterates its readiness, in accordance with its relevant resolutions, to impose sanctions on entities and individuals who harbour, finance, facilitate, support, organize or train groups or individuals or incite them to commit acts of violence or terrorist acts against other States or their citizens in Somalia or in the region, as well as on other regional networks, groups, undertakings, entities and individuals who have not fully severed their links with Al-Qaida and associated groups, including AQIM, MUJAO and Ansar Dine, in accordance with resolution 2083 (2012)."	1
"In the event that a decision is made to prosecute all individuals who received weapons for illegal possession, the Commission has records identifying these individuals."	1
"There are certainly people who are uncomfortable with what they see as an excessive and indeed negative preoccupation with sectarian balance."	0
"2. Calls upon the Syrian Government to visibly implement all commitments it agreed to in the preliminary understanding and as stipulated in resolution 2042 (2012), namely (a) to cease troop movements towards population centers, (b) to cease all use of heavy weapons in those centers, and (c) to complete the withdrawal of military concentrations in and around population centers, as well as to withdraw its forces and heavy weapons from population centers back to their barracks or temporary deployment sites to facilitate a sustained ceasefire."	1
"We urge Israel to abide by its obligations regarding the population in the occupied territories."	1
"The Council commends the tireless efforts already being made in this area."	0
"During 2007, 324 changes were made to the restrictions on the list, and 15 amendments have been made so far in 2008."	0
"In this regard, I received a letter dated 6 December 2007 from the Permanent Representative of Morocco to the United Nations (S/2007/714) and another dated 12 December 2007 from the Minister for Foreign Affairs and Cooperation of Morocco (S/2007/731), both of which contained allegations of violations of the provisions of the military agreements reached in 1991."	1
"151. On the other hand, while recognizing the benefits to law enforcement of mandatory censorship, others, such as the Working Group on Internet Governance, believe that a system of mandatory censorship could violate basic human rights."	1
"Call on parties to armed conflict to strictly observe applicable international humanitarian law, including the prohibition of:"	1
"He emphasized the need to promote dialogue within the framework of the TFIs and encouraged his interlocutors to use their influence to that end."	0
"The lack of such participation will prevent progress in addressing important issues of public administration and will make no progress in improving Kosovo's image in the minds of the wider community."	1
"The Chair took note of the invitation extended by the Country Task Force on Monitoring and Reporting to the Working Group to visit South Sudan and suggested that the Working Group issue a press release on the meeting held, in accordance with the terms of reference of the Group."	0
"27. The popularity of F-FDTL has declined dramatically, especially by veterans' organizations that came into existence in 2001."	1
"C. Verification and analysis 91 - 95 28"	0
"2. During the reporting period, there continued to be a persistent disagreement between the parties on how to achieve a mutually acceptable solution to enable the people of Western Sahara to exercise their right to self-determination."	1
"XIII. D6 claims for loss of income"	0
"Invite States and regional and sub-regional organizations to provide technical assistance to local police, judicial and correctional personnel (e.g. mentoring and legislative development)."	1
"The government would be doing its judicial system a great service if it took steps to revoke the decree that established the courts."	1
"2. The situation between Eritrea and Ethiopia"	0
"3. Members of the death squads must be identified and brought to justice."	0
"His innovation was to shift the target from Muslim countries to the West, especially the United States; by characterizing his terrorism as a struggle between Islam and its enemies, he was able to bring together several diverse and often competing groups under one banner."	1
"They informed the Mission that a draft amnesty law covering political prisoners detained in Serbia would be submitted to the Parliament of the Federal Republic of Yugoslavia as soon as possible."	0
"Uganda believes that ending impunity is the only credible deterrent against crimes that are of serious concern to the international community."	1
"I also condemn Hezbollah's reckless disregard for the wishes of Lebanon's elected government and the interests of the Lebanese people and the wider region."	1
"The workshop was an important opportunity to explore ways to further facilitate the implementation of the resolution, including aspects related to the submission of reports by all States and fuller implementation."	0
"This key remaining provision of the resolution, a reaffirmation of a decision the Lebanese agreed to abide by in the 1989 Taif Agreement following the civil war, has yet to be implemented."	1
"Because Hizbullah maintains close ties with a number of States in the region, in particular with the Islamic Republic of Iran, as the militia's Secretary-General himself has publicly acknowledged, I call on these States to encourage the armed group's transformation into a purely political party and its disarmament, in accordance with the provisions of the Taif Agreement and resolution 1559 (2004), in the best interest of regional peace and stability."	1
"The international community must take the necessary action to prevent Israel from continuing the condemnable destruction it has embarked on in Gaza, and emphasize the rejection of all these Israeli practices, which are in violation of international law and international humanitarian law."	1
"While Pristina and Belgrade strongly condemned the incident and demanded the arrest of the perpetrators, each side claimed that the other was responsible for provoking the incident."	1
"42. Ruan Yuhong is an editor at Blashe"	0
"In addition, Israeli air violations of the Blue Line have continued on a regular basis, in direct violation of resolution 1701 (2006)."	1
"These attacks occurred between August 2002 and January 2003."	1
"A larger United Nations presence is indeed vital, but for the added value of our organization to be fully effective, sufficient funds must be provided for both personnel and security. Mr. Eide reminded us of that a few moments ago."	1
"Nevertheless, the Team recommends that the Security Council bring to the attention of Member States that, under the sanctions regime, they are obliged to prevent the use of the Internet for the direct or indirect provision, sale or transfer of technical advice, assistance or training programs related to military activities to listed individuals or entities from their territories or through their nationals residing outside their territories."	1
"Combined with intolerance and deeply rooted in the political and social life of the region, organized crime threatens the very foundation of principles and values we are trying to instill in the new institutions formed there, and our efforts are in vain."	1
"In light of the above, the Panel recommends an award of compensation in the amount of USD 1,800,000."	0
"âThe Security Council condemns the deaths of innocent civilians and human rights violations in eastern DRC and calls for a full investigation into these incidents."	1
"Together, these challenges put political pressure on governments and have a direct and serious impact on the peace, security and stability of the countries concerned."	1
"The United States urges the Haitian authorities to fulfill their pledge to fill all six vacancies on the Supreme Court by October 3, 2011."	1
"\"The rivalry between opposing political forces casts doubt on the country's recent democratic success and threatens its progress towards lasting stability\" (S/2011/540, para. 55)."	1
"18. As of August 28, 2011, Iran had installed 136 IR-2m centrifuges in Cascade 5."	0
"In general, a policy of attacking, killing, and forcibly displacing members of certain tribes does not indicate a specific intent to exterminate, in whole or in part, a group characterized by certain racial, ethnic, national, or religious characteristics."	1
"It is also indisputable that Armenia, as the occupying Power, bears direct responsibility for the commission of those crimes."	1
"âThe Security Council unequivocally condemns the terrorist attacks that took place in Marib, Republic of Yemen, on July 2, 2007, and expresses its deepest sympathy and condolences to the victims and their families and to the peoples and governments of the Republic of Yemen and the Kingdom of Spain."	1
"Attempts to destabilize the internal situation in Lebanon through political assassinations are completely unacceptable."	1
"Maternal mortality rate (100,000 live births)"	0
"President GusmÃ£o ordered the petitioners to return to the F-FDTL training center in Metinaro and participate in a commission of inquiry to investigate the allegations raised in the petition."	1
"He now further recommends that, as soon as the Team receives a report of the death of a listed individual, the Team should make every effort, in cooperation with the relevant States, to establish the facts and transmit its findings to the Committee as soon as possible."	0
"The threat posed by Al-Qaida and the Taliban"	1
"Emphasizing the obligation of all Member States to implement fully resolution 1373 (2001), including with respect to any member of the Taliban and Al-Qaida, and any individuals, groups, undertakings or entities associated with the Taliban and Al-Qaida who have participated in the financing, planning, facilitating, preparing or committing of terrorist acts or in support of terrorist acts, as well as their obligation to facilitate the implementation of counter-terrorism obligations in accordance with relevant Security Council resolutions."	1
"(a) Refrain from providing any form of support, active or passive, to entities or persons involved in terrorist acts, including by suppressing recruitment of members of terrorist groups and preventing the supply of weapons to terrorists."	1
"Africans have made their concerns about the situation in Zimbabwe very clear."	1
"Claimant's name: Adel Behbehani General Trading Co. W.L.L"	0
"Unfortunately, the Sudanese justice system has demonstrated that it has neither the capacity nor the willingness to investigate and prosecute perpetrators of war crimes and crimes against humanity in Darfur."	1
"The Security Council urges the Government of the DRC to promptly investigate the November 2012 mass rapes committed by FARDC elements in Minova and bring the perpetrators to justice."	0
"The report was submitted to the Security Council Committee established pursuant to resolution 1267 (1999) concerning Al-Qaida and the Taliban and associated individuals and entities on 22 February 2011 in accordance with Security Council resolution 1904 (2009) and is currently under consideration by the Committee."	0
"The counter-terrorism measures adopted by the international community at the national and regional levels in accordance with relevant UN initiatives will lay a solid foundation for a global system that can address new challenges and threats under the auspices of the United Nations."	0
"In considering the evolution of the risk of incitement, one must bear in mind that the forms and means of communication have evolved substantially since the adoption of resolution 1624 (2005)."	1
"Cypriot newspaper The Irish Times, journalist Michael Jansen -- February 3, 2012"	0
"One State noted that while global counter-terrorism efforts had significantly weakened Al-Qaida, the threat had shifted to groups affiliated with, but independent of, the core organization and to individuals influenced by the ideology, religion, nationality, civilization or group to which they belonged, with the terrorist threat emanating from multiple sources, including right-wing extremist and xenophobic groups."	1
"While UNAMA and the Independent Election Commission have so far relied on civilian observers to resolve conflicts, this mechanism may not be sufficient to address the most serious threats."	1
"107. On July 24, 2005, this agreement was violated by FACI preparing its Mi-24P aircraft for military operations in response to an alleged attack on Anyama."	1
"169. The evidence obtained by the Commission establishes that Prime Minister Alkatiri was informed of the alleged transfer of weapons to civilians no later than May 21."	1
"In the meantime, UNHCR goods were delivered from Belgrade as usual."	0
"These measures are sometimes applied in the context of preventive measures when terrorist acts are allegedly still in the preparatory stage."	1
"claim of kaskade drains limited 402 - 412 83"	0
"In the medium term, the focus will be on controlling the mining areas, eliminating the threat posed by Ituri armed groups and restricting the FDLR presence in certain areas due to the disarmament, demobilization, repatriation, reintegration and rehabilitation (DDRRR) process."	1
"Suspects are deliberately starved and subjected to other inhumane conditions of detention to increase pressure to confess and incriminate others."	0
"58. Since the establishment of the Counter-Terrorism Trust Fund, the Executive Directorate has become more efficient in managing voluntary contributions in support of its activities."	0
"In June 2009, the Financial Action Task Force on Money Laundering (FATF) International Cooperation Review Group reported that six countries in the sub-region have AML/CFT gaps."	1
"Individuals and cells associated with al-Qaeda and its affiliates continue to innovate in targets, methods, and technology."	1
"They point out that Ethiopia's failure to allow full demarcation to proceed, as well as the continued and increasing restrictions on UNMEE's work, raise serious questions about the viability of the Mission."	1
"Unless the government addresses these two issues, they could pose serious threats to Timor-Leste's security and stability."	1
"To make a determination in the absence of identifiers, the Committee often applies the criteria used by INTERPOL, which issues INTERPOL-United Nations Security Council Special Notices to national law enforcement agencies for all listed individuals and entities with at least two identifiers."	0
"During 2005, the list was sent three times (SCA/2/05(03), SCA/2/05(10) and SCA/2/05(20))."	0
"For their part, government leaders and supporters have accused the MPCI and other ârebel movementsâ of using foreign troops and committing atrocities, most notably the killing of dozens of gendarmes in BouakÃ©."	1
"82. In follow-up to Security Council resolutions on children affected by armed conflict, in particular resolution 1612 (2005), a strong partnership was established between the United Nations and the Netherlands Organization for International Development Cooperation-Somalia, a non-governmental organization, to initiate community-based reporting and monitoring on child rights and child protection violations."	0
"The Special Representative regretted that the human rights situation continued to witness ongoing violations, and warned that the situation could worsen with the adoption and implementation of a new draft security law."	1
"It is part of an oft-repeated chant before this Council that does not get any more true, ignoring both Palestinian responsibilities and Israeli rights, and failing to recognize the extreme difficulties that Israeli forces face in trying to protect their citizens and minimize harm to Palestinian lives while the terrorists they face show no more concern for Palestinian lives than they do for Israeli lives."	1
"Divergent views on this issue between the AU and the UN will complicate any transition."	0
