en_ar_TRANSFORMERS	QuadClass
ويعتقد فريق الرصد اعتقادا راسخا أن الإيرادات التي يتم الحصول عليها على هذا النحو يستخدمها المسؤولون للمساعدة في الحفاظ على ميليشياتهم وشراء الأسلحة.	1
وتشمل هذه الحقوق الحق في الحياة؛ وحظر التعذيب أو العقوبة القاسية أو اللاإنسانية أو المهينة؛ وحظر الرق وتجارة الرقيق والعبودية؛ وحرية الفكر والوجدان والدين.	2
:: الاجتماعات التشاورية التي عقدت مع العديد من الشركاء الذين اعترفوا بأهمية برنامج الاستثمار ذي الأولوية، وأعربوا عن التزامهم بدعم مجموعة البلدان الخمسة المطلة على الساحل فيما يتعلق بتمويل البرنامج وإنشاء الأمانة الدائمة، بما في ذلك البنك الدولي، ومصرف التنمية الأفريقي، والبنك الإسلامي للتنمية، والصناديق والمصارف العربية، والاتحاد الأوروبي، والأمم المتحدة، وقد أشاد هؤلاء الشركاء بطاقة مجموعة البلدان الخمسة الواقعة على الساحل والقيادة القوية لرؤساء الدول، كما يدل على ذلك نهجهم البارز في التعامل مع التحديات الرئيسية في منطقة الساحل، ولا سيما في مجالي الأمن والتنمية.	4
وينبغي للدول أن تعتمد نهجاً شاملاً في عدم توفير الملاذ الآمن، حيث يلزم اتخاذ عدة تدابير مترابطة لضمان الفعالية، بما في ذلك التدابير التشريعية وتدابير إنفاذ القانون ومراقبة الحدود واللاجئين واللجوء.	2
وآمل أن تساعد هذه الخطوة الإيجابية على تهيئة مناخ يفضي إلى إنهاء المأزق الحالي ويمهد الطريق للتقدم الذي طال انتظاره نحو حل سياسي عادل ودائم ومقبول للطرفين للصراع.	2
NA	2
وتستند نتائج التقرير إلى مجموعة من الروايات المباشرة من الضحايا والشهود.	2
ومع ذلك، لا يزال يساورني القلق إزاء استمرار القيود المفروضة على حركة مراقبي الأمم المتحدة العسكريين الذين يسعون إلى زيارة وحدات الطرفين ومقرهما ونقاطهما القوية لأغراض التحقق.	3
(د) تكفل اللجنة امتثال أي تدابير تتخذها الدول الأعضاء لمكافحة الإرهاب لجميع التزاماتها بموجب القانون الدولي، ولا سيما القانون الدولي لحقوق الإنسان وقانون اللاجئين والقانون الإنساني الدولي؛	2
وإذ يؤكد من جديد الحاجة إلى مكافحة الأخطار التي تهدد السلام والأمن الدوليين من جراء الأعمال الإرهابية بجميع الوسائل، وفقا لميثاق الأمم المتحدة والقانون الدولي، بما في ذلك القانون الدولي المنطبق لحقوق الإنسان والقانون الدولي للاجئين والقانون الإنساني الدولي، وإذ يؤكد من جديد في هذا الصدد أهمية الدور الذي تؤديه الأمم المتحدة في قيادة هذا الجهد وتنسيقه،	4
وإذ يؤكد أهمية اتفاق أروشا للسلام في التسوية السلمية للصراع في رواندا وضرورة أن تجدد جميع الأطراف التزامها بتنفيذه بالكامل،	4
باسم لجنة مجلس الأمن المنشأة عملا بالقرار 1373 (2001) بشأن مكافحة الإرهاب، أتشرف بأن أقدم إلى مجلس الأمن تقرير اللجنة للنظر الشامل في أعمال اللجنة ومديريتها التنفيذية في الفترة من 2011 إلى 2013 (انظر المرفق).	2
ويعوق التبادل التشغيلي للمعلومات الافتقار إلى القدرات المؤسسية والتشغيلية والتحديات اللغوية.	2
(ب) أن ينشئ، وفقا للمادة 28 من نظامه الداخلي المؤقت، لجنة تابعة لمجلس الأمن تتألف من جميع أعضاء المجلس للاضطلاع بالمهام المبينة في مرفق هذا القرار؛	2
وفي أذربيجان، تم تركيب معدات للكشف عن الأسلحة والمراقبة في المعابر الحدودية الدولية.	2
ولدى أربع دول سياسات وتدابير قائمة لمكافحة الاتجار بالأسلحة والمتفجرات، ولدى دولتين بعض التدابير، ولا تملك دولة واحدة أي قدرة في هذا المجال.	2
(ج) التشجيع على اعتماد ضوابط محلية أقوى على الأسلحة والمتفجرات.	4
كما أبرم عدد من المناطق اتفاقات محددة لمراقبة تصدير هذه الأسلحة واستيرادها وعبورها.	2
100 - وقد تجاوزت دول المنطقة دون الإقليمية إلى حد بعيد نُهُج إنفاذ القانون لمواجهة التحدي الذي تمثله الجماعات الإرهابية.	2
”ويحيط مجلس الأمن علما بالتعاون الجاري بين المنظمة البحرية الدولية ومكتب الأمم المتحدة المعني بالمخدرات والجريمة وشعبة شؤون المحيطات وقانون البحار فيما يتعلق بتجميع التشريعات الوطنية المتعلقة بالقرصنة، ويشجع البلدان التي لم تقدم بعد تشريعاتها على القيام بذلك، ويلاحظ أن نسخا من التشريعات الوطنية التي تلقتها الأمانة العامة قد وضعت على موقع الأمم المتحدة على شبكة الإنترنت.	2
20 - يقرر أن يعاون اللجنة، عند النظر في طلبات رفع الأسماء من القائمة، مكتب لأمين المظالم يُنشأ لفترة أولية مدتها 18 شهرا من تاريخ اتخاذ هذا القرار، ويطلب إلى الأمين العام أن يقوم، بالتشاور الوثيق مع اللجنة، بتعيين فرد بارز من ذوي الأخلاق الرفيعة والحياد والنـزاهة ويتمتع بمؤهلات وخبرات عالية في الميادين ذات الصلة، مثل المجال القانوني ومجال حقوق الإنسان ومكافحة الإرهاب والجزاءات، يكون أمينا للمظالم، وتكون ولايته محددة في المرفق الثاني لهذا القرار، ويقرر كذلك أن يؤدي أمين المظالم هذه المهام على نحو مستقل ومحايد وألا يلتمس تعليمات من أي حكومة ولا يتلقى منها تعليمات؛	2
60 - يقرر، من أجل مساعدة اللجنة في الاضطلاع بولايتها ودعم أمين المظالم، تمديد ولاية فريق الرصد الحالي الذي يتخذ من نيويورك مقرا له وأعضائه، المنشأ عملا بالفقرة 7 من القرار 1526 (2004)، لفترة أخرى مدتها ثلاثون شهرا، بتوجيه من اللجنة التي تضطلع بالمسؤوليات المبينة في المرفق الأول، ويطلب إلى الأمين العام أن يتخذ الترتيبات اللازمة لهذا الغرض؛	2
ونناشدهم على وجه الاستعجال أن يزيدوا دعمهم للمبادرات الجماعية التي ستتخذها دولنا، في إطار عملية نواكشوط، للتصدي للخطر الذي يشكله الإرهاب والتطرف العنيف والجريمة المنظمة عبر الوطنية على السلم والأمن الدوليين.	3
وفي هذا المناخ الذي يسوده انعدام الأمن على نطاق واسع، تتعرض حرية آراء الأحزاب السياسية للتهديد أو التقييد.	3
66 - توجد لدى خمس دول تشريعات تجرم تمويل الإرهاب، وتوجد حاليا قوانين لمكافحة غسل الأموال في تسع دول.	2
24 - ورتبت اللجنة، بمساعدة من مديريتها التنفيذية، عددا من المناسبات الخاصة مع الدول الأعضاء والمنظمات الدولية والإقليمية بشأن المسائل ذات الاهتمام المشترك والحالي، بما في ذلك المسائل المتعلقة بمكافحة الإرهاب من خلال استخدام تكنولوجيات الاتصالات والمعلومات الجديدة.	2
وقد أنشئت على مدى السنوات القليلة الماضية آليات إقليمية للتعاون في مجال إنفاذ القانون، بما في ذلك التعاون في مجال الإنذار المبكر والاستخبارات، وقد حسنت هذه الآليات كثيرا مستوى التعاون الإقليمي.	2
وكان السيد إسحاق مسلحاً بسلاح من طراز ستير، وكان هناك ثلاثة رجال على الأقل مسلحين بسلاح مختلف بسلاح ستير وبسلاح شبه آلي للجبهة الوطنية الكونغولية.	1
وأجرت البعثة وقوة حفظ السلام دوريات مشتركة في 5 تموز/يوليه في مقاطعة غالي، وفي 21 آب/أغسطس في قطاع زوغديدي (إلى جانب الجانب الجورجي)، وفي 22 أيلول/سبتمبر في وادي كودوري السفلى.	2
وتشكل النساء والأطفال 22 في المائة من عدد الوفيات.	1
وأبلغ المجلس أيضا بالحالة الإنسانية في المناطق التي تسيطر عليها الجماعات المسلحة، والتي لا تزال محفوفة بالمخاطر، ولا سيما في منطقة لوهانسك.	1
وفي 23 آب/أغسطس، قدم الرئيس بالنيابة للجنة مجلس الأمن المنشأة عملا بالقرار 1718 (2006) تقريره عن أعمال اللجنة الذي يقدم كل 90 يوما إلى المجلس.	2
وكما أشار الفريق من قبل، فإن القيود غير الكافية لا تخدم أي غرض مفيد: فالجزاءات لا يمكن تطبيقها على النحو المناسب ضدهم، والأفراد غير المقصودين من الجمهور الذين يحملون أسماء مماثلة يعانون من عواقب حقيقية، والقطاع الخاص والمسؤولين على الحدود وفي أماكن أخرى يضيعون وقتا وجهدا ثمينا في محاولة تحديد المباريات التي لا يمكن تأكيدها أبدا، ويفقد نظام الجزاءات ككل التأييد.	1
وكان الجنود على وشك الانتهاء من اغتصاب النساء الخمس، عندما وصلت المجموعة الثانية من النساء اللاتي ذهبن إلى الفاشر لبيع الخشب إلى نفس الموقع.	1
14- تقرير المقررة الخاصة للجنة حقوق الإنسان المعنية بحالات الإعدام خارج القضاء أو بإجراءات موجزة أو تعسفاً عن بعثتها إلى السودان (E/CN.4/2005/7/Add.2)	1
”ويقر مجلس الأمن بالإنجازات الهامة التي تحققت في مكافحة الإرهاب، ويقر أيضا بأنه لا تزال هناك ثغرات في المكافحة الشاملة لهذه الآفة، ويحث جميع الدول الأعضاء ومنظومة الأمم المتحدة على التصدي لها، ويشدد على ضرورة كفالة أن تظل مكافحة الإرهاب أولوية في جدول الأعمال الدولي.	4
وسيواصل رصد تطورات الحالة الأمنية على طول الحدود بين جمهورية أفريقيا الوسطى والكاميرون وتشاد، وكذلك بين السودان وجمهورية الكونغو الديمقراطية، من أجل الحيلولة دون امتداد حالات الصراع الخطيرة أو الأزمات الإنسانية من بلد إلى آخر.	2
171 - ومن الواضح أن محطة الفواكه في ميناء أبيدجان هي موقع استراتيجي لتفريغ السلع والمعدات العسكرية وتتطلب زيادة الرصد من جانب عملية الأمم المتحدة في كوت ديفوار.	3
فعلى سبيل المثال، في حالة الإبادة الجماعية، قد يكون الشخص الذي يعتزم قتل مجموعة من الأشخاص المنتمين إلى مجموعة محمية، بقصد محدد هو تدمير المجموعة (كليا أو جزئيا)، مدفوعا بالرغبة في الاستيلاء على السلع التي تعود إلى تلك المجموعة أو إلى مجموعة من الأشخاص أو بالرغبة في الانتقام من هجمات سابقة شنها أعضاء تلك المجموعة أو الرغبة في إرضاء رؤسائه الذين يحتقرون تلك المجموعة.	1
' 3` التعاون مع المنظمات الدولية، بما فيها لجنتا مجلس الأمن المنشأتان عملا بالقرارين 1267 (1999) و 1373 (2001)؛	2
10 - وفي الفترة من 24 إلى 28 تشرين الأول/أكتوبر 2011، أكملت الشعبة الاستشارية المدنية العسكرية التابعة لقوة كوسوفو وقوة أمن كوسوفو معا مرحلة المواءمة من تقييمهما المشترك الرابع.	2
وتلقت اللجنة أيضا تقارير موثوقة تتعلق بقتل شرطي آخر على يد حشد من أفراد الشرطة في المنطقة نفسها.	1
يشدد على أهمية ضمان وصول المنظمات ذات الصلة، حسب الاقتضاء، إلى جميع السجون وأماكن الاحتجاز في [البلد المتضرر]، ويدعو إلى الاحترام التام للقانون الدولي ذي الصلة، بما في ذلك القانون الإنساني وقانون حقوق الإنسان...	4
ويشمل ذلك تجنب استخدام مصطلحات يبدو أنها تقبل ادعاءات تنظيم القاعدة بالتبرير الديني؛ ويواصل الفريق القول بأن استخدام المعلقين والسياسيين من غير المسلمين للمصطلحات الدينية عند وصف تنظيم القاعدة، مهما كانت ملائمة أو عادية أو حسنة النية، يجعل من الأصعب تقويض رسالته وعزله عن الجماعة المستهدفة.	3
ولم تكن متوقفة تماما في الصف، استنادا إلى كيفية تصرف قوة الانفجار على السيارة الحمراء، التي كانت على الأرجح متوقفة مباشرة أمام الميتسوبيشي.	1
11 - يشير إلى أن المساءلة عن هذه الجرائم الخطيرة يجب أن تكفل باتخاذ تدابير على الصعيد الوطني وبتعزيز التعاون الدولي دعما للآليات الوطنية، ويوجه الانتباه إلى المجموعة الكاملة من آليات العدالة والمصالحة التي يتعين النظر فيها، بما في ذلك المحاكم الجنائية الوطنية والدولية و ”المختلطة“، ولجان الحقيقة والمصالحة، فضلا عن البرامج الوطنية لجبر الضحايا والإصلاحات المؤسسية؛ ويشدد على دور مجلس الأمن في وضع حد للإفلات من العقاب؛	2
واحتجز العقيد ريس ونائبه العميد رواك الذي اعتذر عن إطلاق النار.	1
وسيتناول أيضا التحقيق في الأعمال الإرهابية وملاحقة مرتكبيها، بهدف تقديم الإرهابيين ومن يدعمونهم إلى العدالة.	4
وإذ يقرر أن الحالة في المنطقة لا تزال تشكل تهديدا للسلام والأمن الدوليين،	3
وأُبرمت اتفاقات تقنية بين المنظمة الدولية للشرطة الجنائية (الإنتربول) وأجهزة إنفاذ القوانين على مستوى الكيان والدولة، مما أتاح لقوات الشرطة هذه إمكانية الوصول مباشرة إلى قاعدة بيانات المنظمة الدولية للشرطة الجنائية (الإنتربول).	2
ثانياً، حتى لو أمكن إثبات هذا السبب المشروع، فإن طالب اللجوء يخضع لاستثناءات الاستثناء بموجب المادة 1 واو، التي تحرم المذنبين بارتكاب أفعال شنيعة وجرائم عامة خطيرة، من الحماية الدولية للاجئين وتكفل عدم إساءة استخدام هؤلاء الأشخاص لمؤسسة اللجوء لتجنب تحميلهم المسؤولية القانونية عن أفعالهم.	3
55 - وفي منتصف تشرين الثاني/نوفمبر، أصدر منسق الأمم المتحدة للشؤون الإنسانية في كوسوفو نتائج دراسة استقصائية للمخاطر الإنسانية، كشفت أن نحو 000 42 أسرة قد تكون في حاجة إلى الحطب والفحم، وأن نحو 000 6 أسرة في حاجة إلى مأوى مؤقت لحالات الطوارئ في فصل الشتاء.	2
وفي عامي 2009 و 2010، تم الاستيلاء على عدة كميات كبيرة من الأسلحة العسكرية في غرب أفريقيا (السنغال ومالي ونيجيريا).	1
وفي الاجتماع الثلاثي الثالث لأنغولا وجمهورية الكونغو الديمقراطية ومفوضية الأمم المتحدة لشؤون اللاجئين، المعقود في لواندا يومي 28 و 29 آذار/مارس، تم التوصل إلى اتفاق بشأن إنشاء فريق عامل لمناقشة عودة نحو 000 80 لاجئ أنغولي يعيشون في جمهورية الكونغو الديمقراطية.	2
11 - وأجرت الحكومة أو مؤسسات الدولة أو تعتزم إجراء تحقيقات أخرى، منها تحقيق تجريه لجنة برلمانية، وتحقيق تجريه وزارة حقوق الإنسان، وتحقيق تجريه وزارة العدل عن طريق لجنة وطنية من المقرر إنشاؤها قريبا.	2
أتشرف بأن أحيل طيه تقرير لجنة مجلس الأمن المنشأة عملا بالقرار 1521 (2003) بشأن ليبريا، الذي يتضمن سردا لأنشطة اللجنة في الفترة من 1 كانون الثاني/يناير إلى 31 كانون الأول/ديسمبر 2014، والذي وافقت عليه اللجنة، وهو مقدم وفقا لمذكرة رئيس مجلس الأمن المؤرخة 29 آذار/مارس 1995 (S/1995/234).	2
أولا، كما أقر مجلس الأمن في عدة قرارات، يرى القانون الدولي أنه عندما ترتكب أعمال الانتهاكات الجسيمة لقانون حقوق الإنسان الدولي والانتهاكات الخطيرة للقانون الإنساني الدولي التي يمكن أن تشكل جرائم بموجب القانون الدولي، يقع على الدول واجب التحقيق، وإذا كانت هناك أدلة كافية، تقديم الشخص الذي يُدعى أنه مسؤول عن الانتهاكات إلى المحاكمة.	2
وقد قتل في تلك المذابح ما مجموعه 393 شخصا، من بينهم 93 طفلا و 48 امرأة، أي ما مجموعه 36 في المائة من الضحايا، مما يشير إلى سياسة متعمدة تستهدف النساء والأطفال.	1
ونقد عمل المجلس واللجنة في هذا المجال ينطوي على مخاطرة تلويث كامل نظام الجزاءات المفروضة على تنظيم القاعدة/حركة الطالبان، وينبغي ألا يقوض الدعم العالمي الذي حظي به حتى الآن.	1
العمل مع المنظمات النسائية والحكومات الوطنية لدعم عمليات الإصلاح الدستوري والانتخابي والتشريعي في مرحلة ما بعد الصراع؛ وبناء القدرات المؤسسية للأجهزة الوطنية للمرأة في مناطق ما بعد الصراع.	2
(ج) إساءة معاملة أسرى الحرب الإريتريين؛	1
ويجري تقديم الدعم المنسق من البعثة وفريق الأمم المتحدة القطري في جميع جوانب تنفيذ القانون، بما في ذلك إلى وزير الدولة لتعزيز المساواة، الذي يقود عملية وضع خطة التنفيذ، وإلى المجتمع المدني، من أجل التوعية بالقانون.	2
ومن غير المرجح أن يكون إدراج هؤلاء الأفراد في القائمة قد أحدث فرقا كبيرا في مستوى الاهتمام الذي توليه لهم سلطات الدولة، ولكن نظرا لأنهم لم يُظهروا أي تغيير في دعمهم الخطي والشفوي لتنظيم القاعدة أو حركة الطالبان، وكلاهما ليس معيارا للإدراج في القائمة، فقد أوصت الدول باستمرار إدراج الأسماء في القائمة ووافقت اللجنة على ذلك.	4
(أ) تنفيذ التشريعات الوطنية المعتمدة لمكافحة الإرهاب، مع مراعاة المعايير الدولية لحقوق الإنسان؛	2
وبالتالي، إذا لم تعترض أي دولة على طلب رفع اسم من القائمة أو لم تقدم هذا الطلب، أو إذا كانت المعلومات المقدمة غير كافية أو متضاربة، يمكن إحالة المسألة إلى المكتب.	4
ودمرت مضخات المياه وآبارها، ودمرت أدوات تجهيز الأغذية، وأحرقت الأشجار والمحاصيل وقطعت، في كل من القرى والولادات، التي تشكل مصدرا رئيسيا للمياه لسكان الريف.	1
وأدى ذلك إلى تشريد أكثر من 000 1 مدني ولم تتخذ الشرطة أي إجراء ضد الجنجويد.	1
ونظرا لنقص الهياكل الأساسية في البلد، قد يلزم إنشاء آلية لتيسير إدارة وتوزيع هذا الدعم.	4
76 - وتواصلت الجهود لتجنيد أفراد طوائف الأقليات في فيلق حماية كوسوفو.	2
82 - التوصيات ذات الأولوية هي: (أ) تشجيع جميع الدول على اعتماد أطر قانونية شاملة ومتسقة لمكافحة الإرهاب من شأنها أن تيسر تنفيذ استراتيجيات سليمة قانونيا ومتسقة لمكافحة الإرهاب؛	2
٢٠٢ - ومن المسائل الرئيسية فيما يتعلق بتيسير التحقيق في السلوك الإجرامي وملاحقته قضائيا على النحو المناسب كفالة أن يكون الأشخاص الذين لديهم معلومات ذات صلة على استعداد لتقديم أنفسهم إلى السلطات، وعند الاقتضاء، إلى الإدلاء بشهاداتهم أمام المحكمة.	2
وقد غرقت في ظروف سيئة من الطقس بالقرب من الساحل الصومالي في تموز/يوليه 2013 بعد فشل ميكانيكي، ومنذ ذلك الحين احتجز القراصنة أفراد طاقمها الباقين على قيد الحياة على الشاطئ.	1
19 - وفيما يتعلق بحظر السفر، نص المجلس، عملا بالفقرة 10 من القرار 1807 (2008)، على استثناءات للسفر على أساس الحاجة الإنسانية، بما في ذلك الالتزامات الدينية، من أجل تعزيز السلام والمصالحة الوطنية والاستقرار في المنطقة، ومن أجل عبور الأفراد العائدين إلى أراضي دولة جنسيتهم أو المشاركين في الجهود الرامية إلى تقديم مرتكبي الانتهاكات الجسيمة لحقوق الإنسان أو القانون الإنساني الدولي إلى العدالة.	2
وفي هذا الصدد، رأت أن من المهم الانتهاء من نشر القوة الإضافية التابعة للبعثة.	2
36 - خلال الفترة المشمولة بالتقرير، واصلت البعثة جهودها الرامية إلى تعميم الوعي بفيروس نقص المناعة البشرية/الإيدز.	2
وأشارت البلدان الثلاثة إلى جهودها الرامية إلى تعزيز مختلف قوانين مكافحة الإرهاب لمواءمتها مع قرارات الأمم المتحدة، ولكن الافتقار إلى القدرات يعوق التنفيذ الفعال.	4
11 - يعرب عن استعداده للنظر في الكيفية التي يمكن بها لولايات حفظ السلام أن تعالج على نحو أفضل الأثر السلبي للنزاع المسلح على المدنيين؛	4
وعندما يتم تحديد المركز، يتوقع من الاتحاد الأوروبي أن يؤدي دوراً أكثر بروزاً، لا سيما فيما يتعلق بالشرطة والعدالة وفي رصد ودعم عملية المعايير.	4
13 - وألزم البيان المشترك الحكومة باتخاذ تدابير لوضع حد للإفلات من العقاب، والتحقيق في حالات الانتهاكات المبلغ عنها، وكفالة تقديم جميع الأفراد والجماعات المتهمين بارتكاب انتهاكات لحقوق الإنسان إلى العدالة دون تأخير.	4
ويُفرض عمداً على المشتبه فيهم التجويع وغيره من ظروف الاحتجاز اللاإنسانية لزيادة الضغط عليهم للاعتراف بالأشخاص الآخرين وتجريمهم.	1
ووفقا لهذه السياسة، لم تتردد حكومتي، بمجرد أن علمت بالوجود غير المرغوب فيه للمتمردين الأوغنديين لجيش الرب للمقاومة، في إعطاءهم إنذارا نهائيا بمغادرة الأراضي الوطنية فورا.	3
14 - يدعو الأمين العام إلى أن يوجه انتباهه إلى الحالات التي يكون فيها اللاجئون والمشردون داخليا عرضة لخطر المضايقة أو تكون فيها مخيماتهم عرضة للتسلل من جانب عناصر مسلحة، وحيث يمكن أن تشكل هذه الحالات تهديدا للسلام والأمن الدوليين، ويعرب في هذا الصدد عن استعداده للنظر في هذه الحالات، وأن يتخذ، عند الاقتضاء، الخطوات المناسبة للمساعدة على تهيئة بيئة آمنة للمدنيين المعرضين لخطر نشوب الصراعات، بوسائل منها تقديم الدعم إلى الدول المعنية في هذا الصدد، ويشير في هذا الصدد إلى قراره 1208 (1998) المؤرخ 19 تشرين الثاني/نوفمبر 1998؛	1
وعلى مدى العام الماضي، ونتيجة للعمليات العسكرية المكثفة ضد الجماعات المسلحة، زادت البعثة دعمها اللوجستي لقوات القوات المسلحة لجمهورية الكونغو الديمقراطية بنسبة 226 في المائة.	1
وإذ تؤكد من جديد التزام الدول الأعضاء بأن تقوم دون تأخير بتجميد الأموال وغيرها من الأصول المالية أو الموارد الاقتصادية للأشخاص الذين يرتكبون أعمالا إرهابية أو يحاولون ارتكابها أو يشاركون في ارتكابها أو يسهلون ارتكابها؛ وللكيانات التي يملكها أو يتحكم فيها بصورة مباشرة أو غير مباشرة هؤلاء الأشخاص؛ وللأشخاص والكيانات الذين يعملون باسم هؤلاء الأشخاص والكيانات أو بتوجيه منهم، بما في ذلك الأموال المستمدة من الممتلكات التي يمتلكها هؤلاء الأشخاص والأشخاص المرتبطون بهم والكيانات أو التي يتحكم فيها بصورة مباشرة أو غير مباشرة، أو المتأتية من تلك الممتلكات أو المتأتية منها،	4
كما أن وجود عناصر متطرفة وما يُدّعى أنها تقوم به من أنشطة يثير القلق.	1
وأعيد في آذار/مارس 2006 تحديد اختصاصها بموجب القاعدة التنظيمية 2006/50 لبعثة الأمم المتحدة للإدارة المؤقتة في كوسوفو، التي كلفت لجنة كوسوفو بتسوية المطالبات المتصلة مباشرة بالنزاع المسلح الذي وقع بين 27 شباط/فبراير 1998 و 20 حزيران/يونيه 1999 فيما يتعلق بالممتلكات الخاصة غير المنقولة، بما فيها الممتلكات الزراعية والتجارية، أو الناشئة عن ذلك الصراع.	2
واستمعت إلى فتيات أخريات يصرخن وظنن أنهن يتعرضن أيضا للاغتصاب.	1
يشير إلى حظر التشريد القسري للمدنيين في حالات النزاع المسلح في ظروف تنتهك التزامات الأطراف بموجب القانون الإنساني الدولي.	1
(ج) التعاون، ولا سيما من خلال ترتيبات واتفاقات ثنائية ومتعددة الأطراف، على منع وقمع الهجمات الإرهابية واتخاذ إجراءات ضد مرتكبي تلك الأعمال؛	2
114 - وأسفر العنف الذي وقع في راي كوتو بعد ظهر يوم 28 نيسان/أبريل عن مقتل مدني واحد، على النحو المبين في الفقرتين 50 و 51 أعلاه.	1
24 - كانت فترة إدارة الأمم المتحدة الانتقالية في تيمور الشرقية فترة تغيير كبير.	2
الخطر: المواد الكيميائية والبيولوجية والإشعاعية والنووية والمتفجرات، آسيا	1
وخلال الجلسة نفسها، وعملا بالفقرة 41 من القرار 2093 (2013)، قدم منسق فريق الرصد تقييم الفريق للتقدم الذي أحرزته حكومة الصومال الاتحادية في إنشاء هياكل أساسية لوجستية لإدارة الأسلحة ووضع إجراءات لتحديد الأسلحة.	4
32 - يشجع الدول الأعضاء على أن تشير، عند فك تجميد أصول فرد متوفى أو كيان أُبلغ أو تأكد أنه لم يعد له وجود نتيجة لرفع اسمه من القائمة، إلى الالتزامات المنصوص عليها في القرار 1373 (2001)، وبخاصة منع استخدام الأصول غير المجمدة لأغراض إرهابية؛	4
وتشمل القيود المفروضة على وصول المساعدات الإنسانية التي لها أشد الآثار على المحتاجين للمساعدة الإنسانية القيود المفروضة على حركة العاملين في المجال الإنساني أو السلع الإنسانية (بما في ذلك العقبات المادية والبيروقراطية)؛ وعدم وجود آليات متفق عليها مع أطراف النزاع لإيصال المساعدة أثناء الأعمال القتالية؛ والتدخل في إيصال المساعدة الإنسانية، بما في ذلك طلبات الدفع؛ والعنف ضد الجهات الفاعلة في المجال الإنساني، بما في ذلك الهجمات البدنية على العاملين في المجال الإنساني وعلى القوافل.	1
باسم لجنة مجلس الأمن المنشأة عملا بالقرار 751 (1992) بشأن الصومال، ووفقا للفقرة 3 (ط) من قرار مجلس الأمن 1587 (2005)، أتشرف بأن أحيل طيه تقرير فريق الرصد المعني بالصومال (انظر الضميمة).	4
وأعرب المدعي العام عن أسفه لتفاقم الحالة الأمنية في ليبيا، وتزايد عدم الاستقرار السياسي، ونتيجة لذلك، فإن البيئة القائمة لا تفضي إلى سد فجوة الإفلات من العقاب في ليبيا.	3
وفي ذلك القرار، أكد المجلس أن الإذن لا ينطبق إلا فيما يتعلق بالحالة في الصومال، وأنه لن يؤثر على حقوق الدول الأعضاء أو التزاماتها أو مسؤولياتها بموجب القانون الدولي، بما في ذلك أي حقوق أو التزامات بموجب اتفاقية الأمم المتحدة لقانون البحار، بما في ذلك المبدأ العام للولاية الحصرية لدولة العلم على سفنها في أعالي البحار، فيما يتعلق بأي حالة أخرى، وشدد بصفة خاصة على أن القرار لا يعتبر منشئا للقانون الدولي العرفي، وأشار إلى أن هذا الإذن لا يُمنح إلا بعد تلقي الرسالة المؤرخة 8 تشرين الأول/أكتوبر 2014 التي تتضمن طلب رئيس جمهورية الصومال الاتحادية.	4
67 - وما زلت أشعر بالقلق إزاء استمرار القيود المفروضة على حصول المواطنين العاديين في جميع أنحاء شمال مالي على الخدمات الأساسية، بما في ذلك الرعاية الصحية والمدارس.	3
ومن شأن إنشاء محاكم مختلطة يمكنها الاعتماد على النظام القانوني الوطني أن يثير مشاكل خطيرة، لا سيما فيما يتعلق بقانون الإجراءات الجنائية السوداني لعام 1991.	2
ويعتقد الفريق أن هناك قوة كبيرة لدى اللجنة تتمثل في أنها تعمل بتوافق الآراء وأن اللجوء إلى إجراءات التصويت في مجلس الأمن على مستوى اللجنة من شأنه أن يقوض ممارسة عمل هامة.	4
وقد اجتمعنا في الجزائر العاصمة لحث الجزائر على مواصلة بذل الجهود من أجل مواءمة مواقف الحركات المسلحة في شمال مالي على نحو أوثق لتهيئة جميع الظروف اللازمة لنجاح المفاوضات المقبلة مع حكومة مالي؛	2
وكما هو موضح أدناه، جمعت اللجنة مواد جوهرية جدا ترى أنها تؤيد استخدام مصطلح الجنجويد، في السياق المحدود لولاية اللجنة، كمصطلح عام لوصف الميليشيات العربية التي تعمل، تحت سلطة سلطات الدولة السودانية، بدعم أو تواطؤ أو تسامح من سلطات الدولة السودانية، والتي تستفيد من الإفلات من العقاب على أفعالها.	2
وأكد مشارك آخر من جديد أنه ينبغي إيلاء الاعتبار الواجب للدول الأعضاء المشاركة مباشرة في الصراعات أو المتضررة منها على وجه التحديد بإتاحة الفرصة لها للإدلاء ببيان رسمي.	4
ويقدم الفريق تقريرا عن التقدم الذي أحرزه المجتمع الدولي في تقييد حركة الإرهابيين ومؤيديهم، بما في ذلك المبادرة المشتركة الأخيرة للإنتربول ومجلس الأمن، التي أسفرت عن إصدار إشعار دولي، مستوفى بهوية الأشخاص المدرجين في القائمة الموحدة ووصفهم وصورهم الفوتوغرافية وبصماتهم.	2
105 - وهذه أمثلة قليلة، من بين شهادات متعددة وأدلة مادية، تؤكد للجنة أن مصطلح الجنجويد يستخدم، في الممارسة العملية، بالتبادل مع مصطلحات أخرى تستخدم لوصف قوات الميليشيات العاملة مع الحكومة.	1
وقد ثبت أن الإنترنت أداة إرهابية قيمة بسبب التحديات التقنية والقانونية الكبيرة التي ينطوي عليها رصد وتنظيم محتواها.	2
