en_es_GOOGLE	QuadClass
La implementación de cambios en la estructura policial en Bosnia y Herzegovina necesitará el apoyo de expertos policiales internacionales.	4
Por lo tanto, en opinión de la Comisión, estos pueden constituir crímenes contra la humanidad.	3
Aunque en la mayoría de los incidentes las fuerzas gubernamentales tal vez no hayan participado directamente en la destrucción, su complicidad en los ataques durante los cuales se llevó a cabo la destrucción y su presencia en el lugar son suficientes para hacerlas corresponsables.	1
En determinadas zonas de Abidján había tanques, vehículos armados de transporte de tropas y lanzadores de cohetes.	1
Insto a los donantes a que examinen opciones para apoyar los esfuerzos de desarme, desmovilización y reintegración del Sudán en el período posterior al referendo.	4
165. Once Estados son partes del Convenio sobre la Financiación del Terrorismo, y seis de ellos han penalizado adecuadamente la financiación del terrorismo.	4
El secuestro de un sacerdote francés en Camerún por Boko Haram y Ansaru trabajando juntos en noviembre de 2013 demuestra la capacidad de estos dos grupos para actuar más allá de las fronteras de Nigeria.	1
Los miembros del Consejo expresaron gran preocupación por los crímenes que se siguen cometiendo en Libia.	3
Recordando la Declaración Presidencial del Consejo de Seguridad (S/PRST/2012/17) de 4 de mayo de 2012 sobre las amenazas a la paz y la seguridad internacionales causadas por actos terroristas,	3
50. En un incidente ocurrido en Yopougon, a las 6.15 horas, mientras los manifestantes intentaban reunirse en la calle, un jeep con hombres uniformados de habla inglesa, sin insignias, amenazó con matarlos.	1
Ambos enfoques serán esenciales para enfrentar el desafío del terrorismo.	4
Las niñas fueron retenidas durante tres días, violadas y luego liberadas.	1
53. INTERPOL también está creando el Sistema Electrónico de Rastreo de Armas de INTERPOL para ayudar a los organismos nacionales encargados de hacer cumplir la ley a rastrear los movimientos y usos ilícitos de armas de fuego.	2
Están bajo presión real de la comunidad internacional y cualquier comunicación bidireccional pone en riesgo su seguridad.	3
&quot;El Consejo alienta la cooperación internacional y regional para identificar el origen y la transferencia de armas pequeñas y ligeras a fin de impedir su desvío, incluso hacia Al-Qaida y otros grupos terroristas.	4
Uno o dos Estados han mostrado preocupación por el hecho de que, al congelar los activos de una OSFL incluida en la lista, no podrían financiar proyectos bajo su control, como orfanatos, hospitales o centros de refugiados.	1
Si bien los dirigentes del Afganistán conservan su atractivo personal y su credibilidad histórica como fundadores de Al-Qaida, y saben mejor pretender que existe una justificación religiosa para el terrorismo, Al-Qaida en el Iraq, ya sea encabezada por Abu Musab Al-Zarqawi o por un Su sucesor, con su serie de ataques que acaparan los titulares, tiene el mayor atractivo para quienes anhelan acción.	1
Como mínimo, debería atenuar su sufrimiento obligando al Estado sudanés a reparar el daño causado.	2
Los miembros del Consejo también expresaron que esperaban que las autoridades etíopes hicieran pronto un seguimiento de la reunión de La Haya, con miras a establecer las modalidades para una aplicación expedita de la decisión sobre delimitación de fronteras.	4
&quot;El Consejo de Seguridad pide a las autoridades de Burundi y de la República Democrática del Congo que cooperen activamente para que los autores y responsables de esos crímenes comparezcan ante la justicia sin demora.	4
Solicita al Secretario General que garantice (a) un seguimiento y presentación de informes continuos, como parte de los informes mencionados en el [párrafo pertinente] anterior, de la situación de los niños, incluida una estrecha cooperación con los actores de protección infantil y (b) un diálogo continuo con las partes. al conflicto hacia el desarrollo e implementación de planes de acción con plazos determinados para poner fin al reclutamiento y uso de niños soldados y otras violaciones del derecho internacional humanitario y de los derechos humanos contra los niños;	4
Sobre la base de las conclusiones de la Comisión y de las investigaciones libanesas hasta la fecha y de las pruebas materiales y documentales reunidas y de las pistas seguidas hasta ahora, hay pruebas convergentes que apuntan a la participación tanto del Líbano como de Siria en este acto terrorista.	1
Hago un llamado a la comunidad de donantes para que contribuya generosamente a las actividades de remoción de minas de Landmine Action, que son esenciales para brindar un entorno seguro a la población local, así como al personal militar y civil de las Naciones Unidas en el Sáhara Occidental.	4
De particular interés es la cooperación continua en materia de aplicación de la ley a través del Centro Regional de la Iniciativa Cooperativa de Europa Sudoriental para Combatir la Delincuencia Transfronteriza y por la recientemente creada Convención de Cooperación Policial para la Secretaría de Europa Sudoriental.	2
Destacando la necesidad de intensificar la lucha contra el terrorismo a nivel nacional y fortalecer, bajo los auspicios de las Naciones Unidas, una cooperación internacional eficaz en esta esfera sobre la base de los principios de la Carta de las Naciones Unidas y las normas del derecho internacional, incluido el respeto del derecho internacional humanitario y de los derechos humanos,	2
Durante la marcha, el Real Ejército de Marruecos informó al Comandante de la Fuerza de que sus fuerzas habían recibido instrucciones de vigilar la situación.	1
El establecimiento de programas periódicos in situ para la inspección de las entidades declarantes, a fin de garantizar el cumplimiento de los requisitos en materia de lucha contra el blanqueo de dinero y la financiación del terrorismo, plantea un desafío importante para algunos Estados, ya que es una tarea que requiere muchos recursos.	2
17. A pesar del desarme de 15.600 excombatientes en Ituri, la Comisión Nacional de Desmovilización y Reinserción sigue enfrentando dificultades para cumplir sus responsabilidades, en particular el pago de subsidios de desmovilización a los excombatientes, lo que ha provocado un mayor descontento entre ellos. Los subsidios deben pagarse urgente y regularmente.	2
El personal militar y el pueblo de la RPDC aplastarán el imprudente fraude de derechos humanos de las fuerzas hostiles mediante contraataques sin precedentes más duros y defenderán firmemente el sistema socialista, su vida y su alma.	1
Según su declaración, estaba en su oficina cuando escuchó la explosión, pero pensó que el ruido era el resultado de que los aviones de combate israelíes atravesaran la barrera del sonido.	1
Reconociendo que el examen de la cuestión de la protección de los periodistas en los conflictos armados por parte del Consejo de Seguridad se basa en la urgencia e importancia de esta cuestión, y reconociendo el valioso papel que puede desempeñar el Secretario General proporcionando más información sobre esta cuestión,	4
&quot;A este respecto, el Consejo de Seguridad acoge con satisfacción la noticia del 1 de mayo de 2011 de que Osama bin Laden nunca más podrá perpetrar tales actos de terrorismo y reafirma que el terrorismo no puede ni debe asociarse con ninguna religión, nacionalidad, civilización o grupo. .	4
El nuevo reclutamiento es una violación grave en sí mismo, pero también socava gravemente la capacidad de funcionamiento de los programas y de que los niños tengan confianza en su rehabilitación sin acoso.	1
&quot;El Consejo de Seguridad expresa su intención, al establecer o renovar el mandato de los Comités de Sanciones pertinentes, de considerar las disposiciones relativas a las partes que violen el derecho internacional aplicable en relación con los derechos y la protección de los niños en los conflictos armados.	4
26. Además de los informes sobre sus viajes, el Equipo presentó unos 15 documentos en respuesta a solicitudes del Comité. Estos abarcaban cuestiones como las estrategias de presentación de informes de los Estados miembros; personas incluidas en la lista que se cree que han muerto; exenciones a la prohibición de viajar; cooperación con INTERPOL; exenciones humanitarias; posibles casos de incumplimiento; las opiniones del sector financiero privado sobre el régimen de sanciones; la lista de verificación; trabajar con organizaciones internacionales y regionales; el uso de Internet con fines terroristas; y un cuadro de las experiencias de los Estados miembros en la aplicación de las sanciones.	4
Esta es una razón más para intensificar los esfuerzos dirigidos a una prohibición de viajar bien dirigida y debidamente implementada a las personas incluidas en la lista, en particular a aquellas estrechamente vinculadas a esta creación de redes y facilitación.	1
Estos grupos armados participan en actividades delictivas, incluida la explotación ilícita de recursos naturales, el tráfico de armas y municiones, el contrabando y los impuestos ilegales.	1
Muchos Estados han desarrollado, con socios bilaterales y multilaterales, algún tipo de acuerdo de alerta temprana para ayudar a predecir y prevenir ataques terroristas.	2
La representación actual de las minorías en el Servicio de Policía de Kosovo es del 17%, y la representación femenina del 22%.	2
49. Confirma que ningún asunto debe quedar pendiente ante el Comité por un período superior a seis meses, a menos que el Comité determine caso por caso que circunstancias extraordinarias requieren más tiempo para su examen, de conformidad con las directrices del Comité;	4
En total, el equipo recopiló información sobre ataques a 51 ciudades o pueblos y 11 casos de violaciones a través de entrevistas con 116 testigos presenciales y 12 testigos circunstanciales.	1
Australia, Dinamarca, Francia, los Países Bajos, Nueva Zelanda, Noruega, el Reino Unido y los Estados Unidos tienen departamentos, dependencias y/o territorios de ultramar, cada uno de los cuales tiene un grado diferente de autonomía y capacidad para determinar su propio marco legislativo para contraterrorismo.	2
&quot;El Consejo de Seguridad reafirma su compromiso respecto de la protección de los civiles en los conflictos armados y de la aplicación continua y plena de todas sus resoluciones pertinentes anteriores, incluidas 1265 (1999), 1296 (2000), 1674 (2006), 1738 (2006), 1894 (2009), así como todas sus resoluciones sobre Mujeres, Paz y Seguridad, Niños y Conflictos Armados y Mantenimiento de la Paz, y todas las declaraciones relevantes de su Presidente.	4
26. Las FN, en menor escala, utilizan los recursos naturales bajo su control para financiar sus actividades militares, así como para beneficio personal. El cacao importado de contrabando a Ghana y Togo transita por el norte y las unidades de las FN cobran derechos de tránsito a lo largo de las carreteras que controlan. Además del algodón y los diamantes, que se analizan más adelante, la producción de madera, oro, caña de azúcar y café contribuye a la economía del FN, de la que se benefician sus recursos militares.	1
Según los informes, el ejército nacional mantiene actualmente el bosque bajo vigilancia.	1
Como se recordará, el Gobierno de Eritrea instó al Consejo de Seguridad, en su carta de 28 de febrero de 2012 (S/2012/126), a asumir sus responsabilidades y adoptar medidas apropiadas contra los innumerables e ilícitos actos de agresión y ocupación.	3
&quot;El Consejo de Seguridad apoya las conversaciones entre las seis partes y pide su pronta reanudación con miras a lograr la desnuclearización verificable de la península de Corea de manera pacífica y a mantener la paz y la estabilidad en la península de Corea y en el noreste de Asia.	4
i) Adopte medidas inmediatas para garantizar la igualdad de género en la práctica, por ejemplo proporcionando a las mujeres igualdad de acceso a la vida pública y al empleo; erradicar las leyes, reglamentos y prácticas discriminatorias que afectan a las mujeres; tomar medidas para abordar todas las formas de violencia contra las mujeres, incluida la violencia doméstica y la violencia sexual y de género por parte de agentes estatales y/o dentro de las instituciones estatales; y responder de manera inmediata y efectiva a la trata de mujeres, y abordar las causas estructurales que hacen a las mujeres vulnerables a tales violaciones;	2
El Representante Especial del Secretario General dijo que, debido a la hambruna, la situación humanitaria en Somalia era terrible y estaba provocando muertes y desplazamientos en escala masiva.	1
En cuanto al papel del Consejo de Seguridad en las reparaciones, se señaló que en varias ocasiones se había alentado al Consejo a adoptar medidas en relación con este aspecto de la rendición de cuentas. Por ejemplo, además de recomendar la remisión de la situación a la CPI, la Comisión Internacional de Investigación sobre Darfur también recomendó que el Consejo estableciera una comisión internacional de compensación, sugerencia que recibió poca atención y ningún seguimiento por parte del Consejo.	4
344. Una de las testigos describió el terror del confinamiento en la zona designada por los captores para mujeres y niños en Kailek de la siguiente manera:	1
China debería plantear al Líder Supremo de la República Popular Democrática de Corea y otras autoridades de alto nivel las cuestiones de los secuestros, el infanticidio de niños con derecho a la nacionalidad china, los abortos forzados impuestos a mujeres repatriadas y otras violaciones de derechos humanos que afectan a las personas repatriadas de Porcelana.	1
Mientras tanto, el Programa de las Naciones Unidas para el Desarrollo (PNUD) está implementando un programa de reinserción a corto plazo dirigido a 5.200 excombatientes y las comunidades donde se están reasentando.	2
&quot;1. La ayuda fue suministrada a petición del Gobierno legítimo electo, que ha recibido el respaldo internacional; &quot;2. Su objetivo era mejorar las capacidades de la fuerza policial y reforzar la seguridad para que el Presidente pueda trasladarse a Mogadishu, la capital, para desempeñar sus funciones oficiales. Esto no puede suceder a menos que las bandas armadas sean desarmadas en favor del Gobierno legítimo; &quot;3. La tarea de desarmar a esas bandas y consolidar el control de la autoridad legítima es una condición sine qua non para combatir los focos terroristas en Somalia. Es compatible con las políticas adoptadas por los Estados de todo el mundo en la lucha contra el terrorismo y garantizará que no surja ningún nuevo talibán en Somalia.	2
Durante el mes de febrero, se denunciaron más de 20 robos a mano armada en carreteras a lo largo del eje Guiglo-Duékoué, mientras que en Bangolo se registraron 10 ataques armados. El 23 de marzo de 2008, un soldado de las fuerzas de defensa y seguridad de Costa de Marfil fue asesinado en Duékoué por bandidos armados no identificados.	1
Identificación de los posibles autores de crímenes internacionales General	1
15. Durante todo el período que abarca el informe, la situación de seguridad en Ituri siguió siendo tensa, ya que los restos de las milicias continuaron cometiendo violaciones de los derechos humanos contra la población local en zonas donde la MONUC o las FARDC no estaban presentes.	1
Esa asistencia debe estar encaminada a establecer una autoridad trinacional que asuma la responsabilidad de supervisar y hacer cumplir las normas y reglamentos que se acuerden y establezcan para el bienestar de la población de más de un millón de personas que converge en el Golfo y para el desarrollo económico de los tres Estados ribereños, fomentando así el comercio marítimo internacional.	2
- destaca la importancia de un nivel adecuado de conocimientos militares para las decisiones del Consejo de Seguridad;	4
Ahora que la mediación y las actividades conexas se han vuelto tan prominentes en el comercio internacional de armas, es de suma importancia que los países promulguen leyes y regulaciones efectivas para regular este amplio espectro de intermediación de armas actual.	4
13. Los Comisionados decidieron que, a fin de recomendar &quot;medidas para garantizar la rendición de cuentas por los crímenes y violaciones graves de los derechos humanos presuntamente cometidos durante el período antes mencionado, teniendo en cuenta que el Gobierno de Timor-Leste considera que el sistema de justicia interno, que que cuenta con la participación de jueces, fiscales y abogados defensores internacionales, debería ser la vía principal para la rendición de cuentas por estos presuntos crímenes y violaciones&quot;, necesitarían hacer una evaluación preliminar del sistema de justicia interno existente en Timor-Leste.	4
Durante el ataque, así como el posterior confinamiento forzoso de la población, varias personas fueron sometidas a severas torturas para extraer información sobre los rebeldes, como castigo o para aterrorizar a la población.	1
Condena enérgicamente todas las violaciones del derecho internacional aplicable cometidas contra mujeres y niñas en situaciones de conflicto armado y posconflicto, exige a todas las partes en los conflictos que pongan fin a esos actos con efecto inmediato y destaca la responsabilidad de todos los Estados de poner fin a la impunidad y procesar a los responsables de todas las formas de violencia cometidas contra mujeres y niñas en conflictos armados, incluidas la violación y otros tipos de violencia sexual.	3
129. La Comisión está convencida de que Oan Kiak y sus hombres estuvieron involucrados en crímenes contra la persona y la vida en el control de carretera establecido cerca del Mercado Lama en la tarde del 25 de mayo, como se describe en el párrafo 87 supra.	1
192. Varios informes y los medios de comunicación afirman tener pruebas convincentes de que algunas zonas han sido atacadas específicamente debido a la proximidad al lugar de actividad rebelde, pero, más importante aún, a la composición étnica de la población que habita esas zonas.	2
Reiterando la obligación de los Estados Miembros de prevenir y reprimir la financiación de actos terroristas y tipificar como delito la provisión o recaudación intencional, por cualquier medio, directa o indirectamente, de fondos por parte de sus nacionales o en sus territorios con la intención de que los fondos sean utilizados , o sabiendo que van a ser utilizados, para llevar a cabo actos terroristas,	4
En Wadi Haggam robaron armas a la policía.	1
Si los Estados no pueden implementar las decisiones adoptadas por el Consejo en virtud del Capítulo VII de la Carta de las Naciones Unidas sin contravenir sus propias leyes, la comunidad mundial perderá el poder de tomar medidas coordinadas contra las amenazas a la paz y la seguridad internacionales.	3
Advirtió que si las FDLR no muestran un compromiso importante antes del 2 de enero de 2015, las Fuerzas Armadas de la República Democrática del Congo (FARDC), con el apoyo de la MONUSCO, deberán iniciar operaciones militares para su neutralización.	1
Esta percepción podría radicalizar aún más a algunos elementos nacionalistas albanokosovares y colocar a las minorías de Kosovo bajo una amenaza cada vez mayor.	3
En cuanto al debate sobre el cambio de procedimiento, el Equipo está de acuerdo en que cualquier reforma debería promover el carácter más legal del régimen que el Consejo ha tratado de crear en los últimos años, por ejemplo mediante la adición de criterios &quot;asociados con&quot; establecidos en la resolución 1617. (2005) y la introducción de resúmenes narrativos de los motivos de inclusión en la lista y los mecanismos de revisión de la resolución 1822 (2008).	4
El Comité también tomó conocimiento de los avances hacia la posible designación de facilitadores regionales para otras organizaciones regionales, en particular la Comunidad de Estados Independientes y la Asociación de Naciones del Sudeste Asiático (ASEAN).	4
17. Creemos que, en conjunto, las medidas anteriores proporcionan la base para un enfoque estratégico para fortalecer las fuerzas en favor de la paz en Somalia. Este enfoque complementaría las medidas ya adoptadas por el Consejo para contener el conflicto.	2
50. Por lo tanto, el Comité decidió mantener en la Lista, hasta que esté disponible la documentación necesaria, los nombres de 45 personas cuya muerte ya figura en la Lista o ha sido notificada al Comité por al menos un Estado Miembro.	2
También es importante reconocer que más de la mitad de los refugiados y desplazados internos no viven en campamentos. Por lo tanto, el debate también abordará los roles de liderazgo de las mujeres en entornos distintos de los campamentos, donde tanto llegar a los desplazados internos y refugiados como brindar servicios plantean desafíos adicionales.	4
2. Como Presidente del Comité contra el Terrorismo del Consejo de Seguridad y uno de los primeros promotores de la Coalición Mundial Antiterrorista, la República de Croacia condena enérgicamente el terrorismo internacional en todas sus formas y manifestaciones y, teniendo presente el peligro de La convergencia del terrorismo con otras amenazas a la paz y la seguridad internacionales, como la proliferación de armas de destrucción masiva, la delincuencia organizada transnacional y el terrorismo cibernético, exige una cooperación mundial aún más fuerte para la supresión de este flagelo de los últimos días.	3
&quot;El Consejo de Seguridad subraya la necesidad de llevar ante la justicia a los autores, organizadores, financiadores y patrocinadores de este reprensible acto de terrorismo, e insta a todos los Estados, de conformidad con sus obligaciones en virtud del derecho internacional y la resolución 1373 (2001) y de conformidad con la resolución 1624 ( 2005), a cooperar activamente con las autoridades argelinas a este respecto.	4
18. Gulbuddin Hekmatyar (QI.H.88.03) es visto principalmente como una amenaza a la paz y la seguridad del Afganistán.	3
Según estas fuentes, la violación de víctimas individuales era a menudo múltiple, llevada a cabo por más de un hombre y acompañada de otras formas graves de violencia, como palizas y azotes.	1
260. Para prevenir la movilidad terrorista transfronteriza también se requiere el uso de tecnología y equipos, como lectores y escáneres, en los puestos de control fronterizos para capturar datos de los viajeros en tiempo real y verificar esos datos con bases de datos penales y de alerta nacionales e internacionales.	2
259. La resolución 1373 (2001) exige que los Estados impidan el movimiento transfronterizo de terroristas y grupos terroristas mediante controles sobre la expedición de documentos de identidad y de viaje seguros y válidos.	4
Deplorando el hecho de que los talibanes sigan brindando refugio seguro a Usama bin Laden y permitiéndole a él y a otros asociados con él operar una red de campos de entrenamiento terrorista desde territorio controlado por los talibanes y utilizar Afganistán como base desde la cual patrocinar terroristas internacionales operaciones,	1
&quot;El Consejo de Seguridad reafirma que el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves a la paz y la seguridad internacionales, y que cualquier acto de terrorismo es criminal e injustificable, independientemente de su motivación, dondequiera, cuando y quien quiera que lo cometa.	4
&quot;El Consejo de Seguridad solicita al Secretario General que apoye los esfuerzos encaminados a movilizar los recursos necesarios para la aplicación de los resultados de la Cumbre de Yaundé y el fortalecimiento de las capacidades nacionales y regionales, en estrecha consulta con los Estados del Golfo de Guinea y las organizaciones regionales pertinentes y otros Entidades de las Naciones Unidas.	4
132. Mientras el Comité y la Interpol determinan la mejor manera de avanzar, el Equipo espera que la base de datos de Interpol pueda proporcionar información de identificación adicional sobre las personas que figuran en la Lista Consolidada.	2
Menos de la mitad de los 140 Estados que presentaron informes en virtud de la resolución 1455 (2003) dijeron qué medidas habían adoptado para restringir o regular el movimiento de productos preciosos, y los que lo hicieron en general se refirieron únicamente a los controles establecidos en el marco de la legislación aduanera y fiscal.	2
Si bien el Consejo de Seguridad ha confirmado que las sanciones financieras también se aplican al suministro de alojamiento de Internet y servicios relacionados, los terroristas y los grupos terroristas pueden hacer un uso extensivo de los servicios de Internet.	1
Ningún Estado ha revisado su sector sin fines de lucro ni ha realizado una evaluación de riesgos de financiación del terrorismo.	3
El Consejo subraya la necesidad de que todas las partes respeten y mantengan la seguridad y el carácter civil de los campamentos de refugiados y desplazados internos.	4
15. Una amenaza particular ha surgido del uso cada vez mayor por parte de grupos y personas terroristas de nuevas tecnologías de la información y las comunicaciones para el reclutamiento, la incitación y la recaudación de fondos, a menudo a través de fronteras internacionales.	3
En cuanto al desarme, la desmovilización y la reintegración de los excombatientes, las partes acordaron que los jefes de estado mayor de las Fuerzas Armadas Nacionales de Costa de Marfil (FANCI) y las Forces nouvelles se reunirían el 7 de julio para ultimar un calendario de desarme, desmovilización y reintegración cuyo inicio estaba previsto. para finales de julio.	2
El Comité recomienda encarecidamente que los Estados miembros establezcan órganos nacionales de este tipo para coordinar y debatir cuestiones de lucha contra el terrorismo. III. No informar	4
El apoyo debería estar condicionado a los avances realizados por las autoridades congoleñas hacia el establecimiento de una cadena de suministro que funcione dentro de las FARDC. Esto debería ir acompañado de esfuerzos para mejorar la rendición de cuentas de las FARDC y su respeto por los derechos humanos.	4
El Equipo también siguió desempeñando un papel activo en el desarrollo de medidas para contrarrestar la financiación del terrorismo mediante su participación en reuniones plenarias del GAFI y reuniones de órganos regionales similares al GAFI.	2
Un capo pirata somalí, Mohamed Abdi Hassan, conocido como &quot;Afweyne&quot;, fue arrestado en octubre de 2013 en Bruselas. Otro líder pirata, Mohamed Garfanji, fue arrestado en agosto de 2014 en Mogadiscio por posesión de armas ilegales y por otros cargos relacionados con la piratería.	1
285. La Comisión también ha constatado que los rebeldes han matado a civiles, aunque los incidentes y el número de muertes han sido pocos.	1
Además, informes consistentes indican que se estaba deteniendo a personas más allá del plazo legal.	1
44. Además, la Autoridad encomia los progresos registrados en las conversaciones de Argel e invita a todas las partes, en particular a los dirigentes de los grupos armados, a participar personalmente en el proceso con miras a llegar a un acuerdo lo antes posible sobre la base del proyecto presentado a las partes por el equipo de mediación, lo que constituye una base sólida para la negociación.	4
Los saqueos se llevaron a cabo principalmente contra tribus africanas y generalmente apuntaban a bienes necesarios para la supervivencia y el sustento de esas tribus.	1
1. Deplora y condena en los términos más enérgicos los actos terroristas del EIIL y su violenta ideología extremista, así como sus continuos abusos flagrantes, sistemáticos y generalizados de los derechos humanos y violaciones del derecho internacional humanitario;	3
Para la región del Sahel, la UNODC elaboró dos guías prácticas para ayudar a los funcionarios de justicia penal a abordar las actividades terroristas.	2
... destacando la importancia de investigar [presuntos abusos de los derechos humanos y violaciones del derecho internacional humanitario], incluidos los ocurridos durante la ... crisis, cometidos por todas las partes, independientemente de su estatus o afiliación política, reafirmando que los responsables de tales violaciones deben rendir cuentas y ser llevadas ante la justicia independientemente de su afiliación política, respetando al mismo tiempo los derechos de las personas detenidas..., instando al Gobierno a aumentar y acelerar sus esfuerzos para combatir la impunidad,	4
&quot;Armas de destrucción masiva y no proliferación como mejor práctica empresarial&quot;, seguido de un ejercicio	1
Incorporación del análisis de género en la evaluación de las necesidades posteriores al conflicto y en la capacitación conexa. Se puso a prueba una evaluación de las necesidades posteriores a los conflictos que tiene en cuenta las cuestiones de género.	2
d) Adopte un enfoque de la trata de personas centrado en las víctimas y basado en los derechos humanos, incluso proporcionando a las víctimas el derecho a permanecer en el país y acceso a protección jurídica y servicios básicos, como tratamiento médico, educación y oportunidades de empleo equivalentes. a los otorgados a sus propios ciudadanos;	4
Provisión de seguridad externa e interna (procedimientos de control para separar a los elementos armados de los civiles; medidas de desmovilización y desarme; asistencia técnica y capacitación por parte de la policía civil internacional y/u observadores militares; ubicación de campamentos a una distancia significativa de las fronteras internacionales y de las zonas de riesgo; y acuerdos subregionales).	2
También se iniciaron actividades de extensión a la sociedad civil y empresas privadas, centrándose en la posible asistencia técnica y su papel en la implementación de la lucha contra el terrorismo.	4
13. El Secretario General creó los Comités Ejecutivos de Paz y Seguridad y de Asuntos Humanitarios para proporcionar a los ejecutivos de los más altos niveles un foro para debatir y formular estrategias para prevenir conflictos armados y emergencias humanitarias y responder a ellos.	2
El Equipo considera que la amenaza de Al-Qaida continúa diversificándose, con la evolución de una serie de afiliados poco vinculados y el surgimiento de individuos y células radicalizados de forma autónoma que se basan en la ideología de Al-Qaida.	3
Un cuarto elemento que tiene igual importancia en este contexto, que ha surgido en el contexto de la retirada de las tropas, los activos militares y el aparato de inteligencia sirios, es la necesidad de un acuerdo entre el Líbano y la República Árabe Siria sobre la frontera internacional entre ellos. y su demarcación sobre el terreno.	2
a) Las víctimas que hayan sufrido lesiones corporales importantes o deterioro de la salud física o mental como resultado de delitos graves;	1
También se ha observado, aunque con menor frecuencia, el uso de otras armas, como espadas.	1
20. Aunque el Comité tiene la intención de abordar en profundidad la cuestión de la cooperación con las organizaciones internacionales y regionales pertinentes en abril de 2007, apoyó la recomendación del Equipo de Vigilancia de invitar, caso por caso, a representantes de esas organizaciones. reunirse con el Comité para un intercambio de opiniones mutuamente beneficioso.	4
Las tres entidades también lanzaron un programa de cuatro años sobre investigaciones y enjuiciamientos antiterroristas eficaces, respetando al mismo tiempo los derechos humanos y el estado de derecho en el Magreb.	2
El respeto por los derechos de los demás -incluidos los opositores políticos- tiene que convertirse en la prueba clave para todos aquellos que aspiran a conducir al país hacia la estabilidad, la unidad y la prosperidad.	4
El Equipo también ha creado conciencia sobre las sanciones contra Al-Qaida en el sector de las aerolíneas comerciales trabajando en estrecha colaboración con la Organización de Aviación Civil Internacional (OACI), la Asociación de Transporte Aéreo Internacional (IATA) y la industria privada.	1
Esa restricción deberá permanecer vigente mientras la participación en dicho viaje genere la obligación de informar sobre asuntos sustantivos.	1
Además, cuando el uso de la violencia armada se convierte en un medio arraigado para resolver agravios y conflictos individuales y grupales, los mecanismos legales y pacíficos de resolución de disputas se erosionan y no se puede defender el estado de derecho.	1
Los Estados que han penalizado parcialmente la financiación del terrorismo aún tienen que garantizar que se incluyan todos los elementos del artículo 2 del Convenio sobre la Financiación del Terrorismo.	1
En esa ocasión, también proporcionó información actualizada sobre la amenaza que plantean los combatientes terroristas extranjeros asociados con el Estado Islámico en el Iraq y el Levante y el Frente Al-Nusrah, de conformidad con el párrafo 26 de la resolución 2178 (2014).	3
Recordando el derecho a la libertad de expresión reflejado en el artículo 19 de la Declaración Universal de Derechos Humanos adoptada por la Asamblea General en 1948 (&quot;la Declaración Universal&quot;), y recordando también el derecho a la libertad de expresión contenido en el artículo 19 del Pacto Internacional sobre Derechos Civiles y Políticos adoptado por la Asamblea General en 1966 (&quot;PIDCP&quot;) y que cualquier restricción al respecto será únicamente la prevista por la ley y sea necesaria por los motivos establecidos en el párrafo 3 del Artículo 19 del PIDCP,	4
o El 23 de noviembre de 2014, aviones de combate del régimen lanzaron dos misiles contra la mezquita Harwiel en el barrio de Aradi en Deir ez-Zor, dañando la mezquita y las casas cercanas.	1
En la mayoría de los casos de ataques terrestres, los hombres fueron el objetivo directo para matarlos y, en algunos casos, hay pruebas de que los perpetradores intentaron salvar la vida de las mujeres.	1
Los movimientos rebeldes también participaron en actos de saqueo, principalmente contra comisarías de policía para obtener armas; en algunas ocasiones los rebeldes también atacaron la propiedad privada.	1
La EUFOR adoptó una postura de &quot;fuera de la vista pero no en el horizonte&quot;, estando preparada para intervenir si la situación se deterioraba, y se desarrollaron planes de contingencia para el despliegue de fuerzas de reserva, si fuera necesario.	1
Al mismo tiempo, el movimiento de resistencia clandestino se expandió por todo el país y se restableció un movimiento popular. El 30 de agosto de 1999, el 78 por ciento de la población timorense votó a favor de la emancipación de la administración indonesia en la Consulta Popular patrocinada por las Naciones Unidas.	1
El Consejo de Seguridad pide a los Estados miembros que cooperen rápidamente para resolver todas las cuestiones pendientes con miras a aprobar el proyecto de convenio general sobre el terrorismo internacional.	2
139. Este enfoque de dos partes (utilizar restricciones a nivel de todo Schengen para excluir a las personas incluidas en la lista que se encuentren fuera de la zona Schengen, manteniendo al mismo tiempo restricciones nacionales para limitar el movimiento de los extranjeros incluidos en la lista dentro de la zona) puede servir como modelo para otros Estados en países establecidos. o desarrollar regiones sin fronteras ni visados.	4
Las habilidades y métodos técnicos están pasando cada vez más de un afiliado de Al-Qaida a otro, lo que respalda un nivel de innovación que aumenta la amenaza.	3
21. El Comité espera además con interés un plan de implementación para lograr cualquiera de los objetivos establecidos en el plan de acción de Almaty que aún no se hayan cumplido, así como implementar los compromisos contenidos de manera continua en los documentos finales acordados en la reunión anterior. tres reuniones especiales, incluidas medidas para mejorar el flujo de información con y entre las organizaciones internacionales, regionales y subregionales.	4
