en_es_DEEPL	QuadClass
40. Unos 8.490 excombatientes han recibido apoyo para su reintegración por parte del PNUD y sus socios ejecutores en el norte de Sudán.	2
El Consejo adoptó por unanimidad la resolución 2185 (2014), su primera resolución dedicada a cuestiones policiales. La resolución incluía una serie de medidas prácticas para aumentar la eficacia de la labor de las Naciones Unidas en materia policial.	4
Asimismo, una mayor coordinación e interoperabilidad entre estas organizaciones, así como el desarrollo y la puesta en común de estrategias comunes, políticas operativas y mejores prácticas en la gestión civil de crisis aumentarían la eficacia y la coherencia en la gestión de crisis.	4
Como muestra esta lista parcial, es evidente la tendencia de la comunidad internacional a recurrir cada vez más a las comisiones de investigación y a las misiones de investigación en el contexto de las iniciativas de rendición de cuentas.	4
Dado que Hezbolá mantiene estrechos vínculos con varios Estados de la región, en particular con la República Islámica del Irán, como ha reconocido públicamente el propio Secretario General de la milicia, hago un llamamiento a estos Estados para que alienten la transformación del grupo armado en un partido exclusivamente político y su desarme, en consonancia con los requisitos del Acuerdo de Taif y la resolución 1559 (2004), en el mejor interés de la paz y la estabilidad regionales.	3
El tercer y último panel se basó en la premisa de que, si bien la responsabilidad penal individual lleva ante la justicia a los acusados de violaciones y puede tener un efecto disuasorio, en la gran mayoría de los casos no proporciona reparación a las víctimas de las violaciones.	4
La célula también ha trabajado para mejorar la capacidad de navegación y los conocimientos cartográficos tanto del personal civil como de los observadores militares, y sigue promoviendo el uso de la tecnología SIG como herramienta para la toma de decisiones.	4
Animo a la UNOWA, la UNOCA, la CEDEAO, la CEEAC y la Comisión de la Cuenca del Lago Chad a que sigan reforzando la cooperación para hacer frente a las amenazas transfronterizas a la seguridad.	4
La actividad forma parte de un diálogo en curso entre el Programa de las Naciones Unidas sobre Estado de Derecho y Seguridad y el Gobierno Federal de Transición sobre cuestiones relacionadas con las minas y el apoyo a los procesos que garanticen que conoce los instrumentos jurídicos internacionales pertinentes y podría considerar su participación en ellos.	4
No obstante, el Partido Socialdemócrata del Viceprimer Ministro ha indicado públicamente que no se retiraría de la coalición AMP para no poner en peligro la estabilidad del Gobierno.	4
El Directorio está diseñado para servir como fuente de información sobre las mejores prácticas relacionadas con la lucha antiterrorista, las leyes modelo y los programas de asistencia disponibles.	4
Pedir a las partes en los conflictos armados que adopten las medidas adecuadas para respetar y garantizar el respeto del derecho internacional humanitario y de las normas de derechos humanos, entre otras cosas mediante:	4
15. Al-Qaida en Irak (AQI) (QE.J.115.04) cambió recientemente su nombre por el de Estado Islámico de Irak y el Levante (ISIL) para legitimar sus operaciones en la República Árabe Siria y desvincularse de la marca Al-Qaida.	3
El objetivo de esta práctica era reducir las posibles pérdidas de armas en las operaciones de la fuerza naval.	2
La Representante Especial lamentó que la situación de los derechos humanos siguiera estando marcada por constantes violaciones, y advirtió de que la situación podría empeorar aún más con la adopción y aplicación de un nuevo proyecto de ley de seguridad.	3
Los fondos restantes se utilizarán para apoyar medidas de mitigación adicionales, incluida la formación previa al despliegue y el establecimiento de sistemas de vigilancia y alerta, incluidos equipos caninos, en los campamentos de la MINUSMA.	2
Otros grupos incluidos en la lista, como Lashkar-e-Tayyiba (LeT) (QE.L.118.05), entrenan y reclutan a sus propios operativos en zonas bajo control de los talibanes paquistaníes.	1
"El Consejo de Seguridad expresa su preocupación por la amenaza que representan las armas y municiones no protegidas en Libia y su proliferación, que suponen un riesgo para la estabilidad, incluso mediante su transferencia a grupos terroristas y extremistas, y pide al gobierno libio que adopte medidas concretas para controlar los arsenales de armas y municiones en Libia garantizando una gestión adecuada, un almacenamiento seguro y, cuando proceda, la eliminación efectiva de las armas y el material conexo, así como reforzando la seguridad fronteriza, y a este respecto insta a los Estados vecinos a que cooperen con los esfuerzos de las autoridades libias para asegurar sus fronteras.	4
12. Dada la profunda desconfianza que ha prevalecido entre el pueblo libanés hacia sus autoridades judiciales y de seguridad, la Comisión se ha convertido en una fuente de gran expectación y esperanza de cambio, así como en una "interfaz" entre el pueblo libanés y sus autoridades.	4
Delitos internacionales como los crímenes contra la humanidad y los crímenes de guerra que se han cometido en Darfur pueden no ser menos graves y atroces que el genocidio.	4
El 5 de mayo de 2005, los mismos camiones, que transportaban armas y alimentos, regresaron a Somalia a través de la ciudad fronteriza de Yeed, en la región de Bakool. El 7 de mayo de 2005, los camiones con las armas llegaron a Hudur, capital de la región de Bakool, y almacenaron temporalmente las armas en la comisaría de Hudur.	2
El Programa se relanzó como Programa del Sector de la Seguridad de la Autoridad Intergubernamental para el Desarrollo en octubre de 2011 y pretende ser más activo en este ámbito, entre otras cosas mediante conferencias sobre desradicalización y compromiso de la comunidad para luchar contra el terrorismo.	4
Subrayando que la mejora del diálogo y la ampliación del entendimiento entre civilizaciones, en un esfuerzo por evitar que se atente indiscriminadamente contra diferentes religiones y culturas, y el tratamiento de los conflictos regionales no resueltos y de toda la gama de problemas mundiales, incluidos los de desarrollo, contribuirán a la cooperación internacional, que por sí misma es necesaria para sostener la lucha más amplia posible contra el terrorismo,	4
Durante su última visita a Damasco, del 10 al 15 de diciembre de 2014, el Equipo de Evaluación de la Declaración prosiguió las entrevistas con las principales personas del programa sirio de armas químicas, mantuvo reuniones técnicas con la Autoridad Nacional de la República Árabe Siria y visitó dos emplazamientos.	2
Aunque el mando de la PNTL no sancionó los ataques del 23 y 24 de mayo en los que se vieron implicados algunos agentes de la PNTL, están relacionados con la ruptura de la cadena de mando, el faccionalismo existente y un historial previo de rendición de cuentas limitada.	3
La investigación y el análisis político avanzarían en una serie de cuestiones, como la prevención de conflictos y los mecanismos de alerta temprana.	4
27. El F-FDTL sufrió una amplia reacción pública, en particular por parte de las organizaciones de veteranos surgidas en 2001.	3
Contrarrestar la narrativa terrorista y el extremismo violento	4
6. La aplicación de medidas de autoprotección, incluido el despliegue de personal de seguridad armado contratado de forma privada a bordo de los buques y de destacamentos de protección de buques, junto con un mayor conocimiento de la situación, la formación y las maniobras evasivas y el uso de canales marítimos seguros por parte de los buques comerciales, también pueden haber disuadido a los piratas de atacar a los buques.	2
En particular, debería estudiarse la posibilidad de ampliar la publicidad de los puestos dirigiéndose a las asociaciones profesionales y modificando los requisitos lingüísticos de los puestos.	4
También ha llegado el momento de que Belgrado abandone su postura negativa hacia la participación de los serbios de Kosovo.	4
Se produjeron enfrentamientos entre las fuerzas rebeldes y las fuerzas francesas que supervisaban el alto el fuego el mismo día en que la misión se encontraba en la región, en Daloa, a unos 50 kilómetros de distancia.	3
66. Se han establecido varios mecanismos de cooperación regional para mejorar la capacidad de los Estados de prevenir colectivamente la incitación y denegar refugio seguro en la región de América Latina y el Caribe.	2
Recientemente se han emprendido otras iniciativas: en agosto de 2011 se creó una Comisión de Reconciliación Nacional provisional, y el Gobierno de Guinea y la Comisión de Consolidación de la Paz de las Naciones Unidas llegaron a un acuerdo en septiembre sobre una estrategia conjunta para promover la reconciliación nacional y reformar el sector de la seguridad, entre otras cosas.	2
Dieciocho personas detenidas en Bouaké en relación con los hechos fueron trasladadas a la prisión civil de Korhogo. En otro incidente, el 17 de enero, 11 personas, entre ellas dos ciudadanos franceses, presuntamente asociadas con el Sr. Coulibaly, fueron detenidas en Abiyán por planear un golpe de Estado. El 30 de enero, el fiscal del tribunal militar de Abiyán emitió una orden de detención internacional contra el Sr. Coulibaly, acusado de conspiración contra el Estado.	1
La Operación también proporcionará apoyo logístico para el redespliegue de la policía nacional en la parte septentrional del país, en apoyo de un plan de seguridad global y acordado para el proceso electoral elaborado por las autoridades de Côte d'Ivoire, con la asistencia de la ONUCI y la fuerza Licorne.	2
Mesas redondas, sesiones informativas para los medios de comunicación, publicaciones, presentación de informes al Consejo de Seguridad, mejora de la capacidad del personal, cinco consultas regionales sobre la integración de la perspectiva de género en el programa de acción sobre armas pequeñas y ligeras ilícitas.	2
(a) Promover la adopción de marcos jurídicos nacionales amplios e integrados de lucha contra el terrorismo, de conformidad con el Estado de Derecho y las obligaciones en materia de derechos humanos, y mejorar las capacidades nacionales para investigar, enjuiciar y juzgar los actos terroristas, incluso solicitando asistencia para el fomento de la capacidad según sea necesario;	2
El Coordinador Especial informó de que continuaba la calma general en el sur del Líbano, aunque se habían producido algunos incidentes de seguridad durante el período que abarca el informe, incluido el lanzamiento de cohetes hacia Israel desde el sur del Líbano durante el conflicto relacionado con Gaza en julio y agosto y dos graves incidentes de seguridad en la zona de las granjas de Shab'a (sector oriental).	1
Dos años de conflicto habían agudizado las diferencias políticas y profundizado las ya graves condiciones sociales y económicas de la gran mayoría de la población.	1
Por consiguiente, hago un llamamiento a todas las partes y actores para que acaten plenamente las resoluciones 1559 (2004), 1680 (2006) y 1701 (2006). Seguiré esforzándome por lograr la plena aplicación de éstas y de todas las demás resoluciones del Consejo de Seguridad relativas al Líbano.	4
:: Algunos miembros subrayaron la necesidad de que la comunidad internacional se esfuerce colectivamente por promover una mayor armonía y diálogo cultural y religioso, señalando que el terrorismo no tiene credo, cultura ni religión.	4
85. A menos que se aborden las diferencias en el seno de las instituciones federales de transición, el estancamiento político actual podría agravar las divisiones y socavar las propias instituciones que el pueblo de Somalia desea tan ardientemente y que la comunidad internacional y las Naciones Unidas están dispuestas a apoyar.	3
La orden de detención europea de la Unión Europea constituye una alternativa eficaz a la extradición tradicional, ya que permite el contacto directo y faculta a las autoridades judiciales.	2
Tras hacer un llamamiento para que se profundice en el análisis de los objetivos compartidos por las comunidades de derechos humanos, desarrollo y seguridad, así como por el sistema de las Naciones Unidas y los Estados miembros, la Alta Comisionada subrayó que las violaciones de los derechos humanos son a menudo una de las causas profundas de los conflictos armados, como había ocurrido en Somalia y Bosnia y Herzegovina.	4
Sin embargo, el Equipo ve una oportunidad de abordar la cuestión a través del embargo de armas, y recomienda: (i) que el Comité incluya explícitamente los explosivos civiles e improvisados en su documento de explicación de términos; (ii) que el Comité reúna las experiencias de los Estados miembros en el tratamiento de esta amenaza en un documento publicado en su sitio web; y (iii) que el Consejo de Seguridad especifique en cualquier resolución futura sobre la cuestión que el "material conexo de todo tipo" incluye los explosivos civiles e improvisados.	2
Más allá del alcance inmediato de las medidas sancionadoras, las delegaciones se mostraron especialmente interesadas en compartir su experiencia en la reinserción de terroristas en la sociedad.	4
5. Subraya que la crisis de Costa de Marfil sólo puede resolverse mediante el diálogo y la concertación, con el apoyo de la comunidad internacional. El Consejo insta a las partes a que den muestras de la máxima moderación y se abstengan de todo uso de la fuerza y de toda acción unilateral, que sólo pueden complicar aún más la búsqueda de una solución;	4
Exige a los grupos armados rebeldes el cese inmediato de la violencia y pide a todas las partes que reanuden el diálogo en el marco del acuerdo de Sirte de 25 de octubre de 2007.	1
30. Al mismo tiempo, apoyo plenamente los planes de la UA de dirigir una misión de evaluación en noviembre para examinar las futuras necesidades de mantenimiento de la paz en la región.	4
74. En el actual programa de trabajo se han logrado avances significativos en la sensibilización de los parlamentarios, a través de los actos celebrados en Ginebra con la UIP y en San Petersburgo (Federación de Rusia) con parlamentarios de los países de la CEI.	4
Las operaciones eran aprobadas a nivel del Líder Supremo. La inmensa mayoría de las víctimas fueron desaparecidas forzosamente para obtener mano de obra y otras cualificaciones para el Estado.	1
El Comité eliminó cinco nombres en enero de 2010 y otros cinco en julio de 2010, ya que dos personas habían fallecido y se consideraba que el resto se había reconciliado con el Gobierno de Afganistán.	2
A este respecto, el Consejo elogia los esfuerzos realizados hasta la fecha por la República Centroafricana (RCA), la República Democrática del Congo (RDC), la República de Sudán del Sur y Uganda para poner fin a la amenaza que supone el LRA, e insta a estos países, así como a otros países de la región, a que redoblen sus esfuerzos.	4
Por ejemplo, la sentencia en un caso conocido como Jagre al-Hadi al-Makbul y otros describe cómo una combinación de policía y fuerzas populares armadas, que sumaban 39 personas, dejó a los habitantes de Thabit a merced de un gran contingente de atacantes fursanes.	3
Se ha denunciado que en algunos Estados las fuerzas militares han cometido ejecuciones sumarias o extrajudiciales, en violación de las leyes de la guerra y del derecho de los derechos humanos.	1
Del 3 al 8 de julio, la MINUSTAH organizó una sesión de formación sobre el tema "Mujeres y liderazgo" para posibles candidatas a las próximas elecciones. El 25 de agosto, la MINUSTAH, junto con una organización no gubernamental local, lanzó un programa de radio semanal con vistas a sensibilizar tanto a las candidatas como a las votantes.	2
La eficacia de las unidades de lucha contra la delincuencia organizada transnacional de Malí sigue viéndose considerablemente obstaculizada por la escasez de recursos, a pesar de la ubicación conjunta de una célula de lucha contra la delincuencia organizada transnacional de la Policía de las Naciones Unidas con sus homólogos malienses.	1
La misión conjunta se reunió con partes interesadas nacionales e internacionales, incluidos representantes de la sociedad civil, líderes tradicionales y religiosos, partidos de la oposición y militares.	4
:: La existencia y la labor del TPIY impulsaron la creación de tribunales nacionales en Serbia, Bosnia y Croacia	4
(c) Alentar a los Estados a que aumenten el intercambio de información entre las autoridades regionales de control fronterizo y a que refuercen la seguridad fronteriza en los puntos de entrada con el fin de impedir el movimiento transfronterizo ilegal de personas, cargamentos y armas/explosivos.	4
La Comisión observa que no hay pruebas de que el asesinato de 8 policías y las heridas causadas a 27 agentes de policía fueran otra cosa que acciones espontáneas de hombres individuales realizadas totalmente al margen de las órdenes de la jerarquía de las F-FDTL.	4
Añadió que estos intercambios estaban en curso. El Enviado Personal indicó que en varias ocasiones el Gobierno marroquí había expresado su decepción por el contenido del último informe y de su última exposición ante el Consejo en las consultas informales de abril de 2014.	3
Pide a todos los actores implicados que, a la hora de negociar y aplicar los acuerdos de paz, adopten una perspectiva de género que incluya, entre otras cosas (a) Las necesidades especiales de las mujeres y las niñas durante la repatriación y el reasentamiento y para la rehabilitación, la reintegración y la reconstrucción posterior al conflicto; b) Medidas que apoyen las iniciativas de paz de las mujeres locales y los procesos autóctonos de resolución de conflictos, y que hagan participar a las mujeres en todos los mecanismos de aplicación de los acuerdos de paz; c) Medidas que garanticen la protección y el respeto de los derechos humanos de las mujeres y las niñas, en particular en lo que se refiere a la Constitución, el sistema electoral, la policía y el poder judicial.	4
El programa ha empezado a observar correlaciones y a construir perfiles que pueden ser relevantes para otros Estados, y el Equipo aplaude la forma en que se están compartiendo los hallazgos a nivel internacional.	2
En este contexto, diré unas palabras sobre la recién aprobada resolución del Consejo sobre Yemen, una condena largamente esperada de los abusos del Gobierno yemení.	3
En la medida de lo posible, las actividades de desarrollo de capacidades y de estabilización a largo plazo deberían transferirse al equipo nacional, en los ámbitos en los que éste disponga de una ventaja comparativa.	4
También celebró nuevas reuniones con el Grupo de Supervisión establecido en virtud de la resolución 1519 (2003) sobre Somalia en relación con el mercado de armas en Mogadiscio y los flujos financieros regionales, y se reunió con el Grupo de Expertos establecido en virtud de la resolución 1579 (2004) sobre Liberia para tratar el movimiento de materias primas preciosas.	2
"El Consejo de Seguridad sigue seriamente preocupado por la inseguridad y la importante crisis humanitaria que se está produciendo en la región del Sahel, que se complica aún más por la presencia de grupos armados, incluidos movimientos separatistas y redes terroristas y delictivas, y el aumento de sus actividades, así como por la continua proliferación de armas procedentes de dentro y fuera de la región que amenazan la paz, la seguridad y la estabilidad de los Estados de esta región y, a este respecto, subraya la importancia de que se apliquen todas las resoluciones pertinentes del Consejo de Seguridad, incluidas las relativas a los embargos de armas.	4
Observando con preocupación la continua amenaza que representan para la paz y la seguridad internacionales Al-Qaida y otros individuos, grupos, empresas y entidades asociados con ella, reafirmando su determinación de hacer frente a todos los aspectos de esa amenaza, y considerando las deliberaciones del Comité 1267 sobre la recomendación del Equipo de Vigilancia 1267 en su Undécimo Informe al Comité 1267 de que los Estados miembros traten de manera diferente a los talibanes incluidos en la Lista y a los individuos y entidades de Al-Qaida y sus afiliados incluidos en la Lista,	4
Durante el debate, las partes convinieron en la necesidad de reconfirmar, a la luz del cambio de liderazgo en ambas partes en los dos últimos años, su compromiso con la no reanudación de las hostilidades y con el retorno seguro y digno de los desplazados internos y los refugiados, en primer lugar al distrito de Gali en sus antiguas fronteras, tal como se afirmaba en la Declaración de Yalta de las partes georgiana y abjasia (véanse S/2001/242, anexo, y S/2001/401, párrafo 6).	4
131. Los Estados de Asia Central han reforzado las medidas de aplicación de la ley desde la encuesta anterior mediante la mejora de la cooperación interinstitucional y el intercambio de información y el establecimiento y la utilización de bases de datos penales y de otro tipo, tanto a nivel nacional como internacional, en apoyo de los esfuerzos de aplicación de la ley contra el terrorismo.	2
Estos abusos se produjeron entre agosto de 2002 y enero de 2003.	3
56. Es alentador que se hayan logrado avances continuos en las cuatro esferas prioritarias del mandato de la UNMIT, incluidas las iniciativas de diálogo sobre cuestiones nacionales críticas, los nuevos progresos en la reasunción de las responsabilidades policiales primarias por la PNTL, la promulgación del conjunto de medidas legislativas sobre seguridad nacional, el Plan de Desarrollo Estratégico y el Plan Estratégico del Sector de la Justicia para Timor-Leste.	3
Ayer mismo, el Primer Ministro georgiano dio a conocer un plan detallado de resolución del conflicto en otra región separatista de Georgia: la región de Tsjinvali/antigua Osetia del Sur.	4
Deplorando los continuos obstáculos impuestos por el Gobierno de Sudán a la labor del Grupo de Expertos durante el transcurso de su mandato, incluidas las restricciones a la libertad de circulación del Grupo de Expertos y de la UNAMID, y las limitaciones al acceso del Grupo de Expertos a las zonas de conflicto armado y a las zonas en que se han denunciado violaciones de los derechos humanos y del derecho internacional humanitario, al tiempo que toma nota de la mejora de la interacción entre el Gobierno de Sudán y el Grupo de Expertos,	3
- el terrorismo en todas sus formas y manifestaciones constituye una de las amenazas más graves para la paz y la seguridad;	3
Por último, debemos integrar la participación de las víctimas y la indemnización en los trabajos de estos tribunales en el futuro.	4
En términos generales, la política de atacar, matar y desplazar por la fuerza a miembros de algunas tribus no pone de manifiesto una intención específica de aniquilar, total o parcialmente, a un grupo distinguido por motivos raciales, étnicos, nacionales o religiosos.	3
11. Insta a todos los Estados miembros, en particular a los Estados del Sahel y del Magreb, a que coordinen sus esfuerzos para prevenir la grave amenaza que representan para la seguridad internacional y regional los grupos terroristas que cruzan las fronteras y buscan refugio en la región del Sahel, a que refuercen la cooperación y la coordinación con el fin de desarrollar estrategias globales y eficaces para combatir de manera global e integrada las actividades de los grupos terroristas, y para prevenir la expansión de dichos grupos, así como para limitar la proliferación de todas las armas y la delincuencia organizada transnacional;	4
Alienta a una mayor cooperación entre los Estados miembros, la OCAH, el DAP, el DOMP, el ACNUR, el OOPS, el ACNUDH, el PNUD y otros organismos y oficinas pertinentes de las Naciones Unidas, teniendo también presente el contenido de las resoluciones 1325 sobre la mujer, la paz y la seguridad y 1379 sobre los niños en los conflictos armados; acoge con satisfacción los talleres regionales y alienta a los Estados miembros a que les presten su apoyo operativo y financiero.	4
Tras reconocer que el trabajo del Consejo ha cambiado radicalmente en los últimos 15 años, un orador señaló que la tendencia había sido hacia una mayor apertura.	4
Los grupos de trabajo, que hasta ahora han estado formados exclusivamente por las partes del Acuerdo General de Paz, se reunieron los días 9 y 10 de agosto y han seguido reuniéndose esporádicamente desde entonces.	4
El Gobierno haría un gran servicio a su sistema judicial si tomara medidas para derogar el decreto por el que se crearon los tribunales.	3
El objetivo de Al Qaeda en Irak es crear una capacidad para lanzar atentados allí donde haya objetivos disponibles, ya sea a través de sus propios miembros o en cooperación con grupos existentes que colaboren con ella o, mejor aún, sigan su ejemplo.	1
El fiscal expresó su preocupación por las cuestiones no resueltas relativas a las personas detenidas en Libia y el desplazamiento masivo de taherganos.	3
Decide que [la misión] tendrá el siguiente mandato: Protección y seguridad a) Protección de la población civil ... - Revisar la estrategia global de protección de la población civil y coordinarse con la estrategia de protección de la población civil de las Naciones Unidas en enlace con el equipo de las Naciones Unidas en el país, para tener en cuenta las nuevas realidades sobre el terreno y las necesidades específicas de los grupos vulnerables, e incluir medidas para prevenir la violencia de género de conformidad con la resolución 1960 (2010) y la resolución 1882 (2009). - Colaborar estrechamente con los organismos humanitarios, en particular en relación con las zonas de tensiones y de retorno de los desplazados, para recabar información sobre posibles amenazas contra la población civil e identificarlas, así como información fiable sobre violaciones del derecho internacional humanitario y de los derechos humanos, señalarlas a la atención de las autoridades de Côte d'Ivoire, según proceda, y adoptar las medidas adecuadas de conformidad con la estrategia de protección de todo el sistema de las Naciones Unidas en armonización con la estrategia de protección [de la misión].	4
La mejor manera de lograrlo es concienciando a la población sobre las oportunidades que ofrecen los nuevos métodos de pago para mover dinero sin ser detectado y más allá de los controles gubernamentales.	4
Además, el 14 de febrero fue recibido en Nuakchot por el Presidente de Mauritania, Sidi Mohamed Ould Cheikh Abdellahi, y se reunió con el Ministro de Asuntos Exteriores y Cooperación, Mohamed Saleck Ould Mohamed Lemine, y otros altos cargos del Gobierno.	4
La Unidad participa en grupos de trabajo interinstitucionales creados para investigar el blanqueo de capitales y los delitos subyacentes, incluida la financiación del terrorismo.	2
En Centroamérica y el Caribe, el proceso del Diálogo de San José lleva a cabo programas sobre integración y prevención del terrorismo y la incitación.	2
El Comité también siguió alentando al Equipo de Vigilancia a que siguiera reforzando su papel en el fortalecimiento de la capacidad de los Estados Miembros para aplicar plenamente el régimen de sanciones del Consejo de Seguridad contra Al-Qaida y personas y entidades asociadas. A este respecto, el Comité alentó la cooperación entre el Equipo de Vigilancia y la Dirección Ejecutiva del Comité establecido en virtud de la resolución 1373 (2001) relativa a la lucha contra el terrorismo, que actúa como integrador del sistema para las iniciativas de fomento de la capacidad en el marco de las sanciones del Consejo.	4
La misión está convencida, por el material que ha recibido y las reuniones que ha mantenido, de que el conflicto ha tenido graves repercusiones en los derechos humanos.	1
Para ello, el Departamento identificó varios puntos de referencia como cruciales para este proceso. Entre ellos, la creación de los tres comités obligatorios de la asamblea: el de política y finanzas, el de comunidades y el de mediación.	2
La Iglesia Católica y organizaciones de la sociedad civil expresaron su preocupación por que las conmutaciones pudieran contribuir a la percepción de impunidad, aunque el Presidente explicó que las conmutaciones se habían concedido en consulta con, entre otros, el Gobierno, los miembros del Parlamento y las familias de las víctimas y los autores, y de conformidad con la Constitución y las leyes aplicables.	3
Durante este periodo se reforzó la base de apoyo de la Comisión y se instalaron nuevos programas informáticos que hicieron más operativa la base de datos.	2
o El 27 de noviembre de 2014, aviones de combate del régimen atacaron la escuela Dar al-Salam en la ciudad de Raqqa, destruyendo parcialmente uno de los edificios escolares.	1
Al mismo tiempo, ha resurgido la amenaza de los talibanes.	1
La UE también expresó su apoyo a la declaración de mi Representante Especial del 8 de septiembre, en la que subrayaba que no podía haber una solución militar a los problemas a los que se enfrentan las instituciones federales de transición.	4
Había alrededor de dos o tres aviones blancos y verdes, que venían muy bajo. Un avión blanco estaba atacando.	1
Respondió que la guerra eliminaba los requisitos fundamentales del Estado de Derecho y que uno de los problemas concretos que se planteaba era la ausencia de magistrados ante el avance de los ejércitos.	1
"El Consejo de Seguridad espera con interés el informe del Grupo de Alto Nivel sobre la coherencia en todo el sistema de las Naciones Unidas en las esferas del desarrollo, la asistencia humanitaria y el medio ambiente, y confía en que contribuya a garantizar un enfoque coordinado de las Naciones Unidas en relación con las mujeres y la paz y la seguridad.	4
A través de sus tres grupos de trabajo, sobre estrategia marítima, marco jurídico y pesca, el Mecanismo ha venido apoyando, con financiación del Reino Unido, a los puntos focales de lucha contra la piratería en el Gobierno Federal y en cada región.	2
Aunque aún no he recibido respuestas formales de los 36 Estados miembros restantes, considero improbable que se materialicen promesas de tropas suficientes para permitir el despliegue de una fuerza multinacional.	1
La investigación inicial puso de manifiesto que nadie afirmaba tener la menor pista de que estuviera ocurriendo algo en torno al Sr. Hariri que pudiera poner en peligro su vida.	2
20. Anima a los Estados miembros a que intercambien información rápidamente con otros Estados miembros, en particular con los Estados de origen, destino y tránsito, cuando detecten viajes de personas incluidas en la lista de sanciones contra Al-Qaida;	4
Trágicamente, el subcomandante y un guardia murieron en el ataque, mientras que el comandante y un supervisor resultaron heridos.	1
Según la Corte Internacional de Justicia, las disposiciones del artículo 3 común a los Convenios de Ginebra constituyen un criterio mínimo aplicable a cualquier conflicto armado y reflejan lo que la Corte denominó en 1949 [en el asunto del Canal de Corfú] "consideraciones elementales de humanidad".	2
Los dirigentes georgianos están firmemente comprometidos con la resolución pacífica del conflicto en su territorio, sopesando la inclusión y la integración étnicas, salvaguardando los derechos humanos y las libertades.	4
29. En colaboración con la Universidad de Seychelles y expertos del Centro, la ONUDD diseñó un plan de estudios para policías, guardacostas y otros funcionarios encargados de hacer cumplir la ley que participan en la investigación de la piratería y la delincuencia marítima.	2
118. La información presentada para este estudio deja claro que, en opinión de muchos Estados, la incitación a cometer actos de terrorismo sigue siendo un riesgo y una amenaza graves en gran parte del mundo, aunque en diversos grados.	3
Algunas delegaciones destacaron la importancia de las conversaciones a seis bandas para encontrar una solución a la cuestión nuclear en la península coreana y pidieron que se trabajara para crear condiciones favorables a la reanudación de las conversaciones a seis bandas.	4
La ONUCI también está reclutando personal para su Unidad de Conducta del Personal.	2
Para combatir esta situación, será importante perseguir el delito con más vigor. Cuando los autores siguen en libertad, prevalece una sensación de impunidad.	1
6. En Malí, los terroristas estuvieron a punto de destruir la estructura básica del Estado, afectando así a la estabilidad de un país y de toda una región. Al Qaeda en el Magreb Islámico, el Movimiento para la Unidad y la Yihad en África Occidental y Ansar Eddine prosiguen sus actividades en el norte de Malí, con efectos indirectos en los países vecinos. Ponen en peligro la presencia y las actividades de la Misión Multidimensional Integrada de Estabilización de las Naciones Unidas en Malí (MINUSMA).	1
En vista de la urgencia de la investigación, enviamos el telegrama nº 2065 de fecha 14 de febrero de 2005 a la dirección de la unidad regional de policía y a los comandantes de las unidades de policía, en el que solicitábamos que se llevaran a cabo todas las investigaciones necesarias dentro de las competencias de cada unidad con respecto a los cadáveres que habían sido trasladados a los hospitales de cada zona, a fin de permitir que sus familiares los identificaran y me informaran debidamente, permitiéndome así obtener la aprobación de las autoridades competentes para la devolución a sus familiares de dichos cadáveres.	2
Además, como se señala más adelante, la destrucción parece haberse combinado sistemáticamente con el saqueo de objetos de valor personal, dinero en efectivo y, sobre todo, ganado.	1
27. Además, el Comité determinó que la lista de artículos, materiales, equipos, bienes y tecnología relacionados con los programas de misiles balísticos que figura en el anexo del informe anterior del Comité (S/2014/253) sustituye a la lista anterior (véase S/2012/947) y estará sujeta a las medidas impuestas por el Consejo de Seguridad en los apartados a), b) y c) del párrafo 8 de la resolución 1718 (2006).	3
Recuerda, en particular, la obligación de distinguir entre población civil y combatientes, y la prohibición de los ataques indiscriminados y de los ataques contra personas civiles y bienes de carácter civil, así como la prohibición del uso de armas químicas y del empleo de armas, proyectiles y material y métodos de guerra que por su naturaleza puedan causar daños superfluos o sufrimientos innecesarios.	2
A lo largo del año pasado, nada menos que el 94% de las 982 supuestas operaciones antiterroristas del régimen sirio se dirigieron contra fuerzas moderadas de la oposición.	1
8. El 21 de septiembre, en respuesta a una petición de las partes en el Acuerdo General de Paz, anuncié la creación de un grupo de tres miembros, encabezado por el ex Presidente de la República Unida de Tanzania, Benjamin Mkapa, para supervisar los referendos del sur de Sudán y Abyei.	2
Aunque los enfrentamientos habían cesado, la tensión seguía siendo elevada y no se podía descartar que se produjeran nuevos choques.	1
Además, durante la visita del Equipo a Sudán, se facilitó información oficial sobre grupos asociados con Al Qaeda que pasaban armas de contrabando a través de Eritrea a elementos de Al Qaeda en Arabia Saudí.	4
En julio de 2010, Angola introdujo legislación que establecía medidas preventivas y restrictivas contra el blanqueo de dinero y la financiación del terrorismo. El 15 de abril de 2010, Angola presentó su solicitud de adhesión al Grupo de África Oriental y Meridional contra el Blanqueo de Dinero.	2
